nie	لا	nie	لَا	PART;NEG	PART
dyskusje	المناقشات	dyskusja	مُنَاقَشَة	N;NOM;FEM;PL	N;NOM;DEF;PL
dyskusje	مناقشات	dyskusja	مُنَاقَشَة	N;NOM;FEM;PL	N;NOM;INDF;PL
dyskusje	المناقشات	dyskusja	مُنَاقَشَة	N;NOM;FEM;PL	N;NOM;DEF;PL
dyskusje	النقاشات	dyskusja	نِقَاش	N;NOM;FEM;PL	N;NOM;DEF;PL
kot	قطة	kot	قُطَّة	N;NOM;MASC;SG	N;NOM;INDF;SG
kot	القطة	kot	قُطَّة	N;NOM;MASC;SG	N;NOM;DEF;SG
policja	شرطة	policja	شُرطَة	N;NOM;FEM;SG	N;NOM;INDF;SG
policja	الشرطة	policja	شُرطَة	N;NOM;FEM;SG	N;NOM;DEF;SG
rumuński	روماني	rumuński	رُومَانِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
rumuński	الروماني	rumuński	رُومَانِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
rumuński	الرومانية	rumuński	رُومَانِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
prawne	قانوني	prawny	قانوني	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
prawne	قانونية	prawny	قَانُونِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
prawne	القانوني	prawny	قَانُونِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
ćwiczenia	التمارين	ćwiczenie	تَمرِين	N;NOM;NEUT;PL	N;NOM;DEF;PL
ćwiczenia	تمارين	ćwiczenie	تَمرِين	N;NOM;NEUT;PL	N;NOM;INDF;PL
zabytkowy	تاريخي	zabytkowy	تَارِيخِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
zabytkowy	تاريخية	zabytkowy	تَارِيخِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
sojusz	الحلف	sojusz	حِلف	N;NOM;MASC;SG	N;NOM;DEF;SG
sojusz	تحالف	sojusz	تَحَالُف	N;NOM;MASC;SG	N;NOM;INDF;SG
sojusz	التحالف	sojusz	تَحَالُف	N;NOM;MASC;SG	N;NOM;DEF;SG
obowiązek	الواجب	obowiązek	وَاجِب	N;NOM;MASC;SG	N;NOM;DEF;SG
obowiązek	واجب	obowiązek	وَاجِب	N;NOM;MASC;SG	N;NOM;INDF;SG
obowiązek	الالتزام	obowiązek	اِلتِزَام	N;NOM;MASC;SG	N;NOM;DEF;SG
obowiązek	التزام	obowiązek	اِلتِزَام	N;NOM;MASC;SG	N;NOM;INDF;SG
hymn	النشيد	hymn	نَشِيد	N;NOM;MASC;SG	N;NOM;DEF;SG
hymn	نشيد	hymn	نشيد	N;NOM;MASC;SG	N;NOM;INDF;SG
osiągnięcie	الانجاز	osiągnięcie	إِنجَاز	N;NOM;NEUT;SG	N;NOM;DEF;SG
osiągnięcie	انجاز	osiągnięcie	إِنجَاز	N;NOM;NEUT;SG	N;NOM;INDF;SG
piramida	الهرم	piramida	هَرم	N;NOM;FEM;SG	N;NOM;DEF;SG
zdał	مرت	zdać	مَرّ	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
obsługa	الخدمة	obsługa	خِدمَة	N;NOM;FEM;SG	N;NOM;DEF;SG
obsługa	خدمة	obsługa	خِدمَة	N;NOM;FEM;SG	N;NOM;INDF;SG
młoda	شابة	młody	شَابّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
filozofia	الفلسفة	filozofia	فَلسَفَة	N;NOM;FEM;SG	N;NOM;DEF;SG
filozofia	فلسفة	filozofia	فَلسَفَة	N;NOM;FEM;SG	N;NOM;INDF;SG
gaz	الغاز	gaz	غَاز	N;NOM;MASC;SG	N;NOM;DEF;SG
gaz	غاز	gaz	غَاز	N;NOM;MASC;SG	N;NOM;INDF;SG
doświadczenie	خبرة	doświadczenie	خِبرَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
doświadczenie	التجربة	doświadczenie	تَجرِبَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
doświadczenie	الخبرة	doświadczenie	خِبرَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
doświadczenie	تجربة	doświadczenie	تَجرِبَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
polak	القطب	polak	قُطب	N;NOM;MASC;SG	N;NOM;DEF;SG
zamknięte	مقفل	zamknąć	مُقفِل	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
zamknięte	مغلقة	zamknąć	مُغلَق	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
zamknięte	مغلق	zamknąć	مُغلَق	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
uciekł	هربت	uciec	هَرَب	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
uciekł	هرب	uciec	هَرَب	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;3;ACT
fizyczne	جسدية	fizyczny	جَسَدِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
fizyczne	المادية	fizyczny	مَادِّيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
kara	الجزاء	kara	جَزَاء	N;NOM;FEM;SG	N;NOM;DEF;SG
kara	العقوبة	kara	عُقُوبَة	N;NOM;FEM;SG	N;NOM;DEF;SG
kara	عقوبة	kara	عُقُوبَة	N;NOM;FEM;SG	N;NOM;INDF;SG
kara	العقاب	kara	عِقَاب	N;NOM;FEM;SG	N;NOM;DEF;SG
kara	عقاب	kara	عَقَاب	N;NOM;FEM;SG	N;NOM;INDF;SG
kara	العقوبة	kara	عُقُوبَة	N;NOM;FEM;SG	N;NOM;DEF;SG
kara	عقوبة	kara	عُقُوبَة	N;NOM;FEM;SG	N;NOM;INDF;SG
powód	المدعي	powód	مُدَّعِي	N;NOM;MASC;SG	N;NOM;DEF;SG
powód	سبب	powód	سَبَب	N;NOM;MASC;SG	N;NOM;INDF;SG
powód	السبب	powód	سَبَب	N;NOM;MASC;SG	N;NOM;DEF;SG
lek	عقار	lek	عَقَار	N;NOM;MASC;SG	N;NOM;INDF;SG
ogólna	عامة	ogólny	عَامّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
dziewczyny	بنات	dziewczyna	بِنَة	N;NOM;FEM;PL	N;NOM;INDF;PL
dziewczyny	البنات	dziewczyna	بِنت	N;NOM;FEM;PL	N;NOM;DEF;PL
dziewczyny	فتيات	dziewczyna	فَتَاة	N;NOM;FEM;PL	N;NOM;INDF;PL
dziewczyny	لبنات	dziewczyna	لِبنَات	N;NOM;FEM;PL	N;NOM;INDF;PL
dziewczyny	الفتيات	dziewczyna	فَتَاة	N;NOM;FEM;PL	N;NOM;DEF;PL
mniejszy	اصغر	mały	أَصغَر	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;INDF;MASC;SG
wewnętrznego	داخليا	wewnętrzny	دَاخِلِيّ	ADJ;ACC;MASC;SG	ADJ;ACC;INDF;MASC;SG
katastrofa	تحطم	katastrofa	تَحَطُّم	N;NOM;FEM;SG	N;NOM;INDF;SG
katastrofa	كارثة	katastrofa	كَارِثَة	N;NOM;FEM;SG	N;NOM;INDF;SG
katastrofa	الكارثة	katastrofa	كَارِثَة	N;NOM;FEM;SG	N;NOM;DEF;SG
katastrofa	الكارثة	katastrofa	كَارِثَة	N;NOM;FEM;SG	N;NOM;DEF;SG
suma	المبلغ	suma	مَبلَغ	N;NOM;FEM;SG	N;NOM;DEF;SG
suma	مبلغ	suma	مَبلَغ	N;NOM;FEM;SG	N;NOM;INDF;SG
suma	المجموع	suma	مَجمُوع	N;NOM;FEM;SG	N;NOM;DEF;SG
suma	اجمالي	suma	إِجمَالِيّ	N;NOM;FEM;SG	N;NOM;INDF;SG
rajd	تجمع	rajd	تَجَمُّع	N;NOM;MASC;SG	N;NOM;INDF;SG
rajd	التجمع	rajd	تَجَمُّع	N;NOM;MASC;SG	N;NOM;DEF;SG
wyjścia	خروج	wyjście	خُرُوج	N;NOM;NEUT;SG	N;NOM;INDF;SG
wyjścia	الخروج	wyjście	خُرُوج	N;NOM;NEUT;SG	N;NOM;DEF;SG
wyjścia	المخرج	wyjście	مُخرِج	N;NOM;NEUT;SG	N;NOM;DEF;SG
wyjścia	مخرج	wyjście	مَخرَج	N;NOM;NEUT;SG	N;NOM;INDF;SG
artyści	للفنانين	artysta	لِ	N;NOM;MASC;PL	N;NOM;DEF;PL
artyści	الفنانين	artysta	فَنَّان	N;NOM;MASC;PL	N;NOM;DEF;PL
podzielony	مقسم	podzielić	مَقسِم	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
podzielony	مقسمة	podzielić	مُقَسَّم	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
bułgarski	البلغارية	bułgarski	بُلغَارِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
reakcja	تفاعل	reakcja	تَفَاعُل	N;NOM;FEM;SG	N;NOM;INDF;SG
reakcja	الاستجابة	reakcja	اِستِجَابَة	N;NOM;FEM;SG	N;NOM;DEF;SG
reakcja	الرد	reakcja	رَدّ	N;NOM;FEM;SG	N;NOM;DEF;SG
reakcja	استجابة	reakcja	اِستِجَابَة	N;NOM;FEM;SG	N;NOM;INDF;SG
dziennikarka	الصحفي	dziennikarka	صُحُفِيّ	N;NOM;FEM;SG	N;NOM;DEF;SG
dziennikarka	المراسل	dziennikarka	مُرَاسِل	N;NOM;FEM;SG	N;NOM;DEF;SG
dziennikarka	مراسل	dziennikarka	مُرَاسِل	N;NOM;FEM;SG	N;NOM;INDF;SG
krater	فوهة	krater	فَوهَة	N;NOM;MASC;SG	N;NOM;INDF;SG
boisko	الميدان	boisko	مَيدَان	N;NOM;NEUT;SG	N;NOM;DEF;SG
boisko	حقل	boisko	حقل	N;NOM;NEUT;SG	N;NOM;INDF;SG
boisko	الحقل	boisko	حَقل	N;NOM;NEUT;SG	N;NOM;DEF;SG
boisko	ميدان	boisko	مَيدَان	N;NOM;NEUT;SG	N;NOM;INDF;SG
boisko	الملعب	boisko	مَلعَب	N;NOM;NEUT;SG	N;NOM;DEF;SG
określić	حدد	określić	حَدَّد	V;PFV;NFIN;ACT	V;PFV;MASC;SG;3;ACT
określić	عرف	określić	عَرَف	V;PFV;NFIN;ACT	V;PFV;MASC;SG;3;ACT
samobójstwo	الانتحار	samobójstwo	اِنتِحَار	N;NOM;NEUT;SG	N;NOM;DEF;SG
samobójstwo	انتحار	samobójstwo	اِنتِحَار	N;NOM;NEUT;SG	N;NOM;INDF;SG
spowodowała	سببت	spowodować	سَبَب	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
zdarzenie	قصة	zdarzenie	قِصَّة	N;NOM;NEUT;SG	N;NOM;INDF;SG
zdarzenie	حكاية	zdarzenie	حِكَايَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
zdarzenie	القصة	zdarzenie	قِصَّة	N;NOM;NEUT;SG	N;NOM;DEF;SG
zdarzenie	مناسبة	zdarzenie	مُنَاسَبَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
zdarzenie	الحدث	zdarzenie	حَدَث	N;NOM;NEUT;SG	N;NOM;DEF;SG
zdarzenie	المناسبة	zdarzenie	مُنَاسَبَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
skrzyżowania	تقاطع	skrzyżowanie	تَقَاطُع	N;NOM;NEUT;SG	N;NOM;INDF;SG
skrzyżowania	التقاطع	skrzyżowanie	تَقَاطُع	N;NOM;NEUT;SG	N;NOM;DEF;SG
skrzyżowania	ملتقى	skrzyżowanie	مُلتَقَى	N;NOM;NEUT;SG	N;NOM;INDF;SG
willa	الفيلا	willa	الفيلا	N;NOM;FEM;SG	N;NOM;DEF;SG
willa	فيلا	willa	فِيلَّا	N;NOM;FEM;SG	N;NOM;INDF;SG
rezultat	الحصيلة	rezultat	حَصِيلَة	N;NOM;MASC;SG	N;NOM;DEF;SG
rezultat	النتيجة	rezultat	نَتِيجَة	N;NOM;MASC;SG	N;NOM;DEF;SG
przedszkole	روضة	przedszkole	رَوضَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
przedszkole	الروضة	przedszkole	رَوضَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
przedszkole	الروضة	przedszkole	رَوضَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
tymczasowe	المؤقت	tymczasowy	مُؤَقَّت	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
tymczasowe	مؤقتة	tymczasowy	مُؤَقَّت	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
tymczasowe	مؤقت	tymczasowy	مُؤَقَّت	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
strumień	تيار	strumień	تَيَّار	N;NOM;MASC;SG	N;NOM;INDF;SG
kwestie	المسائل	kwest	مَسأَلَة	N;NOM;FEM;PL	N;NOM;DEF;PL
kwestie	قضايا	kwest	قَضِيَّة	N;NOM;FEM;PL	N;NOM;INDF;PL
kwestie	القضايا	kwest	قَضِيَّة	N;NOM;FEM;PL	N;NOM;DEF;PL
kwestie	مسائل	kwest	مَسأَلَة	N;NOM;FEM;PL	N;NOM;INDF;PL
kwestie	مشكلات	kwest	مُشكِلَة	N;NOM;FEM;PL	N;NOM;INDF;PL
przyniósł	جلبت	przynieść	جَلَب	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
przyniósł	احضرت	przynieść	أَحضَر	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
tradycje	التقاليد	tradycja	تَقلِيد	N;NOM;FEM;PL	N;NOM;DEF;PL
tradycje	تقاليد	tradycja	تَقلِيد	N;NOM;FEM;PL	N;NOM;INDF;PL
tradycje	التقاليد	tradycja	تَقلِيد	N;NOM;FEM;PL	N;NOM;DEF;PL
tradycje	تقاليد	tradycja	تَقلِيد	N;NOM;FEM;PL	N;NOM;INDF;PL
pierścień	الخاتم	pierścienie	خَاتِم	N;NOM;MASC;SG	N;NOM;DEF;SG
przywódcy	الزعامة	przywódca	زَعَامَة	N;NOM;MASC;SG	N;NOM;DEF;SG
przywódcy	قيادة	przywódca	قِيَادَة	N;NOM;MASC;SG	N;NOM;INDF;SG
przywódcy	القيادة	przywódca	قِيَادَة	N;NOM;MASC;SG	N;NOM;DEF;SG
sklep	محل	sklep	مَحَلّ	N;NOM;MASC;SG	N;NOM;INDF;SG
sklep	مخزن	sklep	مَخزَن	N;NOM;MASC;SG	N;NOM;INDF;SG
sklep	المخزن	sklep	مَخزَن	N;NOM;MASC;SG	N;NOM;DEF;SG
sklep	المتجر	sklep	مُتَجَرِّر	N;NOM;MASC;SG	N;NOM;DEF;SG
sklep	تخزين	sklep	تَخزِين	N;NOM;MASC;SG	N;NOM;INDF;SG
marsz	المسيرة	marsz	مَسِيرَة	N;NOM;MASC;SG	N;NOM;DEF;SG
marsz	مسيرة	marsz	مَسِيرَة	N;NOM;MASC;SG	N;NOM;INDF;SG
marsz	اذار	marsz	آذَار	N;NOM;MASC;SG	N;NOM;INDF;SG
przygotowanie	اعداد	przygotowanie	إِعدَاد	N;NOM;NEUT;SG	N;NOM;INDF;SG
przygotowanie	تحضير	przygotowanie	تَحضِير	N;NOM;NEUT;SG	N;NOM;INDF;SG
przygotowanie	التحضير	przygotowanie	تَحضِير	N;NOM;NEUT;SG	N;NOM;DEF;SG
przygotowanie	الاعداد	przygotowanie	إِعدَاد	N;NOM;NEUT;SG	N;NOM;DEF;SG
przygotowanie	تحضير	przygotowanie	تَحضِير	N;NOM;NEUT;SG	N;NOM;INDF;SG
przygotowanie	التحضير	przygotowanie	تَحضِير	N;NOM;NEUT;SG	N;NOM;DEF;SG
przygotowanie	الاعداد	przygotowanie	إِعدَاد	N;NOM;NEUT;SG	N;NOM;DEF;SG
organizacyjne	تنظيمي	organizacyjny	تنظيمي	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
organizacyjne	تنظيمية	organizacyjny	تَنظِيمِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
organizacyjne	تنظيمي	organizacyjny	تنظيمي	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
sposoby	السبل	sposób	سَبِيل	N;NOM;MASC;PL	N;NOM;DEF;PL
sposoby	سبل	sposób	سَبِيل	N;NOM;MASC;PL	N;NOM;INDF;PL
sposoby	طرق	sposób	طَرِيقَة	N;NOM;MASC;PL	N;NOM;INDF;PL
sposoby	اساليب	sposób	أُسلُوب	N;NOM;MASC;PL	N;NOM;INDF;PL
sposoby	الاساليب	sposób	أُسلُوب	N;NOM;MASC;PL	N;NOM;DEF;PL
sposoby	الطرائق	sposób	طَرِيقَة	N;NOM;MASC;PL	N;NOM;DEF;PL
piątek	الجمعه	piątek	الجمعه	N;NOM;MASC;SG	N;NOM;DEF;SG
piątek	جمعة	piątek	جمعة	N;NOM;MASC;SG	N;NOM;INDF;SG
piątek	الجمعة	piątek	جُمعَة	N;NOM;MASC;SG	N;NOM;DEF;SG
wycofania	الانسحاب	wycofanie	اِنسِحَاب	N;NOM;NEUT;SG	N;NOM;DEF;SG
wycofania	سحب	wycofanie	سَحب	N;NOM;NEUT;SG	N;NOM;INDF;SG
czynniki	عوامل	czynnik	عَامِل	N;NOM;MASC;PL	N;NOM;INDF;PL
czynniki	العوامل	czynnik	عَامِل	N;NOM;MASC;PL	N;NOM;DEF;PL
dziekan	دين	dziekany	دِين	N;NOM;MASC;SG	N;NOM;INDF;SG
dziekan	العميد	dziekany	عَمِيد	N;NOM;MASC;SG	N;NOM;DEF;SG
dziekan	عميد	dziekany	عَمِيد	N;NOM;MASC;SG	N;NOM;INDF;SG
dzieciństwo	طفولة	dzieciństwo	طُفُولَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
dzieciństwo	الطفولة	dzieciństwo	طُفُولَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
twarz	الوجه	twarz	وَجه	N;NOM;FEM;SG	N;NOM;DEF;SG
kieruje	يوجه	kierować	وَجَّه	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
formuła	المعادلة	formuła	مُعَادَلَة	N;NOM;FEM;SG	N;NOM;DEF;SG
formuła	الصيغة	formuła	صِيغَة	N;NOM;FEM;SG	N;NOM;DEF;SG
formuła	صيغة	formuła	صِيغَة	N;NOM;FEM;SG	N;NOM;INDF;SG
segment	الجزء	segment	جُزء	N;NOM;MASC;SG	N;NOM;DEF;SG
segment	القطعة	segment	قُطعَة	N;NOM;MASC;SG	N;NOM;DEF;SG
segment	شريحة	segment	شَرِيحَة	N;NOM;MASC;SG	N;NOM;INDF;SG
segment	الشريحة	segment	شَرِيح	N;NOM;MASC;SG	N;NOM;DEF;SG
nasiona	بذور	nasiono	بَذر	N;NOM;NEUT;PL	N;NOM;INDF;PL
nasiona	البذور	nasiono	بَذر	N;NOM;NEUT;PL	N;NOM;DEF;PL
nasiona	البذور	nasiono	بَذر	N;NOM;NEUT;PL	N;NOM;DEF;PL
ogłosiła	اعلن	ogłosić	أَعلَن	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;3;ACT
ogłosiła	اعلنت	ogłosić	أَعلَن	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
decyzje	القرارات	decyzja	قَرَار	N;NOM;FEM;PL	N;NOM;DEF;PL
decyzje	قرارات	decyzja	قَرَار	N;NOM;FEM;PL	N;NOM;INDF;PL
decyzje	مقررات	decyzja	مُقَرَّرَات	N;NOM;FEM;PL	N;NOM;INDF;PL
decyzje	المقررات	decyzja	مُقَرِّر	N;NOM;FEM;PL	N;NOM;DEF;PL
ekonomiczna	اقتصادية	ekonomiczny	اِقتِصَادِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
ekonomiczna	اقتصادي	ekonomiczny	اِقتِصَادِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
ekonomiczna	اقتصادية	ekonomiczny	اِقتِصَادِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
kadra	كلية	kadra	كُلِّيَّة	N;NOM;FEM;SG	N;NOM;INDF;SG
kadra	الكلية	kadra	كُلِّيَّة	N;NOM;FEM;SG	N;NOM;DEF;SG
olej	النفط	olej	نَفط	N;NOM;MASC;SG	N;NOM;DEF;SG
olej	الزيت	olej	الزيت	N;NOM;MASC;SG	N;NOM;DEF;SG
olej	زيت	olej	زيت	N;NOM;MASC;SG	N;NOM;INDF;SG
olej	نفط	olej	نَفط	N;NOM;MASC;SG	N;NOM;INDF;SG
postępowanie	التعامل	postępowanie	تَعَامُل	N;NOM;NEUT;SG	N;NOM;DEF;SG
postępowanie	مناولة	postępowanie	مُنَاوَلَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
postępowanie	الاجراء	postępowanie	إِجرَاء	N;NOM;NEUT;SG	N;NOM;DEF;SG
postępowanie	اجراء	postępowanie	إِجرَاء	N;NOM;NEUT;SG	N;NOM;INDF;SG
postępowanie	السلوك	postępowanie	سُلُوك	N;NOM;NEUT;SG	N;NOM;DEF;SG
długa	طويلة	długi	طَوِيل	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
długa	طويل	długi	طَوِيل	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
decyduje	يقرر	decydować	قَرَّر	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
władza	السلطة	władza	سُلطَة	N;NOM;FEM;SG	N;NOM;DEF;SG
władza	قوة	władza	قُوَّة	N;NOM;FEM;SG	N;NOM;INDF;SG
władza	طاقة	władza	طَاقَة	N;NOM;FEM;SG	N;NOM;INDF;SG
władza	الطاقة	władza	طَاقَة	N;NOM;FEM;SG	N;NOM;DEF;SG
władza	القوة	władza	قُوَّة	N;NOM;FEM;SG	N;NOM;DEF;SG
władza	السلطة	władza	سُلطَة	N;NOM;FEM;SG	N;NOM;DEF;SG
duch	الروح	duch	رُوح	N;NOM;MASC;SG	N;NOM;DEF;SG
szkolenie	التدريب	szkolenie	تَدرِيب	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;DEF;SG
szkolenie	تدريب	szkolenie	تَدرِيب	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;INDF;SG
bezpieczeństwo	الامن	bezpieczeństwo	أَمن	N;NOM;NEUT;SG	N;NOM;DEF;SG
bezpieczeństwo	الامنية	bezpieczeństwo	أُمنِيَّة	N;NOM;NEUT;SG	N;NOM;DEF;SG
bezpieczeństwo	السلامة	bezpieczeństwo	سَلَامَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
bezpieczeństwo	سلامة	bezpieczeństwo	سَلَامَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
bezpieczeństwo	الامان	bezpieczeństwo	أَمَان	N;NOM;NEUT;SG	N;NOM;DEF;SG
lokalny	محلي	lokalny	مَحَلِّيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
lokalny	محلية	lokalny	مَحَلِّيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
lokalny	المحلية	lokalny	مَحَلِّيّ	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
lokalny	المحلي	lokalny	مَحَلِّيّ	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
objętość	الحجم	objętość	حَجم	N;NOM;FEM;SG	N;NOM;DEF;SG
objętość	المجلد	objętość	مَجلَد	N;NOM;FEM;SG	N;NOM;DEF;SG
objętość	حجم	objętość	حَجم	N;NOM;FEM;SG	N;NOM;INDF;SG
dodatkowy	اضافي	dodatkowy	إِضَافِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
dodatkowy	اضافية	dodatkowy	إِضَافِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
szwajcaria	السويسرية	szwajcariać	سُوِيسرِيَّة	N;NOM;FEM;SG	N;NOM;DEF;SG
szwajcaria	السويسري	szwajcariać	سُوِيسرِيّ	N;NOM;FEM;SG	N;NOM;DEF;SG
eskadra	سرب	eskadra	سَرب	N;NOM;FEM;SG	N;NOM;INDF;SG
eskadra	السرب	eskadra	سِرب	N;NOM;FEM;SG	N;NOM;DEF;SG
pula	المسبح	pula	مُسبَح	N;NOM;FEM;SG	N;NOM;DEF;SG
pula	مسبح	pula	مُسبَح	N;NOM;FEM;SG	N;NOM;INDF;SG
pula	بركة	pula	بَرَكَة	N;NOM;FEM;SG	N;NOM;INDF;SG
piękna	جميلة	piękny	جَمِيل	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
chłopiec	ولد	chłopiec	وَلَد	N;NOM;MASC;SG	N;NOM;INDF;SG
chłopiec	صبي	chłopiec	صبي	N;NOM;MASC;SG	N;NOM;INDF;SG
chłopiec	الولد	chłopiec	وَلَد	N;NOM;MASC;SG	N;NOM;DEF;SG
chłopiec	فتى	chłopiec	فَتَى	N;NOM;MASC;SG	N;NOM;INDF;SG
karabiny	بنادق	karabina	بُندُقِيَّة	N;NOM;MASC;PL	N;NOM;INDF;PL
hydrograficzne	الهيدروغرافية	hydrograficzny	هِيدرُوغرَافِيَّة	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
przyspieszenie	التعجيل	przyspieszenie	تَعجِيل	N;NOM;NEUT;SG	N;NOM;DEF;SG
przyspieszenie	تسريع	przyspieszenie	تَسرِيع	N;NOM;NEUT;SG	N;NOM;INDF;SG
przyspieszenie	تسريع	przyspieszenie	تَسرِيع	N;NOM;NEUT;SG	N;NOM;INDF;SG
przyspieszenie	التعجيل	przyspieszenie	تَعجِيل	N;NOM;NEUT;SG	N;NOM;DEF;SG
zmniejszenie	التخفيض	zmniejszenie	تَخفِيض	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;DEF;SG
zmniejszenie	تخفيض	zmniejszenie	تَخفِيض	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;INDF;SG
zmniejszenie	انخفاض	zmniejszenie	اِنخِفَاض	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;INDF;SG
zmniejszenie	النقصان	zmniejszenie	نِقصَان	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;DEF;SG
zmniejszenie	نقصان	zmniejszenie	نقصان	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;INDF;SG
zmniejszenie	خفض	zmniejszenie	خَفض	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;INDF;SG
oblężenie	الحصار	oblężenie	حِصَار	N;NOM;NEUT;SG	N;NOM;DEF;SG
oblężenie	حصار	oblężenie	حِصَار	N;NOM;NEUT;SG	N;NOM;INDF;SG
edukacja	تعليم	edukacja	تَعلِيم	N;NOM;FEM;SG	N;NOM;INDF;SG
edukacja	التربية	edukacja	تَربِيَة	N;NOM;FEM;SG	N;NOM;DEF;SG
edukacja	التعليم	edukacja	تَعلِيم	N;NOM;FEM;SG	N;NOM;DEF;SG
