antropología	ανθρωπολογία	antropología	ανθρωπολογία	N;FEM;SG	N;NOM;FEM;SG
solares	συνωμοσίες	solar	συνωμοσία	N;MASC;PL	N;NOM;FEM;PL
solares	οικόπεδα	solar	οικόπεδο	N;MASC;PL	N;NOM;NEUT;PL
solares	ηλιακές	solar	ηλιακός	N;MASC;PL	N;NOM;FEM;PL
progresivo	προοδευτική	progresivo	προοδευτικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
progresivo	προοδευτικό	progresivo	προοδευτικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
paloma	περιστέρι	paloma	περιστέρι	N;FEM;SG	N;NOM;NEUT;SG
paloma	περιστέρι	paloma	περιστέρι	N;FEM;SG	N;NOM;NEUT;SG
ira	οργή	ira	οργή	N;FEM;SG	N;ACC;FEM;SG
ira	θυμός	ira	θυμός	N;FEM;SG	N;NOM;MASC;SG
ira	θυμό	ira	θυμός	N;FEM;SG	N;NOM;NEUT;SG
ira	οργή	ira	οργή	N;FEM;SG	N;ACC;FEM;SG
ira	ιρα	ira	ιρα	N;FEM;SG	N
atractivo	ελκυστικό	atractivo	ελκυστικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
atractivo	ελκυστικός	atractivo	ελκυστικός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
atractivo	ελκυστικό	atractivo	ελκυστικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
atractivo	ελκυστική	atractivo	ελκυστικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
atractivo	ελκυστικός	atractivo	ελκυστικός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
cinematográfico	κινηματογραφικό	cinematográfico	κινηματογραφικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
volar	πετάξει	volar	πετώ	V;NFIN	V;PFV;NFIN;ACT
volar	πέταξε	volar	πετώ	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
volar	πετώντας	volar	πετώ	V;NFIN	V;IPFV;V.CVB;ACT
recta	ευθεία	recta	ευθεία	N;FEM;SG	N;NOM;FEM;SG
recta	στρέιτ	recta	στρέιτ	N;FEM;SG	N;NOM;MASC;SG
asientos	καθίσματα	asiento	καθίσμα	N;MASC;PL	N;NOM;NEUT;PL
asientos	έδρες	asiento	έδρα	N;MASC;PL	N;NOM;FEM;PL
asientos	καθίσματα	asiento	καθίσμα	N;MASC;PL	N;NOM;NEUT;PL
asientos	θέσεις	asiento	θέση	N;MASC;PL	N;NOM;FEM;PL
falsa	ψευδής	falso	ψευδή	ADJ;FEM;SG	ADJ;NOM;MASC;SG
falsa	ψεύτικος	falso	ψεύτικος	ADJ;FEM;SG	ADJ;NOM;MASC;SG
falsa	ψεύτικο	falso	ψεύτικο	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
falsa	ψεύτικη	falso	ψεύτικος	ADJ;FEM;SG	ADJ;NOM;FEM;SG
tribunales	δικαστήρια	tribunal	δικαστήρι	N;MASC;PL	N;NOM;NEUT;PL
bond	δεσμός	bond	δεσμός	N;SG	N;NOM;MASC;SG
cerdo	χοιρινό	cerdo	χοιρινός	N;MASC;SG	N;NOM;NEUT;SG
cerdo	γουρούνι	cerdo	γουρούνι	N;MASC;SG	N;NOM;NEUT;SG
cerdo	γουρούνι	cerdo	γουρούνι	N;MASC;SG	N;NOM;NEUT;SG
dorsal	ραχιαίο	dorsal	ραχιαίος	ADJ;SG	ADJ;NOM;NEUT;SG
blood	αίμα	blood	αίμα	N	N;NOM;NEUT;SG
cajas	κουτιά	caja	κουτιός	N;FEM;PL	N;NOM;NEUT;PL
cajas	κιβώτια	caja	κιβώτιος	N;FEM;PL	N;NOM;NEUT;PL
ring	δακτύλιο	ring	δακτύλιο	N;MASC;SG	N;NOM;NEUT;SG
ring	δακτύλιος	ring	δακτύλιος	N;MASC;SG	N;NOM;MASC;SG
ring	δαχτυλίδι	ring	δαχτυλίδι	N;MASC;SG	N;NOM;NEUT;SG
fiebre	πυρετός	fiebre	πυρετός	N;FEM;SG	N;NOM;MASC;SG
fiebre	πυρετό	fiebre	πυρετό	N;FEM;SG	N;NOM;NEUT;SG
geometría	γεωμετρία	geometría	γεωμετρία	N;FEM;SG	N;NOM;FEM;SG
pink	ροζ	pink	ροζ	N;SG	N;NOM;FEM;SG
doblaje	μεταγλώττιση	doblaje	μεταγλώττιση	N;MASC;SG	N;ACC;FEM;SG
hoteles	ξενοδοχεία	hotel	ξενοδοχείο	N;MASC;PL	N;NOM;NEUT;PL
bull	ταύρος	bull	ταύρος	N;SG	N;NOM;MASC;SG
bull	ταύρο	bull	ταύρο	N;SG	N;ACC;MASC;SG
derrotas	ήττες	derrota	ήττα	N;FEM;PL	N;NOM;FEM;PL
macizo	συμπαγής	macizo	συμπαγή	N;MASC;SG	N;NOM;MASC;SG
macizo	στερεό	macizo	στερεό	N;MASC;SG	N;NOM;NEUT;SG
macizo	συμπαγές	macizo	συμπαγή	N;MASC;SG	N;NOM;NEUT;SG
canciller	καγκελάριος	canciller	καγκελάριος	N;SG	N;NOM;MASC;SG
collins	κόλλινς	collin	κόλλινς	N;MASC;SG	N;NOM;MASC;SG
aldeas	χωριά	aldea	χωριό	N;FEM;PL	N;NOM;NEUT;PL
aldeas	χωριών	aldea	χώρα	N;FEM;PL	N;GEN;FEM;PL
silvia	σίλβια	silvia	σίλβια	N;FEM;SG	N;NOM;FEM;SG
silvia	σύλβια	silvia	σύλβια	N;FEM;SG	N;NOM;FEM;SG
silvia	σίλβια	silvia	σίλβια	N;FEM;SG	N;NOM;FEM;SG
silvia	σύλβια	silvia	σύλβια	N;FEM;SG	N;NOM;FEM;SG
potente	ισχυρός	potente	ισχυρός	ADJ;SG	ADJ;NOM;MASC;SG
potente	ισχυρό	potente	ισχυρός	ADJ;SG	ADJ;NOM;NEUT;SG
potente	ισχυρή	potente	ισχυρός	ADJ;SG	ADJ;NOM;FEM;SG
desafío	πρόκληση	desafío	πρόκληση	N;MASC;SG	N;ACC;FEM;SG
desafío	περιφρόνηση	desafío	περιφρόνηση	N;MASC;SG	N;ACC;FEM;SG
cerebral	εγκεφαλική	cerebral	εγκεφαλικός	ADJ;SG	ADJ;NOM;FEM;SG
determinados	ορισμένες	determinado	ορισμένος	ADJ;MASC;PL;V.PTCP	ADJ;NOM;FEM;PL
soberano	κυρίαρχο	soberano	κυρίαρχος	N;MASC;SG	N;NOM;NEUT;SG
temporalmente	προσωρινά	temporalmente	προσωρινά	ADV	ADV
temporalmente	προσωρινά	temporalmente	προσωρινά	ADV	ADV
ánimo	διάθεση	ánimo	διάθεση	N;MASC;SG	N;ACC;FEM;SG
divina	θεϊκή	divino	θεϊκός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
divina	θεϊκό	divino	θεϊκός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
acusaciones	κατηγορίες	acusación	κατηγορία	N;FEM;PL	N;NOM;FEM;PL
acusaciones	κατηγοριες	acusación	κατηγορία	N;FEM;PL	N;NOM;FEM;PL
acusaciones	επιβαρύνσεις	acusación	επιβάρυνση	N;FEM;PL	N;NOM;FEM;PL
acusaciones	ισχυρισμούς	acusación	ισχυρισμός	N;FEM;PL	N;ACC;MASC;PL
acusaciones	ισχυρισμοί	acusación	ισχυρισμός	N;FEM;PL	N;NOM;MASC;PL
oso	αρκουδάκι	oso	αρκουδάκι	N;MASC;SG	N;NOM;NEUT;SG
oso	αρκούδα	oso	αρκούδα	N;MASC;SG	N;NOM;FEM;SG
oso	αρκούδος	oso	αρκούδος	N;MASC;SG	N;NOM;MASC;SG
nat	νατ	nat	νατ	N	N
excentricidad	εκκεντρότητα	excentricidad	εκκεντρότητα	N;FEM;SG	N;ACC;FEM;SG
camp	κατασκήνωση	camp	κατασκήνωση	N;MASC;SG	N;NOM;FEM;SG
camp	καταυλισμός	camp	καταυλισμός	N;MASC;SG	N;NOM;MASC;SG
camp	στρατόπεδο	camp	στρατόπεδο	N;MASC;SG	N;NOM;NEUT;SG
reunir	συγκέντρωσε	reunir	συγκεντρώνω	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
reunir	μάζεψε	reunir	μαζεύω	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
aproximación	προσέγγιση	aproximación	προσέγγιση	N;FEM;SG	N;ACC;FEM;SG
aproximación	προσέγγιση	aproximación	προσέγγιση	N;FEM;SG	N;ACC;FEM;SG
mirada	βλέμμα	mirada	βλέμμα	N;FEM;SG	N;NOM;NEUT;SG
plumas	πένες	pluma	πένης	N;FEM;PL	N;NOM;FEM;PL
plumas	πούπουλα	pluma	πούπουλο	N;FEM;PL	N;NOM;NEUT;PL
plumas	φτερά	pluma	φτερά	N;FEM;PL	N;NOM;NEUT;PL
molino	ανεμόμυλο	molino	ανεμόμυλος	N;MASC;SG	N;ACC;MASC;SG
molino	μύλο	molino	μύλο	N;MASC;SG	N;ACC;NEUT;SG
tronco	κούτσουρο	tronco	κούτσουρος	N;MASC;SG	N;NOM;NEUT;SG
tronco	κορμός	tronco	κορμός	N;MASC;SG	N;NOM;MASC;SG
tronco	μπαούλο	tronco	μπαούλος	N;MASC;SG	N;NOM;NEUT;SG
cuarteto	κουαρτέτο	cuarteto	κουάρτητος	N;MASC;SG	N;NOM;NEUT;SG
marquesa	μαρκησία	marquesa	μαρκησία	N;FEM;SG	N;NOM;FEM;SG
anatomía	ανατομία	anatomía	ανατομία	N;FEM;SG	N;NOM;FEM;SG
monstruo	τέρας	monstruo	τέρας	N;MASC;SG	N;NOM;NEUT;SG
dedos	δάχτυλα	dedo	δάχτυλα	N;MASC;PL	N;NOM;NEUT;PL
dedos	δάκτυλα	dedo	δάκτυλα	N;MASC;PL	N;NOM;NEUT;PL
dedos	δάχτυλα	dedo	δάχτυλα	N;MASC;PL	N;NOM;NEUT;PL
pasaje	εισιτήριο	pasaje	εισιτήριο	N;MASC;SG	N;NOM;NEUT;SG
pasaje	εισητήριο	pasaje	εισητήριο	N;MASC;SG	N;NOM;NEUT;SG
pasaje	πέρασμα	pasaje	πέρασμα	N;MASC;SG	N;NOM;NEUT;SG
mató	σκότωσε	matar	σκοτώνω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
mató	σκοτώθηκε	matar	σκοτώνω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
futbol	ποδόσφαιρο	futbol	ποδόσφαιρος	N;MASC;SG	N;NOM;NEUT;SG
futbol	ποδόσφαιρο	futbol	ποδόσφαιρος	N;MASC;SG	N;NOM;NEUT;SG
bacterias	βακτήρια	bacteria	βακτήριο	N;FEM;PL	N;NOM;NEUT;PL
ortodoxa	ορθόδοξη	ortodoxo	ορθόδοξος	ADJ;FEM;SG	ADJ;NOM;FEM;SG
extendido	εκτεταμένο	extendido	εκτεταμένος	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
ilegal	παράνομος	ilegal	παράνομος	ADJ;SG	ADJ;NOM;MASC;SG
ilegal	παράνομη	ilegal	παράνομος	ADJ;SG	ADJ;NOM;FEM;SG
ilegal	παράνομο	ilegal	παράνομος	ADJ;SG	ADJ;NOM;NEUT;SG
ilegal	παράνομη	ilegal	παράνομος	ADJ;SG	ADJ;NOM;FEM;SG
intentando	προσπαθώντας	intentar	προσπαθώ	V;V.MSDR	V;IPFV;V.CVB;ACT
intentando	προσπαθεί	intentar	προσπαθώ	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN;ACT
escocés	ουίσκι	escocés	ουίσκι	N;MASC;SG	N;NOM;NEUT;SG
crecer	μεγαλώνει	crecer	μεγαλώνω	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
crecer	μεγαλώνουν	crecer	μεγαλώνω	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
sismo	σεισμός	sismo	σεισμός	N;MASC;SG	N;NOM;MASC;SG
sismo	σεισμό	sismo	σεισμός	N;MASC;SG	N;NOM;MASC;SG
sismo	σεισμός	sismo	σεισμός	N;MASC;SG	N;NOM;MASC;SG
luchas	καβγάδες	lucha	καβγάδα	N;FEM;PL	N;NOM;FEM;PL
luchas	καυγάδες	lucha	καυγάδα	N;FEM;PL	N;NOM;FEM;PL
luchas	μάχες	lucha	μάχη	N;FEM;PL	N;NOM;FEM;PL
helena	ελενη	heleno	ελενώ	N;FEM;SG	N;NOM;FEM;SG
apreciar	εκτιμώ	apreciar	εκτιμώ	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
discutir	συζητήστε	discutir	συζητώ	V;NFIN	V;PFV;IMP;PL;2;FIN;ACT
discutir	συζητήσουμε	discutir	συζητώ	V;NFIN	V;PFV;IND;PL;1;FIN;ACT
carece	στερείται	carecer	στέρνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
radios	ραδιο	radio	ραδιο	N;FEM;PL	N
radios	ραδιόφωνα	radio	ραδιόφωνας	N;FEM;PL	N;NOM;NEUT;PL
coordinador	συντονιστής	coordinador	συντονιστής	N;MASC;SG	N;NOM;MASC;SG
coordinador	συντονιστή	coordinador	συντονιστής	N;MASC;SG	N;VOC;MASC;SG
miércoles	τετάρτη	miércoles	τετάρτη	N	N;NOM;FEM;SG
terrorismo	τρόμος	terrorismo	τρόμος	N;MASC;SG	N;NOM;MASC;SG
terrorismo	τρόμο	terrorismo	τρόμος	N;MASC;SG	N;ACC;MASC;SG
terrorismo	τρομοκρατία	terrorismo	τρομοκρατία	N;MASC;SG	N;NOM;FEM;SG
terrorismo	τρομοκράτης	terrorismo	τρομοκράτης	N;MASC;SG	N;NOM;MASC;SG
terrorismo	τρομοκράτη	terrorismo	τρομοκράτης	N;MASC;SG	N;NOM;MASC;SG
linares	λινάρες	linar	λινάρα	N;MASC;PL	N;NOM;FEM;PL
poderosa	ισχυρός	poderoso	ισχυρός	ADJ;FEM;SG	ADJ;NOM;MASC;SG
poderosa	ισχυρό	poderoso	ισχυρός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
poderosa	ισχυρή	poderoso	ισχυρός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
precipitaciones	βροχοπτώσεις	precipitación	βροχοπτώση	N;FEM;PL	N;NOM;FEM;PL
adquiere	αποκτήσει	adquirir	αποκτώ	V;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
adquiere	αποκτά	adquirir	αποκτά	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
niega	αρνείται	negar	αρνιέμαι	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
defecto	αθέτηση	defecto	αθέτηση	N;MASC;SG	N;ACC;FEM;SG
defecto	προεπιλογή	defecto	προεπιλογή	N;MASC;SG	N;NOM;FEM;SG
defecto	ψεγάδι	defecto	ψεγάδι	N;MASC;SG	N;NOM;NEUT;SG
defecto	ελάττωμα	defecto	ελάττωμα	N;MASC;SG	N;NOM;NEUT;SG
defecto	ατέλεια	defecto	ατέλεια	N;MASC;SG	N;NOM;FEM;SG
defecto	ελάττωμα	defecto	ελάττωμα	N;MASC;SG	N;NOM;NEUT;SG
viajeros	ταξιδιώτες	viajero	ταξιδιώτης	N;MASC;PL	N;NOM;MASC;PL
viajeros	ταξιδιωτών	viajero	ταξιδιώτης	N;MASC;PL	N;GEN;MASC;PL
viajeros	ταξιδιώτες	viajero	ταξιδιώτης	N;MASC;PL	N;NOM;MASC;PL
sobrevivir	επιβιώνουν	sobrevivir	επιβιώνω	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
sobrevivir	επιβιώσει	sobrevivir	επιβιώνω	V;NFIN	V;PFV;NFIN;ACT
sobrevivir	επέζησε	sobrevivir	επιζώ	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
sobrevivir	επιβίωσε	sobrevivir	επιβιώνω	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
experimento	πείραμα	experimento	πείραμα	N;MASC;SG	N;NOM;NEUT;SG
románico	ρομανική	románico	ρομανικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
adolescentes	έφηβοι	adolescente	έφηβος	N;PL	N;NOM;MASC;PL
adolescentes	έφηβοι	adolescente	έφηβος	N;PL	N;NOM;MASC;PL
adolescentes	έφηβοι	adolescente	έφηβος	N;PL	N;NOM;MASC;PL
adolescentes	εφήβους	adolescente	έφηβος	N;PL	N;ACC;MASC;PL
habituales	συνήθεις	habitual	συνήθης	ADJ;PL	ADJ;NOM;FEM;PL
comunica	επικοινωνεί	comunicar	επικοινωνώ	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
impedir	αποτρέψει	impedir	αποτρέπω	V;NFIN	V;PFV;IND;SG;3;FIN;ACT
lienzo	καμβά	lienzo	καμβάν	N;MASC;SG	N
solidaridad	αλληλεγγύη	solidaridad	αλληλεγγύη	N;FEM;SG	N;NOM;FEM;SG
accesible	προσβάσιμη	accesible	προσβάσιμος	ADJ;SG	ADJ;NOM;FEM;SG
accesible	προσιτή	accesible	προσιτός	ADJ;SG	ADJ;NOM;FEM;SG
accesible	προσιτό	accesible	προσιτό	ADJ;SG	ADJ;NOM;NEUT;SG
aporte	είσοδος	aporte	είσοδος	N;MASC;SG	N;NOM;FEM;SG
aporte	εισόδου	aporte	είσοδος	N;MASC;SG	N;GEN;FEM;SG
aporte	εισροή	aporte	εισροή	N;MASC;SG	N;ACC;FEM;SG
aporte	εισφορά	aporte	εισφορά	N;MASC;SG	N;NOM;FEM;SG
aporte	συμβολή	aporte	συμβολή	N;MASC;SG	N;ACC;FEM;SG
aporte	συνεισφορά	aporte	συνεισφορά	N;MASC;SG	N;ACC;FEM;SG
castigo	τιμωρία	castigo	τιμωρία	N;MASC;SG	N;ACC;FEM;SG
complejidad	πολυπλοκότητα	complejidad	πολυπλοκότητα	N;FEM;SG	N;ACC;FEM;SG
head	κεφαλής	head	κεφαλής	N	N;GEN;FEM;SG
head	κεφαλή	head	κεφαλή	N	N;ACC;FEM;SG
head	κεφάλι	head	κεφάλι	N	N;NOM;NEUT;SG
gallo	πουλί	gallo	πουλί	N;MASC;SG	N;NOM;NEUT;SG
gallo	κόκορας	gallo	κόκορα	N;MASC;SG	N;NOM;MASC;SG
gallo	κόκορας	gallo	κόκορα	N;MASC;SG	N;NOM;MASC;SG
gallo	κόκορα	gallo	κόκορα	N;MASC;SG	N;ACC;MASC;SG
parlamentarias	κοινοβουλευτικές	parlamentario	κοινοβουλευτικός	ADJ;FEM;PL	ADJ;NOM;FEM;PL
exportación	εξαγωγή	exportación	εξαγωγή	N;FEM;SG	N;NOM;FEM;SG
exportación	εξαγωγής	exportación	εξαγωγή	N;FEM;SG	N;GEN;FEM;SG
exportación	εξαγωγή	exportación	εξαγωγή	N;FEM;SG	N;NOM;FEM;SG
colectiva	συλλογική	colectivo	συλλογικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
colectiva	συλλογικό	colectivo	συλλογικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
hambre	πείνα	hambre	πείνα	N;FEM;SG	N;ACC;FEM;SG
hambre	λιμό	hambre	λιμός	N;FEM;SG	N;ACC;MASC;SG
hambre	πείνα	hambre	πείνα	N;FEM;SG	N;ACC;FEM;SG
residuos	απορρίμματα	residuo	απόρριμμα	N;MASC;PL	N;NOM;NEUT;PL
residuos	αποβλήτων	residuo	απόβλητος	N;MASC;PL	N;GEN;NEUT;PL
residuos	απόβλητα	residuo	απόβλητα	N;MASC;PL	N;NOM;NEUT;PL
residuos	υπολείμματα	residuo	υπόλειμμα	N;MASC;PL	N;NOM;NEUT;PL
residuos	κατάλοιπα	residuo	κατάλοιπος	N;MASC;PL	N;NOM;NEUT;PL
residuos	απόβλητα	residuo	απόβλητα	N;MASC;PL	N;NOM;NEUT;PL
socialismo	σοσιαλισμού	socialismo	σοσιαλισμός	N;MASC;SG	N;GEN;MASC;SG
directorio	κατάλογος	directorio	κατάλογος	N;MASC;SG	N;NOM;MASC;SG
directorio	κατάλογο	directorio	κατάλογος	N;MASC;SG	N;ACC;MASC;SG
directorio	ευρετήριο	directorio	ευρετήριο	N;MASC;SG	N;NOM;NEUT;SG
directorio	καταλόγου	directorio	κατάλογος	N;MASC;SG	N;GEN;MASC;SG
square	τετράγωνο	square	τετράγωνος	N;MASC;SG	N;NOM;NEUT;SG
square	πλατεία	square	πλατεία	N;MASC;SG	N;NOM;FEM;SG
leones	λιοντάρια	león	λιοντάριο	N;MASC;PL	N;NOM;NEUT;PL
amy	έιμυ	amy	έιμυ	N;FEM;SG	N
prohibición	απαγόρευση	prohibición	απαγόρευση	N;FEM;SG	N;ACC;FEM;SG
prohibición	αποκλεισμός	prohibición	αποκλεισμός	N;FEM;SG	N;NOM;MASC;SG
prohibición	απαγόρευση	prohibición	απαγόρευση	N;FEM;SG	N;ACC;FEM;SG
autovía	αυτοκινητόδρομος	autovía	αυτοκινητόδρομος	N;FEM;SG	N;NOM;MASC;SG
autovía	λεωφόρος	autovía	λεωφόρος	N;FEM;SG	N;NOM;FEM;SG
autovía	αυτοκινητόδρομο	autovía	αυτοκινητόδρομος	N;FEM;SG	N;NOM;MASC;SG
notablemente	αξιοσημείωτα	notablemente	αξιοσημείωτος	ADV	ADV
leonor	έλενορ	leonor	έλενορ	N;FEM;SG	N;NOM;NEUT;SG
leonor	λεονόρ	leonor	λεονόρ	N;FEM;SG	N
habitan	κατοικούν	habitar	κατοικώ	V;IND;PL;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
consecutivos	συνεχόμενες	consecutivo	συνεχόμενος	ADJ;MASC;PL	ADJ;NOM;FEM;PL
escudos	ασπίδες	escudo	ασπίδα	N;MASC;PL	N;NOM;FEM;PL
films	ταινίες	film	ταινία	N;MASC;PL	N;NOM;FEM;PL
terapia	θεραπεία	terapia	θεραπείο	N;FEM;SG	N;NOM;FEM;SG
fallo	αστοχία	fallo	αστοχία	N;MASC;SG	N;NOM;FEM;SG
fallo	αποτυχία	fallo	αποτυχία	N;MASC;SG	N;ACC;FEM;SG
barro	λάσπη	barro	λάσπη	N;MASC;SG	N;NOM;FEM;SG
banca	πάγκος	banca	πάγκος	N;FEM;SG	N;NOM;MASC;SG
banca	παγκάκι	banca	παγκάκι	N;FEM;SG	N;NOM;NEUT;SG
banca	πάγκο	banca	πάγκο	N;FEM;SG	N;ACC;MASC;SG
banca	τραπεζίτη	banca	τραπεζίτης	N;FEM;SG	N;ACC;MASC;SG
banca	τραπεζίτης	banca	τραπεζίτης	N;FEM;SG	N;NOM;MASC;SG
banca	τράπεζα	banca	τράπεζα	N;FEM;SG	N;NOM;FEM;SG
únicas	μοναδικοί	único	μοναδικός	ADJ;FEM;PL	ADJ;NOM;MASC;PL
acompañada	συνοδευόμενη	acompañado	συνοδευόμενος	ADJ;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG
luchadores	παλαιστές	luchador	παλαιστής	N;MASC;PL	N;NOM;MASC;PL
luchadores	αγωνιστές	luchador	αγωνιστής	N;MASC;PL	N;NOM;MASC;PL
edificación	κτίριο	edificación	κτίριο	N;FEM;SG	N;NOM;NEUT;SG
edificación	κτήριο	edificación	κτήριο	N;FEM;SG	N;NOM;NEUT;SG
riesgos	κινδύνων	riesgo	κίνδυνας	N;MASC;PL	N;GEN;MASC;PL
riesgos	κίνδυνοι	riesgo	κίνδυνος	N;MASC;PL	N;NOM;MASC;PL
riesgos	κινδύνων	riesgo	κίνδυνας	N;MASC;PL	N;GEN;MASC;PL
riesgos	ρίσκα	riesgo	ρίσκα	N;MASC;PL	N;NOM;NEUT;PL
riesgos	κίνδυνοι	riesgo	κίνδυνος	N;MASC;PL	N;NOM;MASC;PL
riesgos	κινδύνους	riesgo	κίνδυνος	N;MASC;PL	N;ACC;MASC;PL
acosta	ακόστα	acostar	ακόστα	N;MASC;SG	N
polaca	πολωνική	polaco	πολωνικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
polaca	πολωνικό	polaco	πολωνικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
polaca	πολωνός	polaco	πολωνός	ADJ;FEM;SG	ADJ;NOM;MASC;SG
class	τάξη	clas	τάξη	N;FEM;SG	N;NOM;FEM;SG
class	κλάση	clas	κλάση	N;FEM;SG	N;NOM;FEM;SG
class	μάθημα	clas	μάθημα	N;FEM;SG	N;NOM;NEUT;SG
presentadora	παρουσιαστής	presentador	παρουσιαστής	N;FEM;SG	N;NOM;MASC;SG
presentadora	παρουσιάστρια	presentador	παρουσιάστρια	N;FEM;SG	N;NOM;FEM;SG
comisario	επίτροπος	comisario	επίτροπος	N;MASC;SG	N;NOM;MASC;SG
comisario	σερίφης	comisario	σερίφη	N;MASC;SG	N;NOM;MASC;SG
comisario	σερίφη	comisario	σερίφος	N;MASC;SG	N;VOC;MASC;SG
comisario	επιθεωρητής	comisario	επιθεωρητής	N;MASC;SG	N;NOM;MASC;SG
comisario	επιθεωρητή	comisario	επιθεωρητής	N;MASC;SG	N;ACC;MASC;SG
decenas	δεδ	decena	δεδ	N;FEM;PL	N
decenas	ντουζίνες	decena	ντουζίνα	N;FEM;PL	N;NOM;FEM;PL
campana	κουδούνι	campana	κουδούνι	N;FEM;SG	N;NOM;NEUT;SG
campana	καμπάνα	campana	καμπάνα	N;FEM;SG	N;NOM;FEM;SG
campana	καμπανάκι	campana	καμπανάκι	N;FEM;SG	N;NOM;NEUT;SG
pib	αεπ	pib	αεπ	N;MASC;SG	N
tía	θεία	tía	θεία	N;FEM;SG	N;NOM;FEM;SG
tía	θεια	tía	θεια	N;FEM;SG	N;NOM;FEM;SG
tía	θεία	tía	θεία	N;FEM;SG	N;NOM;FEM;SG
tía	θεία	tía	θεία	N;FEM;SG	N;NOM;FEM;SG
tía	θεια	tía	θεια	N;FEM;SG	N;NOM;FEM;SG
rivalidad	αντιπαλότητα	rivalidad	αντιπαλότητα	N;FEM;SG	N;ACC;FEM;SG
húmedo	υγρή	húmedo	υγρή	ADJ;MASC;SG	ADJ;NOM;FEM;SG
húmedo	υγρός	húmedo	υγρός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
húmedo	υγρή	húmedo	υγρή	ADJ;MASC;SG	ADJ;NOM;FEM;SG
húmedo	υγρός	húmedo	υγρός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
embajadores	πρεσβευτές	embajador	πρεσβευτής	N;MASC;PL	N;NOM;MASC;PL
embajadores	πρέσβεις	embajador	πρέσβης	N;MASC;PL	N;NOM;MASC;PL
embajadores	πρέσβεων	embajador	πρέσβη	N;MASC;PL	N;GEN;FEM;PL
hospitales	νοσοκομείων	hospital	νοσοκομείο	N;MASC;PL	N;GEN;NEUT;PL
hospitales	νοσοκομεία	hospital	νοσοκομείο	N;MASC;PL	N;NOM;NEUT;PL
astronomía	αστρονομία	astronomía	αστρονομία	N;FEM;SG	N;NOM;FEM;SG
leal	πιστός	leal	πιστός	ADJ;SG	ADJ;NOM;MASC;SG
leal	πιστό	leal	πιστός	ADJ;SG	ADJ;NOM;NEUT;SG
leal	πιστή	leal	πιστός	ADJ;SG	ADJ;NOM;FEM;SG
terroristas	τρομοκράτες	terrorista	τρομοκράτης	N;PL	N;NOM;MASC;PL
comisiones	επιτροπές	comisión	επιτροπή	N;FEM;PL	N;NOM;FEM;PL
comisiones	προμήθειες	comisión	προμήθεια	N;FEM;PL	N;NOM;FEM;PL
comisiones	επιτροπές	comisión	επιτροπή	N;FEM;PL	N;NOM;FEM;PL
detención	σύλληψη	detención	σύλληψη	N;FEM;SG	N;ACC;FEM;SG
detención	κράτησης	detención	κράτηση	N;FEM;SG	N;GEN;FEM;SG
