ve	oraz	ve	oraz	CONJ	CONJ
semt	rejon	semt	rejon	N;NOM;SG;3	N;NOM;MASC;SG
semt	miejscowość	semt	miejscowość	N;NOM;SG;3	N;NOM;FEM;SG
dayanışma	solidarność	dayanışma	solidarność	N;NOM;SG;3	N;NOM;FEM;SG
hamur	ciasto	hamur	ciasto		
taç	tiara	taç	tiaro		
taç	crown	taç	crowny		
taç	taj	taç	taj		
taç	koron	taç	koron		
tanım	opis	tanım	opis		
kaba	ostro	kaba	ostro		
bomba	bomba	bomba	bomba		
adaylığı	mianowanie	adaylık	mianować	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
kemik	bones	kemik	bones		
kemik	kości	kemik	kość		
kemik	kości	kemik	kość		
clark	clark	clark	clark		
side	side	sid	sidy		
göçebe	nomad	göçebe	nomad		
göçebe	wanderer	göçebe	wanderer		
üretici	producent	üretici	producent		
üretici	producenta	üretici	producent		
üretici	producent	üretici	producent		
üretici	producenta	üretici	producent		
sex	płci	sex	płzcieć		
sex	sex	sex	sex		
çevirisi	tłumaczenie	çevir	tłumaczenie	N;NOM;SG;3	N;NOM;NEUT;SG
direk	bezpośredni	direk	bezpośredni		
direk	direct	direk	direct		
ee	eee	ee	e		
katılımcı	współautora	katılımcı	współautor		
boz	boz	boz	boz		
kategorisi	kategoria	kategori	kategoria	N;NOM;SG;3	N;NOM;FEM;SG
main	główna	main	główna		
main	main	main	main		
lazer	laser	lazer	laser		
arnavut	albanii	arnavut	albania		
seçimler	wybory	seçim	wybory	N;NOM;PL;3	N;NOM;NEUT;PL
seçimler	wybory	seçim	wybory	N;NOM;PL;3	N;NOM;NEUT;PL
seçimler	wybory	seçim	wybory	N;NOM;PL;3	N;NOM;NEUT;PL
saç	sierść	saç	sierść		
dost	friendly	dost	friendla		
şeref	honor	şeref	honor		
şeref	chwały	şeref	chwały		
şeref	glory	şeref	glora		
şeref	honor	şeref	honor		
görevler	misje	görev	misja	N;NOM;PL;3	N;NOM;FEM;PL
görevler	misje	görev	misja	N;NOM;PL;3	N;NOM;FEM;PL
afyon	poppy	afyon	popp		
afyon	mak	afyon	mak		
afyon	opium	afyon	opium		
yüksel	excelsior	yüksel	excelsior		
silahlar	pistolety	silah	pistolet	N;NOM;PL;3	N;NOM;MASC;PL
silahlar	pistolety	silah	pistolet	N;NOM;PL;3	N;NOM;MASC;PL
silahlar	ramiona	silah	ramię	N;NOM;PL;3	N;NOM;NEUT;PL
silahlar	ręce	silah	ręka	N;NOM;PL;3	N;NOM;FEM;PL
itü	itu	itü	iten		
stack	stosie	stack	stos		
stack	stack	stack	stack		
eşittir	równi	işi	równić		
eşittir	równe	işi	równy		
eşittir	równy	işi	równy		
reform	reform	reform	reforma		
reform	reform	reform	reforma		
cüneyt	junaid	cüneyt	junaid		
mareşal	marshalla	mareşal	marshall		
afc	afc	afc	afc		
suçlu	winny	suçlu	winny		
görüşler	opinie	görüş	opinia	N;NOM;PL;3	N;NOM;FEM;PL
görüşler	opinie	görüş	opinia	N;NOM;PL;3	N;NOM;FEM;PL
toplantı	zbieranie	toplantı	zbierać	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
toplantı	zgromadzenie	toplantı	zgromadzenie	N;NOM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
toplantı	zebranie	toplantı	zebranie	N;NOM;SG;3	N;NOM;NEUT;SG
toplantı	gromadzenie	toplantı	gromadzenie	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
toplantı	zebrania	toplantı	zebraniać	N;NOM;SG;3	N;NOM;NEUT;SG
toplantı	posiedzenia	toplantı	posiedzenie	N;NOM;SG;3	N;NOM;NEUT;SG
toplantı	posiedzenie	toplantı	posiedzenie	N;NOM;SG;3	N;NOM;NEUT;SG
toplantı	zebranie	toplantı	zebranie	N;NOM;SG;3	N;NOM;NEUT;SG
toplantı	spotkanie	toplantı	spotkanie	N;NOM;SG;3	N;NOM;NEUT;SG
salt	sól	salt	sól		
salt	soli	salt	sola		
macera	quest	macera	quest		
macera	przygody	macera	przygoda		
macera	przygód	macera	przygód		
macera	przygody	macera	przygoda		
macera	przygód	macera	przygód		
tarif	opis	tarif	opis		
ölmüş	zmarły	öl	zemrzeć	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
ölmüş	zmarła	öl	zemrzeć	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
şartları	warunki	şart	warunki	N;NOM;PL;3	N;NOM;NEUT;PL
şartları	terminy	şart	termin	N;NOM;PL;3	N;NOM;MASC;PL
cumartesi	sobota	cumartesi	sobota		
sözlü	ustne	sözlü	ustny		
sözlü	ustne	sözlü	ustny		
pas	pass	pas	pass		
dram	drama	dram	drama		
dram	dram	dram	drama		
christmas	święta	christmas	święto		
eli	eli	el	eli		
senfoni	symphony	senfoni	symphon		
diplomat	dyplomata	diplomat	dyplomata	N;NOM;SG;3	N;NOM;MASC;SG
ferdi	ferdi	ferdi	ferdić		
mert	mert	mert	mert		
cinsiyet	płci	cinsiyet	płzcieć		
gazetecilik	dziennikarstwo	gazetecilik	dziennikarstwo	N;NOM;SG;3	N;NOM;NEUT;SG
haberler	wieści	haber	wieść	N;NOM;PL;3	N;NOM;FEM;PL
haberler	opowiadania	haber	opowiadanie	N;NOM;PL;3	N;NOM;NEUT;PL
nadiren	rzadko	nadiren	rzadko	ADV	ADV
morgan	morgan	morgan	morgan		
sulu	sulu	sulu	sule		
çinli	chiny	çinli	chiny		
memur	oficerze	memur	oficerz		
kuyruk	ogon	kuyruk	ogon		
kuyruk	tail	kuyruk	tail		
şirketler	korporacje	şirket	korporacja	N;NOM;PL;3	N;NOM;FEM;PL
şirketler	firmy	şirket	firma	N;NOM;PL;3	N;NOM;FEM;PL
delta	delta	delta	delt		
programlar	programy	program	program	N;NOM;PL;3	N;NOM;MASC;PL
programlar	programy	program	program	N;NOM;PL;3	N;NOM;MASC;PL
işlevi	funkcja	işlev	funkcja	N;NOM;SG;3	N;NOM;FEM;SG
belirsiz	niejasne	belirsiz	niejasny		
belirsiz	niejasne	belirsiz	niejasny		
sound	sound	sound	sounda		
arz	dostaw	arz	dostawa		
sade	prosta	sade	prosty		
sade	proste	sade	prosty		
sade	plain	sade	plain		
sade	sade	sade	sad		
okur	reader	oku	reader		
beraberlik	remis	beraberlik	remis	N;NOM;SG;3	N;NOM;MASC;SG
beraberlik	krawat	beraberlik	krawat	N;NOM;SG;3	N;NOM;MASC;SG
beraberlik	bliskość	beraberlik	bliskość	N;NOM;SG;3	N;NOM;FEM;SG
full	full	full	full		
full	pełne	full	pełny		
bobby	bobby	bobby	bobby		
bon	bon	bon	bon		
sargon	sargon	sargon	sargon		
hlist	hlist	hlist	hlist		
özet	digest	özet	digest		
elo	elo	elo	elo		
çalışmış	zadziałało	çalış	zadziałać	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;NEUT;IND;SG;PST;FIN;ACT
stefan	stefana	stefan	stefany		
stefan	stefanie	stefan	stefan		
çapı	średnica	çapı	średnica	N;NOM;SG;3	N;NOM;FEM;SG
tommy	tommy	tommy	tommy		
kurumsal	instytucjonalnych	kurumsal	instytucjonalny	ADJ	ADJ;GEN;MASC;PL
kurumsal	instytucjonalne	kurumsal	instytucjonalny	ADJ	ADJ;NOM;NEUT;SG
kurumsal	firmowe	kurumsal	firmowy	ADJ	ADJ;NOM;NEUT;SG
mercedes	mercedes	mercedes	mercedes		
araştırmacı	śledczy	araştır	śledczy		
htm	htm	htm	htma		
gama	gama	gama	gam		
gama	gamma	gama	gamma		
cinayet	zabójstwo	cinayet	zabójstwo	N;NOM;SG;3	N;NOM;NEUT;SG
cinayet	morderstwa	cinayet	morderstwo	N;NOM;SG;3	N;NOM;NEUT;SG
cinayet	zabójstwo	cinayet	zabójstwo	N;NOM;SG;3	N;NOM;NEUT;SG
cinayet	morderstwo	cinayet	morderstwo	N;NOM;SG;3	N;NOM;NEUT;SG
fan	foo	fan	foo		
fan	fana	fan	fana		
fan	fan	fan	fan		
farklılıklar	różnice	farklılık	różnica	N;NOM;PL;3	N;NOM;FEM;PL
mke	mke	i	mkeć		
etiyopya	etiopii	etiyopya	etiopia		
etiyopya	etiopii	etiyopya	etiopia		
reddetti	odmówił	reddet	odmówić	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
reddetti	odmówił	reddet	odmówić	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
reddetti	odmówiła	reddet	odmówić	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
haçlılar	krzyżowcy	haçlı	krzyżowiec	N;NOM;PL;3	N;NOM;MASC;PL
göğüs	piersi	göğüs	pierś		
göğüs	pierś	göğüs	pierś		
göğüs	piersi	göğüs	pierś		
göğüs	piersi	göğüs	pierś		
abc	abc	abc	abc		
fildişi	ivory	fildiş	Ivora		
bayer	bayer	bayer	bayer		
ülker	plejada	ülker	plejadać		
denetim	control	denetim	control		
rolling	rolling	rolling	rolling		
mesleği	zawód	meslek	zawód	N;NOM;SG;3	N;NOM;MASC;SG
mesleği	zajęcie	meslek	zająć	N;NOM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
mesleği	zawód	meslek	zawód	N;NOM;SG;3	N;NOM;MASC;SG
sürü	stado	sürü	stado		
sürü	stada	sürü	stadać		
sürü	stado	sürü	stado		
sürü	stada	sürü	stadać		
üreticisi	wytwórca	üretici	wytwórcać	N;NOM;SG;3	N;NOM;MASC;SG
vadi	doliny	vadi	dolina		
vadi	valley	vadi	valley		
vadi	dolina	vadi	dolinać		
vadi	dolinie	vadi	dolin		
vadi	vale	vadi	vale		
vezir	queen	vez	queen		
atlantik	atlantic	atlantik	atlantic		
atlantik	atlantyk	atlantik	atlantyk		
kör	ślepe	kör	ślepy		
olağan	zazwyczaj	olağan	zazwyczaj		
olağan	zwykle	olağan	zwykle		
yayınlar	publikacje	yayın	publikacja	N;NOM;PL;3	N;NOM;FEM;PL
danışmanı	konsultant	danışman	konsultant	N;NOM;SG;3	N;NOM;MASC;SG
danışmanı	doradca	danışman	doradca	N;NOM;SG;3	N;NOM;MASC;SG
danışmanı	doradca	danışman	doradca	N;NOM;SG;3	N;NOM;MASC;SG
danışmanı	doradca	danışman	doradca	N;NOM;SG;3	N;NOM;MASC;SG
secret	secret	secret	secret		
secret	tajne	secret	tajny		
hatları	linijki	hat	linijka	N;ACC;PL;3	N;ACC;FEM;PL
bitkiler	zioła	bitki	zioło	N;NOM;PL;3	N;NOM;NEUT;PL
kaplan	tiger	kaplan	tiger		
platin	platyny	plat	platyna		
konservatuvarı	konserwatorium	konservatuvarı	konserwatorium	N;ACC;SG;3	N;ACC;NEUT;SG
benzerlik	powinowactwo	benzerlik	powinowactwo	N;NOM;SG;3	N;NOM;NEUT;SG
benzerlik	podobieństwo	benzerlik	podobieństwo	N;NOM;SG;3	N;NOM;NEUT;SG
benzerlik	podobieństwo	benzerlik	podobieństwo	N;NOM;SG;3	N;NOM;NEUT;SG
hüsnü	hosni	hüsnü	hosnić		
ömür	life	ömür	lifa		
mermi	kula	mermi	kula		
mermi	kulka	mermi	kulka		
masa	tabeli	masa	tabel		
masa	tabela	masa	tabel		
hell	hell	hell	hell		
toplamı	sum	toplam	suma		
toplamı	sumy	toplam	suma		
hakaret	zniesławienie	hakaret	zniesławienie	N;NOM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
kurtlar	wilki	kurt	wilka	N;NOM;PL;3	N;NOM;MASC;PL
pirinç	brass	pirinç	brass		
pirinç	ryżu	pirinç	ryż		
alakalı	istotne	alakalı	istotny		
alakalı	pokrewne	alakalı	pokrewny		
nancy	nancy	nancy	nanca		
azami	max	azami	max		
azami	maks	azami	maks		
azami	maksimum	azami	maksimum		
izledi	obejrzał	izle	obejrzeć	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
mine	mine	mine	miny		
parker	parkera	parker	parker		
seks	płci	seks	płzcieć		
seks	sex	seks	sex		
sivri	spiczaste	sivir	spiczasty		
sivri	ostre	sivir	ostry		
sivri	sharp	sivir	sharp		
sivri	ostry	sivir	ostry		
sivri	ostra	sivir	ostry		
yeğeni	siostrzeniec	yeğen	siostrzeniec	N;NOM;SG;3	N;NOM;MASC;SG
yeğeni	bratanek	yeğen	bratanek	N;NOM;SG;3	N;NOM;MASC;SG
yeğeni	siostrzenica	yeğen	siostrzenica	N;NOM;SG;3	N;NOM;FEM;SG
stabilize	ustabilizować	stabilize	ustabilizować	V;PFV;IND;SG;POS;PRS	V;PFV;NFIN;ACT
kiss	buzi	kiss	buzia		
kiss	kiss	kiss	kiss		
burnu	ryj	burun	ryj	N;NOM;SG;3	N;NOM;MASC;SG
burnu	pysk	burun	pysk	N;NOM;SG;3	N;NOM;MASC;SG
burnu	nosek	burun	nosek	N;NOM;SG;3	N;NOM;MASC;SG
burnu	nos	burun	nos	N;NOM;SG;3	N;NOM;MASC;SG
koreli	korei	koreli	korea		
kaçtı	uciekł	kaç	uciec	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
ceviz	nut	ceviz	nut		
ceviz	nuts	ceviz	nuts		
ceviz	walnut	ceviz	walnut		
renkler	kolory	renk	kolor	N;NOM;PL;3	N;NOM;MASC;PL
renkler	barwniki	renk	barwnika	N;NOM;PL;3	N;NOM;MASC;PL
renkler	kolory	renk	kolor	N;NOM;PL;3	N;NOM;MASC;PL
aslı	asl	aslı	asla		
ordular	armie	ordu	arma	N;NOM;PL;3	N;NOM;FEM;PL
kurucuları	założyciele	kurucu	założyciel	N;NOM;PL;3	N;NOM;MASC;PL
bant	band	bant	band		
bant	taśmy	bant	taśma		
medrese	medresa	medre	medres		
volkanik	wulkanicznego	volkanik	wulkaniczny	ADJ	ADJ;ACC;MASC;SG
batılı	zachodnia	batılı	zachodni		
batılı	western	batılı	western		
muhtemel	mozliwe	muhtemel	mozliwy		
nova	nova	nova	nova		
sakin	chill	sakin	chill		
sin	sin	i	sin		
kamp	camp	kamp	campa		
yetenekli	utalentowany	yetenekli	utalentować	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
yetenekli	utalentowana	yetenekli	utalentować	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
yetenekli	utalentowany	yetenekli	utalentować	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
yetenekli	zdolny	yetenekli	zdolny	ADJ	ADJ;NOM;MASC;SG
yetenekli	zdolna	yetenekli	zdolny	ADJ	ADJ;NOM;FEM;SG
yetenekli	utalentowana	yetenekli	utalentować	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
yetenekli	wykwalifikowanych	yetenekli	wykwalikowikować	ADJ	ADJ;PFV;ACC;MASC;PL;POS;V.PTCP;PASS
yetenekli	wykwalifikowany	yetenekli	wykwalikowikować	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
sel	sel	sel	sel		
neo	neo	neo	neo		
grant	grant	grant	grant		
efsane	legendy	efsane	legenda		
efsane	legend	efsane	legend		
efsane	legend	efsane	legend		
efsane	legendy	efsane	legenda		
sweet	słodki	sweet	słodki		
sweet	słodko	sweet	słodko		
sweet	sweet	sweet	sweet		
fff	fff	fff	fff		
buhar	opary	buhar	opar		
buhar	parowa	buhar	parowy		
buhar	pary	buhar	para		
buhar	para	buhar	para		
bora	bora	bora	bora		
uçan	latanie	uç	latan		
çubuk	patyk	çubuk	patyk		
office	biuro	office	biuro		
neil	neila	neil	neil		
ikiz	twin	ikiz	twin		
müslümanlar	muzułmanie	müslüman	muzułmanin	N;NOM;PL;3	N;NOM;MASC;PL
müslümanlar	muzułmanie	müslüman	muzułmanin	N;NOM;PL;3	N;NOM;MASC;PL
büyüyen	uprawa	büyü	uprawa		
gözleri	oczy	göz	oko	N;NOM;PL;3	N;NOM;NEUT;PL
konserler	koncerty	konser	koncert	N;NOM;PL;3	N;NOM;MASC;PL
çöl	pustyni	çöl	pustynia		
çöl	pustynia	çöl	pustynia		
açısal	kątowe	açısal	kątowy	ADJ	ADJ;NOM;NEUT;SG
kas	kas	kas	kasa		
binalar	budynki	bina	budynek	N;NOM;PL;3	N;NOM;MASC;PL
donald	donalda	donald	donalda		
donald	donald	donald	donald		
per	per	per	per		
sıkıntı	nudy	sıkıntı	nudy		
biyografi	bio	biyografi	bio		
atma	atma	at	atma		
namlu	beczka	namlu	beczka	N;NOM;SG;3	N;NOM;FEM;SG
şirin	słodki	şirin	słodki		
şirin	słodko	şirin	słodko		
kararlı	resolute	kararlı	resoluty		
kararlı	określone	kararlı	określony		
kerim	kerim	kerim	kerić		
kerim	kareem	kerim	kare		
min	min	min	mina		
tarihçiler	historycy	tarihçi	historyk	N;NOM;PL;3	N;NOM;MASC;PL
avukatlık	adwokat	avukatlık	adwokat	N;NOM;SG;3	N;NOM;MASC;SG
avukatlık	prawnik	avukatlık	prawnik	N;NOM;SG;3	N;NOM;MASC;SG
sorumlusu	odpowiedzialny	sorumlu	odpowiedzialny	ADJ;NOM;SG;3	ADJ;NOM;MASC;SG
sorumlusu	odpowiedzialna	sorumlu	odpowiedzialny	ADJ;NOM;SG;3	ADJ;NOM;FEM;SG
sorumlusu	odpowiedzialne	sorumlu	odpowiedzialny	ADJ;NOM;SG;3	ADJ;NOM;NEUT;SG
anlamak	zrozumieć	anla	zrozumieć	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN;ACT
cennet	niebo	cennet	niebo	N;NOM;SG;3	N;NOM;NEUT;SG
cennet	raj	cennet	raj	N;NOM;SG;3	N;NOM;MASC;SG
hotel	hotel	hotel	hotel	N;NOM;SG;3	N;NOM;MASC;SG
kulak	uszy	kulak	ucho		
böcek	bug	böcek	bug		
jacob	jakuba	jacob	jakub		
memnun	zadowolony	memnun	zadowolony	ADJ	ADJ;NOM;MASC;SG
memnun	zadowolona	memnun	zadowolony	ADJ	ADJ;NOM;FEM;SG
memnun	zadowolony	memnun	zadowolony	ADJ	ADJ;NOM;MASC;SG
memnun	zadowolona	memnun	zadowolony	ADJ	ADJ;NOM;FEM;SG
memnun	zadowoleni	memnun	zadowolony	ADJ	ADJ;NOM;MASC;PL
pist	rink	pist	rink		
hms	hms	hms	hmsieć		
kavga	walka	kavga	walka	N;NOM;SG;3	N;NOM;FEM;SG
kavga	walka	kavga	walka	N;NOM;SG;3	N;NOM;FEM;SG
komedyen	komik	komedyen	komik	N;NOM;SG;3	N;NOM;MASC;SG
platformu	peron	platform	peron	N;NOM;SG;3	N;NOM;MASC;SG
platformu	platforma	platform	platforma	N;NOM;SG;3	N;NOM;FEM;SG
cerrahi	zabieg	cerrahi	zabieg	N;NOM;SG;3	N;NOM;MASC;SG
cerrahi	operacja	cerrahi	operacja	N;NOM;SG;3	N;NOM;FEM;SG
amazon	amazon	amazon	amazon		
mağara	jaskinia	mağar	jaskiniać		
mağara	jaskini	mağar	jaskinia		
mağara	jaskiń	mağar	jaskin		
mağara	jaskini	mağar	jaskinia		
mağara	jaskinie	mağar	jaskin		
rangers	rangers	rangers	rangers		
finans	financial	finans	financial		
finans	finanse	finans	finans		
etik	etyki	etik	etyk		
pazarlama	marketing	pazarlama	marketing		
gözü	oko	göz	oko	N;NOM;SG;3	N;NOM;NEUT;SG
franco	franco	franco	franca		
anlamlı	znaczące	anlamlı	znaczący		
anlamlı	znaczący	anlamlı	znaczący		
lgbt	lgbt	lgbt	lgbt		
ölümcül	zabójczy	ölümcül	zabójczyć		
ölümcül	zabójcze	ölümcül	zabójcze		
ölümcül	zabójczy	ölümcül	zabójczyć		
ölümcül	zabójcze	ölümcül	zabójcze		
cross	cross	cross	cross		
marth	marth	marth	marth		
işkence	męki	işkence	męka		
işkence	tortur	işkence	tortur		
sorumluluk	zobowiązanie	sorumluluk	zobowiązanie	N;NOM;SG;3	N;NOM;NEUT;SG
sorumluluk	odpowiedzialność	sorumluluk	odpowiedzialność	N;NOM;SG;3	N;NOM;FEM;SG
sorumluluk	odpowiedzialność	sorumluluk	odpowiedzialność	N;NOM;SG;3	N;NOM;FEM;SG
sorumluluk	odpowiedzialność	sorumluluk	odpowiedzialność	N;NOM;SG;3	N;NOM;FEM;SG
alıcı	odbiorcy	alıcı	odbiorca		
efe	efe	ef	efe		
özen	opieki	özen	opieka		
özen	opieka	özen	opieka		
medine	madina	medin	madina		
amiral	commodore	amiral	commodory		
aralığı	odstęp	aralık	odstęp	N;NOM;SG;3	N;NOM;MASC;SG
aralığı	przedział	aralık	przedział	N;NOM;SG;3	N;NOM;MASC;SG
konut	rezydencja	konut	rezydencja	N;NOM;SG;3	N;NOM;FEM;SG
konut	mieszkalnictwa	konut	mieszkalnictwo	N;NOM;SG;3	N;NOM;NEUT;SG
ekstra	ekstra	ekstra	ekstra		
ekstra	extra	ekstra	extra		
yaşı	age	yaşı	age		
ferrari	ferrari	ferrari	ferrary		
kelimeler	słowa	kelime	słowo	N;NOM;PL;3	N;NOM;NEUT;PL
dönüşüm	konwersji	dönüşüm	konwersja		
dönüşüm	konwersji	dönüşüm	konwersja		
dönüşüm	konwersja	dönüşüm	konwersja		
plus	plus	plus	plus		
hazine	skarbiec	hazin	skarbiec	N;NOM;SG;3	N;NOM;MASC;SG
güreşçi	zapaśnik	güreşçi	zapaśnik	N;NOM;SG;3	N;NOM;MASC;SG
harun	harun	harun	haruna		
ice	lód	ice	lód		
ice	ice	ice	icey		
planet	planeta	planet	planeta	N;NOM;SG;3	N;NOM;FEM;SG
öğretmenlik	nauczanie	öğretmenlik	nauczanie	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
öğretmenlik	nauczania	öğretmenlik	nauczanie	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
akciğer	płuc	akciğer	płuc		
akciğer	płuca	akciğer	płuc		
akciğer	płuc	akciğer	płuc		
akciğer	płuca	akciğer	płuc		
akciğer	płuc	akciğer	płuc		
şafak	dawn	şafak	dawny		
katil	zabójczy	katil	zabójczyć		
katil	zabójcze	katil	zabójcze		
kalıp	pleśń	kal	pleśń		
kalıp	pleśń	kal	pleśń		
çoğunluk	większość	çoğunluk	większość	N;NOM;SG;3	N;NOM;FEM;SG
konsey	council	konsey	council		
yoğunluk	natężenie	yoğunluk	natężenie	N;NOM;SG;3	N;NOM;NEUT;SG
yoğunluk	intensywność	yoğunluk	intensywność	N;NOM;SG;3	N;NOM;FEM;SG
yoğunluk	gęstość	yoğunluk	gęstość	N;NOM;SG;3	N;NOM;FEM;SG
deep	deep	deep	deep		
june	june	ju	juny		
june	czerwiec	ju	czerwiec		
anlar	moments	anla	moments		
zehirli	trucizny	zehirli	trucizna		
kiril	cyrylica	kiril	cyrylica		
ücret	opłat	ücret	opłata		
simpson	simpsona	simpson	simpona		
liderleri	przywódców	lider	przywódca	N;ACC;PL;3	N;ACC;MASC;PL
kırık	złamany	kırık	złamać		
ladin	ladena	ladin	laden		
buda	buddy	bu	buddy		
gelirler	dochody	gel	dochód	N;NOM;PL;3	N;NOM;MASC;PL
gelirler	przychody	gel	przychody	N;NOM;PL;3	N;NOM;MASC;PL
antarktika	antarktyda	antarktika	antarktyda		
barry	barry	barry	barry		
ring	ring	ring	ring		
elektrikli	electric	elektrikli	electric		
yarattı	stworzył	yarat	stworzyć	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
etkinlikler	wydarzenia	etkinlik	wydarzenie	N;NOM;PL;3	N;NOM;NEUT;PL
ifadeler	reakcje	ifade	reakcja	N;NOM;PL;3	N;NOM;FEM;PL
ifadeler	deklaracje	ifade	deklaracja	N;NOM;PL;3	N;NOM;FEM;PL
ifadeler	zwroty	ifade	zwrót	N;NOM;PL;3	N;NOM;MASC;PL
ifadeler	referencje	ifade	referencja	N;NOM;PL;3	N;NOM;FEM;PL
gay	gej	gay	on		
gay	gay	gay	gać		
dawn	dawn	dawn	dawny		
bitiş	end	bitiş	end		
eksikliği	niedobór	eksiklik	niedobór	N;NOM;SG;3	N;NOM;MASC;SG
java	java	java	java		
ltd	ltd	ltd	ltd		
hayran	fana	hayran	fana		
hayran	fan	hayran	fan		
ölçekli	skali	ölçekli	skala		
puanlar	punkty	puan	punkt	N;NOM;PL;3	N;NOM;MASC;PL
puanlar	wyniki	puan	wynik	N;NOM;PL;3	N;NOM;MASC;PL
mekanizması	mechanizm	mekaniz	mechanizm	N;NOM;SG;3	N;NOM;MASC;SG
hekim	medyk	hekim	medyk		
hekim	hakim	hekim	haki		
onlarca	dziesiątki	onlarca	dziesiątka		
onlarca	tuzin	onlarca	tuzin		
onlarca	dekady	onlarca	dekada		
onlarca	dekad	onlarca	dekad		
giray	girej	giray	girać		
bel	bel	bel	bel		
tümü	all	tümü	all		
zeus	zeusa	zeus	zeusa		
dick	dek	dick	dek		
güzellik	piękność	güzellik	piękność	N;NOM;SG;3	N;NOM;FEM;SG
itiraz	sporu	itiraz	spór		
pahalı	drogie	pahalı	drogi		
pahalı	drogi	pahalı	droga		
iptv	iptv	iptv	iptv		
müşteri	klient	müşteri	klient	N;NOM;SG;3	N;NOM;MASC;SG
müşteri	klientka	müşteri	klientka	N;NOM;SG;3	N;NOM;FEM;SG
müşteri	klient	müşteri	klient	N;NOM;SG;3	N;NOM;MASC;SG
müşteri	klientka	müşteri	klientka	N;NOM;SG;3	N;NOM;FEM;SG
semih	semih	semih	semih		
ilkesi	zasada	ilke	zasada	N;NOM;SG;3	N;NOM;FEM;SG
tahıl	zboża	tahıl	zboże		
tahıl	ziarna	tahıl	ziarny		
tahıl	ziarno	tahıl	ziarno		
tahıl	ziarna	tahıl	ziarny		
tahıl	ziarno	tahıl	ziarno		
tahıl	ziaren	tahıl	ziaren		
tahıl	zboża	tahıl	zboże		
tahıl	zbóż	tahıl	zbóż		
dostu	przyjacielski	dost	przyjacielski	ADJ;NOM;SG;3	ADJ;NOM;MASC;SG
dostu	przyjazny	dost	przyjazny	ADJ;NOM;SG;3	ADJ;NOM;MASC;SG
dostu	przyjazna	dost	przyjazny	ADJ;NOM;SG;3	ADJ;NOM;FEM;SG
dostu	przyjazne	dost	przyjazny	ADJ;NOM;SG;3	ADJ;NOM;NEUT;SG
tahir	tahir	tahir	tahir		
keçi	kozie	keçi	kozić		
keçi	kozy	keçi	koza		
keçi	kóz	keçi	kóz		
keçi	kozy	keçi	koza		
keçi	kóz	keçi	kóz		
savaşçı	crusader	savaşçı	crusader		
adres	url	adres	urla		
saldırılar	ataki	sal	atak	N;NOM;PL;3	N;NOM;MASC;PL
fotoğraflar	fotografie	fotoğraf	fotografia	N;NOM;PL;3	N;NOM;FEM;PL
fotoğraflar	fotografie	fotoğraf	fotografia	N;NOM;PL;3	N;NOM;FEM;PL
fotoğraflar	zdjęcia	fotoğraf	zdjęcie	N;NOM;PL;3	N;NOM;NEUT;PL
fotoğraflar	zdjęcia	fotoğraf	zdjęcie	N;NOM;PL;3	N;NOM;NEUT;PL
fotoğraflar	obrazki	fotoğraf	obrazek	N;NOM;PL;3	N;NOM;MASC;PL
boşluk	luka	boşluk	luka		
boşluk	gap	boşluk	gapić		
boşluk	kosmos	boşluk	kosmos		
kazanmak	wygrać	kazan	wygrać	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN;ACT
itiraf	spowiedź	itiraf	spowiedź		
itiraf	spowiedź	itiraf	spowiedź		
ruhu	soul	ruh	soul		
arşiv	archiwa	arşiv	archiwa		
