dorme	sueño	dorme	sueño	N	N;MASC;SG
tentan	tratando	tentar	tratar	V	V;V.MSDR
axencia	agencia	axencia	agencia	N	N;FEM;SG
axencia	agency	axencia	agency	N	N
responsables	responsable	responsable	responsable	N	N;SG
responsables	responsables	responsable	responsable	N	N;PL
responsables	responsabilidad	responsable	responsabilidad	N	N;FEM;SG
responsables	oms	responsable	oms	N	N;FEM;SG
nobel	nobel	nobel	nobel	N	N;MASC;SG
nobel	premio	nobel	premio	N	N;MASC;SG
bonos	estampillas	bono	estampilla	N	N;FEM;PL
bonos	sellos	bono	sello	N	N;MASC;PL
sentiu	hizo	sentiu	hacer	V	V;IND;SG;3;PST;FIN
sentiu	sentir	sentiu	sentir	V	V;NFIN
sentiu	siente	sentiu	sentir	V	V;IND;SG;3;PRS;FIN
sentiu	siento	sentiu	sentir	V	V;IND;SG;1;PRS;FIN
sentiu	sentí	sentiu	sentir	V	V;IND;SG;1;PST;FIN
falen	hablando	faler	hablar	V	V;V.MSDR
memorias	recuerdos	memoria	recuerdo	N	N;MASC;PL
memorias	memorias	memoria	memoria	N	N;FEM;PL
cultivar	crecen	cultivar	crecer	V	V;IND;PL;3;PRS;FIN
cultivar	crecer	cultivar	crecer	V	V;NFIN
cultivar	crece	cultivar	crecer	V	V;IND;SG;3;PRS;FIN
cultivar	cultivar	cultivar	cultivar	V	V;NFIN
cultivar	cultiva	cultivar	cultivar	V	V;IND;SG;3;PRS;FIN
industriais	fábricas	industrial	fábrica	N	N;FEM;PL
industriais	fabrica	industrial	fabricar	N	N;FEM;SG
industriais	factoría	industrial	factoría	N	N;FEM;SG
industriais	factory	industrial	factory	N	N;MASC;SG
industriais	fábrica	industrial	fábrica	N	N;FEM;SG
desigualdade	desigualdad	desigualdade	desigualdad	N	N;FEM;SG
desigualdade	desigualdades	desigualdade	desigualdad	N	N;FEM;PL
ameazas	amenaza	ameaza	amenaza	N	N;FEM;SG
ameazas	amenazas	ameaza	amenaza	N	N;FEM;PL
posesión	posesión	posesión	posesión	N	N;FEM;SG
posesión	tenencia	posesión	tenencia	N	N;FEM;SG
curva	curva	curvar	curva	N	N;FEM;SG
curva	turn	curvar	turn	N	N
curva	turno	curvar	turno	N	N;MASC;SG
entradas	entradas	entrada	entrada	N	N;FEM;PL
entradas	billetes	entrada	billete	N	N;MASC;PL
entradas	boletos	entrada	boleto	N	N;MASC;PL
entradas	tickets	entrada	ticket	N	N;MASC;PL
incriblemente	increíblemente	incrible	increíblemente	ADV	ADV
cultivo	cultivo	cultivo	cultivo	N	N;MASC;SG
cultivo	cultura	cultivo	cultura	N	N;FEM;SG
tratamentos	tratamiento	tratamento	tratamiento	N	N;MASC;SG
tratamentos	tratamientos	tratamento	tratamiento	N	N;MASC;PL
tratamentos	are	tratamento	are	N	N
almacéns	almacenes	almacén	almacén	N	N;MASC;PL
almacéns	tiendas	almacén	tienda	N	N;FEM;PL
almacéns	comercios	almacén	comercio	N	N;MASC;PL
almacéns	departamento	almacén	departamento	N	N;MASC;SG
almacéns	almacén	almacén	almacén	N	N;MASC;SG
almacéns	tienda	almacén	tienda	N	N;FEM;SG
almacéns	store	almacén	store	N	N
meteu	tengo	meteu	tener	V	V;IND;SG;1;PRS;FIN
meteu	consiguió	meteu	conseguir	V	V;IND;SG;3;PST;FIN
mecanismo	mecanismo	mecanismo	mecanismo	N	N;MASC;SG
mecanismo	dispositivos	mecanismo	dispositivo	N	N;MASC;PL
mecanismo	dispositivo	mecanismo	dispositivo	N	N;MASC;SG
quinto	quinto	quinto	quinto	ADJ	ADJ;MASC;SG
quinto	quinta	quinto	quinto	ADJ	ADJ;FEM;SG
mandei	envió	mander	enviar	V	V;IND;SG;3;PST;FIN
xoguetes	juguetes	xoguete	juguete	N	N;MASC;PL
xoguetes	juguete	xoguete	juguete	N	N;MASC;SG
xoguetes	juguetes	xoguete	juguete	N	N;MASC;PL
vilas	ciudades	vila	ciudad	N	N;FEM;PL
vilas	pueblos	vila	pueblo	N	N;MASC;PL
vilas	pueblos	vila	pueblo	N	N;MASC;PL
vilas	aldeas	vila	aldea	N	N;FEM;PL
viñetas	viñetas	viñeta	viñeta	N	N;FEM;PL
viñetas	caricaturas	viñeta	caricatura	N	N;FEM;PL
arquivos	files	arquivo	fil	N	N
arquivos	archivos	arquivo	archivo	N	N;MASC;PL
arquivos	expedientes	arquivo	expediente	N	N;MASC;PL
arquivos	ficheros	arquivo	fichero	N	N;MASC;PL
arquivos	archivos	arquivo	archivo	N	N;MASC;PL
arquivos	archivo	arquivo	archivo	N	N;MASC;SG
cambiaron	tener	cambiar	tener	V	V;NFIN
cambiaron	tengan	cambiar	tener	V	V;IMP;PL;3;PRS;FIN
cambiaron	tienen	cambiar	tener	V	V;IND;PL;3;PRS;FIN
cambiaron	cambió	cambiar	cambiar	V	V;IND;SG;3;PST;FIN
encargo	orden	encargo	orden	N	N;MASC;SG
encargo	encargo	encargo	encargo	N	N;MASC;SG
asiáticos	asiática	asiático	asiático	ADJ	ADJ;FEM;SG
asiáticos	asiáticas	asiático	asiático	ADJ	ADJ;FEM;PL
asiáticos	asiático	asiático	asiático	ADJ	ADJ;MASC;SG
asiáticos	asiáticos	asiático	asiático	ADJ	ADJ;MASC;PL
asiáticos	asiáticas	asiático	asiático	ADJ	ADJ;FEM;PL
asiáticos	asiáticos	asiático	asiático	ADJ	ADJ;MASC;PL
factor	factor	factor	factor	N	N;MASC;SG
labor	obra	labor	obra	N	N;FEM;SG
labor	trabajos	labor	trabajo	N	N;MASC;PL
labor	trabajo	labor	trabajo	N	N;MASC;SG
labor	tarea	labor	tarea	N	N;FEM;SG
perpetua	vida	perpetuar	vida	N	N;FEM;SG
perpetua	life	perpetuar	life	N	N
perpetua	perpetua	perpetuar	perpetua	N	N;FEM;SG
aparencia	mirada	aparencia	mirada	N	N;FEM;SG
aparencia	aspecto	aparencia	aspecto	N	N;MASC;SG
aparencia	aparición	aparencia	aparición	N	N;FEM;SG
aparencia	comparecencia	aparencia	comparecencia	N	N;FEM;SG
aparencia	apariencia	aparencia	apariencia	N	N;FEM;SG
mesas	mesas	mesa	mesa	N	N;FEM;PL
mesas	tablas	mesa	tabla	N	N;FEM;PL
mesas	cuadros	mesa	cuadro	N	N;MASC;PL
cinto	cinto	cinto	cinto	N	N;MASC;SG
cinto	cinturón	cinto	cinturón	N	N;MASC;SG
camiñamos	caminó	camiñar	caminar	V	V;IND;SG;3;PST;FIN
camiñamos	caminar	camiñar	caminar	V	V;NFIN
camiñamos	camina	camiñar	camina	V	V;IND;SG;3;PRS;FIN
lectura	reading	lectura	reading	N	N
lectura	lectura	lectura	lectura	N	N;FEM;SG
lectura	lecturas	lectura	lectura	N	N;FEM;PL
lectura	lectura	lectura	lectura	N	N;FEM;SG
batallas	batallas	batalla	batalla	N	N;FEM;PL
propietaria	propietario	propietaria	propietario	N	N;MASC;SG
propietaria	dueño	propietaria	dueño	N	N;MASC;SG
propietaria	propietarios	propietaria	propietario	N	N;MASC;PL
propietaria	dueña	propietaria	dueña	N	N;FEM;SG
bonitos	niza	bonito	niza	N	N;FEM;SG
matamos	matando	matar	matar	V	V;V.MSDR
matamos	matar	matar	matar	V	V;NFIN
matamos	mató	matar	matar	V	V;IND;SG;3;PST;FIN
sentou	senté	sentar	sentar	V	V;IND;SG;1;PST;FIN
mates	kill	mate	kill	N	N
mates	matemáticas	mate	matemático	N	N;FEM;PL
columnas	columnas	columna	columna	N	N;FEM;PL
furgoneta	camioneta	furgonetar	camioneta	N	N;FEM;SG
furgoneta	furgoneta	furgonetar	furgoneta	N	N;FEM;SG
reforma	reforma	reforma	reforma	N	N;FEM;SG
reforma	reformas	reforma	reforma	N	N;FEM;PL
incendio	incendio	incendio	incendio	N	N;MASC;SG
incendio	fuego	incendio	fuego	N	N;MASC;SG
estuda	estudiar	estudar	estudiar	V	V;NFIN
estuda	estudia	estudar	estudiar	V	V;IND;SG;3;PRS;FIN
estuda	estudiar	estudar	estudiar	V	V;NFIN
estuda	estudiando	estudar	estudiar	V	V;V.MSDR
decepción	decepción	decepción	decepción	N	N;FEM;SG
decepción	decepciones	decepción	decepción	N	N;FEM;PL
decepción	desilusión	decepción	desilusión	N	N;FEM;SG
reportaxe	reporte	reportaxe	reportar	N	N;MASC;SG
reportaxe	denuncia	reportaxe	denuncia	N	N;FEM;SG
reportaxe	informe	reportaxe	informe	N	N;MASC;SG
móvese	moviendo	móvese	mover	V	V;V.MSDR
leopardo	leopardo	leopardo	leopardo	N	N;MASC;SG
europea	europeo	europeo	europeo	ADJ	ADJ;MASC;SG
europea	europea	europeo	europeo	ADJ	ADJ;FEM;SG
europea	europeas	europeo	europeo	ADJ	ADJ;FEM;PL
mona	mona	mona	mona	N	N;FEM;SG
ruína	ruina	ruína	ruina	N	N;FEM;SG
alzhéimer	alzheimer	alzhéimer	alzheimer	N	N;MASC;SG
oracións	rezos	oración	rezo	N	N;MASC;PL
oracións	oraciones	oración	oración	N	N;FEM;PL
oracións	plegarias	oración	plegario	N	N;FEM;PL
oracións	oración	oración	oración	N	N;FEM;SG
xentes	pueblo	xente	pueblo	N	N;MASC;SG
xentes	gente	xente	gente	N	N;FEM;SG
xentes	personas	xente	persona	N	N;FEM;PL
radiación	irradiación	radiación	irradiación	N	N;FEM;SG
radiación	irradiación	radiación	irradiación	N	N;FEM;SG
radiación	radiación	radiación	radiación	N	N;FEM;SG
radiación	radiaciones	radiación	radiación	N	N;FEM;PL
marco	terreno	marco	terreno	N	N;MASC;SG
marco	ground	marco	ground	N	N
marco	bastidor	marco	bastidor	N	N;MASC;SG
marco	marco	marco	marco	N	N;MASC;SG
marco	frame	marco	frame	N	N;SG
marco	marco	marco	marco	N	N;MASC;SG
rumbo	rumbo	rumbo	rumbo	N	N;MASC;SG
rumbo	curso	rumbo	curso	N	N;MASC;SG
vestíbulo	vestíbulo	vestíbulo	vestíbulo	N	N;MASC;SG
vestíbulo	lobby	vestíbulo	lobby	N	N;MASC;SG
vestíbulo	vestíbulo	vestíbulo	vestíbulo	N	N;MASC;SG
vestíbulo	pasillo	vestíbulo	pasillo	N	N;MASC;SG
vestíbulo	hall	vestíbulo	hall	N	N;MASC;SG
vestíbulo	salón	vestíbulo	salón	N	N;MASC;SG
burguesa	burguesía	burguesa	burguesía	N	N;FEM;SG
burguesa	burgueses	burguesa	burgués	N	N;MASC;PL
ave	pajaro	ave	pajaro	N	N;MASC;SG
ave	aves	ave	ave	N	N;FEM;PL
ave	pájaro	ave	pájaro	N	N;MASC;SG
ave	ave	ave	ave	N	N;FEM;SG
ave	ave	ave	ave	N	N;FEM;SG
voa	vuela	voar	volar	V	V;IND;SG;3;PRS;FIN
chegado	ven	chegar	ver	V	V;IND;PL;3;PRS;FIN
chegado	venid	chegar	venir	V	V;IND;PL;2;PRS;FIN
chegado	venga	chegar	venir	V	V;SBJV;SG;3;PRS;FIN
chegado	vengan	chegar	venir	V	V;IMP;PL;3;FIN
brutalidade	brutalidad	brutalidade	brutalidad	N	N;FEM;SG
transición	transición	transición	transición	N	N;FEM;SG
actuando	actuar	actuar	actuar	V	V;NFIN
actuando	actuando	actuar	actuar	V	V;V.MSDR
caldeiro	carcel	caldeiro	carcel	N	N;FEM;SG
caldeiro	cárcel	caldeiro	cárcel	N	N;FEM;SG
caldeiro	prisión	caldeiro	prisión	N	N;FEM;SG
caldeiro	cubo	caldeiro	cubo	N	N;MASC;SG
caldeiro	cubeta	caldeiro	cubeta	N	N;FEM;SG
caldeiro	balde	caldeiro	balde	N	N;MASC;SG
atopaba	estaba	atopar	estar	V	V;IND;SG;3;IPFV;FIN
atopaba	encontrar	atopar	encontrar	V	V;NFIN
atopaba	encuentra	atopar	encontrar	V	V;IND;SG;3;PRS;FIN
atopaba	encuentre	atopar	encontrar	V	V;SBJV;SG;3;PRS;FIN
bandas	bandas	banda	banda	N	N;FEM;PL
delincuencia	delito	delincuencia	delito	N	N;MASC;SG
delincuencia	delincuencia	delincuencia	delincuencia	N	N;FEM;SG
delincuencia	crimen	delincuencia	crimen	N	N;MASC;SG
delincuencia	criminalidad	delincuencia	criminalidad	N	N;FEM;SG
capa	manto	capa	manto	N	N;MASC;SG
capa	capa	capa	capa	N	N;FEM;SG
permitirei	dejemos	permitir	dejar	V	V;IMP;PL;1;FIN
permitirei	ganó	permitir	ganar	V	V;IND;SG;3;PST;FIN
permitirei	gané	permitir	ganar	V	V;IND;SG;1;PST;FIN
permitirei	gano	permitir	ganar	V	V;IND;SG;1;PRS;FIN
prométocho	promesas	prométocho	promesa	N	N;FEM;PL
prométocho	promesa	prométocho	promesa	N	N;FEM;SG
virei	ven	virei	ver	V	V;IND;PL;3;PRS;FIN
virei	venid	virei	venir	V	V;IND;PL;2;PRS;FIN
virei	venga	virei	venir	V	V;SBJV;SG;3;PRS;FIN
virei	vengan	virei	venir	V	V;IMP;PL;3;FIN
choras	are	chora	are	N	N
choras	llanto	chora	llanto	N	N;MASC;SG
choras	llantos	chora	llanto	N	N;MASC;PL
choras	grito	chora	grito	N	N;MASC;SG
choras	cry	chora	cry	N	N
choras	llanto	chora	llanto	N	N;MASC;SG
municipal	municipal	municipal	municipal	ADJ	ADJ;SG
municipal	municipales	municipal	municipal	ADJ	ADJ;PL
estrañas	extraña	estraña	extraño	ADJ	ADJ;FEM;SG
estrañas	extraño	estraña	extraño	ADJ	ADJ;MASC;SG
representantes	representantes	representante	representante	N	N;PL
representantes	delegados	representante	delegado	N	N;MASC;PL
envexa	envidia	envexa	envidia	N	N;FEM;SG
mel	honey	mel	honey	N	N;SG
mel	miel	mel	miel	N	N;FEM;SG
mel	cariño	mel	cariño	N	N;MASC;SG
cuartel	sede	cuartel	sede	N	N;FEM;SG
cuartel	cuartel	cuartel	cuartel	N	N;MASC;SG
cuartel	cuarteles	cuartel	cuartel	N	N;MASC;PL
cuartel	sedes	cuartel	sede	N	N;FEM;PL
cuartel	barracón	cuartel	barracón	N	N;MASC;SG
cuartel	barracas	cuartel	barraca	N	N;FEM;PL
cuartel	barraca	cuartel	barraca	N	N;FEM;SG
cuartel	cuarteles	cuartel	cuartel	N	N;MASC;PL
cuartel	barracones	cuartel	barracón	N	N;MASC;PL
cuartel	cuartel	cuartel	cuartel	N	N;MASC;SG
calmo	calma	calmo	calma	N	N;FEM;SG
afecto	afecto	afecto	afecto	N	N;MASC;SG
afecto	cariño	afecto	cariño	N	N;MASC;SG
mineiros	mineros	mineiro	minero	N	N;MASC;PL
coide	mire	coidar	mirar	V	V;IMP;SG;3;FIN
coide	miren	coidar	mirar	V	V;IMP;PL;3;FIN
coide	mira	coidar	mirar	V	V;IMP;SG;2;FIN
coide	tomar	coidar	tomar	V	V;NFIN
coide	toma	coidar	tomar	V	V;IND;SG;3;PRS;FIN
coide	tome	coidar	tomar	V	V;IMP;SG;3;FIN
disparan	disparar	disparar	disparar	V	V;NFIN
disparan	dispara	disparar	disparar	V	V;IND;SG;3;PRS;FIN
disparan	disparen	disparar	disparar	V	V;IMP;PL;3;FIN
fianza	fianza	fianza	fianza	N	N;FEM;SG
mantas	mantas	manto	manta	N	N;FEM;PL
pálida	pálido	pálida	pálido	ADJ	ADJ;MASC;SG
pálida	pálida	pálida	pálido	ADJ	ADJ;FEM;SG
continúe	continúe	continuír	continuar	V	V;SBJV;SG;3;PRS;FIN
continúe	continúa	continuír	continuar	V	V;IND;SG;3;PRS;FIN
continúe	continuar	continuír	continuar	V	V;NFIN
fresca	fresh	frescar	fresh	N	N
fresca	cool	frescar	cool	N	N
levarei	tomar	levar	tomar	V	V;NFIN
levarei	toma	levar	tomar	V	V;IND;SG;3;PRS;FIN
levarei	tome	levar	tomar	V	V;IMP;SG;3;FIN
serpe	serpiente	serpe	serpiente	N	N;FEM;SG
serpe	culebra	serpe	culebra	N	N;FEM;SG
serpe	víbora	serpe	víbora	N	N;FEM;SG
serpe	snake	serpe	snake	N	N
serpe	serpiente	serpe	serpiente	N	N;FEM;SG
valen	están	valar	estar	V	V;IND;PL;3;PRS;FIN
proletarios	proletarios	proletario	proletario	N	N;MASC;PL
bebo	bebe	bebo	beber	N	N;MASC;SG
bebo	bebida	bebo	bebida	N	N;FEM;SG
dicides	dí	dicidir	dí	V	V;IND;SG;1;PST;FIN
dicides	decir	dicidir	decir	V	V;NFIN
dicides	diga	dicidir	decir	V	V;IMP;SG;3;FIN
paras	parada	para	parada	N	N;FEM;SG
abundancia	abundancia	abundancia	abundancia	N	N;FEM;SG
pelota	bola	pelota	bola	N	N;FEM;SG
pelota	balón	pelota	balón	N	N;MASC;SG
pelota	pelota	pelota	pelota	N	N;FEM;SG
pelota	ball	pelota	ball	N	N;MASC;SG
pagaron	pagó	pagar	pagar	V	V;IND;SG;3;PST;FIN
cheminea	chimenea	chemineo	chimenea	N	N;FEM;SG
cheminea	chimeneas	chemineo	chimenea	N	N;FEM;PL
criticar	critican	criticar	criticar	V	V;IND;PL;3;PRS;FIN
criticar	critica	criticar	criticar	V	V;IND;SG;3;PRS;FIN
criticar	criticar	criticar	criticar	V	V;NFIN
semellas	mirada	semella	mirada	N	N;FEM;SG
estragar	arruinar	estragar	arruinar	V	V;NFIN
patrulla	patrulla	patrulla	patrulla	N	N;FEM;SG
patrulla	patrullaje	patrulla	patrullaje	N	N;MASC;SG
patrulla	patrullas	patrulla	patrulla	N	N;FEM;PL
salta	jump	salta	jump	N	N
salta	salto	salta	salto	N	N;MASC;SG
traidores	traidores	traidor	traidor	N	N;MASC;PL
desexas	quieres	desexa	querer	V	V;IND;SG;2;PRS;FIN
desexas	quiero	desexa	querer	V	V;IND;SG;1;PRS;FIN
desexas	querer	desexa	querer	V	V;NFIN
desexas	quieren	desexa	querer	V	V;IND;PL;3;PRS;FIN
milicia	milicianos	milicia	miliciano	N	N;MASC;PL
milicia	milicia	milicia	milicia	N	N;FEM;SG
milicia	milicias	milicia	milicia	N	N;FEM;PL
morrese	morir	morrer	morir	V	V;NFIN
morrese	mueren	morrer	morir	V	V;IND;PL;3;PRS;FIN
morrese	muera	morrer	morir	V	V;IMP;SG;3;FIN
morrese	muere	morrer	morir	V	V;IND;SG;3;PRS;FIN
morrese	murió	morrer	morir	V	V;IND;SG;3;PST;FIN
morrese	murio	morrer	murio	V	V;IND;SG;1;PRS;FIN
morrese	murieron	morrer	morir	V	V;IND;PL;3;PST;FIN
serea	sirena	ser	sirena	N	N;FEM;SG
chamando	llamando	chamar	llamar	V	V;V.MSDR
chamando	llamar	chamar	llamar	V	V;NFIN
gustouche	hizo	gustouche	hacer	V	V;IND;SG;3;PST;FIN
gustouche	gustar	gustouche	gustar	V	V;NFIN
comerciantes	comerciantes	comerciante	comerciante	N	N;PL
comerciantes	comerciantes	comerciante	comerciante	N	N;PL
comerciantes	mercaderes	comerciante	mercader	N	N;MASC;PL
facela	make	facelar	maker	N	N
facela	her	facelar	her	N	N
varón	macho	varón	macho	N	N;MASC;SG
varón	varón	varón	varón	N	N;MASC;SG
varón	machos	varón	macho	N	N;MASC;PL
varón	muchacho	varón	muchacho	N	N;MASC;SG
varón	boy	varón	boy	N	N
varón	niño	varón	niño	N	N;MASC;SG
varón	chico	varón	chico	N	N;MASC;SG
probábel	improbable	probábel	improbable	ADJ	ADJ;SG
probábel	inverosímil	probábel	inverosímil	ADJ	ADJ;SG
indio	indios	indio	indio	N	N;MASC;PL
indio	indio	indio	indio	N	N;MASC;SG
indio	india	indio	india	N	N;FEM;SG
indio	hindú	indio	hindú	N	N;SG
liras	liras	lira	lira	N	N;FEM;PL
berce	cuna	berce	cuna	N	N;FEM;SG
berce	cunas	berce	cuna	N	N;FEM;PL
traficante	distribuidor	traficante	distribuidor	N	N;MASC;SG
traficante	comerciante	traficante	comerciante	N	N;SG
traficante	concesionario	traficante	concesionario	N	N;MASC;SG
benditos	bendita	bendito	bendita	N	N;FEM;SG
benditos	are	bendito	are	N	N
reféns	rehenes	refén	rehén	N	N;MASC;PL
dios	sake	dio	sake	N	N
dios	jesús	dio	jesú	N	N;MASC;SG
dios	jesus	dio	jesus	N	N
frota	flota	frota	flota	N	N;FEM;SG
frota	flotas	frota	flota	N	N;FEM;PL
celoso	celosos	celoso	celoso	ADJ	ADJ;MASC;PL
celoso	celoso	celoso	celoso	ADJ	ADJ;MASC;SG
celoso	celosa	celoso	celoso	ADJ	ADJ;FEM;SG
serventes	criados	servente	criado	ADJ	ADJ;MASC;PL;V.PTCP
seo	seo	seo	seo	N	N;MASC
mercadorías	productos	mercadoría	producto	N	N;MASC;PL
mercadorías	mercancías	mercadoría	mercancía	N	N;FEM;PL
mercadorías	bienes	mercadoría	bien	N	N;MASC;PL
mercadorías	mercancías	mercadoría	mercancía	N	N;FEM;PL
anano	enanos	anano	enano	N	N;MASC;PL
anano	enano	anano	enano	N	N;MASC;SG
anano	enana	anano	enana	N	N;FEM;SG
anano	man	anano	man	N	N
anano	hombre	anano	hombre	N	N;MASC;SG
gueto	gueto	gueto	gueto	N	N;MASC;SG
gueto	ghetto	gueto	ghetto	N	N;MASC;SG
esmeralda	esmeralda	esmeraldar	esmeralda	N	N;FEM;SG
dorne	dorne	dorne	dorne	N	N;SG
impulso	pulso	impulso	pulso	N	N;MASC;SG
corán	corán	corán	corar	N	N;MASC;SG
clínicas	clínicas	clínico	clínica	ADJ	ADJ;FEM;PL
clínicas	clínico	clínico	clínico	ADJ	ADJ;MASC;SG
rifles	fusil	rifle	fusil	N	N;MASC;SG
rifles	fusiles	rifle	fusil	N	N;MASC;PL
rifles	rifles	rifle	rifle	N	N;MASC;PL
lombo	espalda	lombo	espalda	N	N;FEM;SG
lombo	regreso	lombo	regreso	N	N;MASC;SG
procedemento	procedimiento	procedemento	procedimiento	N	N;MASC;SG
custo	coste	custo	coste	N	N;MASC;SG
custo	costo	custo	costo	N	N;MASC;SG
aforros	ahorros	aforro	ahorro	N	N;MASC;PL
aforros	economías	aforro	economía	N	N;FEM;PL
aforros	ahorro	aforro	ahorro	N	N;MASC;SG
previr	previene	previr	prevenir	V	V;IND;SG;3;PRS;FIN
previr	prevenir	previr	prevenir	V	V;NFIN
previr	impedir	previr	impedir	V	V;NFIN
chiste	broma	chistir	broma	N	N;FEM;SG
chiste	chiste	chistir	chiste	N	N;MASC;SG
tigre	tiger	tigre	tiger	N	N;SG
tigre	tigres	tigre	tigre	N	N;MASC;PL
tigre	tigre	tigre	tigre	N	N;MASC;SG
crecen	crecen	crecer	crecer	V	V;IND;PL;3;PRS;FIN
crecen	crecer	crecer	crecer	V	V;NFIN
crecen	crece	crecer	crecer	V	V;IND;SG;3;PRS;FIN
crecen	conseguir	crecer	conseguir	V	V;NFIN
crecen	consigue	crecer	conseguir	V	V;IND;SG;3;PRS;FIN
crecen	obtener	crecer	obtener	V	V;NFIN
crecen	obtenga	crecer	obtener	V	V;SBJV;SG;3;PRS;FIN
empezan	empezar	empezar	empezar	V	V;NFIN
tradución	traducción	tradución	traducción	N	N;FEM;SG
tradución	traducciones	tradución	traducción	N	N;FEM;PL
pintar	pintar	pintar	pintar	V	V;NFIN
colectivo	colectivo	colectivo	colectivo	N	N;MASC;SG
colectivo	colectividad	colectivo	colectividad	N	N;FEM;SG
colectivo	colectivos	colectivo	colectivo	N	N;MASC;PL
instintos	instintos	instinto	instinto	N	N;MASC;PL
instintos	instinto	instinto	instinto	N	N;MASC;SG
básicos	básica	básico	básico	ADJ	ADJ;FEM;SG
básicos	básicos	básico	básico	ADJ	ADJ;MASC;PL
básicos	básicas	básico	básico	ADJ	ADJ;FEM;PL
básicos	básico	básico	básico	ADJ	ADJ;MASC;SG
alimentación	alimentación	alimentación	alimentación	N	N;FEM;SG
alimentación	alimento	alimentación	alimento	N	N;MASC;SG
alimentación	alimentos	alimentación	alimento	N	N;MASC;PL
alimentación	comida	alimentación	comida	N	N;FEM;SG
alimentación	indumentaria	alimentación	indumentaria	N	N;FEM;SG
alimentación	ropa	alimentación	ropa	N	N;FEM;SG
alimentación	vestimenta	alimentación	vestimenta	N	N;FEM;SG
loitas	lucha	loita	lucha	N	N;FEM;SG
loitas	luchas	loita	lucha	N	N;FEM;PL
loitas	pelea	loita	pelea	N	N;FEM;SG
loitas	fight	loita	fight	N	N
loitas	lucha	loita	lucha	N	N;FEM;SG
bunker	bunker	bunker	bunker	N	N;MASC;SG
bunker	búnker	bunker	búnker	N	N;MASC;SG
bunker	bunkers	bunker	bunker	N	N;MASC;PL
favorito	favoritos	favorito	favorito	N	N;MASC;PL
favorito	favorita	favorito	favorita	N	N;FEM;SG
favorito	favoritas	favorito	favorita	N	N;FEM;PL
básico	básica	básico	básico	ADJ	ADJ;FEM;SG
básico	básicos	básico	básico	ADJ	ADJ;MASC;PL
básico	básicas	básico	básico	ADJ	ADJ;FEM;PL
básico	básico	básico	básico	ADJ	ADJ;MASC;SG
defensores	defensores	defensor	defensor	N	N;MASC;PL
axencias	organismos	axencia	organismo	N	N;MASC;PL
axencias	agencias	axencia	agencia	N	N;FEM;PL
axencias	agencia	axencia	agencia	N	N;FEM;SG
axencias	agency	axencia	agency	N	N
pausa	pausa	pausa	pausa	N	N;FEM;SG
celas	células	cela	célula	N	N;FEM;PL
celas	celdas	cela	celda	N	N;FEM;PL
alfombra	alfombra	alfombra	alfombra	N	N;FEM;SG
alfombra	tapete	alfombra	tapete	N	N;MASC;SG
alfombra	alfombra	alfombra	alfombra	N	N;FEM;SG
alfombra	moqueta	alfombra	moqueta	N	N;FEM;SG
alfombra	tapete	alfombra	tapete	N	N;MASC;SG
visións	visiones	visión	visión	N	N;FEM;PL
reacciona	responde	reaccionar	responder	V	V;IND;SG;3;PRS;FIN
reacciona	reacciona	reaccionar	reaccionar	V	V;IND;SG;3;PRS;FIN
conceptos	conceptos	concepto	concepto	N	N;MASC;PL
conceptos	nociones	concepto	noción	N	N;FEM;PL
xenéticas	genéticas	xenético	genético	ADJ	ADJ;FEM;PL
xenéticas	genética	xenético	genético	ADJ	ADJ;FEM;SG
xenéticas	genético	xenético	genético	ADJ	ADJ;MASC;SG
xenéticas	genéticos	xenético	genético	ADJ	ADJ;MASC;PL
confuso	lost	confuso	lost	N	N
empregar	usar	empregar	usar	V	V;NFIN
empregar	utilizar	empregar	utilizar	V	V;NFIN
oposición	oposiciones	oposición	oposición	N	N;FEM;PL
oposición	opositores	oposición	opositor	N	N;MASC;PL
oposición	oposición	oposición	oposición	N	N;FEM;SG
agochados	escondiendo	agochar	esconder	V	V;V.MSDR
agochados	ocultar	agochar	ocultar	V	V;NFIN
agochados	ocultando	agochar	ocultar	V	V;V.MSDR
buraco	agujero	buraco	agujero	N	N;MASC;SG
buraco	hole	buraco	hole	N	N;MASC;SG
buraco	hueco	buraco	hueco	N	N;MASC;SG
buraco	hoyo	buraco	hoyo	N	N;MASC;SG
inevitable	inevitable	inevitable	inevitable	ADJ	ADJ;SG
inevitable	inevitables	inevitable	inevitable	ADJ	ADJ;PL
elevado	alto	elevado	alto	ADJ	ADJ;MASC;SG
elevado	elevada	elevado	elevado	ADJ	ADJ;FEM;SG;V.PTCP
elevado	alta	elevado	alto	ADJ	ADJ;FEM;SG
direccións	direction	dirección	direction	N	N;PL
direccións	dirección	dirección	dirección	N	N;FEM;SG
situacións	situaciones	situación	situación	N	N;FEM;PL
odia	odiar	odia	odiar	V	V;NFIN
odia	odia	odia	odiar	V	V;IND;SG;3;PRS;FIN
afectan	afectan	afectar	afectar	V	V;IND;PL;3;PRS;FIN
afectan	afecta	afectar	afectar	V	V;IND;SG;3;PRS;FIN
afectan	afectar	afectar	afectar	V	V;NFIN
facerte	hacer	facerte	hacer	V	V;NFIN
continúan	continúe	continuar	continuar	V	V;SBJV;SG;3;PRS;FIN
continúan	continúa	continuar	continuar	V	V;IND;SG;3;PRS;FIN
