弾道	trajektorii	弾道	trajektoria	N	N;GEN;FEM;SG
プロポーズ	zaproponować	プロポーズ	zaproponować	V	V;PFV;NFIN;ACT
サザン	southern	サザン	southerny	N	N;NOM;MASC;SG
図形	geometria	図形	geometria	N	N;NOM;FEM;SG
図形	geometrii	図形	geometria	N	N;GEN;FEM;SG
図形	kształt	図形	kształt	N	N;NOM;MASC;SG
図形	kształtu	図形	kształt	N	N;GEN;MASC;SG
おば	cioci	おば	ciocia	N	N;GEN;FEM;SG
おば	ciocia	おば	ciocia	N	N;NOM;FEM;SG
おば	ciotka	おば	ciotka	N	N;NOM;FEM;SG
おば	ciotki	おば	ciotka	N	N;NOM;FEM;SG
視線	spojrzenie	視線	spojrzenie	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ベイビー	dziecko	ベイビー	dziecko	N	N;NOM;NEUT;SG
ベイビー	kochanie	ベイビー	kochanie	N	N;NOM;NEUT;SG
参事官	radnych	参事官	radny	N	N;GEN;MASC;PL
参事官	radny	参事官	radny	N	N;NOM;MASC;SG
参事官	radny	参事官	radny	N	N;NOM;MASC;SG
トレーラー	przyczepa	トレーラー	przyczepa	N	N;NOM;FEM;SG
トレーラー	przyczepę	トレーラー	przyczepa	N	N;ACC;FEM;SG
トレーラー	zwiastun	トレーラー	zwiastun	N	N;NOM;MASC;SG
コロシアム	coliseum	コロシアム	coliseum	N	N;NOM;MASC;SG
ゴールキーパー	bramkarz	ゴールキーパー	bramkarz	N	N;NOM;MASC;SG
条文	postanowienia	条文	postanowienie	N	N;NOM;NEUT;PL
条文	przepisy	条文	przepis	N	N;NOM;MASC;PL
ごみ	miot	ごみ	miot	N	N;NOM;MASC;SG
ごみ	śmieci	ごみ	śmieć	N	N;ACC;MASC;PL
ごみ	śmieci	ごみ	śmieć	N	N;ACC;MASC;PL
ごみ	śmieć	ごみ	śmieć	N	N;NOM;MASC;SG
ハーブ	herb	ハーブ	herb	N	N;NOM;MASC;SG
ハーブ	zioło	ハーブ	zioło	N	N;NOM;NEUT;SG
ハーブ	zioła	ハーブ	zioło	N	N;NOM;NEUT;PL
ハーブ	ziół	ハーブ	ziół	N	N;GEN;FEM;PL
フェンダー	zderzak	フェンダー	zderzak	N	N;NOM;MASC;SG
ジョーク	dowcip	ジョーク	dowcip	N	N;NOM;MASC;SG
ジョーク	dowcipy	ジョーク	dowcip	N	N;NOM;MASC;PL
ジョーク	żarty	ジョーク	żart	N	N;NOM;MASC;PL
ジョーク	kawały	ジョーク	kawać	N	N;NOM;MASC;PL
クロス	crossover	クロス	crossover	N	N;NOM;MASC;SG
コウモリ	kij	コウモリ	kij	N	N;NOM;MASC;SG
コウモリ	nietoperz	コウモリ	nietoperz	N	N;NOM;MASC;SG
コウモリ	nietoperze	コウモリ	nietoper	N	N;NOM;MASC;PL
コウモリ	kije	コウモリ	kij	N	N;NOM;MASC;PL
バール	bar	バール	bar	N	N;NOM;MASC;SG
ユーモア	humoru	ユーモア	humor	N	N;GEN;MASC;SG
ユーモア	humor	ユーモア	humor	N	N;NOM;MASC;SG
ユーモア	humoru	ユーモア	humor	N	N;GEN;MASC;SG
ユーモア	humor	ユーモア	humor	N	N;NOM;MASC;SG
溶液	rozwiązanie	溶液	rozwiązanie	N	N;NOM;NEUT;SG
溶液	roztwór	溶液	roztwór	N	N;NOM;MASC;SG
溶液	rozwiązania	溶液	rozwiązanie	N	N;NOM;NEUT;PL
転覆	obalić	転覆	obalić	V	V;PFV;NFIN;ACT
ナシ	gruszka	ナシ	gruszka		
ナシ	gruszki	ナシ	gruszki		
総局	dyrekcja	総局	dyrekcja	N	N;NOM;FEM;SG
コンポーネント	element	コンポーネント	element	N	N;NOM;MASC;SG
コンポーネント	komponent	コンポーネント	komponent	N	N;NOM;MASC;SG
コンポーネント	składnik	コンポーネント	składnik	N	N;NOM;MASC;SG
コンポーネント	podzespoły	コンポーネント	podzespoły	N	N;NOM;MASC;PL
コンポーネント	komponenty	コンポーネント	komponent	N	N;NOM;MASC;PL
聴覚	słuch	聴覚	słuch	N	N;NOM;MASC;SG
聴覚	rozprawa	聴覚	rozprawa	N	N;NOM;FEM;SG
聴覚	słuchu	聴覚	słuch	N	N;GEN;MASC;SG
聴覚	przesłuchanie	聴覚	przesłuchanie	N	N;NOM;NEUT;SG
簡潔	zwięzłe	簡潔	zwięzły	ADJ	ADJ;NOM;NEUT;SG
トリガー	zapalnik	トリガー	zapalnik	N	N;ACC;MASC;SG
プランニング	planowania	プランニング	planowanie	N	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
プランニング	planowanie	プランニング	planować	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
曲面	powierzchnię	曲面	powierzchnia	N	N;ACC;FEM;SG
曲面	powierzchni	曲面	powierzchnia	N	N;GEN;FEM;SG
曲面	powierzchnia	曲面	powierzchnia	N	N;NOM;FEM;SG
煉瓦	cegieł	煉瓦	cegieł		
煉瓦	cegły	煉瓦	cegły		
煉瓦	brick	煉瓦	brick		
煉瓦	cegły	煉瓦	cegły		
薬剤師	farmaceuty	薬剤師	farmaceut	N	N;GEN;MASC;SG
ミーティング	zebrania	ミーティング	zebraniać	N	N;NOM;NEUT;SG
ミーティング	spotkania	ミーティング	spotkanie	N	N;NOM;NEUT;PL
ミーティング	spotkań	ミーティング	spotkanie	N	N;GEN;NEUT;PL
ミーティング	posiedzenia	ミーティング	posiedzenie	N	N;NOM;NEUT;SG
ミーティング	spotkania	ミーティング	spotkanie	N	N;NOM;NEUT;PL
ミーティング	posiedzenie	ミーティング	posiedzenie	N	N;NOM;NEUT;SG
ミーティング	zebranie	ミーティング	zebranie	N	N;NOM;NEUT;SG
ミーティング	spotkanie	ミーティング	spotkanie	N	N;NOM;NEUT;SG
カーペット	dywany	カーペット	dywać	N	N;NOM;MASC;PL
カーペット	dywan	カーペット	dywan	N	N;NOM;MASC;SG
カーペット	dywany	カーペット	dywać	N	N;NOM;MASC;PL
カビ	formy	カビ	forma	N	N;ACC;FEM;PL
地層	warstwa	地層	warstwa	N	N;NOM;FEM;SG
乗り物	pojazdy	乗り物	pojazd	N	N;NOM;MASC;PL
乗り物	pojazd	乗り物	pojazd	N	N;NOM;MASC;SG
乗り物	pojazdy	乗り物	pojazd	N	N;NOM;MASC;PL
乗り物	nośnik	乗り物	nośnik	N	N;NOM;MASC;SG
乗り物	pojazdu	乗り物	pojazd	N	N;GEN;MASC;SG
暖房	ogrzewanie	暖房	ogrzewanie	N	N;NOM;NEUT;SG
数量	ilości	数量	ilość	N	N;GEN;FEM;SG
数量	ilości	数量	ilość	N	N;GEN;FEM;SG
数量	ilość	数量	ilość	N	N;NOM;FEM;SG
倍	skalowanie	倍	skalować	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
倍	powiększenie	倍	powiększyć	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
エメラルド	szmaragdy	エメラルド	szmaragd	N	N;NOM;MASC;PL
コックピット	kokpicie	コックピット	kokpić	N	N;ACC;MASC;SG
匂い	zapach	匂い	zapach	N	N;NOM;MASC;SG
精神病	psychoza	精神病	psychozać	N	N;NOM;FEM;SG
リハーサル	próba	リハーサル	próba	N	N;NOM;FEM;SG
リハーサル	próbę	リハーサル	próba	N	N;ACC;FEM;SG
アスファルト	asfalt	アスファルト	asfalt	N	N;NOM;MASC;SG
祝う	uczcić	祝う	uczcić	V	V;PFV;NFIN;ACT
祝う	świętować	祝う	świętować	V	V;IPFV;NFIN;ACT
サラダ	sałatki	サラダ	sałatka	N	N;ACC;FEM;PL
サラダ	sałaty	サラダ	sałata	N	N;GEN;FEM;SG
サラダ	sałata	サラダ	sałata	N	N;NOM;FEM;SG
サラダ	sałatki	サラダ	sałatka	N	N;ACC;FEM;PL
サラダ	sałatka	サラダ	sałatka	N	N;NOM;FEM;SG
制動	hamowania	制動	hamować	N	N;GEN;NEUT;SG
制動	hamowanie	制動	hamować	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ドーピング	doping	ドーピング	doping	N	N;NOM;MASC;SG
十字路	skrzyżowania	十字路	skrzyżowanie	N	N;NOM;NEUT;SG
十字路	skrzyżowaniu	十字路	skrzyżowanie	N	N;DAT;NEUT;SG
ひどい	straszne	ひどい	straszny	ADJ	ADJ;NOM;NEUT;SG
ひどい	straszna	ひどい	straszny	ADJ	ADJ;NOM;FEM;SG
ひどい	straszny	ひどい	straszny	ADJ	ADJ;NOM;MASC;SG
ババ	baba	ババ	baba	N	N;NOM;FEM;SG
ババ	babę	ババ	baba	N	N;ACC;FEM;SG
スペシャリスト	specjalista	スペシャリスト	specjalista	N	N;NOM;MASC;SG
軍備	uzbrojenie	軍備	uzbrojenie	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
パワフル	potężne	パワフル	potężny	ADJ	ADJ;NOM;NEUT;SG
パワフル	potężna	パワフル	potężny	ADJ	ADJ;NOM;FEM;SG
パワフル	potężny	パワフル	potężny	ADJ	ADJ;NOM;MASC;SG
パワフル	mocne	パワフル	mocny	ADJ	ADJ;NOM;NEUT;SG
放射能	radioaktywności	放射能	radioaktywność	N	N;GEN;FEM;SG
泣く	płakać	泣く	płakać	V	V;IPFV;NFIN;ACT
泣く	płakać	泣く	płakać	V	V;IPFV;NFIN;ACT
泣く	płacze	泣く	płakać	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
観念	pomysł	観念	pomysł	N	N;NOM;MASC;SG
観念	idea	観念	idea	N	N;NOM;FEM;SG
叫ぶ	krzyczeć	叫ぶ	krzyczeć	V	V;IPFV;NFIN;ACT
叫ぶ	krzycz	叫ぶ	krzycz	V	V;IPFV;IMP;SG;2;FIN;ACT
嘱託	zlecenie	嘱託	zlecenie	N	N;NOM;NEUT;SG
嘱託	uruchomienie	嘱託	uruchomienie	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
マンガン	manganu	マンガン	mangan	N	N;NOM;MASC;SG
教訓	lekcja	教訓	lekcja	N	N;NOM;FEM;SG
ハト	gołębie	ハト	gołąb	N	N;NOM;MASC;PL
ハト	gołębi	ハト	gołąb	N	N;ACC;MASC;PL
ハト	gołębie	ハト	gołąb	N	N;NOM;MASC;PL
ハト	gołębia	ハト	gołąb	N	N;ACC;MASC;SG
ハト	gołąb	ハト	gołąb	N	N;NOM;MASC;SG
スモール	małych	スモール	mały	N	N;GEN;MASC;PL
給料	pensja	給料	pensja	N	N;NOM;FEM;SG
給料	zarobki	給料	zarobek	N	N;NOM;MASC;PL
給料	wynagrodzenie	給料	wynagrodzenie	N	N;NOM;NEUT;SG;POS;V.MSDR
給料	wynagrodzenia	給料	wynagrodzić	N	N;NOM;NEUT;SG
打楽器	perkusja	打楽器	perkusja	N	N;NOM;FEM;SG
肩書	tytuł	肩書	tytuł	N	N;ACC;MASC;SG
肩書	tytuł	肩書	tytuł	N	N;ACC;MASC;SG
コンペティション	rywalizacja	コンペティション	rywalizacja	N	N;NOM;FEM;SG
コンペティション	zawody	コンペティション	zawód	N	N;NOM;MASC;PL
コンペティション	konkurencja	コンペティション	konkurencja	N	N;NOM;FEM;SG
コンペティション	konkurs	コンペティション	konkurs	N	N;NOM;MASC;SG
コンペティション	konkurencji	コンペティション	konkurencja	N	N;GEN;FEM;SG
ドリンク	napój	ドリンク	napój	N	N;NOM;MASC;SG
ドリンク	napoje	ドリンク	napój	N	N;NOM;MASC;PL
ドリンク	napojów	ドリンク	napój	N	N;GEN;MASC;PL
子宮	łonie	子宮	łonąć	N	N;GEN;FEM;SG
子宮	łono	子宮	łono	N	N;NOM;NEUT;SG
航法	nawigacji	航法	nawigacja	N	N;GEN;FEM;SG
航法	nawigacja	航法	nawigacja	N	N;NOM;FEM;SG
下水道	kanałach	下水道	kanał	N	N;GEN;MASC;PL
下水道	ścieki	下水道	ściek	N	N;NOM;MASC;PL
贈り物	prezentów	贈り物	prezent	N	N;GEN;MASC;PL
贈り物	prezenty	贈り物	prezent	N	N;NOM;MASC;PL
贈り物	prezentu	贈り物	prezent	N	N;GEN;MASC;SG
贈り物	podarunek	贈り物	podarunek	N	N;ACC;MASC;SG
贈り物	prezent	贈り物	prezent	N	N;NOM;MASC;SG
贈り物	dar	贈り物	dar	N	N;NOM;MASC;SG
贈り物	prezenty	贈り物	prezent	N	N;NOM;MASC;PL
オペレーション	operacji	オペレーション	operacja	N	N;GEN;FEM;SG
オペレーション	operacje	オペレーション	operacja	N	N;NOM;FEM;PL
オペレーション	funkcjonowanie	オペレーション	funkcjonowanie	N	N;NOM;NEUT;SG
オペレーション	operacja	オペレーション	operacja	N	N;NOM;FEM;SG
オペレーション	działanie	オペレーション	działać	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
オペレーション	operacje	オペレーション	operacja	N	N;NOM;FEM;PL
小麦	pszenica	小麦	pszenica	N	N;NOM;FEM;SG
小麦	pszenicy	小麦	pszenica	N	N;GEN;FEM;SG
物事	rzeczy	物事	rzecz	N	N;ACC;FEM;PL
ノンストップ	nonstop	ノンストップ	nonstop		
パレット	palety	パレット	paleta	N	N;ACC;FEM;PL
フューチャー	przyszłości	フューチャー	przyszłość	N	N;DAT;FEM;SG
フューチャー	przyszłość	フューチャー	przyszłość	N	N;NOM;FEM;SG
狂気	szaleństwo	狂気	szaleństwo	N	N;NOM;NEUT;SG
狂気	obłęd	狂気	obłęd	N	N;NOM;MASC;SG
狂気	szaleństwo	狂気	szaleństwo	N	N;NOM;NEUT;SG
狂気	szaleństwa	狂気	szaleństwo	N	N;GEN;NEUT;SG
狂気	obłęd	狂気	obłęd	N	N;NOM;MASC;SG
狂気	szaleństwo	狂気	szaleństwo	N	N;NOM;NEUT;SG
狂気	szaleństwa	狂気	szaleństwo	N	N;GEN;NEUT;SG
狂気	obłęd	狂気	obłęd	N	N;NOM;MASC;SG
懸賞	loterii	懸賞	loteria	N	N;GEN;FEM;SG
懸賞	nagrody	懸賞	nagroda	N	N;NOM;FEM;PL
ストーカー	prześladowanie	ストーカー	prześladowanie	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ストーカー	prześladowca	ストーカー	prześladowca	N	N;NOM;MASC;SG
ロバ	osły	ロバ	osły	N	N;NOM;MASC;PL
ロバ	osioł	ロバ	osioł	N	N;NOM;MASC;SG
村落	wioski	村落	wioska	N	N;ACC;FEM;SG
村落	wiosce	村落	wioska	N	N;DAT;FEM;SG
村落	wioska	村落	wioska	N	N;NOM;FEM;SG
村落	village	村落	village	N	N;NOM;MASC;SG
村落	wioski	村落	wioska	N	N;ACC;FEM;SG
村落	wieś	村落	wieś	N	N;NOM;FEM;SG
生態	ekosystemu	生態	ekosystem	N	N;GEN;MASC;SG
生態	ekosystemy	生態	ekosystema	N	N;INS;MASC;PL
生態	ekosystemów	生態	ekosystem	N	N;GEN;MASC;PL
かわいい	śliczna	かわいい	śliczny	ADJ	ADJ;NOM;FEM;SG
かわいい	słodkie	かわいい	słodki	ADJ	ADJ;NOM;NEUT;SG
モニュメント	pomnik	モニュメント	pomnik	N	N;ACC;MASC;SG
ジャッジ	sędziego	ジャッジ	sędzia	N	N;ACC;MASC;SG
ジャッジ	sędzia	ジャッジ	sędzia	N	N;NOM;MASC;SG
覚書	memorandum	覚書	memorandum	N	N;NOM;NEUT;SG
サンダー	grzmot	サンダー	grzmot	N	N;NOM;MASC;SG
紅茶	herbaty	紅茶	herbata	N	N;GEN;FEM;PL
紅茶	herbatka	紅茶	herbatka	N	N;NOM;FEM;SG
紅茶	herbata	紅茶	herbata	N	N;NOM;FEM;SG
ハイライト	wyróżnienie	ハイライト	wyróżnienie	N	N;NOM;NEUT;SG
ハイライト	podkreślenie	ハイライト	podkreślenie	N	N;NOM;NEUT;SG
マシーン	automat	マシーン	automat	N	N;NOM;MASC;SG
マシーン	maszyny	マシーン	maszyna	N	N;ACC;FEM;PL
マシーン	maszyna	マシーン	maszyna	N	N;NOM;FEM;SG
船首	łuk	船首	łuk	N	N;NOM;MASC;SG
暗闇	mroku	暗闇	mrok	N	N;GEN;MASC;SG
暗闇	ciemności	暗闇	ciemność	N	N;GEN;FEM;SG
暗闇	ciemność	暗闇	ciemność	N	N;NOM;FEM;SG
暗闇	mrok	暗闇	mrok	N	N;NOM;MASC;SG
