من	от	مِن	от	ADP	ADP
الخلق	създаването	خَلق	създаване	N;NOM;DEF;SG	N;DEF;NEUT;SG
جنوبية	южна	جَنُوبِيّ	южен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
محلي	локална	مَحَلِّيّ	локален	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
محلي	местна	مَحَلِّيّ	местен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
بوصة	сантиметър	بُوصَة	сантиметър	N;NOM;INDF;SG	N;INDF;MASC;SG
بوصة	инч	بُوصَة	инч	N;NOM;INDF;SG	N;INDF;MASC;SG
بوصة	инча	بُوصَة	инча	N;NOM;INDF;SG	N;INDF;MASC;SG
بوصة	см	بُوصَة	сантиметър	N;NOM;INDF;SG	N;INDF;MASC;SG
المولد	генераторът	مَولِد	генератор	N;NOM;DEF;SG	N;DEF;MASC;SG
مساحات	помещения	مَسَّاحَة	помещение	N;NOM;INDF;PL	N;INDF;NEUT;PL
مساحات	пространства	مَسَّاحَة	пространство	N;NOM;INDF;PL	N;INDF;NEUT;PL
الارتباط	годежът	اِرتِبَاط	годеж	N;NOM;DEF;SG	N;DEF;MASC;SG
سواحل	брегове	سَاحِل	бряг	N;NOM;INDF;PL	N;INDF;MASC;PL
سيئة	лоша	سَيِّئ	лош	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
سيئة	лош	سَيِّئ	лош	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
الجدران	стените	جِدَار	стена	N;NOM;DEF;PL	N;DEF;FEM;PL
مميز	специална	مُمَيَّز	специален	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
مميز	специален	مُمَيَّز	специален	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
عالميا	световна	عَالَمِيّ	световен	ADJ;ACC;INDF;MASC;SG	ADJ;INDF;FEM;SG
عالميا	глобална	عَالَمِيّ	глобален	ADJ;ACC;INDF;MASC;SG	ADJ;INDF;FEM;SG
عالميا	глобален	عَالَمِيّ	глобален	ADJ;ACC;INDF;MASC;SG	ADJ;INDF;MASC;SG
الوثيقة	документа	وَثِيقَة	документ	N;NOM;DEF;SG	N;DEF;MASC;SG
الوثيقة	документът	وَثِيقَة	документ	N;NOM;DEF;SG	N;DEF;MASC;SG
عينة	мостра	عَيِّنَة	мостра	N;NOM;INDF;SG	N;INDF;FEM;SG
عينة	проба	عَيِّنَة	проба	N;NOM;INDF;SG	N;INDF;FEM;SG
عينة	извадка	عَيِّنَة	извадка	N;NOM;INDF;SG	N;INDF;FEM;SG
ممتازة	отличен	مُمتَاز	отличен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
رقمية	дигитален	رَقَمِيّ	дигитален	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
رقمية	цифрова	رَقَمِيّ	цифров	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
غابة	форест	غَابَة	форест	N;NOM;INDF;SG	N;INDF;MASC;SG
غابة	гора	غَابَة	гора	N;NOM;INDF;SG	N;INDF;FEM;SG
غابة	джунгла	غَابَة	джунгла	N;NOM;INDF;SG	N;INDF;FEM;SG
ادارة	мениджмънт	إِدَارَة	мениджмънт	N;NOM;INDF;SG	N;INDF;MASC;SG
ادارة	управление	إِدَارَة	управление	N;NOM;INDF;SG	N;INDF;NEUT;SG
ذراع	ръка	ذِرَاع	ръка	N;NOM;INDF;SG	N;INDF;FEM;SG
ناتج	продукция	نَاتِج	продукция	N;NOM;INDF;SG	N;INDF;FEM;SG
ناتج	изход	نَاتِج	изход	N;NOM;INDF;SG	N;INDF;MASC;SG
قصف	бомбардировка	قَصف	бомбардировка	N;NOM;INDF;SG	N;INDF;FEM;SG
قصف	бомбардировка	قَصف	бомбардировка	N;NOM;INDF;SG	N;INDF;FEM;SG
قصف	атентат	قَصف	атентат	N;NOM;INDF;SG	N;INDF;MASC;SG
اعتقال	арест	اِعتِقَال	арест	N;NOM;INDF;SG	N;INDF;MASC;SG
عملة	валута	عُملَة	валута	N;NOM;INDF;SG	N;INDF;FEM;SG
عملة	монета	عُملَة	монета	N;NOM;INDF;SG	N;INDF;FEM;SG
النوعية	качеството	نَوعِيَّة	качество	N;NOM;DEF;SG	N;DEF;NEUT;SG
رؤوس	ези	رَأس	ези	N;NOM;INDF;PL	N;INDF;MASC;PL
رؤوس	глави	رَأس	глава	N;NOM;INDF;PL	N;INDF;FEM;PL
يغطي	обхваща	غَطَّى	обхващам	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
حافة	ръб	حَافّ	ръб	N;NOM;INDF;SG	N;INDF;MASC;SG
خارطة	карта	خَارِطَة	карта	N;NOM;INDF;SG	N;INDF;FEM;SG
صيانة	поддръжка	صِيَانَة	поддръжка	N;NOM;INDF;SG	N;INDF;FEM;SG
صيانة	поддържане	صِيَانَة	поддържане	N;NOM;INDF;SG	N;INDF;NEUT;SG
سمعت	чул	سَمَع	чуя	V;PFV;FEM;SG;3;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
لتر	литър	لِتر	литър	N;NOM;INDF;SG	N;INDF;MASC;SG
المجرات	галактиките	مَجرَة	галактика	N;NOM;DEF;PL	N;DEF;FEM;PL
كلب	куче	كُلب	куче	N;NOM;INDF;SG	N;INDF;NEUT;SG
كلب	дог	كُلب	дог	N;NOM;INDF;SG	N;INDF;MASC;SG
الفك	челюстта	فِكّ	челюст	N;NOM;DEF;SG	N;DEF;FEM;SG
المصنع	фабриката	مَصنَع	фабрика	N;NOM;DEF;SG	N;DEF;FEM;SG
قنبلة	бомба	قُنبُلَة	бомба	N;NOM;INDF;SG	N;INDF;FEM;SG
تحضير	подготовка	تَحضِير	подготовка	N;NOM;INDF;SG	N;INDF;FEM;SG
تحضير	препарат	تَحضِير	препарам-(се)	N;NOM;INDF;SG	N;INDF;MASC;SG
تحضير	приготвяне	تَحضِير	приготвяне	N;NOM;INDF;SG	N;INDF;NEUT;SG
تحضير	подготовка	تَحضِير	подготовка	N;NOM;INDF;SG	N;INDF;FEM;SG
تحضير	приготвяне	تَحضِير	приготвяне	N;NOM;INDF;SG	N;INDF;NEUT;SG
ضعيف	слаб	ضَعِيف	слаб	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
ضعيف	слаба	ضَعِيف	слаб	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
انسحاب	отстъпление	اِنسِحَاب	отстъпление	N;NOM;INDF;SG	N;INDF;NEUT;SG
تغييرات	промени	تَغيِير	промяна	N;NOM;INDF;PL	N;INDF;FEM;PL
تغييرات	изменения	تَغيِير	изменение	N;NOM;INDF;PL	N;INDF;NEUT;PL
دبابات	резервоари	دَبَّابَة	резервоар	N;NOM;INDF;PL	N;INDF;MASC;PL
دبابات	танкове	دَبَّابَة	танк	N;NOM;INDF;PL	N;INDF;MASC;PL
دبابات	цистерни	دَبَّابَة	цистерн	N;NOM;INDF;PL	N;INDF;FEM;PL
الراديو	радиото	رَادِيُو	радио	N;NOM;DEF;SG	N;DEF;NEUT;SG
الكلب	кучето	كُلب	куче	N;NOM;DEF;SG	N;DEF;NEUT;SG
القطاعات	секторите	قِطَاع	сектор	N;NOM;DEF;PL	N;DEF;MASC;PL
الساعات	часовниците	سَاعَة	часовник	N;NOM;DEF;PL	N;DEF;MASC;PL
الساعات	часовниците	سَاعَة	часовник	N;NOM;DEF;PL	N;DEF;MASC;PL
رسام	художничка	رَسَّام	художничка	N;NOM;INDF;SG	N;INDF;FEM;SG
رسام	художник	رَسَّام	художник	N;NOM;INDF;SG	N;INDF;MASC;SG
الفصول	класовете	فَصل	клас	N;NOM;DEF;PL	N;DEF;MASC;PL
الفصول	сезоните	فَصل	сезон	N;NOM;DEF;PL	N;DEF;MASC;PL
ممر	коридор	مَمَرّ	коридор	N;NOM;INDF;SG	N;INDF;MASC;SG
مواصفات	спецификации	مُوَاصَفَة	спецификация	N;NOM;INDF;PL	N;INDF;FEM;PL
مواصفات	спецификации	مُوَاصَفَة	спецификация	N;NOM;INDF;PL	N;INDF;FEM;PL
نظير	изотоп	نَظِير	изотоп	N;NOM;INDF;SG	N;INDF;MASC;SG
لشبونة	лисабон	لشبونة	лисабон	N;NOM;INDF;SG	N;INDF;MASC;SG
جنوبا	южен	جَنُوب	южен	N;ACC;INDF;SG	N;INDF;MASC;SG
جنوبا	юг	جَنُوب	юг	N;ACC;INDF;SG	N;INDF;MASC;SG
القيامة	възкресението	قِيَامَة	възкресение	N;NOM;DEF;SG	N;DEF;NEUT;SG
نشط	активна	نَشِط	активна	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
نشط	активен	نَشِط	активен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
ذيل	опашка	ذَيل	опашка	N;NOM;INDF;SG	N;INDF;FEM;SG
موضوعات	теми	موضوعات	тема	N;NOM;INDF;PL	N;INDF;FEM;PL
موضوعات	теми	موضوعات	тема	N;NOM;INDF;PL	N;INDF;FEM;PL
موضوعات	субекти	موضوعات	субект	N;NOM;INDF;PL	N;INDF;MASC;PL
موضوعات	поданици	موضوعات	поданик	N;NOM;INDF;PL	N;INDF;MASC;PL
موضوعات	теми	موضوعات	тема	N;NOM;INDF;PL	N;INDF;FEM;PL
موضوعات	обекти	موضوعات	обект	N;NOM;INDF;PL	N;INDF;MASC;PL
حزمة	опаковка	حُزمَة	опаковка	N;NOM;INDF;SG	N;INDF;FEM;SG
حزمة	глутница	حُزمَة	глутница	N;NOM;INDF;SG	N;INDF;FEM;SG
حزمة	пакет	حُزمَة	пакет	N;NOM;INDF;SG	N;INDF;MASC;SG
حزمة	пачка	حُزمَة	пачка	N;NOM;INDF;SG	N;INDF;FEM;SG
حزمة	сноп	حُزمَة	сноп	N;NOM;INDF;SG	N;INDF;MASC;SG
حزمة	пратка	حُزمَة	пратка	N;NOM;INDF;SG	N;INDF;FEM;SG
حزمة	пакет	حُزمَة	пакет	N;NOM;INDF;SG	N;INDF;MASC;SG
حزمة	опаковка	حُزمَة	опаковка	N;NOM;INDF;SG	N;INDF;FEM;SG
شرقية	ориенталски	شَرقِيّ	ориенталски	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
شرقية	източна	شَرقِيّ	източен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
مظهر	появяване	مَظهَر	появяване	N;NOM;INDF;SG	N;INDF;NEUT;SG
مظهر	поява	مَظهَر	поява	N;NOM;INDF;SG	N;INDF;FEM;SG
وقود	гориво	وَقُود	гориво	N;NOM;INDF;SG	N;INDF;NEUT;SG
مصالح	интереси	مَصلَحَة	интерес	N;NOM;INDF;PL	N;INDF;MASC;PL
شرقا	изток	شِرق	изток	N;ACC;INDF;SG	N;INDF;MASC;SG
رائحة	мирис	رَائِحَة	мирис	N;NOM;INDF;SG	N;INDF;MASC;SG
رائحة	миризма	رَائِحَة	миризма	N;NOM;INDF;SG	N;INDF;FEM;SG
رائحة	аромат	رَائِحَة	аромат	N;NOM;INDF;SG	N;INDF;MASC;SG
رائحة	ухание	رَائِحَة	ухание	N;NOM;INDF;SG	N;INDF;NEUT;SG
رائحة	миризма	رَائِحَة	миризма	N;NOM;INDF;SG	N;INDF;FEM;SG
رائحة	мирис	رَائِحَة	мирис	N;NOM;INDF;SG	N;INDF;MASC;SG
صنعت	направена	صَنَع	направя-(се)	V;PFV;FEM;SG;3;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
صنعت	направено	صَنَع	направя-(се)	V;PFV;FEM;SG;3;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
صنعت	направен	صَنَع	направя-(се)	V;PFV;FEM;SG;3;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
غطاء	прикритие	غِطَاء	прикритие	N;NOM;INDF;SG	N;INDF;NEUT;SG
غطاء	корица	غِطَاء	корица	N;NOM;INDF;SG	N;INDF;FEM;SG
غطاء	покритие	غِطَاء	покритие	N;NOM;INDF;SG	N;INDF;NEUT;SG
غطاء	покриване	غِطَاء	покриване	N;NOM;INDF;SG	N;INDF;NEUT;SG
غابات	гори	غَابَة	гора	N;NOM;INDF;PL	N;INDF;FEM;PL
مظاهرات	демонстрации	مُظَاهَرَة	демонстрация	N;NOM;INDF;PL	N;INDF;FEM;PL
معادن	метали	مَعدِن	метал	N;NOM;INDF;PL	N;INDF;MASC;PL
معادن	минерали	مَعدِن	минерал	N;NOM;INDF;PL	N;INDF;MASC;PL
معادن	метали	مَعدِن	метал	N;NOM;INDF;PL	N;INDF;MASC;PL
معادن	минерали	مَعدِن	минерал	N;NOM;INDF;PL	N;INDF;MASC;PL
المؤسس	основателят	مُؤَسِّس	основател	N;NOM;DEF;SG	N;DEF;MASC;SG
استقرار	стабилност	اِستِقرَار	стабилност	N;NOM;INDF;SG	N;INDF;FEM;SG
استقرار	устойчивост	اِستِقرَار	устойчивост	N;NOM;INDF;SG	N;INDF;FEM;SG
الذكرى	споменаването	ذِكرَى	споменаване	N;NOM;DEF;SG	N;DEF;NEUT;SG
التاج	короната	تَاج	корона	N;NOM;DEF;SG	N;DEF;FEM;SG
تسويق	маркетинг	تَسوِيق	маркетинг	N;NOM;INDF;SG	N;INDF;MASC;SG
صف	клас	صَفّ	клас	N;NOM;INDF;SG	N;INDF;MASC;SG
صف	ред	صَفّ	ред	N;NOM;INDF;SG	N;INDF;MASC;SG
التدخين	пушенето	تَدخِين	пушене	N;NOM;DEF;SG	N;DEF;NEUT;SG
توازن	баланс	تَوَازُن	баланс	N;NOM;INDF;SG	N;INDF;MASC;SG
توازن	салдо	تَوَازُن	салдо	N;NOM;INDF;SG	N;INDF;NEUT;SG
توازن	равновесие	تَوَازُن	равновесие	N;NOM;INDF;SG	N;INDF;NEUT;SG
الذرات	атомите	ذِرَة	атома	N;NOM;DEF;PL	N;DEF;MASC;PL
اعضاء	органи	عُضو	орган	N;NOM;INDF;PL	N;INDF;MASC;PL
اعضاء	членове	عُضو	член	N;NOM;INDF;PL	N;INDF;MASC;PL
استخراج	извличане	اِستِخرَاج	извличане	N;NOM;INDF;SG	N;INDF;NEUT;SG
استخراج	екстракция	اِستِخرَاج	екстракция	N;NOM;INDF;SG	N;INDF;FEM;SG
استخراج	извличане	اِستِخرَاج	извличане	N;NOM;INDF;SG	N;INDF;NEUT;SG
استخراج	екстракт	اِستِخرَاج	екстракт	N;NOM;INDF;SG	N;INDF;MASC;SG
الرطوبة	влажността	رُطُوبَة	влажност	N;NOM;DEF;SG	N;DEF;FEM;SG
روماني	румънски	رُومَانِيّ	румънски	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
روماني	румънска	رُومَانِيّ	румънски	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
روماني	римски	رُومَانِيّ	римски	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
روماني	римска	رُومَانِيّ	римски	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
حيز	пространство	حَيِّز	пространство	N;NOM;INDF;SG	N;INDF;NEUT;SG
حيز	космос	حَيِّز	космос	N;NOM;INDF;SG	N;INDF;MASC;SG
يقتل	убива	قَتَل	убивам	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
حفلات	концерти	حَفلَة	концерт	N;NOM;INDF;PL	N;INDF;MASC;PL
حفلات	партита	حَفلَة	партита	N;NOM;INDF;PL	N;INDF;NEUT;PL
حفلات	партии	حَفلَة	партия	N;NOM;INDF;PL	N;INDF;FEM;PL
حفلات	купони	حَفلَة	купон	N;NOM;INDF;PL	N;INDF;MASC;PL
حفلات	страни	حَفلَة	страна	N;NOM;INDF;PL	N;INDF;FEM;PL
تقليدية	традиционен	تَقلِيدِيّ	традиционен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
تقليدية	традиционна	تَقلِيدِيّ	традиционен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
المجرة	галактиката	مَجرَة	галактика	N;NOM;DEF;SG	N;DEF;FEM;SG
المرشح	кандидатът	مُرَشَّح	кандидат	N;NOM;DEF;SG	N;DEF;MASC;SG
الخيمة	палатката	خِيمَة	палатка	N;NOM;DEF;SG	N;DEF;FEM;SG
الخيمة	шатрата	خِيمَة	шатра	N;NOM;DEF;SG	N;DEF;FEM;SG
وكالات	агенции	وِكَالَة	агенция	N;NOM;INDF;PL	N;INDF;FEM;PL
جمعيات	сдружения	جَمعِيَّة	сдружение	N;NOM;INDF;PL	N;INDF;NEUT;PL
جمعيات	асоциации	جَمعِيَّة	асоциация	N;NOM;INDF;PL	N;INDF;FEM;PL
فقر	мизерия	فَقر	мизерия	N;NOM;INDF;SG	N;INDF;FEM;SG
فقر	бедност	فَقر	бедност	N;NOM;INDF;SG	N;INDF;FEM;SG
غربية	западна	غَربِيّ	западна	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
يساهم	допринася	سَاهَم	допринасям	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
الشر	злото	شَرّ	зло	N;NOM;DEF;SG	N;DEF;NEUT;SG
العينة	екземпляра	عَينَة	екземпляр	N;NOM;DEF;SG	N;DEF;MASC;SG
التصفيات	плейофите	تَصفِيَة	плещоф	N;NOM;DEF;PL	N;DEF;MASC;PL
التصفيات	квалификациите	تَصفِيَة	квалификация	N;NOM;DEF;PL	N;DEF;FEM;PL
مزارع	ферми	مَزرَعَة	ферма	N;NOM;INDF;PL	N;INDF;FEM;PL
مزارع	стопанства	مَزرَعَة	стопанство	N;NOM;INDF;PL	N;INDF;NEUT;PL
مسرحي	театрален	مُسرَحِي	театрален	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
مسرحي	театрална	مُسرَحِي	театрален	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
خرائط	карти	خَرِيطَة	карта	N;NOM;INDF;PL	N;INDF;FEM;PL
حمى	треска	حُمَّى	трески	N;NOM;INDF;SG	N;INDF;FEM;SG
حمى	температура	حُمَّى	температура	N;NOM;INDF;SG	N;INDF;FEM;SG
مولد	генератор	مَولِد	генератор	N;NOM;INDF;SG	N;INDF;MASC;SG
مرسوم	указ	مرسوم	указ	N;NOM;INDF;SG	N;INDF;MASC;SG
مرسوم	декрет	مرسوم	декрет	N;NOM;INDF;SG	N;INDF;MASC;SG
مرسوم	указ	مرسوم	указ	N;NOM;INDF;SG	N;INDF;MASC;SG
مرسوم	постановление	مرسوم	постановление	N;NOM;INDF;SG	N;INDF;NEUT;SG
السهول	равнините	سُهُول	равнина	N;NOM;DEF;PL	N;DEF;FEM;PL
القصف	обстрела	قَصف	обстрел	N;NOM;DEF;SG	N;DEF;MASC;SG
ينطبق	важи	اِنطَبَق	важа	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
كهرباء	електроенергия	كَهرَبَاء	електроенергия	N;NOM;INDF;SG	N;INDF;FEM;SG
كهرباء	електричество	كَهرَبَاء	електричество	N;NOM;INDF;SG	N;INDF;NEUT;SG
كهرباء	ток	كَهرَبَاء	ток	N;NOM;INDF;SG	N;INDF;MASC;SG
ذرات	атоми	ذِرَة	атом	N;NOM;INDF;PL	N;INDF;MASC;PL
المدفعية	артилерията	مَدفَعِيّ	артилерия	N;NOM;DEF;SG	N;DEF;FEM;SG
عقوبة	наказание	عُقُوبَة	наказание	N;NOM;INDF;SG	N;INDF;NEUT;SG
عقوبة	санкция	عُقُوبَة	санкция	N;NOM;INDF;SG	N;INDF;FEM;SG
عقوبة	наказание	عُقُوبَة	наказание	N;NOM;INDF;SG	N;INDF;NEUT;SG
ترخيص	лиценз	تَرخِيص	лиценз	N;NOM;INDF;SG	N;INDF;MASC;SG
ترخيص	книжка	تَرخِيص	книжка	N;NOM;INDF;SG	N;INDF;FEM;SG
طباعة	печат	طِبَاعَة	печат	N;NOM;INDF;SG	N;INDF;MASC;SG
طباعة	отпечатък	طِبَاعَة	отпечатък	N;NOM;INDF;SG	N;INDF;MASC;SG
طباعة	отпечатване	طِبَاعَة	отпечатване	N;NOM;INDF;SG	N;INDF;NEUT;SG
طباعة	печат	طِبَاعَة	печат	N;NOM;INDF;SG	N;INDF;MASC;SG
طباعة	печатане	طِبَاعَة	печатане	N;NOM;INDF;SG	N;INDF;NEUT;SG
طباعة	отпечатване	طِبَاعَة	отпечатване	N;NOM;INDF;SG	N;INDF;NEUT;SG
القيود	ограниченията	قَيد	ограничение	N;NOM;DEF;PL	N;DEF;NEUT;PL
تخفيض	намаление	تَخفِيض	намаление	N;NOM;INDF;SG	N;INDF;NEUT;SG
تخفيض	отстъпка	تَخفِيض	отстъпка	N;NOM;INDF;SG	N;INDF;FEM;SG
تخفيض	намаление	تَخفِيض	намаление	N;NOM;INDF;SG	N;INDF;NEUT;SG
تخفيض	намаляване	تَخفِيض	намаляване	N;NOM;INDF;SG	N;INDF;NEUT;SG
تخفيض	спадане	تَخفِيض	спадане	N;NOM;INDF;SG	N;INDF;NEUT;SG
قلوب	сърца	قَلب	сърце	N;NOM;INDF;PL	N;INDF;NEUT;PL
الطين	калта	طِين	калта	N;NOM;DEF;SG	N;DEF;MASC;SG
انتفاضة	въстание	اِنتِفَاضَة	въстание	N;NOM;INDF;SG	N;INDF;NEUT;SG
سهولة	лекота	سُهُولَة	лек	N;NOM;INDF;SG	N;INDF;FEM;SG
الاستراتيجية	стратегията	إِسترَاتِيجِيَّة	стратегия	N;NOM;DEF;SG	N;DEF;FEM;SG
السعادة	щастието	سَعَادَة	щастие	N;NOM;DEF;SG	N;DEF;NEUT;SG
نسبية	относителна	نِسبِيّ	относителен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
البشرة	кожата	بَشَرَة	кожа	N;NOM;DEF;SG	N;DEF;FEM;SG
عقيدة	догма	عَقِيدَة	догма	N;NOM;INDF;SG	N;INDF;FEM;SG
عقيدة	крийд	عَقِيدَة	крийд	N;NOM;INDF;SG	N;INDF;MASC;SG
معاملة	сделка	مُعَامَلَة	сделка	N;NOM;INDF;SG	N;INDF;FEM;SG
معاملة	транзакция	مُعَامَلَة	транзакция	N;NOM;INDF;SG	N;INDF;FEM;SG
معاملة	третиране	مُعَامَلَة	третиране	N;NOM;INDF;SG	N;INDF;NEUT;SG
معاملة	лечение	مُعَامَلَة	лечение	N;NOM;INDF;SG	N;INDF;NEUT;SG
معاملة	обработка	مُعَامَلَة	обработка	N;NOM;INDF;SG	N;INDF;FEM;SG
عملات	монети	عُملَة	монета	N;NOM;INDF;PL	N;INDF;MASC;PL
عملات	валути	عُملَة	валута	N;NOM;INDF;PL	N;INDF;FEM;PL
ثقب	дупка	ثَقب	дупка	N;NOM;INDF;SG	N;INDF;FEM;SG
ثقب	пиърсинг	ثَقب	пиърсинг	N;NOM;INDF;SG	N;INDF;MASC;SG
تعليمات	инструкции	تَعلِيم	инструкция	N;NOM;INDF;PL	N;INDF;FEM;PL
تعليمات	инструкции	تَعلِيم	инструкция	N;NOM;INDF;PL	N;INDF;FEM;PL
تعليمات	указания	تَعلِيم	указание	N;NOM;INDF;PL	N;INDF;NEUT;PL
مجهول	непозната	مَجهُول	непознат	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
مجهول	неизвестен	مَجهُول	неизвестен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
مجهول	неизвестна	مَجهُول	неизвестен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
مجهول	анонимна	مَجهُول	анонимен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
يموت	умира	مَات	умирам	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
جماعي	колективна	جَمَاعِيّ	колективен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
منتظمة	редовен	مُنتَظِم	редовен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
منتظمة	редовна	مُنتَظِم	редовен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
مشاعر	чувства	مَشعَر	чувство	N;NOM;INDF;PL	N;INDF;NEUT;PL
حقائق	факти	حَقِيقَة	факт	N;NOM;INDF;PL	N;INDF;MASC;PL
التقليد	традицията	تَقلِيد	традиция	N;NOM;DEF;SG	N;DEF;FEM;SG
لاعبين	играчи	لَاعِب	играч	N;NOM;INDF;PL	N;INDF;MASC;PL
محاضرات	лекции	مُحَاضِرَة	лекция	N;NOM;INDF;PL	N;INDF;FEM;PL
صناعي	синтетичен	صِنَاعِيّ	синтетичен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
صناعي	синтетична	صِنَاعِيّ	синтетичен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
صناعي	промишлен	صِنَاعِيّ	промишлен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
صناعي	индустриален	صِنَاعِيّ	индустриален	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
صناعي	индустриална	صِنَاعِيّ	индустриален	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
مستقبلات	рецептори	مُستَقبَل	рецептор	N;NOM;INDF;PL	N;INDF;MASC;PL
اختير	избрана	اِختَار	избера	V;PFV;MASC;SG;3;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
اختير	избрано	اِختَار	избера	V;PFV;MASC;SG;3;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
اختير	избран	اِختَار	избера	V;PFV;MASC;SG;3;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
محاكاة	симулация	مُحَاكَاة	симулация	N;NOM;INDF;SG	N;INDF;FEM;SG
الغالبية	мнозинството	غَالِبِيَّة	мнозинство	N;NOM;DEF;SG	N;DEF;NEUT;SG
خيار	краставица	خِيَار	краставица	N;NOM;INDF;SG	N;INDF;FEM;SG
خيار	опция	خِيَار	опция	N;NOM;INDF;SG	N;INDF;FEM;SG
خيار	вариант	خِيَار	вариант	N;NOM;INDF;SG	N;INDF;MASC;SG
خيار	избор	خِيَار	избор	N;NOM;INDF;SG	N;INDF;MASC;SG
صلبة	твърда	صُلبَة	твърд	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
صلبة	солиден	صُلبَة	солиден	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
صلبة	твърд	صُلبَة	твърд	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
محلات	магазини	مَحَلّ	магазин	N;NOM;INDF;PL	N;INDF;MASC;PL
محلات	магазини	مَحَلّ	магазин	N;NOM;INDF;PL	N;INDF;MASC;PL
عاصفة	буря	عَاصِفَة	буря	N;NOM;INDF;SG	N;INDF;FEM;SG
عاصفة	сторм	عَاصِفَة	сторм	N;NOM;INDF;SG	N;INDF;MASC;SG
مرجع	препратка	مَرجِع	препратка	N;NOM;INDF;SG	N;INDF;FEM;SG
مرجع	позоваване	مَرجِع	позоваване	N;NOM;INDF;SG	N;INDF;NEUT;SG
كشفت	разкри	كَشَف	разкрия-(се)	V;PFV;FEM;SG;3;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
ممتاز	перфектна	مُمتَاز	перфектен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
