この	هذا	この	هٰذَا	DET	DET;NOM;MASC;SG
ファンド	الصندوق	ファンド	صُندُوق	N	N;NOM;DEF;SG
スピーカー	المتحدثون	スピーカー	مُتَحَدِّث	N	N;NOM;DEF;PL
スピーカー	المتحدث	スピーカー	مُتَحَدِّث	N	N;NOM;DEF;SG
スピーカー	المتكلم	スピーカー	مُتَكَلِّم	N	N;NOM;DEF;SG
スピーカー	متحدث	スピーカー	مُتَحَدِّث	N	N;NOM;INDF;SG
ディフェンス	الدفاع	ディフェンス	دِفَاع	N	N;NOM;DEF;SG
ディフェンス	الدفاع	ディフェンス	دِفَاع	N	N;NOM;DEF;SG
診療所	العيادات	診療所	عِيَادَة	N	N;NOM;DEF;PL
診療所	عيادات	診療所	عِيَادَة	N	N;NOM;INDF;PL
診療所	العيادة	診療所	عِيَادَة	N	N;NOM;DEF;SG
診療所	عيادة	診療所	عِيَادَة	N	N;NOM;INDF;SG
軍	الرقيب	軍	رَقِيب	N	N;NOM;DEF;SG
軍	رقيب	軍	رَقِيب	N	N;NOM;INDF;SG
ハブ	المحور	ハブ	مِحوَر	N	N;NOM;DEF;SG
ハブ	محور	ハブ	مِحوَر	N	N;NOM;INDF;SG
名物	التخصص	名物	تَخَصُّص	N	N;NOM;DEF;SG
ドラッグ	اسحب	ドラッグ	أَسحَب	V	V;PFV;MASC;SG;3;ACT
欲望	الرغبة	欲望	رَغبَة	N	N;NOM;DEF;SG
欲望	رغبة	欲望	رَغبَة	N	N;NOM;INDF;SG
欲望	الرغبات	欲望	رَغبَة	N	N;NOM;DEF;PL
欲望	رغبات	欲望	رَغبَة	N	N;NOM;INDF;PL
ホルモン	الهرمونات	ホルモン	هَرمُون	N	N;NOM;DEF;PL
ホルモン	هرمونات	ホルモン	هرمونات	N	N;NOM;INDF;PL
マクロ	الكلي	マクロ	كُلِّيّ	N	N;NOM;DEF;SG
敗者	الخاسر	敗者	خَاسِر	N	N;NOM;DEF;SG
休憩	تكسر	休憩	كَسَّر	V	V;IPFV;FEM;IND;SG;3;FIN;ACT
ノイズ	ضجيج	ノイズ	ضَجِيج	N	N;NOM;INDF;SG
ノイズ	ضوضاء	ノイズ	ضَوضَاء	N	N;NOM;INDF;SG
ノイズ	الضجيج	ノイズ	ضَجِيج	N	N;NOM;DEF;SG
ノイズ	الضوضاء	ノイズ	ضَوضَاء	N	N;NOM;DEF;SG
スケッチ	رسم	スケッチ	رَسم	N	N;NOM;INDF;SG
スケッチ	الرسم	スケッチ	رَسم	N	N;NOM;DEF;SG
自慢	التفاخر	自慢	تَفَاخُر	N	N;NOM;DEF;SG
自慢	فخورة	自慢	فُخُورَة	N	N;NOM;INDF;SG
速い	سريعة	速い	سَرِيع	ADJ	ADJ;NOM;INDF;FEM;SG
速い	سريع	速い	سَرِيع	ADJ	ADJ;NOM;INDF;MASC;SG
行進	الموكب	行進	مَوكِب	N	N;NOM;DEF;SG
行進	موكب	行進	مَوكِب	N	N;NOM;INDF;SG
落ちる	اسقط	落ちる	أَسقَط	V	V;PFV;MASC;SG;3;ACT
裏切り	الخيانة	裏切り	خِيَانَة	N	N;NOM;DEF;SG
裏切り	خيانة	裏切り	خِيَانَة	N	N;NOM;INDF;SG
部数	نسخ	部数	نُسخَة	N	N;NOM;INDF;SG
部数	النسخ	部数	نُسخَة	N	N;NOM;DEF;PL
トーン	نبرة	トーン	نَبرَة	N	N;NOM;INDF;SG
トーン	لهجة	トーン	لَهجَة	N	N;NOM;INDF;SG
トーン	نغمة	トーン	نَغمَة	N	N;NOM;INDF;SG
部署	القسم	部署	قِسم	N	N;NOM;DEF;SG
部署	قسم	部署	قِسم	N	N;NOM;INDF;SG
部署	الادارة	部署	إِدَارَة	N	N;NOM;DEF;SG
同性	المثلية	同性	مِثلِيَّة	N	N;NOM;DEF;SG
中身	ملء	中身	مَلء	N	N;NOM;INDF;SG
アクティブ	النشطة	アクティブ	نَشَاط	N	N;NOM;DEF;SG
アクティブ	تنشيط	アクティブ	تَنشِيط	N	N;NOM;INDF;SG
アクティブ	تفعيل	アクティブ	تَفعِيل	N	N;NOM;INDF;SG
怖い	مخيف	怖い	مُخِيف	ADJ	ADJ;NOM;INDF;MASC;SG
怖い	خائف	怖い	خَائِف	ADJ	ADJ;NOM;INDF;MASC;SG
行進	المسيرة	行進	مَسِيرَة	N	N;NOM;DEF;SG
行進	مارس	行進	مَارِس	N	N;GEN;INDF;SG
行進	مسيرة	行進	مَسِيرَة	N	N;NOM;INDF;SG
行進	اذار	行進	آذَار	N	N;NOM;INDF;SG
盆地	حوض	盆地	حَوض	N	N;NOM;INDF;SG
罰金	الغرامات	罰金	غَرَامَة	N	N;NOM;DEF;PL
罰金	غرامات	罰金	غَرَامَة	N	N;NOM;INDF;PL
軽い	خفيف	軽い	خفيف	ADJ	ADJ;NOM;INDF;MASC;SG
ストリーム	الجداول	ストリーム	جَدوَل	N	N;NOM;DEF;PL
ストリーム	جداول	ストリーム	جَدوَل	N	N;NOM;INDF;PL
ストリーム	تيار	ストリーム	تَيَّار	N	N;NOM;INDF;SG
近所	الجيران	近所	جِيرَان	N	N;NOM;DEF;SG
近所	الحي	近所	حَيّ	N	N;NOM;DEF;SG
近所	الجوار	近所	جِوَار	N	N;NOM;DEF;SG
近所	الجار	近所	جَار	N	N;NOM;DEF;SG
近所	جارة	近所	جارة	N	N;NOM;INDF;SG
援軍	تعزيزات	援軍	تَعزِيز	N	N;NOM;INDF;PL
援軍	التعزيزات	援軍	تَعزِيز	N	N;NOM;DEF;PL
ティーン	المراهق	ティーン	مَرهَق	N	N;NOM;DEF;SG
ペンギン	بطريق	ペンギン	بُطرِيق	N	N;NOM;INDF;SG
クレーン	الرافعات	クレーン	رَافِعَة	N	N;NOM;DEF;PL
クレーン	الرافعة	クレーン	رَافِع	N	N;NOM;DEF;SG
クレーン	رافعة	クレーン	رَافِع	N	N;NOM;INDF;SG
彫刻家	النحات	彫刻家	نَحَات	N	N;NOM;DEF;SG
有線	السلكية	有線	سَلَكِيّ	N	N;NOM;DEF;SG
楽しみ	الاستمتاع	楽しみ	اِستِمتَاع	N	N;NOM;DEF;SG
楽しみ	التمتع	楽しみ	تَمَتُّع	N	N;NOM;DEF;SG
フィルター	فلتر	フィルター	فلتر	N	N;NOM;INDF;SG
フィルター	تصفية	フィルター	تَصفِيَة	N	N;NOM;INDF;SG
フィルター	مرشح	フィルター	مُرَشَّح	N	N;NOM;INDF;SG
フィルター	المرشح	フィルター	مُرَشَّح	N	N;NOM;DEF;SG
フィルター	المرشحات	フィルター	مُرَشَّح	N	N;NOM;DEF;PL
フィルター	مرشحات	フィルター	مُرَشِّح	N	N;NOM;INDF;PL
ヘクタール	الهكتارات	ヘクタール	هِكتَار	N	N;NOM;DEF;PL
ヘクタール	الهكتار	ヘクタール	هِكتَار	N	N;NOM;DEF;SG
給与	مرتبات	給与	مُرَتَّب	N	N;NOM;INDF;PL
給与	راتب	給与	رَاتِب	N	N;NOM;INDF;SG
給与	الراتب	給与	رَاتِب	N	N;NOM;DEF;SG
給与	المرتب	給与	مَرتَب	N	N;NOM;DEF;SG
給与	مرتب	給与	مَرتَب	N	N;NOM;INDF;SG
給与	مرتبات	給与	مُرَتَّب	N	N;NOM;INDF;PL
給与	الرواتب	給与	الرواتب	N	N;NOM;DEF;PL
給与	المرتبات	給与	مُرَتَّب	N	N;NOM;DEF;PL
給与	الاجر	給与	أَجر	N	N;NOM;DEF;SG
給与	الاجور	給与	أَجر	N	N;NOM;DEF;PL
十字	صليب	十字	صليب	N	N;NOM;INDF;SG
十字	الصليب	十字	صَلِيب	N	N;NOM;DEF;SG
アトラクション	الجذب	アトラクション	جَذب	N	N;NOM;DEF;PL
アトラクション	جاذبية	アトラクション	جَاذِبِيَّة	N	N;NOM;INDF;SG
アトラクション	جذب	アトラクション	جَذب	N	N;NOM;INDF;SG
アトラクション	الجذب	アトラクション	جَذب	N	N;NOM;DEF;PL
クリーン	النظيفة	クリーン	نَظِيف	N	N;NOM;DEF;SG
こんにち	الو	こんにち	وَ	N	N;NOM;DEF;SG
ナース	الممرضة	ナース	مُمَرَّض	N	N;NOM;DEF;SG
ナース	ممرضة	ナース	مُمَرِّض	N	N;NOM;INDF;SG
ナース	ممرض	ナース	مُمرِض	N	N;NOM;INDF;SG
真空	فراغ	真空	فَرَاغ	N	N;NOM;INDF;SG
田舎	الريف	田舎	رِيف	N	N;NOM;DEF;SG
変態	التحول	変態	تَحَوُّل	N	N;NOM;DEF;SG
反転	قلبت	反転	قَلَب	V	V;PFV;FEM;SG;3;ACT
塩基	القاعدة	塩基	قَاعِدَة	N	N;NOM;DEF;SG
塩基	قاعدة	塩基	قَاعِدَة	N	N;NOM;INDF;SG
マスト	السارية	マスト	سَارِيّ	N	N;NOM;DEF;SG
モーション	الحركة	モーション	حَرَكَة	N	N;NOM;DEF;SG
モーション	حركة	モーション	حَرَكَة	N	N;NOM;INDF;SG
運ぶ	تحمل	運ぶ	حَمَل	V	V;PFV;MASC;SG;3;FIN;ACT
運ぶ	احمل	運ぶ	احمل	V	V;PFV;MASC;SG;3;ACT
コンサルティング	الاستشارات	コンサルティング	اِستِشَارَة	N	N;NOM;DEF;PL
コンサルティング	التشاور	コンサルティング	تَشَاوُر	N	N;NOM;DEF;SG
コンサルティング	استشارة	コンサルティング	اِستِشَارَة	N	N;NOM;INDF;SG
コンサルティング	استشارات	コンサルティング	اِستِشَارَة	N	N;NOM;INDF;PL
マウンテン	الجبل	マウンテン	جَبَل	N	N;NOM;DEF;SG
ストーム	عاصفة	ストーム	عَاصِفَة	N	N;NOM;INDF;SG
ストーム	العاصفة	ストーム	عَاصِفَة	N	N;NOM;DEF;SG
たば	التبغ	たば	التبغ	N	N;NOM;DEF;SG
名声	الشهرة	名声	شُهرَة	N	N;NOM;DEF;SG
名声	شهرة	名声	شُهرَة	N	N;NOM;INDF;SG
クモ	العنكبوت	クモ	العنكبوت	N	N;NOM;DEF;SG
離れる	غادر	離れる	غَادَر	V	V;PFV;MASC;SG;3;ACT
断片	شظايا	断片	شَظِيَّة	N	N;NOM;INDF;PL
断片	الشظايا	断片	شَظِيَّة	N	N;NOM;DEF;PL
利点	مزايا	利点	مَزِيَّة	N	N;NOM;INDF;PL
利点	المزايا	利点	مَزِيَّة	N	N;NOM;DEF;PL
利点	الميزة	利点	مِيزَة	N	N;NOM;DEF;SG
利点	ميزة	利点	مِيزَة	N	N;NOM;INDF;SG
利点	مزية	利点	مَزِيَّة	N	N;NOM;INDF;SG
指針	التوجيهات	指針	تَوجِيه	N	N;NOM;DEF;PL
指針	ارشادات	指針	إِرشَاد	N	N;NOM;INDF;PL
破棄	اهمل	破棄	أَهمَل	V	V;PFV;MASC;SG;3;ACT
スワン	البجعة	スワン	بَجعَة	N	N;NOM;DEF;SG
ランチ	غداء	ランチ	غَدَاء	N	N;NOM;INDF;SG
ランチ	الغداء	ランチ	غِدَاء	N	N;NOM;DEF;SG
囚人	السجين	囚人	سَجِين	N	N;NOM;DEF;SG
囚人	سجين	囚人	سَجِين	N	N;NOM;INDF;SG
囚人	سجينة	囚人	سَجِينَة	N	N;NOM;INDF;SG
囚人	سجناء	囚人	سَجِين	N	N;NOM;INDF;PL
囚人	المساجين	囚人	مُسَاجِي	N	N;NOM;DEF;PL
囚人	الاسرى	囚人	أَسِير	N	N;NOM;DEF;PL
囚人	السجناء	囚人	سَجِين	N	N;NOM;DEF;PL
囚人	سجينة	囚人	سَجِينَة	N	N;NOM;INDF;SG
道徳	الاخلاق	道徳	خُلق	N	N;NOM;DEF;PL
道徳	اخلاق	道徳	إِخلَاق	N	N;NOM;INDF;SG
泣き	ابكي	泣く	بَكِي	V	V;PFV;MASC;SG;3;ACT
泣き	تبكي	泣く	بَكَى	V	V;IPFV;MASC;IND;SG;3;FIN;ACT
カジノ	كازينوهات	カジノ	كازينوهات	N	N;NOM;INDF;PL
頭痛	الصداع	頭痛	صِدَاع	N	N;NOM;DEF;SG
頭痛	صداع	頭痛	صُدَاع	N	N;NOM;INDF;SG
頭痛	الصداع	頭痛	صِدَاع	N	N;NOM;DEF;SG
いちご	فراولة	いちご	فَرَاوَلَة	N	N;NOM;INDF;SG
いちご	الفراولة	いちご	فَرَاوَلَة	N	N;NOM;DEF;SG
いちご	فراولة	いちご	فَرَاوَلَة	N	N;NOM;INDF;SG
いちご	الفراولة	いちご	فَرَاوَلَة	N	N;NOM;DEF;SG
並列	مواز	並列	مَازّ	N	N;NOM;INDF;SG
並列	بالتوازي	並列	بالتوازي	N	N;NOM;DEF;SG
並列	الموازي	並列	مَوزِي	N	N;NOM;DEF;SG
キログラム	كيلوجرام	キログラム	كِيلُوجرَام	N	N;NOM;INDF;SG
ゴミ	القمامة	ゴミ	قُمَامَة	N	N;NOM;DEF;SG
ゴミ	قمامة	ゴミ	قِمَامَة	N	N;NOM;INDF;SG
事柄	مسالة	事柄	مَسأَلَة	N	N;NOM;INDF;SG
事柄	المسالة	事柄	مَسأَلَة	N	N;NOM;DEF;SG
計算機	حاسبة	計算機	حَاسِب	N	N;NOM;INDF;SG
インク	الحبر	インク	حَبر	N	N;NOM;DEF;SG
インク	حبر	インク	حَبر	N	N;NOM;INDF;SG
ミサ	الكتلة	ミサ	كُتلَة	N	N;NOM;DEF;SG
ミサ	كتلة	ミサ	كُتلَة	N	N;NOM;INDF;SG
ミサ	قداس	ミサ	قداس	N	N;NOM;INDF;SG
ミサ	القداس	ミサ	قِدَاس	N	N;NOM;DEF;SG
タブ	الالسنة	タブ	أَلسَنَة	N	N;NOM;DEF;SG
タブ	لسان	タブ	لِسَان	N	N;NOM;INDF;SG
薬学	الصيدلية	薬学	صِيدلِيّ	N	N;NOM;DEF;SG
薬学	صيدلية	薬学	صَيدَلِيّ	N	N;NOM;INDF;SG
食材	مقادير	食材	مِقدَار	N	N;NOM;INDF;PL
食材	المكونات	食材	مُكَوِّن	N	N;NOM;DEF;PL
食材	مكونات	食材	مُكَوِّن	N	N;NOM;INDF;PL
暗い	مظلم	暗い	مُظلِم	ADJ	ADJ;NOM;INDF;MASC;SG
暗い	مظلمة	暗い	مُظلِم	ADJ	ADJ;NOM;INDF;FEM;SG
熱い	ساخنة	熱い	سَاخِن	ADJ	ADJ;NOM;INDF;FEM;SG
熱い	ساخن	熱い	سَاخِن	ADJ	ADJ;NOM;INDF;MASC;SG
風呂	حمام	風呂	حمام	N	N;NOM;INDF;SG
風呂	الحمام	風呂	حَمَام	N	N;NOM;DEF;SG
風呂	حمام	風呂	حمام	N	N;NOM;INDF;SG
風呂	الحمام	風呂	حَمَام	N	N;NOM;DEF;SG
ピラミッド	الهرم	ピラミッド	هَرم	N	N;NOM;DEF;SG
ピラミッド	الاهرامات	ピラミッド	إِهرَام	N	N;NOM;DEF;PL
痛み	الالم	痛み	أَلم	N	N;NOM;DEF;SG
痛み	الم	痛み	إِلم	N	N;NOM;DEF;SG
プロフェッショナル	المهنية	プロフェッショナル	مِهنِيّ	N	N;NOM;DEF;SG
プロフェッショナル	محترفين	プロフェッショナル	مُحتَرِف	N	N;NOM;INDF;PL
プロフェッショナル	محترفون	プロフェッショナル	مُحتَرَف	N	N;NOM;INDF;PL
パンツ	السراويل	パンツ	اَلسَرَاوِيل	N	N;NOM;DEF;PL
パンツ	البنطال	パンツ	بِنطَال	N	N;NOM;DEF;SG
エラー	الاخطاء	エラー	خَطَأ	N	N;NOM;DEF;PL
エラー	اخطاء	エラー	خَطَأ	N	N;NOM;INDF;SG
エラー	الخطا	エラー	خَطَا	N	N;NOM;DEF;SG
エラー	خطا	エラー	خَطّ	N	N;NOM;INDF;SG
シリンダー	الاسطوانة	シリンダー	أُسطُوَانَة	N	N;NOM;DEF;SG
シリンダー	اسطوانة	シリンダー	اسطوانة	N	N;NOM;INDF;SG
シリンダー	الاسطوانات	シリンダー	الاسطوانات	N	N;NOM;DEF;PL
シリンダー	اسطوانات	シリンダー	اسطوانات	N	N;NOM;INDF;PL
ノード	عقدة	ノード	عقدة	N	N;NOM;INDF;SG
呪文	التعويذة	呪文	تَعوِيذَة	N	N;NOM;DEF;SG
呪文	تعويذة	呪文	تَعوِيذَة	N	N;NOM;INDF;SG
エーカー	فدان	エーカー	فَدَّان	N	N;NOM;INDF;SG
エーカー	فدان	エーカー	فَدَّان	N	N;NOM;INDF;SG
群れ	قطيع	群れ	قطيع	N	N;NOM;INDF;SG
群れ	القطيع	群れ	قَطِيع	N	N;NOM;DEF;SG
群れ	قطيع	群れ	قطيع	N	N;NOM;INDF;SG
損害賠償	الاضرار	損害賠償	ضَرَر	N	N;NOM;DEF;PL
損害賠償	اضرار	損害賠償	ضَرَر	N	N;NOM;INDF;PL
損害賠償	التعويضات	損害賠償	تَعوِيض	N	N;NOM;DEF;PL
不具合	حشرات	不具合	حَشَرَة	N	N;NOM;INDF;PL
不具合	الحشرات	不具合	حَشَرَة	N	N;NOM;DEF;PL
不具合	البق	不具合	البق	N	N;NOM;DEF;SG
不具合	علة	不具合	عَلَّة	N	N;NOM;INDF;SG
メロン	البطيخ	メロン	البطيخ	N	N;NOM;DEF;SG
男	ولد	男	وَلَد	N	N;NOM;INDF;SG
男	صبي	男	صبي	N	N;NOM;INDF;SG
男	الولد	男	وَلَد	N	N;NOM;DEF;SG
男	فتى	男	فَتَى	N	N;NOM;INDF;SG
男	الاولاد	男	وَلَد	N	N;NOM;DEF;PL
男	فتيان	男	فتيان	N	N;NOM;INDF;PL
面白い	مضحكة	面白い	مَضحَكَة	ADJ	ADJ;NOM;INDF;FEM;SG
面白い	مضحك	面白い	مُضحَك	ADJ	ADJ;NOM;INDF;MASC;SG
丁寧	مؤدب	丁寧	مُؤَدِّب	ADJ	ADJ;NOM;INDF;MASC;SG
驚異	العجائب	驚異	عَجِيبَة	N	N;NOM;DEF;PL
驚異	عجائب	驚異	عَجِيبَة	N	N;NOM;INDF;PL
派閥	فصيل	派閥	فصيل	N	N;NOM;INDF;SG
パケット	الحزم	パケット	حِزم	N	N;NOM;DEF;SG
保護者	الاهل	保護者	أَهل	N	N;NOM;DEF;SG
保護者	الوالدين	保護者	الدالدين	N	N;NOM;DEF;PL
保護者	الوالدان	保護者	وَالِدَان	N	N;NOM;DEF;PL
保護者	الاباء	保護者	أَبَاء	N	N;NOM;DEF;PL
保護者	اباء	保護者	اباء	N	N;NOM;INDF;PL
指輪	الخاتم	指輪	خَاتِم	N	N;NOM;DEF;SG
指輪	الحلقات	指輪	حَلقَة	N	N;NOM;DEF;PL
指輪	خواتم	指輪	خُوَاتِم	N	N;NOM;INDF;PL
指輪	حلقات	指輪	حَلقَة	N	N;NOM;INDF;PL
指輪	الخواتم	指輪	خَاتِم	N	N;NOM;DEF;PL
証明	الشهادات	証明	شَهَادَة	N	N;NOM;DEF;PL
証明	شهادات	証明	شَهَادَة	N	N;NOM;INDF;PL
証明	الشهادة	証明	شَهَادَة	N	N;NOM;DEF;SG
証明	شهادة	証明	شَهَادَة	N	N;NOM;INDF;SG
証明	الشهادات	証明	شَهَادَة	N	N;NOM;DEF;PL
競泳	السباحين	競泳	سَبَاح	N	N;NOM;DEF;PL
競泳	سباح	競泳	سَبَّاح	N	N;NOM;INDF;SG
競泳	للسباحة	競泳	للسباحة	N	N;NOM;DEF;SG
競泳	السباحة	競泳	سِبَاحَة	N	N;NOM;DEF;SG
競泳	سباحة	競泳	سِبَاحَة	N	N;NOM;INDF;SG
過半数	الاغلبية	過半数	أَغلَبِيَّة	N	N;NOM;DEF;SG
過半数	اغلبية	過半数	أَغلَبِيَّة	N	N;NOM;INDF;SG
過半数	الغالبية	過半数	غَالِبِيَّة	N	N;NOM;DEF;SG
経理	المحاسبة	経理	مُحَاسَبَة	N	N;NOM;DEF;SG
経理	محاسبة	経理	مُحَاسَبَة	N	N;NOM;INDF;SG
硫黄	الكبريت	硫黄	كِبرِيت	N	N;NOM;DEF;SG
硫黄	الكبريت	硫黄	كِبرِيت	N	N;NOM;DEF;SG
預金	الادخار	預金	اِدِّخَار	N	N;NOM;DEF;SG
預金	المدخرات	預金	مُدَّخِرَة	N	N;NOM;DEF;PL
預金	مدخرات	預金	مُدَّخِرَة	N	N;NOM;INDF;PL
預金	وفورات	預金	وفورات	N	N;NOM;INDF;PL
預金	وديعة	預金	وَدِيعَة	N	N;NOM;INDF;SG
預金	الودائع	預金	وَدِيعَة	N	N;NOM;DEF;PL
預金	ودائع	預金	وَدِيعَة	N	N;NOM;INDF;PL
預金	الودائع	預金	وَدِيعَة	N	N;NOM;DEF;PL
預金	رواسب	預金	رَاسِب	N	N;NOM;INDF;PL
ヘルメット	الخوذة	ヘルメット	خَوذَة	N	N;NOM;DEF;SG
ヘルメット	خوذة	ヘルメット	خَوذَة	N	N;NOM;INDF;SG
スパーク	شرارة	スパーク	شرارة	N	N;NOM;INDF;SG
発作	النوبات	発作	النوبات	N	N;NOM;DEF;PL
抽象	خلاصة	抽象	خُلَاصَة	N	N;NOM;INDF;SG
抽象	الخلاصة	抽象	خَلَاصَة	N	N;NOM;DEF;SG
意匠	تصميم	意匠	تَصمِيم	N	N;NOM;INDF;SG
意匠	التصميم	意匠	تَصمِيم	N	N;NOM;DEF;SG
弾道	مسار	弾道	مَسَار	N	N;NOM;INDF;SG
ベット	الرهانات	ベット	الرهانات	N	N;NOM;DEF;PL
ベット	رهان	ベット	رِهَان	N	N;NOM;INDF;SG
ベット	الرهان	ベット	رِهَان	N	N;NOM;DEF;SG
ソープ	الصابون	ソープ	صَابُون	N	N;NOM;DEF;SG
スチール	الفولاذ	スチール	فُولَاذ	N	N;NOM;DEF;SG
スチール	الصلب	スチール	صُلب	N	N;NOM;DEF;SG
茶色	البني	茶色	بَنِّيّ	N	N;NOM;DEF;SG
茶色	بنية	茶色	بِنيَة	N	N;NOM;INDF;SG
解像	القرارات	解像	قَرَار	N	N;NOM;DEF;PL
解像	قرارات	解像	قَرَار	N	N;NOM;INDF;PL
解像	قرار	解像	قَرَار	N	N;NOM;INDF;SG
解像	القرار	解像	قَرَار	N	N;NOM;DEF;SG
支配	المدير	支配	مُدِير	N	N;NOM;DEF;SG
支配	مدير	支配	مُدِير	N	N;NOM;INDF;SG
クリニック	العيادات	クリニック	عِيَادَة	N	N;NOM;DEF;PL
クリニック	عيادات	クリニック	عِيَادَة	N	N;NOM;INDF;PL
クリニック	العيادة	クリニック	عِيَادَة	N	N;NOM;DEF;SG
クリニック	عيادة	クリニック	عِيَادَة	N	N;NOM;INDF;SG
キッチン	مطبخ	キッチン	مَطبَخ	N	N;NOM;INDF;SG
キッチン	المطبخ	キッチン	مُطبِخ	N	N;NOM;DEF;SG
レイプ	الاغتصاب	レイプ	اِغتِصَاب	N	N;NOM;DEF;SG
レイプ	اغتصاب	レイプ	اِغتِصَاب	N	N;NOM;INDF;SG
真珠	اللؤلؤ	真珠	اللؤلؤ	N	N;NOM;DEF;SG
真珠	اللؤلؤة	真珠	لَؤلِئ	N	N;NOM;DEF;SG
真珠	اللؤلؤ	真珠	اللؤلؤ	N	N;NOM;DEF;SG
スカート	التنورة	スカート	تَنوَرَة	N	N;NOM;DEF;SG
スカート	تنويه	スカート	تَنوِيه	N	N;NOM;INDF;SG
スカート	تنورة	スカート	تَنوَرَة	N	N;NOM;INDF;SG
スカート	التنانير	スカート	تُننِير	N	N;NOM;DEF;PL
醤油	الصويا	醤油	صُويَا	N	N;NOM;DEF;SG
チャリティー	الصدقة	チャリティー	صِدقَة	N	N;NOM;DEF;SG
チャリティー	صدقة	チャリティー	صِدقَة	N	N;NOM;INDF;SG
チャリティー	الاحسان	チャリティー	إِحسَان	N	N;NOM;DEF;SG
岩石	الصخور	岩石	صُخُور	N	N;NOM;DEF;PL
岩石	صخور	岩石	صُخُور	N	N;NOM;INDF;PL
親戚	اقارب	親戚	أَقرَب	N	N;NOM;INDF;PL
親戚	الاقارب	親戚	أَقرَب	N	N;NOM;DEF;PL
羽根	الريشة	羽根	رِيشَة	N	N;NOM;DEF;SG
イルカ	الدلافين	イルカ	دِلَاف	N	N;NOM;DEF;PL
かご	السلة	かご	سَلَّة	N	N;NOM;DEF;SG
かご	سلة	かご	سَلَّة	N	N;NOM;INDF;SG
孤児	الايتام	孤児	يَتِيم	N	N;NOM;DEF;PL
皮肉	ساخر	皮肉	سَاخِر	ADJ	ADJ;NOM;INDF;MASC;SG
拷問	تعذيب	拷問	تَعذِيب	N	N;NOM;INDF;SG
拷問	التعذيب	拷問	تَعذِيب	N	N;NOM;DEF;SG
排水	تصريف	排水	تَصرِيف	N	N;NOM;INDF;SG
却下	رفض	却下	رَفَض	V	V;PFV;MASC;SG;3;ACT
スローガン	شعارات	スローガン	شِعَار	N	N;NOM;INDF;PL
スローガン	شعار	スローガン	شِعَار	N	N;NOM;INDF;SG
負債	الخصوم	負債	خُصُوم	N	N;NOM;DEF;PL
負債	الالتزامات	負債	اِلتِزَام	N	N;NOM;DEF;PL
ポーズ	وضعية	ポーズ	وَضعِيَّة	N	N;NOM;INDF;SG
ルック	نظرة	ルック	نَظرَة	N	N;NOM;INDF;SG
ルック	النظرة	ルック	نَظرَة	N	N;NOM;DEF;SG
フランチャイズ	امتياز	フランチャイズ	امتياز	N	N;NOM;INDF;SG
フランチャイズ	الامتياز	フランチャイズ	اِمتِيَاز	N	N;NOM;DEF;SG
ポピュラー	الشعبية	ポピュラー	شَعبِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
ポピュラー	الشعبي	ポピュラー	شَعبِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
ポピュラー	مشهور	ポピュラー	مَشهُور	ADJ	ADJ;NOM;INDF;MASC;SG
ポピュラー	شائع	ポピュラー	شَائِع	ADJ	ADJ;NOM;INDF;MASC;SG
鋼鉄	الفولاذ	鋼鉄	فُولَاذ	N	N;NOM;DEF;SG
鋼鉄	الصلب	鋼鉄	صُلب	N	N;NOM;DEF;SG
パンフレット	كتيبات	パンフレット	كتيبات	N	N;NOM;INDF;PL
パンフレット	الكتيبات	パンフレット	الكتيبات	N	N;NOM;DEF;PL
パンフレット	كتيبات	パンフレット	كتيبات	N	N;NOM;INDF;PL
パンフレット	الكتيبات	パンフレット	الكتيبات	N	N;NOM;DEF;PL
パンフレット	نشرات	パンフレット	نَشرَة	N	N;NOM;INDF;PL
メーター	عداد	メーター	عِدَاد	N	N;NOM;INDF;SG
メーター	المتر	メーター	مِتر	N	N;NOM;DEF;SG
メーター	متر	メーター	مِتر	N	N;NOM;INDF;SG
メーター	العداد	メーター	عِدَاد	N	N;NOM;DEF;SG
メーター	مترا	メーター	مِتر	N	N;ACC;INDF;SG
メーター	متر	メーター	مِتر	N	N;NOM;INDF;SG
メーター	امتار	メーター	مِتر	N	N;NOM;INDF;PL
体積	الحجم	体積	حَجم	N	N;NOM;DEF;SG
体積	المجلد	体積	مَجلَد	N	N;NOM;DEF;SG
体積	حجم	体積	حَجم	N	N;NOM;INDF;SG
基底	اساس	基底	أَسَاس	N	N;NOM;INDF;SG
基底	الاساس	基底	أَسَاس	N	N;NOM;DEF;SG
有名人	المشاهير	有名人	مَشهُور	N	N;NOM;DEF;PL
有名人	مشاهير	有名人	مَشهُور	N	N;NOM;INDF;PL
有名人	المشاهير	有名人	مَشهُور	N	N;NOM;DEF;PL
経費	النفقات	経費	نَفَقَة	N	N;NOM;DEF;PL
経費	المصاريف	経費	مَصرُوف	N	N;NOM;DEF;PL
経費	نفقات	経費	نَفَقَة	N	N;NOM;INDF;PL
経費	مصروفات	経費	مَصرُوف	N	N;NOM;INDF;PL
超	فائض	超	فَائِض	N	N;NOM;INDF;SG
超	الفائض	超	فَائِض	N	N;NOM;DEF;SG
公使	وزير	公使	وَزِير	N	N;NOM;INDF;SG
