raskrižje	تقاطع	raskrižje	تقاطع	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
slani	تیز	slan	تیز	ADJ;NOM;DEF;MASC;PL	ADJ
odvod	اخراج	odvod	اخراج	N;NOM;MASC;SG	N;NOM;MASC;SG;3
odvod	اخراج	odvod	اخراج	N;NOM;MASC;SG	N;NOM;MASC;SG;3
odvod	نالی	odvod	نالی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
proporcionalan	متناسب.	proporcionalan	متناسب.	ADJ;NOM;INDF;MASC;SG	ADJ
ružna	بیہودہ	ružan	بیہودہ	ADJ;NOM;DEF;FEM;SG	ADJ
ružna	خطرناک	ružan	خطرناک	ADJ;NOM;DEF;FEM;SG	ADJ
ružna	خوفناک	ružan	خوفناک	ADJ;NOM;DEF;FEM;SG	ADJ
ružna	بھیانک	ružan	بھیانک	ADJ;NOM;DEF;FEM;SG	ADJ
ružna	بیہودہ	ružan	بیہودہ	ADJ;NOM;DEF;FEM;SG	ADJ
ružna	خطرناک	ružan	خطرناک	ADJ;NOM;DEF;FEM;SG	ADJ
ružna	خوفناک	ružan	خوفناک	ADJ;NOM;DEF;FEM;SG	ADJ
ružna	بھیانک	ružan	بھیانک	ADJ;NOM;DEF;FEM;SG	ADJ
molekularni	سالمی	molekularan	سالمی	ADJ;NOM;DEF;MASC;SG	ADJ
kamata	دلچسپی	kamata	دلچسپی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kamata	منافع	kamata	منافع	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kamata	دلچسپی	kamata	دلچسپی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kamata	فائدہ	kamata	فائدہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kamata	منافع	kamata	منافع	N;NOM;FEM;SG	N;NOM;MASC;SG;3
veo	حجاب	veo	حجاب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
veo	نقاب	veo	نقاب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
veo	حجاب	veo	حجاب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rastaviti	ڈھانا	rastaviti	ڈھانا	V;NFIN	V;SG;ACT
rastaviti	توڑنا	rastaviti	توڑ	V;NFIN	V;MASC;SG;NFIN;ACT
čekanje	انتظار.	čekanje	انتظار.	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
okret	گردش	okret	گردش	N;NOM;MASC;SG	N;NOM;MASC;SG;3
okret	چکر	okret	چکر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
lebdi	منڈلانے	lebdi	منڈلا	V;IND;SG;3;PRS;FIN	V;ACC;NFIN
registracija	رجسٹری	registracija	رجسٹری	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zrela	سرخ	zrela	سرخ	ADJ;NOM;DEF;FEM;SG	ADJ
zrela	بالغ	zrela	بالغ	ADJ;NOM;DEF;FEM;SG	ADJ
zrela	پختہ	zrela	پختہ	ADJ;NOM;DEF;FEM;SG	ADJ
zrela	فہمیدہ	zrela	فہمیدہ	ADJ;NOM;DEF;FEM;SG	ADJ
zrela	سنجیدہ	zrela	سنجیدہ	ADJ;NOM;DEF;FEM;SG	ADJ
zrela	پختہ	zrela	پختہ	ADJ;NOM;DEF;FEM;SG	ADJ
zrela	فہمیدہ	zrela	فہمیدہ	ADJ;NOM;DEF;FEM;SG	ADJ
zrela	سنجیدہ	zrela	سنجیدہ	ADJ;NOM;DEF;FEM;SG	ADJ
zrela	بالغ	zrela	بالغ	ADJ;NOM;DEF;FEM;SG	ADJ
odaja	خانہ	odaja	خانہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pametni	ممتاز.	pametan	ممتاز.	ADJ;NOM;DEF;MASC;PL	ADJ
pametni	درست	pametan	درست	ADJ;NOM;DEF;MASC;PL	ADJ
pametni	پھرتی	pametan	پھرتی	ADJ;NOM;DEF;MASC;PL	ADJ;FEM
pametni	تیز	pametan	تیز	ADJ;NOM;DEF;MASC;PL	ADJ
momak	حیرت	momak	حیرت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
momak	حیرت	momak	حیرت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
momak	لڑکا	momak	لڑکا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
momak	آدمی	momak	آدمی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
momak	شخص	momak	شخص	N;NOM;MASC;SG	N;NOM;MASC;SG;3
hind	ہرنی	hind	ہرنی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
svadba	بیاہ	svadba	بیاہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
guru	استاد	gura	استاد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
tepih	قالین	tepih	قالین	N;NOM;MASC;SG	N;NOM;MASC;SG;3
prigoda	واقعہ	prigoda	واقعہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
prigoda	اتفاق	prigoda	اتفاق	N;NOM;FEM;SG	N;NOM;MASC;SG;3
prigoda	موقع	prigoda	موقع	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tabu	ممانعت	tabu	ممانعت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
tabu	تحدید	tabu	تحدید	N;NOM;MASC;SG	N;NOM;MASC;SG;3
tabu	ممانعت	tabu	ممانعت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
tabu	تحدید	tabu	تحدید	N;NOM;MASC;SG	N;NOM;MASC;SG;3
olakšanje	یکسانیت	olakšanje	یکسانیت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
olakšanje	مصیبت	olakšanje	مصیبت	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
olakšanje	وضاحت	olakšanje	وضاحت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
olakšanje	صفائی-	olakšanje	صفائی-	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
osjetljivo	شائستہ(	osjetljiv	شائستہ(	ADJ;NOM;DEF;NEUT;SG	ADJ;NOM
osjetljivo	ہلکا	osjetljiv	ہلکا	ADJ;NOM;DEF;NEUT;SG	ADJ;NOM;MASC;SG
osjetljivo	شائستہ(	osjetljiv	شائستہ(	ADJ;NOM;DEF;NEUT;SG	ADJ;NOM
mamac	چارہ	mamac	چارہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mamac	چارہ	mamac	چارہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mamac	ترغیب	mamac	ترغیب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ponovi	دہرانا	ponoviti	دہرانا	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
isključenje	اخراج.	isključenje	اخراج.	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
reaktivni	متعامل	reaktivan	متعامل	ADJ;NOM;DEF;MASC;SG	ADJ
intenzivan	پُرزور	intenzivan	پُرزور	ADJ;NOM;INDF;MASC;SG	ADJ
intenzivan	قوی	intenzivan	قوی	ADJ;NOM;INDF;MASC;SG	ADJ
intenzivan	پُرزور	intenzivan	پُرزور	ADJ;NOM;INDF;MASC;SG	ADJ
intenzivan	قوی	intenzivan	قوی	ADJ;NOM;INDF;MASC;SG	ADJ
intenzivan	شدید	intenzivan	شدید	ADJ;NOM;INDF;MASC;SG	ADJ
krst	دھوکا	krst	دھوکا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
grubi	طوفانی	grub	طوفانی	ADJ;NOM;DEF;MASC;SG	ADJ
grubi	سخت	grub	سخت	ADJ;NOM;DEF;MASC;SG	ADJ
kandidatkinja	امیدوار	kandidatkinja	امیدوار	N;NOM;FEM;SG	N;NOM;MASC;SG;3
komparativne	ضمنی	komparativan	ضمنی	ADJ;NOM;DEF;FEM;PL	ADJ
komparativne	اضافی	komparativan	اضافی	ADJ;NOM;DEF;FEM;PL	ADJ
dostojan	معزز	dostojan	معزز	ADJ;NOM;INDF;MASC;SG	ADJ
dostojan	لائق	dostojan	لائق	ADJ;NOM;INDF;MASC;SG	ADJ
dostojan	معزز	dostojan	معزز	ADJ;NOM;INDF;MASC;SG	ADJ
precizni	مماثل	precizan	مماثل	ADJ;NOM;DEF;MASC;PL	ADJ
blag	کمزور	blag	کمزور	ADJ;NOM;INDF;MASC;SG	ADJ
blag	کمزور	blag	کمزور	ADJ;NOM;INDF;MASC;SG	ADJ
blag	ہلکا	blag	ہلکا	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
eclipse	گرہن	eclips	گرہن	N;NOM;MASC;SG	N;NOM;MASC;SG;3
volt	وولٹ	volt	وولٹ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
skip	of	skip	of		
suspenzija	تعطل	suspenzija	تعطل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
žetva	اجر	žetva	اجر	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ševa	موج	ševati	موج	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ševa	مذاق	ševati	مذاق	N;NOM;FEM;SG	N;NOM;MASC;SG;3
direct	اشارے	direct	اشارہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
direct	انتظام	direct	انتظام	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zakup	اجارہ	zakup	اجارہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
iskren	ایماندار	iskren	ایماندار	ADJ;NOM;INDF;MASC;SG	ADJ
iskren	ایماندار	iskren	ایماندار	ADJ;NOM;INDF;MASC;SG	ADJ
ružičasta	گلابی	ružičast	گلابی	ADJ;NOM;DEF;FEM;SG	ADJ;NOM
dash	تیزی	dash	تیزی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dash	زور	dash	زور	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zap	توانائی	zap	توانائی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
emocionalne	جذباتی	emocionalan	جذباتی	ADJ;NOM;DEF;FEM;PL	ADJ;NOM
ljubomoran	تحقیق	ljubomoran	تحقیق	N;NOM;MASC;SG	N;NOM;MASC;SG;3
spontani	فطرتی	spontan	فطرتی	ADJ;NOM;DEF;MASC;SG	ADJ
obožavanje	تعظیم	obožavanje	تعظیم	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
fondacija	سطح	fondacija	سطح	N;NOM;FEM;SG	N;NOM;MASC;SG;3
sirovi	اصلی	sirov	اصلی	ADJ;NOM;DEF;MASC;SG	ADJ
sirovi	اصلی	sirov	اصلی	ADJ;NOM;DEF;MASC;SG	ADJ
iskušenje	جانچ	iskušenje	جانچ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
iskušenje	آزمائش	iskušenje	آزمائش	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
iskušenje	جانچ	iskušenje	جانچ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
iskušenje	آزمائش	iskušenje	آزمائش	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
papiga	نقلچی	papigati	نقلچی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
krhotina	کرچی	krhotina	کرچی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
urin	پیشاب	urin	پیشاب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
smrtonosno	انتہائی	smrtonosan	انتہائی	ADV	ADV
smrtonosno	نہایت	smrtonosan	نہایت	ADV	ADV
kolaps	موقوف	kolaps	موقوف	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kolaps	تعطل	kolaps	تعطل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kolaps	شکستگی	kolaps	شکستگی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
burg	بستی	burg	بس	N;NOM;MASC;SG	N;NOM;FEM;SG;3
bojkot	مقاطعہ	bojkot	مقاطعہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
porođaj	زچگی	porođaj	زچگی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
dijagnostički	تشخیصی	dijagnostički	تشخیصی	ADJ;NOM;DEF;MASC;SG	ADJ
prisili	دھکیلنا	prisiti	دھکیل	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
prisili	دھکیلنا	prisiti	دھکیل	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
gnome	حکمت	gnoma	حکمت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
korelacija	ارتباط	korelacija	ارتباط	N;NOM;FEM;SG	N;NOM;MASC;SG;3
korelacija	رشتہ	korelacija	رشتہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
inteligentna	ذہین	inteligentan	ذہین	ADJ;NOM;DEF;FEM;SG	ADJ
šljunak	ریت	šljunak	ریت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
šljunak	ریت	šljunak	ریت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
istrebljenje	استیصال	istrebljenje	استیصال	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
osigurano	کمزور	osigurati	کمزور	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ
osigurano	یقینی	osigurati	یقینی	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ
osigurano	کمزور	osigurati	کمزور	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ
osigurano	محفوظ	osigurati	محفوظ	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ
osigurano	یقینی	osigurati	یقینی	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS	ADJ
neizmjerno	نہایت	neizmjeran	نہایت	ADV	ADV
honorar	معاوضہ	honorar	معاوضہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
honorar	محصول	honorar	محصول	N;NOM;MASC;SG	N;NOM;MASC;SG;3
diferencijalna	خصوصی	diferencijalan	خصوصی	ADJ;NOM;DEF;FEM;SG	ADJ
diferencijalna	تفرقی	diferencijalan	تفرقی	ADJ;NOM;DEF;FEM;SG	ADJ
skrivanje	حجاب	skrivanje	حجاب	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
skrivanje	روپوشی	skrivanje	روپوشی	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
char	چائے	char	چائے	N;NOM;MASC;SG	N;NOM;MASC;SG;3
fratar	فرانسِسکی.	fratar	فرانسِسکی.	N;NOM;MASC;SG	N;NOM;MASC;SG;3
emocionalna	جذباتی	emocionalan	جذباتی	ADJ;NOM;DEF;FEM;SG	ADJ;NOM
okolnost	حقیقت	okolnost	حقیقت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
okolnost	جگہ	okolnost	جگہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
okolnost	تقریب	okolnost	تقریب	N;NOM;FEM;SG	N;NOM;FEM;SG;3
poželjna	مطلوب	poželjan	مطلوب	ADJ;NOM;DEF;FEM;SG	ADJ
poželjna	پسندیدہ	poželjan	پسندیدہ	ADJ;NOM;DEF;FEM;SG	ADJ
poželjna	مرغوب	poželjan	مرغوب	ADJ;NOM;DEF;FEM;SG	ADJ
sook	بزدل	sook	بزدل		
skaut	آدمی	skaut	آدمی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
canon	ضابطہ	canon	ضابطہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
presedan	مرتبے	presedan	مرتبہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
presedan	اہمیت	presedan	اہمیت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
presedan	زمانے	presedan	زمانہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sram	غیرت	sram	غیرت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sram	شرم	sram	شرم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sram	غیرت	sram	غیرت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mračno	ناخواندہ	mračan	ناخواندہ	ADJ;NOM;NEUT;SG	ADJ
mračno	افسردہ	mračan	افسردہ	ADJ;NOM;NEUT;SG	ADJ
mračno	رنجیدہ	mračan	رنجیدہ	ADJ;NOM;NEUT;SG	ADJ
mračno	نامعلوم	mračan	نامعلوم	ADJ;NOM;NEUT;SG	ADJ
mračno	نابلد	mračan	نابلد	ADJ;NOM;NEUT;SG	ADJ
mračno	پراسرار	mračan	پراسرار	ADJ;NOM;NEUT;SG	ADJ
mračno	تاریکی	mračan	تاریکی	ADJ;NOM;NEUT;SG	ADJ
vedro	قائل	vedro	قائل	ADJ;NOM;NEUT;SG	ADJ
vedro	واضح	vedro	واضح	ADJ;NOM;NEUT;SG	ADJ
vedro	علاحدہ	vedro	علحدہ	ADJ;NOM;NEUT;SG	ADJ
vedro	مطمئن	vedro	مطمئن	ADJ;NOM;NEUT;SG	ADJ
vedro	صاف	vedro	صاف	ADJ;NOM;NEUT;SG	ADJ
vedro	قائل	vedro	قائل	ADJ;NOM;NEUT;SG	ADJ
vedro	واضح	vedro	واضح	ADJ;NOM;NEUT;SG	ADJ
vedro	علاحدہ	vedro	علحدہ	ADJ;NOM;NEUT;SG	ADJ
vedro	مطمئن	vedro	مطمئن	ADJ;NOM;NEUT;SG	ADJ
nesiguran	غیریقینی	nesiguran	غیریقینی	ADJ;NOM;INDF;MASC;SG	ADJ
nesiguran	متلون	nesiguran	متلون	ADJ;NOM;INDF;MASC;SG	ADJ
nesiguran	مشکوک	nesiguran	مشکوک	ADJ;NOM;INDF;MASC;SG	ADJ
pazar	بازار	pazar	بازار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
skromna	معتدل	skroman	معتدل	ADJ;NOM;DEF;FEM;SG	ADJ
skromna	معتدل	skroman	معتدل	ADJ;NOM;DEF;FEM;SG	ADJ
skromna	فروتنی	skroman	فروتنی	ADJ;NOM;DEF;FEM;SG	ADJ
skromna	معمولی	skroman	معمولی	ADJ;NOM;DEF;FEM;SG	ADJ
žalosno	شرمناک	žalosno	شرمناک	ADJ;NOM;DEF;NEUT;SG	ADJ
žalosno	رنجیدہ	žalosno	رنجیدہ	ADJ;NOM;DEF;NEUT;SG	ADJ
žalosno	شرمناک	žalosno	شرمناک	ADJ;NOM;DEF;NEUT;SG	ADJ
mephitis	تعفن	mephitis	تعفن	V;NFIN	V;SG;ACT
čovek	سپاہی	čovek	سپاہی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
čovek	پیشے	čovek	پیشا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
čovek	شطرنج	čovek	شطرنج	N;NOM;MASC;SG	N;NOM;MASC;SG;3
čovek	انسان	čovek	انسان	N;NOM;MASC;SG	N;NOM;MASC;SG;3
čovek	جہاز	čovek	جہاز	N;NOM;MASC;SG	N;NOM;MASC;SG;3
izlagati	کھلا	izlagati	کھل	V;NFIN	V;PFV;MASC;SG;V.PTCP;ACT
neaktivan	معطل	neaktivan	معطل	ADJ;NOM;INDF;MASC;SG	ADJ
neaktivan	سست	neaktivan	سست	ADJ;NOM;INDF;MASC;SG	ADJ
tiranin	ظالم	tiranin	ظالم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kalup	قالب	kalup	قالب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kalup	قالب	kalup	قالب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
agresivan	مخالفانہ	agresivan	مخالفانہ	ADJ;NOM;INDF;MASC;SG	ADJ
agresivan	غاصب	agresivan	غاصب	ADJ;NOM;INDF;MASC;SG	ADJ
agresivan	معاندانہ	agresivan	معاندانہ	ADJ;NOM;INDF;MASC;SG	ADJ
potop	جوار	potop	جوار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
potop	طغیانی	potop	طغیانی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
potop	دریا	potop	دریا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
potop	نہر	potop	نہر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
potop	بہتات	potop	بہتات	N;NOM;MASC;SG	N;NOM;MASC;SG;3
jedinstvenost	ندرت	jedinstvenost	ندرت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
žalosne	متأسّف.	žalosan	متأسّف.	ADJ;NOM;DEF;FEM;PL	ADJ
ambasador	سفیر	ambasador	سفیر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
nagodba	دیوار	nagodba	دیوار	N;NOM;FEM;SG	N;NOM;FEM;SG;3
nagodba	تصفیہ	nagodba	تصفیہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
sheen	روشنی	sheen	روشنی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sheen	چمک	sheen	چمک	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sheen	روشنی	sheen	روشنی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ugledan	ایماندار	ugledan	ایماندار	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ
agresivna	مخالفانہ	agresivan	مخالفانہ	ADJ;NOM;DEF;FEM;SG	ADJ
agresivna	غاصب	agresivan	غاصب	ADJ;NOM;DEF;FEM;SG	ADJ
agresivna	معاندانہ	agresivan	معاندانہ	ADJ;NOM;DEF;FEM;SG	ADJ
branch	دریا	branch	دریا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pauza	تعطل	pauz	تعطل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pauza	وقفہ	pauz	وقفہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pauza	تعطل	pauz	تعطل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
imperijalizam	شہنشاہیت	imperijalizam	شہنشاہیت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
gljivica	خمیر	gljivica	خمیر	N;NOM;FEM;SG	N;NOM;MASC;SG;3
skrbništvo	حراست	skrbništvo	حراست	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
skrbništvo	قید	skrbništvo	قید	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
tužno	شرمناک	tužan	شرمناک	ADJ;NOM;DEF;NEUT;SG	ADJ
tužno	رنجیدہ	tužan	رنجیدہ	ADJ;NOM;DEF;NEUT;SG	ADJ
tužno	شرمناک	tužan	شرمناک	ADJ;NOM;DEF;NEUT;SG	ADJ
stipendija	وظیفہ	stipendija	وظیفہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zabrinuti	متفکّر	zabrinut	متفکّر	ADJ;NOM;DEF;MASC;PL	ADJ
zavjesa	پردہ	zavjesati	پردہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
farsa	مذاق	farsa	مذاق	N;NOM;FEM;SG	N;NOM;MASC;SG;3
škrob	نشاستہ	škrob	نشاستہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
nametanje	محصول	nametanje	محصول	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zaposlenje	نوکری	zaposlenje	نوکری	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
zaposlenje	مشغولیت	zaposlenje	مشغولیت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zaposlenje	مصروفیت	zaposlenje	مصروفیت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zaposlenje	نوکری	zaposlenje	نوکری	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
zaposlenje	مشغولیت	zaposlenje	مشغولیت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zaposlenje	روزگار	zaposlenje	روزگار	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zaposlenje	مصروفیت	zaposlenje	مصروفیت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ukrasne	آرائشی	ukrastan	آرائشی	ADJ;NOM;DEF;FEM;PL	ADJ
nes	کیفیت	nes	کیفیت	N;NOM;MASC;SG	N;NOM;FEM;SG;3
upravljač	قبضہ	upravljač	قبضہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
upravljač	قابو	upravljač	قابو	N;NOM;MASC;SG	N;NOM;MASC;SG;3
upravljač	گرفت	upravljač	گرفت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sjedalo	چوتڑ	sjedati	چوتڑ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
sjedalo	گاڑی	sjedati	گاڑی	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
sjedalo	نشست	sjedati	نشست	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
sjedalo	چوتڑ	sjedati	چوتڑ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
sjedalo	گاڑی	sjedati	گاڑی	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
sjedalo	نشست	sjedati	نشست	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
prostitucija	تخریب	prostitucija	تخریب	N;NOM;FEM;SG	N;NOM;MASC;SG;3
napuni	چڑھانا	napun	چڑھا	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
napuni	بھرنا	napun	بھر	V;IND;SG;3;PRS;FIN	V;SG;NFIN;ACT
atraktivna	دلفریب	atraktivan	دلفریب	ADJ;NOM;DEF;FEM;SG	ADJ
atraktivna	دلچسپ	atraktivan	دلچسپ	ADJ;NOM;DEF;FEM;SG	ADJ
atraktivna	پُرکشش	atraktivan	پُرکشش	ADJ;NOM;DEF;FEM;SG	ADJ
atraktivna	دلفریب	atraktivan	دلفریب	ADJ;NOM;DEF;FEM;SG	ADJ
atraktivna	دلچسپ	atraktivan	دلچسپ	ADJ;NOM;DEF;FEM;SG	ADJ
atraktivna	پُرکشش	atraktivan	پُرکشش	ADJ;NOM;DEF;FEM;SG	ADJ
tipka	کلید	tipkati	کلید	N;NOM;FEM;SG	N;NOM;MASC;SG;3
prevodilac	ترجمان	prevodilac	ترجمان	N;NOM;MASC;SG	N;NOM;MASC;SG;3
snošaj	مجامعت	snošaj	مجامعت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ubaci	جمانا	ubac	جمانا	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;V.PTCP;ACT
plagijat	خیال	plagijat	خیال	N;NOM;FEM;SG	N;NOM;MASC;SG;3
odvjetnica	وکیل	odvjetnica	وکیل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
puls	جوش	puls	جوش	N;NOM;MASC;SG	N;NOM;MASC;SG;3
puls	احساس	puls	احساس	N;NOM;MASC;SG	N;NOM;MASC;SG;3
puls	جذبہ	puls	جذبہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
gudgeon	پہیے	gudgeon	پہیہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
gudgeon	خانہ	gudgeon	خانہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rebro	لوہے	rebro	لوہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dove	معصوم	dove	معصوم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
golubica	معصوم	golubica	معصوم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
brlog	کھوہ	brlog	کھوہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
woodland	جنگل	woodland	جنگل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pratilac	لازمہ	pratilac	لازمہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pratilac	کتاب	pratilac	کتاب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pratilac	لازمہ	pratilac	لازمہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pratilac	کتاب	pratilac	کتاب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
retro	لباس	retro	لباس	N;NOM;MASC;SG	N;NOM;MASC;SG;3
retro	مذاق	retro	مذاق	N;NOM;MASC;SG	N;NOM;MASC;SG;3
inhibitor	مزاحم	inhibitor	مزاحم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mlaznica	ٹونٹی	mlaznica	ٹونٹی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
