من	od	مِن	od	ADP	ADP;GEN
التغير	změna	تَغَيُّر	změna	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
حرارية	tepelná	حِرَارِيّ	tepelný	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG;POS
حرارية	termální	حِرَارِيّ	termální	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG;POS
رائع	nádherná	رَائِع	nádherný	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS
توقع	podepsat	تَوَقَّع	podepsat	V;MASC;IMP;SG	V;POS;NFIN
موجات	vlny	مَوجَة	vlna	N;NOM;INDF;PL	N;NOM;FEM;PL;POS
العضلة	sval	عُضلَة	sval	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
سفراء	velvyslanci	سَفِير	velvyslanec	N;NOM;INDF;PL	N;ANIM;NOM;MASC;PL;POS
سفراء	vyslanci	سَفِير	vyslanec	N;NOM;INDF;PL	N;ANIM;NOM;MASC;PL;POS
العسل	zlato	عَسَل	zlato	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
الدقيق	mouka	دَقِيق	mouka	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
امتصاص	sání	اِمتِصَاص	sání	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
غرف	místnosti	غُرفَة	místnost	N;NOM;INDF;PL	N;NOM;FEM;PL;POS
غرف	pokoje	غُرفَة	pokoj	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL;POS
السيادة	svrchovanosti	سِيَادَة	svrchovanost	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
السيادة	svrchovanost	سِيَادَة	svrchovanost	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الحقائق	fakta	حَقِيقَة	faktum	N;NOM;DEF;PL	N;NOM;NEUT;PL;POS
المطبخ	kuchyně	مُطبِخ	kuchyně	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
المطبخ	kuchyň	مُطبِخ	kuchyně	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
المعنية	dotčená	مَعنِيّ	dotčený	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG;POS
المعنية	znepokojen	مَعنِيّ	znepokojený	ADJ;NOM;DEF;FEM;SG	ADJ;MASC;SG;POS;V.PTCP;PASS
المعنية	dotčený	مَعنِيّ	dotčený	ADJ;NOM;DEF;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
جذور	kořeny	جذور	kořen	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL;POS
عبادة	kult	عبادة	kult	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
عبادة	sekta	عبادة	sekta	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
عبادة	uctívání	عبادة	uctívání	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
روسية	ruské	رُوسِيّ	ruský	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG;POS
روسية	ruská	رُوسِيّ	ruský	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG;POS
روسية	ruský	رُوسِيّ	ruský	ADJ;NOM;INDF;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
عظام	kosti	عَظم	kost	N;NOM;INDF;PL	N;NOM;FEM;PL;POS
فيلا	vila	فِيلَّا	vila	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
فيلا	villa	فِيلَّا	villo	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
فيلا	slon	فِيلَّا	slon	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG;POS
التنسيق	formátování	تَنسِيق	formátování	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
التنسيق	koordinace	تَنسِيق	koordinace	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
التنسيق	koordinace	تَنسِيق	koordinace	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الفطريات	houby	فَطَرِيّ	houba	N;NOM;DEF;PL	N;NOM;FEM;PL;POS
الوفد	delegace	وَفد	delegace	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الوفد	pověření	وَفد	pověření	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
التفاصيل	podrobnosti	تَفصِيل	podrobnost	N;NOM;DEF;PL	N;NOM;FEM;PL;POS
التفاصيل	detaily	تَفصِيل	detail	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL;POS
استغلال	vykořisťování	اِستِغلَال	vykořisťování	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
استغلال	využívání	اِستِغلَال	využívání	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
قرص	disk	قُرصَ	disk	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
قرص	disk	قُرصَ	disk	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
يقلل	snižuje	قَلَّل	snižovat	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
يقلل	snižuje	قَلَّل	snižovat	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
السوداني	súdánské	سُودَانِيّ	súdánský	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG;POS
البصرية	vizuální	بَصَرِيّ	vizuální	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG;POS
الخبراء	odborníci	خَبِير	odborník	N;NOM;DEF;PL	N;ANIM;NOM;MASC;PL;POS
الخبراء	znalci	خَبِير	znalec	N;NOM;DEF;PL	N;ANIM;NOM;MASC;PL;POS
الخبراء	experti	خَبِير	expert	N;NOM;DEF;PL	N;ANIM;NOM;MASC;PL;POS
تشجيع	povzbuzení	تَشجِيع	povzbuzení	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
كتيبة	prapor	كَتِيبَة	prapor	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
الجندي	voják	الجندي	voják	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG;POS
المهارات	dovednosti	مَهَارَة	dovednost	N;NOM;DEF;PL	N;NOM;FEM;PL;POS
المهارات	dovednosti	مَهَارَة	dovednost	N;NOM;DEF;PL	N;NOM;FEM;PL;POS
محترف	profesionální	مُحتَرَف	profesionální	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG;POS
محترف	profesní	مُحتَرَف	profesní	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS
نجمة	hvězda	نَجمَة	hvězda	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
العقيد	plukovník	عَقِيد	plukovník	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG;POS
دبابة	tank	دَبَّابَة	tank	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
دبابة	nádrž	دَبَّابَة	nádrž	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
البندقية	brokovnice	بُندُقِيّ	brokovnice	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
التطبيق	přihláška	تَطبِيق	přihláška	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
التطبيق	aplikace	تَطبِيق	aplikace	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
التطبيق	žádost	تَطبِيق	žádost	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
التطبيق	aplikace	تَطبِيق	aplikace	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الشيطان	satan	شِيطَان	satan	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG;POS
زعماء	vůdci	زَعِيم	vůdce	N;NOM;INDF;PL	N;ANIM;NOM;MASC;PL;POS
حاد	ostrý	حَادّ	ostrý	ADJ;NOM;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
حاد	ostré	حَادّ	ostrý	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS
حاد	ostrá	حَادّ	ostrý	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS
رومانسية	romantický	رُومَانسِيَّة	romantický	ADJ;NOM;INDF;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
رومانسية	romantická	رُومَانسِيَّة	romantický	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG;POS
رومانسية	romantické	رُومَانسِيَّة	romantický	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG;POS
تثبيت	instalace	تَثبِيت	instalace	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
تثبيت	montáž	تَثبِيت	montáž	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
تثبيت	instalace	تَثبِيت	instalace	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
المفاهيم	pojmy	مَفهُوم	pojem	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL;POS
المفاهيم	koncepty	مَفهُوم	koncept	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL;POS
الزيت	ropa	الزيت	ropa	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الزيت	olej	الزيت	olej	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
المشاهد	scény	مَشهَد	scéna	N;NOM;DEF;PL	N;NOM;FEM;PL;POS
الاستيلاء	převzetí	اِستِيلَاء	převzetí	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
مواقف	přístupy	مَوقِف	přístup	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL;POS
مواقف	postoje	مَوقِف	postoj	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL;POS
البوابات	vrata	بَوَّابَة	vrata	N;NOM;DEF;PL	N;NOM;NEUT;PL;POS
ميلاد	zrození	ميلاد	zrození	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
ميلاد	narození	ميلاد	narození	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
ميلاد	porod	ميلاد	porod	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
قائم	založen	قَائِم	založený	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG;POS;V.PTCP;PASS
قائم	založený	قَائِم	založený	ADJ;NOM;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
قائم	založeno	قَائِم	založený	ADJ;NOM;INDF;MASC;SG	ADJ;NEUT;SG;POS;V.PTCP;PASS
قائم	existující	قَائِم	existující	ADJ;NOM;INDF;MASC;SG	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
قائم	stávající	قَائِم	stávající	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG;POS
سكن	bydlení	سَكَن	bydlení	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
سكن	ubytování	سَكَن	ubytování	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
الرقابة	dohled	رَقَابَة	dohled	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الرقابة	dozor	رَقَابَة	dozor	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الرقابة	cenzura	رَقَابَة	cenzura	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الامبراطورية	říše	الامبراطورية	říše	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الامبراطورية	impérium	الامبراطورية	impérium	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
الامبراطورية	imperial	الامبراطورية	imperial	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الطقس	počasí	طَقس	počasí	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
المسؤولين	správci	مَسؤُول	správce	N;NOM;DEF;PL	N;ANIM;NOM;MASC;PL;POS
المسؤولين	činitelé	مَسؤُول	činitel	N;NOM;DEF;PL	N;ANIM;NOM;MASC;PL;POS
المسؤولين	představitelé	مَسؤُول	představitel	N;NOM;DEF;PL	N;ANIM;NOM;MASC;PL;POS
المسؤولين	úředníci	مَسؤُول	úředník	N;NOM;DEF;PL	N;ANIM;NOM;MASC;PL;POS
حكايات	báchorky	حِكَايَة	báchorka	N;NOM;INDF;PL	N;NOM;FEM;PL;POS
حكايات	povídky	حِكَايَة	povídka	N;NOM;INDF;PL	N;NOM;FEM;PL;POS
حكايات	příběhy	حِكَايَة	příběh	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL;POS
حكايات	pohádky	حِكَايَة	pohádka	N;NOM;INDF;PL	N;NOM;FEM;PL;POS
حكايات	příběhy	حِكَايَة	příběh	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL;POS
المعارض	galerie	مَعرِض	galerie	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
تقارب	konvergence	تَقَارُب	konvergence	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
تقارب	sbližování	تَقَارُب	sbližování	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
المنع	prevence	مَنع	prevence	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
هواء	ovzduší	هَوَاء	ovzduší	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
هواء	vzduch	هَوَاء	vzduch	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
هواء	air	هَوَاء	air	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
مسابقات	soutěže	مُسَابَقَة	soutěž	N;NOM;INDF;PL	N;NOM;FEM;PL;POS
مسابقات	soutěže	مُسَابَقَة	soutěž	N;NOM;INDF;PL	N;NOM;FEM;PL;POS
صينية	čínský	صِينِيّ	čínský	ADJ;NOM;INDF;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
صينية	čínská	صِينِيّ	čínský	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG;POS
صينية	čínské	صِينِيّ	čínský	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG;POS
الحوض	pánev	حَوض	pánev	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الحوض	vana	حَوض	vana	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
يؤمن	věří	آمَن	věřit	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
الدير	klášter	دَير	klášter	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الدير	klášter	دَير	klášter	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الدير	opatství	دَير	opatství	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
الكائن	předmět	كَائِن	předmět	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الكائن	objekt	كَائِن	objekt	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الكائن	organismus	كَائِن	organismus	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
مسجل	zapsaný	مُسَجَّل	zapsaný	ADJ;NOM;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
مسجل	registrované	مُسَجَّل	registrovaný	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS
مسجل	registrovaná	مُسَجَّل	registrovaný	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS
مسجل	registrovaný	مُسَجَّل	registrovaný	ADJ;NOM;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
الصحفيين	novináři	صُحُفِيّ	novinář	N;NOM;DEF;PL	N;ANIM;NOM;MASC;PL;POS
الصحفيين	reportéři	صُحُفِيّ	reportér	N;NOM;DEF;PL	N;ANIM;NOM;MASC;PL;POS
الصحفيين	novináři	صُحُفِيّ	novinář	N;NOM;DEF;PL	N;ANIM;NOM;MASC;PL;POS
متخصص	specializované	مُتَخَصِّص	specializovaný	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS
اختبارات	testy	اِختِبَار	test	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL;POS
اختبارات	zkoušky	اِختِبَار	zkouška	N;NOM;INDF;PL	N;NOM;FEM;PL;POS
الاعتقاد	víra	اِعتِقَاد	víra	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الاعتقاد	přesvědčení	اِعتِقَاد	přesvědčení	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
انشاء	vytvoření	إِنشَاء	vytvoření	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
انشاء	vytváření	إِنشَاء	vytváření	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
انشاء	tvorba	إِنشَاء	tvorba	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
انشاء	vznik	إِنشَاء	vznik	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
انشاء	vytvoření	إِنشَاء	vytvoření	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
انشاء	vytváření	إِنشَاء	vytváření	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
انشاء	tvoření	إِنشَاء	tvoření	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
الارض	země	أَرض	země	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الارض	pozemek	أَرض	pozemek	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الارض	země	أَرض	země	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
تصحيح	oprava	تَصحِيح	oprava	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
تصحيح	korekce	تَصحِيح	korekce	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
الدائمة	trvalý	دَائِم	trvalý	ADJ;NOM;DEF;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
الدائمة	trvalá	دَائِم	trvalý	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG;POS
الدائمة	permanentní	دَائِم	permanentní	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG;POS
الدائمة	trvalé	دَائِم	trvalý	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG;POS
الدائمة	stálá	دَائِم	stálý	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG;POS
اللسان	jazyk	لِسَان	jazyk	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الثمار	ovoce	ثَمَر	ovoce	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
حملات	kampaně	حَملَة	kampaň	N;NOM;INDF;PL	N;NOM;FEM;PL;POS
السور	plot	سُور	plot	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
السور	překupník	سُور	překupník	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG;POS
بذور	semínka	بَذر	semínko	N;NOM;INDF;PL	N;NOM;NEUT;PL;POS
بذور	semena	بَذر	semeno	N;NOM;INDF;PL	N;NOM;NEUT;PL;POS
السباحة	plavání	سِبَاحَة	plavání	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
السباحة	koupání	سِبَاحَة	koupání	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
مبادرة	iniciativa	مُبَادَرَة	iniciativa	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
مبادرة	podnět	مُبَادَرَة	podnět	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
يثبت	dokazuje	ثَبَّت	dokazovat	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
التصنيع	výroba	تَصنِيع	výroba	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
التصنيع	industrializace	تَصنِيع	industrializace	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
التصنيع	výroba	تَصنِيع	výroba	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
تسع	devět	تِسعَة	devět	NUM;NOM;INDF;FEM	NUM;NOM;SG
الاستجابة	odezva	اِستِجَابَة	odezva	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الاستجابة	odpověď	اِستِجَابَة	odpověď	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الاستجابة	reakce	اِستِجَابَة	reakce	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
المحرر	vydavatel	مُحَرَّر	vydavatel	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG;POS
المحرر	redaktor	مُحَرَّر	redaktor	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG;POS
المحرر	editor	مُحَرَّر	editor	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
المحرر	šéfredaktor	مُحَرَّر	šéfredaktor	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG;POS
القبة	kupole	قِبَّة	kupole	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
المحتلة	obsazeno	مُحتَلّ	obsazený	ADJ;NOM;DEF;FEM;SG	ADJ;NEUT;SG;POS;V.PTCP;PASS
المحتلة	obsazený	مُحتَلّ	obsazený	ADJ;NOM;DEF;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
المحتلة	okupované	مُحتَلّ	okupovaný	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG;POS
المحتلة	obsazené	مُحتَلّ	obsazený	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG;POS
ذرة	kukuřice	ذُرَّة	kukuřice	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
ذرة	atom	ذُرَّة	atom	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
تقديرات	odhady	تَقدِير	odhad	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL;POS
العبد	otrok	العبد	otrok	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG;POS
العبد	otrokyně	العبد	otrokyně	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
تصف	popisuje	وَصَف	popisovat	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
القراء	čtenáři	قَارِئ	čtenář	N;NOM;DEF;PL	N;ANIM;NOM;MASC;PL;POS
ثقافي	kulturní	ثَقَافِيّ	kulturní	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS
السيف	meč	سَيف	meč	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
ايام	dny	يَوم	den	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL;POS
محافظ	guvernér	مُحَافِظ	guvernér	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG;POS
اقل	dolní	أَقَلّ	dolní	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS
اقل	nižší	أَقَلّ	nízký	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;CMPR;MASC;SG;POS
اقل	spodní	أَقَلّ	spodní	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG;POS
مرشح	filtr	مُرَشَّح	filtr	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
مرشح	uchazeč	مُرَشَّح	uchazeč	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG;POS
مرشح	kandidát	مُرَشَّح	kandidát	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG;POS
مسلحة	ozbrojená	مُسَلَّح	ozbrojený	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG;POS
مسلحة	ozbrojený	مُسَلَّح	ozbrojený	ADJ;NOM;INDF;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
مسلحة	ozbrojen	مُسَلَّح	ozbrojený	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG;POS;V.PTCP;PASS
دواء	medicína	دَوَاء	medicína	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
دواء	lékařství	دَوَاء	lékařství	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
دواء	lék	دَوَاء	lék	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
عناوين	názvy	عُنوَان	název	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL;POS
عناوين	tituly	عُنوَان	titul	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL;POS
عناوين	adresy	عُنوَان	adresa	N;NOM;INDF;PL	N;NOM;FEM;PL;POS
هنود	indiáni	هَند	indián	N;NOM;INDF;PL	N;ANIM;NOM;MASC;PL;POS
هنود	indové	هَند	indový	N;NOM;INDF;PL	N;ANIM;NOM;MASC;PL;POS
المواقف	polohy	مَوقِف	poloha	N;NOM;DEF;PL	N;NOM;FEM;PL;POS
المواقف	přístupy	مَوقِف	přístup	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL;POS
المواقف	postoje	مَوقِف	postoj	N;NOM;DEF;PL	N;INAN;NOM;MASC;PL;POS
معيار	kritérium	مُعِير	kritérium	N;NOM;INDF;SG	N;NOM;NEUT;SG;POS
معيار	norma	مُعِير	norma	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
معيار	norma	مُعِير	norma	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
معيار	standard	مُعِير	standard	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
الغابة	les	غَابَة	les	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الغابة	džungle	غَابَة	džungle	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
اختار	vybrat	اِختَار	vybrat	V;PFV;MASC;SG;3;ACT	V;POS;NFIN
الطابق	patře	طَابِق	patro	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
الطابق	podlaha	طَابِق	podlaha	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الطابق	poschodí	طَابِق	poschodí	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
الطابق	podlaží	طَابِق	podlaží	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
الطابق	patro	طَابِق	patro	N;NOM;DEF;SG	N;NOM;NEUT;SG;POS
حزام	pásek	حزام	pásek	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
حزام	pás	حزام	pás	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
حزام	opasek	حزام	opasek	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG;POS
سفير	velvyslanec	سَفِير	velvyslanec	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG;POS
سفير	velvyslankyně	سَفِير	velvyslankyně	N;NOM;INDF;SG	N;NOM;FEM;SG;POS
الكاميرا	fotoaparát	كَامِيرَا	fotoaparát	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الكاميرا	foťák	كَامِيرَا	foťák	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الكاميرا	kamera	كَامِيرَا	kamera	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
وردت	obdržel	وَرَد	obdržet	V;PFV;FEM;SG;3;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
مقدم	předložený	مُقَدَّم	předložený	ADJ;NOM;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
مقدم	předložená	مُقَدَّم	předložený	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS
مقدم	předloženo	مُقَدَّم	předložený	ADJ;NOM;INDF;MASC;SG	ADJ;NEUT;SG;POS;V.PTCP;PASS
مقدم	podané	مُقَدَّم	podaný	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS
الظلام	dark	ظَلَام	dark	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
الظلام	temnota	ظَلَام	temnota	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الظلام	tma	ظَلَام	tma	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الظلام	tmy	ظَلَام	tma	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
الرتبة	hodnost	رَتبَة	hodnost	N;NOM;DEF;SG	N;NOM;FEM;SG;POS
