din	從	din	從	ADP;ACC	ADP
bătălii	戰役	bătală	戰役	N;INDF;FEM;PL	N
șir	弦	șir	弦	N;INDF;MASC;SG	N
șir	字串	șir	字串	N;INDF;MASC;SG	N
șir	弦	șir	弦	N;INDF;MASC;SG	N
bulevardul	大道	bulevard	大道	N;DEF;MASC;SG	N
marină	海軍	marină	海軍	N;INDF;FEM;SG	N
marină	海事	marină	海事	N;INDF;FEM;SG	N
vechime	資歷	vechime	資歷	N;INDF;FEM;SG	N
cifre	位	cifră	位	N;INDF;FEM;PL	N
cifre	數字	cifră	數字	N;INDF;FEM;PL	N
construiește	構造	construi	構造	V;IND;SG;3;PRS;FIN	V
construiește	建構	construi	建構	V;IND;SG;3;PRS;FIN	V
florile	花	floare	花	N;DEF;FEM;PL	N
florile	鮮花	floare	鮮花	N;DEF;FEM;PL	N
florile	花卉	floare	花卉	N;DEF;FEM;PL	N
florile	花兒	floare	花兒	N;DEF;FEM;PL	N
florile	花朵	floare	花朵	N;DEF;FEM;PL	N
noțiunea	概念	noțiune	概念	N;DEF;FEM;SG	N
field	欄位	field	欄位	N;INDF;MASC;SG	N
gimnastică	體操	gimnastică	體操	N;INDF;FEM;SG	N
executarea	處	executare	處	N;DEF;FEM;SG	N
ieșire	輸出	ieșire	輸出	N;INDF;FEM;SG	N
ieșire	出口	ieșire	出口	N;INDF;FEM;SG	N
legende	傳奇	legendă	傳奇	N;INDF;FEM;PL	N
desfășurarea	部署	desfășurare	部署	N;DEF;FEM;SG	N
accent	口音	accent	口音	N;INDF;MASC;SG	N
anime	動畫	animă	動畫	N;INDF;MASC;SG	N
alcool	醇	alcool	醇	N;INDF;MASC;SG	N
alcool	酒精	alcool	酒精	N;INDF;MASC;SG	N
alcool	酒	alcool	酒	N;INDF;MASC;SG	N
alcool	酒類	alcool	酒類	N;INDF;MASC;SG	N
promova	推廣	promova	推廣	V;IND;SG;3;IPFV;FIN	V
moduri	模式	mod	模式	N;INDF;FEM;PL	N
complexă	複雜	complex	複雜	ADJ;INDF;FEM;SG	ADJ
nobil	高	nobil	高	ADJ;INDF;MASC;SG	ADJ
calificare	資歷	calificare	資歷	N;INDF;FEM;SG	N
calificare	資格	calificare	資格	N;INDF;FEM;SG	N
organele	器官	organ	器官	N;DEF;FEM;PL	N
tratează	對待	trata	對待	V;IND;3;PRS;FIN	V
fișiere	文件	fișier	文件	N;INDF;FEM;PL	N
fișiere	檔案	fișier	檔案	N;INDF;FEM;PL	N
programele	方案	program	方案	N;DEF;FEM;PL	N
programele	程式	program	程式	N;DEF;FEM;PL	N
greșeli	錯誤	greșeală	錯誤	N;INDF;FEM;PL	N
greșeli	失誤	greșeală	失誤	N;INDF;FEM;PL	N
autonomie	自主	autonomie	自主	N;INDF;FEM;SG	N
câini	犬	câine	犬	N;INDF;MASC;PL	N
câini	狗	câine	狗	N;INDF;MASC;PL	N
pin	松樹	pin	松樹	N;INDF;MASC;SG	N
pin	別針	pin	別針	N;INDF;MASC;SG	N
piciorul	腿	picior	腿	N;DEF;MASC;SG	N
groază	恐怖	groază	恐怖	N;INDF;FEM;SG	N
opinie	意見	opinie	意見	N;INDF;FEM;SG	N
asasinarea	暗殺	asasinare	暗殺	N;DEF;FEM;SG	N
aerul	空中	aer	空中	N;DEF;MASC;SG	N
aerul	航空	aer	航空	N;DEF;MASC;SG	N
aerul	空氣	aer	空氣	N;DEF;MASC;SG	N
globul	全球	glob	全球	N;DEF;MASC;SG	N
lux	力士	lux	力士	N;INDF;MASC;SG	N
lux	豪華	lux	豪華	N;INDF;MASC;SG	N
ceremonia	儀式	ceremonie	儀式	N;DEF;FEM;SG	N
arii	地區	arie	地區	N;INDF;FEM;PL	N
dezvăluie	揭露	dezvălui	揭露	V;IND;3;PRS;FIN	V
dezvăluie	揭示	dezvălui	揭示	V;IND;3;PRS;FIN	V
dezvăluie	揭示	dezvălui	揭示	V;IND;3;PRS;FIN	V
plural	複數	plural	複數	N;INDF;MASC;SG	N
echipajul	船員	echipaj	船員	N;DEF;MASC;SG	N
dispozitive	裝置	dispozitiv	裝置	N;INDF;FEM;PL	N
riscul	風險	risc	風險	N;DEF;MASC;SG	N
ofensiva	攻勢	ofensiva	攻勢	N;DEF;FEM;SG	N
nunta	婚禮	nunta	婚禮	N;DEF;FEM;SG	N
minte	頭腦	minte	頭腦	N;INDF;FEM;SG	N
minte	心靈	minte	心靈	N;INDF;FEM;SG	N
contractul	合同	contract	合同	N;DEF;MASC;SG	N
contractul	合約	contract	合約	N;DEF;MASC;SG	N
politehnica	理工	politehnică	理工	N;DEF;FEM;SG	N
politehnica	理工	politehnică	理工	N;DEF;FEM;SG	N
frecvență	頻率	frecvență	頻率	N;INDF;FEM;SG	N
penal	罪犯	penal	罪犯	N;INDF;MASC;SG	N
ochiul	眼	ochi	眼	N;DEF;MASC;SG	N
ochiul	眼睛	ochi	眼睛	N;DEF;MASC;SG	N
recomandă	推薦	recomanda	推薦	V;IND;SG;3;PST;FIN	V
învață	學習	învăța	學習	V;IND;3;PRS;FIN	V
marcă	品牌	marcă	品牌	N;INDF;FEM;SG	N
supremă	最高	suprem	最高	ADJ;INDF;FEM;SG	ADJ
exprimare	表情	exprimare	表情	N;INDF;FEM;SG	N
concentrare	濃度	concentrare	濃度	N;INDF;FEM;SG	N
guvernatorul	省長	guvernator	省長	N;DEF;MASC;SG	N
guvernatorul	總督	guvernator	總督	N;DEF;MASC;SG	N
guvernatorul	州	guvernator	州	N;DEF;MASC;SG	N
hărți	地圖	hartă	地圖	N;INDF;FEM;PL	N
moara	磨坊	moară	磨坊	N;DEF;FEM;SG	N
grupurile	群組	grup	群組	N;DEF;FEM;PL	N
grupurile	團體	grup	團體	N;DEF;FEM;PL	N
sărbători	假期	sărbător	假期	N;INDF;FEM;PL	N
sărbători	假日	sărbător	假日	N;INDF;FEM;PL	N
sărbători	節日	sărbător	節日	N;INDF;FEM;PL	N
sărbători	假期	sărbător	假期	N;INDF;FEM;PL	N
sărbători	假日	sărbător	假日	N;INDF;FEM;PL	N
sărbători	節假	sărbător	節假	N;INDF;FEM;PL	N
sărbători	節日	sărbător	節日	N;INDF;FEM;PL	N
băile	浴室	baie	浴室	N;DEF;FEM;PL	N
băile	浴場	baie	浴場	N;DEF;FEM;PL	N
bord	董事	bord	董事	N;INDF;MASC;SG	N
armele	武器	armă	武器	N;DEF;FEM;PL	N
armele	兵器	armă	兵器	N;DEF;FEM;PL	N
armele	槍支	armă	槍支	N;DEF;FEM;PL	N
armele	槍械	armă	槍械	N;DEF;FEM;PL	N
prizonier	俘虜	prizonier	俘虜	N;INDF;MASC;SG	N
prizonier	囚犯	prizonier	囚犯	N;INDF;MASC;SG	N
prizonier	犯人	prizonier	犯人	N;INDF;MASC;SG	N
prizonier	囚徒	prizonier	囚徒	N;INDF;MASC;SG	N
tribunalul	法庭	tribunal	法庭	N;DEF;MASC;SG	N
leu	獅	leu	獅	N;INDF;MASC;SG	N
leu	獅子	leu	獅子	N;INDF;MASC;SG	N
producătorul	廠	producător	廠	N;DEF;MASC;SG	N
desfășurare	部署	desfășurare	部署	N;INDF;FEM;SG	N
gară	站	gară	站	N;INDF;FEM;SG	N
gară	車站	gară	車站	N;INDF;FEM;SG	N
orele	小時	oră	小時	N;DEF;FEM;PL	N
tablă	黑板	tablă	黑板	N;INDF;FEM;SG	N
tablă	鐵皮	tablă	鐵皮	N;INDF;FEM;SG	N
tablă	董事	tablă	董事	N;INDF;FEM;SG	N
metodele	方法	metodă	方法	N;DEF;FEM;PL	N
teorema	定理	teoremă	定理	N;DEF;FEM;SG	N
brațe	軍	braț	軍	N;INDF;FEM;PL	N
părul	頭髮	păr	頭髮	N;DEF;MASC;SG	N
părul	髮型	păr	髮型	N;DEF;MASC;SG	N
părul	發	păr	發	N;DEF;MASC;SG	N
poduri	橋	pod	橋	N;INDF;FEM;PL	N
brigadă	旅	brigadă	旅	N;INDF;FEM;SG	N
templu	神廟	templu	神廟	N;INDF;MASC;SG	N
templu	寺	templu	寺	N;INDF;MASC;SG	N
templu	寺廟	templu	寺廟	N;INDF;MASC;SG	N
templu	廟	templu	廟	N;INDF;MASC;SG	N
templu	聖殿	templu	聖殿	N;INDF;MASC;SG	N
consumul	消費	consum	消費	N;DEF;MASC;SG	N
religii	宗教	religie	宗教	N;INDF;FEM;PL	N
arsenal	武庫	arsenal	武庫	N;INDF;MASC;SG	N
blocuri	區塊	bloc	區塊	N;INDF;FEM;PL	N
blocuri	積木	bloc	積木	N;INDF;FEM;PL	N
treizeci	三十	treizeci	三十	NUM;PL	NUM
suburbie	郊區	suburbie	郊區	N;INDF;FEM;SG	N
proprietarul	業	proprietar	業	N;DEF;MASC;SG	N
nobili	高尚	nobil	高尚	N;INDF;MASC;PL	N
nobili	貴族	nobil	貴族	N;INDF;MASC;PL	N
nobili	崇高	nobil	崇高	N;INDF;MASC;PL	N
ducat	公國	ducat	公國	N;INDF;MASC;SG	N
iubirea	戀愛	iubire	戀愛	N;DEF;FEM;SG	N
iubirea	愛情	iubire	愛情	N;DEF;FEM;SG	N
talent	人	talent	人	N;INDF;MASC;SG	N
talent	天才	talent	天才	N;INDF;MASC;SG	N
talent	天賦	talent	天賦	N;INDF;MASC;SG	N
cultul	邪教	cult	邪教	N;DEF;MASC;SG	N
nucleul	核心	nucleu	核心	N;DEF;MASC;SG	N
astronomie	天文	astronomie	天文	N;INDF;FEM;SG	N
gură	嘴	gură	嘴	N;INDF;FEM;SG	N
gură	口	gură	口	N;INDF;FEM;SG	N
gură	嘴	gură	嘴	N;INDF;FEM;SG	N
gură	口腔	gură	口腔	N;INDF;FEM;SG	N
plăci	板	placă	板	N;INDF;FEM;PL	N
plăci	瓷磚	placă	瓷磚	N;INDF;FEM;PL	N
psihologie	心理	psihologie	心理	N;INDF;FEM;SG	N
psihologie	心理	psihologie	心理	N;INDF;FEM;SG	N
circuit	迴路	circuit	迴路	N;INDF;MASC;SG	N
circuit	電路	circuit	電路	N;INDF;MASC;SG	N
telefon	電話	telefon	電話	N;INDF;MASC;SG	N
telefon	手機	telefon	手機	N;INDF;MASC;SG	N
telefon	電話	telefon	電話	N;INDF;MASC;SG	N
lipsește	缺少	lipsi	缺少	V;IND;SG;3;PRS;FIN	V
lipsește	失蹤	lipsi	失蹤	V;IND;SG;3;PRS;FIN	V
lipsește	遺失	lipsi	遺失	V;IND;SG;3;PRS;FIN	V
trepte	腳步	treaptă	腳步	N;INDF;FEM;PL	N
trepte	腳步	treaptă	腳步	N;INDF;FEM;PL	N
trepte	步驟	treaptă	步驟	N;INDF;FEM;PL	N
conservarea	養護	conservare	養護	N;DEF;FEM;SG	N
conservarea	保育	conservare	保育	N;DEF;FEM;SG	N
conservarea	保全	conservare	保全	N;DEF;FEM;SG	N
progresul	進步	progres	進步	N;DEF;MASC;SG	N
progresul	進度	progres	進度	N;DEF;MASC;SG	N
ciclu	週期	ciclu	週期	N;INDF;MASC;SG	N
ciclu	迴圈	ciclu	迴圈	N;INDF;MASC;SG	N
rundă	輪	rund	輪	N;INDF;FEM;SG	N
arhivele	檔案	arhivă	檔案	N;DEF;FEM;PL	N
metrou	地鐵	metrou	地鐵	N;INDF;MASC;SG	N
metrou	捷運	metrou	捷運	N;INDF;MASC;SG	N
metrou	地鐵	metrou	地鐵	N;INDF;MASC;SG	N
perspectivă	透視	perspectivă	透視	N;INDF;FEM;SG	N
perspectivă	視角	perspectivă	視角	N;INDF;FEM;SG	N
singular	奇異	singular	奇異	ADJ;INDF;MASC;SG	ADJ
recenzie	審查	recenzie	審查	N;INDF;FEM;SG	N
adâncimea	深度	adâncime	深度	N;DEF;FEM;SG	N
întâlnirea	會議	întâlnire	會議	N;DEF;FEM;SG	N
cursa	比賽	cursă	比賽	N;DEF;FEM;SG	N
cursa	賽	cursă	賽	N;DEF;FEM;SG	N
cursa	種族	cursă	種族	N;DEF;FEM;SG	N
cursa	競賽	cursă	競賽	N;DEF;FEM;SG	N
catalogul	編目	catalog	編目	N;DEF;MASC;SG	N
publicitate	廣告	publicitate	廣告	N;INDF;FEM;SG	N
vânt	風	vânt	風	N;INDF;MASC;SG	N
obiectivul	目標	obiectiv	目標	N;DEF;MASC;SG	N
elevii	學生	elev	學生	N;DEF;MASC;PL	N
determinarea	決心	determinare	決心	N;DEF;FEM;SG	N
mobilă	家	mobilă	家	N;INDF;FEM;SG	N
mobilă	傢具	mobilă	傢具	N;INDF;FEM;SG	N
mobilă	傢俱	mobilă	傢俱	N;INDF;FEM;SG	N
plumb	鉛	plumb	鉛	N;INDF;MASC;SG	N
cartoon	漫畫	cartoon	漫畫	N;INDF;MASC;SG	N
cartoon	卡通	cartoon	卡通	N;INDF;MASC;SG	N
pânză	畫布	pânză	畫布	N;INDF;FEM;SG	N
pânză	帆布	pânză	帆布	N;INDF;FEM;SG	N
doctrina	原則	doctrină	原則	N;DEF;FEM;SG	N
doctrina	學說	doctrină	學說	N;DEF;FEM;SG	N
doctrina	教義	doctrină	教義	N;DEF;FEM;SG	N
doctrina	理論	doctrină	理論	N;DEF;FEM;SG	N
doctrina	原理	doctrină	原理	N;DEF;FEM;SG	N
senatul	元老	senat	元老	N;DEF;MASC;SG	N
stars	星星	stars	星星	N;INDF;MASC;SG	N
stars	明星	stars	明星	N;INDF;MASC;SG	N
stars	星空	stars	星空	N;INDF;MASC;SG	N
stars	星	stars	星	N;INDF;MASC;SG	N
stars	恆星	stars	恆星	N;INDF;MASC;SG	N
lipsesc	缺少	lipsi	缺少	V;IND;PL;3;PRS;FIN	V
lipsesc	失蹤	lipsi	失蹤	V;IND;PL;3;PRS;FIN	V
lipsesc	遺失	lipsi	遺失	V;IND;PL;3;PRS;FIN	V
catalog	編目	catalog	編目	N;INDF;MASC;SG	N
diesel	柴油	diesel	柴油	N;INDF;MASC;SG	N
cadre	幀	cadre	幀	N;INDF;FEM;PL	N
cadre	框架	cadre	框架	N;INDF;FEM;PL	N
cadre	框	cadre	框	N;INDF;FEM;PL	N
cadre	框架	cadre	框架	N;INDF;FEM;PL	N
individ	個人	individ	個人	N;INDF;MASC;SG	N
individ	個別	individ	個別	N;INDF;MASC;SG	N
individ	個	individ	個	N;INDF;MASC;SG	N
cauze	起因	cauză	起因	N;INDF;FEM;PL	N
bloc	區塊	bloc	區塊	N;INDF;MASC;SG	N
aventură	冒險	aventură	冒險	N;INDF;FEM;SG	N
proiectele	項目	proiect	項目	N;DEF;FEM;PL	N
floarea	花	floare	花	N;DEF;FEM;SG	N
floarea	花兒	floare	花兒	N;DEF;FEM;SG	N
floarea	花朵	floare	花朵	N;DEF;FEM;SG	N
viziune	視覺	viziune	視覺	N;INDF;FEM;SG	N
viziune	願景	viziune	願景	N;INDF;FEM;SG	N
viziune	展望	viziune	展望	N;INDF;FEM;SG	N
profesie	職業	profesie	職業	N;INDF;FEM;SG	N
profesie	專業	profesie	專業	N;INDF;FEM;SG	N
tablouri	油畫	tablou	油畫	N;INDF;FEM;PL	N
tablouri	繪畫	tablou	繪畫	N;INDF;FEM;PL	N
exemplul	範例	exemplu	範例	N;DEF;MASC;SG	N
informare	簡報	informare	簡報	N;INDF;FEM;SG	N
bere	啤酒	bere	啤酒	N;INDF;FEM;SG	N
cape	角	cape	角	N;INDF;MASC;SG	N
expert	專家	expert	專家	N;INDF;MASC;SG	N
zahăr	食糖	zahăr	食糖	N;INDF;MASC;SG	N
zahăr	糖業	zahăr	糖業	N;INDF;MASC;SG	N
zahăr	糖	zahăr	糖	N;INDF;MASC;SG	N
călugăr	僧侶	călugăr	僧侶	N;INDF;MASC;SG	N
călugăr	僧	călugăr	僧	N;INDF;MASC;SG	N
scandal	醜聞	scandal	醜聞	N;INDF;MASC;SG	N
scandal	緋聞	scandal	緋聞	N;INDF;MASC;SG	N
mențiune	任期	mențiune	任期	N;INDF;FEM;SG	N
mențiune	術語	mențiune	術語	N;INDF;FEM;SG	N
mențiune	學期	mențiune	學期	N;INDF;FEM;SG	N
ruta	路線	ruta	路線	N;DEF;FEM;SG	N
amintirea	記憶	amintire	記憶	N;DEF;FEM;SG	N
amintirea	記憶	amintire	記憶	N;DEF;FEM;SG	N
amintirea	記憶	amintire	記憶	N;DEF;FEM;SG	N
medicamente	藥品	medicament	藥品	N;INDF;FEM;PL	N
medicamente	藥物	medicament	藥物	N;INDF;FEM;PL	N
medicamente	毒品	medicament	毒品	N;INDF;FEM;PL	N
medicamente	藥品	medicament	藥品	N;INDF;FEM;PL	N
medicamente	醫藥	medicament	醫藥	N;INDF;FEM;PL	N
stări	國家	stare	國家	N;INDF;FEM;PL	N
opiniile	意見	opinie	意見	N;DEF;FEM;PL	N
celulele	細胞	celulă	細胞	N;DEF;FEM;PL	N
short	短期	short	短期	N;INDF;MASC;SG	N
short	矮	short	矮	N;INDF;MASC;SG	N
baron	男爵	baron	男爵	N;INDF;MASC;SG	N
mercur	水星	mercur	水星	N;INDF;MASC;SG	N
mercur	水銀	mercur	水銀	N;INDF;MASC;SG	N
mercur	汞	mercur	汞	N;INDF;MASC;SG	N
tun	大炮	tun	大炮	N;INDF;MASC;SG	N
tun	砲	tun	砲	N;INDF;MASC;SG	N
tun	炮	tun	炮	N;INDF;MASC;SG	N
păr	頭髮	păr	頭髮	N;INDF;MASC;SG	N
păr	髮型	păr	髮型	N;INDF;MASC;SG	N
păr	發	păr	發	N;INDF;MASC;SG	N
cresc	成長	crește	成長	V;IND;PL;3;PRS;FIN	V
cresc	生長	crește	生長	V;IND;PL;3;PRS;FIN	V
egalitate	平等	egalitate	平等	N;INDF;FEM;SG	N
haine	服裝	haină	服裝	N;INDF;FEM;PL	N
haine	衣物	haină	衣物	N;INDF;FEM;PL	N
haine	衣服	haină	衣服	N;INDF;FEM;PL	N
structurii	結構	structură	結構	N;DEF;FEM;SG	N
tinere	年輕	tânăr	年輕	ADJ;INDF;FEM;PL	ADJ
gros	厚厚	gros	厚厚	ADJ;INDF;MASC;SG	ADJ
calendar	日曆	calendar	日曆	N;INDF;MASC;SG	N
calendar	曆	calendar	曆	N;INDF;MASC;SG	N
patrimoniu	遺產	patrimoniu	遺產	N;INDF;MASC;SG	N
vocale	聲樂	vocal	聲樂	N;INDF;FEM;PL	N
dame	跳棋	damă	跳棋	N;INDF;FEM;PL	N
apostoli	使徒	apostoli	使徒	N;INDF;MASC;PL	N
formularul	形式	formular	形式	N;DEF;MASC;SG	N
formularul	表格	formular	表格	N;DEF;MASC;SG	N
crimă	犯罪	crimă	犯罪	N;INDF;FEM;SG	N
frunzele	樹葉	frunză	樹葉	N;DEF;FEM;PL	N
frunzele	葉子	frunză	葉子	N;DEF;FEM;PL	N
exprima	明示	exprima	明示	V;IND;SG;3;IPFV;FIN	V
orange	橙	orange	橙	N;INDF;MASC;SG	N
orange	橘色	orange	橘色	N;INDF;MASC;SG	N
orange	橘子	orange	橘子	N;INDF;MASC;SG	N
orange	橙	orange	橙	N;INDF;MASC;SG	N
orange	橘	orange	橘	N;INDF;MASC;SG	N
pierderile	虧損	pierdere	虧損	N;DEF;FEM;PL	N
pierderile	損失	pierdere	損失	N;DEF;FEM;PL	N
echipament	裝備	echipament	裝備	N;INDF;MASC;SG	N
includerea	包容	includere	包容	N;DEF;FEM;SG	N
formal	正式	formal	正式	ADV	ADV
formal	正	formal	正	ADV	ADV
formal	正式	formal	正式	ADV	ADV
filozofia	哲學	filozofie	哲學	N;DEF;FEM;SG	N
filozofia	理念	filozofie	理念	N;DEF;FEM;SG	N
explica	解釋	explica	解釋	V;IND;SG;3;IPFV;FIN	V
intensă	激烈	intens	激烈	ADJ;INDF;FEM;SG	ADJ
strâmtoarea	海峽	strâmtoare	海峽	N;DEF;FEM;SG	N
ofensivă	攻勢	ofensiv	攻勢	N;INDF;FEM;SG	N
fenomene	現象	fenomen	現象	N;INDF;FEM;PL	N
costume	服裝	costum	服裝	N;INDF;FEM;PL	N
costume	戲服	costum	戲服	N;INDF;FEM;PL	N
costume	西裝	costum	西裝	N;INDF;FEM;PL	N
grija	關愛	grijă	關愛	N;DEF;FEM;SG	N
grija	愛心	grijă	愛心	N;DEF;FEM;SG	N
grija	關心	grijă	關心	N;DEF;FEM;SG	N
grija	護理	grijă	護理	N;DEF;FEM;SG	N
grija	關心	grijă	關心	N;DEF;FEM;SG	N
corul	合唱	cor	合唱	N;DEF;MASC;SG	N
corul	合唱	cor	合唱	N;DEF;MASC;SG	N
corul	合唱	cor	合唱	N;DEF;MASC;SG	N
modelele	模型	model	模型	N;DEF;FEM;PL	N
modelele	模特	model	模特	N;DEF;FEM;PL	N
modelele	型號	model	型號	N;DEF;FEM;PL	N
modelele	模特	model	模特	N;DEF;FEM;PL	N
îndeplini	履行	îndeplini	履行	V;IND;SG;3;PRS;FIN	V
originile	起源	origine	起源	N;DEF;FEM;PL	N
mutarea	搬家	mutare	搬家	N;DEF;FEM;SG	N
lățimea	寬度	lățime	寬度	N;DEF;FEM;SG	N
invazie	侵略	invazie	侵略	N;INDF;FEM;SG	N
dealuri	丘陵	deal	丘陵	N;INDF;FEM;PL	N
perete	壁	perete	壁	N;INDF;MASC;SG	N
perete	牆壁	perete	牆壁	N;INDF;MASC;SG	N
perete	圍牆	perete	圍牆	N;INDF;MASC;SG	N
perete	牆	perete	牆	N;INDF;MASC;SG	N
istoricii	歷史	istoric	歷史	N;DEF;MASC;PL	N
străină	外國	străin	外國	N;INDF;FEM;SG	N
străină	外籍	străin	外籍	N;INDF;FEM;SG	N
entitate	實體	entitate	實體	N;INDF;FEM;SG	N
platină	鉑	platină	鉑	N;INDF;FEM;SG	N
platină	白金	platină	白金	N;INDF;FEM;SG	N
rezolva	解決	rezolva	解決	V;IND;SG;3;IPFV;FIN	V
vulcan	火山	vulcan	火山	N;INDF;MASC;SG	N
curentului	電流	curent	電流	N;DEF;MASC;SG	N
curentului	現任	curent	現任	N;DEF;MASC;SG	N
curentului	目前	curent	目前	N;DEF;MASC;SG	N
destinație	目	destinație	目	N;INDF;FEM;SG	N
sunetul	聲音	sunet	聲音	N;DEF;MASC;SG	N
sunetul	音效	sunet	音效	N;DEF;MASC;SG	N
evaluarea	估價	evaluare	估價	N;DEF;FEM;SG	N
cinematografie	攝影	cinematografie	攝影	N;INDF;FEM;SG	N
râurilor	河流	râu	河流	N;DEF;FEM;PL	N
acoperiș	屋頂	acoperiș	屋頂	N;INDF;MASC;SG	N
conferință	會議	conferință	會議	N;INDF;FEM;SG	N
civili	平民	civil	平民	N;INDF;MASC;PL	N
citește	讀	citi	讀	V;IND;SG;3;PRS;FIN	V
citește	讀取	citi	讀取	V;IND;SG;3;PRS;FIN	V
cereale	糧食	cereală	糧食	N;INDF;FEM;PL	N
cereale	穀物	cereală	穀物	N;INDF;FEM;PL	N
cereale	糧	cereală	糧	N;INDF;FEM;PL	N
cereale	穀物	cereală	穀物	N;INDF;FEM;PL	N
cereale	穀類	cereală	穀類	N;INDF;FEM;PL	N
cereale	麥片	cereală	麥片	N;INDF;FEM;PL	N
cereale	穀物	cereală	穀物	N;INDF;FEM;PL	N
cereale	穀類	cereală	穀類	N;INDF;FEM;PL	N
pictori	畫家	pictor	畫家	N;INDF;MASC;PL	N
trafic	交通	trafic	交通	N;INDF;MASC;SG	N
baraj	壩	baraj	壩	N;INDF;MASC;SG	N
baraj	水電	baraj	水電	N;INDF;MASC;SG	N
baraj	水庫	baraj	水庫	N;INDF;MASC;SG	N
baraj	大壩	baraj	大壩	N;INDF;MASC;SG	N
baraj	水壩	baraj	水壩	N;INDF;MASC;SG	N
derivă	漂流	deriv	漂流	V;IND;SG;3;PST;FIN	V
balta	池	baltă	池	N;DEF;FEM;SG	N
balta	池塘	baltă	池塘	N;DEF;FEM;SG	N
balta	水潭	baltă	水潭	N;DEF;FEM;SG	N
balta	水坑	baltă	水坑	N;DEF;FEM;SG	N
kingdom	王國	kingdom	王國	N;INDF;MASC;SG	N
kingdom	國度	kingdom	國度	N;INDF;MASC;SG	N
statuie	雕像	statuie	雕像	N;INDF;FEM;SG	N
statuie	雕塑	statuie	雕塑	N;INDF;FEM;SG	N
statuie	塑像	statuie	塑像	N;INDF;FEM;SG	N
toamnă	秋季	toamnă	秋季	N;INDF;FEM;SG	N
toamnă	秋天	toamnă	秋天	N;INDF;FEM;SG	N
moștenirea	遺產	moștenire	遺產	N;DEF;FEM;SG	N
moștenirea	遺產	moștenire	遺產	N;DEF;FEM;SG	N
aripi	翅膀	aripă	翅膀	N;INDF;FEM;PL	N
aripi	翼	aripă	翼	N;INDF;FEM;PL	N
golf	高爾夫	golf	高爾夫	N;INDF;MASC;SG	N
inspector	督察	inspector	督察	N;INDF;MASC;SG	N
ocean	大洋	ocean	大洋	N;INDF;MASC;SG	N
ocean	洋	ocean	洋	N;INDF;MASC;SG	N
ocean	海洋	ocean	海洋	N;INDF;MASC;SG	N
ocean	海	ocean	海	N;INDF;MASC;SG	N
franceza	法文	franceza	法文	N;DEF;FEM;SG	N
edge	邊緣	edge	邊緣	N;INDF;MASC;SG	N
declarație	宣言	declarație	宣言	N;INDF;FEM;SG	N
discursul	講話	discurs	講話	N;DEF;MASC;SG	N
discursul	演講	discurs	演講	N;DEF;MASC;SG	N
discursul	語音	discurs	語音	N;DEF;MASC;SG	N
folosire	用法	folosire	用法	N;INDF;FEM;SG	N
folosire	用量	folosire	用量	N;INDF;FEM;SG	N
campionatele	錦標	campionat	錦標	N;DEF;FEM;PL	N
manastirea	寺院	manastire	寺院	N;DEF;FEM;SG	N
baschet	籃球	baschet	籃球	N;INDF;MASC;SG	N
organ	器官	organ	器官	N;INDF;MASC;SG	N
organ	風琴	organ	風琴	N;INDF;MASC;SG	N
hotelul	飯店	hotel	飯店	N;DEF;MASC;SG	N
hotelul	酒店	hotel	酒店	N;DEF;MASC;SG	N
hotelul	賓館	hotel	賓館	N;DEF;MASC;SG	N
hotelul	旅館	hotel	旅館	N;DEF;MASC;SG	N
vacanță	假期	vacanță	假期	N;INDF;FEM;SG	N
vacanță	假日	vacanță	假日	N;INDF;FEM;SG	N
vacanță	節日	vacanță	節日	N;INDF;FEM;SG	N
vacanță	假期	vacanță	假期	N;INDF;FEM;SG	N
fotbalul	足球	fotbal	足球	N;DEF;MASC;SG	N
fotbalul	美式	fotbal	美式	N;DEF;MASC;SG	N
fotbalul	橄欖	fotbal	橄欖	N;DEF;MASC;SG	N
dificultăți	困難	dificultate	困難	N;INDF;FEM;PL	N
dificultăți	難度	dificultate	難度	N;INDF;FEM;PL	N
dificultăți	困難	dificultate	困難	N;INDF;FEM;PL	N
râurile	河流	râu	河流	N;DEF;FEM;PL	N
lapte	乳	lapte	乳	N;INDF;MASC;SG	N
lapte	牛奶	lapte	牛奶	N;INDF;MASC;SG	N
lapte	奶	lapte	奶	N;INDF;MASC;SG	N
utilizând	使用	utiliza	使用	V;V.MSDR	V
simte	感受	simți	感受	V;IND;SG;3;PRS;FIN	V
controverse	爭議	controversă	爭議	N;INDF;FEM;PL	N
lunile	月	lună	月	N;DEF;FEM;PL	N
lunile	月份	lună	月份	N;DEF;FEM;PL	N
rase	種族	rasă	種族	N;INDF;FEM;PL	N
rase	品種	rasă	品種	N;INDF;FEM;PL	N
soră	妹妹	soră	妹妹	N;INDF;FEM;SG	N
soră	姐姐	soră	姐姐	N;INDF;FEM;SG	N
soră	姐妹	soră	姐妹	N;INDF;FEM;SG	N
soră	姊妹	soră	姊妹	N;INDF;FEM;SG	N
soră	姊姊	soră	姊姊	N;INDF;FEM;SG	N
teste	測試	test	測試	N;INDF;FEM;PL	N
teste	測驗	test	測驗	N;INDF;FEM;PL	N
aventuri	冒險	avent	冒險	N;INDF;FEM;PL	N
aventuri	冒險	avent	冒險	N;INDF;FEM;PL	N
autorități	當局	autoritate	當局	N;INDF;FEM;PL	N
