for	pre	for	pre	ADP	ADP;ACC
gutt	chlapček	gu	chlapček	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
gutt	chalan	gu	chalan	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
gutt	chlapec	gu	chlapec	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
gutt	decko	gu	decko	N;INDF;MASC;SG	N;NOM;NEUT;SG
gutt	dieťa	gu	dieťa	N;INDF;MASC;SG	N;NOM;NEUT;SG
himmelen	neba	himmel	nebo	N;DEF;MASC;SG	N;GEN;NEUT;SG
himmelen	nebo	himmel	nebo	N;DEF;MASC;SG	N;NOM;NEUT;SG
himmelen	obloha	himmel	obloha	N;DEF;MASC;SG	N;NOM;FEM;SG
himmelen	nebo	himmel	nebo	N;DEF;MASC;SG	N;NOM;NEUT;SG
vokst	pestované	vokst	pestovaný	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
fortelle	povedať	fortelje	povedať	V;IMP;NFIN	V;PFV;POS;NFIN
fortelle	povedzte	fortelje	povedať	V;IMP;NFIN	V;PFV;IMP;PL;2;POS;FIN
fortelle	povedz	fortelje	povedz	V;IMP;NFIN	V;PFV;IMP;SG;2;POS;FIN
bestemme	určovať	bestemme	určovať	V;NFIN	V;IPFV;POS;NFIN
bestemme	určiť	bestemme	určiť	V;NFIN	V;PFV;POS;NFIN
bestemme	rozhodnúť	bestemme	rozhodnúť	V;NFIN	V;PFV;POS;NFIN
etasje	podlaha	etasje	podlaha	N;INDF;MASC;SG	N;NOM;FEM;SG
etasje	poschodie	etasje	poschodie	N;INDF;MASC;SG	N;NOM;NEUT;SG
forbedre	posilniť	forbedre	posilniť	V;IMP;NFIN	V;PFV;POS;NFIN
forbedre	vylepšiť	forbedre	vylepšiť	V;IMP;NFIN	V;PFV;POS;NFIN
forbedre	zlepšiť	forbedre	zlepšiť	V;IMP;NFIN	V;PFV;POS;NFIN
forbedre	vylepšiť	forbedre	vylepšiť	V;IMP;NFIN	V;PFV;POS;NFIN
forbedre	zlepšovať	forbedre	zlepšovať	V;IMP;NFIN	V;IPFV;POS;NFIN
forbedre	zlepšiť	forbedre	zlepšiť	V;IMP;NFIN	V;PFV;POS;NFIN
linux	linux	linux	linux	N;INDF;MASC;SG	N;NOM;FEM;SG
lisa	lisu	lise	lis	N;DEF;FEM;SG	N;INAN;GEN;MASC;SG
langrennsløper	lyžiar	langrennsløp	lyžiar	N;INDF;NEUT;SG	N;ANIM;NOM;MASC;SG
singapore	singapur	singapor	singapur	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
singapore	singapure	singapor	singapur	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
gary	garyho	gary	garyho	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
budapest	budapešti	budapest	budapešť	N;INDF;MASC;SG	N;NOM;FEM;SG
budapest	budapešť	budapest	budapešť	N;INDF;MASC;SG	N;NOM;MASC;SG
tempelet	chrámu	tempel	chrám	N;DEF;NEUT;SG	N;INAN;GEN;MASC;SG
tempelet	chrám	tempel	chrám	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
engasjement	zapojenie	engasjement	zapojenie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
engasjement	interakcia	engasjement	interakcia	N;INDF;NEUT;SG	N;NOM;FEM;SG
engasjement	angažovanosť	engasjement	angažovanosť	N;INDF;NEUT;SG	N;NOM;FEM;SG
engasjement	odhodlanie	engasjement	odhodlanie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
engasjement	záväzok	engasjement	záväzok	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
engasjement	angažovanosť	engasjement	angažovanosť	N;INDF;NEUT;SG	N;NOM;FEM;SG
nyheter	novinky	nyhet	novinky	N;INDF;FEM;PL	N;NOM;FEM;PL
nyheter	spravy	nyhet	sprava	N;INDF;FEM;PL	N;NOM;FEM;PL
nyheter	správy	nyhet	správa	N;INDF;FEM;PL	N;NOM;FEM;PL
konstantinopel	konštantinopolu	konstantinopel	konštantinopol	N;INDF;MASC;SG	N;INAN;ACC;MASC;SG
beskjed	správu	beskjed	správa	N;INDF;FEM;SG	N;ACC;FEM;SG
beskjed	odkaz	beskjed	odkaz	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
beskjed	posolstvo	beskjed	posolstvo	N;INDF;FEM;SG	N;NOM;NEUT;SG
beskjed	správa	beskjed	správa	N;INDF;FEM;SG	N;NOM;FEM;SG
dave	dave	dave	dav	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
årsak	rozum	årsak	rozum	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
årsak	príčina	årsak	príčina	N;INDF;FEM;SG	N;NOM;FEM;SG
årsak	dôvod	årsak	dôvod	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
årsak	dovod	årsak	dovod	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
årsak	príčina	årsak	príčina	N;INDF;FEM;SG	N;NOM;FEM;SG
matematiker	matematik	matematike	matematik	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
definisjon	definícia	definisjon	definícia	N;INDF;MASC;SG	N;NOM;FEM;SG
definisjon	definovanie	definisjon	definovanie	N;INDF;MASC;SG	N;NOM;NEUT;SG
definisjon	vymedzenie	definisjon	vymedzenie	N;INDF;MASC;SG	N;NOM;NEUT;SG
firenze	florence	firenze	florenec	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
konkurs	konkurze	konkurs	konkurz	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
bonde	farmár	bonde	farmár	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
bonde	poľnohospodár	bonde	poľnohospodár	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
bonde	sedliak	bonde	sedliak	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
bonde	poľnohospodára	bonde	poľnohospodár	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
kriterier	kritéria	kriterium	kritérium	N;INDF;NEUT;PL	N;NOM;NEUT;PL
kriterier	kritériá	kriterium	kritérium	N;INDF;NEUT;PL	N;NOM;NEUT;PL
lyn	blesk	lyn	blesk	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
jerry	jerryho	jerry	jerryho	N;INDF;MASC;SG	N;ANIM;GEN;MASC;SG
jerry	jerry	jerry	jerry	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
positivt	pozitívna	positiv	pozitívny	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
positivt	kladná	positiv	kladný	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
positivt	pozitívny	positiv	pozitívny	ADJ;INDF;NEUT;SG	ADJ;INAN;NOM;MASC;SG
kino	kino	kino	kino	N;INDF;MASC;SG	N;NOM;NEUT;SG
kino	kino	kino	kino	N;INDF;MASC;SG	N;NOM;NEUT;SG
kino	kine	kino	kino	N;INDF;MASC;SG	N;NOM;NEUT;SG
golf	golf	golf	golf	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
vin	vínko	vin	vínko	N;INDF;MASC;SG	N;NOM;NEUT;SG
vin	víno	vin	víno	N;INDF;MASC;SG	N;NOM;NEUT;SG
vin	vino	vin	vino	N;INDF;MASC;SG	N;NOM;MASC;SG
mønster	vzor	mønster	vzor	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
southern	juhu	southern	juh	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
colorado	colorado	colorado	colorado	N	N;ANIM;NOM;MASC;SG
juridiske	právne	juridisk	právny	ADJ;PL	ADJ;NOM;NEUT;PL
taket	streche	tak	strecha	N;DEF;NEUT;SG	N;DAT;FEM;SG
taket	strecha	tak	strecha	N;DEF;NEUT;SG	N;NOM;FEM;SG
taket	strechu	tak	strecha	N;DEF;NEUT;SG	N;ACC;FEM;SG
glad	šťastný	glad	šťastný	ADJ;INDF;SG	ADJ;ANIM;NOM;MASC;SG
glad	šťastné	glad	šťastný	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
venezuela	venezuela	venezuel	venezuiť	N;DEF;NEUT;SG	N;NOM;FEM;SG
rollene	roly	rolle	rol	N;DEF;FEM;PL	N;NOM;FEM;PL
rollene	role	rolle	role	N;DEF;FEM;PL	N;NOM;FEM;PL
rollene	úlohy	rolle	úloha	N;DEF;FEM;PL	N;NOM;FEM;PL
rute	trasa	rute	triasť	N;INDF;FEM;SG	N;NOM;FEM;SG
rute	cesta	rute	cesta	N;INDF;FEM;SG	N;NOM;FEM;SG
abraham	abraham	abraham	abraham	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
ferrari	ferrari	ferrari	ferrari	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
trening	výcvik	trening	výcvik	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
trening	tréning	trening	tréning	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
trening	školenie	trening	školenie	N;INDF;FEM;SG	N;NOM;NEUT;SG
trening	cvičenie	trening	cvičenie	N;INDF;FEM;SG	N;NOM;NEUT;SG
trening	tréning	trening	tréning	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
trening	cvičenie	trening	cvičenie	N;INDF;FEM;SG	N;NOM;NEUT;SG
fulle	opitý	full	opitý	ADJ;DEF;SG	ADJ;ANIM;NOM;MASC;SG
technology	technológie	technology	technológia	N	N;NOM;FEM;PL
technology	technológiu	technology	technológia	N	N;ACC;FEM;SG
technology	technológia	technology	technológia	N	N;NOM;FEM;SG
technology	technika	technology	technika	N	N;NOM;FEM;SG
vestlig	západný	vestlig	západný	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
vestlig	západnej	vestlig	západný	ADJ;INDF;NEUT;SG	ADJ;GEN;FEM;SG
vestlig	západná	vestlig	západný	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
vestlig	západné	vestlig	západný	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
klær	odev	klær	odev	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
klær	oblečenie	klær	oblečenie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
klær	oblečenie	klær	oblečenie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
ruter	trasy	rute	tri	N;INDF;FEM;PL	N;NOM;FEM;PL
ruter	trás	rute	trás	N;INDF;FEM;PL	N;GEN;FEM;PL
ruter	cesty	rute	cesta	N;INDF;FEM;PL	N;NOM;FEM;PL
hebraisk	hebrejčine	hebraisk	hebrejčine	N;INDF;MASC;SG	N;DAT;FEM;SG
bot	robot	bot	robot	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
bot	robota	bot	robota	N;INDF;FEM;SG	N;NOM;FEM;SG
grant	dotácia	grant	dotácia	N;INDF;MASC;SG	N;NOM;FEM;SG
grant	grant	grant	grant	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
utstillinger	výstavy	utstilling	výstava	N;INDF;FEM;PL	N;NOM;FEM;PL
kongressen	kongres	kongress	kongres	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
kongressen	kongrese	kongress	kongresa	N;DEF;MASC;SG	N;INAN;ESS;MASC;SG
kongressen	kongresu	kongress	kongresa	N;DEF;MASC;SG	N;INAN;GEN;MASC;SG
bassist	basgitaristu	bassist	basgitarista	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
endrer	mením	endre	meniť	V;IND;PRS;FIN	V;IPFV;IND;SG;1;POS;PRS;FIN
endrer	menia	endre	meniť	V;IND;PRS;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN
montert	namontované	montere	namontovaný	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
montert	montované	montere	montovaný	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
montert	vybavené	montere	vybavený	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
montert	vybavená	montere	vybavený	ADJ;INDF;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
montert	namontované	montere	namontovaný	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
dna	dna	dna	dno	N;INDF;NEUT;SG	N;NOM;NEUT;SG
vedtak	rozhodnutie	vedtak	rozhodnutie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
betalt	platené	betale	platený	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
betalt	platená	betale	platený	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;FEM;SG
betalt	vyplatené	betale	vyplatený	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
betalt	zaplatené	betale	zaplatený	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
leiren	tábora	leir	tábor	N;DEF;MASC;SG	N;INAN;GEN;MASC;SG
leiren	camp	leir	camp	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
leiren	tábor	leir	tábor	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
butikker	obchodov	butikke	obchod	N;INDF;FEM;PL	N;INAN;GEN;MASC;PL
butikker	obchody	butikke	obchod	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
butikker	predajne	butikke	predajňa	N;INDF;FEM;PL	N;NOM;FEM;PL
butikker	obchody	butikke	obchod	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
butikker	predajne	butikke	predajňa	N;INDF;FEM;PL	N;NOM;FEM;PL
heat	tepla	heat	tepnúť	N;INDF;NEUT;SG	N;NOM;NEUT;SG
heat	teplo	heat	teplo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
soldat	vojak	soldat	vojak	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
soldat	vojaka	soldat	vojak	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
provinser	provincia	provinser	provincie	N;INDF;MASC;SG	N;NOM;FEM;SG
provinser	provincii	provinser	provincia	N;INDF;MASC;SG	N;DAT;FEM;SG
maskin	prístroj	maskin	prístroj	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
maskin	automat	maskin	automat	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
maskin	stroj	maskin	stroj	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
medlemskap	členstvo	medlemskap	členstvo	N;INDF;MASC;SG	N;NOM;NEUT;SG
medlemskap	členstvo	medlemskap	členstvo	N;INDF;MASC;SG	N;NOM;NEUT;SG
fremtiden	budúca	fremtid	budúci	N;DEF;MASC;SG	N;NOM;FEM;SG
fremtiden	budúcnosti	fremtid	budúcnosť	N;DEF;MASC;SG	N;DAT;FEM;SG
fremtiden	budúcnosť	fremtid	budúcnosť	N;DEF;MASC;SG	N;NOM;FEM;SG
fremtiden	budúce	fremtid	budúci	N;DEF;MASC;SG	N;NOM;NEUT;SG
bush	busha	bush	busha	N;INDF;SG	N;ANIM;ACC;MASC;SG
bolig	príbytku	bolig	príbytok	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
bolig	bydlisko	bolig	bydlisko	N;INDF;MASC;SG	N;NOM;NEUT;SG
bolig	pobyt	bolig	pobyt	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
bolig	ubytovanie	bolig	ubytovanie	N;INDF;MASC;SG	N;NOM;NEUT;SG
bolig	bývanie	bolig	bývanie	N;INDF;MASC;SG	N;NOM;NEUT;SG
bolig	obydlie	bolig	obydlie	N;INDF;MASC;SG	N;NOM;NEUT;SG
motiv	motív	motiv	motív	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
tilfeldig	náhodný	tilfeldig	náhodný	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
tilfeldig	náhodné	tilfeldig	náhodný	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
komité	výbor	komité	výbor	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
komité	výbore	komité	výbor	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
komité	výboru	komité	výbor	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
birger	birger	birger	birger	N;INDF;MASC;SG	N;NOM;FEM;SG
traff	stretla	traff	stretnúť	V;IND;PST;FIN	V;PFV;FEM;SG;POS;PST;V.PTCP
traff	stretol	traff	stretnúť	V;IND;PST;FIN	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
arrangement	podujatie	arrangement	podujatie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
arrangement	udalosť	arrangement	udalosť	N;INDF;NEUT;SG	N;NOM;FEM;SG
arrangement	event	arrangement	event	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
underviste	naučil	undervise	naučiť	V;IND;PST;FIN	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
underviste	učil	undervise	učiť	V;IND;PST;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
underviste	učila	undervise	učiť	V;IND;PST;FIN	V;IPFV;FEM;SG;POS;PST;V.PTCP
underviste	učili	undervise	učiť	V;IND;PST;FIN	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
verdt	hodné	verd	hodný	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
tegner	čerpania	tegn	čerpanie	N;INDF;FEM;PL	N;NOM;NEUT;PL
freden	pokoj	fred	pokoj	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
freden	mier	fred	mier	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
freden	mieru	fred	mier	N;DEF;MASC;SG	N;ACC;FEM;SG
dyrket	pestovanie	dyrke	pestovanie	N;DEF;NEUT;SG	N;NOM;NEUT;SG
business	podnikanie	business	podnikanie	N;INDF;MASC;SG	N;NOM;NEUT;SG
business	biznis	business	biznis	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
business	business	business	business	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
merk	označiť	merk	označiť	V;IMP;FIN	V;PFV;POS;NFIN
følte	cítil	føle	cítiť	V;IND;PST;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
følte	cítila	føle	cítiť	V;IND;PST;FIN	V;IPFV;FEM;SG;POS;PST;V.PTCP
følte	cítili	føle	cítiť	V;IND;PST;FIN	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
troppen	oddiel	tropp	oddlieť	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
troppen	jednotka	tropp	jednotka	N;DEF;MASC;SG	N;NOM;FEM;SG
troppen	squad	tropp	squad	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
troppen	čata	tropp	čata	N;DEF;MASC;SG	N;NOM;FEM;SG
troppen	komando	tropp	komando	N;DEF;MASC;SG	N;NOM;NEUT;SG
troppen	družstvo	tropp	družstvo	N;DEF;MASC;SG	N;NOM;NEUT;SG
kansas	kansase	kanse	kansas	N;INDF;MASC;SG	N;NOM;MASC;SG
assistent	asistenta	assistent	asistent	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
assistent	asistent	assistent	asistent	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
assistent	asistentka	assistent	asistentka	N;INDF;MASC;SG	N;NOM;FEM;SG
ekstremt	extrémny	ekstrem	extrémny	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
ekstremt	extrémna	ekstrem	extrémny	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
presten	kňaz	prest	kňaz	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
presten	kňaza	prest	kňaz	N;DEF;MASC;SG	N;ANIM;ACC;MASC;SG
signert	podpísaný	signere	podpísaný	ADJ;INDF;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
signert	podpísaná	signere	podpísaný	ADJ;INDF;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
signert	podpísané	signere	podpísaný	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
arrangør	organizátor	arrangør	organizátor	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
arrangør	hosť	arrangør	hosť	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
arrangør	hostiteľa	arrangør	hostiteľ	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
arrangør	host	arrangør	host	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
arrangør	hostiteľ	arrangør	hostiteľ	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
arrangør	hosting	arrangør	hosting	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
utløp	výstupe	utløp	výstup	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
forbinder	spája	forbinde	spáj	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
forbinder	pripája	forbinde	pripájať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
flate	byt	flate	byt	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
rester	zvyšky	rest	zvyšok	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
rester	pozostatky	rest	pozostatok	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
baby	bábätko	baby	bábätko	N;INDF;MASC;SG	N;NOM;NEUT;SG
baby	dieťa	baby	dieťa	N;INDF;MASC;SG	N;NOM;NEUT;SG
anerkjennelse	uznanie	anerkjennelse	uznanie	N;INDF;MASC;SG	N;NOM;NEUT;SG
anerkjennelse	rozpoznávanie	anerkjennelse	rozpoznávanie	N;INDF;MASC;SG	N;NOM;NEUT;SG
anerkjennelse	uznávanie	anerkjennelse	uznávanie	N;INDF;MASC;SG	N;NOM;NEUT;SG
funksjonen	motív	funksjon	motív	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
funksjonen	funkcia	funksjon	funkcia	N;DEF;MASC;SG	N;NOM;FEM;SG
funksjonen	vlastnosť	funksjon	vlastnosť	N;DEF;MASC;SG	N;NOM;FEM;SG
funksjonen	prvok	funksjon	prvok	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
fjerning	odstraňovanie	fjerning	odstraňovanie	N;INDF;FEM;SG	N;NOM;NEUT;SG
fjerning	odstránenie	fjerning	odstránenie	N;INDF;FEM;SG	N;NOM;NEUT;SG
age	veku	age	vek	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
age	vek	age	vek	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
microsoft	microsoft	microsoft	microsoft	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
guy	chlap	guy	chlap	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
guy	chalan	guy	chalan	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
guy	chlapík	guy	chlapík	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
billboard	billboard	billboard	billboard	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
hemmelig	secret	hemmelig	secret	N;INDF;MASC;SG	N;NOM;FEM;SG
hemmelig	tajomstvo	hemmelig	tajomstvo	N;INDF;MASC;SG	N;NOM;NEUT;SG
observert	zachytené	observere	zachytený	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
observert	pozorovaný	observere	pozorovaný	ADJ;INDF;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
observert	zistená	observere	zistený	ADJ;INDF;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
observert	pozorovaná	observere	pozorovaný	ADJ;INDF;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
observert	pozorované	observere	pozorovaný	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
utstilling	výstavu	utstilling	výstava	N;INDF;FEM;SG	N;ACC;FEM;SG
utstilling	výstava	utstilling	výstava	N;INDF;FEM;SG	N;NOM;FEM;SG
utstilling	showroom	utstilling	showro	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
utstilling	výstava	utstilling	výstava	N;INDF;FEM;SG	N;NOM;FEM;SG
utstilling	výstavu	utstilling	výstava	N;INDF;FEM;SG	N;ACC;FEM;SG
ild	oheň	ild	oheň	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
ild	požiar	ild	požiar	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
faktum	skutočnosť	faktum	skutočnosť	N;INDF;NEUT;SG	N;NOM;FEM;SG
faktum	fakt	faktum	fakt	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
temaer	motívy	tema	motíva	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
temaer	témy	tema	téma	N;INDF;MASC;PL	N;NOM;FEM;PL
temaer	tém	tema	téma	N;INDF;MASC;PL	N;GEN;FEM;PL
temaer	témy	tema	téma	N;INDF;MASC;PL	N;NOM;FEM;PL
dame	pani	dame	pani	N;INDF;FEM;SG	N;NOM;FEM;SG
dame	dáma	dame	dáma	N;INDF;FEM;SG	N;NOM;FEM;SG
dame	lady	dame	lada	N;INDF;FEM;SG	N;NOM;FEM;SG
portrett	portrét	portrett	portrét	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
alfabetet	abeceda	alfabetet	abeceda	N;INDF;MASC;SG	N;NOM;FEM;SG
hest	kona	hest	kona	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
hest	koňa	hest	kôň	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
hest	kôň	hest	kôň	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
carter	carterová	cart	carterová	N;INDF;MASC;SG	N;NOM;FEM;SG
fysiker	fyzik	fysike	fyzik	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
skjult	ukryté	skjule	ukrytý	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
skjult	skrytý	skjule	skrytý	ADJ;INDF;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
skjult	skrytá	skjule	skrytý	ADJ;INDF;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
skjult	skryté	skjule	skrytý	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
skjult	ukryté	skjule	ukrytý	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
anledninger	príležitosti	anledninger	príležitosť	N;INDF;FEM;PL	N;NOM;FEM;PL
mountain	hora	mountain	hora	N;INDF;NEUT;SG	N;NOM;FEM;SG
dybde	hĺbka	dybde	hĺbka	N;INDF;NEUT;SG	N;NOM;FEM;SG
dybde	hĺbku	dybde	hĺbka	N;INDF;NEUT;SG	N;ACC;FEM;SG
inspirasjon	inšpiráciu	inspirasjon	inšpirácia	N;INDF;MASC;SG	N;ACC;FEM;SG
inspirasjon	inšpirácia	inspirasjon	inšpirácia	N;INDF;MASC;SG	N;NOM;FEM;SG
brussel	bruselu	brussel	brusel	N;INDF;MASC;SG	N;DAT;NEUT;SG
brussel	brusel	brussel	brusel	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
hester	kone	hester	kono	N;INDF;FEM;PL	N;NOM;FEM;PL
sosialistisk	socialistická	sosialistisk	socialistický	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
