arsenal	οπλοστάσιο	arsenal	οπλοστάσιο	N;NOM;SG	N;NOM;NEUT;SG
nuoriso	νεολαία	nuoriso	νεολαία	N;NOM;SG	N;NOM;FEM;SG
nuoriso	νεότητα	nuoriso	νεότητα	N;NOM;SG	N;NOM;FEM;SG
gospel	ευαγγέλιο	gospel	ευαγγέλιο	N;NOM;SG	N;NOM;NEUT;SG
filosofinen	φιλοσοφική	filosofinen	φιλοσοφικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
komissio	προμήθεια	komissio	προμήθεια	N;NOM;SG	N;NOM;FEM;SG
komissio	επιτροπή	komissio	επιτροπή	N;NOM;SG	N;NOM;FEM;SG
komissio	επιτροπη	komissio	επιτροπος	N;NOM;SG	N;NOM;FEM;SG
kaveri	ταίρι	kaveri	ταίρι	N;NOM;SG	N;NOM;NEUT;SG
kaveri	φιλαράκι	kaveri	φιλαράκι	N;NOM;SG	N;NOM;NEUT;SG
kaveri	φίλος	kaveri	φίλος	N;NOM;SG	N;NOM;MASC;SG
kaveri	φίλη	kaveri	φίλος	N;NOM;SG	N;NOM;FEM;SG
hollanti	ντατς	hollanti	ντατς	N;NOM;SG	N
din	ντίν	din	ντίν	N;NOM;SG	N
asiantuntijat	εμπειρογνώμονες	asian#tuntija	εμπειρογνώμονας	N;NOM;PL	N;NOM;MASC;PL
avautuu	ανοίγει	avautua	ανοίγω	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
amsterdamissa	αμστερνταμ	amsterdama	αμστέρνταμαι	N;IN+ESS;SG	N
täydentää	ολοκληρώνει	täydentää	ολοκληρώνω	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
vahvat	δυνατοί	vahva	δυνατός	ADJ;NOM;PL	ADJ;NOM;MASC;PL
edith	ίντιθ	edith	ίντιθ	N;NOM;SG	N
allas	πισίνα	allas	πισίνα	N;NOM;SG	N;NOM;FEM;SG
jalo	νομπλ	jalo	νομπλ	N;NOM;SG	N
kersantti	λοχίας	kersantti	λοχία	N;NOM;SG	N;NOM;MASC;SG
mitattu	μετριέται	mitata	μετρίστω	V;NOM;SG;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
aivot	μυαλά	aivot	μυαλώ	N;NOM;PL	N;NOM;NEUT;PL
munkki	μοναχός	munkki	μοναχός	N;NOM;SG	N;NOM;MASC;SG
block	τετράγωνο	block	τετράγωνος	N;NOM;SG	N;NOM;NEUT;SG
block	μπλοκάρισμα	block	μπλοκάρισμα	N;NOM;SG	N;NOM;NEUT;SG
block	μπλοκ	block	μπλοκ	N;NOM;SG	N;NOM;NEUT;SG
vaikeuttaa	περιπλέκοντας	vaikeuttaa	περιπλέκω	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;V.CVB;ACT
vaikeuttaa	περιπλέξει	vaikeuttaa	περιπλέπω	V;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;FIN;ACT
vaikeuttaa	περιπλέκει	vaikeuttaa	περιπλέκω	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
markkinointi	μάρκετινγκ	markkinointi	μάρκετινγκ	N;NOM;SG	N;NOM;NEUT;SG
markkinointi	εμπορία	markkinointi	εμπορία	N;NOM;SG	N;NOM;FEM;SG
osoittautunut	απέδειξε	osoittautua	αποδεικνύω	V;NOM;SG;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
osoittautunut	απέδειξα	osoittautua	απεδεικνύω	V;NOM;SG;V.PTCP;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
lennot	πτήσεις	lento	πτήση	N;NOM;PL	N;NOM;FEM;PL
keittiö	κουζίνα	keittiö	κουζίνα	N;NOM;SG	N;NOM;FEM;SG
keittiö	κουζίνα	keittiö	κουζίνα	N;NOM;SG	N;NOM;FEM;SG
konsuli	πρόξενος	konsuli	πρόξενος	N;NOM;SG	N;NOM;MASC;SG
ilmailu	αεροπορία	ilmailu	αεροπορία	N;NOM;SG	N;NOM;FEM;SG
sora	χαλίκι	sora	χαλίκι	N;NOM;SG	N;NOM;NEUT;SG
todisti	απέδειξε	todistaa	αποδεικνύω	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
keksittiin	εφευρέθηκε	keksiä	εφευρώ	V;IND;PST;FIN;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
viholliset	εχθροί	vihollinen	εχθρός	N;NOM;PL	N;NOM;MASC;PL
innokas	ανυπόμονος	innokas	ανυπόμονος	ADJ;NOM;SG	ADJ;NOM;MASC;SG
innokas	πρόθυμος	innokas	πρόθυμος	ADJ;NOM;SG	ADJ;NOM;MASC;SG
innokas	ενθουσιώδης	innokas	ενθουσιώδης	ADJ;NOM;SG	ADJ;NOM;MASC;SG
madame	μαντάμ	madame	μαντάμ	N;NOM;SG	N;NOM;FEM;SG
sähköinen	ηλεκτρική	sähköinen	ηλεκτρικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
sähköinen	ηλεκτρικός	sähköinen	ηλεκτρικός	ADJ;NOM;SG	ADJ;NOM;MASC;SG
sähköinen	ηλεκτρονική	sähköinen	ηλεκτρονικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
sähköinen	ηλεκτρονικό	sähköinen	ηλεκτρονικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
sähköinen	ηλεκτρικό	sähköinen	ηλεκτρικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
sähköinen	ηλεκτρική	sähköinen	ηλεκτρικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
sähköinen	ηλεκτρικός	sähköinen	ηλεκτρικός	ADJ;NOM;SG	ADJ;NOM;MASC;SG
orion	ωρίωνα	orion	ωρίωνας	N;NOM;SG	N;NOM;NEUT;SG
määrät	ποσά	määrä	ποσό	N;NOM;PL	N;NOM;NEUT;PL
määrät	ποσότητες	määrä	ποσότητα	N;NOM;PL	N;NOM;FEM;PL
vuosikirja	επετηρίδα	vuosi#kirja	επετηρίδα	N;NOM;SG	N;NOM;FEM;SG
selitti	εξήγησε	selittää	εξηγώ	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
urpo	κόπανος	urpo	κόπανος	N;NOM;SG	N;NOM;MASC;SG
yksinäinen	μοναχικό	yksinäinen	μοναχικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
yksinäinen	μοναχικός	yksinäinen	μοναχικός	ADJ;NOM;SG	ADJ;NOM;MASC;SG
yksinäinen	μοναχικός	yksinäinen	μοναχικός	ADJ;NOM;SG	ADJ;NOM;MASC;SG
luulee	νομίζει	luulla	νομίζω	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
extra	έξτρα	extra	έξτρο	N;NOM;SG	N
agnes	αγνή	agnes	αγνή	N;NOM;SG	N;NOM;FEM;SG
fanny	φάνυ	fanny	φάνω	N;NOM;SG	N
kirjattu	εγγεγραμμένος	kirjata	εγγεγραμμένος	V;NOM;SG;V.PTCP;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
kirjattu	καταχωρημένο	kirjata	καταχωρημένος	V;NOM;SG;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
kirjattu	καταγράφεται	kirjata	καταγράφω	V;NOM;SG;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
kirjattu	καταγεγραμμένη	kirjata	καταγεγράμμενος	V;NOM;SG;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
kirjattu	καταγράφηκε	kirjata	καταγράφω	V;NOM;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
raketti	ρουκέτα	raketti	ρουκέτα	N;NOM;SG	N;NOM;FEM;SG
raketti	πύραυλος	raketti	πύραυλος	N;NOM;SG	N;NOM;MASC;SG
raketti	πύραυλο	raketti	πύραυλος	N;NOM;SG	N;NOM;NEUT;SG
ajettu	οδηγείται	ajaa	οδηγώ	V;NOM;SG;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
vuosisata	αιώνας	vuosi#sata	αιώνας	N;NOM;SG	N;NOM;MASC;SG
sisarukset	αδερφές	sisarus	αδερφή	N;NOM;PL	N;NOM;FEM;PL
sisarukset	αδελφές	sisarus	αδελφή	N;NOM;PL	N;NOM;FEM;PL
sisarukset	αδέλφια	sisarus	αδέρφι	N;NOM;PL	N;NOM;NEUT;PL
sisarukset	αδέρφια	sisarus	αδέρφι	N;NOM;PL	N;NOM;NEUT;PL
sisäiset	εσωτερικές	sisäinen	εσωτερικός	ADJ;NOM;PL	ADJ;NOM;FEM;PL
piirrokset	σκίτσα	piirros	σκίτσα	N;NOM;PL	N;NOM;NEUT;PL
piirrokset	σχέδια	piirros	σχέδιο	N;NOM;PL	N;NOM;NEUT;PL
piirrokset	ζωγραφιές	piirros	ζωγραφιά	N;NOM;PL	N;NOM;FEM;PL
piirrokset	σκίτσα	piirros	σκίτσα	N;NOM;PL	N;NOM;NEUT;PL
loistava	λαμπρό	loistava	λαμπρός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
lahjakas	χαρισματικός	lahjakas	χαρισματικός	ADJ;NOM;SG	ADJ;NOM;MASC;SG
pyrkimys	αναζήτηση	pyrkimys	αναζήτηση	N;NOM;SG	N;NOM;FEM;SG
riita	φιλονικία	riita	φιλονικία	N;NOM;SG	N;NOM;FEM;SG
riita	διαφωνία	riita	διαφωνία	N;NOM;SG	N;NOM;FEM;SG
suoritin	επεξεργαστής	suorittaa	επεξεργαστής	N;NOM;SG	N;NOM;MASC;SG
arvokas	πολύτιμος	arvokas	πολύτιμος	ADJ;NOM;SG	ADJ;NOM;MASC;SG
arvokas	πολύτιμο	arvokas	πολύτιμο	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
arvokas	πολύτιμη	arvokas	πολύτιμος	ADJ;NOM;SG	ADJ;NOM;FEM;SG
arvokas	πολύτιμος	arvokas	πολύτιμος	ADJ;NOM;SG	ADJ;NOM;MASC;SG
arvokas	πολύτιμο	arvokas	πολύτιμο	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
arvokas	πολύτιμη	arvokas	πολύτιμος	ADJ;NOM;SG	ADJ;NOM;FEM;SG
kemia	χημεία	kemata	χημείο	N;NOM;SG	N;NOM;FEM;SG
tiukka	σφιχτή	tiukka	σφιχτός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
tiukka	σφιχτό	tiukka	σφιχτός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
tiukka	αυστηρός	tiukka	αυστηρός	ADJ;NOM;SG	ADJ;NOM;MASC;SG
tiukka	αυστηρή	tiukka	αυστηρή	ADJ;NOM;SG	ADJ;NOM;FEM;SG
tiukka	αυστηρό	tiukka	αυστηρός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
loki	κούτσουρο	loki	κούτσουρος	N;NOM;SG	N;NOM;NEUT;SG
jarrut	φρένα	jarru	φρένο	N;NOM;PL	N;NOM;NEUT;PL
patriarkka	πατριάρχης	patriarkka	πατριάρχης	N;NOM;SG	N;NOM;MASC;SG
minerva	μινέρβα	minerva	μινέρβος	N;NOM;SG	N;NOM;FEM;SG
vakuutti	διαβεβαίωσε	vakuuttaa	διαβεβαιώνω	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
harkita	εξετάσει	harkita	εξετάζω	V;SG;NFIN;ACT	V;PFV;IND;SG;3;FIN;ACT
biologinen	βιολογικό	biologinen	βιολογικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
biologinen	βιολογική	biologinen	βιολογικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
biologinen	βιολογικός	biologinen	βιολογικός	ADJ;NOM;SG	ADJ;NOM;MASC;SG
välttämätön	απαραίτητος	välttämätön	απαραίτητος	ADJ;NOM;SG	ADJ;NOM;MASC;SG
välttämätön	απαραίτητο	välttämätön	απαραίτητος	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
välttämätön	αναγκαίος	välttämätön	αναγκαίος	ADJ;NOM;SG	ADJ;NOM;MASC;SG
välttämätön	αναγκαίο	välttämätön	αναγκαίος	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
välttämätön	αναγκαία	välttämätön	αναγκαίος	ADJ;NOM;SG	ADJ;NOM;FEM;SG
välttämätön	απαραίτητη	välttämätön	απαραίτητος	ADJ;NOM;SG	ADJ;NOM;FEM;SG
välttämätön	απαραίτητος	välttämätön	απαραίτητος	ADJ;NOM;SG	ADJ;NOM;MASC;SG
kreivitär	κοντέσα	kreivitär	κοντέσα	N;NOM;SG	N;NOM;FEM;SG
kreivitär	κόμισσα	kreivitär	κόμισσα	N;NOM;SG	N;NOM;FEM;SG
kampanja	καμπάνια	kampanja	καμπάνια	N;NOM;SG	N;NOM;FEM;SG
korjaus	επισκευή	korjaus	επισκευή	N;NOM;SG	N;NOM;FEM;SG
julma	σκληρός	julma	σκληρός	ADJ;NOM;SG	ADJ;NOM;MASC;SG
julma	σκληρό	julma	σκληρός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
julma	σκληρή	julma	σκληρός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
tarjotaan	προσφέρεται	tarjota	προσφέρω	V;IND;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
tarjotaan	προσφέρονται	tarjota	προσφέρω	V;IND;PRS;FIN;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
kommunismin	κομμουνισμού	kommunismi	κομμουνισμός	N;GEN;SG	N;GEN;MASC;SG
kansalaiset	πολίτες	kansalainen	πολίτης	N;NOM;PL	N;NOM;MASC;PL
kansalaiset	υπήκοοι	kansalainen	υπήκοοι	N;NOM;PL	N;NOM;MASC;PL
konferenssi	συνδιάσκεψη	konferenssi	συνδιάσκεψη	N;NOM;SG	N;NOM;FEM;SG
konferenssi	διάσκεψη	konferenssi	διάσκεψη	N;NOM;SG	N;NOM;FEM;SG
konferenssi	συνέδριο	konferenssi	συνέδριο	N;NOM;SG	N;NOM;NEUT;SG
olennaisesti	ουσιωδώς	olennaisesti	ουσιωδώς	ADV	ADV
odotetaan	αναμένεται	odottaa	αναμένω	V;IND;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
kerätään	συλλέγεται	kerätä	συλλέγω	V;IND;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
kerätään	συλλέγονται	kerätä	συλλέγω	V;IND;PRS;FIN;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
epäonnistunut	απέτυχε	epä#onnistunut	αποτύγω	V;NOM;SG;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
uusittu	ανανεωμένη	uusittu	ανανεώνω	V;NOM;SG;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
uusittu	ανακαινισμένο	uusittu	ανακαινίζω	V;NOM;SG;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
uusittu	ανακαινισμένο	uusittu	ανακαινίζω	V;NOM;SG;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
polku	μονοπάτι	polku	μονοπάτι	N;NOM;SG	N;NOM;NEUT;SG
vaunu	βαγόνι	vaunu	βαγόνι	N;NOM;SG	N;NOM;NEUT;SG
vaunu	άμαξα	vaunu	άμαξα	N;NOM;SG	N;NOM;FEM;SG
vaunu	άμαξα	vaunu	άμαξα	N;NOM;SG	N;NOM;FEM;SG
tunteet	αισθήματα	tunne	αίσθημα	N;NOM;PL	N;NOM;NEUT;PL
tunteet	συναισθήματα	tunne	συναίσθημα	N;NOM;PL	N;NOM;NEUT;PL
tunteet	αισθήματα	tunne	αίσθημα	N;NOM;PL	N;NOM;NEUT;PL
tunteet	συναισθήματα	tunne	συναίσθημα	N;NOM;PL	N;NOM;NEUT;PL
ohjelmointi	προγραμματισμός	ohjelmointi	προγραμματισμός	N;NOM;SG	N;NOM;MASC;SG
valtteri	ουόλτερ	valtteri	ουόλτερ	N;NOM;SG	N
vanhentunut	έληξε	vanhentua	λήγω	V;NOM;SG;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
valmistetut	κατασκευασμένα	valmistaa	κατασκευασμένος	V;NOM;PL;V.PTCP;PASS	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
valmistetut	κατασκευάστηκαν	valmistaa	κατασκευάζω	V;NOM;PL;V.PTCP;PASS	V;PFV;IND;PL;3;PST;FIN;PASS
valmistetut	κατασκευάζονται	valmistaa	κατασκευάζω	V;NOM;PL;V.PTCP;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
valmistetut	παρασκευασμένα	valmistaa	παρασκευασμένος	V;NOM;PL;V.PTCP;PASS	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
katsonut	παρακολούθησα	katsoa	παρακολούθησα	V;NOM;SG;V.PTCP;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
katsonut	παρακολούθησε	katsoa	παρακολουθώ	V;NOM;SG;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
katsonut	παρακολουθούσε	katsoa	παρακολουθώ	V;NOM;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PST;FIN;ACT
todistajat	μάρτυρες	todistaja	μάρτυρας	N;NOM;PL	N;NOM;MASC;PL
alapuolelle	κατωτέρω	alapuolelle	κατωτέρω	ADV	ADV
alapuolelle	κάτω	alapuolelle	κάτω	ADV	ADV
alapuolelle	παρακάτω	alapuolelle	παράκατος	ADV	ADV
alapuolelle	κατω	alapuolelle	κατω	ADV	ADV
keskinäinen	αμοιβαία	keskinäinen	αμοιβαίος	ADJ;NOM;SG	ADJ;NOM;FEM;SG
keskinäinen	αμοιβαίο	keskinäinen	αμοιβαίος	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
alkoholi	αλκοόλη	alkoholi	αλκόλλη	N;NOM;SG	N;NOM;FEM;SG
alkoholi	οινόπνευμα	alkoholi	οινόπνευμα	N;NOM;SG	N;NOM;NEUT;SG
reagoivat	αντιδράσει	reagoida	αντιδρώ	V;IND;PL;3;PRS;FIN;ACT	V;PFV;NFIN;ACT
reagoivat	αντιδρούν	reagoida	αντιδρώ	V;IND;PL;3;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
auttanut	βοήθησα	auttaa	βοηθώ	V;NOM;SG;V.PTCP;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
auttanut	βοήθησε	auttaa	βοηθώ	V;NOM;SG;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
taidot	δεξιότητες	taito	δεξιότητα	N;NOM;PL	N;NOM;FEM;PL
taidot	ικανότητες	taito	ικανότητα	N;NOM;PL	N;NOM;FEM;PL
taidot	δεξιότητες	taito	δεξιότητα	N;NOM;PL	N;NOM;FEM;PL
lääkkeet	φάρμακα	lääke	φάρμακο	N;NOM;PL	N;NOM;NEUT;PL
lääkkeet	φάρμακα	lääke	φάρμακο	N;NOM;PL	N;NOM;NEUT;PL
ilona	ιλόνα	ilo	ιλόνα	N;FRML;SG	N
hinnat	τιμές	hinta	τιμή	N;NOM;PL	N;NOM;FEM;PL
kuvernementti	κυβερνείο	kuvernementti	κυβερνείο	N;NOM;SG	N;NOM;NEUT;SG
kolmio	τρίγωνο	kolmio	τρίγωνο	N;NOM;SG	N;NOM;NEUT;SG
arkeologi	αρχαιολόγος	arkeologi	αρχαιολόγος	N;NOM;SG	N;NOM;MASC;SG
arkeologi	αρχαιολόγος	arkeologi	αρχαιολόγος	N;NOM;SG	N;NOM;MASC;SG
ulkoisesti	εξωτερικά	ulkoisesti	εξωτερικά	ADV	ADV
rosen	ρόζεν	rosen	ρόζεν	N;GEN;SG	N
helmikuu	φεβρουάριος	helmikuu	φεβρουάριος	N;NOM;SG	N;NOM;MASC;SG
helmikuu	φεβρουάριο	helmikuu	φεβρουάριο	N;NOM;SG	N
salaperäinen	μυστήριος	sala#peräinen	μυστήριος	ADJ;NOM;SG	ADJ;NOM;MASC;SG
salaperäinen	μυστηριώδης	sala#peräinen	μυστηριώδης	ADJ;NOM;SG	ADJ;NOM;MASC;SG
salaperäinen	μυστηριώδες	sala#peräinen	μυστηριώδης	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
tiiviisti	στενά	tiiviisti	στενός	ADV	ADV
sovelletaan	εφαρμόζεται	soveltaa	εφαρμόζω	V;IND;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
lääkärit	ιατροί	lääkäri	ιατρός	N;NOM;PL	N;NOM;MASC;PL
lääkärit	γιατροί	lääkäri	γιατρός	N;NOM;PL	N;NOM;MASC;PL
lääkärit	ιατροί	lääkäri	ιατρός	N;NOM;PL	N;NOM;MASC;PL
laituri	προβλήτα	laituri	προβλήτα	N;NOM;SG	N;NOM;FEM;SG
laituri	προκυμαία	laituri	προκυμαίος	N;NOM;SG	N;NOM;FEM;SG
laituri	αποβάθρα	laituri	αποβάθρα	N;NOM;SG	N;NOM;FEM;SG
laituri	προβλήτα	laituri	προβλήτα	N;NOM;SG	N;NOM;FEM;SG
laituri	αποβάθρα	laituri	αποβάθρα	N;NOM;SG	N;NOM;FEM;SG
laituri	προβλήτα	laituri	προβλήτα	N;NOM;SG	N;NOM;FEM;SG
laituri	αποβάθρα	laituri	αποβάθρα	N;NOM;SG	N;NOM;FEM;SG
laituri	πλατφόρμα	laituri	πλατφόρμα	N;NOM;SG	N;NOM;FEM;SG
laituri	εξέδρα	laituri	εξέδρα	N;NOM;SG	N;NOM;FEM;SG
laituri	αποβάθρα	laituri	αποβάθρα	N;NOM;SG	N;NOM;FEM;SG
vastarinnan	αντίστασης	vasta#rinta	αντίσταση	N;GEN;SG	N;GEN;FEM;SG
sims	σιμς	simsi	σιμς	N;NOM;SG	N
klaani	φυλή	klaa	φυλή	N;NOM;SG	N;NOM;FEM;SG
klaani	φατρία	klaa	φατρία	N;NOM;SG	N;NOM;FEM;SG
nouseva	ανεβαίνει	nousta	ανεβαίνω	V;NOM;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
keksiä	εφεύρει	keksiä	εφεύρω	V;SG;NFIN;ACT	V;PFV;NFIN;ACT
verkosto	δίκτυο	verkosto	δίκτυο	N;NOM;SG	N;NOM;NEUT;SG
hiippakunta	επισκοπή	hiippa#kunta	επισκοπή	N;NOM;SG	N;NOM;FEM;SG
matkustajat	επιβάτες	matkustaja	επιβάτης	N;NOM;PL	N;NOM;MASC;PL
matkustajat	ταξιδιώτες	matkustaja	ταξιδιώτης	N;NOM;PL	N;NOM;MASC;PL
pato	φράγμα	pato	φράγμα	N;NOM;SG	N;NOM;NEUT;SG
raudan	σιδήρου	rauta	σίδηρος	N;GEN;SG	N;GEN;NEUT;SG
olivia	ολίβια	olla	ολίβια	N;NOM;SG	N;NOM;FEM;SG
kansanäänestys	δημοψήφισμα	kansan#äänestys	δημοψήφισμα	N;NOM;SG	N;NOM;NEUT;SG
pojanpoika	εγγονός	pojan#poika	εγγονός	N;NOM;SG	N;NOM;MASC;SG
syvästi	βαθιά	syvästi	βαθύς	ADV	ADV
myrkyllinen	τοξικό	myrkyllinen	τοξικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
myrkyllinen	τοξική	myrkyllinen	τοξικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
myrkyllinen	δηλητηριώδης	myrkyllinen	δηλητηριώδης	ADJ;NOM;SG	ADJ;NOM;MASC;SG
myrkyllinen	δηλητηριώδες	myrkyllinen	δηλητηριώδης	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
todistus	πιστοποιητικό	todistus	πιστοποιητικό	N;NOM;SG	N;NOM;NEUT;SG
ajoneuvo	όχημα	ajo#neuvo	όχημα	N;NOM;SG	N;NOM;NEUT;SG
syväys	βύθισμα	syväys	βύθισμα	N;NOM;SG	N;NOM;NEUT;SG
vuokrasi	νοίκιασε	vuokrata	νοικιάζω	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
tea	τσάι	tea	τσάι	N;NOM;SG	N;NOM;NEUT;SG
willis	γουίλις	willis	γουίλις	N;NOM;SG	N;NOM;MASC;SG
vapaaehtoinen	προαιρετικό	vapaa#ehtoinen	προαιρετικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
vapaaehtoinen	προαιρετική	vapaa#ehtoinen	προαιρετικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
vapaaehtoinen	εθελοντική	vapaa#ehtoinen	εθελοντικός	ADJ;NOM;SG	ADJ;NOM;FEM;SG
vapaaehtoinen	εκούσια	vapaa#ehtoinen	εκούσιος	ADJ;NOM;SG	ADJ;NOM;FEM;SG
hiljattain	πρόσφατα	hiljattain	πρόσφατα	ADV	ADV
hiljattain	προσφάτως	hiljattain	προσφάτως	ADV	ADV
rakenteet	κατασκευές	rakenne	κατασκευή	N;NOM;PL	N;NOM;FEM;PL
rakenteet	δομές	rakenne	δομή	N;NOM;PL	N;NOM;FEM;PL
rakenteet	κατασκευές	rakenne	κατασκευή	N;NOM;PL	N;NOM;FEM;PL
rakenteet	διαρθρώσεις	rakenne	διάρθρωση	N;NOM;PL	N;NOM;FEM;PL
uudempi	νεότερη	uusi	νέος	ADJ;NOM;CMPR;SG	ADJ;NOM;CMPR;FEM;SG
uudempi	νεότερο	uusi	νέος	ADJ;NOM;CMPR;SG	ADJ;NOM;CMPR;NEUT;SG
elinikä	μακροζωία	elin#ikä	μακροζωίος	N;NOM;SG	N;NOM;FEM;SG
elinikä	εφάπαξ	elin#ikä	εφάπαξ	N;NOM;SG	N;NOM;NEUT;SG
teknologia	τεχνολογία	teknologi	τεχνολογία	N;NOM;SG	N;NOM;FEM;SG
toistaa	επαναλαμβάνοντας	toistaa	επαναλαμβάνω	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;V.CVB;ACT
lainsäädäntö	δίκαιο	lain#säädäntö	δίκαιο	N;NOM;SG	N;NOM;NEUT;SG
lainsäädäntö	νόμος	lain#säädäntö	νόμος	N;NOM;SG	N;NOM;MASC;SG
lainsäädäntö	νομοθεσία	lain#säädäntö	νομοθεσία	N;NOM;SG	N;NOM;FEM;SG
shop	κατάστημα	shop	κατάστημα	N;NOM;SG	N;NOM;NEUT;SG
shop	μαγαζί	shop	μαγαζί	N;NOM;SG	N;NOM;NEUT;SG
urkuri	οργανίστας	urkuri	οργανίστας	N;NOM;SG	N;NOM;MASC;SG
murmanskin	μουρμάνσκ	murmans	μουρμάνσκ	N;GEN;SG	N;NEUT;SG
rikkoo	σπάει	rikkoa	σπάω	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
rikkoo	σπάζοντας	rikkoa	σπάζω	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;V.CVB;ACT
rikkoo	παραβιάζει	rikkoa	παραβιάζω	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
avaus	άνοιγμα	avaus	άνοιγμα	N;NOM;SG	N;NOM;NEUT;SG
näyttö	οθόνη	näyttö	οθόνος	N;NOM;SG	N;NOM;FEM;SG
näyttö	προβολή	näyttö	προβολή	N;NOM;SG	N;NOM;FEM;SG
näyttö	απεικόνιση	näyttö	απεικόνιση	N;NOM;SG	N;NOM;FEM;SG
mitta	μέτρο	mitta	μέτρο	N;NOM;SG	N;NOM;NEUT;SG
