اتھاہ	깊게	اتھاہ	깊+게		
آئین	부호	آئین	부호	N;NOM;MASC;SG;3	N
آئینہ	반영	آئینہ	반영	N;NOM;MASC;SG;3	N
آئینہ	반사	آئینہ	반사	N;NOM;MASC;SG;3	N
آئینہ	반영	آئینہ	반영	N;NOM;MASC;SG;3	N
آئینہ	반사	آئینہ	반사	N;NOM;MASC;SG;3	N
آیا	도착했다	آ	도착+하+었+다	V;PFV;MASC;SG;V.PTCP;ACT	V
آیا	도착했다	آ	도착+하+었+다	V;PFV;MASC;SG;V.PTCP;ACT	V
آیُو	라이프	آیُو	라이프		
بخوبی	완전히	بخوبی	완전+히	ADV	ADV
بخیر	어려워	بخیر	어렵+어		
بخیر	불가능	بخیر	불가능		
بضد	반대편	بضد	반대편		
بظاہر	외부	بظاہر	외부		
بظاہر	외부	بظاہر	외부		
بکار	유용	بکار	유용		
باادب	정중	باادب	정중		
بابرکت	축복	بابرکت	축복		
بابرکت	축복받은	بابرکت	축복받+ㄴ		
بابرکت	번영	بابرکت	번영		
باخبر	지능형	باخبر	지능형	N;NOM;MASC;SG;3	N
باخبر	경보	باخبر	경보	N;NOM;MASC;SG;3	N
باخبر	알림	باخبر	알리+ㅁ	N;NOM;MASC;SG;3	N
باخبر	경고	باخبر	경+고	N;NOM;MASC;SG;3	N
باخبر	지능형	باخبر	지능형	N;NOM;MASC;SG;3	N
باصفا	본격	باصفا	본격		
باصفا	지우	باصفا	지우		
باصفا	맑음	باصفا	맑음		
باصفا	성실	باصفا	성실		
باضابطہ	보통	باضابطہ	보통	N	N
باضابطہ	보통	باضابطہ	보통	N	N
باوفا	성실	باوفا	성실		
باوفا	충성	باوفا	충성		
باوفا	충실	باوفا	충실		
باب	존경	باب	존경	N;NOM;MASC;SG;3	N
باب	존중	باب	존중	N;NOM;MASC;SG;3	N
باب	주제	باب	주제	N;NOM;MASC;SG;3	N
باب	물질	باب	물질	N;NOM;MASC;SG;3	N
باب	주제	باب	주제	N;NOM;MASC;SG;3	N
باب	제목	باب	제목	N;NOM;MASC;SG;3	N
باب	섹션	باب	섹션	N;NOM;MASC;SG;3	N
باب	세금	باب	세금	N;NOM;MASC;SG;3	N
بابت	계좌	بابت	계좌	N;NOM;MASC;SG;3	N
بابت	계정	بابت	계정	N;NOM;MASC;SG;3	N
بابت	머리	بابت	머리	N;NOM;MASC;SG;3	N
بابت	존경	بابت	존경	N;NOM;MASC;SG;3	N
بابت	존중	بابت	존중	N;NOM;MASC;SG;3	N
بابت	우려	بابت	우려	N;NOM;MASC;SG;3	N
بابت	업체	بابت	업체	N;NOM;MASC;SG;3	N
بابت	사업	بابت	사업	N;NOM;MASC;SG;3	N
بابت	물질	بابت	물질	N;NOM;MASC;SG;3	N
بابت	소개	بابت	소개	N;NOM;MASC;SG;3	N
بابت	항목	بابت	항목	N;NOM;MASC;SG;3	N
بابت	품목	بابت	품목	N;NOM;MASC;SG;3	N
بابت	아이템	بابت	아이템	N;NOM;MASC;SG;3	N
بابت	기사	بابت	기사	N;NOM;MASC;SG;3	N
باپ	발명가	باپ	발명+가	N;NOM;MASC;SG;3	N
باپ	발명	باپ	발명	N;NOM;MASC;SG;3	N
باپ	아버지	باپ	아버지	N;NOM;MASC;SG;3	N
باپ	수호	باپ	수호	N;NOM;MASC;SG;3	N
باپ	보호자	باپ	보호자	N;NOM;MASC;SG;3	N
بات	증거	بات	증거	N;NOM;FEM;SG;3	N
بات	조건	بات	조건	N;NOM;FEM;SG;3	N
بات	욕구	بات	욕구	N;NOM;FEM;SG;3	N
بات	불만	بات	불만	N;NOM;FEM;SG;3	N
بات	이유	بات	이유	N;NOM;FEM;SG;3	N
بات	항소	بات	항소	N;NOM;FEM;SG;3	N
بات	증명	بات	증명	N;NOM;FEM;SG;3	N
بات	증거	بات	증거	N;NOM;FEM;SG;3	N
بات	구별	بات	구별	N;NOM;FEM;SG;3	N
بات	비밀	بات	비밀	N;NOM;FEM;SG;3	N
بات	습관	بات	습관	N;NOM;FEM;SG;3	N
بات	제안	بات	제안	N;NOM;FEM;SG;3	N
بات	물질	بات	물질	N;NOM;FEM;SG;3	N
بات	이야기	بات	이야기	N;NOM;FEM;SG;3	N
بات	스토리	بات	스토리	N;NOM;FEM;SG;3	N
بات	소식	بات	소식	N;NOM;FEM;SG;3	N
بات	조준	بات	조준	N;NOM;FEM;SG;3	N
بات	발생	بات	발생	N;NOM;FEM;SG;3	N
بات	요청	بات	요청	N;NOM;FEM;SG;3	N
بات	계급	بات	계급	N;NOM;FEM;SG;3	N
بات	순위	بات	순위	N;NOM;FEM;SG;3	N
بات	원인	بات	원인	N;NOM;FEM;SG;3	N
بات	연습생	بات	연습생	N;NOM;FEM;SG;3	N
بات	연습	بات	연습	N;NOM;FEM;SG;3	N
بات	사무소	بات	사무소	N;NOM;FEM;SG;3	N
بات	사무실	بات	사무실	N;NOM;FEM;SG;3	N
بات	성명서	بات	성명서	N;NOM;FEM;SG;3	N
بات	진술	بات	진술	N;NOM;FEM;SG;3	N
بات	담화	بات	담화	N;NOM;FEM;SG;3	N
بات	화질	بات	화질	N;NOM;FEM;SG;3	N
بات	화질이	بات	화질+이	N;NOM;FEM;SG;3	N
بات	약혼	بات	약혼	N;NOM;FEM;SG;3	N
بات	참여	بات	참여	N;NOM;FEM;SG;3	N
بات	목적	بات	목적	N;NOM;FEM;SG;3	N
بات	연설	بات	연설	N;NOM;FEM;SG;3	N
بات	음성	بات	음성	N;NOM;FEM;SG;3	N
بات	모드	بات	모드	N;NOM;FEM;SG;3	N
بات	조언	بات	조언	N;NOM;FEM;SG;3	N
بات	물질	بات	물질	N;NOM;FEM;SG;3	N
بات	주제	بات	주제	N;NOM;FEM;SG;3	N
بات	질문	بات	질문	N;NOM;FEM;SG;3	N
بات	주제	بات	주제	N;NOM;FEM;SG;3	N
بات	제목	بات	제목	N;NOM;FEM;SG;3	N
بات	문제	بات	문제	N;NOM;FEM;SG;3	N
بات	증거	بات	증거	N;NOM;FEM;SG;3	N
بات	조건	بات	조건	N;NOM;FEM;SG;3	N
بات	욕구	بات	욕구	N;NOM;FEM;SG;3	N
بات	불만	بات	불만	N;NOM;FEM;SG;3	N
بات	이유	بات	이유	N;NOM;FEM;SG;3	N
بات	항소	بات	항소	N;NOM;FEM;SG;3	N
بات	증명	بات	증명	N;NOM;FEM;SG;3	N
بات	증거	بات	증거	N;NOM;FEM;SG;3	N
بات	구별	بات	구별	N;NOM;FEM;SG;3	N
بات	비밀	بات	비밀	N;NOM;FEM;SG;3	N
بات	습관	بات	습관	N;NOM;FEM;SG;3	N
بات	제안	بات	제안	N;NOM;FEM;SG;3	N
بات	물질	بات	물질	N;NOM;FEM;SG;3	N
بات	이야기	بات	이야기	N;NOM;FEM;SG;3	N
بات	스토리	بات	스토리	N;NOM;FEM;SG;3	N
بات	소식	بات	소식	N;NOM;FEM;SG;3	N
بات	조준	بات	조준	N;NOM;FEM;SG;3	N
بات	발생	بات	발생	N;NOM;FEM;SG;3	N
بات	요청	بات	요청	N;NOM;FEM;SG;3	N
بات	계급	بات	계급	N;NOM;FEM;SG;3	N
بات	순위	بات	순위	N;NOM;FEM;SG;3	N
بات	원인	بات	원인	N;NOM;FEM;SG;3	N
بات	연습생	بات	연습생	N;NOM;FEM;SG;3	N
بات	연습	بات	연습	N;NOM;FEM;SG;3	N
بات	사무소	بات	사무소	N;NOM;FEM;SG;3	N
بات	사무실	بات	사무실	N;NOM;FEM;SG;3	N
بات	성명서	بات	성명서	N;NOM;FEM;SG;3	N
بات	진술	بات	진술	N;NOM;FEM;SG;3	N
بات	담화	بات	담화	N;NOM;FEM;SG;3	N
بات	화질	بات	화질	N;NOM;FEM;SG;3	N
بات	화질이	بات	화질+이	N;NOM;FEM;SG;3	N
بات	약혼	بات	약혼	N;NOM;FEM;SG;3	N
بات	참여	بات	참여	N;NOM;FEM;SG;3	N
بات	목적	بات	목적	N;NOM;FEM;SG;3	N
بات	연설	بات	연설	N;NOM;FEM;SG;3	N
بات	음성	بات	음성	N;NOM;FEM;SG;3	N
بات	모드	بات	모드	N;NOM;FEM;SG;3	N
بات	조언	بات	조언	N;NOM;FEM;SG;3	N
بات	물질	بات	물질	N;NOM;FEM;SG;3	N
بات	주제	بات	주제	N;NOM;FEM;SG;3	N
بات	질문	بات	질문	N;NOM;FEM;SG;3	N
بات	주제	بات	주제	N;NOM;FEM;SG;3	N
بات	제목	بات	제목	N;NOM;FEM;SG;3	N
بات	문제	بات	문제	N;NOM;FEM;SG;3	N
باتیں	법률	بات	법률	N;NOM;MASC;PL;3	N
باتیں	규칙	بات	규칙	N;NOM;MASC;PL;3	N
باٹ	경로	باٹ	경로		
باٹ	도로	باٹ	도로		
باٹ	로드	باٹ	로드		
باٹ	경로	باٹ	경로		
باٹ	path	باٹ	path		
باٹ	웨이팅	باٹ	웨이팅		
باٹ	웨이	باٹ	웨+이		
باج	납세	باج	납세		
باجرا	이슬	باجرا	이슬		
باجرا	이슬비	باجرا	이슬비		
بادشاہ	주권	بادشاہ	주권	N;NOM;MASC;SG;3	N
بادشاہ	마스터스	بادشاہ	마스터스	N;NOM;MASC;SG;3	N
بادشاہ	숙련	بادشاہ	숙련	N;NOM;MASC;SG;3	N
بادشاہ	독립	بادشاہ	독립	N;NOM;MASC;SG;3	N
بادشاہ	독립적	بادشاہ	독립+적	N;NOM;MASC;SG;3	N
بادشاہت	제국	بادشاہت	제국	N;NOM;MASC;SG;3	N
بادشاہت	왕국	بادشاہت	왕국	N;NOM;MASC;SG;3	N
بادشاہت	법칙	بادشاہت	법칙	N;NOM;MASC;SG;3	N
بادشاہت	규칙	بادشاہت	규칙	N;NOM;MASC;SG;3	N
بادشاہت	통치	بادشاہت	통치	N;NOM;MASC;SG;3	N
بادشاہت	왕국	بادشاہت	왕국	N;NOM;MASC;SG;3	N
بادشاہی	제국	بادشاہی	제국	N;NOM;MASC;SG;3	N
بادشاہی	주권	بادشاہی	주권	N;NOM;MASC;SG;3	N
بادشاہی	왕국	بادشاہی	왕국	N;NOM;MASC;SG;3	N
بادشاہی	제국	بادشاہی	제국	N;NOM;MASC;SG;3	N
بادشاہی	통치	بادشاہی	통치	N;NOM;MASC;SG;3	N
بادشاہی	주권	بادشاہی	주권	N;NOM;MASC;SG;3	N
بادشاہی	왕국	بادشاہی	왕국	N;NOM;MASC;SG;3	N
بار	화물	بار	화물	N;NOM;MASC;SG;3	N
بار	부담	بار	부담	N;NOM;MASC;SG;3	N
بار	시간	بار	시간	N;NOM;MASC;SG;3	N
بار	임신	بار	임신	N;NOM;MASC;SG;3	N
بار	행사	بار	행사	N;NOM;MASC;SG;3	N
بار	몸무게	بار	몸무+게	N;NOM;MASC;SG;3	N
بار	몸무게가	بار	몸무게+가	N;NOM;MASC;SG;3	N
بار	체중	بار	체중	N;NOM;MASC;SG;3	N
بار	입구	بار	입구	N;NOM;MASC;SG;3	N
بار	융자	بار	융자	N;NOM;MASC;SG;3	N
بار	대출	بار	대출	N;NOM;MASC;SG;3	N
بار	턴제	بار	턴제	N;NOM;MASC;SG;3	N
بار	포털	بار	포털	N;NOM;MASC;SG;3	N
بار	책임	بار	책임	N;NOM;MASC;SG;3	N
بار	책임감	بار	책임감	N;NOM;MASC;SG;3	N
بار	로딩	بار	로딩	N;NOM;MASC;SG;3	N
بار	화물	بار	화물	N;NOM;MASC;SG;3	N
بار	부담	بار	부담	N;NOM;MASC;SG;3	N
بار	시간	بار	시간	N;NOM;MASC;SG;3	N
بار	임신	بار	임신	N;NOM;MASC;SG;3	N
بار	행사	بار	행사	N;NOM;MASC;SG;3	N
بار	몸무게	بار	몸무+게	N;NOM;MASC;SG;3	N
بار	몸무게가	بار	몸무게+가	N;NOM;MASC;SG;3	N
بار	체중	بار	체중	N;NOM;MASC;SG;3	N
بار	입구	بار	입구	N;NOM;MASC;SG;3	N
بار	융자	بار	융자	N;NOM;MASC;SG;3	N
بار	대출	بار	대출	N;NOM;MASC;SG;3	N
بار	턴제	بار	턴제	N;NOM;MASC;SG;3	N
بار	포털	بار	포털	N;NOM;MASC;SG;3	N
بار	책임	بار	책임	N;NOM;MASC;SG;3	N
بار	책임감	بار	책임감	N;NOM;MASC;SG;3	N
بار	로딩	بار	로딩	N;NOM;MASC;SG;3	N
بارگاہ	법정	بارگاہ	법정	N;NOM;MASC;SG;3	N
بارگاہ	재판소	بارگاہ	재판소	N;NOM;MASC;SG;3	N
بارگاہ	궁전	بارگاہ	궁전	N;NOM;MASC;SG;3	N
بارا	바람	بارا	바람		
بارا	폭풍우	بارا	폭풍우		
بارا	스톰	بارا	스톰		
باراں	계절풍	باراں	계절풍		
بارن	하녀	بارن	하녀		
بارن	메이드	بارن	메이드		
باڑ	대홍수	باڑ	대홍수		
باڑ	엣지	باڑ	짙+지		
باڑ	모서리	باڑ	모서리		
باڑ	경계선	باڑ	경계선		
باڑ	테두리	باڑ	테두리		
باڑ	대홍수	باڑ	대홍수		
باڑ	담장	باڑ	담장		
باڑ	엣지	باڑ	짙+지		
باڑ	모서리	باڑ	모서리		
باڑ	경계선	باڑ	경계선		
باڑ	테두리	باڑ	테두리		
باڑھ	대홍수	باڑھ	대홍수		
باڑھ	담장	باڑھ	담장		
باز	사람	باز	사람	N;NOM;MASC;SG;3	N
باز	배우	باز	배우	N;NOM;MASC;SG;3	N
باز	요원	باز	요원	N;NOM;MASC;SG;3	N
باز	대리인	باز	대리+이+ㄴ	N;NOM;MASC;SG;3	N
باز	사람	باز	사람	N;NOM;MASC;SG;3	N
باز	배우	باز	배우	N;NOM;MASC;SG;3	N
باز	요원	باز	요원	N;NOM;MASC;SG;3	N
باز	대리인	باز	대리+이+ㄴ	N;NOM;MASC;SG;3	N
بازیاب	복구	بازیاب	복구	N;NOM;MASC;SG;3	N
بازیافت	복구	بازیافت	복구	N;NOM;MASC;SG;3	N
بازیافت	회복	بازیافت	회복	N;NOM;MASC;SG;3	N
بازیافت	복구	بازیافت	복구	N;NOM;MASC;SG;3	N
بازیافت	복구	بازیافت	복구	N;NOM;MASC;SG;3	N
بازیافت	회복	بازیافت	회복	N;NOM;MASC;SG;3	N
بازیافت	복구	بازیافت	복구	N;NOM;MASC;SG;3	N
بازار	무역	بازار	무역	N;NOM;MASC;SG;3	N
بازار	업체	بازار	업체	N;NOM;MASC;SG;3	N
بازار	사업	بازار	사업	N;NOM;MASC;SG;3	N
بازار	가격	بازار	가격	N;NOM;MASC;SG;3	N
بازار	판매	بازار	판매	N;NOM;MASC;SG;3	N
بازار	시장	بازار	시장	N;NOM;MASC;SG;3	N
بازار	평가	بازار	평가	N;NOM;MASC;SG;3	N
بازار	비율	بازار	비율	N;NOM;MASC;SG;3	N
بازاری	낮은	بازاری	낮+ㄴ	ADJ	ADJ
بازاری	낮음	بازاری	낮+ㅁ	ADJ	ADJ
بازگشت	반납	بازگشت	반납	N;NOM;MASC;SG;3	N
بازگشت	반환	بازگشت	반환	N;NOM;MASC;SG;3	N
بازگشت	귀환	بازگشت	귀환	N;NOM;MASC;SG;3	N
بازگشت	복귀	بازگشت	복귀	N;NOM;MASC;SG;3	N
بازی	스포츠	بازی	스포츠	N;NOM;MASC;SG;3	N
بازی	베팅	بازی	베팅	N;NOM;MASC;SG;3	N
بازی	재생	بازی	재생	N;NOM;MASC;SG;3	N
بازی	연주	بازی	연주	N;NOM;MASC;SG;3	N
بازی	베팅	بازی	베팅	N;NOM;MASC;SG;3	N
بازی	스포츠	بازی	스포츠	N;NOM;MASC;SG;3	N
بازی	베팅	بازی	베팅	N;NOM;MASC;SG;3	N
بازی	게임	بازی	게임	N;NOM;MASC;SG;3	N
بازی	경기	بازی	경기	N;NOM;MASC;SG;3	N
بازی	재생	بازی	재생	N;NOM;MASC;SG;3	N
بازی	연주	بازی	연주	N;NOM;MASC;SG;3	N
بازی	베팅	بازی	베팅	N;NOM;MASC;SG;3	N
باسی	늙은	باسی	늙+ㄴ		
باقی	초과	باقی	초+과		
باقی	남음	باقی	남음		
باقی	기존	باقی	기존		
باقی	잉여	باقی	잉여		
باقی	영구	باقی	영구		
باقی	균형	باقی	균형		
باگھ	호랑이	باگھ	호랑이		
باگھ	타이거	باگھ	타이거		
بال	머리카락	بال	머리카락	N;NOM;MASC;SG;3	N
بال	머리	بال	머리	N;NOM;MASC;SG;3	N
بال	머리카락이	بال	머리카락+이	N;NOM;MASC;SG;3	N
بال	상태	بال	상태	N;NOM;MASC;SG;3	N
بال	국가	بال	국가	N;NOM;MASC;SG;3	N
بال	전력	بال	전력	N;NOM;MASC;SG;3	N
بال	권력	بال	권력	N;NOM;MASC;SG;3	N
بال	조건	بال	조건	N;NOM;MASC;SG;3	N
بال	체력	بال	체력	N;NOM;MASC;SG;3	N
بال	날개	بال	날개	N;NOM;MASC;SG;3	N
بال	깃털	بال	깃털	N;NOM;MASC;SG;3	N
بال	심장	بال	심장	N;NOM;MASC;SG;3	N
بال	마음	بال	마음	N;NOM;MASC;SG;3	N
بال	마음	بال	마음	N;NOM;MASC;SG;3	N
بِالاعلان	공개적으로	بِالاعلان	공개+적+으로	ADV	ADV
بِالخُصوص	특히	بِالخُصوص	특히	ADV	ADV
بِالخُصوص	특별히	بِالخُصوص	특별+히	ADV	ADV
بِالذّات	원래	بِالذّات	원래	N;NOM;MASC;PL;3	N
بالش	베개	بالش	베개		
دربان	포터	دربان	포터	N;NOM;MASC;SG;3	N
بانب	장어	بانب	장+어		
بانٹ	포춘	بانٹ	포춘		
بانٹ	무게	بانٹ	무게		
بانچنا	읽기	بانچ	읽+기	V;SG;NFIN;ACT	V
بانچنا	읽는다	بانچ	읽+는다	V;SG;NFIN;ACT	V
بانچنا	읽고	بانچ	읽+고	V;SG;NFIN;ACT	V
بانچنا	설명하기	بانچ	설명+하+기	V;SG;NFIN;ACT	V
بانچنا	언급하기	بانچ	언급+하+기	V;SG;NFIN;ACT	V
بانچنا	공부해	بانچ	공부+하+어	V;SG;NFIN;ACT	V
بانچنا	공부하기	بانچ	공부+하+기	V;SG;NFIN;ACT	V
باندھنا	쓰기	باندھنا	쓰+기	V;NFIN;ACT	V
باندھنا	작성하기	باندھنا	작성+하+기	V;NFIN;ACT	V
بانک	곡선	بانک	곡선		
بانکا	앵그리	بانکا	앵그리		
بانکا	화나	بانکا	화나		
بانکا	화난	بانکا	화난		
بانکا	굵게	بانکا	굵+게		
بانکا	굵은	بانکا	굵+ㄴ		
بانکا	스마트	بانکا	스마트		
بانکا	장난꾸러기	بانکا	장난+끼대기		
بانکا	앵그리	بانکا	앵그리		
بانکا	화나	بانکا	화나		
بانکا	화난	بانکا	화난		
بانکا	굵게	بانکا	굵+게		
بانکا	굵은	بانکا	굵+ㄴ		
بانکا	스마트	بانکا	스마트		
بانکا	장난꾸러기	بانکا	장난+끼대기		
بانکپن	우아	بانکپن	우아		
بانوچ	스윙스	بانوچ	스윙스		
بانوچ	스윙	بانوچ	스페		
بانہہ	파워	بانہہ	파우+어		
بانہہ	팔이	بانہہ	팔+이		
بانہہ	소매	بانہہ	소매		
بانہہ	도움	بانہہ	도움		
بانہہ	도움말	بانہہ	도움말		
بانہہ	원조	بانہہ	원조		
بانہہ	구원자	بانہہ	구원자		
بانہہ	지지	بانہہ	지+지		
باو	오만	باو	오만		
باو	에어	باو	에어		
باو	바람	باو	바람		
باو	자존심	باو	자존심		
باو	프라이드	باو	프라이드		
باو	분위기	باو	분위기		
باہر	해외로	باہر	해외+로	ADV;NOM;MASC;SG;3	ADV
باہر	밖에서	باہر	밖+에서	ADV;NOM;MASC;SG;3	ADV
باہر	해외로	باہر	해외+로	ADV;NOM;MASC;SG;3	ADV
باہر	밖에서	باہر	밖+에서	ADV;NOM;MASC;SG;3	ADV
باہُک	종속	باہُک	종속		
باہُک	하인	باہُک	하+이+ㄴ		
باہن	마차	باہن	마차		
باہنا	오픈	باہنا	오프+ㄴ		
باہنا	열기	باہنا	열+기		
باہنا	주장	باہنا	주장		
بائِب	분리	بائِب	분리		
بائِب	따로따로	بائِب	따로따로		
بائِب	어메이징	بائِب	어메이+징		
بائلہ	속임수	بائلہ	속임수		
بائن	뚜렷한	بائن	뚜렷+하+ㄴ	V;ACT	V
بائن	지우기	بائن	지우+기	V;ACT	V
بِت	머니	بِت	머니		
بِت	파워	بِت	파우+어		
بِت	재물	بِت	재물		
بُت	벙어리	بُت	벙어리		
بُت	여신상	بُت	여신상		
بتاس	바람	بتاس	바람		
بتاس	에어	بتاس	에어		
بتانا	가르쳐	بتا	가르치+어	V;MASC;SG;NFIN;ACT	V
بتانا	설명해	بتا	설명+하+어	V;MASC;SG;NFIN;ACT	V
بتانا	설명하기	بتا	설명+하+기	V;MASC;SG;NFIN;ACT	V
بتانا	보이기	بتا	보이+기	V;MASC;SG;NFIN;ACT	V
بتانا	설명하기	بتا	설명+하+기	V;MASC;SG;NFIN;ACT	V
بتانا	가르쳐	بتا	가르치+어	V;MASC;SG;NFIN;ACT	V
بتانا	설명해	بتا	설명+하+어	V;MASC;SG;NFIN;ACT	V
بتانا	설명하기	بتا	설명+하+기	V;MASC;SG;NFIN;ACT	V
بتانا	보이기	بتا	보이+기	V;MASC;SG;NFIN;ACT	V
بتانا	설명하기	بتا	설명+하+기	V;MASC;SG;NFIN;ACT	V
بتّر	쓸모없는	بتّر	쓸모없+는		
بتکّڑ	수다	بتکّڑ	수다		
بتلانا	설명하기	بتلانا	설명+하+기	V;MASC;SG;NFIN;ACT	V
بٹ	주름	بٹ	주름		
بٹ	도로	بٹ	도로		
بٹ	로드	بٹ	로드		
بٹ	경로	بٹ	경로		
بٹ	path	بٹ	path		
بٹ	트위스트	بٹ	트위스트		
بٹ	분할	بٹ	분할		
بٹ	무게	بٹ	무게		
بٹ	웨이팅	بٹ	웨이팅		
بٹ	웨이	بٹ	웨+이		
بٹن	버튼	بٹن	버튼		
بٹن	단추	بٹن	단추		
بٹورنا	받기	بٹور	받+기	V;NFIN;ACT	V
بٹورنا	받기	بٹور	받+기	V;NFIN;ACT	V
بجا	적절한	بجا	적절+하+ㄴ	V;ACT	V
بجا	적절한	بجا	적절+하+ㄴ	V;ACT	V
بجاآوری	준수	بجاآوری	준수	N;NOM;MASC;SG;3	N
بجاآوری	준수	بجاآوری	준수	N;NOM;MASC;SG;3	N
بجاآوری	업적	بجاآوری	업적	N;NOM;MASC;SG;3	N
بِجار	스트롱	بِجار	스트롱		
بِجبجا	빛나	بِجبجا	빛나+아		
بِجبجا	밝아	بِجبجا	밝+아		
بِجبجا	밝고	بِجبجا	밝+고		
بِجبجا	밝은	بِجبجا	밝+ㄴ		
بِجبجا	밝게	بِجبجا	밝+게		
بجر	어리석은	بجر	어리석+ㄴ		
بجر	어리석음	بجر	어리석음		
بجر	멍청이	بجر	멍청이		
بجر	바보	بجر	바보		
بجر	하드	بجر	하드		
بجر	어려워	بجر	어렵+어		
بجر	어려워	بجر	어렵+어		
بجر	다이아몬드	بجر	다이아몬드		
بجر	스트롱	بجر	스트롱		
بجر	썬더볼트	بجر	갬더보트		
بجر	선더볼트	بجر	선더보트		
بجر	무겁게	بجر	무겁+게		
بجر	무거워	بجر	무겁+어		
بجر	무거움	بجر	무거움		
بجز	빼고	بجز	빼+고		
بجز	저장	بجز	저장		
بِجوا	스프라우트	بِجوا	스프라우트		
بِجوا	버드	بِجوا	버드		
بِجوگ	불행	بِجوگ	불행		
بِجوگ	분리	بِجوگ	분리		
بجے	시간	بج	시간	N;NOM;MASC;SG;3	N
بِچار	생각	بِچار	생각		
بِچار	추측	بِچار	추측		
بِچارنا	결정하기	بِچار	결정+하+기	V;NFIN;ACT	V
بِچارنا	생각하기	بِچار	생각+하+기	V;NFIN;ACT	V
بچانا	저장하기	بچا	저장+하+기	V;MASC;SG;NFIN;ACT	V
بچانا	저장하기	بچا	저장+하+기	V;MASC;SG;NFIN;ACT	V
بچانا	보호하기	بچا	보호+하+기	V;MASC;SG;NFIN;ACT	V
بچپن	어릴적	بچپن	어릴+적	N;NOM;MASC;SG;3	N
بچت	나머지	بچت	나머지	N;NOM;FEM;SG;3	N
بچت	이익	بچت	이익	N;NOM;FEM;SG;3	N
بچت	저축	بچت	저축	N;NOM;FEM;SG;3	N
بچت	보호	بچت	보호	N;NOM;FEM;SG;3	N
بچت	안전	بچت	안전	N;NOM;FEM;SG;3	N
بچت	안전성	بچت	안전성	N;NOM;FEM;SG;3	N
بچت	밸런스	بچت	밸런스	N;NOM;FEM;SG;3	N
بچت	잔액	بچت	잔액	N;NOM;FEM;SG;3	N
بِچک	실망	بِچک	실망		
بِچک	두려움	بِچک	두려움		
بچّہ	아이유	بچّہ	아이유		
بچّہ	베이비	بچّہ	베이비		
بچّہ	아기	بچّہ	아기		
بِچھڑا	분리됨	بڑچھڑا	분리+되+ㄴ	V;PFV;MASC;SG;V.PTCP;ACT	V
بِچھڑنا	죽는다	بنچھڑ	죽+는다	V;NFIN;ACT	V
بحالیات	재활	بحالی	재활	N;NOM;MASC;PL;3	N
بحت	단발	بحت	단발		
بحث	조사	بحث	조사	N;NOM;MASC;SG;3	N
بحث	연구	بحث	연구	N;NOM;MASC;SG;3	N
بحث	분쟁	بحث	분쟁	N;NOM;MASC;SG;3	N
بحث	논증	بحث	논증	N;NOM;MASC;SG;3	N
بحث	논쟁	بحث	논쟁	N;NOM;MASC;SG;3	N
بحث	우려	بحث	우려	N;NOM;MASC;SG;3	N
بحث	조사	بحث	조사	N;NOM;MASC;SG;3	N
بحث	연구	بحث	연구	N;NOM;MASC;SG;3	N
بحث	논쟁	بحث	논쟁	N;NOM;MASC;SG;3	N
بحث	분쟁	بحث	분쟁	N;NOM;MASC;SG;3	N
بحث	논증	بحث	논증	N;NOM;MASC;SG;3	N
بحث	논쟁	بحث	논쟁	N;NOM;MASC;SG;3	N
بحث	우려	بحث	우려	N;NOM;MASC;SG;3	N
بحث	논의	بحث	논의	N;NOM;MASC;SG;3	N
بُحران	위기	بُحران	위기	N	N
بحری	해병대	بحری	해병대	N;NOM;MASC;SG;3	N
بُخار	기온	بُخار	기온		
بُخار	체온	بُخار	체온		
بُخار	스팀	بُخار	스팀		
بخرا	파트	بخرا	파트		
بخشش	선물	بخشش	선물	N;NOM;MASC;SG;3	N
بخشش	선물	بخشش	선물	N;NOM;MASC;SG;3	N
بد	부패	بد	부패	N;NOM;MASC;SG;3	N
بدبو	악취	بدبو	악취	N;NOM;MASC;SG;3	N
بدبیں	악성	بدب	악성	N;NOM;MASC;PL;3	N
بدحظ	불행	بدحظ	불행		
بدحواسی	혼란	بدحواسی	혼란	N;NOM;MASC;SG;3	N
بدحواسی	혼돈	بدحواسی	혼돈	N;NOM;MASC;SG;3	N
بدگمان	의심	بدگمان	의심		
بدمذاق	문학	بدمذاق	문학	N	N
بدمذاق	음악	بدمذاق	음악	N	N
بدمذاق	뮤직	بدمذاق	뮤직	N	N
بدمعاش	사악한	بدمعاش	사악+하+ㄴ	V;ACT	V
بِد	연도	بِد	연도		
بِدا	작별	بِدا	작별		
بِدا	해고	بِدا	하+어고		
بدائع	호기심	بدائع	호기심		
بدَر	외부	بدَر	외부		
بدَر	아웃	بدَر	아웃		
بدرقہ	안내서	بدرقہ	안내서		
بدرہ	봉지	بدرہ	봉지		
بدظن	의심스러운	بدظن	의심+스럽+ㄴ	V;ACT	V
بدل	바뀌기	بدل	바뀌+기	V;ACT	V
بدل	바꾸기	بدل	바꾸+기	V;ACT	V
بدل	바뀌기	بدل	바뀌+기	V;ACT	V
بدل	바꾸기	بدل	바꾸+기	V;ACT	V
بدلنا	바뀌기	بدل	바뀌+기	V;MASC;SG;NFIN;ACT	V
بدلنا	바꾸기	بدل	바꾸+기	V;MASC;SG;NFIN;ACT	V
بدو	빌리지	بدو	빌리+지		
بُدھ	센스	بُدھ	센스		
