この	cette	この	ce	DET	DET;FEM;SG
薬物	drogue	薬物	drogue	N	N;FEM;SG
薬物	médicament	薬物	médicament	N	N;MASC;SG
誘拐	kidnappée	誘拐	kidnapper	V	V;FEM;SG;PST;V.PTCP
誘拐	enlevée	誘拐	enlever	V	V;FEM;SG;PST;V.PTCP
誘拐	kidnappé	誘拐	kidnapper	V	V;MASC;SG;PST;V.PTCP
誘拐	enlevé	誘拐	enlever	V	V;MASC;SG;PST;V.PTCP
誘拐	enlevés	誘拐	enlever	V	V;MASC;PL;PST;V.PTCP
侵略	envahir	侵略	envahir	V	V;NFIN
フード	capot	フード	capot	N	N;MASC;SG
フード	cagoule	フード	cagoule	N	N;FEM;SG
フード	capuche	フード	capuche	N	N;FEM;SG
フード	capuchon	フード	capuchon	N	N;MASC;SG
化石	fossiles	化石	fossile	N	N;MASC;PL
化石	fossile	化石	fossile	N	N;MASC;SG
化石	fossiles	化石	fossile	N	N;MASC;PL
踊る	danser	踊る	danser	V	V;NFIN
踊る	dansant	踊る	danser	V	V;PRS;V.PTCP
渓谷	gorge	渓谷	gorge	N	N;FEM;SG
渓谷	gorges	渓谷	gorge	N	N;FEM;PL
推奨	recommandés	推奨	recommander	V	V;MASC;PL;PST;V.PTCP
推奨	conseillé	推奨	conseiller	V	V;MASC;SG;PST;V.PTCP
推奨	recommandée	推奨	recommander	V	V;FEM;SG;PST;V.PTCP
推奨	recommandé	推奨	recommander	V	V;MASC;SG;PST;V.PTCP
推奨	recommandées	推奨	recommander	V	V;FEM;PL;PST;V.PTCP
天文台	observatoires	天文台	observatoire	N	N;MASC;PL
天文台	observatoire	天文台	observatoire	N	N;MASC;SG
ドット	dots	ドット	dot	N	N;MASC;PL
ドット	points	ドット	point	N	N;MASC;PL
ドット	dot	ドット	dot	N	N;FEM;SG
果実	fruits	果実	fruit	N	N;MASC;PL
果実	fruits	果実	fruit	N	N;MASC;PL
虐殺	massacrer	虐殺	massacrer	V	V;NFIN
魅力	charme	魅力	charme	N	N;MASC;SG
魅力	charm	魅力	charm	N	N;MASC;SG
魅力	amulette	魅力	amulette	N	N;FEM;SG
広がる	répandre	広がる	répandre	V	V;NFIN
昼間	midi	昼間	midi	N	N;MASC;SG
大気	atmosphère	大気	atmosphère	N	N;FEM;SG
大気	ambiance	大気	ambiance	N	N;FEM;SG
エンターテインメント	divertissements	エンターテインメント	divertissement	N	N;MASC;PL
エンターテインメント	divertissement	エンターテインメント	divertissement	N	N;MASC;SG
交戦	engager	交戦	engager	V	V;NFIN
交戦	engagez	交戦	engager	V	V;IMP;PL;2;PRS;FIN
起動	lancer	起動	lancer	V	V;NFIN
起動	lancez	起動	lancer	V	V;IMP;PL;2;PRS;FIN
ボルト	bolt	ボルト	bolt	N	N;MASC;SG
ボルト	boulon	ボルト	boulon	N	N;MASC;SG
カーブ	courbe	カーブ	courbe	N	N;FEM;SG
カーブ	courbes	カーブ	courbe	N	N;FEM;PL
カーブ	courbe	カーブ	courbe	N	N;FEM;SG
荷物	bagages	荷物	bagage	N	N;MASC;PL
荷物	bagage	荷物	bagage	N	N;MASC;SG
荷物	bagages	荷物	bagage	N	N;MASC;PL
荷物	valises	荷物	valise	N	N;FEM;PL
荷物	bagage	荷物	bagage	N	N;MASC;SG
アイデア	idées	アイデア	idée	N	N;FEM;PL
アイデア	idée	アイデア	idée	N	N;FEM;SG
弾薬	munition	弾薬	munition	N	N;FEM;SG
弾薬	munitions	弾薬	munition	N	N;FEM;PL
弾薬	munition	弾薬	munition	N	N;FEM;SG
弾薬	munitions	弾薬	munition	N	N;FEM;PL
グレー	gris	グレー	gris	N	N;MASC;SG
グレー	gris	グレー	gris	N	N;MASC;SG
角度	angle	角度	angle	N	N;MASC;SG
エレベーター	ascenseurs	エレベーター	ascenseur	N	N;MASC;PL
エレベーター	élévateurs	エレベーター	élévateur	N	N;MASC;PL
エレベーター	ascenseur	エレベーター	ascenseur	N	N;MASC;SG
エレベーター	élévateur	エレベーター	élévateur	N	N;MASC;SG
エレベーター	ascenseurs	エレベーター	ascenseur	N	N;MASC;PL
エレベーター	ascenseur	エレベーター	ascenseur	N	N;MASC;SG
召喚	invoquer	召喚	invoquer	V	V;NFIN
召喚	convoquer	召喚	convoquer	V	V;NFIN
拘束	retenue	拘束	retenir	V	V;FEM;SG;PST;V.PTCP
拘束	liant	拘束	lier	V	V;PRS;V.PTCP
花嫁	épouse	花嫁	épouse	N	N;FEM;SG
花嫁	epouse	花嫁	epouse	N	N;FEM;SG
マウント	montage	マウント	montage	N	N;MASC;SG
マウント	mont	マウント	mont	N	N;MASC;SG
マウント	monture	マウント	monture	N	N;FEM;SG
ダート	crasse	ダート	crasse	N	N;FEM;SG
動物園	zoos	動物園	zoos	N	N;MASC;PL
動物園	zoos	動物園	zoos	N	N;MASC;PL
動物園	zoo	動物園	zoo	N	N;MASC;SG
音楽家	musicien	音楽家	musicien	N	N;MASC;SG
訂正	corriger	訂正	corriger	V	V;NFIN
ソックス	sox	ソックス	sox	N	N;MASC;PL
ソックス	chaussettes	ソックス	chaussette	N	N;FEM;PL
ソックス	chaussette	ソックス	chaussette	N	N;FEM;SG
幽霊	ghost	幽霊	ghost	N	N;MASC;SG
幽霊	fantôme	幽霊	fantôme	N	N;MASC;SG
幽霊	fantômes	幽霊	fantôme	N	N;MASC;PL
予防	précaution	予防	précaution	N	N;FEM;SG
予防	prévention	予防	prévention	N	N;FEM;SG
再婚	remariée	再婚	remarier	V	V;FEM;SG;PST;V.PTCP
再婚	remarier	再婚	remarier	V	V;NFIN
胴体	torse	胴体	torse	N	N;MASC;SG
友情	amitiés	友情	amitié	N	N;FEM;PL
友情	amitié	友情	amitié	N	N;FEM;SG
友情	amitiés	友情	amitié	N	N;FEM;PL
機材	équipements	機材	équipement	N	N;MASC;PL
機材	équipement	機材	équipement	N	N;MASC;SG
機材	equipements	機材	equipement	N	N;MASC;PL
機材	matériel	機材	matériel	N	N;MASC;SG
機材	equipement	機材	equipement	N	N;MASC;SG
コンパクト	compact	コンパクト	compact	ADJ	ADJ;MASC;SG
コンパクト	compactes	コンパクト	compact	ADJ	ADJ;FEM;PL
コンパクト	compacts	コンパクト	compact	ADJ	ADJ;MASC;PL
コンパクト	compacte	コンパクト	compact	ADJ	ADJ;FEM;SG
パロディ	parodies	パロディ	parodie	N	N;FEM;PL
パロディ	parodie	パロディ	parodie	N	N;FEM;SG
反射	reflet	反射	reflet	N	N;MASC;SG
反射	réflexion	反射	réflexion	N	N;FEM;SG
反射	reflets	反射	reflet	N	N;MASC;PL
反射	réflexions	反射	réflexion	N	N;FEM;PL
反射	reflets	反射	reflet	N	N;MASC;PL
小売	détail	小売	détail	N	N;MASC;SG
死体	cadavre	死体	cadavre	N	N;MASC;SG
死体	cadavre	死体	cadavre	N	N;MASC;SG
刺激	stimulé	刺激	stimuler	V	V;MASC;SG;PST;V.PTCP
刺激	stimulée	刺激	stimuler	V	V;FEM;SG;PST;V.PTCP
アルファベット	alphabet	アルファベット	alphabet	N	N;MASC;SG
アルファベット	alphabets	アルファベット	alphabet	N	N;MASC;PL
フォーマット	formatage	フォーマット	formatage	N	N;MASC;SG
フォーマット	formats	フォーマット	format	N	N;MASC;PL
フォーマット	format	フォーマット	format	N	N;MASC;SG
ケア	soins	ケア	soin	N	N;MASC;PL
ケア	soin	ケア	soin	N	N;MASC;SG
アース	earth	アース	earth	N	N;MASC;SG
アース	terre	アース	terre	N	N;FEM;SG
バルブ	soupapes	バルブ	soupape	N	N;FEM;PL
バルブ	valve	バルブ	valve	N	N;FEM;SG
バルブ	vanne	バルブ	vanne	N	N;FEM;SG
バルブ	robinet	バルブ	robinet	N	N;MASC;SG
バルブ	soupape	バルブ	soupape	N	N;FEM;SG
バルブ	vannes	バルブ	vanne	N	N;MASC;PL
バルブ	soupapes	バルブ	soupape	N	N;FEM;PL
バルブ	robinets	バルブ	robinet	N	N;MASC;PL
バルブ	robinetterie	バルブ	robinetterie	N	N;FEM;SG
バルブ	valves	バルブ	valve	N	N;FEM;PL
鉱物	minéral	鉱物	minéral	N	N;MASC;SG
鉱物	minéraux	鉱物	minéral	N	N;MASC;PL
鉱物	minéral	鉱物	minéral	N	N;MASC;SG
鉱物	minéraux	鉱物	minéral	N	N;MASC;PL
幸福	bonheur	幸福	bonheur	N	N;MASC;SG
振動	oscillations	振動	oscillation	N	N;FEM;PL
振動	oscillation	振動	oscillation	N	N;FEM;SG
振動	vibrations	振動	vibration	N	N;FEM;PL
振動	vibration	振動	vibration	N	N;FEM;SG
ピーク	apogée	ピーク	apogée	N	N;MASC;SG
ピーク	pic	ピーク	pic	N	N;MASC;SG
ピーク	crête	ピーク	crête	N	N;FEM;SG
パチンコ	pachinko	パチンコ	pachinko	N	N;MASC;SG
山地	montagnes	山地	montagne	N	N;FEM;PL
山地	monts	山地	mont	N	N;MASC;PL
山地	montagne	山地	montagne	N	N;FEM;SG
症候	syndrome	症候	syndrome	N	N;MASC;SG
汚染	pollution	汚染	pollution	N	N;FEM;SG
汚染	contamination	汚染	contamination	N	N;FEM;SG
メニュー	menu	メニュー	menu	N	N;MASC;SG
メニュー	menus	メニュー	menu	N	N;MASC;PL
火星	mars	火星	mars	N	N;MASC;SG
細菌	bactéries	細菌	bactérie	N	N;FEM;PL
細菌	bactérie	細菌	bactérie	N	N;FEM;SG
中尉	lieutenant	中尉	lieutenant	N	N;MASC;SG
民主主義	démocrate	民主主義	démocrate	N	N;MASC;SG
民主主義	démocratie	民主主義	démocratie	N	N;FEM;SG
背中	dos	背中	dos	N	N;MASC;SG
背中	arrière	背中	arrière	N	N;MASC;SG
背中	retour	背中	retour	N	N;MASC;SG
小屋	cabane	小屋	cabane	N	N;FEM;SG
小屋	baraque	小屋	baraque	N	N;FEM;SG
小屋	hutte	小屋	hutte	N	N;FEM;SG
キュー	queue	キュー	queue	N	N;FEM;SG
キュー	file	キュー	file	N	N;FEM;SG
元素	éléments	元素	élément	N	N;MASC;PL
元素	eléments	元素	elément	N	N;MASC;PL
元素	element	元素	element	N	N;MASC;SG
元素	élément	元素	élément	N	N;MASC;SG
性的	sexuel	性的	sexuel	ADJ	ADJ;MASC;SG
性的	sexuelles	性的	sexuel	ADJ	ADJ;FEM;PL
性的	sexuelle	性的	sexuel	ADJ	ADJ;FEM;SG
薔薇	roses	薔薇	rose	N	N;FEM;PL
薔薇	rosiers	薔薇	rosier	N	N;MASC;PL
カート	chariots	カート	chariot	N	N;MASC;PL
カート	chariot	カート	chariot	N	N;MASC;SG
カート	panier	カート	panier	N	N;MASC;SG
カート	charrette	カート	charrette	N	N;FEM;SG
王女	princesse	王女	princesse	N	N;FEM;SG
王女	princesses	王女	princesse	N	N;FEM;PL
狭い	étroite	狭い	étroit	ADJ	ADJ;FEM;SG
狭い	étroits	狭い	étroit	ADJ	ADJ;MASC;PL
狭い	étroites	狭い	étroit	ADJ	ADJ;FEM;PL
狭い	étroit	狭い	étroit	ADJ	ADJ;MASC;SG
母音	voyelles	母音	voyelle	N	N;FEM;PL
母音	voyelles	母音	voyelle	N	N;FEM;PL
母音	voyelle	母音	voyelle	N	N;FEM;SG
シンボル	symboles	シンボル	symbole	N	N;MASC;PL
シンボル	symboles	シンボル	symbole	N	N;MASC;PL
シンボル	symbole	シンボル	symbole	N	N;MASC;SG
情熱	passions	情熱	passion	N	N;FEM;PL
情熱	passion	情熱	passion	N	N;FEM;SG
太鼓	batterie	太鼓	batterie	N	N;FEM;SG
太鼓	tambour	太鼓	tambour	N	N;MASC;SG
太鼓	batterie	太鼓	batterie	N	N;FEM;SG
太鼓	tambours	太鼓	tambour	N	N;MASC;PL
太鼓	fûts	太鼓	fût	N	N;MASC;PL
所得	revenus	所得	revenu	N	N;MASC;PL
集める	recueillir	集める	recueillir	V	V;NFIN
集める	ramasser	集める	ramasser	V	V;NFIN
集める	rassembler	集める	rassembler	V	V;NFIN
集める	collecter	集める	collecter	V	V;NFIN
集める	collectionner	集める	collectionner	V	V;NFIN
集める	rassembler	集める	rassembler	V	V;NFIN
多目的	polyvalents	多目的	polyvalent	ADJ	ADJ;MASC;PL
多目的	polyvalent	多目的	polyvalent	ADJ	ADJ;MASC;SG
カタログ	catalogues	カタログ	catalogue	N	N;MASC;PL
カタログ	catalogue	カタログ	catalogue	N	N;MASC;SG
カタログ	catalogues	カタログ	catalogue	N	N;MASC;PL
カタログ	catalogue	カタログ	catalogue	N	N;MASC;SG
保全	préservation	保全	préservation	N	N;FEM;SG
保全	conservation	保全	conservation	N	N;FEM;SG
保全	préservation	保全	préservation	N	N;FEM;SG
保全	conservation	保全	conservation	N	N;FEM;SG
卒業生	diplômés	卒業生	diplômé	N	N;MASC;PL
有権	électeur	有権	électeur	N	N;MASC;SG
有権	électeurs	有権	électeur	N	N;MASC;PL
有権	électeurs	有権	électeur	N	N;MASC;PL
有権	votants	有権	votant	N	N;MASC;PL
焼き	graver	焼く	graver	V	V;NFIN
焼き	brûler	焼く	brûler	V	V;NFIN
焼き	brûlent	焼く	brûlent	V	V;IND;PL;3;PRS;FIN
獅子	lion	獅子	lion	N	N;MASC;SG
獅子	lionne	獅子	lionne	N	N;FEM;SG
婚約	engagement	婚約	engagement	N	N;MASC;SG
婚約	fiançailles	婚約	fiançaille	N	N;FEM;PL
婚約	fiancé	婚約	fiancé	N	N;MASC;SG
ディスプレイ	affichage	ディスプレイ	affichage	N	N;MASC;SG
ディスプレイ	affiche	ディスプレイ	affiche	N	N;FEM;SG
旅館	ryokan	旅館	ryokan	N	N;MASC;SG
旅館	inn	旅館	inn	N	N;MASC;SG
マニア	manie	マニア	manier	N	N;FEM;SG
退学	expulsés	退学	expulser	V	V;MASC;PL;PST;V.PTCP
退学	renvoyé	退学	renvoyer	V	V;MASC;SG;PST;V.PTCP
退学	expulsé	退学	expulser	V	V;MASC;SG;PST;V.PTCP
繰り返す	répéter	繰り返す	répéter	V	V;NFIN
繰り返す	répète	繰り返す	répéter	V	V;IND;SG;3;PRS;FIN
繰り返す	répétez	繰り返す	répéter	V	V;IMP;PL;2;PRS;FIN
サイエンス	science	サイエンス	science	N	N;FEM;SG
サイエンス	sciences	サイエンス	science	N	N;FEM;PL
アパート	appartement	アパート	appartement	N	N;MASC;SG
アパート	appartements	アパート	appartement	N	N;MASC;PL
真理	vérités	真理	vérité	N	N;FEM;PL
真理	verite	真理	verite	N	N;FEM;SG
真理	vérité	真理	vérité	N	N;FEM;SG
オートバイ	motocyclette	オートバイ	motocyclette	N	N;FEM;SG
オートバイ	moto	オートバイ	moto	N	N;FEM;SG
オートバイ	motocyclette	オートバイ	motocyclette	N	N;FEM;SG
オートバイ	motocycle	オートバイ	motocycle	N	N;MASC;SG
オートバイ	motocyclettes	オートバイ	motocyclette	N	N;FEM;PL
オートバイ	moto	オートバイ	moto	N	N;FEM;SG
オートバイ	motocyclette	オートバイ	motocyclette	N	N;FEM;SG
オートバイ	motocycles	オートバイ	motocycle	N	N;MASC;PL
オートバイ	motocyclettes	オートバイ	motocyclette	N	N;FEM;PL
オートバイ	motos	オートバイ	moto	N	N;FEM;PL
マツ	pine	マツ	pine	N	N;FEM;SG
マツ	pin	マツ	pin	N	N;MASC;SG
電池	batterie	電池	batterie	N	N;FEM;SG
電池	pile	電池	pile	N	N;FEM;SG
電池	accumulateur	電池	accumulateur	N	N;MASC;SG
電池	batterie	電池	batterie	N	N;FEM;SG
電池	batteries	電池	batterie	N	N;FEM;PL
電池	piles	電池	pile	N	N;FEM;PL
電池	accumulateurs	電池	accumulateur	N	N;MASC;PL
まも	bientôt	まも	bientôt	ADV	ADV
まも	prochainement	まも	prochainement	ADV	ADV
深刻	sérieux	深刻	sérieux	ADJ	ADJ;MASC;SG
深刻	serieux	深刻	serieux	ADJ	ADJ;MASC;SG
深刻	graves	深刻	grave	ADJ	ADJ;MASC;PL
深刻	grave	深刻	grave	ADJ	ADJ;MASC;SG
深刻	sérieuse	深刻	sérieux	ADJ	ADJ;FEM;SG
法廷	tribunal	法廷	tribunal	N	N;MASC;SG
法廷	cour	法廷	cour	N	N;FEM;SG
撤回	révoquer	撤回	révoquer	V	V;NFIN
スケール	scaled	スケール	scaled	N	N;MASC;SG
スケール	echelle	スケール	echelle	N	N;FEM;SG
スケール	échelle	スケール	échelle	N	N;FEM;SG
スケール	gammes	スケール	gamme	N	N;FEM;PL
スケール	écailles	スケール	écaille	N	N;FEM;PL
スケール	échelles	スケール	échelle	N	N;FEM;PL
スケール	balances	スケール	balance	N	N;FEM;PL
天井	plafond	天井	plafond	N	N;MASC;SG
天井	plafonds	天井	plafond	N	N;MASC;PL
天井	plafonds	天井	plafond	N	N;MASC;PL
人格	personnalité	人格	personnalité	N	N;FEM;SG
セッション	session	セッション	session	N	N;FEM;SG
セッション	séance	セッション	séance	N	N;FEM;SG
セッション	séances	セッション	séance	N	N;FEM;PL
セッション	sessions	セッション	session	N	N;FEM;PL
系譜	pedigree	系譜	pedigree	N	N;MASC;SG
系譜	généalogie	系譜	généalogie	N	N;FEM;SG
宇宙船	vaisseau	宇宙船	vaisseau	N	N;MASC;SG
研究室	laboratoire	研究室	laboratoire	N	N;MASC;SG
研究室	laboratoires	研究室	laboratoire	N	N;MASC;PL
研究室	laboratoire	研究室	laboratoire	N	N;MASC;SG
研究室	labo	研究室	labo	N	N;MASC;SG
研究室	lab	研究室	lab	N	N;MASC;SG
債務	obligations	債務	obligation	N	N;FEM;PL
債務	obligation	債務	obligation	N	N;FEM;SG
債務	endettement	債務	endettement	N	N;MASC;SG
債務	dette	債務	dette	N	N;FEM;SG
債務	dettes	債務	dette	N	N;FEM;PL
教区	paroisse	教区	paroisse	N	N;FEM;SG
教区	diocèse	教区	diocèse	N	N;MASC;SG
マーケティング	marketing	マーケティング	marketing	N	N;MASC;SG
マーケティング	commercialisation	マーケティング	commercialisation	N	N;FEM;SG
菓子	confiserie	菓子	confiserie	N	N;FEM;SG
菓子	confiseries	菓子	confiserie	N	N;FEM;PL
伝記	biographies	伝記	biographie	N	N;FEM;PL
伝記	biographie	伝記	biographie	N	N;FEM;SG
町長	bourgmestre	町長	bourgmestre	N	N;MASC;SG
町長	maire	町長	maire	N	N;MASC;SG
町長	maires	町長	maire	N	N;MASC;PL
エンジニア	ingénieur	エンジニア	ingénieur	N	N;MASC;SG
寝台	couchette	寝台	couchette	N	N;FEM;SG
寝台	couchettes	寝台	couchette	N	N;FEM;PL
寝台	couchette	寝台	couchette	N	N;FEM;SG
ジャーナル	revue	ジャーナル	revue	N	N;FEM;SG
ジャーナル	journal	ジャーナル	journal	N	N;MASC;SG
チャージ	rechargement	チャージ	rechargement	N	N;MASC;SG
チャージ	recharge	チャージ	recharge	N	N;FEM;SG
チャージ	charge	チャージ	charge	N	N;FEM;SG
ランダム	aléatoire	ランダム	aléatoire	ADJ	ADJ;MASC;SG
ランダム	aléatoires	ランダム	aléatoire	ADJ	ADJ;MASC;PL
ピース	paix	ピース	paix	N	N;FEM;SG
ピース	piece	ピース	piece	N	N;FEM;SG
ピース	morceau	ピース	morceau	N	N;MASC;SG
儀式	cérémonie	儀式	cérémonie	N	N;FEM;SG
儀式	rituels	儀式	rituel	N	N;MASC;PL
儀式	rituel	儀式	rituel	N	N;MASC;SG
プレーヤー	joueurs	プレーヤー	joueur	N	N;MASC;PL
プレーヤー	joueur	プレーヤー	joueur	N	N;MASC;SG
プレーヤー	lecteur	プレーヤー	lecteur	N	N;MASC;SG
ポスター	affiches	ポスター	affiche	N	N;FEM;PL
ポスター	affiche	ポスター	affiche	N	N;FEM;SG
ポスター	posters	ポスター	poster	N	N;MASC;PL
ポスター	affiches	ポスター	affiche	N	N;FEM;PL
ロマンス	romantisme	ロマンス	romantisme	N	N;MASC;SG
ロマンス	idylle	ロマンス	idylle	N	N;FEM;SG
ロマンス	romance	ロマンス	romance	N	N;FEM;SG
薄い	maigre	薄い	maigre	ADJ	ADJ;MASC;SG
薄い	mince	薄い	mince	ADJ	ADJ;MASC;SG
薄い	minces	薄い	mince	ADJ	ADJ;MASC;PL
パンク	punk	パンク	punk	N	N;MASC;SG
パンク	voyou	パンク	voyou	N	N;MASC;SG
笑い	rire	笑い	rire	V	V;NFIN
笑い	rire	笑い	rire	V	V;NFIN
笑い	riant	笑い	riant	V	V;PRS;V.PTCP
笑い	rigole	笑い	rigole	V	V;IND;SG;3;PRS;FIN
笑い	rire	笑い	rire	V	V;NFIN
笑い	riez	笑い	riez	V	V;IMP;PL;2;PRS;FIN
挨拶	saluer	挨拶	saluer	V	V;NFIN
セルフ	self	セルフ	self	N	N;MASC;SG
ロープ	corde	ロープ	corde	N	N;FEM;SG
ロープ	cordages	ロープ	cordage	N	N;MASC;PL
ロープ	cordes	ロープ	corde	N	N;FEM;PL
鳥類	oiseaux	鳥類	oiseau	N	N;MASC;PL
鳥類	oiseau	鳥類	oiseau	N	N;MASC;SG
鳥類	oiseaux	鳥類	oiseau	N	N;MASC;PL
外交官	diplomates	外交官	diplomate	N	N;MASC;PL
外交官	diplomate	外交官	diplomate	N	N;MASC;SG
外交官	diplomates	外交官	diplomate	N	N;MASC;PL
リクエスト	demandes	リクエスト	demande	N	N;FEM;PL
リクエスト	requêtes	リクエスト	requête	N	N;FEM;PL
リクエスト	demande	リクエスト	demande	N	N;FEM;SG
リクエスト	requête	リクエスト	requête	N	N;FEM;SG
カントリー	pays	カントリー	pays	N	N;MASC;SG
等級	ampleur	等級	ampleur	N	N;FEM;SG
等級	magnitude	等級	magnitude	N	N;FEM;SG
等級	grandeur	等級	grandeur	N	N;FEM;SG
ホット	hot	ホット	hot	N	N;MASC;SG
オーディオ	audio	オーディオ	audio	N	N;MASC;SG
鑑	appréciation	鑑	appréciation	N	N;FEM;SG
ヘア	cheveu	ヘア	cheveu	N	N;MASC;SG
ヘア	cheveux	ヘア	cheveu	N	N;MASC;PL
ヘア	coiffure	ヘア	coiffure	N	N;FEM;SG
望遠鏡	télescope	望遠鏡	télescope	N	N;MASC;SG
望遠鏡	télescopes	望遠鏡	télescope	N	N;MASC;PL
望遠鏡	télescopes	望遠鏡	télescope	N	N;MASC;PL
陰謀	complot	陰謀	complot	N	N;MASC;SG
陰謀	complots	陰謀	complot	N	N;MASC;PL
陰謀	conspiration	陰謀	conspiration	N	N;FEM;SG
生年月	anniversaire	生年月	anniversaire	N	N;MASC;SG
生年月	anniversaires	生年月	anniversaire	N	N;MASC;PL
発信	sortant	発信	sortir	V	V;PRS;V.PTCP
営利	profit	営利	profit	N	N;MASC;SG
営利	bénéfice	営利	bénéfice	N	N;MASC;SG
営利	profits	営利	profit	N	N;MASC;PL
営利	bénéfices	営利	bénéfice	N	N;MASC;PL
飛ぶ	vole	飛ぶ	voler	V	V;IND;SG;3;PRS;FIN
飛ぶ	voler	飛ぶ	voler	V	V;NFIN
飛ぶ	battant	飛ぶ	battre	V	V;PRS;V.PTCP
飛ぶ	voler	飛ぶ	voler	V	V;NFIN
国名	pays	国名	pays	N	N;MASC;SG
エッセイ	essai	エッセイ	essai	N	N;MASC;SG
エッセイ	essais	エッセイ	essai	N	N;MASC;PL
神殿	temple	神殿	temple	N	N;MASC;SG
神殿	tempe	神殿	tempe	N	N;FEM;SG
採択	adoptées	採択	adopter	V	V;FEM;PL;PST;V.PTCP
採択	adoptée	採択	adopter	V	V;FEM;SG;PST;V.PTCP
採択	adopté	採択	adopter	V	V;MASC;SG;PST;V.PTCP
採択	adoptés	採択	adopter	V	V;MASC;PL;PST;V.PTCP
マニュアル	manuels	マニュアル	manuel	N	N;MASC;PL
マニュアル	manuel	マニュアル	manuel	N	N;MASC;SG
マニュアル	manuels	マニュアル	manuel	N	N;MASC;PL
シフト	maj	シフト	maj	N	N;FEM;SG
性別	sexe	性別	sexe	N	N;MASC;SG
性別	sexes	性別	sexe	N	N;FEM;PL
性別	genre	性別	genre	N	N;MASC;SG
性別	sexe	性別	sexe	N	N;MASC;SG
露出	exposées	露出	exposer	V	V;FEM;PL;PST;V.PTCP
露出	exposés	露出	exposer	V	V;MASC;PL;PST;V.PTCP
露出	exposé	露出	exposer	V	V;MASC;SG;PST;V.PTCP
ポルノ	pornographie	ポルノ	pornographie	N	N;FEM;SG
ポルノ	pornographie	ポルノ	pornographie	N	N;FEM;SG
ポルノ	porno	ポルノ	porno	N	N;MASC;SG
顧客	client	顧客	client	N	N;MASC;SG
挿絵	illustrations	挿絵	illustration	N	N;FEM;PL
スラム	taudis	スラム	taudis	N	N;MASC;SG
スラム	bidonvilles	スラム	bidonville	N	N;MASC;PL
スラム	bidonville	スラム	bidonville	N	N;MASC;SG
スラム	slam	スラム	slam	N	N;MASC;SG
スラム	taudis	スラム	taudis	N	N;MASC;SG
スラム	bidonvilles	スラム	bidonville	N	N;MASC;PL
スラム	bidonville	スラム	bidonville	N	N;MASC;SG
シミュレーション	simulations	シミュレーション	simulation	N	N;FEM;PL
シミュレーション	simulateur	シミュレーション	simulateur	N	N;MASC;SG
シミュレーション	simulation	シミュレーション	simulation	N	N;FEM;SG
剣道	kendo	剣道	kendo	N	N;MASC;SG
空手	karaté	空手	karaté	N	N;MASC;SG
貴重	précieux	貴重	précieux	ADJ	ADJ;MASC;SG
貴重	précieuse	貴重	précieux	ADJ	ADJ;FEM;SG
貴重	précieuses	貴重	précieux	ADJ	ADJ;FEM;PL
権威	autorité	権威	autorité	N	N;FEM;SG
サロン	salon	サロン	salon	N	N;MASC;SG
小隊	peloton	小隊	peloton	N	N;MASC;SG
報酬	dédommagement	報酬	dédommagement	N	N;MASC;SG
報酬	indemnité	報酬	indemnité	N	N;FEM;SG
報酬	indemnisation	報酬	indemnisation	N	N;FEM;SG
報酬	rémunération	報酬	rémunération	N	N;FEM;SG
報酬	récompense	報酬	récompense	N	N;FEM;SG
報酬	rémunérations	報酬	rémunération	N	N;FEM;PL
報酬	rémunération	報酬	rémunération	N	N;FEM;SG
ゴースト	ghost	ゴースト	ghost	N	N;MASC;SG
ゴースト	fantôme	ゴースト	fantôme	N	N;MASC;SG
ゴースト	fantômes	ゴースト	fantôme	N	N;MASC;PL
ゴースト	fantômes	ゴースト	fantôme	N	N;MASC;PL
支払い	paye	支払う	payer	V	V;IND;SG;3;PRS;FIN
支払い	payez	支払う	payer	V	V;IMP;PL;2;PRS;FIN
支払い	payer	支払う	payer	V	V;NFIN
支払い	paie	支払う	payer	V	V;IND;SG;3;PRS;FIN
フラワー	fleurs	フラワー	fleur	N	N;FEM;PL
フラワー	fleur	フラワー	fleur	N	N;FEM;SG
くじ	loteries	くじ	loterie	N	N;FEM;PL
賭け	parier	賭ける	parier	V	V;NFIN
賭け	parie	賭ける	parier	V	V;IND;SG;3;PRS;FIN
賭け	parier	賭ける	parier	V	V;NFIN
モジュール	modules	モジュール	module	N	N;MASC;PL
モジュール	module	モジュール	module	N	N;MASC;SG
眼鏡	lunettes	眼鏡	lunette	N	N;FEM;PL
眼鏡	lunettes	眼鏡	lunette	N	N;FEM;PL
眼鏡	verres	眼鏡	verre	N	N;MASC;PL
ホスト	hôte	ホスト	hôte	N	N;MASC;SG
ホスト	hôtes	ホスト	hôte	N	N;MASC;PL
タービン	turbine	タービン	turbine	N	N;FEM;SG
タービン	turbines	タービン	turbine	N	N;FEM;PL
礼拝	adoration	礼拝	adoration	N	N;FEM;SG
礼拝	prières	礼拝	prière	N	N;FEM;PL
礼拝	prière	礼拝	prière	N	N;FEM;SG
演算	opérations	演算	opération	N	N;FEM;PL
グローブ	globe	グローブ	globe	N	N;MASC;SG
グローブ	gants	グローブ	gant	N	N;MASC;PL
イラストレーター	illustrateur	イラストレーター	illustrateur	N	N;MASC;SG
学歴	enseignement	学歴	enseignement	N	N;MASC;SG
学歴	éducation	学歴	éducation	N	N;FEM;SG
電報	télégramme	電報	télégramme	N	N;MASC;SG
