css	css	css	css	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
balance	ravnotežje	balance	ravnotežje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
balance	ravnovesje	balance	ravnovesje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
balance	tehtnica	balance	tehtnica	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
balance	bilanca	balance	bilanec	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
misbrug	zloraba	misbrug	zloraba	N;INDF;NEUT;SG	N;NOM;FEM;SG
misbrug	zloraba	misbrug	zloraba	N;INDF;NEUT;SG	N;NOM;FEM;SG
misbrug	zlorabo	misbrug	zloraba	N;INDF;NEUT;SG	N;ACC;FEM;SG
fastsat	popravil	fastsætte	popravilo	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
styring	upravljanje	styring	upravljanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
styring	vodenje	styring	vodenje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
sultan	sultan	sultan	sultan	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
asfalt	asfalt	asfalt	asfalt	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mandskab	posadka	mandskab	posadka	N;INDF;NEUT;SG	N;NOM;FEM;SG
bølger	valovi	bølge	val	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
erkendelse	prepoznavanje	erkendelse	prepoznavanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
erkendelse	priznavanje	erkendelse	priznavanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
erkendelse	priznanje	erkendelse	priznanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
erkendelse	prepoznavanje	erkendelse	prepoznavanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
erkendelse	spoznanje	erkendelse	spoznanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
abel	abel	abel	abti	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
siddet	sedela	sidde	sedeti	V;INDF;SG;PST;V.PTCP	V;IPFV;FEM;SG;V.PTCP
siddet	sedel	sidde	sedeti	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
cirkel	krog	cirkel	krog	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
adelsmand	plemič	adelsmand	plemič	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
brooklyn	brooklyn	brooklyn	brooklyn	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
lukas	luke	lukas	luka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
lukas	luka	lukas	luka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
lukas	lukas	lukas	lukas	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
kælenavn	vzdevek	kælenavn	vzdevek	N;INDF;NEUT;SG	N;NOM;MASC;SG
kid	poba	kid	poba	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
kid	mulc	kid	mulc	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
kid	otrok	kid	otrok	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
spencer	spencer	spence	spencer	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
berømmelse	slava	berømmelse	slava	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
berømmelse	slavo	berømmelse	slava	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
kontakter	stike	kontakt	stik	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
kontakter	stiki	kontakt	stik	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
alter	oltarju	alter	oltar	N;INDF;NEUT;SG	N;DAT;MASC;SG
alter	oltar	alter	oltar	N;INDF;NEUT;SG	N;NOM;MASC;SG
alter	oltarja	alter	oltar	N;INDF;NEUT;SG	N;NOM;MASC;SG
alter	svetišče	alter	svetišče	N;INDF;NEUT;SG	N;NOM;NEUT;SG
alter	oltar	alter	oltar	N;INDF;NEUT;SG	N;NOM;MASC;SG
nansen	nansen	nans	nansen	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
logisk	logičen	logisk	logičen	ADJ;INDF;SG	ADJ;NOM;INDF;MASC;SG
logisk	logično	logisk	logičen	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
udgifter	stroški	udgift	strošek	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
udgifter	izdatki	udgift	izdatek	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
udgifter	stroški	udgift	strošek	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
biblioteker	knjižnice	bibliotek	knjižnica	N;INDF;NEUT;PL	N;NOM;FEM;PL
betegnelser	indikacije	betegnelse	indikacija	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
betegnelser	označbe	betegnelse	označba	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
betegnelser	imena	betegnelse	ime	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
betegnelser	imen	betegnelse	ime	N;INDF;MASC+FEM;PL	N;GEN;NEUT;PL
betegnelser	označbe	betegnelse	označba	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
betegnelser	opise	betegnelse	opis	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
betegnelser	opisi	betegnelse	opis	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
torsdag	četrtek	torsdag	četrtek	N;INDF;MASC+FEM;SG	N;INAN;ACC;MASC;SG
linket	link	linke	linka	N;DEF;NEUT;SG	N;NOM;MASC;SG
linket	povezava	linke	povezava	N;DEF;NEUT;SG	N;NOM;FEM;SG
velegnet	primerna	velegnet	primeren	ADJ;INDF;SG	ADJ;NOM;FEM;SG
velegnet	primerno	velegnet	primeren	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
velegnet	ustrezna	velegnet	ustrezen	ADJ;INDF;SG	ADJ;NOM;FEM;SG
velegnet	primeren	velegnet	primeren	ADJ;INDF;SG	ADJ;NOM;INDF;MASC;SG
billigere	ceneje	billig	ceno	ADJ;CMPR	ADJ;NOM;CMPR;NEUT;SG
billigere	cenejši	billig	poceni	ADJ;CMPR	ADJ;NOM;DEF;CMPR;MASC;SG
billigere	cenejše	billig	poceni	ADJ;CMPR	ADJ;NOM;CMPR;NEUT;SG
billigere	cenejša	billig	poceni	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
himmel	nebes	himmel	nebes	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
himmel	nebesa	himmel	nebo	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
himmel	nebo	himmel	nebo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
himmel	nebo	himmel	nebo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
ansvarlige	odgovorni	ansvarlig	odgovoren	ADJ;PL	ADJ;NOM;MASC;PL
redskaber	orodja	redskab	orodje	N;INDF;NEUT;PL	N;NOM;NEUT;PL
redskaber	prestave	redskab	prestava	N;INDF;NEUT;PL	N;NOM;FEM;PL
redskaber	orodja	redskab	orodje	N;INDF;NEUT;PL	N;NOM;NEUT;PL
redskaber	mreže	redskab	mreža	N;INDF;NEUT;PL	N;NOM;FEM;PL
redskaber	mrež	redskab	mrež	N;INDF;NEUT;PL	N;GEN;FEM;PL
forhindrer	preprečuje	forhindre	preprečevati	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
forhindrer	prepreči	forhindre	preprečiti	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
biograf	gledališče	biograf	gledališče	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
biograf	kino	biograf	kino	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
blik	očesu	blik	oko	N;INDF;NEUT;SG	N;DAT;NEUT;SG
blik	eye	blik	eye	N;INDF;NEUT;SG	N;NOM;MASC;SG
blik	oko	blik	oko	N;INDF;NEUT;SG	N;NOM;NEUT;SG
datterselskab	podružnica	datterselskab	podružnica	N;INDF;NEUT;SG	N;NOM;FEM;SG
påstod	trdil	påstå	trditi	V;IND;PST;FIN;ACT	V;IPFV;MASC;SG;V.PTCP
skilte	značke	skille	značka	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
skilte	znamenja	skille	znamenje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
skilte	znake	skille	znak	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
skilte	znaki	skille	znak	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
skilte	znakov	skille	znak	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
bestemmelse	določba	bestemmelse	določba	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
bestemmelse	zagotavljanje	bestemmelse	zagotavljanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
bestemmelse	določitev	bestemmelse	določitev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
bestemmelse	odločnost	bestemmelse	odločnost	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
bestemmelse	določanje	bestemmelse	določanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
bestemmelse	določba	bestemmelse	določba	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
bestemmelse	klavzula	bestemmelse	klavzul	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
skønhed	lepoto	skønhed	lepota	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
skønhed	lepoti	skønhed	lepota	N;INDF;MASC+FEM;SG	N;DAT;FEM;SG
skønhed	lepotica	skønhed	lepotica	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
skønhed	lepota	skønhed	lepota	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
brigader	brigade	brigade	brigada	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
unger	otroci	unge	otrok	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
unger	mladiči	unge	mladič	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
discogs	discogs	discog	discogs	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
udøvende	izvršni	udøvende	izvršen	ADJ	ADJ;NOM;MASC;SG
udøvende	izvršilni	udøvende	izvršilen	ADJ	ADJ;NOM;MASC;SG
comeback	povratek	comeback	povratek	N;INDF;NEUT;SG	N;NOM;MASC;SG
koden	kodo	koden	koda	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
koden	šifra	koden	šifra	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
koden	oznaka	koden	oznakati	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
koden	koda	koden	koda	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
ferie	dopust	ferie	dopust	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
ferie	praznik	ferie	praznik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
ferie	dopust	ferie	dopust	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
ferie	oddih	ferie	oddih	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
elektronik	elektronika	elektronik	elektronika	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
elektronik	elektroniko	elektronik	elektronik	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
cykel	motocikel	cykel	motocikel	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
cykel	kolo	cykel	kolo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
cykel	motor	cykel	motor	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
cykel	kolo	cykel	kolo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
indehaver	imetnik	indehave	imetnik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
huden	koža	huden	koža	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
huden	koži	huden	koža	N;DEF;MASC+FEM;SG	N;DAT;FEM;SG
huden	kože	huden	koža	N;DEF;MASC+FEM;SG	N;GEN;FEM;SG
huden	kožo	huden	koža	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
passager	potnik	passager	potnik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
passager	sopotnik	passager	sopotnik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
passager	potnika	passager	potnik	N;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
fattigdom	revščina	fattigdom	revščina	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
slægtninge	sorodniki	slægtning	sorodnik	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
sammenbrud	razčlenitev	sammenbrud	razčlenitev	N;INDF;NEUT;SG	N;NOM;FEM;SG
sammenbrud	razdelitev	sammenbrud	razdelitev	N;INDF;NEUT;SG	N;NOM;FEM;SG
sammenbrud	trk	sammenbrud	trk	N;INDF;NEUT;SG	N;NOM;MASC;SG
sammenbrud	razpad	sammenbrud	razpad	N;INDF;NEUT;SG	N;NOM;MASC;SG
sammenbrud	propada	sammenbrud	propad	N;INDF;NEUT;SG	N;NOM;MASC;SG
sammenbrud	propad	sammenbrud	propad	N;INDF;NEUT;SG	N;NOM;MASC;SG
konferencen	konferenca	konference	konferenca	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
depression	depresija	depression	depresija	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
erklærer	razglasila	erklære	razglasiti	V;IND;PRS;FIN;ACT	V;PFV;FEM;SG;V.PTCP
erklærer	razglasi	erklære	razglasiti	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
erklærer	izjavlja	erklære	izjavljati	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
erklærer	razglasi	erklære	razglasiti	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
kold	mrzlo	kold	mrzel	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
kold	hladno	kold	hladen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
kold	mrzla	kold	mrzel	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
kold	mrzel	kold	mrzel	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
relevans	ustreznost	relevans	ustreznost	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
relevans	pomembnost	relevans	pomembnost	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
værft	ladjedelnica	værft	ladjedelnica	N;INDF;NEUT;SG	N;NOM;FEM;SG
værft	ladjedelnica	værft	ladjedelnica	N;INDF;NEUT;SG	N;NOM;FEM;SG
værft	dvorišče	værft	dvorišče	N;INDF;NEUT;SG	N;NOM;NEUT;SG
forlangte	zahteval	forlange	zahtevati	V;IND;PST;FIN;ACT	V;MASC;SG;V.PTCP
krisen	kriza	kris	kriza	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
krisen	krizo	kris	kriza	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
palæstinensiske	palestinskih	palæstinensisk	palestinski	ADJ;PL	ADJ;GEN;MASC;PL
wiener	dunaj	wiener	dunaj	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
graven	grob	grav	grob	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
graven	groba	grav	grob	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
efterretningstjeneste	inteligenca	efterretningstjeneste	inteligenca	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
mongoliet	mongoliji	mongolium	mongolija	N;DEF;NEUT;SG	N;NOM;FEM;SG
udløste	sprožilo	udløse	sprožiti	V;PST;V.PTCP	V;PFV;NEUT;SG;V.PTCP
udløste	sprožil	udløse	sprožiti	V;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
anvendelser	vloge	anvendelse	vloga	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
anvendelser	prošnje	anvendelse	prošnja	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
anvendelser	prijave	anvendelse	prijava	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
anvendelser	aplikacije	anvendelse	aplikacija	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
renovering	prenovo	renovering	prenova	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
renovering	obnova	renovering	obnova	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
renovering	prenova	renovering	prenova	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
renovering	prenova	renovering	prenova	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
face	obraz	face	obraz	N;INDF;NEUT;SG	N;NOM;MASC;SG
face	obraza	face	obraz	N;INDF;NEUT;SG	N;GEN;MASC;SG
face	face	face	faca	N;INDF;NEUT;SG	N;NOM;FEM;SG
mineraler	mineralov	mineral	mineral	N;INDF;NEUT;PL	N;GEN;MASC;PL
mineraler	minerali	mineral	minerati	N;INDF;NEUT;PL	N;NOM;MASC;PL
bosættelser	naselja	bosættelse	naselje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
bosættelser	poravnave	bosættelse	poravnava	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
kontrolleret	preveril	kontrollere	preveriti	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
flair	pridih	flair	pridih	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
radar	radar	radar	radar	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
elias	elias	elias	elias	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
halsen	grlo	hals	grlo	N;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
halsen	žrelo	hals	žreti	N;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
halsen	grlu	hals	grlo	N;DEF;MASC+FEM;SG	N;DAT;NEUT;SG
halsen	grla	hals	grlo	N;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
halsen	vrat	hals	vrata	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
halsen	vratu	hals	vrat	N;DEF;MASC+FEM;SG	N;DAT;MASC;SG
repræsentation	zastopanje	repræsentation	zastopanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
repræsentation	ponazoritev	repræsentation	ponazoritev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
repræsentation	predstavništvo	repræsentation	predstavništvo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
sprang	skočila	springe	skočiti	V;IND;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP
sprang	skočil	springe	skočiti	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP
sprang	preskočila	springe	preskočiti	V;IND;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP
sprang	preskočil	springe	preskočiti	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP
tårne	stolpi	tå	stolp	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
gotisk	gotska	gotisk	gotska	ADJ;INDF;SG	ADJ;NOM;FEM;SG
fed	drzen	fed	drzen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
fed	drzna	fed	drzno	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
fed	debel	fed	debel	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
fed	debela	fed	debela	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
iss	iss	iss	isse	N;INDF;NEUT;SG	N;NOM;MASC;SG
ministerium	ministrstvo	ministerium	ministrstvo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
tusinder	tisoči	tusinde	tisoči	N;INDF;NEUT;PL	N;NOM;MASC;PL
ækvator	ekvator	ækvator	ekvator	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
prøvet	probal	prøve	probati	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
prøvet	poskusil	prøve	poskusiti	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
prøvet	poskušal	prøve	poskušati	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
aristoteles	aristotel	aristotele	aristotel	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
sagn	legend	sagn	legenda	N;INDF;NEUT;SG	N;NOM;FEM;SG
sagn	legenda	sagn	legenda	N;INDF;NEUT;SG	N;NOM;FEM;SG
sagn	legend	sagn	legenda	N;INDF;NEUT;SG	N;NOM;FEM;SG
blank	bleščeča	blank	bleščeč	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
blank	bleščeče	blank	bleščeč	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG;V.PTCP
blank	prazen	blank	prazen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
blank	prazno	blank	prazen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
dårligere	huje	dårlig	hudo	ADV;CMPR	ADV;CMPR
aktuelt	trenutni	aktuel	trenuten	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
aktuelt	trenutna	aktuel	trenuten	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
aktuelt	sedanji	aktuel	sedanji	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
aktuelt	aktualna	aktuel	aktualen	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
aktuelt	aktualno	aktuel	aktualen	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
leningrad	leningrad	leningrad	leningrad	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
tilfældigt	naključno	tilfældigt	naključno	ADV	ADV
tilfældigt	naključno	tilfældigt	naključno	ADV	ADV
atlantis	atlantida	atlantis	atlantida	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
atlantis	atlantis	atlantis	atlantis	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
smart	pameten	smart	pameten	ADJ;INDF;SG	ADJ;NOM;INDF;MASC;SG
smart	prebrisano	smart	prebrisan	ADJ;INDF;SG	ADJ;NOM;NEUT;SG;V.PTCP
smart	pametna	smart	pameten	ADJ;INDF;SG	ADJ;NOM;FEM;SG
smart	pameten	smart	pameten	ADJ;INDF;SG	ADJ;NOM;INDF;MASC;SG
smart	pametno	smart	pameten	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
fangenskab	ujetnica	fangenskab	ujetnica	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
fangenskab	ujetništvu	fangenskab	ujetništvo	N;INDF;MASC+FEM;SG	N;DAT;NEUT;SG
fangenskab	ujetništvu	fangenskab	ujetništvo	N;INDF;MASC+FEM;SG	N;DAT;NEUT;SG
holding	gospodarstvu	holding	gospodarstvo	N;INDF;MASC+FEM;SG	N;DAT;NEUT;SG
holding	držanje	holding	držanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
holding	holding	holding	holding	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
holding	gospodarstvo	holding	gospodarstvo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
roland	roland	roland	roland	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
turner	turner	turner	turner	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
turner	turnerja	turner	turner	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
primitive	primitivni	primitiv	primitiven	ADJ;PL	ADJ;NOM;MASC;PL
primitive	primitivne	primitiv	primitiven	ADJ;PL	ADJ;NOM;FEM;PL
udnævnelse	nominacijo	udnævnelse	nominacija	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
udnævnelse	termin	udnævnelse	termin	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
udnævnelse	imenovanje	udnævnelse	imenovanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
afhængige	odvisni	afhængig	odvisen	ADJ;PL	ADJ;NOM;MASC;PL
cirkus	cirkus	cirkus	cirkus	N;INDF;NEUT;SG	N;NOM;MASC;SG
hud	koža	hud	koža	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
hud	koži	hud	koža	N;INDF;MASC+FEM;SG	N;DAT;FEM;SG
hud	kože	hud	koža	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
hud	kožo	hud	koža	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
landing	pristanek	landing	pristanek	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
landing	pristajanje	landing	pristajanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
skyder	ustreli	skyde	ustreti	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
skyder	strelja	skyde	streljati	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
indledning	uvedba	indledning	uvedba	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
indledning	uvod	indledning	uvod	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
indledning	uvajanje	indledning	uvajanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
indledning	vnos	indledning	vnos	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
indledning	uvajanje	indledning	uvajanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
syndrom	sindroma	syndrom	sindrom	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
syndrom	sindrom	syndrom	sindrom	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
orientering	usmerjenost	orientering	usmerjenost	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
orientering	usmerjenosti	orientering	usmerjenost	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
orientering	usmeritev	orientering	usmeritev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
hegn	ograja	hegn	ograja	N;INDF;NEUT;SG	N;NOM;FEM;SG
hegn	ograjo	hegn	ograja	N;INDF;NEUT;SG	N;ACC;FEM;SG
massiv	ogromen	massiv	ogromen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
meninger	mnenja	mening	mnenje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
groft	grobo	groft	grobo	ADV	ADV
groft	grobo	groft	grobo	ADV	ADV
krydset	križišču	kryds	križišče	N;DEF;NEUT;SG	N;DAT;NEUT;SG
krydset	križišče	kryds	križišče	N;DEF;NEUT;SG	N;NOM;NEUT;SG
overdrev	pretiravanje	overdrev	pretiravanje	N;INDF;NEUT;SG	N;NOM;NEUT;SG
litteraturen	literaturo	litteratur	literatura	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
litteraturen	književnost	litteratur	književnost	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
litteraturen	literatura	litteratur	literatura	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
gennemgang	revizija	gennemgang	revizija	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
gennemgang	pregledovanje	gennemgang	pregledovanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
gennemgang	pregled	gennemgang	pregled	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
butler	butler	butle	butler	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
butler	služabnik	butle	služabnik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
kaos	kaos	kaos	kaos	N;INDF;NEUT;SG	N;NOM;MASC;SG
marina	marina	marina	marina	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
marina	marino	marina	marina	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
konsul	konzul	konsul	konzul	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
