پُف	puff	پُف	puff		
ترجمان	przedstawiciel	ترجمان	przedstawiciel	N;NOM;MASC;SG;3	N;NOM;MASC;SG
ترجمان	ustnik	ترجمان	ustnik	N;NOM;MASC;SG;3	N;NOM;MASC;SG
ترجمان	rzecznik	ترجمان	rzecznik	N;NOM;MASC;SG;3	N;NOM;MASC;SG
ترجمان	przedstawiciel	ترجمان	przedstawiciel	N;NOM;MASC;SG;3	N;NOM;MASC;SG
ترجمہ	wersja	ترجمہ	wersja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ترجمہ	tłumaczenie	ترجمہ	tłumaczenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
ترجمہ	interpretacja	ترجمہ	interpretacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ترجیح	priorytet	ترجیح	priorytet	N;NOM;MASC;SG;3	N;NOM;MASC;SG
ترجیح	pierwszeństwo	ترجیح	pierwszeństwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
ترجیح	pierwszeństwo	ترجیح	pierwszeństwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
ترجیح	przewaga	ترجیح	przewaga	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ترجیح	priorytet	ترجیح	priorytet	N;NOM;MASC;SG;3	N;NOM;MASC;SG
ترجیح	pierwszeństwo	ترجیح	pierwszeństwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
ترجیح	pierwszeństwo	ترجیح	pierwszeństwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
ترجیح	przewaga	ترجیح	przewaga	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ترجیح	pierwszeństwo	ترجیح	pierwszeństwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
ترجیع	zwrot	ترجیع	zwrot	N;NOM;MASC;SG;3	N;NOM;MASC;SG
ترخا	ran	ترخا	rana		
ترخا	rana	ترخا	rano		
ترخا	cięcie	ترخا	cięcie		
ترخنا	split	ترخنا	split		
ترخنا	crack	ترخنا	cracki		
تردید	odrzucenie	تردید	odrzucić	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تردید	zaprzeczenie	تردید	zaprzeczyć	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تردید	odrzucenie	تردید	odrzucić	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تردید	zaprzeczenie	تردید	zaprzeczyć	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تردید	sprzeczność	تردید	sprzeczność	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ترسیل	wysyłanie	ترسیل	wysyłać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ترسیل	wysłanie	ترسیل	wysłać	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ترسیل	wysyłanie	ترسیل	wysyłać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ترسیل	przesyłka	ترسیل	przesyłkać	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ترسیل	wysyłanie	ترسیل	wysyłać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ترسیل	wysłanie	ترسیل	wysłać	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ترسیل	wysyłanie	ترسیل	wysyłać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ترسیل	przesyłanie	ترسیل	przesyłać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ترسیل	transmisja	ترسیل	transmisja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ترسیل	przekazanie	ترسیل	przekazać	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ترسیل	przesyłka	ترسیل	przesyłkać	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ترشُّح	manifest	ترشُّح	manifest	N;NOM;MASC;SG;3	N;NOM;MASC;SG
ترُّصد	nadzieja	ترُّصد	nadzieja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ترُّصد	oczekiwanie	ترُّصد	oczekiwać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ترغیب	pokusa	ترغیب	pokusa	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ترغیب	pobudzenie	ترغیب	pobudzić	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
ترغیب	podżeganie	ترغیب	podżegać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ترغیب	pokusa	ترغیب	pokusa	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ترغیب	pobudzenie	ترغیب	pobudzić	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
ترُّفع	wzrost	ترُّفع	wzrost	N;NOM;MASC;SG;3	N;NOM;MASC;SG
ترُّفع	wysokość	ترُّفع	wysokość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ترُّفع	duma	ترُّفع	duma	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ترقّی	udoskonalenie	ترقّی	udoskonalenie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ترقّی	ulepszenie	ترقّی	ulepszyć	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ترقّی	doskonalenie	ترقّی	doskonalenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
ترقّی	zwiększenie	ترقّی	zwiększyć	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ترقّی	wzrost	ترقّی	wzrost	N;NOM;MASC;SG;3	N;NOM;MASC;SG
ترقّی	postęp	ترقّی	postęp	N;NOM;MASC;SG;3	N;NOM;MASC;SG
ترقّی	rozwój	ترقّی	rozwój	N;NOM;MASC;SG;3	N;NOM;MASC;SG
ترقّی	opracowywanie	ترقّی	opracowywać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ترقّی	opracowanie	ترقّی	opracowanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
ترقّی	wzmocnienie	ترقّی	wzmocnić	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ترقّی	promowanie	ترقّی	promować	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ترقّی	awans	ترقّی	awans	N;NOM;MASC;SG;3	N;NOM;MASC;SG
ترکاری	warzywo	ترکاری	warzywo	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
ترکُّز	stężenia	ترکُّز	stężyć	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
ترکُّز	koncentracja	ترکُّز	koncentracja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ترکُّز	stężenie	ترکُّز	stężyć	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
ترکیب	formacja	ترکیب	formacja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترکیب	szyk	ترکیب	szyk	N;NOM;FEM;SG;3	N;NOM;MASC;SG
ترکیب	układ	ترکیب	układ	N;NOM;FEM;SG;3	N;NOM;MASC;SG
ترکیب	struktura	ترکیب	struktura	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترکیب	konstrukcja	ترکیب	konstrukcja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترکیب	tryb	ترکیب	tryb	N;NOM;FEM;SG;3	N;NOM;MASC;SG
ترکیب	postępowanie	ترکیب	postępowanie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
ترکیب	procedura	ترکیب	procedur	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترکیب	mechanizm	ترکیب	mechanizm	N;NOM;FEM;SG;3	N;NOM;MASC;SG
ترکیب	technika	ترکیب	technika	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترکیب	konstytucja	ترکیب	konstytucja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترکیب	rozwiązanie	ترکیب	rozwiązanie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
ترکیب	roztwór	ترکیب	roztwór	N;NOM;FEM;SG;3	N;NOM;MASC;SG
ترکیب	taktyka	ترکیب	taktyka	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترکیب	metoda	ترکیب	metoda	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترکیب	plan	ترکیب	plan	N;NOM;FEM;SG;3	N;NOM;MASC;SG
ترکیب	proces	ترکیب	proces	N;NOM;FEM;SG;3	N;NOM;MASC;SG
ترکیب	formacja	ترکیب	formacja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترکیب	szyk	ترکیب	szyk	N;NOM;FEM;SG;3	N;NOM;MASC;SG
ترکیب	układ	ترکیب	układ	N;NOM;FEM;SG;3	N;NOM;MASC;SG
ترکیب	struktura	ترکیب	struktura	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترکیب	konstrukcja	ترکیب	konstrukcja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترکیب	tryb	ترکیب	tryb	N;NOM;FEM;SG;3	N;NOM;MASC;SG
ترکیب	postępowanie	ترکیب	postępowanie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
ترکیب	procedura	ترکیب	procedur	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترکیب	mechanizm	ترکیب	mechanizm	N;NOM;FEM;SG;3	N;NOM;MASC;SG
ترکیب	technika	ترکیب	technika	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترکیب	konstytucja	ترکیب	konstytucja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترکیب	rozwiązanie	ترکیب	rozwiązanie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
ترکیب	roztwór	ترکیب	roztwór	N;NOM;FEM;SG;3	N;NOM;MASC;SG
ترکیب	taktyka	ترکیب	taktyka	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترکیب	metoda	ترکیب	metoda	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترکیب	plan	ترکیب	plan	N;NOM;FEM;SG;3	N;NOM;MASC;SG
ترکیب	proces	ترکیب	proces	N;NOM;FEM;SG;3	N;NOM;MASC;SG
ترکیبی	mieszane	ترکیبی	mieszany	ADJ	ADJ;NOM;NEUT;SG
ترکیبی	mieszana	ترکیبی	mieszać	ADJ	ADJ;NOM;FEM;SG
ترکیبی	mieszanej	ترکیبی	mieszany	ADJ	ADJ;GEN;FEM;SG
ترکیبی	złożona	ترکیبی	złożyć	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
ترکیبی	złożony	ترکیبی	złożyć	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
ترمیم	udoskonalenie	ترمیم	udoskonalenie	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ترمیم	ulepszenie	ترمیم	ulepszyć	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ترمیم	doskonalenie	ترمیم	doskonalenie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
ترمیم	modyfikacja	ترمیم	modyfikacja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترمیم	poprawka	ترمیم	poprawka	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترمیم	udoskonalenie	ترمیم	udoskonalenie	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ترمیم	ulepszenie	ترمیم	ulepszyć	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ترمیم	doskonalenie	ترمیم	doskonalenie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
ترُن	nowa	ترُن	nowy		
ترُن	świeży	ترُن	świeży		
ترُن	young	ترُن	young		
ترویج	waluta	ترویج	walutać	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ترویج	obieg	ترویج	obieg	N;NOM;MASC;SG;3	N;NOM;MASC;SG
ترویج	nakład	ترویج	nakład	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تری	bagna	تری	bagny		
تری	bagna	تری	bagny		
تری	wilgoć	تری	wilgoć		
تِریاقی	uzależniona	تِریاقی	uzależnić	ADJ;NOM	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
تِریاقی	uzależniony	تِریاقی	uzależnić	ADJ;NOM	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
تڑ	crash	تڑ	crash		
تڑ	crack	تڑ	cracki		
تڑاق	crash	تڑاق	crash		
تڑاق	crack	تڑاق	cracki		
تڑخنا	split	تڑخنا	split		
تڑخنا	crack	تڑخنا	cracki		
تڑک	crack	تڑک	cracki		
تڑک	split	تڑک	split		
تڑکا	dawn	تڑکا	dawny		
تڑکنا	crack	تڑک	cracki		
تڑی	groźby	تڑی	groźba		
تڑی	szkody	تڑی	szkoda		
تزکیہ	oczyszczenie	تزکیہ	oczyszczyć	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تزکیہ	oczyszczanie	تزکیہ	oczyszczanie	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تزئین	dekoracja	تزئین	dekoracja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تزئین	dekoracja	تزئین	dekoracja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تُس	speck	تُس	speck		
تسجیل	umieszczanie	تسجیل	umieśczanin	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تسجیل	rejestracja	تسجیل	rejestracja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تسخیر	złapanie	تسخیر	złapać	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تسکین	łatwość	تسکین	łatwość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تسکین	komfort	تسکین	komfort	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تسکین	pocieszenie	تسکین	pocieszenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تسکین	łatwość	تسکین	łatwość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تسکین	komfort	تسکین	komfort	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تسکین	pocieszenie	تسکین	pocieszenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تسکین	zadowolenie	تسکین	zadowolenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تسلّی	komfort	تسلّی	komfort	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تسلّی	pocieszenie	تسلّی	pocieszenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تسلّی	zadowolenie	تسلّی	zadowolenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تسلّی	zadowolenie	تسلّی	zadowolenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تسلیم	powitanie	تسلیم	powitanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تسلیم	hołd	تسلیم	hołd	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تسلیم	powitanie	تسلیم	powitanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تسلیم	hołd	تسلیم	hołd	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تسیُّر	zwiedzanie	تسیُّر	zwiedzać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تسیُّر	wycieczka	تسیُّر	wycieczka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تشخُّص	identyfikacja	تشخُّص	identyfikacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تشخُّص	osobowość	تشخُّص	osobowość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تشخُّص	dyskryminacja	تشخُّص	dyskryminacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تشخیص	określenie	تشخیص	określenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تشخیص	oznaczenie	تشخیص	oznaczenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تشخیص	ustalenie	تشخیص	ustalenie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تشخیص	oznaczanie	تشخیص	oznaczać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تشخیص	określanie	تشخیص	określać	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تشخیص	rozpoznanie	تشخیص	rozpoznać	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تشخیص	diagnoza	تشخیص	diagnoza	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تشخیص	diagnostyka	تشخیص	diagnostyka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تشخیص	określenie	تشخیص	określenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تشخیص	oznaczenie	تشخیص	oznaczenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تشخیص	ustalenie	تشخیص	ustalenie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تشخیص	oznaczanie	تشخیص	oznaczać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تشخیص	określanie	تشخیص	określać	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تشخیص	rozpoznanie	تشخیص	rozpoznać	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تشخیص	diagnoza	تشخیص	diagnoza	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تشخیص	diagnostyka	تشخیص	diagnostyka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تشریح	komentarz	تشریح	komentarz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تشریح	wyjaśnienie	تشریح	wyjaśnić	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تشریح	wyjaśnienia	تشریح	wyjaśnienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تشریح	ekspozycja	تشریح	ekspozycja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تشریح	komentarz	تشریح	komentarz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تشریح	wyjaśnienie	تشریح	wyjaśnić	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تشریح	wyjaśnienia	تشریح	wyjaśnienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تشریح	ekspozycja	تشریح	ekspozycja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تشریحی	szczegółowy	تشریحی	szczegółowy	ADJ	ADJ;NOM;MASC;SG
تشریحی	szczegółowe	تشریحی	szczegółowy	ADJ	ADJ;NOM;NEUT;SG
تشریحی	anatomiczne	تشریحی	anatomiczny	ADJ	ADJ;NOM;NEUT;SG
تشریحی	wyjaśniające	تشریحی	wyjaśniać	ADJ	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
تشفُّع	zalecenie	تشفُّع	zalecenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تشکیل	formacja	تشکیل	formacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تشکیل	szyk	تشکیل	szyk	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تشکیل	robienie	تشکیل	robić	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تشکیل	zrobienie	تشکیل	zrobienie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تشکیل	budowanie	تشکیل	budować	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تشکیل	budynek	تشکیل	budynek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تشکیل	kształtowanie	تشکیل	kształtować	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تشویش	niepokój	تشویش	niepokój	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تشویش	lęk	تشویش	lęk	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تشویش	troska	تشویش	troski	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تشویش	niepokój	تشویش	niepokój	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تشویش	lęk	تشویش	lęk	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تشہیر	rozgłos	تشہیر	rozgłos	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تصانیف	pisma	تصانیف	pismo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تصحیح	poprawka	تصحیح	poprawka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تصحیح	korekta	تصحیح	korekta	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تصحیح	sprostowanie	تصحیح	sprostować	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تصدیق	potwierdzenie	تصدیق	potwierdzenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تصدیق	autoryzacja	تصدیق	autoryzacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تصدیق	założenie	تصدیق	założenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تصدیق	założenia	تصدیق	założenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تصدیق	poświadczenie	تصدیق	poświadczenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تصدیق	potwierdzenie	تصدیق	potwierdzenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تصدیق	autoryzacja	تصدیق	autoryzacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تصدیق	sprawdzenie	تصدیق	sprawdzenie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تصدیق	weryfikacja	تصدیق	weryfikacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تصدیق	założenie	تصدیق	założenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تصدیق	założenia	تصدیق	założenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تصدیق	certyfikacja	تصدیق	certyfikacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تصدیق	zaświadczenie	تصدیق	zaświadczenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تصدیق	poświadczenie	تصدیق	poświadczenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تصرُّفی	jednorazowe	تصرُّفی	jednorazowy	ADJ	ADJ;NOM;NEUT;SG
تصرُّفی	jednorazowy	تصرُّفی	jednorazowy	ADJ	ADJ;NOM;MASC;SG
تصریح	szczegół	تصریح	szczegół	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تصریح	wyjaśnienie	تصریح	wyjaśnić	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تصریح	wyjaśnienia	تصریح	wyjaśnienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تصریح	wyjaśnienie	تصریح	wyjaśnić	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تصریح	wyjaśnienia	تصریح	wyjaśnienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تصریح	narracja	تصریح	narracja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تصریف	konwersji	تصریف	konwersja		
تصریف	konwersja	تصریف	konwersja		
تصعید	wychowanie	تصعید	wychować	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تصعید	podnoszenie	تصعید	podnoszenie	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تصعید	podniesienie	تصعید	podniesienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تصفیہ	orzeczenie	تصفیہ	orzeczenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تصفیہ	decyzja	تصفیہ	decyzja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تصفیہ	rozstrzygnięcie	تصفیہ	rozstrzygnąć	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تصفیہ	oczyszczenie	تصفیہ	oczyszczyć	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تصفیہ	oczyszczanie	تصفیہ	oczyszczanie	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تصفیہ	uzgodnienia	تصفیہ	uzgodnić	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تصفیہ	uzgodnienie	تصفیہ	uzgodnić	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تصفیہ	pojednanie	تصفیہ	pojednać	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تصفیہ	dostosowanie	تصفیہ	dostosowanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تصفیہ	regulacja	تصفیہ	regulacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تصفیہ	usuwanie	تصفیہ	usuwać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تصنیف	książka	تصنیف	książka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تصنیف	artykuł	تصنیف	artykuł	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تصویر	fotografia	تصویر	fotografia	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تصویر	zdjęcie	تصویر	zdjęcie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تصویر	rysunek	تصویر	rysunek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تصویر	losowanie	تصویر	losowanie	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تصویر	obraz	تصویر	obraz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تصویر	malarstwo	تصویر	malarstwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تصویر	malowanie	تصویر	malować	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تصویر	obrazek	تصویر	obrazek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تصویر	obraz	تصویر	obraz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تصویر	fotografia	تصویر	fotografia	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تصویر	zdjęcie	تصویر	zdjęcie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تصویر	rysunek	تصویر	rysunek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تصویر	obrazek	تصویر	obrazek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تصویر	obraz	تصویر	obraz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تصویر	zdjęcie	تصویر	zdjęcie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تصویر	fotografia	تصویر	fotografia	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تصویر	zdjęcie	تصویر	zdjęcie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تصویر	rysunek	تصویر	rysunek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تصویر	losowanie	تصویر	losowanie	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تصویر	obraz	تصویر	obraz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تصویر	malarstwo	تصویر	malarstwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تصویر	malowanie	تصویر	malować	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
