ve	ja	ve	ja	CONJ	CONJ
kullanıldı	käytetty	kullan	käyttää	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
blue	sini	blue	sini	N;NOM;SG;3	N;NOM;SG
oylama	äänestää	oyla	äänestää	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;NFIN;ACT
oylama	äänestää	oyla	äänestää	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;NFIN;ACT
çekti	vetänyt	çek	vetää	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
çekti	vedetty	çek	vetää	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;PASS
çekti	veti	çek	vetää	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
çekti	vedettiin	çek	vetää	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;PASS
düştü	putosi	düş	pudota	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
düştü	kaatui	düş	kaatua	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
düştü	kaatunut	düş	kaatua	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
düştü	putosi	düş	pudota	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
düştü	pudonnut	düş	pudota	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
düştü	kaatui	düş	kaatua	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
desteği	tuki	destek	tuki	N;NOM;SG;3	N;NOM;SG
arnavutluk	albania	arnavutluk	albania	N;NOM;SG;3	N;NOM;SG
arnavutluk	albania	arnavutluk	albania	N;NOM;SG;3	N;NOM;SG
ilişki	suhde	ilişki	suhde	N;NOM;SG;3	N;NOM;SG
ilişki	yhdyntä	ilişki	yhdyntää	N;NOM;SG;3	N;NOM;SG
imzaladı	allekirjoittanut	imzala	allekirjoittaa	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
imzaladı	allekirjoitettu	imzala	allekirjoittaa	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;PASS
cumhurbaşkanlığı	puheenjohtajuus	cumhurbaşkanlığı	puheen#johtajuus	N;NOM;SG;3	N;NOM;SG
öldürüldü	murhattu	öl	murhata	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
öldürüldü	murhattiin	öl	murhata	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN;PASS
öldürüldü	tapettu	öl	tapata	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
demek	tarkoittaa	de	tarkoittaa	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN;ACT
köprüsü	silta	köprü	silta	N;NOM;SG;3	N;NOM;SG
yılların	vuosien	yıl	vuosi	N;GEN;PL;3	N;GEN;PL
başkanlık	puheenjohtajuus	başkanlık	puheen#johtajuus	N;NOM;SG;3	N;NOM;SG
seçilmiş	valittu	seç	valita	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
seçilmiş	valittu	seç	valita	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
seçilmiş	valittuna	seç	valita	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;FRML;SG;V.PTCP;PASS
seçilmiş	valittiin	seç	valita	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN;PASS
kütüphanesi	kirjasto	kütüphane	kirjasto	N;NOM;SG;3	N;NOM;SG
barajı	pato	barajı	pato	N;NOM;SG;3	N;NOM;SG
air	ilma	air	ilma	N;NOM;SG;3	N;NOM;SG
sözleri	sanat	söz	sana	N;NOM;PL;3	N;NOM;PL
kapağı	kansi	kapak	kansi	N;NOM;SG;3	N;NOM;SG
şehristanı	lääni	şehristan	lääni	N;NOM;SG;3	N;NOM;SG
şehristanı	piirikunta	şehristan	piiri#kunta	N;NOM;SG;3	N;NOM;SG
sanatsal	taiteellinen	sanatsal	taiteellinen	ADJ	ADJ;NOM;SG
sanatsal	taiteellinen	sanatsal	taiteellinen	ADJ	ADJ;NOM;SG
sesi	ääni	ses	ääni	N;NOM;SG;3	N;NOM;SG
sesi	tilavuus	ses	tilavuus	N;NOM;SG;3	N;NOM;SG
sesi	määrä	ses	määrä	N;NOM;SG;3	N;NOM;SG
sesi	ääni	ses	ääni	N;NOM;SG;3	N;NOM;SG
gösterilmiştir	näytetty	göster	näyttää	V;PFV;NFH;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
yerler	paikat	yer	paikka	N;NOM;PL;3	N;NOM;PL
yerler	sijainnit	yer	sijainti	N;NOM;PL;3	N;NOM;PL
yerler	lattiat	yer	lattia	N;NOM;PL;3	N;NOM;PL
yerler	kohteet	yer	kohde	N;NOM;PL;3	N;NOM;PL
hristiyan	christian	hristiyan	christian	N;NOM;SG;3	N;NOM;SG
hristiyan	kristian	hristiyan	kristian	N;NOM;SG;3	N;NOM;SG
teklif	tarjous	teklif	tarjous	N;NOM;SG;3	N;NOM;SG
teklif	ehdotus	teklif	ehdotus	N;NOM;SG;3	N;NOM;SG
teklif	tarjous	teklif	tarjous	N;NOM;SG;3	N;NOM;SG
teklif	tarjoaminen	teklif	tarjoaminen	N;NOM;SG;3	N;NOM;SG
teklif	tarjous	teklif	tarjous	N;NOM;SG;3	N;NOM;SG
ayak	jalka	ayak	jalka	N;NOM;SG;3	N;NOM;SG
bağımsızlık	riippumattomuus	bağımsızlık	riippumattomuus	N;NOM;SG;3	N;NOM;SG
bağımsızlık	itsenäisyys	bağımsızlık	itsenäisyys	N;NOM;SG;3	N;NOM;SG
kulesi	torni	kule	torni	N;NOM;SG;3	N;NOM;SG
kulesi	tower	kule	tower	N;NOM;SG;3	N;NOM;SG
şampiyonluk	mestaruus	şampiyonluk	mestaruus	N;NOM;SG;3	N;NOM;SG
mühendislik	konehuone	mühendislik	kone#huone	N;NOM;SG;3	N;NOM;SG
mühendislik	tekniikka	mühendislik	tekniikka	N;NOM;SG;3	N;NOM;SG
oyunlar	pelit	oyun	peli	N;NOM;PL;3	N;NOM;PL
oyunlar	kisat	oyun	kisa	N;NOM;PL;3	N;NOM;PL
performansı	tehokkuus	performans	tehokkuus	N;NOM;SG;3	N;NOM;SG
performansı	esitys	performans	esitys	N;NOM;SG;3	N;NOM;SG
performansı	suoritus	performans	suoritus	N;NOM;SG;3	N;NOM;SG
performansı	suorituskyky	performans	suoritus#kyky	N;NOM;SG;3	N;NOM;SG
dedi	sanoi	de	sanoa	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
çocuklar	pojat	çocuk	poika	N;NOM;PL;3	N;NOM;PL
çocuklar	lapset	çocuk	lapsi	N;NOM;PL;3	N;NOM;PL
çocuklar	äijät	çocuk	äijä	N;NOM;PL;3	N;NOM;PL
çocuklar	jätkät	çocuk	jätkää	N;NOM;PL;3	N;NOM;PL
çocuklar	kaverit	çocuk	kaveri	N;NOM;PL;3	N;NOM;PL
çocuklar	lapset	çocuk	lapsi	N;NOM;PL;3	N;NOM;PL
erişim	käyttöoikeus	erişim	käyttö#oikeus	N;NOM;SG;3	N;NOM;SG
erişim	pääsy	erişim	pääsy	N;NOM;SG;3	N;NOM;SG
erişim	saatavuus	erişim	saatavuus	N;NOM;SG;3	N;NOM;SG
erişim	kattavuus	erişim	kattavuus	N;NOM;SG;3	N;NOM;SG
erişim	reach	erişim	reach	N;NOM;SG;3	N;NOM;SG
dönen	pyörii	dön	pyöriä	V;PFV;IND;POS;PRS;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
yaşamış	asunut	yaşa	asua	V;PFV;NFH;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
yaşamış	asui	yaşa	asua	V;PFV;NFH;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
yaşamış	elänyt	yaşa	elää	V;PFV;NFH;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
kelimesi	sana	kelime	sana	N;NOM;SG;3	N;NOM;SG
istedi	pyydetty	iste	pyytää	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;PASS
istedi	kysyttiin	iste	kysyä	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;PASS
istedi	pyysi	iste	pyytää	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
istedi	kysyi	iste	kysyä	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
istedi	kysytty	iste	kysyä	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;PASS
vergi	verotus	vergi	verotus	N;NOM;SG;3	N;NOM;SG
vergi	verotus	vergi	verotus	N;NOM;SG;3	N;NOM;SG
vergi	vero	vergi	vero	N;NOM;SG;3	N;NOM;SG
hastalık	sairaus	hastalık	sairaus	N;NOM;SG;3	N;NOM;SG
hastalık	tauti	hastalık	tauti	N;NOM;SG;3	N;NOM;SG
hastalık	sairaus	hastalık	sairaus	N;NOM;SG;3	N;NOM;SG
hastalık	sairaus	hastalık	sairaus	N;NOM;SG;3	N;NOM;SG
içeriği	sisältö	içerik	sisältö	N;NOM;SG;3	N;NOM;SG
içeriği	sisältö	içerik	sisältö	N;NOM;SG;3	N;NOM;SG
dolar	dollari	dolar	dollari	N;NOM;SG;3	N;NOM;SG
akşam	ilta	akşam	ilta	N;NOM;SG;3	N;NOM;SG
eklendi	lisättiin	ekle	lisätä	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN;PASS
eklendi	lisätty	ekle	lisätä	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
bayrağı	lippu	bayrak	lippu	N;NOM;SG;3	N;NOM;SG
yolları	keinot	yol	keino	N;NOM;PL;3	N;NOM;PL
yolları	tavat	yol	tavata	N;NOM;PL;3	N;NOM;PL
yolları	reitit	yol	reitti	N;NOM;PL;3	N;NOM;PL
gösterildi	näytetty	göster	näyttää	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
vermiş	antanut	ver	antaa	V;PFV;NFH;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
vermiş	antoi	ver	antaa	V;PFV;NFH;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
temsilcisi	edustaja	temsilci	edustaja	N;NOM;SG;3	N;NOM;SG
gerekiyor	edellytetään	gerek	edellyttää	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;PRS;FIN;PASS
gerekiyor	vaadittu	gerek	vaatia	V;PROG;IND;SG;3;POS;INFM;PRS	V;NOM;SG;V.PTCP;PASS
gerekiyor	vaaditaan	gerek	vaatia	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;PRS;FIN;PASS
verilmiş	annettu	ver	antaa	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
chp	chp	chp	chp	N;NOM;SG;3	N;NOM;SG
özellikler	piirteet	özellik	piirre	N;NOM;PL;3	N;NOM;PL
özellikler	ominaisuudet	özellik	ominaisuus	N;NOM;PL;3	N;NOM;PL
özellikler	piirteet	özellik	piirre	N;NOM;PL;3	N;NOM;PL
özellikler	ominaispiirteet	özellik	ominainen#piirre	N;NOM;PL;3	N;NOM;PL
özellikler	ominaisuudet	özellik	ominaisuus	N;NOM;PL;3	N;NOM;PL
özellikler	attribuutit	özellik	attribuutti	N;NOM;PL;3	N;NOM;PL
özellikler	ominaisuudet	özellik	ominaisuus	N;NOM;PL;3	N;NOM;PL
özellikler	kiinteistöt	özellik	kiinteistö	N;NOM;PL;3	N;NOM;PL
özellikler	ominaisuudet	özellik	ominaisuus	N;NOM;PL;3	N;NOM;PL
taşındı	siirretty	taşı	siirtää	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
taşındı	siirrettiin	taşı	siirtää	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN;PASS
gösterilen	näytetty	göster	näyttää	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
gösterilen	näytetty	göster	näyttää	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
başlığı	otsikko	başlık	otsikko	N;NOM;SG;3	N;NOM;SG
başlığı	otsikko	başlık	otsikko	N;NOM;SG;3	N;NOM;SG
başlığı	osasto	başlık	osasto	N;NOM;SG;3	N;NOM;SG
başlığı	nimike	başlık	nimike	N;NOM;SG;3	N;NOM;SG
binlerce	tuhansia	binlerce	tuhat	NUM	NUM;PRT;PL
kulüpler	seurat	kulüp	seura	N;NOM;PL;3	N;NOM;PL
dersleri	tunnit	ders	tunti	N;NOM;PL;3	N;NOM;PL
dersleri	kurssit	ders	kurssi	N;NOM;PL;3	N;NOM;PL
dersleri	tunnit	ders	tunti	N;NOM;PL;3	N;NOM;PL
dersleri	luokat	ders	luokka	N;NOM;PL;3	N;NOM;PL
isimler	nimet	isim	nimi	N;NOM;PL;3	N;NOM;PL
madalyası	mitali	madalya	mitali	N;NOM;SG;3	N;NOM;SG
gönderildi	toimitettu	gönder	toimittaa	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
gönderildi	lähetetty	gönder	lähettää	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
gönderildi	lähetetty	gönder	lähettää	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
gönderildi	julkaistu	gönder	julkaista	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
gönderildi	lähetetty	gönder	lähettää	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
tarihçi	historioitsija	tarihçi	historioitsija	N;NOM;SG;3	N;NOM;SG
mutlu	hyvää	mutlu	hyvä	ADJ	ADJ;PRT;SG
mutlu	onnellinen	mutlu	onnellinen	ADJ	ADJ;NOM;SG
mutlu	tyytyväinen	mutlu	tyytyväinen	ADJ	ADJ;NOM;SG
mutlu	iloinen	mutlu	iloinen	ADJ	ADJ;NOM;SG
bölümler	jaksot	bölüm	jakso	N;NOM;PL;3	N;NOM;PL
bölümler	jaksot	bölüm	jakso	N;NOM;PL;3	N;NOM;PL
bölümler	kappaleet	bölüm	kappale	N;NOM;PL;3	N;NOM;PL
bölümler	luvut	bölüm	luku	N;NOM;PL;3	N;NOM;PL
bölümler	osastot	bölüm	osasto	N;NOM;PL;3	N;NOM;PL
varlığı	läsnäolo	varlık	läsnäolo	N;NOM;SG;3	N;NOM;SG
oda	jaosto	oda	jaosto	N;NOM;SG;3	N;NOM;SG
oda	kammio	oda	kammio	N;NOM;SG;3	N;NOM;SG
oda	huone	oda	huone	N;NOM;SG;3	N;NOM;SG
alınmış	vietiin	al	viedä	V;PFV;NFH;IND;POS;PST;PASS	V;IND;PST;FIN;PASS
alınmış	viety	al	viedä	V;PFV;NFH;IND;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
alınmış	otettu	al	ottaa	V;PFV;NFH;IND;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
okuma	luettu	oku	lukea	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NOM;SG;V.PTCP;PASS
okuma	lukea	oku	lukea	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;NFIN;ACT
çevresi	ympärysmitta	çevre	ympärysmi	N;NOM;SG;3	N;NOM;SG
çevresi	kehä	çevre	kehä	N;NOM;SG;3	N;NOM;SG
museum	museum	museum	museum	N;NOM;SG;3	N;NOM;SG
museum	museo	museum	museo	N;NOM;SG;3	N;NOM;SG
karakterler	hahmot	karak	hahmo	N;NOM;PL;3	N;NOM;PL
karakterler	merkit	karak	merkki	N;NOM;PL;3	N;NOM;PL
alanlar	kentät	alan	kenttä	N;NOM;PL;3	N;NOM;PL
alanlar	alueet	alan	alue	N;NOM;PL;3	N;NOM;PL
villa	huvila	villa	huvila	N;NOM;SG;3	N;NOM;SG
villa	villa	villa	villa	N;NOM;SG;3	N;NOM;SG
seyahat	matkustaminen	seyahat	matkustaminen	N;NOM;SG;3	N;NOM;SG
seyahat	matkailu	seyahat	matkailu	N;NOM;SG;3	N;NOM;SG
seyahat	matka	seyahat	matka	N;NOM;SG;3	N;NOM;SG
seyahat	matka	seyahat	matka	N;NOM;SG;3	N;NOM;SG
seyahat	matkustaminen	seyahat	matkustaminen	N;NOM;SG;3	N;NOM;SG
seyahat	matkustaminen	seyahat	matkustaminen	N;NOM;SG;3	N;NOM;SG
özgürlük	vapaus	özgürlük	vapaus	N;NOM;SG;3	N;NOM;SG
özgürlük	vapaus	özgürlük	vapaus	N;NOM;SG;3	N;NOM;SG
hizmetleri	palvelut	hizmet	palvelu	N;NOM;PL;3	N;NOM;PL
kapısı	portti	kapı	portti	N;NOM;SG;3	N;NOM;SG
şikayet	kertomus	şikayet	kertomus	N;NOM;SG;3	N;NOM;SG
şikayet	raportti	şikayet	raportti	N;NOM;SG;3	N;NOM;SG
şikayet	valitus	şikayet	valitus	N;NOM;SG;3	N;NOM;SG
şikayet	kantelu	şikayet	kantelu	N;NOM;SG;3	N;NOM;SG
şikayet	raportointi	şikayet	raportointi	N;NOM;SG;3	N;NOM;SG
şikayet	ilmoittaminen	şikayet	ilmoittaminen	N;NOM;SG;3	N;NOM;SG
öğrenciler	opiskelijat	öğrenci	opiskelija	N;NOM;PL;3	N;NOM;PL
öğrenciler	oppilaat	öğrenci	oppilas	N;NOM;PL;3	N;NOM;PL
kaydetti	lueteltu	kaydet	luetella	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;PASS
kaydetti	huomioitu	kaydet	huomioida	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;PASS
caddesi	avenue	cadde	avetua	N;NOM;SG;3	N;NOM;SG
galibiyet	win	galibiyet	win	N;NOM;SG;3	N;NOM;SG
galibiyet	voitto	galibiyet	voitto	N;NOM;SG;3	N;NOM;SG
elektron	elektroni	elektron	elektroni	N;NOM;SG;3	N;NOM;SG
fabrikası	tehdas	fabrikası	tehdas	N;NOM;SG;3	N;NOM;SG
kullanmak	käyttää	kullan	käyttää	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;PRS;FIN;ACT
kullanmak	käyttää	kullan	käyttää	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;PRS;FIN;ACT
kullanmak	käytettävä	kullan	käyttää	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NOM;SG;V.PTCP;PASS
yazarlar	laatijat	yazar	laatija	N;NOM;PL;3	N;NOM;PL
yazarlar	tekijät	yazar	tekijä	N;NOM;PL;3	N;NOM;PL
açılış	avaus	açılış	avaus	N;NOM;SG;3	N;NOM;SG
açılış	avaaminen	açılış	avaaminen	N;NOM;SG;3	N;NOM;SG
numarası	lukumäärä	numara	luku#määrä	N;NOM;SG;3	N;NOM;SG
numarası	numero	numara	numero	N;NOM;SG;3	N;NOM;SG
numarası	luku	numara	luku	N;NOM;SG;3	N;NOM;SG
kalabalık	yleisö	kalabalık	yleisö	N;NOM;SG;3	N;NOM;SG
korumak	suojelee	koru	suojella	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN;ACT
korumak	suojella	koru	suojella	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;NFIN;ACT
korumak	suojata	koru	suojata	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;NFIN;ACT
korumak	suojella	koru	suojella	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;NFIN;ACT
geliyor	tulee	gel	tulla	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;SG;3;PRS;FIN;ACT
geliyor	tullaan	gel	tulla	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;PRS;FIN;PASS
makale	momentti	makale	momentti	N;NOM;SG;3	N;NOM;SG
makale	artikkeli	makale	artikkeli	N;NOM;SG;3	N;NOM;SG
makale	artikla	makale	artikla	N;NOM;SG;3	N;NOM;SG
politikası	politiikka	politikası	politiikka	N;NOM;SG;3	N;NOM;SG
politikası	käytäntö	politikası	käytäntö	N;NOM;SG;3	N;NOM;SG
örneği	esimerkki	örnek	esi#merkki	N;NOM;SG;3	N;NOM;SG
yöntem	menetelmä	yöntem	menetelmä	N;NOM;SG;3	N;NOM;SG
yöntem	menetelmä	yöntem	menetelmä	N;NOM;SG;3	N;NOM;SG
bulunmuş	löydetty	bul	löytää	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
bulunmuş	löydettiin	bul	löytää	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN;PASS
tarafsız	puolueeton	tarafsız	puolueeton	ADJ	ADJ;NOM;SG
tarafsız	neutraali	tarafsız	neutraali	ADJ	ADJ;NOM;SG
tarafsız	puolueeton	tarafsız	puolueeton	ADJ	ADJ;NOM;SG
tarafsız	puolueetonta	tarafsız	puolueeton	ADJ	ADJ;PRT;SG
bulmak	löytää	bul	löytää	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;NFIN;ACT
bulmak	etsiä	bul	etsiä	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;NFIN;ACT
bulmak	löytää	bul	löytää	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;NFIN;ACT
belirtilen	täsmennetty	belir	täsmentää	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
belirtilen	määritetyt	belir	määrittää	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
belirtilen	määritetty	belir	määrittää	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
belirtilen	määritelty	belir	määritellä	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
mesafe	välimatka	mesafe	väli#matka	N;NOM;SG;3	N;NOM;SG
mesafe	etäisyys	mesafe	etäisyys	N;NOM;SG;3	N;NOM;SG
mesafe	etäisyys	mesafe	etäisyys	N;NOM;SG;3	N;NOM;SG
mesafe	vaihteluväli	mesafe	vaihtelu#väli	N;NOM;SG;3	N;NOM;SG
mezarlığı	hautausmaa	mezarlık	hautaus#maa	N;NOM;SG;3	N;NOM;SG
mezarlığı	hautausmaa	mezarlık	hautaus#maa	N;NOM;SG;3	N;NOM;SG
köpek	koira	köpek	koira	N;NOM;SG;3	N;NOM;SG
inceleme	tarkistaa	incele	tarkistaa	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;FIN;ACT
kredi	hyvitys	kredi	hyvitys	N;NOM;SG;3	N;NOM;SG
kredi	luotto	kredi	luotto	N;NOM;SG;3	N;NOM;SG
kredi	laina	kredi	laina	N;NOM;SG;3	N;NOM;SG
kapı	portti	kapı	portti	N;NOM;SG;3	N;NOM;SG
kapı	ovi	kapı	ovi	N;NOM;SG;3	N;NOM;SG
ağırlığı	paino	ağırlık	paino	N;NOM;SG;3	N;NOM;SG
diller	kielet	dil	kieli	N;NOM;PL;3	N;NOM;PL
önemi	merkitys	önem	merkitys	N;NOM;SG;3	N;NOM;SG
önemi	tärkeys	önem	tärkeys	N;NOM;SG;3	N;NOM;SG
önemi	merkitys	önem	merkitys	N;NOM;SG;3	N;NOM;SG
düzenlendi	muokattu	düzenle	muokata	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
sandalye	tuoli	sandalye	tuoli	N;NOM;SG;3	N;NOM;SG
toplanan	kerätään	topla	kerätä	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IND;PRS;FIN;PASS
toplanan	kerätyt	topla	kerätä	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
toplanan	kerätty	topla	kerätä	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
sokak	street	sokak	street	N;NOM;SG;3	N;NOM;SG
sokak	katu	sokak	katu	N;NOM;SG;3	N;NOM;SG
karayolu	tie	karayolu	tie	N;NOM;SG;3	N;NOM;SG
karayolu	maantie	karayolu	maantie	N;NOM;SG;3	N;NOM;SG
karayolu	road	karayolu	road	N;NOM;SG;3	N;NOM;SG
karayolu	valtatie	karayolu	valta#tie	N;NOM;SG;3	N;NOM;SG
karayolu	maantie	karayolu	maantie	N;NOM;SG;3	N;NOM;SG
karayolu	highway	karayolu	highway	N;NOM;SG;3	N;NOM;SG
karayolu	moottoritie	karayolu	moottori#tie	N;NOM;SG;3	N;NOM;SG
kraliçe	kuningatar	kraliçe	kuningatar	N;NOM;SG;3	N;NOM;SG
yetersiz	riittämättömät	yetersiz	riittämätön	ADJ	ADJ;NOM;PL
yetersiz	riittämätön	yetersiz	riittämätön	ADJ	ADJ;NOM;SG
yetersiz	epäpätevä	yetersiz	epä#pätevä	ADJ	ADJ;NOM;SG
yetersiz	puutteellinen	yetersiz	puutteellinen	ADJ	ADJ;NOM;SG
yetersiz	riittämättömät	yetersiz	riittämätön	ADJ	ADJ;NOM;PL
yetersiz	riittämätön	yetersiz	riittämätön	ADJ	ADJ;NOM;SG
konular	aiheet	konu	aihe	N;NOM;PL;3	N;NOM;PL
konular	aiheet	konu	aihe	N;NOM;PL;3	N;NOM;PL
konular	kohteet	konu	kohde	N;NOM;PL;3	N;NOM;PL
konular	säikeet	konu	säie	N;NOM;PL;3	N;NOM;PL
america	amerikka	america	amerikka	N;NOM;SG;3	N;NOM;SG
matematiksel	matemaattinen	matematiksel	matemaattinen	ADJ	ADJ;NOM;SG
fikri	ajatus	fikir	ajatus	N;NOM;SG;3	N;NOM;SG
fikri	idea	fikir	idea	N;NOM;SG;3	N;NOM;SG
atletizm	yleisurheilu	atletizm	yleis#urheilu	N;NOM;SG;3	N;NOM;SG
sorunlar	ongelmat	sorun	ongelma	N;NOM;PL;3	N;NOM;PL
sorunlar	kysymykset	sorun	kysymys	N;NOM;PL;3	N;NOM;PL
sorunlar	ongelmat	sorun	ongelma	N;NOM;PL;3	N;NOM;PL
programları	ohjelmat	program	ohjelma	N;NOM;PL;3	N;NOM;PL
programları	ohjelmat	program	ohjelma	N;NOM;PL;3	N;NOM;PL
kitaplar	kirjat	kitap	kirja	N;NOM;PL;3	N;NOM;PL
alınır	viety	al	viedä	V;IPFV;IND;SG;3;POS;PASS	V;NOM;SG;V.PTCP;PASS
alınır	otettu	al	ottaa	V;IPFV;IND;SG;3;POS;PASS	V;NOM;SG;V.PTCP;PASS
stratejik	strateginen	stratejik	strateginen	ADJ	ADJ;NOM;SG
stratejik	strategiset	stratejik	strateginen	ADJ	ADJ;NOM;PL
askerler	joukot	asker	joukko	N;NOM;PL;3	N;NOM;PL
askerler	sotilaat	asker	sotala	N;NOM;PL;3	N;NOM;PL
fonksiyonu	funktio	fonksiyon	funktio	N;NOM;SG;3	N;NOM;SG
fonksiyonu	toiminto	fonksiyon	toiminto	N;NOM;SG;3	N;NOM;SG
daire	kehä	daire	kehä	N;NOM;SG;3	N;NOM;SG
daire	ympyrä	daire	ympyrä	N;NOM;SG;3	N;NOM;SG
daire	kämppä	daire	kämppä	N;NOM;SG;3	N;NOM;SG
daire	asunto	daire	asunto	N;NOM;SG;3	N;NOM;SG
daire	huoneisto	daire	huoneisto	N;NOM;SG;3	N;NOM;SG
