que	你	que	你	PRO	PRO;2
perdas	虧損	perda	虧損	N	N
perdas	損失	perda	損失	N	N
perdas	傷亡	perda	傷亡	N	N
perdas	重	perda	重	N	N
perdas	重型	perda	重型	N	N
andaba	出局	andar	出局	V	V
goma	橡膠	goma	橡膠	N	N
goma	橡皮	goma	橡皮	N	N
goma	嚼	goma	嚼	N	N
goma	咀嚼	goma	咀嚼	N	N
goma	膠	goma	膠	N	N
goma	口	goma	口	N	N
botellas	瓶子	botella	瓶子	N	N
botellas	威士忌	botella	威士忌	N	N
axudante	助手	axudante	助手	N	N
axudante	助理	axudante	助理	N	N
axudante	廚房	axudante	廚房	N	N
axudante	女傭	axudante	女傭	N	N
axudante	傭人	axudante	傭人	N	N
loucura	瘋狂	loucura	瘋狂	N	N
loucura	瘋狂	loucura	瘋狂	N	N
conservar	維持	conservar	維持	V	V
conservar	讓	conservar	讓	V	V;CAUS
conservar	通緝	conservar	通緝	V	V
medir	測量	medir	測量	V	V
medir	衡量	medir	衡量	V	V
medir	測量	medir	測量	V	V
medir	衡量	medir	衡量	V	V
carteira	錢	carteira	錢	N	N
carteira	皮夾	carteira	皮夾	N	N
carteira	包包	carteira	包包	N	N
carteira	袋	carteira	袋	N	N
carteira	袋子	carteira	袋子	N	N
suave	軟	suave	軟	ADJ	ADJ
suave	柔	suave	柔	ADJ	ADJ
alumno	學生	alumno	學生	N	N
alumno	學生	alumno	學生	N	N
alumno	階級	alumno	階級	N	N
alumno	類	alumno	類	N	N
alumno	類別	alumno	類別	N	N
alumno	課堂	alumno	課堂	N	N
alumno	班級	alumno	班級	N	N
sabio	明智	sabio	明智	N	N
vivían	直播	vivir	直播	V	V
vivían	生活	vivir	生活	V	V
compañías	公司	compañía	公司	N	N
oriente	中間	oriente	中間	N	N
oriente	東	oriente	東	N	N
oriente	東部	oriente	東部	N	N
oriente	東方	oriente	東方	N	N
oriente	東區	oriente	東區	N	N
oriente	附近	oriente	附近	N	N
lámpada	燈泡	lámpada	燈泡	N	N
lámpada	燈	lámpada	燈	N	N
lámpada	電燈	lámpada	電燈	N	N
lámpada	光線	lámpada	光線	N	N
lámpada	光	lámpada	光	N	N
lámpada	燈光	lámpada	燈光	N	N
lámpada	光明	lámpada	光明	N	N
lámpada	燈泡	lámpada	燈泡	N	N
misericordia	慈悲	misericordia	慈悲	N	N
misericordia	仁慈	misericordia	仁慈	N	N
misericordia	醫院	misericordia	醫院	N	N
fins	週末	fin	週末	N	N
fins	目標	fin	目標	N	N
fins	末端	fin	末端	N	N
fins	週末	fin	週末	N	N
convencido	深信	convencer	深信	V	V
entendeu	理解	entender	理解	V	V
semente	種子	semente	種子	N	N
rocha	岩	rocha	岩	N	N
rocha	岩石	rocha	岩石	N	N
rocha	石頭	rocha	石頭	N	N
rocha	搖滾	rocha	搖滾	N	N
cuberto	覆蓋	cuberto	覆蓋	V	V
crédito	信用	crédito	信用	N	N
crédito	信貸	crédito	信貸	N	N
crédito	細節	crédito	細節	N	N
crédito	詳情	crédito	詳情	N	N
campión	冠軍	campión	冠軍	N	N
campión	冠軍	campión	冠軍	N	N
rapariga	小孩	raparigar	小孩	N	N
rapariga	女生	raparigar	女生	N	N
rapariga	姑娘	raparigar	姑娘	N	N
rapariga	女孩	raparigar	女孩	N	N
fantástica	很好	fantástica	很好	ADJ	ADJ
aquelas	那些	aquel	那些	DET	DET
minas	地雷	mina	地雷	N	N
minas	礦山	mina	礦山	N	N
nobre	高尚	nobre	高尚	N	N
nobre	貴族	nobre	貴族	N	N
nobre	崇高	nobre	崇高	N	N
campesiños	農民	campesiño	農民	N	N
campesiños	農夫	campesiño	農夫	N	N
campesiños	農民	campesiño	農民	N	N
cooperativa	集體	cooperativa	集體	N	N
clube	幫會	clubar	幫會	N	N
clube	俱樂部	clubar	俱樂部	N	N
clube	夜	clubar	夜	N	N
barcos	船隻	barco	船隻	N	N
barcos	艇	barco	艇	N	N
barcos	船隻	barco	船隻	N	N
barcos	船舶	barco	船舶	N	N
marches	等	marche	等	N	N
marches	分鐘	marche	分鐘	N	N
maxestade	國王	maxestade	國王	N	N
maxestade	恩典	maxestade	恩典	N	N
forzados	勞動	forzar	勞動	V	V
forzados	勞動	forzar	勞動	V	V
farás	將	facer	將	V	V;CAUS
revolta	叛亂	revolver	叛亂	N	N
revolta	起義	revolver	起義	N	N
revolta	暴動	revolver	暴動	N	N
revolta	暴亂	revolver	暴亂	N	N
revolta	起義	revolver	起義	N	N
secretario	秘書	secretario	秘書	N	N
chores	哭	chores	哭	V	V
chores	哭	chores	哭	V	V
quererá	將	querer	將	V	V;CAUS
quererá	愛	querer	愛	V	V
irás	將	ir	將	V	V;CAUS
opina	感覺	opina	感覺	N	N
noivo	新郎	noivo	新郎	N	N
noivo	男	noivo	男	N	N
noivo	男友	noivo	男友	N	N
toques	手	toque	手	N	N
facías	歌聲	facer	歌聲	N	N
facías	唱歌	facer	唱歌	N	N
facías	歌唱	facer	歌唱	N	N
delegado	代表	delegado	代表	N	N
delegado	代表	delegado	代表	N	N
doncela	女傭	doncela	女傭	N	N
doncela	傭人	doncela	傭人	N	N
viúva	遺孀	viúva	遺孀	N	N
viúva	寡婦	viúva	寡婦	N	N
ton	音調	ton	音調	N	N
ton	色調	ton	色調	N	N
ton	音	ton	音	N	N
ton	基調	ton	基調	N	N
ton	語氣	ton	語氣	N	N
ton	投	ton	投	N	N
pediume	檢舉	pediume	檢舉	V	V
medicamento	藥品	medicamento	藥品	N	N
medicamento	藥物	medicamento	藥物	N	N
medicamento	醫藥	medicamento	醫藥	N	N
medicamento	藥物	medicamento	藥物	N	N
medicamento	藥品	medicamento	藥品	N	N
medicamento	藥物	medicamento	藥物	N	N
medicamento	醫學	medicamento	醫學	N	N
medicamento	藥	medicamento	藥	N	N
medicamento	醫藥	medicamento	醫藥	N	N
hospitais	醫院	hospital	醫院	N	N
océanos	海洋	océano	海洋	N	N
océanos	大洋	océano	大洋	N	N
océanos	洋	océano	洋	N	N
océanos	海洋	océano	海洋	N	N
océanos	海	océano	海	N	N
acabamos	完成	acabar	完成	V	V
acabamos	完成	acabar	完成	V	V
evidencia	證據	evidencia	證據	N	N
profesionais	專業	profesional	專業	N	N
profesionais	專業	profesional	專業	N	N
vaca	牛	vaca	牛	N	N
vaca	奶牛	vaca	奶牛	N	N
vaca	母牛	vaca	母牛	N	N
vaca	牛肉	vaca	牛肉	N	N
tecnoloxías	技術	tecnoloxía	技術	N	N
aposta	打賭	apostar	打賭	V	V
músicos	樂手	músico	樂手	N	N
músicos	球員	músico	球員	N	N
músicos	玩家	músico	玩家	N	N
reunir	集結	reunir	集結	V	V
emoción	情感	emoción	情感	N	N
emoción	感情	emoción	感情	N	N
emoción	情緒	emoción	情緒	N	N
charlas	會談	charla	會談	N	N
charlas	集群	charla	集群	N	N
ánimo	心境	ánimo	心境	N	N
ánimo	心情	ánimo	心情	N	N
ánimo	情緒	ánimo	情緒	N	N
ánimo	精神	ánimo	精神	N	N
anxos	天使	anxo	天使	N	N
anxos	地獄	anxo	地獄	N	N
presos	囚犯	preso	囚犯	N	N
presos	犯人	preso	犯人	N	N
presos	囚徒	preso	囚徒	N	N
oportunidades	機遇	oportunidade	機遇	N	N
oportunidades	機會	oportunidade	機會	N	N
oportunidades	機會	oportunidade	機會	N	N
oportunidades	機遇	oportunidade	機遇	N	N
oportunidades	機會	oportunidade	機會	N	N
xogan	玩	xogar	玩	V	V
xogan	播放	xogar	播放	V	V
xogan	玩	xogar	玩	V	V
xogan	播放	xogar	播放	V	V
xogan	博弈	xogar	博弈	V	V
progreso	進步	progreso	進步	N	N
progreso	進度	progreso	進度	N	N
mudou	感動	mudar	感動	V	V
mudou	改變	mudar	改變	V	V
mudou	變更	mudar	變更	V	V
mudou	變	mudar	變	V	V
colocar	站立	colocar	站立	V	V
colocar	站	colocar	站	V	V
colocar	放置	colocar	放置	V	V
volume	體積	volume	體積	N	N
volume	音量	volume	音量	N	N
adolescentes	青少	adolescente	青少	N	N
adolescentes	青少	adolescente	青少	N	N
acabas	終	acaba	終	N	N
acabas	結尾	acaba	結尾	N	N
xuntar	在	xuntar	在	V	V
xuntar	獲取	xuntar	獲取	V	V
xuntar	獲得	xuntar	獲得	V	V
xuntar	得到	xuntar	得到	V	V
xuntar	加入	xuntar	加入	V	V
danos	損傷	dano	損傷	N	N
danos	損壞	dano	損壞	N	N
danos	損害	dano	損害	N	N
observamos	尋找	observar	尋找	V	V
vermes	蚯蚓	verme	蚯蚓	N	N
vermes	蛆	verme	蛆	N	N
aprendendo	學習	aprender	學習	V	V
pozo	坑	pozo	坑	N	N
febre	氣溫	febre	氣溫	N	N
febre	溫度	febre	溫度	N	N
febre	體溫	febre	體溫	N	N
camiña	散步	camiñar	散步	V	V
camiña	行走	camiñar	行走	V	V
camiña	走路	camiñar	走路	V	V
camiña	散步	camiñar	散步	V	V
camiña	走路	camiñar	走路	V	V
individuo	個人	individuo	個人	N	N
individuo	個別	individuo	個別	N	N
individuo	個	individuo	個	N	N
bordo	邊緣	bordo	邊緣	N	N
bordo	董事	bordo	董事	N	N
bordo	船	bordo	船	N	N
bordo	船隻	bordo	船隻	N	N
bordo	艦	bordo	艦	N	N
bordo	船舶	bordo	船舶	N	N
plantas	廠	planta	廠	N	N
plantas	植物	planta	植物	N	N
plantas	工廠	planta	工廠	N	N
plantas	植物	planta	植物	N	N
plantas	地板	planta	地板	N	N
millo	玉米	millo	玉米	N	N
millo	鑽機	millo	鑽機	N	N
noticia	新聞	noticia	新聞	N	N
noticia	報告	noticia	報告	N	N
niño	窩	niñar	窩	N	N
niño	巢穴	niñar	巢穴	N	N
niño	巢	niñar	巢	N	N
ovo	蛋	ovo	蛋	N	N
ovo	雞蛋	ovo	雞蛋	N	N
actos	行動	acto	行動	N	N
feo	醜八	feo	醜八	N	N
feo	醜	feo	醜	N	N
feo	醜陋	feo	醜陋	N	N
feo	乾草	feo	乾草	N	N
feo	壞	feo	壞	N	N
drama	電視	dramar	電視	N	N
drama	劇情	dramar	劇情	N	N
drama	戲劇	dramar	戲劇	N	N
drama	劇	dramar	劇	N	N
alcol	醇	alcol	醇	N	N
alcol	酒精	alcol	酒精	N	N
alcol	酒	alcol	酒	N	N
alcol	酒類	alcol	酒類	N	N
regra	細則	regra	細則	N	N
regra	尺子	regra	尺子	N	N
levanta	獲取	levantar	獲取	V	V
levanta	獲得	levantar	獲得	V	V
levanta	得到	levantar	得到	V	V
levanta	站立	levantar	站立	V	V
levanta	站	levantar	站	V	V
botón	按鍵	botón	按鍵	N	N
tubo	管子	tubo	管子	N	N
tubo	右	tubo	右	N	N
voando	飛行	voar	飛行	V	V
tranquilos	往下	tranquilo	往下	N	N
tranquilos	酷	tranquilo	酷	N	N
tecido	組織	tecido	組織	N	N
tecido	紙巾	tecido	紙巾	N	N
tecido	布料	tecido	布料	N	N
tecido	纖維	tecido	纖維	N	N
tecido	織物	tecido	織物	N	N
xoguete	玩具	xoguete	玩具	N	N
xoguete	玩物	xoguete	玩物	N	N
morrendo	垂死	morrer	垂死	V	V
morrendo	死亡	morrer	死亡	V	V
morrendo	餓死	morrer	餓死	V	V
morrendo	餓	morrer	餓	V	V
doentes	病患	doente	病患	N	N
doentes	患者	doente	患者	N	N
doentes	病人	doente	病人	N	N
doentes	病	doente	病	N	N
estradas	公路	estrada	公路	N	N
estradas	道路	estrada	道路	N	N
estradas	路	estrada	路	N	N
estradas	公路	estrada	公路	N	N
estradas	道路	estrada	道路	N	N
estradas	路障	estrada	路障	N	N
comeu	吃	comer	吃	V	V
comeu	吃	comer	吃	V	V
sabedoría	智慧	sabedoría	智慧	N	N
cadeiras	臀	cadeira	臀	N	N
cadeiras	臀部	cadeira	臀部	N	N
cadeiras	椅	cadeira	椅	N	N
cadeiras	椅子	cadeira	椅子	N	N
cadeiras	椅	cadeira	椅	N	N
cadeiras	椅子	cadeira	椅子	N	N
deixado	讓	deixado	讓	V	V;CAUS
fulano	人	fulano	人	N	N
fulano	男人	fulano	男人	N	N
copia	後援	copia	後援	N	N
copia	後備	copia	後備	N	N
roca	岩	roca	岩	N	N
roca	岩石	roca	岩石	N	N
roca	石頭	roca	石頭	N	N
roca	搖滾	roca	搖滾	N	N
cima	頂	cima	頂	N	N
cima	頂端	cima	頂端	N	N
cima	熱門	cima	熱門	N	N
mexar	撒尿	mexar	撒尿	V	V
soidade	孤單	soidade	孤單	N	N
soidade	寂寞	soidade	寂寞	N	N
soidade	孤獨	soidade	孤獨	N	N
soidade	寂寞	soidade	寂寞	N	N
soidade	孤獨	soidade	孤獨	N	N
comendo	吃	comer	吃	V	V
comendo	飲食	comer	飲食	V	V
comendo	進食	comer	進食	V	V
comen	吃	comer	吃	V	V
comen	吃	comer	吃	V	V
comen	吃	comer	吃	V	V
comen	飲食	comer	飲食	V	V
comen	進食	comer	進食	V	V
diversión	樂趣	diversión	樂趣	N	N
diversión	興奮	diversión	興奮	N	N
diversión	娛樂	diversión	娛樂	N	N
roto	破碎	roto	破碎	N	N
roto	破損	roto	破損	N	N
helicóptero	直升	helicóptero	直升	N	N
rebelde	叛亂	rebeldar	叛亂	N	N
rebelde	叛軍	rebeldar	叛軍	N	N
muros	牆壁	muro	牆壁	N	N
muros	城牆	muro	城牆	N	N
muros	牆	muro	牆	N	N
muros	壁	muro	壁	N	N
muros	牆壁	muro	牆壁	N	N
muros	圍牆	muro	圍牆	N	N
muros	牆	muro	牆	N	N
virxe	處	virxe	處	N	N
face	臉	face	臉	N	N
face	臉部	face	臉部	N	N
face	表情	face	表情	N	N
pelotón	班長	pelotón	班長	N	N
pelotón	小隊	pelotón	小隊	N	N
pelotón	排	pelotón	排	N	N
pelotón	領袖	pelotón	領袖	N	N
pelotón	沿海	pelotón	沿海	N	N
pelotón	沿岸	pelotón	沿岸	N	N
pelotón	海岸	pelotón	海岸	N	N
pelotón	海岸	pelotón	海岸	N	N
pelotón	衛兵	pelotón	衛兵	N	N
pelotón	警衛	pelotón	警衛	N	N
pelotón	守護	pelotón	守護	N	N
chames	致電	chame	致電	V	V
chames	打電	chame	打電	V	V
chames	呼叫	chame	呼叫	V	V
espías	諜	espír	諜	N	N
espías	間	espír	間	N	N
espías	間	espír	間	N	N
propietario	地主	propietario	地主	N	N
propietario	業	propietario	業	N	N
propietario	房東	propietario	房東	N	N
propietario	主人	propietario	主人	N	N
propietario	大師	propietario	大師	N	N
propietario	師父	propietario	師父	N	N
propietario	師傅	propietario	師傅	N	N
propietario	業	propietario	業	N	N
danza	舞蹈	danza	舞蹈	N	N
danza	跳舞	danza	跳舞	N	N
danza	舞	danza	舞	N	N
danza	舞蹈	danza	舞蹈	N	N
danza	舞動	danza	舞動	N	N
danza	跳舞	danza	跳舞	N	N
danza	舞	danza	舞	N	N
xúroo	誠實	xúroo	誠實	N	N
xúroo	神	xúroo	神	N	N
soñar	做夢	soñar	做夢	V	V
soñar	做夢	soñar	做夢	V	V
avenida	大街	avenida	大街	N	N
avenida	大道	avenida	大道	N	N
responsábel	電荷	responsábel	電荷	N	N
responsábel	收費	responsábel	收費	N	N
ideais	理想	ideal	理想	N	N
ideais	理想	ideal	理想	N	N
maldición	咒	maldición	咒	N	N
festas	黨	festa	黨	N	N
festas	政黨	festa	政黨	N	N
festas	宴會	festa	宴會	N	N
festas	聚會	festa	聚會	N	N
deusa	女神	deusa	女神	N	N
carniceiro	男孩	carniceiro	男孩	N	N
leal	真實	leal	真實	ADJ	ADJ
zorra	瘋狂	zorra	瘋狂	N	N
invasión	竊案	invasión	竊案	N	N
invasión	盜竊	invasión	盜竊	N	N
invasión	侵略	invasión	侵略	N	N
fortaleza	力氣	fortalezar	力氣	N	N
fortaleza	強度	fortalezar	強度	N	N
fortaleza	實力	fortalezar	實力	N	N
fortaleza	力量	fortalezar	力量	N	N
fortaleza	體力	fortalezar	體力	N	N
fortaleza	據點	fortalezar	據點	N	N
fortaleza	紅	fortalezar	紅	N	N
fortaleza	紅色	fortalezar	紅色	N	N
dixese	說	dicir	說	V	V
aumentar	增加	aumentar	增加	V	V
aumentar	增加	aumentar	增加	V	V
aumentar	提高	aumentar	提高	V	V
aumentar	加註	aumentar	加註	V	V
aves	鳥類	ave	鳥類	N	N
aves	鳥	ave	鳥	N	N
aves	鳥兒	ave	鳥兒	N	N
aves	鳥	ave	鳥	N	N
aves	禽	ave	禽	N	N
aves	家	ave	家	N	N
estraños	陌生	estraño	陌生	ADJ	ADJ
emocional	情感	emocional	情感	N	N
correos	騙局	correo	騙局	N	N
correos	郵政	correo	郵政	N	N
voluntarios	義工	voluntario	義工	N	N
músico	球員	músico	球員	N	N
músico	玩家	músico	玩家	N	N
valores	價值	valor	價值	N	N
valores	價值	valor	價值	N	N
valores	數值	valor	數值	N	N
valores	值	valor	值	N	N
sentados	圍繞	sentar	圍繞	V	V
sentados	圍繞	sentar	圍繞	V	V
descubrimos	找到	descubrir	找到	V	V
descubrimos	發現	descubrir	發現	V	V
cotiá	天天	cotián	天天	N	N
cotiá	每日	cotián	每日	N	N
cotiá	日常	cotián	日常	N	N
cotiá	每日	cotián	每日	N	N
cotiá	白天	cotián	白天	N	N
cotiá	平凡	cotián	平凡	N	N
xuíces	法官	xuíz	法官	N	N
organizar	嘗試	organizar	嘗試	V	V
darnos	淋浴	darno	淋浴	N	N
institucións	機構	institución	機構	N	N
raios	閃電	raio	閃電	N	N
raios	電光	raio	電光	N	N
raios	射線	raio	射線	N	N
raios	地獄	raio	地獄	N	N
xene	基因	xenar	基因	N	N
técnico	技術	técnico	技術	N	N
técnico	技師	técnico	技師	N	N
técnico	技工	técnico	技工	N	N
moreas	負載	morea	負載	N	N
afrontar	交易	afrontar	交易	V	V
afrontar	挑戰	afrontar	挑戰	V	V
vouvos	展示	vouvo	展示	V	V
vouvos	顯示	vouvo	顯示	V	V
vouvos	讓	vouvo	讓	V	V;CAUS
apostar	打賭	apostar	打賭	V	V
competencia	競爭	competencia	競爭	N	N
competencia	競賽	competencia	競賽	N	N
amosan	研究	amosar	研究	V	V
amosan	顯示	amosar	顯示	V	V
amosan	展示	amosar	展示	V	V
amosan	顯示	amosar	顯示	V	V
quizáis	或	quizáis	或	ADV	ADV
quizáis	或	quizáis	或	ADV	ADV
quizáis	也	quizáis	也	ADV	ADV
pasaporte	護照	pasaporte	護照	N	N
poñelo	測試	poñelo	測試	N	N
poñelo	試驗	poñelo	試驗	N	N
poñelo	測驗	poñelo	測驗	N	N
andando	散步	andar	散步	V	V
andando	行走	andar	行走	V	V
andando	走路	andar	走路	V	V
andando	獲取	andar	獲取	V	V
andando	獲得	andar	獲得	V	V
andando	得到	andar	得到	V	V
andando	散步	andar	散步	V	V
andando	走路	andar	走路	V	V
andando	讓	andar	讓	V	V;CAUS
crean	創建	crear	創建	V	V
crean	獲取	crear	獲取	V	V
crean	獲得	crear	獲得	V	V
crean	得到	crear	得到	V	V
baixos	低低	baixo	低低	N	N
baixos	廉價	baixo	廉價	N	N
responsabilidades	責任	responsabilidade	責任	N	N
responsabilidades	責任	responsabilidade	責任	N	N
multitude	人群	multitude	人群	N	N
multitude	群眾	multitude	群眾	N	N
desaparece	出局	desaparecer	出局	V	V
química	化學	químico	化學	N	N
química	化學	químico	化學	N	N
química	化學	químico	化學	N	N
fea	醜八	fear	醜八	N	N
fea	醜	fear	醜	N	N
fea	醜陋	fear	醜陋	N	N
fea	老了	fear	老了	N	N
deseño	繪圖	deseño	繪圖	N	N
deseño	圖畫	deseño	圖畫	N	N
deseño	繪畫	deseño	繪畫	N	N
cristal	水晶	cristal	水晶	N	N
cristal	晶體	cristal	晶體	N	N
cristal	玻璃	cristal	玻璃	N	N
criminais	罪犯	criminal	罪犯	N	N
criminais	罪犯	criminal	罪犯	N	N
comemos	吃	comer	吃	V	V
comemos	吃	comer	吃	V	V
respiración	呼氣	respiración	呼氣	N	N
carbón	煤礦	carbón	煤礦	N	N
carbón	煤炭	carbón	煤炭	N	N
carbón	煤	carbón	煤	N	N
alimentos	糧食	alimento	糧食	N	N
alimentos	食品	alimento	食品	N	N
alimentos	食物	alimento	食物	N	N
alimentos	食物	alimento	食物	N	N
alimentos	食品	alimento	食品	N	N
alimentos	溢價	alimento	溢價	N	N
alimentos	保費	alimento	保費	N	N
alimentos	保險	alimento	保險	N	N
esforzos	努力	esforzo	努力	N	N
atopas	找到	atopa	找到	V	V
atopas	尋找	atopa	尋找	V	V
obxectivos	目標	obxectivo	目標	N	N
obxectivos	目的	obxectivo	目的	N	N
obxectivos	宗旨	obxectivo	宗旨	N	N
obxectivos	目標	obxectivo	目標	N	N
obxectivos	目標	obxectivo	目標	N	N
obxectivos	目標	obxectivo	目標	N	N
consegues	獲取	conseguir	獲取	V	V
consegues	獲得	conseguir	獲得	V	V
consegues	得到	conseguir	得到	V	V
saian	出局	saiar	出局	V	V
saian	獲取	saiar	獲取	V	V
saian	獲得	saiar	獲得	V	V
saian	得到	saiar	得到	V	V
saian	休假	saiar	休假	V	V
saian	離開	saiar	離開	V	V
convidado	邀請	convidar	邀請	V	V
convidado	受邀	convidar	受邀	V	V
exposición	展覽	exposición	展覽	N	N
exposición	展	exposición	展	N	N
exposición	展覽	exposición	展覽	N	N
volvan	獲取	volver	獲取	V	V
volvan	獲得	volver	獲得	V	V
volvan	得到	volver	得到	V	V
rematado	完成	rematar	完成	V	V
rematado	完成	rematar	完成	V	V
test	測試	test	測試	N	N
test	試驗	test	試驗	N	N
test	測驗	test	測驗	N	N
test	反向	test	反向	N	N
drogas	藥品	droga	藥品	N	N
drogas	藥物	droga	藥物	N	N
drogas	毒品	droga	毒品	N	N
drogas	藥物	droga	藥物	N	N
afortunado	祝	afortunar	祝	V	V
afortunado	有	afortunar	有	V	V
obras	工程	obra	工程	N	N
obras	作品	obra	作品	N	N
obras	藝術	obra	藝術	N	N
afastado	來	afastar	來	V	V
atmosfera	氣氛	atmosfera	氣氛	N	N
atmosfera	大氣	atmosfera	大氣	N	N
atmosfera	大氣	atmosfera	大氣	N	N
atmosfera	氛圍	atmosfera	氛圍	N	N
carácter	字元	carácter	字元	N	N
carácter	人物	carácter	人物	N	N
carácter	角色	carácter	角色	N	N
carácter	性格	carácter	性格	N	N
carácter	品格	carácter	品格	N	N
carácter	自然	carácter	自然	N	N
carácter	性質	carácter	性質	N	N
famosa	著名	famor	著名	ADJ	ADJ
condenado	判刑	condenar	判刑	V	V
condenado	注定	condenar	注定	V	V
reciclaxe	公司	reciclaxe	公司	N	N
capitalismo	資本	capitalismo	資本	N	N
arde	燒傷	arde	燒傷	N	N
arde	燒傷	arde	燒傷	N	N
arde	燒	arde	燒	N	N
domingos	星期	domingo	星期	N	N
domingos	週日	domingo	週日	N	N
domingos	星期	domingo	星期	N	N
domingos	周日	domingo	周日	N	N
domingos	星期	domingo	星期	N	N
domingos	星期	domingo	星期	N	N
domingos	日子	domingo	日子	N	N
domingos	天數	domingo	天數	N	N
medias	絲襪	media	絲襪	N	N
medias	襪	media	襪	N	N
medias	襪子	media	襪子	N	N
medias	半數	media	半數	N	N
aninovo	年度	aninovo	年度	N	N
aninovo	年份	aninovo	年份	N	N
aninovo	年	aninovo	年	N	N
aninovo	夏娃	aninovo	夏娃	N	N
cheque	支票	cheque	支票	N	N
cheque	支票	cheque	支票	N	N
chapeu	帽	chapar	帽	N	N
chapeu	帽子	chapar	帽子	N	N
cociñeira	廚師	cociñeiro	廚師	N	N
patria	祖國	patria	祖國	N	N
patria	國家	patria	國家	N	N
patria	故鄉	patria	故鄉	N	N
patria	家園	patria	家園	N	N
patria	祖國	patria	祖國	N	N
patria	國土	patria	國土	N	N
tráeme	獲取	tráeme	獲取	V	V
tráeme	獲得	tráeme	獲得	V	V
tráeme	得到	tráeme	得到	V	V
tráeme	帶	tráeme	帶	V	V
besta	野獸	besta	野獸	N	N
besta	獸	besta	獸	N	N
gastos	費用	gasto	費用	N	N
gastos	開支	gasto	開支	N	N
gastos	支出	gasto	支出	N	N
gastos	費用	gasto	費用	N	N
gastos	成本	gasto	成本	N	N
rata	鼠	rata	鼠	N	N
rata	耗子	rata	耗子	N	N
rata	老鼠	rata	老鼠	N	N
lago	湖泊	lago	湖泊	N	N
lago	湖	lago	湖	N	N
limpeza	潔淨	limpeza	潔淨	N	N
limpeza	煙囪	limpeza	煙囪	N	N
fusís	槍支	fuso	槍支	N	N
fusís	槍械	fuso	槍械	N	N
fusís	步槍	fuso	步槍	N	N
salario	薪水	salario	薪水	N	N
salario	工資	salario	工資	N	N
salario	薪資	salario	薪資	N	N
salario	薪金	salario	薪金	N	N
salario	收入	salario	收入	N	N
saúdo	彩色	saúdo	彩色	N	N
saúdo	顏色	saúdo	顏色	N	N
saúdo	色彩	saúdo	色彩	N	N
roubaron	偷	roubar	偷	V	V
propaganda	宣傳	propaganda	宣傳	N	N
perdiches	出局	perdiches	出局	V	V
perdiches	失	perdiches	失	V	V
perdiches	輸	perdiches	輸	V	V
perdiches	輸	perdiches	輸	V	V
perdiches	遺失	perdiches	遺失	V	V
perdiches	迷失	perdiches	迷失	V	V
contratos	合約	contrato	合約	N	N
contratos	合同	contrato	合同	N	N
lava	岩漿	lavar	岩漿	N	N
lava	熔岩	lavar	熔岩	N	N
arresto	拘留	arresto	拘留	N	N
arresto	拘留	arresto	拘留	N	N
arresto	皇家	arresto	皇家	N	N
arresto	皇室	arresto	皇室	N	N
bendito	神	bendito	神	N	N
bendito	天國	bendito	天國	N	N
bendito	天堂	bendito	天堂	N	N
derrota	敗	derrota	敗	N	N
árabe	語言	árabar	語言	N	N
árabe	語	árabar	語	N	N
árabe	語文	árabar	語文	N	N
fixérono	完成	fixérono	完成	V	V
profunda	最深	profundo	最深	ADJ	ADJ
aprendemos	學習	aprender	學習	V	V
patas	腿	pata	腿	N	N
perdida	錯過	perdida	錯過	V	V
perdida	失	perdida	失	V	V
perdida	輸	perdida	輸	V	V
perdida	輸	perdida	輸	V	V
perdida	遺失	perdida	遺失	V	V
perdida	迷失	perdida	迷失	V	V
dicirvos	說	dicirvo	說	V	V
incluíndo	包括	incluír	包括	V	V
contestar	回答	contestar	回答	V	V
contestar	回覆	contestar	回覆	V	V
bicicleta	單車	bicicleta	單車	N	N
bicicleta	腳踏	bicicleta	腳踏	N	N
bicicleta	單車	bicicleta	單車	N	N
bicicleta	腳踏	bicicleta	腳踏	N	N
endexamais	從來	endexamais	從來	ADV	ADV
escravitude	奴隸	escravitude	奴隸	N	N
escravitude	奴役	escravitude	奴役	N	N
perigosos	危險	perigoso	危險	ADJ	ADJ
ferramenta	工具	ferramenta	工具	N	N
oración	句子	oración	句子	N	N
oración	刑期	oración	刑期	N	N
oración	禱告	oración	禱告	N	N
oración	禱告	oración	禱告	N	N
listas	名單	lista	名單	N	N
listas	名單	lista	名單	N	N
listas	清單	lista	清單	N	N
listas	花臉	lista	花臉	N	N
listas	條紋	lista	條紋	N	N
malaria	瘧疾	malaria	瘧疾	N	N
únicos	獨特	único	獨特	ADJ	ADJ
únicos	獨一	único	獨一	ADJ	ADJ
aprende	學習	aprender	學習	V	V
abertos	營業	aberto	營業	V	V
abertos	開啟	aberto	開啟	V	V
abertos	開放	aberto	開放	V	V
bolsas	包包	bolsa	包包	N	N
bolsas	袋	bolsa	袋	N	N
compras	購物	compra	購物	N	N
escolle	選擇	escoller	選擇	V	V
embaixo	往下	embaixo	往下	N	N
embaixo	樓下	embaixo	樓下	N	N
embaixo	下方	embaixo	下方	N	N
percepción	感知	percepción	感知	N	N
percepción	知覺	percepción	知覺	N	N
percepción	洞察	percepción	洞察	N	N
cega	瞎子	cega	瞎子	N	N
cega	盲目	cega	盲目	N	N
cega	盲	cega	盲	N	N
cega	盲人	cega	盲人	N	N
cheas	飽	chea	飽	N	N
cheas	完整	chea	完整	N	N
