村	마을	村	마을	N	N
餐廳	레스토랑	餐廳	레스토랑	N	N
餐廳	식당	餐廳	식당	N	N
餐廳	음식점	餐廳	음식점	N	N
餐廳	레스토랑	餐廳	레스토랑	N	N
餐廳	식당	餐廳	식당	N	N
酶	효소	酶	효소	N	N
酶	효소	酶	효소	N	N
外部	바깥	外部	바깥	N	N
數碼	디지털	數碼	디지털	N	N
成分	재료	成分	재료	N	N
成分	성분	成分	성분	N	N
成分	재료	成分	재료	N	N
模特	모델	模特	모델	N	N
模特	모형	模特	모형	N	N
模特	모델	模特	모델	N	N
模特	모형	模特	모형	N	N
防禦	방위	防禦	방위	N	N
防禦	국방	防禦	국방	N	N
防禦	디펜스	防禦	디펜스	N	N
先前	이전	先前	이전	N	N
簽名	기호	簽名	기호	N	N
簽名	서명	簽名	서명	N	N
簽名	서명	簽名	서명	N	N
定理	정리	定理	정리	N	N
損失	상실	損失	상실	N	N
損失	손실	損失	손실	N	N
損失	손실	損失	손실	N	N
推廣	홍보하기	推廣	홍보+하+기	V	V
氣象	기상학	氣象	기상학	N	N
氣象	기상	氣象	기상	N	N
氣象	날씨	氣象	날씨	N	N
人文	인문학	人文	인문학	N	N
魚類	물고기	魚類	물고기	N	N
施工	공사	施工	공사	N	N
施工	건설	施工	건설	N	N
施工	건축	施工	건축	N	N
效率	효율성	效率	효율성	N	N
效率	효율	效率	효율	N	N
效率	효율성	效率	효율성	N	N
地域	지리학	地域	지리학	N	N
地域	지리	地域	지리	N	N
函數	함수	函數	함수	N	N
函數	함수	函數	함수	N	N
勳章	메달	勳章	메달	N	N
勳章	메달	勳章	메달	N	N
專用	헌신	專用	헌신	N	N
女	여배우들	女	여배우+들	N	N
女	여배우	女	여배우	N	N
女	배우	女	배우	N	N
女	여배우	女	여배우	N	N
防守	방위	防守	방위	N	N
防守	국방	防守	국방	N	N
防守	디펜스	防守	디펜스	N	N
校友	동문	校友	동문	N	N
校友	졸업생	校友	졸업생	N	N
校友	동문	校友	동문	N	N
蛋	달걀	蛋	달걀	N	N
蛋	달걀	蛋	달걀	N	N
關閉	닫아	關閉	닫+아	V	V
關閉	끄기	關閉	끄기	V	V
裁判	심판	裁判	심판	N	N
科學	과학자	科學	과학자	N	N
科學	과학자	科學	과학자	N	N
下方	아래쪽	下方	아래+쪽	N	N
下方	아래	下方	아래	N	N
下方	아래쪽	下方	아래+쪽	N	N
下方	아래	下方	아래	N	N
架構	건축학	架構	건축학	N	N
架構	건축	架構	건축	N	N
共享	공유해	共享	공유+하+어	V	V
共享	공유하기	共享	공유+하+기	V	V
指引	가이드	指引	가이드	N	N
指引	안내	指引	안내	N	N
山地	산악	山地	산악	N	N
劇本	문자	劇本	문자	N	N
劇本	스크립트	劇本	스크립트	N	N
夏天	여름	夏天	여름	N	N
氧	산소	氧	산소	N	N
記憶	추억	記憶	추억	N	N
記憶	추억	記憶	추억	N	N
記憶	기억력	記憶	기억력	N	N
記憶	메모리	記憶	메모리	N	N
記憶	기억	記憶	기억	N	N
座位	좌석	座位	좌석	N	N
座位	좌석	座位	좌석	N	N
座位	좌석	座位	좌석	N	N
宣言	선언	宣言	선언	N	N
宣言	성명서	宣言	성명서	N	N
宣言	선언	宣言	선언	N	N
期刊	학술	期刊	학술	N	N
期刊	학술지	期刊	학술지	N	N
期刊	저널	期刊	저널	N	N
合同	계약	合同	계약	N	N
合同	계약	合同	계약	N	N
喜劇	코미디	喜劇	코미디	N	N
喜劇	희극	喜劇	희극	N	N
人氣	인기	人氣	인기	N	N
人氣	인기가	人氣	인기+가	N	N
人氣	인기	人氣	인기	N	N
美術	예술	美術	예술	N	N
美術	미술	美術	미술	N	N
垂直	수직	垂直	수직	N	N
垂直	수직	垂直	수직	N	N
垂直	수직	垂直	수직	N	N
同學	동창	同學	동창	N	N
同學	동창	同學	동창	N	N
技能	스킬	技能	스키+ㄹ	N	N
技能	솜씨	技能	솜씨	N	N
技能	능력	技能	능력	N	N
技能	기술	技能	기술	N	N
技能	실력	技能	실력	N	N
技能	스킬	技能	스키+ㄹ	N	N
技能	솜씨	技能	솜씨	N	N
姓氏	성씨	姓氏	성씨	N	N
立場	직위	立場	직위	N	N
立場	포지션	立場	포지션	N	N
砂	모래시계	砂	모래+시계	N	N
男孩	소년	男孩	소년	N	N
男孩	남자아이	男孩	남자아+이	N	N
男孩	소년	男孩	소년	N	N
男孩	소년들	男孩	소년+들	N	N
男孩	보이즈	男孩	보이즈	N	N
感情	정서	感情	정서	N	N
感情	감정	感情	감정	N	N
感情	연애	感情	연애	N	N
感情	관계	感情	관계	N	N
感情	감정	感情	감정	N	N
感情	감정	感情	감정	N	N
狐	여우	狐	여우	N	N
智慧	지능	智慧	지능	N	N
尺寸	차원	尺寸	차원	N	N
樂隊	밴드	樂隊	밴드	N	N
樂隊	밴드	樂隊	밴드	N	N
騎	승마	騎	승마	N	N
體育	체육관	體育	체육관	N	N
體育	체육관	體育	체육관	N	N
體育	경기장	體育	경기장	N	N
體育	스타디움	體育	스타디움	N	N
鐘	시계	鐘	시계	N	N
鐘	클럭	鐘	클럭	N	N
分享	공유해	分享	공유+하+어	V	V
分享	공유하기	分享	공유+하+기	V	V
班機	항공편	班機	항공+편	N	N
班機	비행	班機	비행	N	N
擴大	확장하기	擴大	확장+하+기	V	V
擴大	펼치기	擴大	펼치+기	V	V
有	유명한	有	유명+하+ㄴ	V	V
有	유명해	有	유명+하+어	V	V
有	유명인	有	유명+이+ㄴ	V	V
有	유명하다	有	유명+하+다	V	V
撰寫	쓰기	撰寫	쓰+기	V	V
撰寫	글쓰기	撰寫	글쓰기	V	V
撰寫	쓰기	撰寫	쓰+기	V	V
撰寫	글쓰기	撰寫	글쓰기	V	V
重點	집중	重點	집중	N	N
重點	포커스	重點	포커스	N	N
感覺	느낌이	感覺	느끼+ㅁ+이	N	N
左翼	좌파	左翼	좌파	N	N
種族	인종	種族	인종	N	N
種族	인종	種族	인종	N	N
種族	경쟁	種族	경쟁	N	N
限	한계	限	한계	N	N
限	제한	限	제한	N	N
曲目	트랙	曲目	트랙	N	N
曲目	추적	曲目	추적	N	N
曲目	트랙	曲目	트랙	N	N
曆	캘린더	曆	캘린더		
東區	동부	東區	동부	N	N
定期	보통	定期	보통	N	N
席位	좌석	席位	좌석	N	N
胸	흉부	胸	흉부	N	N
胸	가슴이	胸	가슴+이	N	N
胸	가슴	胸	가슴	N	N
胸	유방	胸	유방	N	N
胸	가슴	胸	가슴	N	N
眼睛	눈빛	眼睛	눈빛	N	N
亂	엉망	亂	엉망	N	N
星座	별자리	星座	별자리	N	N
星座	별자리	星座	별자리	N	N
星座	별자리	星座	별자리	N	N
貴族	귀족	貴族	귀족	N	N
貴族	귀족	貴族	귀족	N	N
浪漫	연애	浪漫	연애	N	N
浪漫	로맨스	浪漫	로맨스	N	N
浪漫	낭만주의	浪漫	낭만주의	N	N
浪漫	낭만적	浪漫	낭만+적	N	N
主權	주권	主權	주권	N	N
主權	주권	主權	주권	N	N
探索	둘러보기	探索	둘러보+기	V	V
探索	찾기	探索	찾+기	V	V
晚間	저녁	晚間	저녁	N	N
手槍	권총	手槍	권총	N	N
手槍	권총	手槍	권총	N	N
軸	샤프트	軸	샤프트	N	N
內地	내부	內地	내부	N	N
內地	본토	內地	본토	N	N
電車	트램	電車	트램	N	N
電車	트램	電車	트램	N	N
觀光	관광	觀光	관광	N	N
唇	입술	唇	입술	N	N
唇	입술	唇	입술	N	N
緊急	긴급	緊急	긴급	N	N
價格	가격	價格	가격	N	N
價格	가격	價格	가격	N	N
銅	청동기	銅	청동기	N	N
部署	배포	部署	배포	N	N
部署	배포	部署	배포	N	N
精靈	엘프	精靈	엘프	N	N
事實	사실	事實	사실	N	N
巨人	자이언츠	巨人	자이언츠	N	N
污染	오염	污染	오염	N	N
污染	오염	污染	오염	N	N
戰術	전략	戰術	전략	N	N
戰術	전술	戰術	전술	N	N
戰術	전술	戰術	전술	N	N
戰術	전술	戰術	전술	N	N
宿舍	기숙사	宿舍	기숙사	N	N
宿舍	기숙사	宿舍	기숙사	N	N
宿舍	기숙사	宿舍	기숙사	N	N
衛生	위생	衛生	위생	N	N
衛生	위생	衛生	위생	N	N
衛生	위생	衛生	위생	N	N
符號	기호	符號	기호	N	N
符號	상징	符號	상징	N	N
符號	기호	符號	기호	N	N
符號	상징	符號	상징	N	N
議題	주제	議題	주제	N	N
規範	규범	規範	규범	N	N
規範	규범	規範	규범	N	N
規範	노름	規範	노름	N	N
燈	조명	燈	조명	N	N
燈	램프	燈	램프	N	N
燈	전등	燈	전등	N	N
交換	바꾸기	交換	바꾸+기	V	V
印象	노출	印象	노출	N	N
印象	노출	印象	노출	N	N
乳	우유	乳	우유	N	N
神奇	놀라운	神奇	놀랍+ㄴ	ADJ	ADJ
週刊	주간	週刊	주간	N	N
瀑布	폭포	瀑布	폭포	N	N
瀑布	폭포	瀑布	폭포	N	N
瀑布	폭포	瀑布	폭포	N	N
維護	유지보수	維護	유지보수	N	N
維護	정비	維護	정비	N	N
維護	점검	維護	점검	N	N
搜尋	검색	搜尋	검색	N	N
搜尋	검색	搜尋	검색	N	N
答	응답	答	응답	N	N
答	정답	答	정답	N	N
答	대답	答	대답	N	N
答	답변	答	답변	N	N
考試	시험	考試	시험	N	N
考試	검사	考試	검사	N	N
考試	시험	考試	시험	N	N
考試	시험	考試	시험	N	N
展覽	전시	展覽	전시	N	N
展覽	전시회	展覽	전시회	N	N
展覽	전시관	展覽	전시관	N	N
展覽	박람회	展覽	박람회	N	N
展覽	전시회	展覽	전시회	N	N
展覽	전시회	展覽	전시회	N	N
展覽	박람회	展覽	박람회	N	N
展覽	전시회	展覽	전시회	N	N
輸入	입력하기	輸入	입력+하+기	V	V
輸入	입력합니다	輸入	입력+하+ㅂ니다	V	V
輸入	입력하기	輸入	입력+하+기	V	V
競賽	대회	競賽	대회	N	N
競賽	인종	競賽	인종	N	N
競賽	경쟁	競賽	경쟁	N	N
競賽	경쟁	競賽	경쟁	N	N
競賽	대회	競賽	대회	N	N
場地	장소	場地	장소	N	N
場地	공연장	場地	공연장	N	N
首歌	노래	首歌	노래	N	N
股票	주식	股票	주식	N	N
股票	주식	股票	주식	N	N
平等	평등	平等	평등	N	N
平等	평등	平等	평등	N	N
價	가격	價	가격	N	N
困難	곤란	困難	곤란	N	N
機車	스쿠터	機車	스쿠터	N	N
機車	오토바이	機車	오토바이	N	N
機車	기관차	機車	기관차	N	N
危險	위험	危險	위험	N	N
危險	위험	危險	위험	N	N
技巧	능력	技巧	능력	N	N
技巧	기술	技巧	기술	N	N
技巧	실력	技巧	실력	N	N
技巧	스킬	技巧	스키+ㄹ	N	N
技巧	솜씨	技巧	솜씨	N	N
技巧	기법	技巧	기법	N	N
帽	모자	帽	모자	N	N
裡面	내부	裡面	내부	N	N
租借	임대	租借	임대	N	N
租借	임대	租借	임대	N	N
戰艦	전함	戰艦	전함	N	N
戰艦	군함	戰艦	군함	N	N
黃色	황색	黃色	황색	N	N
黃色	노랑색	黃色	노랑색	N	N
提案	제안	提案	제안	N	N
學士	학사	學士	학사	N	N
批判	비판	批判	비판	N	N
批判	평론	批判	평론	N	N
批判	비판	批判	비판	N	N
批判	비평	批判	비평	N	N
批判	크리티컬	批判	크리티컬	N	N
直徑	직경	直徑	직경	N	N
公會	길드	公會	길드	N	N
地質	지질학	地質	지질학	N	N
地質	지질	地質	지질	N	N
地質	지질학	地質	지질학	N	N
實力	체력	實力	체력	N	N
閱讀	독서	閱讀	독서	N	N
增強	향상된	增強	향상+되+ㄴ	V	V
恐	테러리즘	恐	테러리즘	N	N
恐	공포	恐	공포	N	N
恐	테러	恐	테러	N	N
神父	아버지	神父	아버지	N	N
沙漠	사막	沙漠	사막	N	N
沙漠	사막	沙漠	사막	N	N
障礙	장애물	障礙	장애물	N	N
障礙	장애물	障礙	장애물	N	N
炸彈	폭탄	炸彈	폭탄	N	N
炸彈	폭탄	炸彈	폭탄	N	N
空氣	항공	空氣	항공	N	N
空氣	공기	空氣	공기	N	N
小孩	애들	小孩	애+들	N	N
小孩	아이들	小孩	아이+들	N	N
小孩	어린이	小孩	어린이	N	N
法令	칙령	法令	칙령	N	N
法令	법령	法令	법령	N	N
保險	보험	保險	보험	N	N
遺址	폐허	遺址	폐허	N	N
煤	석탄	煤	석탄	N	N
慢	느려	慢	느리+어		
親自	개인적으로	親自	개인+적+으로	ADV	ADV
姐姐	여동생	姐姐	여동생	N	N
子	총알	子	총알	N	N
子	탄환	子	탄환	N	N
週期	사이클	週期	사이클	N	N
週期	순환	週期	순환	N	N
週期	사이클	週期	사이클	N	N
戰略	전략	戰略	전략	N	N
個性	성격	個性	성격	N	N
個性	인격	個性	인격	N	N
教室	교실	教室	교실	N	N
教室	교실	教室	교실	N	N
自主	자치구	自主	자치구	N	N
型態	종류	型態	종류	N	N
型態	유형	型態	유형	N	N
病人	환자	病人	환자	N	N
病人	환자들	病人	환자+들	N	N
病人	환자	病人	환자	N	N
消防	화재	消防	화재	N	N
消防	불화	消防	불화	N	N
消防	소방	消防	소방	N	N
優惠	환경설정	優惠	환경+설정	N	N
優惠	쿠폰	優惠	쿠폰	N	N
優惠	쿠폰	優惠	쿠폰	N	N
公頃	헥타르	公頃	헥타르	N	N
勞工	노동	勞工	노동	N	N
勞工	노동	勞工	노동	N	N
寺院	수도원	寺院	수도원	N	N
寺院	수도원	寺院	수도원	N	N
對外	외부	對外	외부		
專題	주제	專題	주제	N	N
專題	주제	專題	주제	N	N
頻率	주파수	頻率	주파수	N	N
頻率	빈도	頻率	빈도	N	N
片段	단편	片段	단편	N	N
片段	클립	片段	클립	N	N
泡	거품	泡	거품	N	N
泡	버블	泡	버블	N	N
政治	정치국	政治	정치국	N	N
諮詢	협의	諮詢	협의	N	N
諮詢	상담	諮詢	상담	N	N
諮詢	상담	諮詢	상담	N	N
品質	화질	品質	화질	N	N
品質	화질이	品質	화질+이	N	N
液	수액	液	수액	N	N
液	액체	液	액체	N	N
液	액체	液	액체	N	N
液	리퀴드	液	리퀴드	N	N
詩人	시인	詩人	시인	N	N
辦法	수단	辦法	수단	N	N
辦法	메서드	辦法	메서드	N	N
辦法	방법	辦法	방법	N	N
辦法	메소드	辦法	메소드	N	N
資產	자산	資產	자산	N	N
資產	자산	資產	자산	N	N
覆蓋	덮어쓰기	覆蓋	덮어쓰+기	V	V
覆蓋	덮어쓰기	覆蓋	덮어쓰+기	V	V
弦	문자열	弦	문자열	N	N
日記	학술	日記	학술	N	N
日記	학술지	日記	학술지	N	N
日記	저널	日記	저널	N	N
日記	일기	日記	일기	N	N
大地	지구	大地	지구	N	N
即時	즉각	即時	즉각	ADV	ADV
航空	항공사	航空	항공사	N	N
航空	통신사	航空	통신사	N	N
決議	해상도	決議	해상+도	N	N
決議	결의	決議	결의	N	N
姐妹	자매들	姐妹	자매+들	N	N
姐妹	여동생	姐妹	여동생	N	N
草原	초원	草原	초원	N	N
王位	왕좌	王位	왕좌	N	N
王位	왕위	王位	왕위	N	N
試驗	실험	試驗	실험	N	N
試驗	테스트	試驗	테스트	N	N
試驗	검사	試驗	검사	N	N
試驗	시험	試驗	시험	N	N
試驗	실험	試驗	실험	N	N
試驗	테스트	試驗	테스트	N	N
試驗	시험	試驗	시험	N	N
習慣	습관	習慣	습관	N	N
習慣	습관	習慣	습관	N	N
資金	기금	資金	기금	N	N
資金	자금	資金	자금	N	N
資金	펀드	資金	펀드	N	N
機制	메커니즘	機制	메커니즘	N	N
機制	메커니즘	機制	메커니즘	N	N
尤其	특히	尤其	특히	ADV	ADV
紙	용지	紙	용지	N	N
五	다섯	五	다섯	NUM	NUM
輸出	출력	輸出	출력	N	N
首映	시사회	首映	시사회	N	N
首映	시사회	首映	시사회	N	N
藥	의학	藥	의학	N	N
思考	반사	思考	반사	N	N
思考	반영	思考	반영	N	N
思考	반사	思考	반사	N	N
認證	자격증	認證	자격증	N	N
認證	자격증	認證	자격증	N	N
老人	노인	老人	노인	N	N
情人	연인	情人	연인	N	N
情人	연인들	情人	연인+들	N	N
情人	연인	情人	연인	N	N
情人	애인	情人	애인	N	N
性別	성별	性別	성별	N	N
性別	성교	性別	성교	N	N
性別	섹스	性別	섹스	N	N
性別	성관계	性別	성관계	N	N
性別	성별	性別	성별	N	N
邊界	경계	邊界	경계	N	N
邊界	국경	邊界	국경	N	N
邊界	국경	邊界	국경	N	N
邊界	경계	邊界	경계	N	N
邊界	경계	邊界	경계	N	N
差距	차이	差距	차이	N	N
差距	간격	差距	간격	N	N
差距	간격	差距	간격	N	N
盒	상자	盒	상자	N	N
貨幣	통화	貨幣	통화	N	N
貨幣	화폐	貨幣	화폐	N	N
貨幣	통화	貨幣	통화	N	N
貨幣	화폐	貨幣	화폐	N	N
微	마이크로소프트	微	마이크로소프트	N	N
社團	협회	社團	협회	N	N
鯨	고래	鯨	고래	N	N
鯨	고래	鯨	고래	N	N
優勢	혜택	優勢	혜택	N	N
現實	현실	現實	현실	N	N
形態	형태론	形態	형태론	N	N
步行	산책	步行	산책	N	N
礁	암초	礁	암초	N	N
假設	가설	假設	가설	N	N
假設	승천	假設	승천	N	N
搭配	섞어	搭配	섞+어	V	V
輔助	보좌	輔助	보좌	N	N
輔助	보조	輔助	보조	N	N
仿	모방	仿	모방		
婦女	여자들	婦女	여자+들	N	N
婦女	여자	婦女	여자	N	N
婦女	여성	婦女	여성	N	N
改進	개선하기	改進	개선+하+기	V	V
改進	개선하기	改進	개선+하+기	V	V
艇	보트	艇	보트	N	N
艇	보트	艇	보트	N	N
模擬	아날로그	模擬	아날로그	N	N
模擬	아날로그	模擬	아날로그	N	N
貨物	화물	貨物	화물	N	N
貨物	상품	貨物	상품	N	N
貨物	물품	貨物	물품	N	N
局部	부분적	局部	부분+적	N	N
局部	부분	局部	부분	N	N
天才	재능	天才	재능	N	N
天才	탤런트	天才	탤런트	N	N
海峽	해협	海峽	해협	N	N
海峽	해협	海峽	해협	N	N
海峽	채널	海峽	채널	N	N
她們	그들이	她	그+들+이	PRO;PL;3	PRO
她們	그들은	她	그+들+은	PRO;PL;3	PRO
保育	보존	保育	보존	N	N
保育	보전	保育	보전	N	N
筆	연필	筆	연필	N	N
垃圾	휴지통	垃圾	휴지통	N	N
垃圾	쓰레기	垃圾	쓰레+기	N	N
垃圾	쓰레기	垃圾	쓰레+기	N	N
垃圾	쓰레기	垃圾	쓰레+기	N	N
音樂	연주회	音樂	연주회	N	N
音樂	콘서트	音樂	콘서트	N	N
音樂	연주회	音樂	연주회	N	N
音樂	콘서트	音樂	콘서트	N	N
國籍	국적은	國籍	국적+은	N	N
國籍	국적	國籍	국적	N	N
租	임대료	租	임대료	N	N
租	임대	租	임대	N	N
租	렌트	租	렌트	N	N
勇士	전사	勇士	전사	N	N
勇士	전사	勇士	전사	N	N
因子	인자	因子	인자	N	N
因子	요인	因子	요인	N	N
卡通	만화	卡通	만화	N	N
職位	직위	職位	직위	N	N
職位	입장	職位	입장	N	N
職位	포지션	職位	포지션	N	N
職位	직위	職位	직위	N	N
職位	포지션	職位	포지션	N	N
訊號	신호	訊號	신호	N	N
訊號	신호	訊號	신호	N	N
訊號	시그널	訊號	시그널	N	N
血液	혈액	血液	혈액	N	N
後方	후방	後方	후방	N	N
日常	일상	日常	일상	N	N
主人	마스터스	主人	마스터스	N	N
審查	검토	審查	검토	N	N
審查	검수	審查	검수	N	N
審查	검열	審查	검열	N	N
福音	복음	福音	복음	N	N
福音	복음주의	福音	복음주의	N	N
可能	가능성	可能	가능성	N	N
可能	확률	可能	확률	N	N
可能	가능성	可能	가능성	N	N
經濟	경제학	經濟	경제학	N	N
草地	초원	草地	초원	N	N
草地	잔디	草地	잔디	N	N
草地	잔디	草地	잔디	N	N
草地	초원	草地	초원	N	N
中午	정오	中午	정오	N	N
費用	요금	費用	요금	N	N
費用	수수료	費用	수수료	N	N
費用	수수료	費用	수수료	N	N
購物	상점	購物	상점	N	N
購物	쇼핑	購物	쇼핑	N	N
購物	쇼핑	購物	쇼핑	N	N
天氣	날씨	天氣	날씨	N	N
外觀	외모	外觀	외모	N	N
外觀	모양	外觀	모양	N	N
外觀	출연	外觀	출연	N	N
氣體	가스	氣體	가스	N	N
氣體	가스	氣體	가스	N	N
盟軍	연합군	盟軍	연합군	N	N
盟軍	연합국	盟軍	연합국	N	N
灰色	회색	灰色	회색	N	N
灰色	회색	灰色	회색	N	N
秩序	순서	秩序	순서	N	N
秩序	주문	秩序	주문	N	N
侵略	침략	侵略	침략	N	N
侵略	침공	侵略	침공	N	N
侵略	공격성	侵略	공격성	N	N
監獄	교도소	監獄	교도소	N	N
監獄	감옥	監獄	감옥	N	N
監獄	교도소	監獄	교도소	N	N
監獄	감옥	監獄	감옥	N	N
監獄	교도소	監獄	교도소	N	N
監獄	감옥	監獄	감옥	N	N
區間	구간	區間	구간	N	N
區間	간격	區間	간격	N	N
邊境	국경	邊境	국경	N	N
邊境	국경	邊境	국경	N	N
邊境	경계	邊境	경계	N	N
獵	사냥	獵	사냥	N	N
獵	사냥	獵	사냥	N	N
遺產	문화유산	遺產	문화유산	N	N
遺產	상속	遺產	상속	N	N
電氣	전기	電氣	전기	N	N
電氣	전기	電氣	전기	N	N
眉	눈썹	眉	눈썹	N	N
記憶	추억	記憶	추억	N	N
記憶	기억력	記憶	기억력	N	N
記憶	메모리	記憶	메모리	N	N
記憶	기억	記憶	기억	N	N
擴展	확장하기	擴展	확장+하+기	V	V
擴展	펼치기	擴展	펼치+기	V	V
飯店	호텔	飯店	호텔	N	N
飯店	음식점	飯店	음식점	N	N
飯店	레스토랑	飯店	레스토랑	N	N
飯店	식당	飯店	식당	N	N
飯店	음식점	飯店	음식점	N	N
飯店	레스토랑	飯店	레스토랑	N	N
飯店	식당	飯店	식당	N	N
更換	바꾸기	更換	바꾸+기	V	V
快樂	기쁨이	快樂	기쁘+ㅁ+이	N	N
快樂	행복	快樂	행복	N	N
守護	수호	守護	수호	N	N
守護	보호자	守護	보호자	N	N
頭部	머리	頭部	머리	N	N
玩具	장난감	玩具	장난감	N	N
玩具	장난감이	玩具	장난감+이	N	N
玩具	장난감	玩具	장난감	N	N
粉絲	팬들	粉絲	팬+들	N	N
拖	끌기	拖	끌+기	V	V
畫家	화가	畫家	화+가	N	N
形狀	모양	形狀	모양	N	N
形狀	형태	形狀	형태	N	N
形狀	모양	形狀	모양	N	N
兵器	무기	兵器	무기	N	N
兵器	무기	兵器	무기	N	N
迫害	박해	迫害	박해	N	N
報紙	신문	報紙	신문	N	N
天文	천문학자	天文	천문학자	N	N
天文	천문학자	天文	천문학자	N	N
強化	향상된	強化	향상+되+ㄴ	V	V
地產	자산	地產	자산	N	N
地產	재산권	地產	재산권	N	N
地產	속성	地產	속성	N	N
地產	재산	地產	재산	N	N
天堂	하늘	天堂	하늘	N	N
框架	프레임	框架	프레임	N	N
框架	프레임워크	框架	프레임워크	N	N
框架	액자	框架	액자	N	N
框架	프레임	框架	프레임	N	N
框架	프레임워크	框架	프레임워크	N	N
中	미디어	中	미디어	N	N
中	중간	中	중간	N	N
巨星	슈퍼스타	巨星	슈퍼+스타	N	N
國旗	깃발	國旗	깃발	N	N
國旗	국기	國旗	국기	N	N
國旗	플래그	國旗	플래그	N	N
判決	심판	判決	심판	N	N
判決	판결	判決	판결	N	N
判決	판단력	判決	판단력	N	N
判決	심판	判決	심판	N	N
判決	판결	判決	판결	N	N
案例	케이스	案例	케이스	N	N
案例	사례	案例	사례	N	N
案例	케이스	案例	케이스	N	N
案例	사례	案例	사례	N	N
周圍	주위	周圍	주위	N	N
周圍	주변	周圍	주변	N	N
職員	사무원	職員	사무원	N	N
原料	재료	原料	재료	N	N
原料	성분	原料	성분	N	N
服裝	의류	服裝	의류	N	N
服裝	옷이	服裝	옷+이	N	N
服裝	의류	服裝	의류	N	N
服裝	의상	服裝	의상	N	N
雷達	레이더	雷達	레이더	N	N
排球	배구	排球	배구	N	N
溫泉	온천	溫泉	온천	N	N
航行	탐색	航行	탐색	N	N
航行	요트	航行	요트	N	N
傾向	경향	傾向	경향	N	N
修復	고쳐	修復	고치+어	V	V
領地	영토	領地	영토	N	N
領地	준주	領地	준주	N	N
飲食	먹기	飲食	먹+기	V	V
社會	사회주의	社會	사회주의	N	N
輻射	방사능	輻射	방사능	N	N
輻射	방사선	輻射	방사선	N	N
輻射	방사성	輻射	방사성	N	N
驚	충격	驚	충격	N	N
驚	쇼크	驚	쇼크	N	N
女友	여자친구	女友	여자+친구	N	N
奶	우유	奶	우유	N	N
季節	계절	季節	계절	N	N
季節	계절	季節	계절	N	N
季節	계절	季節	계절	N	N
生態	생태	生態	생태	N	N
生態	생태학	生態	생태학	N	N
生態	생태학	生態	생태학	N	N
雞	닭고기	雞	닭고기	N	N
夥伴	파트너는	夥伴	파트너+는	N	N
床	침대	床	침대	N	N
床	침대	床	침대	N	N
信任	신탁	信任	신탁	N	N
袋	가방	袋	가방	N	N
袋	가방	袋	가방	N	N
重力	중력	重力	중력	N	N
驅逐	구축함	驅逐	구축+하+ㅁ	V	V
秘書	비서	秘書	비서	N	N
棕	갈색	棕	갈색	N	N
藥物	약물	藥物	약물	N	N
藥物	의약품	藥物	의약품	N	N
藥物	약품	藥物	약품	N	N
藥物	마약	藥物	마약	N	N
藥物	의학	藥物	의학	N	N
藥物	약물	藥物	약물	N	N
藥物	마약	藥物	마약	N	N
藥物	약물	藥物	약물	N	N
藥物	의약품	藥物	의약품	N	N
院校	대학교	院校	대학교	N	N
院校	대학	院校	대학	N	N
死者	희생자	死者	희생자	N	N
古蹟	기념물	古蹟	기념물	N	N
古蹟	기념비	古蹟	기념비	N	N
類別	카테고리	類別	카테고리	N	N
類別	범주	類別	범주	N	N
類別	분류	類別	분류	N	N
類別	클래스	類別	클래스	N	N
類別	수업	類別	수업	N	N
類別	학급	類別	학급	N	N
類別	계급	類別	계급	N	N
類別	클래스	類別	클래스	N	N
類別	수업	類別	수업	N	N
類別	카테고리	類別	카테고리	N	N
類別	카테고리가	類別	카테고리+가	N	N
類別	범주	類別	범주	N	N
類別	분류	類別	분류	N	N
視覺	시각	視覺	시각	N	N
視覺	시력	視覺	시력	N	N
視覺	시각	視覺	시각	N	N
虛構	소설	虛構	소설	N	N
虛構	픽션	虛構	픽션	N	N
支線	공급	支線	공급	N	N
假期	휴일	假期	휴일	N	N
假期	명절	假期	명절	N	N
假期	연휴	假期	연휴	N	N
假期	휴가	假期	휴가	N	N
假期	공휴일	假期	공휴+이+ㄹ	N	N
假期	방학	假期	방학	N	N
假期	휴가	假期	휴가	N	N
假期	휴일	假期	휴일	N	N
假期	연휴	假期	연휴	N	N
假期	공휴일	假期	공휴+이+ㄹ	N	N
假期	명절	假期	명절	N	N
軍人	군인	軍人	군인	N	N
軍人	병사	軍人	병사	N	N
言論	수사학	言論	수사학	N	N
額外	연장	額外	연장	N	N
平日	평일	平日	평일	N	N
平日	평일	平日	평일	N	N
軍官	책임자	軍官	책임자	N	N
軍官	경관	軍官	경관	N	N
軍官	경찰관	軍官	경찰관	N	N
軍官	장교	軍官	장교	N	N
近期	최근	近期	최근	N	N
近期	최근	近期	최근	N	N
物理	물리학	物理	물리학	N	N
物理	물리	物理	물리	N	N
比率	비율	比率	비율	N	N
作業	숙제	作業	숙제	N	N
武力	강제	武力	강제	N	N
創意	창의력	創意	창의력	N	N
創意	창의성	創意	창의성	N	N
當代	현대	當代	현대	N	N
協定	협정	協定	협정	N	N
協定	합의	協定	합의	N	N
協定	협약	協定	협약	N	N
協定	협정	協定	협정	N	N
客機	항공기	客機	항공기	N	N
行人	보행자	行人	보행자	N	N
行人	보행	行人	보행	N	N
行人	보행자	行人	보행자	N	N
規格	사양	規格	사양	N	N
規格	규격	規格	규격	N	N
