serena	serena	serna	serena	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
hit	träff	hit	träff	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
připojen	anslutet	připojený	ansluta	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
připojen	ansluten	připojený	ansluta	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
vždycky	alltid	vždycky	alltid	ADV	ADV
spiknutí	komplott	spiknutí	komplott	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
spiknutí	konspiration	spiknutí	konspiration	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
spiknutí	sammansvärjning	spiknutí	sammansvärjning	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
diskutovat	diskutera	diskutovat	diskutera	V;IPFV;POS;NFIN	V;IMP;FIN;ACT
stanoví	anger	stanovit	ange	V;PFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
stanoví	specificerar	stanovit	specificera	V;PFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
pořady	shower	pořad	showa	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
křesťanská	kristet	křesťanský	kristen	ADJ;NOM;FEM;SG;POS	ADJ;NOM;INDF;NEUT;SG
křesťanská	kristen	křesťanský	kristen	ADJ;NOM;FEM;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
odhalení	avtäckningen	odhalení	avtäckning	N;NOM;NEUT;SG;POS	N;NOM;DEF;MASC+FEM;SG
odhalení	uppenbarelseboken	odhalení	uppenbarelsebok	N;NOM;NEUT;SG;POS	N;NOM;DEF;MASC+FEM;SG
odhalení	uppenbarelse	odhalení	uppenbarelse	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
odhalení	uppenbarelseboken	odhalení	uppenbarelsebok	N;NOM;NEUT;SG;POS	N;NOM;DEF;MASC+FEM;SG
terén	terräng	terén	terräng	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
terén	terrängen	terén	terräng	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
sociolog	sociolog	sociolog	sociolog	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
trend	trend	trend	trend	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
trend	tendens	trend	tendens	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
trend	trenden	trend	trende	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
dno	botten	dno	botten	N;NOM;NEUT;SG;POS	N;NOM;DEF;MASC+FEM;SG
přesvědčen	övertalat	přesvědčený	övertala	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
přesvědčen	övertygad	přesvědčený	övertyga	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
přesvědčen	övertygat	přesvědčený	övertyga	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
aktivista	aktivist	aktivista	aktivist	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
arabové	araber	arabový	araber	N;ANIM;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
císařovna	kejsarinna	císařovna	kejsarinna	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
císařovna	kejsarinnan	císařovna	kejsarinnan	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
udržovat	upprätthålla	udržovat	upprätthålla	V;IPFV;POS;NFIN	V;IMP;FIN;ACT
udržovat	underhålla	udržovat	underhålla	V;IPFV;POS;NFIN	V;IMP;FIN;ACT
udržovat	bibehålla	udržovat	bibehålla	V;IPFV;POS;NFIN	V;NFIN;ACT
zachycuje	fångar	zachycovat	fånga	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
aspekty	aspekter	aspekt	aspekt	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
souvislost	anslutningen	souvislost	anslutning	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
souvislost	anknytning	souvislost	anknytning	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
souvislost	koppling	souvislost	koppling	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
souvislost	anslutning	souvislost	anslutning	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
souvislost	samband	souvislost	samband	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
souvislost	länk	souvislost	länk	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
souvislost	länken	souvislost	länk	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
výuky	undervisning	výuka	undervisning	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
pobočka	gren	pobočka	gren	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
pobočka	filial	pobočka	filial	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
pobočka	branch	pobočka	branch	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
pobočka	grenen	pobočka	gren	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
irena	irena	iren	iren	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
švýcarské	schweizisk	švýcarský	schweizisk	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
ukládání	sparande	ukládání	sparande	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
dočasné	tillfällig	dočasný	tillfällig	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
dočasné	temporär	dočasný	temporär	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
chaty	stugor	chata	stuga	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
fakta	fakta	faktum	faktum	N;NOM;NEUT;PL;POS	N;NOM;INDF;NEUT;PL
admirál	admiral	admirál	admiral	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
admirál	amiralen	admirál	amiral	N;ANIM;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
řazení	rangordningen	řazení	rangordning	N;NOM;NEUT;SG;POS	N;NOM;DEF;MASC+FEM;SG
řazení	rangordning	řazení	rangordning	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
tkáně	vävnader	tkáň	vävnad	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
orel	eagle	orel	eagle	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
orel	örn	orel	örn	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
orel	örnen	orel	örn	N;ANIM;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
orel	klave	orel	klav	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
jasný	klart	jasný	klar	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG
jasný	tydlig	jasný	tydlig	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
učebnice	läroböcker	učebnice	lärobokock	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
ozbrojené	beväpnade	ozbrojený	beväpna	ADJ;NOM;MASC;PL;POS	ADJ;NOM;PL;PST;V.PTCP
ozbrojené	väpnade	ozbrojený	väpna	ADJ;NOM;MASC;PL;POS	ADJ;NOM;PL;PST;V.PTCP
poskytl	tillhandahöll	poskytnout	tillhandahöll	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
patnáct	femton	patnáct	femton	NUM;NOM;SG	NUM;NOM
vypukla	utbröt	vypuknout	utbrö	V;PFV;POS;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
hity	hits	hit	hits	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
tragédie	tragedin	tragedie	tragedi	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
tragédie	tragedi	tragedie	tragedi	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
kritické	kritisk	kritický	kritisk	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
kritické	kritiskt	kritický	kritisk	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;NEUT;SG
cenné	värdefulla	cenný	värdefull	ADJ;NOM;MASC;PL;POS	ADJ;NOM;PL
faktor	faktorn	faktor	faktor	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
faktor	faktor	faktor	faktor	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
soudy	domstolar	soud	domstol	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
soudy	domstolarna	soud	domstol	N;INAN;NOM;MASC;PL;POS	N;NOM;DEF;MASC+FEM;PL
příbuzný	släkting	příbuzný	släkting	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
chodit	promenerar	chodit	promenera	V;IPFV;POS;NFIN	V;IND;PRS;FIN;ACT
chodit	promenera	chodit	promenera	V;IPFV;POS;NFIN	V;IMP;FIN;ACT
nežádoucí	oönskad	žádoucí	oönska	ADJ;NOM;MASC;SG;NEG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
nežádoucí	oönskat	žádoucí	oönska	ADJ;NOM;MASC;SG;NEG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
nežádoucí	oönskad	žádoucí	oönska	ADJ;NOM;MASC;SG;NEG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
nežádoucí	oönskat	žádoucí	oönska	ADJ;NOM;MASC;SG;NEG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
vrah	killer	vrah	kill	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
vrah	mördaren	vrah	mördare	N;ANIM;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
tvůrci	skapare	tvůrce	skapare	N;ANIM;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
tvůrci	skapare	tvůrce	skapare	N;ANIM;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
potenciální	potentiell	potenciální	potentiell	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
potenciální	potentiellt	potenciální	potentiell	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG
souboj	duell	souboj	duell	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
souboj	duellen	souboj	duell	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
znečištění	förorening	znečištění	förorening	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
znečištění	miljöförstöring	znečištění	miljöförstöring	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
bytosti	varelser	bytost	varelse	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
bytosti	varelser	bytost	varelse	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
léčení	läkning	léčení	läkning	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
léčení	behandling	léčení	behandling	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
léčení	behandlingen	léčení	behandling	N;NOM;NEUT;SG;POS	N;NOM;DEF;MASC+FEM;SG
písničky	låtar	písnička	låta	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
písničky	sånger	písnička	sång	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
vyžadují	kräver	vyžadovat	kräva	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
bolest	smärta	bolest	smärta	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
bolest	pain	bolest	pain	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
bolest	värk	bolest	värk	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
peugeot	peugeot	peugeot	peugeot	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
opakování	upprepning	opakování	upprepning	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
opakování	repetition	opakování	repetition	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
opakování	upprepning	opakování	upprepning	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
opakování	repris	opakování	repris	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
roviny	slätter	rovina	slätta	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
rozvíjí	utvecklar	rozvíjet	utveckla	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
doporučená	rekommenderat	doporučený	rekommenderat	ADJ;NOM;FEM;SG;POS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
doporučená	rekommenderad	doporučený	rekommenderad	ADJ;NOM;FEM;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
leonard	leonard	leonard	leonard	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
stupnice	fjäll	stupnice	fjäll	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
stupnice	skalan	stupnice	skala	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
stupnice	skala	stupnice	skala	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
přehrada	dam	přehrada	dam	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
přehrada	dammen	přehrada	damm	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
přehrada	damm	přehrada	damm	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
přehrada	reservoar	přehrada	reservoar	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
menšiny	minoriteter	menšina	minoritet	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
sebastian	sebastian	sebastian	sebastian	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
odráží	avspeglar	odrážet	avspegel	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
odráží	återger	odrážet	återge	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
odráží	återspeglar	odrážet	återspegel	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
odráží	reflekterar	odrážet	reflektera	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
usnesení	resolution	usnesení	resolution	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
usnesení	upplösning	usnesení	upplösning	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
stěna	logg	stěna	logg	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
stěna	väggen	stěna	vägg	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
stěna	vägg	stěna	vägg	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
stěna	mur	stěna	mur	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
tendence	tendens	tendence	tendens	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
tendence	benägenhet	tendence	benägenhet	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
tma	mörkret	tma	mörker	N;NOM;FEM;SG;POS	N;NOM;DEF;NEUT;SG
tma	mörker	tma	mörker	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
kořist	booty	kořist	booty	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
demonstrace	demonstration	demonstrace	demonstration	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
posílení	förstärkning	posílení	förstärkning	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
posílení	förstärkning	posílení	förstärkning	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
interní	intern	interní	intern	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
rohy	hörnen	roh	hörn	N;INAN;NOM;MASC;PL;POS	N;NOM;DEF;NEUT;PL
rohy	hornen	roh	horn	N;INAN;NOM;MASC;PL;POS	N;NOM;DEF;NEUT;PL
odstraněny	borttagna	odstraněný	bortta	ADJ;INAN;PL;POS;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
úbočí	bergssidan	úbočí	bergssida	N;NOM;NEUT;SG;POS	N;NOM;DEF;MASC+FEM;SG
spuštění	start	spuštění	star	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
spuštění	lansering	spuštění	lansering	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
spuštění	sjösättning	spuštění	sjösättning	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
spuštění	lansering	spuštění	lansering	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
spuštění	avfyrning	spuštění	avfyrning	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
spuštění	uppskjutning	spuštění	uppskjutning	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
lotus	lotus	lotus	lotus	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
dodává	tillfogar	dodávat	tillfoga	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
dodává	levererar	dodávat	leverera	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
váhy	vikter	váha	vikt	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
závislá	beroende	závislý	beroende	ADJ;NOM;FEM;SG;POS	ADJ;NOM;PRS;V.PTCP
závislá	beroende	závislý	beroende	ADJ;NOM;FEM;SG;POS	ADJ;NOM;PRS;V.PTCP
bibliografie	bibliografi	bibliografie	bibliografi	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
hnědá	brunt	hnědý	brunt	ADJ;NOM;FEM;SG;POS	ADJ;NOM;INDF;NEUT;SG
potter	potter	potter	pott	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
těsné	trångt	těsný	trång	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;NEUT;SG
těsné	snäv	těsný	snäv	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
náboje	patroner	náboj	patron	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
náboje	kulor	náboj	kula	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
náboje	snäckor	náboj	snäcka	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
náhradní	ersättande	náhradní	ersätta	ADJ;NOM;MASC;SG;POS	ADJ;NOM;PRS;V.PTCP
sportovec	idrottsman	sportovec	idrottsman	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
sportovec	idrottsman	sportovec	idrottsman	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
fyzika	fysik	fyzika	fysik	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
krk	hals	krk	hals	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
krk	nacken	krk	nacken	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
krk	nacke	krk	nacke	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
rameno	axeln	rameno	axel	N;NOM;NEUT;SG;POS	N;NOM;DEF;MASC+FEM;SG
rameno	skuldra	rameno	skuldra	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
rameno	bog	rameno	bog	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
automatické	automatiskt	automatický	automatisk	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;NEUT;SG
automatické	automatiskt	automatický	automatisk	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;NEUT;SG
živá	levande	živý	levande	ADJ;NOM;FEM;SG;POS	ADJ;NOM;PRS;V.PTCP
živá	livligt	živý	livlig	ADJ;NOM;FEM;SG;POS	ADJ;NOM;INDF;NEUT;SG
živá	livlig	živý	livlig	ADJ;NOM;FEM;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
živá	levande	živý	levande	ADJ;NOM;FEM;SG;POS	ADJ;NOM;PRS;V.PTCP
spektrum	spektrum	spektrum	spektrum	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
integrace	integrering	integrace	integrering	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
integrace	integration	integrace	integration	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
integrace	integrationen	integrace	integration	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
mediawiki	mediawiki	mediawiki	mediawiki	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
upozornit	meddela	upozornit	meddela	V;PFV;POS;NFIN	V;IMP;FIN;ACT
upozornit	underrätta	upozornit	underrätta	V;PFV;POS;NFIN	V;IMP;FIN;ACT
pečlivě	noggrant	pečlivě	noggrann	ADV;POS	ADV
pečlivě	försiktigt	pečlivě	försiktig	ADV;POS	ADV
pečlivě	noga	pečlivě	noga	ADV;POS	ADV
pečlivě	omsorgsfullt	pečlivě	omsorgsfull	ADV;POS	ADV
vyzval	utmanade	vyzvat	utmana	V;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;PST;V.PTCP;ACT
disciplíny	discipliner	disciplína	disciplin	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
robinson	robinson	robinson	robinson	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
duo	duo	duo	duo	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
lékařská	medicinsk	lékařský	medicinsk	ADJ;NOM;FEM;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
lékařská	medicinskt	lékařský	medicinsk	ADJ;NOM;FEM;SG;POS	ADJ;NOM;INDF;NEUT;SG
otevřeně	öppet	otevřeně	öppen	ADV;POS	ADV
vražda	mord	vražda	mord	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
vražda	mord	vražda	mord	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
příjmy	inkomster	příjem	inkomst	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
příjmy	intäkter	příjem	intäkt	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
příjmy	inkomster	příjem	inkomst	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
příjmy	intäkter	příjem	intäkt	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
příjmy	inkomster	příjem	inkomst	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
příjmy	intäkter	příjem	intäkt	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
příjmy	kvitton	příjem	kvitton	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;NEUT;PL
příjmy	intäkter	příjem	intäkt	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
hnízdo	näste	hnízdo	näste	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
rozlišuje	särskiljer	rozlišovat	särskilj	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
rozlišuje	utmärker	rozlišovat	utmärka	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
rozlišuje	skiljer	rozlišovat	skilja	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
rozvod	skilsmässa	rozvod	skilsmässa	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
poskytování	tillhandahållande	poskytování	tillhandahållande	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
poskytování	bestämmelse	poskytování	bestämmelse	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
spotřeba	konsumtion	spotřeba	konsumtion	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
spotřeba	förbrukning	spotřeba	förbrukning	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
spotřeba	förbrukningen	spotřeba	förbrukning	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
bohatý	rikt	bohatý	rik	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG
bohatý	rik	bohatý	rik	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
bohatý	förmögen	bohatý	förmög	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
výchova	uppfostran	výchova	uppfostran	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
výchova	uppfostran	výchova	uppfostran	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
konflikty	konflikterna	konflikt	konflikt	N;INAN;NOM;MASC;PL;POS	N;NOM;DEF;MASC+FEM;PL
konflikty	konflikter	konflikt	konflikt	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
konflikty	konflikter	konflikt	konflikt	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
creek	bäcken	creek	bäck	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
creek	creek	creek	creek	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
saturn	saturnus	saturn	saturnus	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
malba	tavla	malba	tavla	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
malba	målning	malba	målning	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
šedé	grått	šedý	gråda	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;NEUT;SG
šedé	grått	šedý	gråda	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;NEUT;SG
podloží	berggrunden	podloží	berggrund	N;NOM;NEUT;SG;POS	N;NOM;DEF;MASC+FEM;SG
