kegubernuran	gubernie	kegubernuran	gubernie	N;SG	N;NOM;FEM;SG;POS
tingkah	rozmar	tingkah	rozmar	N;SG	N;INAN;NOM;MASC;SG;POS
tingkah	chování	tingkah	chování	N;SG	N;NOM;NEUT;SG;POS
ketahanan	výdrž	ketahanan	výdrž	N;SG	N;NOM;FEM;SG;POS
ketahanan	vytrvalost	ketahanan	vytrvalost	N;SG	N;NOM;FEM;SG;POS
ketahanan	odolnost	ketahanan	odolnost	N;SG	N;NOM;FEM;SG;POS
ketahanan	odolnost	ketahanan	odolnost	N;SG	N;NOM;FEM;SG;POS
ketahanan	odboj	ketahanan	odboj	N;SG	N;INAN;NOM;MASC;SG;POS
ketahanan	odpor	ketahanan	odpor	N;SG	N;INAN;NOM;MASC;SG;POS
ketahanan	rezistence	ketahanan	rezistence	N;SG	N;NOM;FEM;SG;POS
beku	polevou	beku	poleva	N;SG	N;INS;FEM;SG;POS
beku	mráz	beku	mráz	N;SG	N;ANIM;NOM;MASC;SG;POS
desktop	plocha	desktop	plocha	N;SG	N;NOM;FEM;SG;POS
metabolisme	metabolismu	metabolisme	metabolismus	N;SG	N;INAN;GEN;MASC;SG;POS
metabolisme	metabolismus	metabolisme	metabolismus	N;SG	N;INAN;NOM;MASC;SG;POS
mediawiki	mediawiki	mediawiki	mediawiki	N	N;NOM;FEM;SG;POS
surel	poštu	surel	pošta	N	N;ACC;FEM;SG;POS
surel	mail	surel	mail	N	N;INAN;NOM;MASC;SG;POS
surel	pošta	surel	pošta	N	N;NOM;FEM;SG;POS
surel	poštou	surel	pošta	N	N;INS;FEM;SG;POS
surel	email	surel	email	N	N;INAN;NOM;MASC;SG;POS
tren	trend	tren	trend	N;SG	N;INAN;NOM;MASC;SG;POS
tren	tendence	tren	tendence	N;SG	N;NOM;FEM;SG;POS
perusak	torpédoborec	penrusak	torpédoborec	N;SG	N;INAN;NOM;MASC;SG;POS
perusak	ničitel	penrusak	ničitel	N;SG	N;ANIM;NOM;MASC;SG;POS
aluminium	hliník	aluminium	hliník	N;SG	N;INAN;NOM;MASC;SG;POS
aluminium	hliník	aluminium	hliník	N;SG	N;INAN;NOM;MASC;SG;POS
ranah	domény	ranah	doména	N	N;NOM;FEM;PL;POS
ranah	domény	ranah	doména	N	N;NOM;FEM;PL;POS
natrium	sodíku	natrium	sodík	N	N;INAN;GEN;MASC;SG;POS
banteng	býk	banteng	býk	N;SG	N;ANIM;NOM;MASC;SG;POS
kabin	kabiny	kabin	kabina	N	N;NOM;FEM;PL;POS
kabin	chatě	kabin	chata	N	N;DAT;FEM;SG;POS
kabin	chata	kabin	chata	N	N;NOM;FEM;SG;POS
kabin	chaty	kabin	chata	N	N;NOM;FEM;PL;POS
kabin	kabina	kabin	kabina	N	N;NOM;FEM;SG;POS
gencatan	příměří	gencatan	příměří	N;SG	N;NOM;NEUT;SG;POS
hyundai	hyundai	hyundai	hyunda	N	N;NOM;MASC;SG;POS
daur	cyklu	daur	cyklus	N;SG	N;INAN;GEN;MASC;SG;POS
daur	cyklus	daur	cyklus	N;SG	N;INAN;NOM;MASC;SG;POS
daur	koloběh	daur	koloběh	N;SG	N;INAN;NOM;MASC;SG;POS
komputasi	výpočet	komputasi	výpočet	N;SG	N;INAN;NOM;MASC;SG;POS
piramida	pyramidu	piramida	pyramida	N	N;ACC;FEM;SG;POS
piramida	pyramida	piramida	pyramida	N	N;NOM;FEM;SG;POS
piramida	pyramidy	piramida	pyramida	N	N;NOM;FEM;PL;POS
piramida	pyramid	piramida	pyramid	N	N;NOM;FEM;PL;POS
piramida	pyramidy	piramida	pyramida	N	N;NOM;FEM;PL;POS
semut	mravenec	semut	mravenec	N;SG	N;ANIM;NOM;MASC;SG;POS
mengamankan	zajistit	menamankan	zajistit	V;SG;ACT	V;PFV;POS;NFIN
mengamankan	zabezpečit	menamankan	zabezpečit	V;SG;ACT	V;PFV;POS;NFIN
percetakan	tisk	percetakan	tisk	N;SG	N;INAN;NOM;MASC;SG;POS
percetakan	tiskárna	percetakan	tiskárna	N;SG	N;NOM;FEM;SG;POS
motivasi	motivace	motivasi	motivace	N;SG	N;NOM;FEM;SG;POS
motivasi	motivaci	motivasi	motivace	N;SG	N;ACC;FEM;SG;POS
kas	hotovosti	kas	hotovost	N;SG	N;NOM;FEM;SG;POS
kas	hotovost	kas	hotovost	N;SG	N;NOM;FEM;SG;POS
kas	cash	kas	cash	N;SG	N;NOM;MASC;SG;POS
teknisi	technik	teknisi	technik	N;SG	N;ANIM;NOM;MASC;SG;POS
teknisi	technika	teknisi	technika	N;SG	N;NOM;FEM;SG;POS
teknisi	inženýr	teknisi	inženýr	N;SG	N;ANIM;NOM;MASC;SG;POS
indikator	ukazatel	indikator	ukazatel	N;SG	N;INAN;NOM;MASC;SG;POS
indikator	indikátor	indikator	indikátor	N;SG	N;INAN;NOM;MASC;SG;POS
helium	helium	helium	helium	N	N;NOM;NEUT;SG;POS
kemarahan	hněv	kemarahan	hněv	N;SG	N;INAN;NOM;MASC;SG;POS
kemarahan	zloba	kemarahan	zloba	N;SG	N;NOM;FEM;SG;POS
kemarahan	vztek	kemarahan	vztek	N;SG	N;INAN;NOM;MASC;SG;POS
kemarahan	zlost	kemarahan	zlost	N;SG	N;NOM;FEM;SG;POS
kemarahan	fury	kemarahan	fura	N;SG	N;NOM;FEM;SG;POS
kemarahan	zuřivost	kemarahan	zuřivost	N;SG	N;NOM;FEM;SG;POS
kemarahan	rozhořčení	kemarahan	rozhořčení	N;SG	N;NOM;NEUT;SG;POS
kemarahan	zuřivost	kemarahan	zuřivost	N;SG	N;NOM;FEM;SG;POS
kemarahan	hněv	kemarahan	hněv	N;SG	N;INAN;NOM;MASC;SG;POS
kemarahan	vztek	kemarahan	vztek	N;SG	N;INAN;NOM;MASC;SG;POS
kemarahan	zlost	kemarahan	zlost	N;SG	N;NOM;FEM;SG;POS
notaris	notář	notaris	notář	N	N;ANIM;NOM;MASC;SG;POS
pembeli	kupec	penbeli	kupec	N;SG	N;ANIM;NOM;MASC;SG;POS
mengobati	ošetřit	menobati	ošetřit	V;SG;ACT	V;PFV;POS;NFIN
mengobati	léčit	menobati	léčit	V;SG;ACT	V;IPFV;POS;NFIN
sunting	úprava	sunting	úprava	N	N;NOM;FEM;SG;POS
sunting	úpravy	sunting	úprava	N	N;NOM;FEM;PL;POS
sunting	úprav	sunting	úprava	N	N;GEN;FEM;PL;POS
taat	poslušný	taat	poslušný	ADJ;SG	ADJ;ANIM;NOM;MASC;SG;POS
kehamilan	těhotenství	kehamilan	těhotenství	N;SG	N;NOM;NEUT;SG;POS
balas	odpovědět	balas	odpovědět	V;SG;ACT	V;POS;NFIN
keberanian	odvaha	keberanian	odvaha	N;SG	N;NOM;FEM;SG;POS
keberanian	kuráž	keberanian	kuráž	N;SG	N;NOM;FEM;SG;POS
keberanian	odvahu	keberanian	odvaha	N;SG	N;ACC;FEM;SG;POS
keberanian	statečnost	keberanian	statečnost	N;SG	N;NOM;FEM;SG;POS
sekte	kult	sekte	kult	N	N;INAN;NOM;MASC;SG;POS
sekte	sekta	sekte	sekta	N	N;NOM;FEM;SG;POS
sekte	sekta	sekte	sekta	N	N;NOM;FEM;SG;POS
sekte	sekty	sekte	sekta	N	N;NOM;FEM;PL;POS
tangki	tanker	tangki	tanker	N;SG	N;INAN;NOM;MASC;SG;POS
tangki	tanku	tangki	tank	N;SG	N;INAN;DAT;MASC;SG;POS
tangki	tank	tangki	tank	N;SG	N;INAN;NOM;MASC;SG;POS
tangki	nádrž	tangki	nádrž	N;SG	N;NOM;FEM;SG;POS
saingan	soupeř	saingan	soupeř	N;SG	N;ANIM;NOM;MASC;SG;POS
antologi	antologie	antologi	antologie	N	N;NOM;FEM;SG;POS
fluida	tekutiny	fluida	tekutina	N	N;NOM;FEM;PL;POS
fluida	tekutina	fluida	tekutina	N	N;NOM;FEM;SG;POS
pesanan	pořádek	pesanan	pořádek	N;SG	N;INAN;NOM;MASC;SG;POS
pesanan	řád	pesanan	řád	N;SG	N;INAN;NOM;MASC;SG;POS
pesanan	pořadí	pesanan	pořadí	N;SG	N;NOM;NEUT;SG;POS
pesanan	objednávka	pesanan	objednávka	N;SG	N;NOM;FEM;SG;POS
restorasi	obnovení	restorasi	obnovení	N;SG	N;NOM;NEUT;SG;POS
restorasi	obnova	restorasi	obnova	N;SG	N;NOM;FEM;SG;POS
restorasi	renovace	restorasi	renovace	N;SG	N;NOM;FEM;SG;POS
persediaan	zásobování	persediaan	zásobování	N;SG	N;NOM;NEUT;SG;POS
martir	mučedníky	martir	mučedník	N	N;ANIM;ACC;MASC;PL;POS
martir	mučedník	martir	mučedník	N	N;ANIM;NOM;MASC;SG;POS
menggambar	nakreslit	mengambar	nakreslit	V;SG;ACT	V;PFV;POS;NFIN
menggambar	kreslit	mengambar	kreslit	V;SG;ACT	V;IPFV;POS;NFIN
beristirahat	odpočívá	beristirahat	odpočívat	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
glass	sklenice	glass	sklenice	N	N;NOM;FEM;SG;POS
glass	skla	glass	sklo	N	N;NOM;NEUT;PL;POS
glass	sklo	glass	sklo	N	N;NOM;NEUT;SG;POS
benyamin	benjamina	benyamin	benjamina	N	N;ANIM;ACC;MASC;SG;POS
psikologis	psycholog	psikologis	psycholog	N;SG	N;ANIM;NOM;MASC;SG;POS
psikologis	psychologa	psikologis	psycholog	N;SG	N;ANIM;ACC;MASC;SG;POS
kromosom	chromozom	kromosom	chromozom	N;SG	N;INAN;NOM;MASC;SG;POS
konsol	konzole	konsol	konzol	N	N;NOM;FEM;PL;POS
konsol	konzole	konsol	konzol	N	N;NOM;FEM;PL;POS
angkut	přeprava	angkut	přeprava	N;SG;ACT	N;NOM;FEM;SG;POS
angkut	doprava	angkut	doprava	N;SG;ACT	N;NOM;FEM;SG;POS
pakan	krmení	pakan	krmení	N;SG	N;NOM;NEUT;SG;POS
pakan	krmivo	pakan	krmivo	N;SG	N;NOM;NEUT;SG;POS
pakan	krmivo	pakan	krmivo	N;SG	N;NOM;NEUT;SG;POS
landak	dikobraz	landak	dikobraz	N	N;ANIM;NOM;MASC;SG;POS
landak	ježek	landak	ježek	N	N;ANIM;NOM;MASC;SG;POS
fermentasi	kvašení	fermentasi	kvašení	N;SG	N;NOM;NEUT;SG;POS
meditasi	meditace	meditasi	meditace	N;SG	N;NOM;FEM;SG;POS
meditasi	meditaci	meditasi	meditace	N;SG	N;ACC;FEM;SG;POS
kuis	kvíz	kuis	kvízt	N	N;INAN;NOM;MASC;SG;POS
kotoran	bobek	kotoran	bobek	N;SG	N;ANIM;NOM;MASC;SG;POS
kotoran	špína	kotoran	špína	N;SG	N;NOM;FEM;SG;POS
kotoran	špína	kotoran	špína	N;SG	N;NOM;FEM;SG;POS
kotoran	hlína	kotoran	hlína	N;SG	N;NOM;FEM;SG;POS
kotoran	špínu	kotoran	špína	N;SG	N;ACC;FEM;SG;POS
kotoran	bobek	kotoran	bobek	N;SG	N;ANIM;NOM;MASC;SG;POS
kotoran	hovno	kotoran	hovno	N;SG	N;NOM;MASC;SG;POS
keberatan	námitka	keberatan	námitka	N;SG	N;NOM;FEM;SG;POS
keberatan	námitku	keberatan	námitka	N;SG	N;ACC;FEM;SG;POS
agenda	agendu	agenda	agenda	N;SG	N;ACC;FEM;SG;POS
agenda	agenda	agenda	agenda	N;SG	N;NOM;FEM;SG;POS
transistor	tranzistory	transistor	tranzistor	N	N;INAN;NOM;MASC;PL;POS
transistor	tranzistor	transistor	tranzistor	N	N;INAN;NOM;MASC;SG;POS
membenci	nenáviděl	menbenci	nenávidět	V;SG;ACT	V;MASC;SG;NEG;PST;V.PTCP;ACT
membenci	nesnášel	menbenci	snášet	V;SG;ACT	V;IPFV;MASC;SG;NEG;PST;V.PTCP;ACT
membenci	nesnáším	menbenci	snášet	V;SG;ACT	V;IPFV;IND;SG;1;NEG;PRS;FIN;ACT
membenci	nenávidím	menbenci	nenávidět	V;SG;ACT	V;IPFV;IND;SG;1;NEG;PRS;FIN;ACT
membenci	nesnáší	menbenci	snášet	V;SG;ACT	V;IPFV;IND;SG;3;NEG;PRS;FIN;ACT
membenci	nenávidí	menbenci	nenávidět	V;SG;ACT	V;IPFV;IND;SG;3;NEG;PRS;FIN;ACT
sheila	sheila	sheila	sheila	N	N;NOM;FEM;SG;POS
penganiayaan	chaos	penaniayaan	chaos	N;SG	N;INAN;NOM;MASC;SG;POS
penganiayaan	pronásledování	penaniayaan	pronásledování	N;SG	N;NOM;NEUT;SG;POS
pelantikan	vyvolání	penlantikan	vyvolání	N;SG	N;NOM;NEUT;SG;POS
pelantikan	inauguraci	penlantikan	inaugurace	N;SG	N;ACC;FEM;SG;POS
stabilitas	stabilita	stabilitas	stabilita	N;SG	N;NOM;FEM;SG;POS
stabilitas	stability	stabilitas	stabilita	N;SG	N;NOM;FEM;SG;POS
stabilitas	stabilitu	stabilitas	stabilita	N;SG	N;ACC;FEM;SG;POS
antropologi	antropologie	antropologi	antropologie	N	N;NOM;FEM;SG;POS
hutang	dluh	hutang	dluh	N;SG	N;INAN;NOM;MASC;SG;POS
hutang	zadlužení	hutang	zadlužení	N;SG	N;NOM;NEUT;SG;POS
pendahulu	předchůdce	pendahulu	předchůdce	N;SG	N;ANIM;NOM;MASC;SG;POS
membujuk	přesvědčil	menbujuk	přesvědčit	V;SG;ACT	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
membujuk	přesvědčit	menbujuk	přesvědčit	V;SG;ACT	V;PFV;POS;NFIN
degradasi	rozklad	degradasi	rozklad	N;SG	N;INAN;NOM;MASC;SG;POS
degradasi	rozkladu	degradasi	rozklad	N;SG	N;INAN;DAT;MASC;SG;POS
penyelamatan	záchrana	penselamatan	záchrana	N;SG	N;NOM;FEM;SG;POS
penyelamatan	záchranu	penselamatan	záchrana	N;SG	N;ACC;FEM;SG;POS
peliharaan	zvířátko	peliharaan	zvířátko	N;SG	N;NOM;NEUT;SG;POS
peliharaan	mazlíček	peliharaan	mazlíček	N;SG	N;ANIM;NOM;MASC;SG;POS
gif	gif	gif	gif	N;SG	N;INAN;NOM;MASC;SG;POS
simple	jednoduchá	simple	jednoduchý	ADJ	ADJ;NOM;FEM;SG;POS
simple	prosté	simple	prostý	ADJ	ADJ;NOM;NEUT;SG;POS
simple	jednoduchý	simple	jednoduchý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
simple	jednoduché	simple	jednoduchý	ADJ	ADJ;NOM;NEUT;SG;POS
sejuk	hustý	sejuk	hustý	ADJ;SG	ADJ;INAN;NOM;MASC;SG;POS
bibit	osiva	bibit	osivo	N;SG	N;NOM;NEUT;SG;POS
bibit	osivo	bibit	osivo	N;SG	N;NOM;NEUT;SG;POS
bibit	osiva	bibit	osivo	N;SG	N;NOM;NEUT;SG;POS
bibit	semeno	bibit	semeno	N;SG	N;NOM;NEUT;SG;POS
bibit	osivo	bibit	osivo	N;SG	N;NOM;NEUT;SG;POS
mencalonkan	nominovat	mencalonkan	nominovat	V;SG;ACT	V;POS;NFIN
rentan	zranitelné	rentan	zranitelný	ADJ;SG	ADJ;NOM;NEUT;SG;POS
rentan	zranitelný	rentan	zranitelný	ADJ;SG	ADJ;ANIM;NOM;MASC;SG;POS
rentan	zranitelná	rentan	zranitelný	ADJ;SG	ADJ;NOM;FEM;SG;POS
terlambat	pozdní	terlambat	pozdní	ADJ;SG	ADJ;NOM;MASC;SG;POS
pemandu	průvodce	penpandu	průvodce	N;SG	N;ANIM;NOM;MASC;SG;POS
pemandu	příručka	penpandu	příručka	N;SG	N;NOM;FEM;SG;POS
pemandu	průvodce	penpandu	průvodce	N;SG	N;ANIM;NOM;MASC;SG;POS
upah	mzdu	upah	mzda	N;SG	N;ACC;FEM;SG;POS
upah	mzda	upah	mzda	N;SG	N;NOM;FEM;SG;POS
upah	půjčování	upah	půjčování	N;SG	N;NOM;NEUT;SG;POS
upah	mzdu	upah	mzda	N;SG	N;ACC;FEM;SG;POS
upah	mzda	upah	mzda	N;SG	N;NOM;FEM;SG;POS
konsensus	konsensus	konsensus	konsensus	N;SG	N;INAN;NOM;MASC;SG;POS
konsensus	shoda	konsensus	shoda	N;SG	N;NOM;FEM;SG;POS
konsensus	konsenzus	konsensus	konsens	N;SG	N;INAN;NOM;MASC;SG;POS
konsensus	konsensu	konsensus	konsensus	N;SG	N;INAN;GEN;MASC;SG;POS
taufan	tajfun	taufan	tajfun	N;SG	N;INAN;NOM;MASC;SG;POS
merugikan	ublížit	menrugikan	ublížit	V;SG;ACT	V;PFV;POS;NFIN
avatar	avatar	avatar	avatar	N;SG	N;INAN;NOM;MASC;SG;POS
memperingatkan	varoval	menperingatkan	varovat	V;SG;ACT	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
memperingatkan	varuje	menperingatkan	varovat	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
spiral	spirála	spiral	spirála	N	N;NOM;FEM;SG;POS
spiral	spirály	spiral	spirála	N	N;NOM;FEM;PL;POS
potong	řez	potong	řez	N;SG;ACT	N;INAN;NOM;MASC;SG;POS
potong	střih	potong	střih	N;SG;ACT	N;INAN;NOM;MASC;SG;POS
potong	úroda	potong	úroda	N;SG;ACT	N;NOM;FEM;SG;POS
memikirkan	přemýšlím	menpikirkan	přemýšlet	V;SG;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
regulasi	předpis	regulasi	předpis	N;SG	N;INAN;NOM;MASC;SG;POS
regulasi	regulace	regulasi	regulace	N;SG	N;NOM;FEM;SG;POS
regulasi	nařízení	regulasi	nařízení	N;SG	N;NOM;NEUT;SG;POS
menyewa	najmout	mensewa	najmout	V;SG;ACT	V;POS;NFIN
menyewa	najmout	mensewa	najmout	V;SG;ACT	V;POS;NFIN
pengumpulan	shromáždění	penkumpulan	shromáždění	N;SG	N;NOM;NEUT;SG;POS
pengumpulan	shromažďování	penkumpulan	shromažďování	N;SG	N;NOM;NEUT;SG;POS
pengumpulan	agregace	penkumpulan	agregace	N;SG	N;NOM;FEM;SG;POS
menyumbang	daroval	mensumbang	darovat	V;SG;ACT	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
menyumbang	přispět	mensumbang	přispět	V;SG;ACT	V;POS;NFIN
menyumbang	darovat	mensumbang	darovat	V;SG;ACT	V;IPFV;POS;NFIN
membandingkan	porovnávat	menbandingkan	porovnávat	V;SG;ACT	V;IPFV;POS;NFIN
membandingkan	porovnat	menbandingkan	porovnat	V;SG;ACT	V;PFV;POS;NFIN
membandingkan	srovnat	menbandingkan	srovnat	V;SG;ACT	V;PFV;POS;NFIN
membandingkan	porovnává	menbandingkan	porovnávat	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
perumpamaan	podobenství	perumpamaan	podobenství	N;SG	N;NOM;NEUT;SG;POS
sedimen	sedimentu	sedimen	sediment	N;SG	N;INAN;GEN;MASC;SG;POS
menghubungi	kontaktoval	menhubungi	kontaktovat	V;SG;ACT	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
penembakan	střílení	pentembakan	střílení	N;SG	N;NOM;NEUT;SG;POS
penembakan	zastřelení	pentembakan	zastřelení	N;SG	N;NOM;NEUT;SG;POS
penembakan	střelba	pentembakan	střelba	N;SG	N;NOM;FEM;SG;POS
penembakan	střílení	pentembakan	střílení	N;SG	N;NOM;NEUT;SG;POS
pucat	bledá	pucat	bledat	ADJ;SG	ADJ;NOM;FEM;SG;POS
pucat	bledý	pucat	bledý	ADJ;SG	ADJ;ANIM;NOM;MASC;SG;POS
register	registry	register	registr	N	N;INAN;NOM;MASC;PL;POS
register	registr	register	registr	N	N;INAN;NOM;MASC;SG;POS
lift	výtahy	lift	výtah	N	N;INAN;NOM;MASC;PL;POS
lift	výtah	lift	výtah	N	N;INAN;NOM;MASC;SG;POS
lift	výtahy	lift	výtah	N	N;INAN;NOM;MASC;PL;POS
lift	výtah	lift	výtah	N	N;INAN;NOM;MASC;SG;POS
menduga	hádal	menduga	hádat	V;SG;ACT	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
menduga	očekávám	menduga	očekávat	V;SG;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
sunnah	sunna	sunnah	sunna	N;SG	N;NOM;FEM;SG;POS
amfibi	obojživelník	amfibi	obojživelník	N;SG	N;ANIM;NOM;MASC;SG;POS
ubi	jam	ubi	jam	N;SG	N;NOM;MASC;SG;POS
monitor	monitor	monitor	monitor	N;SG	N;INAN;NOM;MASC;SG;POS
pelestarian	zachování	pelestarian	zachování	N;SG	N;NOM;NEUT;SG;POS
pelestarian	uchování	pelestarian	uchování	N;SG	N;NOM;NEUT;SG;POS
pelestarian	uchovávání	pelestarian	uchovávání	N;SG	N;NOM;NEUT;SG;POS
oksidasi	oxidace	oksidasi	oxidace	N;SG	N;NOM;FEM;SG;POS
zakat	almužnu	zakat	almužna	N;SG	N;ACC;FEM;SG;POS
assembly	montáž	assembly	montáž	N	N;NOM;FEM;SG;POS
assembly	sestava	assembly	sestava	N	N;NOM;FEM;SG;POS
assembly	shromáždění	assembly	shromáždění	N	N;NOM;NEUT;SG;POS
pernapasan	dýchání	pernapasan	dýchání	N;SG	N;NOM;NEUT;SG;POS
yudaisme	judaismus	yudaisme	judaismus	N;SG	N;INAN;NOM;MASC;SG;POS
berlian	diamant	berlian	diamant	N;SG	N;INAN;NOM;MASC;SG;POS
penyu	želva	penyu	želva	N	N;NOM;FEM;SG;POS
penyu	želvy	penyu	želva	N	N;NOM;FEM;PL;POS
kemah	kemp	kemah	kemp	N;SG	N;INAN;NOM;MASC;SG;POS
kemah	camp	kemah	camp	N;SG	N;INAN;NOM;MASC;SG;POS
kemah	tábor	kemah	tábor	N;SG	N;INAN;NOM;MASC;SG;POS
cluster	seskupení	cluster	seskupení	N	N;NOM;NEUT;SG;POS
cluster	seskupení	cluster	seskupení	N	N;NOM;NEUT;SG;POS
batubara	uhlí	batubara	uhlí	N;SG	N;NOM;NEUT;SG;POS
fleksibel	pružné	fleksibel	pružný	ADJ;SG	ADJ;NOM;NEUT;SG;POS
fleksibel	flexibilní	fleksibel	flexibilní	ADJ;SG	ADJ;NOM;MASC;SG;POS
bermigrasi	migrovat	bermigrasi	migrovat	V;SG;ACT	V;POS;NFIN
mouse	myš	mouse	myš	N	N;NOM;FEM;SG;POS
mouse	myší	mouse	myš	N	N;NOM;FEM;SG;POS
mouse	myška	mouse	myška	N	N;NOM;FEM;SG;POS
mouse	myši	mouse	myš	N	N;NOM;FEM;SG;POS
melanda	udeřil	menlanda	udeřit	V;SG;ACT	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
mempekerjakan	najme	menpekerjakan	najmout	V;SG;ACT	V;IND;SG;3;POS;PRS;FIN;ACT
mempekerjakan	najímá	menpekerjakan	najímat	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
mempekerjakan	zaměstnávat	menpekerjakan	zaměstnávat	V;SG;ACT	V;IPFV;POS;NFIN
mempekerjakan	zaměstnat	menpekerjakan	zaměstnat	V;SG;ACT	V;PFV;POS;NFIN
mempekerjakan	najmout	menpekerjakan	najmout	V;SG;ACT	V;POS;NFIN
mempekerjakan	zaměstnává	menpekerjakan	zaměstnávat	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
memuaskan	uspokojit	menpuaskan	uspokojit	V;SG;ACT	V;PFV;POS;NFIN
vihara	klášter	vihara	klášter	N	N;INAN;NOM;MASC;SG;POS
awalan	prefix	awalan	prefix	N;SG	N;INAN;NOM;MASC;SG;POS
awalan	spuštění	awalan	spuštění	N;SG	N;NOM;NEUT;SG;POS
kera	opice	kera	opice	N	N;NOM;FEM;SG;POS
kera	opičák	kera	opičák	N	N;ANIM;NOM;MASC;SG;POS
kera	opice	kera	opice	N	N;NOM;FEM;SG;POS
kera	opička	kera	opička	N	N;NOM;FEM;SG;POS
kera	opice	kera	opice	N	N;NOM;FEM;SG;POS
kera	opic	kera	opice	N	N;NOM;FEM;PL;POS
kera	opice	kera	opice	N	N;NOM;FEM;SG;POS
pencernaan	trávení	pencernaan	trávení	N;SG	N;NOM;NEUT;SG;POS
permen	cukroví	permen	cukroví	N;SG	N;NOM;NEUT;SG;POS
permen	cukroví	permen	cukroví	N;SG	N;NOM;NEUT;SG;POS
permen	candy	permen	cand	N;SG	N;NOM;FEM;SG;POS
pencerahan	zjevení	pencerahan	zjevení	N;SG	N;NOM;NEUT;SG;POS
pencerahan	osvícení	pencerahan	osvícení	N;SG	N;NOM;NEUT;SG;POS
pluto	pluto	pluto	pluto	N	N;NOM;NEUT;SG;POS
kaidah	pravidlo	kaidah	pravidlo	N;SG	N;NOM;NEUT;SG;POS
perkasa	mocná	perkasa	mocný	ADJ;SG	ADJ;NOM;FEM;SG;POS
perkasa	mocný	perkasa	mocný	ADJ;SG	ADJ;ANIM;NOM;MASC;SG;POS
menjanjikan	slibuje	menjanjikan	slibovat	V;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
diabetes	diabetik	diabetes	diabetik	N;SG	N;ANIM;NOM;MASC;SG;POS
diabetes	diabetu	diabetes	diabet	N;SG	N;INAN;GEN;MASC;SG;POS
diabetes	cukrovku	diabetes	cukrovka	N;SG	N;ACC;FEM;SG;POS
diabetes	diabetes	diabetes	diabetes	N;SG	N;INAN;NOM;MASC;SG;POS
melukai	zranit	menlukai	zranit	V;SG;ACT	V;PFV;POS;NFIN
klorida	chlorid	klorida	chlorid	N	N;INAN;NOM;MASC;SG;POS
kacamata	brýle	kacamata	brýle	N	N;NOM;FEM;PL;POS
kacamata	skleničky	kacamata	sklenička	N	N;NOM;FEM;PL;POS
kacamata	sklenice	kacamata	sklenice	N	N;NOM;FEM;SG;POS
kacamata	brýle	kacamata	brýle	N	N;NOM;FEM;PL;POS
tukar	přepínač	tukar	přepínač	N;SG;ACT	N;INAN;NOM;MASC;SG;POS
tukar	výměna	tukar	výměna	N;SG;ACT	N;NOM;FEM;SG;POS
tukar	výměnu	tukar	výměna	N;SG;ACT	N;ACC;FEM;SG;POS
persaudaraan	bratrství	persaudaraan	bratrství	N;SG	N;NOM;NEUT;SG;POS
persaudaraan	bratrstvo	persaudaraan	bratrstvo	N;SG	N;NOM;NEUT;SG;POS
persaudaraan	bratrství	persaudaraan	bratrství	N;SG	N;NOM;NEUT;SG;POS
persaudaraan	bratrstvo	persaudaraan	bratrstvo	N;SG	N;NOM;NEUT;SG;POS
derek	jeřáb	derek	jeřáb	N	N;INAN;NOM;MASC;SG;POS
derek	dereka	derek	dereka	N	N;ANIM;ACC;MASC;SG;POS
glukosa	glukózy	glukosa	glukóza	N	N;NOM;FEM;PL;POS
eksekusi	poprava	eksekusi	poprava	N;SG	N;NOM;FEM;SG;POS
eksekusi	vykonání	eksekusi	vykonání	N;SG	N;NOM;NEUT;SG;POS
eksekusi	provedení	eksekusi	provedení	N;SG	N;NOM;NEUT;SG;POS
eksekusi	popravu	eksekusi	poprava	N;SG	N;ACC;FEM;SG;POS
iphone	iphone	iphone	iphona	N	N;INAN;NOM;MASC;SG;POS
miliki	mít	miliki	mít	V;SG;ACT	V;POS;NFIN
penafsiran	výklad	penafsiran	výklad	N;SG	N;INAN;NOM;MASC;SG;POS
penafsiran	interpretace	penafsiran	interpretace	N;SG	N;NOM;FEM;SG;POS
penafsiran	tlumočení	penafsiran	tlumočení	N;SG	N;NOM;NEUT;SG;POS
matematikawan	matematik	matematikawan	matematik	N	N;ANIM;NOM;MASC;SG;POS
matematikawan	matematici	matematikawan	matematik	N	N;ANIM;NOM;MASC;PL;POS
