com	مع	com	مَعَ	ADP	ADP;ACC
legado	تراث	legado	تُرَاث	N;MASC;SG	N;NOM;INDF;SG
legado	التراث	legado	تُرَاث	N;MASC;SG	N;NOM;DEF;SG
legado	الارث	legado	أَرث	N;MASC;SG	N;NOM;DEF;SG
revolucionário	الثورية	revolucionário	ثُورِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
excesso	فائض	excesso	فَائِض	N;MASC;SG	N;NOM;INDF;SG
excesso	الفائض	excesso	فَائِض	N;MASC;SG	N;NOM;DEF;SG
entradas	مدخلات	entrada	مدخلات	N;FEM;PL	N;NOM;INDF;PL
entradas	المدخلات	entrada	مُدخِلَة	N;FEM;PL	N;NOM;DEF;PL
entradas	مساهمات	entrada	مُسَاهَمَة	N;FEM;PL	N;NOM;INDF;PL
entradas	مداخل	entrada	مَدخَل	N;FEM;PL	N;NOM;INDF;PL
entradas	مدخلات	entrada	مدخلات	N;FEM;PL	N;NOM;INDF;PL
entradas	المدخلات	entrada	مُدخِلَة	N;FEM;PL	N;NOM;DEF;PL
ruim	سيئة	ruim	سَيِّئ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
ruim	سيء	ruim	سِيَّة	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
ruim	سيئ	ruim	سَيِّئ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
ruim	سئ	ruim	سَأّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
judicial	قضائية	judicial	قَضَائِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
modalidades	طرائق	modalidade	طَرِيقَة	N;FEM;PL	N;NOM;INDF;PL
modalidades	الطرائق	modalidade	طَرِيقَة	N;FEM;PL	N;NOM;DEF;PL
abadia	الدير	abadia	دَير	N;FEM;SG	N;NOM;DEF;SG
duma	الدوما	doma	الدوما	N;FEM;SG	N;NOM;DEF;SG
polêmica	خلاف	polêmica	خِلَاف	N;FEM;SG	N;NOM;INDF;SG
polêmica	جدل	polêmica	جَدَل	N;FEM;SG	N;NOM;INDF;SG
polêmica	الجدل	polêmica	جَدَل	N;FEM;SG	N;NOM;DEF;SG
polêmica	الخلاف	polêmica	خِلَاف	N;FEM;SG	N;NOM;DEF;SG
crescer	ينمو	crescer	نَمَا	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
crescer	تنمو	crescer	نَمَا	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
secreto	السر	secreto	سُرّ	N;MASC;SG	N;NOM;DEF;SG
mágico	الساحر	mágico	سَاحِر	N;MASC;SG	N;NOM;DEF;SG
mágico	الساحر	mágico	سَاحِر	N;MASC;SG	N;NOM;DEF;SG
mágico	السحر	mágico	سِحر	N;MASC;SG	N;NOM;DEF;SG
mágico	سحر	mágico	سِحر	N;MASC;SG	N;NOM;INDF;SG
protocolo	بروتوكول	protocolo	برُوتُوكُول	N;MASC;SG	N;NOM;INDF;SG
protocolo	البروتوكول	protocolo	برُوتُوكُول	N;MASC;SG	N;NOM;DEF;SG
cristiano	المسيحية	cristiano	مَسِيحِيَّة	N;MASC;SG	N;NOM;DEF;SG
lema	شعار	lema	شِعَار	N;MASC;SG	N;NOM;INDF;SG
son	الابن	son	اِبن	N;MASC;SG	N;NOM;DEF;SG
ângulo	الزاوية	ângulo	زَاوِيَة	N;MASC;SG	N;NOM;DEF;SG
ângulo	زاوية	ângulo	زَاوِيَة	N;MASC;SG	N;NOM;INDF;SG
ângulo	بزاوية	ângulo	بَزَاوِيّ	N;MASC;SG	N;NOM;INDF;SG
procedimentos	الاجراءات	procedimento	إِجرَاء	N;MASC;PL	N;NOM;DEF;PL
procedimentos	اجراءات	procedimento	إِجرَاء	N;MASC;PL	N;NOM;INDF;PL
típica	نموذجية	típico	نَمُوذَجِيّ	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
típica	نموذجي	típico	نَمُوذَجِيّ	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
fantasy	الخيال	fantasy	خِيَال	N;MASC;SG	N;NOM;DEF;SG
fantasy	خيال	fantasy	خيال	N;MASC;SG	N;NOM;INDF;SG
metais	معادن	metal	مَعدِن	N;MASC;PL	N;NOM;INDF;PL
metais	المعادن	metal	مَعدِن	N;MASC;PL	N;NOM;DEF;PL
metais	معادن	metal	مَعدِن	N;MASC;PL	N;NOM;INDF;PL
metais	الفلزات	metal	فَلزَة	N;MASC;PL	N;NOM;DEF;PL
metais	المعادن	metal	مَعدِن	N;MASC;PL	N;NOM;DEF;PL
abandonado	هجرت	abandonar	هَجَر	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
obtendo	جلب	obter	جَلب	V;V.MSDR	V;PFV;MASC;SG;3;ACT
africanos	الافارقة	africano	أَفرِيقِيّ	N;MASC;PL	N;NOM;DEF;PL
testemunhas	شهود	testemunha	شَاهِد	N;FEM;PL	N;NOM;INDF;PL
testemunhas	الشهود	testemunha	شَاهِد	N;FEM;PL	N;NOM;DEF;PL
determinação	العزيمة	determinação	عَزِيمَة	N;FEM;SG	N;NOM;DEF;SG
determinação	عزم	determinação	عَزم	N;FEM;SG	N;NOM;INDF;SG
fighting	قتال	fighting	قِتَال	N;MASC;SG	N;NOM;INDF;SG
fighting	القتال	fighting	قِتَال	N;MASC;SG	N;NOM;DEF;SG
minerais	معادن	mineral	مَعدِن	N;MASC;PL	N;NOM;INDF;PL
minerais	المعادن	mineral	مَعدِن	N;MASC;PL	N;NOM;DEF;PL
minerais	معادن	mineral	مَعدِن	N;MASC;PL	N;NOM;INDF;PL
minerais	المعادن	mineral	مَعدِن	N;MASC;PL	N;NOM;DEF;PL
decoração	الديكور	decoração	الديكور	N;FEM;SG	N;NOM;DEF;SG
decoração	الديكور	decoração	الديكور	N;FEM;SG	N;NOM;DEF;SG
decoração	تزيين	decoração	تَزيِين	N;FEM;SG	N;NOM;INDF;SG
secret	السر	secret	سُرّ	N;MASC;SG	N;NOM;DEF;SG
azuis	زرقاء	azul	زَرِيق	N;MASC;PL	N;NOM;INDF;PL
diretora	مديرة	diretora	مُدِيرَة	N;FEM;SG	N;NOM;INDF;SG
diretora	مدير	diretora	مُدِير	N;FEM;SG	N;NOM;INDF;SG
diretora	المديرة	diretora	مُدِير	N;FEM;SG	N;NOM;DEF;SG
diretora	المدير	diretora	مُدِير	N;FEM;SG	N;NOM;DEF;SG
diretora	المخرج	diretora	مُخرِج	N;FEM;SG	N;NOM;DEF;SG
diretora	مخرج	diretora	مَخرَج	N;FEM;SG	N;NOM;INDF;SG
moléculas	جزيئات	molécula	جَزِيمَة	N;FEM;PL	N;NOM;INDF;PL
previsão	التوقع	previsão	تَوَقُّع	N;FEM;SG	N;NOM;DEF;SG
previsão	التنبؤ	previsão	تَنَبُّؤ	N;FEM;SG	N;NOM;DEF;SG
comentou	علق	comentar	عَلَّق	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
acre	فدان	acrir	فَدَّان	N;MASC;SG	N;NOM;INDF;SG
melhoria	تحسين	melhoria	تَحسِين	N;FEM;SG	N;NOM;INDF;SG
melhoria	التحسين	melhoria	تَحسِين	N;FEM;SG	N;NOM;DEF;SG
melhoria	التحسن	melhoria	تَحَسُّن	N;FEM;SG	N;NOM;DEF;SG
melhoria	تحسن	melhoria	تَحَسُّن	N;FEM;SG	N;NOM;INDF;SG
melhoria	تحسين	melhoria	تَحسِين	N;FEM;SG	N;NOM;INDF;SG
resolve	يحل	resolver	حَلّ	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
vilas	البلدات	vila	بَلدَة	N;FEM;PL	N;NOM;DEF;PL
vilas	المدن	vila	مَدِينَة	N;FEM;PL	N;NOM;DEF;PL
vilas	بلدات	vila	بَلدَة	N;FEM;PL	N;NOM;INDF;PL
vilas	مدن	vila	مَدِينَة	N;FEM;PL	N;NOM;INDF;PL
vilas	القرى	vila	قَريَة	N;FEM;PL	N;NOM;DEF;PL
vilas	قرى	vila	قَريَة	N;FEM;PL	N;NOM;INDF;PL
censura	لوم	censura	لَوم	N;FEM;SG	N;NOM;INDF;SG
censura	رقابة	censura	رَقَابَة	N;FEM;SG	N;NOM;INDF;SG
censura	الرقابة	censura	رَقَابَة	N;FEM;SG	N;NOM;DEF;SG
assembléia	جمعية	assembléia	جَمعِيَّة	N;FEM;SG	N;NOM;INDF;SG
assembléia	الجمعية	assembléia	جَمعِيَّة	N;FEM;SG	N;NOM;DEF;SG
movido	انتقلت	mover	اِنتَقَل	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
movido	تحركت	mover	تَحَرَّك	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
hell	جحيم	hell	جحيم	N;MASC;SG	N;NOM;INDF;SG
hell	الجحيم	hell	جَحِيم	N;MASC;SG	N;NOM;DEF;SG
supervisor	مشرف	supervisor	مشرف	N;MASC;SG	N;NOM;INDF;SG
supervisor	المشرف	supervisor	مُشرِف	N;MASC;SG	N;NOM;DEF;SG
supervisor	مشرفة	supervisor	مُشَرِّف	N;MASC;SG	N;NOM;INDF;SG
renascimento	النهضة	renascimento	نَهضَة	N;MASC;SG	N;NOM;DEF;SG
renascimento	الانبعاث	renascimento	اِنبِعَاث	N;MASC;SG	N;NOM;DEF;SG
renascimento	انبعاث	renascimento	اِنبِعَاث	N;MASC;SG	N;NOM;INDF;SG
colonos	المستعمرين	colono	مُستَعمِر	N;MASC;PL	N;NOM;DEF;PL
colonos	المستوطنون	colono	مُستَوطِن	N;MASC;PL	N;NOM;DEF;PL
colonos	المستوطنين	colono	مُستَوطِن	N;MASC;PL	N;NOM;DEF;PL
galo	القضيب	galo	قَضِيب	N;MASC;SG	N;NOM;DEF;SG
reuniões	الجلسات	reunião	جَلسَة	N;FEM;PL	N;NOM;DEF;PL
reuniões	الاجتماعات	reunião	اِجتِمَاع	N;FEM;PL	N;NOM;DEF;PL
reuniões	اللقاءات	reunião	لِقَاء	N;FEM;PL	N;NOM;DEF;PL
reuniões	اجتماعات	reunião	اِجتِمَاع	N;FEM;PL	N;NOM;INDF;PL
gerações	الاجيال	geração	جِيل	N;FEM;PL	N;NOM;DEF;PL
gerações	اجيال	geração	اجيال	N;FEM;PL	N;NOM;INDF;PL
capitais	العواصم	capital	عَاصِمَة	N;MASC;PL	N;NOM;DEF;PL
capitais	عواصم	capital	عَاصِمَة	N;MASC;PL	N;NOM;INDF;PL
piso	طابق	piso	طَابِق	N;MASC;SG	N;NOM;INDF;SG
piso	الطابق	piso	طَابِق	N;MASC;SG	N;NOM;DEF;SG
pagina	صفحة	pagina	صَفحَة	N;FEM;SG	N;NOM;INDF;SG
pagina	الصفحة	pagina	صَفحَة	N;FEM;SG	N;NOM;DEF;SG
leme	الدفة	leme	دِفَّة	N;MASC;SG	N;NOM;DEF;SG
leme	دفة	leme	دَفَّة	N;MASC;SG	N;NOM;INDF;SG
selvagem	برية	selvagem	بَرِّيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
formatos	الاشكال	formato	شَكل	N;MASC;PL	N;NOM;DEF;PL
formatos	اشكال	formato	شَكل	N;MASC;PL	N;NOM;INDF;PL
aceitação	القبول	aceitação	قُبُول	N;FEM;SG	N;NOM;DEF;SG
aceitação	قبول	aceitação	قُبُول	N;FEM;SG	N;NOM;INDF;SG
sítios	مواقع	sítio	مَوقِع	N;MASC;PL	N;NOM;INDF;PL
sítios	المواقع	sítio	مَوقِع	N;MASC;PL	N;NOM;DEF;PL
sítios	اماكن	sítio	إِمكَان	N;MASC;PL	N;NOM;INDF;PL
sítios	الاماكن	sítio	مَكَان	N;MASC;PL	N;NOM;DEF;PL
bandeiras	رايات	bandeira	رايات	N;FEM;PL	N;NOM;INDF;PL
bandeiras	الرايات	bandeira	رَايَّة	N;FEM;PL	N;NOM;DEF;PL
bandeiras	شعارات	bandeira	شِعَار	N;FEM;PL	N;NOM;INDF;PL
bandeiras	لافتات	bandeira	لَافِتَة	N;FEM;PL	N;NOM;INDF;PL
túmulo	مقبرة	túmulo	مُقبِر	N;MASC;SG	N;NOM;INDF;SG
túmulo	قبر	túmulo	قَبر	N;MASC;SG	N;NOM;INDF;SG
túmulo	القبر	túmulo	قَبر	N;MASC;SG	N;NOM;DEF;SG
túmulo	المقبرة	túmulo	مُقبِر	N;MASC;SG	N;NOM;DEF;SG
túmulo	القبر	túmulo	قَبر	N;MASC;SG	N;NOM;DEF;SG
túmulo	قبر	túmulo	قَبر	N;MASC;SG	N;NOM;INDF;SG
causada	سببت	causar	سَبَب	V;FEM;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
acampamento	المخيم	acampamento	مُخَيَّم	N;MASC;SG	N;NOM;DEF;SG
acampamento	مخيم	acampamento	مُخَيَّم	N;MASC;SG	N;NOM;INDF;SG
acampamento	معسكر	acampamento	مُعَسكَر	N;MASC;SG	N;NOM;INDF;SG
acampamento	المعسكر	acampamento	مُعَسكَر	N;MASC;SG	N;NOM;DEF;SG
acampamento	التخييم	acampamento	تَخيِيم	N;MASC;SG	N;NOM;DEF;SG
vencido	هزم	vencer	هَزم	V;MASC;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
vencido	هزمت	vencer	هَزم	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
gera	تولد	gerar	تَوَلُّد	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
atribuída	يعزى	atribuir	أَعزَى	V;FEM;SG;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
atribuída	نسبت	atribuir	نَسَب	V;FEM;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
imigração	هجرة	imigração	هِجرَة	N;FEM;SG	N;NOM;INDF;SG
imigração	الهجرة	imigração	هِجرَة	N;FEM;SG	N;NOM;DEF;SG
controvérsia	خلاف	controvérsia	خِلَاف	N;FEM;SG	N;NOM;INDF;SG
controvérsia	جدل	controvérsia	جَدَل	N;FEM;SG	N;NOM;INDF;SG
controvérsia	الجدل	controvérsia	جَدَل	N;FEM;SG	N;NOM;DEF;SG
controvérsia	الخلاف	controvérsia	خِلَاف	N;FEM;SG	N;NOM;DEF;SG
coloração	التلوين	coloração	تَلوِين	N;FEM;SG	N;NOM;DEF;SG
coloração	التلوين	coloração	تَلوِين	N;FEM;SG	N;NOM;DEF;SG
semelhança	الشبه	semelhança	شِبه	N;FEM;SG	N;NOM;DEF;SG
semelhança	تشابه	semelhança	تَشَابُه	N;FEM;SG	N;NOM;INDF;SG
semelhança	الشبه	semelhança	شِبه	N;FEM;SG	N;NOM;DEF;SG
expressa	يعرب	esprimir	عَرَب	V;FEM;SG;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
expressa	اعرب	esprimir	أَعرَب	V;FEM;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
mars	المريخ	mar	مَرِيخ	N;MASC;SG	N;NOM;DEF;SG
mars	مارس	mar	مَارِس	N;MASC;SG	N;GEN;INDF;SG
proprietários	مالكو	proprietário	مَالكُو	N;MASC;PL	N;NOM;INDF;PL
actividades	النشاطات	actividade	نَشَاط	N;FEM;PL	N;NOM;DEF;PL
actividades	انشطة	actividade	نَشَاط	N;FEM;PL	N;NOM;INDF;PL
rapaz	ولد	rapaz	وَلَد	N;MASC;SG	N;NOM;INDF;SG
rapaz	صبي	rapaz	صبي	N;MASC;SG	N;NOM;INDF;SG
rapaz	الولد	rapaz	وَلَد	N;MASC;SG	N;NOM;DEF;SG
rapaz	فتى	rapaz	فَتَى	N;MASC;SG	N;NOM;INDF;SG
divisa	العملة	divisa	عُملَة	N;FEM;SG	N;NOM;DEF;SG
divisa	عملة	divisa	عُملَة	N;FEM;SG	N;NOM;INDF;SG
pleno	الكامل	pleno	كَامِل	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
pleno	كامل	pleno	كَامِل	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
pleno	كاملة	pleno	كَامِل	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
mancha	بقعة	mancha	بقعة	N;FEM;SG	N;NOM;INDF;SG
mamíferos	الثديات	mamífero	ثَدِيَّة	N;MASC;PL	N;NOM;DEF;PL
fracasso	فشل	fracasso	فَشَل	N;MASC;SG	N;NOM;INDF;SG
fracasso	فشل	fracasso	فَشَل	N;MASC;SG	N;NOM;INDF;SG
fracasso	الفشل	fracasso	فَشَل	N;MASC;SG	N;NOM;DEF;SG
armazenamento	مخزن	armazenamento	مَخزَن	N;MASC;SG	N;NOM;INDF;SG
armazenamento	المخزن	armazenamento	مَخزَن	N;MASC;SG	N;NOM;DEF;SG
armazenamento	التخزين	armazenamento	تَخزِين	N;MASC;SG	N;NOM;DEF;SG
armazenamento	تخزين	armazenamento	تَخزِين	N;MASC;SG	N;NOM;INDF;SG
códigos	رموز	código	رَمز	N;MASC;PL	N;NOM;INDF;PL
códigos	الرموز	código	رَمز	N;MASC;PL	N;NOM;DEF;PL
cidadania	مواطنة	cidadania	مُوَاطِنَة	N;FEM;SG	N;NOM;INDF;SG
cidadania	الجنسية	cidadania	جِنسِيَّة	N;FEM;SG	N;NOM;DEF;SG
cidadania	المواطنة	cidadania	مُوَاطَنَة	N;FEM;SG	N;NOM;DEF;SG
acompanhar	تصاحب	acompanhar	تَصَاحُب	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
plena	الكامل	pleno	كَامِل	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
plena	كامل	pleno	كَامِل	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
plena	كاملة	pleno	كَامِل	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
distribuído	توزع	distribuir	توزع	V;MASC;SG;V.PTCP	V;IPFV;FEM;IND;SG;3;FIN;ACT
wolf	الذئب	wolf	ذِئب	N;MASC;SG	N;NOM;DEF;SG
tópicos	مواضيع	tópico	مَوضُوع	N;MASC;PL	N;NOM;INDF;PL
tópicos	موضوعات	tópico	موضوعات	N;MASC;PL	N;NOM;INDF;PL
tópicos	المواضيع	tópico	مَوضُوع	N;MASC;PL	N;NOM;DEF;PL
tópicos	الموضوعات	tópico	مَوضُوع	N;MASC;PL	N;NOM;DEF;PL
tópicos	خيوط	tópico	خيوط	N;MASC;PL	N;NOM;INDF;PL
tópicos	الخيوط	tópico	خَيط	N;MASC;PL	N;NOM;DEF;PL
colaboradores	المساهمين	colaborador	مُسَاهِم	N;MASC;PL	N;NOM;DEF;PL
rotação	الدوران	rotação	دَوَرَان	N;FEM;SG	N;NOM;DEF;SG
rotação	تناوب	rotação	تَنَاوُب	N;FEM;SG	N;NOM;INDF;SG
rotação	دوران	rotação	دَوَرَان	N;FEM;SG	N;NOM;INDF;SG
rotação	التناوب	rotação	تَنَاوُب	N;FEM;SG	N;NOM;DEF;SG
catolicismo	الكاثوليكية	catolicismo	كَاثُولِيكِيّ	N;MASC;SG	N;NOM;DEF;SG
catolicismo	الكاثوليكية	catolicismo	كَاثُولِيكِيّ	N;MASC;SG	N;NOM;DEF;SG
destruída	دمر	destruir	دَمَّر	V;FEM;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
destruída	دمرت	destruir	دَمَّر	V;FEM;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
ciclone	اعصار	ciclone	إِعصَار	N;MASC;SG	N;NOM;INDF;SG
ciclone	الاعصار	ciclone	عَصَر	N;MASC;SG	N;NOM;DEF;SG
terrenos	اراض	terreno	أَرض	N;MASC;PL	N;NOM;INDF;PL
terrenos	الاراضي	terreno	أَرض	N;MASC;PL	N;NOM;DEF;PL
terrenos	التضاريس	terreno	تَضرِيس	N;MASC;PL	N;NOM;DEF;PL
exclusiva	حصرية	exclusivo	حصرية	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
exclusiva	حصريا	exclusivo	حِصرِيّ	ADJ;FEM;SG	ADJ;ACC;INDF;MASC;SG
mandatos	الولايات	mandato	وِلَايَة	N;MASC;PL	N;NOM;DEF;PL
mandatos	ولايات	mandato	وِلَايَة	N;MASC;PL	N;NOM;INDF;PL
lançamentos	اصدارات	lançamento	إِصدَار	N;MASC;PL	N;NOM;INDF;PL
lançamentos	الاصدارات	lançamento	إِصدَار	N;MASC;PL	N;NOM;DEF;PL
internos	المتدربين	interno	مُتَدَرِّب	N;MASC;PL	N;NOM;DEF;PL
palestina	فلسطين	palestina	فِلَسطِين	N;FEM;SG	N;NOM;INDF;SG
palestina	الفلسطيني	palestina	فِلَسطِينِيّ	N;FEM;SG	N;NOM;DEF;SG
palestina	فلسطيني	palestina	فِلَسطِينِيّ	N;FEM;SG	N;NOM;INDF;SG
aldeias	القرى	aldeia	قَريَة	N;FEM;PL	N;NOM;DEF;PL
aldeias	قرى	aldeia	قَريَة	N;FEM;PL	N;NOM;INDF;PL
choque	الصدمة	choque	صَدمَة	N;MASC;SG	N;NOM;DEF;SG
choque	صدمة	choque	صَدمَة	N;MASC;SG	N;NOM;INDF;SG
restrições	القيود	restrição	قَيد	N;FEM;PL	N;NOM;DEF;PL
restrições	تقييدات	restrição	تَقيِيد	N;FEM;PL	N;NOM;INDF;PL
restrições	قيود	restrição	قَيد	N;FEM;PL	N;NOM;INDF;PL
restrições	القيود	restrição	قَيد	N;FEM;PL	N;NOM;DEF;PL
restrições	العوائق	restrição	عَائِق	N;FEM;PL	N;NOM;DEF;PL
restrições	المعوقات	restrição	مُعَوِّق	N;FEM;PL	N;NOM;DEF;PL
restrições	قيود	restrição	قَيد	N;FEM;PL	N;NOM;INDF;PL
desfile	موكب	desfilar	مَوكِب	N;MASC;SG	N;NOM;INDF;SG
evil	الشر	evil	شَرّ	N;MASC;SG	N;NOM;DEF;SG
evil	شرا	evil	شَرّ	N;MASC;SG	N;NOM;INDF;SG
premiado	منحت	premiar	مَنَح	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
igualdade	المساواة	igualdade	مُسَاوَاة	N;FEM;SG	N;NOM;DEF;SG
coleópteros	الخنافس	coleóptero	خِنَافِس	N;MASC;PL	N;NOM;DEF;PL
reações	التفاعلات	reação	تَفَاعُل	N;FEM;PL	N;NOM;DEF;PL
run	تشغيل	run	تَشغِيل	N;MASC;SG	N;NOM;INDF;SG
edit	تحرير	edit	تَحرِير	N;MASC;SG	N;NOM;INDF;SG
edit	تعديل	edit	تَعدِيل	N;MASC;SG	N;NOM;INDF;SG
edit	التحرير	edit	تَحرِير	N;MASC;SG	N;NOM;DEF;SG
primário	ابتدائي	primário	اِبتِدَائِيّ	N;MASC;SG	N;ACC;INDF;SG
coberta	غطى	cobrir	غَطَّى	V;FEM;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
coberta	غطيت	cobrir	غطيت	V;FEM;SG;V.PTCP	V;PFV;FEM;SG;3;PASS
valley	الوادي	valley	وَادِي	N;MASC;SG	N;NOM;DEF;SG
traduções	الترجمات	tradução	الترجمات	N;FEM;PL	N;NOM;DEF;PL
traduções	ترجمات	tradução	تَرَجُّم	N;FEM;PL	N;NOM;INDF;PL
defensores	المدافعين	defensor	مُدَافِع	N;MASC;PL	N;NOM;DEF;PL
defensores	المدافعون	defensor	مُدَافِع	N;MASC;PL	N;NOM;DEF;PL
defensores	دعاة	defensor	دَاعِي	N;MASC;PL	N;NOM;INDF;PL
lar	المنزل	lar	مَنزِل	N;MASC;SG	N;NOM;DEF;SG
lar	الوطن	lar	وَطَن	N;MASC;SG	N;NOM;DEF;SG
lar	منزل	lar	مَنزِل	N;MASC;SG	N;NOM;INDF;SG
lar	البيت	lar	بَيت	N;MASC;SG	N;NOM;DEF;SG
completou	اكتمل	completar	اِكتَمَل	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
completou	اكملت	completar	أَكمَل	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
completou	اكتملت	completar	اِكتَمَل	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
facilidade	سهولة	facilidade	سُهُولَة	N;FEM;SG	N;NOM;INDF;SG
facilidade	منشاة	facilidade	مُنشَاة	N;FEM;SG	N;NOM;INDF;SG
facilidade	مرفق	facilidade	مِرفَق	N;FEM;SG	N;NOM;INDF;SG
vasta	الواسعة	vasto	وَاسِع	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
gases	غازات	gase	غَاز	N;MASC;PL	N;NOM;INDF;PL
gases	الغازات	gase	غَاز	N;MASC;PL	N;NOM;DEF;PL
gases	غازات	gase	غَاز	N;MASC;PL	N;NOM;INDF;PL
mecanismos	اليات	mecanismo	آلِيَّة	N;MASC;PL	N;NOM;DEF;PL
mecanismos	الاليات	mecanismo	أَلِيّ	N;MASC;PL	N;NOM;DEF;PL
acreditar	تصدق	acreditar	صَدَّق	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
concluída	اكتمل	concluído	اِكتَمَل	V;FEM;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
concluída	اكملت	concluído	أَكمَل	V;FEM;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
concluída	اكتملت	concluído	اِكتَمَل	V;FEM;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
eleitores	الناخبين	eleitor	نَاخِب	N;MASC;PL	N;NOM;DEF;PL
eleitores	الناخبون	eleitor	نَاخِب	N;MASC;PL	N;NOM;DEF;PL
eleitores	الناخبون	eleitor	نَاخِب	N;MASC;PL	N;NOM;DEF;PL
eleitores	الناخبون	eleitor	نَاخِب	N;MASC;PL	N;NOM;DEF;PL
eleitores	الناخبين	eleitor	نَاخِب	N;MASC;PL	N;NOM;DEF;PL
eleitores	المصوتين	eleitor	مُصَوِّت	N;MASC;PL	N;ACC;DEF;PL
august	اغسطس	august	أَغُسطُس	N;MASC;SG	N;GEN;INDF;SG
bizantinos	البيزنطيون	bizantino	بِيزنطِيُون	N;MASC;PL	N;NOM;DEF;PL
qualificação	مؤهل	qualificação	مُؤَهَّل	N;FEM;SG	N;NOM;INDF;SG
qualificação	المؤهل	qualificação	مُؤَهَّل	N;FEM;SG	N;NOM;DEF;SG
qualificação	التاهيل	qualificação	تَاهِيل	N;FEM;SG	N;NOM;DEF;SG
deep	عمق	deep	عُمق	N;MASC;SG	N;NOM;INDF;SG
concluído	اكتمل	concluir	اِكتَمَل	V;MASC;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
concluído	اكملت	concluir	أَكمَل	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
concluído	اكتملت	concluir	اِكتَمَل	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
concluído	انتهيت	concluir	اِنتَهَى	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
concluído	انتهت	concluir	اِنتَهَى	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
concluído	انتهى	concluir	اِنتَهَى	V;MASC;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
pátio	الفناء	pátio	فَنَّاء	N;MASC;SG	N;NOM;DEF;SG
pátio	فناء	pátio	فِنَاء	N;MASC;SG	N;NOM;INDF;SG
pátio	الساحة	pátio	سَاحَة	N;MASC;SG	N;NOM;DEF;SG
pátio	ساحة	pátio	سَاحَة	N;MASC;SG	N;NOM;INDF;SG
pátio	ياردة	pátio	أَارِد	N;MASC;SG	N;NOM;INDF;SG
pátio	فناء	pátio	فِنَاء	N;MASC;SG	N;NOM;INDF;SG
pátio	باحة	pátio	بَاحَة	N;MASC;SG	N;NOM;INDF;SG
pátio	الفناء	pátio	فَنَّاء	N;MASC;SG	N;NOM;DEF;SG
pátio	فناء	pátio	فِنَاء	N;MASC;SG	N;NOM;INDF;SG
