sonra	اذن	sonra	إِذَن	ADV	ADV
fotoğraflar	الصور	fotoğraf	الصور	N;NOM;PL;3	N;NOM;DEF;PL
fotoğraflar	صور	fotoğraf	صُورَة	N;NOM;PL;3	N;NOM;INDF;PL
nilüfer	اللوتس	nilüfer	اَلَّوتس	N;NOM;SG;3	N;NOM;DEF;SG
pasaport	الجواز	pasaport	جَوَاز	N;NOM;SG;3	N;NOM;DEF;SG
pasaport	جواز	pasaport	جَوَاز	N;NOM;SG;3	N;NOM;INDF;SG
eşitlik	التعادل	eşitlik	تَعَادُل	N;NOM;SG;3	N;NOM;DEF;SG
eşitlik	التكافؤ	eşitlik	تَكَافُؤ	N;NOM;SG;3	N;NOM;DEF;SG
eşitlik	المعادلة	eşitlik	مُعَادَلَة	N;NOM;SG;3	N;NOM;DEF;SG
eşitlik	معادلة	eşitlik	مُعَادَلَة	N;NOM;SG;3	N;NOM;INDF;SG
eşitlik	المساواة	eşitlik	مُسَاوَاة	N;NOM;SG;3	N;NOM;DEF;SG
taburu	الكتيبة	tabur	الكتيبة	N;NOM;SG;3	N;NOM;DEF;SG
taburu	كتيبة	tabur	كَتِيبَة	N;NOM;SG;3	N;NOM;INDF;SG
öğrendi	تعلمت	öğren	تَعَلَّم	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;3;ACT
penaltı	الجزاء	penaltı	جَزَاء	N;NOM;SG;3	N;NOM;DEF;SG
penaltı	العقوبة	penaltı	عُقُوبَة	N;NOM;SG;3	N;NOM;DEF;SG
penaltı	عقوبة	penaltı	عُقُوبَة	N;NOM;SG;3	N;NOM;INDF;SG
finalleri	نهائيات	final	نِهَائِيّ	N;NOM;PL;3	N;NOM;INDF;PL
finalleri	النهائيات	final	نِهَائِيّ	N;NOM;PL;3	N;NOM;DEF;PL
kalitesi	النوعية	kalite	نَوعِيَّة	N;NOM;SG;3	N;NOM;DEF;SG
kalitesi	جودة	kalite	جَودَة	N;NOM;SG;3	N;NOM;INDF;SG
kalitesi	الجودة	kalite	جَودَة	N;NOM;SG;3	N;NOM;DEF;SG
projeler	المشروعات	proje	مَشرُوع	N;NOM;PL;3	N;NOM;DEF;PL
projeler	المشاريع	proje	مَشرُوع	N;NOM;PL;3	N;NOM;DEF;PL
projeler	مشاريع	proje	مَشرُوع	N;NOM;PL;3	N;NOM;INDF;PL
projeler	مشروعات	proje	مَشرُوع	N;NOM;PL;3	N;NOM;INDF;PL
patates	البطاطا	patates	بِطَاط	N;NOM;SG;3	N;NOM;DEF;SG
patates	البطاطس	patates	بَطَاطِس	N;NOM;SG;3	N;NOM;DEF;SG
büyükelçiliği	سفارة	büyükelçilik	سِفَارَة	N;NOM;SG;3	N;NOM;INDF;SG
büyükelçiliği	السفارة	büyükelçilik	سِفَارَة	N;NOM;SG;3	N;NOM;DEF;SG
etiketi	تسمية	etiket	تَسمِيَة	N;NOM;SG;3	N;NOM;INDF;SG
etiketi	التسمية	etiket	تَسمِيَة	N;NOM;SG;3	N;NOM;DEF;SG
hastalıklar	الامراض	hastalık	مَرَض	N;NOM;PL;3	N;NOM;DEF;PL
hastalıklar	امراض	hastalık	مَرَض	N;NOM;PL;3	N;NOM;INDF;PL
hastalıklar	الامراض	hastalık	مَرَض	N;NOM;PL;3	N;NOM;DEF;PL
çiftlik	المزرعة	çiftlik	مَزرَعَة	N;NOM;SG;3	N;NOM;DEF;SG
çiftlik	مزرعة	çiftlik	مَزرَعَة	N;NOM;SG;3	N;NOM;INDF;SG
yüzyıllar	القرون	yüzyıl	قَرن	N;NOM;PL;3	N;NOM;DEF;PL
yüzyıllar	قرون	yüzyıl	قَرن	N;NOM;PL;3	N;NOM;INDF;PL
gemiler	المراكب	gemi	مَركَب	N;NOM;PL;3	N;NOM;DEF;PL
gemiler	القوارب	gemi	قَارِبَة	N;NOM;PL;3	N;NOM;DEF;PL
gemiler	قوارب	gemi	قَارِب	N;NOM;PL;3	N;NOM;INDF;PL
gemiler	السفن	gemi	سَفِينَة	N;NOM;PL;3	N;NOM;DEF;PL
silahları	اسلحة	silah	سِلَاح	N;NOM;PL;3	N;NOM;INDF;PL
silahları	الاسلحة	silah	سِلَاح	N;NOM;PL;3	N;NOM;DEF;PL
silahları	اسلحة	silah	سِلَاح	N;NOM;PL;3	N;NOM;INDF;PL
silahları	الاسلحة	silah	سِلَاح	N;NOM;PL;3	N;NOM;DEF;PL
silahları	البنادق	silah	بُندُقِيَّة	N;NOM;PL;3	N;NOM;DEF;PL
takvimi	تقويم	takvim	تَقوِيم	N;NOM;SG;3	N;NOM;INDF;SG
takvimi	التقويم	takvim	تَقوِيم	N;NOM;SG;3	N;NOM;DEF;SG
kararlar	القرارات	karar	قَرَار	N;NOM;PL;3	N;NOM;DEF;PL
kararlar	قرارات	karar	قَرَار	N;NOM;PL;3	N;NOM;INDF;PL
kararlar	القرارات	karar	قَرَار	N;NOM;PL;3	N;NOM;DEF;PL
kararlar	قرارات	karar	قَرَار	N;NOM;PL;3	N;NOM;INDF;PL
kararlar	مقررات	karar	مُقَرَّرَات	N;NOM;PL;3	N;NOM;INDF;PL
kararlar	المقررات	karar	مُقَرِّر	N;NOM;PL;3	N;NOM;DEF;PL
giderler	النفقات	git	نَفَقَة	N;NOM;PL;3	N;NOM;DEF;PL
giderler	نفقات	git	نَفَقَة	N;NOM;PL;3	N;NOM;INDF;PL
giderler	النفقات	git	نَفَقَة	N;NOM;PL;3	N;NOM;DEF;PL
giderler	المصاريف	git	مَصرُوف	N;NOM;PL;3	N;NOM;DEF;PL
giderler	نفقات	git	نَفَقَة	N;NOM;PL;3	N;NOM;INDF;PL
giderler	مصروفات	git	مَصرُوف	N;NOM;PL;3	N;NOM;INDF;PL
dayanıklı	دائم	dayanıklı	دَائِم	ADJ	ADJ;NOM;INDF;MASC;SG
dayanıklı	دائمة	dayanıklı	دَائِم	ADJ	ADJ;NOM;INDF;FEM;SG
işlemci	المعالج	işlemci	مَعلَج	N;NOM;SG;3	N;NOM;DEF;SG
azınlık	الاقلية	azınlık	الاقلية	N;NOM;SG;3	N;NOM;DEF;SG
azınlık	اقلية	azınlık	اقلية	N;NOM;SG;3	N;NOM;INDF;SG
fakülte	كلية	fakül	كُلِّيَّة	N;NOM;SG;3	N;NOM;INDF;SG
fakülte	الكلية	fakül	كُلِّيَّة	N;NOM;SG;3	N;NOM;DEF;SG
makaleler	مقالات	makale	مَقَالَة	N;NOM;PL;3	N;NOM;INDF;PL
makaleler	المقالات	makale	المقالات	N;NOM;PL;3	N;NOM;DEF;PL
makaleler	مقالات	makale	مَقَالَة	N;NOM;PL;3	N;NOM;INDF;PL
makaleler	المقالات	makale	المقالات	N;NOM;PL;3	N;NOM;DEF;PL
danışma	التشاور	danış	تَشَاوُر	N;NOM;SG;3	N;NOM;DEF;SG
danışma	استشارة	danış	اِستِشَارَة	N;NOM;SG;3	N;NOM;INDF;SG
danışma	التشاور	danış	تَشَاوُر	N;NOM;SG;3	N;NOM;DEF;SG
danışma	مشاورة	danış	مُشَاوَرَة	N;NOM;SG;3	N;NOM;INDF;SG
danışma	استشارة	danış	اِستِشَارَة	N;NOM;SG;3	N;NOM;INDF;SG
danışma	الاستشارة	danış	اِستِشَارَة	N;NOM;SG;3	N;NOM;DEF;SG
danışma	المشورة	danış	مُشَوِّر	N;NOM;SG;3	N;NOM;DEF;SG
danışma	الاستشارة	danış	اِستِشَارَة	N;NOM;SG;3	N;NOM;DEF;SG
bağışıklık	مناعة	bağışıklık	مُنَاع	N;NOM;SG;3	N;NOM;INDF;SG
bağışıklık	المناعة	bağışıklık	مُنَاع	N;NOM;SG;3	N;NOM;DEF;SG
bağışıklık	تحصين	bağışıklık	تَحصِين	N;NOM;SG;3	N;NOM;INDF;SG
bağışıklık	التحصين	bağışıklık	تَحصِين	N;NOM;SG;3	N;NOM;DEF;SG
bağışıklık	التطعيم	bağışıklık	تَطعِيم	N;NOM;SG;3	N;NOM;DEF;SG
bağışıklık	مناعة	bağışıklık	مُنَاع	N;NOM;SG;3	N;NOM;INDF;SG
bağışıklık	حصانة	bağışıklık	حصانة	N;NOM;SG;3	N;NOM;INDF;SG
bağışıklık	الحصانة	bağışıklık	حَصَانَة	N;NOM;SG;3	N;NOM;DEF;SG
akışı	تدفق	akış	تَدَفُّق	N;NOM;SG;3	N;NOM;INDF;SG
akışı	التدفق	akış	تَدَفُّق	N;NOM;SG;3	N;NOM;DEF;SG
sorular	استفسارات	soru	اِستِفسَار	N;NOM;PL;3	N;NOM;INDF;PL
sorular	تحريات	soru	تَحَرِّي	N;NOM;PL;3	N;NOM;INDF;PL
sorular	التحقيقات	soru	تَحقِيق	N;NOM;PL;3	N;NOM;DEF;PL
sorular	الاستفسارات	soru	اِستِفسَار	N;NOM;PL;3	N;NOM;DEF;PL
sorular	الاسئلة	soru	سُؤَال	N;NOM;PL;3	N;NOM;DEF;PL
sorular	اسئلة	soru	سُؤَال	N;NOM;PL;3	N;NOM;INDF;PL
gönderir	يرسل	gönder	أَرسَل	V;IPFV;IND;SG;3;POS	V;IPFV;MASC;IND;SG;3;FIN;ACT
çiçeği	الزهرة	çiçek	زُهرَة	N;NOM;SG;3	N;NOM;DEF;SG
çiçeği	وردة	çiçek	وَردَة	N;NOM;SG;3	N;NOM;INDF;SG
çiçeği	زهرة	çiçek	زُهرَة	N;NOM;SG;3	N;NOM;INDF;SG
yöntemler	المنهجيات	yöntem	مُنهَجِي	N;NOM;PL;3	N;NOM;DEF;PL
yöntemler	منهجيات	yöntem	مُنهَج	N;NOM;PL;3	N;NOM;INDF;PL
yöntemler	اساليب	yöntem	أُسلُوب	N;NOM;PL;3	N;NOM;INDF;PL
yöntemler	الاساليب	yöntem	أُسلُوب	N;NOM;PL;3	N;NOM;DEF;PL
yöntemler	الطرائق	yöntem	طَرِيقَة	N;NOM;PL;3	N;NOM;DEF;PL
balıkçılık	الصيد	balıkçılık	صَيد	N;NOM;SG;3	N;NOM;DEF;SG
taraftar	مشجع	taraf	مشجع	N;NOM;SG;3	N;NOM;INDF;SG
taraftar	المروحة	taraf	مُرَوِّح	N;NOM;SG;3	N;NOM;DEF;SG
taraftar	مروحة	taraf	مروحة	N;NOM;SG;3	N;NOM;INDF;SG
taraftar	معجب	taraf	مَعجَب	N;NOM;SG;3	N;NOM;INDF;SG
yıldızları	النجوم	yıldız	نَجم	N;NOM;PL;3	N;NOM;DEF;PL
yıldızları	نجوم	yıldız	نَجم	N;NOM;PL;3	N;NOM;INDF;PL
blog	مدونة	blog	مُدَوَّنَة	N;NOM;SG;3	N;NOM;INDF;SG
blog	المدونة	blog	مُدَوَّنَة	N;NOM;SG;3	N;NOM;DEF;SG
üniversiteler	جامعات	üniversite	جَامِعَة	N;NOM;PL;3	N;NOM;INDF;PL
üniversiteler	الجامعات	üniversite	جَامِعَة	N;NOM;PL;3	N;NOM;DEF;PL
üniversiteler	الكليات	üniversite	كُلِّيَّة	N;NOM;PL;3	N;NOM;DEF;PL
üniversiteler	كليات	üniversite	كُلِّيَّة	N;NOM;PL;3	N;NOM;INDF;PL
kelebek	الفراشة	kelebek	فَرَّاشَة	N;NOM;SG;3	N;NOM;DEF;SG
kelebek	فراشة	kelebek	فِرَاشَة	N;NOM;SG;3	N;NOM;INDF;SG
araştırmacılar	الباحثون	araştır	بَاحِث	N;NOM;PL;3	N;NOM;DEF;PL
araştırmacılar	باحثين	araştır	بَاحِث	N;NOM;PL;3	N;NOM;INDF;PL
araştırmacılar	الباحثين	araştır	بَاحِث	N;NOM;PL;3	N;NOM;DEF;PL
araştırmacılar	محققين	araştır	مُحَقَّق	N;NOM;PL;3	N;NOM;INDF;PL
araştırmacılar	المحققون	araştır	مُحَقِّق	N;NOM;PL;3	N;NOM;DEF;PL
araştırmacılar	المحققين	araştır	مُحَقِّق	N;NOM;PL;3	N;NOM;DEF;PL
yetenek	مهارة	yetenek	مَهَارَة	N;NOM;SG;3	N;NOM;INDF;SG
yetenek	المهارة	yetenek	مَهَارَة	N;NOM;SG;3	N;NOM;DEF;SG
yetenek	الموهبة	yetenek	مَوهِبَة	N;NOM;SG;3	N;NOM;DEF;SG
yetenek	موهبة	yetenek	مُوَهِّبَة	N;NOM;SG;3	N;NOM;INDF;SG
yetenek	القدرة	yetenek	قُدرَة	N;NOM;SG;3	N;NOM;DEF;SG
yetenek	قدرة	yetenek	قُدرَة	N;NOM;SG;3	N;NOM;INDF;SG
yetenek	القدره	yetenek	القدره	N;NOM;SG;3	N;NOM;DEF;SG
malzemeler	مقادير	malzeme	مِقدَار	N;NOM;PL;3	N;NOM;INDF;PL
malzemeler	المكونات	malzeme	مُكَوِّن	N;NOM;PL;3	N;NOM;DEF;PL
malzemeler	مكونات	malzeme	مُكَوِّن	N;NOM;PL;3	N;NOM;INDF;PL
malzemeler	المواد	malzeme	مَادَّة	N;NOM;PL;3	N;NOM;DEF;PL
malzemeler	مواد	malzeme	مَادَّة	N;NOM;PL;3	N;NOM;INDF;PL
malzemeler	الامدادات	malzeme	إِمدَادَات	N;NOM;PL;3	N;NOM;DEF;PL
malzemeler	مستلزمات	malzeme	مُستَلزَم	N;NOM;PL;3	N;NOM;INDF;PL
malzemeler	امدادات	malzeme	إِمدَادَات	N;NOM;PL;3	N;NOM;INDF;PL
malzemeler	اللوازم	malzeme	لَازِمَة	N;NOM;PL;3	N;NOM;DEF;PL
listeler	قوائم	liste	قَائِمَة	N;NOM;PL;3	N;NOM;INDF;PL
listeler	القوائم	liste	قَائِمَة	N;NOM;PL;3	N;NOM;DEF;PL
sesleri	اصوات	ses	صَوت	N;NOM;PL;3	N;NOM;INDF;PL
sesleri	اصوات	ses	صَوت	N;NOM;PL;3	N;NOM;INDF;PL
sesleri	الاصوات	ses	صَوت	N;NOM;PL;3	N;NOM;DEF;PL
ölçüm	القياس	ölçüm	قِيَاس	N;NOM;SG;3	N;NOM;DEF;SG
ölçüm	قياس	ölçüm	قِيَاس	N;NOM;SG;3	N;NOM;INDF;SG
ölçüm	القياس	ölçüm	قِيَاس	N;NOM;SG;3	N;NOM;DEF;SG
ölçüm	التدبير	ölçüm	تَدبِير	N;NOM;SG;3	N;NOM;DEF;SG
ölçüm	مقياس	ölçüm	مِقيَاس	N;NOM;SG;3	N;NOM;INDF;SG
ölçüm	قياس	ölçüm	قِيَاس	N;NOM;SG;3	N;NOM;INDF;SG
ölçüm	القياس	ölçüm	قِيَاس	N;NOM;SG;3	N;NOM;DEF;SG
ölçüm	قياس	ölçüm	قِيَاس	N;NOM;SG;3	N;NOM;INDF;SG
belirler	يحدد	belir	حَدَّد	V;IPFV;IND;SG;3;POS	V;IPFV;MASC;IND;SG;3;FIN;ACT
belirler	يحدد	belir	حَدَّد	V;IPFV;IND;SG;3;POS	V;IPFV;MASC;IND;SG;3;FIN;ACT
tutulan	عقدت	tut	عَقَد	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;FEM;SG;3;PASS
strateji	استراتيجية	strateji	إِسترَاتِيجِيَّة	N;NOM;SG;3	N;NOM;INDF;SG
strateji	الاستراتيجية	strateji	إِسترَاتِيجِيَّة	N;NOM;SG;3	N;NOM;DEF;SG
kuruluşlar	منظمات	kuruluş	مُنَظَّمَة	N;NOM;PL;3	N;NOM;INDF;PL
kuruluşlar	المنظمات	kuruluş	مُنَظَّمَة	N;NOM;PL;3	N;NOM;DEF;PL
kuruluşlar	منظمات	kuruluş	مُنَظَّمَة	N;NOM;PL;3	N;NOM;INDF;PL
kuruluşlar	المنظمات	kuruluş	مُنَظَّمَة	N;NOM;PL;3	N;NOM;DEF;PL
kuruluşlar	مؤسسات	kuruluş	مُؤَسَّسَة	N;NOM;PL;3	N;NOM;INDF;PL
kuruluşlar	المؤسسات	kuruluş	مُؤَسَّسَة	N;NOM;PL;3	N;NOM;DEF;PL
yükleme	حمل	yükle	حَمَل	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;MASC;SG;3;ACT
yükleme	نزل	yükle	نَزَل	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;MASC;SG;3;ACT
görüntüler	الصور	görüntü	الصور	N;NOM;PL;3	N;NOM;DEF;PL
görüntüler	صور	görüntü	صُورَة	N;NOM;PL;3	N;NOM;INDF;PL
görüntüler	العروض	görüntü	عَرض	N;NOM;PL;3	N;NOM;DEF;PL
ağzı	فم	ağzı	فَمّ	N;NOM;SG;3	N;NOM;INDF;SG
ağzı	الفم	ağzı	فَمّ	N;NOM;SG;3	N;NOM;DEF;SG
işlemler	عمليات	işlem	عَمَلِيَّة	N;NOM;PL;3	N;NOM;INDF;PL
işlemler	العمليات	işlem	عَمَلِيَّة	N;NOM;PL;3	N;NOM;DEF;PL
işlemler	المعاملات	işlem	مُعَامَلَة	N;NOM;PL;3	N;NOM;DEF;PL
kurumlar	مؤسسات	kurum	مُؤَسَّسَة	N;NOM;PL;3	N;NOM;INDF;PL
kurumlar	المؤسسات	kurum	مُؤَسَّسَة	N;NOM;PL;3	N;NOM;DEF;PL
öneri	الاقتراح	öneri	اِقتِرَاح	N;NOM;SG;3	N;NOM;DEF;SG
öneri	اقتراح	öneri	اِقتِرَاح	N;NOM;SG;3	N;NOM;INDF;SG
öneri	مقترح	öneri	مُقتَرَح	N;NOM;SG;3	N;NOM;INDF;SG
öneri	توصية	öneri	تَوصِيَة	N;NOM;SG;3	N;NOM;INDF;SG
öneri	التوصية	öneri	تَوصِيَة	N;NOM;SG;3	N;NOM;DEF;SG
öneri	الاقتراح	öneri	اِقتِرَاح	N;NOM;SG;3	N;NOM;DEF;SG
öneri	اقتراح	öneri	اِقتِرَاح	N;NOM;SG;3	N;NOM;INDF;SG
öneri	مقترح	öneri	مُقتَرَح	N;NOM;SG;3	N;NOM;INDF;SG
rehberi	دليل	rehber	دَلِيل	N;NOM;SG;3	N;NOM;INDF;SG
rehberi	الدليل	rehber	دَلِيل	N;NOM;SG;3	N;NOM;DEF;SG
rehberi	مرشد	rehber	مُرشِد	N;NOM;SG;3	N;NOM;INDF;SG
rehberi	دليل	rehber	دَلِيل	N;NOM;SG;3	N;NOM;INDF;SG
rehberi	الدليل	rehber	دَلِيل	N;NOM;SG;3	N;NOM;DEF;SG
rehberi	المرشد	rehber	مُرشِد	N;NOM;SG;3	N;NOM;DEF;SG
rehberi	ارشاد	rehber	إِرشَاد	N;NOM;SG;3	N;NOM;INDF;SG
hizmetler	خدمات	hizmet	خِدمَة	N;NOM;PL;3	N;NOM;INDF;PL
hizmetler	الخدمات	hizmet	خِدمَة	N;NOM;PL;3	N;NOM;DEF;PL
başlıklar	مواضيع	başlık	مَوضُوع	N;NOM;PL;3	N;NOM;INDF;PL
başlıklar	موضوعات	başlık	موضوعات	N;NOM;PL;3	N;NOM;INDF;PL
başlıklar	المواضيع	başlık	مَوضُوع	N;NOM;PL;3	N;NOM;DEF;PL
başlıklar	الموضوعات	başlık	مَوضُوع	N;NOM;PL;3	N;NOM;DEF;PL
başlıklar	العناوين	başlık	عُنوَان	N;NOM;PL;3	N;NOM;DEF;PL
başlıklar	الالقاب	başlık	لَقب	N;NOM;PL;3	N;NOM;DEF;PL
başlıklar	عناوين	başlık	عُنوَان	N;NOM;PL;3	N;NOM;INDF;PL
başlıklar	رايات	başlık	رايات	N;NOM;PL;3	N;NOM;INDF;PL
başlıklar	الرايات	başlık	رَايَّة	N;NOM;PL;3	N;NOM;DEF;PL
başlıklar	شعارات	başlık	شِعَار	N;NOM;PL;3	N;NOM;INDF;PL
başlıklar	لافتات	başlık	لَافِتَة	N;NOM;PL;3	N;NOM;INDF;PL
palace	قصر	palace	قَصر	N;NOM;SG;3	N;NOM;INDF;SG
palace	القصر	palace	قَصر	N;NOM;SG;3	N;NOM;DEF;SG
kırdı	كسرت	kır	كَسَر	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;3;ACT
düşmüş	سقطت	düş	سَقَط	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;FEM;SG;3;ACT
denklemi	المعادلة	denklem	مُعَادَلَة	N;NOM;SG;3	N;NOM;DEF;SG
denklemi	معادلة	denklem	مُعَادَلَة	N;NOM;SG;3	N;NOM;INDF;SG
ilkeleri	مبادئ	ilke	مَبدَأ	N;NOM;PL;3	N;NOM;INDF;PL
ilkeleri	المبادئ	ilke	مَبدَأ	N;NOM;PL;3	N;NOM;DEF;PL
ilkeleri	سياسات	ilke	سِيَاسَة	N;NOM;PL;3	N;NOM;INDF;PL
ilkeleri	السياسات	ilke	سِيَاسَة	N;NOM;PL;3	N;NOM;DEF;PL
denetimi	المراجعة	denetim	مُرَاجَعَة	N;NOM;SG;3	N;NOM;DEF;SG
anlaşmazlık	خلاف	anlaşmazlık	خِلَاف	N;NOM;SG;3	N;NOM;INDF;SG
anlaşmazlık	الاختلاف	anlaşmazlık	اِختِلَاف	N;NOM;SG;3	N;NOM;DEF;SG
anlaşmazlık	الخلاف	anlaşmazlık	خِلَاف	N;NOM;SG;3	N;NOM;DEF;SG
anlaşmazlık	نزاع	anlaşmazlık	نِزَاع	N;NOM;SG;3	N;NOM;INDF;SG
anlaşmazlık	الصراع	anlaşmazlık	صِرَاع	N;NOM;SG;3	N;NOM;DEF;SG
anlaşmazlık	صراع	anlaşmazlık	صِرَاع	N;NOM;SG;3	N;NOM;INDF;SG
anlaşmazlık	النزاع	anlaşmazlık	نِزَاع	N;NOM;SG;3	N;NOM;DEF;SG
anlaşmazlık	نزاع	anlaşmazlık	نِزَاع	N;NOM;SG;3	N;NOM;INDF;SG
anlaşmazlık	النزاع	anlaşmazlık	نِزَاع	N;NOM;SG;3	N;NOM;DEF;SG
domates	الطماطم	domates	طَمَاطِم	N;NOM;SG;3	N;NOM;DEF;SG
domates	الطماطم	domates	طَمَاطِم	N;NOM;SG;3	N;NOM;DEF;SG
okullar	مدارس	okul	مَدرَسَة	N;NOM;PL;3	N;NOM;INDF;PL
okullar	المدارس	okul	مَدرَسَة	N;NOM;PL;3	N;NOM;DEF;PL
kardeşleri	اشقاء	kardeş	شُقو	N;NOM;PL;3	N;NOM;INDF;PL
kardeşleri	الاشقاء	kardeş	شَقِيق	N;NOM;PL;3	N;NOM;DEF;PL
çabaları	الجهود	çaba	جَهد	N;NOM;PL;3	N;NOM;DEF;PL
hikaye	قصة	hika	قِصَّة	N;NOM;SG;3	N;NOM;INDF;SG
hikaye	حكاية	hika	حِكَايَة	N;NOM;SG;3	N;NOM;INDF;SG
hikaye	القصة	hika	قِصَّة	N;NOM;SG;3	N;NOM;DEF;SG
karışımı	مزج	karışım	مَزج	N;NOM;SG;3	N;NOM;INDF;SG
karışımı	خلطة	karışım	خَلطَة	N;NOM;SG;3	N;NOM;INDF;SG
karışımı	مزيج	karışım	مَزِيج	N;NOM;SG;3	N;NOM;INDF;SG
cenazesi	الجنازة	cenaze	جِنَازَة	N;NOM;SG;3	N;NOM;DEF;SG
cenazesi	جنازة	cenaze	جِنَازَة	N;NOM;SG;3	N;NOM;INDF;SG
hücreler	الخلايا	hücre	خَلِيَّة	N;NOM;PL;3	N;NOM;DEF;PL
hücreler	الزنزانات	hücre	زِنزَان	N;NOM;PL;3	N;NOM;DEF;PL
hücreler	خلايا	hücre	خَلِيَّة	N;NOM;PL;3	N;NOM;INDF;PL
ormanları	الغابات	orman	غَابَة	N;NOM;PL;3	N;NOM;DEF;PL
ormanları	غابات	orman	غَابَة	N;NOM;PL;3	N;NOM;INDF;PL
gazeteciler	الصحفيون	gazeteci	صُحُفِيّ	N;NOM;PL;3	N;NOM;DEF;PL
gazeteciler	الصحافيين	gazeteci	صَحَافِيّ	N;NOM;PL;3	N;NOM;DEF;PL
gazeteciler	صحفيين	gazeteci	صُحُفِيّ	N;NOM;PL;3	N;NOM;INDF;PL
gazeteciler	الصحفيين	gazeteci	صُحُفِيّ	N;NOM;PL;3	N;NOM;DEF;PL
gazeteciler	المراسلين	gazeteci	مُرَاسِل	N;NOM;PL;3	N;NOM;DEF;PL
gazeteciler	الصحفيين	gazeteci	صُحُفِيّ	N;NOM;PL;3	N;NOM;DEF;PL
şartlar	الاحوال	şart	حَال	N;NOM;PL;3	N;NOM;DEF;PL
şartlar	ظروف	şart	ظَرف	N;NOM;PL;3	N;NOM;INDF;PL
şartlar	الظروف	şart	ظَرف	N;NOM;PL;3	N;NOM;DEF;PL
şartlar	الشروط	şart	شَرط	N;NOM;PL;3	N;NOM;DEF;PL
şartlar	شروط	şart	شَرط	N;NOM;PL;3	N;NOM;INDF;PL
şartlar	المتطلبات	şart	مُتَطَلَّبَات	N;NOM;PL;3	N;NOM;DEF;PL
şartlar	متطلبات	şart	مُتَطَلَّبَات	N;NOM;PL;3	N;NOM;INDF;PL
şartlar	الاحتياجات	şart	اِحتِيَاج	N;NOM;PL;3	N;NOM;DEF;PL
şartlar	الشروط	şart	شَرط	N;NOM;PL;3	N;NOM;DEF;PL
şartlar	المصطلحات	şart	مُصطَلَح	N;NOM;PL;3	N;NOM;DEF;PL
şartlar	الشروط	şart	شَرط	N;NOM;PL;3	N;NOM;DEF;PL
şartlar	شروط	şart	شَرط	N;NOM;PL;3	N;NOM;INDF;PL
yakaladı	اشتعلت	yakala	اِشتَعَل	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;3;ACT
depremi	زلزال	deprem	زِلزَال	N;NOM;SG;3	N;NOM;INDF;SG
depremi	الزلزال	deprem	زِلزَال	N;NOM;SG;3	N;NOM;DEF;SG
ayakkabı	حذاء	ayakkabı	حَذَاء	N;NOM;SG;3	N;NOM;INDF;SG
ayakkabı	الحذاء	ayakkabı	حِذَاء	N;NOM;SG;3	N;NOM;DEF;SG
ayakkabı	احذية	ayakkabı	أَحَذِّيَّة	N;NOM;SG;3	N;NOM;INDF;SG
ayakkabı	حذاء	ayakkabı	حَذَاء	N;NOM;SG;3	N;NOM;INDF;SG
ayakkabı	الحذاء	ayakkabı	حِذَاء	N;NOM;SG;3	N;NOM;DEF;SG
ayakkabı	الاحذية	ayakkabı	حِذِّيّ	N;NOM;SG;3	N;NOM;DEF;SG
öğrenmek	تعلموا	öğren	تَعَلَّم	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;MASC;PL;3;ACT
ibadet	عبادة	ibadet	عبادة	N;NOM;SG;3	N;NOM;INDF;SG
ibadet	العبادة	ibadet	عِبَادَة	N;NOM;SG;3	N;NOM;DEF;SG
garden	حديقة	garden	حَدِيقَة	N;NOM;SG;3	N;NOM;INDF;SG
garden	الحديقة	garden	حَدِيقَة	N;NOM;SG;3	N;NOM;DEF;SG
danışmanlık	التشاور	danışmanlık	تَشَاوُر	N;NOM;SG;3	N;NOM;DEF;SG
danışmanlık	استشارة	danışmanlık	اِستِشَارَة	N;NOM;SG;3	N;NOM;INDF;SG
danışmanlık	المشورة	danışmanlık	مُشَوِّر	N;NOM;SG;3	N;NOM;DEF;SG
danışmanlık	الاستشارة	danışmanlık	اِستِشَارَة	N;NOM;SG;3	N;NOM;DEF;SG
temsilciler	الممثلون	temsilci	مُمَثِّل	N;NOM;PL;3	N;NOM;DEF;PL
sesler	اصوات	ses	صَوت	N;NOM;PL;3	N;NOM;INDF;PL
sesler	اصوات	ses	صَوت	N;NOM;PL;3	N;NOM;INDF;PL
sesler	الاصوات	ses	صَوت	N;NOM;PL;3	N;NOM;DEF;PL
vatandaşlık	التجنس	vatandaşlık	تَجَنُّس	N;NOM;SG;3	N;NOM;DEF;SG
vatandaşlık	مواطنة	vatandaşlık	مُوَاطِنَة	N;NOM;SG;3	N;NOM;INDF;SG
vatandaşlık	الجنسية	vatandaşlık	جِنسِيَّة	N;NOM;SG;3	N;NOM;DEF;SG
vatandaşlık	المواطنة	vatandaşlık	مُوَاطَنَة	N;NOM;SG;3	N;NOM;DEF;SG
