van	از	van	از	ADP	ADP
wenselijk	مطلوب	wenselijk	مطلوب	ADJ	ADJ
gevoelig	حساس	gevoelig	حساس	ADJ	ADJ
gevoelig	حساسی	gevoelig	حساسی	ADJ	ADJ
geboortestad	زادگاه	geboortestad	زادگاه	N;MASC+FEM;SG	N;SG
geboortestad	زادگاهم	geboortestad	زادگاهم	N;MASC+FEM;SG	N;SG
fernández	فرناندز	fernández	فرناندز	N;MASC+FEM;SG	N;SG
lars	لارس	lars	لارس	N;MASC+FEM;SG	N;SG
debat	مناظره	debat	مناظره	N;NEUT;SG	N;SG
presentatie	ارائه	presentatie	ارائه	N;MASC+FEM;SG	N;SG
breder	بازتر	breed	باز	ADJ;CMPR	ADJ;CMPR
breder	وسیعتر	breed	وسیع	ADJ;CMPR	ADJ;CMPR
breder	وسیعتر	breed	وسیع	ADJ;CMPR	ADJ;CMPR
uitkomst	عاقبت	uitkomst	None	N;MASC+FEM;SG	N;SG
uitkomst	نتیجه	uitkomst	نتیجه	N;MASC+FEM;SG	N;SG
grace	فضل	grace	None	N;MASC+FEM;SG	N;SG
grace	گریس	grace	گریس	N;MASC+FEM;SG	N;SG
voordelen	مزایای	voordeel	مزایا	N;PL	N;PL
voordelen	مزایا	voordeel	None	N;PL	N;PL
voordelen	فواید	voordeel	None	N;PL	N;PL
voordelen	منافع	voordeel	منفعت	N;PL	N;PL
benen	پاهایش	been	پاهایش	N;PL	N;PL
benen	پاها	been	پا	N;PL	N;PL
roeselare	روسلاره	roeselaar	روسلاره	N;MASC+FEM;SG	N;SG
ineens	ناگهان	ineens	ناگهان	ADV	ADV
hopelijk	خوشبختانه	hopelijk	خوشبختانه	ADV	ADV
tel	شمارش	tellen	شمارش	N;MASC+FEM;SG	N;SG
tel	تل	tellen	تل	N;MASC+FEM;SG	N;SG
tel	tel	tellen	tel	N;MASC+FEM;SG	N;SG
afstammelingen	نوادگان	afstammeling	نواده	N;PL	N;PL
identiek	همسان	identiek	همسان	ADJ	ADJ
identiek	منطبق	identiek	None	ADJ	ADJ
wien	wien	wie	wien	N;MASC+FEM;SG	N;SG
société	société	société	société	N;MASC+FEM;SG	N;SG
margaret	مارگرت	margaret	مارگرت	N;MASC+FEM;SG	N;SG
margaret	مارگارت	margaret	مارگارت	N;MASC+FEM;SG	N;SG
münster	مونستر	münster	مونستر	N;MASC+FEM;SG	N;SG
alfons	آفونسو	alfons	آفونسو	N;MASC+FEM;SG	N;SG
alfons	آلفونسو	alfons	آلفونسو	N;MASC+FEM;SG	N;SG
samenvatting	خلاصۀ	samenvatting	خلاصۀ	N;MASC+FEM;SG	N;SG
samenvatting	خلاصه	samenvatting	خلاصه	N;MASC+FEM;SG	N;SG
verbeteringen	اصلاحات	verbetering	اصلاح	N;PL	N;PL
gracilis	سرکوچک	gracilis	سرکوچک	N;MASC+FEM;SG	N;SG
lier	وینچ	lier	وینچ	N;MASC+FEM;SG	N;SG
wonder	معجزه	wonder	معجزه	N;NEUT;SG	N;SG
wonder	تعجب	wonder	تعجب	N;NEUT;SG	N;SG
sittard	سیتارد	sittard	سیتارد	N;NEUT;SG	N;SG
silezië	سیلسیان	silezië	سیلسیان	N;NEUT;SG	N;SG
silezië	سیلزی	silezië	سیلزی	N;NEUT;SG	N;SG
catalonië	کاتالونیا	catalonië	کاتالونیا	N;MASC+FEM;SG	N;SG
galileo	گالیله	galileo	گالیله	N;MASC+FEM;SG	N;SG
stuurt	میفرستد	sturen	سرسید#رس	V;SG;PRS;FIN	V;SG;3;PRS
bordeaux	بردو	bordeaux	رفت#برو	N;MASC+FEM;SG	N;SG
komedie	کمدی	komedie	None	N;MASC+FEM;SG	N;SG
inval	یورش	inval	یورش	N;MASC+FEM;SG	N;SG
inval	هجوم	inval	هجوم	N;MASC+FEM;SG	N;SG
pen	قلم	pen	قلم	N;MASC+FEM;SG	N;SG
poliep	پولیپ	poliep	پولیپ	N;MASC+FEM;SG	N;SG
meervoud	جمع	meervoud	جمع	N;NEUT;SG	N;SG
verzoeken	درخواستها	verzoek	درخواست	N;PL	N;PL
hesperiidae	hesperiidae	hesperiidae	hesperiidae	N;MASC+FEM;SG	N;SG
dragon	اژدهای	dragon	اژد	N;MASC+FEM;SG	N;SG
dragon	دراگون	dragon	دراگون	N;MASC+FEM;SG	N;SG
dragon	اژدها	dragon	اژد	N;MASC+FEM;SG	N;SG
vegas	وگاس	vegas	وگاس	N;MASC+FEM;SG	N;SG
vakantie	مرخصی	vakantie	None	N;MASC+FEM;SG	N;SG
tekort	کسر	tekort	کسر	N;NEUT;SG	N;SG
tekort	کسری	tekort	None	N;NEUT;SG	N;SG
tekort	کمبود	tekort	کمبود	N;NEUT;SG	N;SG
honden	سگهای	hond	سگ	N;PL	N;PL
honden	سگها	hond	سگ	N;PL	N;PL
curaçao	کوراسائو	curaçao	کوراسائو	N;MASC+FEM;SG	N;SG
duidelijkheid	وضوح	duidelijkheid	وضوح	N;MASC+FEM;SG	N;SG
palmer	پالمر	palm	پالمر	N;MASC+FEM;SG	N;SG
koopman	بازرگانی	koopman	بازرگانی	N;MASC+FEM;SG	N;SG
koopman	تاجر	koopman	تاجر	N;MASC+FEM;SG	N;SG
koopman	بازرگان	koopman	بازره	N;MASC+FEM;SG	N;SG
aanslagen	حملات	aanslaan	None	N;PL	N;PL
noot	یادداشت	noot	یادداشت	N;MASC+FEM;SG	N;SG
noot	نکته	noot	نکته	N;MASC+FEM;SG	N;SG
noot	نوت	noot	نوت	N;MASC+FEM;SG	N;SG
noot	مهره	noot	مهره	N;MASC+FEM;SG	N;SG
noot	فندقی	noot	فندقی	N;MASC+FEM;SG	N;SG
happy	مبارک	happy	مبارک	N;MASC+FEM;SG	N;SG
navo	ناتو	navo	ناتو	N;MASC+FEM;SG	N;SG
maagd	virgo	maagd	virgo	N;MASC+FEM;SG	N;SG
maagd	باکرگی	maagd	باکرگی	N;MASC+FEM;SG	N;SG
maagd	باکره	maagd	باکره	N;MASC+FEM;SG	N;SG
maagd	ویرجین	maagd	ویرجین	N;MASC+FEM;SG	N;SG
simpel	ساده	simpel	ساده	ADJ	ADJ
bod	بید	bod	بید#بین	N;NEUT;SG	N;SG
marianne	ماریان	marianne	ماری	N;MASC+FEM;SG	N;SG
atlanta	آتلانتا	atlanta	آتلانتا	N;MASC+FEM;SG	N;SG
campus	پردیس	campus	پردیس	N;MASC+FEM;SG	N;SG
sweet	شیرین	sweet	شیرین	N;MASC+FEM;SG	N;SG
meedoen	بپیوندید	meedoen	None	V;NFIN	V;SBJV;PL;2;PRS
beschikbare	موجود	beschikbaar	موجود	ADJ	ADJ
hawaï	هاوایی	hawaï	هاوایی	N;NEUT;SG	N;SG
minderheid	اقلیت	minderheid	اقلیت	N;MASC+FEM;SG	N;SG
fabrieken	کارخانجات	fabriek	کارخانج	N;PL	N;PL
jose	جوز	jose	جوز	N;MASC+FEM;SG	N;SG
jose	خوزه	jose	خوزه	N;MASC+FEM;SG	N;SG
jose	خسه	jose	خسه	N;MASC+FEM;SG	N;SG
jose	ژوزه	jose	ژوزه	N;MASC+FEM;SG	N;SG
jose	خوزه	jose	خوزه	N;MASC+FEM;SG	N;SG
gevaarlijk	خطرناک	gevaarlijk	خطرناک	ADJ	ADJ
fruit	میوه	fruit	میوه	N;NEUT;SG	N;SG
fruit	میوه	fruit	میوه	N;NEUT;SG	N;SG
zagreb	زاگرب	zagreb	زاگرب	N;NEUT;SG	N;SG
köln	کلن	köln	کلن	N;MASC+FEM;SG	N;SG
murphy	مورفی	murphy	مورفی	N;MASC+FEM;SG	N;SG
theorieën	نظریات	theorieën	نظریه	N;PL	N;PL
plateau	فلات	plateau	فلات	N;NEUT;SG	N;SG
visserij	شیلات	visserij	شیله	N;MASC+FEM;SG	N;SG
visserij	ماهیگیری	visserij	ماهیگیری	N;MASC+FEM;SG	N;SG
ricardo	ریکاردو	ricardo	ریکاردو	N;MASC+FEM;SG	N;SG
script	دستنوشته	script	دستنوشته	N;NEUT;SG	N;SG
autosnelweg	آزادراه	autosnelweg	آزادراه	N;MASC+FEM;SG	N;SG
belastingen	مالیات	belastingen	مالیه	N;PL	N;PL
belastingen	مالیات	belastingen	مالیه	N;PL	N;PL
belastingen	مالیاتی	belastingen	مالی	N;PL	N;PL
belastingen	مالیات	belastingen	مالیه	N;PL	N;PL
belastingen	مالیاتی	belastingen	مالی	N;PL	N;PL
detective	کارگاه	detective	کارگاه	N;MASC+FEM;SG	N;SG
detective	کارآگاه	detective	کارآگاه	N;MASC+FEM;SG	N;SG
detective	کاراگاه	detective	کاراگاه	N;MASC+FEM;SG	N;SG
stein	اشتاین	stein	اشتاین	N;MASC+FEM;SG	N;SG
stein	استین	stein	استین	N;MASC+FEM;SG	N;SG
zuilen	ستونها	zuilen	ستون	N;PL	N;PL
zuilen	ستونهای	zuilen	ستون	N;PL	N;PL
ham	ژامبون	ham	ژامبون	N;MASC+FEM;SG	N;SG
ham	حام	ham	حام	N;MASC+FEM;SG	N;SG
marvel	مارول	marvel	مارول	N;MASC+FEM;SG	N;SG
slangen	مارهای	slang	None	N;PL	N;PL
slangen	مارها	slang	مار	N;PL	N;PL
wensen	آرزوها	wens	آرزو	N;PL	N;PL
keizerin	شهبانو	keizerin	شهبانو	N;MASC+FEM;SG	N;SG
chang	چنگ	chang	چنگ	N;MASC+FEM;SG	N;SG
chang	چانگ	chang	چانگ	N;MASC+FEM;SG	N;SG
chang	چانگان	chang	چانگان	N;MASC+FEM;SG	N;SG
alpha	آلفا	alpha	آلفا	N;MASC+FEM;SG	N;SG
symbolen	نمادهای	symbol	نماد	N;PL	N;PL
symbolen	نمادها	symbol	نماد	N;PL	N;PL
madonna	مدونا	madonna	مدونا	N;MASC+FEM;SG	N;SG
gif	gif	gif	gif	N;NEUT;SG	N;SG
gif	گیف	gif	گفت#گیو	N;NEUT;SG	N;SG
gif	زهر	gif	زهر	N;NEUT;SG	N;SG
gif	زهر	gif	زهر	N;NEUT;SG	N;SG
gif	مسموم	gif	None	N;NEUT;SG	N;SG
continent	قاره	continent	None	N;NEUT;SG	N;SG
ferrari	فراری	ferrari	فراری	N;MASC+FEM;SG	N;SG
ice	یخ	ice	None	N;MASC+FEM;SG	N;SG
ice	یخبندان	ice	یخبند	N;MASC+FEM;SG	N;SG
ice	آیس	ice	آیس	N;MASC+FEM;SG	N;SG
geografie	جغرافی	geografie	جغرافی	N;MASC+FEM;SG	N;SG
geografie	جغرافیای	geografie	جغرافی	N;MASC+FEM;SG	N;SG
geografie	جغرافیا	geografie	جغرافیا	N;MASC+FEM;SG	N;SG
amy	ایمی	amy	ایمی	N;MASC+FEM;SG	N;SG
amy	اِمی	amy	اِمی	N;MASC+FEM;SG	N;SG
amy	امی	amy	امی	N;MASC+FEM;SG	N;SG
nat	خیس	nat	None	ADJ	ADJ
gevaarlijke	خطرناک	gevaarlijk	خطرناک	ADJ	ADJ
koffie	قهوه	koffie	قهوه	N;MASC+FEM;SG	N;SG
release	نشر	release	نشر	N;MASC+FEM;SG	N;SG
église	église	église	église	N;MASC+FEM;SG	N;SG
rede	دلیلی	rede	دلیل	N;MASC+FEM;SG	N;SG
rede	علت	rede	علت	N;MASC+FEM;SG	N;SG
rede	دلیل	rede	دلیل	N;MASC+FEM;SG	N;SG
provence	پروانس	provence	پروانس	N;MASC+FEM;SG	N;SG
zoektocht	جستجو	zoektocht	None	N;MASC+FEM;SG	N;SG
zoektocht	پویش	zoektocht	پویش	N;MASC+FEM;SG	N;SG
methoden	روشهای	methode	روش	N;PL	N;PL
netjes	شسته	netjes	شسته	ADJ	ADJ;SG;3;V.PTCP
verhoogde	افزود	verhogen	افزود#افزا	V;SG;PST;FIN	V;SG;3;PST
tong	زبون	tong	زبون	N;MASC+FEM;SG	N;SG
tong	زبان	tong	زبان	N;MASC+FEM;SG	N;SG
tong	تونگ	tong	تونگ	N;MASC+FEM;SG	N;SG
vervanger	جانشین	vervanger	جانشین	N;MASC+FEM;SG	N;SG
vervanger	جایگزینی	vervanger	جایگزینی	N;MASC+FEM;SG	N;SG
cyclus	سیکل	cyclus	سیکل	N;MASC+FEM;SG	N;SG
cyclus	چرخه	cyclus	چرخه	N;MASC+FEM;SG	N;SG
hoofdletter	پایتخت	hoofdletter	پایتخت	N;MASC+FEM;SG	N;SG
hoofdletter	سرمایه	hoofdletter	سرمایه	N;MASC+FEM;SG	N;SG
constante	ثابت	constant	ثابت	ADJ	ADJ
helmond	هلموند	helmond	هلموند	N;NEUT;SG	N;SG
omschrijving	شرح	omschrijving	شرح	N;MASC+FEM;SG	N;SG
omschrijving	توصیف	omschrijving	توصیف	N;MASC+FEM;SG	N;SG
moto	موتو	moto	موتو	N;MASC+FEM;SG	N;SG
moto	moto	moto	moto	N;MASC+FEM;SG	N;SG
zwak	ضعیف	zwak	ضعیف	ADJ	ADJ
zwak	سست	zwak	None	ADJ	ADJ
krijt	گچ	krijt	گچ	N;NEUT;SG	N;SG
krijt	کرتاسه	krijt	کرتاسه	N;NEUT;SG	N;SG
betekenissen	معانی	betekenis	معنی	N;PL	N;PL
pure	خالص	puur	خالص	N;MASC+FEM;SG	N;SG
pure	ناب	puur	ناب	N;MASC+FEM;SG	N;SG
veldtocht	لشکرکشی	veldtocht	لشکرکشی	N;MASC+FEM;SG	N;SG
veldtocht	کمپین	veldtocht	کمپین	N;MASC+FEM;SG	N;SG
newton	نیوتون	newton	نیوتون	N;MASC+FEM;SG	N;SG
newton	نیوتن	newton	نیوتن	N;MASC+FEM;SG	N;SG
melodie	ملودی	melodie	ملودی	N;MASC+FEM;SG	N;SG
manilla	مانیل	manilla	مانیل	N;MASC+FEM;SG	N;SG
hunter	هانتر	hunter	هانتر	N;MASC+FEM;SG	N;SG
hunter	شکارچی	hunter	شکارچی	N;MASC+FEM;SG	N;SG
houston	هیوستون	houston	هیوستون	N;NEUT;SG	N;SG
houston	هوستون	houston	None	N;NEUT;SG	N;SG
houston	هاستون	houston	هاستون	N;NEUT;SG	N;SG
rijst	برنجی	rijst	برنجی	N;MASC+FEM;SG	N;SG
rijst	پلو	rijst	پلو	N;MASC+FEM;SG	N;SG
rijst	رایس	rijst	None	N;MASC+FEM;SG	N;SG
rijst	برنج	rijst	برنج	N;MASC+FEM;SG	N;SG
deep	ژرف	deep	ژرف	N;MASC+FEM;SG	N;SG
betrekkingen	روابط	betrekking	رابطه	N;PL	N;PL
demo	دمو	demo	دمو	N;MASC+FEM;SG	N;SG
normandië	نورماندی	normandië	نورماندی	N;MASC+FEM;SG	N;SG
belg	بلژیکی	belg	بلژیکی	N;MASC+FEM;SG	N;SG
belg	بلژیک	belg	بلژیک	N;MASC+FEM;SG	N;SG
cohen	کوهن	cohen	کوهن	N;MASC+FEM;SG	N;SG
cohen	کوئن	cohen	کوئن	N;MASC+FEM;SG	N;SG
avonturen	ماجراهای	avontuur	ماجرا	N;PL	N;PL
bovenkant	top	bovenkant	top	N;MASC+FEM;SG	N;SG
bovenkant	تاپ	bovenkant	تاپ	N;MASC+FEM;SG	N;SG
bovenkant	اوج	bovenkant	اوج	N;MASC+FEM;SG	N;SG
bovenkant	فاعل	bovenkant	None	N;MASC+FEM;SG	N;SG
peer	همتا	peer	همتا	N;MASC+FEM;SG	N;SG
peer	گلابی	peer	گلابی	N;MASC+FEM;SG	N;SG
sony	سونی	sony	سونی	N;MASC+FEM;SG	N;SG
casino	کازینو	casino	کازینو	N;NEUT;SG	N;SG
casino	کازینوی	casino	کازینوی	N;NEUT;SG	N;SG
jager	هانتر	jager	هانتر	N;MASC+FEM;SG	N;SG
jager	شکارچی	jager	شکارچی	N;MASC+FEM;SG	N;SG
hole	سوراخ	hole	سوراخ	N;MASC+FEM;SG	N;SG
hole	حفره	hole	حفره	N;MASC+FEM;SG	N;SG
hole	گودال	hole	گودال	N;MASC+FEM;SG	N;SG
raam	پنجره	raam	پنجره	N;NEUT;SG	N;SG
variatie	تنوع	variatie	تنوع	N;MASC+FEM;SG	N;SG
variatie	جوره	variatie	جوره	N;MASC+FEM;SG	N;SG
variatie	تنوع	variatie	تنوع	N;MASC+FEM;SG	N;SG
uitstekend	عالی	uitstekend	عالی	ADJ	ADJ
alaska	آلاسکا	alaska	آلاسکا	N;NEUT;SG	N;SG
toulouse	تولوز	toulouse	تولوز	N;MASC+FEM;SG	N;SG
droom	دریم	droom	دریم	N;MASC+FEM;SG	N;SG
droom	خواب	droom	خواب	N;MASC+FEM;SG	N;SG
droom	رویا	droom	رویا	N;MASC+FEM;SG	N;SG
droom	رؤیا	droom	رؤیا	N;MASC+FEM;SG	N;SG
droom	رویای	droom	رویا	N;MASC+FEM;SG	N;SG
droom	رؤیای	droom	رؤیا	N;MASC+FEM;SG	N;SG
italia	ایتالیا	italia	ایتالیا	N;MASC+FEM;SG	N;SG
oorzaken	علل	oorzaak	علت	N;PL	N;PL
monarchie	شهریاری	monarchie	شهریاری	N;MASC+FEM;SG	N;SG
winkelcentrum	فروشگاه	winkelcentrum	فروشگاه	N;NEUT;SG	N;SG
wouter	والتر	wouter	None	N;MASC+FEM;SG	N;SG
tennessee	تنسی	tennessee	None	N;NEUT;SG	N;SG
pokémon	پوکمون	pokémon	پوکمون	N;MASC+FEM;SG	N;SG
rex	رکس	rex	رکس	N;MASC+FEM;SG	N;SG
tobias	توبیاس	tobias	توبیاس	N;MASC+FEM;SG	N;SG
sterkste	قویترین	sterk	قویترین	ADJ;RL	ADJ;RL
referentie	ارجاع	referentie	None	N;MASC+FEM;SG	N;SG
referentie	مرجع	referentie	None	N;MASC+FEM;SG	N;SG
heerschappij	سلطنت	heerschappij	سلطنت	N;MASC+FEM;SG	N;SG
hervormingen	اصلاحات	hervorming	اصلاح	N;PL	N;PL
pays	ارادت	pays	None	N;MASC+FEM;SG	N;SG
monnik	راهب	monnik	راهب	N;MASC+FEM;SG	N;SG
harvard	هاروارد	harvard	هاروارد	N;MASC+FEM;SG	N;SG
todd	تاد	todd	تاد	N;MASC+FEM;SG	N;SG
autoriteit	تسلط	autoriteit	تسلط	N;MASC+FEM;SG	N;SG
autoriteit	سلطه	autoriteit	سلطه	N;MASC+FEM;SG	N;SG
basiliek	بازیلیکا	basiliek	بازیلیکا	N;MASC+FEM;SG	N;SG
mozart	موتسارت	mozart	موتسارت	N;MASC+FEM;SG	N;SG
melk	شیر	melk	شیر	N;MASC+FEM;SG	N;SG
melk	میلک	melk	میلک	N;MASC+FEM;SG	N;SG
drank	مشروب	drank	مشروب	N;MASC+FEM;SG	N;SG
harp	چنگ	harp	چنگ	N;MASC+FEM;SG	N;SG
arabië	عربستان	arabië	عربستان	N;NEUT;SG	N;SG
organisme	ارگانیسم	organisme	ارگانیسم	N;NEUT;SG	N;SG
organisme	ارگانیزم	organisme	ارگانیزم	N;NEUT;SG	N;SG
armstrong	آرمسترانگ	armstrong	None	N;MASC+FEM;SG	N;SG
gedraaid	چرخیده	draaien	چرخید#چرخ	V;V.PTCP	V;SG;3;V.PTCP
waardering	ارزیابی	waardering	ارزیابی	N;MASC+FEM;SG	N;SG
waardering	تشکر	waardering	تشکر	N;MASC+FEM;SG	N;SG
waardering	قدردانی	waardering	قدردانی	N;MASC+FEM;SG	N;SG
waardering	پاس	waardering	پاس	N;MASC+FEM;SG	N;SG
hoogst	بالاترین	hoog	بالا	ADJ;RL	ADJ;RL
martina	مارتینا	martina	مارتینا	N;MASC+FEM;SG	N;SG
motivatie	انگیزه	motivatie	انگیزه	N;MASC+FEM;SG	N;SG
motivatie	انگیزش	motivatie	انگیزش	N;MASC+FEM;SG	N;SG
istanboel	استانبول	istanboel	استانبول	N;NEUT;SG	N;SG
chemie	chemistry	chemie	chemistry	N;MASC+FEM;SG	N;SG
chemie	شیمی	chemie	شیمی	N;MASC+FEM;SG	N;SG
clara	کلارا	clara	کلارا	N;MASC+FEM;SG	N;SG
vet	توپر	vet	توپر	N;NEUT;SG	N;SG
vet	جسور	vet	جسور	N;NEUT;SG	N;SG
vet	چاقی	vet	چاقی	N;NEUT;SG	N;SG
vet	چربی	vet	چربی	N;NEUT;SG	N;SG
vet	fat	vet	fat	N;NEUT;SG	N;SG
vet	تپل	vet	تپل	N;NEUT;SG	N;SG
chi	خی	chi	خی	N;MASC+FEM;SG	N;SG
voorkant	جبهه	voorkant	جبهه	N;MASC+FEM;SG	N;SG
voorkant	جلو	voorkant	جلو	N;MASC+FEM;SG	N;SG
kampioenen	قهرمانان	kampioen	قهرمان	N;PL	N;PL
tallinn	تالین	tallinn	تالین	N;NEUT;SG	N;SG
moeilijker	استوارتر	moeilijk	استوارتر	ADJ;CMPR	ADJ;CMPR
aanpak	رویکرد	aanpak	رویکرد	N;MASC+FEM;SG	N;SG
gmbh	gmbh	gmbh	gmbh	N;MASC+FEM;SG	N;SG
ongewenste	ناخواسته	ongewenste	ناخواسته	ADJ	ADJ;SG;3;NEG;V.PTCP
ongewenste	نامطلوب	ongewenste	نامطلوب	ADJ	ADJ
mijl	مایل	mijl	مایل	N;MASC+FEM;SG	N;SG
mijl	مایلز	mijl	مایلز	N;MASC+FEM;SG	N;SG
mijl	مایل	mijl	مایل	N;MASC+FEM;SG	N;SG
medvedev	مدودف	medvedev	مدودف	N;MASC+FEM;SG	N;SG
carol	کرول	carol	کرول	N;MASC+FEM;SG	N;SG
carol	کارول	carol	کارول	N;MASC+FEM;SG	N;SG
nakomelingen	فرزندانی	nakomeling	فرزند	N;PL	N;PL
nakomelingen	اولاد	nakomeling	None	N;PL	N;PL
nakomelingen	نوادگان	nakomeling	نواده	N;PL	N;PL
geaccepteerd	پذیرفت	accepteren	پذیرفت#پذیر	V;V.PTCP	V;SG;3;PST
geaccepteerd	پذیرفته	accepteren	پذیرفت#پذیر	V;V.PTCP	V;SG;3;V.PTCP
installatie	نصب	installatie	نصب	N;MASC+FEM;SG	N;SG
brunner	برونر	brun	برونر	N;MASC+FEM;SG	N;SG
born	زاده	born	زاده	N;MASC+FEM;SG	N;SG
dinosauriërs	دایناسورها	dinosauriër	دایناسور	N;PL	N;PL
help	کمک	help	کمک	N;MASC+FEM;SG	N;SG
medicijnen	داروها	medicijn	دارو	N;PL	N;PL
antwoorden	جوابها	antwoord	جواب	N;PL	N;PL
antwoorden	پاسخها	antwoord	پاسخ	N;PL	N;PL
antwoorden	جوابهای	antwoord	جواب	N;PL	N;PL
antwoorden	پاسخهای	antwoord	پاسخ	N;PL	N;PL
freiburg	فرایبورگ	freiburg	فرایبورگ	N;MASC+FEM;SG	N;SG
erkennen	میشناسند	erkennen	نمشت#رشاس	V;NFIN	V;PL;3;PRS
andre	آندره	andre	آندره	N;MASC+FEM;SG	N;SG
marion	ماریون	marion	ماریون	N;MASC+FEM;SG	N;SG
hallo	الو	hallo	الم	N;MASC+FEM;SG	N;SG
hallo	سلام	hallo	None	N;MASC+FEM;SG	N;SG
historici	مورخان	historicus	مورخ	N;PL	N;PL
vacht	کت	vacht	کت	N;MASC+FEM;SG	N;SG
vacht	پالتو	vacht	پالتو	N;MASC+FEM;SG	N;SG
vacht	خز	vacht	خز	N;MASC+FEM;SG	N;SG
zeventien	هفده	zeventien	هفده	NUM	NUM
schneider	اشنایدر	schneider	اشنایدر	N;MASC+FEM;SG	N;SG
jura	ژورا	jura	ژورا	N;NEUT;SG	N;SG
jura	ژوراسیک	jura	ژوراسیک	N;NEUT;SG	N;SG
opvolging	جانشینی	opvolging	جانشینی	N;MASC+FEM;SG	N;SG
bende	گنگ	bende	گنگ	N;MASC+FEM;SG	N;SG
harvey	هاروی	harvey	هاروی	N;MASC+FEM;SG	N;SG
sars	سارس	sars	سارس	N;MASC+FEM;SG	N;SG
toetsen	کلیدها	toetsen	None	N;PL	N;PL
abu	ابو	abu	None	N;MASC+FEM;SG	N;SG
luxe	دلخوشی	luxe	دلخوشی	N;MASC+FEM;SG	N;SG
luxe	luxury	luxe	None	N;MASC+FEM;SG	N;SG
luxe	لوکس	luxe	لوکس	N;MASC+FEM;SG	N;SG
luxe	مجلل	luxe	مجلل	N;MASC+FEM;SG	N;SG
heinz	هاینتس	heinz	هاینتس	N;MASC+FEM;SG	N;SG
heinz	هاینز	heinz	هاینز	N;MASC+FEM;SG	N;SG
gen	ژن	gen	ژن	N;NEUT;SG	N;SG
gen	ژنی	gen	ژنی	N;NEUT;SG	N;SG
gen	گن	gen	گن	N;NEUT;SG	N;SG
double	دابل	double	دابل	N;MASC+FEM;SG	N;SG
opvoeding	پرورش	opvoeding	پرورش	N;MASC+FEM;SG	N;SG
opvoeding	آموزش	opvoeding	آموزش	N;MASC+FEM;SG	N;SG
salon	استراحتگاه	salon	استراحتگاه	N;MASC+FEM;SG	N;SG
salon	سالن	salon	سالن	N;MASC+FEM;SG	N;SG
adrian	ادرین	adrian	ادرین	N;MASC+FEM;SG	N;SG
adrian	آدریان	adrian	آدری	N;MASC+FEM;SG	N;SG
kassel	کاسل	kassel	کاسل	N;NEUT;SG	N;SG
gregory	گریگوری	gregory	گریگوری	N;MASC+FEM;SG	N;SG
gregory	گرگوری	gregory	گرگوری	N;MASC+FEM;SG	N;SG
norton	نورتون	norton	نورتون	N;MASC+FEM;SG	N;SG
heiligen	مقدسات	heiligen	مقدسه	N;PL	N;PL
nina	نینا	nina	نینا	N;MASC+FEM;SG	N;SG
aluminium	آلومینیوم	aluminium	آلومینیوم	N;NEUT;SG	N;SG
aluminium	آلومینیوم	aluminium	آلومینیوم	N;NEUT;SG	N;SG
gemeenschappen	جوامع	gemeenschap	جامعه	N;PL	N;PL
gemeenschappen	اجتماعات	gemeenschap	اجتماع	N;PL	N;PL
neue	نویه	neue	نویه	N;MASC+FEM;SG	N;SG
koepel	گنبد	koepel	گنبد	N;MASC+FEM;SG	N;SG
clan	قبیله	clan	None	N;MASC+FEM;SG	N;SG
clan	خاندان	clan	خاندان	N;MASC+FEM;SG	N;SG
clan	طایفه	clan	None	N;MASC+FEM;SG	N;SG
fel	یکدست	fel	یکدست	ADJ	ADJ
fel	درخشان	fel	None	ADJ	ADJ
slam	اسلم	slam	اسلم	N;MASC+FEM;SG	N;SG
vrouwe	بانوی	vrouw	None	N;MASC+FEM;SG	N;SG
vrouwe	بانو	vrouw	بانو	N;MASC+FEM;SG	N;SG
principes	اصول	principe	اصل	N;PL	N;PL
oprichters	بنیانگذاران	oprichter	بنیانگذار	N;PL	N;PL
oprichters	مؤسسان	oprichter	مؤسس	N;PL	N;PL
edinburgh	ادینبورگ	edinburgh	ادینبورگ	N;MASC+FEM;SG	N;SG
achterstand	موجوداست	achterstand	موجوداست	N;MASC+FEM;SG	N;SG
muller	مولر	mul	مولر	N;MASC+FEM;SG	N;SG
breekt	بشکند	breken	شکست#شکن	V;SG;PRS;FIN	V;SBJV;SG;3;PRS
sluiting	خاتمه	sluiting	خاتمه	N;MASC+FEM;SG	N;SG
sluiting	سگک	sluiting	سگک	N;MASC+FEM;SG	N;SG
alexandra	الکساندرا	alexandra	الکساندرا	N;MASC+FEM;SG	N;SG
bayern	بایرن	bayern	بایرن	N;MASC+FEM;SG	N;SG
protocol	قرارداد	protocol	قرارداد	N;NEUT;SG	N;SG
protocol	پروتکل	protocol	پروتکل	N;NEUT;SG	N;SG
samenvoeging	ادغام	samenvoeging	None	N;MASC+FEM;SG	N;SG
samenvoeging	ادغام	samenvoeging	None	N;MASC+FEM;SG	N;SG
warner	وارنر	warn	وارنر	N;MASC+FEM;SG	N;SG
warner	بیم	warn	None	N;MASC+FEM;SG	N;SG
lotto	لاتاری	lotto	لاتاری	N;MASC+FEM;SG	N;SG
lucien	لوسین	lucien	لوسین	N;MASC+FEM;SG	N;SG
balans	میزان	balans	میزان	N;MASC+FEM;SG	N;SG
balans	تعادل	balans	تعادل	N;MASC+FEM;SG	N;SG
