krateret	cráter	kratere	cráter	N;DEF;NEUT;SG	N;MASC;SG
falsk	falso	falsk	falso	ADJ;INDF;SG	ADJ;MASC;SG
falsk	falsa	falsk	falso	ADJ;INDF;SG	ADJ;FEM;SG
falsk	falso	falsk	falso	ADJ;INDF;SG	ADJ;MASC;SG
observeret	observó	observere	observar	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
mhz	mhz	mhz	mhz	N;INDF;MASC+FEM;SG	N;FEM;SG
monarki	monarquía	monarki	monarquía	N;INDF;NEUT;SG	N;FEM;SG
moral	moral	moral	moral	N;INDF;MASC+FEM;SG	N;FEM;SG
moral	moraleja	moral	moraleja	N;INDF;MASC+FEM;SG	N;FEM;SG
moral	moral	moral	moral	N;INDF;MASC+FEM;SG	N;FEM;SG
moral	moral	moral	moral	N;INDF;MASC+FEM;SG	N;FEM;SG
moral	moralidad	moral	moralidad	N;INDF;MASC+FEM;SG	N;FEM;SG
moral	moral	moral	moral	N;INDF;MASC+FEM;SG	N;FEM;SG
gilbert	gilberto	gilbert	gilberto	N;INDF;MASC+FEM;SG	N;MASC;SG
sandsynlighed	probabilidad	sandsynlighed	probabilidad	N;INDF;MASC+FEM;SG	N;FEM;SG
sandsynlighed	probabilidad	sandsynlighed	probabilidad	N;INDF;MASC+FEM;SG	N;FEM;SG
håbede	esperando	håbe	esperar	V;IND;PST;FIN;ACT	V;V.MSDR
strengt	estrictamente	strengt	estrictamente	ADV	ADV
akustisk	acústica	akustisk	acústicar	ADJ;INDF;SG	ADJ;FEM;SG
akustisk	acústico	akustisk	acústico	ADJ;INDF;SG	ADJ;MASC;SG
akustisk	audible	akustisk	audible	ADJ;INDF;SG	ADJ;SG
konference	conferencia	konference	conferencia	N;INDF;MASC+FEM;SG	N;FEM;SG
martha	marta	martha	marta	N;INDF;MASC+FEM;SG	N;FEM;SG
martha	martha	martha	martha	N;INDF;MASC+FEM;SG	N;FEM;SG
kyster	costas	kyste	costa	N;INDF;MASC+FEM;PL	N;FEM;PL
kyster	costas	kyste	costa	N;INDF;MASC+FEM;PL	N;FEM;PL
frisk	fresco	frisk	fresco	ADJ;INDF;SG	ADJ;MASC;SG
frisk	fresca	frisk	fresca	ADJ;INDF;SG	ADJ;FEM;SG
stabil	estable	stabil	estable	ADJ;INDF;MASC+FEM;SG	ADJ;SG
forbrug	consumo	forbrug	consumo	N;INDF;NEUT;SG	N;MASC;SG
germain	germán	germain	germán	N;INDF;NEUT;SG	N;MASC;SG
seat	asiento	seat	asiento	N;INDF;MASC+FEM;SG	N;MASC;SG
seat	seat	seat	seat	N;INDF;MASC+FEM;SG	N;MASC;SG
eksperter	peritos	ekspert	perito	N;INDF;MASC+FEM;PL	N;MASC;PL
eksperter	expertos	ekspert	experto	N;INDF;MASC+FEM;PL	N;MASC;PL
tyndt	delgado	tyndt	delgado	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
tyndt	delgada	tyndt	delgada	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
sank	hundió	synke	hundir	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
freja	freya	freja	freya	N;INDF;MASC+FEM;SG	N;FEM;SG
versionen	version	version	version	N;DEF;MASC+FEM;SG	N;FEM;SG
versionen	versión	version	versión	N;DEF;MASC+FEM;SG	N;FEM;SG
chefen	jefa	chef	jefa	N;DEF;MASC+FEM;SG	N;FEM;SG
chefen	jefe	chef	jefe	N;DEF;MASC+FEM;SG	N;MASC;SG
chefen	boss	chef	boss	N;DEF;MASC+FEM;SG	N
diesel	diésel	diesel	diésel	N;INDF;MASC+FEM;SG	N;MASC;SG
diesel	diesel	diesel	diesel	N;INDF;MASC+FEM;SG	N;MASC;SG
diesel	gasóleo	diesel	gasóleo	N;INDF;MASC+FEM;SG	N;MASC;SG
tromsø	tromsø	tromsø	tromsø	N;INDF;NEUT;SG	N;MASC;SG
analyser	analytics	analyse	analytics	N;INDF;MASC+FEM;PL	N;MASC
analyser	análisis	analyse	análisis	N;INDF;MASC+FEM;PL	N;MASC
analyser	análisis	analyse	análisis	N;INDF;MASC+FEM;PL	N;MASC
analyser	analisis	analyse	analisis	N;INDF;MASC+FEM;PL	N;MASC
analyser	análisis	analyse	análisis	N;INDF;MASC+FEM;PL	N;MASC
forårsagede	causó	forårsage	causar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
mærker	marcas	mærke	marca	N;INDF;NEUT;PL	N;FEM;PL
mærker	marks	mærke	marks	N;INDF;NEUT;PL	N
mærker	marcas	mærke	marca	N;INDF;NEUT;PL	N;FEM;PL
mærker	etiquetas	mærke	etiqueta	N;INDF;NEUT;PL	N;FEM;PL
tråd	alambre	tråd	alambre	N;INDF;MASC+FEM;SG	N;MASC;SG
tråd	wire	tråd	wire	N;INDF;MASC+FEM;SG	N;SG
tråd	hilo	tråd	hilo	N;INDF;MASC+FEM;SG	N;MASC;SG
bopæl	residencia	bopæl	residencia	N;INDF;MASC+FEM;SG	N;FEM;SG
bopæl	domicilio	bopæl	domicilio	N;INDF;MASC+FEM;SG	N;MASC;SG
jürgen	jürgen	jürg	jürgen	N;DEF;MASC+FEM;SG	N;SG
læsere	lectores	læser	lector	N;INDF;MASC+FEM;PL	N;MASC;PL
knight	caballero	knight	caballero	N;INDF;MASC+FEM;SG	N;MASC;SG
knight	knight	knight	knight	N;INDF;MASC+FEM;SG	N;SG
tilgængeligt	disponible	tilgængeligt	disponible	ADJ;INDF;NEUT;SG	ADJ;SG
tilgængeligt	accesible	tilgængeligt	accesible	ADJ;INDF;NEUT;SG	ADJ;SG
døren	puerta	dør	puerta	N;DEF;MASC+FEM;SG	N;FEM;SG
tungt	pesado	tungt	pesado	ADJ;INDF;NEUT;SG	ADJ;MASC;SG;V.PTCP
tungt	pesada	tungt	pesado	ADJ;INDF;NEUT;SG	ADJ;FEM;SG;V.PTCP
rode	hurgar	rode	hurgar	V;NFIN;ACT	V;NFIN
smukt	hermoso	smuk	hermoso	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
smukt	guapa	smuk	guapo	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
smukt	hermosa	smuk	hermoso	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
torpedoer	torpedos	torpedoe	torpedo	N;INDF;MASC+FEM;PL	N;MASC;PL
grundstoffer	elementos	grundstof	elemento	N;INDF;NEUT;PL	N;MASC;PL
ryg	espalda	ryg	espalda	N;INDF;MASC+FEM;SG	N;FEM;SG
ryg	regreso	ryg	regreso	N;INDF;MASC+FEM;SG	N;MASC;SG
ryg	humo	ryg	humo	N;INDF;MASC+FEM;SG	N;MASC;SG
forbød	prohibió	forbyde	prohibir	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
faldende	cayendo	falde	caer	V;PRS;V.PTCP	V;V.MSDR
faldende	descendiendo	falde	descender	V;PRS;V.PTCP	V;V.MSDR
faldende	disminuyendo	falde	disminuir	V;PRS;V.PTCP	V;V.MSDR
faldende	disminuyendo	falde	disminuir	V;PRS;V.PTCP	V;V.MSDR
niende	novena	nie	noveno	ADJ	ADJ;FEM;SG
niende	noveno	nie	noveno	ADJ	ADJ;MASC;SG
forstad	suburbio	forstad	suburbio	N;INDF;MASC+FEM;SG	N;MASC;SG
forstad	periferia	forstad	periferia	N;INDF;MASC+FEM;SG	N;FEM;SG
mund	mouth	mund	mouth	N;INDF;MASC+FEM;SG	N
mund	desembocadura	mund	desembocadura	N;INDF;MASC+FEM;SG	N;FEM;SG
mund	boca	mund	boca	N;INDF;MASC+FEM;SG	N;FEM;SG
bryggeriet	cervecería	bryggeri	cervecería	N;DEF;NEUT;SG	N;FEM;SG
uro	malestar	uro	malestar	N;INDF;MASC+FEM;SG	N;MASC;SG
uro	ansiedad	uro	ansiedad	N;INDF;MASC+FEM;SG	N;FEM;SG
uro	angustia	uro	angustia	N;INDF;MASC+FEM;SG	N;FEM;SG
uro	agitación	uro	agitación	N;INDF;MASC+FEM;SG	N;FEM;SG
due	paloma	due	paloma	N;INDF;MASC+FEM;SG	N;FEM;SG
due	palomo	due	palomo	N;INDF;MASC+FEM;SG	N;MASC;SG
due	paloma	due	paloma	N;INDF;MASC+FEM;SG	N;FEM;SG
trusler	amenazas	trusel	amenaza	N;INDF;MASC+FEM;PL	N;FEM;PL
gestapo	gestapo	gestapo	gestapo	N;INDF;NEUT;SG	N;FEM;SG
andersson	andersson	andersson	andersson	N;INDF;MASC+FEM;SG	N;MASC;SG
fjernsyn	televisor	fjernsyn	televisor	N;INDF;NEUT;SG	N;MASC;SG
fjernsyn	television	fjernsyn	television	N;INDF;NEUT;SG	N;FEM;SG
fjernsyn	televisión	fjernsyn	televisión	N;INDF;NEUT;SG	N;FEM;SG
ture	paseos	tur	paseo	N;INDF;MASC+FEM;PL	N;MASC;PL
ture	giras	tur	gira	N;INDF;MASC+FEM;PL	N;FEM;PL
ture	excursiones	tur	excursión	N;INDF;MASC+FEM;PL	N;FEM;PL
ture	tours	tur	tour	N;INDF;MASC+FEM;PL	N;MASC;PL
ture	recorridos	tur	recorrido	N;INDF;MASC+FEM;PL	N;MASC;PL
ture	adpic	tur	adpic	N;INDF;MASC+FEM;PL	N;MASC
ture	excursiones	tur	excursión	N;INDF;MASC+FEM;PL	N;FEM;PL
ture	viajes	tur	viaje	N;INDF;MASC+FEM;PL	N;MASC;PL
forstået	entendí	forstå	entender	V;INDF;SG;PST;V.PTCP	V;IND;SG;1;PST;FIN
forstået	entendió	forstå	entender	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
forstået	entienda	forstå	entender	V;INDF;SG;PST;V.PTCP	V;IMP;SG;3;FIN
forstået	comprenda	forstå	comprender	V;INDF;SG;PST;V.PTCP	V;IMP;SG;3;FIN
forstået	comprender	forstå	comprender	V;INDF;SG;PST;V.PTCP	V;NFIN
forstået	entender	forstå	entender	V;INDF;SG;PST;V.PTCP	V;NFIN
leonardo	leonardo	leonardo	leonardo	N;INDF;MASC+FEM;SG	N;MASC;SG
diskografi	discografía	diskografi	discografía	N;INDF;NEUT;SG	N;FEM;SG
opfandt	inventó	opfinde	inventar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
tiende	décimo	tiende	décimo	ADJ	ADJ;MASC;SG
latinsk	latina	latinsk	latino	ADJ;INDF;SG	ADJ;FEM;SG
miner	minas	mine	mina	N;INDF;MASC+FEM;PL	N;FEM;PL
event	acontecimiento	event	acontecimiento	N;INDF;MASC+FEM;SG	N;MASC;SG
event	evento	event	evento	N;INDF;MASC+FEM;SG	N;MASC;SG
ruiner	ruinas	ruin	ruina	N;INDF;MASC+FEM;PL	N;FEM;PL
investeringer	inversiones	investering	inversión	N;INDF;MASC+FEM;PL	N;FEM;PL
investeringer	inversiones	investering	inversión	N;INDF;MASC+FEM;PL	N;FEM;PL
israelsk	israelí	israelsk	israelí	ADJ;INDF;SG	ADJ;SG
israelsk	israelí	israelsk	israelí	ADJ;INDF;SG	ADJ;SG
organer	órganos	organ	órgano	N;INDF;MASC+FEM;PL	N;MASC;PL
organer	órganos	organ	órgano	N;INDF;MASC+FEM;PL	N;MASC;PL
organer	cadáveres	organ	cadáver	N;INDF;MASC+FEM;PL	N;MASC;PL
organer	cuerpos	organ	cuerpo	N;INDF;MASC+FEM;PL	N;MASC;PL
skåret	cortar	skære	cortar	V;INDF;SG;PST;V.PTCP	V;NFIN
mindesmærke	memorial	mindesmærke	memorial	N;INDF;NEUT;SG	N;MASC;SG
mindesmærke	monumento	mindesmærke	monumento	N;INDF;NEUT;SG	N;MASC;SG
producenter	productores	producent	productor	N;INDF;MASC+FEM;PL	N;MASC;PL
producenter	productoras	producent	productora	N;INDF;MASC+FEM;PL	N;FEM;PL
producenter	fabricantes	producent	fabricante	N;INDF;MASC+FEM;PL	N;PL
tottenham	tottenham	tottenham	tottenham	N;DEF;MASC+FEM;SG	N;SG
fødslen	natalidad	fødsel	natalidad	N;DEF;MASC+FEM;SG	N;FEM;SG
fødslen	nacimiento	fødsel	nacimiento	N;DEF;MASC+FEM;SG	N;MASC;SG
fødslen	parto	fødsel	parto	N;DEF;MASC+FEM;SG	N;MASC;SG
koncerten	concierto	koncert	concierto	N;DEF;MASC+FEM;SG	N;MASC;SG
ægypten	egipto	ægypt	egipto	N;INDF;NEUT;SG	N;MASC;SG
ulykker	accidentes	ulykke	accidente	N;INDF;MASC+FEM;PL	N;MASC;PL
ulykker	accidentes	ulykke	accidente	N;INDF;MASC+FEM;PL	N;MASC;PL
privilegier	privilegios	privilegi	privilegio	N;INDF;MASC+FEM;PL	N;MASC;PL
privilegier	atribuciones	privilegi	atribución	N;INDF;MASC+FEM;PL	N;FEM;PL
privilegier	prerrogativas	privilegi	prerrogativa	N;INDF;MASC+FEM;PL	N;FEM;PL
omgivende	circundantes	omgive	circundante	ADJ	ADJ;PL
omgivende	ambiental	omgive	ambiental	ADJ	ADJ;SG
canal	canal	canal	canal	N;INDF;MASC+FEM;SG	N;MASC;SG
ost	queso	ost	queso	N;INDF;MASC+FEM;SG	N;MASC;SG
vegetation	vegetación	vegetation	vegetación	N;INDF;MASC+FEM;SG	N;FEM;SG
værre	peores	slem	peor	ADJ;CMPR	ADJ;PL
hulk	hulk	hulk	hulk	N;INDF;MASC+FEM;SG	N;MASC;SG
legenden	legend	legende	legend	N;DEF;MASC+FEM;SG	N
legenden	leyenda	legende	leyenda	N;DEF;MASC+FEM;SG	N;FEM;SG
playoff	playoff	playoff	playoff	N;INDF;NEUT;SG	N;MASC;SG
interviews	entrevistas	interviews	entrevista	N;INDF;NEUT;PL	N;FEM;PL
troen	faith	tro	faith	N;DEF;MASC+FEM;SG	N
troen	fe	tro	fe	N;DEF;MASC+FEM;SG	N;FEM;SG
troen	creencia	tro	creencia	N;DEF;MASC+FEM;SG	N;FEM;SG
lara	lara	lara	lara	N;INDF;MASC+FEM;SG	N;FEM;SG
hyldest	tributo	hyldest	tributo	N;INDF;MASC+FEM;SG	N;MASC;SG
hyldest	homenaje	hyldest	homenaje	N;INDF;MASC+FEM;SG	N;MASC;SG
hyldest	homenaje	hyldest	homenaje	N;INDF;MASC+FEM;SG	N;MASC;SG
overveje	contemplar	overveje	contemplar	V;NFIN;ACT	V;NFIN
overveje	contemple	overveje	contemple	V;NFIN;ACT	V;IMP;SG;3;FIN
overveje	reflexionar	overveje	reflexionar	V;NFIN;ACT	V;NFIN
overveje	consideren	overveje	considerar	V;NFIN;ACT	V;IMP;PL;3;FIN
overveje	considerar	overveje	considerar	V;NFIN;ACT	V;NFIN
overveje	considere	overveje	considerar	V;NFIN;ACT	V;SBJV;SG;3;FIN
overveje	consideremos	overveje	considerar	V;NFIN;ACT	V;IMP;PL;1;FIN
svækket	debilitando	svæk	debilitar	V;INDF;SG;PST;V.PTCP	V;V.MSDR
svækket	debilitar	svæk	debilitar	V;INDF;SG;PST;V.PTCP	V;NFIN
mønstre	pautas	mønster	pauta	N;INDF;NEUT;PL	N;FEM;PL
mønstre	patrones	mønster	patrón	N;INDF;NEUT;PL	N;MASC;PL
mønstre	diseños	mønster	diseño	N;INDF;NEUT;PL	N;MASC;PL
arkiver	archivos	arkive	archivo	N;INDF;NEUT;PL	N;MASC;PL
bekostning	gasto	bekostning	gasto	N;INDF;MASC+FEM;SG	N;MASC;SG
vægten	peso	vægt	peso	N;DEF;MASC+FEM;SG	N;MASC;SG
åbnes	abre	åbne	abrir	V;IND;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN
palads	palacio	palads	palacio	N;INDF;NEUT;SG	N;MASC;SG
palads	palace	palads	palace	N;INDF;NEUT;SG	N;MASC;SG
banner	pancarta	banne	pancarta	N;INDF;MASC+FEM;SG	N;FEM;SG
banner	estandarte	banne	estandarte	N;INDF;MASC+FEM;SG	N;MASC;SG
banner	bandera	banne	bandera	N;INDF;MASC+FEM;SG	N;FEM;SG
banner	banner	banne	banner	N;INDF;MASC+FEM;SG	N;MASC;SG
opdagelse	discovery	opdagelse	discovery	N;INDF;MASC+FEM;SG	N;MASC;SG
opdagelse	descubrimiento	opdagelse	descubrimiento	N;INDF;MASC+FEM;SG	N;MASC;SG
helen	helena	hel	heleno	N;DEF;MASC+FEM;SG	N;FEM;SG
helen	elena	hel	eleno	N;DEF;MASC+FEM;SG	N;FEM;SG
toppede	alcanzó	toppe	alcanzar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
faser	etapas	fase	etapa	N;INDF;MASC+FEM;PL	N;FEM;PL
faser	fases	fase	fase	N;INDF;MASC+FEM;PL	N;FEM;PL
faser	etapas	fase	etapa	N;INDF;MASC+FEM;PL	N;FEM;PL
faser	fases	fase	fase	N;INDF;MASC+FEM;PL	N;FEM;PL
balance	balanza	balance	balanza	N;INDF;MASC+FEM;SG	N;FEM;SG
balance	balance	balance	balance	N;INDF;MASC+FEM;SG	N;MASC;SG
balance	saldo	balance	saldo	N;INDF;MASC+FEM;SG	N;MASC;SG
balance	equilibrio	balance	equilibrio	N;INDF;MASC+FEM;SG	N;MASC;SG
misbrug	abuso	misbrug	abuso	N;INDF;NEUT;SG	N;MASC;SG
misbrug	maltrato	misbrug	maltrato	N;INDF;NEUT;SG	N;MASC;SG
kulturelt	culturalmente	kulturelt	culturalmente	ADV	ADV
styring	gobernanza	styring	gobernanza	N;INDF;MASC+FEM;SG	N;FEM;SG
styring	gobernación	styring	gobernación	N;INDF;MASC+FEM;SG	N;FEM;SG
styring	gobierno	styring	gobierno	N;INDF;MASC+FEM;SG	N;MASC;SG
styring	gobernabilidad	styring	gobernabilidad	N;INDF;MASC+FEM;SG	N;FEM;SG
sultan	sultan	sultan	sultar	N;INDF;MASC+FEM;SG	N;SG
sultan	sultán	sultan	sultán	N;INDF;MASC+FEM;SG	N;MASC;SG
asfalt	asfalto	asfalt	asfalto	N;INDF;MASC+FEM;SG	N;MASC;SG
foretrukne	preferidos	foretrukne	preferido	ADJ;PL	ADJ;MASC;PL;V.PTCP
amerikaner	american	amerikaner	americar	N;INDF;MASC+FEM;SG	N;FEM;SG
mandskab	crew	mandskab	crew	N;INDF;NEUT;SG	N
mandskab	tripulación	mandskab	tripulación	N;INDF;NEUT;SG	N;FEM;SG
bølger	olas	bølge	ola	N;INDF;MASC+FEM;PL	N;FEM;PL
bølger	ondas	bølge	onda	N;INDF;MASC+FEM;PL	N;FEM;PL
bølger	oleadas	bølge	oleada	N;INDF;MASC+FEM;PL	N;FEM;PL
erkendelse	reconocimiento	erkendelse	reconocimiento	N;INDF;MASC+FEM;SG	N;MASC;SG
erkendelse	realización	erkendelse	realización	N;INDF;MASC+FEM;SG	N;FEM;SG
peer	peer	peer	peer	N;INDF;MASC+FEM;SG	N
helsingfors	helsinki	helsingfors	helsinki	N;INDF;NEUT;SG	N;MASC;SG
siddet	senté	sidde	sentar	V;INDF;SG;PST;V.PTCP	V;IND;SG;1;PST;FIN
vindende	ganar	vinde	ganar	V;PRS;V.PTCP	V;NFIN
vindende	ganando	vinde	ganar	V;PRS;V.PTCP	V;V.MSDR
cirkel	circunferencia	cirkel	circunferencia	N;INDF;MASC+FEM;SG	N;FEM;SG
cirkel	círculo	cirkel	círculo	N;INDF;MASC+FEM;SG	N;MASC;SG
cirkel	circle	cirkel	circle	N;INDF;MASC+FEM;SG	N
cirkel	circulo	cirkel	circulo	N;INDF;MASC+FEM;SG	N;MASC;SG
brooklyn	brooklyn	brooklyn	brookly	N;INDF;MASC+FEM;SG	N;MASC;SG
lukas	luke	lukas	luke	N;INDF;MASC+FEM;SG	N
kælenavn	apodo	kælenavn	apodo	N;INDF;NEUT;SG	N;MASC;SG
kælenavn	mote	kælenavn	mote	N;INDF;NEUT;SG	N;MASC;SG
kælenavn	sobrenombre	kælenavn	sobrenombre	N;INDF;NEUT;SG	N;MASC;SG
kid	chaval	kid	chaval	N;INDF;MASC+FEM;SG	N;MASC;SG
kid	pibe	kid	pibe	N;INDF;MASC+FEM;SG	N;MASC;SG
kid	niño	kid	niño	N;INDF;MASC+FEM;SG	N;MASC;SG
kid	chico	kid	chico	N;INDF;MASC+FEM;SG	N;MASC;SG
kid	kid	kid	kid	N;INDF;MASC+FEM;SG	N
berømmelse	fama	berømmelse	fama	N;INDF;MASC+FEM;SG	N;FEM;SG
berømmelse	fame	berømmelse	fame	N;INDF;MASC+FEM;SG	N
kontakter	contactos	kontakt	contacto	N;INDF;MASC+FEM;PL	N;MASC;PL
alter	altar	alter	altar	N;INDF;NEUT;SG	N;MASC;SG
alter	santuario	alter	santuario	N;INDF;NEUT;SG	N;MASC;SG
alter	alter	alter	alter	N;INDF;NEUT;SG	N;SG
invaderede	invadió	invadere	invadir	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
nansen	nansen	nans	nansar	N;DEF;MASC+FEM;SG	N;SG
logisk	lógico	logisk	lógico	ADJ;INDF;SG	ADJ;MASC;SG
logisk	lógica	logisk	lógico	ADJ;INDF;SG	ADJ;FEM;SG
logisk	lógico	logisk	lógico	ADJ;INDF;SG	ADJ;MASC;SG
logisk	lógica	logisk	lógico	ADJ;INDF;SG	ADJ;FEM;SG
udgifter	costos	udgift	costo	N;INDF;MASC+FEM;PL	N;MASC;PL
udgifter	costes	udgift	coste	N;INDF;MASC+FEM;PL	N;MASC;PL
udgifter	gastos	udgift	gasto	N;INDF;MASC+FEM;PL	N;MASC;PL
udgifter	gastos	udgift	gasto	N;INDF;MASC+FEM;PL	N;MASC;PL
erhvervet	adquirió	erhvervet	adquirir	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
biblioteker	bibliotecas	bibliotek	biblioteca	N;INDF;NEUT;PL	N;FEM;PL
betegnelser	indicaciones	betegnelse	indicación	N;INDF;MASC+FEM;PL	N;FEM;PL
betegnelser	indicios	betegnelse	indicio	N;INDF;MASC+FEM;PL	N;MASC;PL
betegnelser	nombres	betegnelse	nombre	N;INDF;MASC+FEM;PL	N;MASC;PL
betegnelser	denominaciones	betegnelse	denominación	N;INDF;MASC+FEM;PL	N;FEM;PL
betegnelser	designaciones	betegnelse	designación	N;INDF;MASC+FEM;PL	N;FEM;PL
betegnelser	descripciones	betegnelse	descripción	N;INDF;MASC+FEM;PL	N;FEM;PL
torsdag	jueves	torsdag	jueves	N;INDF;MASC+FEM;SG	N
gribe	aprovecha	gribe	aprovechar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
gribe	aprovechen	gribe	aprovechar	V;NFIN;ACT	V;IMP;PL;3;FIN
gribe	aprovechar	gribe	aprovechar	V;NFIN;ACT	V;NFIN
gribe	aproveche	gribe	aprovechar	V;NFIN;ACT	V;IMP;SG;3;FIN
linket	link	linke	link	N;DEF;NEUT;SG	N;MASC;SG
linket	enlace	linke	enlace	N;DEF;NEUT;SG	N;MASC;SG
linket	vínculo	linke	vínculo	N;DEF;NEUT;SG	N;MASC;SG
velegnet	apto	velegnet	apto	ADJ;INDF;SG	ADJ;MASC;SG
velegnet	apropiado	velegnet	apropiado	ADJ;INDF;SG	ADJ;MASC;SG;V.PTCP
velegnet	adecuado	velegnet	adecuado	ADJ;INDF;SG	ADJ;MASC;SG;V.PTCP
himmel	cielo	himmel	cielo	N;INDF;MASC+FEM;SG	N;MASC;SG
himmel	heaven	himmel	heaven	N;INDF;MASC+FEM;SG	N;SG
himmel	cielo	himmel	cielo	N;INDF;MASC+FEM;SG	N;MASC;SG
himmel	sky	himmel	sky	N;INDF;MASC+FEM;SG	N
redskaber	engranajes	redskab	engranaje	N;INDF;NEUT;PL	N;MASC;PL
redskaber	artes	redskab	arte	N;INDF;NEUT;PL	N;PL
redskaber	marchas	redskab	marcha	N;INDF;NEUT;PL	N;FEM;PL
redskaber	engranajes	redskab	engranaje	N;INDF;NEUT;PL	N;MASC;PL
redskaber	artes	redskab	arte	N;INDF;NEUT;PL	N;PL
redskaber	instrumentos	redskab	instrumento	N;INDF;NEUT;PL	N;MASC;PL
redskaber	herramientas	redskab	herramienta	N;INDF;NEUT;PL	N;FEM;PL
redskaber	redes	redskab	red	N;INDF;NEUT;PL	N;FEM;PL
forhindrer	impide	forhindre	impedir	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
forhindrer	previene	forhindre	prevenir	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
biograf	teatro	biograf	teatro	N;INDF;MASC+FEM;SG	N;MASC;SG
biograf	cine	biograf	cine	N;INDF;MASC+FEM;SG	N;MASC;SG
biograf	cinema	biograf	cinema	N;INDF;MASC+FEM;SG	N;MASC;SG
blik	mirada	blik	mirada	N;INDF;NEUT;SG	N;FEM;SG
blik	ojo	blik	ojo	N;INDF;NEUT;SG	N;MASC;SG
christie	christie	christie	christie	N;INDF;MASC+FEM;SG	N;FEM;SG
datterselskab	filial	datterselskab	filial	N;INDF;NEUT;SG	N;SG
påstod	reclamó	påstå	reclamar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
påstod	alegó	påstå	alegar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
skilte	insignias	skille	insignia	N;INDF;MASC+FEM;PL	N;FEM;PL
skilte	placas	skille	placa	N;INDF;MASC+FEM;PL	N;FEM;PL
skilte	letreros	skille	letrero	N;INDF;MASC+FEM;PL	N;MASC;PL
skilte	señales	skille	señal	N;INDF;MASC+FEM;PL	N;FEM;PL
skilte	carteles	skille	cartel	N;INDF;MASC+FEM;PL	N;MASC;PL
skilte	signos	skille	signo	N;INDF;MASC+FEM;PL	N;MASC;PL
bestemmelse	provisión	bestemmelse	provisión	N;INDF;MASC+FEM;SG	N;FEM;SG
bestemmelse	determinación	bestemmelse	determinación	N;INDF;MASC+FEM;SG	N;FEM;SG
bestemmelse	cláusula	bestemmelse	cláusula	N;INDF;MASC+FEM;SG	N;FEM;SG
skønhed	belleza	skønhed	belleza	N;INDF;MASC+FEM;SG	N;FEM;SG
skønhed	hermosura	skønhed	hermosura	N;INDF;MASC+FEM;SG	N;FEM;SG
brigader	brigadas	brigade	brigada	N;INDF;MASC+FEM;PL	N;FEM;PL
unger	ninos	unge	nino	N;INDF;MASC+FEM;PL	N;MASC;PL
unger	niños	unge	niño	N;INDF;MASC+FEM;PL	N;MASC;PL
unger	kids	unge	kids	N;INDF;MASC+FEM;PL	N
unger	cubs	unge	cubs	N;INDF;MASC+FEM;PL	N;MASC;PL
unger	cachorros	unge	cachorro	N;INDF;MASC+FEM;PL	N;MASC;PL
krat	matorral	krat	matorral	N;INDF;NEUT;SG	N;MASC;SG
discogs	discogs	discog	discogs	N;INDF;MASC+FEM;SG	N;SG
udøvende	ejecutivas	udøvende	ejecutivo	ADJ	ADJ;FEM;PL
comeback	regreso	comeback	regreso	N;INDF;NEUT;SG	N;MASC;SG
koden	code	koden	coder	N;DEF;MASC+FEM;SG	N
koden	codigo	koden	codigo	N;DEF;MASC+FEM;SG	N;MASC;SG
koden	código	koden	código	N;DEF;MASC+FEM;SG	N;MASC;SG
rex	rex	rex	rex	N;INDF;MASC+FEM;SG	N;MASC;SG
cykel	bici	cykel	bici	N;INDF;MASC+FEM;SG	N;FEM;SG
cykel	moto	cykel	moto	N;INDF;MASC+FEM;SG	N;FEM;SG
cykel	bike	cykel	bike	N;INDF;MASC+FEM;SG	N
cykel	bicicleta	cykel	bicicleta	N;INDF;MASC+FEM;SG	N;FEM;SG
cykel	bici	cykel	bici	N;INDF;MASC+FEM;SG	N;FEM;SG
cykel	bicicleta	cykel	bicicleta	N;INDF;MASC+FEM;SG	N;FEM;SG
indehaver	poseedor	indehave	poseedor	N;INDF;MASC+FEM;SG	N;MASC;SG
indehaver	holder	indehave	holder	N;INDF;MASC+FEM;SG	N;MASC;SG
indehaver	titular	indehave	titular	N;INDF;MASC+FEM;SG	N;MASC;SG
