ve	och	ve	och	CONJ	CONJ
çalışmış	arbetade	çalış	arbeta	V;PFV;NFH;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
çalışmış	jobbat	çalış	jobba	V;PFV;NFH;IND;SG;3;POS;PST	V;V.CVB;ACT
çalışmış	jobbade	çalış	jobba	V;PFV;NFH;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
çalışmış	funkade	çalış	funka	V;PFV;NFH;IND;SG;3;POS;PST	V;IND;PST;V.PTCP;ACT
çalışmış	arbetat	çalış	arbeta	V;PFV;NFH;IND;SG;3;POS;PST	V;V.CVB;ACT
çapı	diametern	çapı	diameter	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
kurumsal	institutionella	kurumsal	institutionell	ADJ	ADJ;NOM;PL
kurumsal	företagande	kurumsal	företagande	ADJ	ADJ;NOM;PRS;V.PTCP
cinayet	mord	cinayet	mord	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
cinayet	mord	cinayet	mord	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
farklılıklar	olikheter	farklılık	olikhet	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
farklılıklar	meningsskiljaktigheter	farklılık	meningsskiljaktighet	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
farklılıklar	skillnader	farklılık	skillnad	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
reddetti	förkastade	reddet	förkastad	V;PFV;IND;SG;3;POS;PST	V;IND;PST;V.PTCP;ACT
reddetti	avvisade	reddet	avvisa	V;PFV;IND;SG;3;POS;PST	V;IND;PST;V.PTCP;ACT
reddetti	avböjde	reddet	avböja	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
reddetti	vägrade	reddet	vägra	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
mesleği	yrke	meslek	yrke	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
mesleği	yrket	meslek	yrke	N;NOM;SG;3	N;NOM;DEF;NEUT;SG
mesleği	yrke	meslek	yrke	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
mesleği	ockupationen	meslek	ockupation	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
mesleği	ockupation	meslek	ockupation	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
üreticisi	tillverkaren	üretici	tillverkare	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
papalık	påvedömet	papalık	påvedöm	N;NOM;SG;3	N;NOM;DEF;NEUT;SG
yayınlar	publikationer	yayın	publikation	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
danışmanı	konsulten	danışman	konsult	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
danışmanı	konsult	danışman	konsult	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
danışmanı	enhetschef	danışman	enhetschef	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
bitkiler	plantor	bitki	plantor	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
bitkiler	växter	bitki	växt	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
bitkiler	örter	bitki	ört	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
benzerlik	affinitet	benzerlik	affinitet	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
benzerlik	släktskap	benzerlik	släktskap	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
benzerlik	likhet	benzerlik	likhet	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
benzerlik	likhet	benzerlik	likhet	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
benzerlik	likheten	benzerlik	likhet	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
benzerlik	likhet	benzerlik	likhet	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
kimliği	identitet	kimlik	identitet	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
hakaret	förtal	hakaret	förtal	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
hakaret	förolämpning	hakaret	förolämpning	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
hakaret	förolämpning	hakaret	förolämpning	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
kurtlar	vargar	kurt	varg	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
kurtlar	larver	kurt	larv	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
kurtlar	maskar	kurt	maske	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
karşılaştı	mötte	karşılaş	mötte	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
karşılaştı	påträffats	karşılaş	påträffa	V;PFV;IND;SG;3;POS;PST	V;V.CVB;PASS
izledi	tittat	izle	titta	V;PFV;IND;SG;3;POS;PST	V;V.CVB;ACT
izledi	tittade	izle	titta	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
renault	renault	renault	renaul	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
değerler	värdena	değer	värde	N;NOM;PL;3	N;NOM;DEF;NEUT;PL
değerler	värden	değer	värde	N;NOM;PL;3	N;NOM;INDF;NEUT;PL
değerler	värderingar	değer	värdering	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
yeğeni	systerson	yeğen	systerson	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
yeğeni	brorson	yeğen	brorson	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
stabilize	stabiliserar	stabilize	stabilisera	V;PFV;IND;SG;POS;PRS	V;IND;PRS;FIN;ACT
oturan	sitter	otur	sitta	V;PFV;IND;POS;PRS;V.PTCP	V;IND;PRS;FIN;ACT
veriyor	ger	ver	ge	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;PRS;FIN;ACT
veriyor	ger	ver	ge	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;PRS;FIN;ACT
veriyor	skänker	ver	skänka	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;PRS;FIN;ACT
burnu	tryne	burun	tryne	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
burnu	nos	burun	nos	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
burnu	kap	burun	kap	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
burnu	mantel	burun	mantel	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
burnu	näsan	burun	näsan	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
burnu	näsa	burun	näsa	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
burnu	nos	burun	nos	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
kaçtı	flydde	kaç	fly	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
kaçtı	rymde	kaç	ryma	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
kaçtı	flydde	kaç	fly	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
renkler	färgämnen	renk	färgämne	N;NOM;PL;3	N;NOM;INDF;NEUT;PL
renkler	färger	renk	färg	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
renkler	färger	renk	färg	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
ordular	arméer	ordu	arm	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
kurucuları	grundare	kurucu	grund	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
kurucuları	grundarna	kurucu	grundare	N;NOM;PL;3	N;NOM;DEF;MASC+FEM;PL
sendromu	syndromet	sendromu	syndrom	N;NOM;SG;3	N;NOM;DEF;NEUT;SG
sendromu	syndrom	sendromu	syndrom	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
planlanan	planeras	planla	planera	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IND;PRS;FIN;PASS
volkanik	vulkanisk	volkanik	vulkanisk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
geçmek	passerar	geç	passera	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;ACT
geçmek	korsar	geç	korsa	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;ACT
bekleyen	väntar	bekle	vänta	V;PFV;IND;POS;PRS;V.PTCP	V;IND;PRS;FIN;ACT
bekleyen	inväntar	bekle	invänta	V;PFV;IND;POS;PRS;V.PTCP	V;IND;PRS;FIN;ACT
yetenekli	begåvade	yetenekli	begåva	ADJ	ADJ;NOM;PL;PST;V.PTCP
yetenekli	begåvad	yetenekli	begåvad	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
yetenekli	begåvade	yetenekli	begåva	ADJ	ADJ;NOM;PL;PST;V.PTCP
yetenekli	begåvad	yetenekli	begåvad	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
yetenekli	talangfull	yetenekli	talangfull	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
yetenekli	duktiga	yetenekli	duktig	ADJ	ADJ;NOM;PL
yetenekli	kunniga	yetenekli	kunnig	ADJ	ADJ;NOM;PL
yetenekli	duktiga	yetenekli	duktig	ADJ	ADJ;NOM;PL
yetenekli	skickliga	yetenekli	skicklig	ADJ	ADJ;NOM;PL
müslümanlar	muslimer	müslüman	muslim	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
müslümanlar	muslimerna	müslüman	muslim	N;NOM;PL;3	N;NOM;DEF;MASC+FEM;PL
müslümanlar	muslimer	müslüman	muslim	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
gözleri	ögon	göz	ögon	N;NOM;PL;3	N;NOM;INDF;NEUT;PL
konserler	konserter	konser	konsert	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
konserler	spelningar	konser	spelning	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
binalar	fastigheter	bina	fastighet	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
binalar	byggnaderna	bina	byggnad	N;NOM;PL;3	N;NOM;DEF;MASC+FEM;PL
binalar	byggnader	bina	byggnad	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
namlu	fat	namlu	fat	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
tarihçiler	historiker	tarihçi	historik	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
büyüdü	vuxit	büyü	växa	V;PFV;IND;SG;3;POS;PST	V;V.CVB;ACT
büyüdü	odlas	büyü	odla	V;PFV;IND;SG;3;POS;PST	V;NFIN;PASS
büyüdü	växte	büyü	växa	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
simgesi	ikonen	simge	ikon	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
simgesi	ikon	simge	ikon	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
avukatlık	jurist	avukatlık	jurist	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
avukatlık	advokat	avukatlık	advoka	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
sorumlusu	ansvarsfullt	sorumlu	ansvarsfull	ADJ;NOM;SG;3	ADJ;NOM;INDF;NEUT;SG
sorumlusu	ansvarsfull	sorumlu	ansvarsfull	ADJ;NOM;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
sorumlusu	ansvarig	sorumlu	ansvarig	ADJ;NOM;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
sorumlusu	ansvarigt	sorumlu	ansvarig	ADJ;NOM;SG;3	ADJ;NOM;INDF;NEUT;SG
anlamak	förstår	anla	förstå	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;ACT
cennet	himmel	cennet	himmel	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
cennet	heaven	cennet	heav	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
cennet	himlen	cennet	himle	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
cennet	himmelriket	cennet	himmelrik	N;NOM;SG;3	N;NOM;DEF;NEUT;SG
cennet	himmelen	cennet	himmel	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
cennet	paradiset	cennet	paradis	N;NOM;SG;3	N;NOM;DEF;NEUT;SG
cennet	paradis	cennet	paradis	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
cennet	paradise	cennet	paradise	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
hotel	hotell	hotel	hotell	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
hotel	hotellet	hotel	hotell	N;NOM;SG;3	N;NOM;DEF;NEUT;SG
hotel	hotel	hotel	hotel	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
memnun	nöjda	memnun	nöja	ADJ	ADJ;NOM;PL
teknikleri	tekniker	teknik	teknik	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
kavga	slagsmål	kavga	slagsmål	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
kavga	fighting	kavga	fighting	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
kavga	slagsmål	kavga	slagsmål	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
kavga	kamp	kavga	kamp	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
komedyen	komiker	komedyen	komik	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
platformu	plattformen	platform	plattform	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
platformu	plattform	platform	plattform	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
cerrahi	operation	cerrahi	operation	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
cerrahi	kirurgi	cerrahi	kirurgi	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
gözü	eye	göz	eye	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
gözü	ögat	göz	öga	N;NOM;SG;3	N;NOM;DEF;NEUT;SG
gözü	öga	göz	öga	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
sorumluluk	ansvar	sorumluluk	ansvar	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
sorumluluk	ansvarighet	sorumluluk	ansvarighet	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
sorumluluk	ansvar	sorumluluk	ansvar	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
sorumluluk	ansvarstagande	sorumluluk	ansvarstagande	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
sorumluluk	ansvar	sorumluluk	ansvar	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
aralığı	intervall	aralık	intervall	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
konut	vistelse	konut	vistelse	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
konut	hemvist	konut	hemvist	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
konut	bosättning	konut	bosättning	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
konut	bostad	konut	bostad	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
konut	hölje	konut	hölje	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
konut	boende	konut	boende	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
konut	bostad	konut	bostad	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
konut	bostadsområde	konut	bostadsområde	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
kazanılan	förvärvats	kazan	förvärva	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;V.CVB;PASS
hazine	skatt	hazin	skatt	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
hazine	finansdepartementet	hazin	finansdepartement	N;NOM;SG;3	N;NOM;DEF;NEUT;SG
hazine	statskassan	hazin	statskassa	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
güreşçi	brottare	güreşçi	brott	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
planet	planet	planet	plan	N;NOM;SG;3	N;NOM;DEF;NEUT;SG
planet	planeten	planet	plan	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
öğretmenlik	undervisning	öğretmenlik	undervisning	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
denizaltı	ubåt	denizaltı	ubåt	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
denizaltı	sub	denizaltı	sub	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
gösteriyor	visar	göster	visa	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;PRS;FIN;ACT
gösteriyor	indikerar	göster	indikera	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;PRS;FIN;ACT
gösteriyor	visar	göster	visa	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;PRS;FIN;ACT
çoğunluk	majoriteten	çoğunluk	majoritet	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
çoğunluk	majoritet	çoğunluk	majoritet	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
kimin	vilkas	kim	vilka	PRO;GEN;SG;3	PRO;DEF
kimin	vars	kim	vars	PRO;GEN;SG;3	PRO;DEF
kimin	vems	kim	vema	PRO;GEN;SG;3	PRO;DEF
yoğunluk	intensitet	yoğunluk	intensit	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
yoğunluk	densitet	yoğunluk	densit	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
yoğunluk	täthet	yoğunluk	täthet	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
gelirler	inkomster	gel	inkomst	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
gelirler	intäkter	gel	intäkt	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
yarattı	skapade	yarat	skapa	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
yarattı	skapats	yarat	skapa	V;PFV;IND;SG;3;POS;PST	V;V.CVB;PASS
yarattı	skapades	yarat	skapa	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;PASS
etkinlikler	verksamheter	etkinlik	verksamhet	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
etkinlikler	aktiviteter	etkinlik	aktivitet	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
etkinlikler	händelser	etkinlik	händelse	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
ifadeler	reaktioner	ifade	reaktion	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
ifadeler	uttalanden	ifade	uttalande	N;NOM;PL;3	N;NOM;INDF;NEUT;PL
ifadeler	meningar	ifade	mening	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
ifadeler	fraser	ifade	fras	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
eksikliği	brist	eksiklik	brist	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
eksikliği	brist	eksiklik	brist	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
puanlar	tittarsiffror	puan	tittarsiffra	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
puanlar	punkter	puan	punkt	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
puanlar	punkterna	puan	punkt	N;NOM;PL;3	N;NOM;DEF;MASC+FEM;PL
mekanizması	mekanism	mekaniz	mekanism	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
mekanizması	mekanismen	mekaniz	mekanism	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
güzellik	skönheten	güzellik	skönhet	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
güzellik	skönhet	güzellik	skönhet	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
güzellik	beauty	güzellik	beauty	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
müşteri	kunden	müşteri	kund	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
müşteri	kund	müşteri	kund	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
müşteri	klienten	müşteri	klient	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
müşteri	kunden	müşteri	kund	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
müşteri	klient	müşteri	klient	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
müşteri	kund	müşteri	kund	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
ayıran	separerar	ayır	separera	V;PFV;IND;POS;PRS;V.PTCP	V;IND;PRS;FIN;ACT
ayıran	skiljer	ayır	skilja	V;PFV;IND;POS;PRS;V.PTCP	V;IND;PRS;FIN;ACT
ayıran	separerar	ayır	separera	V;PFV;IND;POS;PRS;V.PTCP	V;IND;PRS;FIN;ACT
ilkesi	principen	ilke	princip	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
ilkesi	princip	ilke	princip	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
dostu	vänskaplig	dost	vänskaplig	ADJ;NOM;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
dostu	vänlig	dost	vänlig	ADJ;NOM;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
dostu	vänligt	dost	vänlig	ADJ;NOM;SG;3	ADJ;NOM;INDF;NEUT;SG
kentsel	urban	kentsel	urban	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
kentsel	tätort	kentsel	tätor	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
saldırılar	attacker	sal	attack	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
saldırılar	angrepp	sal	angrepp	N;NOM;PL;3	N;NOM;INDF;NEUT;PL
okulları	skolor	okul	skola	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
okulları	skolorna	okul	skola	N;NOM;PL;3	N;NOM;DEF;MASC+FEM;PL
fotoğraflar	fotografier	fotoğraf	fotografi	N;NOM;PL;3	N;NOM;INDF;NEUT;PL
fotoğraflar	bilder	fotoğraf	bild	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
fotoğraflar	tavlor	fotoğraf	tavla	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
fotoğraflar	bilder	fotoğraf	bild	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
nilüfer	lotus	nilüfer	lotus	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
pasaport	pass	pasaport	pass	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
pasaport	passet	pasaport	pass	N;NOM;SG;3	N;NOM;DEF;NEUT;SG
pasaport	pass	pasaport	pass	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
eşitlik	paritet	eşitlik	paritet	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
eşitlik	ekvation	eşitlik	ekvation	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
eşitlik	jämlikhet	eşitlik	jämlikhet	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
eşitlik	jämställdhet	eşitlik	jämställdhet	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
taburu	bataljonen	tabur	bataljon	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
taburu	bataljon	tabur	bataljon	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
penaltı	påföljd	penaltı	påföljd	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
penaltı	straff	penaltı	straff	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
kalitesi	kvalité	kalite	kvalité	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
kalitesi	kvalitet	kalite	kvalitet	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
kalitesi	kvaliteten	kalite	kvalitet	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
patates	potatis	patates	potatis	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
patates	potatis	patates	potatis	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
patates	potato	patates	potato	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
büyükelçiliği	ambassad	büyükelçilik	ambassad	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
büyükelçiliği	ambassaden	büyükelçilik	ambassad	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
etiketi	etikett	etiket	etikett	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
etiketi	beteckning	etiket	beteckning	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
hastalıklar	sjukdomar	hastalık	sjukdom	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
hastalıklar	sjukdomar	hastalık	sjukdom	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
çiftlik	bondgård	çiftlik	bondgård	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
çiftlik	lantbruk	çiftlik	lantbruk	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
çiftlik	gård	çiftlik	gård	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
çiftlik	ranch	çiftlik	ranch	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
çiftlik	ranchen	çiftlik	ranchen	N;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
yüzyıllar	århundraden	yüzyıl	århundrade	N;NOM;PL;3	N;NOM;INDF;NEUT;PL
yüzyıllar	sekler	yüzyıl	sekel	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
görelilik	relativitet	görelilik	relativitet	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
düzenlemeler	redigerar	düzenle	redigera	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;ACT
gemiler	båtar	gemi	båta	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
gemiler	blodkärl	gemi	blodkärl	N;NOM;PL;3	N;NOM;INDF;NEUT;PL
silahları	pistoler	silah	pistol	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
takvimi	almanacka	takvim	almanacka	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
takvimi	kalendern	takvim	kalender	N;NOM;SG;3	N;NOM;DEF;NEUT;SG
kararlar	resolutioner	karar	resolution	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
kararlar	avgöranden	karar	avgörande	N;NOM;PL;3	N;NOM;INDF;NEUT;PL
istenilen	önskas	iste	önska	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NFIN;PASS
giderler	utgifter	git	utgift	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
giderler	utgifterna	git	utgift	N;NOM;PL;3	N;NOM;DEF;MASC+FEM;PL
giderler	kostnader	git	kostnad	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
giderler	utgifter	git	utgift	N;NOM;PL;3	N;NOM;INDF;MASC+FEM;PL
giderler	utlägg	git	utlägg	N;NOM;PL;3	N;NOM;INDF;NEUT;PL
dayanıklı	resistenta	dayanıklı	resistent	ADJ	ADJ;NOM;PL
dayanıklı	varaktigt	dayanıklı	varaktig	ADJ	ADJ;NOM;INDF;NEUT;SG
dayanıklı	hållbart	dayanıklı	hållbart	ADJ	ADJ;NOM;INDF;NEUT;SG
dayanıklı	varaktig	dayanıklı	varaktig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
dayanıklı	varaktiga	dayanıklı	varaktig	ADJ	ADJ;NOM;PL
dayanıklı	robust	dayanıklı	robust	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
olimpik	olympic	ol	olympic	N;NOM;SG;3	N;NOM;INDF;NEUT;SG
işlemci	processor	işlemci	processor	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
işlemci	processor	işlemci	processor	N;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
