van	從	van	從	ADP	ADP
voordelen	優勢	voordeel	優勢	N;PL	N
voordelen	福利	voordeel	福利	N;PL	N
benen	腿	been	腿	N;PL	N
tel	數	tellen	數	N;MASC+FEM;SG	N
tel	伯爵	tellen	伯爵	N;MASC+FEM;SG	N
tel	數數	tellen	數數	N;MASC+FEM;SG	N
tel	計數	tellen	計數	N;MASC+FEM;SG	N
afstammelingen	後裔	afstammeling	後裔	N;PL	N
afstammelingen	後代	afstammeling	後代	N;PL	N
identiek	相同	identiek	相同	ADJ	ADJ
wonder	奇蹟	wonder	奇蹟	N;NEUT;SG	N
wonder	奇跡	wonder	奇跡	N;NEUT;SG	N
komedie	喜劇	komedie	喜劇	N;MASC+FEM;SG	N
pen	鋼筆	pen	鋼筆	N;MASC+FEM;SG	N
pen	筆	pen	筆	N;MASC+FEM;SG	N
poliep	息肉	poliep	息肉	N;MASC+FEM;SG	N
meervoud	複數	meervoud	複數	N;NEUT;SG	N
omgekeerd	反轉	omkeren	反轉	V;V.PTCP	V
omgekeerd	扭轉	omkeren	扭轉	V;V.PTCP	V
omgekeerd	倒轉	omkeren	倒轉	V;V.PTCP	V
voorzieningen	設施	voorziening	設施	N;PL	N
dragon	龍	dragon	龍	N;MASC+FEM;SG	N
dragon	神龍	dragon	神龍	N;MASC+FEM;SG	N
vegas	賭城	vegas	賭城	N;MASC+FEM;SG	N
vakantie	假期	vakantie	假期	N;MASC+FEM;SG	N
vakantie	假日	vakantie	假日	N;MASC+FEM;SG	N
vakantie	節日	vakantie	節日	N;MASC+FEM;SG	N
vakantie	假期	vakantie	假期	N;MASC+FEM;SG	N
vakantie	假期	vakantie	假期	N;MASC+FEM;SG	N
vakantie	假日	vakantie	假日	N;MASC+FEM;SG	N
vakantie	節假	vakantie	節假	N;MASC+FEM;SG	N
vakantie	節日	vakantie	節日	N;MASC+FEM;SG	N
tekort	赤字	tekort	赤字	N;NEUT;SG	N
tekort	虧損	tekort	虧損	N;NEUT;SG	N
tekort	逆差	tekort	逆差	N;NEUT;SG	N
vecht	打	vechten	打	V;SG;PRS;FIN	V
honden	犬	hond	犬	N;PL	N
honden	狗	hond	狗	N;PL	N
koopman	商人	koopman	商人	N;MASC+FEM;SG	N
koopman	商家	koopman	商家	N;MASC+FEM;SG	N
aanslagen	襲擊	aanslaan	襲擊	N;PL	N
schiet	拍攝	schieten	拍攝	V;SG;PRS;FIN	V
schiet	拍	schieten	拍	V;SG;PRS;FIN	V
noot	堅果	noot	堅果	N;MASC+FEM;SG	N
happy	開心	happy	開心	N;MASC+FEM;SG	N
happy	快樂	happy	快樂	N;MASC+FEM;SG	N
happy	幸福	happy	幸福	N;MASC+FEM;SG	N
schilders	畫家	schilder	畫家	N;PL	N
maagd	處	maagd	處	N;MASC+FEM;SG	N
maagd	處	maagd	處	N;MASC+FEM;SG	N
simpel	簡單	simpel	簡單	ADJ	ADJ
campus	校區	campus	校區	N;MASC+FEM;SG	N
campus	校園	campus	校園	N;MASC+FEM;SG	N
sweet	甜蜜	sweet	甜蜜	N;MASC+FEM;SG	N
sweet	甜	sweet	甜	N;MASC+FEM;SG	N
groeiende	生長	groeien	生長	V;V.PTCP	V
groeiende	成長	groeien	成長	V;V.PTCP	V
egel	海膽	egel	海膽	N;MASC+FEM;SG	N
meedoen	加入	meedoen	加入	V;NFIN	V
fabrieken	工廠	fabriek	工廠	N;PL	N
bevelhebber	司令	bevelhebber	司令	N;MASC+FEM;SG	N
gevaarlijk	危險	gevaarlijk	危險	ADJ	ADJ
fruit	果實	fruit	果實	N;NEUT;SG	N
fruit	水果	fruit	水果	N;NEUT;SG	N
fruit	果	fruit	果	N;NEUT;SG	N
fruit	果實	fruit	果實	N;NEUT;SG	N
fruit	水果	fruit	水果	N;NEUT;SG	N
verbinden	連結	verbinden	連結	V;NFIN	V
verbinden	連線	verbinden	連線	V;NFIN	V
verbinden	連結	verbinden	連結	V;NFIN	V
theorieën	理論	theorieën	理論	N;PL	N
plateau	高原	plateau	高原	N;NEUT;SG	N
visserij	漁業	visserij	漁業	N;MASC+FEM;SG	N
visserij	漁業	visserij	漁業	N;MASC+FEM;SG	N
visserij	釣魚	visserij	釣魚	N;MASC+FEM;SG	N
visserij	漁業	visserij	漁業	N;MASC+FEM;SG	N
generaties	世代	generatie	世代	N;PL	N
afgeleide	衍生	afleiden	衍生	V;V.PTCP	V
script	劇本	script	劇本	N;NEUT;SG	N
belastingen	稅	belastingen	稅	N;PL	N
belastingen	稅務	belastingen	稅務	N;PL	N
belastingen	稅務	belastingen	稅務	N;PL	N
belastingen	稅	belastingen	稅	N;PL	N
belastingen	稅	belastingen	稅	N;PL	N
belastingen	稅金	belastingen	稅金	N;PL	N
belastingen	稅務	belastingen	稅務	N;PL	N
belastingen	稅	belastingen	稅	N;PL	N
belastingen	稅	belastingen	稅	N;PL	N
belastingen	稅款	belastingen	稅款	N;PL	N
detective	警探	detective	警探	N;MASC+FEM;SG	N
zuilen	支柱	zuilen	支柱	N;PL	N
zuilen	界	zuilen	界	N;PL	N
zuilen	欄	zuilen	欄	N;PL	N
ham	火腿	ham	火腿	N;MASC+FEM;SG	N
slangen	蛇	slang	蛇	N;PL	N
slangen	蛇	slang	蛇	N;PL	N
wensen	願望	wens	願望	N;PL	N
wensen	願望	wens	願望	N;PL	N
keizerin	皇后	keizerin	皇后	N;MASC+FEM;SG	N
waarnemend	演戲	waarnemend	演戲	V;V.PTCP	V
waarnemend	代理	waarnemend	代理	V;V.PTCP	V
geplande	排定	plannen	排定	V;V.PTCP	V
matig	溫和	matig	溫和	ADJ	ADJ
symbolen	符號	symbol	符號	N;PL	N
gif	毒	gif	毒	N;NEUT;SG	N
gif	毒液	gif	毒液	N;NEUT;SG	N
gif	毒素	gif	毒素	N;NEUT;SG	N
gif	毒藥	gif	毒藥	N;NEUT;SG	N
gif	毒	gif	毒	N;NEUT;SG	N
gif	毒物	gif	毒物	N;NEUT;SG	N
continent	大洲	continent	大洲	N;NEUT;SG	N
continent	大陸	continent	大陸	N;NEUT;SG	N
ice	冰塊	ice	冰塊	N;MASC+FEM;SG	N
ice	冰	ice	冰	N;MASC+FEM;SG	N
geografie	地理	geografie	地理	N;MASC+FEM;SG	N
geografie	地理	geografie	地理	N;MASC+FEM;SG	N
geografie	地域	geografie	地域	N;MASC+FEM;SG	N
geografie	地理	geografie	地理	N;MASC+FEM;SG	N
vergroten	增加	vergroten	增加	V;NFIN	V
vergroten	提高	vergroten	提高	V;NFIN	V
gevaarlijke	危險	gevaarlijk	危險	ADJ	ADJ
koffie	咖啡	koffie	咖啡	N;MASC+FEM;SG	N
rede	理由	rede	理由	N;MASC+FEM;SG	N
rede	理性	rede	理性	N;MASC+FEM;SG	N
rede	原因	rede	原因	N;MASC+FEM;SG	N
kruisen	相交	kruis	相交	V;NFIN	V
zoektocht	搜尋	zoektocht	搜尋	N;MASC+FEM;SG	N
methoden	方法	methode	方法	N;PL	N
netjes	整潔	netjes	整潔	ADJ	ADJ
netjes	整潔	netjes	整潔	ADJ	ADJ
verhoogde	增加	verhogen	增加	V;SG;PST;FIN	V
rector	校長	rector	校長	N;MASC+FEM;SG	N
tong	舌頭	tong	舌頭	N;MASC+FEM;SG	N
tong	舌	tong	舌	N;MASC+FEM;SG	N
fietsen	騎車	fietsen	騎車	V;NFIN	V
fietsen	自行	fietsen	自行	V;NFIN	V
cyclus	週期	cyclus	週期	N;MASC+FEM;SG	N
cyclus	迴圈	cyclus	迴圈	N;MASC+FEM;SG	N
hoofdletter	大寫	hoofdletter	大寫	N;MASC+FEM;SG	N
hoofdletter	資本	hoofdletter	資本	N;MASC+FEM;SG	N
hoofdletter	首都	hoofdletter	首都	N;MASC+FEM;SG	N
ranglijst	名次	ranglijst	名次	N;MASC+FEM;SG	N
moto	摩托	moto	摩托	N;MASC+FEM;SG	N
zwak	虛弱	zwak	虛弱	ADJ	ADJ
zwak	軟弱	zwak	軟弱	ADJ	ADJ
zwak	薄弱	zwak	薄弱	ADJ	ADJ
krijt	粉筆	krijt	粉筆	N;NEUT;SG	N
heuvels	丘陵	heuvel	丘陵	N;PL	N
melodie	旋律	melodie	旋律	N;MASC+FEM;SG	N
hoorns	牛角	hoorn	牛角	N;PL	N
hunter	獵人	hunter	獵人	N;MASC+FEM;SG	N
verdacht	涉嫌	verdenken	涉嫌	V;V.PTCP	V
verdacht	疑似	verdenken	疑似	V;V.PTCP	V
verdacht	疑犯	verdenken	疑犯	V;V.PTCP	V
rijst	大米	rijst	大米	N;MASC+FEM;SG	N
rijst	米	rijst	米	N;MASC+FEM;SG	N
rijst	米飯	rijst	米飯	N;MASC+FEM;SG	N
rijst	飯	rijst	飯	N;MASC+FEM;SG	N
deep	深層	deep	深層	N;MASC+FEM;SG	N
betrekkingen	關係	betrekking	關係	N;PL	N
duinen	沙丘	duin	沙丘	N;PL	N
voorgevel	外觀	voorgevel	外觀	N;MASC+FEM;SG	N
avonturen	冒險	avontuur	冒險	N;PL	N
avonturen	冒險	avontuur	冒險	N;PL	N
bovenkant	頂	bovenkant	頂	N;MASC+FEM;SG	N
bovenkant	頂端	bovenkant	頂端	N;MASC+FEM;SG	N
bovenkant	熱門	bovenkant	熱門	N;MASC+FEM;SG	N
peer	同儕	peer	同儕	N;MASC+FEM;SG	N
peer	梨果	peer	梨果	N;MASC+FEM;SG	N
casino	賭場	casino	賭場	N;NEUT;SG	N
jager	獵人	jager	獵人	N;MASC+FEM;SG	N
hole	洞口	hole	洞口	N;MASC+FEM;SG	N
omzet	週轉	omzet	週轉	N;MASC+FEM;SG	N
raam	窗戶	raam	窗戶	N;NEUT;SG	N
raam	窗	raam	窗	N;NEUT;SG	N
variatie	變異	variatie	變異	N;MASC+FEM;SG	N
variatie	變異	variatie	變異	N;MASC+FEM;SG	N
beoordeeld	評分	beoordelen	評分	V;V.PTCP	V
gemengde	混合	mengen	混合	V;V.PTCP	V
ward	病房	warden	病房	N;MASC+FEM;SG	N
droom	夢	droom	夢	N;MASC+FEM;SG	N
droom	夢境	droom	夢境	N;MASC+FEM;SG	N
droom	夢想	droom	夢想	N;MASC+FEM;SG	N
oorzaken	起因	oorzaak	起因	N;PL	N
monarchie	君主	monarchie	君主	N;MASC+FEM;SG	N
monarchie	君主	monarchie	君主	N;MASC+FEM;SG	N
monarchie	君主	monarchie	君主	N;MASC+FEM;SG	N
winkelcentrum	商場	winkelcentrum	商場	N;NEUT;SG	N
gerelateerde	相關	relateren	相關	V;V.PTCP	V
spoorweg	鐵路	spoorweg	鐵路	N;MASC+FEM;SG	N
spoorweg	鐵道	spoorweg	鐵道	N;MASC+FEM;SG	N
spoorweg	鐵路	spoorweg	鐵路	N;MASC+FEM;SG	N
spoorweg	鐵道	spoorweg	鐵道	N;MASC+FEM;SG	N
monnik	僧侶	monnik	僧侶	N;MASC+FEM;SG	N
monnik	僧	monnik	僧	N;MASC+FEM;SG	N
prototype	原型	prototype	原型	N;NEUT;SG	N
autoriteit	權威	autoriteit	權威	N;MASC+FEM;SG	N
basiliek	聖殿	basiliek	聖殿	N;MASC+FEM;SG	N
melk	乳	melk	乳	N;MASC+FEM;SG	N
melk	牛奶	melk	牛奶	N;MASC+FEM;SG	N
melk	奶	melk	奶	N;MASC+FEM;SG	N
drank	飲料	drank	飲料	N;MASC+FEM;SG	N
publiceren	出版	publiceren	出版	V;NFIN	V
publiceren	發表	publiceren	發表	V;NFIN	V
publiceren	刊登	publiceren	刊登	V;NFIN	V
publiceren	發表	publiceren	發表	V;NFIN	V
straling	輻射	straling	輻射	N;MASC+FEM;SG	N
organisme	機體	organisme	機體	N;NEUT;SG	N
organisme	生物	organisme	生物	N;NEUT;SG	N
kringen	圈	kring	圈	N;PL	N
kringen	圈子	kring	圈子	N;PL	N
kringen	圓圈	kring	圓圈	N;PL	N
waardering	評比	waardering	評比	N;MASC+FEM;SG	N
waardering	估價	waardering	估價	N;MASC+FEM;SG	N
hoogst	最高	hoog	最高	ADJ;RL	ADJ
experimenten	試驗	experiment	試驗	N;PL	N
experimenten	實驗	experiment	實驗	N;PL	N
motivatie	動機	motivatie	動機	N;MASC+FEM;SG	N
motivatie	動因	motivatie	動因	N;MASC+FEM;SG	N
motivatie	動力	motivatie	動力	N;MASC+FEM;SG	N
miles	英里	mil	英里	N;PL	N
chemie	化學	chemie	化學	N;MASC+FEM;SG	N
bestrijden	作戰	bestrijden	作戰	V;NFIN	V
vet	油脂	vet	油脂	N;NEUT;SG	N
vet	大膽	vet	大膽	N;NEUT;SG	N
vet	肥	vet	肥	N;NEUT;SG	N
vet	脂	vet	脂	N;NEUT;SG	N
vet	胖	vet	胖	N;NEUT;SG	N
chi	志	chi	志	N;MASC+FEM;SG	N
voorkant	前面	voorkant	前面	N;MASC+FEM;SG	N
voorkant	陣線	voorkant	陣線	N;MASC+FEM;SG	N
kampioenen	冠軍	kampioen	冠軍	N;PL	N
chinezen	中文	chinees	中文	N;PL	N
codex	法典	codex	法典	N;MASC+FEM;SG	N
mijl	英里	mijl	英里	N;MASC+FEM;SG	N
auteursrecht	版權	auteursrecht	版權	N;NEUT;SG	N
nakomelingen	後代	nakomeling	後代	N;PL	N
nakomelingen	後裔	nakomeling	後裔	N;PL	N
nakomelingen	後代	nakomeling	後代	N;PL	N
geaccepteerd	接受	accepteren	接受	V;V.PTCP	V
verlopen	到期	verlopen	到期	V;V.PTCP	V
verlopen	過期	verlopen	過期	V;V.PTCP	V
verlopen	過期	verlopen	過期	V;V.PTCP	V
verloopt	到期	verlopen	到期	V;SG;PRS;FIN	V
verloopt	過期	verlopen	過期	V;SG;PRS;FIN	V
born	天生	born	天生	N;MASC+FEM;SG	N
larven	幼蟲	larven	幼蟲	N;PL	N
dinosauriërs	恐龍	dinosauriër	恐龍	N;PL	N
medicijnen	藥品	medicijn	藥品	N;PL	N
medicijnen	藥物	medicijn	藥物	N;PL	N
medicijnen	醫學	medicijn	醫學	N;PL	N
medicijnen	藥	medicijn	藥	N;PL	N
medicijnen	醫藥	medicijn	醫藥	N;PL	N
medicijnen	藥品	medicijn	藥品	N;PL	N
medicijnen	醫藥	medicijn	醫藥	N;PL	N
medicijnen	藥品	medicijn	藥品	N;PL	N
medicijnen	藥物	medicijn	藥物	N;PL	N
medicijnen	醫藥	medicijn	醫藥	N;PL	N
antwoorden	答案	antwoord	答案	N;PL	N
streng	嚴謹	streng	嚴謹	ADJ	ADJ
streng	嚴重	streng	嚴重	ADJ	ADJ
historici	歷史	historicus	歷史	N;PL	N
bladen	床單	blad	床單	N;PL	N
vacht	外衣	vacht	外衣	N;MASC+FEM;SG	N
vacht	外套	vacht	外套	N;MASC+FEM;SG	N
vacht	皮草	vacht	皮草	N;MASC+FEM;SG	N
vacht	皮毛	vacht	皮毛	N;MASC+FEM;SG	N
lane	巷	laan	巷	N;MASC+FEM;SG	N
lane	車道	laan	車道	N;MASC+FEM;SG	N
heaven	天國	heaven	天國	N;PL	N
heaven	天堂	heaven	天堂	N;PL	N
zeventien	十七	zeventien	十七	NUM	NUM
afgewerkt	完成	afwerken	完成	V;V.PTCP	V
geschrapt	刪除	schrappen	刪除	V;V.PTCP	V
bende	幫派	bende	幫派	N;MASC+FEM;SG	N
toetsen	按鍵	toetsen	按鍵	N;PL	N
toetsen	鍵	toetsen	鍵	N;PL	N
luxe	豪華	luxe	豪華	N;MASC+FEM;SG	N
luxe	豪華	luxe	豪華	N;MASC+FEM;SG	N
gen	基因	gen	基因	N;NEUT;SG	N
opvoeding	育兒	opvoeding	育兒	N;MASC+FEM;SG	N
opvoeding	教育	opvoeding	教育	N;MASC+FEM;SG	N
opvoeding	學歷	opvoeding	學歷	N;MASC+FEM;SG	N
opvoeding	教養	opvoeding	教養	N;MASC+FEM;SG	N
opvoeding	撫育	opvoeding	撫育	N;MASC+FEM;SG	N
salon	沙龍	salon	沙龍	N;MASC+FEM;SG	N
karpers	鯉	karper	鯉	N;PL	N
karpers	鯉魚	karper	鯉魚	N;PL	N
heiligen	聖人	heiligen	聖人	N;PL	N
heiligen	聖徒	heiligen	聖徒	N;PL	N
aluminium	鋁	aluminium	鋁	N;NEUT;SG	N
aluminium	鋁	aluminium	鋁	N;NEUT;SG	N
fragmenten	片段	fragment	片段	N;PL	N
fragmenten	碎片	fragment	碎片	N;PL	N
fragmenten	節錄	fragment	節錄	N;PL	N
fragmenten	片段	fragment	片段	N;PL	N
gerelateerd	相關	relateren	相關	V;V.PTCP	V
schermen	擊劍	scherm	擊劍	N;PL	N
schermen	劍術	scherm	劍術	N;PL	N
schermen	盾牌	scherm	盾牌	N;PL	N
schermen	場景	scherm	場景	N;PL	N
koepel	穹	koepel	穹	N;MASC+FEM;SG	N
koepel	圓頂	koepel	圓頂	N;MASC+FEM;SG	N
clan	氏族	clan	氏族	N;MASC+FEM;SG	N
clan	部族	clan	部族	N;MASC+FEM;SG	N
clan	氏	clan	氏	N;MASC+FEM;SG	N
fel	激烈	fel	激烈	ADJ	ADJ
slam	灌籃	slam	灌籃	N;MASC+FEM;SG	N
principes	原則	principe	原則	N;PL	N
achterstand	積壓	achterstand	積壓	N;MASC+FEM;SG	N
sluiting	扣	sluiting	扣	N;MASC+FEM;SG	N
stellingen	命題	stelling	命題	N;PL	N
bieren	啤酒	bier	啤酒	N;PL	N
samenvoeging	彙總	samenvoeging	彙總	N;MASC+FEM;SG	N
lotto	彩票	lotto	彩票	N;MASC+FEM;SG	N
balans	平衡	balans	平衡	N;MASC+FEM;SG	N
balans	結餘	balans	結餘	N;MASC+FEM;SG	N
balans	均衡	balans	均衡	N;MASC+FEM;SG	N
balans	餘額	balans	餘額	N;MASC+FEM;SG	N
veldslag	戰	veldslag	戰	N;MASC+FEM;SG	N
veldslag	戰役	veldslag	戰役	N;MASC+FEM;SG	N
veldslag	戰鬥	veldslag	戰鬥	N;MASC+FEM;SG	N
medewerking	協作	medewerking	協作	N;MASC+FEM;SG	N
scherp	尖	scherp	尖	ADJ	ADJ
pak	西裝	pak	西裝	N;NEUT;SG	N
pak	西服	pak	西服	N;NEUT;SG	N
pak	套	pak	套	N;NEUT;SG	N
scheiden	離婚	scheiden	離婚	V;NFIN	V
verbouwing	整修	verbouwing	整修	N;MASC+FEM;SG	N
verbouwing	翻新	verbouwing	翻新	N;MASC+FEM;SG	N
verbouwing	裝修	verbouwing	裝修	N;MASC+FEM;SG	N
helden	英雄	helden	英雄	N;PL	N
bakstenen	磚頭	baksteen	磚頭	N;PL	N
bakstenen	磚	baksteen	磚	N;PL	N
bakstenen	磚塊	baksteen	磚塊	N;PL	N
kanalen	頻道	kanaal	頻道	N;PL	N
kanalen	渠道	kanaal	渠道	N;PL	N
kanalen	運河	kanaal	運河	N;PL	N
vorstendom	公國	vorstendom	公國	N;NEUT;SG	N
verdachte	疑犯	verdenken	疑犯	V;V.PTCP	V
verdachte	被	verdenken	被	V;V.PTCP	V;PASS
verdachte	被	verdenken	被	V;V.PTCP	V;PASS
citaat	引文	citaat	引文	N;NEUT;SG	N
citaat	引文	citaat	引文	N;NEUT;SG	N
rechtszaak	審訊	rechtszaak	審訊	N;MASC+FEM;SG	N
rechtszaak	審判	rechtszaak	審判	N;MASC+FEM;SG	N
rechtszaak	訴訟	rechtszaak	訴訟	N;MASC+FEM;SG	N
rechtszaak	官司	rechtszaak	官司	N;MASC+FEM;SG	N
eet	吃	emmen	吃	V;SG;PRS;FIN	V
eet	吃	emmen	吃	V;SG;PRS;FIN	V
universum	宇宙	universum	宇宙	N;NEUT;SG	N
atmosfeer	氣氛	atmosfeer	氣氛	N;MASC+FEM;SG	N
atmosfeer	大氣	atmosfeer	大氣	N;MASC+FEM;SG	N
atmosfeer	大氣	atmosfeer	大氣	N;MASC+FEM;SG	N
atmosfeer	氛圍	atmosfeer	氛圍	N;MASC+FEM;SG	N
palm	棕櫚	palm	棕櫚	N;MASC+FEM;SG	N
ambtenaren	官員	ambtenaar	官員	N;PL	N
percentage	百分	percentage	百分	N;NEUT;SG	N
culturen	文化	cultuur	文化	N;PL	N
schat	蜂蜜	schat	蜂蜜	N;MASC+FEM;SG	N
schat	嬰兒	schat	嬰兒	N;MASC+FEM;SG	N
schat	寶貝	schat	寶貝	N;MASC+FEM;SG	N
schat	寶寶	schat	寶寶	N;MASC+FEM;SG	N
schat	珍寶	schat	珍寶	N;MASC+FEM;SG	N
schat	寶藏	schat	寶藏	N;MASC+FEM;SG	N
afmetingen	尺寸	afmeting	尺寸	N;PL	N
bewustzijn	知覺	bewustzijn	知覺	N;NEUT;SG	N
bewustzijn	意識	bewustzijn	意識	N;NEUT;SG	N
drugs	藥品	drug	藥品	N;PL	N
drugs	藥物	drug	藥物	N;PL	N
drugs	毒品	drug	毒品	N;PL	N
global	全球	global	全球	N;MASC+FEM;SG	N
archieven	檔案	archief	檔案	N;PL	N
mineraal	礦	mineraal	礦	N;NEUT;SG	N
mineraal	礦物	mineraal	礦物	N;NEUT;SG	N
mineraal	礦	mineraal	礦	N;NEUT;SG	N
pot	鍋	pot	鍋	N;MASC+FEM;SG	N
pot	壺	pot	壺	N;MASC+FEM;SG	N
pot	罐	pot	罐	N;MASC+FEM;SG	N
pot	罐子	pot	罐子	N;MASC+FEM;SG	N
herinneren	召回	herinneren	召回	V;NFIN	V
chaos	混沌	chaos	混沌	N;MASC+FEM;SG	N
chaos	混亂	chaos	混亂	N;MASC+FEM;SG	N
schaduw	影	schaduw	影	N;MASC+FEM;SG	N
schaduw	影子	schaduw	影子	N;MASC+FEM;SG	N
schaduw	陰影	schaduw	陰影	N;MASC+FEM;SG	N
schaduw	影	schaduw	影	N;MASC+FEM;SG	N
schaduw	影子	schaduw	影子	N;MASC+FEM;SG	N
schaduw	陰影	schaduw	陰影	N;MASC+FEM;SG	N
schaduw	暗影	schaduw	暗影	N;MASC+FEM;SG	N
schaduw	陰影	schaduw	陰影	N;MASC+FEM;SG	N
duke	公爵	duk	公爵	N;MASC+FEM;SG	N
gevangenschap	監禁	gevangenschap	監禁	N;MASC+FEM;SG	N
vrijgegeven	獲釋	vrijgeven	獲釋	V;V.PTCP	V
handschrift	筆跡	handschrift	筆跡	N;NEUT;SG	N
handschrift	字跡	handschrift	字跡	N;NEUT;SG	N
handschrift	手稿	handschrift	手稿	N;NEUT;SG	N
handschrift	稿子	handschrift	稿子	N;NEUT;SG	N
pink	粉	pink	粉	N;MASC+FEM;SG	N
pink	粉色	pink	粉色	N;MASC+FEM;SG	N
pink	粉紅	pink	粉紅	N;MASC+FEM;SG	N
pink	粉紅	pink	粉紅	N;MASC+FEM;SG	N
apparatuur	裝備	apparatuur	裝備	N;MASC+FEM;SG	N
rebellen	叛亂	rebel	叛亂	N;PL	N
rebellen	叛亂	rebel	叛亂	N;PL	N
rebellen	叛軍	rebel	叛軍	N;PL	N
pantser	盔甲	pantser	盔甲	N;NEUT;SG	N
pantser	裝甲	pantser	裝甲	N;NEUT;SG	N
pantser	盔甲	pantser	盔甲	N;NEUT;SG	N
pantser	裝甲	pantser	裝甲	N;NEUT;SG	N
omgekeerde	反轉	omkeerd	反轉	V;V.PTCP	V
omgekeerde	扭轉	omkeerd	扭轉	V;V.PTCP	V
omgekeerde	倒轉	omkeerd	倒轉	V;V.PTCP	V
illustraties	插圖	illustratie	插圖	N;PL	N
illustraties	藝術	illustratie	藝術	N;PL	N
motto	座右	motto	座右	N;NEUT;SG	N
motto	箴言	motto	箴言	N;NEUT;SG	N
motto	格言	motto	格言	N;NEUT;SG	N
essay	作文	essay	作文	N;NEUT;SG	N
essay	論文	essay	論文	N;NEUT;SG	N
karakters	字元	karakter	字元	N;PL	N
karakters	角色	karakter	角色	N;PL	N
beschadigde	受損	beschadigen	受損	V;SG;PST;FIN	V
structuren	結構	structuur	結構	N;PL	N
catalogus	編目	catalogus	編目	N;MASC+FEM;SG	N
zege	勝利	zege	勝利	N;MASC+FEM;SG	N
logica	邏輯	logica	邏輯	N;MASC+FEM;SG	N
diamond	金剛	diamond	金剛	N;MASC+FEM;SG	N
diamond	鑽石	diamond	鑽石	N;MASC+FEM;SG	N
verwijderde	刪除	verwijderen	刪除	V;SG;PST;FIN	V
beton	水泥	beton	水泥	N;NEUT;SG	N
pearl	明珠	pearl	明珠	N;MASC+FEM;SG	N
pearl	珍珠	pearl	珍珠	N;MASC+FEM;SG	N
monsters	樣品	monster	樣品	N;PL	N
monsters	樣本	monster	樣本	N;PL	N
noodzaak	需求	noodzaak	需求	N;MASC+FEM;SG	N
noodzaak	必要	noodzaak	必要	N;MASC+FEM;SG	N
godsdienst	宗教	godsdienst	宗教	N;MASC+FEM;SG	N
godsdienst	宗教	godsdienst	宗教	N;MASC+FEM;SG	N
bestaand	現存	bestaan	現存	V;V.PTCP	V
bestaand	現有	bestaan	現有	V;V.PTCP	V
comics	漫畫	comics	漫畫	N;MASC+FEM;SG	N
norm	規範	norm	規範	N;MASC+FEM;SG	N
norm	標準	norm	標準	N;MASC+FEM;SG	N
familieleden	親屬	familielid	親屬	N;PL	N
familieleden	親戚	familielid	親戚	N;PL	N
banner	旗幟	banner	旗幟	N;MASC+FEM;SG	N
banner	旗	banner	旗	N;MASC+FEM;SG	N
banner	橫幅	banner	橫幅	N;MASC+FEM;SG	N
klant	客戶	klant	客戶	N;MASC+FEM;SG	N
klant	顧客	klant	顧客	N;MASC+FEM;SG	N
klant	客戶	klant	客戶	N;MASC+FEM;SG	N
auteursrechten	版權	auteursrecht	版權	N;PL	N
auteursrechten	版權	auteursrecht	版權	N;PL	N
bres	違約	bres	違約	N;MASC+FEM;SG	N
humor	幽默	humor	幽默	N;MASC+FEM;SG	N
humor	幽默	humor	幽默	N;MASC+FEM;SG	N
normen	規範	norm	規範	N;PL	N
normen	標準	norm	標準	N;PL	N
kunstwerken	藝術	kunstwerk	藝術	N;PL	N
vlekken	污點	vlek	污點	N;PL	N
vlekken	污點	vlek	污點	N;PL	N
vlekken	斑點	vlek	斑點	N;PL	N
berry	漿果	berry	漿果	N;MASC+FEM;SG	N
spirit	精神	spirit	精神	N;MASC+FEM;SG	N
pond	鎊	pond	鎊	N;NEUT;SG	N
pond	磅	pond	磅	N;NEUT;SG	N
pond	磅	pond	磅	N;NEUT;SG	N
variaties	變異	variatie	變異	N;PL	N
zoo	動物	zullen	動物	N;MASC+FEM;SG	N
besteed	花費	besteden	花費	V;V.PTCP	V
motten	飛蛾	mot	飛蛾	N;PL	N
blijf	留	blijven	留	V;SG;PRS;FIN	V
blijf	留下	blijven	留下	V;SG;PRS;FIN	V
blijf	留下	blijven	留下	V;SG;PRS;FIN	V
uitsterven	絕種	uitsterven	絕種	N;NEUT;SG	N
nabijheid	親近	nabijheid	親近	N;MASC+FEM;SG	N
knop	按鍵	knop	按鍵	N;MASC+FEM;SG	N
realiseren	實現	realiseren	實現	V;NFIN	V
aanwijzing	線索	aanwijzing	線索	N;MASC+FEM;SG	N
pier	碼頭	pier	碼頭	N;MASC+FEM;SG	N
synthese	合成	synthese	合成	N;MASC+FEM;SG	N
sonic	音波	sonic	音波	N;MASC+FEM;SG	N
sonic	音速	sonic	音速	N;MASC+FEM;SG	N
richtingen	方向	richting	方向	N;PL	N
exploitatie	剝削	exploitatie	剝削	N;MASC+FEM;SG	N
exploitatie	手術	exploitatie	手術	N;MASC+FEM;SG	N
exploitatie	行動	exploitatie	行動	N;MASC+FEM;SG	N
aandoening	條件	aandoening	條件	N;MASC+FEM;SG	N
aandoening	狀況	aandoening	狀況	N;MASC+FEM;SG	N
schrijf	撰寫	schrijf	撰寫	V;SG;PRS;FIN	V
schrijf	寫	schrijf	寫	V;SG;PRS;FIN	V
schrijf	寫信	schrijf	寫信	V;SG;PRS;FIN	V
schrijf	寫入	schrijf	寫入	V;SG;PRS;FIN	V
beloften	諾言	belofte	諾言	N;PL	N
