жлези	αδένες	жлез	άδενα	N;INDF;FEM;PL	N;NOM;MASC;PL
намален	μειώθηκε	намаля	μειώνω	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
намален	μειωμένη	намаля	μειώνω	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
намален	μειωμένη	намаля	μειώνω	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
намален	μειωμένο	намаля	μειώνω	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
намален	μειωθεί	намаля	μειώνω	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;NFIN;PASS
зърна	θηλές	зърна-(се)	θηλός	N;INDF;NEUT;PL	N;NOM;FEM;PL
зърна	κόκκοι	зърна-(се)	κόκκος	N;INDF;NEUT;PL	N;NOM;MASC;PL
сенат	γερουσία	сенат	γερουσία	N;INDF;MASC;SG	N;NOM;FEM;SG
утре	αύριο	утре	αύριο	ADV	ADV
авторитет	αρχη	авторитет	αρχη	N;INDF;MASC;SG	N;ACC;FEM;SG
авторитет	αρχή	авторитет	αρχή	N;INDF;MASC;SG	N;NOM;FEM;SG
авторитет	εξουσία	авторитет	εξουσία	N;INDF;MASC;SG	N;NOM;FEM;SG
японско	γιαπωνέζικα	японски	γιαπωνέζικος	ADV	ADV
японско	ιαπωνικά	японски	ιαπωνικά	ADV	ADV
полуфинала	ημιτελικό	полуфина	ημιτελικό	N;DEF;MASC;SG	N;NOM;NEUT;SG
шведска	σουηδός	шведски	σουηδός	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
шведска	σουηδική	шведски	σουηδικός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
шведска	σουηδικό	шведски	σουηδικός	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
гробници	κρύπτες	гробница	κρύπτης	N;INDF;FEM;PL	N;NOM;FEM;PL
гробници	τάφους	гробница	τάφος	N;INDF;FEM;PL	N;NOM;MASC;PL
гробници	τάφοι	гробница	τάφος	N;INDF;FEM;PL	N;NOM;NEUT;PL
елит	ελίτ	елит	ελίτ	N;INDF;MASC;SG	N;NOM;FEM;SG
директорите	διευθυντές	директор	διευθυντής	N;DEF;MASC;PL	N;NOM;MASC;PL
директорите	σκηνοθέτες	директор	σκηνοθέτης	N;DEF;MASC;PL	N;NOM;MASC;PL
темите	θεματα	тема	θέμα	N;DEF;FEM;PL	N;NOM;NEUT;PL
темите	θέματα	тема	θέμα	N;DEF;FEM;PL	N;NOM;NEUT;PL
темите	θεματα	тема	θέμα	N;DEF;FEM;PL	N;NOM;NEUT;PL
темите	θέματα	тема	θέμα	N;DEF;FEM;PL	N;NOM;NEUT;PL
трио	τρίο	трио	τρεος	N;INDF;NEUT;SG	N;NOM;NEUT;SG
урежда	κανονίζει	уреждам	κανονίζω	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
указания	οδηγίες	указание	οδηγία	N;INDF;NEUT;PL	N;NOM;FEM;PL
трагедията	τραγωδία	трагедия	τραγωδία	N;DEF;FEM;SG	N;ACC;FEM;SG
малцинства	μειονοτήτων	малцинство	μειονότητα	N;INDF;NEUT;PL	N;GEN;FEM;PL
малцинства	μειονότητες	малцинство	μειονότητα	N;INDF;NEUT;PL	N;NOM;FEM;PL
близнаци	δίδυμοι	близнак	δίδυμος	N;INDF;MASC;PL	N;NOM;MASC;PL
близнаци	δίδυμα	близнак	δίδυμα	N;INDF;MASC;PL	N;NOM;NEUT;PL
близнаци	δίδυμες	близнак	δίδυμα	N;INDF;MASC;PL	N;NOM;FEM;PL
близнаци	δίδυμοι	близнак	δίδυμος	N;INDF;MASC;PL	N;NOM;MASC;PL
бомбардировачи	βομβιστές	бомбардировач	βομβιστής	N;INDF;MASC;PL	N;NOM;MASC;PL
совалка	άκατος	совалка	άκατος	N;INDF;FEM;SG	N;NOM;MASC;SG
совалка	άκατος	совалка	άκατος	N;INDF;FEM;SG	N;NOM;MASC;SG
замъци	κάστρα	замъкя	κάστρα	N;INDF;MASC;PL	N;NOM;NEUT;PL
тигър	τίγρης	тигър	τίγρη	N;INDF;MASC;SG	N;NOM;MASC;SG
тигър	τίγρη	тигър	τίγρης	N;INDF;MASC;SG	N;NOM;FEM;SG
имигранти	μεταναστών	имигрант	μεταναστής	N;INDF;MASC;PL	N;GEN;MASC;PL
имигранти	μετανάστες	имигрант	μετανάστης	N;INDF;MASC;PL	N;NOM;MASC;PL
имигранти	μετανάστες	имигрант	μετανάστης	N;INDF;MASC;PL	N;NOM;MASC;PL
нарушаване	στρέβλωση	нарушаване	στρέβλωση	N;INDF;NEUT;SG	N;ACC;FEM;SG
нарушаване	νόθευση	нарушаване	νόθευση	N;INDF;NEUT;SG	N;NOM;FEM;SG
нарушаване	παραμόρφωση	нарушаване	παραμόρφωση	N;INDF;NEUT;SG	N;ACC;FEM;SG
обсерватория	παρατηρητήριο	обсерватор	παρατηρητήριο	N;INDF;FEM;SG	N;NOM;NEUT;SG
азаренка	αζαρένκα	азаренка	αζαρένκα	N;INDF;FEM;SG	N
виолета	βιολέτα	виолет	βιολέτα	N;INDF;FEM;SG	N;NOM;FEM;SG
виолета	βάιολετ	виолет	βάιολετ	N;INDF;FEM;SG	N
караджа	καρατζά	караджа	καρατζά	N;INDF;FEM;SG	N
младост	νιότη	младост	νιότης	N;INDF;FEM;SG	N;ACC;FEM;SG
младост	νεολαία	младост	νεολαία	N;INDF;FEM;SG	N;NOM;FEM;SG
младост	νεότητα	младост	νεότητα	N;INDF;FEM;SG	N;NOM;FEM;SG
поддръжници	υποστηρικτές	поддръжник	υποστηρικτής	N;INDF;MASC;PL	N;NOM;MASC;PL
изолация	μόνωση	изолация	μόνωση	N;INDF;FEM;SG	N;NOM;FEM;SG
изолация	απομόνωση	изолация	απομόνωση	N;INDF;FEM;SG	N;ACC;FEM;SG
гробища	νεκροταφεία	гробище	νεκροταφείο	N;INDF;NEUT;PL	N;NOM;NEUT;PL
гробища	νεκροταφεία	гробище	νεκροταφείο	N;INDF;NEUT;PL	N;NOM;NEUT;PL
успее	πετύχει	успея	πετυχαίνω	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;NFIN;ACT
момичетата	κορίτσια	момиче	κορίτσι	N;DEF;NEUT;PL	N;NOM;NEUT;PL
заплашва	απειλεί	заплашвам	απειλώ	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
заплашва	απειλεί	заплашвам	απειλώ	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
придвижване	μετακίνηση	придвижване	μετακίνηση	N;INDF;NEUT;SG	N;ACC;FEM;SG
придвижване	κίνημα	придвижване	κίνημα	N;INDF;NEUT;SG	N;NOM;NEUT;SG
придвижване	κίνηση	придвижване	κίνηση	N;INDF;NEUT;SG	N;ACC;FEM;SG
съставна	σύνθετο	съставен	σύνθετος	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
мода	μόδας	мода	μόδος	N;INDF;FEM;SG	N;GEN;FEM;SG
мода	μόδα	мода	μόδα	N;INDF;FEM;SG	N;NOM;FEM;SG
пие	πίνοντας	пия	πίνω	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;V.CVB;ACT
преминал	πέρασε	премина	περνώ	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
смях	γέλιο	смях	γέλιο	N;INDF;MASC;SG	N;NOM;NEUT;SG
смях	γέλιο	смях	γέλιο	N;INDF;MASC;SG	N;NOM;NEUT;SG
смях	γέλιο	смях	γέλιο	N;INDF;MASC;SG	N;NOM;NEUT;SG
оттегляне	απόσυρση	оттегляне	απόσυρση	N;INDF;NEUT;SG	N;ACC;FEM;SG
оттегляне	ανάκληση	оттегляне	ανάκληση	N;INDF;NEUT;SG	N;ACC;FEM;SG
оттегляне	αποχώρηση	оттегляне	αποχώρηση	N;INDF;NEUT;SG	N;ACC;FEM;SG
клане	σφαγή	клане	σφαγή	N;INDF;NEUT;SG	N;ACC;FEM;SG
клане	μακελειό	клане	μακελειό	N;INDF;NEUT;SG	N;NOM;NEUT;SG
клане	σφαγή	клане	σφαγή	N;INDF;NEUT;SG	N;ACC;FEM;SG
клане	σφαγή	клане	σφαγή	N;INDF;NEUT;SG	N;ACC;FEM;SG
симпсън	σίμσονς	симпсън	σίμσονς	N;INDF;MASC;SG	N;NOM;FEM;SG
образователна	εκπαιδευτική	образователен	εκπαιδευτικός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
образователна	εκπαιδευτικό	образователен	εκπαιδευτικός	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
качва	ανεβάζει	качвам-(се)	ανεβάζω	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
детектив	ντετέκτιβ	детектив	ντετέκτιβ	N;INDF;MASC;SG	N;NOM;MASC;SG
детектив	ντεντέκτιβ	детектив	ντεντέκτιβ	N;INDF;MASC;SG	N;NOM;MASC;SG
албанско	αλβανικά	албански	αλβανικά	ADV	ADV
приключенията	περιπέτειες	приключение	περιπέτεια	N;DEF;NEUT;PL	N;NOM;FEM;PL
редове	σειρές	ред	σειρός	N;INDF;MASC;PL	N;NOM;FEM;PL
редове	γραμμές	ред	γραμμή	N;INDF;MASC;PL	N;NOM;FEM;PL
редове	ατάκες	ред	ατάκα	N;INDF;MASC;PL	N;NOM;FEM;PL
редове	γραμμές	ред	γραμμή	N;INDF;MASC;PL	N;NOM;FEM;PL
предимства	πλεονεκτήματα	предимство	πλεονέκτημα	N;INDF;NEUT;PL	N;NOM;NEUT;PL
предимства	επιδόματα	предимство	επίδομα	N;INDF;NEUT;PL	N;NOM;NEUT;PL
предимства	παροχές	предимство	παροχή	N;INDF;NEUT;PL	N;NOM;FEM;PL
предимства	οφέλη	предимство	όφελος	N;INDF;NEUT;PL	N;NOM;NEUT;PL
предимства	τυχερά	предимство	τυχερά	N;INDF;NEUT;PL	N;NOM;NEUT;PL
предимства	πλεονεκτήματα	предимство	πλεονέκτημα	N;INDF;NEUT;PL	N;NOM;NEUT;PL
некропол	νεκρόπολη	некропол	νεκρόπολη	N;INDF;MASC;SG	N;NOM;FEM;SG
отворено	ανοιχτά	отворя	ανοικτά	ADV	ADV
квалификации	αξιολογήσεις	квалификация	αξιολόγηση	N;INDF;FEM;PL	N;NOM;FEM;PL
квалификации	προσόντα	квалификация	προσόν	N;INDF;FEM;PL	N;NOM;NEUT;PL
квалификации	προσόντα	квалификация	προσόν	N;INDF;FEM;PL	N;NOM;NEUT;PL
печалба	κέρδος	печалба	κέρδος	N;INDF;FEM;SG	N;NOM;NEUT;SG
одобрение	έγκριση	одобрение	έγκριση	N;INDF;NEUT;SG	N;ACC;FEM;SG
демокрацията	δημοκρατια	демокрация	δημοκρατια	N;DEF;FEM;SG	N;NOM;FEM;SG
демокрацията	δημοκρατία	демокрация	δημοκρατία	N;DEF;FEM;SG	N;NOM;FEM;SG
русо	ρουσώ	русо	ρούσω	N;INDF;NEUT;SG	N
памук	βαμβάκι	памук	βαμβάκι	N;INDF;MASC;SG	N;NOM;NEUT;SG
четвъртък	πέμπτη	четвъртък	πέμπτη	N;INDF;MASC;SG	N;ACC;FEM;SG
батальона	τάγμα	батальон	τάγμα	N;DEF;MASC;SG	N;NOM;NEUT;SG
алгоритъм	αλγόριθμο	алгоритъм	αλγόριθμος	N;INDF;MASC;SG	N;ACC;MASC;SG
алгоритъм	αλγόριθμος	алгоритъм	αλγόριθμος	N;INDF;MASC;SG	N;NOM;MASC;SG
партньорство	συνεταιρισμός	партньорство	συνεταιρισμός	N;INDF;NEUT;SG	N;NOM;MASC;SG
партньорство	σύμπραξη	партньорство	σύμπραξη	N;INDF;NEUT;SG	N;ACC;FEM;SG
стрийт	οδός	стрийт	οδός	N;INDF;MASC;SG	N;NOM;FEM;SG
стрийт	δρόμος	стрийт	δρόμος	N;INDF;MASC;SG	N;NOM;MASC;SG
пето	πέμπτος	пети	πέμπτος	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
геология	γεωλογία	геология	γεωλογία	N;INDF;FEM;SG	N;NOM;FEM;SG
наема	νοίκι	наем	νοίκι	N;DEF;MASC;SG	N;NOM;NEUT;SG
наема	ενοικίαση	наем	ενοικίαση	N;DEF;MASC;SG	N;NOM;FEM;SG
наема	ενοίκιο	наем	ενοίκιο	N;DEF;MASC;SG	N;NOM;NEUT;SG
конфедерация	συνομοσπονδία	конфедерация	συνομοσπονδία	N;INDF;FEM;SG	N;NOM;FEM;SG
конфедерация	συνομοσπονδίας	конфедерация	συνομοσπονδία	N;INDF;FEM;SG	N;GEN;FEM;SG
микеланджело	μικελάντζελο	микеланджело	μικελάντζελος	N;INDF;NEUT;SG	N;GEN;NEUT;SG
инвазия	εισβολή	инвазия	εισβολή	N;INDF;FEM;SG	N;ACC;FEM;SG
местообитания	οικοτόπων	местообитания	οικότοπος	N;INDF;NEUT;PL	N;GEN;NEUT;PL
местообитания	ενδιαιτημάτων	местообитания	ενδιαίτημα	N;INDF;NEUT;PL	N;GEN;NEUT;PL
строител	κατασκευαστής	строител	κατασκευαστής	N;INDF;MASC;SG	N;NOM;MASC;SG
чисти	καθαροί	чистя	καθερός	ADJ;INDF;PL	ADJ;NOM;MASC;PL
облаци	σύννεφα	облак	σύννεφο	N;INDF;MASC;PL	N;NOM;NEUT;PL
олтар	βωμό	олтар	βωμός	N;INDF;MASC;SG	N;ACC;MASC;SG
бригадата	ταξιαρχία	бригада	ταξιαρχία	N;DEF;FEM;SG	N;ACC;FEM;SG
козината	γούνα	козина	γούνας	N;DEF;FEM;SG	N;NOM;FEM;SG
козината	τρίχωμα	козина	τρίχωμα	N;DEF;FEM;SG	N;NOM;NEUT;SG
вале	βέιλ	вале	βέιλ	N;INDF;NEUT;SG	N
вале	βαλές	вале	βαλός	N;INDF;NEUT;SG	N;NOM;MASC;SG
свещена	ιερός	свещен	ιερός	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
свещена	ιερή	свещен	ιερός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
смъртни	θνητοί	смъртен	θνητός	ADJ;INDF;PL	ADJ;NOM;MASC;PL
смъртни	θνητοί	смъртен	θνητός	ADJ;INDF;PL	ADJ;NOM;MASC;PL
предложен	προτεινόμενη	предложа	προτεινόμενος	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
предложен	προτεινόμενο	предложа	προτεινόμενος	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
предложен	προσφέρθηκε	предложа	προσφέρω	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
предложен	προτεινόμενη	предложа	προτεινόμενος	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
предложен	προτεινόμενο	предложа	προτεινόμενος	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
предложен	προτεινόμενος	предложа	προτεινόμενος	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
джън	ζενγκ	джън	ζενγκ	N;INDF;MASC;SG	N
торпеда	τορπίλες	торпед	τορπίλα	N;INDF;NEUT;PL	N;NOM;FEM;PL
историография	ιστοριογραφία	историография	ιστοριογραφία	N;INDF;FEM;SG	N;NOM;FEM;SG
панаир	καρναβάλι	панаир	καρναβάλι	N;INDF;MASC;SG	N;NOM;NEUT;SG
панаир	δίκαιο	панаир	δίκαιο	N;INDF;MASC;SG	N;NOM;NEUT;SG
панаир	πανηγύρι	панаир	πανηγύρι	N;INDF;MASC;SG	N;NOM;NEUT;SG
психиатър	ψυχίατρο	психиатър	ψυχίατρο	N;INDF;MASC;SG	N;NOM;MASC;SG
психиатър	ψυχίατρο	психиатър	ψυχίατρο	N;INDF;MASC;SG	N;NOM;MASC;SG
психиатър	ψυχίατρος	психиатър	ψυχίατρος	N;INDF;MASC;SG	N;NOM;MASC;SG
мембрана	μεμβράνη	мембрана	μεμβράνη	N;INDF;FEM;SG	N;NOM;FEM;SG
конете	άλογα	кон	άλογος	N;DEF;MASC;PL	N;NOM;NEUT;PL
травма	τραύμα	травма	τραύμα	N;INDF;FEM;SG	N;NOM;NEUT;SG
травма	ζημία	травма	ζημία	N;INDF;FEM;SG	N;ACC;FEM;SG
травма	τραυματισμός	травма	τραυματισμός	N;INDF;FEM;SG	N;NOM;MASC;SG
травма	ζημίας	травма	ζημία	N;INDF;FEM;SG	N;GEN;FEM;SG
травма	τραύμα	травма	τραύμα	N;INDF;FEM;SG	N;NOM;NEUT;SG
последствия	επιπτώσεις	последствие	επίπτωση	N;INDF;NEUT;PL	N;NOM;FEM;PL
последствия	συνέπειες	последствие	συνέπεια	N;INDF;NEUT;PL	N;NOM;FEM;PL
намерението	πρόθεσή	намерение	πρόθεση	N;DEF;NEUT;SG	N;ACC;FEM;SG
намерението	πρόθεση	намерение	πρόθεση	N;DEF;NEUT;SG	N;ACC;FEM;SG
университетите	πανεπιστημίων	университет	πανεπιστήμιο	N;DEF;MASC;PL	N;GEN;NEUT;PL
университетите	πανεπιστήμια	университет	πανεπιστήμιο	N;DEF;MASC;PL	N;NOM;NEUT;PL
смъртност	θνησιμότητας	смъртност	θνησιμότητα	N;INDF;FEM;SG	N;GEN;FEM;SG
смъртност	θνησιμότητα	смъртност	θνησιμότητα	N;INDF;FEM;SG	N;NOM;FEM;SG
ленти	λωρίδες	лента	λωρίδα	N;INDF;FEM;PL	N;NOM;FEM;PL
ленти	κασέτες	лента	κασέτα	N;INDF;FEM;PL	N;NOM;FEM;PL
рамки	καρέ	рамка	καρέ	N;INDF;FEM;PL	N
рамки	πλαίσια	рамка	πλαίσιο	N;INDF;FEM;PL	N;NOM;NEUT;PL
вратите	πόρτες	врата	πόρτης	N;DEF;FEM;PL	N;NOM;FEM;PL
вратите	θύρες	врата	θύρα	N;DEF;FEM;PL	N;NOM;FEM;PL
регулиране	κανονισμός	регулиране	κανονισμός	N;INDF;NEUT;SG	N;NOM;MASC;SG
регулиране	κανονισμού	регулиране	κανονισμός	N;INDF;NEUT;SG	N;GEN;MASC;SG
регулиране	προσαρμογή	регулиране	προσαρμογή	N;INDF;NEUT;SG	N;NOM;FEM;SG
есе	δοκίμιο	есе	δοκίμιο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
потомък	γόνος	потомък	γόνος	N;INDF;MASC;SG	N;NOM;MASC;SG
потомък	απόγονος	потомък	απόγονος	N;INDF;MASC;SG	N;NOM;MASC;SG
процесор	επεξεργαστής	процесор	επεξεργαστής	N;INDF;MASC;SG	N;NOM;MASC;SG
процесор	επεξεργαστής	процесор	επεξεργαστής	N;INDF;MASC;SG	N;NOM;MASC;SG
процесор	επεξεργαστή	процесор	επεξεργαστής	N;INDF;MASC;SG	N;ACC;MASC;SG
справедливост	δικαιοσύνη	справедливост	δικαιοσύνη	N;INDF;FEM;SG	N;NOM;FEM;SG
справедливост	δικαιοσύνης	справедливост	δικαιοσύνη	N;INDF;FEM;SG	N;GEN;FEM;SG
вар	λάιμ	вар	λάιμ	N;INDF;MASC;SG	N;NOM;NEUT;SG
доставка	παράδοση	доставка	παράδοση	N;INDF;FEM;SG	N;ACC;FEM;SG
доставка	ναυτιλία	доставка	ναυτιλία	N;INDF;FEM;SG	N;NOM;FEM;SG
доставка	εφοδιασμού	доставка	εφοδιασμός	N;INDF;FEM;SG	N;GEN;MASC;SG
доставка	εφοδιασμός	доставка	εφοδιασμός	N;INDF;FEM;SG	N;NOM;MASC;SG
влага	υγρασία	влага	υγρασία	N;INDF;FEM;SG	N;NOM;FEM;SG
влага	υγρασία	влага	υγρασία	N;INDF;FEM;SG	N;NOM;FEM;SG
уста	στόμα	уста	στόμα	N;INDF;FEM;SG	N;NOM;NEUT;SG
хага	χάγης	хага	χάγη	N;INDF;MASC;SG	N;GEN;FEM;SG
оцветяване	χρώση	оцветяване	χρώση	N;INDF;NEUT;SG	N;NOM;FEM;SG
оцветяване	χρωματισμό	оцветяване	χρωματισμός	N;INDF;NEUT;SG	N;ACC;MASC;SG
кит	φάλαινα	кит	φάλαινα	N;INDF;MASC;SG	N;NOM;FEM;SG
форест	δάσος	форест	δάσος	N;INDF;MASC;SG	N;NOM;NEUT;SG
футуна	φουτούνα	футуна	φουτούνα	N;INDF;FEM;PL	N;NOM;NEUT;PL
жълта	κίτρινος	жълт	κίτρινος	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
жълта	κίτρινη	жълт	κίτρινος	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
унищожен	καταστραφεί	унищожен	καταστρέφω	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;NFIN;PASS
унищожен	καταστράφηκε	унищожен	καταστρέφω	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
унищожен	κατεστραμμένο	унищожен	κατεστρέφω	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
томе	τομέ	томе	τομέ	N;INDF;MASC;SG	N
готовност	ετοιμότητα	готовност	ετοιμότητα	N;INDF;FEM;SG	N;ACC;FEM;SG
готовност	προθυμία	готовност	προθυμία	N;INDF;FEM;SG	N;NOM;FEM;SG
инструктор	εκπαιδευτής	инструктор	εκπαιδευτής	N;INDF;MASC;SG	N;NOM;MASC;SG
инструктор	εκπαιδευτή	инструктор	εκπαιδευτής	N;INDF;MASC;SG	N;ACC;MASC;SG
таланти	ταλέντα	талант	ταλέντα	N;INDF;MASC;PL	N;NOM;NEUT;PL
таланти	ταλέντα	талант	ταλέντα	N;INDF;MASC;PL	N;NOM;NEUT;PL
изчислява	υπολογίζει	изчислявам	υπολογίζω	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
отзиви	κριτικές	отзивя-(се)	κριτικός	N;INDF;FEM;PL	N;NOM;FEM;PL
съхраняване	αποθήκευση	съхраняване	αποθήκευση	N;INDF;NEUT;SG	N;NOM;FEM;SG
съхраняване	αποθήκη	съхраняване	αποθήκη	N;INDF;NEUT;SG	N;NOM;FEM;SG
съхраняване	αποθήκευσης	съхраняване	αποθήκευση	N;INDF;NEUT;SG	N;GEN;FEM;SG
телескоп	τηλεσκόπιο	телескоп	τηλεσκόπιο	N;INDF;MASC;SG	N;NOM;NEUT;SG
назначение	εκχώρηση	назначение	εκχώρηση	N;INDF;NEUT;SG	N;ACC;FEM;SG
назначение	ανάθεση	назначение	ανάθεση	N;INDF;NEUT;SG	N;ACC;FEM;SG
отговорни	υπεύθυνοι	отговорен	υπεύθυνος	ADJ;INDF;PL	ADJ;NOM;MASC;PL
ангели	άγγελοι	ангел	άγγελος	N;INDF;MASC;PL	N;NOM;MASC;PL
ангели	αγγέλους	ангел	άγγελος	N;INDF;MASC;PL	N;ACC;MASC;PL
кантон	κάντον	кантон	κάντον	N;INDF;MASC;SG	N
насекомо	έντομο	насекомо	έντομο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
адреси	διευθύνσεις	адрес	διεύθυνση	N;INDF;MASC;PL	N;NOM;FEM;PL
рамо	ώμος	рамо	ώμος	N;INDF;NEUT;SG	N;NOM;MASC;SG
рамо	ώμο	рамо	ώμο	N;INDF;NEUT;SG	N;ACC;MASC;SG
фабрики	εργοστάσια	фабрика	εργοστάσιο	N;INDF;FEM;PL	N;NOM;NEUT;PL
малц	βύνης	малц	βύνη	N;INDF;MASC;SG	N;GEN;FEM;SG
изненадващо	εκπληκτικά	изненадващо	εκπληκτικά	ADV	ADV
изненадващо	παραδόξως	изненадващо	παράδοξα	ADV	ADV
изненадващо	αναπάντεχα	изненадващо	αναπάντεχα	ADV	ADV
жлеза	αδένα	жлез	αδένας	N;INDF;FEM;SG	N;GEN;MASC;SG
доставя	παραδίδει	доставям	παραδίδω	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
сбор	άθροισμα	сбор	άθροισμα	N;INDF;MASC;SG	N;NOM;NEUT;SG
газа	γάζα	газа	γάζα	N;INDF;MASC;SG	N;NOM;FEM;SG
мек	μαλακός	аз	μαλακός	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
мек	μαλακό	аз	μαλακός	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
модернизация	αναβάθμιση	модернизация	αναβάθμιση	N;INDF;FEM;SG	N;ACC;FEM;SG
модернизация	εκσυγχρονισμός	модернизация	εκσυγχρονισμός	N;INDF;FEM;SG	N;NOM;MASC;SG
избрано	επιλέχθηκε	избера	επιλέχομαι	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
избрано	επιλεγμένη	избера	επιλέγω	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
избрано	επιλεγμένο	избера	επιλέγω	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
избрано	επιλέχθηκε	избера	επιλέχομαι	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
отрасли	βιομηχανίες	отрасля-(се)	βιομηχανία	N;INDF;MASC;PL	N;NOM;FEM;PL
отрасли	κλάδοι	отрасля-(се)	κλάδος	N;INDF;MASC;PL	N;NOM;MASC;PL
отрасли	τομείς	отрасля-(се)	τομέας	N;INDF;MASC;PL	N;NOM;MASC;PL
чувствата	αισθήματα	чувство	αίσθημα	N;DEF;NEUT;PL	N;NOM;NEUT;PL
чувствата	συναισθήματα	чувство	συναίσθημα	N;DEF;NEUT;PL	N;NOM;NEUT;PL
упадък	παρακμή	упадък	παρακμή	N;INDF;MASC;SG	N;NOM;FEM;SG
упадък	πτώση	упадък	πτώση	N;INDF;MASC;SG	N;ACC;FEM;SG
неутрална	ουδέτερη	неутрален	ούδετερος	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
дъщерите	κόρες	дъщер	κόρα	N;DEF;FEM;PL	N;NOM;FEM;PL
слалом	σλάλομ	слалом	σλάλομ	N;INDF;NEUT;SG	N;NOM;NEUT;SG
лозя	αμπελώνες	лозя	αμπελώνα	N;INDF;NEUT;PL	N;NOM;MASC;PL
лозя	αμπέλια	лозя	αμπέλιο	N;INDF;NEUT;PL	N;NOM;NEUT;PL
лозя	αμπελώνες	лозя	αμπελώνα	N;INDF;NEUT;PL	N;NOM;MASC;PL
лозя	αμπέλια	лозя	αμπέλιο	N;INDF;NEUT;PL	N;NOM;NEUT;PL
поли	πόλυ	пол	πόλυ	N;INDF;PL	N
поли	φούστες	пол	φούστης	N;INDF;PL	N;NOM;FEM;PL
гнездо	φωλιά	гнездо	φωλιός	N;INDF;NEUT;SG	N;NOM;FEM;SG
лиза	λίζα	лиза	λίζος	N;INDF;FEM;SG	N;NOM;FEM;SG
лиза	λάιζα	лиза	λάιζα	N;INDF;FEM;SG	N
чужда	ξένος	чужд	ξένος	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
