von	من	von	مِن	ADP	ADP
akzeptiert	قبلت	akzeptieren	قَبِل	V;V.PTCP	V;PFV;FEM;SG;3;ACT
akzeptiert	يقبل	akzeptieren	قَبِل	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
akzeptiert	يتقبل	akzeptieren	تَقَبَّل	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
akzeptiert	نقبل	akzeptieren	نقبل	V;V.PTCP	V;IPFV;MASC;IND;PL;1;FIN;ACT
akzeptiert	تقبل	akzeptieren	قَبِل	V;V.PTCP	V;IPFV;FEM;IND;SG;3;FIN;ACT
akzeptiert	اقبل	akzeptieren	أَقبَل	V;V.PTCP	V;PFV;MASC;SG;3;ACT
überprüfen	تحقق	überprüfen	حَقَّق	V;NFIN	V;PFV;MASC;SG;3;ACT
überprüfen	تحقق	überprüfen	حَقَّق	V;NFIN	V;PFV;MASC;SG;3;ACT
überprüfen	تفقد	überprüfen	فَقَد	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
lieferte	سلمت	liefern	سَلِم	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
lieferte	يزود	liefern	زَاد	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
absolute	المطلق	absolut	مُطلَق	ADJ;NOM;SG	ADJ;NOM;DEF;MASC;SG
absolute	مطلقة	absolut	مُطلَق	ADJ;NOM;SG	ADJ;NOM;INDF;FEM;SG
erlitt	عانت	erleiden	عَانَى	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
erlitt	عانى	erleiden	عَانَى	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
erlitt	عانيت	erleiden	عَانَى	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
überreste	مخلفات	überrest	مُخَلَّف	ADJ	ADJ;NOM;INDF;FEM;PL
ersetzte	استبدل	ersetzen	اِستَبدَل	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
zusammenfassung	مجردة	zusammenfassung	مُجَرَّد	ADJ	ADJ;NOM;INDF;FEM;SG
standards	معايير	standards	مِعيَار	N;NOM	N;NOM;INDF;PL
standards	المقاييس	standards	مِقيَاس	N;NOM	N;NOM;DEF;PL
standards	المعايير	standards	مِعيَار	N;NOM	N;NOM;DEF;PL
rechtlichen	قانوني	rechtlich	قانوني	ADJ	ADJ;NOM;INDF;MASC;SG
rechtlichen	قانونية	rechtlich	قَانُونِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
rechtlichen	القانوني	rechtlich	قَانُونِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
geliefert	سلمت	liefern	سَلِم	V;V.PTCP	V;PFV;FEM;SG;3;ACT
geliefert	يزود	liefern	زَاد	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
gefühl	عاطفة	Gefühl	عاطفة	N;NOM;NEUT;SG	N;NOM;INDF;SG
gefühl	العاطفة	Gefühl	عَاطِفَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
gefühl	الاحساس	Gefühl	إِحسَاس	N;NOM;NEUT;SG	N;NOM;DEF;SG
gefühl	شعور	Gefühl	شُعُور	N;NOM;NEUT;SG	N;NOM;INDF;SG
gefühl	الاحساس	Gefühl	إِحسَاس	N;NOM;NEUT;SG	N;NOM;DEF;SG
gefühl	الشعور	Gefühl	شُعُور	N;NOM;NEUT;SG	N;NOM;DEF;SG
gefühl	احساس	Gefühl	إِحسَاس	N;NOM;NEUT;SG	N;NOM;INDF;SG
komponierte	تتالف	komponieren	تَأَلَّف	V;IND;SG;3;PST;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
wachstum	النمو	wachstum	نُمُوّ	N;NOM;NEUT;SG	N;NOM;DEF;SG
wachstum	نمو	wachstum	نُمُوّ	N;NOM;NEUT;SG	N;NOM;INDF;SG
gäste	زوار	gesen	زَارّ	N;NOM;MASC;PL	N;NOM;INDF;PL
gäste	الزوار	gesen	زَوَار	N;NOM;MASC;PL	N;NOM;DEF;PL
gäste	الضيوف	gesen	ضِيف	N;NOM;MASC;PL	N;NOM;DEF;PL
größter	الاكبر	groß	أَكبَر	ADJ	ADJ;NOM;DEF;MASC;SG
kulturen	محاصيل	kultur	مَحصُول	N;NOM;PL	N;NOM;INDF;PL
kulturen	المحاصيل	kultur	مَحصُول	N;NOM;PL	N;NOM;DEF;PL
kulturen	الثقافات	kultur	ثَقَافَة	N;NOM;PL	N;NOM;DEF;PL
kulturen	ثقافات	kultur	ثَقَافَة	N;NOM;PL	N;NOM;INDF;PL
kulturen	الحضارات	kultur	حَضَارَة	N;NOM;PL	N;NOM;DEF;PL
stillgelegt	هجرت	stilllegen	هَجَر	V;V.PTCP	V;PFV;FEM;SG;3;ACT
hört	يسمع	hören	سَمِع	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
hört	يسمع	hören	سَمِع	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
hört	يستمع	hören	اِستَمَع	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
hört	استمع	hören	اِستَمَع	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;3;ACT
hört	استمع	hören	اِستَمَع	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;3;ACT
entscheidet	يقرر	entscheiden	قَرَّر	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
entscheidet	تقرر	entscheiden	تَقَرَّر	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;3;ACT
massiv	صلبة	massiv	صُلبَة	ADJ	ADJ;NOM;INDF;FEM;SG
massiv	متين	massiv	متين	ADJ	ADJ;NOM;INDF;MASC;SG
freiwilligen	المتطوعين	freiwillig	مُتَطَوِّع	ADJ	ADJ;NOM;DEF;MASC;PL
erkrankung	المرض	erkrankung	مَرَض	N;NOM;FEM;SG	N;NOM;DEF;SG
erkrankung	الاضطراب	erkrankung	اِضطِرَاب	N;NOM;FEM;SG	N;NOM;DEF;SG
erkrankung	اضطراب	erkrankung	اِضطِرَاب	N;NOM;FEM;SG	N;NOM;INDF;SG
erkrankung	المرض	erkrankung	مَرَض	N;NOM;FEM;SG	N;NOM;DEF;SG
erkrankung	مرض	erkrankung	مَرَض	N;NOM;FEM;SG	N;NOM;INDF;SG
erkrankung	المرض	erkrankung	مَرَض	N;NOM;FEM;SG	N;NOM;DEF;SG
schlägt	يقترح	schlagen	اِقتَرَح	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
schlägt	ينبض	schlagen	نَبَض	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
schlägt	يهزم	schlagen	هَزَم	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
schlägt	يغلب	schlagen	غَلَّب	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
schlägt	يدق	schlagen	دَقّ	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
gebunden	ارتكبت	binden	اِرتَكَب	V;V.PTCP	V;PFV;FEM;SG;3;ACT
zwanzig	عشرون	zwanzig	عِشرُون	NUM	NUM;NOM;INDF
zwanzig	عشرين	zwanzig	عِشرُون	NUM	NUM;NOM;INDF
umfassen	تشمل	umfassen	شَمِل	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
finnischen	الفنلندي	finnisch	فِنلَندِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
finnischen	الفنلندية	finnisch	فِنلَندِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
berichterstattung	الابلاغ	berichterstattung	إِبلَاغ	N;NOM;FEM;SG	N;NOM;DEF;SG
berichterstattung	ابلاغ	berichterstattung	إِبلَاغ	N;NOM;FEM;SG	N;NOM;INDF;SG
berichterstattung	الشمول	berichterstattung	شُمُول	N;NOM;FEM;SG	N;NOM;DEF;SG
berichterstattung	التغطية	berichterstattung	تَغطِيَة	N;NOM;FEM;SG	N;NOM;DEF;SG
berichterstattung	تغطية	berichterstattung	تَغطِيَة	N;NOM;FEM;SG	N;NOM;INDF;SG
zeichnet	يسحب	zeichnen	سَحَب	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
zeichnet	يرسم	zeichnen	رَسَم	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
preisträger	الفائزين	preisträg	فَائِز	ADJ	ADJ;NOM;DEF;MASC;PL
zurückzuführen	يعزى	zurückführen	أَعزَى	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
zurückzuführen	نسبت	zurückführen	نَسَب	V;NFIN	V;PFV;FEM;SG;3;ACT
verliert	تخسر	verlieren	خَسِر	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
wichtiges	هام	wichtig	هَامّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
wichtiges	مهم	wichtig	مُهِمّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
bestellt	امرت	bestellen	أَمَر	V;V.PTCP	V;PFV;FEM;SG;3;ACT
beliebt	الشعبية	belieben	شَعبِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
beliebt	الشعبي	belieben	شَعبِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
beliebt	مشهور	belieben	مَشهُور	ADJ	ADJ;NOM;INDF;MASC;SG
beliebt	شائع	belieben	شَائِع	ADJ	ADJ;NOM;INDF;MASC;SG
periode	الحيض	periode	حَيضِيّ	N;SG	N;NOM;DEF;SG
periode	الفترة	periode	فَترَة	N;SG	N;NOM;DEF;SG
periode	فترة	periode	فَترَة	N;SG	N;NOM;INDF;SG
laden	حمل	laden	حَمَل	V;NFIN	V;PFV;MASC;SG;3;ACT
akt	العراة	akt	عِرَاة	N;SG	N;NOM;DEF;SG
gefordert	طالبت	fordern	طَالَب	V;V.PTCP	V;PFV;FEM;SG;3;ACT
sozial	اجتماعيا	sozial	اِجتِمَاعِيّ	ADJ	ADJ;ACC;INDF;MASC;SG
sozial	اجتماعية	sozial	اِجتِمَاعِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
sozial	الاجتماعية	sozial	اِجتِمَاعِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
sozial	الاجتماعي	sozial	اِجتِمَاعِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
sozial	اجتماعي	sozial	اِجتِمَاعِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
kündigte	اعلن	kündigen	أَعلَن	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
kündigte	اعلنت	kündigen	أَعلَن	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
bedroht	مهددة	bedrohen	مُهَدَّد	ADJ;V.PTCP	ADJ;NOM;INDF;FEM;SG
bedroht	مهدد	bedrohen	مهدد	ADJ;V.PTCP	ADJ;NOM;INDF;MASC;SG
korrigiert	صحح	korrigieren	صَحِح	V;V.PTCP	V;PFV;MASC;SG;3;ACT
korrigiert	يصحح	korrigieren	صَحَح	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
reagiert	يتفاعل	reagieren	تَفَاعَل	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
reagiert	تتفاعل	reagieren	تَفَاعَل	V;V.PTCP	V;IPFV;FEM;IND;SG;3;FIN;ACT
reagiert	يستجيب	reagieren	اِستَجَاب	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
gegenstände	الاصناف	gegenständ	إِصنَاف	N;NOM;FEM;PL	N;NOM;DEF;PL
gegenstände	عناصر	gegenständ	عُنصُر	N;NOM;FEM;PL	N;NOM;INDF;PL
gegenstände	بنود	gegenständ	بَند	N;NOM;FEM;PL	N;NOM;INDF;PL
gegenstände	البنود	gegenständ	بَند	N;NOM;FEM;PL	N;NOM;DEF;PL
gegenstände	العناصر	gegenständ	عُنصُر	N;NOM;FEM;PL	N;NOM;DEF;PL
gegenstände	الاجسام	gegenständ	جِسم	N;NOM;FEM;PL	N;NOM;DEF;PL
betont	شدد	betonen	شَدَّد	V;V.PTCP	V;PFV;MASC;SG;3;ACT
ausdehnung	التوسع	ausdehnung	تَوَسُّع	N;NOM;FEM;SG	N;NOM;DEF;SG
ausdehnung	التوسيع	ausdehnung	تَوسِيع	N;NOM;FEM;SG	N;NOM;DEF;SG
ausdehnung	توسع	ausdehnung	تَوَسُّع	N;NOM;FEM;SG	N;NOM;INDF;SG
ausdehnung	توسيع	ausdehnung	تَوسِيع	N;NOM;FEM;SG	N;NOM;INDF;SG
ausdehnung	تمديد	ausdehnung	تَمدِيد	N;NOM;FEM;SG	N;NOM;INDF;SG
ausdehnung	امتداد	ausdehnung	اِمتِدَاد	N;NOM;FEM;SG	N;NOM;INDF;SG
ausdehnung	التمديد	ausdehnung	تَمدِيد	N;NOM;FEM;SG	N;NOM;DEF;SG
journalistin	صحفية	journalistin	صُحُفِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
journalistin	صحفي	journalistin	صُحُفِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
primär	الابتدائي	primär	اِبتِدَائِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
primär	الابتدائية	primär	اِبتِدَائِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
skulpturen	منحوتات	skulptur	مَنحُوت	N;NOM;PL	N;NOM;INDF;PL
banken	البنوك	banken	بَنك	N;PL	N;NOM;DEF;PL
banken	المصارف	banken	مَصرِف	N;PL	N;NOM;DEF;PL
banken	بنوك	banken	بَنك	N;PL	N;NOM;INDF;PL
banken	مصارف	banken	مَصرِف	N;PL	N;NOM;INDF;PL
zeichnung	مؤامرة	zeichnung	مُؤَامَرَة	N;NOM;FEM;SG	N;NOM;INDF;SG
zeichnung	المؤامرة	zeichnung	مُؤَامَرَة	N;NOM;FEM;SG	N;NOM;DEF;SG
zeichnung	رسم	zeichnung	رَسم	N;NOM;FEM;SG	N;NOM;INDF;SG
zeichnung	الرسم	zeichnung	رَسم	N;NOM;FEM;SG	N;NOM;DEF;SG
zeichnung	الاشتراك	zeichnung	اِشتِرَاك	N;NOM;FEM;SG	N;NOM;DEF;SG
zeichnung	اشتراك	zeichnung	اِشتِرَاك	N;NOM;FEM;SG	N;NOM;INDF;SG
zeichnung	رسمة	zeichnung	رَسمَة	N;NOM;FEM;SG	N;NOM;INDF;SG
zeichnung	رسم	zeichnung	رَسم	N;NOM;FEM;SG	N;NOM;INDF;SG
zeichnung	الرسم	zeichnung	رَسم	N;NOM;FEM;SG	N;NOM;DEF;SG
aspekt	جانب	aspeken	جَانِب	N;SG	N;NOM;INDF;SG
aspekt	الجانب	aspeken	جَانِب	N;SG	N;NOM;DEF;SG
gekauft	اكتسبت	kaufen	اِكتَسَب	V;V.PTCP	V;PFV;FEM;SG;3;ACT
gekauft	اكتسب	kaufen	اِكتَسَب	V;V.PTCP	V;PFV;MASC;SG;3;ACT
gekauft	اشتريت	kaufen	اِشتَرَى	V;V.PTCP	V;PFV;FEM;SG;3;PASS
gekauft	اشتريت	kaufen	اِشتَرَى	V;V.PTCP	V;PFV;FEM;SG;3;PASS
gekauft	اشترى	kaufen	اِشتَرَى	V;V.PTCP	V;PFV;MASC;SG;3;ACT
allmählich	تدريجية	allmählich	تَدرِيجِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
allmählich	التدريجي	allmählich	تَدرِيجِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
allmählich	تدريجي	allmählich	تَدرِيجِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
allmählich	تدريجيا	allmählich	تَدرِيجِيّ	ADJ	ADJ;ACC;INDF;MASC;SG
gewöhnlich	نموذجيا	gewöhnlich	نَمُوذَجِيّ	ADJ	ADJ;ACC;INDF;MASC;SG
gewöhnlich	المعتاد	gewöhnlich	مُعتَاد	ADJ	ADJ;NOM;DEF;MASC;SG
bemerkt	لاحظت	bemerken	لَاحَظ	V;V.PTCP	V;PFV;FEM;SG;3;ACT
vertritt	يمثل	vertreten	مَثَّل	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
bibliotheken	المكتبات	bibliothek	مَكتَبَة	N	N;NOM;DEF;PL
bibliotheken	مكتبات	bibliothek	مُكتَبَّات	N	N;NOM;INDF;PL
bibliotheken	مكتبة	bibliothek	مَكتَبَة	N	N;NOM;INDF;SG
bibliotheken	المكتبة	bibliothek	مَكتَبَة	N	N;NOM;DEF;SG
bruch	الخردة	bruch	خُردَة	N;SG	N;NOM;DEF;SG
bruch	خردة	bruch	خَردَة	N;SG	N;NOM;INDF;SG
bruch	كسر	bruch	كَسر	N;SG	N;NOM;INDF;SG
bruch	استراحة	bruch	اِستِرَاحَة	N;SG	N;NOM;INDF;SG
bruch	كسر	bruch	كَسر	N;SG	N;NOM;INDF;SG
bruch	الكسر	bruch	كَسر	N;SG	N;NOM;DEF;SG
bruch	الاخلال	bruch	خِلل	N;SG	N;NOM;DEF;SG
bruch	خرق	bruch	خَرِق	N;SG	N;NOM;INDF;SG
bruch	اختراق	bruch	اِختِرَاق	N;SG	N;NOM;INDF;SG
bruch	الخرق	bruch	خَرِيق	N;SG	N;NOM;DEF;SG
tiefer	اقل	tief	أَقَلّ	ADJ	ADJ;NOM;INDF;MASC;SG
verglichen	يقارن	vergleichen	قَارَن	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
begleitete	صاحبت	begleiten	صَاحَب	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
begleitete	رافقت	begleiten	رَافَق	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
wirtschaftlich	اقتصادية	wirtschaftlich	اِقتِصَادِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
wirtschaftlich	اقتصاديا	wirtschaftlich	اِقتِصَادِيّ	ADJ	ADJ;ACC;INDF;MASC;SG
wirtschaftlich	اقتصادي	wirtschaftlich	اِقتِصَادِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
wirtschaftlich	اقتصادية	wirtschaftlich	اِقتِصَادِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
zulässig	جائز	zulässig	جَائِز	ADJ	ADJ;NOM;INDF;MASC;SG
zulässig	مسموح	zulässig	مَسمُوح	ADJ	ADJ;NOM;INDF;MASC;SG
zulässig	المسموح	zulässig	مَسمُوح	ADJ	ADJ;NOM;DEF;MASC;SG
zulässig	المسموح	zulässig	مَسمُوح	ADJ	ADJ;NOM;DEF;MASC;SG
aufstellung	قائمة	aufstellingen	قَائِمَة	N;NOM;FEM;SG	N;NOM;INDF;SG
aufstellung	القائمة	aufstellingen	قَائِمَة	N;NOM;FEM;SG	N;NOM;DEF;SG
besiegte	هزم	besiegen	هَزم	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
besiegte	هزمت	besiegen	هَزم	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
entwarf	صمم	entwerfen	صَمَّم	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
entwarf	صممت	entwerfen	صَمَّم	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
half	ساعدت	helfen	سَاعَد	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
konflikten	تنازع	konflikt	نَازَع	V;NFIN	V;PFV;MASC;SG;3;ACT
café	المقهى	café	مَقهَى	N;NOM;MASC;SG	N;NOM;DEF;SG
café	مقهى	café	مَقهَى	N;NOM;MASC;SG	N;NOM;INDF;SG
café	المقهى	café	مَقهَى	N;NOM;MASC;SG	N;NOM;DEF;SG
café	مقهى	café	مَقهَى	N;NOM;MASC;SG	N;NOM;INDF;SG
autonomen	مستقلة	autonom	مُستَقِلّ	ADJ	ADJ;NOM;INDF;FEM;SG
hingerichtet	اعدم	hinrichten	أَعدَم	V;V.PTCP	V;PFV;MASC;SG;3;ACT
lese	قرات	lese	قَرَّة	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;3;ACT
lese	يقرا	lese	قَرَا	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
sanierung	التاهيل	sanierung	تَاهِيل	N;NOM;FEM;SG	N;NOM;DEF;SG
sanierung	الترميم	sanierung	تَرمِيم	N;NOM;FEM;SG	N;NOM;DEF;SG
sanierung	التجديد	sanierung	تَجدِيد	N;NOM;FEM;SG	N;NOM;DEF;SG
geheimnis	الغموض	geheimnis	غُمُوض	N;NOM;NEUT;SG	N;NOM;DEF;SG
geheimnis	غموض	geheimnis	غُمُوض	N;NOM;NEUT;SG	N;NOM;INDF;SG
geheimnis	اللغز	geheimnis	لَغز	N;NOM;NEUT;SG	N;NOM;DEF;SG
geheimnis	السر	geheimnis	سُرّ	N;NOM;NEUT;SG	N;NOM;DEF;SG
geheimnis	السرية	geheimnis	سِرِّيَّة	N;NOM;NEUT;SG	N;NOM;DEF;SG
gerufen	دعا	rufen	دَعَا	V;V.PTCP	V;PFV;MASC;SG;3;ACT
gerufen	اتصلت	rufen	اِتَّصَل	V;V.PTCP	V;PFV;FEM;SG;3;ACT
versteckt	مخفي	verstecken	مُخَفَّى	ADJ	ADJ;NOM;INDF;MASC;SG
versteckt	مخفية	verstecken	مُخَفِّيَة	ADJ	ADJ;NOM;INDF;FEM;SG
zeilen	صفوف	zeilen	صَفّ	N;PL	N;NOM;INDF;PL
zeilen	الصفوف	zeilen	صَفّ	N;PL	N;NOM;DEF;PL
zeilen	السطور	zeilen	سُطُور	N;PL	N;NOM;DEF;PL
zeilen	الخطوط	zeilen	خَطّ	N;PL	N;NOM;DEF;PL
zeilen	خطوط	zeilen	خَطّ	N;PL	N;NOM;INDF;PL
erwähnte	ذكرت	erwähnen	ذَكَر	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
erwähnte	يذكر	erwähnen	ذَكَر	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;3;FIN;PASS
angekündigt	اعلن	ankündigen	أَعلَن	V;V.PTCP	V;PFV;MASC;SG;3;ACT
angekündigt	اعلنت	ankündigen	أَعلَن	V;V.PTCP	V;PFV;FEM;SG;3;ACT
vorgang	العملية	vorgang	عَمَلِيَّة	N	N;NOM;DEF;SG
vorgang	عملية	vorgang	عَمَلِيَّة	N	N;NOM;INDF;SG
einflüsse	التاثيرات	einfluß	تَاثِير	N;NOM;MASC;PL	N;NOM;DEF;PL
einflüsse	تاثيرات	einfluß	تَاثِير	N;NOM;MASC;PL	N;NOM;INDF;PL
echten	حقيقي	echt	حَقِيقِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
echten	حقيقية	echt	حَقِيقِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
echten	اصيلة	echt	اصيلة	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
universal	عالمية	universal	عَالَمِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
universal	العالمية	universal	عَالَمِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
kampagne	حملة	kampagne	حَملَة	N;NOM;FEM;SG	N;NOM;INDF;SG
kampagne	الحملة	kampagne	حَملَة	N;NOM;FEM;SG	N;NOM;DEF;SG
urkunden	الوثائق	urkinden	وَثِيقَة	N;PL	N;NOM;DEF;PL
urkunden	وثائق	urkinden	وَثِيقَة	N;PL	N;NOM;INDF;PL
urkunden	المستندات	urkinden	مُستَنَد	N;PL	N;NOM;DEF;PL
urkunden	مستندات	urkinden	مُستَنَد	N;PL	N;NOM;INDF;PL
urkunden	افعال	urkinden	فِعل	N;PL	N;NOM;INDF;PL
urkunden	الافعال	urkinden	فَعل	N;PL	N;NOM;DEF;PL
sicherung	فتيل	sicherung	فَتِيل	N;FEM;SG	N;NOM;INDF;SG
sicherung	الدعم	sicherung	دَعم	N;FEM;SG	N;NOM;DEF;SG
sicherung	دعم	sicherung	دَعم	N;FEM;SG	N;NOM;INDF;SG
sicherung	اسناد	sicherung	إِسنَاد	N;FEM;SG	N;NOM;INDF;SG
sicherung	الاحتياطي	sicherung	اِحتِيَاطِيّ	N;FEM;SG	N;NOM;DEF;SG
arme	فقير	arm	فَقِير	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
arme	فقيرة	arm	فَقِير	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
erfindung	الخيال	erfindung	خِيَال	N;FEM;SG	N;NOM;DEF;SG
erfindung	خيال	erfindung	خيال	N;FEM;SG	N;NOM;INDF;SG
erfindung	الاختراع	erfindung	اِختِرَاع	N;FEM;SG	N;NOM;DEF;SG
erfindung	اختراع	erfindung	اِختِرَاع	N;FEM;SG	N;NOM;INDF;SG
angewendet	طبقت	anwenden	طَبَّق	V;V.PTCP	V;PFV;FEM;SG;3;ACT
angewendet	تطبق	anwenden	طَبَّق	V;V.PTCP	V;IPFV;FEM;IND;SG;3;FIN;ACT
begründen	تبرر	begründen	بَرَّر	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
interpretiert	فسرت	interpretieren	فَسَّر	V;V.PTCP	V;PFV;FEM;SG;3;ACT
chinesischer	الصينيون	chinesisch	صِينِيّ	ADJ	ADJ;NOM;DEF;MASC;PL
chinesischer	صيني	chinesisch	صِينِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
chinesischer	الصينية	chinesisch	صِينِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
chinesischer	صينية	chinesisch	صِينِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
landwirtschaftlich	زراعية	landwirtschaftlich	زِرَاعِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
landwirtschaftlich	زراعي	landwirtschaftlich	زِرَاعِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
bestätigte	اكد	bestätigen	أَكَّد	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
ausrüstung	العتاد	ausrüstung	عِتَاد	N;NOM;FEM;SG	N;NOM;DEF;SG
ausrüstung	ترس	ausrüstung	تَرَسَّ	N;NOM;FEM;SG	N;NOM;INDF;SG
versorgt	يزود	versorgen	زَاد	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
überlegen	اعتبر	überlegen	اِعتَبَر	V;NFIN	V;PFV;MASC;SG;3;ACT
freiwillig	طوعية	freiwillig	طَوعِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
freiwillig	اختيارية	freiwillig	اِختِيَارِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
freiwillig	اختياري	freiwillig	اِختِيَارِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
niederländisch	الهولندي	niederländisch	هُولَندِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
niederländisch	الهولندية	niederländisch	هُولَندِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
zuständigen	مختصة	zuständig	مُختَصّ	ADJ	ADJ;NOM;INDF;FEM;SG
zuständigen	المختصة	zuständig	مُختَصّ	ADJ	ADJ;NOM;DEF;FEM;SG
studieren	يدرس	studieren	دَرَس	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
annähernd	التقريبي	annähernd	تَقرِيبِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
vierter	الرابعة	viert	رَابِع	ADJ	ADJ;NOM;DEF;FEM;SG
vierter	رابع	viert	رَابِع	ADJ	ADJ;NOM;INDF;MASC;SG
