nie	नहीं	nie	नहीं	PART;NEG	PART;NEG
polecenie	कमांड	polecenie	कमांड	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
podejście	attitude	podejść	ओॉीओाठ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
podejście	रवैया	podejść	रवैया	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
podejście	दृष्टिकोण	podejść	दृष्टिकोण	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ogon	टेल	ogon	टेल		
oko	नेत्र	oko	नेत्र	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
oko	आँख	oko	आँख	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
oko	नजर	oko	नजर	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
poprawione	संशोधित	poprawić	संशोधित	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
poprawione	संशोधित	poprawić	संशोधित	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
koncepcja	अवधारणा	koncepcja	अवधारणा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
koncepcja	धारणा	koncepcja	धारणा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
ryzyko	जोखिम	ryzyko	जोखिम	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ryzyko	ख़तरा	ryzyko	ख़तरा	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ryzyko	जोखिम	ryzyko	जोखिम	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zamknięty	बंद	zamknięty	बंद	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ
warner	warner	warner	warner		
nogi	पैर	noga	पैर	N;NOM;FEM;PL	N;NOM;MASC;PL;3
korona	मुकुट	korona	मुकुट	N;NOM;FEM;SG	N;NOM;MASC;SG;3
perkusista	वादक	perkusista	वादक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wyjście	आउटपुट	wyjście	आउटपुट	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
wyjście	निकास	wyjście	निकास	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
osobiste	व्यक्तिगत	osobisty	व्यक्तिगत	ADJ;NOM;NEUT;SG	ADJ
osobiste	निजी	osobisty	निजी	ADJ;NOM;NEUT;SG	ADJ;NOM
prawdziwe	असली	prawdziwy	असली	ADJ;NOM;NEUT;SG	ADJ;NOM
prawdziwe	वास्तविक	prawdziwy	वास्तविक	ADJ;NOM;NEUT;SG	ADJ;NOM
prawdziwe	वास्तविक	prawdziwy	वास्तविक	ADJ;NOM;NEUT;SG	ADJ;NOM
prawdziwe	सही	prawdziwy	सही	ADJ;NOM;NEUT;SG	ADJ
regionalne	क्षेत्रीय	regionalny	क्षेत्रीय	ADJ;NOM;NEUT;SG	ADJ;NOM
niezależne	स्वतंत्र	niezależny	स्वतंत्र	ADJ;NOM;NEUT;SG	ADJ;NOM
organ	प्राधिकरण	organ	प्राधिकरण	N;NOM;MASC;SG	N;NOM;MASC;SG;3
organ	प्राधिकार	organ	प्राधिकार	N;NOM;MASC;SG	N;NOM;MASC;SG;3
organ	अंग	organ	अंग	N;NOM;MASC;SG	N;NOM;MASC;SG;3
porażki	असफलताओं	porażka	असफलता	N;ACC;FEM;PL	N;ACC;FEM;PL;3
kosmos	समष्टि	kosmos	समष्टि		
french	फ्रेंच	fren	फ्रेंच		
orzeł	त्रिभुज	orzeł	त्रिभुज	N;NOM;MASC;SG	N;NOM;MASC;SG;3
przeniesienie	ट्रांसफर	przeniesienie	ट्रांसफर	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
przeniesienie	स्थानांतरण	przeniesienie	स्थानांतरण	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
przeniesienie	हस्तांतरण	przeniesienie	हस्तांतरण	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
przeniesienie	ट्रांसफ़र	przeniesienie	ट्रांसफ़र	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
panowanie	शासन	panować	शासन	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
panowanie	शासनकाल	panować	शासनकाल	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
kasztelan	castellan	kasztelan	८ुओीओेप	N;NOM;MASC;SG	N;NOM;MASC;SG;3
bis	बिस	bis	बिस		
ken	केन	ken	केन		
przyjęcie	दल	przyjąć	दल	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
przyjęcie	पार्टी	przyjąć	पार्टी	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
ograniczenia	प्रतिबंध	ograniczenie	प्रतिबंध	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ograniczenia	सीमा	ograniczenie	सीमा	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
ograniczenia	हद	ograniczenie	हद	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
men	मेन	men	मेन		
przeciwników	विरोधियों	przeciwnik	विरोधी	N;ACC;MASC;PL	N;ACC;MASC;PL;3
przeciwników	प्रतिद्वंद्वियों	przeciwnik	प्रतिद्वंद्वी	N;ACC;MASC;PL	N;ACC;MASC;PL;3
pistolet	पिस्तौल	pistolet	पिस्तौल	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pistolet	पिस्टल	pistolet	पिस्टल	N;NOM;MASC;SG	N;NOM;FEM;SG;3
pistolet	बंदूक	pistolet	बंदूक	N;NOM;MASC;SG	N;NOM;FEM;SG;3
oka	ओका	oko	ओका		
pojedynek	द्वंद्वयुद्ध	pojedynek	द्वंद्वयुद्ध	N;NOM;MASC;SG	N;NOM;MASC;SG;3
realizacja	कार्यान्वयन	realizacja	कार्यान्वयन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
realizacja	क्रियान्वयन	realizacja	क्रियान्वयन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
realizacja	निष्पादन	realizacja	निष्पादन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
szybkie	तेज	szybki	तेज	ADJ;NOM;NEUT;SG	ADJ
bizancjum	byzantium	bizancjum	ओुुूआी	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zakończone	पूरा	zakończyć	पूरा	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG
zakończone	समाप्त	zakończyć	समाप्त	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
zakończone	समाप्त	zakończyć	समाप्त	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
federacja	फेडरेशन	federacja	फेडरेशन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
federacja	संघ	federacja	संघ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
powoli	धीरे	powoli	धीरे	ADV	ADV
ród	गोत्र	ród	गोत्र	N;NOM;MASC;SG	N;NOM;MASC;SG;3
krótka	छोटा	krótki	छोटा	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
krótka	छोटी	krótki	छोटा	ADJ;NOM;FEM;SG	ADJ;FEM;SG
pies	कुत्ता	pies	कुत्ता	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pies	कुत्ते	pies	कुत्ता	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rosa	ओस	rosa	ओस		
społeczeństwo	सोसायटी	społeczeństwo	सोसायटी	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
społeczeństwo	समाज	społeczeństwo	समाज	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
społeczeństwo	जनता	społeczeństwo	जनता	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
społeczeństwo	लोक	społeczeństwo	लोक	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
społeczeństwo	पब्लिक	społeczeństwo	पब्लिक	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
dąb	ओक	dąb	ओक		
krytyczna	आलोचनात्मक	krytyczny	आलोचनात्मक	ADJ;NOM;FEM;SG	ADJ;NOM
krytyczna	महत्वपूर्ण	krytyczny	महत्वपूर्ण	ADJ;NOM;FEM;SG	ADJ
krytyczna	गंभीर	krytyczny	गंभीर	ADJ;NOM;FEM;SG	ADJ
rakiety	मिसाइलों	rakieta	मिसाइल	N;ACC;FEM;PL	N;ACC;FEM;PL;3
rudy	ores	ruda	ores		
leki	दवाएँ	lek	दवा	N;NOM;MASC;PL	N;NOM;FEM;PL;3
handel	वाणिज्य	handel	वाणिज्य	N;NOM;MASC;SG	N;NOM;MASC;SG;3
handel	कॉमर्स	handel	कॉमर्स	N;NOM;MASC;SG	N;NOM;MASC;SG;3
handel	व्यापार	handel	व्यापार	N;NOM;MASC;SG	N;NOM;MASC;SG;3
handel	तस्करी	handel	तस्करी	N;NOM;MASC;SG	N;NOM;FEM;SG;3
handel	व्यापार	handel	व्यापार	N;NOM;MASC;SG	N;NOM;MASC;SG;3
taniec	डांस	taniec	डांस	N;NOM;MASC;SG	N;NOM;MASC;SG;3
taniec	नृत्य	taniec	नृत्य	N;NOM;MASC;SG	N;NOM;MASC;SG;3
przedmioty	वस्तुएँ	przedmiot	वस्तु	N;NOM;MASC;PL	N;NOM;FEM;PL;3
przedmioty	वस्तुएं	przedmiot	वस्तु	N;NOM;MASC;PL	N;NOM;FEM;PL;3
przedmioty	वस्तुएँ	przedmiot	वस्तु	N;NOM;MASC;PL	N;NOM;FEM;PL;3
maszyna	मशीन	maszyna	मशीन	N;NOM;FEM;SG	N;NOM;FEM;SG;3
maszyna	यंत्र	maszyna	यंत्र	N;NOM;FEM;SG	N;NOM;MASC;SG;3
spór	विवाद	spór	विवाद	N;NOM;MASC;SG	N;NOM;MASC;SG;3
krew	खून	krew	खून	N;NOM;FEM;SG	N;NOM;MASC;SG;3
krew	रक्त	krew	रक्त	N;NOM;FEM;SG	N;NOM;MASC;SG;3
uczeń	विद्यार्थी	uczenić	विद्यार्थी	N;NOM;MASC;SG	N;NOM;MASC;SG;3
uczeń	प्रशिक्षु	uczenić	प्रशिक्षु	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wyznanie	पंथ	wyznanie	पंथ	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
wyznanie	अपराध	wyznanie	अपराध	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
wyznanie	स्वीकारोक्ति	wyznanie	स्वीकारोक्ति	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
wyznanie	धर्म	wyznanie	धर्म	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
dawka	खुराक	dawka	खुराक	N;NOM;FEM;SG	N;NOM;FEM;SG;3
nacisk	दाब	nacisk	दाब	N;NOM;MASC;SG	N;NOM;MASC;SG;3
nacisk	दबाव	nacisk	दबाव	N;NOM;MASC;SG	N;NOM;MASC;SG;3
nacisk	जोर	nacisk	जोर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zlokalizowany	स्थित	zlokalizować	स्थित	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ
moon	चांद	moon	चांद		
opór	प्रतिरोध	opór	प्रतिरोध	N;NOM;MASC;SG	N;NOM;MASC;SG;3
point	पाइंट	point	पाइंट		
ocean	समंदर	ocean	समंदर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
skala	पैमाना	skala	पैमाना	N;NOM;FEM;SG	N;NOM;MASC;SG;3
skala	मापक	skala	मापक	N;NOM;FEM;SG	N;NOM;MASC;SG;3
skala	स्केल	skala	स्केल	N;NOM;FEM;SG	N;NOM;MASC;SG;3
blok	खंड	blok	खंड	N;NOM;MASC;SG	N;NOM;MASC;SG;3
blok	ब्लॉक	blok	ब्लॉक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
blok	ब्लाक	blok	ब्लाक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wspólnej	आम	wspólny	आम	ADJ;GEN;FEM;SG	ADJ
wpis	एन्ट्री	wpis	एन्ट्री	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wpis	एंट्री	wpis	एंट्री	N;NOM;MASC;SG	N;NOM;FEM;SG;3
wpis	प्रविष्टि	wpis	प्रविष्टि	N;NOM;MASC;SG	N;NOM;FEM;SG;3
wpis	अलर्ट	wpis	अलर्ट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wpis	चेतावनी	wpis	चेतावनी	N;NOM;MASC;SG	N;NOM;FEM;SG;3
akcje	कार्रवाइयाँ	akcja	कार्रवाई	N;NOM;FEM;PL	N;NOM;FEM;PL;3
akcje	क्रियाएँ	akcja	क्रिया	N;NOM;FEM;PL	N;NOM;FEM;PL;3
szerokie	चौड़ी	szeroki	चौड़ी	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
energia	ऊर्जा	energia	ऊर्जा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
energia	उर्जा	energia	उर्जा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
reklama	विज्ञापन	reklama	विज्ञापन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
reklama	विज्ञापन	reklama	विज्ञापन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kolekcja	संग्रह	kolekcja	संग्रह	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kolekcja	कलेक्शन	kolekcja	कलेक्शन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kolekcja	संग्रहण	kolekcja	संग्रहण	N;NOM;FEM;SG	N;NOM;MASC;SG;3
odkrycie	खोज	odkrycie	खोज	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
sky	आसमानी	ska	आसमानी		
logo	लोगो	Lóg	लोग		
logo	लोगो	Lóg	लोग		
mury	दीवारें	mur	दीवार	N;NOM;MASC;PL	N;NOM;FEM;PL;3
zrobił	किया	zrobić	कर	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
zostaw	छोड़	zostawić	छोड	V;PFV;IMP;SG;2;FIN;ACT	V;ACT
izba	चैंबर	izba	चैंबर	N;NOM;FEM;SG	N;NOM;MASC;SG;3
definicja	परिभाषा	definicja	परिभाषा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
cegły	ईंट	cegły	ईंट		
cegły	ईट	cegły	ईट		
organizator	आयोजक	organizator	आयोजक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
organizator	मेज़बान	organizator	मेज़बान	N;NOM;MASC;SG	N;NOM;MASC;SG;3
organizator	होस्ट	organizator	होस्ट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
organizator	मेजबान	organizator	मेजबान	N;NOM;MASC;SG	N;NOM;MASC;SG;3
organizator	प्रवर्तक	organizator	प्रवर्तक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
szybki	तेज	szybki	तेज	ADJ;NOM;MASC;SG	ADJ
kursy	दरें	kurs	दर	N;NOM;MASC;PL	N;NOM;FEM;PL;3
pozbawiony	वंचित	pozbawić	वंचित	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ
upadek	पतझड़	upadek	पतझड़	N;NOM;MASC;SG	N;NOM;MASC;SG;3
upadek	पतन	upadek	पतन	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mediolan	मिलान	mediolan	मिलान	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wyznaczony	नियुक्त	wyznaczyć	नियुक्त	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ
uszkodzenia	नुक्सान	uszkodzenie	नुक्सान	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
uszkodzenia	नुकसान	uszkodzenie	नुकसान	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
uszkodzenia	क्षति	uszkodzenie	क्षति	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
platforma	प्लेटफ़ॉर्म	platforma	प्लेटफोॉर्म	N;NOM;FEM;SG	N;NOM;MASC;SG;3
platforma	प्लेटफॉर्म	platforma	प्लेटफॉर्म	N;NOM;FEM;SG	N;NOM;MASC;SG;3
platforma	मंच	platforma	मंच	N;NOM;FEM;SG	N;NOM;MASC;SG;3
prawdy	सत्य	prawda	सत्य		
męczenników	शहीदों	męczennik	शहीद	N;ACC;MASC;PL	N;ACC;MASC;PL;3
przeniesiona	स्थानांतरित	przenieść	स्थानांतरित	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ
obrona	रक्षा	obrona	रक्षा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
obrona	रक्षा	obrona	रक्षा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
idea	विचार	idea	विचार	N;NOM;FEM;SG	N;NOM;MASC;SG;3
posiadanie	कब्जे	posiadać	कब्जा	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
posiadanie	कब्ज़ा	posiadać	कब्ज़ा	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
zachowane	कायम	zachować	कायम	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
wiatr	वायु	wiatr	वायु	N;NOM;MASC;SG	N;NOM;FEM;SG;3
wiatr	विंड	wiatr	विंड	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wiatr	हवा	wiatr	हवा	N;NOM;MASC;SG	N;NOM;FEM;SG;3
silny	मजबूत	silny	मजबूत	ADJ;NOM;MASC;SG	ADJ
dyskusje	चर्चाएँ	dyskusja	चर्चा	N;NOM;FEM;PL	N;NOM;FEM;PL;3
aktorów	अभिनेताओं	aktor	अभिनेता	N;ACC;MASC;PL	N;ACC;MASC;PL;3
policja	पुलिस	policja	पुलिस	N;NOM;FEM;SG	N;NOM;FEM;SG;3
morski	समुद्री	morski	समुद्री	ADJ;NOM;MASC;SG	ADJ;NOM
mon	मोन	mon	मोन		
set	नियत	set	नियत		
czytelników	पाठकों	czytelnik	पाठक	N;ACC;MASC;PL	N;ACC;MASC;PL;3
prawne	कानूनी	prawny	कानूनी	ADJ;NOM;NEUT;SG	ADJ;NOM
gwiazdki	तारे	gwiazdka	तारा	N;NOM;FEM;SG	N;NOM;MASC;SG;3
gwiazdki	सितारे	gwiazdka	सितारा	N;NOM;FEM;SG	N;NOM;MASC;SG;3
boże	ईश्वर	boży	ईश्वर		
zabytkowy	ऐतिहासिक	zabytkowy	ऐतिहासिक	ADJ;NOM;MASC;SG	ADJ
sojusz	गठबंधन	sojusz	गठबंधन	N;NOM;MASC;SG	N;NOM;MASC;SG;3
obowiązek	कर्तव्य	obowiązek	कर्तव्य	N;NOM;MASC;SG	N;NOM;MASC;SG;3
obowiązek	ड्यूटी	obowiązek	ड्यूटी	N;NOM;MASC;SG	N;NOM;FEM;SG;3
obowiązek	दायित्व	obowiązek	दायित्व	N;NOM;MASC;SG	N;NOM;MASC;SG;3
osiągnięcie	उपलब्धि	osiągnięcie	उपलब्धि	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
producentów	उत्पादकों	producent	उत्पादक	N;ACC;MASC;PL	N;ACC;MASC;PL;3
producentów	निर्माताओं	producent	निर्माता	N;ACC;MASC;PL	N;ACC;MASC;PL;3
przyjęto	अपनाया	przyjąć	अपना	V;PFV;IND;0;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
piramida	पिरामिड	piramida	पिरामिड	N;NOM;FEM;SG	N;NOM;MASC;SG;3
obsługa	सेवा	obsługa	सेवा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
carla	कार्ला	carlać	कार्ला		
audio	आडियो	audio	आडियो		
bull	bull	bull	bull		
bull	बुल	bull	बुल		
bull	सांड	bull	सांड		
île	île	île	île		
filozofia	दर्शन	filozofia	दर्शन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
filozofia	दर्शनशास्त्र	filozofia	दर्शनशास्त्र	N;NOM;FEM;SG	N;NOM;MASC;SG;3
orkiestra	ऑर्केस्ट्रा	orkiestra	ऑर्केस्ट्रा	N;NOM;FEM;SG	N;NOM;MASC;SG;3
gaz	गैस	gaz	गैस	N;NOM;MASC;SG	N;NOM;FEM;SG;3
mclaren	मैकलारेन	mclaren	मैकलारेन	N;NOM;MASC;SG	N;NOM;FEM;SG;3
doświadczenie	अनुभव	doświadczenie	अनुभव	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
grant	ग्रान्ट	grant	ग्रान्ट		
przyjąć	अपनाना	przyjąć	अपना	V;PFV;NFIN;ACT	V;MASC;NFIN;ACT
zamknięte	बंद	zamknąć	बंद	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
kara	पेनल्टी	kara	पेनल्टी	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kara	दंड	kara	दंड	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kara	दंड	kara	दंड	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wydawane	जारी	wydawać	जारी	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
powód	कारण	powód	कारण	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dziewczyny	लड़कियां	dziewczyna	लड़की	N;NOM;FEM;PL	N;NOM;FEM;PL;3
dziewczyny	लड़कियाँ	dziewczyna	लड़की	N;NOM;FEM;PL	N;NOM;FEM;PL;3
mniejszy	छोटी	mały	छोटा	ADJ;NOM;CMPR;MASC;SG	ADJ;FEM;SG
dowódców	कमांडरों	dowódca	कमांडर	N;ACC;MASC;PL	N;ACC;MASC;PL;3
pilotów	पायलटों	pilot	पायलट	N;ACC;MASC;PL	N;ACC;MASC;PL;3
wybrał	उठाई	wybrać	उठा	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP;ACT
katastrofa	क्रैश	katastrofa	क्रैश	N;NOM;FEM;SG	N;NOM;MASC;SG;3
katastrofa	आपदा	katastrofa	आपदा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
katastrofa	विपत्ति	katastrofa	विपत्ति	N;NOM;FEM;SG	N;NOM;FEM;SG;3
rajd	रैली	rajd	रैली	N;NOM;MASC;SG	N;NOM;FEM;SG;3
zły	एंग्री	zły	एंग्री		
wyjścia	आउटपुट	wyjście	आउटपुट	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wyjścia	निकास	wyjście	निकास	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
przywódców	नेताओं	przywódca	नेता	N;ACC;MASC;PL	N;ACC;MASC;PL;3
skutecznie	सफलतापूर्वक	skutecznie	सफलतापूर्वक	ADV	ADV
kolarstwo	साइकिलिंग	kolarstwo	साइकिलिंग	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
podzielony	विभक्त	podzielić	विभक्त	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ
podzielony	विभाजित	podzielić	विभाजित	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ
opracowany	विकसित	opracować	विकसित	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ
blood	लहू	blood	लहू		
reakcja	reaction	reakcja	ओुओठी	N;NOM;FEM;SG	N;NOM;MASC;SG;3
reakcja	अभिक्रिया	reakcja	अभिक्रिया	N;NOM;FEM;SG	N;NOM;FEM;SG;3
reakcja	प्रतिक्रिया	reakcja	प्रतिक्रिया	N;NOM;FEM;SG	N;NOM;FEM;SG;3
reakcja	प्रतिक्रिया	reakcja	प्रतिक्रिया	N;NOM;FEM;SG	N;NOM;FEM;SG;3
reakcja	अनुक्रिया	reakcja	अनुक्रिया	N;NOM;FEM;SG	N;NOM;FEM;SG;3
reakcja	जवाब	reakcja	जवाब	N;NOM;FEM;SG	N;NOM;MASC;SG;3
dziennikarka	रिपोर्टर	dziennikarka	रिपोर्टर	N;NOM;FEM;SG	N;NOM;MASC;SG;3
lekarzy	चिकित्सकों	lekarz	चिकित्सक	N;ACC;MASC;PL	N;ACC;MASC;PL;3
lekarzy	डॉक्टरों	lekarz	डॉक्टर	N;ACC;MASC;PL	N;ACC;MASC;PL;3
facto	facto	facto	facto		
boisko	फील्ड	boisko	फील्ड	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
boisko	फ़ील्ड	boisko	फ़ील्ड	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
boisko	पिच	boisko	पिच	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
komory	कक्षों	komora	कक्ष	N;ACC;FEM;PL	N;ACC;MASC;PL;3
angel	angel	angel	angel		
określić	बताएँ	określić	बता	V;PFV;NFIN;ACT	V;SBJV;PL;FIN;ACT
samobójstwo	आत्महत्या	samobójstwo	आत्महत्या	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
zdarzenie	कहानी	zdarzenie	कहानी	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
zdarzenie	स्टोरी	zdarzenie	स्टोरी	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
zdarzenie	ईवेंट	zdarzenie	ईवेंट	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zdarzenie	घटना	zdarzenie	घटना	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
zdarzenie	कार्यक्रम	zdarzenie	कार्यक्रम	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zdarzenie	इवेंट	zdarzenie	इवेंट	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
skrzyżowania	चौराहे	skrzyżowanie	चौराहा	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
skrzyżowania	जंक्शन	skrzyżowanie	जंक्शन	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
skrzyżowania	junctions	skrzyżowanie	junctions	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wolf	वुल्फ	wolf	वुल्फ		
rezultat	रिजल्ट	rezultat	रिजल्ट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
przedszkole	किंडरगार्टन	przedszkole	किंडरगार्टन	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
przedszkole	प्रीस्कूल	przedszkole	प्रीस्कूल	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
tymczasowe	अंतरिम	tymczasowy	अंतरिम	ADJ;NOM;NEUT;SG	ADJ;NOM
ceremonia	समारोह	ceremonia	समारोह	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ceremonia	रस्म	ceremonia	रस्म	N;NOM;FEM;SG	N;NOM;FEM;SG;3
strumień	धारा	strumień	धारा	N;NOM;MASC;SG	N;NOM;FEM;SG;3
strumień	स्ट्रीम	strumień	स्ट्रीम	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kwestie	समस्याएँ	kwest	समस्या	N;NOM;FEM;PL	N;NOM;FEM;PL;3
kwestie	मुद्दे	kwest	मुद्दा	N;NOM;FEM;PL	N;NOM;MASC;PL;3
tradycje	परंपराएं	tradycja	परंपरा	N;NOM;FEM;PL	N;NOM;FEM;PL;3
pierścień	रिंग	pierścienie	रिंग	N;NOM;MASC;SG	N;NOM;FEM;SG;3
sms	sms	smać	sms		
sędziów	न्यायाधीशों	sędzia	न्यायाधीश	N;ACC;MASC;PL	N;ACC;MASC;PL;3
przywódcy	नेतृत्व	przywódca	नेतृत्व	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sklep	शॉप	sklep	शॉप	N;NOM;MASC;SG	N;NOM;FEM;SG;3
sklep	दुकान	sklep	दुकान	N;NOM;MASC;SG	N;NOM;FEM;SG;3
