聖歌	التراتيل	聖歌	تَرتِيل	N	N;NOM;DEF;PL
お	مهرجان	お	مَهرَجَان	N	N;NOM;INDF;SG
お	احتفالات	お	اِحتِفَال	N	N;NOM;INDF;PL
お	الاحتفالات	お	اِحتِفَال	N	N;NOM;DEF;PL
サンゴ	المرجانية	サンゴ	مَرجَانِيّ	N	N;NOM;DEF;SG
サファイア	الياقوت	サファイア	يَاقَاة	N	N;NOM;DEF;SG
良心	ضمير	良心	ضَمِير	N	N;NOM;INDF;SG
良心	الضمير	良心	ضَمِير	N	N;NOM;DEF;SG
研修	المتدربين	研修	مُتَدَرِّب	N	N;NOM;DEF;PL
水星	الزئبق	水星	زَئبَق	N	N;NOM;DEF;SG
エキスパート	خبير	エキスパート	خَبِير	N	N;NOM;INDF;SG
エキスパート	الخبير	エキスパート	خَبِير	N	N;NOM;DEF;SG
エキスパート	الخبيرة	エキスパート	خَبِيرَة	N	N;NOM;DEF;SG
周遊	نزهة	周遊	نُزهَة	N	N;NOM;INDF;SG
周遊	النزهة	周遊	نُزهَة	N	N;NOM;DEF;SG
キャッスル	قلعة	キャッスル	قلعة	N	N;NOM;INDF;SG
キャッスル	القلعة	キャッスル	قَلعَة	N	N;NOM;DEF;SG
音程	فترات	音程	فَترَة	N	N;NOM;INDF;PL
疫病	الطاعون	疫病	طَاعُون	N	N;NOM;DEF;SG
六月	حزيران	六月	حَزِيرَان	N	N;NOM;INDF;SG
六月	يونيو	六月	يُونِيُو	N	N;GEN;INDF;SG
議題	اجندة	議題	جِندَة	N	N;NOM;INDF;SG
錯体	مجمع	錯体	مَجمَع	N	N;NOM;INDF;SG
コミッション	اللجنة	コミッション	لَجنَة	N	N;NOM;DEF;SG
コミッション	عمولة	コミッション	عُمُولَة	N	N;NOM;INDF;SG
コミッション	اللجان	コミッション	لَجنَة	N	N;NOM;DEF;PL
コミッション	لجان	コミッション	لَجنَة	N	N;NOM;INDF;PL
国庫	خزينة	国庫	خَزِينَة	N	N;NOM;INDF;SG
国庫	الخزينة	国庫	خَزِينَة	N	N;NOM;DEF;SG
彫像	تماثيل	彫像	تِمثَال	N	N;NOM;INDF;PL
彫像	التماثيل	彫像	تَمثِيل	N	N;NOM;DEF;PL
彫像	تمثال	彫像	تِمثَال	N	N;NOM;INDF;SG
彫像	التمثال	彫像	تَمَثَّال	N	N;NOM;DEF;SG
ミキサー	خلاط	ミキサー	خِلَاط	N	N;NOM;INDF;SG
ミキサー	الخلاط	ミキサー	خِلَاط	N	N;NOM;DEF;SG
返信	الرد	返信	رَدّ	N	N;NOM;DEF;SG
返信	الردود	返信	رَدّ	N	N;NOM;DEF;PL
返信	ردود	返信	رَدّ	N	N;NOM;INDF;PL
消化器	هضم	消化器	هَضَم	N	N;NOM;INDF;SG
消化器	نبذة	消化器	نبذة	N	N;NOM;INDF;SG
消化器	ملخص	消化器	مُلخَص	N	N;NOM;INDF;SG
四月	ابريل	四月	أَبرِيل	N	N;GEN;INDF;SG
四月	نيسان	四月	نِيسَان	N	N;NOM;INDF;SG
雑草	الحشيش	雑草	الحشيش	N	N;NOM;DEF;SG
ボーダー	حدود	ボーダー	حَدّ	N	N;NOM;INDF;PL
ボーダー	الحدود	ボーダー	حَدّ	N	N;NOM;DEF;PL
アナル	الشرجي	アナル	شَرجِيّ	N	N;NOM;DEF;SG
アナル	الشرج	アナル	شَرج	N	N;NOM;DEF;SG
缶詰	المعلبة	缶詰	مُعَلِّب	N	N;NOM;DEF;SG
長所	مزايا	長所	مَزِيَّة	N	N;NOM;INDF;PL
長所	المزايا	長所	مَزِيَّة	N	N;NOM;DEF;PL
ミキシング	الخلط	ミキシング	خَلط	N	N;NOM;DEF;SG
ミキシング	خلط	ミキシング	خَلط	N	N;NOM;INDF;SG
プロファイル	التشكيلة	プロファイル	تَشكِيلَة	N	N;NOM;DEF;SG
プロファイル	التنميط	プロファイル	تَنمِيط	N	N;NOM;DEF;SG
後見	الوصي	後見	وَصي	N	N;NOM;DEF;SG
後見	وصاية	後見	وِصَايَة	N	N;NOM;INDF;SG
後見	الوصاية	後見	وِصَايَة	N	N;NOM;DEF;SG
射精	القذف	射精	قَذف	N	N;NOM;DEF;SG
整合	نزاهة	整合	نَزَاهَة	N	N;NOM;INDF;SG
整合	النزاهة	整合	نِزَاهَة	N	N;NOM;DEF;SG
ジーンズ	الجينز	ジーンズ	جَينز	N	N;NOM;DEF;SG
屈辱	الذل	屈辱	ذُلّ	N	N;NOM;DEF;SG
手首	المعصم	手首	مُعَصَّم	N	N;NOM;DEF;SG
ヨガ	اليوغا	ヨガ	اليوغا	N	N;NOM;DEF;SG
ヨガ	اليوجا	ヨガ	يُوجَا	N	N;NOM;DEF;SG
洋菓子	معجنات	洋菓子	مُعَجِّن	N	N;NOM;INDF;PL
洋菓子	المعجنات	洋菓子	مُعَجِّن	N	N;NOM;DEF;PL
算術	الحساب	算術	حِسَاب	N	N;NOM;DEF;SG
夕食	عشاء	夕食	عَشَاء	N	N;NOM;INDF;SG
夕食	العشاء	夕食	عَشَاء	N	N;NOM;DEF;SG
パイル	الكومة	パイル	كَومَة	N	N;NOM;DEF;SG
パイル	كومة	パイル	كُومَة	N	N;NOM;INDF;SG
公報	نشرة	公報	نَشرَة	N	N;NOM;INDF;SG
公報	النشرة	公報	نَشرَة	N	N;NOM;DEF;SG
啓示	الكشف	啓示	كَشف	N	N;NOM;DEF;SG
啓示	الوحي	啓示	وَحي	N	N;NOM;DEF;SG
恥ずかしい	محرجة	恥ずかしい	مُحَرَّج	ADJ	ADJ;NOM;INDF;FEM;SG
恥ずかしい	محرجة	恥ずかしい	مُحَرَّج	ADJ	ADJ;NOM;INDF;FEM;SG
ゴンドラ	الجندول	ゴンドラ	جُندُول	N	N;NOM;DEF;SG
ボトム	القاع	ボトム	قَاع	N	N;NOM;DEF;SG
ボトム	قاع	ボトム	قَاع	N	N;NOM;INDF;SG
終端	انهاء	終端	إِنهَاء	N	N;NOM;INDF;SG
クラシカル	كلاسيكي	クラシカル	كلَاسِيكِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
クラシカル	كلاسيكية	クラシカル	كلَاسِيكِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
クラシカル	الكلاسيكية	クラシカル	كُلآسِيكِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
髪	الشعر	髪	شَعر	N	N;NOM;DEF;SG
教会堂	كنيسة	教会堂	كَنِيسَة	N	N;NOM;INDF;SG
教会堂	الكنيسة	教会堂	كَنِيسَة	N	N;NOM;DEF;SG
悪徳	الرذائل	悪徳	رَذِيلَة	N	N;NOM;DEF;PL
線量	الجرعة	線量	جُرعَة	N	N;NOM;DEF;SG
線量	جرعة	線量	جُرعَة	N	N;NOM;INDF;SG
チラシ	النشرات	チラシ	نَشرَة	N	N;NOM;DEF;PL
チラシ	نشرات	チラシ	نَشرَة	N	N;NOM;INDF;PL
イタリアン	الايطالية	イタリアン	إِيطَالِيَّة	N	N;NOM;DEF;SG
イタリアン	الايطالي	イタリアン	إِيطَالِيّ	N	N;NOM;DEF;SG
手	دلائل	手	دَلِيل	N	N;NOM;INDF;PL
斑点	بقع	斑点	بَقَع	N	N;NOM;INDF;SG
斑点	البقع	斑点	بَقع	N	N;NOM;DEF;PL
領事館	القنصلية	領事館	قُنصُلِيَّة	N	N;NOM;DEF;SG
洋服	ملابس	洋服	مَلبَس	N	N;NOM;INDF;PL
洋服	الملابس	洋服	مَلبَس	N	N;NOM;DEF;PL
パープル	البنفسجي	パープル	بَنفسِجِيّ	N	N;NOM;DEF;SG
黒板	السبورة	黒板	سَبَورَة	N	N;NOM;DEF;SG
貯水池	الخزان	貯水池	خَزَّان	N	N;NOM;DEF;SG
貯水池	خزان	貯水池	خَزَّان	N	N;NOM;INDF;SG
ダンシング	الرقص	ダンシング	رَقص	N	N;NOM;DEF;SG
ダンシング	رقص	ダンシング	رَقص	N	N;NOM;INDF;SG
キジ	الدراج	キジ	دِرَاج	N	N;NOM;DEF;SG
コメディー	كوميدي	コメディー	كوميدي	N	N;NOM;INDF;SG
正確	الدقة	正確	دِقَّة	N	N;NOM;DEF;SG
正確	دقة	正確	دِقَّة	N	N;ACC;INDF;SG
とき	احيانا	とき	حِين	N	N;ACC;INDF;PL
マネージャ	المدير	マネージャ	مُدِير	N	N;NOM;DEF;SG
マネージャ	مدير	マネージャ	مُدِير	N	N;NOM;INDF;SG
マネージャ	المديرون	マネージャ	مُدِير	N	N;NOM;DEF;PL
マネージャ	المدراء	マネージャ	مِدرَاء	N	N;NOM;DEF;SG
マネージャ	مديرو	マネージャ	مُدِير	N	N;NOM;INDF;PL
マネージャ	المديرين	マネージャ	مُدِير	N	N;NOM;DEF;PL
祈る	صلي	祈る	صَلَّى	V	V;PFV;MASC;SG;3;ACT
祈る	صلوا	祈る	صَلّ	V	V;PFV;MASC;SG;3;ACT
祈る	صلى	祈る	صَلَّى	V	V;PFV;MASC;SG;3;ACT
祈る	صل	祈る	صَلّ	V	V;PFV;MASC;SG;3;ACT
ブラインド	العمياء	ブラインド	عَمِيّ	N	N;NOM;DEF;SG
ブラインド	ستائر	ブラインド	سِتَّائ	N	N;NOM;INDF;PL
ブラインド	الستائر	ブラインド	سِتَّائِر	N	N;NOM;DEF;PL
梗塞	احتشاء	梗塞	اِحتِشَاء	N	N;NOM;INDF;SG
腕時	ساعة	腕時	سَاعَة	N	N;NOM;INDF;SG
腕時	مشاهدة	腕時	مُشَاهَدَة	N	N;NOM;INDF;SG
腕時	الساعات	腕時	سَاعَة	N	N;NOM;DEF;PL
腕時	ساعات	腕時	سَاعَة	N	N;NOM;INDF;PL
フィードバック	ملاحظات	フィードバック	مُلَاحَظَة	N	N;NOM;INDF;PL
手袋	قفازات	手袋	قَفَاز	N	N;NOM;INDF;PL
手袋	القفازات	手袋	قَفَاز	N	N;NOM;DEF;PL
手袋	القفاز	手袋	قِفَاز	N	N;NOM;DEF;SG
磨き	يلمع	磨き	لَمِع	V	V;IPFV;MASC;IND;SG;3;FIN;ACT
身代	فدية	身代	فِديَة	N	N;NOM;INDF;SG
スピリッツ	ارواح	スピリッツ	ارواح	N	N;NOM;INDF;PL
スピリッツ	الارواح	スピリッツ	رُوح	N	N;NOM;DEF;PL
ジュエリー	المجوهرات	ジュエリー	مُجَوهَر	N	N;NOM;DEF;PL
ジュエリー	المجوهرات	ジュエリー	مُجَوهَر	N	N;NOM;DEF;PL
コンソーシアム	اتحاد	コンソーシアム	اِتِّحَاد	N	N;NOM;INDF;SG
バルク	جملة	バルク	جُملَة	N	N;NOM;INDF;SG
十代	المراهق	十代	مَرهَق	N	N;NOM;DEF;SG
頭蓋	جمجمة	頭蓋	جُمجُمَة	N	N;NOM;INDF;SG
頭蓋	الجمجمة	頭蓋	جُمجُمَة	N	N;NOM;DEF;SG
ソーセージ	السجق	ソーセージ	سِجق	N	N;NOM;DEF;SG
ソーセージ	سجق	ソーセージ	سِجق	N	N;NOM;INDF;SG
ケージ	قفص	ケージ	قَفص	N	N;NOM;INDF;SG
ケージ	القفص	ケージ	قِفص	N	N;NOM;DEF;SG
路地	الزقاق	路地	زِقَاق	N	N;NOM;DEF;SG
総和	المبلغ	総和	مَبلَغ	N	N;NOM;DEF;SG
総和	مبلغ	総和	مَبلَغ	N	N;NOM;INDF;SG
二月	فبراير	二月	فِبرَايِر	N	N;GEN;INDF;SG
二月	شباط	二月	شُبَاط	N	N;NOM;INDF;SG
エタノール	الايثانول	エタノール	إِيثَانُول	N	N;NOM;DEF;SG
争点	المسالة	争点	مَسأَلَة	N	N;NOM;DEF;SG
争点	اصدار	争点	إِصدَار	N	N;NOM;INDF;SG
ハンディ	عائق	ハンディ	عَائِق	N	N;NOM;INDF;SG
ハンディ	الاعاقة	ハンディ	إِعَاقَة	N	N;NOM;DEF;SG
ハンディ	العائق	ハンディ	عَائِق	N	N;NOM;DEF;SG
ハンディ	اعاقة	ハンディ	إِعَاقَة	N	N;NOM;INDF;SG
誓約	تعهد	誓約	تَعَهَّد	V	V;PFV;MASC;SG;3;ACT
音量	الحجم	音量	حَجم	N	N;NOM;DEF;SG
音量	المجلد	音量	مَجلَد	N	N;NOM;DEF;SG
音量	حجم	音量	حَجم	N	N;NOM;INDF;SG
トランジット	العبور	トランジット	عُبُور	N	N;NOM;DEF;SG
トランジット	عبور	トランジット	عُبُور	N	N;NOM;INDF;SG
乗法	تكاثر	乗法	تَكَاثُر	N	N;NOM;INDF;SG
乗法	الضرب	乗法	ضَرب	N	N;NOM;DEF;SG
禁酒	الحظر	禁酒	حَظر	N	N;NOM;DEF;SG
リフォーム	اصلاح	リフォーム	إِصلَاح	N	N;NOM;INDF;SG
リフォーム	الاصلاح	リフォーム	إِصلَاح	N	N;NOM;DEF;SG
リフォーム	التجديدات	リフォーム	تَجدِيد	N	N;NOM;DEF;PL
リフォーム	الترميم	リフォーム	تَرمِيم	N	N;NOM;DEF;SG
リフォーム	التجديد	リフォーム	تَجدِيد	N	N;NOM;DEF;SG
ダンプ	مقالب	ダンプ	مقالب	N	N;NOM;INDF;PL
ダンプ	تفريغ	ダンプ	تَفرِيغ	N	N;NOM;INDF;SG
剛性	جمود	剛性	جمود	N	N;NOM;INDF;SG
モニタ	الشاشة	モニタ	شَاشَّة	N	N;NOM;DEF;SG
モニタ	رصد	モニタ	رَصد	N	N;NOM;INDF;SG
モニタ	شاشات	モニタ	شَاشَة	N	N;NOM;INDF;PL
モニタ	الشاشات	モニタ	شَاشَة	N	N;NOM;DEF;PL
ブレーク	كسر	ブレーク	كَسر	N	N;NOM;INDF;SG
ブレーク	استراحة	ブレーク	اِستِرَاحَة	N	N;NOM;INDF;SG
バニラ	الفانيلا	バニラ	الفانيلا	N	N;NOM;DEF;SG
座る	اجلس	座る	أَجلَس	V	V;MASC;IMP;SG
任用	تعيين	任用	تَعيِين	N	N;NOM;INDF;SG
任用	موعد	任用	مَوعِد	N	N;NOM;INDF;SG
任用	التعيينات	任用	تَعيِين	N	N;NOM;DEF;PL
任用	التعيين	任用	تَعيِين	N	N;NOM;DEF;SG
任用	الموعد	任用	مَوعِد	N	N;NOM;DEF;SG
昼食	غداء	昼食	غَدَاء	N	N;NOM;INDF;SG
昼食	الغداء	昼食	غِدَاء	N	N;NOM;DEF;SG
相手	الخصم	相手	خَصم	N	N;NOM;DEF;SG
ビニール	البلاستيك	ビニール	بلَاستِيك	N	N;NOM;DEF;SG
シンク	حوض	シンク	حَوض	N	N;NOM;INDF;SG
シンク	فكر	シンク	فِكر	N	N;NOM;INDF;SG
プログラマ	مبرمج	プログラマ	مُبرَمِج	N	N;NOM;INDF;SG
遠足	نزهة	遠足	نُزهَة	N	N;NOM;INDF;SG
遠足	النزهة	遠足	نُزهَة	N	N;NOM;DEF;SG
小麦	الطحين	小麦	الطحين	N	N;NOM;DEF;SG
小麦	الدقيق	小麦	دَقِيق	N	N;NOM;DEF;SG
キャバレー	ملهى	キャバレー	مَلهَى	N	N;NOM;INDF;SG
乳児	الرضيع	乳児	رَضِيع	N	N;NOM;DEF;SG
乳児	الرضع	乳児	رَضع	N	N;NOM;DEF;SG
受難	الهوى	受難	هُوَيّ	N	N;NOM;DEF;SG
受難	العاطفة	受難	عَاطِفَة	N	N;NOM;DEF;SG
受難	الشغف	受難	شَغف	N	N;NOM;DEF;SG
エレメント	عناصر	エレメント	عُنصُر	N	N;NOM;INDF;PL
エレメント	العناصر	エレメント	عُنصُر	N	N;NOM;DEF;PL
エレメント	العنصر	エレメント	عُنصُر	N	N;NOM;DEF;SG
エレメント	عنصر	エレメント	عُنصُر	N	N;NOM;INDF;SG
歳入	ايرادات	歳入	إِيرَاد	N	N;NOM;INDF;PL
歳入	الايرادات	歳入	إِيرَاد	N	N;NOM;DEF;PL
歳入	ايرادات	歳入	إِيرَاد	N	N;NOM;INDF;PL
歳入	الايرادات	歳入	إِيرَاد	N	N;NOM;DEF;PL
歳入	ايراد	歳入	إِيرَاد	N	N;NOM;INDF;SG
無知	جاهل	無知	جَاهِل	ADJ	ADJ;NOM;INDF;MASC;SG
ネガ	سالب	ネガ	سالب	N	N;NOM;INDF;SG
恩赦	العفو	恩赦	عَفو	N	N;NOM;DEF;SG
恩赦	عفو	恩赦	عفو	N	N;NOM;INDF;SG
血清	مصل	血清	مُصَلِّي	N	N;NOM;INDF;SG
血清	المصل	血清	مَصَلّ	N	N;NOM;DEF;SG
入園	القبول	入園	قُبُول	N	N;NOM;DEF;SG
スナイパー	القناص	スナイパー	قَنَاص	N	N;NOM;DEF;SG
スナイパー	قناص	スナイパー	قناص	N	N;NOM;INDF;SG
はずれ	يفتقد	はずれ	اِفتَقَد	V	V;IPFV;MASC;IND;SG;3;FIN;ACT
頑固	عنيدة	頑固	عنيدة	ADJ	ADJ;NOM;INDF;FEM;SG
頑固	عنيدا	頑固	عِنَاد	ADJ	ADJ;ACC;INDF;MASC;SG
頑固	عنيد	頑固	عِنِيد	ADJ	ADJ;NOM;INDF;MASC;SG
ウェーブ	الموجة	ウェーブ	مُوجَة	N	N;NOM;DEF;SG
ウェーブ	موجة	ウェーブ	مَوجَة	N	N;NOM;INDF;SG
低木	الشجيرات	低木	شَجِير	N	N;NOM;DEF;PL
毛髪	الشعر	毛髪	شَعر	N	N;NOM;DEF;SG
おすすめ	مقترح	おすすめ	مُقتَرَح	N	N;NOM;INDF;SG
おすすめ	توصيات	おすすめ	تَوصِيَة	N	N;NOM;INDF;PL
おすすめ	التوصيات	おすすめ	تَوصِيَة	N	N;NOM;DEF;PL
おすすめ	اقتراحات	おすすめ	اِقتِرَاح	N	N;NOM;INDF;PL
おすすめ	الاقتراحات	おすすめ	اِقتِرَاح	N	N;NOM;DEF;PL
おすすめ	المقترحات	おすすめ	مُقتَرَح	N	N;NOM;DEF;PL
おすすめ	مقترحات	おすすめ	مُقتَرَح	N	N;NOM;INDF;PL
おすすめ	توصية	おすすめ	تَوصِيَة	N	N;NOM;INDF;SG
おすすめ	التوصية	おすすめ	تَوصِيَة	N	N;NOM;DEF;SG
おすすめ	توصية	おすすめ	تَوصِيَة	N	N;NOM;INDF;SG
銃剣	حربة	銃剣	حربة	N	N;NOM;INDF;SG
あいまい	ضبابي	あいまい	ضبابي	ADJ	ADJ;NOM;INDF;MASC;SG
材木	خشب	材木	خشب	N	N;NOM;INDF;SG
材木	الاخشاب	材木	خَشَب	N	N;NOM;DEF;PL
材木	الخشب	材木	خَشَب	N	N;NOM;DEF;SG
振幅	سعة	振幅	سَعَة	N	N;NOM;INDF;SG
振幅	السعة	振幅	سِعَّة	N	N;NOM;DEF;SG
