les	els	le	el	DET;DEF;PL	DET;DEF;MASC;PL
sols	sòls	sol	sòls	N;MASC;PL	N;MASC;PL
sols	pisos	sol	pis	N;MASC;PL	N;MASC;PL
sols	sòls	sol	sòls	N;MASC;PL	N;MASC;PL
détruire	destruir	détruire	destruir	V;NFIN	V;NFIN
castille	castella	castille	castella	N;FEM;SG	N;FEM;SG
client	client	client	client	N;MASC;SG	N;MASC;SG
restes	restes	reste	resta	N;MASC;PL	N;FEM;PL
prêtres	cures	prêtre	cura	N;MASC;PL	N;FEM;PL
alcool	alcohol	alcool	alcohol	N;MASC;SG	N;MASC;SG
passages	passatges	passage	passatge	N;MASC;PL	N;MASC;PL
inspiration	inspiració	inspiration	inspiració	N;FEM;SG	N;FEM;SG
sombre	fosc	sombre	fosc	ADJ;MASC;SG	ADJ;MASC;SG
lourds	pesats	lourd	pesat	ADJ;MASC;PL	ADJ;MASC;PL;V.PTCP
lourds	pesades	lourd	pesada	ADJ;MASC;PL	ADJ;FEM;PL;V.PTCP
habituellement	habitualment	habituellement	habitualment	ADV	ADV
habituellement	normalment	habituellement	normalment	ADV	ADV
habituellement	típicament	habituellement	típicament	ADV	ADV
vainqueurs	guanyadors	vainqueur	guanyador	N;MASC;PL	N;MASC;PL
fidèle	fidel	fidèle	fidel	ADJ;MASC;SG	ADJ;SG
lecteurs	lectors	lecteur	lector	N;MASC;PL	N;MASC;PL
roux	roig	roux	roig	ADJ;MASC;SG	ADJ;MASC;SG
roux	vermell	roux	vermell	ADJ;MASC;SG	ADJ;MASC;SG
intégrer	integraran	intégrer	integrar	V;NFIN	V;IND;PL;3;FUT;FIN
intégrer	integrar	intégrer	integrar	V;NFIN	V;NFIN
intégrer	encastar	intégrer	encastar	V;NFIN	V;NFIN
écologie	ecologia	écologie	ecologia	N;FEM;SG	N;FEM;SG
forcément	necessàriament	forcément	necessàriament	ADV	ADV
spécialistes	especialistes	spécialiste	especialista	N;MASC;PL	N;PL
pseudo	sobrenom	pseudo	sobrenom	N;MASC;SG	N;MASC;SG
constructions	construccions	construction	construcció	N;FEM;PL	N;FEM;PL
accompagne	acompanya	accompagner	acompanyar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
variations	variacions	variation	variació	N;FEM;PL	N;FEM;PL
descente	baixada	descente	baixada	N;FEM;SG	N;FEM;SG
descente	descens	descente	descens	N;FEM;SG	N;MASC;SG
magasin	botiga	magasin	botiga	N;MASC;SG	N;FEM;SG
magasin	botiga	magasin	botiga	N;MASC;SG	N;FEM;SG
punk	punk	punk	punk	N;MASC;SG	N;MASC;SG
manifestation	protesta	manifestation	protesta	N;FEM;SG	N;FEM;SG
manifestation	demostració	manifestation	demostració	N;FEM;SG	N;FEM;SG
manifestation	manifestació	manifestation	manifestació	N;FEM;SG	N;FEM;SG
cite	citar	citer	citar	V;IND;SG;3;PRS;FIN	V;NFIN
symphonie	simfonia	symphonie	simfonia	N;FEM;SG	N;FEM;SG
vêtements	robes	vêtement	roba	N;MASC;PL	N;FEM;PL
adulte	adult	adulte	adult	ADJ;MASC;SG	ADJ;MASC;SG
explication	explicació	explication	explicació	N;FEM;SG	N;FEM;SG
différences	diferències	différence	diferència	N;FEM;PL	N;FEM;PL
biographique	biogràfic	biographique	biogràfic	ADJ;MASC;SG	ADJ;MASC;SG
considérer	consideri	considérer	considerar	V;NFIN	V;SBJV;SG;3;PRS;FIN
considérer	considerar	considérer	considerar	V;NFIN	V;NFIN
variante	variant	variante	variant	N;FEM;SG	N;FEM;SG
variante	variació	variante	variació	N;FEM;SG	N;FEM;SG
roches	roques	roche	roca	N;FEM;PL	N;FEM;PL
entité	entitat	entité	entitat	N;FEM;SG	N;FEM;SG
aérien	aèria	aérien	aeri	ADJ;MASC;SG	ADJ;FEM;SG
duchesse	duquessa	duchesse	duquessa	N;FEM;SG	N;FEM;SG
précédemment	anteriorment	précédemment	anteriorment	ADV	ADV
précédemment	prèviament	précédemment	prèviament	ADV	ADV
cahiers	quaderns	cahier	quadern	N;MASC;PL	N;MASC;PL
cahiers	llibretes	cahier	llibreta	N;MASC;PL	N;FEM;PL
cahiers	fulletons	cahier	fulletó	N;MASC;PL	N;MASC;PL
logement	allotjament	logement	allotjament	N;MASC;SG	N;MASC;SG
phases	fases	phase	fase	N;FEM;PL	N;FEM;PL
tribus	tribus	tribu	tribus	N;FEM;PL	N;FEM;PL
vraie	real	vrai	real	ADJ;FEM;SG	ADJ;SG
vraie	cert	vrai	cert	ADJ;FEM;SG	ADJ;MASC;SG
astronome	astrònom	astronome	astrònom	N;MASC;SG	N;MASC;SG
graveur	cremador	graveur	cremador	N;MASC;SG	N;MASC;SG
régionaux	regionals	régional	regional	ADJ;MASC;PL	ADJ;PL
circonscriptions	circumscripcions	circonscription	circumscripció	N;FEM;PL	N;FEM;PL
experts	experts	expert	expert	N;MASC;PL	N;MASC;PL
experts	perits	expert	perit	N;MASC;PL	N;MASC;PL
attentat	atac	attentat	atac	N;MASC;SG	N;MASC;SG
colorado	colorado	colorado	colorado	N;MASC;SG	N;MASC;SG
feuille	fulla	feuille	fulla	N;FEM;SG	N;FEM;SG
coupes	talls	coupe	tall	N;FEM;PL	N;MASC;PL
coupes	retalls	coupe	retall	N;FEM;PL	N;MASC;PL
coupes	retallades	coupe	retallada	N;FEM;PL	N;FEM;PL
coupes	tasses	coupe	tassa	N;FEM;PL	N;FEM;PL
douce	dolç	doux	dolç	ADJ;FEM;SG	ADJ;MASC;SG
douce	dolça	doux	dolç	ADJ;FEM;SG	ADJ;FEM;SG
douce	gentil	doux	gentil	ADJ;FEM;SG	ADJ;SG
douce	suau	doux	suau	ADJ;FEM;SG	ADJ;SG
remarquables	notables	remarquable	notable	ADJ;MASC;PL	ADJ;PL
remarquables	remarcables	remarquable	remarcable	ADJ;MASC;PL	ADJ;PL
contraint	coaccionar	contraindre	coaccionar	V;MASC;SG;PST;V.PTCP	V;NFIN
descendants	descendents	descendant	descendent	N;MASC;PL	N;PL
quasiment	gairebé	quasiment	gairebé	ADV	ADV
quasiment	virtualment	quasiment	virtualment	ADV	ADV
quasiment	pràcticament	quasiment	pràcticament	ADV	ADV
finlandais	finès	finlandais	finès	ADJ;MASC;SG	ADJ;MASC;SG
intervenir	intervenir	intervenir	intervenir	V;NFIN	V;NFIN
enfer	infern	enfer	infern	N;MASC;SG	N;MASC;SG
districts	districtes	district	districte	N;MASC;PL	N;MASC;PL
inutile	inútil	inutile	inútil	ADJ;MASC;SG	ADJ;SG
inutile	innecessària	inutile	innecessari	ADJ;MASC;SG	ADJ;FEM;SG
inutile	innecessari	inutile	innecessari	ADJ;MASC;SG	ADJ;MASC;SG
déchets	residus	déchet	residu	N;MASC;PL	N;MASC;PL
comique	humorista	comique	humorista	N;MASC;SG	N;SG
matières	materials	matière	material	N;FEM;PL	N;MASC;PL
matières	matèries	matière	matèria	N;FEM;PL	N;FEM;PL
essence	gasolina	essence	gasolina	N;FEM;SG	N;FEM;SG
essence	essència	essence	essència	N;FEM;SG	N;FEM;SG
essence	gasolina	essence	gasolina	N;FEM;SG	N;FEM;SG
séminaire	seminari	séminaire	seminari	N;MASC;SG	N;MASC;SG
séminaire	seminari	séminaire	seminari	N;MASC;SG	N;MASC;SG
fins	finals	fin	final	N;FEM;PL	N;MASC;PL
administratives	administratius	administratif	administratiu	ADJ;FEM;PL	ADJ;MASC;PL
provenance	procedència	provenance	procedència	N;FEM;SG	N;FEM;SG
orthographe	ortografia	orthographe	ortografia	N;FEM;SG	N;FEM;SG
orthographe	encanteri	orthographe	encanteri	N;FEM;SG	N;MASC;SG
biologie	biologia	biologie	biologia	N;FEM;SG	N;FEM;SG
massachusetts	massachusetts	massachusett	massachusett	N;MASC;PL	N;MASC;PL
essayer	prova	essayer	prova	V;NFIN	V;IND;SG;3;PRS;FIN
marchés	mercats	marché	mercat	N;MASC;PL	N;MASC;PL
accepter	acceptar	accepter	acceptar	V;NFIN	V;NFIN
accepter	acceptar	accepter	acceptar	V;NFIN	V;NFIN
accepter	accepta	accepter	acceptar	V;NFIN	V;IND;SG;3;PRS;FIN
électorale	electoral	électoral	electoral	ADJ;FEM;SG	ADJ;SG
courage	coratge	courage	coratge	N;MASC;SG	N;MASC;SG
courage	valentia	courage	valentia	N;MASC;SG	N;FEM;SG
courage	valentia	courage	valentia	N;MASC;SG	N;FEM;SG
humour	humor	humour	humor	N;MASC;SG	N;MASC;SG
banques	bancs	banque	banc	N;FEM;PL	N;MASC;PL
justement	precisament	justement	precisament	ADV	ADV
clavier	teclat	clavier	teclat	N;MASC;SG	N;MASC;SG
norvégien	noruec	norvégien	noruec	ADJ;MASC;SG	ADJ;MASC;SG
positif	positiu	positif	positiu	ADJ;MASC;SG	ADJ;MASC;SG
positif	positiva	positif	positiu	ADJ;MASC;SG	ADJ;FEM;SG
plume	bolígraf	plume	bolígraf	N;FEM;SG	N;MASC;SG
démarche	plantejament	démarche	plantejament	N;FEM;SG	N;MASC;SG
démarche	enfocament	démarche	enfocament	N;FEM;SG	N;MASC;SG
démarche	anadura	démarche	anadurar	N;FEM;SG	N;FEM;SG
paysages	paisatges	paysage	paisatge	N;MASC;PL	N;MASC;PL
garros	garros	garro	garro	N;MASC;SG	N;MASC;SG
dissolution	dissolució	dissolution	dissolució	N;FEM;SG	N;FEM;SG
grève	vaga	grève	vaga	N;FEM;SG	N;FEM;SG
marchandises	mercaderies	marchandise	mercaderia	N;FEM;PL	N;FEM;PL
marchandises	béns	marchandise	bé	N;FEM;PL	N;MASC;PL
marchandises	mercaderies	marchandise	mercaderia	N;FEM;PL	N;FEM;PL
qualités	qualitats	qualité	qualitat	N;FEM;PL	N;FEM;PL
fichiers	fitxers	fichier	fitxer	N;MASC;PL	N;MASC;PL
fichiers	arxius	fichier	arxiu	N;MASC;PL	N;MASC;PL
pratiquement	gairebé	pratiquement	gairebé	ADV	ADV
pratiquement	virtualment	pratiquement	virtualment	ADV	ADV
pratiquement	pràcticament	pratiquement	pràcticament	ADV	ADV
disparue	desaparegut	disparu	desaparegut	ADJ;FEM;SG	ADJ;MASC;SG;V.PTCP
quatorze	catorze	quatorze	catorze	NUM	NUM;PL
visibles	visibles	visible	visible	ADJ;MASC;PL	ADJ;PL
promouvoir	promoguin	promouvoir	promoure	V;NFIN	V;SBJV;PL;3;PRS;FIN
observations	comentaris	observation	comentari	N;FEM;PL	N;MASC;PL
observations	observacions	observation	observació	N;FEM;PL	N;FEM;PL
codes	codis	code	codi	N;MASC;PL	N;MASC;PL
récente	recent	récent	recent	ADJ;FEM;SG	ADJ;SG
malade	malalt	malade	malalt	ADJ;MASC;SG	ADJ;MASC;SG
imprimerie	impressió	imprimerie	impressió	N;FEM;SG	N;FEM;SG
évaluer	valorar	évaluer	valorar	V;NFIN	V;NFIN
évaluer	valorarà	évaluer	valorar	V;NFIN	V;IND;SG;3;FUT;FIN
évaluer	avaluar	évaluer	avaluar	V;NFIN	V;NFIN
évaluer	avalua	évaluer	avaluar	V;NFIN	V;IND;SG;3;PRS;FIN
perspective	outlook	perspective	outlook	N;FEM;SG	N;MASC;SG
perspective	perspectiva	perspective	perspectiva	N;FEM;SG	N;FEM;SG
garçons	nois	garçon	noi	N;MASC;PL	N;MASC;PL
garçons	boys	garçon	boy	N;MASC;PL	N;MASC;PL
doctrine	doctrina	doctrine	doctrina	N;FEM;SG	N;FEM;SG
militant	militant	militant	militant	N;MASC;SG	N;SG
militant	activista	militant	activista	N;MASC;SG	N;SG
tourner	gira	tourner	girar	V;NFIN	V;IND;SG;3;PRS;FIN
sultan	sultà	sultan	sultà	N;MASC;SG	N;MASC;SG
routier	carretera	routier	carretera	N;MASC;SG	N;FEM;SG
sociologie	sociologia	sociologie	sociologia	N;FEM;SG	N;FEM;SG
messages	missatges	message	missatge	N;MASC;PL	N;MASC;PL
ballet	ballet	ballet	ballet	N;MASC;SG	N;MASC;SG
effort	esforç	effort	esforç	N;MASC;SG	N;MASC;SG
implique	implica	impliquer	implicar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
index	índex	index	índex	N;MASC;SG	N;MASC;SG
téléphone	telèfon	téléphone	telèfon	N;MASC;SG	N;MASC;SG
téléphone	telèfon	téléphone	telèfon	N;MASC;SG	N;MASC;SG
documentation	documentació	documentation	documentació	N;FEM;SG	N;FEM;SG
bouche	desembocadura	bouche	desembocadura	N;FEM;SG	N;FEM;SG
hiérarchie	jerarquia	hiérarchie	jerarquia	N;FEM;SG	N;FEM;SG
blessure	lesió	blessure	lesió	N;FEM;SG	N;FEM;SG
équateur	equador	équateur	equador	N;MASC;SG	N;MASC;SG
équateur	equador	équateur	equador	N;MASC;SG	N;MASC;SG
statues	estàtues	statue	estàtue	N;FEM;PL	N;FEM;PL
chambres	dormitoris	chambre	dormitori	N;FEM;PL	N;MASC;PL
chambres	habitacions	chambre	habitació	N;FEM;PL	N;FEM;PL
chambres	sales	chambre	sala	N;FEM;PL	N;FEM;PL
profite	gaudeix	profiter	gaudir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
onde	ona	onde	ona	N;FEM;SG	N;FEM;SG
retourner	retornar	retourner	retornar	V;NFIN	V;NFIN
combattre	lluita	combattre	lluitar	V;NFIN	V;IND;SG;3;PRS;FIN
ouvrier	treballador	ouvrier	treballador	N;MASC;SG	N;MASC;SG
gloire	fama	gloire	fama	N;FEM;SG	N;FEM;SG
gloire	fame	gloire	fame	N;FEM;SG	N;MASC;SG
gloire	glòria	gloire	glòria	N;FEM;SG	N;FEM;SG
basses	baixes	bas	baix	ADJ;FEM;PL	ADJ;FEM;PL
archive	arxiu	archive	arxiu	N;FEM;SG	N;MASC;SG
tâche	tasca	tâche	tasca	N;FEM;SG	N;FEM;SG
apparait	apareix	appraître	aparèixer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
fidèles	fidels	fidèle	fidel	ADJ;MASC;PL	ADJ;PL
fidèles	lleials	fidèle	lleial	ADJ;MASC;PL	ADJ;PL
causes	causes	cause	causa	N;FEM;PL	N;FEM;PL
papillon	papallona	papillon	papallona	N;MASC;SG	N;FEM;SG
comparaison	comparació	comparaison	comparació	N;FEM;SG	N;FEM;SG
panneaux	cartelleres	panneau	cartellera	N;MASC;PL	N;FEM;PL
panneaux	plafons	panneau	plafó	N;MASC;PL	N;MASC;PL
panneaux	panells	panneau	panell	N;MASC;PL	N;MASC;PL
panneaux	rètols	panneau	rètol	N;MASC;PL	N;MASC;PL
panneaux	senyals	panneau	senyal	N;MASC;PL	N;MASC;PL
préparer	prepari	préparer	prepari	V;NFIN	V;SBJV;SG;3;PRS;FIN
préparer	preparar	préparer	preparar	V;NFIN	V;NFIN
préparer	prepareu	préparer	preparèixer	V;NFIN	V;IND;PL;1;PRS;FIN
automatiquement	automàticament	automatiquement	automàticament	ADV	ADV
pousse	empeny	pousser	empeny	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
pousse	creix	pousser	créixer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
mondiaux	globals	mondial	global	ADJ;MASC;PL	ADJ;PL
globe	globus	globe	globus	N;MASC;SG	N;MASC
procureur	fiscal	procureur	fiscal	N;MASC;SG	N;SG
médicale	mèdica	médical	mèdic	ADJ;FEM;SG	ADJ;FEM;SG
caisse	caisse	caisse	caisse	N;FEM;SG	N;MASC;SG
génétique	genètica	génétique	genètic	ADJ;MASC;SG	ADJ;FEM;SG
ballon	globus	ballon	globus	N;MASC;SG	N;MASC
endroits	llocs	endroit	lloc	N;MASC;PL	N;MASC;PL
choc	xoc	choc	xoc	N;MASC;SG	N;MASC;SG
ondes	ones	onde	ona	N;FEM;PL	N;FEM;PL
ondes	onades	onde	onada	N;FEM;PL	N;FEM;PL
gérer	gestiona	gérer	gestionar	V;NFIN	V;IND;SG;3;PRS;FIN
gérer	gestionar	gérer	gestionar	V;NFIN	V;NFIN
romantique	romàntic	romantique	romàntic	ADJ;MASC;SG	ADJ;MASC;SG
romantique	romàntica	romantique	romàntic	ADJ;MASC;SG	ADJ;FEM;SG
philippines	filipines	philippine	filipina	N;FEM;PL	N;FEM;PL
islamique	islàmic	islamique	islàmic	ADJ;MASC;SG	ADJ;MASC;SG
islamique	islàmica	islamique	islàmica	ADJ;MASC;SG	ADJ;FEM;SG
assurance	assegurança	assurance	assegurança	N;FEM;SG	N;FEM;SG
audience	audiència	audience	audiència	N;FEM;SG	N;FEM;SG
manager	gestor	manager	gestor	N;MASC;SG	N;MASC;SG
littoral	litoral	littoral	litoral	N;MASC;SG	N;MASC;SG
littoral	costera	littoral	costera	N;MASC;SG	N;FEM;SG
module	mòdul	module	mòdul	N;MASC;SG	N;MASC;SG
bonus	gratificació	bonus	gratificació	N;MASC;SG	N;FEM;SG
bonus	bonificació	bonus	bonificació	N;MASC;SG	N;FEM;SG
théories	teories	théorie	teoria	N;FEM;PL	N;FEM;PL
diversité	diversitat	diversité	diversitat	N;FEM;SG	N;FEM;SG
garnison	guarnició	garnison	guarnició	N;FEM;SG	N;FEM;SG
résoudre	resoldre	résoudre	resoldre	V;NFIN	V;NFIN
résoudre	resoldre	résoudre	resoldre	V;NFIN	V;NFIN
résoudre	resol	résoudre	resoldre	V;NFIN	V;IND;SG;3;PRS;FIN
résoudre	dirimir	résoudre	dirimir	V;NFIN	V;NFIN
islande	islàndia	islande	islàndia	ADJ;MASC;SG	ADJ;FEM;SG
macédoine	macedònia	macédoine	macedònia	ADJ;FEM;SG	ADJ;FEM;SG
sculptures	escultures	sculpture	escultura	N;FEM;PL	N;FEM;PL
investissement	inversió	investissement	inversió	N;MASC;SG	N;FEM;SG
absolument	absolutament	absolument	absolutament	ADV	ADV
incident	incident	incident	incident	N;MASC;SG	N;MASC;SG
adversaires	opositors	adversaire	opositor	N;MASC;PL	N;MASC;PL
compagnon	companya	compagnon	companya	N;MASC;SG	N;FEM;SG
chroniques	chroniques	chronique	chronica	N;FEM;PL	N;FEM;PL
chroniques	cròniques	chronique	crònica	N;FEM;PL	N;FEM;PL
tue	mata	tuer	matar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
radical	radical	radical	radical	ADJ;MASC;SG	ADJ;SG
stratégique	estratègic	stratégique	estratègic	ADJ;MASC;SG	ADJ;MASC;SG
stratégique	estratègica	stratégique	estratègic	ADJ;MASC;SG	ADJ;FEM;SG
réfugiés	refugiats	réfugié	refugiat	N;MASC;PL	N;MASC;PL
cache	oculta	cacher	ocultar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
cache	amaga	cacher	amagar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
œufs	ous	œuf	ou	N;MASC;PL	N;MASC;PL
tentatives	intents	tentative	intent	N;FEM;PL	N;MASC;PL
particularité	peculiaritat	particularité	peculiaritat	N;FEM;SG	N;FEM;SG
particularité	particularitat	particularité	particularitat	N;FEM;SG	N;FEM;SG
miles	milles	mile	milla	N;MASC;PL	N;FEM;PL
miles	kilòmetres	mile	kilòmetre	N;MASC;PL	N;MASC;PL
miles	quilòmetres	mile	quilòmetre	N;MASC;PL	N;MASC;PL
demandes	aplicacions	demande	aplicació	N;FEM;PL	N;FEM;PL
demandes	peticions	demande	petició	N;FEM;PL	N;FEM;PL
distinguer	distingir	distinguer	distingir	V;NFIN	V;NFIN
boxe	boxa	boxe	boxa	N;FEM;SG	N;FEM;SG
pair	parell	pair	parell	N;MASC;SG	N;MASC;SG
industriels	industrials	industriel	industrial	ADJ;MASC;PL	ADJ;PL
challenge	repte	challenge	repte	N;MASC;SG	N;MASC;SG
challenge	desafiament	challenge	desafiament	N;MASC;SG	N;MASC;SG
serpent	serp	serpent	serp	N;MASC;SG	N;FEM;SG
chimiques	químics	chimique	químic	ADJ;MASC;PL	ADJ;MASC;PL
jeudi	dijous	jeudi	dijous	N;MASC;SG	N
individuelle	unifamiliar	individuel	unifamiliar	ADJ;FEM;SG	ADJ;SG
individuelle	individual	individuel	individual	ADJ;FEM;SG	ADJ;SG
foyer	foyer	foyer	foyer	N;MASC;SG	N;MASC;SG
foyer	xemeneia	foyer	xemenir	N;MASC;SG	N;FEM;SG
comtes	comtes	comte	comte	N;MASC;PL	N;MASC;PL
comtes	comtes	comte	comte	N;MASC;PL	N;MASC;PL
anges	àngels	ange	àngel	N;MASC;PL	N;MASC;PL
anges	angels	ange	angel	N;MASC;PL	N;MASC;PL
étang	estany	étang	estany	N;MASC;SG	N;MASC;SG
étang	pond	étang	pond	N;MASC;SG	N;MASC;SG
rassemble	reuneix	rassembler	reunir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
symboles	símbols	symbole	símbol	N;MASC;PL	N;MASC;PL
vols	vols	vol	vol	N;MASC;PL	N;MASC;PL
racines	arrels	racine	arrel	N;FEM;PL	N;FEM;PL
fréquente	freqüent	fréquent	freqüent	ADJ;FEM;SG	ADJ;SG
feux	incendis	feu	incendi	N;MASC;PL	N;MASC;PL
feux	làmpades	feu	làmpada	N;MASC;PL	N;FEM;PL
parfait	perfecte	parfait	perfecte	ADJ;MASC;SG	ADJ;MASC;SG
parfait	perfecta	parfait	perfecte	ADJ;MASC;SG	ADJ;FEM;SG
roumain	romanès	roumain	romanès	ADJ;MASC;SG	ADJ;MASC;SG
affluents	afluents	affluent	afluent	N;MASC;PL	N;MASC;PL
affluents	tributaris	affluent	tributari	N;MASC;PL	N;MASC;PL
gardes	guàrdies	garde	guàrdia	N;MASC;PL	N;PL
romane	romànic	roman	romànic	ADJ;FEM;SG	ADJ;MASC;SG
vents	vents	vent	vent	N;MASC;PL	N;MASC;PL
décennies	dècades	décennie	dècada	N;FEM;PL	N;FEM;PL
assistance	assistència	assistance	assistència	N;FEM;SG	N;FEM;SG
esthétique	estètica	esthétique	estètic	ADJ;MASC;SG	ADJ;FEM;SG
esthétique	estètic	esthétique	estètic	ADJ;MASC;SG	ADJ;MASC;SG
coloniale	colonial	colonial	colonial	ADJ;FEM;SG	ADJ;SG
permanente	permanent	permanent	permanent	ADJ;FEM;SG	ADJ;SG
spéciaux	especials	spécial	especial	ADJ;MASC;PL	ADJ;PL
spéciaux	especials	spécial	especial	ADJ;MASC;PL	ADJ;PL
citation	citació	citation	citació	N;FEM;SG	N;FEM;SG
citation	citació	citation	citació	N;FEM;SG	N;FEM;SG
loiret	loiret	loiret	loiret	N;MASC;SG	N;MASC;SG
appliquer	aplica	appliquer	aplicar	V;NFIN	V;IND;SG;3;PRS;FIN
traditionnellement	tradicionalment	traditionnellement	tradicionalment	ADV	ADV
âges	edats	âge	edat	N;MASC;PL	N;FEM;PL
tests	proves	test	prova	N;MASC;PL	N;FEM;PL
tests	proves	test	prova	N;MASC;PL	N;FEM;PL
neutralité	neutralitat	neutralité	neutralitat	N;FEM;SG	N;FEM;SG
sépare	separa	séparer	separar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
bière	cervesa	bière	cervesa	N;FEM;SG	N;FEM;SG
faibles	baixes	faible	baix	ADJ;MASC;PL	ADJ;FEM;PL
industries	indústries	industrie	indústria	N;FEM;PL	N;FEM;PL
destin	destinació	destin	destinació	N;MASC;SG	N;FEM;SG
destin	destí	destin	destí	N;MASC;SG	N;MASC;SG
invention	invent	invention	invent	N;FEM;SG	N;MASC;SG
podium	podi	podium	podi	N;MASC;SG	N;MASC;SG
professeurs	catedràtics	professeur	catedràtic	N;MASC;PL	N;MASC;PL
professeurs	professores	professeur	professora	N;MASC;PL	N;FEM;PL
professeurs	mestres	professeur	mestre	N;MASC;PL	N;MASC;PL
professeurs	professors	professeur	professor	N;MASC;PL	N;MASC;PL
professeurs	docents	professeur	docent	N;MASC;PL	N;PL
emplois	treballs	emploi	treball	N;MASC;PL	N;MASC;PL
confusion	confusió	confusion	confusió	N;FEM;SG	N;FEM;SG
paroisses	parròquies	paroisse	parròquia	N;FEM;PL	N;FEM;PL
clergé	clergat	clergé	clergat	N;MASC;SG	N;MASC;SG
spécialement	específicament	spécialement	específicament	ADV	ADV
spécialement	concretament	spécialement	concretament	ADV	ADV
spécialement	sobretot	spécialement	sobretot	ADV	ADV
spécialement	especialment	spécialement	especialment	ADV	ADV
mosquée	mesquita	mosquée	mesquita	N;FEM;SG	N;FEM;SG
personnellement	personalment	personnellement	personalment	ADV	ADV
étrange	estranya	étrange	estrany	ADJ;MASC;SG	ADJ;FEM;SG
étrange	estrany	étrange	estrany	ADJ;MASC;SG	ADJ;MASC;SG
crimes	crims	crime	crim	N;MASC;PL	N;MASC;PL
crimes	delictes	crime	delicte	N;MASC;PL	N;MASC;PL
autrichienne	austríac	autrichien	austríac	ADJ;FEM;SG	ADJ;MASC;SG
nobles	nobles	noble	nobla	ADJ;MASC;PL	ADJ;PL
exprimer	expressi	exprimer	exprés	V;NFIN	V;SBJV;SG;3;PRS;FIN
maintenance	manteniment	maintenance	manteniment	N;FEM;SG	N;MASC;SG
maintenance	manutenció	maintenance	manutenció	N;FEM;SG	N;FEM;SG
session	sessió	session	sessió	N;FEM;SG	N;FEM;SG
indienne	indi	indien	indi	ADJ;FEM;SG	ADJ;MASC;SG
contrôler	controlar	contrôler	controlar	V;NFIN	V;NFIN
colons	pobladors	colon	poblador	N;MASC;PL	N;MASC;PL
colons	colons	colon	colon	N;MASC;PL	N;MASC;PL
brésilienne	brasiler	brésilien	brasiler	ADJ;FEM;SG	ADJ;MASC;SG
majoritairement	predominantment	majoritairement	predominantment	ADV	ADV
spéciales	especials	spécial	especial	ADJ;FEM;PL	ADJ;PL
spéciales	especials	spécial	especial	ADJ;FEM;PL	ADJ;PL
récentes	recents	récent	recent	ADJ;FEM;PL	ADJ;PL
policiers	policies	policier	policia	N;MASC;PL	N;PL
armement	armament	armement	armament	N;MASC;SG	N;MASC;SG
exprime	expressa	exprimer	expressar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
normalement	normalment	normalement	normalment	ADV	ADV
phénomènes	fenòmens	phénomène	fenòmen	N;MASC;PL	N;MASC;PL
similaires	similars	similaire	similar	ADJ;MASC;PL	ADJ;PL
similaires	semblants	similaire	semblant	ADJ;MASC;PL	ADJ;PL
sage	sàvia	sage	savi	ADJ;MASC;SG	ADJ;FEM;SG
vaisseaux	naus	vaisseau	nau	N;MASC;PL	N;FEM;PL
vaisseaux	vaixells	vaisseau	vaixell	N;MASC;PL	N;MASC;PL
béton	formigó	béton	formigó	N;MASC;SG	N;MASC;SG
lions	lions	lion	lió	N;MASC;PL	N;MASC;PL
lions	lleons	lion	lleó	N;MASC;PL	N;MASC;PL
idéal	ideal	idéal	ideal	ADJ;MASC;SG	ADJ;SG
particules	partícules	particule	partícula	N;FEM;PL	N;FEM;PL
baby	nadó	baby	nadó	N;MASC;SG	N;MASC;SG
masters	amos	master	amo	N;MASC;PL	N;MASC;PL
coureurs	genets	coureur	genets	N;MASC;PL	N;MASC;PL
coureurs	corredors	coureur	corredor	N;MASC;PL	N;MASC;PL
coureurs	runners	coureur	runners	N;MASC;PL	N;MASC;PL
triomphe	triomf	triomphe	triomf	N;MASC;SG	N;MASC;SG
tribune	tribú	tribune	tribú	N;FEM;SG	N;MASC;SG
reconnaît	reconeix	reconnaître	reconèixer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
hip	hip	hip	hip	N;MASC;SG	N;MASC;SG
hip	maluc	hip	maluc	N;MASC;SG	N;MASC;SG
mineurs	miners	mineur	miner	N;MASC;PL	N;MASC;PL
faciliter	facilitarà	faciliter	facilitar	V;NFIN	V;IND;SG;3;FUT;FIN
faciliter	facilitar	faciliter	facilitar	V;NFIN	V;NFIN
physicien	metge	physicien	metge	N;MASC;SG	N;MASC;SG
