hän	她	hän	她	PRO;NOM;SG;3	PRO;3
mahdollisuudet	可能	mahdollisuus	可能	N;NOM;PL	N
mahdollisuudet	機遇	mahdollisuus	機遇	N;NOM;PL	N
mahdollisuudet	機會	mahdollisuus	機會	N;NOM;PL	N
käytettyjä	使用	käyttää	使用	V;PRT;PL;V.PTCP;PASS	V
klubi	幫會	klubi	幫會	N;NOM;SG	N
klubi	俱樂部	klubi	俱樂部	N;NOM;SG	N
vaara	風險	vaara	風險	N;NOM;SG	N
vaara	危害	vaara	危害	N;NOM;SG	N
vaara	危險	vaara	危險	N;NOM;SG	N
terrori	恐	terrori	恐	N;NOM;SG	N
terrori	恐怖	terrori	恐怖	N;NOM;SG	N
terrori	恐怖	terrori	恐怖	N;NOM;SG	N
tuomio	判決	tuomio	判決	N;NOM;SG	N
tuomio	句子	tuomio	句子	N;NOM;SG	N
tuomio	刑期	tuomio	刑期	N;NOM;SG	N
markkina	市場	markki	市場	N;NOM;SG	N
kullan	黃金	kulta	黃金	N;GEN;SG	N
kullan	金色	kulta	金色	N;GEN;SG	N
vakio	常數	vakio	常數	N;NOM;SG	N
vakio	標準	vakio	標準	N;NOM;SG	N
joet	河流	joki	河流	N;NOM;PL	N
leikkaus	手術	leikkaus	手術	N;NOM;SG	N
leikkaus	外科	leikkaus	外科	N;NOM;SG	N
leijona	獅	leijona	獅	N;NOM;SG	N
leijona	獅子	leijona	獅子	N;NOM;SG	N
ehdotettu	推薦	ehdottaa	推薦	V;NOM;SG;V.PTCP;PASS	V
salama	閃光	salama	閃光	N;NOM;SG	N
salama	閃光	salama	閃光	N;NOM;SG	N
salama	閃	salama	閃	N;NOM;SG	N
salama	閃電	salama	閃電	N;NOM;SG	N
salama	閃電	salama	閃電	N;NOM;SG	N
salama	電光	salama	電光	N;NOM;SG	N
ilmiön	現象	ilmiö	現象	N;GEN;SG	N
asennettu	安裝	asentaa	安裝	V;NOM;SG;V.PTCP;PASS	V
pariskunta	夫妻	pariskunta	夫妻	N;NOM;SG	N
pariskunta	情侶	pariskunta	情侶	N;NOM;SG	N
pariskunta	夫婦	pariskunta	夫婦	N;NOM;SG	N
käytännöt	政策	käytäntö	政策	N;NOM;PL	N
lääkärin	內科	lääkäri	內科	N;GEN;SG	N
iän	年紀	ikä	年紀	N;GEN;SG	N
iän	年齡	ikä	年齡	N;GEN;SG	N
vene	船	vene	船	N;NOM;SG	N
vene	船隻	vene	船隻	N;NOM;SG	N
vene	艇	vene	艇	N;NOM;SG	N
honda	本田	honda	本田	N;NOM;SG	N
teknologian	技術	teknologia	技術	N;GEN;SG	N
teknologian	科技	teknologia	科技	N;GEN;SG	N
soveltaa	適用	soveltaa	適用	V;SG;NFIN;ACT	V
camp	難民	camp	難民	N;NOM;SG	N
camp	營	camp	營	N;NOM;SG	N
camp	營地	camp	營地	N;NOM;SG	N
kohtalo	天命	kohtalo	天命	N;NOM;SG	N
kohtalo	命運	kohtalo	命運	N;NOM;SG	N
kohtalo	命運	kohtalo	命運	N;NOM;SG	N
kamera	鏡頭	kamera	鏡頭	N;NOM;SG	N
kamera	相機	kamera	相機	N;NOM;SG	N
ohjaajat	導師	ohjaaja	導師	N;NOM;PL	N
hiukset	頭髮	hius	頭髮	N;NOM;PL	N
hiukset	髮型	hius	髮型	N;NOM;PL	N
hiukset	發	hius	發	N;NOM;PL	N
perusta	基金	perusta	基金	N;NOM;SG	N
perusta	基地	perusta	基地	N;NOM;SG	N
perusta	基礎	perusta	基礎	N;NOM;SG	N
perusta	基數	perusta	基數	N;NOM;SG	N
perusta	基礎	perusta	基礎	N;NOM;SG	N
puhtaasti	純粹	puhtaasti	純粹	ADV	ADV
ketjun	鏈	ketju	鏈	N;GEN;SG	N
ketjun	連鎖	ketju	連鎖	N;GEN;SG	N
ketjun	鏈	ketju	鏈	N;GEN;SG	N
hoitoa	治療	hoito	治療	N;PRT;SG	N
kukkia	花	kukka	花	N;PRT;PL	N
kukkia	鮮花	kukka	鮮花	N;PRT;PL	N
kukkia	花卉	kukka	花卉	N;PRT;PL	N
kukkia	花兒	kukka	花兒	N;PRT;PL	N
kukkia	花朵	kukka	花朵	N;PRT;PL	N
kangas	畫布	kangas	畫布	N;NOM;SG	N
kangas	帆布	kangas	帆布	N;NOM;SG	N
kangas	布料	kangas	布料	N;NOM;SG	N
kangas	纖維	kangas	纖維	N;NOM;SG	N
kangas	織物	kangas	織物	N;NOM;SG	N
laskeva	遞減	laskea	遞減	V;NOM;SG;V.PTCP;ACT	V
laskeva	遞減	laskea	遞減	V;NOM;SG;V.PTCP;ACT	V
laskeva	遞減	laskea	遞減	V;NOM;SG;V.PTCP;ACT	V
laskeva	衰落	laskea	衰落	V;NOM;SG;V.PTCP;ACT	V
string	弦	string	弦	N;NOM;SG	N
string	字串	string	字串	N;NOM;SG	N
string	弦	string	弦	N;NOM;SG	N
yliopistojen	大學	yli#opisto	大學	N;GEN;PL	N
enkeli	天使	enkeli	天使	N;NOM;SG	N
laitteet	裝備	laite	裝備	N;NOM;PL	N
laitteet	電器	laite	電器	N;NOM;PL	N
laitteet	儀器	laite	儀器	N;NOM;PL	N
laitteet	器械	laite	器械	N;NOM;PL	N
laitteet	裝置	laite	裝置	N;NOM;PL	N
öljyä	油	öljy	油	N;PRT;SG	N
öljyä	石油	öljy	石油	N;PRT;SG	N
öljyä	機油	öljy	機油	N;PRT;SG	N
harvemmin	極少	harvemmin	極少	ADV	ADV
suunta	方向	suunta	方向	N;NOM;SG	N
suunta	方向	suunta	方向	N;NOM;SG	N
uni	睡眠	uni	睡眠	N;NOM;SG	N
uni	夢	uni	夢	N;NOM;SG	N
uni	夢境	uni	夢境	N;NOM;SG	N
uni	夢想	uni	夢想	N;NOM;SG	N
kuvaava	敘述	kuvata	敘述	V;NOM;SG;V.PTCP;ACT	V
kuvaava	描述	kuvata	描述	V;NOM;SG;V.PTCP;ACT	V
pintaan	表面	pinta	表面	N;IN+ALL;SG	N
pintaan	地面	pinta	地面	N;IN+ALL;SG	N
pintaan	地表	pinta	地表	N;IN+ALL;SG	N
luonnollinen	天然	luonnollinen	天然	ADJ;NOM;SG	ADJ
hyökkäykset	襲擊	hyökkäys	襲擊	N;NOM;PL	N
keisarinna	皇后	keisarinta	皇后	N;NOM;SG	N
lueteltu	上市	luetella	上市	V;NOM;SG;V.PTCP;PASS	V
taito	技藝	taito	技藝	N;NOM;SG	N
taito	技巧	taito	技巧	N;NOM;SG	N
taito	技能	taito	技能	N;NOM;SG	N
federaation	聯邦	federaatio	聯邦	N;GEN;SG	N
ratkaisua	溶液	ratkaisu	溶液	N;PRT;SG	N
kommentit	意見	kommentti	意見	N;NOM;PL	N
terveys	健康	terveys	健康	N;NOM;SG	N
lat	緯度	lat	緯度	N;NOM;SG	N
maanjäristys	地震	maan#järistys	地震	N;NOM;SG	N
manageri	經理	manageri	經理	N;NOM;SG	N
manageri	經理	manageri	經理	N;NOM;SG	N
papua	豆	papu	豆	N;PRT;SG	N
näytetään	顯示	näyttää	顯示	V;IND;PRS;FIN;PASS	V
suuntaa	方向	suunta	方向	N;PRT;SG	N
taloustieteilijä	經濟	talous#tieteilijä	經濟	N;NOM;SG	N
järjestys	秩序	järjestys	秩序	N;NOM;SG	N
järjestys	順序	järjestys	順序	N;NOM;SG	N
iho	肌膚	iho	肌膚	N;NOM;SG	N
siemenet	種子	siemen	種子	N;NOM;PL	N
siemenet	籽	siemen	籽	N;NOM;PL	N
siemenet	種子	siemen	種子	N;NOM;PL	N
asuntoja	公寓	asunto	公寓	N;PRT;PL	N
lentäjä	試點	lentäjä	試點	N;NOM;SG	N
alempi	更低	alempi	更低	ADJ;NOM;SG	ADJ
alempi	較低	alempi	較低	ADJ;NOM;SG	ADJ
divisioonaa	師團	divi#sio#ona	師團	N;PRT;SG	N
huonoin	最壞	huono	最壞	ADJ;NOM;RL;SG	ADJ
standardin	標準	standardi	標準	N;GEN;SG	N
kuolla	垂死	kuolla	垂死	V;SG;NFIN;ACT	V
etuja	優點	etu	優點	N;PRT;PL	N
etuja	長處	etu	長處	N;PRT;PL	N
etuja	優勢	etu	優勢	N;PRT;PL	N
etuja	福利	etu	福利	N;PRT;PL	N
tuomittu	定罪	tuomita	定罪	V;NOM;SG;V.PTCP;PASS	V
tuomittu	判刑	tuomita	判刑	V;NOM;SG;V.PTCP;PASS	V
tuomittu	注定	tuomita	注定	V;NOM;SG;V.PTCP;PASS	V
vastine	對口	vastine	對口	N;NOM;SG	N
vastine	等	vastine	等	N;NOM;SG	N
volvo	富豪	volvo	富豪	N;NOM;SG	N
kokoelmat	收藏	kokoelma	收藏	N;NOM;PL	N
kukka	花卉	kukka	花卉	N;NOM;SG	N
kukka	花	kukka	花	N;NOM;SG	N
kukka	花兒	kukka	花兒	N;NOM;SG	N
kukka	花朵	kukka	花朵	N;NOM;SG	N
maalauksia	油畫	maalaus	油畫	N;PRT;PL	N
maalauksia	繪畫	maalaus	繪畫	N;PRT;PL	N
huilu	笛	huilu	笛	N;NOM;SG	N
huilu	笛子	huilu	笛子	N;NOM;SG	N
korvaa	替代	korva	替代	V;IMP;SG;2;FIN;ACT	V
korvaa	取代	korva	取代	V;IMP;SG;2;FIN;ACT	V
korvaa	替換	korva	替換	V;IMP;SG;2;FIN;ACT	V
korvaa	更換	korva	更換	V;IMP;SG;2;FIN;ACT	V
korvaa	代替	korva	代替	V;IMP;SG;2;FIN;ACT	V
poliisit	警方	poliisi	警方	N;NOM;PL	N
poliisit	警務	poliisi	警務	N;NOM;PL	N
poliisit	警察	poliisi	警察	N;NOM;PL	N
taloutta	經濟	talous	經濟	N;PRT;SG	N
taloutta	經濟	talous	經濟	N;PRT;SG	N
kokoa	大小	koko	大小	N;PRT;SG	N
kokoa	體積	koko	體積	N;PRT;SG	N
kokoa	尺寸	koko	尺寸	N;PRT;SG	N
festivaali	節慶	festi#vaali	節慶	N;NOM;SG	N
festivaali	節日	festi#vaali	節日	N;NOM;SG	N
forum	論壇	forum	論壇	N;NOM;SG	N
ylempi	優越	ylempi	優越	ADJ;NOM;SG	ADJ
osake	股票	osake	股票	N;NOM;SG	N
osake	存貨	osake	存貨	N;NOM;SG	N
osake	庫存	osake	庫存	N;NOM;SG	N
rakastaa	愛	rakastaa	愛	V;IND;SG;3;PRS;FIN;ACT	V
luetteloon	名單	luettelo	名單	N;IN+ALL;SG	N
luetteloon	清單	luettelo	清單	N;IN+ALL;SG	N
miekka	刀	miekka	刀	N;NOM;SG	N
miekka	劍	miekka	劍	N;NOM;SG	N
miekka	寶劍	miekka	寶劍	N;NOM;SG	N
laatua	素質	laatu	素質	N;PRT;SG	N
laatua	品質	laatu	品質	N;PRT;SG	N
laatua	優質	laatu	優質	N;PRT;SG	N
laatua	質量	laatu	質量	N;PRT;SG	N
puhelin	電話	puhelin	電話	N;NOM;SG	N
puhelin	手機	puhelin	手機	N;NOM;SG	N
puhelin	電話	puhelin	電話	N;NOM;SG	N
senttiä	釐米	sentti	釐米	N;PRT;SG	N
periaate	原則	periaate	原則	N;NOM;SG	N
periaate	原理	periaate	原理	N;NOM;SG	N
henkilöstö	人員	henkilöstö	人員	N;NOM;SG	N
henkilöstö	人事	henkilöstö	人事	N;NOM;SG	N
yksitoista	十一	yksi#toista	十一	NUM;NOM;SG	NUM
vaihto	交流	vaihto	交流	N;NOM;SG	N
standardi	標準	standardi	標準	N;NOM;SG	N
suunnan	方向	suunta	方向	N;GEN;SG	N
koordinaatit	坐標	koordinaatti	坐標	N;NOM;PL	N
koordinaatit	座	koordinaatti	座	N;NOM;PL	N
listaa	名單	lista	名單	N;PRT;SG	N
listaa	清單	lista	清單	N;PRT;SG	N
järvet	湖泊	järvi	湖泊	N;NOM;PL	N
sääntö	細則	sääntö	細則	N;NOM;SG	N
lyhyet	簡短	lyhyt	簡短	ADJ;NOM;PL	ADJ
kapasiteetti	容量	kapasiteetti	容量	N;NOM;SG	N
kapasiteetti	能力	kapasiteetti	能力	N;NOM;SG	N
metroasema	站	metro#asema	站	N;NOM;SG	N
metroasema	車站	metro#asema	車站	N;NOM;SG	N
metroasema	地鐵	metro#asema	地鐵	N;NOM;SG	N
vaatteita	服裝	vaate	服裝	N;PRT;PL	N
vaatteita	衣物	vaate	衣物	N;PRT;PL	N
vaatteita	衣服	vaate	衣服	N;PRT;PL	N
vaatteita	服裝	vaate	服裝	N;PRT;PL	N
vaatteita	衣物	vaate	衣物	N;PRT;PL	N
vaatteita	衣服	vaate	衣服	N;PRT;PL	N
asfaltti	瀝青	asfaltti	瀝青	N;NOM;SG	N
työntekijöitä	僱員	työ#tekijä	僱員	N;PRT;PL	N
työntekijöitä	員工	työ#tekijä	員工	N;PRT;PL	N
työntekijöitä	工人	työ#tekijä	工人	N;PRT;PL	N
kaupunginjohtaja	市長	kaupungin#johtaja	市長	N;NOM;SG	N
kaupunginjohtaja	鎮長	kaupungin#johtaja	鎮長	N;NOM;SG	N
pintaa	表面	pinta	表面	N;PRT;SG	N
pintaa	地面	pinta	地面	N;PRT;SG	N
pintaa	地表	pinta	地表	N;PRT;SG	N
lentoyhtiö	航空	lento#yhtiö	航空	N;NOM;SG	N
lentoyhtiö	航空	lento#yhtiö	航空	N;NOM;SG	N
rauniot	廢墟	raunio	廢墟	N;NOM;PL	N
rauniot	遺址	raunio	遺址	N;NOM;PL	N
rauniot	遺跡	raunio	遺跡	N;NOM;PL	N
konsertti	音樂	konsertti	音樂	N;NOM;SG	N
juristi	律師	juristaa	律師	N;NOM;SG	N
kriisin	危機	kriisi	危機	N;GEN;SG	N
aikuiset	成人	aikuinen	成人	N;NOM;PL	N
aikuiset	成人	aikuinen	成人	N;NOM;PL	N
aikuiset	成年	aikuinen	成年	N;NOM;PL	N
rumpuja	鼓聲	rumpu	鼓聲	N;PRT;PL	N
rumpuja	鼓	rumpu	鼓	N;PRT;PL	N
finaali	決賽	finaali	決賽	N;NOM;SG	N
finaali	決賽	finaali	決賽	N;NOM;SG	N
mielipide	意見	mieli#pide	意見	N;NOM;SG	N
potilas	病患	potilas	病患	N;NOM;SG	N
potilas	患者	potilas	患者	N;NOM;SG	N
potilas	病人	potilas	病人	N;NOM;SG	N
vero	稅務	vero	稅務	N;NOM;SG	N
vero	稅	vero	稅	N;NOM;SG	N
vero	稅	vero	稅	N;NOM;SG	N
vero	稅金	vero	稅金	N;NOM;SG	N
hiekka	沙子	hiekka	沙子	N;NOM;SG	N
hiekka	砂	hiekka	砂	N;NOM;SG	N
hiekka	金砂	hiekka	金砂	N;NOM;SG	N
konsertissa	音樂	konsertti	音樂	N;IN+ESS;SG	N
tykki	大炮	tykki	大炮	N;NOM;SG	N
tykki	砲	tykki	砲	N;NOM;SG	N
tykki	炮	tykki	炮	N;NOM;SG	N
tykki	槍支	tykki	槍支	N;NOM;SG	N
tykki	槍	tykki	槍	N;NOM;SG	N
tykki	炮	tykki	炮	N;NOM;SG	N
crystal	水晶	crystal	水晶	N;NOM;SG	N
crystal	晶體	crystal	晶體	N;NOM;SG	N
rauhaa	和平	rauha	和平	N;PRT;SG	N
käskee	命令	käskeä	命令	V;IND;SG;3;PRS;FIN;ACT	V
polttoaineen	燃料	poltto#aine	燃料	N;GEN;SG	N
polttoaineen	燃油	poltto#aine	燃油	N;GEN;SG	N
omistajan	業	omistaja	業	N;GEN;SG	N
laivat	船隻	laiva	船隻	N;NOM;PL	N
laivat	艇	laiva	艇	N;NOM;PL	N
laivat	船隻	laiva	船隻	N;NOM;PL	N
laivat	船舶	laiva	船舶	N;NOM;PL	N
leski	寡婦	leski	寡婦	N;NOM;SG	N
leski	遺孀	leski	遺孀	N;NOM;SG	N
leski	寡婦	leski	寡婦	N;NOM;SG	N
peruste	標準	peruste	標準	N;NOM;SG	N
muisti	記憶	muistaa	記憶	N;NOM;SG	N
muisti	記憶	muistaa	記憶	N;NOM;SG	N
muisti	記憶	muistaa	記憶	N;NOM;SG	N
lasti	貨運	lasti	貨運	N;NOM;SG	N
lasti	貨物	lasti	貨物	N;NOM;SG	N
lasti	貨	lasti	貨	N;NOM;SG	N
musikaali	音樂	musikaali	音樂	N;NOM;SG	N
musikaali	音樂	musikaali	音樂	N;NOM;SG	N
vähentynyt	減少	vähentyä	減少	V;NOM;SG;V.PTCP;ACT	V
vähentynyt	降低	vähentyä	降低	V;NOM;SG;V.PTCP;ACT	V
vähentynyt	減少	vähentyä	減少	V;NOM;SG;V.PTCP;ACT	V
tavoitteet	目標	tavoite	目標	N;NOM;PL	N
salmen	海峽	salmen	海峽	N;GEN;SG	N
osavaltiot	國家	osa#valtio	國家	N;NOM;PL	N
liikkeet	動作	liike	動作	N;NOM;PL	N
veturi	機車	veturi	機車	N;NOM;SG	N
veturi	火車	veturi	火車	N;NOM;SG	N
hiihto	滑雪	hiihto	滑雪	N;NOM;SG	N
hiihto	滑雪	hiihto	滑雪	N;NOM;SG	N
aseistus	軍備	aseistus	軍備	N;NOM;SG	N
tilastoja	統計	tilasto	統計	N;PRT;PL	N
palautetta	反饋	palaute	反饋	N;PRT;SG	N
muodosta	構造	muoto	構造	V;IMP;SG;2;FIN;ACT	V
muodosta	建構	muoto	建構	V;IMP;SG;2;FIN;ACT	V
merkkiä	字元	merkki	字元	N;PRT;SG	N
merkkiä	角色	merkki	角色	N;PRT;SG	N
brownin	棕	brown	棕	N;GEN;SG	N
brownin	褐	brown	褐	N;GEN;SG	N
brownin	棕色	brown	棕色	N;GEN;SG	N
solistina	獨唱	solisti	獨唱	N;FRML;SG	N
oranssi	橙	oranssi	橙	N;NOM;SG	N
oranssi	橘色	oranssi	橘色	N;NOM;SG	N
oranssi	橘子	oranssi	橘子	N;NOM;SG	N
oranssi	橙	oranssi	橙	N;NOM;SG	N
oranssi	橘	oranssi	橘	N;NOM;SG	N
amerikkalaiset	美式	amerikkalainen	美式	N;NOM;PL	N
kortti	名片	kortti	名片	N;NOM;SG	N
kortti	紙牌	kortti	紙牌	N;NOM;SG	N
kortti	卡片	kortti	卡片	N;NOM;SG	N
rajojen	邊界	raja	邊界	N;GEN;PL	N
rajojen	界	raja	界	N;GEN;PL	N
rajojen	界	raja	界	N;GEN;PL	N
rajojen	邊界	raja	邊界	N;GEN;PL	N
rajojen	邊框	raja	邊框	N;GEN;PL	N
rajojen	邊境	raja	邊境	N;GEN;PL	N
rugby	橄欖	rugby	橄欖	N;NOM;SG	N
menetelmän	方法	menetelmä	方法	N;GEN;SG	N
menetelmän	辦法	menetelmä	辦法	N;GEN;SG	N
menetelmän	方式	menetelmä	方式	N;GEN;SG	N
raita	曲目	raita	曲目	N;NOM;SG	N
raita	軌道	raita	軌道	N;NOM;SG	N
raita	軌跡	raita	軌跡	N;NOM;SG	N
raita	條紋	raita	條紋	N;NOM;SG	N
tutkinto	文	tutkinto	文	N;NOM;SG	N
tutkinto	度	tutkinto	度	N;NOM;SG	N
tutkinto	程度	tutkinto	程度	N;NOM;SG	N
tutkinto	學位	tutkinto	學位	N;NOM;SG	N
lakeja	法律	laki	法律	N;PRT;PL	N
solun	細胞	solu	細胞	N;GEN;SG	N
solun	牢房	solu	牢房	N;GEN;SG	N
onnettomuudet	事故	onnettomuus	事故	N;NOM;PL	N
rpm	轉速	rpm	轉速	N;NOM;SG	N
perinne	傳統	perinne	傳統	N;NOM;SG	N
junan	火車	juna	火車	N;GEN;SG	N
junan	列車	juna	列車	N;GEN;SG	N
pimeyden	黑暗	pimeys	黑暗	N;GEN;SG	N
piirre	功能	piirre	功能	N;NOM;SG	N
piirre	特色	piirre	特色	N;NOM;SG	N
piirre	特徵	piirre	特徵	N;NOM;SG	N
erikoinen	異常	erikoinen	異常	ADJ;NOM;SG	ADJ
apu	援助	apu	援助	N;NOM;SG	N
apu	援助	apu	援助	N;NOM;SG	N
haluttu	通緝	haluta	通緝	V;NOM;SG;V.PTCP;PASS	V
rantaan	岸	ranta	岸	N;IN+ALL;SG	N
rantaan	岸邊	ranta	岸邊	N;IN+ALL;SG	N
rantaan	海岸	ranta	海岸	N;IN+ALL;SG	N
päiviä	日子	päivä	日子	N;PRT;PL	N
päiviä	天數	päivä	天數	N;PRT;PL	N
matkailu	旅行	matkailu	旅行	N;NOM;SG	N
matkailu	旅費	matkailu	旅費	N;NOM;SG	N
matkailu	旅遊	matkailu	旅遊	N;NOM;SG	N
matkailu	旅遊	matkailu	旅遊	N;NOM;SG	N
matkailu	遊客	matkailu	遊客	N;NOM;SG	N
matkailu	旅遊	matkailu	旅遊	N;NOM;SG	N
galleria	畫廊	galleri	畫廊	N;PRT;SG	N
jälkeläisiä	後代	jälkeläinen	後代	N;PRT;PL	N
jälkeläisiä	後裔	jälkeläinen	後裔	N;PRT;PL	N
jälkeläisiä	後代	jälkeläinen	後代	N;PRT;PL	N
avaa	營業	avata	營業	V;IMP;SG;2;FIN;ACT	V
avaa	開啟	avata	開啟	V;IMP;SG;2;FIN;ACT	V
avaa	開放	avata	開放	V;IMP;SG;2;FIN;ACT	V
majakka	燈塔	majakka	燈塔	N;NOM;SG	N
majakka	燈塔	majakka	燈塔	N;NOM;SG	N
ruutu	箱	ruutua	箱	N;NOM;SG	N
ruutu	框	ruutua	框	N;NOM;SG	N
ruutu	盒	ruutua	盒	N;NOM;SG	N
ruutu	盒子	ruutua	盒子	N;NOM;SG	N
ruutu	方	ruutua	方	N;NOM;SG	N
ruutu	幀	ruutua	幀	N;NOM;SG	N
ruutu	框框	ruutua	框框	N;NOM;SG	N
ruutu	框架	ruutua	框架	N;NOM;SG	N
ruutu	框	ruutua	框	N;NOM;SG	N
ruutu	螢幕	ruutua	螢幕	N;NOM;SG	N
mieli	頭腦	mieli	頭腦	N;NOM;SG	N
mieli	心靈	mieli	心靈	N;NOM;SG	N
varjo	影	varjo	影	N;NOM;SG	N
varjo	影子	varjo	影子	N;NOM;SG	N
varjo	陰影	varjo	陰影	N;NOM;SG	N
varjo	暗影	varjo	暗影	N;NOM;SG	N
varjo	陰影	varjo	陰影	N;NOM;SG	N
mission	任務	missio	任務	N;NOM;SG	N
puhetta	講話	puhe	講話	N;PRT;SG	N
puhetta	演講	puhe	演講	N;PRT;SG	N
puhetta	語音	puhe	語音	N;PRT;SG	N
runon	詩	runo	詩	N;GEN;SG	N
hidas	緩慢	hidas	緩慢	ADJ;NOM;SG	ADJ
onnen	幸福	onni	幸福	N;GEN;SG	N
kilpi	板	kilpi	板	N;NOM;SG	N
kilpi	盾牌	kilpi	盾牌	N;NOM;SG	N
kuvio	圖案	kuvio	圖案	N;NOM;SG	N
kuvio	格局	kuvio	格局	N;NOM;SG	N
kuvio	模式	kuvio	模式	N;NOM;SG	N
kuvio	圖表	kuvio	圖表	N;NOM;SG	N
kuvio	圖	kuvio	圖	N;NOM;SG	N
kuvio	圖表	kuvio	圖表	N;NOM;SG	N
kuvio	圖形	kuvio	圖形	N;NOM;SG	N
kuvio	圖	kuvio	圖	N;NOM;SG	N
asianajaja	律師	asian#ajaja	律師	N;NOM;SG	N
vaiheita	階段	vaihe	階段	N;PRT;PL	N
vaiheita	階段	vaihe	階段	N;PRT;PL	N
vaiheita	步驟	vaihe	步驟	N;PRT;PL	N
mainos	廣告	mainos	廣告	N;NOM;SG	N
mainos	廣告	mainos	廣告	N;NOM;SG	N
epäiltiin	涉嫌	epäillä	涉嫌	V;IND;PST;FIN;PASS	V
epäiltiin	疑似	epäillä	疑似	V;IND;PST;FIN;PASS	V
mestarit	冠軍	mestari	冠軍	N;NOM;PL	N
taistella	打	taistella	打	V;SG;NFIN;ACT	V
luonnosta	草稿	luonnos	草稿	N;IN+ABL;SG	N
luonnosta	自然	luonnos	自然	N;IN+ABL;SG	N
luonnosta	性質	luonnos	性質	N;IN+ABL;SG	N
käsialaa	筆跡	käsi#ala	筆跡	N;PRT;SG	N
käsialaa	字跡	käsi#ala	字跡	N;PRT;SG	N
kehon	屍體	keho	屍體	N;GEN;SG	N
kehon	體	keho	體	N;GEN;SG	N
kehon	身體	keho	身體	N;GEN;SG	N
näyttelijöitä	演員	näyttelijä	演員	N;PRT;PL	N
tunnukset	符號	tunnus	符號	N;NOM;PL	N
tunnukset	id	tunnus	id	N;NOM;PL	N
vangit	囚犯	vanki	囚犯	N;NOM;PL	N
vangit	犯人	vanki	犯人	N;NOM;PL	N
vangit	囚徒	vanki	囚徒	N;NOM;PL	N
massan	紙漿	massa	紙漿	N;GEN;SG	N
rintama	前面	rintama	前面	N;NOM;SG	N
rintama	陣線	rintama	陣線	N;NOM;SG	N
metallia	金屬	metalli	金屬	N;PRT;SG	N
kehittyneet	進化	kehittyä	進化	V;NOM;PL;V.PTCP;ACT	V
kärsii	受	kärsiä	受	V;IND;SG;3;PRS;FIN;ACT	V
maisema	風景	maisema	風景	N;NOM;SG	N
maisema	景觀	maisema	景觀	N;NOM;SG	N
lisääntyminen	生殖	lisääntyminen	生殖	N;NOM;SG	N
päiväntasaajan	赤道	päivän#tasaaja	赤道	N;GEN;SG	N
päiväntasaajan	赤道	päivän#tasaaja	赤道	N;GEN;SG	N
key	鑰匙	keydä	鑰匙	N;NOM;SG	N
key	鍵	keydä	鍵	N;NOM;SG	N
key	關鍵	keydä	關鍵	N;NOM;SG	N
susi	狼	susi	狼	N;NOM;SG	N
korkeakoulu	大學	korkea#koulu	大學	N;NOM;SG	N
korkeakoulu	學院	korkea#koulu	學院	N;NOM;SG	N
korkeakoulu	書院	korkea#koulu	書院	N;NOM;SG	N
korkeakoulu	大學	korkea#koulu	大學	N;NOM;SG	N
huuliharppu	口琴	huuli#harppu	口琴	N;NOM;SG	N
tapasivat	遇見	tavata	遇見	V;IND;PL;3;PST;FIN;ACT	V
kiva	很好	kiva	很好	ADJ;NOM;SG	ADJ
hoidon	治療	hoito	治療	N;GEN;SG	N
hoidon	療	hoito	療	N;GEN;SG	N
hoidon	治療	hoito	治療	N;GEN;SG	N
kilpailijat	對手	kilpailija	對手	N;NOM;PL	N
käsikirja	手冊	käsi#kirja	手冊	N;NOM;SG	N
käsikirja	手冊	käsi#kirja	手冊	N;NOM;SG	N
järkeä	感	järki	感	N;PRT;SG	N
miljoonia	百萬	miljoona	百萬	NUM;PRT;PL	NUM
etsivä	警探	etsivä	警探	N;NOM;SG	N
ohittaa	覆蓋	ohittaa	覆蓋	V;IND;SG;PRS;FIN;ACT	V
aamuna	早晨	aamu	早晨	N;FRML;SG	N
aamuna	早上	aamu	早上	N;FRML;SG	N
aamuna	上午	aamu	上午	N;FRML;SG	N
sovi	適合	sovi	適合	V;IMP;SG;2;FIN;ACT	V
rakenteita	結構	rakenne	結構	N;PRT;PL	N
uhri	死者	uhri	死者	N;NOM;SG	N
kohtalon	天命	kohtalo	天命	N;GEN;SG	N
kohtalon	命運	kohtalo	命運	N;GEN;SG	N
kohtalon	命運	kohtalo	命運	N;GEN;SG	N
galaxy	星系	galaxy	星系	N;NOM;SG	N
koripallo	籃球	kori#pallo	籃球	N;NOM;SG	N
omaisuutta	地產	omaisuus	地產	N;PRT;SG	N
omaisuutta	屬性	omaisuus	屬性	N;PRT;SG	N
omaisuutta	財產	omaisuus	財產	N;PRT;SG	N
omaisuutta	物業	omaisuus	物業	N;PRT;SG	N
kannet	封面	kannet	封面	N;NOM;PL	N
kannet	甲板	kannet	甲板	N;NOM;PL	N
hapen	氧氣	happi	氧氣	N;GEN;SG	N
hapen	氧	happi	氧	N;GEN;SG	N
kohdat	項目	kohta	項目	N;NOM;PL	N
kohdat	點數	kohta	點數	N;NOM;PL	N
loma	假期	loma	假期	N;NOM;SG	N
loma	假日	loma	假日	N;NOM;SG	N
loma	節日	loma	節日	N;NOM;SG	N
loma	假期	loma	假期	N;NOM;SG	N
loma	假期	loma	假期	N;NOM;SG	N
loma	假日	loma	假日	N;NOM;SG	N
loma	節假	loma	節假	N;NOM;SG	N
