להדגים	سمجھانا	הדגים	سمجھا	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
תגדל	بڑھنا	גדל	بڑھ	V;FEM;SG;3;FUT	V;MASC;SG;NFIN;ACT
מפוקפק	نامعتبر	מפוקפק	نامعتبر	ADJ;MASC;SG	ADJ
מפוקפק	مشتبہ	מפוקפק	مشتبہ	ADJ;MASC;SG	ADJ
מפוקפק	مشتبہ	מפוקפק	مشتبہ	ADJ;MASC;SG	ADJ
מפוקפק	مشکوک	מפוקפק	مشکوک	ADJ;MASC;SG	ADJ
משפיל	ذلیل	משפיל	ذلیل	ADJ;MASC;SG	ADJ
הדרת	اخراج	הדרה	اخراج	N;FEM;SG	N;NOM;MASC;SG;3
הדרת	استثنا.	הדרה	استثنا.	N;FEM;SG	N;NOM;MASC;SG;3
אחזקה	عملداری.	אחזקה	عملداریؤ	N;FEM;SG	N;NOM;MASC;SG;3
אחזקה	جائیداد	אחזקה	جائیداد	N;FEM;SG	N;NOM;MASC;SG;3
אחזקה	دولت	אחזקה	دولت	N;FEM;SG	N;NOM;FEM;SG;3
אחזקה	اثاثہ	אחזקה	اثاثہ	N;FEM;SG	N;NOM;MASC;SG;3
אחזקה	عملداری.	אחזקה	عملداریؤ	N;FEM;SG	N;NOM;MASC;SG;3
אחזקה	قبضہ	אחזקה	قبضہ	N;FEM;SG	N;NOM;MASC;SG;3
אחזקה	جائیداد	אחזקה	جائیداد	N;FEM;SG	N;NOM;MASC;SG;3
אחזקה	دولت	אחזקה	دولت	N;FEM;SG	N;NOM;FEM;SG;3
אחזקה	اثاثہ	אחזקה	اثاثہ	N;FEM;SG	N;NOM;MASC;SG;3
אחזקה	استقرار.	אחזקה	استقرار.	N;FEM;SG	N;NOM;MASC;SG;3
אחזקה	پرورش	אחזקה	پرورش	N;FEM;SG	N;NOM;FEM;SG;3
קטלניים	مہلک	קטלני	مہلک	ADJ;MASC;PL	ADJ
אבסורד	مہمل	אבסורד	مہمل	N;MASC;SG	N;NOM;MASC;SG;3
אבסורד	فضول	אבסורד	فضول	N;MASC;SG	N;NOM;MASC;SG;3
אבסורד	مہمل	אבסורד	مہمل	N;MASC;SG	N;NOM;MASC;SG;3
אבסורד	فضول	אבסורד	فضول	N;MASC;SG	N;NOM;MASC;SG;3
אינטימי	نجی	אינטימי	نجی	N;MASC;SG	N;NOM;MASC;SG;3
אינטימי	نجی	אינטימי	نجی	N;MASC;SG	N;NOM;MASC;SG;3
שקית	کثرت	שקית	کثرت	N;FEM;SG	N;NOM;MASC;SG;3
חיילת	فوجی	חייל	فوجی	N;FEM;SG	N;NOM;MASC;SG;3
חיילת	فوجی	חייל	فوجی	N;FEM;SG	N;NOM;MASC;SG;3
ריר	ترشح	ריר	ترشح		
ריר	ٹپکن.	ריר	ٹپکن.		
טוויסט	لپٹی	טוויסט	لپٹی	N;MASC;SG	N;NOM;FEM;SG;3
טוויסט	بل	טוויסט	بل	N;MASC;SG	N;NOM;MASC;SG;3
טוויסט	لپٹی	טוויסט	لپٹی	N;MASC;SG	N;NOM;FEM;SG;3
זהירה	چوکس	זהיר	چوکس	ADJ;FEM;SG	ADJ
זהירה	محتاط	זהיר	محتاط	ADJ;FEM;SG	ADJ
זהירה	خبردار	זהיר	خبردار	ADJ;FEM;SG	ADJ
זהירה	چوکس	זהיר	چوکس	ADJ;FEM;SG	ADJ
זהירה	محتاط	זהיר	محتاط	ADJ;FEM;SG	ADJ
אמפירי	اختباری	אמפירי	اختباری	ADJ;MASC;SG	ADJ;NOM
משאלה	(	משאלה	(		
משאלה	on	משאלה	on		
פריסה	کتاب	פריסה	کتاب	N;FEM;SG	N;NOM;MASC;SG;3
פריסה	زمین	פריסה	زمین	N;FEM;SG	N;NOM;FEM;SG;3
ההתקן	ساخت	ההתקן	ساخت	N;MASC;SG	N;NOM;MASC;SG;3
ההתקן	شکل	ההתקן	شکل	N;MASC;SG	N;NOM;MASC;SG;3
ההתקן	وضع	ההתקן	وضع	N;MASC;SG	N;NOM;MASC;SG;3
שיעול	کھانسی	שיעול	کھانسی	N;MASC;SG	N;NOM;FEM;SG;3
קולאז	تصاویر	קולאז	تصاویر	N;MASC;SG	N;NOM;MASC;SG;3
הרשעה	ایمان	הרשעה	ایمان	N;FEM;SG	N;NOM;MASC;SG;3
הרשעה	عقیدہ	הרשעה	عقیدہ	N;FEM;SG	N;NOM;MASC;SG;3
אנקדוטה	قصہ	אנקדוטה	قصہ	N;FEM;SG	N;NOM;MASC;SG;3
סד	کسنا	סד	کونا		
מאפיה	ہجوم	מאפייה	ہجوم	N;FEM;SG	N;NOM;MASC;SG;3
נטישה	تیاگ	נטישה	تیاگ	N;FEM;SG	N;NOM;MASC;SG;3
נטישה	تیاگ	נטישה	تیاگ	N;FEM;SG	N;NOM;MASC;SG;3
צלול	تاباں	צלול	تاباں		
צלול	تابناک.	צלול	تابناک.		
אע	ماں.	אע	ماں.		
