رده	клас	رده	клас	N;SG	N;INAN;NOM;MASC;SG
عایق	ізоляції	عایق	ізоляція	N;SG	N;INAN;GEN;FEM;SG
عایق	ізоляторі	عایق	ізолятор	N;SG	N;INAN;DAT;MASC;SG
سفرهای	маршрути	سفر	маршрути	N;PL	N;INAN;NOM;MASC;PL
مشاوره	консультант	مشاوره	консультант	N;SG	N;ANIM;NOM;MASC;SG
مشاوره	консалтинг	مشاوره	консалтинг	N;SG	N;INAN;NOM;MASC;SG
مشاوره	консультування	مشاوره	консультування	N;SG	N;INAN;NOM;NEUT;SG
مشاوره	консультацію	مشاوره	консультація	N;SG	N;INAN;ACC;FEM;SG
مشاوره	консультація	مشاوره	консультація	N;SG	N;INAN;NOM;FEM;SG
مشاوره	консультація	مشاوره	консультація	N;SG	N;INAN;NOM;FEM;SG
منحنی	крива	منحنی	криво	N;SG	N;INAN;NOM;FEM;SG
اولویت	пріоритет	اولویت	пріоритет	N;SG	N;INAN;NOM;MASC;SG
اولویت	прецедент	اولویت	прецедент	N;SG	N;INAN;NOM;MASC;SG
کفش	взуття	None	взуття	N;SG	N;INAN;NOM;NEUT;SG
کفش	взуття	None	взуття	N;SG	N;INAN;NOM;NEUT;SG
بیشینه	максимум	بیشینه	максимум	N;SG	N;INAN;NOM;MASC;SG
قارچ	гриба	قارچ	гриба	N;SG	N;INAN;GEN;MASC;SG
قارچ	гриб	قارچ	гриб	N;SG	N;INAN;NOM;MASC;SG
متفقین	союзники	متفقین	союзник	N;PL	N;ANIM;NOM;MASC;PL
متفقین	союзників	متفقین	союзник	N;PL	N;ANIM;ACC;MASC;PL
ضخامت	товщина	ضخامت	товщина	N;SG	N;INAN;NOM;FEM;SG
پشته	стек	پشته	стек	N;SG	N;INAN;NOM;MASC;SG
زخم	шрам	زخم	шрам	N;SG	N;INAN;NOM;MASC;SG
زخم	ушкодження	زخم	ушкодження	N;SG	N;INAN;NOM;NEUT;SG
زخم	рана	زخم	рана	N;SG	N;INAN;NOM;FEM;SG
کیپ	мис	کیپ	мис	N;SG	N;INAN;NOM;MASC;SG
خم	групі	خم	група	N;SG	N;INAN;DAT;FEM;SG
سلیم	салем	None	сале	N;SG	N;INAN;NOM;MASC;SG
سلیم	селім	None	селі	N;SG	N;ANIM;NOM;MASC;SG
سلیم	салім	None	салім	N;SG	N;ANIM;NOM;MASC;SG
اسارت	полон	None	полон	N;SG	N;INAN;NOM;MASC;SG
اسارت	рабства	None	рабство	N;SG	N;INAN;NOM;NEUT;SG
صومعه	монастир	صومعه	монастир	N;SG	N;INAN;NOM;MASC;SG
زیرنویس	підвал	زیرنویس	підвал	N;SG	N;INAN;NOM;MASC;SG
اقتباس	адаптація	اقتباس	адаптація	N;SG	N;INAN;NOM;FEM;SG
پالایشگاه	промисловість	پالایشگاه	промисловість	N;SG	N;INAN;NOM;FEM;SG
کمیاب	рідкість	کمیاب	рідкість	N;SG	N;INAN;NOM;FEM;SG
بلور	кристал	None	кристал	N;SG	N;INAN;NOM;MASC;SG
روزها	днів	روز	день	N;PL	N;INAN;GEN;MASC;PL
روزها	дні	روز	день	N;PL	N;INAN;NOM;MASC;PL
ضرورت	важливість	ضرورت	важливість	N;SG	N;INAN;NOM;FEM;SG
ضرورت	необхідність	ضرورت	необхідність	N;SG	N;INAN;NOM;FEM;SG
بلوغ	погашення	بلوغ	погашення	N;SG	N;INAN;NOM;NEUT;SG
بلوغ	підліток	بلوغ	підлітка	N;SG	N;ANIM;NOM;MASC;SG
انگیزه	мотив	انگیزه	мотив	N;SG	N;INAN;NOM;MASC;SG
انگیزه	мотивація	انگیزه	мотивація	N;SG	N;INAN;NOM;FEM;SG
انگیزه	мотивацію	انگیزه	мотивація	N;SG	N;INAN;ACC;FEM;SG
یورش	десант	یورش	десант	N;SG	N;INAN;NOM;MASC;SG
یورش	напад	یورش	напад	N;SG	N;INAN;NOM;MASC;SG
کانتون	кантон	کانتون	кантон	N;SG	N;INAN;NOM;MASC;SG
بگویید	сказати	None	сказати	V;SBJV;PL;2;PRS	V;PFV;NFIN
هندبال	гандбол	هندبال	гандбол	N;SG	N;INAN;NOM;MASC;SG
هندبال	гандболу	هندبال	гандбол	N;SG	N;INAN;GEN;MASC;SG
آرسنال	арсенал	آرسنال	арсенал	N;SG	N;INAN;NOM;MASC;SG
انداخت	закинув	None	закинути	V;SG;3;PST	V;PFV;MASC;IND;SG;PST;FIN
انداخت	кинув	None	кинути	V;SG;3;PST	V;PFV;MASC;IND;SG;PST;FIN
انداخت	кинула	None	кинути	V;SG;3;PST	V;PFV;FEM;IND;SG;PST;FIN
سخنگوی	представника	سخنگو	представник	N;SG	N;ANIM;ACC;MASC;SG
سخنگوی	доповідач	سخنگو	доповідач	N;SG	N;ANIM;NOM;MASC;SG
یادآوری	нагадування	یادآوری	нагадування	N;SG	N;INAN;NOM;NEUT;SG
یادآوری	нагадування	یادآوری	нагадування	N;SG	N;INAN;NOM;NEUT;SG
دزدان	злодіїв	دزد	злодій	N;PL	N;ANIM;ACC;MASC;PL
دزدان	злодії	دزد	злодій	N;PL	N;ANIM;NOM;MASC;PL
دزدان	бандити	دزد	бандит	N;PL	N;ANIM;NOM;MASC;PL
دینامو	динамо	None	динамо	N;SG	N;INAN;NOM;NEUT;SG
دینامو	динамо	None	динамо	N;SG	N;INAN;NOM;NEUT;SG
فوتسال	футзалу	فوتسال	футзал	N;SG	N;INAN;GEN;MASC;SG
فوتسال	футзал	فوتسال	футзал	N;SG	N;INAN;NOM;MASC;SG
عضلات	язи	عضله	яз	N;PL	N;INAN;NOM;MASC;PL
استخر	басейн	استخر	басейн	N;SG	N;INAN;NOM;MASC;SG
شکستن	перерва	شکستن	перерва	N;SG	N;INAN;NOM;FEM;SG
شکستن	розрив	شکستن	розрив	N;SG	N;INAN;NOM;MASC;SG
شکستن	порушення	شکستن	порушення	N;SG	N;INAN;NOM;NEUT;SG
یکای	юніт	یکا	юніт	N;SG	N;INAN;NOM;MASC;SG
یکای	одиниця	یکا	одиниця	N;SG	N;INAN;NOM;FEM;SG
تحقق	реалізація	تحقق	реалізація	N;SG	N;INAN;NOM;FEM;SG
سنتر	центр	سنتر	центр	N;SG	N;INAN;NOM;MASC;SG
سنتر	центр	سنتر	центр	N;SG	N;INAN;NOM;MASC;SG
ادیب	історик	ادیب	історик	N;SG	N;ANIM;NOM;MASC;SG
اکس	сокира	اکس	сокира	N;SG	N;INAN;NOM;FEM;SG
هواشناسی	метеорологія	هواشناسی	метеорологія	N;SG	N;INAN;NOM;FEM;SG
هواپیماها	літаки	هواپیما	літаки	N;PL	N;INAN;NOM;MASC;PL
شاتل	шатл	شاتل	шатл	N;SG	N;INAN;NOM;MASC;SG
خوانندگی	спів	خوانندگی	спіти	N;SG	N;INAN;NOM;MASC;SG
مبدأ	джерело	None	джерело	N;SG	N;INAN;NOM;NEUT;SG
مبدأ	походження	None	походження	N;SG	N;INAN;NOM;NEUT;SG
مبدأ	джерело	None	джерело	N;SG	N;INAN;NOM;NEUT;SG
غلظت	спеціальність	None	спеціальність	N;SG	N;INAN;NOM;FEM;SG
غلظت	спеціальність	None	спеціальність	N;SG	N;INAN;NOM;FEM;SG
غلظت	концентрація	None	концентрація	N;SG	N;INAN;NOM;FEM;SG
غلظت	насиченість	None	насиченість	N;SG	N;INAN;NOM;FEM;SG
ژیمناست	гімнастка	ژیمناست	гімнастка	N;SG	N;ANIM;NOM;FEM;SG
تنفس	подих	تنفس	подих	N;SG	N;INAN;NOM;MASC;SG
تنفس	дихання	تنفس	дихання	N;SG	N;INAN;NOM;NEUT;SG
محتویات	матеріали	محتویه	матеріал	N;PL	N;INAN;NOM;MASC;PL
گوشی	телефон	گوش	телефон	N;SG	N;INAN;NOM;MASC;SG
انگور	винограду	انگور	виноград	N;SG	N;INAN;GEN;MASC;SG
انگور	вино	انگور	вино	N;SG	N;INAN;NOM;NEUT;SG
انگور	винограду	انگور	виноград	N;SG	N;INAN;GEN;MASC;SG
سحر	магія	سحر	магія	N;SG	N;INAN;NOM;FEM;SG
ریک	рік	ریک	рік	N;SG	N;INAN;NOM;MASC;SG
بودایی	буддизм	بودا	буддизм	N;SG	N;INAN;NOM;MASC;SG
تالاب	ставок	تالاب	ставка	N;SG	N;INAN;NOM;FEM;SG
تالاب	лагуна	تالاب	лагуна	N;SG	N;INAN;NOM;FEM;SG
عکاسان	фотографи	عکاس	фотограф	N;PL	N;ANIM;NOM;MASC;PL
عکاسان	фотографів	عکاس	фотограф	N;PL	N;ANIM;ACC;MASC;PL
کمپین	похід	کمپین	похід	N;SG	N;INAN;NOM;MASC;SG
کمپین	кампанія	کمپین	кампанія	N;SG	N;INAN;NOM;FEM;SG
تعویض	перемикання	None	перемикання	N;SG	N;INAN;NOM;NEUT;SG
تعویض	перемикач	None	перемикач	N;SG	N;INAN;NOM;MASC;SG
ریور	річка	ریور	річка	N;SG	N;INAN;NOM;FEM;SG
ریور	ріка	ریور	ріка	N;SG	N;INAN;NOM;FEM;SG
شمارش	кількість	شمارش	кількість	N;SG	N;INAN;NOM;FEM;SG
شمارش	відлік	شمارش	відлік	N;SG	N;INAN;NOM;MASC;SG
شمارش	підрахунок	شمارش	підрахунок	N;SG	N;INAN;NOM;MASC;SG
شمارش	обліку	شمارش	облік	N;SG	N;INAN;GEN;MASC;SG
شمارش	відлік	شمارش	відлік	N;SG	N;INAN;NOM;MASC;SG
شعرهای	вірші	None	вірш	N;PL	N;INAN;NOM;MASC;PL
دگرگونی	трансформація	دگرگونی	трансформація	N;SG	N;INAN;NOM;FEM;SG
دگرگونی	перетворення	دگرگونی	перетворення	N;SG	N;INAN;NOM;NEUT;SG
کاندید	відверту	کاند#کان	відвертий	N;SG	N;INAN;ACC;FEM;SG
کاندید	кандидат	کاند#کان	кандидат	N;SG	N;ANIM;NOM;MASC;SG
جلگه	низовина	جلگه	низовина	N;SG	N;INAN;NOM;FEM;SG
جلگه	вододіл	جلگه	вододіл	N;SG	N;INAN;NOM;MASC;SG
گردان	батальйон	گردان	батальйон	N;SG	N;INAN;NOM;MASC;SG
جانوری	істота	None	істота	N;SG	N;ANIM;NOM;FEM;SG
جانوری	створіння	None	створіння	N;SG	N;INAN;NOM;NEUT;SG
بالگرد	гелікоптер	بالگرد	гелікоптер	N;SG	N;INAN;NOM;MASC;SG
بالگرد	вертоліт	بالگرد	вертоліт	N;SG	N;INAN;NOM;MASC;SG
تمیز	чистий	تمیز	чистий	ADJ	ADJ;NOM;MASC;SG
سالیانه	річну	سالیانه	річний	ADJ	ADJ;ACC;FEM;SG
سالیانه	річна	سالیانه	річний	ADJ	ADJ;NOM;FEM;SG
سالیانه	річні	سالیانه	річний	ADJ	ADJ;NOM;PL
سالیانه	річний	سالیانه	річний	ADJ	ADJ;NOM;MASC;SG
زنگ	дзвінка	زنگ	дзвінка	N;SG	N;INAN;GEN;MASC;SG
زنگ	дзвін	زنگ	дзвін	N;SG	N;INAN;NOM;MASC;SG
زنگ	дзвінок	زنگ	дзвінка	N;SG	N;INAN;NOM;MASC;SG
مبارک	мубарак	مبارک	мубарак	N;SG	N;ANIM;NOM;MASC;SG
انحصاری	ексклюзив	انحصاری	ексклюзити	N;SG	N;INAN;NOM;MASC;SG
شیرینی	випічка	شیرینی	випічка	N;SG	N;INAN;NOM;FEM;SG
مبارز	воїн	مبارز	воїн	N;SG	N;ANIM;NOM;MASC;SG
مبارز	боєць	مبارز	боєць	N;SG	N;ANIM;NOM;MASC;SG
مبارز	винищувач	مبارز	винищувач	N;SG	N;INAN;NOM;MASC;SG
کارشناس	експерт	کارشناس	експерт	N;SG	N;ANIM;NOM;MASC;SG
دلفین	дельфін	دلفین	дельфін	N;SG	N;ANIM;NOM;MASC;SG
نورث	північ	نورث	північ	N;SG	N;INAN;NOM;FEM;SG
صف	чергу	صف	черга	N;SG	N;INAN;ACC;FEM;SG
صف	черга	صف	черга	N;SG	N;INAN;NOM;FEM;SG
صف	звання	صف	звання	N;SG	N;INAN;NOM;NEUT;SG
باربارا	барбара	باربارا	барбар	N;SG	N;ANIM;NOM;FEM;SG
انکار	заперечення	انکار	заперечення	N;SG	N;INAN;NOM;NEUT;SG
انکار	запереченням	انکار	заперечення	N;SG	N;INAN;INS;NEUT;SG
انکار	заперечення	انکار	заперечення	N;SG	N;INAN;NOM;NEUT;SG
جبل	джебель	جبل	джебель	N;SG	N;INAN;NOM;MASC;SG
یوفا	уєфа	یوفا	увфа	N;SG	N;INAN;NOM;NEUT;SG
نارسایی	невдача	نارسایی	невдача	N;SG	N;INAN;NOM;FEM;SG
نارسایی	відмова	نارسایی	відмова	N;SG	N;INAN;NOM;FEM;SG
نارسایی	провал	نارسایی	провал	N;SG	N;INAN;NOM;MASC;SG
نارسایی	помилка	نارسایی	помилка	N;SG	N;INAN;NOM;FEM;SG
الماس	діамант	None	діамант	N;SG	N;INAN;NOM;MASC;SG
اینچ	дюйм	اینچ	дювм	N;SG	N;INAN;NOM;MASC;SG
اینچ	дюйми	اینچ	дювма	N;SG	N;INAN;NOM;FEM;SG
یکشنبه	неділя	یکشنبه	неділя	N;SG	N;INAN;NOM;FEM;SG
راضی	задоволені	راضی	задоволений	ADJ	ADJ;PFV;NOM;PL;V.PTCP;PASS
راضی	задоволена	راضی	задоволений	ADJ	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
راضی	задоволений	راضی	задоволений	ADJ	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
بید	заявка	بید#بین	заявка	N;SG	N;INAN;NOM;FEM;SG
آمادگی	приготування	آمادگی	приготування	N;SG	N;INAN;NOM;NEUT;SG
پهلوان	спортсмен	None	спортсмен	N;SG	N;ANIM;NOM;MASC;SG
پهلوان	герой	None	герой	N;SG	N;ANIM;NOM;MASC;SG
پهلوان	чемпіон	None	чемпіон	N;SG	N;ANIM;NOM;MASC;SG
فضل	милість	None	милість	N;SG	N;INAN;NOM;FEM;SG
انحراف	відхилення	انحراف	відхилення	N;SG	N;INAN;NOM;NEUT;SG
انحراف	відволікання	انحراف	відволікання	N;SG	N;INAN;NOM;NEUT;SG
انحراف	зміщення	انحراف	зміщення	N;SG	N;INAN;NOM;NEUT;SG
انحراف	зсув	انحراف	зсувати	N;SG	N;INAN;NOM;MASC;SG
انحراف	відступ	انحراف	відступ	N;SG	N;INAN;NOM;MASC;SG
امتحان	екзамен	None	екзамен	N;SG	N;INAN;NOM;MASC;SG
امتحان	вікторина	None	вікторина	N;SG	N;INAN;NOM;FEM;SG
امتحان	тесті	None	тесть	N;SG	N;INAN;DAT;MASC;SG
امتحان	тест	None	тест	N;SG	N;INAN;NOM;MASC;SG
تصنیف	балада	تصنیف	балада	N;SG	N;INAN;NOM;FEM;SG
احیای	одужання	احیا	одужання	N;SG	N;INAN;NOM;NEUT;SG
احیای	відродження	احیا	відродження	N;SG	N;INAN;NOM;NEUT;SG
صبر	терпіння	None	терпіння	N;SG	N;INAN;NOM;NEUT;SG
صبر	пацієнт	None	пацієнт	N;SG	N;ANIM;NOM;MASC;SG
صبر	пацієнта	None	пацієнт	N;SG	N;ANIM;ACC;MASC;SG
اعتراف	сповідь	اعتراف	сповідь	N;SG	N;INAN;NOM;FEM;SG
اعتراف	визнання	اعتراف	визнання	N;SG	N;INAN;NOM;NEUT;SG
نارنجی	апельсин	نارنجی	апельсина	N;SG	N;INAN;NOM;MASC;SG
کوچکترین	найменша	کوچک	найменший	ADJ;RL	ADJ;NOM;RL;FEM;SG
مروارید	перлина	مروارید	перлина	N;SG	N;INAN;NOM;FEM;SG
تبعیض	дискримінація	تبعیض	дискримінація	N;SG	N;INAN;NOM;FEM;SG
برکنار	уст	برکنار	уст.	N;SG	N;INAN;NOM;NEUT;SG
پدری	батька	پدر	батько	N;SG	N;ANIM;ACC;MASC;SG
پدری	батько	پدر	батько	N;SG	N;ANIM;NOM;MASC;SG
پدری	батьку	پدر	батько	N;SG	N;ANIM;VOC;MASC;SG
پدری	отець	پدر	отець	N;SG	N;ANIM;NOM;MASC;SG
استیل	сталь	استیل	сталь	N;SG	N;INAN;NOM;FEM;SG
همبستگی	єдність	همبستگی	єдність	N;SG	N;INAN;NOM;FEM;SG
همبستگی	солідарності	همبستگی	солідарність	N;SG	N;INAN;GEN;FEM;SG
همبستگی	солідарність	همبستگی	солідарність	N;SG	N;INAN;NOM;FEM;SG
میمون	мавпа	میمون	мавпа	N;SG	N;ANIM;NOM;FEM;SG
شناور	запас	None	запас	N;SG	N;INAN;NOM;MASC;SG
شناور	резерв	None	резерв	N;SG	N;INAN;NOM;MASC;SG
الکتریک	електрика	الکتریک	електрик	N;SG	N;INAN;NOM;FEM;SG
باراک	бараку	باراک	барак	N;SG	N;INAN;DAT;MASC;SG
کیف	мішок	کیف	мішок	N;SG	N;INAN;NOM;MASC;SG
کیف	сумка	کیف	сумка	N;SG	N;INAN;NOM;FEM;SG
کیف	гаманець	کیف	гаманець	N;SG	N;INAN;NOM;MASC;SG
کیف	гаманець	کیف	гаманець	N;SG	N;INAN;NOM;MASC;SG
غلبه	підкорення	غلبه	підкорення	N;SG	N;INAN;NOM;NEUT;SG
مرسدس	мерседес	مرسدس	мерседес	N;SG	N;INAN;NOM;NEUT;SG
سازگاری	сумісність	سازگاری	сумісність	N;SG	N;INAN;NOM;FEM;SG
سازگاری	адаптація	سازگاری	адаптація	N;SG	N;INAN;NOM;FEM;SG
ماست	йогурт	ماست	йогурт	N;SG	N;INAN;NOM;MASC;SG
پاره	пухом	پاره	пух	N;SG	N;INAN;INS;MASC;SG
پاره	білет	پاره	білет	N;SG	N;INAN;NOM;MASC;SG
فیلد	поле	None	поле	N;SG	N;INAN;NOM;NEUT;SG
پیشروی	березень	پیشروی	березень	N;SG	N;INAN;NOM;MASC;SG
پیشروی	березня	پیشروی	березень	N;SG	N;INAN;GEN;MASC;SG
نوشتم	написав	نوشت#نویس	написати	V;SG;1;PST	V;PFV;MASC;IND;SG;PST;FIN
نوشتم	написала	نوشت#نویس	написати	V;SG;1;PST	V;PFV;FEM;IND;SG;PST;FIN
نوشتم	писав	نوشت#نویس	писати	V;SG;1;PST	V;IPFV;MASC;IND;SG;PST;FIN
ظهر	полудень	ظهر	полудення	N;SG	N;INAN;NOM;NEUT;SG
چنگ	зчеплення	چنگ	зчеплення	N;SG	N;INAN;NOM;NEUT;SG
چنگ	арфа	چنگ	арфа	N;SG	N;INAN;NOM;FEM;SG
خب	добре	خب	добре	ADV	ADV
خب	імхо	خب	імхо	ADV	ADV
صوت	звук	صوت	звук	N;SG	N;INAN;NOM;MASC;SG
زور	сила	زور	сила	N;SG	N;INAN;NOM;FEM;SG
رایانش	обчислення	رایانش	обчислення	N;SG	N;INAN;NOM;NEUT;SG
استار	зоря	استار	зоря	N;SG	N;INAN;NOM;FEM;SG
استار	зірка	استار	зірка	N;SG	N;ANIM;NOM;FEM;SG
گوسفند	вівця	گوسفند	узвце	N;SG	N;ANIM;NOM;FEM;SG
روباه	лисиця	روباه	лисиця	N;SG	N;ANIM;NOM;FEM;SG
مزارع	поля	مزرعه	поле	N;PL	N;INAN;NOM;NEUT;PL
مزارع	господарствах	مزرعه	господарство	N;PL	N;INAN;ESS;NEUT;PL
کمونیسم	комунізм	None	комунізм	N;SG	N;INAN;NOM;MASC;SG
مدخل	запис	مدخل	запис	N;SG	N;INAN;NOM;MASC;SG
آیدا	гайда	آیدا	гайд	N;SG	N;INAN;NOM;MASC;SG
هرم	піраміда	هرم	піраміда	N;SG	N;INAN;NOM;FEM;SG
دادستان	прокурор	None	прокурор	N;SG	N;ANIM;NOM;MASC;SG
دادستان	прокурора	None	прокурор	N;SG	N;ANIM;ACC;MASC;SG
داروسازی	аптека	داروسازی	аптека	N;SG	N;INAN;NOM;FEM;SG
داروسازی	аптеку	داروسازی	аптек	N;SG	N;INAN;ACC;FEM;SG
اینشتین	ейнштейн	اینشتین	ейнштейн	N;SG	N;ANIM;NOM;MASC;SG
کمر	талію	کمر	талія	N;SG	N;INAN;ACC;FEM;SG
کمر	талія	کمر	талія	N;SG	N;INAN;NOM;FEM;SG
کمر	пояс	کمر	пояс	N;SG	N;INAN;NOM;MASC;SG
آهک	вапняку	آهک	вапняка	N;SG	N;INAN;GEN;MASC;SG
میانمار	бірмі	میانمار	бірма	N;SG	N;INAN;DAT;FEM;SG
آسانی	легкості	None	легкість	N;SG	N;INAN;DAT;FEM;SG
آسانی	простотою	None	простота	N;SG	N;INAN;INS;FEM;SG
آسانی	легкість	None	легкість	N;SG	N;INAN;NOM;FEM;SG
سوسیالیسم	соціалізм	سوسیالیسم	соціалізм	N;SG	N;INAN;NOM;MASC;SG
تخته	правління	تخته	правління	N;SG	N;INAN;NOM;NEUT;SG
تخته	дошка	تخته	дошка	N;SG	N;INAN;NOM;FEM;SG
مساجد	місць	None	місце	N;PL	N;INAN;GEN;NEUT;PL
مساجد	місця	None	місце	N;PL	N;INAN;NOM;NEUT;PL
مساجد	місцини	None	місцина	N;PL	N;INAN;NOM;FEM;PL
اجتناب	запобігання	None	запобігання	N;SG	N;INAN;NOM;NEUT;SG
ویلا	вілла	ویلا	вілла	N;SG	N;INAN;NOM;FEM;SG
مبارزات	поєдинки	مبارزه	поєдинка	N;PL	N;INAN;NOM;FEM;PL
مبارزات	бої	مبارزه	бій	N;PL	N;INAN;NOM;MASC;PL
مبارزات	образи	مبارزه	образ	N;PL	N;INAN;NOM;MASC;PL
رصدخانه	обсерваторія	رصدخانه	обсерваторія	N;SG	N;INAN;NOM;FEM;SG
پیوندها	лінки	پیوند	лінка	N;PL	N;INAN;NOM;MASC;PL
پیوندها	посилання	پیوند	посилання	N;PL	N;INAN;NOM;NEUT;PL
پیوندها	посиланнями	پیوند	посилання	N;PL	N;INAN;INS;NEUT;PL
پیوندها	посилань	پیوند	посилання	N;PL	N;INAN;GEN;NEUT;PL
منصفانه	справедливо	منصفانه	справедливо	ADV	ADV
پلنگ	тигр	پلنگ	тигр	N;SG	N;INAN;NOM;MASC;SG
پلنگ	барс	پلنگ	барс	N;SG	N;INAN;NOM;MASC;SG
پلنگ	пантера	پلنگ	пантера	N;SG	N;ANIM;NOM;FEM;SG
تعهد	характеру	تعهد	характер	N;SG	N;INAN;GEN;MASC;SG
تعهد	обіцянка	تعهد	обіцянка	N;SG	N;INAN;NOM;FEM;SG
تعهد	дарування	تعهد	дарування	N;SG	N;INAN;NOM;NEUT;SG
ترشح	розряд	ترشح	розряд	N;SG	N;INAN;NOM;MASC;SG
ترشح	секреція	ترشح	секреція	N;SG	N;INAN;NOM;FEM;SG
کابلی	дріт	کابلی	дріт	N;SG	N;INAN;NOM;MASC;SG
کابلی	кабель	کابلی	кабель	N;SG	N;INAN;NOM;MASC;SG
بارداری	вагітність	بارداری	вагітність	N;SG	N;INAN;NOM;FEM;SG
بارداری	вагітності	بارداری	вагітність	N;SG	N;INAN;GEN;FEM;SG
شغلی	професія	شغلی	професія	N;SG	N;INAN;NOM;FEM;SG
بلوری	кристал	بلوری	кристал	N;SG	N;INAN;NOM;MASC;SG
طلوع	світанок	طلوع	світанок	N;SG	N;INAN;NOM;MASC;SG
طلوع	світанку	طلوع	світанок	N;SG	N;INAN;GEN;MASC;SG
طلوع	пробудження	طلوع	пробудження	N;SG	N;INAN;NOM;NEUT;SG
طلوع	світанок	طلوع	світанок	N;SG	N;INAN;NOM;MASC;SG
شرکتی	партнерства	None	партнерство	N;SG	N;INAN;NOM;NEUT;SG
شرکتی	партнерство	None	партнерство	N;SG	N;INAN;NOM;NEUT;SG
شرکتی	відділу	None	відділ	N;SG	N;INAN;GEN;MASC;SG
یاس	жасмин	یاس	жасмина	N;SG	N;INAN;NOM;MASC;SG
ارث	спадщина	ارث	спадщина	N;SG	N;INAN;NOM;FEM;SG
ارث	успадкування	ارث	успадкування	N;SG	N;INAN;NOM;NEUT;SG
اعلامیه	плакат	None	плакат	N;SG	N;INAN;NOM;MASC;SG
اعلامیه	постер	None	постер	N;SG	N;INAN;NOM;MASC;SG
تهویه	вентиляція	تهویه	вентиляція	N;SG	N;INAN;NOM;FEM;SG
منشی	секретар	منشی	секретар	N;SG	N;ANIM;NOM;MASC;SG
شنیده	почув	شنید#شنو	почути	V;SG;3;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
شنیده	чув	شنید#شنو	чути	V;SG;3;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
شنیده	почула	شنید#شنو	почути	V;SG;3;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
شنیده	чула	شنید#شنو	чути	V;SG;3;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN
فر	піч	فر	піч	N;SG	N;INAN;NOM;FEM;SG
فر	ярмарок	فر	ярмарка	N;SG	N;INAN;NOM;MASC;SG
ظاهرا	начебто	ظاهراً	начебто	ADV	ADV
ظاهرا	очевидно	ظاهراً	очевидно	ADV	ADV
ظاهرا	мабуть	ظاهراً	мабуть	ADV	ADV
ظاهرا	вочевидь	ظاهراً	вочевидь	ADV	ADV
گشتاور	момент	گشتاور	момент	N;SG	N;INAN;NOM;MASC;SG
گشتاور	мить	گشتاور	мить	N;SG	N;INAN;ACC;FEM;SG
گشتاور	момент	گشتاور	момент	N;SG	N;INAN;NOM;MASC;SG
شانزده	шістнадцять	شانزده	шістнадцять	NUM	NUM;NOM
سلطه	домінування	سلطه	домінування	N;SG	N;INAN;NOM;NEUT;SG
سلطه	авторитет	سلطه	авторитет	N;SG	N;INAN;NOM;MASC;SG
سلطه	правом	سلطه	право	N;SG	N;INAN;INS;MASC;SG
جاذبه	привабливості	جاذبه	привабливість	N;SG	N;INAN;GEN;FEM;SG
جاذبه	атракціон	جاذبه	атракціон	N;SG	N;INAN;NOM;MASC;SG
جاذبه	притягнення	جاذبه	притягнення	N;SG	N;INAN;NOM;NEUT;SG
جاذبه	гравітація	جاذبه	гравітація	N;SG	N;INAN;NOM;FEM;SG
جاذبه	тяжіння	جاذبه	тяжіння	N;SG	N;INAN;NOM;NEUT;SG
مرتفع	підвищеними	None	підвищений	ADJ	ADJ;PFV;INS;PL;V.PTCP;PASS
تراکتورسازی	трактор	None	трактор	N;SG	N;INAN;NOM;MASC;SG
لرد	господь	None	господь	N;SG	N;INAN;NOM;MASC;SG
لرد	господа	None	господа	N;SG	N;ANIM;ACC;MASC;SG
لرد	володар	None	володар	N;SG	N;ANIM;NOM;MASC;SG
تراز	вирівнювання	تراز	вирівнювання	N;SG	N;INAN;NOM;NEUT;SG
تراز	рівень	تراز	рівень	N;SG	N;INAN;NOM;MASC;SG
بک	бак	بک	бак	N;SG	N;INAN;NOM;MASC;SG
واسط	інтерфейс	واسط	інтерфейс	N;SG	N;INAN;NOM;MASC;SG
زیرمجموعه	підмножину	زیرمجموعه	підмножина	N;SG	N;INAN;ACC;FEM;SG
نرمال	звичайна	نرمال	звичайний	ADJ	ADJ;NOM;FEM;SG
نرمال	нормальний	نرمال	нормальний	ADJ	ADJ;NOM;MASC;SG
نرمال	нормальні	نرمال	нормальний	ADJ	ADJ;NOM;PL
نرمال	звичайний	نرمال	звичайний	ADJ	ADJ;NOM;MASC;SG
نرمال	звичайне	نرمال	звичайний	ADJ	ADJ;NOM;NEUT;SG
افسردگی	депресія	افسردگی	депресія	N;SG	N;INAN;NOM;FEM;SG
شیوع	епідемія	شیوع	епідемія	N;SG	N;INAN;NOM;FEM;SG
تطبیق	збіг	None	збігти	N;SG	N;INAN;NOM;MASC;SG
تطبیق	відповідність	None	відповідність	N;SG	N;INAN;NOM;FEM;SG
تطبیق	матч	None	матч	N;SG	N;INAN;NOM;MASC;SG
تطبیق	двобій	None	двобія	N;SG	N;INAN;NOM;MASC;SG
آلومینیوم	алюміній	آلومینیوم	алюмінія	N;SG	N;INAN;NOM;MASC;SG
