anita	anita	anittaa	anita	N;NOM;SG	N;MASC+FEM;SG
esityksiä	optredens	esitys	optredens	N;PRT;PL	N;PL
esityksiä	uitvoeringen	esitys	uitvoering	N;PRT;PL	N;PL
esityksiä	voorstellingen	esitys	voorstelling	N;PRT;PL	N;PL
esityksiä	presentaties	esitys	presentatie	N;PRT;PL	N;PL
pahin	slechtste	paha	slecht	ADJ;NOM;RL;SG	ADJ;RL
pahin	slechtste	paha	slecht	ADJ;NOM;RL;SG	ADJ;RL
pahin	slechtst	paha	slecht	ADJ;NOM;RL;SG	ADJ;RL
pahin	ergste	paha	erg	ADJ;NOM;RL;SG	ADJ;RL
puhkesi	gebarsten	puhketa	barsten	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
puhkesi	barsten	puhketa	barsten	V;IND;SG;3;PST;FIN;ACT	V;NFIN
ultra	ultra	ultra	ultra	N;NOM;SG	N;MASC+FEM;SG
montenegron	montenegro	montenegto	montenegro	N;GEN;SG	N;NEUT;SG
asetus	verordening	asetus	verordening	N;NOM;SG	N;MASC+FEM;SG
asetus	decreet	asetus	decreet	N;NOM;SG	N;NEUT;SG
asetus	regelgeving	asetus	regelgeving	N;NOM;SG	N;MASC+FEM;SG
asetus	regulering	asetus	regulering	N;NOM;SG	N;MASC+FEM;SG
asetus	verordening	asetus	verordening	N;NOM;SG	N;MASC+FEM;SG
voimistelija	turnster	voimistelija	turnster	N;NOM;SG	N;MASC+FEM;SG
suhteellinen	relatief	suhteellinen	relatief	ADJ;NOM;SG	ADJ
suhteellinen	relatieve	suhteellinen	relatief	ADJ;NOM;SG	ADJ
suhteellinen	evenredig	suhteellinen	evenredig	ADJ;NOM;SG	ADJ
suhteellinen	proportioneel	suhteellinen	proportioneel	ADJ;NOM;SG	ADJ
suhteellinen	proportionele	suhteellinen	proportioneel	ADJ;NOM;SG	ADJ
uros	male	uros	maal	N;NOM;SG	N;MASC+FEM;SG
uros	mannetje	uros	mannetje	N;NOM;SG	N;NEUT;SG
täydet	vol	täysi	vol	ADJ;NOM;PL	ADJ
täydet	volledig	täysi	volledig	ADJ;NOM;PL	ADJ
täydet	volledige	täysi	volledig	ADJ;NOM;PL	ADJ
täydet	volle	täysi	vol	ADJ;NOM;PL	ADJ
olosuhteet	omstandigheden	olo#suhteet	omstandigheid	N;NOM;PL	N;PL
olosuhteet	condities	olo#suhteet	conditie	N;NOM;PL	N;PL
olosuhteet	voorwaarden	olo#suhteet	voorwaarde	N;NOM;PL	N;PL
olosuhteet	omstandigheden	olo#suhteet	omstandigheid	N;NOM;PL	N;PL
epäillään	verdacht	epäillä	verdenken	V;IND;PRS;FIN;PASS	V;V.PTCP
epäillään	vermoede	epäillä	vermoeden	V;IND;PRS;FIN;PASS	V;FIN
epäillään	verdacht	epäillä	verdenken	V;IND;PRS;FIN;PASS	V;V.PTCP
epäillään	verdachte	epäillä	verdenken	V;IND;PRS;FIN;PASS	V;V.PTCP
happea	zuurstof	happea	zuurstof	N;PRT;SG	N;MASC+FEM;SG
happea	zuurstofgehalte	happea	zuurstofgehalte	N;PRT;SG	N;NEUT;SG
olennainen	integraal	olennainen	integraal	ADJ;NOM;SG	ADJ
olennainen	essentiële	olennainen	essentiel	ADJ;NOM;SG	ADJ
olennainen	onmisbaar	olennainen	onmisbaar	ADJ;NOM;SG	ADJ
olennainen	essentieel	olennainen	essentieel	ADJ;NOM;SG	ADJ
sijoitti	geïnvesteerd	sijoittaa	investeren	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
sijoitti	geïnvesteerde	sijoittaa	investeren	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
sijoitti	investeerde	sijoittaa	investeren	V;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
sijoitti	belegd	sijoittaa	beleggen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
tehtävien	taken	tehtävä	taak	N;GEN;PL	N;PL
nähtävyydet	attracties	nähtävyys	attractie	N;NOM;PL	N;PL
nähtävyydet	bezienswaardigheden	nähtävyys	bezienswaardigheid	N;NOM;PL	N;PL
lentävä	vliegend	lentää	vliegen	V;NOM;SG;V.PTCP;ACT	V;V.PTCP
lentävä	vliegen	lentää	vliegen	V;NOM;SG;V.PTCP;ACT	V;NFIN
häviää	verliezen	hävitä	verliezen	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
häviää	verliest	hävitä	verliezen	V;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
häviää	verliezen	hävitä	verliezen	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
liiketoiminnan	bedrijf	liike#toiminta	bedrijf	N;GEN;SG	N;NEUT;SG
kalevala	kalevala	kalevala	kalevala	N;NOM;SG	N;MASC+FEM;SG
css	css	css	css	N;NOM;SG	N;MASC+FEM;SG
kysyi	gevraagd	kysyä	vraag	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
swan	swan	swan	swan	N;NOM;SG	N;MASC+FEM;SG
swan	zwaan	swan	zwaan	N;NOM;SG	N;MASC+FEM;SG
yksityiskohtia	details	yksityis#kohta	detail	N;PRT;PL	N;PL
yksityiskohtia	bijzonderheden	yksityis#kohta	bijzonderheid	N;PRT;PL	N;PL
kulmassa	corner	kulma	corner	N;IN+ESS;SG	N;MASC+FEM;SG
kulmassa	hoekje	kulma	hoek	N;IN+ESS;SG	N;NEUT;SG
kulmassa	hoek	kulma	hoek	N;IN+ESS;SG	N;MASC+FEM;SG
komisario	inspecteur	komisario	inspecteur	N;NOM;SG	N;MASC+FEM;SG
isabella	isabella	isabella	isabella	N;NOM;SG	N;MASC+FEM;SG
svensk	svensk	svensk	svensk	N;NOM;SG	N;MASC+FEM;SG
jaarli	earl	jaarli	earl	N;NOM;SG	N;MASC+FEM;SG
jaarli	graaf	jaarli	graaf	N;NOM;SG	N;MASC+FEM;SG
jaarli	jarl	jaarli	jarl	N;NOM;SG	N;MASC+FEM;SG
sevilla	sevilla	sevilla	sevilla	N;NOM;SG	N;MASC+FEM;SG
todellakin	inderdaad	todella	inderdaad	ADV	ADV
tupla	tweepersoons	tupla	tweepersoons	N;NOM;SG	N;MASC+FEM;SG
tupla	double	tupla	double	N;NOM;SG	N;MASC+FEM;SG
unelma	droom	unelma	droom	N;NOM;SG	N;MASC+FEM;SG
unelma	dream	unelma	dream	N;NOM;SG	N;MASC+FEM;SG
oven	deur	ovi	deur	N;GEN;SG	N;MASC+FEM;SG
filmi	film	filmi	film	N;NOM;SG	N;MASC+FEM;SG
lääke	geneeskunde	lääke	geneeskunde	N;NOM;SG	N;MASC+FEM;SG
lääke	geneesmiddel	lääke	geneesmiddel	N;NOM;SG	N;NEUT;SG
lääke	drug	lääke	drug	N;NOM;SG	N;MASC+FEM;SG
kaasu	gas	kaasu	gas	N;NOM;SG	N;NEUT;SG
bristol	bristol	bristol	bristol	N;NOM;SG	N;MASC+FEM;SG
lassi	lassi	lassi	lassi	N;NOM;SG	N;MASC+FEM;SG
lassi	calvin	lassi	calvin	N;NOM;SG	N;MASC+FEM;SG
sillanpää	bruggenhoofd	sillan#pää	bruggenhoofd	N;NOM;SG	N;NEUT;SG
keskusteluissa	discussies	keskustelu	discussie	N;IN+ESS;PL	N;PL
keskusteluissa	besprekingen	keskustelu	bespreking	N;IN+ESS;PL	N;PL
keskusteluissa	discussies	keskustelu	discussie	N;IN+ESS;PL	N;PL
keskusteluissa	debatten	keskustelu	debat	N;IN+ESS;PL	N;PL
julistaa	verklaren	julistaa	verklaren	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
julistaa	verklaart	julistaa	verklaren	V;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
julistaa	uitroepen	julistaa	uitroepen	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
julistaa	verklaar	julistaa	verklaar	V;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
julistaa	verklaren	julistaa	verklaren	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
laivoja	schepen	laiva	schip	N;PRT;PL	N;PL
huolto	onderhoud	huolto	onderhoud	N;NOM;SG	N;NEUT;SG
kommunistit	communisten	kommunisti	communist	N;NOM;PL	N;PL
mailin	mijl	maili	mijl	N;GEN;SG	N;MASC+FEM;SG
mailin	mile	maili	mile	N;GEN;SG	N;MASC+FEM;SG
tenori	tenor	tenori	tenor	N;NOM;SG	N;MASC+FEM;SG
lippua	vlag	lippu	vlag	N;PRT;SG	N;MASC+FEM;SG
vuotuinen	jaarlijks	vuotuinen	jaarlijks	ADJ;NOM;SG	ADJ
marilyn	marilyn	marily	marilyn	N;NOM;SG	N;MASC+FEM;SG
ratsuväen	cavalerie	ratsu#väki	cavalerie	N;GEN;SG	N;MASC+FEM;SG
järjestäjä	sponsor	järjestäjä	sponsor	N;NOM;SG	N;MASC+FEM;SG
järjestäjä	organisator	järjestäjä	organisator	N;NOM;SG	N;MASC+FEM;SG
järjestäjä	organisator	järjestäjä	organisator	N;NOM;SG	N;MASC+FEM;SG
järjestäjä	gastheer	järjestäjä	gastheer	N;NOM;SG	N;MASC+FEM;SG
järjestäjä	host	järjestäjä	host	N;NOM;SG	N;MASC+FEM;SG
järjestäjä	organisator	järjestäjä	organisator	N;NOM;SG	N;MASC+FEM;SG
täytti	gevuld	täyttää	vullen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
täytti	opgevuld	täyttää	opvullen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
täytti	ingevuld	täyttää	invullen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
irwin	irwin	irwin	irwin	N;NOM;SG	N;MASC+FEM;SG
opiskelee	studeren	opiskella	studeren	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
portin	gate	portti	gaan	N;GEN;SG	N;MASC+FEM;SG
portin	poort	portti	poort	N;GEN;SG	N;MASC+FEM;SG
portin	hek	portti	hek	N;GEN;SG	N;NEUT;SG
säteily	straling	säteily	straling	N;NOM;SG	N;MASC+FEM;SG
säteily	bestraling	säteily	bestraling	N;NOM;SG	N;MASC+FEM;SG
hyödyllinen	bruikbaar	hyödyllinen	bruikbaar	ADJ;NOM;SG	ADJ
hyödyllinen	nuttig	hyödyllinen	nuttig	ADJ;NOM;SG	ADJ
hyödyllinen	behulpzaam	hyödyllinen	behulpzaam	ADJ;NOM;SG	ADJ
kiista	polemiek	kiista	polemiek	N;NOM;SG	N;MASC+FEM;SG
kiista	geschil	kiista	geschil	N;NOM;SG	N;NEUT;SG
päiväkirja	tijdschrift	päivä#kirja	tijdschrift	N;NOM;SG	N;NEUT;SG
päiväkirja	dagboek	päivä#kirja	dagboek	N;NOM;SG	N;NEUT;SG
päiväkirja	dagboek	päivä#kirja	dagboek	N;NOM;SG	N;NEUT;SG
reinhold	reinhold	reinhold	reinhold	N;NOM;SG	N;MASC+FEM;SG
irc	irc	irc	irc	N;NOM;SG	N;MASC+FEM;SG
operaattori	operator	operaattori	operator	N;NOM;SG	N;MASC+FEM;SG
operaattori	exploitant	operaattori	exploitant	N;NOM;SG	N;MASC+FEM;SG
operaattori	telefoniste	operaattori	telefonist	N;NOM;SG	N;MASC+FEM;SG
operaattori	drager	operaattori	drager	N;NOM;SG	N;MASC+FEM;SG
operaattori	carrier	operaattori	carrier	N;NOM;SG	N;MASC+FEM;SG
systeemi	systeem	systeemi	systeem	N;NOM;SG	N;NEUT;SG
systeemi	stelsel	systeemi	stelsel	N;NOM;SG	N;NEUT;SG
oikeudenkäynti	beproeving	oikeuden#käynti	beproeving	N;NOM;SG	N;MASC+FEM;SG
oikeudenkäynti	proces	oikeuden#käynti	proces	N;NOM;SG	N;NEUT;SG
oikeudenkäynti	rechtzaak	oikeuden#käynti	rechtzaak	N;NOM;SG	N;MASC+FEM;SG
oikeudenkäynti	rechtszaak	oikeuden#käynti	rechtszaak	N;NOM;SG	N;MASC+FEM;SG
oikeudenkäynti	proef	oikeuden#käynti	proef	N;NOM;SG	N;MASC+FEM;SG
indonesia	indonesië	indonen	indonesië	N;NOM;SG	N;MASC+FEM;SG
indie	indie	indi	indie	N;NOM;SG	N;MASC+FEM;SG
lyö	geraakt	lyödä	raken	V;IMP;SG;2;FIN;ACT	V;V.PTCP
kouluja	scholen	koulu	school	N;PRT;PL	N;PL
säännöllinen	regelmatige	säännöllinen	regelmatig	ADJ;NOM;SG	ADJ
säännöllinen	regulier	säännöllinen	regulier	ADJ;NOM;SG	ADJ
säännöllinen	reguliere	säännöllinen	regulier	ADJ;NOM;SG	ADJ
säännöllinen	regelmatig	säännöllinen	regelmatig	ADJ;NOM;SG	ADJ
eugen	eugen	eugi	eugen	N;NOM;SG	N;MASC+FEM;SG
montgomery	montgomery	montgomery	montgomery	N;NOM;SG	N;MASC+FEM;SG
tonavan	donau	tonava	donau	N;GEN;SG	N;MASC+FEM;SG
tietotekniikan	informatica	tieto#tekniikka	informatica	N;GEN;SG	N;MASC+FEM;SG
saavutuksia	prestaties	saavutus	prestatie	N;PRT;PL	N;PL
saavutuksia	verwezenlijkingen	saavutus	verwezenlijking	N;PRT;PL	N;PL
saavutuksia	prestaties	saavutus	prestatie	N;PRT;PL	N;PL
vastuun	verantwoordelijkheid	vastuu	verantwoordelijkheid	N;GEN;SG	N;MASC+FEM;SG
koskela	koskela	koskela	koskela	N;NOM;SG	N;MASC+FEM;SG
osoitettu	toegewezen	osoittaa	toewijzen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
osoitettu	toegesproken	osoittaa	toespreken	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
osoitettu	geadresseerd	osoittaa	dresseren	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
osoitettu	toegewezen	osoittaa	toewijzen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
osoitettu	bewezen	osoittaa	bewijzen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
osoitettu	aangetoonde	osoittaa	aantonen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
osoitettu	aangetoond	osoittaa	aantonen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
osoitettu	gedemonstreerd	osoittaa	demonstreren	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
reinin	rijn	reini	rijn	N;GEN;SG	N;MASC+FEM;SG
puut	bomen	puu	boom	N;NOM;PL	N;PL
troijan	trojan	troija	trojan	N;GEN;SG	N;MASC+FEM;SG
troijan	troy	troija	troy	N;GEN;SG	N;MASC+FEM;SG
troijan	troje	troija	troje	N;GEN;SG	N;MASC+FEM;SG
simpsonit	simpsons	simpsoni	simpson	N;NOM;PL	N;PL
intro	intro	intro	intro	N;NOM;SG	N;MASC+FEM;SG
hevosia	paarden	hevonen	paard	N;PRT;PL	N;PL
maailmanlaajuinen	worldwide	maailman#laajuinen	worldwide	ADJ;NOM;SG	ADJ
maailmanlaajuinen	wereldwijde	maailman#laajuinen	wereldwijde	ADJ;NOM;SG	ADJ
maailmanlaajuinen	wereldwijd	maailman#laajuinen	wereldwijd	ADJ;NOM;SG	ADJ
maailmanlaajuinen	mondiale	maailman#laajuinen	mondiaal	ADJ;NOM;SG	ADJ
maailmanlaajuinen	globaal	maailman#laajuinen	globaal	ADJ;NOM;SG	ADJ
maailmanlaajuinen	wereldwijd	maailman#laajuinen	wereldwijd	ADJ;NOM;SG	ADJ
tuho	verwoesting	tuho	verwoesting	N;NOM;SG	N;MASC+FEM;SG
tuho	vernietiging	tuho	vernietiging	N;NOM;SG	N;MASC+FEM;SG
tuho	ravage	tuho	ravage	N;NOM;SG	N;MASC+FEM;SG
tuho	catastrofe	tuho	catastrofe	N;NOM;SG	N;MASC+FEM;SG
tuho	ramp	tuho	ramp	N;NOM;SG	N;MASC+FEM;SG
tuho	rampspoed	tuho	rampspoed	N;NOM;SG	N;MASC+FEM;SG
tuho	verwoesting	tuho	verwoesting	N;NOM;SG	N;MASC+FEM;SG
tuho	vernietiging	tuho	vernietiging	N;NOM;SG	N;MASC+FEM;SG
tuho	destructie	tuho	destructie	N;NOM;SG	N;MASC+FEM;SG
tuho	vernieling	tuho	vernieling	N;NOM;SG	N;MASC+FEM;SG
lukuja	figuren	luku	figuur	N;PRT;PL	N;PL
lukuja	cijfers	luku	cijfer	N;PRT;PL	N;PL
reaktion	reactie	reaktio	reactie	N;GEN;SG	N;MASC+FEM;SG
poikia	boys	poika	boys	N;PRT;PL	N;PL
poikia	jongens	poika	jongens	N;PRT;PL	N;PL
poikia	zoons	poika	zoon	N;PRT;PL	N;PL
poikia	zonen	poika	zone	N;PRT;PL	N;PL
moottoritie	autosnelweg	moottori#tie	autosnelweg	N;NOM;SG	N;MASC+FEM;SG
moottoritie	snelweg	moottori#tie	snelweg	N;NOM;SG	N;MASC+FEM;SG
moottoritie	autoweg	moottori#tie	autoweg	N;NOM;SG	N;MASC+FEM;SG
moottoritie	snelweg	moottori#tie	snelweg	N;NOM;SG	N;MASC+FEM;SG
luottaa	vertrouw	luottaa	vertrouwen	V;IND;SG;PRS;FIN;ACT	V;SG;PRS;FIN
rangaistus	penalty	rangaistus	penalty	N;NOM;SG	N;MASC+FEM;SG
rangaistus	straf	rangaistus	straf	N;NOM;SG	N;MASC+FEM;SG
rangaistus	sanctie	rangaistus	sanctie	N;NOM;SG	N;MASC+FEM;SG
rangaistus	bestraffing	rangaistus	bestraffing	N;NOM;SG	N;MASC+FEM;SG
rangaistus	straf	rangaistus	straf	N;NOM;SG	N;MASC+FEM;SG
hinnan	prijs	hinta	prijs	N;GEN;SG	N;MASC+FEM;SG
mitsubishi	mitsubishi	mitsubishi	mitsubishi	N;NOM;SG	N;MASC+FEM;SG
wallin	wallin	wall	wallin	N;NOM;SG	N;MASC+FEM;SG
kriisi	crisis	kriisi	crisis	N;NOM;SG	N;MASC+FEM;SG
suhtautuminen	attitude	suhtautuminen	attitude	N;NOM;SG	N;MASC+FEM;SG
suhtautuminen	houding	suhtautuminen	houding	N;NOM;SG	N;MASC+FEM;SG
ehdot	omstandigheden	ehto	omstandigheid	N;NOM;PL	N;PL
ehdot	condities	ehto	conditie	N;NOM;PL	N;PL
ehdot	voorwaarden	ehto	voorwaarde	N;NOM;PL	N;PL
ehdot	termen	ehto	term	N;NOM;PL	N;PL
ehdot	voorwaarden	ehto	voorwaarde	N;NOM;PL	N;PL
outo	raar	outo	raar	ADJ;NOM;SG	ADJ
outo	vreemd	outo	vreemd	ADJ;NOM;SG	ADJ
outo	raar	outo	raar	ADJ;NOM;SG	ADJ
outo	vreemd	outo	vreemd	ADJ;NOM;SG	ADJ
outo	vreemde	outo	vreemd	ADJ;NOM;SG	ADJ
outo	oneven	outo	oneven	ADJ;NOM;SG	ADJ
outo	vreemd	outo	vreemd	ADJ;NOM;SG	ADJ
aloitetaan	beginnend	aloittaa	beginnen	V;IND;PRS;FIN;PASS	V;V.PTCP
räjähti	explodeerde	räjähtää	exploderen	V;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
räjähti	ontplofte	räjähtää	ontploffen	V;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
tori	tori	tori	tori	N;NOM;SG	N;MASC+FEM;SG
varastaa	stelen	varastaa	stelen	V;IND;SG;PRS;FIN;ACT	V;NFIN
varastaa	steelt	varastaa	stelen	V;IND;SG;PRS;FIN;ACT	V;SG;PRS;FIN
varastaa	stelen	varastaa	stelen	V;IND;SG;PRS;FIN;ACT	V;NFIN
yliopistot	universiteiten	yli#opisto	universiteit	N;NOM;PL	N;PL
kongressi	congres	kongressi	congres	N;NOM;SG	N;NEUT;SG
klaanin	clan	klaani	clan	N;GEN;SG	N;MASC+FEM;SG
putken	tube	putki	tube	N;GEN;SG	N;MASC+FEM;SG
putken	buis	putki	buis	N;GEN;SG	N;MASC+FEM;SG
putken	pijpleiding	putki	pijpleiding	N;GEN;SG	N;MASC+FEM;SG
putken	pijplijn	putki	pijplijn	N;GEN;SG	N;MASC+FEM;SG
andersonin	anderson	anderson	anderson	N;GEN;SG	N;MASC+FEM;SG
luotain	sonar	luotain	sonar	N;NOM;SG	N;MASC+FEM;SG
luotain	sonde	luotain	sonde	N;NOM;SG	N;MASC+FEM;SG
target	doel	tarki	doel	N;NOM;SG	N;NEUT;SG
target	doelwit	tarki	doelwit	N;NOM;SG	N;NEUT;SG
kohtaus	scène	kohtaus	scène	N;NOM;SG	N;MASC+FEM;SG
kohtaus	scene	kohtaus	scene	N;NOM;SG	N;MASC+FEM;SG
kohtaus	inbeslagneming	kohtaus	inbeslagneming	N;NOM;SG	N;MASC+FEM;SG
kohtaus	inbeslagname	kohtaus	inbeslagname	N;NOM;SG	N;MASC+FEM;SG
maasto	terrein	maasto	terrein	N;NOM;SG	N;NEUT;SG
esitykset	prestaties	esitys	prestatie	N;NOM;PL	N;PL
esitykset	optredens	esitys	optredens	N;NOM;PL	N;PL
esitykset	uitvoeringen	esitys	uitvoering	N;NOM;PL	N;PL
esitykset	voorstellingen	esitys	voorstelling	N;NOM;PL	N;PL
esitykset	presentaties	esitys	presentatie	N;NOM;PL	N;PL
esitykset	moties	esitys	motie	N;NOM;PL	N;PL
ytimen	kernel	ydin	kernel	N;GEN;SG	N;MASC+FEM;SG
ytimen	kern	ydin	kern	N;GEN;SG	N;MASC+FEM;SG
ytimen	core	ydin	core	N;GEN;SG	N;MASC+FEM;SG
jääkiekkoa	ijshockey	jää#kiekko	ijshockey	N;PRT;SG	N;NEUT;SG
jääkiekkoa	hockey	jää#kiekko	hockey	N;PRT;SG	N;MASC+FEM;SG
uskontojen	religies	uskonto	religie	N;GEN;PL	N;PL
ajoneuvon	voertuig	ajo#neuvo	voertuig	N;GEN;SG	N;NEUT;SG
huhtikuu	apr	huhtikuu	apr	N;NOM;SG	N;MASC+FEM;SG
metsästäjä	hunter	metsästäjä	hunter	N;NOM;SG	N;MASC+FEM;SG
metsästäjä	jager	metsästäjä	jager	N;NOM;SG	N;MASC+FEM;SG
theodore	theodore	theodore	theodore	N;NOM;SG	N;MASC+FEM;SG
kameran	camera	kamera	camera	N;GEN;SG	N;MASC+FEM;SG
kameran	fototoestel	kamera	fototoestel	N;GEN;SG	N;NEUT;SG
alhainen	laag	alhainen	laag	ADJ;NOM;SG	ADJ
alhainen	lage	alhainen	laag	ADJ;NOM;SG	ADJ
rautaa	strijkijzer	rauta	strijkijzer	N;PRT;SG	N;NEUT;SG
rautaa	ijzer	rauta	ijzer	N;PRT;SG	N;NEUT;SG
lähetetty	verzonden	lähettää	verzinden	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
lähetetty	verstuurd	lähettää	versturen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
lähetetty	verzonden	lähettää	verzinden	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
lähetetty	gestuurd	lähettää	sturen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
lähetetty	gepost	lähettää	posten	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
lähetetty	geplaatste	lähettää	plaatsen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
lähetetty	geplaatst	lähettää	plaatsen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
georgiassa	georgia	georgia	georgia	N;IN+ESS;SG	N;NEUT;SG
toimet	activiteiten	toimi	activiteit	N;NOM;PL	N;PL
toimet	acties	toimi	actie	N;NOM;PL	N;PL
apostoli	boodschapper	apostoli	boodschapper	N;NOM;SG	N;MASC+FEM;SG
apostoli	apostel	apostoli	apostel	N;NOM;SG	N;MASC+FEM;SG
apostoli	gezant	apostoli	gezant	N;NOM;SG	N;MASC+FEM;SG
uskollinen	trouwe	uskollinen	trouw	ADJ;NOM;SG	ADJ
uskollinen	loyaal	uskollinen	loyaal	ADJ;NOM;SG	ADJ
uskollinen	trouw	uskollinen	trouw	ADJ;NOM;SG	ADJ
uskollinen	loyale	uskollinen	loyaal	ADJ;NOM;SG	ADJ
uskollinen	trouwe	uskollinen	trouw	ADJ;NOM;SG	ADJ
uskollinen	trouw	uskollinen	trouw	ADJ;NOM;SG	ADJ
shakespeare	shakespeare	shakespearet#	shakespeaar	N;NOM;SG	N;MASC+FEM;SG
richardson	richardson	richardson	richardson	N;NOM;SG	N;MASC+FEM;SG
serbien	serviërs	serbi	serviër	N;GEN;PL	N;PL
serbien	serven	serbi	serven	N;GEN;PL	N;PL
oppinut	geleerd	oppia	leren	V;NOM;SG;V.PTCP;ACT	V;V.PTCP
oppinut	leerde	oppia	leren	V;NOM;SG;V.PTCP;ACT	V;SG;PST;FIN
kriittinen	kritische	kriittinen	kritisch	ADJ;NOM;SG	ADJ
kriittinen	kritisch	kriittinen	kritisch	ADJ;NOM;SG	ADJ
mississippi	mississippi	missi#ssippi	mississippi	N;NOM;SG	N;MASC+FEM;SG
linnaan	kasteel	linnaan	kasteel	N;IN+ALL;SG	N;NEUT;SG
intialaiset	indianen	intialainen	indiaan	N;NOM;PL	N;PL
intialaiset	indiërs	intialainen	indiër	N;NOM;PL	N;PL
heimot	stammen	heimo	stam	N;NOM;PL	N;PL
aikuinen	volwassen	aikuinen	volwassen	ADJ;NOM;SG	ADJ
aikuinen	volwassenen	aikuinen	volwassenen	ADJ;NOM;SG	ADJ
aikuinen	volwassene	aikuinen	volwassene	ADJ;NOM;SG	ADJ
birmingham	birmingham	birmingham	birmingham	N;NOM;SG	N;NEUT;SG
keskusteluja	chats	keskustelu	chat	N;PRT;PL	N;PL
keskusteluja	discussies	keskustelu	discussie	N;PRT;PL	N;PL
keskusteluja	debatten	keskustelu	debat	N;PRT;PL	N;PL
keskusteluja	gesprekken	keskustelu	gesprek	N;PRT;PL	N;PL
keskusteluja	conversaties	keskustelu	conversatie	N;PRT;PL	N;PL
keskusteluja	discussies	keskustelu	discussie	N;PRT;PL	N;PL
keskusteluja	besprekingen	keskustelu	bespreking	N;PRT;PL	N;PL
laita	zet	laittaa	zetten	V;IMP;SG;2;FIN;ACT	V;SG;PRS;FIN
murhasi	vermoord	murhata	vermoorden	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
murhasi	vermoorde	murhata	vermoorden	V;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
hampaat	tanden	hammas	tand	N;NOM;PL	N;PL
hampaat	tandjes	hammas	tand	N;NOM;PL	N;PL
todennäköisyys	waarschijnlijkheid	toden#näköisyys	waarschijnlijkheid	N;NOM;SG	N;MASC+FEM;SG
todennäköisyys	waarschijnlijkheid	toden#näköisyys	waarschijnlijkheid	N;NOM;SG	N;MASC+FEM;SG
sidney	sidney	sidney	sidney	N;NOM;SG	N;MASC+FEM;SG
kuvattuna	gefotografeerd	kuvata	fotograferen	V;FRML;SG;V.PTCP;PASS	V;V.PTCP
bonsai	bonsai	bonsai	bonsai	N;NOM;SG	N;MASC+FEM;SG
salin	sportschool	sali	sportschool	N;GEN;SG	N;MASC+FEM;SG
salin	sal	sali	sal	N;GEN;SG	N;MASC+FEM;SG
huone	kamer	huone	kamer	N;NOM;SG	N;MASC+FEM;SG
suoritettu	voltooid	suorittaa	voltooien	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
suoritettu	voltooide	suorittaa	voltooien	V;NOM;SG;V.PTCP;PASS	V;SG;PST;FIN
suoritettu	afgerond	suorittaa	afronden	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
suoritettu	ingevuld	suorittaa	invullen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
suoritettu	behaald	suorittaa	behalen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
suoritettu	volbracht	suorittaa	volbrengen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
sunnuntaina	sunday	sunnuntai	sunday	N;FRML;SG	N;MASC+FEM;SG
graafinen	grafisch	graafinen	grafisch	ADJ;NOM;SG	ADJ
