que	че	que	че	CONJ	CONJ
alimentación	хранене	alimentación	хранене	N;FEM;SG	N;INDF;NEUT;SG
navidad	рождество	navidad	рождество	N;FEM;SG	N;INDF;NEUT;SG
navidad	коледа	navidad	коледа	N;FEM;SG	N;INDF;FEM;SG
aprobación	осиновяването	aprobación	осиновяване	N;FEM;SG	N;DEF;NEUT;SG
aprobación	приемане	aprobación	приемане	N;FEM;SG	N;INDF;NEUT;SG
aprobación	осиновяване	aprobación	осиновяване	N;FEM;SG	N;INDF;NEUT;SG
aprobación	одобрение	aprobación	одобрение	N;FEM;SG	N;INDF;NEUT;SG
aprobación	одобряване	aprobación	одобряване	N;FEM;SG	N;INDF;NEUT;SG
intelectual	интелектуална	intelectual	интелектуален	ADJ;SG	ADJ;INDF;FEM;SG
traslado	трансфер	traslado	трансфер	N;MASC;SG	N;INDF;MASC;SG
traslado	преместване	traslado	преместване	N;MASC;SG	N;INDF;NEUT;SG
traslado	прехвърляне	traslado	прехвърляне	N;MASC;SG	N;INDF;NEUT;SG
navegación	плаване	navegación	плаване	N;FEM;SG	N;INDF;NEUT;SG
navegación	навигация	navegación	навигация	N;FEM;SG	N;INDF;FEM;SG
navegación	разглеждане	navegación	разглеждане	N;FEM;SG	N;INDF;NEUT;SG
navegación	навигация	navegación	навигация	N;FEM;SG	N;INDF;FEM;SG
pertenecen	принадлежат	pertenecer	принадлежа	V;IND;PL;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
desaparición	изчезване	desaparición	изчезване	N;FEM;SG	N;INDF;NEUT;SG
desaparición	изчезване	desaparición	изчезване	N;FEM;SG	N;INDF;NEUT;SG
cuentas	мъниста	cuenta	мъниста	N;FEM;PL	N;INDF;NEUT;PL
cuentas	отчети	cuenta	отчета-(се)	N;FEM;PL	N;INDF;MASC;PL
cuentas	сметки	cuenta	сметка	N;FEM;PL	N;INDF;FEM;PL
cuentas	акаунти	cuenta	акаунт	N;FEM;PL	N;INDF;MASC;PL
desaparecidos	липсващи	desaparecido	липсвам	ADJ;MASC;PL;V.PTCP	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
lluvia	рейн	lluvia	рейн	N;FEM;SG	N;INDF;MASC;SG
lluvia	дъжд	lluvia	дъжд	N;FEM;SG	N;INDF;MASC;SG
interno	вътрешна	interno	вътрешен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
interno	вътрешен	interno	вътрешен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
tradiciones	традиции	tradición	традиция	N;FEM;PL	N;INDF;FEM;PL
tradiciones	традициите	tradición	традиция	N;FEM;PL	N;DEF;FEM;PL
tradiciones	традиции	tradición	традиция	N;FEM;PL	N;INDF;FEM;PL
académicos	учени	académico	учен	N;MASC;PL	N;INDF;MASC;PL
industriales	индустриални	industrial	индустриален	ADJ;PL	ADJ;INDF;PL
industriales	промишлени	industrial	промишлен	ADJ;PL	ADJ;INDF;PL
dispositivos	устройствата	dispositivo	устройство	N;MASC;PL	N;DEF;NEUT;PL
dispositivos	устройства	dispositivo	устройство	N;MASC;PL	N;INDF;NEUT;PL
marcador	отметка	marcador	отметка	N;MASC;SG	N;INDF;FEM;SG
marcador	маркер	marcador	маркер	N;MASC;SG	N;INDF;MASC;SG
crucero	крайцер	crucero	крайцер	N;MASC;SG	N;INDF;MASC;SG
crucero	круиз	crucero	круиз	N;MASC;SG	N;INDF;MASC;SG
apariciones	привидения	aparición	привидя	N;FEM;PL	N;INDF;NEUT;PL
apariciones	изяви	aparición	изява	N;FEM;PL	N;INDF;FEM;PL
pesos	тежести	peso	тежест	N;MASC;PL	N;INDF;FEM;PL
ocupar	заемат	ocupar	заема-(се)	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
videos	видеоклипове	video	видеоклип	N;MASC;PL	N;INDF;MASC;PL
videos	клипове	video	клип	N;MASC;PL	N;INDF;MASC;PL
directora	директорът	directora	директор	N;FEM;SG	N;DEF;MASC;SG
directora	режисьор	directora	режисьор	N;FEM;SG	N;INDF;MASC;SG
directora	директор	directora	директор	N;FEM;SG	N;INDF;MASC;SG
directora	директорката	directora	директорка	N;FEM;SG	N;DEF;FEM;SG
directora	директорка	directora	директорка	N;FEM;SG	N;INDF;FEM;SG
road	пътят	road	път	N;MASC	N;DEF;MASC;SG
road	път	road	път	N;MASC	N;INDF;MASC;SG
road	road	road	road	N;MASC	N;INDF;MASC;SG
road	пътя	road	път	N;MASC	N;DEF;MASC;SG
coste	разход	coste	разход	N;MASC;SG	N;INDF;MASC;SG
coste	цена	coste	цена	N;MASC;SG	N;INDF;FEM;SG
polo	поло	polo	поло	N;MASC;SG	N;INDF;NEUT;SG
polo	прът	polo	прът	N;MASC;SG	N;INDF;MASC;SG
polo	стълб	polo	стълб	N;MASC;SG	N;INDF;MASC;SG
polo	полюс	polo	полюс	N;MASC;SG	N;INDF;MASC;SG
polo	поляк	polo	поляк	N;MASC;SG	N;INDF;MASC;SG
polo	пилон	polo	пилон	N;MASC;SG	N;INDF;MASC;SG
medias	чорапите	medias	чорап	N;FEM;PL	N;DEF;MASC;PL
medias	чорапи	medias	чорап	N;FEM;PL	N;INDF;MASC;PL
medias	чорапите	medias	чорап	N;FEM;PL	N;DEF;MASC;PL
medias	чорапи	medias	чорап	N;FEM;PL	N;INDF;MASC;PL
proteínas	протеини	proteína	протея	N;FEM;PL	N;INDF;MASC;PL
proteínas	протеини	proteína	протея	N;FEM;PL	N;INDF;MASC;PL
proteínas	протеините	proteína	протеин	N;FEM;PL	N;DEF;MASC;PL
eurovisión	евровизия	eurovisión	евровизия	N;FEM;SG	N;INDF;FEM;SG
fundadores	основатели	fundador	основател	N;MASC;PL	N;INDF;MASC;PL
fundadores	основателите	fundador	основател	N;MASC;PL	N;DEF;MASC;PL
maya	мая	maya	мая	N;FEM;SG	N;INDF;FEM;SG
coruña	коруня	coruña	коруня	N;FEM;SG	N;INDF;FEM;SG
depresión	депресия	depresión	депресия	N;FEM;SG	N;INDF;FEM;SG
clientes	клиенти	cliente	клиент	N;PL	N;INDF;MASC;PL
clientes	клиенти	cliente	клиент	N;PL	N;INDF;MASC;PL
clientes	клиентите	cliente	клиент	N;PL	N;DEF;MASC;PL
clientes	клиенти	cliente	клиент	N;PL	N;INDF;MASC;PL
barra	бар	barra	бар	N;FEM;SG	N;INDF;MASC;SG
barra	барът	barra	бар	N;FEM;SG	N;DEF;MASC;SG
destruir	унищожи	destruir	унищожа	V;NFIN	V;PFV;IMP;SG;2;FIN
mente	ума	mente	ум	N;FEM;SG	N;DEF;MASC;SG
mente	ум	mente	ум	N;FEM;SG	N;INDF;MASC;SG
relatos	истории	relato	история	N;MASC;PL	N;INDF;FEM;PL
relatos	разкази	relato	разказ	N;MASC;PL	N;INDF;MASC;PL
relatos	истории	relato	история	N;MASC;PL	N;INDF;FEM;PL
relatos	приказки	relato	приказка	N;MASC;PL	N;INDF;FEM;PL
relatos	разкази	relato	разказ	N;MASC;PL	N;INDF;MASC;PL
relatos	отчети	relato	отчета-(се)	N;MASC;PL	N;INDF;MASC;PL
relatos	сметки	relato	сметка	N;MASC;PL	N;INDF;FEM;PL
relatos	акаунти	relato	акаунт	N;MASC;PL	N;INDF;MASC;PL
sesión	заседание	sesión	заседание	N;FEM;SG	N;INDF;NEUT;SG
sesión	сесия	sesión	сесия	N;FEM;SG	N;INDF;FEM;SG
sesión	сесията	sesión	сесия	N;FEM;SG	N;DEF;FEM;SG
sesión	сеанс	sesión	сеанс	N;FEM;SG	N;INDF;MASC;SG
tribus	племена	tribu	племя	N;FEM;PL	N;INDF;NEUT;PL
tribus	племената	tribu	племя	N;FEM;PL	N;DEF;NEUT;PL
siglas	съкращения	sigla	съкращение	N;FEM;PL	N;INDF;NEUT;PL
teclados	клавиатури	teclado	клавиатура	N;MASC;PL	N;INDF;FEM;PL
union	профсъюз	union	профсъюз	N;SG	N;INDF;MASC;SG
union	съюз	union	съюз	N;SG	N;INDF;MASC;SG
union	съюза	union	съюз	N;SG	N;DEF;MASC;SG
union	юниън	union	юниън	N;SG	N;INDF;MASC;SG
meridional	южна	meridional	южен	ADJ;SG	ADJ;INDF;FEM;SG
invitados	гостите	invitado	гост	N;MASC;PL	N;DEF;MASC;PL
invitados	гости	invitado	гост	N;MASC;PL	N;INDF;MASC;PL
carbono	въглероден	carbono	въглероден	N;MASC;SG	N;INDF;MASC;SG
carbono	въглерод	carbono	въглерод	N;MASC;SG	N;INDF;MASC;SG
johnny	джони	johnny	джони	N;SG	N;INDF;MASC;SG
wild	дивак	wild	дивак	N	N;INDF;MASC;SG
wild	диви	wild	дивя-(се)	N	N;INDF;FEM;PL
wild	дива	wild	дивам-(се)	N	N;INDF;FEM;SG
wild	див	wild	див	N	N;INDF;MASC;SG
plazas	места	plaza	място	N;FEM;PL	N;INDF;NEUT;PL
plazas	квадрати	plaza	квадрат	N;FEM;PL	N;INDF;MASC;PL
leonardo	леонардо	leonardo	леонардо	N;MASC;SG	N;INDF;MASC;SG
prefectura	префектура	prefectura	префектура	N;FEM;SG	N;INDF;FEM;SG
específicamente	специално	específicamente	специално	ADV	ADV
occidentales	западни	occidental	западен	ADJ;PL	ADJ;INDF;PL
occidentales	западните	occidental	западен	ADJ;PL	ADJ;DEF;PL
existente	съществуващ	existente	съществувам	ADJ;SG	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
existente	съществуваща	existente	съществувам	ADJ;SG	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
techo	покривът	techo	покрив	N;MASC;SG	N;DEF;MASC;SG
techo	покрив	techo	покрив	N;MASC;SG	N;INDF;MASC;SG
techo	покрива	techo	покрив	N;MASC;SG	N;INDF;MASC;SG
doctorado	докторска	doctorado	докторски	ADJ;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
comando	командване	comando	командване	N;MASC;SG	N;INDF;NEUT;SG
comando	команда	comando	команда	N;MASC;SG	N;INDF;FEM;SG
comando	командата	comando	команда	N;MASC;SG	N;DEF;MASC;SG
comando	командос	comando	командос	N;MASC;SG	N;INDF;MASC;SG
incendio	огън	incendio	огън	N;MASC;SG	N;INDF;MASC;SG
incendio	пожар	incendio	пожар	N;MASC;SG	N;INDF;MASC;SG
incendio	палеж	incendio	палеж	N;MASC;SG	N;INDF;MASC;SG
intentos	опити	intento	опит	N;MASC;PL	N;INDF;MASC;PL
cae	пада	caer	падам-(се)	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
hitler	хитлер	hitler	хитлер	N;MASC;SG	N;INDF;MASC;SG
cuestiones	въпроси	cuestión	въпрос	N;FEM;PL	N;INDF;MASC;PL
cuestiones	въпроси	cuestión	въпрос	N;FEM;PL	N;INDF;MASC;PL
cuestiones	проблеми	cuestión	проблем	N;FEM;PL	N;INDF;MASC;PL
marta	марта	marta	марта	N;FEM;SG	N;INDF;FEM;SG
marta	марта	marta	марта	N;FEM;SG	N;INDF;FEM;SG
culturas	култури	cultura	култура	N;FEM;PL	N;INDF;FEM;PL
culturas	културите	cultura	култура	N;FEM;PL	N;DEF;FEM;PL
costumbres	навиците	costumbre	навик	N;FEM;PL	N;DEF;MASC;PL
costumbres	навици	costumbre	навик	N;FEM;PL	N;INDF;MASC;PL
costumbres	митници	costumbre	митница	N;FEM;PL	N;INDF;FEM;PL
costumbres	обичаи	costumbre	обичай	N;FEM;PL	N;INDF;MASC;PL
riqueza	богатство	riqueza	богатство	N;FEM;SG	N;INDF;NEUT;SG
riqueza	благосъстояние	riqueza	благосъстояние	N;FEM;SG	N;INDF;NEUT;SG
riqueza	богатството	riqueza	богатство	N;FEM;SG	N;DEF;NEUT;SG
riqueza	богатство	riqueza	богатство	N;FEM;SG	N;INDF;NEUT;SG
altar	олтар	altar	олтар	N;MASC;SG	N;INDF;MASC;SG
altar	олтара	altar	олтар	N;MASC;SG	N;DEF;MASC;SG
hogares	къщи	hogar	къща	N;MASC;PL	N;INDF;FEM;PL
hogares	домове	hogar	дом	N;MASC;PL	N;INDF;MASC;PL
hogares	домакинства	hogar	домакинство	N;MASC;PL	N;INDF;NEUT;PL
hogares	домакинствата	hogar	домакинство	N;MASC;PL	N;DEF;NEUT;PL
infraestructura	инфраструктура	infraestructura	инфраструктура	N;FEM;SG	N;INDF;FEM;SG
dispositivo	устройство	dispositivo	устройство	N;MASC;SG	N;INDF;NEUT;SG
dispositivo	устройството	dispositivo	устройство	N;MASC;SG	N;DEF;NEUT;SG
frutos	плодове	fruto	плод	N;MASC;PL	N;INDF;MASC;PL
frutos	плодове	fruto	плод	N;MASC;PL	N;INDF;MASC;PL
solicitud	кандидатстване	solicitud	кандидатстване	N;FEM;SG	N;INDF;NEUT;SG
solicitud	молба	solicitud	молба	N;FEM;SG	N;INDF;FEM;SG
solicitud	приложение	solicitud	приложение	N;FEM;SG	N;INDF;NEUT;SG
solicitud	прилагане	solicitud	прилагане	N;FEM;SG	N;INDF;NEUT;SG
solicitud	заявление	solicitud	заявление	N;FEM;SG	N;INDF;NEUT;SG
solicitud	заявка	solicitud	заявка	N;FEM;SG	N;INDF;FEM;SG
solicitud	молба	solicitud	молба	N;FEM;SG	N;INDF;FEM;SG
solicitud	искане	solicitud	искане	N;FEM;SG	N;INDF;NEUT;SG
silla	стол	silla	стол	N;FEM;SG	N;INDF;MASC;SG
silla	столче	silla	столче	N;FEM;SG	N;INDF;NEUT;SG
silla	столът	silla	стол	N;FEM;SG	N;DEF;MASC;SG
silla	седло	silla	седло	N;FEM;SG	N;INDF;NEUT;SG
silla	седлото	silla	седло	N;FEM;SG	N;DEF;NEUT;SG
informática	информатика	informática	информатика	N;FEM;SG	N;INDF;FEM;SG
informática	компютър	informática	компютър	N;FEM;SG	N;INDF;MASC;SG
informática	компютъра	informática	компютър	N;FEM;SG	N;DEF;MASC;SG
fronteras	граници	frontera	граница	N;FEM;PL	N;INDF;FEM;PL
fronteras	граници	frontera	граница	N;FEM;PL	N;INDF;FEM;PL
bartolomé	бартоломю	bartolomé	бартоломю	N;MASC;SG	N;INDF;MASC;SG
construcciones	конструкции	construcción	конструкция	N;FEM;PL	N;INDF;FEM;PL
construcciones	сгради	construcción	сграда	N;FEM;PL	N;INDF;FEM;PL
maíz	царевица	maíz	царевица	N;MASC;SG	N;INDF;FEM;SG
maíz	царевица	maíz	царевица	N;MASC;SG	N;INDF;FEM;SG
system	система	system	система	N	N;INDF;FEM;SG
system	системата	system	система	N	N;DEF;FEM;SG
gato	котарак	gato	котарак	N;MASC;SG	N;INDF;MASC;SG
gato	котка	gato	котка	N;MASC;SG	N;INDF;FEM;SG
gato	кат	gato	кат	N;MASC;SG	N;INDF;MASC;SG
gato	коте	gato	ко	N;MASC;SG	N;INDF;NEUT;SG
azúcar	захар	azúcar	захар	N;MASC;SG	N;INDF;FEM;SG
sueco	шведска	sueco	шведски	ADJ;MASC;SG	ADJ;INDF;FEM;SG
sueco	шведски	sueco	шведски	ADJ;MASC;SG	ADJ;INDF;MASC;SG
millón	милион	millón	милион	N;MASC;SG	N;INDF;MASC;SG
defunción	смърт	defunción	смърт	N;FEM;SG	N;INDF;FEM;SG
defunción	смъртта	defunción	смърт	N;FEM;SG	N;DEF;FEM;SG
lesión	нараняване	lesión	нараняване	N;FEM;SG	N;INDF;NEUT;SG
lesión	контузия	lesión	контузия	N;FEM;SG	N;INDF;FEM;SG
lesión	травма	lesión	травма	N;FEM;SG	N;INDF;FEM;SG
lesión	вреда	lesión	вреда	N;FEM;SG	N;INDF;FEM;SG
lesión	лезия	lesión	лезия	N;FEM;SG	N;INDF;FEM;SG
sonidos	звуци	sonido	звук	N;MASC;PL	N;INDF;MASC;PL
sonidos	шумове	sonido	шум	N;MASC;PL	N;INDF;MASC;PL
sonidos	звуци	sonido	звук	N;MASC;PL	N;INDF;MASC;PL
salvar	спаси	salvar	спася-(се)	V;NFIN	V;PFV;IMP;SG;2;PST;FIN
salvar	запази	salvar	запазя-(се)	V;NFIN	V;PFV;IMP;SG;2;FIN
atlanta	атланта	atlantar	атлант	N;FEM;SG	N;INDF;FEM;SG
composiciones	състави	composición	съставя	N;FEM;PL	N;INDF;FEM;PL
composiciones	композиции	composición	композиция	N;FEM;PL	N;INDF;FEM;PL
individuo	индивид	individuo	индивид	N;MASC;SG	N;INDF;MASC;SG
siente	усеща	sentir	усещам-(се)	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
giro	туист	giro	туист	N;MASC;SG	N;INDF;MASC;SG
giro	обрат	giro	обрат	N;MASC;SG	N;INDF;MASC;SG
giro	джиро	giro	джиро	N;MASC;SG	N;INDF;NEUT;SG
alcalá	алкала	alcalá	алкал	N;MASC;SG	N;INDF;FEM;SG
men	мъжете	men	мъж	N	N;DEF;MASC;PL
men	men	men	men	N	N;INDF;MASC;SG
men	мъже	men	мъж	N	N;INDF;MASC;PL
medallistas	медалисти	medallista	медалист	N;PL	N;INDF;MASC;PL
trece	тринадесет	trece	тринадесет	NUM;PL	NUM;INDF;PL
trece	тринайсет	trece	тринайсет	NUM;PL	NUM;INDF;PL
crimen	престъпление	crimen	престъпление	N;MASC;SG	N;INDF;NEUT;SG
crimen	престъпност	crimen	престъпност	N;MASC;SG	N;INDF;FEM;SG
crimen	престъпността	crimen	престъпност	N;MASC;SG	N;DEF;FEM;SG
esclavos	робите	esclavo	роба	N;MASC;PL	N;DEF;FEM;PL
esclavos	роби	esclavo	роба	N;MASC;PL	N;INDF;FEM;PL
comics	комикси	comics	комикс	N;MASC;PL	N;INDF;MASC;PL
vuelos	полети	vuelo	полет	N;MASC;PL	N;INDF;MASC;PL
ayudó	помогнал	ayudar	помогна	V;IND;SG;3;PST;FIN	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
abrir	отвори	abrir	отворя-(се)	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
largos	дълги	largo	дълъг	ADJ;MASC;PL	ADJ;INDF;PL
valparaíso	валпараисо	valparaíso	валпараисо	N;MASC;SG	N;INDF;MASC;SG
interpreta	тълкува	interpretar	тълкувам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
interpreta	тълкува	interpretar	тълкувам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
aparentemente	привидно	aparentemente	привидно	ADV	ADV
aparentemente	очевидно	aparentemente	очевидно	ADV	ADV
aparentemente	явно	aparentemente	явно	ADV	ADV
aparentemente	привидно	aparentemente	привидно	ADV	ADV
band	група	band	група	N;SG	N;INDF;FEM;SG
band	оркестър	band	оркестър	N;SG	N;INDF;MASC;SG
band	банда	band	банда	N;SG	N;INDF;FEM;SG
band	лента	band	лента	N;SG	N;INDF;FEM;SG
procedimiento	процедура	procedimiento	процедура	N;MASC;SG	N;INDF;FEM;SG
album	албум	album	албум	N;MASC;SG	N;INDF;MASC;SG
automóviles	автомобили	automóvil	автомобил	N;MASC;PL	N;INDF;MASC;PL
automóviles	коли	automóvil	кола	N;MASC;PL	N;INDF;FEM;PL
colaboró	сътрудничил	colaborar	сътруднича	V;IND;SG;3;PST;FIN	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
periodismo	журналистика	periodismo	журналистика	N;MASC;SG	N;INDF;FEM;SG
periodismo	журналистиката	periodismo	журналистика	N;MASC;SG	N;DEF;FEM;SG
sábado	събота	sábado	събота	N	N;INDF;FEM;SG
cuartel	казармата	cuartel	казарма	N;MASC;SG	N;DEF;FEM;SG
cuartel	седалище	cuartel	седалище	N;MASC;SG	N;INDF;NEUT;SG
cuartel	щаб	cuartel	щаб	N;MASC;SG	N;INDF;MASC;SG
cuartel	щаба	cuartel	щаб	N;MASC;SG	N;DEF;MASC;SG
cuartel	централа	cuartel	централа	N;MASC;SG	N;INDF;FEM;SG
héroes	героите	héroe	герой	N;MASC;PL	N;DEF;MASC;PL
héroes	герои	héroe	герой	N;MASC;PL	N;INDF;MASC;PL
network	мрежа	network	мрежа	N;SG	N;INDF;FEM;SG
network	мрежата	network	мрежа	N;SG	N;DEF;FEM;SG
elizabeth	елизабет	elizabeth	елизабет	N;FEM;SG	N;INDF;FEM;SG
perspectiva	перспектива	perspectiva	перспектива	N;FEM;SG	N;INDF;FEM;SG
perspectiva	перспектива	perspectiva	перспектива	N;FEM;SG	N;INDF;FEM;SG
perspectiva	перспективата	perspectiva	перспектива	N;FEM;SG	N;DEF;FEM;SG
cuevas	пещери	cueva	пещеря	N;FEM;PL	N;INDF;FEM;PL
correspondientes	съответстващи	correspondiente	съответствам	ADJ;PL	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
decoración	украшение	decoración	украшение	N;FEM;SG	N;INDF;NEUT;SG
decoración	украса	decoración	украса	N;FEM;SG	N;INDF;FEM;SG
decoración	декорация	decoración	декорация	N;FEM;SG	N;INDF;FEM;SG
decoración	декор	decoración	декор	N;FEM;SG	N;INDF;MASC;SG
decoración	декорация	decoración	декорация	N;FEM;SG	N;INDF;FEM;SG
decoración	украса	decoración	украса	N;FEM;SG	N;INDF;FEM;SG
hijas	дъщери	hija	дъщеря	N;FEM;PL	N;INDF;FEM;PL
hijas	дъщерите	hija	дъщер	N;FEM;PL	N;DEF;FEM;PL
gama	диапазон	gama	диапазон	N;FEM;SG	N;INDF;MASC;SG
gama	обхват	gama	обхват	N;FEM;SG	N;INDF;MASC;SG
gama	обсег	gama	обсег	N;FEM;SG	N;INDF;MASC;SG
gama	гама	gama	гама	N;FEM;SG	N;INDF;FEM;SG
gama	гама	gama	гама	N;FEM;SG	N;INDF;FEM;SG
inc	inc	inc	inc	N	N;INDF;MASC;SG
foro	форум	foro	форум	N;MASC;SG	N;INDF;MASC;SG
copia	копиране	copia	копиране	N;FEM;SG	N;INDF;NEUT;SG
copia	копие	copia	копие	N;FEM;SG	N;INDF;NEUT;SG
copia	копиране	copia	копиране	N;FEM;SG	N;INDF;NEUT;SG
muros	стени	muro	стена	N;MASC;PL	N;INDF;FEM;PL
muros	стените	muro	стена	N;MASC;PL	N;DEF;FEM;PL
articulo	статия	articulo	статия	N;MASC;SG	N;INDF;FEM;SG
articulo	член	articulo	член	N;MASC;SG	N;INDF;MASC;SG
retorno	връщане	retorno	връщане	N;MASC;SG	N;INDF;NEUT;SG
retorno	завръщане	retorno	завръщане	N;MASC;SG	N;INDF;NEUT;SG
sands	пясък	sands	пясък	N;MASC	N;INDF;MASC;SG
sands	сандс	sands	сандс	N;MASC	N;INDF;FEM;SG
sands	пясъци	sands	пясък	N;MASC	N;INDF;MASC;PL
lógica	логически	lógico	логически	ADJ;FEM;SG	ADJ;INDF;MASC;SG
lógica	логически	lógico	логически	ADJ;FEM;SG	ADJ;INDF;MASC;SG
segura	безопасен	seguro	безопасен	ADJ;FEM;SG	ADJ;INDF;MASC;SG
segura	сигурна	seguro	сигурен	ADJ;FEM;SG	ADJ;INDF;FEM;SG
costo	разход	costo	разход	N;MASC;SG	N;INDF;MASC;SG
costo	цена	costo	цена	N;MASC;SG	N;INDF;FEM;SG
extinción	изчезване	extinción	изчезване	N;FEM;SG	N;INDF;NEUT;SG
típico	типичен	típico	типичен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
típico	типична	típico	типичен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
conferencias	лекции	conferencia	лекция	N;FEM;PL	N;INDF;FEM;PL
conferencias	лекциите	conferencia	лекция	N;FEM;PL	N;DEF;FEM;PL
conferencias	конференции	conferencia	конференция	N;FEM;PL	N;INDF;FEM;PL
ajedrez	чес	ajedrez	чес	N;MASC;SG	N;INDF;MASC;SG
ajedrez	шах	ajedrez	шах	N;MASC;SG	N;INDF;MASC;SG
ajedrez	шахмат	ajedrez	шахмат	N;MASC;SG	N;INDF;MASC;SG
habitación	стая	habitación	стая	N;FEM;SG	N;INDF;FEM;SG
habitación	стаята	habitación	стая	N;FEM;SG	N;DEF;FEM;SG
señales	сигнали	señal	сигнал	N;FEM;PL	N;INDF;MASC;PL
señales	табели	señal	табел	N;FEM;PL	N;INDF;MASC;PL
señales	признаци	señal	признак	N;FEM;PL	N;INDF;MASC;PL
señales	знаци	señal	знак	N;FEM;PL	N;INDF;MASC;PL
tensión	напрежение	tensión	напрежение	N;FEM;SG	N;INDF;NEUT;SG
tensión	напрежение	tensión	напрежение	N;FEM;SG	N;INDF;NEUT;SG
conciencia	съвестта	conciencia	съвест	N;FEM;SG	N;DEF;FEM;SG
conciencia	съвест	conciencia	съвест	N;FEM;SG	N;INDF;FEM;SG
conciencia	съзнание	conciencia	съзнание	N;FEM;SG	N;INDF;NEUT;SG
conciencia	съзнанието	conciencia	съзнание	N;FEM;SG	N;DEF;NEUT;SG
conciencia	осведоменост	conciencia	осведоменост	N;FEM;SG	N;INDF;FEM;SG
conciencia	осведомеността	conciencia	осведоменост	N;FEM;SG	N;DEF;FEM;SG
conciencia	осъзнаване	conciencia	осъзнаване	N;FEM;SG	N;INDF;NEUT;SG
seminario	семинарията	seminario	семинария	N;MASC;SG	N;DEF;FEM;SG
seminario	семинар	seminario	семинар	N;MASC;SG	N;INDF;MASC;SG
técnicos	техници	técnico	техница	N;MASC;PL	N;INDF;MASC;PL
técnicos	техниците	técnico	техница	N;MASC;PL	N;DEF;MASC;PL
técnicos	техници	técnico	техница	N;MASC;PL	N;INDF;MASC;PL
técnicos	техниците	técnico	техница	N;MASC;PL	N;DEF;MASC;PL
palmas	дланите	palma	длан	N;FEM;PL	N;DEF;FEM;PL
palmas	длани	palma	длан	N;FEM;PL	N;INDF;FEM;PL
palmas	палми	palma	палма	N;FEM;PL	N;INDF;FEM;PL
vidas	животи	vida	живот	N;FEM;PL	N;INDF;MASC;PL
órganos	органите	órgano	орган	N;MASC;PL	N;DEF;MASC;PL
órganos	органи	órgano	орган	N;MASC;PL	N;INDF;MASC;PL
órganos	телата	órgano	тяло	N;MASC;PL	N;DEF;NEUT;PL
órganos	тела	órgano	тяло	N;MASC;PL	N;INDF;NEUT;PL
órganos	трупове	órgano	труп	N;MASC;PL	N;INDF;MASC;PL
cobertura	отразяване	cobertura	отразяване	N;FEM;SG	N;INDF;NEUT;SG
cobertura	покритие	cobertura	покритие	N;FEM;SG	N;INDF;NEUT;SG
jefes	вождове	jefe	вожд	N;MASC;PL	N;INDF;MASC;PL
jefes	началници	jefe	началник	N;MASC;PL	N;INDF;MASC;PL
jefes	шефовете	jefe	шеф	N;MASC;PL	N;DEF;MASC;PL
jefes	босове	jefe	бос	N;MASC;PL	N;INDF;MASC;PL
jefes	шефове	jefe	шеф	N;MASC;PL	N;INDF;MASC;PL
gusta	обича	gustar	обичам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
gusta	харесва	gustar	харесвам-(се)	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
entradas	билетите	entrada	билет	N;FEM;PL	N;DEF;MASC;PL
entradas	билети	entrada	билет	N;FEM;PL	N;INDF;MASC;PL
entradas	вписвания	entrada	вписване	N;FEM;PL	N;INDF;NEUT;PL
entradas	записи	entrada	запис	N;FEM;PL	N;INDF;MASC;PL
pelo	косъм	pelo	косъм	N;MASC;SG	N;INDF;MASC;SG
pelo	косата	pelo	коса	N;MASC;SG	N;DEF;FEM;SG
pelo	коса	pelo	коса	N;MASC;SG	N;INDF;FEM;SG
estatus	статус	estatus	статус	N;MASC	N;INDF;MASC;SG
estatus	състояние	estatus	състояние	N;MASC	N;INDF;NEUT;SG
estatus	положение	estatus	положение	N;MASC	N;INDF;NEUT;SG
estatus	статут	estatus	статут	N;MASC	N;INDF;MASC;SG
monterrey	монтерей	monterrey	монтерей	N;MASC;SG	N;INDF;MASC;SG
