culto	kult	culto	kult	N	N;NOM;MASC;SG
frota	floto	frota	flot	N	N;ACC;FEM;SG
frota	flota	frota	flot	N	N;NOM;FEM;SG
frota	flote	frota	flot	N	N;NOM;FEM;PL
celoso	ljubosumen	celoso	ljubosumen	ADJ	ADJ;NOM;INDF;MASC;SG
celoso	ljubosumni	celoso	ljubosumen	ADJ	ADJ;NOM;MASC;PL
celoso	ljubosumna	celoso	ljubosumen	ADJ	ADJ;NOM;FEM;SG
seo	seo	seo	seo	N	N;NOM;MASC;SG
mercadorías	blago	mercadoría	blago	N	N;NOM;NEUT;SG
mercadorías	dobrine	mercadoría	dobrina	N	N;NOM;FEM;PL
mercadorías	blaga	mercadoría	blago	N	N;GEN;NEUT;SG
mercadorías	blago	mercadoría	blago	N	N;NOM;NEUT;SG
anano	palček	anano	palček	N	N;NOM;MASC;SG
anano	škrat	anano	škrat	N	N;NOM;MASC;SG
anano	moški	anano	moški	N	N;NOM;MASC;PL
anano	mož	anano	mož	N	N;NOM;MASC;SG
anano	človek	anano	človek	N	N;NOM;MASC;SG
gueto	geto	gueto	geto	N	N;NOM;MASC;SG
esmeralda	esmeralda	esmeraldar	esmeralda	N	N;NOM;FEM;SG
impulso	utripa	impulso	utrip	N	N;NOM;MASC;SG
impulso	impulz	impulso	impulza	N	N;NOM;MASC;SG
impulso	utrip	impulso	utrip	N	N;NOM;MASC;SG
impulso	pulz	impulso	pulz	N	N;NOM;MASC;SG
corán	koran	corán	koran	N	N;NOM;FEM;SG
clínicas	klinični	clínico	kliničen	ADJ	ADJ;NOM;MASC;PL
rifles	puške	rifle	puška	N	N;NOM;FEM;PL
rifles	pušk	rifle	pušk	N	N;GEN;FEM;PL
lombo	hrbet	lombo	hrbet	N	N;NOM;MASC;SG
parei	ustavil	parei	ustaviti	V	V;PFV;MASC;SG;V.PTCP
procedemento	postopek	procedemento	postopek	N	N;NOM;MASC;SG
custo	strošek	custo	strošek	N	N;NOM;MASC;SG
custo	stroški	custo	strošek	N	N;NOM;MASC;PL
aforros	prihranek	aforro	prihranek	N	N;NOM;MASC;SG
aforros	prihrankov	aforro	prihranek	N	N;GEN;MASC;PL
aforros	varčevanje	aforro	varčevanje	N	N;NOM;NEUT;SG
aforros	prihranki	aforro	prihranek	N	N;NOM;MASC;PL
previr	preprečiti	previr	preprečiti	V	V;PFV;NFIN
previr	prepreči	previr	preprečiti	V	V;PFV;IND;SG;3;PRS;FIN
previr	preprečite	previr	preprečiti	V	V;PFV;IMP;PL;2;FIN
chiste	šala	chistir	šala	N	N;NOM;FEM;SG
chiste	šalo	chistir	šalo	N	N;ACC;FEM;SG
chiste	hec	chistir	hec	N	N;NOM;MASC;SG
tigre	tiger	tigre	tiger	N	N;NOM;MASC;SG
crecen	rastejo	crecer	rasti	V	V;IPFV;IND;PL;3;PRS;FIN
crecen	rasti	crecer	rasti	V	V;IPFV;NFIN
crecen	gojil	crecer	gojiti	V	V;IPFV;MASC;SG;V.PTCP
crecen	zrasti	crecer	zrasti	V	V;PFV;NFIN
crecen	dobil	crecer	dobiti	V	V;PFV;MASC;SG;V.PTCP
crecen	dobi	crecer	dobiti	V	V;PFV;IND;SG;3;PRS;FIN
crecen	so	crecer	biti	V	V;IND;PL;3;POS;PRS;FIN
empezan	so	empezar	biti	V	V;IND;PL;3;POS;PRS;FIN
empezan	začni	empezar	začeti	V	V;PFV;IMP;SG;2;FIN
tradución	prevajanje	tradución	prevajanje	N	N;NOM;NEUT;SG
tradución	prevod	tradución	prevod	N	N;NOM;MASC;SG
colectivo	kolektiv	colectivo	kolektiv	N	N;NOM;MASC;SG
instintos	instinkt	instinto	instinkt	N	N;NOM;MASC;SG
básicos	osnovno	básico	osnoven	ADJ	ADJ;NOM;NEUT;SG
básicos	osnovni	básico	osnoven	ADJ	ADJ;NOM;MASC;PL
alimentación	hrano	alimentación	hrana	N	N;ACC;FEM;SG
alimentación	hrana	alimentación	hrana	N	N;NOM;FEM;SG
alimentación	živila	alimentación	živilo	N	N;NOM;NEUT;PL
alimentación	obleke	alimentación	obleka	N	N;NOM;FEM;PL
alimentación	oblačil	alimentación	oblačilo	N	N;GEN;NEUT;PL
alimentación	oblačila	alimentación	oblačilo	N	N;NOM;NEUT;PL
loitas	boje	loita	boti	N	N;ACC;MASC;PL
loitas	pretep	loita	pretep	N	N;NOM;MASC;SG
loitas	boj	loita	boj	N	N;NOM;MASC;SG
loitas	borba	loita	borba	N	N;NOM;FEM;SG
bunker	bunker	bunker	bunker	N	N;NOM;MASC;SG
bunker	bunkerje	bunker	bunkerje	N	N;ACC;MASC;PL
básico	osnovno	básico	osnoven	ADJ	ADJ;NOM;NEUT;SG
básico	osnovni	básico	osnoven	ADJ	ADJ;NOM;MASC;PL
defensores	zagovorniki	defensor	zagovornik	N	N;NOM;MASC;PL
axencias	agencije	axencia	agencija	N	N;NOM;FEM;PL
axencias	agencij	axencia	agencija	N	N;GEN;FEM;PL
axencias	agencija	axencia	agencija	N	N;NOM;FEM;SG
pausa	pavza	pausa	pavza	N	N;NOM;MASC;SG
pausa	premor	pausa	premor	N	N;NOM;MASC;SG
celas	celice	cela	celica	N	N;NOM;FEM;PL
celas	celic	cela	celica	N	N;GEN;FEM;PL
alfombra	preproga	alfombra	preproga	N	N;NOM;FEM;SG
alfombra	preprogo	alfombra	preproga	N	N;ACC;FEM;SG
alfombra	preproga	alfombra	preproga	N	N;NOM;FEM;SG
alfombra	preprogo	alfombra	preproga	N	N;ACC;FEM;SG
visións	videnja	visión	videnje	N	N;NOM;NEUT;PL
visións	vizije	visión	vizija	N	N;NOM;FEM;PL
reacciona	reagira	reaccionar	reagirati	V	V;IND;SG;3;PRS;FIN
conceptos	pojmi	concepto	pojem	N	N;NOM;MASC;PL
conceptos	koncepti	concepto	koncept	N	N;NOM;MASC;PL
xenéticas	gensko	xenético	genski	ADJ	ADJ;NOM;NEUT;SG
xenéticas	genetsko	xenético	genetsko	ADJ	ADJ;NOM;NEUT;SG
oposición	nasprotovanje	oposición	nasprotovanje	N	N;NOM;NEUT;SG
oposición	nasprotovanja	oposición	nasprotovanje	N	N;GEN;NEUT;SG
oposición	opozicija	oposición	opozicija	N	N;NOM;FEM;SG
oposición	opozicije	oposición	opozicija	N	N;NOM;FEM;PL
agochados	skriva	agochar	skrivati	V	V;IPFV;IND;SG;3;PRS;FIN
buraco	luknjo	buraco	luknja	N	N;ACC;FEM;SG
buraco	luknja	buraco	luknja	N	N;NOM;FEM;SG
elevado	visoka	elevado	visok	ADJ	ADJ;NOM;FEM;SG
direccións	smer	dirección	smer	N	N;NOM;FEM;SG
situacións	situacij	situación	situacija	N	N;GEN;FEM;PL
situacións	situacije	situación	situacija	N	N;NOM;FEM;PL
odia	sovražim	odia	sovražiti	V	V;IPFV;IND;SG;1;PRS;FIN
odia	sovraži	odia	sovražiti	V	V;IPFV;IND;SG;3;PRS;FIN
facerte	naredi	facerte	narediti	V	V;PFV;IND;SG;3;PRS;FIN
facerte	si	facerte	biti	V	V;IND;SG;2;POS;PRS;FIN
mundiais	svetovna	mundial	svetoven	ADJ	ADJ;NOM;FEM;SG
mundiais	svetovno	mundial	svetoven	ADJ	ADJ;NOM;NEUT;SG
tentarei	poizkusi	tentar	poizkus	V	V;PFV;IND;PL;2;FIN
tentarei	dobil	tentar	dobiti	V	V;PFV;MASC;SG;V.PTCP
tentarei	dobi	tentar	dobiti	V	V;PFV;IND;SG;3;PRS;FIN
prioridade	prednost	prioridade	prednost	N	N;NOM;FEM;SG
descuberto	odkrila	descuberto	odkriti	V	V;PFV;FEM;SG;V.PTCP
descuberto	odkril	descuberto	odkriti	V	V;PFV;MASC;SG;V.PTCP
descuberto	odkrili	descuberto	odkriti	V	V;PFV;MASC;PL;V.PTCP
revistas	revije	revista	revija	N	N;NOM;FEM;PL
revistas	revijo	revista	revija	N	N;ACC;FEM;SG
revistas	revija	revista	revija	N	N;NOM;FEM;SG
revistas	revije	revista	revija	N	N;NOM;FEM;PL
bocas	ust	boca	usta	N	N;GEN;NEUT;PL
bocas	usta	boca	usta	N	N;NOM;NEUT;PL
lograr	dobil	lograr	dobiti	V	V;PFV;MASC;SG;V.PTCP
lograr	dobi	lograr	dobiti	V	V;PFV;IND;SG;3;PRS;FIN
lograr	naredi	lograr	narediti	V	V;PFV;IND;SG;3;PRS;FIN
distinguir	povej	distinguir	povedati	V	V;PFV;IMP;SG;2;FIN
lagos	lagos	lago	lagos	N	N;NOM;MASC;SG
lagos	jezer	lago	jezero	N	N;GEN;NEUT;PL
lagos	jezera	lago	jezero	N	N;NOM;NEUT;PL
recentes	nedavne	recente	nedaven	ADJ	ADJ;NOM;FEM;PL
recentes	nedavna	recente	nedaven	ADJ	ADJ;NOM;FEM;SG
certificado	certifikat	certificado	certifikat	N	N;NOM;MASC;SG
certificado	spričevalo	certificado	spričevati	N	N;NOM;NEUT;SG
certificado	potrdilo	certificado	potrdilo	N	N;NOM;NEUT;SG
pipa	cev	pipa	cev	N	N;NOM;FEM;SG
pipa	cevi	pipa	cev	N	N;NOM;FEM;PL
pipa	pipa	pipa	pipa	N	N;NOM;FEM;SG
conversas	pogovori	converso	pogovor	N	N;NOM;MASC;PL
vivendas	domovi	vivenda	domov	N	N;NOM;MASC;PL
vivendas	domovih	vivenda	domov	N	N;ESS;MASC;PL
vivendas	domove	vivenda	dom	N	N;ACC;MASC;PL
radical	radikalne	radical	radikalen	ADJ	ADJ;NOM;FEM;PL
obesidade	debelost	obesidade	debelost	N	N;NOM;FEM;SG
cadrado	kvadratnih	cadrado	kvadraten	ADJ	ADJ;GEN;MASC;PL
prosperidade	blaginja	prosperidade	blaginja	N	N;NOM;FEM;SG
prosperidade	blaginje	prosperidade	blaginja	N	N;NOM;FEM;PL
prosperidade	blaginjo	prosperidade	blaginja	N	N;ACC;FEM;SG
exilio	izgon	exilio	izgon	N	N;NOM;MASC;SG
exilio	izgnanstvo	exilio	izgnanstvo	N	N;NOM;NEUT;SG
exilio	izgnanstvu	exilio	izgnanstvo	N	N;DAT;NEUT;SG
palma	dlan	palma	dlan	N	N;ACC;FEM;SG
palma	dlani	palma	dlan	N	N;NOM;FEM;SG
palma	palm	palma	palm	N	N;NOM;MASC;SG
relativamente	relativno	relativamente	relativno	ADV	ADV
cordas	strune	corda	struna	N	N;NOM;FEM;PL
cordas	nizi	corda	nizeti	N	N;NOM;MASC;PL
cordas	vrvice	corda	vrvica	N	N;NOM;FEM;PL
órganos	organe	órgano	organ	N	N;ACC;MASC;PL
órganos	organi	órgano	organ	N	N;NOM;MASC;PL
órganos	organih	órgano	organ	N	N;ESS;MASC;PL
penicilina	penicilin	penicilinar	penicilin	N	N;NOM;MASC;SG
funcións	funkcije	función	funkcija	N	N;NOM;FEM;PL
funcións	funkcij	función	funkcija	N	N;GEN;FEM;PL
domina	prevladuje	domina	prevladovati	V	V;IPFV;IND;SG;3;PRS;FIN
modernos	moderna	moderno	moderen	ADJ	ADJ;NOM;FEM;SG
modernos	sodobno	moderno	sodoben	ADJ	ADJ;NOM;NEUT;SG
modernos	sodobna	moderno	sodoben	ADJ	ADJ;NOM;FEM;SG
modernos	sodobni	moderno	sodoben	ADJ	ADJ;NOM;MASC;SG
colonial	kolonialni	colonial	kolonialen	ADJ	ADJ;NOM;MASC;SG
exceso	presežek	exceso	presežek	N	N;NOM;MASC;SG
ostras	drobtinice	ostra	drobtinica	N	N;NOM;FEM;PL
vermellas	red	vermello	red	N	N;NOM;MASC;SG
ocupados	zaseden	ocupado	zaseden	ADJ	ADJ;NOM;INDF;MASC;SG;V.PTCP
ocupados	zaposlen	ocupado	zaposlen	ADJ	ADJ;NOM;INDF;MASC;SG;V.PTCP
ocupados	zasedeno	ocupado	zaseden	ADJ	ADJ;NOM;NEUT;SG;V.PTCP
ocupados	zasedena	ocupado	zaseden	ADJ	ADJ;NOM;FEM;SG;V.PTCP
ocupados	zaposlena	ocupado	zaposlen	ADJ	ADJ;NOM;FEM;SG;V.PTCP
cascos	čelade	casco	čelade	N	N;NOM;FEM;PL
darvos	dej	darvo	daj	V	V;PFV;IMP;SG;2;FIN
darvos	daj	darvo	daj	V	V;PFV;IMP;SG;2;FIN
darvos	si	darvo	biti	V	V;IND;SG;2;POS;PRS;FIN
botóns	gumbi	botóns	gumba	N	N;NOM;MASC;PL
interésame	zanima	interésame	zanimati	V	V;IPFV;IND;SG;3;PRS;FIN
afirmación	izjavo	afirmación	izjava	N	N;ACC;FEM;SG
afirmación	navedba	afirmación	navedba	N	N;NOM;FEM;SG
afirmación	izjava	afirmación	izjava	N	N;NOM;FEM;SG
champaña	šampanjec	champaña	šampanjec	N	N;NOM;MASC;SG
lanzou	vrgel	lanzar	vreči	V	V;PFV;MASC;SG;V.PTCP
inda	vseeno	inda	vseeno	ADV	ADV
chamaría	pokliči	chamar	poklic	V	V;PFV;IMP;SG;2;FIN
chamaría	pokličite	chamar	poklicati	V	V;PFV;IMP;PL;2;FIN
agricultura	kmetijstvo	agricultura	kmetijstvo	N	N;NOM;NEUT;SG
ratos	miši	rato	miša	N	N;NOM;FEM;SG
dispoñible	razpoložljivi	dispoñible	razpoložljiv	ADJ	ADJ;NOM;MASC;SG
dispoñible	razpoložljiva	dispoñible	razpoložljiv	ADJ	ADJ;NOM;FEM;SG
plataforma	ploščad	plataforma	ploščad	N	N;NOM;FEM;SG
plataforma	platforma	plataforma	platform	N	N;NOM;FEM;SG
plataforma	platformo	plataforma	platforma	N	N;ACC;FEM;SG
celebración	slavje	celebración	slavje	N	N;NOM;NEUT;SG
celebración	praznovanje	celebración	praznovanje	N	N;NOM;NEUT;SG
soubera	vedel	soubera	vedeti	V	V;IPFV;MASC;SG;V.PTCP
soubera	vedela	soubera	vedeti	V	V;IPFV;FEM;SG;V.PTCP
provén	pride	prover	priti	V	V;PFV;IND;SG;3;PRS;FIN
demasiadas	številni	demasiadas	številen	ADJ	ADJ;NOM;MASC;PL
evidencias	dokazila	evidencia	dokazilo	N	N;NOM;NEUT;PL
evidencias	dokazi	evidencia	dokaz	N	N;NOM;MASC;PL
evidencias	dokaz	evidencia	dokaz	N	N;NOM;MASC;SG
secundaria	visoka	secundario	visok	ADJ	ADJ;NOM;FEM;SG
secundaria	sekundarne	secundario	sekundaren	ADJ	ADJ;NOM;FEM;PL
secundaria	sekundarni	secundario	sekundaren	ADJ	ADJ;NOM;MASC;SG
secundaria	sekundarna	secundario	sekundarn	ADJ	ADJ;NOM;FEM;SG
primas	materiali	prima	material	N	N;NOM;MASC;PL
primas	material	prima	material	N	N;NOM;MASC;SG
primas	materialov	prima	material	N	N;GEN;MASC;PL
seguín	sledili	seguir	slediti	V	V;IPFV;MASC;PL;V.PTCP
seguín	sledilo	seguir	slediti	V	V;IPFV;NEUT;SG;V.PTCP
seguín	sledila	seguir	slediti	V	V;IPFV;FEM;SG;V.PTCP
seguín	sledil	seguir	slediti	V	V;IPFV;MASC;SG;V.PTCP
seguín	obdržal	seguir	obdržati	V	V;PFV;MASC;SG;V.PTCP
mercou	kupil	mercar	kupiti	V	V;PFV;MASC;SG;V.PTCP
escritores	pisateljev	escritor	pisatelj	N	N;GEN;MASC;PL
escritores	pisatelji	escritor	pisatelj	N	N;NOM;MASC;PL
universidades	univerze	universidade	univerza	N	N;NOM;FEM;PL
universidades	univerz	universidade	univerza	N	N;GEN;FEM;PL
universidades	univerzami	universidade	univerza	N	N;DAT;FEM;PL
universidades	univerza	universidade	univerza	N	N;NOM;FEM;SG
calcetíns	nogavice	calcetíns	nogavica	N	N;NOM;FEM;PL
anual	letne	anual	leten	ADJ	ADJ;NOM;FEM;PL
anual	letna	anual	leten	ADJ	ADJ;NOM;FEM;SG
anual	letni	anual	leten	ADJ	ADJ;NOM;DEF;MASC;SG
partidos	pogodbenice	partido	pogodbenica	N	N;NOM;FEM;PL
partidos	zabave	partido	zabava	N	N;NOM;FEM;PL
partidos	stranke	partido	stranka	N	N;NOM;FEM;PL
partidos	vžigalice	partido	vžigalica	N	N;NOM;FEM;PL
necesarias	potrebno	necesario	potreben	ADJ	ADJ;NOM;NEUT;SG
delicado	občutljivo	delicar	občutljiv	ADJ	ADJ;NOM;NEUT;SG
durmas	spanec	durma	spanec	N	N;NOM;MASC;SG
durmas	spanje	durma	spanje	N	N;NOM;NEUT;SG
repito	ponovi	repito	ponoviti	V	V;PFV;IND;SG;3;PRS;FIN
crían	verjel	crían	verjeti	V	V;MASC;SG;V.PTCP
crían	verjela	crían	verjeti	V	V;FEM;SG;V.PTCP
crían	verjeli	crían	verjeti	V	V;MASC;PL;V.PTCP
crían	so	crían	biti	V	V;IND;PL;3;POS;PRS;FIN
crían	verjemi	crían	verje	V	V;IND;SG;1;PRS;FIN
mensaxeiro	glasnik	mensaxeiro	glasnik	N	N;NOM;MASC;SG
respiro	break	respiro	break	N	N;NOM;MASC;SG
respiro	zlomi	respiro	zlom	N	N;NOM;MASC;SG
respiro	dih	respiro	dih	N	N;NOM;MASC;SG
respiro	vdih	respiro	vdih	N	N;NOM;MASC;SG
respiro	sapa	respiro	sapa	N	N;NOM;FEM;SG
respiro	počitka	respiro	počitek	N	N;NOM;MASC;SG
respiro	počitek	respiro	počitek	N	N;NOM;MASC;SG
combustible	gorivo	combustible	gorivo	N	N;NOM;NEUT;SG
combustible	goriva	combustible	gorivo	N	N;GEN;NEUT;SG
sutil	prefinjeno	sutil	prefinjen	ADJ	ADJ;NOM;NEUT;SG;V.PTCP
crendo	verjemi	crendo	verje	V	V;IND;SG;1;PRS;FIN
crendo	verjeti	crendo	verjeti	V	V;NFIN
adoitaban	so	adoitar	biti	V	V;IND;PL;3;POS;PRS;FIN
mortalidade	smrtnost	mortalidade	smrtnost	N	N;NOM;FEM;SG
mortalidade	umrljivost	mortalidade	umrljivost	N	N;NOM;FEM;SG
mortalidade	smrtnosti	mortalidade	smrtnost	N	N;GEN;FEM;SG
mortalidade	smrt	mortalidade	smrt	N	N;NOM;FEM;SG
accidentes	nesreče	accidente	nesreča	N	N;NOM;FEM;PL
accidentes	nezgode	accidente	nezgoda	N	N;NOM;FEM;PL
accidentes	nesreča	accidente	nesreča	N	N;NOM;FEM;SG
accidentes	nesreče	accidente	nesreča	N	N;NOM;FEM;PL
inclúe	vključuje	incluír	vključevati	V	V;IPFV;IND;SG;3;PRS;FIN
materias	surove	materia	surov	N	N;NOM;FEM;PL
misericordioso	usmiljen	misericordioso	usmiljen	ADJ	ADJ;NOM;INDF;MASC;SG
xesucristo	jezus	xesucristo	jezus	N	N;NOM;MASC;SG
xesucristo	kristus	xesucristo	kristus	N	N;NOM;MASC;SG
tradicións	tradicije	tradición	tradicija	N	N;NOM;FEM;PL
tradicións	tradicijo	tradición	tradicija	N	N;ACC;FEM;SG
tradicións	tradicije	tradición	tradicija	N	N;NOM;FEM;PL
tradicións	tradicijo	tradición	tradicija	N	N;ACC;FEM;SG
tradicións	tradicija	tradición	tradicija	N	N;NOM;FEM;SG
alcohol	alkohol	alcohol	alkohol	N	N;NOM;MASC;SG
alcohol	alkohola	alcohol	alkohol	N	N;GEN;MASC;SG
alivio	lajšanje	alivio	lajšanje	N	N;NOM;NEUT;SG
alivio	oprostitev	alivio	oprostitev	N	N;NOM;FEM;SG
alivio	olajšanje	alivio	olajšanje	N	N;NOM;NEUT;SG
insectos	insekti	insecto	insekt	N	N;NOM;MASC;PL
insectos	žuželke	insecto	žuželka	N	N;NOM;FEM;PL
túnel	predor	túnel	predor	N	N;NOM;MASC;SG
túnel	rov	túnel	rov	N	N;NOM;MASC;SG
túnel	tunel	túnel	tunel	N	N;NOM;MASC;SG
duelo	dvoboj	duelo	dvoboj	N	N;NOM;MASC;SG
duelo	dvoboja	duelo	dvoboj	N	N;NOM;MASC;SG
mares	morje	mar	morje	N	N;NOM;NEUT;SG
mares	morja	mar	morje	N	N;GEN;NEUT;SG
viaxando	potuje	viaxar	potovati	V	V;IPFV;IND;SG;3;PRS;FIN
artística	smer	artístico	smer	N	N;NOM;FEM;SG
marxe	sobo	marxe	soba	N	N;ACC;FEM;SG
marxe	soba	marxe	soba	N	N;NOM;FEM;SG
marxe	sobi	marxe	soba	N	N;NOM;FEM;DU
resolución	ločljivost	resolución	ločljivost	N	N;NOM;FEM;SG
resolución	resolucija	resolución	resolucija	N	N;NOM;FEM;SG
ensinou	naučil	ensinar	naučiti	V	V;PFV;MASC;SG;V.PTCP
feixe	kupček	feixe	kupček	N	N;NOM;MASC;SG
feixe	kupu	feixe	kup	N	N;DAT;MASC;SG
feixe	kup	feixe	kup	N	N;NOM;MASC;SG
rexistros	evidenca	rexistro	evidenca	N	N;NOM;FEM;SG
rexistros	zapisi	rexistro	zapis	N	N;NOM;MASC;PL
rexistros	evidence	rexistro	evidenca	N	N;NOM;FEM;PL
globo	balon	globo	balon	N	N;NOM;MASC;SG
choraba	jokati	chorar	jokati	V	V;IPFV;NFIN
choraba	joka	chorar	jokati	V	V;IPFV;IND;SG;3;PRS;FIN
choraba	joče	chorar	joča	V	V;IPFV;IND;SG;3;PRS;FIN
choraba	jokal	chorar	jokati	V	V;IPFV;MASC;SG;V.PTCP
choraba	jokala	chorar	jokati	V	V;IPFV;FEM;SG;V.PTCP
continuou	nadaljevalo	continuar	nadaljevati	V	V;IPFV;NEUT;SG;V.PTCP
elefante	slon	elefante	slon	N	N;NOM;MASC;SG
elefante	slona	elefante	slon	N	N;NOM;MASC;SG
elefante	slone	elefante	slon	N	N;NOM;MASC;PL
elefante	slonov	elefante	slon	N	N;GEN;MASC;PL
golf	golf	golf	golf	N	N;NOM;MASC;SG
sétimo	sedmi	sétimo	sedmi	ADJ	ADJ;NOM;MASC;SG
sétimo	sedma	sétimo	sedmi	ADJ	ADJ;NOM;FEM;SG
sétimo	sedmo	sétimo	sedmi	ADJ	ADJ;NOM;NEUT;SG
sétimo	sedmega	sétimo	sedem	ADJ	ADJ;GEN;MASC;SG
creceu	zrasel	crecer	zrasti	V	V;PFV;MASC;SG;V.PTCP
creceu	rasel	crecer	rasti	V	V;IPFV;MASC;SG;V.PTCP
creceu	zrasla	crecer	zrasti	V	V;PFV;FEM;SG;V.PTCP
venden	so	vender	biti	V	V;IND;PL;3;POS;PRS;FIN
empresarios	poslovneži	empresario	poslovnež	N	N;NOM;MASC;PL
camas	ležišča	cama	ležišče	N	N;NOM;NEUT;PL
camas	postelj	cama	postelja	N	N;GEN;FEM;PL
camas	postelje	cama	postelja	N	N;NOM;FEM;PL
atopara	imelo	atopar	imeti	V	V;IPFV;NEUT;SG;V.PTCP
atopara	imeli	atopar	imeti	V	V;IPFV;MASC;PL;V.PTCP
atopara	imel	atopar	imeti	V	V;IPFV;MASC;SG;V.PTCP
atopara	imela	atopar	imeti	V	V;IPFV;FEM;SG;V.PTCP
atopara	srečal	atopar	srečati	V	V;PFV;MASC;SG;V.PTCP
atopara	spoznal	atopar	spoznati	V	V;MASC;SG;V.PTCP
bonecas	punčke	boneca	punčka	N	N;NOM;FEM;PL
bonecas	lutke	boneca	lutka	N	N;NOM;FEM;PL
bonecas	lutk	boneca	lutka	N	N;GEN;FEM;PL
evento	dogodek	evento	dogodek	N	N;NOM;MASC;SG
evento	prireditev	evento	prireditev	N	N;NOM;FEM;SG
evento	dogodka	evento	dogodek	N	N;NOM;MASC;SG
festival	festival	festival	festival	N	N;NOM;MASC;SG
festival	praznik	festival	praznik	N	N;NOM;MASC;SG
festival	praznovanje	festival	praznovanje	N	N;NOM;NEUT;SG
determinación	določitev	determinación	določitev	N	N;NOM;FEM;SG
determinación	odločnost	determinación	odločnost	N	N;NOM;FEM;SG
determinación	določanje	determinación	določanje	N	N;NOM;NEUT;SG
chamaron	so	chamar	biti	V	V;IND;PL;3;POS;PRS;FIN
chamaron	poklical	chamar	poklicati	V	V;PFV;MASC;SG;V.PTCP
brasil	brazilija	brasil	brazilij	N	N;NOM;FEM;SG
afeita	si	afeitar	biti	V	V;IND;SG;2;POS;PRS;FIN
ilusións	iluzij	ilusión	iluzij	N	N;GEN;FEM;SG
ilusións	iluzije	ilusión	iluzija	N	N;NOM;FEM;PL
tiran	vrzi	ter	vrz	V	V;PFV;IND;SG;3;PRS;FIN
tiran	so	ter	biti	V	V;IND;PL;3;POS;PRS;FIN
pito	piščanci	pito	piščanec	N	N;NOM;MASC;PL
pito	piščanca	pito	piščanec	N	N;NOM;MASC;SG
pito	piščanec	pito	piščanec	N	N;NOM;MASC;SG
pito	piščančji	pito	piščančji	N	N;NOM;MASC;PL
pito	cigareti	pito	cigareta	N	N;NOM;FEM;SG
pito	cigareta	pito	cigaret	N	N;NOM;FEM;SG
pito	cigareto	pito	cigareta	N	N;ACC;FEM;SG
censura	cenzuro	censura	cenzura	N	N;ACC;FEM;SG
crianzas	otroci	crianza	otrok	N	N;NOM;MASC;PL
montes	hribi	monte	hrib	N	N;NOM;MASC;PL
montes	planine	monte	planina	N	N;NOM;FEM;PL
montes	gore	monte	gora	N	N;NOM;FEM;PL
montes	gorovje	monte	gorovje	N	N;NOM;NEUT;SG
chamados	poklical	chamar	poklicati	V	V;PFV;MASC;SG;V.PTCP
cualificación	rating	cualificación	rating	N	N;NOM;MASC;SG
liberal	liberalni	liberal	liberalen	ADJ	ADJ;NOM;MASC;SG
descoñecidos	tujca	descoñecido	tujec	N	N;NOM;MASC;DU
descoñecidos	neznanci	descoñecido	neznanec	N	N;NOM;MASC;PL
descoñecidos	tujci	descoñecido	tujec	N	N;NOM;MASC;PL
perdera	izgubil	perderar	izgubiti	V	V;PFV;MASC;SG;V.PTCP
perdera	imelo	perderar	imeti	V	V;IPFV;NEUT;SG;V.PTCP
perdera	imeli	perderar	imeti	V	V;IPFV;MASC;PL;V.PTCP
perdera	imel	perderar	imeti	V	V;IPFV;MASC;SG;V.PTCP
perdera	imela	perderar	imeti	V	V;IPFV;FEM;SG;V.PTCP
escuros	globoka	escuro	globok	ADJ	ADJ;NOM;FEM;SG
escuros	globok	escuro	globok	ADJ	ADJ;NOM;INDF;MASC;SG
escuros	temna	escuro	temen	ADJ	ADJ;NOM;FEM;SG
escuros	temni	escuro	temen	ADJ	ADJ;NOM;MASC;PL
internacionais	mednarodne	internacional	mednaroden	ADJ	ADJ;NOM;FEM;PL
internacionais	mednarodni	internacional	mednaroden	ADJ	ADJ;NOM;MASC;SG
internacionais	mednarodna	internacional	mednaroden	ADJ	ADJ;NOM;FEM;SG
internacionais	mednarodno	internacional	mednaroden	ADJ	ADJ;NOM;NEUT;SG
socio	partnerja	socio	partner	N	N;NOM;MASC;DU
socio	partner	socio	partner	N	N;NOM;MASC;SG
socio	partnerka	socio	partnerka	N	N;NOM;FEM;SG
socio	sodelavka	socio	sodelavka	N	N;NOM;FEM;SG
socio	sodelavec	socio	sodelavec	N	N;NOM;MASC;SG
socio	družabnik	socio	družabnik	N	N;NOM;MASC;SG
escoitarme	poslušamo	escoitarme	poslušati	V	V;IPFV;IND;PL;1;PRS;FIN
escoitarme	poslušam	escoitarme	poslušati	V	V;IPFV;IND;SG;1;PRS;FIN
escoitarme	poslušal	escoitarme	poslušati	V	V;IPFV;MASC;SG;V.PTCP
rabia	jezo	rabia	jeza	N	N;ACC;FEM;SG
rabia	jeza	rabia	jeza	N	N;NOM;FEM;SG
rabia	bes	rabia	bes	N	N;NOM;MASC;SG
caros	drage	caro	drag	ADJ	ADJ;NOM;FEM;PL
caros	drag	caro	drag	ADJ	ADJ;NOM;INDF;MASC;SG
católica	katoliško	católico	katoliški	ADJ	ADJ;NOM;NEUT;SG
católica	katoliški	católico	katoliški	ADJ	ADJ;NOM;MASC;SG
católica	katoliška	católico	katoliški	ADJ	ADJ;NOM;FEM;SG
carreta	prikazen	carreta	prikazen	N	N;NOM;FEM;SG
