catholicisme	katolilaisuus	catholicisme	katolilaisuus	N;MASC;SG	N;NOM;SG
aluminium	alumiinia	aluminium	alumiinin	N;MASC;SG	N;PRT;SG
aluminium	alumiini	aluminium	alumiini	N;MASC;SG	N;NOM;SG
piège	ansa	piège	ansa	N;MASC;SG	N;NOM;SG
doc	doc	doc	doc	N;MASC;SG	N;NOM;SG
doc	tohtori	doc	tohtori	N;MASC;SG	N;NOM;SG
tubes	putket	tube	putki	N;MASC;PL	N;NOM;PL
écho	kaiku	écho	kaiku	N;MASC;SG	N;NOM;SG
écho	echon	écho	echo	N;MASC;SG	N;NOM;SG
tragédie	murhenäytelmä	tragédie	murhe#näytelmä	N;FEM;SG	N;NOM;SG
tragédie	tragedia	tragédie	tragedia	N;FEM;SG	N;NOM;SG
organiste	urkuri	organiste	urkuri	N;MASC;SG	N;NOM;SG
excellent	erinomainen	excellent	erinomainen	ADJ;MASC;SG	ADJ;NOM;SG
hôtels	hotellit	hôtel	hotelli	N;MASC;PL	N;NOM;PL
diminution	lasku	diminution	lasku	N;FEM;SG	N;NOM;SG
diminution	väheneminen	diminution	väheneminen	N;FEM;SG	N;NOM;SG
horizon	horisontti	horizon	horisontti	N;MASC;SG	N;NOM;SG
gorge	kurkun	gorge	kurkku	N;FEM;SG	N;GEN;SG
gorge	kurkku	gorge	kurkku	N;FEM;SG	N;NOM;SG
gorge	rotko	gorge	rotko	N;FEM;SG	N;NOM;SG
librement	vapaasti	librement	vapaasti	ADV	ADV
pauline	pauline	paulin	pauli	N;FEM;SG	N;NOM;SG
offrant	tarjoaa	offrir	tarjota	V;PRS;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
chronologique	kronologinen	chronologique	kronologinen	ADJ;MASC;SG	ADJ;NOM;SG
amphibiens	sammakkoeläimet	amphibien	sammakko#eläin	N;MASC;PL	N;NOM;PL
amphibiens	sammakkoeläimet	amphibien	sammakko#eläin	N;MASC;PL	N;NOM;PL
érigée	pystytetty	ériger	pystyttää	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
pilier	pilarin	pilier	pilari	N;MASC;SG	N;GEN;SG
pilier	pilari	pilier	pilari	N;MASC;SG	N;NOM;SG
diamant	timantti	diamant	timantti	N;MASC;SG	N;NOM;SG
diamant	timanttia	diamant	timantti	N;MASC;SG	N;PRT;SG
diamant	diamond	diamant	diamond	N;MASC;SG	N;NOM;SG
diamant	timantin	diamant	timantti	N;MASC;SG	N;GEN;SG
drogue	huume	drogue	huume	N;FEM;SG	N;NOM;SG
drogue	lääke	drogue	lääke	N;FEM;SG	N;NOM;SG
soutenue	tuettu	soutenir	tukea	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
soutenue	tuettiin	soutenir	tukea	V;FEM;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
derby	derby	derby	derby	N;MASC;SG	N;NOM;SG
libertés	vapauksia	liberté	vapaus	N;FEM;PL	N;PRT;PL
libertés	vapaudet	liberté	vapaus	N;FEM;PL	N;NOM;PL
libertés	vapauksia	liberté	vapaus	N;FEM;PL	N;PRT;PL
magazines	lehtiä	magazine	lehti	N;MASC;PL	N;PRT;PL
magazines	lehdet	magazine	lehti	N;MASC;PL	N;NOM;PL
chaos	kaaos	chaos	kaaos	N;MASC;SG	N;NOM;SG
chaos	kaaosta	chaos	kaaos	N;MASC;SG	N;PRT;SG
chaos	sekasorto	chaos	seka#sorto	N;MASC;SG	N;NOM;SG
chanter	laulaa	chanter	laulaa	V;NFIN	V;IND;SG;3;PRS;FIN;ACT
chanter	laula	chanter	laulaa	V;NFIN	V;IMP;SG;2;FIN;ACT
chanter	laulaa	chanter	laulaa	V;NFIN	V;IND;SG;3;PRS;FIN;ACT
chanter	laulavat	chanter	laulaa	V;NFIN	V;IND;PL;3;PRS;FIN;ACT
abrégé	lyhennetty	abréger	lyhentää	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
abrégé	lyhennetty	abréger	lyhentää	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
historiquement	historiallisesti	historiquement	historiallisesti	ADV	ADV
fusil	haulikko	fusil	haulikko	N;MASC;SG	N;NOM;SG
fusil	haulikon	fusil	haulikko	N;MASC;SG	N;GEN;SG
fusil	tykki	fusil	tykki	N;MASC;SG	N;NOM;SG
fusil	pyssy	fusil	pyssy	N;MASC;SG	N;NOM;SG
fusil	ase	fusil	ase	N;MASC;SG	N;NOM;SG
fusil	kiväärin	fusil	kivä#ärin	N;MASC;SG	N;GEN;SG
fusil	kivääri	fusil	kivääri	N;MASC;SG	N;NOM;SG
maintient	ylläpitää	maintenir	ylläpitää	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
couverte	katettu	couvrir	kattaa	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
couverte	kattoi	couvrir	kattaa	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
couverte	peitetty	couvrir	peittää	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
reliques	pyhäinjäännöksiä	relique	pyhäin#jäännös	N;FEM;PL	N;PRT;PL
salaire	palkan	salaire	palkka	N;MASC;SG	N;GEN;SG
salaire	palkka	salaire	palkka	N;MASC;SG	N;NOM;SG
salaire	palkka	salaire	palkka	N;MASC;SG	N;NOM;SG
salaire	palkka	salaire	palkka	N;MASC;SG	N;NOM;SG
rappeur	räppäri	rappeur	räppäri	N;MASC;SG	N;NOM;SG
rappeur	rap	rappeur	rap	N;MASC;SG	N;NOM;SG
préféré	suosi	préférer	suosia	V;MASC;SG;PST;V.PTCP	V;IMP;SG;2;FIN;ACT
ingénierie	konehuone	ingénierie	kone#huone	N;FEM;SG	N;NOM;SG
ingénierie	tekniikka	ingénierie	tekniikka	N;FEM;SG	N;NOM;SG
bataillons	pataljoonat	bataillon	pataljoona	N;MASC;PL	N;NOM;PL
magistrat	judge	magistrat	judge	N;MASC;SG	N;NOM;SG
magistrat	tuomari	magistrat	tuomari	N;MASC;SG	N;NOM;SG
magistrat	tuomarina	magistrat	tuomari	N;MASC;SG	N;FRML;SG
chanteurs	laulajia	chanteur	laulaja	N;MASC;PL	N;PRT;PL
ethnique	etninen	ethnique	etninen	ADJ;MASC;SG	ADJ;NOM;SG
ethnique	etninen	ethnique	etninen	ADJ;MASC;SG	ADJ;NOM;SG
comarque	comarca	comarque	comarca	N;FEM;SG	N;NOM;SG
flanc	sivusta	flanc	sivusta	N;MASC;SG	N;IN+ABL;SG
chambéry	chambéry	chambéry	chambéry	N;MASC;SG	N;NOM;SG
vignes	viinitarhat	vigne	viini#tarha	N;FEM;PL	N;NOM;PL
folk	folk	folk	folk	N;MASC;SG	N;NOM;SG
portails	portit	portail	portti	N;MASC;PL	N;NOM;PL
portails	porttien	portail	portti	N;MASC;PL	N;GEN;PL
portails	portteja	portail	portti	N;MASC;PL	N;PRT;PL
portails	portaaleja	portail	portaali	N;MASC;PL	N;PRT;PL
portails	portteja	portail	portti	N;MASC;PL	N;PRT;PL
billets	liput	billet	lippu	N;MASC;PL	N;NOM;PL
billets	lippuja	billet	lippu	N;MASC;PL	N;PRT;PL
billets	lippujen	billet	lippu	N;MASC;PL	N;GEN;PL
billets	setelit	billet	setellä	N;MASC;PL	N;NOM;PL
billets	seteleitä	billet	setellä	N;MASC;PL	N;PRT;PL
apogée	huippu	apogée	huippu	N;MASC;SG	N;NOM;SG
obtenue	saatu	obtenir	saada	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
contenir	sisältävät	contenir	sisältää	V;NFIN	V;IND;PL;3;PRS;FIN;ACT
conducteur	ajaja	conducteur	ajaja	N;MASC;SG	N;NOM;SG
conducteur	kuljettajan	conducteur	kuljettaja	N;MASC;SG	N;GEN;SG
conducteur	kuljettaja	conducteur	kuljettaja	N;MASC;SG	N;NOM;SG
conducteur	kuski	conducteur	kuskea	N;MASC;SG	N;NOM;SG
conducteur	johdin	conducteur	johtaa	N;MASC;SG	N;NOM;SG
conducteur	kapellimestari	conducteur	kapelli#mestari	N;MASC;SG	N;NOM;SG
étendu	laajennettu	étendre	laajentaa	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
étendu	jatkettu	étendre	jatkaa	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
étendu	laajennettu	étendre	laajentaa	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
étendu	laajentunut	étendre	laajentua	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
interdite	kiellettyä	interdire	kieltää	V;FEM;SG;PST;V.PTCP	V;PRT;SG;V.PTCP;PASS
interdite	kielletty	interdire	kieltää	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
interdite	kiellettyä	interdire	kieltää	V;FEM;SG;PST;V.PTCP	V;PRT;SG;V.PTCP;PASS
interdite	kielletty	interdire	kieltää	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
interdite	estetty	interdire	estää	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
interdite	kielletty	interdire	kieltää	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
libye	libyan	libye	libya	N;FEM;SG	N;GEN;SG
libye	libya	libye	libya	N;FEM;SG	N;NOM;SG
libye	libyan	libye	libya	N;FEM;SG	N;GEN;SG
libye	libyassa	libye	libya	N;FEM;SG	N;IN+ESS;SG
libye	libya	libye	libya	N;FEM;SG	N;NOM;SG
choisie	valittu	choisir	valita	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
chirurgie	leikkaus	chirurgie	leikkaus	N;FEM;SG	N;NOM;SG
chirurgie	leikkauksen	chirurgie	leikkaus	N;FEM;SG	N;GEN;SG
sent	tuoksuu	sentir	tuoksua	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
oublié	unohdin	oublier	unohtaa	V;MASC;SG;PST;V.PTCP	V;IND;SG;1;PST;FIN;ACT
oublié	unohti	oublier	unohtaa	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
oublié	unohdettu	oublier	unohtaa	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
oublié	unohtanut	oublier	unohtaa	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
oublié	unohtunut	oublier	unohtua	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
résidences	asunnot	résidence	asunto	N;FEM;PL	N;NOM;PL
grammaire	kielioppi	grammaire	kieli#oppi	N;FEM;SG	N;NOM;SG
mineure	alaikäinen	mineur	alaikäinen	ADJ;FEM;SG	ADJ;NOM;SG
mineure	vähäinen	mineur	vähäinen	ADJ;FEM;SG	ADJ;NOM;SG
balles	munat	balle	muna	N;FEM;PL	N;NOM;PL
balles	palloja	balle	pallo	N;FEM;PL	N;PRT;PL
balles	pallot	balle	pallo	N;FEM;PL	N;NOM;PL
balles	luodit	balle	luoda	N;FEM;PL	N;NOM;PL
balles	luoteja	balle	luoti	N;FEM;PL	N;PRT;PL
légendaire	legendaarinen	légendaire	legendaarinen	ADJ;MASC;SG	ADJ;NOM;SG
tigre	tiikeri	tigre	tiikeri	N;MASC;SG	N;NOM;SG
compromis	kompromissin	compromis	kompromissi	N;MASC;SG	N;GEN;SG
compromis	kompromissi	compromis	kompromissi	N;MASC;SG	N;NOM;SG
compromis	kompromissiin	compromis	kompromissi	N;MASC;SG	N;IN+ALL;SG
horloge	kellon	horloge	kello	N;FEM;SG	N;GEN;SG
horloge	kello	horloge	kello	N;FEM;SG	N;NOM;SG
chaine	ketjun	chaîne	ketju	N;FEM;SG	N;GEN;SG
chaine	ketjussa	chaîne	ketju	N;FEM;SG	N;IN+ESS;SG
chaine	ketju	chaîne	ketju	N;FEM;SG	N;NOM;SG
parts	osuudet	part	osuus	N;FEM;PL	N;NOM;PL
parts	osakkeita	part	osake	N;FEM;PL	N;PRT;PL
parts	osakkeet	part	osake	N;FEM;PL	N;NOM;PL
partager	jaetaan	partager	jakaa	V;NFIN	V;IND;PRS;FIN;PASS
partager	jakaa	partager	jakaa	V;NFIN	V;SG;NFIN;ACT
partager	jaa	partager	jaa	V;NFIN	V;IMP;SG;2;FIN;ACT
pluriel	monikossa	pluriel	monikko	N;MASC;SG	N;IN+ESS;SG
dépôts	talletuksia	dépôt	talletus	N;MASC;PL	N;PRT;PL
dépôts	talletukset	dépôt	talletus	N;MASC;PL	N;NOM;PL
pommes	omenoita	pomme	omeno	N;FEM;PL	N;PRT;PL
pommes	omenat	pomme	omena	N;FEM;PL	N;NOM;PL
vannes	portit	vanne	portti	N;MASC;PL	N;NOM;PL
vannes	porttien	vanne	portti	N;MASC;PL	N;GEN;PL
vannes	portteja	vanne	portti	N;MASC;PL	N;PRT;PL
vannes	venttiilit	vanne	venttiili	N;MASC;PL	N;NOM;PL
haine	vihaa	haine	vihata	N;FEM;SG	N;PRT;SG
haine	viha	haine	viha	N;FEM;SG	N;NOM;SG
haine	vihan	haine	vihka	N;FEM;SG	N;GEN;SG
haine	vihaa	haine	vihata	N;FEM;SG	N;PRT;SG
haine	viha	haine	viha	N;FEM;SG	N;NOM;SG
haine	vihan	haine	vihka	N;FEM;SG	N;GEN;SG
nommer	nimittää	nommer	nimittää	V;NFIN	V;IND;SG;FIN;ACT
nommer	nimetään	nommer	nimetä	V;NFIN	V;IND;PRS;FIN;PASS
lettonie	latvia	lettonie	latvi	N;FEM;SG	N;NOM;SG
lettonie	latviassa	lettonie	latvia	N;FEM;SG	N;IN+ESS;SG
lettonie	latvian	lettonie	latvi	N;FEM;SG	N;GEN;SG
lettonie	latvia	lettonie	latvi	N;FEM;SG	N;NOM;SG
lettonie	latvian	lettonie	latvi	N;FEM;SG	N;GEN;SG
alerte	hälytys	alerte	hälytys	N;FEM;SG	N;NOM;SG
alerte	varoitus	alerte	varoitus	N;FEM;SG	N;NOM;SG
alerte	hälytys	alerte	hälytys	N;FEM;SG	N;NOM;SG
alerte	kuulutus	alerte	kuulutus	N;FEM;SG	N;NOM;SG
alerte	varoitus	alerte	varoitus	N;FEM;SG	N;NOM;SG
copies	kopioita	copie	kopio	N;FEM;PL	N;PRT;PL
copies	kopiot	copie	kopio	N;FEM;PL	N;NOM;PL
restaurer	palauta	restaurer	palauttaa	V;NFIN	V;IMP;SG;2;FIN;ACT
restaurer	palauttaa	restaurer	palauttaa	V;NFIN	V;IND;SG;FIN;ACT
restaurer	palauttaa	restaurer	palauttaa	V;NFIN	V;IND;SG;FIN;ACT
restaurer	palautetaan	restaurer	palauttaa	V;NFIN	V;IND;PRS;FIN;PASS
raid	ratsia	raid	ratsia	N;MASC;SG	N;PRT;SG
distances	etäisyydet	distance	etäisyys	N;FEM;PL	N;NOM;PL
gardiens	vartijoita	gardien	vartija	N;MASC;PL	N;PRT;PL
gardiens	vartijat	gardien	vartija	N;MASC;PL	N;NOM;PL
gardiens	vartijat	gardien	vartija	N;MASC;PL	N;NOM;PL
gardiens	hoitajat	gardien	hoitaja	N;MASC;PL	N;NOM;PL
plafond	katto	plafond	katto	N;MASC;SG	N;NOM;SG
plafond	enimmäismäärä	plafond	enimmäis#määrä	N;MASC;SG	N;NOM;SG
plafond	kattoon	plafond	katto	N;MASC;SG	N;IN+ALL;SG
piscine	allas	piscine	allas	N;FEM;SG	N;NOM;SG
donnés	annetut	donner	antaa	V;MASC;PL;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
minorité	vähemmistö	minorité	vähemmistö	N;FEM;SG	N;NOM;SG
charité	hyväntekeväisyys	charité	hyvän#tekeväisyys	N;FEM;SG	N;NOM;SG
charité	hyväntekeväisyyttä	charité	hyvän#tekeväisyys	N;FEM;SG	N;PRT;SG
charité	hyväntekeväisyys	charité	hyvän#tekeväisyys	N;FEM;SG	N;NOM;SG
exceptionnelle	poikkeuksellinen	exceptionnel	poikkeuksellinen	ADJ;FEM;SG	ADJ;NOM;SG
exceptionnelle	poikkeuksellista	exceptionnel	poikkeuksellinen	ADJ;FEM;SG	ADJ;PRT;SG
allée	käytävä	aller	käydä	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
explications	selitykset	explication	selitys	N;FEM;PL	N;NOM;PL
explications	selitykset	explication	selitys	N;FEM;PL	N;NOM;PL
explications	selityksiä	explication	selitys	N;FEM;PL	N;PRT;PL
cave	kellari	cave	kellari	N;FEM;SG	N;NOM;SG
cave	kellarin	cave	kellari	N;FEM;SG	N;GEN;SG
cave	kellariin	cave	kellari	N;FEM;SG	N;IN+ALL;SG
cave	luola	cave	luola	N;FEM;SG	N;NOM;SG
cave	viinitila	cave	viini#tila	N;FEM;SG	N;NOM;SG
cave	kellari	cave	kellari	N;FEM;SG	N;NOM;SG
cave	kellarissa	cave	kellari	N;FEM;SG	N;IN+ESS;SG
cave	kellariin	cave	kellari	N;FEM;SG	N;IN+ALL;SG
dessiné	vedetty	dessiner	vetää	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
dessiné	piirretty	dessiner	piirtää	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
acquérir	hankkia	acquérir	hankkia	V;NFIN	V;SG;NFIN;ACT
acquérir	hankittava	acquérir	hankkia	V;NFIN	V;NOM;SG;V.PTCP;PASS
séparé	erotettu	séparer	erottaa	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
graphe	kaavio	graphe	kaavio	N;MASC;SG	N;NOM;SG
graphe	kuvio	graphe	kuvio	N;MASC;SG	N;NOM;SG
enregistrée	kirjattu	enregistrer	kirjata	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
enregistrée	rekisteröity	enregistrer	rekisteröidä	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
enregistrée	kirjattu	enregistrer	kirjata	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
enregistrée	rekisteröityä	enregistrer	rekisteröityä	V;FEM;SG;PST;V.PTCP	V;PRT;SG;V.PTCP;PASS
enregistrée	pelasti	enregistrer	pelastaa	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
enregistrée	tallennettu	enregistrer	tallentaa	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
archéologue	arkeologi	archéologue	arkeologi	N;MASC;SG	N;NOM;SG
passés	menneet	passer	mennä	V;MASC;PL;PST;V.PTCP	V;NOM;PL;V.PTCP;ACT
recommandations	suositukset	recommandation	suositus	N;FEM;PL	N;NOM;PL
recommandations	suosituksia	recommandation	suositus	N;FEM;PL	N;PRT;PL
plainte	valitus	plainte	valitus	N;FEM;SG	N;NOM;SG
plainte	kantelun	plainte	kantelu	N;FEM;SG	N;GEN;SG
plainte	kantelu	plainte	kantelu	N;FEM;SG	N;NOM;SG
hippolyte	hippolyte	hippolyte	hippolyte	N;MASC;SG	N;NOM;SG
activement	aktiivisesti	activement	aktiivisesti	ADV	ADV
égyptienne	egyptiläinen	égyptien	egyptiläinen	ADJ;FEM;SG	ADJ;NOM;SG
idéologie	ideologia	idéologie	ideologia	N;FEM;SG	N;NOM;SG
cage	häkkiin	cage	häkki	N;FEM;SG	N;IN+ALL;SG
cage	häkki	cage	häkki	N;FEM;SG	N;NOM;SG
cage	häkin	cage	häkki	N;FEM;SG	N;GEN;SG
préserver	säilyttää	préserver	säilyttää	V;NFIN	V;SG;NFIN;ACT
préserver	säilytä	préserver	säilyttää	V;NFIN	V;IMP;SG;2;FIN;ACT
tronçon	stretch	tronçon	stretch	N;MASC;SG	N;NOM;SG
banc	penkin	banc	penkki	N;MASC;SG	N;GEN;SG
banc	penkki	banc	penkki	N;MASC;SG	N;NOM;SG
banc	penkillä	banc	penkki	N;MASC;SG	N;AT+ESS
;SG
souverains	hallitsijat	souverain	hallitsija	N;MASC;PL	N;NOM;PL
copyright	tekijänoikeuden	copyright	tekijän#oikeus	N;MASC;SG	N;GEN;SG
martine	martine	martine	martine	N;FEM;SG	N;NOM;SG
martine	martina	martine	martina	N;FEM;SG	N;NOM;SG
martine	martinin	martine	martin	N;FEM;SG	N;GEN;SG
indochine	indokiinassa	indochine	indokiina	N;FEM;SG	N;IN+ESS;SG
ménages	kotitaloudet	ménage	koti#talous	N;MASC;PL	N;NOM;PL
ménages	kotitalouksien	ménage	koti#talous	N;MASC;PL	N;GEN;PL
ménages	kotitaloudet	ménage	koti#talous	N;MASC;PL	N;NOM;PL
ménages	kotitalouksien	ménage	koti#talous	N;MASC;PL	N;GEN;PL
juriste	juristi	juriste	juristaa	N;MASC;SG	N;NOM;SG
juriste	lakimies	juriste	laki#mies	N;MASC;SG	N;NOM;SG
juriste	asianajaja	juriste	asian#ajaja	N;MASC;SG	N;NOM;SG
enlever	poistaa	enlever	poistaa	V;NFIN	V;IND;SG;PRS;FIN;ACT
enlever	poista	enlever	poistaa	V;NFIN	V;IMP;SG;2;FIN;ACT
démographie	väestö	démographie	väestö	N;FEM;SG	N;NOM;SG
sonate	sonata	sonate	sonata	N;FEM;SG	N;NOM;SG
asiatique	aasialainen	asiatique	aasialainen	ADJ;MASC;SG	ADJ;NOM;SG
corde	köysi	corde	köydä	N;FEM;SG	N;NOM;SG
corde	köyttä	corde	köysi	N;FEM;SG	N;PRT;SG
corde	sointu	corde	sointua	N;FEM;SG	N;NOM;SG
sep	sep	sep	sep	N;MASC;SG	N;NOM;SG
pâte	massan	pâte	massa	N;FEM;SG	N;GEN;SG
pâte	massa	pâte	massa	N;FEM;SG	N;NOM;SG
organisateur	järjestäjä	organisateur	järjestäjä	N;MASC;SG	N;NOM;SG
organisateur	järjestäjä	organisateur	järjestäjä	N;MASC;SG	N;NOM;SG
papa	faija	papa	faija	N;MASC;SG	N;NOM;SG
papa	isä	papa	isä	N;MASC;SG	N;NOM;SG
papa	isä	papa	isä	N;MASC;SG	N;NOM;SG
rames	airot	rame	airo	N;FEM;PL	N;NOM;PL
archidiocèse	arkkihiippakunta	archidiocèse	arkki#hiippa#kunta	N;MASC;SG	N;NOM;SG
ordinateurs	tietokoneita	ordinateur	tieto#kone	N;MASC;PL	N;PRT;PL
ordinateurs	tietokoneet	ordinateur	tieto#kone	N;MASC;PL	N;NOM;PL
ordinateurs	tietokoneet	ordinateur	tieto#kone	N;MASC;PL	N;NOM;PL
tables	pöydät	table	pöytä	N;FEM;PL	N;NOM;PL
tables	taulukoissa	table	taulukko	N;FEM;PL	N;IN+ESS;PL
tables	taulukot	table	taulukko	N;FEM;PL	N;NOM;PL
bassiste	basisti	bassiste	basisti	N;MASC;SG	N;NOM;SG
gang	jengi	gang	jengi	N;MASC;SG	N;NOM;SG
gang	gangin	gang	gang	N;MASC;SG	N;GEN;SG
martial	martial	martial	martial	N;MASC;SG	N;NOM;SG
bouton	painike	bouton	painike	N;MASC;SG	N;NOM;SG
bouton	painiketta	bouton	painike	N;MASC;SG	N;PRT;SG
bouton	nappi	bouton	nappi	N;MASC;SG	N;NOM;SG
toucher	koske	toucher	koskea	V;NFIN	V;IMP;SG;2;FIN;ACT
toucher	koskea	toucher	koskea	V;NFIN	V;SG;NFIN;ACT
toucher	koskettaa	toucher	koskettaa	V;NFIN	V;IND;SG;3;PRS;FIN;ACT
toucher	kosketa	toucher	koskea	V;NFIN	V;IMP;SG;2;FIN;ACT
toucher	koskettaa	toucher	koskettaa	V;NFIN	V;IND;SG;3;PRS;FIN;ACT
toucher	koskettava	toucher	koskettaa	V;NFIN	V;NOM;SG;V.PTCP;PASS
combattant	taistelija	combattant	taistelija	N;MASC;SG	N;NOM;SG
combattant	taistelija	combattant	taistelija	N;MASC;SG	N;NOM;SG
combattant	hävittäjä	combattant	hävittäjä	N;MASC;SG	N;NOM;SG
tropicale	trooppinen	tropical	trooppinen	ADJ;FEM;SG	ADJ;NOM;SG
fossiles	fossiileja	fossile	fossiili	N;MASC;PL	N;PRT;PL
citadelle	linnake	citadelle	linnake	N;FEM;SG	N;NOM;SG
citadelle	linnoitus	citadelle	linnoitus	N;FEM;SG	N;NOM;SG
citadelle	citadel	citadelle	citadel	N;FEM;SG	N;NOM;SG
plastique	muovinen	plastique	muovinen	ADJ;MASC;SG	ADJ;NOM;SG
exister	olemassa	exister	olla	V;NFIN	V;IN+ESS;SG;NFIN;ACT
décider	päättää	décider	päättää	V;NFIN	V;IND;SG;3;PRS;FIN;ACT
menaces	uhkauksia	menace	uhkaus	N;FEM;PL	N;PRT;PL
menaces	uhat	menace	uhat	N;FEM;PL	N;NOM;PL
menaces	uhkia	menace	uhka	N;FEM;PL	N;PRT;PL
ventre	ventre	ventre	ventre	N;MASC;SG	N;NOM;SG
ventre	vatsa	ventre	vatsa	N;MASC;SG	N;NOM;SG
ventre	maha	ventre	maha	N;MASC;SG	N;NOM;SG
ventre	vatsa	ventre	vatsa	N;MASC;SG	N;NOM;SG
ventre	maha	ventre	maha	N;MASC;SG	N;NOM;SG
ventre	vatsan	ventre	vatsa	N;MASC;SG	N;GEN;SG
forestier	metsätalouden	forestier	metsä#talous	N;MASC;SG	N;GEN;SG
forestier	metsätalous	forestier	metsä#talous	N;MASC;SG	N;NOM;SG
forestier	metsän	forestier	metsä	N;MASC;SG	N;GEN;SG
forestier	metsää	forestier	metsä	N;MASC;SG	N;PRT;SG
forestier	metsä	forestier	metsä	N;MASC;SG	N;NOM;SG
identiques	identtisiä	identique	identtinen	ADJ;MASC;PL	ADJ;PRT;PL
identiques	identtiset	identique	identtinen	ADJ;MASC;PL	ADJ;NOM;PL
mécaniques	mekaaniset	mécanique	mekaaninen	ADJ;MASC;PL	ADJ;NOM;PL
vicaire	kirkkoherra	vicaire	kirkko#herra	N;MASC;SG	N;NOM;SG
plages	rantoja	plage	ranta	N;FEM;PL	N;PRT;PL
plages	rannoilla	plage	ranta	N;FEM;PL	N;AT+ESS
;PL
plages	rannat	plage	ranta	N;FEM;PL	N;NOM;PL
barrages	patojen	barrage	pata	N;MASC;PL	N;GEN;PL
entraîné	koulutettu	entraîner	kouluttaa	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
brasserie	panimo	brasserie	panimo	N;FEM;SG	N;NOM;SG
prestige	arvostusta	prestige	arvostus	N;MASC;SG	N;PRT;SG
prestige	prestige	prestige	prestige	N;MASC;SG	N;NOM;SG
prestige	arvovaltaa	prestige	arvo#valta	N;MASC;SG	N;PRT;SG
vendue	myi	vendre	myydä	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
vendue	myyty	vendre	myydä	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
favorables	suotuisat	favorable	suotua	ADJ;MASC;PL	ADJ;NOM;PL
favorables	suotuisat	favorable	suotua	ADJ;MASC;PL	ADJ;NOM;PL
protestant	protestantti	protestant	protestantti	N;MASC;SG	N;NOM;SG
spirituel	henkinen	spirituel	henkinen	ADJ;MASC;SG	ADJ;NOM;SG
spirituel	hengellinen	spirituel	hengellinen	ADJ;MASC;SG	ADJ;NOM;SG
priorité	etusijalla	priorité	etu#sija	N;FEM;SG	N;AT+ESS
;SG
priorité	prioriteetti	priorité	prioriteetti	N;FEM;SG	N;NOM;SG
constitutionnelle	perustuslaillinen	constituinnnel	perustuslaillinen	ADJ;FEM;SG	ADJ;NOM;SG
rivalité	vihanpito	rivalité	vihan#pito	N;FEM;SG	N;NOM;SG
valentin	valentin	valentin	valentti	N;FEM;SG	N;GEN;SG
valentin	valentine	valentin	valentti	N;FEM;SG	N;NOM;SG
