dan	ja	dan	ja	CONJ	CONJ
diinginkan	haluttu	diinginkan	haluta	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
diinginkan	toivottu	diinginkan	toivoa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
diinginkan	etsintäkuulutettu	diinginkan	etsintä#kuuluttaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
diinginkan	haluttu	diinginkan	haluta	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
membatasi	rajoittaa	menbatasi	rajoittaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
membatasi	rajoittamalla	menbatasi	rajoittaa	V;SG;ACT	V;AT+ESS
;SG;NFIN;ACT
membatasi	rajoittaa	menbatasi	rajoittaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
membatasi	rajoita	menbatasi	rajoittaa	V;SG;ACT	V;IMP;SG;2;FIN;ACT
membatasi	rajoita	menbatasi	rajoittaa	V;SG;ACT	V;IMP;SG;2;FIN;ACT
bernyanyi	laulaa	bernyanyi	laulaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
bernyanyi	laulaa	bernyanyi	laulaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
pembunuh	murhaaja	penbunuh	murhaaja	N;SG	N;NOM;SG
pembunuh	murhaaja	penbunuh	murhaaja	N;SG	N;NOM;SG
pembunuh	tappaja	penbunuh	tappaja	N;SG	N;NOM;SG
pembunuh	salamurhaaja	penbunuh	salamurhaaja	N;SG	N;NOM;SG
pembunuh	palkkamurhaaja	penbunuh	palkka#murhaaja	N;SG	N;NOM;SG
pakai	käyttää	pakai	käyttää	V;SG;ACT	V;IND;SG;PRS;FIN;ACT
pakai	käytä	pakai	käyttää	V;SG;ACT	V;IMP;SG;2;FIN;ACT
basah	kostea	basah	kostea	ADJ;SG	ADJ;NOM;SG
basah	märkää	basah	märkä	ADJ;SG	ADJ;PRT;SG
basah	märkä	basah	märkä	ADJ;SG	ADJ;NOM;SG
tegangan	jännitettä	tegangan	jännite	N;SG	N;PRT;SG
tegangan	jännite	tegangan	jännite	N;SG	N;NOM;SG
resimen	rykmentti	resimen	rykmentti	N	N;NOM;SG
resimen	rykmentin	resimen	rykmentti	N	N;GEN;SG
pupuk	lannan	pupuk	lanta	N	N;GEN;SG
pupuk	lantaa	pupuk	lanta	N	N;PRT;SG
pupuk	lannoitteiden	pupuk	lannoite	N	N;GEN;PL
pupuk	lannoitteet	pupuk	lannoite	N	N;NOM;PL
chapter	luku	chapter	luku	N	N;NOM;SG
penciptaan	luominen	penciptaan	luominen	N;SG	N;NOM;SG
penciptaan	perustaminen	penciptaan	perustaminen	N;SG	N;NOM;SG
penciptaan	luonti	penciptaan	luonti	N;SG	N;NOM;SG
duri	thorn	duri	thorn	N;SG	N;NOM;SG
duri	piikki	duri	piikki	N;SG	N;NOM;SG
permata	jalokivi	permata	jalo#kivi	N;SG	N;NOM;SG
penyelidikan	tutkimus	penselidikan	tutkimus	N;SG	N;NOM;SG
penyelidikan	tutkinta	penselidikan	tutkinta	N;SG	N;NOM;SG
transisi	siirtyminen	transisi	siirtyminen	N;SG	N;NOM;SG
transisi	siirtymä	transisi	siirtymä	N;SG	N;NOM;SG
gram	gram	gram	gram	N;SG	N;NOM;SG
gram	grammaa	gram	gramma	N;SG	N;PRT;SG
sutra	sutra	sutra	sutra	N	N;NOM;SG
sutra	silkkiä	sutra	silkki	N	N;PRT;SG
pidana	rikos	pidana	rikos	N	N;NOM;SG
pidana	rikokset	pidana	rikos	N	N;NOM;PL
pidana	rikollisuus	pidana	rikollisuus	N	N;NOM;SG
pidana	rikoksen	pidana	rikos	N	N;GEN;SG
pidana	rikollisuuden	pidana	rikollisuus	N	N;GEN;SG
penjual	myyjä	penjual	myyjä	N;SG	N;NOM;SG
penjual	myyntimies	penjual	myynti#mies	N;SG	N;NOM;SG
penjual	myyjä	penjual	myyjä	N;SG	N;NOM;SG
penjual	myyjän	penjual	myyjä	N;SG	N;GEN;SG
pedalaman	sisämaan	pedalaman	sisä#maa	N	N;GEN;SG
letusan	purkaus	letusan	purkaus	N;SG	N;NOM;SG
bendungan	pato	bendungan	pato	N;SG	N;NOM;SG
didesain	suunniteltiin	didesain	suunnitella	V;SG;PASS	V;IND;PST;FIN;PASS
didesain	suunniteltu	didesain	suunnitella	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
berputar	pyörii	berputar	pyöriä	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
berputar	pyöri	berputar	pyöri	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
menguntungkan	kannattavaa	menguntungkan	kannattava	ADJ;SG	ADJ;PRT;SG
menguntungkan	hyödyllistä	menguntungkan	hyödyllinen	ADJ;SG	ADJ;PRT;SG
menguntungkan	suotuisa	menguntungkan	suotu	ADJ;SG	ADJ;NOM;SG
tembaga	kupari	tembaga	kupari	N;SG	N;NOM;SG
tembaga	kuparia	tembaga	kupari	N;SG	N;PRT;SG
pengeboman	pommitukset	pengeboman	pommitus	N	N;NOM;PL
mengadopsi	adoptoida	menadopsi	adoptoida	V;SG;ACT	V;SG;NFIN;ACT
mengadopsi	adoptoi	menadopsi	adoptoida	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
mengadopsi	adoptoida	menadopsi	adoptoida	V;SG;ACT	V;SG;NFIN;ACT
mengadopsi	hyväksyi	menadopsi	hyväksyä	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
kastil	linnoja	kastil	linno	N	N;PRT;PL
kastil	linnaan	kastil	linnaan	N	N;IN+ALL;SG
kastil	linna	kastil	linna	N	N;NOM;SG
kastil	linnaa	kastil	linna	N	N;PRT;SG
sinema	elokuva	sinema	elo#kuva	N;SG	N;NOM;SG
lintasan	rataa	lintasan	rata	N;SG	N;PRT;SG
lintasan	lentorata	lintasan	lento#rata	N;SG	N;NOM;SG
gulungan	rolls	gulungan	rolls	N;SG	N;NOM;SG
diizinkan	sallitaan	diizinkan	sallia	V;SG;PASS	V;IND;PRS;FIN;PASS
diizinkan	sallitaan	diizinkan	sallia	V;SG;PASS	V;IND;PRS;FIN;PASS
disukai	pidetty	disukai	pitää	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
pelayaran	purjehdus	penlayaran	purjehdus	N;SG	N;NOM;SG
pelayaran	risteilylle	penlayaran	risteily	N;SG	N;AT+ALL;SG
multimedia	multimedia	multimedia	multimedia	N;SG	N;NOM;SG
fashion	muoti	fashion	muoti	N	N;NOM;SG
fashion	muotia	fashion	muoti	N	N;PRT;SG
fashion	muodin	fashion	muoti	N	N;GEN;SG
matang	kypsä	matang	kypsä	ADJ;SG	ADJ;NOM;SG
matang	kypsää	matang	kypsä	ADJ;SG	ADJ;PRT;SG
matang	kypsä	matang	kypsä	ADJ;SG	ADJ;NOM;SG
permulaan	alkuun	permulaan	alku	N;SG	N;IN+ALL;SG
permulaan	alussa	permulaan	alku	N;SG	N;IN+ESS;SG
permulaan	alku	permulaan	alku	N;SG	N;NOM;SG
mencintai	rakastava	mencintai	rakastaa	V;SG;ACT	V;NOM;SG;V.PTCP;ACT
panah	nuoli	panah	nuoli	N;SG	N;NOM;SG
ditunjukkan	näytetty	ditunjukkan	näyttää	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
menyajikan	esittelee	mensajikan	esitellä	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
menyajikan	esittää	mensajikan	esittää	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
arsenal	arsenal	arsenal	arsenal	N	N;NOM;SG
menghitung	kreivi	menhitung	kreivi	N;SG;ACT	N;NOM;SG
menghitung	laskenta	menhitung	laskentaa	N;SG;ACT	N;NOM;SG
menghitung	laskeminen	menhitung	laskeminen	N;SG;ACT	N;NOM;SG
perolehan	hankkiminen	perolehan	hankkiminen	N;SG	N;NOM;SG
perolehan	hankinta	perolehan	hankkinta	N;SG	N;NOM;SG
kawah	kraatteri	kawah	kraatteri	N;SG	N;NOM;SG
keterampilan	osaaminen	keterampilan	osaaminen	N;SG	N;NOM;SG
keterampilan	ammattitaito	keterampilan	ammatti#taito	N;SG	N;NOM;SG
keterampilan	taito	keterampilan	taito	N;SG	N;NOM;SG
keterampilan	taitoa	keterampilan	taito	N;SG	N;PRT;SG
patah	rikkinäinen	patah	rikki#näinen	ADJ;SG	ADJ;NOM;SG
ksatria	ratsu	ksatria	ratsu	N;SG	N;NOM;SG
ksatria	ritari	ksatria	ritari	N;SG	N;NOM;SG
koordinasi	koordinoi	koordinasi	koordinoida	N;SG	N;NOM;SG
koordinasi	yhteensovittaminen	koordinasi	yhteen#sovittaminen	N;SG	N;NOM;SG
koordinasi	koordinaatiota	koordinasi	koordinaatio	N;SG	N;PRT;SG
koordinasi	koordinointi	koordinasi	koordinointi	N;SG	N;NOM;SG
koordinasi	yhteensovittaminen	koordinasi	yhteen#sovittaminen	N;SG	N;NOM;SG
koordinasi	koordinointi	koordinasi	koordinointi	N;SG	N;NOM;SG
koordinasi	yhteensovittamisesta	koordinasi	yhteen#sovittaminen	N;SG	N;IN+ABL;SG
dimuat	ladattu	dimuat	ladata	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
dimuat	ladataan	dimuat	ladata	V;SG;PASS	V;IND;PRS;FIN;PASS
penamaan	nimeäminen	pennamaan	nimeäminen	N;SG	N;NOM;SG
nyaman	kätevä	nyaman	kätevä	ADJ;SG	ADJ;NOM;SG
nyaman	kätevää	nyaman	kätevä	ADJ;SG	ADJ;PRT;SG
ramah	ystävällinen	ramah	ystävällinen	ADJ;SG	ADJ;NOM;SG
ramah	ystävällistä	ramah	ystävältti	ADJ;SG	ADJ;PRT;SG
efisien	tehokasta	efisien	tehokas	ADJ;SG	ADJ;PRT;SG
efisien	tehokas	efisien	tehokas	ADJ;SG	ADJ;NOM;SG
pagar	aitaa	pagar	aita	N;SG	N;PRT;SG
pagar	aita	pagar	aitta	N;SG	N;NOM;SG
pagar	aidan	pagar	aita	N;SG	N;GEN;SG
memadai	riittävä	memadai	riittävä	ADJ;SG	ADJ;NOM;SG
dibatalkan	peruutettu	dibatalkan	peruuttaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
dibatalkan	peruttu	dibatalkan	peruta	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
dibatalkan	peruutettu	dibatalkan	peruuttaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
dibatalkan	peruttu	dibatalkan	peruta	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
dibatalkan	peruutettu	dibatalkan	peruuttaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
dibatalkan	kumottu	dibatalkan	kumota	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
dibatalkan	keskeytettiin	dibatalkan	keskeyttää	V;SG;PASS	V;IND;PST;FIN;PASS
dibatalkan	keskeytetty	dibatalkan	keskeyttää	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
koordinator	koordinaattori	koordinator	koordinaattori	N;SG	N;NOM;SG
pemisahan	erottelu	penpisahan	erottelu	N;SG	N;NOM;SG
pemisahan	erottaminen	penpisahan	erottaminen	N;SG	N;NOM;SG
renault	renault	renault	renault	N	N;NOM;SG
perluasan	laajentuminen	perluasan	laajentuminen	N;SG	N;NOM;SG
perluasan	laajentaminen	perluasan	laajentaminen	N;SG	N;NOM;SG
perluasan	laajeneminen	perluasan	laajeneminen	N;SG	N;NOM;SG
perluasan	laajennus	perluasan	laajennus	N;SG	N;NOM;SG
meyakinkan	vakuuttavaa	menyakinkan	vakuuttava	V;SG;ACT	V;PRT;SG;V.PTCP;ACT
meyakinkan	vakuuta	menyakinkan	vakuu	V;SG;ACT	V;IMP;SG;2;FIN;ACT
meyakinkan	vakuuttaa	menyakinkan	vakuuttaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
meyakinkan	vakuuttunut	menyakinkan	vakuuttua	V;SG;ACT	V;NOM;SG;V.PTCP;ACT
lingkup	laajuus	lingkup	laajuus	N;SG	N;NOM;SG
mayat	ruumis	mayat	ruumis	N;SG	N;NOM;SG
kecantikan	kaunotar	kecantikan	kaunotar	N;SG	N;NOM;SG
kecantikan	ihanuus	kecantikan	ihanuus	N;SG	N;NOM;SG
kecantikan	kauneutta	kecantikan	kauneus	N;SG	N;PRT;SG
kecantikan	kauneus	kecantikan	kauneus	N;SG	N;NOM;SG
bangkit	nousee	bangkit	nousta	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
bangkit	nouseva	bangkit	nousta	V;SG;ACT	V;NOM;SG;V.PTCP;ACT
bangkit	noussut	bangkit	nousta	V;SG;ACT	V;NOM;SG;V.PTCP;ACT
libur	loma	libur	loma	N;SG	N;NOM;SG
libur	lomaa	libur	loma	N;SG	N;PRT;SG
libur	juhlapäivä	libur	juhla#päivä	N;SG	N;NOM;SG
libur	loma	libur	loma	N;SG	N;NOM;SG
libur	lomaa	libur	loma	N;SG	N;PRT;SG
pengembang	kehittäjä	penkembang	kehittäjä	N;SG	N;NOM;SG
amal	hyväntekeväisyys	amal	hyvän#tekeväisyys	N;SG	N;NOM;SG
amal	hyväntekeväisyys	amal	hyvän#tekeväisyys	N;SG	N;NOM;SG
amal	hyväntekeväisyyttä	amal	hyvän#tekeväisyys	N;SG	N;PRT;SG
amal	hyväntekeväisyys	amal	hyvän#tekeväisyys	N;SG	N;NOM;SG
arondisemen	arrondissement	arondisemen	arrondissemen	N	N;NOM;SG
modifikasi	muokkaa	modifikasi	muokka	N;SG	N;NOM;SG
inovasi	innovaatio	inovasi	innovaatio	N;SG	N;NOM;SG
otomotif	auto	otomotif	auto	N;SG	N;NOM;SG
otomotif	autoteollisuus	otomotif	autoteollisuus	N;SG	N;NOM;SG
otomotif	automobiles	otomotif	auto#mobiles	N;SG	N;NOM;SG
otomotif	auto	otomotif	auto	N;SG	N;NOM;SG
sumbangan	lahjoitus	sumbangan	lahjoitus	N;SG	N;NOM;SG
sumbangan	lahjoituksen	sumbangan	lahjoitus	N;SG	N;GEN;SG
sumbangan	luovutuksen	sumbangan	luovutus	N;SG	N;GEN;SG
sumbangan	luovutus	sumbangan	luovutus	N;SG	N;NOM;SG
perlengkapan	kalusto	perlengkapan	kalusto	N;SG	N;NOM;SG
perlengkapan	laitteisto	perlengkapan	laitteisto	N;SG	N;NOM;SG
spesifikasi	määritykset	spesifikasi	määritys	N	N;NOM;PL
spesifikasi	spec	spesifikasi	spec	N	N;NOM;SG
keunggulan	etuna	keunggulan	etu	N;SG	N;FRML;SG
keunggulan	etu	keunggulan	etu	N;SG	N;NOM;SG
penghubung	liitin	penhubung	liittää	N;SG	N;NOM;SG
penyelesaian	päätökseen	penselesaian	päätös	N;SG	N;IN+ALL;SG
penyelesaian	sovinto	penselesaian	sovinto	N;SG	N;NOM;SG
minoritas	vähemmistö	minoritas	vähemmistö	N;SG	N;NOM;SG
varietas	lajikkeen	varietas	lajike	N;SG	N;GEN;SG
pengepungan	piiritys	penkepungan	piiritys	N;SG	N;NOM;SG
gila	hullu	gila	hullu	ADJ;SG	ADJ;NOM;SG
gila	hullua	gila	hullu	ADJ;SG	ADJ;PRT;SG
gila	hullu	gila	hullu	ADJ;SG	ADJ;NOM;SG
gila	vihainen	gila	vihainen	ADJ;SG	ADJ;NOM;SG
gila	hullu	gila	hullu	ADJ;SG	ADJ;NOM;SG
jambu	jerusalemin	jambu	jerus#alemin	N;SG	N;GEN;SG
akal	neuvokas	akal	neuvokas	N;SG	N;NOM;SG
akal	aistin	akal	aistin	N;SG	N;GEN;SG
akal	järkeä	akal	järki	N;SG	N;PRT;SG
akal	aisti	akal	aisti	N;SG	N;NOM;SG
jangkauan	etäisyys	jangkauan	etäisyys	N;SG	N;NOM;SG
jangkauan	vaihteluväli	jangkauan	vaihtelu#väli	N;SG	N;NOM;SG
jangkauan	kattavuus	jangkauan	kattavuus	N;SG	N;NOM;SG
jangkauan	reach	jangkauan	reach	N;SG	N;NOM;SG
jangkauan	kattavuuden	jangkauan	kattavuus	N;SG	N;GEN;SG
ideologi	ideologia	ideologi	ideologia	N	N;NOM;SG
ideologi	ideologiat	ideologi	ideologia	N	N;NOM;PL
berkunjung	vieraillut	berkunjung	vierailla	V;SG;ACT	V;NOM;SG;V.PTCP;ACT
berkunjung	käynyt	berkunjung	käydä	V;SG;ACT	V;NOM;SG;V.PTCP;ACT
berkunjung	vieraili	berkunjung	vierailla	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
berkunjung	käymässä	berkunjung	käydä	V;SG;ACT	V;IN+ESS;SG;NFIN;ACT
mamalia	nisäkäs	mamalia	nisäkäs	N;SG	N;NOM;SG
algoritma	algoritmi	algoritma	algoritmi	N;SG	N;NOM;SG
klien	asiakkaalle	klien	asiakas	N;SG	N;AT+ALL;SG
klien	asiakkaan	klien	asiakas	N;SG	N;GEN;SG
klien	asiakas	klien	asiakas	N;SG	N;NOM;SG
sponsor	sponsoroinnin	sponsor	sponsorointi	N;SG	N;GEN;SG
sponsor	rahoittaja	sponsor	rahoittaja	N;SG	N;NOM;SG
sponsor	tukija	sponsor	tukija	N;SG	N;NOM;SG
sponsor	järjestäjä	sponsor	järjestäjä	N;SG	N;NOM;SG
sponsor	sponsori	sponsor	sponsori	N;SG	N;NOM;SG
ketakutan	pelko	ketakutan	pelko	N;SG	N;NOM;SG
ketakutan	kauhun	ketakutan	kauhu	N;SG	N;GEN;SG
penglihatan	näkö	penlihatan	tämä	N;SG	N;NOM;SG
penglihatan	näky	penlihatan	näky	N;SG	N;NOM;SG
penglihatan	näkemys	penlihatan	näkemys	N;SG	N;NOM;SG
penglihatan	näkö	penlihatan	tämä	N;SG	N;NOM;SG
penglihatan	näky	penlihatan	näky	N;SG	N;NOM;SG
penglihatan	vision	penlihatan	visio	N;SG	N;GEN;SG
penglihatan	visio	penlihatan	visio	N;SG	N;NOM;SG
penyerangan	hyökkäys	penserangan	hyökkäys	N;SG	N;NOM;SG
penyerangan	hyökkäys	penserangan	hyökkäys	N;SG	N;NOM;SG
penyerangan	pahoinpitely	penserangan	pahoin#pitely	N;SG	N;NOM;SG
input	syöte	input	syöte	N	N;NOM;SG
input	syöttö	input	syöttö	N	N;NOM;SG
input	panos	input	panos	N	N;NOM;SG
input	tuotantopanosten	input	tuotanto#panos	N	N;GEN;PL
memohon	rukoili	menmohon	rukoilla	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
instruksi	ohjeen	instruksi	ohje	N;SG	N;GEN;SG
instruksi	ohje	instruksi	ohje	N;SG	N;NOM;SG
disesuaikan	mukautettu	disesuaikan	mukauttaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
disesuaikan	oikaistu	disesuaikan	oikaista	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
inspirasi	inspiraatiota	inspirasi	inspiraatio	N	N;PRT;SG
inspirasi	inspiraation	inspirasi	inspiraatio	N	N;GEN;SG
pengantar	esittely	penantar	esittely	N;SG	N;NOM;SG
pengantar	käyttöönotto	penantar	käyttöön#otto	N;SG	N;NOM;SG
pengantar	johdanto	penantar	johdanto	N;SG	N;NOM;SG
pengantar	johdanto	penantar	johdanto	N;SG	N;NOM;SG
dikembalikan	palautettiin	dikembalikan	palauttaa	V;SG;PASS	V;IND;PST;FIN;PASS
dikembalikan	palautettu	dikembalikan	palauttaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
teratur	järjestelmällinen	teratur	järjestelmällinen	ADJ;SG	ADJ;NOM;SG
menu	valikko	menu	valikko	N;SG	N;NOM;SG
menu	menu	menu	menu	N;SG	N;NOM;SG
ditanam	istutettu	ditanam	istuttaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
didapatkan	hankittu	didapatkan	hankkia	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
afghanistan	afganistan	afghanistan	afganista	N;SG	N;GEN;SG
afghanistan	afganistanin	afghanistan	afganistan	N;SG	N;GEN;SG
diadopsi	hyväksytty	diadopsi	hyväksyä	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
diadopsi	hyväksyttiin	diadopsi	hyväksyä	V;SG;PASS	V;IND;PST;FIN;PASS
keseimbangan	vaaka	keseimbangan	vaaka	N;SG	N;NOM;SG
keseimbangan	saldo	keseimbangan	saldo	N;SG	N;NOM;SG
keseimbangan	tasapainoa	keseimbangan	tasa#paino	N;SG	N;PRT;SG
keseimbangan	tasapaino	keseimbangan	tasa#paino	N;SG	N;NOM;SG
keseimbangan	tase	keseimbangan	tase	N;SG	N;NOM;SG
keseimbangan	tasapainon	keseimbangan	tasa#paino	N;SG	N;GEN;SG
keseimbangan	tasapaino	keseimbangan	tasa#paino	N;SG	N;NOM;SG
keseimbangan	tasapainoa	keseimbangan	tasa#paino	N;SG	N;PRT;SG
madu	kulta	madu	kulta	N;SG	N;NOM;SG
madu	hunajaa	madu	hunaja	N;SG	N;PRT;SG
madu	hunaja	madu	hunaja	N;SG	N;NOM;SG
berjanji	luvata	berjanji	luvata	V;SG;ACT	V;SG;FIN;ACT
berjanji	luvannut	berjanji	luvata	V;SG;ACT	V;NOM;SG;V.PTCP;ACT
berjanji	lupasi	berjanji	luvata	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
hidung	nenä	hidung	nenä	N;SG	N;NOM;SG
hidung	nenän	hidung	nenä	N;SG	N;GEN;SG
hidung	nenää	hidung	nenä	N;SG	N;PRT;SG
pelawak	koomikko	penlawak	koomikko	N	N;NOM;SG
sabuk	vyö	sabuk	vyö	N;SG	N;NOM;SG
sabuk	vyön	sabuk	vyö	N;SG	N;GEN;SG
kartun	sarjakuva	kartun	sarja#kuva	N;SG	N;NOM;SG
lapis	kerros	lapis	kerros	N;SG;ACT	N;NOM;SG
lapis	kerroksen	lapis	kerros	N;SG;ACT	N;GEN;SG
lapis	taso	lapis	taso	N;SG;ACT	N;NOM;SG
lapis	lapis	lapis	lapis	N;SG;ACT	N;NOM;SG
sirip	fin	sirip	fin	N;SG	N;NOM;SG
konfigurasi	kokoonpano	konfigurasi	kokoonpano	N;SG	N;NOM;SG
perdebatan	keskustelua	perdebatan	keskustelu	N;SG	N;PRT;SG
perdebatan	väittely	perdebatan	väittely	N;SG	N;NOM;SG
perdebatan	keskustelu	perdebatan	keskustelu	N;SG	N;NOM;SG
pujian	kiitosta	pujian	kiitto	N;SG	N;PRT;SG
pujian	ylistys	pujian	ylistys	N;SG	N;NOM;SG
pujian	kohteliaisuus	pujian	kohteliaisuus	N;SG	N;NOM;SG
pengamat	tarkkailija	pengamat	tarkkailija	N;SG	N;NOM;SG
pengamat	tarkkailijan	pengamat	tarkkailija	N;SG	N;GEN;SG
detektif	etsivä	detektif	etsivä	N;SG	N;NOM;SG
penaklukan	valloitus	pentaklukan	valloitus	N;SG	N;NOM;SG
misa	massaa	misa	massa	N	N;PRT;SG
misa	massa	misa	massa	N	N;NOM;SG
bendahara	rahastonhoitaja	bendahara	rahasto#hoitaja	N;SG	N;NOM;SG
diplomatik	diplomaatti	diplomatik	diplomaatti	N;SG	N;NOM;SG
lembaran	arkki	lembaran	arkki	N;SG	N;NOM;SG
penerbang	flyer	penterbang	flyer	N;SG	N;NOM;SG
digabungkan	yhdistetyn	digabungkan	yhdistää	V;SG;PASS	V;GEN;SG;V.PTCP;PASS
digabungkan	yhdistetty	digabungkan	yhdistää	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
digabungkan	yhdistetty	digabungkan	yhdistää	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
reaktor	reaktorin	reaktor	reaktori	N;SG	N;GEN;SG
reaktor	reaktori	reaktor	reaktori	N;SG	N;NOM;SG
panduan	opas	panduan	opas	N;SG	N;NOM;SG
panduan	ohje	panduan	ohje	N;SG	N;NOM;SG
panduan	oppaan	panduan	opas	N;SG	N;GEN;SG
dibuang	karkotettu	dibuang	karkottaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
dibuang	hävitettävä	dibuang	hävittää	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
dibuang	poistettiin	dibuang	poistaa	V;SG;PASS	V;IND;PST;FIN;PASS
dibuang	poistettu	dibuang	poistaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
konvensional	tavanomainen	konvensional	tavan#omainen	ADJ;SG	ADJ;NOM;SG
menjamin	taata	menjamin	taata	V;SG;ACT	V;SG;NFIN;ACT
akting	näyttelemistä	akting	näytellä	N;SG	N;PRT;SG
ikon	kuvakkeet	ikon	kuvake	N	N;NOM;PL
ikon	kuvake	ikon	kuvake	N	N;NOM;SG
ikon	kuvaketta	ikon	kuvake	N	N;PRT;SG
radikal	rad	radikal	rad	N;SG	N;NOM;SG
teleskop	teleskooppi	teleskop	teles#kooppi	N;SG	N;NOM;SG
meridian	meridian	menridian	meridia	N;SG	N;NOM;SG
rokok	tupakka	rokok	tupakka	N;SG	N;NOM;SG
rokok	savuke	rokok	savu	N;SG	N;NOM;SG
rokok	tupakka	rokok	tupakka	N;SG	N;NOM;SG
rokok	tupakkaa	rokok	tupakka	N;SG	N;PRT;SG
duet	duetto	duet	duetto	N	N;NOM;SG
deskripsi	kuvaus	deskripsi	kuvaus	N;SG	N;NOM;SG
mendominasi	hallinnut	mendominasi	hallita	V;SG;ACT	V;NOM;SG;V.PTCP;ACT
mendominasi	hallitsi	mendominasi	hallita	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
mendominasi	hallita	mendominasi	hallita	V;SG;ACT	V;SG;NFIN;ACT
mendominasi	hallitse	mendominasi	hallita	V;SG;ACT	V;IMP;SG;2;FIN;ACT
menutupi	kattaa	mentutupi	kattaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
irigasi	kastelu	irigasi	kastelu	N;SG	N;NOM;SG
lintang	leveys	lintang	leveys	N	N;NOM;SG
lintang	leveysaste	lintang	leveys#aste	N	N;NOM;SG
lintang	leveyttä	lintang	leveys	N	N;PRT;SG
lambung	runko	lambung	runko	N;SG	N;NOM;SG
lambung	rungon	lambung	runko	N;SG	N;GEN;SG
lambung	vatsa	lambung	vatsa	N;SG	N;NOM;SG
lambung	maha	lambung	maha	N;SG	N;NOM;SG
lambung	vatsan	lambung	vatsa	N;SG	N;GEN;SG
dokumentasi	dokumentaatio	dokumentasi	dokumentaatio	N;SG	N;NOM;SG
pencari	etsijä	pencari	etsijä	N;SG	N;NOM;SG
pengangkatan	korkeus	penangkatan	korkeus	N;SG	N;NOM;SG
pistol	pistoolit	pistol	pistooli	N	N;NOM;PL
pistol	pistooli	pistol	pistooli	N	N;NOM;SG
pistol	käsiase	pistol	käsi#ase	N	N;NOM;SG
pistol	tykki	pistol	tykki	N	N;NOM;SG
pistol	pyssy	pistol	pyssy	N	N;NOM;SG
pistol	ase	pistol	ase	N	N;NOM;SG
pengawal	henkivartija	penawal	henki#vartija	N;SG	N;NOM;SG
pengawal	vartija	penawal	vartija	N;SG	N;NOM;SG
pengawal	vahti	penawal	vahti	N;SG	N;NOM;SG
menyarankan	ehdotti	mensarankan	ehdottaa	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
menyarankan	ehdottaa	mensarankan	ehdottaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
menyarankan	suosittaa	mensarankan	suosittaa	V;SG;ACT	V;IMP;SG;2;FIN;ACT
menyarankan	suosittelee	mensarankan	suositella	V;SG;ACT	V;IND;SG;2;PRS;FIN;ACT
menyarankan	ehdottaa	mensarankan	ehdottaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
menyarankan	ehdota	mensarankan	ehdottaa	V;SG;ACT	V;IMP;SG;2;FIN;ACT
menyarankan	ehdottaa	mensarankan	ehdottaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
