ve	et	ve	et	CONJ	CONJ
takımlar	equipes	takım	equipe	N;NOM;PL;3	N;MASC;PL
hariç	excepté	hariç	excepté		
teorisi	théorie	teori	théorie	N;NOM;SG;3	N;FEM;SG
harita	plan	harit	plan	N;NOM;SG;3	N;MASC;SG
harita	carte	harit	carte	N;NOM;SG;3	N;FEM;SG
değişiklikler	modifications	değişiklik	modification	N;NOM;PL;3	N;FEM;PL
değişiklikler	modifications	değişiklik	modification	N;NOM;PL;3	N;FEM;PL
değişiklikler	changements	değişiklik	changement	N;NOM;PL;3	N;MASC;PL
türkler	turcs	türk	turc	N;NOM;PL;3	N;MASC;PL
uzunluğu	longueur	uzunluk	longueur	N;ACC;SG;3	N;FEM;SG
işler	emplois	iş	emploi	N;NOM;PL;3	N;MASC;PL
ayrılmıştır	réservée	ayrıl	réserver	V;PFV;NFH;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP
ayrılmıştır	réservé	ayrıl	réserver	V;PFV;NFH;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
şeyler	choses	şey	chose	N;NOM;PL;3	N;FEM;PL
şeyler	trucs	şey	truc	N;NOM;PL;3	N;MASC;PL
otomobil	voiture	otomobil	voiture	N;NOM;SG;3	N;FEM;SG
otomobil	auto	otomobil	auto	N;NOM;SG;3	N;MASC;SG
kutusu	coffret	kutu	coffret	N;NOM;SG;3	N;MASC;SG
kutusu	boîte	kutu	boîte	N;NOM;SG;3	N;FEM;SG
kutusu	boite	kutu	boîte	N;NOM;SG;3	N;FEM;SG
sahipliği	appropriation	sahiplik	appropriation	N;NOM;SG;3	N;FEM;SG
sahipliği	propriété	sahiplik	propriété	N;NOM;SG;3	N;FEM;SG
sayfada	page	sayfa	page	N;ESS;SG;3	N;FEM;SG
istiyorum	vouloir	iste	vouloir	V;PROG;IND;SG;1;POS;INFM;PRS	V;NFIN
istiyorum	veux	iste	vouloir	V;PROG;IND;SG;1;POS;INFM;PRS	V;IND;SG;1;PRS;FIN
kullanıldı	utilisé	kullan	utiliser	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
kullanıldı	utilisée	kullan	utiliser	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
kullanıldı	racheté	kullan	racheter	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
kullanıldı	rachetée	kullan	racheter	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
blue	bleu	blue	bleu	N;NOM;SG;3	N;MASC;SG
ilişkileri	relations	ilişki	relation	N;ACC;PL;3	N;FEM;PL
ilişkileri	relations	ilişki	relation	N;ACC;PL;3	N;FEM;PL
oylama	voter	oyla	voter	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
oylama	voter	oyla	voter	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
uzanan	étirer	uza	étirer	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NFIN
sekreteri	secrétaire	sekreter	secrétaire	N;ACC;SG;3	N;MASC;SG
düştü	tombé	düş	tomber	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
düştü	tombée	düş	tomber	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP
düştü	tomba	düş	tomber	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
düştü	tombée	düş	tomber	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP
düştü	déchu	düş	déchoir	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
düştü	tombé	düş	tomber	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
desteği	soutien	destek	soutien	N;NOM;SG;3	N;MASC;SG
desteği	assistance	destek	assistance	N;NOM;SG;3	N;FEM;SG
desteği	appui	destek	appui	N;NOM;SG;3	N;MASC;SG
yüksekliği	taille	yükseklik	taille	N;ACC;SG;3	N;FEM;SG
yüksekliği	hauteur	yükseklik	hauteur	N;ACC;SG;3	N;FEM;SG
başarısız	infructueuses	başarısız	infructueux	ADJ	ADJ;FEM;PL
arnavutluk	albanie	arnavutluk	albanie	N;NOM;SG;3	N;FEM;SG
ilişki	relation	ilişki	relation	N;NOM;SG;3	N;FEM;SG
ilişki	relation	ilişki	relation	N;NOM;SG;3	N;FEM;SG
imzaladı	signée	imzala	signer	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP
imzaladı	signé	imzala	signer	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
isimleri	noms	isim	nom	N;ACC;PL;3	N;MASC;PL
cumhurbaşkanlığı	présidence	cumhurbaşkanlığı	présidence	N;NOM;SG;3	N;FEM;SG
kitapları	ouvrages	kitap	ouvrage	N;ACC;PL;3	N;MASC;PL
kitapları	livres	kitap	livre	N;ACC;PL;3	N;MASC;PL
çıkardı	extraite	çıkar	extraire	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP
çıkardı	extrait	çıkar	extraire	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
öldürüldü	assassiné	öl	assassiner	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
öldürüldü	tué	öl	tuer	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
öldürüldü	assassinée	öl	assassiner	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
öldürüldü	tué	öl	tuer	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
öldürüldü	tuée	öl	tuer	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
demek	signifie	de	signifier	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN
köprüsü	bridge	köprü	bridge	N;NOM;SG;3	N;MASC;SG
köprüsü	pont	köprü	pont	N;NOM;SG;3	N;MASC;SG
köprüsü	passerelle	köprü	passerelle	N;NOM;SG;3	N;FEM;SG
yılların	années	yıl	année	N;GEN;PL;3	N;FEM;PL
yılların	ans	yıl	an	N;GEN;PL;3	N;MASC;PL
başkanlık	présidence	başkanlık	présidence	N;NOM;SG;3	N;FEM;SG
seçilmiş	choisi	seç	choisir	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
seçilmiş	choisie	seç	choisir	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
seçilmiş	élue	seç	élire	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
seçilmiş	élu	seç	élire	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
seçilmiş	sélectionnée	seç	sélectionner	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
seçilmiş	sélectionné	seç	sélectionner	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
finali	finale	finali	finale	N;NOM;SG;3	N;FEM;SG
kütüphanesi	bibliothèque	kütüphane	bibliothèque	N;NOM;SG;3	N;FEM;SG
kütüphanesi	librairie	kütüphane	librairie	N;NOM;SG;3	N;FEM;SG
barajı	dam	barajı	dam	N;NOM;SG;3	N;MASC;SG
barajı	barrage	barajı	barrage	N;NOM;SG;3	N;MASC;SG
barajı	digue	barajı	digue	N;NOM;SG;3	N;FEM;SG
air	air	air	air	N;NOM;SG;3	N;MASC;SG
sözleri	paroles	söz	parole	N;NOM;PL;3	N;FEM;PL
mağlup	perdante	mağlup	perdant	ADJ	ADJ;FEM;SG
kapağı	couvercle	kapak	couvercle	N;NOM;SG;3	N;MASC;SG
şehristanı	comté	şehristan	comté	N;NOM;SG;3	N;MASC;SG
sanatsal	artistiques	sanatsal	artistique	ADJ	ADJ;MASC;PL
sanatsal	artistique	sanatsal	artistique	ADJ	ADJ;MASC;SG
sesi	volume	ses	volume	N;NOM;SG;3	N;MASC;SG
sesi	voix	ses	voix	N;NOM;SG;3	N;FEM;SG
gösterilmiştir	montré	göster	montrer	V;PFV;NFH;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
yerler	endroits	yer	endroit	N;NOM;PL;3	N;MASC;PL
yerler	lieux	yer	lieu	N;NOM;PL;3	N;MASC;PL
yerler	localisations	yer	localisation	N;NOM;PL;3	N;FEM;PL
yerler	lieux	yer	lieu	N;NOM;PL;3	N;MASC;PL
yerler	étages	yer	étage	N;NOM;PL;3	N;MASC;PL
yerler	planchers	yer	plancher	N;NOM;PL;3	N;MASC;PL
yerler	sols	yer	sol	N;NOM;PL;3	N;MASC;PL
yerler	destinations	yer	destination	N;NOM;PL;3	N;FEM;PL
sürümü	version	sürü	version	N;ACC;SG;3	N;FEM;SG
tanınmış	renommée	tanı	renommer	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
tanınmış	renommé	tanı	renommer	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
hristiyan	christianisme	hristiyan	christianisme	N;NOM;SG;3	N;MASC;SG
komisyonu	commission	komisyon	commission	N;ACC;SG;3	N;FEM;SG
geliştirme	améliorer	geliş	améliorer	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;NFIN
geliştirme	développer	geliş	développer	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;NFIN
teklif	enchère	teklif	enchère	N;NOM;SG;3	N;FEM;SG
teklif	offre	teklif	offre	N;NOM;SG;3	N;FEM;SG
teklif	proposition	teklif	proposition	N;NOM;SG;3	N;FEM;SG
teklif	offre	teklif	offre	N;NOM;SG;3	N;FEM;SG
ayak	foot	ayak	foot	N;NOM;SG;3	N;MASC;SG
ayak	pied	ayak	pied	N;NOM;SG;3	N;MASC;SG
siz	vous	siz	vous	PRO;NOM;PL;2	PRO;PL;2
hayatta	alive	hayat	alive	N;ESS;SG;3	N;MASC;SG
bağımsızlık	indépendance	bağımsızlık	indépendance	N;NOM;SG;3	N;FEM;SG
gençler	jeunes	genç	jeune	ADJ;NOM;PL;3	ADJ;MASC;PL
gençler	adolescentes	genç	adolescent	ADJ;NOM;PL;3	ADJ;FEM;PL
kulesi	tour	kule	tour	N;NOM;SG;3	N;MASC;SG
şampiyonluk	championnat	şampiyonluk	championnat	N;NOM;SG;3	N;MASC;SG
istasyonu	station	ista	station	N;ACC;SG;3	N;FEM;SG
istasyonu	gare	ista	gare	N;ACC;SG;3	N;FEM;SG
mühendislik	ingénierie	mühendislik	ingénierie	N;NOM;SG;3	N;FEM;SG
mühendislik	génie	mühendislik	génie	N;NOM;SG;3	N;MASC;SG
oyunlar	jeux	oyun	jeu	N;NOM;PL;3	N;MASC;PL
performansı	performance	performans	performance	N;NOM;SG;3	N;FEM;SG
performansı	rendement	performans	rendement	N;NOM;SG;3	N;MASC;SG
dedi	dit	de	dire	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
çocuklar	garçons	çocuk	garçon	N;NOM;PL;3	N;MASC;PL
çocuklar	enfants	çocuk	enfant	N;NOM;PL;3	N;MASC;PL
çocuklar	mecs	çocuk	mecs	N;NOM;PL;3	N;MASC;PL
çocuklar	enfants	çocuk	enfant	N;NOM;PL;3	N;MASC;PL
facebook	facebook	facebook	facebook	N;NOM;SG;3	N;MASC;SG
paralel	parallèles	paralel	parallèle	ADJ	ADJ;MASC;PL
erişim	accès	erişim	accès	N;NOM;SG;3	N;MASC;SG
dönen	tournant	dön	tourner	V;PFV;IND;POS;PRS;V.PTCP	V;PRS;V.PTCP
yaşamış	vécue	yaşa	vivre	V;PFV;NFH;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP
yaşamış	vécu	yaşa	vivre	V;PFV;NFH;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
kelimesi	mot	kelime	mot	N;NOM;SG;3	N;MASC;SG
istedi	demandé	iste	demander	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
vergi	imposition	vergi	imposition	N;NOM;SG;3	N;FEM;SG
vergi	fiscalité	vergi	fiscalité	N;NOM;SG;3	N;FEM;SG
vergi	taxe	vergi	taxe	N;NOM;SG;3	N;FEM;SG
vergi	fiscalité	vergi	fiscalité	N;NOM;SG;3	N;FEM;SG
vergi	impôt	vergi	impôt	N;NOM;SG;3	N;MASC;SG
vergi	impôt	vergi	impôt	N;NOM;SG;3	N;MASC;SG
vergi	fiscalité	vergi	fiscalité	N;NOM;SG;3	N;FEM;SG
hastalık	maladie	hastalık	maladie	N;NOM;SG;3	N;FEM;SG
hastalık	maladie	hastalık	maladie	N;NOM;SG;3	N;FEM;SG
hastalık	maladie	hastalık	maladie	N;NOM;SG;3	N;FEM;SG
galerisi	galeries	galeri	galerie	N;ACC;PL;3	N;FEM;PL
şekli	shape	şekli	shape	N;ACC;SG;3	N;MASC;SG
şekli	forme	şekli	forme	N;ACC;SG;3	N;FEM;SG
adları	noms	ad	nom	N;ACC;PL;3	N;MASC;PL
etkileri	effets	etki	effet	N;ACC;PL;3	N;MASC;PL
etkileri	répercussions	etki	répercussion	N;ACC;PL;3	N;FEM;PL
etkileri	impacts	etki	impact	N;ACC;PL;3	N;MASC;PL
dolar	dollar	dolar	dollar	N;NOM;SG;3	N;MASC;SG
getiren	apporte	getir	apporter	V;PFV;IND;POS;PRS;V.PTCP	V;IND;SG;3;PRS;FIN
dikkate	considération	dikkat	considération	N;DAT;SG;3	N;FEM;SG
belirtti	indiquée	belir	indiquer	V;PFV;IND;SG;3;POS;PST;CAUS	V;FEM;SG;PST;V.PTCP
belirtti	indiqué	belir	indiquer	V;PFV;IND;SG;3;POS;PST;CAUS	V;MASC;SG;PST;V.PTCP
akşam	soirée	akşam	soirée	N;NOM;SG;3	N;FEM;SG
akşam	soir	akşam	soir	N;NOM;SG;3	N;MASC;SG
bilimleri	sciences	bilim	science	N;ACC;PL;3	N;FEM;PL
eklendi	ajouté	ekle	ajouter	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
eklendi	ajoutée	ekle	ajouter	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
bayrağı	pavillon	bayrak	pavillon	N;NOM;SG;3	N;MASC;SG
bayrağı	flag	bayrak	flag	N;NOM;SG;3	N;MASC;SG
bayrağı	drapeau	bayrak	drapeau	N;NOM;SG;3	N;MASC;SG
yolları	chemins	yol	chemin	N;NOM;PL;3	N;MASC;PL
yolları	sentiers	yol	sentier	N;NOM;PL;3	N;MASC;PL
yolları	façons	yol	façon	N;NOM;PL;3	N;FEM;PL
yolları	routes	yol	route	N;NOM;PL;3	N;FEM;PL
yolları	itinéraires	yol	itinéraire	N;NOM;PL;3	N;MASC;PL
gösterildi	montré	göster	montrer	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
gösterildi	projeté	göster	projeter	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
köyleri	bourgs	köy	bourg	N;ACC;PL;3	N;MASC;PL
köyleri	villages	köy	village	N;ACC;PL;3	N;MASC;PL
temsilcisi	rep	temsilci	rep	N;NOM;SG;3	N;MASC;SG
temsilcisi	représentant	temsilci	représentant	N;NOM;SG;3	N;MASC;SG
temsilcisi	représentante	temsilci	représentant	N;NOM;SG;3	N;FEM;SG
bulunması	trouver	bulun	trouver	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V;NFIN
verilmiş	donné	ver	donner	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
chp	chp	chp	chp	N;NOM;SG;3	N;MASC;SG
chp	cogénération	chp	cogénération	N;NOM;SG;3	N;FEM;SG
özellikler	fonctions	özellik	fonction	N;NOM;PL;3	N;FEM;PL
özellikler	fonctionnalités	özellik	fonctionnalité	N;NOM;PL;3	N;FEM;PL
özellikler	spécifications	özellik	spécification	N;NOM;PL;3	N;FEM;PL
özellikler	attributs	özellik	attribut	N;NOM;PL;3	N;MASC;PL
özellikler	propriétés	özellik	propriété	N;NOM;PL;3	N;FEM;PL
taşındı	déplacé	taşı	déplacer	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
taşındı	ému	taşı	émouvoir	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
taşındı	déménagé	taşı	déménager	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
taşındı	déplacée	taşı	déplacer	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
konumu	localisation	konum	localisation	N;ACC;SG;3	N;FEM;SG
konumu	emplacement	konum	emplacement	N;ACC;SG;3	N;MASC;SG
konumu	localité	konum	localité	N;ACC;SG;3	N;FEM;SG
konumu	lieu	konum	lieu	N;ACC;SG;3	N;MASC;SG
başlığı	entête	başlık	entêter	N;NOM;SG;3	N;FEM;SG
başlığı	titre	başlık	titre	N;NOM;SG;3	N;MASC;SG
kulüpler	discothèques	kulüp	discothèque	N;NOM;PL;3	N;FEM;PL
kulüpler	clubs	kulüp	club	N;NOM;PL;3	N;MASC;PL
dersleri	leçons	ders	leçon	N;NOM;PL;3	N;FEM;PL
dersleri	enseignements	ders	enseignement	N;NOM;PL;3	N;MASC;PL
dersleri	classes	ders	classe	N;NOM;PL;3	N;FEM;PL
kolordu	corps	kolor	corps	N;NOM;SG;3	N;MASC;SG
isimler	noms	isim	nom	N;NOM;PL;3	N;MASC;PL
elizabeth	élisabeth	elizabeth	élisabeth	N;NOM;SG;3	N;FEM;SG
madalyası	médaille	madalya	médaille	N;NOM;SG;3	N;FEM;SG
gönderildi	soumise	gönder	soumettre	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
gönderildi	présenté	gönder	présenter	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
gönderildi	soumis	gönder	soumettre	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
gönderildi	expédiée	gönder	expédier	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
gönderildi	expédié	gönder	expédier	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
gönderildi	envoyée	gönder	envoyer	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
gönderildi	envoyé	gönder	envoyer	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
gönderildi	publiée	gönder	publier	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
gönderildi	affiché	gönder	afficher	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
gönderildi	posté	gönder	posté	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
gönderildi	publié	gönder	publier	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
tarihçi	historien	tarihçi	historien	N;NOM;SG;3	N;MASC;SG
mutlu	heureuses	mutlu	heureux	ADJ	ADJ;FEM;PL
mutlu	joyeux	mutlu	joyeux	ADJ	ADJ;MASC;SG
mutlu	heureux	mutlu	heureux	ADJ	ADJ;MASC;SG
mutlu	heureuse	mutlu	heureux	ADJ	ADJ;FEM;SG
mutlu	joyeuse	mutlu	joyeux	ADJ	ADJ;FEM;SG
varlığını	présence	varlık	présence	N;ACC;SG;3	N;FEM;SG
nuri	nuri	nuri	nuri		
kişiye	personne	kişi	personne	N;DAT;SG;3	N;FEM;SG
bölümler	épisodes	bölüm	épisode	N;NOM;PL;3	N;MASC;PL
bölümler	sections	bölüm	section	N;NOM;PL;3	N;FEM;PL
bölümler	chapitres	bölüm	chapitre	N;NOM;PL;3	N;MASC;PL
bölümler	départements	bölüm	département	N;NOM;PL;3	N;MASC;PL
varlığı	présence	varlık	présence	N;NOM;SG;3	N;FEM;SG
oda	salle	oda	salle	N;NOM;SG;3	N;FEM;SG
oda	chambre	oda	chambre	N;NOM;SG;3	N;FEM;SG
alınmış	prises	al	prendre	V;PFV;NFH;IND;POS;PST;PASS	V;FEM;PL;PST;V.PTCP
alınmış	pris	al	prendre	V;PFV;NFH;IND;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
alınmış	prise	al	prendre	V;PFV;NFH;IND;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
okuma	lire	oku	lire	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
okuma	lis	oku	lire	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;1;PRS;FIN
okuma	reading	oku	reading	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
okuma	lire	oku	lire	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
grupları	groupes	grup	groupe	N;ACC;PL;3	N;MASC;PL
yöntemi	méthode	yöntem	méthode	N;ACC;SG;3	N;FEM;SG
seçimi	choix	seçim	choix	N;ACC;SG;3	N;MASC;SG
seçimi	sélection	seçim	sélection	N;ACC;SG;3	N;FEM;SG
çevresi	circonférence	çevre	circonférence	N;NOM;SG;3	N;FEM;SG
museum	musée	museum	musée	N;NOM;SG;3	N;MASC;SG
karakterler	personnages	karak	personnage	N;NOM;PL;3	N;MASC;PL
karakterler	caractères	karak	caractère	N;NOM;PL;3	N;MASC;PL
alanlar	domaines	alan	domaine	N;NOM;PL;3	N;MASC;PL
alanlar	champs	alan	champ	N;NOM;PL;3	N;MASC;PL
alanlar	domaines	alan	domaine	N;NOM;PL;3	N;MASC;PL
alanlar	zones	alan	zone	N;NOM;PL;3	N;FEM;PL
sorunları	problèmes	sorun	problème	N;ACC;PL;3	N;MASC;PL
eve	maison	ev	maison	N;DAT;SG;3	N;FEM;SG
eve	domicile	ev	domicile	N;DAT;SG;3	N;MASC;SG
eve	accueil	ev	accueil	N;DAT;SG;3	N;MASC;SG
villa	villa	villa	villa	N;NOM;SG;3	N;FEM;SG
seyahat	voyage	seyahat	voyage	N;NOM;SG;3	N;MASC;SG
seyahat	voyage	seyahat	voyage	N;NOM;SG;3	N;MASC;SG
seyahat	journey	seyahat	journey	N;NOM;SG;3	N;MASC;SG
seyahat	parcours	seyahat	parcours	N;NOM;SG;3	N;MASC;SG
özgürlük	liberté	özgürlük	liberté	N;NOM;SG;3	N;FEM;SG
özgürlük	liberté	özgürlük	liberté	N;NOM;SG;3	N;FEM;SG
hizmetleri	services	hizmet	service	N;NOM;PL;3	N;MASC;PL
kapısı	porte	kapı	porte	N;NOM;SG;3	N;FEM;SG
şikayet	reportage	şikayet	reportage	N;NOM;SG;3	N;MASC;SG
şikayet	rapport	şikayet	rapport	N;NOM;SG;3	N;MASC;SG
şikayet	plainte	şikayet	plainte	N;NOM;SG;3	N;FEM;SG
şikayet	réclamation	şikayet	réclamation	N;NOM;SG;3	N;FEM;SG
şikayet	plainte	şikayet	plainte	N;NOM;SG;3	N;FEM;SG
şikayet	reportage	şikayet	reportage	N;NOM;SG;3	N;MASC;SG
şikayet	signalement	şikayet	signalement	N;NOM;SG;3	N;MASC;SG
öğrenciler	étudiants	öğrenci	étudiant	N;NOM;PL;3	N;MASC;PL
öğrenciler	etudiants	öğrenci	etudiant	N;NOM;PL;3	N;MASC;PL
öğrenciler	élèves	öğrenci	élève	N;NOM;PL;3	N;MASC;PL
kaydetti	listé	kaydet	listé	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
kaydetti	notée	kaydet	noter	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP
kaydetti	remarqué	kaydet	remarquer	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
kaydetti	noté	kaydet	noter	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
caddesi	avenue	cadde	avenue	N;NOM;SG;3	N;FEM;SG
galibiyet	victoire	galibiyet	victoire	N;NOM;SG;3	N;FEM;SG
elektron	électron	elektron	électron	N;NOM;SG;3	N;MASC;SG
planı	plan	plan	plan	N;ACC;SG;3	N;MASC;SG
kökeni	origine	köken	origine	N;ACC;SG;3	N;FEM;SG
kökeni	origine	köken	origine	N;ACC;SG;3	N;FEM;SG
fabrikası	usine	fabrikası	usine	N;NOM;SG;3	N;FEM;SG
kullanmak	utiliser	kullan	utiliser	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
kullanmak	utilisant	kullan	utiliser	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PRS;V.PTCP
kullanmak	utiliser	kullan	utiliser	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
kullanmak	utilise	kullan	utiliser	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN
kullanmak	racheter	kullan	racheter	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
kullanmak	échanger	kullan	échanger	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
yazarlar	scénaristes	yazar	scénariste	N;NOM;PL;3	N;MASC;PL
yazarlar	auteurs	yazar	auteur	N;NOM;PL;3	N;MASC;PL
yazarlar	écrivains	yazar	écrivain	N;NOM;PL;3	N;MASC;PL
yazarlar	auteurs	yazar	auteur	N;NOM;PL;3	N;MASC;PL
açılış	vernissage	açılış	vernissage	N;NOM;SG;3	N;MASC;SG
açılış	ouverture	açılış	ouverture	N;NOM;SG;3	N;FEM;SG
numarası	nombre	numara	nombre	N;NOM;SG;3	N;MASC;SG
numarası	numéro	numara	numéro	N;NOM;SG;3	N;MASC;SG
kalabalık	foule	kalabalık	foule	N;NOM;SG;3	N;FEM;SG
kalabalık	foule	kalabalık	foule	N;NOM;SG;3	N;FEM;SG
kuzeyde	nord	kuzeyde	nord	N;ESS;SG;3	N;MASC;SG
korumak	protéger	koru	protéger	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
korumak	protégeant	koru	protéger	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PRS;V.PTCP
korumak	protège	koru	protéger	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN
korumak	protéger	koru	protéger	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
korumak	protègent	koru	protéger	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PL;3;PRS;FIN
geliyor	venir	gel	venir	V;PROG;IND;SG;3;POS;INFM;PRS	V;NFIN
makale	article	makale	article	N;NOM;SG;3	N;MASC;SG
örneği	exemple	örnek	exemple	N;NOM;SG;3	N;MASC;SG
yöntem	méthodologie	yöntem	méthodologie	N;NOM;SG;3	N;FEM;SG
yöntem	méthode	yöntem	méthode	N;NOM;SG;3	N;FEM;SG
yöntem	méthode	yöntem	méthode	N;NOM;SG;3	N;FEM;SG
bulunmuş	trouvée	bul	trouver	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;FEM;SG;PST;V.PTCP
bulunmuş	trouvé	bul	trouver	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
bulunmuş	retrouvé	bul	retrouver	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP
tarafsız	impartial	tarafsız	impartial	ADJ	ADJ;MASC;SG
tarafsız	impartiaux	tarafsız	impartial	ADJ	ADJ;MASC;PL
tarafsız	impartiale	tarafsız	impartial	ADJ	ADJ;FEM;SG
tarafsız	neutre	tarafsız	neutre	ADJ	ADJ;MASC;SG
