קטגוריה	kategorija	קטגוריה	kategorija	N;FEM;SG	N;NOM;FEM;SG
המרכיבים	sastojci	המרכיב	sastojac	N;MASC;PL	N;NOM;MASC;PL
הרמה	elevacija	הרמה	elevacija	N;FEM;SG	N;NOM;FEM;SG
זקוק	potreban	None	potreban	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
זקוק	potrebna	None	potreban	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
זקוק	potrebno	None	potreban	ADJ;MASC;SG	ADJ;NOM;DEF;NEUT;SG
נוזל	tekućina	נוזל	tekućina	N;MASC;SG	N;NOM;FEM;SG
נוזל	tekućina	נוזל	tekućina	N;MASC;SG	N;NOM;FEM;SG
כמויות	količinama	כמות	količina	N;FEM;PL	N;INS;FEM;PL
כמויות	količine	כמות	količina	N;FEM;PL	N;NOM;FEM;PL
פינוי	evakuacija	פינוי	evakuacija	N;MASC;SG	N;NOM;FEM;SG
פינוי	evakuaciju	פינוי	evakuacija	N;MASC;SG	N;ACC;FEM;SG
צוללות	podmornice	צלל	podmornica	N;FEM;PL	N;NOM;FEM;PL
צוללות	podmornice	צלל	podmornica	N;FEM;PL	N;NOM;FEM;PL
אחות	seka	אחות	seko	N;FEM;SG	N;NOM;FEM;SG
אחות	seko	אחות	seko	N;FEM;SG	N;NOM;MASC;SG
אחות	sestro	אחות	sestro	N;FEM;SG	N;NOM;MASC;SG
אחות	sestra	אחות	sestra	N;FEM;SG	N;NOM;FEM;SG
אחות	sestra	אחות	sestra	N;FEM;SG	N;NOM;FEM;SG
לעודד	navijati	עודד	navijati	V;NFIN;ACT	V;NFIN
לעודד	ohrabriti	עודד	ohrabriti	V;NFIN;ACT	V;NFIN
שלילית	negativno	שלילי	negativno	ADV	ADV
גדר	ogradu	גדר	ograda	N;FEM;SG	N;ACC;FEM;SG
גדר	ograda	גדר	ograda	N;FEM;SG	N;NOM;FEM;SG
פחד	strah	פחד	strah	N;MASC;SG	N;NOM;MASC;SG
תאומות	blizanke	תאומה	blizanka	N;FEM;PL	N;NOM;FEM;PL
תאומות	blizanci	תאומה	blizanac	N;FEM;PL	N;NOM;MASC;PL
חלום	san	חלום	san	N;MASC;SG	N;NOM;MASC;SG
חרקים	insekti	חרק	insekt	N;MASC;PL	N;NOM;MASC;PL
חרקים	kukci	חרק	kukak	N;MASC;PL	N;NOM;MASC;PL
חרקים	bube	חרק	biti	N;MASC;PL	N;NOM;FEM;PL
חרקים	kukci	חרק	kukak	N;MASC;PL	N;NOM;MASC;PL
האמין	vjerovala	האמין	vjerovati	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP;ACT
האמין	vjerovao	האמין	vjerovati	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP;ACT
תשובות	odgovore	תשובה	odgovor	N;FEM;PL	N;ACC;MASC;PL
תשובות	odgovori	תשובה	odgovor	N;FEM;PL	N;NOM;MASC;PL
הקדיש	posvetio	הקדיש	posvetiti	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP;ACT
אקראי	slučajni	אקראי	slučajna	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
אקראי	slučajna	אקראי	slučajn	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
קלאסי	klasična	קלאסי	klasičan	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
קלאסי	klasična	קלאסי	klasičan	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
קלאסי	klasični	קלאסי	klasičan	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
מופעים	emisije	מופע	emisija	N;MASC;PL	N;NOM;FEM;PL
התאבדות	samoubojstvo	התאבדות	samoubojstvo	N;FEM;SG	N;NOM;NEUT;SG
מדויקת	precizan	מדויק	precizati	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
מדויקת	precizan	מדויק	precizati	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
מדויקת	točan	מדויק	točan	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
דיו	tinta	דיו	tinta	N;MASC;SG	N;NOM;FEM;SG
שירו	shiro	שירו	shiro		
מחשבה	misao	מחשבה	misao	N;FEM;SG	N;NOM;FEM;SG
מכשירים	instrumenti	הכשיר	instrument	N;MASC;PL	N;NOM;MASC;PL
מכשירים	instrumente	הכשיר	instrument	N;MASC;PL	N;ACC;MASC;PL
מכשירים	uređaje	הכשיר	uređaj	N;MASC;PL	N;ACC;MASC;PL
מכשירים	uređaji	הכשיר	uređaj	N;MASC;PL	N;NOM;MASC;PL
סגנונות	stilova	סגנון	stil	N;MASC;PL	N;GEN;MASC;PL
אוניברסיטה	fakultet	אוניברסיטה	fakultet	N;FEM;SG	N;NOM;MASC;SG
אוניברסיטה	sveučilište	אוניברסיטה	sveučilište	N;FEM;SG	N;NOM;NEUT;SG
אלקטרונית	elektronički	אלקטרוני	elektronički	ADV	ADV
אלקטרונית	elektronski	אלקטרוני	elektronski	ADV	ADV
אגדה	legenda	אגדה	legenda	N;FEM;SG	N;NOM;FEM;SG
ניסיתי	probala	ניסה	probati	V;SG;1;PST;ACT	V;FEM;SG;PST;V.PTCP;ACT
ניסיתי	probao	ניסה	probati	V;SG;1;PST;ACT	V;MASC;SG;PST;V.PTCP;ACT
ניסיתי	pokušao	ניסה	pokušati	V;SG;1;PST;ACT	V;MASC;SG;PST;V.PTCP;ACT
נחמד	lijep	נחמד	lijep	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
מרובה	višestruki	מרובה	višestruk	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
חלוץ	pionir	חלוץ	pionir	N;MASC;SG	N;NOM;MASC;SG
להתגבר	prevladati	התגבר	prevladati	V;NFIN	V;NFIN
להתגבר	nadvladati	התגבר	nadvladati	V;NFIN	V;NFIN
האמנה	zavjet	האמנה	zavjet	N;FEM;SG	N;NOM;MASC;SG
תווית	etiketa	תווית	etiketa	N;FEM;SG	N;NOM;FEM;SG
תווית	oznaka	תווית	oznaka	N;FEM;SG	N;NOM;FEM;SG
יודעת	znati	ידע	znati	V;FEM;SG;V.PTCP;ACT	V;NFIN
כתבים	novinari	כתב	novinar	N;MASC;PL	N;NOM;MASC;PL
כתבים	reporteri	כתב	reporter	N;MASC;PL	N;NOM;MASC;PL
לארגן	organizirati	ארגן	organizirati	V;NFIN;ACT	V;NFIN
יציאה	izlaz	יציאה	izlaz	N;FEM;SG	N;NOM;MASC;SG
אחרונה	zadnji	אחרון	zadnji	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
אחרונה	posljednja	אחרון	posljednji	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
אחרונה	posljednji	אחרון	posljednji	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
צדקה	milostinju	צדקה	milostinja	N;FEM;SG	N;ACC;FEM;SG
צדקה	milosrđe	צדקה	milosrđ	N;FEM;SG	N;NOM;NEUT;SG
העיניים	oci	העיניים	oko	N	N;NOM;MASC;PL
העיניים	oči	העיניים	oko	N	N;NOM;FEM;PL
מוגן	zaštićeno	מוגן	zaštititi	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP;PASS
מוגן	zaštićena	מוגן	zaštićen	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG;V.PTCP
מוגן	zaštićen	מוגן	zaštititi	ADJ;MASC;SG	ADJ;NOM;MASC;SG;V.PTCP;PASS
דמוקרטיה	demokraciju	דמוקרטיה	demokracija	N;FEM;SG	N;ACC;FEM;SG
דמוקרטיה	demokracija	דמוקרטיה	demokracija	N;FEM;SG	N;NOM;FEM;SG
אימונים	treninzi	אימון	trening	N;MASC;PL	N;NOM;MASC;PL
משרה	položaj	משרה	položaj	N;FEM;SG	N;NOM;MASC;SG
משרה	pozicija	משרה	pozicija	N;FEM;SG	N;NOM;FEM;SG
משרה	posao	משרה	posao	N;FEM;SG	N;NOM;MASC;SG
הקלה	olakšanje	הקלה	olakšanje	N;FEM;SG	N;NOM;NEUT;SG
הקלה	olakšanje	הקלה	olakšanje	N;FEM;SG	N;NOM;NEUT;SG
בהירות	jasnoću	בהירות	jasnoća	N;FEM;SG	N;ACC;FEM;SG
בהירות	lakoću	בהירות	lakoća	N;FEM;SG	N;ACC;FEM;SG
בהירות	sjaja	בהירות	sjaj	N;FEM;SG	N;GEN;MASC;SG
עצום	ogromna	עצום	ogroman	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
עצום	ogroman	עצום	ogroman	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
עצום	golemo	עצום	golem	ADJ;MASC;SG	ADJ;NOM;DEF;NEUT;SG
בריכת	biljar	בריכה	biljar	N;PSSD;FEM;SG	N;NOM;MASC;SG
בריכת	bazen	בריכה	bazen	N;PSSD;FEM;SG	N;NOM;MASC;SG
סכסוך	sukoba	סכסוך	sukob	N;MASC;SG	N;GEN;MASC;SG
סכסוך	sukob	סכסוך	sukob	N;MASC;SG	N;NOM;MASC;SG
סכסוך	konflikt	סכסוך	konflikt	N;MASC;SG	N;NOM;MASC;SG
היסטוריון	povjesničar	היסטוריון	povjesničar	N;MASC;SG	N;NOM;MASC;SG
עשירה	bogata	עשיר	bogat	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
עשירה	bogat	עשיר	bogat	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
עשירה	bogati	עשיר	bogat	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
מבצעי	operativne	מבצעי	operativan	ADJ;MASC;PL	ADJ;NOM;DEF;FEM;PL
רוחות	vjetrovi	רוח	vjetar	N;FEM;PL	N;NOM;MASC;PL
רוחות	duhovi	רוח	duh	N;FEM;PL	N;NOM;MASC;PL
רוחות	duhovi	רוח	duh	N;FEM;PL	N;NOM;MASC;PL
ספינה	brod	ספינה	brod	N;FEM;SG	N;NOM;MASC;SG
מהדורות	izdanja	מהדורת	izdanje	N;FEM;PL	N;NOM;NEUT;PL
תשתית	infrastrukturu	תשתית	infrastruktura	N;FEM;SG	N;ACC;FEM;SG
תשתית	infrastruktura	תשתית	infrastruktura	N;FEM;SG	N;NOM;FEM;SG
קורבן	žrtva	קורבן	žrtva	N;MASC;SG	N;NOM;FEM;SG
קורבן	žrtvovanje	קורבן	žrtvovanje	N;MASC;SG	N;NOM;NEUT;SG
קורבן	žrtva	קורבן	žrtva	N;MASC;SG	N;NOM;FEM;SG
חותם	potpisivanje	חתם	potpisivanje	N;MASC;SG	N;NOM;NEUT;SG
חותם	pečat	חתם	pečat	N;MASC;SG	N;NOM;MASC;SG
האמינו	vjerovali	האמין	vjerovati	V;PL;3;PST;ACT	V;MASC;PL;PST;V.PTCP;ACT
הצהיר	izjavio	הצהיר	izjaviti	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP;ACT
תערובת	mješavina	תערובת	mješavina	N;FEM;SG	N;NOM;FEM;SG
תערובת	smjesa	תערובת	smjes	N;FEM;SG	N;NOM;FEM;SG
תערובת	mješavina	תערובת	mješavina	N;FEM;SG	N;NOM;FEM;SG
טכניקות	tehnike	טכניקה	tehnika	N;FEM;PL	N;NOM;FEM;PL
פתיחה	otvorenje	פתיחה	otvorenje	N;FEM;SG	N;NOM;NEUT;SG
פתיחה	otvaranje	פתיחה	otvaranje	N;FEM;SG	N;NOM;NEUT;SG
חופים	plaze	חוף	plaz	N;MASC;PL	N;NOM;FEM;PL
חופים	plaže	חוף	plaža	N;MASC;PL	N;NOM;FEM;PL
אגדות	legende	אגדה	legenda	N;FEM;PL	N;NOM;FEM;PL
יועץ	konzultant	יועץ	konzultant	N;MASC;SG	N;NOM;MASC;SG
יועץ	savjetnik	יועץ	savjetnik	N;MASC;SG	N;NOM;MASC;SG
יועץ	savjetnik	יועץ	savjetnik	N;MASC;SG	N;NOM;MASC;SG
הכתיב	diktirao	הכתיב	diktirati	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP;ACT
טקסטים	tekstovi	טקסט	tekst	N;MASC;PL	N;NOM;MASC;PL
המלחמות	ratovi	המלחמות	rat	N;FEM;PL	N;NOM;MASC;PL
המלחמות	ratove	המלחמות	rat	N;FEM;PL	N;ACC;MASC;PL
המלחמות	ratova	המלחמות	rat	N;FEM;PL	N;GEN;MASC;PL
אקדמית	akademski	אקדמי	akademski	ADV	ADV
מתקני	ustanove	מתקן	ustanova	N;PSSD;MASC;PL	N;NOM;FEM;PL
הקואליציה	koalicije	הקואליציה	koalicija	N	N;NOM;FEM;PL
הקואליציה	koaliciju	הקואליציה	koalicija	N	N;ACC;FEM;SG
הקואליציה	koalicija	הקואליציה	koalicija	N	N;NOM;FEM;SG
הקואליציה	koaliciji	הקואליציה	koalicija	N	N;DAT;FEM;SG
נסיעה	vožnja	נסיעה	vožnja	N;FEM;SG	N;NOM;FEM;SG
נסיעה	jaši	נסיעה	jašiti	N;FEM;SG	N;DAT;FEM;SG
נסיעה	prevoz	נסיעה	prevoz	N;FEM;SG	N;NOM;MASC;SG
נסיעה	pogon	נסיעה	pogon	N;FEM;SG	N;NOM;MASC;SG
נסיעה	putovanje	נסיעה	putovanje	N;FEM;SG	N;NOM;NEUT;SG
תושב	stanovnik	תושב	stanovnik	N;MASC;SG	N;NOM;MASC;SG
מגדלי	kule	מגדל	kula	N;PSSD;MASC;PL	N;NOM;FEM;PL
מגדלי	uzgajivači	מגדל	uzgajivač	N;PSSD;MASC;PL	N;NOM;MASC;PL
הפרש	konjanik	הפרש	konjanik	N;MASC;SG	N;NOM;MASC;SG
הצביעו	glasali	הצביע	glasati	V;PL;3;PST;ACT	V;MASC;PL;PST;V.PTCP;ACT
ברירה	izbor	ברירה	izbor	N;FEM;SG	N;NOM;MASC;SG
הכללה	generalizacija	הכללה	generalizacija	N;FEM;SG	N;NOM;FEM;SG
הכללה	uključivanje	הכללה	uključivanje	N;FEM;SG	N;NOM;NEUT;SG
ממדים	dimenzije	ממד	dimenzija	N;MASC;PL	N;NOM;FEM;PL
ריקוד	dance	ריקוד	danca	N;MASC;SG	N;NOM;MASC;SG
ריקוד	pleši	ריקוד	plesati	N;MASC;SG	N;NOM;MASC;SG
ריקוד	ples	ריקוד	ples	N;MASC;SG	N;NOM;MASC;SG
ריקוד	plesanje	ריקוד	plesanje	N;MASC;SG	N;NOM;NEUT;SG
ריקוד	ples	ריקוד	ples	N;MASC;SG	N;NOM;MASC;SG
קפיצה	skok	קפיצה	skok	N;FEM;SG	N;NOM;MASC;SG
קפיצה	skakanje	קפיצה	skakanje	N;FEM;SG	N;NOM;NEUT;SG
חאן	kan	ח'אן	kan	N;MASC;SG	N;NOM;MASC;SG
הנעה	pogon	הנעה	pogon	N;FEM;SG	N;NOM;MASC;SG
דרישה	potražnja	דרישה	potražnja	N;FEM;SG	N;NOM;FEM;SG
להסיק	zaključiti	הסיק	zaključiti	V;NFIN;ACT	V;NFIN
זמנים	vremena	זמן	vrijeme	N;MASC;PL	N;NOM;NEUT;PL
להגיב	odgovorite	הגיב	odgovoriti	V;NFIN;ACT	V;IMP;PL;2;FIN
להגיב	reagirati	הגיב	reagirati	V;NFIN;ACT	V;NFIN
בנויה	izgrađen	בנה	izgraditi	ADJ;FEM;SG	ADJ;NOM;MASC;SG;V.PTCP;PASS
בנויה	izgrađena	בנה	izgraditi	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
בנויה	izgrađeno	בנה	izgraditi	ADJ;FEM;SG	ADJ;NOM;NEUT;SG;V.PTCP;PASS
שווים	jednaki	שווה	jednak	ADJ;MASC;PL	ADJ;NOM;DEF;MASC;PL
שווים	jednaki	שווה	jednak	ADJ;MASC;PL	ADJ;NOM;DEF;MASC;PL
גלגל	kolo	גלגל	kolo	N;MASC;SG	N;NOM;NEUT;SG
גלגל	točak	גלגל	točak	N;MASC;SG	N;NOM;MASC;SG
גלגל	kotač	גלגל	kotač	N;MASC;SG	N;NOM;MASC;SG
אזהרה	upozorenje	אזהרה	upozorenje	N;FEM;SG	N;NOM;NEUT;SG
מפקדים	zapovjednici	מפקד	zapovjednik	N;MASC;PL	N;NOM;MASC;PL
מפקדים	kapetani	מפקד	kapetan	N;MASC;PL	N;NOM;MASC;PL
לאט	lagano	לאט	lagano	ADV	ADV
לאט	polako	לאט	polako	ADV	ADV
לאט	lagano	לאט	lagano	ADV	ADV
לאט	lako	לאט	lako	ADV	ADV
השקעות	investicije	השקעה	investicija	N;FEM;PL	N;NOM;FEM;PL
השקעות	ulaganja	השקעה	ulaganje	N;FEM;PL	N;NOM;NEUT;PL
אומנות	umjetnost	אומנות	umjetnost	N;FEM;SG	N;NOM;FEM;SG
הליך	postupak	הליך	postupak	N;MASC;SG	N;NOM;MASC;SG
הליך	procedura	הליך	procedura	N;MASC;SG	N;NOM;FEM;SG
הליך	zahvat	הליך	zahvat	N;MASC;SG	N;NOM;MASC;SG
בעייתי	problematično	בעייתי	problematično	ADJ;MASC;SG	ADJ;NOM;DEF;NEUT;SG
תרופה	lijek	תרופה	lijek	N;FEM;SG	N;NOM;MASC;SG
תרופה	medicina	תרופה	medicina	N;FEM;SG	N;NOM;FEM;SG
תרופה	lijek	תרופה	lijek	N;FEM;SG	N;NOM;MASC;SG
תרופה	lijek	תרופה	lijek	N;FEM;SG	N;NOM;MASC;SG
תרופה	droga	תרופה	droga	N;FEM;SG	N;NOM;FEM;SG
לאמץ	usvoji	אימץ	usvojiti	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לאמץ	usvojiti	אימץ	usvojiti	V;NFIN;ACT	V;NFIN
מאכל	hrana	מאכל	hrana	N;MASC;SG	N;NOM;FEM;SG
ספציפית	konkretno	ספציפית	konkretno	ADV	ADV
מציאת	pronalaženje	מציאה	pronalaženje	N;PSSD;FEM;SG	N;NOM;NEUT;SG
מציאת	nalaženje	מציאה	nalaženje	N;PSSD;FEM;SG	N;NOM;NEUT;SG
מציאת	nalaz	מציאה	nalaz	N;PSSD;FEM;SG	N;NOM;MASC;SG
מציאת	pronalazak	מציאה	pronalazak	N;PSSD;FEM;SG	N;NOM;MASC;SG
היבטים	aspekte	היבט	aspekt	N;MASC;PL	N;ACC;MASC;PL
הצגה	izvedba	הצגה	izvedba	N;FEM;SG	N;NOM;FEM;SG
הצגה	izvođenje	הצגה	izvođenje	N;FEM;SG	N;NOM;NEUT;SG
הצגה	nastup	הצגה	nastup	N;FEM;SG	N;NOM;MASC;SG
הצגה	predstavljanje	הצגה	predstavljanje	N;FEM;SG	N;NOM;NEUT;SG
הצגה	prezentacija	הצגה	prezentacija	N;FEM;SG	N;NOM;FEM;SG
הצגה	show	הצגה	show	N;FEM;SG	N;NOM;MASC;SG
חדרים	sobe	חדר	soba	N;MASC;PL	N;NOM;FEM;PL
חדרים	prostorije	חדר	prostorija	N;MASC;PL	N;NOM;FEM;PL
הפסדים	gubitke	הפסד	gubitak	N;MASC;PL	N;ACC;MASC;PL
הפסדים	gubitaka	הפסד	gubitak	N;MASC;PL	N;GEN;MASC;PL
הפסדים	gubici	הפסד	gubica	N;MASC;PL	N;NOM;MASC;PL
זעם	bijes	זעם	bijes	N;MASC;SG	N;NOM;MASC;SG
זעם	bes	זעם	bes	N;MASC;SG	N;NOM;MASC;SG
זעם	bijesa	זעם	bijes	N;MASC;SG	N;ACC;MASC;SG
זעם	bijes	זעם	bijes	N;MASC;SG	N;NOM;MASC;SG
זעם	gnjev	זעם	gnjev	N;MASC;SG	N;NOM;MASC;SG
בוגרים	seniori	בוגר	senior	N;MASC;PL	N;NOM;MASC;PL
עצומה	ogromna	עצום	ogroman	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
עצומה	ogroman	עצום	ogroman	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
שכבה	sloj	שכבה	sloj	N;FEM;SG	N;NOM;MASC;SG
מושלם	savršen	מושלם	savršen	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
מושלם	savršeno	מושלם	savršeno	ADJ;MASC;SG	ADJ;NOM;DEF;NEUT;SG
הערכות	procjene	הערכה	procjena	N;FEM;PL	N;NOM;FEM;PL
הכפרים	sela	הכפר	selo	N;MASC;PL	N;NOM;NEUT;PL
הכפרים	selima	הכפר	selo	N;MASC;PL	N;DAT;NEUT;PL
הצדקה	opravdanje	הצדקה	opravdanje	N;FEM;SG	N;NOM;NEUT;SG
הדתות	religije	הדתה	religija	N;FEM;PL	N;NOM;FEM;PL
להזכיר	spominjem	הזכיר	spominjati	V;NFIN;ACT	V;IND;SG;1;PRS;FIN
להזכיר	spomenuti	הזכיר	spomenuti	V;NFIN;ACT	V;NFIN
הכחדה	istrebljenje	הכחדה	istrebljenje	N;FEM;SG	N;NOM;NEUT;SG
הרפתקאות	pustolovina	הרפתקאות	pustolovina	N;FEM;SG	N;NOM;FEM;SG
הרפתקאות	avantura	הרפתקאות	avantura	N;FEM;SG	N;NOM;FEM;SG
מדידה	mjerenje	מדידה	mjerenje	N;FEM;SG	N;NOM;NEUT;SG
מדידה	mjerenje	מדידה	mjerenje	N;FEM;SG	N;NOM;NEUT;SG
מדידה	mjera	מדידה	mjera	N;FEM;SG	N;NOM;FEM;SG
מדידה	mjeri	מדידה	mjera	N;FEM;SG	N;DAT;FEM;SG
הפגנות	demonstracije	הפגנה	demonstracija	N;FEM;PL	N;NOM;FEM;PL
הפגנות	prosvjedi	הפגנה	prosvjed	N;FEM;PL	N;NOM;MASC;PL
חפירות	iskapanja	חפירות	iskapanje	N;FEM;PL	N;NOM;NEUT;PL
ציונות	cionizam	ציונות	cionizam	N;FEM;SG	N;NOM;MASC;SG
רציני	ozbiljna	רציני	ozbiljan	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
רציני	ozbiljan	רציני	ozbiljan	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
תביעה	optužba	תביעה	optužba	N;FEM;SG	N;NOM;FEM;SG
תביעה	tužiteljstvo	תביעה	tužiteljstvo	N;FEM;SG	N;NOM;NEUT;SG
תביעה	tužba	תביעה	tužba	N;FEM;SG	N;NOM;FEM;SG
תביעה	parnica	תביעה	parnica	N;FEM;SG	N;NOM;FEM;SG
מגבלות	ograničenja	מגבלה	ograničenje	N;FEM;PL	N;NOM;NEUT;PL
מגבלות	ograničenja	מגבלה	ograničenje	N;FEM;PL	N;NOM;NEUT;PL
מגבלות	granice	מגבלה	granica	N;FEM;PL	N;NOM;FEM;PL
מגבלות	ograničenja	מגבלה	ograničenje	N;FEM;PL	N;NOM;NEUT;PL
כפתור	gumb	כפתור	gumb	N;MASC;SG	N;NOM;MASC;SG
כפתור	dugme	כפתור	dugma	N;MASC;SG	N;ACC;FEM;SG
כפתור	tipka	כפתור	tipkati	N;MASC;SG	N;NOM;FEM;SG
מעצר	uhićenje	מעצר	uhićenje	N;MASC;SG	N;NOM;NEUT;SG
מעצר	poprsje	מעצר	poprsje	N;MASC;SG	N;NOM;NEUT;SG
הוכיח	dokazao	הוכיח	dokazati	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP;ACT
דתיות	vjerske	דתי	vjerski	ADJ;FEM;PL	ADJ;NOM;DEF;FEM;PL
דיבור	govor	דיבור	govor	N;MASC;SG	N;NOM;MASC;SG
מוכנים	spremni	מוכן	spreman	ADJ;MASC;PL	ADJ;NOM;DEF;MASC;PL
מקדם	koeficijent	מקדם	koeficijent	N;MASC;SG	N;NOM;MASC;SG
מקדם	promicanje	מקדם	promicanje	N;MASC;SG	N;NOM;NEUT;SG
מקדם	promotor	מקדם	promotor	N;MASC;SG	N;NOM;MASC;SG
ההסתברות	vjerojatnost	ההסתברות	vjerojatnost	N;FEM;SG	N;NOM;FEM;SG
להדגיש	istaknuti	הדגיש	istaknuti	V;NFIN;ACT	V;NFIN
להדגיש	naglasiti	הדגיש	naglasiti	V;NFIN;ACT	V;NFIN
התחלה	pocetak	התחלה	pocetak	N;FEM;SG	N;NOM;MASC;SG
התחלה	početak	התחלה	početak	N;FEM;SG	N;NOM;MASC;SG
התחלה	početku	התחלה	početak	N;FEM;SG	N;DAT;MASC;SG
התחלה	pocetak	התחלה	pocetak	N;FEM;SG	N;NOM;MASC;SG
התחלה	početak	התחלה	početak	N;FEM;SG	N;NOM;MASC;SG
אלופים	prvaci	אלוף	prvak	N;MASC;PL	N;NOM;MASC;PL
נכונות	istina	נכונות	istina	N;FEM;SG	N;NOM;FEM;SG
הנצחה	spomen	הנצחה	spomen	N;FEM;SG	N;NOM;MASC;SG
השלמת	završetak	השלמה	završetak	N;PSSD;FEM;SG	N;NOM;MASC;SG
ההבדלים	razlike	ההבדל	razlika	N;MASC;PL	N;NOM;FEM;PL
התקווה	nada	התקווה	nada	N	N;NOM;FEM;SG
התקווה	nade	התקווה	nada	N	N;NOM;FEM;PL
ייצג	predstavljao	ייצג	predstavljati	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP;ACT
כימיה	kemija	כימיה	kemija	N;FEM;SG	N;NOM;FEM;SG
התפשטות	širenje	התפשטות	širenje	N;FEM;SG	N;NOM;NEUT;SG
התפשטות	proširenje	התפשטות	proširenje	N;FEM;SG	N;NOM;NEUT;SG
בקשות	zahtjeve	בקשה	zahtjev	N;FEM;PL	N;ACC;MASC;PL
בקשות	zahtjeva	בקשה	zahtjev	N;FEM;PL	N;GEN;MASC;PL
בקשות	zahtjevi	בקשה	zahtjev	N;FEM;PL	N;NOM;MASC;PL
בקרוב	uskoro	בקרוב	uskoro	ADV	ADV
מלאכותית	umjetno	מלאכותי	umjetno	ADV	ADV
הגדרות	postavke	הגדרה	postavka	N;FEM;PL	N;NOM;FEM;PL
הגדרות	postavke	הגדרה	postavka	N;FEM;PL	N;NOM;FEM;PL
מסילות	željeznice	מסילות	željeznica	N;FEM;PL	N;NOM;FEM;PL
תלות	ovisnost	תלות	ovisnost	N;FEM;SG	N;NOM;FEM;SG
ראיה	dokaz	ראייה	dokaz	N;FEM;SG	N;NOM;MASC;SG
עופרת	olova	עפר	olovo	N;FEM;SG	N;GEN;MASC;SG
עופרת	olovo	עפר	olovo	N;FEM;SG	N;NOM;MASC;SG
תווים	note	תווים	note	N;MASC;PL	N;NOM;FEM;PL
תווים	bilješke	תווים	bilješka	N;MASC;PL	N;NOM;FEM;PL
תווים	znakova	תווים	znak	N;MASC;PL	N;GEN;MASC;PL
תווים	likovi	תווים	lik	N;MASC;PL	N;NOM;MASC;PL
תווים	znakovi	תווים	znak	N;MASC;PL	N;NOM;MASC;PL
רעב	glad	רעב	glad	N;MASC;SG	N;NOM;FEM;SG
לחשוף	razotkriti	חשף	razotkriti	V;NFIN;ACT	V;NFIN
לחשוף	izložiti	חשף	izložiti	V;NFIN;ACT	V;NFIN
לחשוף	izlagati	חשף	izlagati	V;NFIN;ACT	V;NFIN
מכוסה	pokrivena	מכוסה	pokriven	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG;V.PTCP
מכוסה	pokriven	מכוסה	pokriti	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP;PASS
מכוסה	pokriveno	מכוסה	pokriven	ADJ;MASC;SG	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
מסוכן	opasna	מסוכן	opasan	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
מסוכן	opasan	מסוכן	opasan	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
מסוכן	rizično	מסוכן	rizično	ADJ;MASC;SG	ADJ;NOM;DEF;NEUT;SG
אדריכל	arhitekta	אדריכל	arhitekt	N;MASC;SG	N;ANIM;ACC;MASC;SG
