קטגוריה	kategooria	קטגוריה	kategooria	N;FEM;SG	N;NOM;SG
ממדים	mõõtmed	ממד	mõõde	N;MASC;PL	N;NOM;PL
ממדים	mõõdud	ממד	mõõt	N;MASC;PL	N;NOM;PL
ריקוד	tantsu	ריקוד	tants	N;MASC;SG	N;PRT;SG
ריקוד	tants	ריקוד	tants	N;MASC;SG	N;NOM;SG
ריקוד	tantsi	ריקוד	tantsima	N;MASC;SG	N;NOM;SG
ריקוד	tantsimine	ריקוד	tantsi=mine	N;MASC;SG	N;NOM;SG
קפיצה	hüpe	קפיצה	hüpe	N;FEM;SG	N;NOM;SG
קפיצה	hüppamine	קפיצה	hüppamine	N;FEM;SG	N;NOM;SG
חאן	khan	ח'אן	khan	N;MASC;SG	N;NOM;SG
דרישה	nõue	דרישה	nõue	N;FEM;SG	N;NOM;SG
דרישה	nõudlus	דרישה	nõudlus	N;FEM;SG	N;NOM;SG
דרישה	nõudmine	דרישה	nõudmine	N;FEM;SG	N;NOM;SG
להסיק	sõlmida	הסיק	sõlmima	V;NFIN;ACT	V;NFIN
הידיעה	teades	הידיע	teadma	V;FEM;SG;3;PST;ACT	V;V.CVB
זמנים	ajad	זמן	aeg	N;MASC;PL	N;NOM;PL
להגיב	reageerivad	הגיב	reageerima	V;NFIN;ACT	V;IND;PL;3;PRS;FIN;ACT
להגיב	reageeri	הגיב	reageerima	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
להגיב	reageerima	הגיב	reageerima	V;NFIN;ACT	V;IN+ALL;V.CVB;ACT
להגיב	reageerida	הגיב	reageerima	V;NFIN;ACT	V;NFIN
בנויה	struktureeritud	בנה	struktureeri=tud	ADJ;FEM;SG	ADJ;PST;V.PTCP;PASS
שווים	võrdsed	שווה	võrdne	ADJ;MASC;PL	ADJ;NOM;PL
שווים	väärt	שווה	väärt	ADJ;MASC;PL	ADJ
נפלו	langenud	נפל	langema	V;PL;3;PST	V;PST;V.PTCP;ACT
גלגל	ratas	גלגל	ratas	N;MASC;SG	N;NOM;SG
גלגל	ratta	גלגל	ratas	N;MASC;SG	N;GEN;SG
גלגל	rool	גלגל	rool	N;MASC;SG	N;NOM;SG
אזהרה	hoiatus	אזהרה	hoiatus	N;FEM;SG	N;NOM;SG
מפקדים	komandörid	מפקד	komandör	N;MASC;PL	N;NOM;PL
מפקדים	kaptenid	מפקד	kapten	N;MASC;PL	N;NOM;PL
הוצע	soovitatud	הוצע	soovitama	V;MASC;SG;3;PST;PASS	V;PST;V.PTCP;PASS
לאט	tasapisi	לאט	tasa_pisi	ADV	ADV
לאט	aeglaselt	לאט	aeglaselt	ADV	ADV
השקעות	investeeringud	השקעה	investeering	N;FEM;PL	N;NOM;PL
אומנות	art	אומנות	art	N;FEM;SG	N;NOM;SG
אומנות	kunsti	אומנות	kunst	N;FEM;SG	N;PRT;SG
אומנות	kunst	אומנות	kunst	N;FEM;SG	N;NOM;SG
הליך	menetlus	הליך	menetlus	N;MASC;SG	N;NOM;SG
הליך	protseduur	הליך	protseduur	N;MASC;SG	N;NOM;SG
מיידי	kohene	מיידי	kohene	ADJ;MASC;SG	ADJ;NOM;SG
מיידי	vahetu	מיידי	vahetu	ADJ;MASC;SG	ADJ;NOM;SG
מיידי	kohene	מיידי	kohene	ADJ;MASC;SG	ADJ;NOM;SG
מיידי	hetkeline	מיידי	hetkeline	ADJ;MASC;SG	ADJ;NOM;SG
בעייתי	problemaatiline	בעייתי	problemaatiline	ADJ;MASC;SG	ADJ;NOM;SG
בעייתי	probleemne	בעייתי	probleemne	ADJ;MASC;SG	ADJ;NOM;SG
תרופה	meditsiin	תרופה	meditsiin	N;FEM;SG	N;NOM;SG
תרופה	ravi	תרופה	ravi	N;FEM;SG	N;NOM;SG
תרופה	narkootikum	תרופה	narkootikum	N;FEM;SG	N;NOM;SG
תרופה	uimasti	תרופה	uimasti	N;FEM;SG	N;NOM;SG
מאכל	toit	מאכל	toit	N;MASC;SG	N;NOM;SG
מאכל	toitu	מאכל	toit	N;MASC;SG	N;PRT;SG
מאכל	söök	מאכל	söök	N;MASC;SG	N;NOM;SG
ספציפית	konkreetselt	ספציפית	konkreetselt	ADV	ADV
מציאת	leidmine	מציאה	leidmine	N;PSSD;FEM;SG	N;NOM;SG
היבטים	aspekte	היבט	aspekt	N;MASC;PL	N;PRT;PL
היבטים	aspektid	היבט	aspekt	N;MASC;PL	N;NOM;PL
הצגה	tulemuslikkus	הצגה	tulemuslikkus	N;FEM;SG	N;NOM;SG
הצגה	tulemuslikkuse	הצגה	tulemuslikkus	N;FEM;SG	N;GEN;SG
הצגה	jõudlus	הצגה	jõudlus	N;FEM;SG	N;NOM;SG
הצגה	tutvustus	הצגה	tutvustus	N;FEM;SG	N;NOM;SG
הצגה	esitus	הצגה	esitus	N;FEM;SG	N;NOM;SG
הצגה	esitlus	הצגה	esitlus	N;FEM;SG	N;NOM;SG
הצגה	esitluse	הצגה	esitlus	N;FEM;SG	N;GEN;SG
הצגה	esitusviis	הצגה	esitus_viis	N;FEM;SG	N;NOM;SG
הצגה	näitamine	הצגה	näitamine	N;FEM;SG	N;NOM;SG
הצגה	etendus	הצגה	etendus	N;FEM;SG	N;NOM;SG
הצגה	show	הצגה	show	N;FEM;SG	N;NOM;SG
חדרים	toad	חדר	tuba	N;MASC;PL	N;NOM;PL
חדרים	ruumid	חדר	ruum	N;MASC;PL	N;NOM;PL
הפסדים	kaod	הפסד	kao	N;MASC;PL	N;NOM;PL
זעם	fury	זעם	fury	N;MASC;SG	N;NOM;SG
זעם	raev	זעם	raev	N;MASC;SG	N;NOM;SG
זעם	raev	זעם	raev	N;MASC;SG	N;NOM;SG
בוגרים	abituriendid	בוגר	abi_turient	N;MASC;PL	N;NOM;PL
בוגרים	vilistlased	בוגר	vilistlane	N;MASC;PL	N;NOM;PL
עצומה	tohutu	עצום	tohutu	ADJ;FEM;SG	ADJ;NOM;SG
שכבה	kiht	שכבה	kiht	N;FEM;SG	N;NOM;SG
שכבה	kihi	שכבה	kiht	N;FEM;SG	N;GEN;SG
מושלם	perfektne	מושלם	perfektne	ADJ;MASC;SG	ADJ;NOM;SG
מושלם	ideaalne	מושלם	ideaalne	ADJ;MASC;SG	ADJ;NOM;SG
מושלם	täiuslik	מושלם	täiuslik	ADJ;MASC;SG	ADJ;NOM;SG
סירבו	keeldunud	סירב	keelduma	V;PL;3;PST;ACT	V;PST;V.PTCP;ACT
הערכות	hinnangud	הערכה	hinnang	N;FEM;PL	N;NOM;PL
הערכות	hinnangud	הערכה	hinnang	N;FEM;PL	N;NOM;PL
הערכות	hinnangud	הערכה	hinnang	N;FEM;PL	N;NOM;PL
הכפרים	külad	הכפר	küla	N;MASC;PL	N;NOM;PL
הכפרים	külasid	הכפר	küla	N;MASC;PL	N;PRT;PL
הצדקה	õigustus	הצדקה	õigustus	N;FEM;SG	N;NOM;SG
הצדקה	selgitus	הצדקה	selgitus	N;FEM;SG	N;NOM;SG
הצדקה	põhjendus	הצדקה	põhjendus	N;FEM;SG	N;NOM;SG
מוסמך	tõendatud	מוסמך	tõendama	V;MASC;SG;V.PTCP;PASS	V;PST;V.PTCP;PASS
הדתות	religioonid	הדתה	religioon	N;FEM;PL	N;NOM;PL
הכחדה	väljasuremise	הכחדה	välja_suremine	N;FEM;SG	N;GEN;SG
מוזמנים	kutsutud	הוזמן	kutsuma	V;MASC;PL;V.PTCP;PASS	V;PST;V.PTCP;PASS
הרפתקאות	seiklus	הרפתקאות	seiklus	N;FEM;SG	N;NOM;SG
מדידה	mõõtmine	מדידה	mõõtmine	N;FEM;SG	N;NOM;SG
מדידה	mõõte	מדידה	mõõt	N;FEM;SG	N;NOM;SG
מדידה	mõõtmine	מדידה	mõõtmine	N;FEM;SG	N;NOM;SG
מדידה	mõõt	מדידה	mõõt	N;FEM;SG	N;NOM;SG
מדידה	abinõu	מדידה	abi_nõu	N;FEM;SG	N;NOM;SG
מדידה	meede	מדידה	meede	N;FEM;SG	N;NOM;SG
הפגנות	demonstratsioonid	הפגנה	demonstratsioon	N;FEM;PL	N;NOM;PL
חפירות	väljakaevamistel	חפירות	välja_kaevamine	N;FEM;PL	N;AT+ESS
;PL
ציונות	sionism	ציונות	sionism	N;FEM;SG	N;NOM;SG
רציני	tõsine	רציני	tõsine	ADJ;MASC;SG	ADJ;NOM;SG
תביעה	süüdistuse	תביעה	süüdistus	N;FEM;SG	N;GEN;SG
מגבלות	piirangud	מגבלה	piirang	N;FEM;PL	N;NOM;PL
מגבלות	piirangud	מגבלה	piirang	N;FEM;PL	N;NOM;PL
מגבלות	piirmäärad	מגבלה	piir_määr	N;FEM;PL	N;NOM;PL
מגבלות	piirid	מגבלה	piir	N;FEM;PL	N;NOM;PL
מגבלות	piirangud	מגבלה	piirang	N;FEM;PL	N;NOM;PL
כפתור	nööp	כפתור	nööp	N;MASC;SG	N;NOM;SG
כפתור	nupp	כפתור	nupp	N;MASC;SG	N;NOM;SG
כפתור	button	כפתור	button	N;MASC;SG	N;NOM;SG
שומן	rasv	שומן	rasv	N;MASC;SG	N;NOM;SG
שומן	rasva	שומן	rasv	N;MASC;SG	N;PRT;SG
מעצר	vahistamine	מעצר	vahistamine	N;MASC;SG	N;NOM;SG
מעצר	büst	מעצר	büst	N;MASC;SG	N;NOM;SG
הוכיח	tõestas	הוכיח	tõestama	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN;ACT
דיבור	rääkimine	דיבור	rääkimine	N;MASC;SG	N;NOM;SG
דיבור	sõnavõtt	דיבור	sõna_võtt	N;MASC;SG	N;NOM;SG
דיבור	kõne	דיבור	kõne	N;MASC;SG	N;NOM;SG
מוכנים	valmis	מוכן	valmis	ADJ;MASC;PL	ADJ
מקדם	koefitsient	מקדם	koefitsient	N;MASC;SG	N;NOM;SG
מקדם	edendamine	מקדם	edendamine	N;MASC;SG	N;NOM;SG
מקדם	promootor	מקדם	promootor	N;MASC;SG	N;NOM;SG
ההסתברות	tõenäosus	ההסתברות	tõe_näosus	N;FEM;SG	N;NOM;SG
להדגיש	rõhutada	הדגיש	rõhutama	V;NFIN;ACT	V;NFIN
משלב	kombineerimine	שילב	kombineeri=mine	N;MASC;SG	N;NOM;SG
התחלה	algus	התחלה	algus	N;FEM;SG	N;NOM;SG
התחלה	start	התחלה	start	N;FEM;SG	N;NOM;SG
התחלה	algus	התחלה	algus	N;FEM;SG	N;NOM;SG
אלופים	meistrid	אלוף	meister	N;MASC;PL	N;NOM;PL
ועדות	komiteed	ועדה	komitee	N;FEM;PL	N;NOM;PL
ועדות	komiteede	ועדה	komitee	N;FEM;PL	N;GEN;PL
ועדות	komisjonid	ועדה	komisjon	N;FEM;PL	N;NOM;PL
נכונות	tõsi	נכונות	tõsi	N;FEM;SG	N;NOM;SG
הנצחה	memorial	הנצחה	memorial	N;FEM;SG	N;NOM;SG
הנצחה	mälestamine	הנצחה	mälestamine	N;FEM;SG	N;NOM;SG
בבירור	ilmselgelt	בבירור	ilm_selgelt	ADV	ADV
בבירור	selgesti	בבירור	selgesti	ADV	ADV
בבירור	selgelt	בבירור	selgelt	ADV	ADV
השלמת	lõpuleviimist	השלמה	lõpu_leviimine	N;PSSD;FEM;SG	N;PRT;SG
השלמת	lõpetamine	השלמה	lõpetamine	N;PSSD;FEM;SG	N;NOM;SG
השלמת	lõpuleviimine	השלמה	lõpu+le_viimine	N;PSSD;FEM;SG	N;NOM;SG
ההבדלים	erinevused	ההבדל	erinevus	N;MASC;PL	N;NOM;PL
התקווה	lootus	התקווה	lootus	N	N;NOM;SG
ייצג	esindas	ייצג	esindama	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN;ACT
כימיה	keemia	כימיה	keemia	N;FEM;SG	N;NOM;SG
התפשטות	levik	התפשטות	levik	N;FEM;SG	N;NOM;SG
התפשטות	laiendamine	התפשטות	laiendamine	N;FEM;SG	N;NOM;SG
התפשטות	laienemine	התפשטות	laienemine	N;FEM;SG	N;NOM;SG
בקשות	nõudmised	בקשה	nõudmine	N;FEM;PL	N;NOM;PL
בקשות	taotlused	בקשה	taotlus	N;FEM;PL	N;NOM;PL
בקרוב	varsti	בקרוב	varsti	ADV	ADV
הגדרות	seadistused	הגדרה	seadistus	N;FEM;PL	N;NOM;PL
מסילות	raudteid	מסילות	raude	N;FEM;PL	N;PRT;PL
תלות	sõltuvust	תלות	sõltuvus	N;FEM;SG	N;PRT;SG
תלות	sõltuvus	תלות	sõltuvus	N;FEM;SG	N;NOM;SG
תלות	sõltuvust	תלות	sõltuvus	N;FEM;SG	N;PRT;SG
תלות	sõltuvus	תלות	sõltuvus	N;FEM;SG	N;NOM;SG
ראיה	tõendusmaterjal	ראייה	tõendus_materjal	N;FEM;SG	N;NOM;SG
ראיה	asitõend	ראייה	asi_tõend	N;FEM;SG	N;NOM;SG
עופרת	plii	עפר	plii	N;FEM;SG	N;NOM;SG
תווים	märkmed	תווים	märkmed	N;MASC;PL	N;NOM;PL
תווים	märkused	תווים	märkus	N;MASC;PL	N;NOM;PL
תווים	märgid	תווים	märk	N;MASC;PL	N;NOM;PL
תווים	tegelased	תווים	tegelane	N;MASC;PL	N;NOM;PL
אלקטרונים	elektronid	אלקטרון	elektron	N;MASC;PL	N;NOM;PL
רעב	nälg	רעב	nälg	N;MASC;SG	N;NOM;SG
לחשוף	paljastavad	חשף	paljasta=v	V;NFIN;ACT	V;IND;PL;3;PRS;FIN;ACT
לחשוף	paljastada	חשף	paljastama	V;NFIN;ACT	V;NFIN
מסוכן	ohtlik	מסוכן	ohtlik	ADJ;MASC;SG	ADJ;NOM;SG
מסוכן	riskantne	מסוכן	riskantne	ADJ;MASC;SG	ADJ;NOM;SG
אדריכל	arhitekti	אדריכל	arhitekt	N;MASC;SG	N;PRT;SG
אדריכל	arhitekt	אדריכל	arhitekt	N;MASC;SG	N;NOM;SG
להשקיע	investeerida	השקיע	investeerima	V;NFIN;ACT	V;NFIN
לקוח	kliendi	לקוח	klient	N;MASC;SG	N;GEN;SG
לקוח	klient	לקוח	klient	N;MASC;SG	N;NOM;SG
לקוח	kliendi	לקוח	klient	N;MASC;SG	N;GEN;SG
לקוח	klient	לקוח	klient	N;MASC;SG	N;NOM;SG
המסה	missa	המסה	miss	N;FEM;SG	N;NOM;SG
המסה	massi	המסה	mass	N;FEM;SG	N;PRT;SG
המסה	mass	המסה	mass	N;FEM;SG	N;NOM;SG
ידנית	käsitsi	ידני	käsitsi	ADV	ADV
מחיקת	kustutamine	חיקה	kustutamine	N;PSSD;FEM;SG	N;NOM;SG
טיעון	argument	טיעון	argument	N;MASC;SG	N;NOM;SG
טיעון	argumendi	טיעון	argument	N;MASC;SG	N;GEN;SG
פיצוץ	plahvatus	פיצוץ	plahvatus	N;MASC;SG	N;NOM;SG
טמפרטורה	temperatuur	טמפרטורה	temperatuur	N;FEM;SG	N;NOM;SG
טמפרטורה	temperatuuri	טמפרטורה	temperatuur	N;FEM;SG	N;PRT;SG
טמפרטורה	temp	טמפרטורה	temp	N;FEM;SG	N;NOM;SG
עכבר	hiir	עכבר	hiir	N;MASC;SG	N;NOM;SG
עכבר	hiire	עכבר	hiire	N;MASC;SG	N;GEN;SG
פיזיקאי	füüsik	פיזיקאי	füüsik	N;MASC;SG	N;NOM;SG
מעשית	praktiline	מעשי	praktiline	ADJ;FEM;SG	ADJ;NOM;SG
פריצת	läbimurre	פריצה	läbi_murr	N;PSSD;FEM;SG	N;NOM;SG
טיוטה	eelnõu	טיוטה	eel_nõu	N;FEM;SG	N;NOM;SG
טיוטה	kavand	טיוטה	kavand	N;FEM;SG	N;NOM;SG
דיג	kalandus	דיג	kalandus	N;MASC;SG	N;NOM;SG
דיג	kalapüük	דיג	kala_püük	N;MASC;SG	N;NOM;SG
דיג	püük	דיג	püük	N;MASC;SG	N;NOM;SG
חופשיים	vabad	חופשי	vaba	ADJ;MASC;PL	ADJ;NOM;PL
להשמיד	hävita	השמיד	hävitama	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
להשמיד	hävitada	השמיד	hävitama	V;NFIN;ACT	V;NFIN
שותפים	partnerid	שותף	partner	N;MASC;PL	N;NOM;PL
משחקת	mängimas	משחקה	mängima	V;FEM;SG;V.PTCP;ACT	V;IN+ESS;V.CVB;ACT
הליכה	kõndimine	הליכה	kõndimine	N;FEM;SG	N;NOM;SG
הליכה	jalutuskäik	הליכה	jalutus_käik	N;FEM;SG	N;NOM;SG
חימוש	relvastuse	חימוש	relvastus	N;MASC;SG	N;GEN;SG
ממד	mõõde	ממד	mõõe	N;MASC;SG	N;NOM;SG
מביאה	tuues	הביא	tooma	V;FEM;SG;V.PTCP;ACT	V;V.CVB
איטי	aeglane	איטי	aeglane	ADJ;MASC;SG	ADJ;NOM;SG
תלבושת	kostüüm	תלבושת	kostüüm	N;FEM;SG	N;NOM;SG
תלבושת	riietus	תלבושת	riietuma	N;FEM;SG	N;NOM;SG
תסריט	skripti	תסריט	skript	N;MASC;SG	N;PRT;SG
תסריט	käsikiri	תסריט	käsi_kiri	N;MASC;SG	N;NOM;SG
תסריט	skript	תסריט	skript	N;MASC;SG	N;NOM;SG
מתמטיקאי	matemaatik	מתמטיקני	matemaatik	N;MASC;SG	N;NOM;SG
בקרה	kontroll	בקרה	kontroll	N;FEM;SG	N;NOM;SG
בקרה	tõrje	בקרה	tõrge	N;FEM;SG	N;NOM;SG
נפשות	hinged	נפש	hing	N;FEM;PL	N;NOM;PL
אלכוהול	alkohol	אלכוהול	alkohol	N;MASC;SG	N;NOM;SG
אלכוהול	alkoholi	אלכוהול	alkohol	N;MASC;SG	N;PRT;SG
סידור	paigutus	סידור	paigutus	N;MASC;SG	N;NOM;SG
סידור	kokkulepe	סידור	kokku_lepe	N;MASC;SG	N;NOM;SG
וילה	villa	וילה	villa	N;FEM;SG	N;NOM;SG
מוגבלות	limited	מוגבל	limite	N;FEM;SG	N;NOM;SG
תיירים	turistid	תייר	turist	N;MASC;PL	N;NOM;PL
בטיחות	turvalisus	בטיחות	turvalisus	N;FEM;SG	N;NOM;SG
בטיחות	ohutus	בטיחות	ohutus	N;FEM;SG	N;NOM;SG
עיקרון	põhimõte	עיקרון	põhi_mõte	N;MASC;SG	N;NOM;SG
תקדים	pretsedendi	תקדים	pretsedent	N;MASC;SG	N;GEN;SG
תקדים	pretsedent	תקדים	pretsedent	N;MASC;SG	N;NOM;SG
ביטויים	väljendid	ביטוי	väljend	N;MASC;PL	N;NOM;PL
ביטויים	laused	ביטוי	lause	N;MASC;PL	N;NOM;PL
ביטויים	fraase	ביטוי	fraas	N;MASC;PL	N;PRT;PL
ביטויים	väljendid	ביטוי	väljend	N;MASC;PL	N;NOM;PL
בניינים	ehitised	בניין	ehitis	N;MASC;PL	N;NOM;PL
בניינים	hooned	בניין	hoone	N;MASC;PL	N;NOM;PL
עדיפות	prioriteet	עדיפות	prioriteet	N;FEM;SG	N;NOM;SG
עדיפות	eelistus	עדיפות	eelistus	N;FEM;SG	N;NOM;SG
גליל	silindri	גליל	silinder	N;MASC;SG	N;GEN;SG
גליל	ballooni	גליל	balloon	N;MASC;SG	N;PRT;SG
גליל	rulli	גליל	rull	N;MASC;SG	N;NOM;SG
גליל	veere	גליל	veer	N;MASC;SG	N;NOM;SG
התפלגות	jaotamine	התפלגות	jaotamine	N;FEM;SG	N;NOM;SG
התפלגות	jaotus	התפלגות	jaotus	N;FEM;SG	N;NOM;SG
התפלגות	jaotumine	התפלגות	jaotumine	N;FEM;SG	N;NOM;SG
עשור	aastakümne	עשור	aasta_kümme	N;MASC;SG	N;NOM;SG
לעורר	provotseerida	עורר	provotseerima	V;NFIN;ACT	V;NFIN
יקר	kallis	יקר	kallis	ADJ;MASC;SG	ADJ;NOM;SG
יקר	hinnaline	יקר	hinnaline	ADJ;MASC;SG	ADJ;NOM;SG
רצועות	jäljed	רצועה	jälg	N;FEM;PL	N;NOM;PL
רצועות	rajad	רצועה	rada	N;FEM;PL	N;NOM;PL
רצועות	rihmad	רצועה	rihm	N;FEM;PL	N;NOM;PL
רצועות	ribad	רצועה	riba	N;FEM;PL	N;NOM;PL
תאגיד	corporation	תאגיד	corporation	N;MASC;SG	N;NOM;SG
תאגיד	korporatsioon	תאגיד	korporatsioon	N;MASC;SG	N;NOM;SG
תאגיד	ettevõtte	תאגיד	ette_võte	N;MASC;SG	N;GEN;SG
משפיע	mõjutades	השפיע	mõjutama	V;MASC;SG;V.PTCP;ACT	V;V.CVB
בניה	ehitamine	בניה	ehitamine	N;FEM;SG	N;NOM;SG
בניה	ehitus	בניה	ehitus	N;FEM;SG	N;NOM;SG
בניה	konstruktsioon	בניה	konstruktsioon	N;FEM;SG	N;NOM;SG
כיתות	klassid	כיתות	klass	N;FEM;PL	N;NOM;PL
כיתות	tunnid	כיתות	tund	N;FEM;PL	N;NOM;PL
בגדים	rõivad	בגד	rõim	N;MASC;PL	N;NOM;PL
בגדים	riided	בגד	riie	N;MASC;PL	N;NOM;PL
בגדים	riideid	בגד	riie	N;MASC;PL	N;PRT;PL
בגדים	riided	בגד	riie	N;MASC;PL	N;NOM;PL
חגיגות	pidustused	חגיגה	pidustus	N;FEM;PL	N;NOM;PL
זמין	saadaval	זמין	saadaval	ADJ;MASC;SG	ADJ;AT+ESS
;SG;PRS;V.PTCP;ACT
זמין	kättesaadav	זמין	kätte_saadav	ADJ;MASC;SG	ADJ;NOM;SG;PRS;V.PTCP;ACT
חלבון	valk	חלבון	valk	N;MASC;SG	N;NOM;SG
חלבון	proteiin	חלבון	proteiin	N;MASC;SG	N;NOM;SG
אנגלים	inglased	אנגלים	inglane	N;MASC;PL	N;NOM;PL
פנטזיה	fantaasia	פנטזיה	fantaasia	N;FEM;SG	N;NOM;SG
שריפה	tuli	שריף	tuli	N;FEM;SG	N;NOM;SG
שריפה	tulekahju	שריף	tule_kahju	N;FEM;SG	N;NOM;SG
שריפה	tuld	שריף	tuli	N;FEM;SG	N;PRT;SG
חזקות	tugevad	חזק	tugev	ADJ;FEM;PL	ADJ;NOM;PL
יתרונות	eeliseid	יתרון	eelis	N;MASC;PL	N;PRT;PL
יתרונות	eelised	יתרון	eelis	N;MASC;PL	N;NOM;PL
חומצות	happed	חומץ	happ	N;FEM;PL	N;NOM;PL
היציאה	väljumine	היציא	väljumine	N;FEM;SG	N;NOM;SG
היציאה	väljapääs	היציא	välja_pääs	N;FEM;SG	N;NOM;SG
פלדה	teras	פלד	tera	N;FEM;SG	N;NOM;SG
פלדה	steel	פלד	steel	N;FEM;SG	N;NOM;SG
פלדה	terasest	פלד	terane	N;FEM;SG	N;IN+ABL;SG
אמני	esitajad	אמן	esitaja	N;PSSD;MASC;PL	N;NOM;PL
אמני	kunstnikud	אמן	kunstnik	N;PSSD;MASC;PL	N;NOM;PL
ספג	imendunud	ספג	imenduma	V;MASC;SG;3;PST;ACT	V;PST;V.PTCP;ACT
גוון	gwen	גוון	gwen	N;MASC;SG	N;NOM;SG
חלש	nõrk	חלש	nõrk	ADJ;MASC;SG	ADJ;NOM;SG
חלש	nõrga	חלש	nõrk	ADJ;MASC;SG	ADJ;GEN;SG
תעודות	sertifikaadid	תעודה	sertifikaat	N;FEM;PL	N;NOM;PL
תעודות	tunnistused	תעודה	tunnistus	N;FEM;PL	N;NOM;PL
ספריה	raamatukogu	ספריה	raamatu_kogu	N;FEM;SG	N;NOM;SG
ספריה	teegi	ספריה	tegema	N;FEM;SG	N;NOM;SG
עצמים	objektid	עצם	objekt	N;MASC;PL	N;NOM;PL
השפיע	mõjutanud	השפיע	mõjutama	V;MASC;SG;3;PST;ACT	V;PST;V.PTCP;ACT
השפיע	mõjutas	השפיע	mõjutama	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN;ACT
חסימה	plokk	חסימה	plokk	N;FEM;SG	N;NOM;SG
חסימה	bloki	חסימה	blokk	N;FEM;SG	N;GEN;SG
חסימה	blokk	חסימה	blokk	N;FEM;SG	N;NOM;SG
חסימה	block	חסימה	block	N;FEM;SG	N;NOM;SG
דיור	eluaseme	דיור	elu_ase	N;MASC;SG	N;GEN;SG
דיור	dior	דיור	dior	N;MASC;SG	N;NOM;SG
רעש	müra	רעש	müra	N;MASC;SG	N;NOM;SG
זכרונות	mälestusi	זכרון	mälestus	N;MASC;PL	N;PRT;PL
זכרונות	mälestused	זכרון	mälestus	N;MASC;PL	N;NOM;PL
המיקום	asukoht	המיקום	asu_koht	N;MASC;SG	N;NOM;SG
פריטים	kirjed	פריט	kirje	N;MASC;PL	N;NOM;PL
פריטים	elemendid	פריט	element	N;MASC;PL	N;NOM;PL
פריטים	esemed	פריט	ese	N;MASC;PL	N;NOM;PL
תרבויות	kultuurid	תרבות	kultuur	N;FEM;PL	N;NOM;PL
תרבויות	tsivilisatsioone	תרבות	tsivilisatsioon	N;FEM;PL	N;PRT;PL
פרלמנט	parlament	פרלמנט	parlament	N;MASC;SG	N;NOM;SG
הובא	toodi	הובא	tooma	V;MASC;SG;3;PST;PASS	V;IND;PST;FIN;PASS
הובא	toodud	הובא	tooma	V;MASC;SG;3;PST;PASS	V;PST;V.PTCP;PASS
לאשר	kinnitada	אישר	kinnitama	V;NFIN;ACT	V;NFIN
לאשר	kinnitan	אישר	kinnitama	V;NFIN;ACT	V;IND;SG;1;PRS;FIN;ACT
לאשר	kinnita	אישר	kinnitama	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
סגירת	sulgemine	סגירה	sulgemine	N;PSSD;FEM;SG	N;NOM;SG
חמישים	viiskümmend	חמישים	viis_kümmend	NUM;SG	NUM;NOM;SG
תעמולה	propaganda	תעמולה	propaganda	N;FEM;SG	N;NOM;SG
הרבייה	paljundamine	הרבייה	paljundamine	N;FEM;SG	N;NOM;SG
מערות	koopad	מערה	koob	N;FEM;PL	N;NOM;PL
עמוקה	sügavale	עמוק	sügavale	ADV	ADV
ריח	lõhn	ריח	lõhn	N;MASC;SG	N;NOM;SG
ריח	lõhna	ריח	lõhn	N;MASC;SG	N;PRT;SG
ריח	lõhn	ריח	lõhn	N;MASC;SG	N;NOM;SG
מכוונת	tahtlik	מכוון	tahtlik	ADJ;FEM;SG	ADJ;NOM;SG
מכוונת	tahtlik	מכוון	tahtlik	ADJ;FEM;SG	ADJ;NOM;SG
כבשה	lammas	כבש	lammas	N;FEM;SG	N;NOM;SG
יוונים	kreeklased	יוון	kreeklane	N;MASC;PL	N;NOM;PL
פרסומים	ametikohtade	פרסום	ameti_koht	N;MASC;PL	N;GEN;PL
פרסומים	postitusi	פרסום	postitus	N;MASC;PL	N;PRT;PL
פרסומים	postitused	פרסום	postitus	N;MASC;PL	N;NOM;PL
פרסומים	ametikohad	פרסום	ameti_koht	N;MASC;PL	N;NOM;PL
פרסומים	trükised	פרסום	trükis	N;MASC;PL	N;NOM;PL
פרסומים	väljaanded	פרסום	välja_anne	N;MASC;PL	N;NOM;PL
פרסומים	väljaannete	פרסום	välja_anne	N;MASC;PL	N;GEN;PL
שורשים	juured	שורש	juur	N;MASC;PL	N;NOM;PL
חוב	võlg	חוב	võlg	N;MASC;SG	N;NOM;SG
חוב	võla	חוב	võla	N;MASC;SG	N;PRT;SG
סגורה	kinnine	סגור	kinnine	ADJ;FEM;SG	ADJ;NOM;SG
סגורה	suletud	סגור	sule=tud	ADJ;FEM;SG	ADJ;PST;V.PTCP;PASS
מפעלים	tehased	מפעל	tehas	N;MASC;PL	N;NOM;PL
המוכרים	müüjad	המוכר	müüja	N;MASC;PL	N;NOM;PL
יוצרו	toodetud	הוצר	tootma	V;PL;3;PST;PASS	V;PST;V.PTCP;PASS
תומכת	toetades	תמך	toetama	V;FEM;SG;V.PTCP;ACT	V;V.CVB
