lui	his	el	he	PRO;3	PRO;MASC;SG;3
utilizatori	users	utilizator	user	N;INDF;MASC;PL	N;PL
spring	spring	springe	spring	N;INDF;MASC;SG	N;SG
voturi	votes	vot	vote	N;INDF;FEM;PL	N;PL
documentar	documentary	documentar	documentary	N;INDF;MASC;SG	N;SG
teritoriale	territorial	teritorial	territorial	ADJ;INDF;FEM;PL	ADJ
toamna	fall	toamnă	fall	N;DEF;FEM;SG	N;SG
situație	situation	situație	situation	N;INDF;FEM;SG	N;SG
valori	values	valoare	value	N;INDF;FEM;PL	N;PL
vânătoare	slayer	vânătoare	slayer	N;INDF;FEM;SG	N;SG
vânătoare	hunt	vânătoare	hunt	N;INDF;FEM;SG	N;SG
vânătoare	hunting	vânătoare	hunt	N;INDF;FEM;SG	N;SG
evenimentele	events	eveniment	event	N;DEF;FEM;PL	N;PL
sectorul	sector	sector	sector	N;DEF;MASC;SG	N;SG
scăzut	low	scăzut	low	ADJ;INDF;MASC;SG	ADJ
independente	independent	independent	independent	ADJ;INDF;FEM;PL	ADJ
tone	tonnes	tonă	tonne	N;INDF;FEM;PL	N;PL
tone	tons	tonă	ton	N;INDF;FEM;PL	N;PL
football	football	football	football	N;INDF;MASC;SG	N;SG
insulă	island	insulă	island	N;INDF;FEM;SG	N;SG
similar	similar	similar	similar	ADJ;INDF;MASC;SG	ADJ
green	green	green	green	N;INDF;MASC;SG	N;SG
tehnice	technical	tehnic	technical	ADJ;INDF;FEM;PL	ADJ
serviciu	service	serviciu	service	N;INDF;MASC;SG	N;SG
romani	romans	roman	roman	N;INDF;MASC;PL	N;PL
râu	river	râu	river	N;INDF;MASC;SG	N;SG
căsătoria	marriage	căsătorie	marriage	N;DEF;FEM;SG	N;SG
gol	goal	gol	goal	N;INDF;MASC;SG	N;SG
rar	rarely	rar	rarely	ADV	ADV
reprezentând	representing	reprezenta	represent	V;V.MSDR	V;V.MSDR
moare	dies	muri	die	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
decizia	decision	decizie	decision	N;DEF;FEM;SG	N;SG
lansarea	launching	lansare	launching	N;DEF;FEM;SG	N;SG
eroilor	heroes	erou	heroes	N;DEF;MASC;PL	N;PL
călătorie	travel	călătorie	travel	N;INDF;FEM;SG	N;SG
călătorie	journey	călătorie	journey	N;INDF;FEM;SG	N;SG
călătorie	trip	călătorie	trip	N;INDF;FEM;SG	N;SG
management	management	management	management	N;INDF;MASC;SG	N;SG
formație	band	formație	band	N;INDF;FEM;SG	N;SG
formație	formation	formație	formation	N;INDF;FEM;SG	N;SG
comitetul	committee	comitet	committee	N;DEF;MASC;SG	N;SG
cont	account	cont	account	N;INDF;MASC;SG	N;SG
structură	structure	structură	structure	N;INDF;FEM;SG	N;SG
banca	bank	bancă	bank	N;DEF;FEM;SG	N;SG
specială	special	special	special	ADJ;INDF;FEM;SG	ADJ
con	cone	con	cone	N;INDF;MASC;SG	N;SG
întoarce	returns	întoarce	return	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
simbol	symbol	simbol	symbol	N;INDF;MASC;SG	N;SG
vin	coming	veni	come	V;IND;PL;3;PRS;FIN	V;V.MSDR
rezistență	resistance	rezistență	resistance	N;INDF;FEM;SG	N;SG
comisiei	commission	comisie	commission	N;DEF;FEM;SG	N;SG
albastru	blue	albastru	blue	ADJ;INDF;MASC;SG	ADJ
regulă	rule	regulă	rule	N;INDF;FEM;SG	N;SG
contribuții	contributions	contribuție	contribution	N;INDF;FEM;PL	N;PL
influență	influence	influență	influence	N;INDF;FEM;SG	N;SG
fata	girl	fată	girl	N;DEF;FEM;SG	N;SG
fata	face	fată	face	N;DEF;FEM;SG	N;SG
regimul	regime	regim	regime	N;DEF;MASC;SG	N;SG
editare	edit	editare	edit	N;INDF;FEM;SG	N;SG
editare	editing	editare	editing	N;INDF;FEM;SG	N;SG
zbor	flight	zbor	flight	N;INDF;MASC;SG	N;SG
avion	airplane	avion	airplane	N;INDF;MASC;SG	N;SG
avion	plane	avion	plane	N;INDF;MASC;SG	N;SG
vas	vessel	vas	vessel	N;INDF;MASC;SG	N;SG
nava	ship	navă	ship	N;DEF;FEM;SG	N;SG
întreg	whole	întreg	whole	ADJ;INDF;MASC;SG	ADJ
agricole	agricultural	agricol	agricultural	ADJ;INDF;FEM;PL	ADJ
evident	obviously	evident	obviously	ADV	ADV
căutare	search	căutare	search	N;INDF;FEM;SG	N;SG
revistă	magazine	revistă	magazine	N;INDF;FEM;SG	N;SG
autoritatea	authority	autoritate	authority	N;DEF;FEM;SG	N;SG
lider	leader	lider	leader	N;INDF;MASC;SG	N;SG
cruce	cross	cruce	cross	N;INDF;FEM;SG	N;SG
vocal	vocal	vocal	vocal	ADJ;INDF;MASC;SG	ADJ
pilot	pilot	pilot	pilot	N;INDF;MASC;SG	N;SG
realitate	reality	realitate	reality	N;INDF;FEM;SG	N;SG
spaniol	spanish	spaniol	spanish	ADJ;INDF;MASC;SG	ADJ
similare	similar	similar	similar	ADJ;INDF;FEM;PL	ADJ
includ	include	include	include	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN
directorul	directory	director	directory	N;DEF;MASC;SG	N;SG
metode	methods	metodă	method	N;INDF;FEM;PL	N;PL
crucea	cross	cruce	cross	N;DEF;FEM;SG	N;SG
participarea	participation	participare	participation	N;DEF;FEM;SG	N;SG
dublu	double	dublu	double	ADJ;INDF;MASC;SG	ADJ
magazin	shop	magazin	shop	N;INDF;MASC;SG	N;SG
magazin	store	magazin	store	N;INDF;MASC;SG	N;SG
ștergere	deletion	ștergere	deletion	N;INDF;FEM;SG	N;SG
căzut	fallen	cădea	fall	V;MASC;SG;V.PTCP	V;PST;V.PTCP
germanii	germans	german	german	N;DEF;MASC;PL	N;PL
urbană	urban	urban	urban	ADJ;INDF;FEM;SG	ADJ
promovarea	promotion	promovare	promotion	N;DEF;FEM;SG	N;SG
promovarea	promoting	promovare	promote	N;DEF;FEM;SG	N;SG
fundația	foundation	fundație	foundation	N;DEF;FEM;SG	N;SG
patrimoniului	heritage	patrimoniu	heritage	N;DEF;MASC;SG	N;SG
bazin	basin	bazin	basin	N;INDF;MASC;SG	N;SG
turneu	tour	turneu	tour	N;INDF;MASC;SG	N;SG
turneu	tournament	turneu	tournament	N;INDF;MASC;SG	N;SG
sex	gender	sex	gender	N;INDF;MASC;SG	N;SG
sex	sex	sex	sex	N;INDF;MASC;SG	N;SG
exclusiv	exclusively	exclusiv	exclusively	ADV	ADV
statistică	statistic	statistică	statistic	N;INDF;FEM;SG	N;SG
texte	texts	text	text	N;INDF;FEM;PL	N;PL
teme	themes	temă	theme	N;INDF;FEM;PL	N;PL
japoneză	japanese	japonez	japanese	ADJ;INDF;FEM;SG	ADJ
sânge	blood	sânge	blood	N;INDF;MASC;SG	N;SG
fete	girls	fată	girl	N;INDF;FEM;PL	N;PL
separat	separate	separat	separate	ADJ;INDF;MASC;SG	ADJ
artilerie	artillery	artilerie	artillery	N;INDF;FEM;SG	N;SG
păsări	birds	pasăre	bird	N;INDF;FEM;PL	N;PL
prieten	friend	prieten	friend	N;INDF;MASC;SG	N;SG
marina	navy	marină	navy	N;DEF;FEM;SG	N;SG
imperial	imperial	imperial	imperial	ADJ;INDF;MASC;SG	ADJ
organizații	organizations	organizație	organization	N;INDF;FEM;PL	N;PL
organizații	organisations	organizație	organisation	N;INDF;FEM;PL	N;PL
profile	profiles	profă	profile	N;INDF;FEM;PL	N;PL
spate	rear	spate	rear	N;INDF;MASC;SG	N;SG
schimbarea	changing	schimbare	changing	N;DEF;FEM;SG	N;SG
schimbarea	change	schimbare	change	N;DEF;FEM;SG	N;SG
universal	universal	universal	universal	ADJ;INDF;MASC;SG	ADJ
indiferent	regardless	indiferent	regardless	ADV	ADV
financiare	financial	financiar	financial	ADJ;INDF;FEM;PL	ADJ
villa	villa	villa	villa	N;DEF;FEM;SG	N;SG
song	song	song	song	N;INDF;MASC;SG	N;SG
bazele	bases	bază	basis	N;DEF;FEM;PL	N;PL
cursuri	courses	curs	course	N;INDF;FEM;PL	N;PL
cursuri	classes	curs	class	N;INDF;FEM;PL	N;PL
teritorii	territories	teritoriu	territory	N;INDF;FEM;PL	N;PL
păduri	woods	pădure	wood	N;INDF;FEM;PL	N;PL
păduri	forests	pădure	forest	N;INDF;FEM;PL	N;PL
turn	tower	turn	tower	N;INDF;MASC;SG	N;SG
proprie	own	propriu	own	ADJ;INDF;FEM;SG	ADJ
cucerirea	conquest	cucerire	conquest	N;DEF;FEM;SG	N;SG
conținut	content	conținut	content	N;INDF;MASC;SG	N;SG
pod	attic	pod	attic	N;INDF;MASC;SG	N;SG
pod	bridge	pod	bridge	N;INDF;MASC;SG	N;SG
deseori	often	deseori	often	ADV	ADV
bătrân	old	bătrân	old	ADJ;INDF;MASC;SG	ADJ
dinastie	dynasty	dinastie	dynasty	N;INDF;FEM;SG	N;SG
fiică	daughter	fiică	daughter	N;INDF;FEM;SG	N;SG
presa	media	presă	media	N;DEF;FEM;SG	N;SG
museum	museum	museum	museum	N;INDF;MASC;SG	N;SG
cântăreață	singer	cântăreață	singer	N;INDF;FEM;SG	N;SG
preotul	priest	preot	priest	N;DEF;MASC;SG	N;SG
usa	door	usa	door	N;DEF;FEM;SG	N;SG
conformitate	compliance	conformitate	compliance	N;INDF;FEM;SG	N;SG
conformitate	conformity	conformitate	conformity	N;INDF;FEM;SG	N;SG
scurte	short	scurt	short	ADJ;INDF;FEM;PL	ADJ
perioade	periods	perioadă	period	N;INDF;FEM;PL	N;PL
caracteristici	characteristics	caracteristică	characteristic	N;INDF;FEM;PL	N;PL
caracteristici	features	caracteristică	feature	N;INDF;FEM;PL	N;PL
ansamblu	ensemble	ansamblu	ensemble	N;INDF;MASC;SG	N;SG
semn	sign	semn	sign	N;INDF;MASC;SG	N;SG
completă	complete	complet	complete	ADJ;INDF;FEM;SG	ADJ
mulțumesc	thank	mulțumi	thank	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN
kilometri	miles	kilometru	mile	N;INDF;MASC;PL	N;PL
kilometri	kilometers	kilometru	kilometer	N;INDF;MASC;PL	N;PL
vorbește	speaks	vorbi	speak	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
idei	ideas	idee	idea	N;INDF;FEM;PL	N;PL
anterioare	previous	anterior	previous	ADJ;INDF;FEM;PL	ADJ
dorința	desire	dorință	desire	N;DEF;FEM;SG	N;SG
simple	simple	simplu	simple	ADJ;INDF;FEM;PL	ADJ
umană	human	uman	human	ADJ;INDF;FEM;SG	ADJ
tema	theme	temă	theme	N;DEF;FEM;SG	N;SG
organizate	organized	organizat	organized	ADJ;INDF;FEM;PL	ADJ
organizate	organised	organizat	organised	ADJ;INDF;FEM;PL	ADJ
greutate	weight	greutate	weight	N;INDF;FEM;SG	N;SG
organizația	organization	organizație	organization	N;DEF;FEM;SG	N;SG
organizația	organisation	organizație	organisation	N;DEF;FEM;SG	N;SG
electrice	electrical	electric	electrical	ADJ;INDF;FEM;PL	ADJ
electrice	electric	electric	electric	ADJ;INDF;FEM;PL	ADJ
primăvara	spring	primăvară	spring	N;DEF;FEM;SG	N;SG
programe	programmes	program	programme	N;INDF;FEM;PL	N;PL
programe	programs	program	program	N;INDF;FEM;PL	N;PL
turneul	tournament	turneu	tournament	N;DEF;MASC;SG	N;SG
puteri	powers	putere	power	N;INDF;FEM;PL	N;PL
electrică	electrical	electric	electrical	ADJ;INDF;FEM;SG	ADJ
electrică	electric	electric	electric	ADJ;INDF;FEM;SG	ADJ
proprietatea	property	proprietate	property	N;DEF;FEM;SG	N;SG
proprietatea	ownership	proprietate	ownership	N;DEF;FEM;SG	N;SG
scară	ladder	scară	ladder	N;INDF;FEM;SG	N;SG
scară	scale	scară	scale	N;INDF;FEM;SG	N;SG
grele	heavy	greu	heavy	ADJ;INDF;FEM;PL	ADJ
permanent	permanently	permanent	permanently	ADV	ADV
gara	station	gară	station	N;DEF;FEM;SG	N;SG
mănăstire	monastery	mănăstire	monastery	N;INDF;FEM;SG	N;SG
mănăstire	convent	mănăstire	convent	N;INDF;FEM;SG	N;SG
economia	economy	economie	economy	N;DEF;FEM;SG	N;SG
aspecte	aspects	aspect	aspect	N;INDF;FEM;PL	N;PL
aspecte	issues	aspect	issue	N;INDF;FEM;PL	N;PL
principala	main	principal	main	ADJ;DEF;FEM;SG	ADJ
introducerea	introduction	introducere	introduction	N;DEF;FEM;SG	N;SG
introducerea	introducing	introducere	introduce	N;DEF;FEM;SG	N;SG
efect	effect	efect	effect	N;INDF;MASC;SG	N;SG
mărime	size	mărime	size	N;INDF;FEM;SG	N;SG
melodia	melody	melodie	melody	N;DEF;FEM;SG	N;SG
rapidă	rapid	rapid	rapid	ADJ;INDF;FEM;SG	ADJ
rapidă	fast	rapid	fast	ADJ;INDF;FEM;SG	ADJ
relație	relationship	relație	relationship	N;INDF;FEM;SG	N;SG
interpretare	interpretation	interpretare	interpretation	N;INDF;FEM;SG	N;SG
ducesă	duchess	ducesă	duchess	N;INDF;FEM;SG	N;SG
boli	diseases	boală	disease	N;INDF;FEM;PL	N;PL
simplă	simple	simplu	simple	ADJ;INDF;FEM;SG	ADJ
matematician	mathematician	matematician	mathematician	N;INDF;MASC;SG	N;SG
independență	independence	independență	independence	N;INDF;FEM;SG	N;SG
font	font	font	font	N;INDF;MASC;SG	N;SG
tradiția	tradition	tradiție	tradition	N;DEF;FEM;SG	N;SG
biografie	bio	biografie	bio	N;INDF;FEM;SG	N;SG
biografie	biography	biografie	biography	N;INDF;FEM;SG	N;SG
artistic	artistic	artistic	artistic	ADJ;INDF;MASC;SG	ADJ
forțe	forces	forță	force	N;INDF;FEM;PL	N;PL
adunarea	assembly	adunare	assembly	N;DEF;FEM;SG	N;SG
căsătorită	married	căsătorit	married	ADJ;INDF;FEM;SG	ADJ
organizată	organised	organizat	organised	ADJ;INDF;FEM;SG	ADJ
organizată	organized	organizat	organized	ADJ;INDF;FEM;SG	ADJ
adâncime	depth	adâncime	depth	N;INDF;FEM;SG	N;SG
mână	hand	mână	hand	N;INDF;FEM;SG	N;SG
săptămână	week	săptămână	week	N;INDF;FEM;SG	N;SG
conducere	driving	conducere	driving	N;INDF;FEM;SG	N;SG
conducere	leadership	conducere	leadership	N;INDF;FEM;SG	N;SG
culoarea	color	culoare	color	N;DEF;FEM;SG	N;SG
culoarea	colour	culoare	colour	N;DEF;FEM;SG	N;SG
filosofie	philosophy	filosofie	philosophy	N;INDF;FEM;SG	N;SG
handbal	handball	handbal	handball	N;INDF;MASC;SG	N;SG
traducerea	translation	traducere	translation	N;DEF;FEM;SG	N;SG
contele	count	conte	count	N;DEF;MASC;SG	N;SG
alegerea	choosing	alegere	choose	N;DEF;FEM;SG	N;SG
alegerea	choice	alegere	choice	N;DEF;FEM;SG	N;SG
libertatea	freedom	libertate	freedom	N;DEF;FEM;SG	N;SG
energia	energy	energie	energy	N;DEF;FEM;SG	N;SG
capitolul	chapter	capitol	chapter	N;DEF;MASC;SG	N;SG
inferior	inferior	inferior	inferior	ADJ;INDF;MASC;SG	ADJ
reviste	magazines	revistă	magazine	N;INDF;FEM;PL	N;PL
solo	solo	solo	solo	N;INDF;MASC;SG	N;SG
specific	specific	specific	specific	ADJ;INDF;MASC;SG	ADJ
comunitate	community	comunitate	community	N;INDF;FEM;SG	N;SG
majoritate	majority	majoritate	majority	N;INDF;FEM;SG	N;SG
industriale	industrial	industrial	industrial	ADJ;INDF;FEM;PL	ADJ
soare	sunshine	soare	sunshine	N;INDF;MASC;SG	N;SG
bătălie	battle	bătălie	battle	N;INDF;FEM;SG	N;SG
poveste	story	poveste	story	N;INDF;FEM;SG	N;SG
fotografii	photos	fotografie	photo	N;INDF;FEM;PL	N;PL
fabrica	factory	fabrică	factory	N;DEF;FEM;SG	N;SG
măsuri	measures	măsură	measure	N;INDF;FEM;PL	N;PL
premiile	awards	premiu	award	N;DEF;FEM;PL	N;PL
premiile	prizes	premiu	prize	N;DEF;FEM;PL	N;PL
financiar	financially	financiar	financially	ADV	ADV
cântăreț	singer	cântăreț	singer	N;INDF;MASC;SG	N;SG
metoda	method	metodă	method	N;DEF;FEM;SG	N;SG
araneus	araneus	araneus	araneus	N;INDF;FEM;SG	N;SG
comuniste	communist	comunist	communist	ADJ;INDF;FEM;PL	ADJ
audio	audio	audio	audio	N;INDF;MASC;SG	N;SG
conținutul	content	conținut	content	N;DEF;MASC;SG	N;SG
pierde	loses	pierde	lose	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
fizician	physicist	fizician	physicist	N;INDF;MASC;SG	N;SG
listele	lists	listă	list	N;DEF;FEM;PL	N;PL
treptat	gradually	treptat	gradually	ADV	ADV
comercială	commercial	comercial	commercial	ADJ;INDF;FEM;SG	ADJ
originale	original	original	original	ADJ;INDF;FEM;PL	ADJ
record	record	record	record	N;INDF;MASC;SG	N;SG
medalii	medals	medalie	medal	N;INDF;FEM;PL	N;PL
organizație	organization	organizație	organization	N;INDF;FEM;SG	N;SG
organizație	organisation	organizație	organisation	N;INDF;FEM;SG	N;SG
masculin	masculine	masculin	masculine	ADJ;INDF;MASC;SG	ADJ
sursele	sources	sursă	source	N;DEF;FEM;PL	N;PL
artistice	artistic	artistic	artistic	ADJ;INDF;FEM;PL	ADJ
indian	indian	indian	indian	ADJ;INDF;MASC;SG	ADJ
referință	reference	referință	reference	N;INDF;FEM;SG	N;SG
instrument	instrument	instrument	instrument	N;INDF;MASC;SG	N;SG
instrument	tool	instrument	tool	N;INDF;MASC;SG	N;SG
corespunde	corresponds	corespunde	correspond	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
uscat	dry	uscat	dry	ADJ;INDF;MASC;SG	ADJ
posibilă	possible	posibil	possible	ADJ;INDF;FEM;SG	ADJ
francezi	french	francez	french	ADJ;INDF;MASC;PL	ADJ
realizări	achievements	realizare	achievement	N;INDF;FEM;PL	N;PL
realizări	accomplishments	realizare	accomplishment	N;INDF;FEM;PL	N;PL
journal	journal	journal	journal	N;INDF;MASC;SG	N;SG
cameră	room	cameră	room	N;INDF;FEM;SG	N;SG
uman	human	uman	human	ADJ;INDF;MASC;SG	ADJ
siguranță	safety	siguranță	safety	N;INDF;FEM;SG	N;SG
iucn	iucn	iucn	iucn	N	N;SG
debutul	debut	debut	debut	N;DEF;MASC;SG	N;SG
liderul	leader	lider	leader	N;DEF;MASC;SG	N;SG
ușoară	mild	ușor	mild	ADJ;INDF;FEM;SG	ADJ
ușoară	slight	ușor	slight	ADJ;INDF;FEM;SG	ADJ
legi	laws	lege	law	N;INDF;FEM;PL	N;PL
internă	internal	intern	internal	ADJ;INDF;FEM;SG	ADJ
lotul	batch	lot	batch	N;DEF;MASC;SG	N;SG
grade	degrees	grad	degree	N;INDF;FEM;PL	N;PL
tehnic	technical	tehnic	technical	ADJ;INDF;MASC;SG	ADJ
colecție	collection	colecție	collection	N;INDF;FEM;SG	N;SG
câmpul	field	câmp	field	N;DEF;MASC;SG	N;SG
prezentare	presentation	prezentare	presentation	N;INDF;FEM;SG	N;SG
tur	tour	tur	tour	N;INDF;MASC;SG	N;SG
dinastiei	dynasty	dinastie	dynasty	N;DEF;FEM;SG	N;SG
portul	port	port	port	N;DEF;MASC;SG	N;SG
vocea	voice	voce	voice	N;DEF;FEM;SG	N;SG
accesul	access	acces	access	N;DEF;MASC;SG	N;SG
ochii	eyes	ochi	eye	N;DEF;MASC;PL	N;PL
poezia	poetry	poezie	poetry	N;DEF;FEM;SG	N;SG
chimice	chemical	chimic	chemical	ADJ;INDF;FEM;PL	ADJ
muzeu	museum	muzeu	museum	N;INDF;MASC;SG	N;SG
cererea	request	cerere	request	N;DEF;FEM;SG	N;SG
cererea	demand	cerere	demand	N;DEF;FEM;SG	N;SG
instituție	institution	instituție	institution	N;INDF;FEM;SG	N;SG
spitalul	hospital	spital	hospital	N;DEF;MASC;SG	N;SG
utilizare	usage	utilizare	usage	N;INDF;FEM;SG	N;SG
cifra	digit	cifră	digit	N;DEF;FEM;SG	N;SG
sănătate	health	sănătate	health	N;INDF;FEM;SG	N;SG
orchestra	orchestra	orchestră	orchestra	N;DEF;FEM;SG	N;SG
locotenent	lieutenant	locotenent	lieutenant	N;INDF;MASC;SG	N;SG
flori	flowers	floare	flower	N;INDF;FEM;PL	N;PL
experiență	experience	experiență	experience	N;INDF;FEM;SG	N;SG
dispărut	disappeared	dispărea	disappear	V;MASC;SG;V.PTCP	V;PST;V.PTCP
legată	bound	lega	bound	ADJ;INDF;FEM;SG	ADJ
picioare	feet	picior	foot	N;INDF;FEM;PL	N;PL
picioare	legs	picior	leg	N;INDF;FEM;PL	N;PL
femeilor	women	femeie	woman	N;DEF;FEM;PL	N;PL
chimie	chemistry	chimie	chemistry	N;INDF;FEM;SG	N;SG
propunerea	proposal	propunere	proposal	N;DEF;FEM;SG	N;SG
scrisoare	letter	scrisoare	letter	N;INDF;FEM;SG	N;SG
clasică	classical	clasic	classical	ADJ;INDF;FEM;SG	ADJ
clasică	classic	clasic	classic	ADJ;INDF;FEM;SG	ADJ
incluzând	including	include	include	V;V.MSDR	V;V.MSDR
concerte	concerts	concert	concert	N;INDF;FEM;PL	N;PL
zid	wall	zid	wall	N;INDF;MASC;SG	N;SG
critice	critical	critic	critical	ADJ;INDF;FEM;PL	ADJ
suprem	supreme	suprem	supreme	ADJ;INDF;MASC;SG	ADJ
festival	festival	festival	festival	N;INDF;MASC;SG	N;SG
filmele	movies	filme	movie	N;DEF;FEM;PL	N;PL
metodă	method	metodă	method	N;INDF;FEM;SG	N;SG
impact	impact	impact	impact	N;INDF;MASC;SG	N;SG
buna	good	bun	good	ADJ;DEF;FEM;SG	ADJ
religia	religion	religie	religion	N;DEF;FEM;SG	N;SG
jurnalist	journalist	jurnalist	journalist	N;INDF;MASC;SG	N;SG
hun	hun	hun	hun	N;INDF;MASC;SG	N;SG
majore	major	major	major	ADJ;INDF;FEM;PL	ADJ
femeile	women	femeie	woman	N;DEF;FEM;PL	N;PL
descoperirea	discovery	descoperire	discovery	N;DEF;FEM;SG	N;SG
roluri	roles	rol	role	N;INDF;FEM;PL	N;PL
obiectiv	objective	obiectiv	objective	N;INDF;MASC;SG	N;SG
obiectiv	goal	obiectiv	goal	N;INDF;MASC;SG	N;SG
hotel	hotel	hotel	hotel	N;INDF;MASC;SG	N;SG
izvor	spring	izvor	spring	N;INDF;MASC;SG	N;SG
polonezi	poles	polonez	pole	N;INDF;MASC;PL	N;PL
scriitorul	writer	scriitor	writer	N;DEF;MASC;SG	N;SG
univers	universe	univers	universe	N;INDF;MASC;SG	N;SG
europeni	european	european	european	ADJ;INDF;MASC;PL	ADJ
critici	critics	critică	critic	N;INDF;MASC;PL	N;PL
religios	religious	religios	religious	ADJ;INDF;MASC;SG	ADJ
misiunea	mission	misiune	mission	N;DEF;FEM;SG	N;SG
motivul	motive	motiv	motive	N;DEF;MASC;SG	N;SG
motivul	reason	motiv	reason	N;DEF;MASC;SG	N;SG
credință	faith	credință	faith	N;INDF;FEM;SG	N;SG
parc	park	parc	park	N;INDF;MASC;SG	N;SG
context	context	context	context	N;INDF;MASC;SG	N;SG
resurse	resources	resursă	resource	N;INDF;FEM;PL	N;PL
gaz	gas	gaz	gas	N;INDF;MASC;SG	N;SG
părinți	parents	părinte	parent	N;INDF;MASC;PL	N;PL
arhitectura	architecture	arhitectură	architecture	N;DEF;FEM;SG	N;SG
analiza	analysis	analiză	analysis	N;DEF;FEM;SG	N;SG
planurile	plans	plan	plan	N;DEF;FEM;PL	N;PL
regionale	regional	regional	regional	ADJ;INDF;FEM;PL	ADJ
succesul	success	succes	success	N;DEF;MASC;SG	N;SG
vorbe	words	vorbă	word	N;INDF;FEM;PL	N;PL
canal	canal	canal	canal	N;INDF;MASC;SG	N;SG
canal	channel	canal	channel	N;INDF;MASC;SG	N;SG
înregistrare	recording	înregistrare	recording	N;INDF;FEM;SG	N;SG
înregistrare	record	înregistrare	record	N;INDF;FEM;SG	N;SG
înregistrare	registration	înregistrare	registration	N;INDF;FEM;SG	N;SG
convins	convinced	convinge	convinced	ADJ;INDF;MASC;SG	ADJ
greci	greeks	grec	greek	N;INDF;MASC;PL	N;PL
variantă	variant	variantă	variant	N;INDF;FEM;SG	N;SG
instrumente	instruments	instrument	instrument	N;INDF;FEM;PL	N;PL
instrumente	tools	instrument	tool	N;INDF;FEM;PL	N;PL
cronică	chronic	cronică	chronic	N;INDF;FEM;SG	N;SG
clasă	class	clasă	class	N;INDF;FEM;SG	N;SG
drumuri	roads	drum	road	N;INDF;FEM;PL	N;PL
variante	variants	variantă	variant	N;INDF;FEM;PL	N;PL
medicală	medical	medical	medical	ADJ;INDF;FEM;SG	ADJ
medicale	medical	medical	medical	ADJ;INDF;FEM;PL	ADJ
conducători	rulers	conducător	ruler	N;INDF;MASC;PL	N;PL
conducători	leaders	conducător	leader	N;INDF;MASC;PL	N;PL
inițială	initial	inițial	initial	ADJ;INDF;FEM;SG	ADJ
principiul	principle	principiu	principle	N;DEF;MASC;SG	N;SG
mormântul	tomb	mormânt	tomb	N;DEF;MASC;SG	N;SG
turism	tourism	turism	tourism	N;INDF;MASC;SG	N;SG
bisericile	churches	biserică	church	N;DEF;FEM;PL	N;PL
traduceri	translations	traducere	translation	N;INDF;FEM;PL	N;PL
frumoase	beautiful	frumos	beautiful	ADJ;INDF;FEM;PL	ADJ
modele	models	model	model	N;INDF;FEM;PL	N;PL
modele	templates	model	template	N;INDF;FEM;PL	N;PL
efectul	effect	efect	effect	N;DEF;MASC;SG	N;SG
decide	decides	decide	decide	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ofițeri	officers	ofițer	officer	N;INDF;MASC;PL	N;PL
candidat	candidate	candidat	candidate	N;INDF;MASC;SG	N;SG
insecte	insects	insect	insect	N;INDF;FEM;PL	N;PL
insecte	bugs	insect	bug	N;INDF;FEM;PL	N;PL
federal	federal	federal	federal	ADJ;INDF;MASC;SG	ADJ
curte	courtyard	curte	courtyard	N;INDF;FEM;SG	N;SG
curte	court	curte	court	N;INDF;FEM;SG	N;SG
curte	yard	curte	yard	N;INDF;FEM;SG	N;SG
elevi	students	elev	student	N;INDF;MASC;PL	N;PL
elevi	pupils	elev	pupil	N;INDF;MASC;PL	N;PL
potențial	potential	potențial	potential	N;INDF;MASC;SG	N;SG
mamă	mom	mamă	mom	N;INDF;FEM;SG	N;SG
mamă	mother	mamă	mother	N;INDF;FEM;SG	N;SG
lucrurile	things	lucru	thing	N;DEF;FEM;PL	N;PL
coloana	column	coloană	column	N;DEF;FEM;SG	N;SG
ștergerea	erasing	ștergere	erasing	N;DEF;FEM;SG	N;SG
ștergerea	deleting	ștergere	delete	N;DEF;FEM;SG	N;SG
poziții	positions	poziție	position	N;INDF;FEM;PL	N;PL
trasee	routes	traseu	route	N;INDF;FEM;PL	N;PL
trasee	trails	traseu	trail	N;INDF;FEM;PL	N;PL
muzician	musician	muzician	musician	N;INDF;MASC;SG	N;SG
comedie	comedy	comedie	comedy	N;INDF;FEM;SG	N;SG
mijlocaș	midfielder	mijlocaș	midfielder	N;INDF;MASC;SG	N;SG
situații	situations	situație	situation	N;INDF;FEM;PL	N;PL
tancuri	tanks	tanc	tank	N;INDF;FEM;PL	N;PL
acte	papers	act	papers	N;INDF;FEM;PL	N;PL
colonel	colonel	colonel	colonel	N;INDF;MASC;SG	N;SG
automat	automatically	automat	automatically	ADV	ADV
bogat	rich	bogat	rich	ADJ;INDF;MASC;SG	ADJ
repertoriul	repertoire	repertoriu	repertoire	N;DEF;MASC;SG	N;SG
suma	sum	sumă	sum	N;DEF;FEM;SG	N;SG
suma	amount	sumă	amount	N;DEF;FEM;SG	N;SG
