категорія	類別	категорія	類別	N;INAN;NOM;FEM;SG	N
виготовлено	製造	виготовити	製造	V;PFV;IND;0;FIN	V
виготовлено	製片	виготовити	製片	V;PFV;IND;0;FIN	V
виготовлено	製片	виготовити	製片	V;PFV;IND;0;FIN	V
боєприпасів	彈藥	боєприпас	彈藥	N;ANIM;ACC;MASC;PL	N
садів	花園	сад	花園	N;INAN;GEN;MASC;PL	N
гектарів	公頃	гектар	公頃	N;INAN;GEN;MASC;PL	N
онук	孫子	онук	孫子	N;ANIM;NOM;MASC;SG	N
онук	外孫	онук	外孫	N;ANIM;NOM;MASC;SG	N
кроком	台階	крок	台階	N;INAN;INS;MASC;SG	N
кроком	步驟	крок	步驟	N;INAN;INS;MASC;SG	N
кроком	步	крок	步	N;INAN;INS;MASC;SG	N
точність	精度	точність	精度	N;INAN;NOM;FEM;SG	N
точність	精准	точність	精准	N;INAN;NOM;FEM;SG	N
точність	精確	точність	精確	N;INAN;NOM;FEM;SG	N
точність	精密	точність	精密	N;INAN;NOM;FEM;SG	N
точність	分數	точність	分數	N;INAN;NOM;FEM;SG	N
точність	精度	точність	精度	N;INAN;NOM;FEM;SG	N
експерименти	試驗	експеримент	試驗	N;INAN;NOM;MASC;PL	N
експерименти	實驗	експеримент	實驗	N;INAN;NOM;MASC;PL	N
покажчик	索引	покажчик	索引	N;INAN;NOM;MASC;SG	N
покажчик	指數	покажчик	指數	N;INAN;NOM;MASC;SG	N
давній	古老	давній	古老	ADJ;NOM;MASC;SG	ADJ
спробувати	嘗試	спробувати	嘗試	V;PFV;NFIN	V
спробувати	試試	спробувати	試試	V;PFV;NFIN	V
вузли	同儕	вузти	同儕	N;INAN;NOM;MASC;PL	N
вузли	主機	вузти	主機	N;INAN;NOM;MASC;PL	N
вузли	節點	вузти	節點	N;INAN;NOM;MASC;PL	N
літер	信	літер	信	N;INAN;GEN;FEM;PL	N
літер	字母	літер	字母	N;INAN;GEN;FEM;PL	N
літер	信件	літер	信件	N;INAN;GEN;FEM;PL	N
обкладинка	封面	обкладинка	封面	N;INAN;NOM;FEM;SG	N
обкладинка	掩護	обкладинка	掩護	N;INAN;NOM;FEM;SG	N
збирати	收集	збирати	收集	V;IPFV;NFIN	V
бурі	風暴	буря	風暴	N;INAN;NOM;FEM;PL	N
різниці	差額	різник	差額	N;INAN;NOM;FEM;SG	N
різниці	區別	різник	區別	N;INAN;NOM;FEM;SG	N
різниці	差別	різник	差別	N;INAN;NOM;FEM;SG	N
різниці	差異	різник	差異	N;INAN;NOM;FEM;SG	N
газетах	報章	газета	報章	N;INAN;ESS;FEM;PL	N
газетах	報刊	газета	報刊	N;INAN;ESS;FEM;PL	N
страх	恐懼	страх	恐懼	N;INAN;NOM;MASC;SG	N
детектив	警探	детектив	警探	N;ANIM;NOM;MASC;SG	N
словники	詞典	словник	詞典	N;INAN;NOM;MASC;PL	N
словники	字典	словник	字典	N;INAN;NOM;MASC;PL	N
володарі	債權	володар	債權	N;ANIM;NOM;MASC;PL	N
вбили	被	вбити	被	V;PFV;IND;PL;PST;FIN	V;PASS
службовців	僱員	службовець	僱員	N;ANIM;ACC;MASC;PL	N
службовців	員工	службовець	員工	N;ANIM;ACC;MASC;PL	N
орла	老鷹	орлий	老鷹	N;INAN;NOM;MASC;SG	N
орла	雕	орлий	雕	N;INAN;NOM;MASC;SG	N
орла	鵰	орлий	鵰	N;INAN;NOM;MASC;SG	N
кроки	步驟	крок	步驟	N;INAN;NOM;MASC;PL	N
лиман	河口	лиман	河口	N;INAN;NOM;MASC;SG	N
винищувач	拳手	винищувач	拳手	N;INAN;NOM;MASC;SG	N
винищувач	鬥士	винищувач	鬥士	N;INAN;NOM;MASC;SG	N
землеробства	農耕	землеробство	農耕	N;INAN;NOM;NEUT;SG	N
землеробства	耕作	землеробство	耕作	N;INAN;NOM;NEUT;SG	N
землеробства	務	землеробство	務	N;INAN;NOM;NEUT;SG	N
землеробства	農業	землеробство	農業	N;INAN;NOM;NEUT;SG	N
посуд	菜	посуд	菜	N;INAN;NOM;MASC;SG	N
накопичення	囤積	накопичення	囤積	N;INAN;NOM;NEUT;SG	N
осінь	秋季	осінь	秋季	N;INAN;NOM;FEM;SG	N
осінь	秋天	осінь	秋天	N;INAN;NOM;FEM;SG	N
осінь	秋季	осінь	秋季	N;INAN;NOM;FEM;SG	N
осінь	秋天	осінь	秋天	N;INAN;NOM;FEM;SG	N
рекомендується	推薦	рекомендуватися	推薦	V;IPFV;IND;SG;3;PRS;FIN	V
душа	靈魂	душа	靈魂	N;INAN;NOM;FEM;SG	N
гвинтівки	步槍	гвинтівка	步槍	N;INAN;NOM;FEM;PL	N
гвинтівки	步槍	гвинтівка	步槍	N;INAN;NOM;FEM;PL	N
виклик	電話	виклик	電話	N;INAN;NOM;MASC;SG	N
виклик	通話	виклик	通話	N;INAN;NOM;MASC;SG	N
мозок	腦子	мозок	腦子	N;INAN;NOM;MASC;SG	N
мозок	大腦	мозок	大腦	N;INAN;NOM;MASC;SG	N
мозок	腦	мозок	腦	N;INAN;NOM;MASC;SG	N
мозок	腦	мозок	腦	N;INAN;NOM;MASC;SG	N
гніздо	槽	гніздо	槽	N;INAN;NOM;NEUT;SG	N
гніздо	窩	гніздо	窩	N;INAN;NOM;NEUT;SG	N
гніздо	巢穴	гніздо	巢穴	N;INAN;NOM;NEUT;SG	N
гніздо	巢	гніздо	巢	N;INAN;NOM;NEUT;SG	N
тепло	溫暖	тепло	溫暖	N;INAN;NOM;NEUT;SG	N
тепло	暖	тепло	暖	N;INAN;NOM;NEUT;SG	N
тепло	溫暖	тепло	溫暖	N;INAN;NOM;NEUT;SG	N
прояви	種族	прояв	種族	N;INAN;NOM;MASC;PL	N
дізнатися	學習	дізнатися	學習	V;PFV;NFIN	V
передмісті	郊區	передмість	郊區	N;INAN;DAT;NEUT;SG	N
кристали	水晶	кристал	水晶	N;INAN;NOM;MASC;PL	N
кристали	晶體	кристал	晶體	N;INAN;NOM;MASC;PL	N
комунікацій	通訊	комунікація	通訊	N;INAN;GEN;FEM;PL	N
пожежа	消防	пожежа	消防	N;INAN;NOM;FEM;SG	N
пожежа	火	пожежа	火	N;INAN;NOM;FEM;SG	N
пожежа	火災	пожежа	火災	N;INAN;NOM;FEM;SG	N
гребля	壩	гребль	壩	N;INAN;NOM;FEM;SG	N
гребля	水電	гребль	水電	N;INAN;NOM;FEM;SG	N
гребля	水庫	гребль	水庫	N;INAN;NOM;FEM;SG	N
гребля	大壩	гребль	大壩	N;INAN;NOM;FEM;SG	N
гребля	水壩	гребль	水壩	N;INAN;NOM;FEM;SG	N
політикою	政策	політика	政策	N;INAN;INS;FEM;SG	N
вибрати	選擇	вибрати	選擇	V;PFV;NFIN	V
вибрати	選取	вибрати	選取	V;PFV;NFIN	V
вибрати	選擇	вибрати	選擇	V;PFV;NFIN	V
унікальні	獨特	унікальний	獨特	ADJ;NOM;PL	ADJ
унікальні	獨一	унікальний	獨一	ADJ;NOM;PL	ADJ
чиновників	官員	чиновник	官員	N;ANIM;ACC;MASC;PL	N
оцінити	評分	оцінити	評分	V;PFV;NFIN	V
небезпеки	危險	небезпека	危險	N;INAN;NOM;FEM;PL	N
архіви	檔案	архів	檔案	N;INAN;NOM;MASC;PL	N
вчителі	教師	вчитель	教師	N;ANIM;NOM;MASC;PL	N
однакові	相同	однаковий	相同	ADJ;NOM;PL	ADJ
однакові	相同	однаковий	相同	ADJ;NOM;PL	ADJ
секс	性別	секс	性別	N;INAN;NOM;MASC;SG	N
секс	性	секс	性	N;INAN;NOM;MASC;SG	N
секс	性	секс	性	N;INAN;NOM;MASC;SG	N
секс	性	секс	性	N;INAN;NOM;MASC;SG	N
чутки	流言	чутка	流言	N;INAN;NOM;FEM;PL	N
чутки	謠言	чутка	謠言	N;INAN;NOM;FEM;PL	N
чутки	謠言	чутка	謠言	N;INAN;NOM;FEM;PL	N
чутки	謠言	чутка	謠言	N;INAN;NOM;FEM;PL	N
чутки	傳言	чутка	傳言	N;INAN;NOM;FEM;PL	N
чутки	傳聞	чутка	傳聞	N;INAN;NOM;FEM;PL	N
чутки	流言	чутка	流言	N;INAN;NOM;FEM;PL	N
несуть	攜	нести	攜	V;IPFV;IND;PL;3;PRS;FIN	V
несуть	承載	нести	承載	V;IPFV;IND;PL;3;PRS;FIN	V
методика	技術	методика	技術	N;INAN;NOM;FEM;SG	N
методика	技巧	методика	技巧	N;INAN;NOM;FEM;SG	N
пейзаж	風景	пейзазати	風景	N;INAN;NOM;MASC;SG	N
пейзаж	景觀	пейзазати	景觀	N;INAN;NOM;MASC;SG	N
джаз	爵士	джаз	爵士	N;INAN;NOM;MASC;SG	N
джаз	爵士	джаз	爵士	N;INAN;NOM;MASC;SG	N
сантиметрів	釐米	сантиметр	釐米	N;INAN;GEN;MASC;PL	N
бомби	炸彈	бомба	炸彈	N;INAN;NOM;FEM;PL	N
віки	年齡	вік	年齡	N;INAN;NOM;MASC;PL	N
фасаді	爭議	фасад	爭議	N;INAN;NOM;MASC;SG	N
течія	電流	течія	電流	N;INAN;NOM;FEM;SG	N
течія	現任	течія	現任	N;INAN;NOM;FEM;SG	N
течія	目前	течія	目前	N;INAN;NOM;FEM;SG	N
робітники	工人	робітник	工人	N;ANIM;NOM;MASC;PL	N
розмови	對話	розмова	對話	N;INAN;NOM;FEM;PL	N
розмови	對話	розмова	對話	N;INAN;NOM;FEM;PL	N
біженців	難民	біженець	難民	N;ANIM;ACC;MASC;PL	N
біженців	難民	біженець	難民	N;ANIM;ACC;MASC;PL	N
корона	冠	корона	冠	N;INAN;NOM;FEM;SG	N
корона	皇冠	корона	皇冠	N;INAN;NOM;FEM;SG	N
фотографій	照片	фотографія	照片	N;INAN;GEN;FEM;PL	N
фотографій	像片	фотографія	像片	N;INAN;GEN;FEM;PL	N
пори	孔隙	пора	孔隙	N;INAN;NOM;FEM;PL	N
змій	蛇	змія	蛇	N;ANIM;NOM;MASC;SG	N
ціль	目標	ціль	目標	N;INAN;NOM;FEM;SG	N
ціль	目標	ціль	目標	N;INAN;NOM;FEM;SG	N
пізно	遲	пізно	遲	ADV	ADV
гурток	圓形	гурток	圓形	N;INAN;NOM;MASC;SG	N
гурток	圓圈	гурток	圓圈	N;INAN;NOM;MASC;SG	N
гурток	迴圈	гурток	迴圈	N;INAN;NOM;MASC;SG	N
гурток	圈	гурток	圈	N;INAN;NOM;MASC;SG	N
моменти	瞬間	момент	瞬間	N;INAN;NOM;MASC;PL	N
моменти	時刻	момент	時刻	N;INAN;NOM;MASC;PL	N
затемнення	日蝕	затемнення	日蝕	N;INAN;NOM;NEUT;SG	N
лавки	板凳	лавка	板凳	N;INAN;NOM;FEM;PL	N
лавки	長凳	лавка	長凳	N;INAN;NOM;FEM;PL	N
трудова	勞工	трудовий	勞工	N;INAN;NOM;FEM;SG	N
трави	草	трава	草	N;INAN;NOM;FEM;PL	N
трави	草地	трава	草地	N;INAN;NOM;FEM;PL	N
трави	草叢	трава	草叢	N;INAN;NOM;FEM;PL	N
жуків	蟲子	жук	蟲子	N;ANIM;ACC;MASC;PL	N
жуків	臭蟲	жук	臭蟲	N;ANIM;ACC;MASC;PL	N
клієнт	客戶	клієнт	客戶	N;ANIM;NOM;MASC;SG	N
клієнт	顧客	клієнт	顧客	N;ANIM;NOM;MASC;SG	N
клієнт	客戶	клієнт	客戶	N;ANIM;NOM;MASC;SG	N
придбати	購買	придбати	購買	V;PFV;NFIN	V
придбати	購買	придбати	購買	V;PFV;NFIN	V
придбати	買	придбати	買	V;PFV;NFIN	V
тварина	動物	тварина	動物	N;ANIM;NOM;FEM;SG	N
молитви	禱告	молитва	禱告	N;INAN;NOM;FEM;PL	N
проста	簡單	простий	簡單	ADJ;NOM;FEM;SG	ADJ
собаки	犬	собака	犬	N;ANIM;NOM;MASC;PL	N
собаки	狗	собака	狗	N;ANIM;NOM;MASC;PL	N
виробника	廠	виробник	廠	N;ANIM;ACC;MASC;SG	N
обстрілу	炮擊	обстріл	炮擊	N;INAN;GEN;MASC;SG	N
перевірка	測試	перевірка	測試	N;INAN;NOM;FEM;SG	N
перевірка	試驗	перевірка	試驗	N;INAN;NOM;FEM;SG	N
перевірка	測驗	перевірка	測驗	N;INAN;NOM;FEM;SG	N
сидіння	席位	сидіння	席位	N;INAN;NOM;NEUT;SG	N
сидіння	座位	сидіння	座位	N;INAN;NOM;NEUT;SG	N
гості	賓	гість	賓	N;ANIM;NOM;MASC;PL	N
гості	來賓	гість	來賓	N;ANIM;NOM;MASC;PL	N
гості	客人	гість	客人	N;ANIM;NOM;MASC;PL	N
розбіжності	分歧	розбіжність	分歧	N;INAN;NOM;FEM;PL	N
міфів	神話	міфіти	神話	N;INAN;GEN;MASC;PL	N
барон	男爵	барон	男爵	N;ANIM;NOM;MASC;SG	N
залишитися	留	залишитися	留	V;PFV;NFIN	V
залишитися	留下	залишитися	留下	V;PFV;NFIN	V
залишитися	留下	залишитися	留下	V;PFV;NFIN	V
піраміди	金字	піраміда	金字	N;INAN;NOM;FEM;PL	N
додавати	加上	додавати	加上	V;IPFV;NFIN	V
вектор	載體	вектор	載體	N;INAN;NOM;MASC;SG	N
вектор	向量	вектор	向量	N;INAN;NOM;MASC;SG	N
братство	友愛	братство	友愛	N;INAN;NOM;NEUT;SG	N
братство	博愛	братство	博愛	N;INAN;NOM;NEUT;SG	N
братство	義氣	братство	義氣	N;INAN;NOM;NEUT;SG	N
ланцюг	鏈	ланцюг	鏈	N;INAN;NOM;MASC;SG	N
ланцюг	連鎖	ланцюг	連鎖	N;INAN;NOM;MASC;SG	N
ланцюг	鏈	ланцюг	鏈	N;INAN;NOM;MASC;SG	N
паспорт	護照	паспорт	護照	N;INAN;NOM;MASC;SG	N
панель	小組	панель	小組	N;INAN;NOM;FEM;SG	N
панель	面板	панель	面板	N;INAN;NOM;FEM;SG	N
лавка	長椅	лавка	長椅	N;INAN;NOM;FEM;SG	N
лавка	板凳	лавка	板凳	N;INAN;NOM;FEM;SG	N
стрічці	動態	стрічка	動態	N;INAN;DAT;FEM;SG	N
стрічці	飼料	стрічка	飼料	N;INAN;DAT;FEM;SG	N
оцінкою	評比	оцінка	評比	N;INAN;INS;FEM;SG	N
зазначає	上市	зазначати	上市	V;IPFV;IND;SG;3;PRS;FIN	V
шанс	機會	шанс	機會	N;INAN;NOM;MASC;SG	N
підпілля	地下	підпілля	地下	N;INAN;NOM;NEUT;SG	N
підпілля	地底	підпілля	地底	N;INAN;NOM;NEUT;SG	N
збільшує	增加	збільшувати	增加	V;IPFV;IND;SG;3;PRS;FIN	V
заборона	禁忌	заборона	禁忌	N;INAN;NOM;FEM;SG	N
легіон	軍團	легіон	軍團	N;INAN;NOM;MASC;SG	N
полотна	畫布	полотний	畫布	N;INAN;NOM;NEUT;SG	N
полотна	帆布	полотний	帆布	N;INAN;NOM;NEUT;SG	N
механік	技工	механік	技工	N;ANIM;NOM;MASC;SG	N
хронологія	時序	хронологія	時序	N;INAN;NOM;FEM;SG	N
хронологія	年表	хронологія	年表	N;INAN;NOM;FEM;SG	N
стилів	樣式	стиль	樣式	N;INAN;GEN;MASC;PL	N
стилів	風格	стиль	風格	N;INAN;GEN;MASC;PL	N
консультант	顧問	консультант	顧問	N;ANIM;NOM;MASC;SG	N
консультант	咨詢	консультант	咨詢	N;ANIM;NOM;MASC;SG	N
багатих	富裕	багатий	富裕	ADJ;ANIM;ACC;PL	ADJ
фінанси	財務	фінанса	財務	N;INAN;NOM;MASC;PL	N
фінанси	金融	фінанса	金融	N;INAN;NOM;MASC;PL	N
фінанси	財務	фінанса	財務	N;INAN;NOM;MASC;PL	N
фінанси	財務	фінанса	財務	N;INAN;NOM;MASC;PL	N
сталь	鋼鐵	сталь	鋼鐵	N;INAN;NOM;FEM;SG	N
сталь	鋼	сталь	鋼	N;INAN;NOM;FEM;SG	N
шахи	象棋	шахи	象棋	N;INAN;NOM	N
шахи	西洋	шахи	西洋	N;INAN;NOM	N
інженери	工程	інженер	工程	N;ANIM;NOM;MASC;PL	N
вивести	產出	вивести	產出	V;PFV;NFIN	V
соціологія	社會	соціологія	社會	N;INAN;NOM;FEM;SG	N
шкіра	皮革	шкіра	皮革	N;INAN;NOM;FEM;SG	N
шкіра	皮	шкіра	皮	N;INAN;NOM;FEM;SG	N
шкіра	肌膚	шкіра	肌膚	N;INAN;NOM;FEM;SG	N
записано	書寫	записати	書寫	V;PFV;IND;0;FIN	V
записано	撰寫	записати	撰寫	V;PFV;IND;0;FIN	V
поклоніння	禮拜	поклоніння	禮拜	N;INAN;NOM;NEUT;SG	N
комети	彗星	комет	彗星	N;INAN;NOM;FEM;PL	N
щоденник	日誌	щоденник	日誌	N;INAN;NOM;MASC;SG	N
щоденник	日刊	щоденник	日刊	N;INAN;NOM;MASC;SG	N
щоденник	日記	щоденник	日記	N;INAN;NOM;MASC;SG	N
щоденник	期刊	щоденник	期刊	N;INAN;NOM;MASC;SG	N
щоденник	日記	щоденник	日記	N;INAN;NOM;MASC;SG	N
бідності	貧窮	бідність	貧窮	N;INAN;GEN;FEM;SG	N
бідності	貧困	бідність	貧困	N;INAN;GEN;FEM;SG	N
центрами	中心	центр	中心	N;INAN;INS;MASC;PL	N
феномен	現象	феномен	現象	N;INAN;NOM;MASC;SG	N
союзники	盟友	союзник	盟友	N;ANIM;NOM;MASC;PL	N
союзники	盟軍	союзник	盟軍	N;ANIM;NOM;MASC;PL	N
союзники	盟國	союзник	盟國	N;ANIM;NOM;MASC;PL	N
союзники	同盟	союзник	同盟	N;ANIM;NOM;MASC;PL	N
сіра	灰色	сіра	灰色	N;INAN;NOM;FEM;SG	N
сіра	灰	сіра	灰	N;INAN;NOM;FEM;SG	N
симптоми	症狀	симптом	症狀	N;INAN;NOM;MASC;PL	N
присвоєння	任務	присвоєння	任務	N;INAN;NOM;NEUT;SG	N
галактик	星系	галактика	星系	N;INAN;GEN;FEM;PL	N
вікон	窗	вікно	窗	N;INAN;GEN;NEUT;PL	N
рівно	穩	рівно	穩	ADV	ADV
стани	國家	стан	國家	N;INAN;NOM;MASC;PL	N
розряд	單曲	розряд	單曲	N;INAN;NOM;MASC;SG	N
розряд	單打	розряд	單打	N;INAN;NOM;MASC;SG	N
фестивалів	節日	фестивал	節日	N;INAN;GEN;MASC;PL	N
замінили	取代	замінити	取代	V;PFV;IND;PL;PST;FIN	V
шари	層層	шар	層層	N;INAN;NOM;MASC;PL	N
шари	層	шар	層	N;INAN;NOM;MASC;PL	N
шари	各層	шар	各層	N;INAN;NOM;MASC;PL	N
шари	層次	шар	層次	N;INAN;NOM;MASC;PL	N
кадри	幀	кадр	幀	N;INAN;NOM;MASC;PL	N
кадри	框架	кадр	框架	N;INAN;NOM;MASC;PL	N
кадри	框	кадр	框	N;INAN;NOM;MASC;PL	N
цех	公會	цех	公會	N;INAN;NOM;MASC;SG	N
максимальний	最大	максимальний	最大	ADJ;NOM;MASC;SG	ADJ
максимальний	最大	максимальний	最大	ADJ;NOM;MASC;SG	ADJ
площ	零售	площа	零售	N;INAN;GEN;FEM;PL	N
легкі	輕鬆	легкий	輕鬆	ADJ;NOM;PL	ADJ
легкі	簡單	легкий	簡單	ADJ;NOM;PL	ADJ
діалект	話	діалект	話	N;INAN;NOM;MASC;SG	N
діалект	方言	діалект	方言	N;INAN;NOM;MASC;SG	N
термінології	術語	термінологія	術語	N;INAN;NOM;FEM;PL	N
інструкції	指令	інструкція	指令	N;INAN;NOM;FEM;PL	N
атлетика	田徑	атлетика	田徑	N;ANIM;NOM;FEM;SG	N
фантастика	虛構	фантастика	虛構	N;INAN;NOM;FEM;SG	N
фантастика	虛構	фантастика	虛構	N;INAN;NOM;FEM;SG	N
фантастика	小說	фантастика	小說	N;INAN;NOM;FEM;SG	N
виконавці	資源	виконавець	資源	N;ANIM;NOM;MASC;PL	N
виконавці	藝術	виконавець	藝術	N;ANIM;NOM;MASC;PL	N
виконавці	藝人	виконавець	藝人	N;ANIM;NOM;MASC;PL	N
бульвар	紅木	бульвар	紅木	N;INAN;NOM;MASC;SG	N
бульвар	大道	бульвар	大道	N;INAN;NOM;MASC;SG	N
самиць	女性	самиця	女性	N;ANIM;ACC;FEM;PL	N
величин	數量	величина	數量	N;INAN;GEN;FEM;PL	N
профспілок	工會	профспілка	工會	N;INAN;GEN;FEM;PL	N
заряд	電荷	заряд	電荷	N;INAN;NOM;MASC;SG	N
заряд	收費	заряд	收費	N;INAN;NOM;MASC;SG	N
перегони	比賽	перегона	比賽	N;INAN;NOM;MASC;PL	N
перегони	賽	перегона	賽	N;INAN;NOM;MASC;PL	N
перегони	種族	перегона	種族	N;INAN;NOM;MASC;PL	N
перегони	競賽	перегона	競賽	N;INAN;NOM;MASC;PL	N
перегони	賽車	перегона	賽車	N;INAN;NOM;MASC;PL	N
глосарій	詞彙	глосарія	詞彙	N;INAN;GEN;FEM;PL	N
молодим	年輕	молодий	年輕	ADJ;INS;NEUT;SG	ADJ
ходи	動作	хода	動作	N;INAN;NOM;FEM;PL	N
монету	硬幣	монет	硬幣	N;INAN;ACC;FEM;SG	N
монету	錢幣	монет	錢幣	N;INAN;ACC;FEM;SG	N
кімната	房間	кімната	房間	N;INAN;NOM;FEM;SG	N
кімната	房	кімната	房	N;INAN;NOM;FEM;SG	N
альянс	聯盟	альянс	聯盟	N;INAN;NOM;MASC;SG	N
альянс	同盟	альянс	同盟	N;INAN;NOM;MASC;SG	N
кінь	馬	кінь	馬	N;ANIM;NOM;MASC;SG	N
кінь	馬匹	кінь	馬匹	N;ANIM;NOM;MASC;SG	N
сенат	元老	сенат	元老	N;INAN;NOM;MASC;SG	N
батьківщина	故鄉	батьківщина	故鄉	N;INAN;NOM;FEM;SG	N
батьківщина	家園	батьківщина	家園	N;INAN;NOM;FEM;SG	N
батьківщина	祖國	батьківщина	祖國	N;INAN;NOM;FEM;SG	N
батьківщина	國土	батьківщина	國土	N;INAN;NOM;FEM;SG	N
батьківщина	祖國	батьківщина	祖國	N;INAN;NOM;FEM;SG	N
коробка	箱	коробка	箱	N;INAN;NOM;FEM;SG	N
коробка	框	коробка	框	N;INAN;NOM;FEM;SG	N
коробка	盒	коробка	盒	N;INAN;NOM;FEM;SG	N
коробка	盒子	коробка	盒子	N;INAN;NOM;FEM;SG	N
коробка	方	коробка	方	N;INAN;NOM;FEM;SG	N
коробка	齒輪	коробка	齒輪	N;INAN;NOM;FEM;SG	N
твердість	硬度	твердість	硬度	N;INAN;NOM;FEM;SG	N
запалення	炎症	запалення	炎症	N;INAN;NOM;NEUT;SG	N
гази	氣體	газ	氣體	N;INAN;NOM;MASC;PL	N
дизель	柴油	дизель	柴油	N;INAN;NOM;MASC;SG	N
недоліків	斷層	недолік	斷層	N;INAN;GEN;MASC;PL	N
багатство	財富	багатство	財富	N;INAN;NOM;NEUT;SG	N
багатство	財富	багатство	財富	N;INAN;NOM;NEUT;SG	N
винограду	葡萄	виноград	葡萄	N;INAN;GEN;MASC;SG	N
винограду	葡萄	виноград	葡萄	N;INAN;GEN;MASC;SG	N
обмежені	有限	обмежений	有限	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ
обрані	精選	обран	精選	N;ANIM;NOM;MASC;PL	N
нафта	油	нафта	油	N;INAN;NOM;FEM;SG	N
нафта	石油	нафта	石油	N;INAN;NOM;FEM;SG	N
нафта	機油	нафта	機油	N;INAN;NOM;FEM;SG	N
нафта	石油	нафта	石油	N;INAN;NOM;FEM;SG	N
сигнали	訊號	сигнал	訊號	N;INAN;NOM;MASC;PL	N
розділити	分割	розділити	分割	V;PFV;NFIN	V
міркувань	推理	міркування	推理	N;INAN;GEN;NEUT;PL	N
арсенал	武庫	арсенал	武庫	N;INAN;NOM;MASC;SG	N
абсолютна	絕對	абсолютний	絕對	ADJ;NOM;FEM;SG	ADJ
поховали	埋葬	поховати	埋葬	V;PFV;IND;PL;PST;FIN	V
рівноваги	平衡	рівновага	平衡	N;INAN;NOM;FEM;PL	N
рівноваги	均衡	рівновага	均衡	N;INAN;NOM;FEM;PL	N
ратуша	廳	ратуша	廳	N;INAN;NOM;FEM;SG	N
ратуша	大廳	ратуша	大廳	N;INAN;NOM;FEM;SG	N
мережах	網路	мережа	網路	N;INAN;ESS;FEM;PL	N
числення	微	числення	微	N;INAN;NOM;NEUT;SG	N
залишатися	留	залишатися	留	V;IPFV;NFIN	V
залишатися	留下	залишатися	留下	V;IPFV;NFIN	V
залишатися	留下	залишатися	留下	V;IPFV;NFIN	V
броні	盔甲	брон	盔甲	N;INAN;NOM;FEM;PL	N
броні	裝甲	брон	裝甲	N;INAN;NOM;FEM;PL	N
кераміка	陶器	кераміка	陶器	N;INAN;NOM;FEM;SG	N
кераміка	陶藝	кераміка	陶藝	N;INAN;NOM;FEM;SG	N
кераміка	窯	кераміка	窯	N;INAN;NOM;FEM;SG	N
кераміка	陶瓷	кераміка	陶瓷	N;INAN;NOM;FEM;SG	N
кераміка	陶瓷	кераміка	陶瓷	N;INAN;NOM;FEM;SG	N
астрономи	天文	астронама	天文	N;ANIM;NOM;MASC;PL	N
прапором	旗幟	прапір	旗幟	N;INAN;INS;MASC;SG	N
прапором	國旗	прапір	國旗	N;INAN;INS;MASC;SG	N
прапором	旗	прапір	旗	N;INAN;INS;MASC;SG	N
прапором	旗子	прапір	旗子	N;INAN;INS;MASC;SG	N
зерно	糧食	зерно	糧食	N;INAN;NOM;NEUT;SG	N
зерно	穀物	зерно	穀物	N;INAN;NOM;NEUT;SG	N
зерно	糧	зерно	糧	N;INAN;NOM;NEUT;SG	N
ставка	速率	ставка	速率	N;INAN;NOM;FEM;SG	N
ставка	率	ставка	率	N;INAN;NOM;FEM;SG	N
ставка	利率	ставка	利率	N;INAN;NOM;FEM;SG	N
гідності	尊嚴	гідність	尊嚴	N;INAN;GEN;FEM;SG	N
проза	散文	проза	散文	N;INAN;NOM;FEM;SG	N
путівник	指南	путівник	指南	N;INAN;NOM;MASC;SG	N
путівник	指引	путівник	指引	N;INAN;NOM;MASC;SG	N
путівник	嚮導	путівник	嚮導	N;INAN;NOM;MASC;SG	N
матриця	母體	матриця	母體	N;INAN;NOM;FEM;SG	N
матриця	矩陣	матриця	矩陣	N;INAN;NOM;FEM;SG	N
розчин	溶液	розчин	溶液	N;INAN;NOM;MASC;SG	N
баланс	平衡	баланс	平衡	N;INAN;NOM;MASC;SG	N
баланс	結餘	баланс	結餘	N;INAN;NOM;MASC;SG	N
баланс	均衡	баланс	均衡	N;INAN;NOM;MASC;SG	N
баланс	餘額	баланс	餘額	N;INAN;NOM;MASC;SG	N
тунель	地道	тунель	地道	N;INAN;NOM;MASC;SG	N
тунель	隧道	тунель	隧道	N;INAN;NOM;MASC;SG	N
доходи	商品	дохід	商品	N;INAN;NOM;MASC;PL	N
мат	隊友	мат	隊友	N;INAN;NOM;MASC;SG	N
змусили	被	змусити	被	V;PFV;IND;PL;PST;FIN	V;PASS
вирощують	成長	вирощувати	成長	V;IPFV;IND;PL;3;PRS;FIN	V
вирощують	生長	вирощувати	生長	V;IPFV;IND;PL;3;PRS;FIN	V
художниця	藝術	художниця	藝術	N;ANIM;NOM;FEM;SG	N
художниця	藝人	художниця	藝人	N;ANIM;NOM;FEM;SG	N
алкоголю	酒類	алкоголь	酒類	N;INAN;GEN;MASC;SG	N
алкоголю	白酒	алкоголь	白酒	N;INAN;GEN;MASC;SG	N
алкоголю	醇	алкоголь	醇	N;INAN;GEN;MASC;SG	N
алкоголю	酒精	алкоголь	酒精	N;INAN;GEN;MASC;SG	N
алкоголю	酒	алкоголь	酒	N;INAN;GEN;MASC;SG	N
алкоголю	酒類	алкоголь	酒類	N;INAN;GEN;MASC;SG	N
звільнили	出院	звільнити	出院	V;IPFV;IND;PL;PST;FIN	V
