על	sobre	על	sobre	ADP	ADP
חוצה	cruzando	חוצה	cruzar	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
במשותף	conjuntamente	במשותף	conjuntamente	ADV	ADV
הקלה	alívio	הקלה	alívio	N;FEM;SG	N;MASC;SG
הקלה	relevo	הקלה	relevo	N;FEM;SG	N;MASC;SG
בהירות	clareza	בהירות	clareza	N;FEM;SG	N;FEM;SG
בהירות	claridade	בהירות	claridade	N;FEM;SG	N;FEM;SG
בהירות	leveza	בהירות	levezar	N;FEM;SG	N;FEM;SG
בהירות	luminosidade	בהירות	luminosidade	N;FEM;SG	N;FEM;SG
בהירות	brilho	בהירות	brilho	N;FEM;SG	N;MASC;SG
עצום	enorme	עצום	enorme	ADJ;MASC;SG	ADJ;MASC;SG
עצום	tremendo	עצום	tremer	ADJ;MASC;SG	ADJ;MASC;SG
עצום	tremenda	עצום	tremenda	ADJ;MASC;SG	ADJ;FEM;SG
עצום	imensa	עצום	imenso	ADJ;MASC;SG	ADJ;FEM;SG
עצום	vasto	עצום	vasto	ADJ;MASC;SG	ADJ;MASC;SG
עצום	vasta	עצום	vasto	ADJ;MASC;SG	ADJ;FEM;SG
בריכת	piscina	בריכה	piscina	N;PSSD;FEM;SG	N;FEM;SG
בריכת	pool	בריכה	pool	N;PSSD;FEM;SG	N;MASC;SG
קיצוני	extremista	קיצוני	extremista	N;MASC;SG	N;MASC;SG
קיצוני	extremo	קיצוני	extremo	N;MASC;SG	N;MASC;SG
קיצוני	extreme	קיצוני	extremer	N;MASC;SG	N;MASC;SG
סכסוך	conflito	סכסוך	conflito	N;MASC;SG	N;MASC;SG
היסטוריון	historiador	היסטוריון	historiador	N;MASC;SG	N;MASC;SG
עשירה	rico	עשיר	rico	ADJ;FEM;SG	ADJ;MASC;SG
עשירה	rica	עשיר	rico	ADJ;FEM;SG	ADJ;FEM;SG
רוחות	ventos	רוח	vento	N;FEM;PL	N;MASC;PL
רוחות	fantasmas	רוח	fantasma	N;FEM;PL	N;MASC;PL
רוחות	aguardentes	רוח	aguardente	N;FEM;PL	N;MASC;PL
רוחות	espíritos	רוח	espírito	N;FEM;PL	N;MASC;PL
ספינה	nave	ספינה	nave	N;FEM;SG	N;FEM;SG
ספינה	embarcação	ספינה	embarcação	N;FEM;SG	N;FEM;SG
ספינה	navio	ספינה	navio	N;FEM;SG	N;MASC;SG
מהדורות	edições	מהדורת	edição	N;FEM;PL	N;FEM;PL
תשתית	infraestrutura	תשתית	infraestrutura	N;FEM;SG	N;FEM;SG
נוצרת	formando	נוצרת	formar	V;FEM;SG;V.PTCP;MID	V;V.MSDR
נוצרת	gerado	נוצרת	gerar	V;FEM;SG;V.PTCP;MID	V;MASC;SG;V.PTCP
נוצרת	gerada	נוצרת	gerar	V;FEM;SG;V.PTCP;MID	V;FEM;SG;V.PTCP
קורבן	sacrificio	קורבן	sacrificio	N;MASC;SG	N;MASC;SG
קורבן	sacrifício	קורבן	sacrifício	N;MASC;SG	N;MASC;SG
קורבן	vitima	קורבן	vitima	N;MASC;SG	N;FEM;SG
קורבן	vítima	קורבן	vítima	N;MASC;SG	N;FEM;SG
חותם	assinatura	חתם	assinatura	N;MASC;SG	N;FEM;SG
חותם	lacre	חתם	lacrer	N;MASC;SG	N;MASC;SG
חותם	selo	חתם	selo	N;MASC;SG	N;MASC;SG
נבחרו	escolhidos	נבחר	escolher	V;PL;3;PST;MID	V;MASC;PL;V.PTCP
נבחרו	selecionadas	נבחר	selecionar	V;PL;3;PST;MID	V;FEM;PL;V.PTCP
נבחרו	selecionados	נבחר	selecionar	V;PL;3;PST;MID	V;MASC;PL;V.PTCP
הצהיר	afirmou	הצהיר	afirmar	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
תערובת	mistura	תערובת	mistura	N;FEM;SG	N;FEM;SG
תערובת	mistura	תערובת	mistura	N;FEM;SG	N;FEM;SG
טכניקות	técnicas	טכניקה	técnica	N;FEM;PL	N;FEM;PL
פתיחה	abertura	פתיחה	abertura	N;FEM;SG	N;FEM;SG
פתיחה	inauguração	פתיחה	inauguração	N;FEM;SG	N;FEM;SG
חופים	praias	חוף	praia	N;MASC;PL	N;FEM;PL
מעיד	testemunhar	העיד	testemunhar	V;MASC;SG;V.PTCP;ACT	V;NFIN
אגדות	fábulas	אגדה	fábula	N;FEM;PL	N;FEM;PL
אגדות	lendas	אגדה	lenda	N;FEM;PL	N;FEM;PL
יועץ	consultora	יועץ	consultora	N;MASC;SG	N;FEM;SG
יועץ	consultor	יועץ	consultor	N;MASC;SG	N;MASC;SG
יועץ	conselheiro	יועץ	conselheiro	N;MASC;SG	N;MASC;SG
יועץ	conselheira	יועץ	conselheira	N;MASC;SG	N;FEM;SG
יועץ	conselheiro	יועץ	conselheiro	N;MASC;SG	N;MASC;SG
יועץ	conselheira	יועץ	conselheira	N;MASC;SG	N;FEM;SG
הכתיב	ditada	הכתיב	ditar	V;MASC;SG;3;PST;ACT	V;FEM;SG;V.PTCP
טקסטים	textos	טקסט	texto	N;MASC;PL	N;MASC;PL
המלחמות	guerras	המלחמות	guerra	N;FEM;PL	N;FEM;PL
נדחתה	rejeitado	נדחה	rejeitar	V;FEM;SG;3;PST;MID	V;MASC;SG;V.PTCP
נדחתה	rejeitada	נדחה	rejeitar	V;FEM;SG;3;PST;MID	V;FEM;SG;V.PTCP
נדחתה	recusado	נדחה	recusar	V;FEM;SG;3;PST;MID	V;MASC;SG;V.PTCP
נדחתה	negado	נדחה	negar	V;FEM;SG;3;PST;MID	V;MASC;SG;V.PTCP
נדחתה	negou	נדחה	negar	V;FEM;SG;3;PST;MID	V;IND;SG;3;PST;FIN
נדחתה	negada	נדחה	negar	V;FEM;SG;3;PST;MID	V;FEM;SG;V.PTCP
נדחתה	recusada	נדחה	recusar	V;FEM;SG;3;PST;MID	V;FEM;SG;V.PTCP
מתקני	facilidades	מתקן	facilidade	N;PSSD;MASC;PL	N;FEM;PL
מתקני	instalações	מתקן	instalação	N;PSSD;MASC;PL	N;FEM;PL
הקואליציה	coligação	הקואליציה	coligação	N	N;FEM;SG
הקואליציה	coalizão	הקואליציה	coalizão	N	N;FEM;SG
נסיעה	ride	נסיעה	ride	N;FEM;SG	N;MASC;SG
נסיעה	cavalgada	נסיעה	cavalgar	N;FEM;SG	N;FEM;SG
נסיעה	rolê	נסיעה	rolê	N;FEM;SG	N;MASC;SG
נסיעה	boleia	נסיעה	boleia	N;FEM;SG	N;FEM;SG
נסיעה	passeio	נסיעה	passeio	N;FEM;SG	N;MASC;SG
נסיעה	drive	נסיעה	drive	N;FEM;SG	N;MASC;SG
נסיעה	viagem	נסיעה	viagem	N;FEM;SG	N;FEM;SG
אוכלוסיות	populações	אוכלוסיה	população	N;FEM;PL	N;FEM;PL
תושב	morador	תושב	morador	N;MASC;SG	N;MASC;SG
למשוך	puxa	משך	pôr	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
למשוך	puxar	משך	puxar	V;NFIN;ACT	V;NFIN
למשוך	puxe	משך	pober	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
לשבת	senta	ישב	sentar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
הפיכה	golpe	הפיכה	golpe	N;FEM;SG	N;MASC;SG
מגדלי	torres	מגדל	torres	N;PSSD;MASC;PL	N;FEM;PL
מגדלי	reprodutores	מגדל	reprodutor	N;PSSD;MASC;PL	N;MASC;PL
מגדלי	criadores	מגדל	criador	N;PSSD;MASC;PL	N;MASC;PL
לזכור	lembrando	זכר	lembrar	V;NFIN;ACT	V;V.MSDR
לזכור	recordando	זכר	recordar	V;NFIN;ACT	V;V.MSDR
לזכור	relembrando	זכר	relembrar	V;NFIN;ACT	V;V.MSDR
הצביעו	votar	הצביע	votar	V;PL;3;PST;ACT	V;NFIN
הצביעו	votaram	הצביע	votar	V;PL;3;PST;ACT	V;IND;PL;3;FIN
ברירה	escolha	ברירה	escolha	N;FEM;SG	N;FEM;SG
הכללה	generalização	הכללה	generalização	N;FEM;SG	N;FEM;SG
הכללה	inclusão	הכללה	inclusão	N;FEM;SG	N;FEM;SG
ממדים	dimensões	ממד	dimensão	N;MASC;PL	N;FEM;PL
ריקוד	dança	ריקוד	dança	N;MASC;SG	N;FEM;SG
ריקוד	dance	ריקוד	dance	N;MASC;SG	N;MASC;SG
ריקוד	dança	ריקוד	dança	N;MASC;SG	N;FEM;SG
ריקוד	dancing	ריקוד	dancing	N;MASC;SG	N;MASC;SG
קפיצה	jump	קפיצה	jump	N;FEM;SG	N;MASC;SG
קפיצה	salto	קפיצה	salto	N;FEM;SG	N;MASC;SG
חאן	cã	ח'אן	cã	N;MASC;SG	N;MASC;SG
חאן	khan	ח'אן	khan	N;MASC;SG	N;MASC;SG
הנעה	propulsão	הנעה	propulsão	N;FEM;SG	N;FEM;SG
דרישה	exigência	דרישה	exigência	N;FEM;SG	N;FEM;SG
דרישה	requisito	דרישה	requisito	N;FEM;SG	N;MASC;SG
דרישה	procura	דרישה	procura	N;FEM;SG	N;FEM;SG
דרישה	demanda	דרישה	demanda	N;FEM;SG	N;FEM;SG
להסיק	deduzir	הסיק	deduzir	V;NFIN;ACT	V;NFIN
להסיק	inferir	הסיק	inferir	V;NFIN;ACT	V;NFIN
להסיק	concluir	הסיק	concluir	V;NFIN;ACT	V;NFIN
הידיעה	conhecendo	הידיע	conhecer	V;FEM;SG;3;PST;ACT	V;V.MSDR
הידיעה	sabendo	הידיע	saber	V;FEM;SG;3;PST;ACT	V;V.MSDR
זמנים	vezes	זמן	vez	N;MASC;PL	N;MASC;PL
זמנים	tempos	זמן	tempo	N;MASC;PL	N;MASC;PL
זמנים	times	זמן	time	N;MASC;PL	N;MASC;PL
להגיב	responde	הגיב	responder	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
להגיב	responder	הגיב	responder	V;NFIN;ACT	V;NFIN
להגיב	responda	הגיב	responder	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
להגיב	respondam	הגיב	responder	V;NFIN;ACT	V;SBJV;PL;3;PRS;FIN
להגיב	reagir	הגיב	reagir	V;NFIN;ACT	V;NFIN
להגיב	reaja	הגיב	reajar	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
להגיב	reage	הגיב	reagir	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
שווים	iguais	שווה	igual	ADJ;MASC;PL	ADJ;MASC;PL
שווים	iguais	שווה	igual	ADJ;MASC;PL	ADJ;MASC;PL
נפלו	caídos	נפל	cair	V;PL;3;PST	V;MASC;PL;V.PTCP
גלגל	roda	גלגל	roda	N;MASC;SG	N;FEM;SG
גלגל	volante	גלגל	volante	N;MASC;SG	N;MASC;SG
אזהרה	aviso	אזהרה	aviso	N;FEM;SG	N;MASC;SG
אזהרה	advertência	אזהרה	advertência	N;FEM;SG	N;FEM;SG
מפקדים	comandantes	מפקד	comandante	N;MASC;PL	N;MASC;PL
מפקדים	capitães	מפקד	capitão	N;MASC;PL	N;MASC;PL
הוצע	sugerida	הוצע	sugerir	V;MASC;SG;3;PST;PASS	V;FEM;SG;V.PTCP
הוצע	sugerido	הוצע	sugerir	V;MASC;SG;3;PST;PASS	V;MASC;SG;V.PTCP
הוצע	sugeriu	הוצע	sugerir	V;MASC;SG;3;PST;PASS	V;IND;SG;3;PST;FIN
לאט	devagarinho	לאט	devagarinho	ADV	ADV
לאט	lentamente	לאט	lentamente	ADV	ADV
לאט	devagar	לאט	devagar	ADV	ADV
השקעות	investimentos	השקעה	investimento	N;FEM;PL	N;MASC;PL
מבוגרים	adultos	מבוגר	adulto	N;MASC;PL	N;MASC;PL
אומנות	art	אומנות	art	N;FEM;SG	N;MASC;SG
אומנות	arte	אומנות	arte	N;FEM;SG	N;FEM;SG
הליך	procedimento	הליך	procedimento	N;MASC;SG	N;MASC;SG
פורסמה	publicado	פורסם	publicar	V;FEM;SG;3;PST;PASS	V;MASC;SG;V.PTCP
פורסמה	postado	פורסם	postar	V;FEM;SG;3;PST;PASS	V;MASC;SG;V.PTCP
פורסמה	postou	פורסם	postar	V;FEM;SG;3;PST;PASS	V;IND;SG;3;PST;FIN
פורסמה	publicou	פורסם	publicar	V;FEM;SG;3;PST;PASS	V;IND;SG;3;PST;FIN
מיידי	instantânea	מיידי	instantâneo	ADJ;MASC;SG	ADJ;FEM;SG
מיידי	instantâneo	מיידי	instantâneo	ADJ;MASC;SG	ADJ;MASC;SG
מיידי	imediata	מיידי	imediato	ADJ;MASC;SG	ADJ;FEM;SG
מיידי	instantânea	מיידי	instantâneo	ADJ;MASC;SG	ADJ;FEM;SG
מיידי	instantâneo	מיידי	instantâneo	ADJ;MASC;SG	ADJ;MASC;SG
בעייתי	problemático	בעייתי	problemático	ADJ;MASC;SG	ADJ;MASC;SG
תרופה	remédio	תרופה	remédio	N;FEM;SG	N;MASC;SG
תרופה	medicina	תרופה	medicina	N;FEM;SG	N;FEM;SG
תרופה	remédio	תרופה	remédio	N;FEM;SG	N;MASC;SG
תרופה	medicação	תרופה	medicação	N;FEM;SG	N;FEM;SG
תרופה	cure	תרופה	curar	N;FEM;SG	N;FEM;SG
תרופה	cura	תרופה	cura	N;FEM;SG	N;FEM;SG
תרופה	fármaco	תרופה	fármaco	N;FEM;SG	N;MASC;SG
תרופה	droga	תרופה	droga	N;FEM;SG	N;FEM;SG
לאמץ	adotar	אימץ	adotar	V;NFIN;ACT	V;NFIN
לאמץ	adota	אימץ	adotar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לאמץ	adoptar	אימץ	adoptar	V;NFIN;ACT	V;NFIN
לאמץ	abrace	אימץ	abrace	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
לאמץ	abraçar	אימץ	abraçar	V;NFIN;ACT	V;NFIN
לאמץ	abraça	אימץ	abraçar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
מאכל	alimentação	מאכל	alimentação	N;MASC;SG	N;FEM;SG
מאכל	alimento	מאכל	alimento	N;MASC;SG	N;MASC;SG
מאכל	comida	מאכל	comida	N;MASC;SG	N;FEM;SG
ספציפית	especificamente	ספציפית	especificamente	ADV	ADV
היבטים	aspetos	היבט	aspeto	N;MASC;PL	N;MASC;PL
היבטים	aspectos	היבט	aspecto	N;MASC;PL	N;MASC;PL
הצגה	performance	הצגה	performance	N;FEM;SG	N;FEM;SG
הצגה	atuação	הצגה	atuação	N;FEM;SG	N;FEM;SG
הצגה	desempenho	הצגה	desempenho	N;FEM;SG	N;MASC;SG
הצגה	apresentação	הצגה	apresentação	N;FEM;SG	N;FEM;SG
הצגה	espetáculo	הצגה	espetáculo	N;FEM;SG	N;MASC;SG
הצגה	show	הצגה	show	N;FEM;SG	N;MASC;SG
חדרים	salas	חדר	sala	N;MASC;PL	N;FEM;PL
חדרים	quartos	חדר	quarto	N;MASC;PL	N;MASC;PL
הפסדים	perdas	הפסד	perda	N;MASC;PL	N;FEM;PL
הפסדים	prejuízos	הפסד	prejuízo	N;MASC;PL	N;MASC;PL
זעם	fury	זעם	fury	N;MASC;SG	N;MASC;SG
זעם	fúria	זעם	fúrio	N;MASC;SG	N;FEM;SG
זעם	fúria	זעם	fúrio	N;MASC;SG	N;FEM;SG
זעם	raiva	זעם	raiva	N;MASC;SG	N;FEM;SG
בוגרים	seniores	בוגר	senior	N;MASC;PL	N;MASC;PL
בוגרים	idosos	בוגר	idoso	N;MASC;PL	N;MASC;PL
בוגרים	finalistas	בוגר	finalista	N;MASC;PL	N;MASC;PL
בוגרים	adultos	בוגר	adulto	N;MASC;PL	N;MASC;PL
בוגרים	graduados	בוגר	graduar	N;MASC;PL	N;MASC;PL
עצומה	enorme	עצום	enorme	ADJ;FEM;SG	ADJ;MASC;SG
שכבה	camada	שכבה	camada	N;FEM;SG	N;FEM;SG
ממשיכים	continuar	המשיך	continuar	V;MASC;PL;V.PTCP;ACT	V;NFIN
ממשיכים	continuando	המשיך	continuar	V;MASC;PL;V.PTCP;ACT	V;V.MSDR
הערכות	avaliações	הערכה	avaliação	N;FEM;PL	N;FEM;PL
הערכות	estimativas	הערכה	estimativa	N;FEM;PL	N;FEM;PL
הערכות	apreciações	הערכה	apreciação	N;FEM;PL	N;FEM;PL
הערכות	avaliações	הערכה	avaliação	N;FEM;PL	N;FEM;PL
הכפרים	vilas	הכפר	vila	N;MASC;PL	N;FEM;PL
הכפרים	aldeias	הכפר	aldeia	N;MASC;PL	N;FEM;PL
הצדקה	justificação	הצדקה	justificação	N;FEM;SG	N;FEM;SG
הצדקה	justificativa	הצדקה	justificativa	N;FEM;SG	N;FEM;SG
מוסמך	qualificada	מוסמך	qualificar	V;MASC;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
מוסמך	qualificado	מוסמך	qualificado	V;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
מוסמך	autorizado	מוסמך	autorizar	V;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
מוסמך	autorizada	מוסמך	autorizar	V;MASC;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
מוסמך	certificado	מוסמך	certificar	V;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
מוסמך	certificada	מוסמך	certificar	V;MASC;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
הדתות	religiões	הדתה	religião	N;FEM;PL	N;FEM;PL
להזכיר	mencionar	הזכיר	mencionar	V;NFIN;ACT	V;NFIN
הכחדה	extinção	הכחדה	extinção	N;FEM;SG	N;FEM;SG
מוזמנים	convidadas	הוזמן	convidar	V;MASC;PL;V.PTCP;PASS	V;FEM;PL;V.PTCP
מגדיר	definindo	הגדיר	definir	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
הרפתקאות	adventures	הרפתקאות	adventure	N;FEM;SG	N;MASC;SG
הרפתקאות	aventura	הרפתקאות	aventura	N;FEM;SG	N;FEM;SG
הרפתקאות	adventure	הרפתקאות	adventure	N;FEM;SG	N;MASC;SG
מדידה	medição	מדידה	medição	N;FEM;SG	N;FEM;SG
מדידה	mensuração	מדידה	mensuração	N;FEM;SG	N;FEM;SG
מדידה	medição	מדידה	medição	N;FEM;SG	N;FEM;SG
מדידה	medida	מדידה	medida	N;FEM;SG	N;FEM;SG
הפגנות	manifestações	הפגנה	manifestação	N;FEM;PL	N;FEM;PL
הפגנות	demonstrações	הפגנה	demonstração	N;FEM;PL	N;FEM;PL
חפירות	escavações	חפירות	escavação	N;FEM;PL	N;FEM;PL
ציונות	sionismo	ציונות	sionismo	N;FEM;SG	N;MASC;SG
ציונות	sionista	ציונות	sionista	N;FEM;SG	N;MASC;SG
רציני	sério	רציני	sério	ADJ;MASC;SG	ADJ;MASC;SG
רציני	séria	רציני	sério	ADJ;MASC;SG	ADJ;FEM;SG
רציני	grave	רציני	grave	ADJ;MASC;SG	ADJ;MASC;SG
תביעה	acusação	תביעה	acusação	N;FEM;SG	N;FEM;SG
נגרם	causado	נגרם	causar	V;MASC;SG;3;PST;MID	V;MASC;SG;V.PTCP
נגרם	causou	נגרם	causar	V;MASC;SG;3;PST;MID	V;IND;SG;3;PST;FIN
נגרם	causada	נגרם	causar	V;MASC;SG;3;PST;MID	V;FEM;SG;V.PTCP
מגבלות	limitações	מגבלה	limitação	N;FEM;PL	N;FEM;PL
מגבלות	restrições	מגבלה	restrição	N;FEM;PL	N;FEM;PL
מגבלות	limites	מגבלה	limite	N;FEM;PL	N;MASC;PL
כפתור	botão	כפתור	botão	N;MASC;SG	N;MASC;SG
כפתור	button	כפתור	button	N;MASC;SG	N;MASC;SG
שומן	gorducho	שומן	gorducho	N;MASC;SG	N;MASC;SG
שומן	gordinho	שומן	gordinho	N;MASC;SG	N;MASC;SG
שומן	gordo	שומן	gordo	N;MASC;SG	N;MASC;SG
שומן	gordura	שומן	gordura	N;MASC;SG	N;FEM;SG
שומן	gordo	שומן	gordo	N;MASC;SG	N;MASC;SG
שומן	gorda	שומן	gorda	N;MASC;SG	N;FEM;SG
שומן	fat	שומן	fat	N;MASC;SG	N;MASC;SG
מעצר	prisão	מעצר	prisão	N;MASC;SG	N;FEM;SG
מעצר	detenção	מעצר	detenção	N;MASC;SG	N;FEM;SG
מעצר	busto	מעצר	busto	N;MASC;SG	N;MASC;SG
הוכיח	provado	הוכיח	provar	V;MASC;SG;3;PST;ACT	V;MASC;SG;V.PTCP
הוכיח	provou	הוכיח	provar	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
רצופות	consecutivas	רצוף	consecutivo	N;FEM;PL	N;FEM;PL
רצופות	consecutivos	רצוף	consecutivo	N;FEM;PL	N;MASC;PL
דתיות	religiosos	דתי	religioso	ADJ;FEM;PL	ADJ;MASC;PL
דתיות	religiosas	דתי	religioso	ADJ;FEM;PL	ADJ;FEM;PL
דיבור	discurso	דיבור	discurso	N;MASC;SG	N;MASC;SG
מוכנים	prontos	מוכן	pronto	ADJ;MASC;PL	ADJ;MASC;PL
מקדם	coeficiente	מקדם	coeficiente	N;MASC;SG	N;MASC;SG
מקדם	promoção	מקדם	promoção	N;MASC;SG	N;FEM;SG
מקדם	promotor	מקדם	promotor	N;MASC;SG	N;MASC;SG
מקדם	promotora	מקדם	promotora	N;MASC;SG	N;FEM;SG
ההסתברות	probabilidade	ההסתברות	probabilidade	N;FEM;SG	N;FEM;SG
להדגיש	realçar	הדגיש	realçar	V;NFIN;ACT	V;NFIN
להדגיש	destacar	הדגיש	destacar	V;NFIN;ACT	V;NFIN
להדגיש	enfatizar	הדגיש	enfatizar	V;NFIN;ACT	V;NFIN
להדגיש	salientar	הדגיש	salientar	V;NFIN;ACT	V;NFIN
התחלה	início	התחלה	início	N;FEM;SG	N;MASC;SG
התחלה	início	התחלה	início	N;FEM;SG	N;MASC;SG
התחלה	começo	התחלה	começo	N;FEM;SG	N;MASC;SG
אלופים	campeões	אלוף	campeão	N;MASC;PL	N;MASC;PL
ועדות	comitês	ועדה	comitê	N;FEM;PL	N;MASC;PL
ועדות	comissões	ועדה	comissão	N;FEM;PL	N;FEM;PL
ועדות	comités	ועדה	comités	N;FEM;PL	N;MASC;PL
נכונות	true	נכונות	true	N;FEM;SG	N;MASC;SG
נכונות	verdade	נכונות	verdade	N;FEM;SG	N;FEM;SG
הנצחה	memorial	הנצחה	memorial	N;FEM;SG	N;MASC;SG
הנצחה	comemoração	הנצחה	comemoração	N;FEM;SG	N;FEM;SG
בבירור	claramente	בבירור	claramente	ADV	ADV
ייחודיים	únicos	ייחודי	único	ADJ;MASC;PL	ADJ;MASC;PL
ייחודיים	únicas	ייחודי	único	ADJ;MASC;PL	ADJ;FEM;PL
השלמת	completação	השלמה	completação	N;PSSD;FEM;SG	N;FEM;SG
השלמת	finalização	השלמה	finalização	N;PSSD;FEM;SG	N;FEM;SG
השלמת	conclusão	השלמה	conclusão	N;PSSD;FEM;SG	N;FEM;SG
ההבדלים	divergências	ההבדל	divergência	N;MASC;PL	N;FEM;PL
ההבדלים	diferenças	ההבדל	diferença	N;MASC;PL	N;FEM;PL
שאל	pergunta	שאל	pergunta	N;MASC;SG	N;FEM;SG
התקווה	esperança	התקווה	esperança	N	N;FEM;SG
התקווה	hope	התקווה	hope	N	N;MASC;SG
התקווה	esperanças	התקווה	esperança	N	N;FEM;PL
תעשיות	indústrias	תעשייה	indústria	N;FEM;PL	N;FEM;PL
מינור	minor	מינור	minor	N;MASC;SG	N;MASC;SG
ייצג	representada	ייצג	representar	V;MASC;SG;3;PST;ACT	V;FEM;SG;V.PTCP
ייצג	representado	ייצג	representar	V;MASC;SG;3;PST;ACT	V;MASC;SG;V.PTCP
ייצג	representou	ייצג	representar	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
כימיה	química	כימיה	química	N;FEM;SG	N;FEM;SG
התפשטות	propagação	התפשטות	propagação	N;FEM;SG	N;FEM;SG
התפשטות	expansão	התפשטות	expansão	N;FEM;SG	N;FEM;SG
בקשות	solicitações	בקשה	solicitação	N;FEM;PL	N;FEM;PL
בקשות	requisições	בקשה	requisição	N;FEM;PL	N;FEM;PL
בקשות	pedidos	בקשה	pedido	N;FEM;PL	N;MASC;PL
בקרוב	logo	בקרוב	logo	ADV	ADV
בקרוב	brevemente	בקרוב	brevemente	ADV	ADV
ממלא	preenchendo	מילא	preencher	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
הגדרות	configurações	הגדרה	configuração	N;FEM;PL	N;FEM;PL
הגדרות	definições	הגדרה	definição	N;FEM;PL	N;FEM;PL
מסילות	ferrovias	מסילות	ferrovia	N;FEM;PL	N;FEM;PL
תלות	dependência	תלות	dependência	N;FEM;SG	N;FEM;SG
תלות	dependência	תלות	dependência	N;FEM;SG	N;FEM;SG
ראיה	evidência	ראייה	evidência	N;FEM;SG	N;FEM;SG
ראיה	prova	ראייה	prova	N;FEM;SG	N;FEM;SG
עופרת	chumbo	עפר	chumbo	N;FEM;SG	N;MASC;SG
עופרת	lead	עפר	lead	N;FEM;SG	N;MASC;SG
תווים	notes	תווים	note	N;MASC;PL	N;MASC;PL
תווים	anotações	תווים	anotação	N;MASC;PL	N;FEM;PL
תווים	notas	תווים	nota	N;MASC;PL	N;FEM;PL
תווים	caracteres	תווים	caracter	N;MASC;PL	N;MASC;PL
תווים	carateres	תווים	carater	N;MASC;PL	N;MASC;PL
תווים	personagens	תווים	personagem	N;MASC;PL	N;MASC;PL
אלקטרונים	elétrons	אלקטרון	elétron	N;MASC;PL	N;MASC;PL
אלקטרונים	electrões	אלקטרון	eletrão	N;MASC;PL	N;MASC;PL
אסיסטים	assistências	אסיסט	assistência	N;MASC;PL	N;FEM;PL
רעב	fome	רעב	fome	N;MASC;SG	N;FEM;SG
רעב	fome	רעב	fome	N;MASC;SG	N;FEM;SG
לחשוף	revelar	חשף	revelar	V;NFIN;ACT	V;NFIN
לחשוף	revele	חשף	revelar	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
לחשוף	exponha	חשף	expor	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
לחשוף	expôr	חשף	expôr	V;NFIN;ACT	V;NFIN
לחשוף	expor	חשף	expor	V;NFIN;ACT	V;NFIN
מסוכן	perigosa	מסוכן	perigoso	ADJ;MASC;SG	ADJ;FEM;SG
מסוכן	perigoso	מסוכן	perigoso	ADJ;MASC;SG	ADJ;MASC;SG
אדריכל	arquitecto	אדריכל	arquitecto	N;MASC;SG	N;MASC;SG
אדריכל	arquiteto	אדריכל	arquiteto	N;MASC;SG	N;MASC;SG
אדריכל	arquiteta	אדריכל	arquiteta	N;MASC;SG	N;FEM;SG
להשקיע	investe	השקיע	investir	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
להשקיע	investir	השקיע	investir	V;NFIN;ACT	V;NFIN
להשקיע	invista	השקיע	invista	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
לקוח	cliente	לקוח	cliente	N;MASC;SG	N;MASC;SG
לקוח	cliente	לקוח	cliente	N;MASC;SG	N;MASC;SG
המסה	missa	המסה	missa	N;FEM;SG	N;FEM;SG
המסה	massa	המסה	massa	N;FEM;SG	N;FEM;SG
סיביות	bits	סיביות	bit	N;FEM;PL	N;MASC;PL
סיביות	bits	סיביות	bit	N;FEM;PL	N;MASC;PL
ידנית	manualmente	ידני	manualmente	ADV	ADV
להעריך	avalie	העריך	avalie	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
להעריך	avaliar	העריך	avaliar	V;NFIN;ACT	V;NFIN
להעריך	avalia	העריך	avaliar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
זורם	fluindo	זרם	fluir	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
טיעון	argumento	טיעון	argumento	N;MASC;SG	N;MASC;SG
