progettata	navrhl	progettare	navrhnout	V;FEM;SG;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
dominazione	dominanci	dominazione	dominanec	N;FEM;SG	N;ACC;FEM;SG;POS
causando	způsobuje	causare	způsobovat	V;V.MSDR	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
gola	hrdlo	gola	hrdlo	N;FEM;SG	N;NOM;NEUT;SG;POS
gola	rokle	gola	rokle	N;FEM;SG	N;NOM;FEM;SG;POS
annuario	ročenku	annuario	ročenek	N;MASC;SG	N;ACC;FEM;SG;POS
irene	irena	irena	iren	N;FEM;SG	N;NOM;FEM;SG;POS
songs	písně	songs	píseň	N;MASC	N;NOM;FEM;PL;POS
songs	písničky	songs	písnička	N;MASC	N;NOM;FEM;PL;POS
songs	skladby	songs	skladba	N;MASC	N;NOM;FEM;PL;POS
soap	mýdla	soap	mýdlo	N;FEM	N;NOM;NEUT;PL;POS
soap	mýdlo	soap	mýdlo	N;FEM	N;NOM;NEUT;SG;POS
gatti	kočky	gatto	kočka	N;MASC;PL	N;NOM;FEM;PL;POS
naturalista	přírodovědec	naturalista	přírodovědec	N;SG	N;ANIM;NOM;MASC;SG;POS
suonato	hrál	suonare	hrát	V;MASC;SG;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
cintura	pásek	cintura	pásek	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
cintura	pás	cintura	pás	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
cintura	opasek	cintura	opasek	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
procedimento	postup	procedimento	postup	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
uccisione	zabíjení	uccisione	zabíjení	N;FEM;SG	N;NOM;NEUT;SG;POS
uccisione	zabíjení	uccisione	zabíjení	N;FEM;SG	N;NOM;NEUT;SG;POS
uccisione	zabití	uccisione	zabití	N;FEM;SG	N;NOM;NEUT;SG;POS
giovan	giovan	giovan	giovan	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
parchi	parků	parco	park	N;MASC;PL	N;INAN;GEN;MASC;PL;POS
parchi	parky	parco	park	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
distanze	vzdálenosti	distanza	vzdálenost	N;FEM;PL	N;NOM;FEM;PL;POS
distanze	vzdálenosti	distanza	vzdálenost	N;FEM;PL	N;NOM;FEM;PL;POS
abbandona	opustit	abbandonare	opustit	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
certezza	jistotu	certezza	jistota	N;FEM;SG	N;ACC;FEM;SG;POS
certezza	jistota	certezza	jistota	N;FEM;SG	N;NOM;FEM;SG;POS
felix	felixe	felix	felixe	N;MASC	N;ANIM;ACC;MASC;SG;POS
cook	kuchař	cook	kuchař	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
cook	kuchařka	cook	kuchařka	N;MASC;SG	N;NOM;FEM;SG;POS
materie	subjekty	materia	subjekt	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
birra	piva	birra	pivo	N;FEM;SG	N;NOM;NEUT;SG;POS
birra	pivo	birra	pivo	N;FEM;SG	N;NOM;NEUT;SG;POS
birra	pivko	birra	pivko	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
birra	piva	birra	pivo	N;FEM;SG	N;NOM;NEUT;SG;POS
birra	pivo	birra	pivo	N;FEM;SG	N;NOM;NEUT;SG;POS
fallito	selhal	fallire	selhat	V;MASC;SG;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
fallito	selhalo	fallire	selhat	V;MASC;SG;PST;V.PTCP	V;NEUT;SG;POS;PST;V.PTCP;ACT
esplicitamente	výslovně	esplicitamente	výslovně	ADV	ADV;POS
stanze	místnosti	stanza	místnost	N;FEM;PL	N;NOM;FEM;PL;POS
stanze	pokoje	stanza	pokoj	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
dita	prsty	dito	prst	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
altopiano	highland	altopiare	highland	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
altopiano	plošina	altopiare	plošina	N;MASC;SG	N;NOM;FEM;SG;POS
altopiano	plošině	altopiare	plošina	N;MASC;SG	N;DAT;FEM;SG;POS
screenshot	screenshoty	screenshot	screenshota	N;MASC	N;NOM;FEM;PL;POS
jeremy	jeremyho	jeremy	jeremy	N;MASC;SG	N;ANIM;ACC;MASC;SG;POS
elegante	elegantní	elegante	elegantní	ADJ;SG	ADJ;NOM;MASC;SG;POS
operaio	pracovnice	operaio	pracovnice	N;MASC;SG	N;NOM;FEM;SG;POS
operaio	dělník	operaio	dělník	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
operaio	pracovník	operaio	pracovník	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
operaio	pracovníka	operaio	pracovník	N;MASC;SG	N;ANIM;ACC;MASC;SG;POS
volare	létat	volare	létat	V;NFIN	V;IPFV;POS;NFIN
democratici	demokratů	democratico	demokrat	N;MASC;PL	N;ANIM;GEN;MASC;PL;POS
democratici	demokraty	democratico	demokrat	N;MASC;PL	N;ANIM;ACC;MASC;PL;POS
democratici	demokraté	democratico	demokrat	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
pontificia	papežský	pontificia	papežský	ADJ;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
giuridico	zákonné	giuridico	zákonný	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;POS
giuridico	zákonný	giuridico	zákonný	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
giuridico	právní	giuridico	právní	ADJ;MASC;SG	ADJ;NOM;MASC;SG;POS
giuridico	legální	giuridico	legální	ADJ;MASC;SG	ADJ;NOM;MASC;SG;POS
sentimento	pocit	sentimento	pocit	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
sentimento	sentiment	sentimento	sentiment	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
parroco	farář	parroco	farář	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
tubi	trouby	tubo	trouba	N;MASC;PL	N;NOM;FEM;PL;POS
tubi	trubky	tubo	trubka	N;MASC;PL	N;NOM;FEM;PL;POS
tubi	trubky	tubo	trubka	N;MASC;PL	N;NOM;FEM;PL;POS
scafo	trup	scafo	trup	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
scafo	trupu	scafo	trup	N;MASC;SG	N;INAN;DAT;MASC;SG;POS
money	money	money	money	N	N;INAN;NOM;MASC;SG;POS
money	peníze	money	peníze	N	N;INAN;NOM;MASC;PL;POS
sopravvivere	přežít	sopravvivere	přežít	V;NFIN	V;POS;NFIN
sopravvivere	přežívá	sopravvivere	přežívat	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
cifre	číslice	cifra	číslice	N;FEM;PL	N;NOM;FEM;PL;POS
cifre	číslice	cifra	číslice	N;FEM;PL	N;NOM;FEM;PL;POS
cifre	čísla	cifra	číslo	N;FEM;PL	N;NOM;NEUT;PL;POS
consorzio	konsorcium	consorzio	konsorcium	N;MASC;SG	N;NOM;NEUT;SG;POS
mensile	měsíční	mensile	měsíční	ADJ;SG	ADJ;NOM;MASC;SG;POS
inviare	pošlete	inviare	poslat	V;NFIN	V;PFV;IMP;PL;2;POS;FIN
inviare	poslat	inviare	poslat	V;NFIN	V;POS;NFIN
inviare	pošli	inviare	pojít	V;NFIN	V;IND;SG;1;POS;PRS;FIN;ACT
inviare	zaslat	inviare	zaslat	V;NFIN	V;POS;NFIN
inviare	odeslat	inviare	odeslat	V;NFIN	V;POS;NFIN
trek	trek	trek	trek	N;MASC	N;INAN;NOM;MASC;SG;POS
rookie	nováček	rookie	nováček	N;MASC	N;ANIM;NOM;MASC;SG;POS
rookie	bažant	rookie	bažant	N;MASC	N;ANIM;NOM;MASC;SG;POS
vasi	hrnce	vaso	hrnec	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
vasi	vázy	vaso	váza	N;MASC;PL	N;NOM;FEM;PL;POS
amor	amor	amore	amor	N;MASC;SG	N;NOM;MASC;SG;POS
picture	obrázek	pictura	obrázek	N	N;INAN;NOM;MASC;SG;POS
picture	fotka	pictura	fotka	N	N;NOM;FEM;SG;POS
giocata	hrál	giocare	hrát	V;FEM;SG;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
stili	styly	stile	styl	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
costanza	constance	costanza	constance	N;FEM;SG	N;NOM;FEM;SG;POS
superfici	povrchy	superfice	povrch	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
legenda	legenda	legenda	legenda	N;FEM;SG	N;NOM;FEM;SG;POS
povertà	chudoba	povertà	chudoba	N;FEM	N;NOM;FEM;SG;POS
povertà	bída	povertà	bída	N;FEM	N;NOM;FEM;SG;POS
fibre	vláken	fibra	vlákno	N;FEM;PL	N;GEN;NEUT;PL;POS
fibre	vlákna	fibra	vlákno	N;FEM;PL	N;NOM;NEUT;PL;POS
fibre	vlákna	fibra	vlákno	N;FEM;PL	N;NOM;NEUT;PL;POS
fibre	vlákna	fibra	vlákno	N;FEM;PL	N;NOM;NEUT;PL;POS
avellino	avellino	avellino	avellina	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
ettari	hektarů	ettaro	ha`hektar	N;MASC;PL	N;INAN;GEN;MASC;PL;POS
concorrenza	soutěž	concorrenza	soutěž	N;FEM;SG	N;NOM;FEM;SG;POS
concorrenza	konkurence	concorrenza	konkurence	N;FEM;SG	N;NOM;FEM;SG;POS
annualmente	ročně	annualmente	ročně	ADV	ADV;POS
annualmente	každoročně	annualmente	každoročně	ADV	ADV;POS
annualmente	ročně	annualmente	ročně	ADV	ADV;POS
annualmente	každoročně	annualmente	každoročně	ADV	ADV;POS
caduto	padl	cadere	padnout	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
caduto	spadl	cadere	spadnout	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
caduto	padl	cadere	padnout	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
contenute	obsahovaly	contenere	obsahovat	V;FEM;PL;PST;V.PTCP	V;INAN;IPFV;PL;POS;PST;V.PTCP;ACT
sorgenti	prameny	sorgente	pramen	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
sorgenti	zdroje	sorgente	zdroj	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
jedi	jediové	jedi	jediový	N	N;ANIM;NOM;MASC;PL;POS
annunziata	annunziata	annunziare	annunziata	N;FEM;SG	N;NOM;FEM;SG;POS
bizantina	byzantský	bizantina	byzantský	ADJ;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
clara	klára	clara	klára	N;FEM;SG	N;NOM;FEM;SG;POS
competenze	kompetence	competenza	kompetence	N;FEM;PL	N;NOM;FEM;PL;POS
competenze	kompetence	competenza	kompetence	N;FEM;PL	N;NOM;FEM;PL;POS
competenze	dovednosti	competenza	dovednost	N;FEM;PL	N;NOM;FEM;PL;POS
competenze	kompetence	competenza	kompetence	N;FEM;PL	N;NOM;FEM;PL;POS
competenze	kompetence	competenza	kompetence	N;FEM;PL	N;NOM;FEM;PL;POS
competenze	pravomoci	competenza	pravomoc	N;FEM;PL	N;NOM;FEM;PL;POS
quartetto	kvartet	quartetto	kvartet	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
funzionario	úředník	funzionario	úředník	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
productions	productions	productions	productions	N;MASC	N;NOM;MASC;SG;POS
stadi	stadiony	stadio	stadión	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
stadi	fázích	stadio	fáze	N;MASC;PL	N;ESS;FEM;PL;POS
stadi	etapy	stadio	etapa	N;MASC;PL	N;NOM;FEM;PL;POS
stadi	stádia	stadio	stádium	N;MASC;PL	N;NOM;NEUT;PL;POS
stadi	stadia	stadio	stadium	N;MASC;PL	N;NOM;NEUT;PL;POS
prezzi	ceny	prezzo	cena	N;MASC;PL	N;NOM;FEM;PL;POS
prezzi	cen	prezzo	cena	N;MASC;PL	N;GEN;FEM;PL;POS
enzima	enzymu	enzima	enzym	N;MASC;SG	N;INAN;DAT;MASC;SG;POS
enzima	enzym	enzima	enzym	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
poetessa	básníka	poetessa	básník	N;FEM;SG	N;ANIM;ACC;MASC;SG;POS
poetessa	básník	poetessa	básník	N;FEM;SG	N;ANIM;NOM;MASC;SG;POS
coloniale	koloniální	coloniale	koloniální	ADJ;SG	ADJ;NOM;MASC;SG;POS
aviatore	letec	aviatore	letec	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
gang	gang	gang	gang	N	N;INAN;NOM;MASC;SG;POS
gang	gangy	gang	gang	N	N;INAN;NOM;MASC;PL;POS
lana	vlna	lana	vlna	N;FEM;SG	N;NOM;FEM;SG;POS
lana	vlnu	lana	vlna	N;FEM;SG	N;ACC;FEM;SG;POS
lana	lano	lana	lano	N;FEM;SG	N;NOM;NEUT;SG;POS
lana	laně	lana	lana	N;FEM;SG	N;DAT;FEM;SG;POS
disastro	pohroma	disastro	pohroma	N;MASC;SG	N;NOM;FEM;SG;POS
disastro	neštěstí	disastro	neštěstí	N;MASC;SG	N;NOM;NEUT;SG;POS
disastro	katastrofa	disastro	katastrofa	N;MASC;SG	N;NOM;FEM;SG;POS
costanzo	costanzo	costanzo	costanzo	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
testimoni	svědky	testimonio	svědek	N;MASC;PL	N;ANIM;INS;MASC;PL;POS
testimoni	svědci	testimonio	svědek	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
testimoni	svědkové	testimonio	svědek	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
coltivazione	pěstování	coltivazione	pěstování	N;FEM;SG	N;NOM;NEUT;SG;POS
quattordici	čtrnáct	quattordici	čtrnáct	NUM	NUM;NOM;SG
tronco	trup	tronco	trup	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
tronco	trupu	tronco	trup	N;MASC;SG	N;INAN;DAT;MASC;SG;POS
registri	registry	registro	registr	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
registri	registrů	registro	registr	N;MASC;PL	N;INAN;GEN;MASC;PL;POS
registri	registry	registro	registr	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
considerazioni	úvahy	considerazione	úvaha	N;FEM;PL	N;NOM;FEM;PL;POS
considerazioni	ohledy	considerazione	ohled	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
straordinario	neobyčejný	straordinario	obyčejný	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG;NEG
straordinario	mimořádná	straordinario	mimořádný	ADJ;MASC;SG	ADJ;NOM;FEM;SG;POS
camere	místnosti	camera	místnost	N;FEM;PL	N;NOM;FEM;PL;POS
camere	pokoje	camera	pokoj	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
vicinanza	blízkost	vicinanza	blízkost	N;FEM;SG	N;NOM;FEM;SG;POS
vicinanza	blízkost	vicinanza	blízkost	N;FEM;SG	N;NOM;FEM;SG;POS
archeologia	archeologie	archeologia	archeologie	N;FEM;SG	N;NOM;FEM;SG;POS
archeologia	archeologie	archeologia	archeologie	N;FEM;SG	N;NOM;FEM;SG;POS
cresta	hřeben	crestare	hřeben	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
apprezzato	ocenil	apprezzare	ocenit	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
solido	solidní	solido	solidní	ADJ;MASC;SG	ADJ;NOM;MASC;SG;POS
solido	pevná	solido	pevný	ADJ;MASC;SG	ADJ;NOM;FEM;SG;POS
solido	pevný	solido	pevný	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
straniera	cizinec	straniero	cizinec	N;FEM;SG	N;ANIM;NOM;MASC;SG;POS
muri	hradby	muro	hradba	N;MASC;PL	N;NOM;FEM;PL;POS
muri	stěny	muro	stěna	N;MASC;PL	N;NOM;FEM;PL;POS
muri	zdi	muro	zeď	N;MASC;PL	N;NOM;FEM;PL;POS
servito	sloužil	servire	sloužit	V;MASC;SG;PST;V.PTCP	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
apparente	zjevná	apparente	zjevný	ADJ;SG	ADJ;NOM;FEM;SG;POS
apparente	zjevné	apparente	zjevný	ADJ;SG	ADJ;NOM;NEUT;SG;POS
apparente	zřejmé	apparente	zřejmý	ADJ;SG	ADJ;NOM;NEUT;SG;POS
apparente	zřejmá	apparente	zřejmý	ADJ;SG	ADJ;NOM;FEM;SG;POS
randy	randyho	randy	randy	N	N;ANIM;GEN;MASC;SG;POS
controllato	zkontroloval	controllare	zkontrolovat	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
grammy	grammy	grammy	gramma	N;MASC	N;FEM;POS
grammy	grammy	grammy	gramma	N;MASC	N;FEM;POS
abbigliamento	oděv	abbigliamento	oděv	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
abbigliamento	oblečení	abbigliamento	oblečení	N;MASC;SG	N;NOM;NEUT;SG;POS
abbigliamento	oděv	abbigliamento	oděv	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
abbigliamento	oblečení	abbigliamento	oblečení	N;MASC;SG	N;NOM;NEUT;SG;POS
serpente	hada	serpente	had	N;MASC;SG	N;ANIM;ACC;MASC;SG;POS
serpente	had	serpente	had	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
serpente	had	serpente	had	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
felicità	spokojenost	felicità	spokojenost	N;FEM	N;NOM;FEM;SG;POS
felicità	štěstí	felicità	štěstí	N;FEM	N;NOM;NEUT;SG;POS
particolarità	zvláštnosti	particolarità	zvláštnost	N;FEM	N;NOM;FEM;PL;POS
particolarità	zvláštnosti	particolarità	zvláštnost	N;FEM	N;NOM;FEM;PL;POS
straordinaria	neobyčejný	straordinario	obyčejný	ADJ;FEM;SG	ADJ;INAN;NOM;MASC;SG;NEG
straordinaria	mimořádná	straordinario	mimořádný	ADJ;FEM;SG	ADJ;NOM;FEM;SG;POS
interessati	dotčené	interessato	dotčený	ADJ;MASC;PL	ADJ;NOM;MASC;PL;POS
peggio	hůř	peggio	špatně	ADV	ADV;CMPR;POS
cornice	rámec	cornice	rámec	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
cornice	rám	cornice	rám	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
cornice	rámeček	cornice	rámeček	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
vivente	žijící	vivente	žijící	ADJ;SG	ADJ;ANIM;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
capitan	kapitáne	capitano	kapitán	N;SG	N;ANIM;NOM;MASC;SG;POS
capitan	kapitán	capitano	kapitán	N;SG	N;ANIM;NOM;MASC;SG;POS
nona	devátý	nono	devátý	ADJ;FEM;SG	ADJ;ANIM;NOM;MASC;SG
nona	devátá	nono	devátý	ADJ;FEM;SG	ADJ;NOM;FEM;SG
nona	deváté	nono	devátý	ADJ;FEM;SG	ADJ;NOM;MASC;SG
lapide	náhrobek	lapide	náhrobek	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
lapide	náhrobek	lapide	náhrobek	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
lapide	náhrobek	lapide	náhrobek	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
hits	hity	hits	hit	N;MASC	N;INAN;NOM;MASC;PL;POS
sapienza	sapienza	sapienza	sapienza	N;FEM;SG	N;NOM;FEM;SG;POS
sapienza	moudrosti	sapienza	moudrost	N;FEM;SG	N;NOM;FEM;SG;POS
sapienza	moudrost	sapienza	moudrost	N;FEM;SG	N;NOM;FEM;SG;POS
offerto	nabídl	offrire	nabídnout	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
vampiro	upír	vampiro	upír	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
strisce	proužky	striscia	proužek	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
strisce	proužky	striscia	proužek	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
strisce	pruhy	striscia	pruh	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
maturità	splatnost	maturità	splatnost	N;FEM	N;NOM;FEM;SG;POS
maturità	splatnosti	maturità	splatnost	N;FEM	N;NOM;FEM;SG;POS
recitazione	herectví	recitazione	herectví	N;FEM;SG	N;NOM;NEUT;SG;POS
recitazione	hraní	recitazione	hraní	N;FEM;SG	N;NOM;NEUT;SG;POS
dottorato	doktorát	dottorare	doktorát	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
dottorato	doktorát	dottorare	doktorát	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
dottorato	phd	dottorare	phd	N;MASC;SG	N;NOM;MASC;SG;POS
miracolo	zázrak	miracolo	zázrak	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
corda	lano	corda	lano	N;FEM;SG	N;NOM;NEUT;SG;POS
corda	provaz	corda	provaz	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
corda	akord	corda	akord	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
ninja	ninja	ninja	ninja	N	N;NOM;MASC;SG;POS
triangolo	trojúhelník	triangolo	trojúhelník	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
annessione	anexe	annessione	anex	N;FEM;SG	N;NOM;FEM;SG;POS
gallerie	tunely	galleria	tunel	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
gallerie	tunelů	galleria	tunel	N;FEM;PL	N;INAN;GEN;MASC;PL;POS
cittadella	citadela	cittadella	citadet	N;FEM;SG	N;NOM;FEM;SG;POS
human	člověk	human	člověk	N	N;ANIM;NOM;MASC;SG;POS
vestiti	šaty	vestito	šat	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
vestiti	oděvy	vestito	oděv	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
trophy	trofej	trophy	trofej	N;MASC	N;NOM;FEM;SG;POS
carnevale	karneval	carnevale	karneval	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
impulso	tep	impulso	tep	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
impulso	impuls	impulso	impuls	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
impulso	puls	impulso	puls	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
impulso	pulz	impulso	puls	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
impulso	impuls	impulso	impuls	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
asiatico	asijský	asiatico	asijský	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
asiatico	asijská	asiatico	asijský	ADJ;MASC;SG	ADJ;NOM;FEM;SG;POS
eco	ozvěna	eco	ozvěna	N;FEM;SG	N;NOM;FEM;SG;POS
eco	echo	eco	echo	N;FEM;SG	N;NOM;NEUT;SG;POS
wikipediani	wikipedisté	wikipediani	wikipedista	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
ricognizione	průzkum	ricognizione	průzkum	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
mind	mysl	mind	mysl	N;MASC	N;NOM;FEM;SG;POS
lento	pomalá	lento	pomalý	ADJ;MASC;SG	ADJ;NOM;FEM;SG;POS
lento	pomalé	lento	pomalý	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;POS
lento	pomalý	lento	pomalý	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
illustratore	ilustrátor	illustratore	ilustrátor	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
venduta	prodal	vendere	prodat	V;FEM;SG;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
mars	marsu	mars	marsu	N	N;INAN;NOM;MASC;SG;POS
mars	mars	mars	mars	N	N;INAN;NOM;MASC;SG;POS
public	veřejnost	public	veřejnost	N	N;NOM;FEM;SG;POS
radiazione	radiace	radiazione	radiace	N;FEM;SG	N;NOM;FEM;SG;POS
radiazione	ozařování	radiazione	ozařování	N;FEM;SG	N;NOM;NEUT;SG;POS
radiazione	záření	radiazione	záření	N;FEM;SG	N;NOM;NEUT;SG;POS
vario	různorodé	vario	různorodý	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;POS
sopravvivenza	přežití	sopravvivenza	přežití	N;FEM;SG	N;NOM;NEUT;SG;POS
caratterizza	charakterizuje	caratterizzare	charakterizovat	V;IND;SG;3;PRS;FIN	V;IND;SG;3;POS;PRS;FIN;ACT
xavier	xavier	xavier	xavier	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
visitatori	návštěvy	visitatore	návštěva	N;MASC;PL	N;NOM;FEM;PL;POS
visitatori	návštěvníky	visitatore	návštěvník	N;MASC;PL	N;ANIM;ACC;MASC;PL;POS
visitatori	návštěvníci	visitatore	návštěvník	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
roberta	roberta	roberto	robert	N;FEM;SG	N;ANIM;ACC;MASC;SG;POS
saltare	skočit	saltare	skočit	V;NFIN	V;PFV;POS;NFIN
saltare	přeskočit	saltare	přeskočit	V;NFIN	V;PFV;POS;NFIN
laguna	laguna	laguna	laguna	N;FEM;SG	N;NOM;FEM;SG;POS
bizantini	byzantinci	bizantino	byzantinec	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
derek	dereka	derek	dereka	N;MASC;SG	N;ANIM;ACC;MASC;SG;POS
nestor	nestor	nestor	nestor	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
tullio	tullius	tullio	tullius	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
tullio	tullio	tullio	tullio	N;MASC;SG	N;NOM;MASC;SG;POS
galli	galové	galle	galový	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
galli	ptáky	galle	pták	N;MASC;PL	N;ANIM;ACC;MASC;PL;POS
galli	péra	galle	pero	N;MASC;PL	N;NOM;NEUT;PL;POS
atlantic	atlantik	atlantic	atlantik	N;MASC	N;INAN;NOM;MASC;SG;POS
nutre	krmí	nutrire	krmit	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
seguaci	následovníci	seguace	následovník	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
ricostruito	přestavěl	ricostruire	přestavět	V;MASC;SG;PST;V.PTCP	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
butler	komorník	butlere	komorník	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
butler	sluha	butlere	sluha	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
apostoli	posly	apostolo	posl	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
walt	walta	walt	walta	N;MASC;SG	N;ANIM;ACC;MASC;SG;POS
volti	tváře	volto	tvář	N;MASC;PL	N;NOM;FEM;PL;POS
volti	obličeje	volto	obličej	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
cooperazione	spolupráce	cooperazione	spolupráce	N;FEM;SG	N;NOM;FEM;SG;POS
cooperazione	spolupráci	cooperazione	spolupráce	N;FEM;SG	N;ACC;FEM;SG;POS
verlag	verlag	verlag	verlag	N;MASC	N;MASC;SG;POS
altamente	vysoce	altamente	vysoce	ADV	ADV
egiziano	egyptský	egiziare	egyptský	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
egiziano	egyptská	egiziare	egyptský	ADJ;MASC;SG	ADJ;NOM;FEM;SG;POS
armeno	arménské	armeno	arménský	ADJ;MASC;SG	ADJ;NOM;FEM;SG;POS
