che	那	che	那	DET	DET
ceramica	陶瓷	ceramica	陶瓷	N;FEM;SG	N
ceramica	陶瓷	ceramica	陶瓷	N;FEM;SG	N
gravità	地心	gravità	地心	N;FEM	N
gravità	引力	gravità	引力	N;FEM	N
gravità	重力	gravità	重力	N;FEM	N
vocali	聲樂	vocale	聲樂	N;FEM;PL	N
vocali	母音	vocale	母音	N;FEM;PL	N
legend	傳奇	legend	傳奇	N	N
hit	命中	hit	命中	N;FEM	N
hit	命中	hit	命中	N;FEM	N
partigiani	黨派	partigiano	黨派	N;MASC;PL	N
partigiani	游擊	partigiano	游擊	N;MASC;PL	N
collaboratore	同事	collaboratore	同事	N;MASC;SG	N
memorial	紀念	memorial	紀念	N;MASC;SG	N
tifosi	粉絲	tifoso	粉絲	N;MASC;PL	N
tessuti	組織	tessuto	組織	N;MASC;PL	N
tessuti	紙巾	tessuto	紙巾	N;MASC;PL	N
tessuti	布料	tessuto	布料	N;MASC;PL	N
tessuti	織物	tessuto	織物	N;MASC;PL	N
tessuti	布料	tessuto	布料	N;MASC;PL	N
tessuti	纖維	tessuto	纖維	N;MASC;PL	N
tessuti	織物	tessuto	織物	N;MASC;PL	N
incrociatore	巡洋	incrociatore	巡洋	N;MASC;SG	N
duello	決鬥	duello	決鬥	N;MASC;SG	N
duello	決戰	duello	決戰	N;MASC;SG	N
leggeri	輕量	leggero	輕量	ADJ;MASC;PL	ADJ
local	當地	local	當地	N	N
local	局部	local	局部	N	N
local	本地	local	本地	N	N
carbone	煤礦	carbone	煤礦	N;MASC;SG	N
carbone	煤炭	carbone	煤炭	N;MASC;SG	N
carbone	煤	carbone	煤	N;MASC;SG	N
carbone	炭	carbone	炭	N;MASC;SG	N
carbone	木炭	carbone	木炭	N;MASC;SG	N
carbone	碳	carbone	碳	N;MASC;SG	N
carbone	炭	carbone	炭	N;MASC;SG	N
credito	信用	credito	信用	N;MASC;SG	N
credito	信貸	credito	信貸	N;MASC;SG	N
famose	著名	famoso	著名	ADJ;FEM;PL	ADJ
comunisti	共產	comunista	共產	N;MASC;PL	N
organismi	生物	organismo	生物	N;MASC;PL	N
hell	地獄	hell	地獄	N	N
kiss	吻	kiss	吻	N	N
kiss	親	kiss	親	N	N
kiss	親親	kiss	親親	N	N
kiss	親吻	kiss	親吻	N	N
topolino	滑鼠	topolino	滑鼠	N;MASC;SG	N
topolino	鼠	topolino	鼠	N;MASC;SG	N
crimine	犯罪	crimine	犯罪	N;MASC;SG	N
ispirata	啟發	ispirare	啟發	V;FEM;SG;PST;V.PTCP	V
empire	帝國	empire	帝國	N;SG	N
teatri	劇院	teatro	劇院	N;MASC;PL	N
teatri	戲院	teatro	戲院	N;MASC;PL	N
taglia	大小	taglia	大小	N;FEM;SG	N
taglia	體積	taglia	體積	N;FEM;SG	N
taglia	尺寸	taglia	尺寸	N;FEM;SG	N
orange	橙	orangia	橙	N;FEM;SG	N
orange	橘色	orangia	橘色	N;FEM;SG	N
orange	橘子	orangia	橘子	N;FEM;SG	N
orange	橙	orangia	橙	N;FEM;SG	N
orange	橘	orangia	橘	N;FEM;SG	N
intensa	激烈	intenso	激烈	ADJ;FEM;SG	ADJ
laser	雷射	laser	雷射	N;MASC	N
laser	鐳	laser	鐳	N;MASC	N
laser	鐳	laser	鐳	N;MASC	N
allenamento	鍛鍊	allenamento	鍛鍊	N;MASC;SG	N
allenamento	健身	allenamento	健身	N;MASC;SG	N
allenamento	實踐	allenamento	實踐	N;MASC;SG	N
ritratti	肖像	ritratto	肖像	N;MASC;PL	N
ritratti	畫像	ritratto	畫像	N;MASC;PL	N
ritratti	肖像	ritratto	肖像	N;MASC;PL	N
divenire	成	divenire	成	V;NFIN	V
ristorante	飯店	ristorante	飯店	N;MASC;SG	N
ristorante	餐廳	ristorante	餐廳	N;MASC;SG	N
ristorante	餐館	ristorante	餐館	N;MASC;SG	N
marchi	品牌	marchio	品牌	N;MASC;PL	N
marchi	商標	marchio	商標	N;MASC;PL	N
marchi	標記	marchio	標記	N;MASC;PL	N
borghese	中產	borghese	中產	N;MASC;SG	N
borghese	資產	borghese	資產	N;MASC;SG	N
channel	頻道	channel	頻道	N;MASC	N
channel	海峽	channel	海峽	N;MASC	N
channel	通道	channel	通道	N;MASC	N
polemiche	爭議	polemica	爭議	N;FEM;PL	N
polemiche	爭議	polemica	爭議	N;FEM;PL	N
antologia	詩選	antologia	詩選	N;FEM;SG	N
ritardo	晚	ritardo	晚	N;MASC;SG	N
cancro	癌症	cancro	癌症	N;MASC;SG	N
cancro	癌	cancro	癌	N;MASC;SG	N
bande	樂隊	banda	樂隊	N;FEM;PL	N
bande	黑幫	banda	黑幫	N;FEM;PL	N
bande	幫派	banda	幫派	N;FEM;PL	N
perfetta	完美	perfetto	完美	ADJ;FEM;SG	ADJ
perfetta	完美	perfetto	完美	ADJ;FEM;SG	ADJ
autrice	作者	autore	作者	N;FEM;SG	N
prete	祭司	prete	祭司	N;MASC;SG	N
cadavere	屍	cadavere	屍	N;MASC;SG	N
periferia	郊區	periferia	郊區	N;FEM;SG	N
periferia	郊區	periferia	郊區	N;FEM;SG	N
periferia	郊外	periferia	郊外	N;FEM;SG	N
periferia	郊區	periferia	郊區	N;FEM;SG	N
cranio	骷髏	cranio	骷髏	N;MASC;SG	N
cranio	頭顱	cranio	頭顱	N;MASC;SG	N
cranio	頭骨	cranio	頭骨	N;MASC;SG	N
catturare	擷取	catturare	擷取	V;NFIN	V
catturare	捕捉	catturare	捕捉	V;NFIN	V
catturare	捕獲	catturare	捕獲	V;NFIN	V
catturare	捕捉	catturare	捕捉	V;NFIN	V
catturare	捕獲	catturare	捕獲	V;NFIN	V
strati	層層	strato	層層	N;MASC;PL	N
strati	層	strato	層	N;MASC;PL	N
strati	各層	strato	各層	N;MASC;PL	N
strati	層次	strato	層次	N;MASC;PL	N
strati	層	strato	層	N;MASC;PL	N
strati	階層	strato	階層	N;MASC;PL	N
strati	地層	strato	地層	N;MASC;PL	N
campana	鐘	campana	鐘	N;FEM;SG	N
campana	鈴	campana	鈴	N;FEM;SG	N
tombe	墳	tomba	墳	N;FEM;PL	N
tombe	墓穴	tomba	墓穴	N;FEM;PL	N
tombe	墓葬	tomba	墓葬	N;FEM;PL	N
studia	研究	studiare	研究	V;IND;SG;3;PRS;FIN	V
studia	學習	studiare	學習	V;IND;SG;3;PRS;FIN	V
gambe	腿	gamba	腿	N;FEM;PL	N
puro	純潔	puro	純潔	ADJ;MASC;SG	ADJ
miles	英里	miles	英里	N	N
anziani	老年	anziano	老年	N;MASC;PL	N
anziani	長者	anziano	長者	N;MASC;PL	N
anziani	老人	anziano	老人	N;MASC;PL	N
anziani	老年	anziano	老年	N;MASC;PL	N
predecessore	前身	predecessore	前身	N;MASC;SG	N
canne	蘆葦	canne	蘆葦	N;FEM;PL	N
full	飽	full	飽	N	N
full	完整	full	完整	N	N
efficacia	成效	efficacia	成效	N;FEM;SG	N
efficacia	有效性	efficacia	有效性	N;FEM;SG	N
efficacia	效能	efficacia	效能	N;FEM;SG	N
efficacia	功效	efficacia	功效	N;FEM;SG	N
spot	斑點	spot	斑點	N;MASC	N
batterie	電池	batteria	電池	N;FEM;PL	N
batterie	電量	batteria	電量	N;FEM;PL	N
batterie	電池	batteria	電池	N;FEM;PL	N
collezioni	收藏	collezione	收藏	N;FEM;PL	N
manoscritto	手稿	manoscritto	手稿	N;MASC;SG	N
manoscritto	稿子	manoscritto	稿子	N;MASC;SG	N
armatura	盔甲	armatura	盔甲	N;FEM;SG	N
armatura	裝甲	armatura	裝甲	N;FEM;SG	N
armatura	盔甲	armatura	盔甲	N;FEM;SG	N
armatura	裝甲	armatura	裝甲	N;FEM;SG	N
buio	黑	buio	黑	N;MASC;SG	N
buio	暗	buio	暗	N;MASC;SG	N
buio	黑暗	buio	黑暗	N;MASC;SG	N
buio	黑暗	buio	黑暗	N;MASC;SG	N
dono	禮物	dono	禮物	N;MASC;SG	N
dono	禮品	dono	禮品	N;MASC;SG	N
dono	天賦	dono	天賦	N;MASC;SG	N
statistica	統計	statistica	統計	N;FEM;SG	N
prestigio	威信	prestigio	威信	N;MASC;SG	N
prestigio	聲望	prestigio	聲望	N;MASC;SG	N
munizioni	彈藥	munizione	彈藥	N;FEM;PL	N
munizioni	彈藥	munizione	彈藥	N;FEM;PL	N
trionfo	勝利	trionfo	勝利	N;MASC;SG	N
lettori	讀者	lettore	讀者	N;MASC;PL	N
lettori	讀者	lettore	讀者	N;MASC;PL	N
lettori	讀者	lettore	讀者	N;MASC;PL	N
approvato	核定	approvare	核定	V;MASC;SG;PST;V.PTCP	V
approvato	核准	approvare	核准	V;MASC;SG;PST;V.PTCP	V
approvato	批准	approvare	批准	V;MASC;SG;PST;V.PTCP	V
industrie	工業	industria	工業	N;FEM;PL	N
industrie	產業	industria	產業	N;FEM;PL	N
industrie	行業	industria	行業	N;FEM;PL	N
gemelli	孿生	gemello	孿生	N;MASC;PL	N
invitato	邀請	invitare	邀請	V;MASC;SG;PST;V.PTCP	V
invitato	受邀	invitare	受邀	V;MASC;SG;PST;V.PTCP	V
pareri	意見	parere	意見	N;MASC;PL	N
lane	巷	lana	巷	N;FEM;SG	N
lane	車道	lana	車道	N;FEM;SG	N
servire	服務	servire	服務	V;NFIN	V
servire	發球	servire	發球	V;NFIN	V
ampliato	擴大	ampliare	擴大	V;MASC;SG;PST;V.PTCP	V
temporaneamente	暫時	temporaneamente	暫時	ADV	ADV
grassi	肥	grasso	肥	N;MASC;PL	N
grassi	脂	grasso	脂	N;MASC;PL	N
grassi	胖	grasso	胖	N;MASC;PL	N
marziali	武術	marziale	武術	N;MASC;PL	N
sopravvissuti	幸存	sopravvivere	幸存	V;MASC;PL;PST;V.PTCP	V
depressione	抑鬱	depressione	抑鬱	N;FEM;SG	N
depressione	沮喪	depressione	沮喪	N;FEM;SG	N
spessore	厚度	spessore	厚度	N;MASC;SG	N
petto	胸	petto	胸	N;MASC;SG	N
petto	胸部	petto	胸部	N;MASC;SG	N
petto	胸膛	petto	胸膛	N;MASC;SG	N
petto	胸口	petto	胸口	N;MASC;SG	N
petto	胸	petto	胸	N;MASC;SG	N
petto	胸部	petto	胸部	N;MASC;SG	N
petto	乳房	petto	乳房	N;MASC;SG	N
descrivere	描述	descrivere	描述	V;NFIN	V
devil	魔鬼	devil	魔鬼	N	N
terrestri	陸地	terrestre	陸地	N;MASC;PL	N
biografie	傳記	biografia	傳記	N;FEM;PL	N
biografie	傳記	biografia	傳記	N;FEM;PL	N
biografie	自傳	biografia	自傳	N;FEM;PL	N
pavimento	下限	pavimento	下限	N;MASC;SG	N
pavimento	地板	pavimento	地板	N;MASC;SG	N
zucchero	食糖	zucchero	食糖	N;MASC;SG	N
zucchero	糖業	zucchero	糖業	N;MASC;SG	N
zucchero	糖	zucchero	糖	N;MASC;SG	N
funzionalità	功能	funzionalità	功能	N;FEM	N
clero	神職	clero	神職	N;MASC;SG	N
ordinario	普通	ordinario	普通	ADJ;MASC;SG	ADJ
soci	夥伴	socio	夥伴	N;MASC;PL	N
hugh	休	hugh	休	N	N
manovra	機動	manovra	機動	N;FEM;SG	N
manovra	機動	manovra	機動	N;FEM;SG	N
variazione	變異	variazione	變異	N;FEM;SG	N
archivi	檔案	archivio	檔案	N;MASC;PL	N
pirati	海盜	pirata	海盜	N;MASC;PL	N
toro	牛	toro	牛	N;MASC;SG	N
toro	公牛	toro	公牛	N;MASC;SG	N
eletti	當選	eleggere	當選	V;MASC;PL;PST;V.PTCP	V
superman	超人	supermano	超人	N;MASC;SG	N
modern	現代	modern	現代	N	N
modern	近代	modern	近代	N	N
modern	現代	modern	現代	N	N
mass	質量	mass	質量	N	N
mass	彌撒	mass	彌撒	N	N
percentuali	百分	percentuale	百分	N;MASC;PL	N
ferite	傷口	ferita	傷口	N;FEM;PL	N
realizzando	實現	realizzare	實現	V;V.MSDR	V
alluminio	鋁	alluminio	鋁	N;MASC;SG	N
alluminio	鋁	alluminio	鋁	N;MASC;SG	N
vendere	賣	vendere	賣	V;NFIN	V
vendere	出售	vendere	出售	V;NFIN	V
vendere	銷售	vendere	銷售	V;NFIN	V
vendere	賣	vendere	賣	V;NFIN	V
corno	牛角	corno	牛角	N;MASC;SG	N
corno	喇叭	corno	喇叭	N;MASC;SG	N
corno	號角	corno	號角	N;MASC;SG	N
piatti	菜	piatto	菜	N;MASC;PL	N
canti	唱	canto	唱	N;MASC;PL	N
canti	唱歌	canto	唱歌	N;MASC;PL	N
canti	歌唱	canto	歌唱	N;MASC;PL	N
canti	歌曲	canto	歌曲	N;MASC;PL	N
canti	歌	canto	歌	N;MASC;PL	N
intellettuali	智力	intellettuale	智力	N;PL	N
bersaglio	目標	bersaglio	目標	N;MASC;SG	N
manifesto	海報	manifesto	海報	N;MASC;SG	N
manifesto	宣言	manifesto	宣言	N;MASC;SG	N
fedeltà	忠心	fedeltà	忠心	N;FEM	N
fedeltà	忠誠	fedeltà	忠誠	N;FEM	N
raw	原始	raw	原始	N;MASC	N
raw	生	raw	生	N;MASC	N
perfino	甚至	perfino	甚至	ADV	ADV
interfaccia	介面	interfaccia	介面	N;FEM;SG	N
finanziaria	財務	finanziaria	財務	N;FEM;SG	N
finanziaria	金融	finanziaria	金融	N;FEM;SG	N
terrore	恐	terrore	恐	N;MASC;SG	N
terrore	恐怖	terrore	恐怖	N;MASC;SG	N
martiri	烈士	martire	烈士	N;MASC;PL	N
separati	分居	separare	分居	V;MASC;PL;PST;V.PTCP	V
separati	分離	separare	分離	V;MASC;PL;PST;V.PTCP	V
parità	平等	parità	平等	N;FEM	N
magico	神奇	magico	神奇	ADJ;MASC;SG	ADJ
magico	神奇	magico	神奇	ADJ;MASC;SG	ADJ
spalla	肩	spalla	肩	N;FEM;SG	N
spalla	肩膀	spalla	肩膀	N;FEM;SG	N
getto	噴氣	getto	噴氣	N;MASC;SG	N
giocate	玩	giocare	玩	V;FEM;PL;PST;V.PTCP	V
giocate	播放	giocare	播放	V;FEM;PL;PST;V.PTCP	V
call	電話	call	電話	N	N
call	通話	call	通話	N	N
geometria	幾何	geometria	幾何	N;FEM;SG	N
giganti	巨人	gigante	巨人	N;MASC;PL	N
giganti	巨人	gigante	巨人	N;MASC;PL	N
giganti	巨型	gigante	巨型	N;MASC;PL	N
zia	姑姑	zio	姑姑	N;FEM;SG	N
zia	姨媽	zio	姨媽	N;FEM;SG	N
zia	姑姑	zio	姑姑	N;FEM;SG	N
zia	姨媽	zio	姨媽	N;FEM;SG	N
happy	開心	happy	開心	N	N
happy	快樂	happy	快樂	N	N
happy	幸福	happy	幸福	N	N
minerali	礦石	minerale	礦石	N;MASC;PL	N
minerali	礦	minerale	礦	N;MASC;PL	N
minerali	礦物	minerale	礦物	N;MASC;PL	N
minerali	礦	minerale	礦	N;MASC;PL	N
minerali	礦石	minerale	礦石	N;MASC;PL	N
minerali	礦	minerale	礦	N;MASC;PL	N
minerali	礦物	minerale	礦物	N;MASC;PL	N
minerali	礦	minerale	礦	N;MASC;PL	N
bmw	寶馬	bmw	寶馬	N	N
campionessa	冠軍	campione	冠軍	N;FEM;SG	N
monarchia	君主	monarchia	君主	N;FEM;SG	N
monarchia	君主	monarchia	君主	N;FEM;SG	N
monarchia	君主	monarchia	君主	N;FEM;SG	N
applicata	套用	applicare	套用	V;FEM;SG;PST;V.PTCP	V
collaboratori	同事	collaboratore	同事	N;MASC;PL	N
esposti	曝光	esporre	曝光	V;MASC;PL;PST;V.PTCP	V
colli	丘陵	collo	丘陵	N;MASC;PL	N
grotte	洞穴	grotta	洞穴	N;FEM;PL	N
grotte	山洞	grotta	山洞	N;FEM;PL	N
abiti	服裝	abito	服裝	N;MASC;PL	N
abiti	衣物	abito	衣物	N;MASC;PL	N
abiti	衣服	abito	衣服	N;MASC;PL	N
assi	王牌	assi	王牌	N;MASC;PL	N
assi	軸	assi	軸	N;MASC;PL	N
assi	軸心	assi	軸心	N;MASC;PL	N
assi	斧子	assi	斧子	N;MASC;PL	N
ostilità	敵意	ostilità	敵意	N;FEM	N
ostilità	敵視	ostilità	敵視	N;FEM	N
compleanno	生日	compleanno	生日	N;MASC;SG	N
severo	嚴重	severo	嚴重	ADJ;MASC;SG	ADJ
governi	政府	governo	政府	N;MASC;PL	N
pallone	燒瓶	pallone	燒瓶	N;MASC;SG	N
pallone	氣球	pallone	氣球	N;MASC;SG	N
pallone	球	pallone	球	N;MASC;SG	N
adatta	合適	adattare	合適	ADJ;FEM;SG	ADJ
cristallo	水晶	cristallo	水晶	N;MASC;SG	N
cristallo	晶體	cristallo	晶體	N;MASC;SG	N
secco	乾	secco	乾	N;MASC;SG	N
crollo	折疊	crollo	折疊	N;MASC;SG	N
crollo	倒塌	crollo	倒塌	N;MASC;SG	N
body	屍體	body	屍體	N	N
body	體	body	體	N	N
body	身體	body	身體	N	N
affetto	親情	affetto	親情	N;MASC;SG	N
picco	峰峰	picco	峰峰	N;MASC;SG	N
picco	山頂	picco	山頂	N;MASC;SG	N
negozi	店鋪	negozio	店鋪	N;MASC;PL	N
negozi	商店	negozio	商店	N;MASC;PL	N
retro	復古	retro	復古	N;MASC;SG	N
naso	鼻	naso	鼻	N;MASC;SG	N
naso	鼻子	naso	鼻子	N;MASC;SG	N
peste	鼠疫	peste	鼠疫	N;FEM;SG	N
peste	瘟疫	peste	瘟疫	N;FEM;SG	N
ghost	鬼	ghost	鬼	N	N
ghost	鬼	ghost	鬼	N	N
ghost	幽靈	ghost	幽靈	N	N
razze	種族	razza	種族	N;FEM;PL	N
razze	品種	razza	品種	N;FEM;PL	N
formando	形成	formare	形成	V;V.MSDR	V
hunt	獵	hunt	獵	N	N
testimone	證人	testimone	證人	N;MASC;SG	N
mercati	市場	mercato	市場	N;MASC;PL	N
sposare	嫁	sposare	嫁	V;NFIN	V
scrivi	撰寫	scrivere	撰寫	V;IMP;SG;2;PRS;FIN	V
scrivi	寫	scrivere	寫	V;IMP;SG;2;PRS;FIN	V
scrivi	寫信	scrivere	寫信	V;IMP;SG;2;PRS;FIN	V
scrivi	寫入	scrivere	寫入	V;IMP;SG;2;PRS;FIN	V
reed	簧片	reed	簧片	N;MASC	N
rivalità	競爭	rivalità	競爭	N;FEM	N
sequel	續集	sequel	續集	N;MASC	N
sequel	續集	sequel	續集	N;MASC	N
pellicole	影片	pellicolo	影片	N;FEM;PL	N
pellicole	電影	pellicolo	電影	N;FEM;PL	N
pellicole	膠片	pellicolo	膠片	N;FEM;PL	N
pellicole	影片	pellicolo	影片	N;FEM;PL	N
reality	現實	reality	現實	N;MASC	N
cantato	成	cantare	成	V;MASC;SG;PST;V.PTCP	V
freccia	箭頭	freccia	箭頭	N;FEM;SG	N
freccia	箭號	freccia	箭號	N;FEM;SG	N
freccia	箭	freccia	箭	N;FEM;SG	N
folla	人群	folla	人群	N;FEM;SG	N
folla	人群	folla	人群	N;FEM;SG	N
folla	群眾	folla	群眾	N;FEM;SG	N
uniforme	均勻	uniforme	均勻	ADJ;SG	ADJ
ribellione	叛亂	ribellione	叛亂	N;FEM;SG	N
ribellione	叛逆	ribellione	叛逆	N;FEM;SG	N
concesse	准予	concedere	准予	V;IND;PL;3;PST;FIN	V
impressione	印象	impressione	印象	N;FEM;SG	N
cavo	纜繩	cavo	纜繩	N;MASC;SG	N
cavo	電纜	cavo	電纜	N;MASC;SG	N
separata	分居	separare	分居	V;FEM;SG;PST;V.PTCP	V
separata	分離	separare	分離	V;FEM;SG;PST;V.PTCP	V
invita	邀請	invitare	邀請	V;IND;SG;3;PRS;FIN	V
invita	邀請	invitare	邀請	V;IND;SG;3;PRS;FIN	V
omicidi	凶	omicidio	凶	N;MASC;PL	N
omicidi	凶	omicidio	凶	N;MASC;PL	N
diga	壩	diga	壩	N;FEM;SG	N
diga	水電	diga	水電	N;FEM;SG	N
diga	水庫	diga	水庫	N;FEM;SG	N
diga	大壩	diga	大壩	N;FEM;SG	N
diga	水壩	diga	水壩	N;FEM;SG	N
reato	重罪	reato	重罪	N;MASC;SG	N
reato	犯罪	reato	犯罪	N;MASC;SG	N
trasformare	轉換	trasformare	轉換	V;NFIN	V
trasformare	變換	trasformare	變換	V;NFIN	V
trasformare	轉變	trasformare	轉變	V;NFIN	V
trasformare	變形	trasformare	變形	V;NFIN	V
vertice	頂點	vertice	頂點	N;MASC;SG	N
narrativa	虛構	narrativa	虛構	N;FEM;SG	N
narrativa	小說	narrativa	小說	N;FEM;SG	N
procuratore	檢察	procuratore	檢察	N;MASC;SG	N
verbo	動詞	verbo	動詞	N;MASC;SG	N
distribuita	分布	distribuire	分布	V;FEM;SG;PST;V.PTCP	V
leva	槓桿	leva	槓桿	N;FEM;SG	N
leva	籌碼	leva	籌碼	N;FEM;SG	N
leva	槓桿	leva	槓桿	N;FEM;SG	N
macchia	污點	macchia	污點	N;FEM;SG	N
macchia	模糊	macchia	模糊	N;FEM;SG	N
intenzioni	意圖	intenzione	意圖	N;FEM;PL	N
intenzioni	意向	intenzione	意向	N;FEM;PL	N
intenzioni	意圖	intenzione	意圖	N;FEM;PL	N
intenzioni	意向	intenzione	意向	N;FEM;PL	N
liberato	解放	liberare	解放	V;MASC;SG;PST;V.PTCP	V
guardare	觀看	guardare	觀看	V;NFIN	V
guardare	觀看	guardare	觀看	V;NFIN	V
rivali	對手	rivale	對手	N;PL	N
rivali	對手	rivale	對手	N;PL	N
manoscritti	手稿	manoscrivere	手稿	N;MASC;PL	N
manoscritti	手稿	manoscrivere	手稿	N;MASC;PL	N
manoscritti	稿子	manoscrivere	稿子	N;MASC;PL	N
folk	民謠	folk	民謠	N;MASC	N
folk	民間	folk	民間	N;MASC	N
folk	民俗	folk	民俗	N;MASC	N
tubo	管道	tubo	管道	N;MASC;SG	N
tubo	管子	tubo	管子	N;MASC;SG	N
tubo	管子	tubo	管子	N;MASC;SG	N
soffitto	天花	soffitto	天花	N;MASC;SG	N
soffitto	上限	soffitto	上限	N;MASC;SG	N
fisici	物理	fisico	物理	N;MASC;PL	N
recensioni	審查	recensione	審查	N;FEM;PL	N
arrivata	抵達	arrivare	抵達	V;FEM;SG;PST;V.PTCP	V
arrivata	到	arrivare	到	V;FEM;SG;PST;V.PTCP	V
vangelo	福音	vangelo	福音	N;MASC;SG	N
imperatrice	皇后	imperatore	皇后	N;FEM;SG	N
intervallo	山脈	intervallo	山脈	N;MASC;SG	N
intervallo	範圍	intervallo	範圍	N;MASC;SG	N
intervallo	射程	intervallo	射程	N;MASC;SG	N
intervallo	區間	intervallo	區間	N;MASC;SG	N
intervallo	間歇	intervallo	間歇	N;MASC;SG	N
intervallo	間	intervallo	間	N;MASC;SG	N
pericoloso	危險	pericoloso	危險	ADJ;MASC;SG	ADJ
crociera	巡航	crociera	巡航	N;FEM;SG	N
crociera	巡航	crociera	巡航	N;FEM;SG	N
crociera	郵輪	crociera	郵輪	N;FEM;SG	N
sonic	音波	sonic	音波	N	N
sonic	音速	sonic	音速	N	N
pura	純潔	puro	純潔	ADJ;FEM;SG	ADJ
correre	跑步	correre	跑步	V;NFIN	V
correre	運行	correre	運行	V;NFIN	V
beat	節拍	beat	節拍	N;MASC	N
sprint	衝刺	sprint	衝刺	N;MASC	N
liberty	自由	liberty	自由	N;MASC	N
demoni	妖	demone	妖	N;MASC;PL	N
corde	弦	cordo	弦	N;FEM;PL	N
cellula	細胞	cellula	細胞	N;FEM;SG	N
cellula	牢房	cellula	牢房	N;FEM;SG	N
presidenti	總統	presidente	總統	N;MASC;PL	N
presidenti	主席	presidente	主席	N;MASC;PL	N
mine	地雷	mina	地雷	N;FEM;PL	N
mine	礦山	mina	礦山	N;FEM;PL	N
carità	慈善	carità	慈善	N;FEM	N
leggende	傳奇	leggenda	傳奇	N;FEM;PL	N
leggende	傳奇	leggenda	傳奇	N;FEM;PL	N
molecole	分子	molecola	分子	N;FEM;PL	N
molecole	分子	molecola	分子	N;FEM;PL	N
sacrificio	犧牲	sacrificio	犧牲	N;MASC;SG	N
sospetto	嫌犯	sospetto	嫌犯	N;MASC;SG	N
sospetto	嫌疑	sospetto	嫌疑	N;MASC;SG	N
terminale	終點	terminale	終點	N;MASC;SG	N
terminale	終端	terminale	終端	N;MASC;SG	N
terminale	終端	terminale	終端	N;MASC;SG	N
benzina	汽油	benzina	汽油	N;FEM;SG	N
benzina	汽油	benzina	汽油	N;FEM;SG	N
zar	沙皇	zar	沙皇	N;MASC;SG	N
reggente	攝政	reggente	攝政	N;SG	N
rispettare	尊敬	rispettare	尊敬	V;NFIN	V
fatica	辛勞	fatica	辛勞	N;FEM;SG	N
fatica	疲勞	fatica	疲勞	N;FEM;SG	N
generazioni	世代	generazione	世代	N;FEM;PL	N
derivati	衍生	derivare	衍生	V;MASC;PL;PST;V.PTCP	V
derivati	衍生	derivare	衍生	V;MASC;PL;PST;V.PTCP	V
consentito	允許	consentire	允許	V;MASC;SG;PST;V.PTCP	V
consentito	獲准	consentire	獲准	V;MASC;SG;PST;V.PTCP	V
consentito	允許	consentire	允許	V;MASC;SG;PST;V.PTCP	V
seggi	席位	seggio	席位	N;MASC;PL	N
seggi	座位	seggio	座位	N;MASC;PL	N
apostolo	使徒	apostolo	使徒	N;MASC;SG	N
fischio	口	fischio	口	N;MASC;SG	N
contee	各州	contea	各州	N;FEM;PL	N
contee	各縣	contea	各縣	N;FEM;PL	N
gestore	經理	gestore	經理	N;MASC;SG	N
gestore	經理	gestore	經理	N;MASC;SG	N
indie	獨立	india	獨立	N;FEM;PL	N
suite	套房	suite	套房	N;FEM	N
suite	套房	suite	套房	N;FEM	N
qualifica	資格	qualifica	資格	N;FEM;SG	N
lino	亞麻	lino	亞麻	N;MASC;SG	N
ira	怒	ira	怒	N;FEM;SG	N
conduzione	傳導	conduzione	傳導	N;FEM;SG	N
conduzione	行為	conduzione	行為	N;FEM;SG	N
enormi	巨大	enorme	巨大	ADJ;PL	ADJ
efficienza	效率	efficienza	效率	N;FEM;SG	N
nodo	節點	nodo	節點	N;MASC;SG	N
heaven	天國	heaven	天國	N	N
heaven	天堂	heaven	天堂	N	N
unire	合併	unire	合併	V;NFIN	V
ostacoli	壁壘	ostacolo	壁壘	N;MASC;PL	N
ostacoli	屏障	ostacolo	屏障	N;MASC;PL	N
ostacoli	障礙	ostacolo	障礙	N;MASC;PL	N
ostacoli	障礙	ostacolo	障礙	N;MASC;PL	N
ostacoli	障礙	ostacolo	障礙	N;MASC;PL	N
sinfonia	交響	sinfonia	交響	N;FEM;SG	N
sinfonia	交響	sinfonia	交響	N;FEM;SG	N
pasta	麵食	pasta	麵食	N;FEM;SG	N
fall	秋季	fall	秋季	N	N
fall	秋天	fall	秋天	N	N
leoni	獅子	leone	獅子	N;MASC;PL	N
convegno	會議	convegno	會議	N;MASC;SG	N
centimetri	釐米	centimetro	釐米	N;MASC;PL	N
centimetri	英吋	centimetro	英吋	N;MASC;PL	N
ginnastica	體操	ginnastica	體操	N;FEM;SG	N
ginnastica	體操	ginnastica	體操	N;FEM;SG	N
amanti	戀人	amante	戀人	N;PL	N
amanti	愛人	amante	愛人	N;PL	N
amanti	情侶	amante	情侶	N;PL	N
amanti	情人	amante	情人	N;PL	N
odore	味道	odore	味道	N;MASC;SG	N
marca	品牌	marca	品牌	N;FEM;SG	N
frutta	果實	frutta	果實	N;FEM;SG	N
frutta	水果	frutta	水果	N;FEM;SG	N
frutta	果	frutta	果	N;FEM;SG	N
frutta	果實	frutta	果實	N;FEM;SG	N
frutta	水果	frutta	水果	N;FEM;SG	N
gradualmente	逐漸	gradualmente	逐漸	ADV	ADV
crimini	罪行	crimine	罪行	N;MASC;PL	N
crimini	犯罪	crimine	犯罪	N;MASC;PL	N
crimini	犯罪	crimine	犯罪	N;MASC;PL	N
