met	مع	met	مَعَ	ADP	ADP;ACC
bote	قوارب	bote	قَارِب	N;PL	N;NOM;INDF;PL
gedetailleerde	مفصل	detailleer	مُفَصَّل	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
rotasie	الدوران	rotasie	دَوَرَان	N;SG	N;NOM;DEF;SG
rotasie	تناوب	rotasie	تَنَاوُب	N;SG	N;NOM;INDF;SG
rotasie	دوران	rotasie	دَوَرَان	N;SG	N;NOM;INDF;SG
rotasie	التناوب	rotasie	تَنَاوُب	N;SG	N;NOM;DEF;SG
vulkane	البراكين	vulkane	البراكين	N;PL	N;NOM;DEF;PL
markplein	سوق	markplein	سُوق	N;SG	N;NOM;INDF;SG
markplein	السوق	markplein	سُوق	N;SG	N;NOM;DEF;SG
markplein	سوق	markplein	سُوق	N;SG	N;NOM;INDF;SG
markplein	السوق	markplein	سُوق	N;SG	N;NOM;DEF;SG
gedeeltelike	جزئي	gedeeltelik	جُزئِيّ	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
gedeeltelike	جزئية	gedeeltelik	جُزئِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
seël	الختم	seël	خِتمَة	N;SG	N;NOM;DEF;SG
geantwoord	ردت	geantwoord	رَدّ	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
besoedeling	التلوث	besoedeling	تَلَوُّث	N;SG	N;NOM;DEF;SG
besoedeling	تلوث	besoedeling	تَلَوُّث	N;SG	N;NOM;INDF;SG
bewerings	الادعاءات	bewering	إِدعَاء	N;PL	N;NOM;DEF;PL
bewerings	ادعاءات	bewering	اِدِّعَاء	N;PL	N;NOM;INDF;PL
bewerings	المزاعم	bewering	مَزعَمَة	N;PL	N;NOM;DEF;PL
bewerings	مزاعم	bewering	مَزعَمَة	N;PL	N;NOM;INDF;PL
groottes	احجام	grootte	حَجم	N;PL	N;NOM;INDF;PL
groottes	القياسات	grootte	قِيَاسَة	N;PL	N;NOM;DEF;PL
groottes	المقاسات	grootte	مَقَاس	N;PL	N;NOM;DEF;PL
rapporteer	علم	rapporteer	عَلِم	V;PRS	V;PFV;MASC;SG;3;ACT
skadu	ظل	skadu	ظَلّ	V;PRS	V;PFV;MASC;SG;3;ACT
ikoon	رمز	ikoon	رَمز	N;SG	N;NOM;INDF;SG
ikoon	ايقونة	ikoon	ايقونة	N;SG	N;NOM;INDF;SG
organisme	الكائن	organisme	كَائِن	N;SG	N;NOM;DEF;SG
konstitusionele	الدستورية	konstitusioneel	دُستُورِيّ	ADJ;NOM	ADJ;NOM;DEF;FEM;SG
konstitusionele	دستورية	konstitusioneel	دُستُورِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
konstitusionele	دستوري	konstitusioneel	دُستُورِيّ	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
oopgemaak	فتحت	oopmaak	فَتَح	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
tou	حبل	tou	حَبل	N;SG	N;NOM;INDF;SG
tou	الحبل	tou	حَبل	N;SG	N;NOM;DEF;SG
tou	الطابور	tou	طَابُور	N;SG	N;NOM;DEF;SG
armes	الفقراء	arme	فَقِير	N;PL	N;NOM;DEF;PL
armes	فقراء	arme	فَقِير	N;PL	N;NOM;INDF;PL
amateur	هاوية	amateur	هَاوِيَة	N;SG	N;NOM;INDF;SG
amateur	الهواة	amateur	هَوَاة	N;SG	N;NOM;DEF;SG
statistiese	احصائي	statisties	إِحصَائِيّ	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
statistiese	احصائية	statisties	إِحصَائِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
berigte	احداث	berigte	حَدَث	N;PL	N;NOM;INDF;PL
berigte	القصص	berigte	قِصَّة	N;PL	N;NOM;DEF;PL
berigte	حكايات	berigte	حِكَايَة	N;PL	N;NOM;INDF;PL
berigte	قصص	berigte	قِصَّة	N;PL	N;NOM;INDF;PL
besproeiing	الري	besproeiing	رَيّ	N;SG	N;NOM;DEF;SG
besproeiing	للري	besproeiing	للري	N;SG	N;NOM;DEF;SG
voortplanting	الاستنساخ	voortplanting	اِستِنسَاخ	N;SG	N;NOM;DEF;SG
voortplanting	التكاثر	voortplanting	تَكَاثُر	N;SG	N;NOM;DEF;SG
voortplanting	استنساخ	voortplanting	اِستِنسَاخ	N;SG	N;NOM;INDF;SG
voortplanting	تكاثر	voortplanting	تَكَاثُر	N;SG	N;NOM;INDF;SG
aangehaal	اقتبس	aanhaal	اِقتَبَس	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
ontleding	انهيار	ontleding	اِنهِيَار	N;SG	N;NOM;INDF;SG
ontleding	الانهيار	ontleding	اِنهِيَار	N;SG	N;NOM;DEF;SG
pilare	الاركان	pilaar	رُكن	N;PL	N;NOM;DEF;PL
pilare	الركائز	pilaar	رَكِيزَة	N;PL	N;NOM;DEF;PL
pilare	الاعمدة	pilaar	الاعمدة	N;PL	N;NOM;DEF;PL
pilare	اركان	pilaar	رُكن	N;PL	N;NOM;INDF;PL
werkloosheid	بطالة	werkloosheid	بِطَالَة	N;SG	N;NOM;INDF;SG
werkloosheid	البطالة	werkloosheid	بِطَالَة	N;SG	N;NOM;DEF;SG
abstrakte	خلاصة	abstrak	خُلَاصَة	N;SG	N;NOM;INDF;SG
abstrakte	الخلاصة	abstrak	خَلَاصَة	N;SG	N;NOM;DEF;SG
oord	منتجع	oord	مُنتَجَع	N;SG	N;NOM;INDF;SG
oord	المنتجع	oord	مُنتَجَع	N;SG	N;NOM;DEF;SG
oord	اللجوء	oord	لُجُوء	N;SG	N;NOM;DEF;SG
geverf	رسمت	verf	رَسمَت	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
vermoëns	قدرات	vermoë	قُدرَة	N;PL	N;NOM;INDF;PL
vermoëns	القدرات	vermoë	قُدرَة	N;PL	N;NOM;DEF;PL
afgelewer	سلمت	aflewer	سَلِم	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
misbruik	الاساءة	misbruik	اِسَّاء	N;SG	N;NOM;DEF;SG
misbruik	اساءة	misbruik	اساءة	N;SG	N;NOM;INDF;SG
storms	العواصف	storm	عَاصِفَة	N;PL	N;NOM;DEF;PL
storms	عواصف	storm	عَاصِفَة	N;PL	N;NOM;INDF;PL
advertensies	الاعلانات	advertensie	إِعلَان	N;PL	N;NOM;DEF;PL
advertensies	اعلانات	advertensie	إِعلَان	N;PL	N;NOM;INDF;PL
advertensies	الاعلانات	advertensie	إِعلَان	N;PL	N;NOM;DEF;PL
advertensies	اعلانات	advertensie	إِعلَان	N;PL	N;NOM;INDF;PL
fasiliteite	المرافق	fasiliteit	مِرفَق	N;PL	N;NOM;DEF;PL
fasiliteite	مرافق	fasiliteit	مِرفَق	N;PL	N;NOM;INDF;PL
fasiliteite	التسهيلات	fasiliteit	تَسهِيل	N;PL	N;NOM;DEF;PL
reuk	الشم	reuk	شَمّ	N;SG	N;NOM;DEF;SG
reuk	رائحة	reuk	رَائِحَة	N;SG	N;NOM;INDF;SG
wiel	العجلة	wiel	عَجَلَة	N;SG	N;NOM;DEF;SG
wiel	عجلة	wiel	عَجَلَة	N;SG	N;NOM;INDF;SG
omgewings	بيئات	omgewing	بَيئَة	N;PL	N;NOM;INDF;PL
omgewings	البيئات	omgewing	بَيئَة	N;PL	N;NOM;DEF;PL
oordra	تتابع	oordra	تَابَع	V;PRS	V;IPFV;FEM;IND;SG;3;FIN;ACT
oordra	يستعاض	oordra	اِستَعَاض	V;PRS	V;IPFV;MASC;IND;SG;3;FIN;ACT
oordra	تستبدل	oordra	اِستَبدَل	V;PRS	V;IPFV;FEM;IND;SG;3;FIN;ACT
oordra	استبدل	oordra	اِستَبدَل	V;PRS	V;PFV;MASC;SG;3;ACT
vakke	مواضيع	vak	مَوضُوع	N;PL	N;NOM;INDF;PL
vakke	موضوعات	vak	موضوعات	N;PL	N;NOM;INDF;PL
vakke	المواضيع	vak	مَوضُوع	N;PL	N;NOM;DEF;PL
vakke	الموضوعات	vak	مَوضُوع	N;PL	N;NOM;DEF;PL
wysheid	الحكمة	wysheid	حِكمَة	N;SG	N;NOM;DEF;SG
wysheid	حكمة	wysheid	حِكمَة	N;SG	N;NOM;INDF;SG
definisies	تعاريف	definisie	تَعرِيف	N;PL	N;NOM;INDF;PL
definisies	التعريفات	definisie	تَعرِيف	N;PL	N;NOM;DEF;PL
definisies	التعاريف	definisie	تَعرِيف	N;PL	N;NOM;DEF;PL
definisies	تعريفات	definisie	تَعرِيف	N;PL	N;NOM;INDF;PL
opbrengs	العائد	opbreng	عَائِد	N;SG	N;NOM;DEF;SG
opbrengs	مردود	opbreng	مَردُود	N;SG	N;NOM;INDF;SG
moeilikheid	صعوبة	moeilikheid	صُعُوبَة	N;SG	N;NOM;INDF;SG
moeilikheid	الصعوبة	moeilikheid	صُعُوبَة	N;SG	N;NOM;DEF;SG
slagting	جرح	slagting	جُرح	N;SG	N;NOM;INDF;SG
slagting	جريح	slagting	جَرِيح	N;SG	N;NOM;INDF;SG
slagting	مذبحة	slagting	مَذبَحَة	N;SG	N;NOM;INDF;SG
slagting	المذبحة	slagting	مَذبَحَة	N;SG	N;NOM;DEF;SG
slagting	مجزرة	slagting	مُجَزِّر	N;SG	N;NOM;INDF;SG
mid	منتصف	mid	مُنتَصَف	N;SG	N;NOM;INDF;SG
informasie	الاعلام	informasie	إِعلَام	N;SG	N;NOM;DEF;SG
geïntegreerde	متكاملة	integreer	مُتَكَامِل	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
geïntegreerde	متكامل	integreer	مُتَكَامِل	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
vennootskap	الشراكة	vennootskap	شِرَاكَة	N;SG	N;NOM;DEF;SG
vennootskap	شراكة	vennootskap	شِرَاكَة	N;SG	N;NOM;INDF;SG
instandhouding	النفقة	instandhouding	نِفقَة	N;SG	N;NOM;DEF;SG
instandhouding	صيانة	instandhouding	صِيَانَة	N;SG	N;NOM;INDF;SG
instandhouding	الصيانة	instandhouding	صِيَانَة	N;SG	N;NOM;DEF;SG
stoom	بخار	stoom	بخار	N;SG	N;NOM;INDF;SG
realisme	الواقعية	realisme	وَاقِعِيَّة	N;SG	N;NOM;DEF;SG
kompetisies	مسابقات	kompetisie	مُسَابَقَة	N;PL	N;NOM;INDF;PL
kompetisies	المسابقات	kompetisie	مُسَابَقَة	N;PL	N;NOM;DEF;PL
astronomiese	فلكي	astronomies	فَلَكِيّ	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
woonplek	الاقامة	woonplek	إِقَامَة	N;SG	N;NOM;DEF;SG
woonplek	اقامة	woonplek	إِقَامَة	N;SG	N;NOM;INDF;SG
missie	المهمة	missie	مَهَمَّة	N;SG	N;NOM;DEF;SG
missie	مهمة	missie	مَهَمَّة	N;SG	N;NOM;INDF;SG
missie	بعثة	missie	بَعثَة	N;SG	N;NOM;INDF;SG
missie	البعثة	missie	بَعثَة	N;SG	N;NOM;DEF;SG
markus	العلامة	markus	عَلَامَة	N;SG	N;NOM;DEF;SG
markus	علامة	markus	عَلَامَة	N;SG	N;NOM;INDF;SG
toegewyde	المكرسة	toewy	مُكَرَّس	ADJ;NOM	ADJ;NOM;DEF;FEM;SG
toegewyde	مكرسة	toewy	مُكرِس	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
toegewyde	مكرس	toewy	مَكرَس	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
toegewyde	مكرسة	toewy	مُكرِس	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
toegewyde	مكرس	toewy	مَكرَس	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
snit	مسار	snit	مَسَار	N;SG	N;NOM;INDF;SG
snit	المسار	snit	مَسَار	N;SG	N;NOM;DEF;SG
gesprekke	تحويلات	gesprek	تَحوِيل	N;PL	N;NOM;INDF;PL
gesprekke	التحويلات	gesprek	تَحوِيل	N;PL	N;NOM;DEF;PL
gesprekke	محادثات	gesprek	مُحَادَثَة	N;PL	N;NOM;INDF;PL
gesprekke	المحادثات	gesprek	مُحَادَثَة	N;PL	N;NOM;DEF;PL
elektron	الالكترون	elektron	اَلكتِرَون	N;SG	N;NOM;DEF;SG
operasies	الجراحات	operasie	جِرَاح	N;PL	N;NOM;DEF;PL
operasies	جراحات	operasie	جِرَاح	N;PL	N;NOM;INDF;PL
sportsoorte	الرياضات	sportsoort	رِيَاضَة	N;PL	N;NOM;DEF;PL
swangerskap	الحمل	swangerskap	حَمَل	N;SG	N;NOM;DEF;SG
swangerskap	الامومة	swangerskap	أَمُومَة	N;SG	N;NOM;DEF;SG
vonnis	الحكم	vonnis	حُكم	N;SG	N;NOM;DEF;SG
afgehandel	انتهيت	afhandel	اِنتَهَى	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
afgehandel	انتهت	afhandel	اِنتَهَى	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
afgehandel	انتهى	afhandel	اِنتَهَى	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
afgehandel	اكتمل	afhandel	اِكتَمَل	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
afgehandel	اكملت	afhandel	أَكمَل	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
afgehandel	اكتملت	afhandel	اِكتَمَل	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
afgehandel	اكتمل	afhandel	اِكتَمَل	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
blaaie	صفحات	blaaie	صَفحَة	N;PL	N;NOM;INDF;PL
blaaie	الصفحات	blaaie	صَفحَة	N;PL	N;NOM;DEF;PL
instruksies	تعليمات	instruksie	تَعلِيم	N;PL	N;NOM;INDF;PL
instruksies	ارشادات	instruksie	إِرشَاد	N;PL	N;NOM;INDF;PL
instruksies	التعليمات	instruksie	تَعلِيم	N;PL	N;NOM;DEF;PL
kosmiese	الكونية	kosmies	كُونِيّ	ADJ;NOM	ADJ;NOM;DEF;FEM;SG
beeldhouwerk	النحت	beeldhouwerk	نَحت	N;SG	N;NOM;DEF;SG
beeldhouwerk	تمثال	beeldhouwerk	تِمثَال	N;SG	N;NOM;INDF;SG
strategie	استراتيجية	strategie	إِسترَاتِيجِيَّة	N;SG	N;NOM;INDF;SG
strategie	الاستراتيجية	strategie	إِسترَاتِيجِيَّة	N;SG	N;NOM;DEF;SG
draak	التنين	draak	تَنَيَّن	N;SG	N;NOM;DEF;SG
reëlings	الخطط	reëling	خُطَّة	N;PL	N;NOM;DEF;PL
presidente	رؤساء	president	رَئِيس	N;PL	N;NOM;INDF;PL
presidente	الرؤساء	president	رَئِيس	N;PL	N;NOM;DEF;PL
biblioteke	المكتبات	bibliotek	مَكتَبَة	N;PL	N;NOM;DEF;PL
biblioteke	مكتبات	bibliotek	مُكتَبَّات	N;PL	N;NOM;INDF;PL
pleeg	يرتكب	pleeg	اِرتَكَب	V;PRS	V;IPFV;MASC;IND;SG;3;FIN;ACT
bid	صلي	bid	صَلَّى	V;PRS	V;PFV;MASC;SG;3;ACT
bid	صلوا	bid	صَلّ	V;PRS	V;PFV;MASC;SG;3;ACT
bid	صلى	bid	صَلَّى	V;PRS	V;PFV;MASC;SG;3;ACT
bid	صل	bid	صَلّ	V;PRS	V;PFV;MASC;SG;3;ACT
kliënte	زبائن	kliënt	زبائن	N;PL	N;NOM;INDF;PL
kliënte	عملاء	kliënt	عَمِيل	N;PL	N;NOM;INDF;PL
kliënte	العملاء	kliënt	عَمِيل	N;PL	N;NOM;DEF;PL
maagd	عذراء	maagd	عَذرَاء	N;SG	N;NOM;INDF;SG
maagd	العذراء	maagd	عَذرَاء	N;SG	N;NOM;DEF;SG
dames	سيدات	dame	سَيِّدَة	N;PL	N;NOM;INDF;PL
dames	السيدات	dame	سَيِّدَة	N;PL	N;NOM;DEF;PL
sekerheid	الثقة	sekerheid	ثِقَة	N;SG	N;NOM;DEF;SG
sekerheid	ثقة	sekerheid	ثِقَة	N;SG	N;NOM;INDF;SG
druiwe	العنب	druif	عُنب	N;SG	N;NOM;DEF;SG
metgesel	شريك	metgesel	شَرِيك	N;SG	N;NOM;INDF;SG
metgesel	شريكة	metgesel	شَرِيكَة	N;SG	N;NOM;INDF;SG
metgesel	الشريك	metgesel	شَرِيك	N;SG	N;NOM;DEF;SG
bosporus	البسفور	bosporus	بَسفُور	N;SG	N;NOM;DEF;SG
poste	الوظائف	pos	وَظِيفَة	N;PL	N;NOM;DEF;PL
poste	وظائف	pos	وَظِيفَة	N;PL	N;NOM;INDF;PL
kubaanse	الكوبية	kubaans	كُوبِيّ	ADJ;NOM	ADJ;NOM;DEF;FEM;SG
kubaanse	الكوبي	kubaans	كُوبِيّ	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
verbranding	الاحتراق	verbranding	اِحتِرَاق	N;SG	N;NOM;DEF;SG
verbranding	احتراق	verbranding	اِحتِرَاق	N;SG	N;NOM;INDF;SG
middag	مساء	middag	مَسَاء	N;SG	N;NOM;INDF;SG
middag	العصر	middag	عَصر	N;SG	N;NOM;DEF;SG
maklike	سهل	maklik	سَهل	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
maklike	سهلة	maklik	سَهل	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
verrigtinge	الاجراءات	verrigting	إِجرَاء	N;PL	N;NOM;DEF;PL
penis	القضيب	penis	قَضِيب	N;SG	N;NOM;DEF;SG
gaste	الضيوف	gas	ضِيف	N;PL	N;NOM;DEF;PL
mineraal	معدن	mineraal	مَعدِن	N;SG	N;NOM;INDF;SG
gevangene	السجين	gevang	سَجِين	N;SG	N;NOM;DEF;SG
gevangene	سجين	gevang	سَجِين	N;SG	N;NOM;INDF;SG
gevangene	سجينة	gevang	سَجِينَة	N;SG	N;NOM;INDF;SG
blokke	كتل	blok	كتل	N;PL	N;NOM;INDF;PL
blokke	الكتل	blok	كَتل	N;PL	N;NOM;DEF;PL
verslaggewer	المراسل	verslaggewer	مُرَاسِل	N;SG	N;NOM;DEF;SG
verslaggewer	مراسل	verslaggewer	مُرَاسِل	N;SG	N;NOM;INDF;SG
aanbeveling	توصية	aanbeveling	تَوصِيَة	N;SG	N;NOM;INDF;SG
aanbeveling	التوصية	aanbeveling	تَوصِيَة	N;SG	N;NOM;DEF;SG
uitslae	النتائج	uitslag	نَتِيجَة	N;PL	N;NOM;DEF;PL
uitslae	نتائج	uitslag	نَتِيجَة	N;PL	N;NOM;INDF;PL
swaard	السيف	swaard	سَيف	N;SG	N;NOM;DEF;SG
behuising	الاسكان	behuising	إِسكَان	N;SG	N;NOM;DEF;SG
behuising	السكن	behuising	سَكَن	N;SG	N;NOM;DEF;SG
behuising	سكن	behuising	سَكَن	N;SG	N;NOM;INDF;SG
behuising	اسكان	behuising	إِسكَان	N;SG	N;NOM;INDF;SG
hospitale	مستشفيات	hospitaal	مُستَشفَى	N;PL	N;NOM;INDF;PL
hospitale	المستشفيات	hospitaal	مُستَشفَى	N;PL	N;NOM;DEF;PL
beserings	الاصابات	besering	إِصَابَة	N;PL	N;NOM;DEF;PL
beserings	اصابات	besering	إِصَابَة	N;PL	N;NOM;INDF;PL
kodes	رموز	kode	رَمز	N;PL	N;NOM;INDF;PL
kodes	الرموز	kode	رَمز	N;PL	N;NOM;DEF;PL
skok	الصدمة	skok	صَدمَة	N;SG	N;NOM;DEF;SG
skok	صدمة	skok	صَدمَة	N;SG	N;NOM;INDF;SG
gedek	غطى	dek	غَطَّى	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
gedek	غطيت	dek	غطيت	V;PST;V.PTCP	V;PFV;FEM;SG;3;PASS
prosedure	الاجراء	prosedure	إِجرَاء	N;SG	N;NOM;DEF;SG
prosedure	اجراء	prosedure	إِجرَاء	N;SG	N;NOM;INDF;SG
aanpassing	التكيف	aanpassing	تَكَيُّف	N;SG	N;NOM;DEF;SG
aanpassing	تكيف	aanpassing	كَاف	N;SG	N;NOM;INDF;SG
aanpassing	تكييف	aanpassing	تكييف	N;SG	N;NOM;INDF;SG
pyp	الانبوب	pyp	أُنبُوب	N;SG	N;NOM;DEF;SG
pyp	انبوب	pyp	أُنبُوب	N;SG	N;NOM;INDF;SG
opneem	سجل	opneem	سَجَّل	V;PRS	V;PFV;MASC;SG;3;ACT
gewag	تنتظر	gewag	اِنتَظَر	V;PST;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
wildernis	البرية	wildernis	بَرِّيّ	N;SG	N;NOM;DEF;SG
wildernis	البري	wildernis	بَرِّيّ	N;SG	N;NOM;DEF;SG
wedloop	التدافع	wedloop	تَدَافُع	N;SG	N;NOM;DEF;SG
koppie	كوب	koppie	كُوب	N;SG	N;NOM;INDF;SG
koppie	فنجان	koppie	فنجان	N;SG	N;NOM;INDF;SG
koppie	الكوب	koppie	كُوب	N;SG	N;NOM;DEF;SG
vlam	اللهب	vlam	لَهب	N;SG	N;NOM;DEF;SG
vlam	شعلة	vlam	شُعلَة	N;SG	N;NOM;INDF;SG
vlam	الشعلة	vlam	شُعلَة	N;SG	N;NOM;DEF;SG
gewaarsku	حذرت	gewaarsku	حَذَّر	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
katoen	القطن	katoen	قُطن	N;SG	N;NOM;DEF;SG
ministerie	وزارة	ministerie	وِزَارَة	N;SG	N;NOM;INDF;SG
ministerie	الوزارة	ministerie	وِزَارَة	N;SG	N;NOM;DEF;SG
ontwikkelings	التطورات	ontwikkeling	تَطَوُّر	N;PL	N;NOM;DEF;PL
webwerwe	مواقع	webwerwe	مَوقِع	N;PL	N;NOM;INDF;PL
webwerwe	المواقع	webwerwe	مَوقِع	N;PL	N;NOM;DEF;PL
bedoeling	نية	bedoeling	نِيَّة	N;SG	N;NOM;INDF;SG
bedoeling	النية	bedoeling	نِيَّة	N;SG	N;NOM;DEF;SG
transformasie	تحويل	transformasie	تَحوِيل	N;SG	N;NOM;INDF;SG
transformasie	التحول	transformasie	تَحَوُّل	N;SG	N;NOM;DEF;SG
transformasie	التحويل	transformasie	تَحوِيل	N;SG	N;NOM;DEF;SG
assosiasie	جمعية	assosiasie	جَمعِيَّة	N;SG	N;NOM;INDF;SG
assosiasie	الرابطة	assosiasie	رَابِطَة	N;SG	N;NOM;DEF;SG
assosiasie	رابطة	assosiasie	رَابِطَة	N;SG	N;NOM;INDF;SG
assosiasie	الجمعية	assosiasie	جَمعِيَّة	N;SG	N;NOM;DEF;SG
restourasie	الاستعادة	restourasie	اِستِعَادَة	N;SG	N;NOM;DEF;SG
restourasie	الترميم	restourasie	تَرمِيم	N;SG	N;NOM;DEF;SG
restourasie	ترميم	restourasie	تَرمِيم	N;SG	N;NOM;INDF;SG
kruie	عشبة	kruie	عَشَبَة	N;SG	N;NOM;INDF;SG
voorreg	امتياز	voorreg	امتياز	N;SG	N;NOM;INDF;SG
voorreg	الامتياز	voorreg	اِمتِيَاز	N;SG	N;NOM;DEF;SG
bewussyn	ضمير	bewussyn	ضَمِير	N;SG	N;NOM;INDF;SG
bewussyn	الضمير	bewussyn	ضَمِير	N;SG	N;NOM;DEF;SG
bewussyn	وعي	bewussyn	وَعي	N;SG	N;NOM;INDF;SG
bewussyn	الوعي	bewussyn	وَعي	N;SG	N;NOM;DEF;SG
beligting	الاضاءة	beligting	إِضَاءَة	N;SG	N;NOM;DEF;SG
beligting	اضاءة	beligting	إِضَاءَة	N;SG	N;NOM;INDF;SG
werkwoorde	افعال	werkwoord	فِعل	N;PL	N;NOM;INDF;PL
werkwoorde	الافعال	werkwoord	فَعل	N;PL	N;NOM;DEF;PL
israeliese	اسرائيلي	israelies	إِسرَائِيلِيّ	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
israeliese	اسرائيلية	israelies	إِسرَائِيلِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
israeliese	الاسرائيلية	israelies	إِسرَائِيلِيّ	ADJ;NOM	ADJ;NOM;DEF;FEM;SG
joernaliste	الصحفيون	joernalis	صُحُفِيّ	N;PL	N;NOM;DEF;PL
joernaliste	الصحافيين	joernalis	صَحَافِيّ	N;PL	N;NOM;DEF;PL
joernaliste	صحفيين	joernalis	صُحُفِيّ	N;PL	N;NOM;INDF;PL
joernaliste	الصحفيين	joernalis	صُحُفِيّ	N;PL	N;NOM;DEF;PL
duiwel	شيطان	duiwel	شِيطَان	N;SG	N;NOM;INDF;SG
hantering	التعامل	hantering	تَعَامُل	N;SG	N;NOM;DEF;SG
hantering	مناولة	hantering	مُنَاوَلَة	N;SG	N;NOM;INDF;SG
regverdig	تبرر	regverdig	بَرَّر	V;PRS	V;IPFV;FEM;IND;SG;3;FIN;ACT
metaan	الميثان	metaan	مَيثَان	N;SG	N;NOM;DEF;SG
openbaring	المستهلك	openbaring	مُستَهلِك	N;SG	N;NOM;DEF;SG
maandelikse	سنوي	maandeliks	سَنَوِيّ	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
maandelikse	السنوي	maandeliks	سَنَوِيّ	ADJ;NOM	ADJ;NOM;DEF;MASC;SG
maandelikse	سنوية	maandeliks	سَنَوِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
maandelikse	شهرية	maandeliks	شَهرِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
maandelikse	الشهرية	maandeliks	شَهرِيّ	ADJ;NOM	ADJ;NOM;DEF;FEM;SG
maandelikse	شهري	maandeliks	شَهرِيّ	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
palestynse	فلسطينية	palestyns	فِلَسطِينِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
reisigers	المسافرون	reisiger	مُسَافِر	N;PL	N;NOM;DEF;PL
reisigers	المسافرين	reisiger	مُسَافِر	N;PL	N;NOM;DEF;PL
bis	مكرر	bis	مُكرَر	N;SG	N;NOM;INDF;SG
regulasies	اللوائح	regulasie	لَائِحَة	N;PL	N;NOM;DEF;PL
regulasies	الانظمة	regulasie	نِظَام	N;PL	N;NOM;DEF;PL
regulasies	انظمة	regulasie	نِظَام	N;PL	N;NOM;INDF;PL
harte	بقلوب	hart	بقلوب	N;SG	N;NOM;INDF;SG
handelaar	تاجر	handelaar	تَاجِر	N;SG	N;NOM;INDF;SG
handelaar	التاجر	handelaar	تَاجِر	N;SG	N;NOM;DEF;SG
deskundiges	خبراء	deskundige	خَبِير	N;PL	N;NOM;INDF;PL
deskundiges	الخبراء	deskundige	خَبِير	N;PL	N;NOM;DEF;PL
kook	طهي	kook	طهي	N;SG	N;NOM;INDF;SG
kook	الطهي	kook	طِهَىّ	N;SG	N;NOM;DEF;SG
kook	الطبخ	kook	طَبخ	N;SG	N;NOM;DEF;SG
agtereenvolgende	متتالية	agtereenvolgend	مُتَتَالِي	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
kreatiwiteit	ابداع	kreatiwiteit	بَدَع	N;SG	N;NOM;INDF;SG
kreatiwiteit	الابداع	kreatiwiteit	بَدَع	N;SG	N;NOM;DEF;SG
moontlikhede	احتمالات	moontlikheid	اِحتِمَال	N;PL	N;NOM;INDF;PL
moontlikhede	الامكانات	moontlikheid	إِمكَان	N;PL	N;NOM;DEF;PL
moontlikhede	الامكانيات	moontlikheid	إِمكَانِيَّة	N;PL	N;NOM;DEF;PL
moontlikhede	الاحتمالات	moontlikheid	اِحتِمَال	N;PL	N;NOM;DEF;PL
moontlikhede	امكانيات	moontlikheid	إِمكَانِيَّة	N;PL	N;NOM;INDF;PL
wrywing	الاحتكاك	wrywing	اِحتِكَاك	N;SG	N;NOM;DEF;SG
vrywillige	طوعية	vrywillig	طَوعِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
