категория	類別	категория	類別	N;INAN;NOM;FEM;SG	N
экспорт	出口	экспорт	出口	N;INAN;NOM;MASC;SG	N
экспорт	出口	экспорт	出口	N;INAN;NOM;MASC;SG	N
целое	整數	целое	整數	N;INAN;NOM;NEUT;SG	N
учебников	課本	учебник	課本	N;INAN;GEN;MASC;PL	N
учебников	教科	учебник	教科	N;INAN;GEN;MASC;PL	N
подтверждено	確認	подтвердить	確認	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V
лёгкий	輕量	лёгкий	輕量	ADJ;NOM;MASC;SG	ADJ
товарищества	情誼	товарищество	情誼	N;INAN;NOM;NEUT;PL	N
враг	敵軍	враг	敵軍	N;ANIM;NOM;MASC;SG	N
враг	敵方	враг	敵方	N;ANIM;NOM;MASC;SG	N
враг	敵	враг	敵	N;ANIM;NOM;MASC;SG	N
враг	敵人	враг	敵人	N;ANIM;NOM;MASC;SG	N
мюзикл	音樂	мюзикл	音樂	N;INAN;NOM;MASC;SG	N
мюзикл	音樂	мюзикл	音樂	N;INAN;NOM;MASC;SG	N
резерв	儲備	резерв	儲備	N;INAN;NOM;MASC;SG	N
резерв	儲備	резерв	儲備	N;INAN;NOM;MASC;SG	N
прозвища	暱稱	прозвище	暱稱	N;INAN;NOM;NEUT;PL	N
прозвища	綽號	прозвище	綽號	N;INAN;NOM;NEUT;PL	N
поняли	理解	понять	理解	V;PFV;IND;PL;PST;FIN;ACT	V
реальные	真實	реальный	真實	ADJ;NOM;PL	ADJ
теннис	網球	теннис	網球	N;INAN;NOM;MASC;SG	N
ключи	按鍵	ключ	按鍵	N;INAN;NOM;MASC;PL	N
ключи	鍵	ключ	鍵	N;INAN;NOM;MASC;PL	N
восприятия	感知	восприятие	感知	N;INAN;NOM;NEUT;PL	N
банды	黑幫	банда	黑幫	N;INAN;NOM;FEM;PL	N
банды	幫派	банда	幫派	N;INAN;NOM;FEM;PL	N
славу	名望	слава	名望	N;INAN;ACC;FEM;SG	N
славу	名氣	слава	名氣	N;INAN;ACC;FEM;SG	N
славу	榮耀	слава	榮耀	N;INAN;ACC;FEM;SG	N
славу	光榮	слава	光榮	N;INAN;ACC;FEM;SG	N
финансирование	財務	финансирование	財務	N;INAN;NOM;NEUT;SG	N
младшая	最小	младший	最小	ADJ;NOM;FEM;SG	ADJ
соперников	對手	соперник	對手	N;ANIM;ACC;MASC;PL	N
библиотек	圖書	библиотека	圖書	N;INAN;GEN;FEM;PL	N
председатели	椅	председатель	椅	N;ANIM;NOM;MASC;PL	N
председатели	椅子	председатель	椅子	N;ANIM;NOM;MASC;PL	N
подростков	青少	подросток	青少	N;ANIM;GEN;MASC;PL	N
трагедия	悲劇	трагедия	悲劇	N;INAN;NOM;FEM;SG	N
трагедия	慘案	трагедия	慘案	N;INAN;NOM;FEM;SG	N
трагедия	悲劇	трагедия	悲劇	N;INAN;NOM;FEM;SG	N
трагедия	慘劇	трагедия	慘劇	N;INAN;NOM;FEM;SG	N
заседание	會議	заседание	會議	N;INAN;NOM;NEUT;SG	N
луки	弓	лук	弓	N;INAN;NOM;MASC;PL	N
аэропорты	機場	аэропорт	機場	N;INAN;NOM;MASC;PL	N
организмов	生物	организм	生物	N;INAN;GEN;MASC;PL	N
присоединиться	加入	присоединиться	加入	V;PFV;NFIN;MID	V
плацдарм	橋頭堡	плацдарм	橋頭堡	N;INAN;NOM;MASC;SG	N
счастье	幸福	счастье	幸福	N;INAN;NOM;NEUT;SG	N
холл	廳	холл	廳	N;INAN;NOM;MASC;SG	N
холл	大廳	холл	大廳	N;INAN;NOM;MASC;SG	N
культ	邪教	культ	邪教	N;INAN;NOM;MASC;SG	N
поколений	世代	поколение	世代	N;INAN;GEN;NEUT;PL	N
утверждено	核定	утвердить	核定	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V
утверждено	核准	утвердить	核准	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V
утверждено	批准	утвердить	批准	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V
волос	頭髮	волос	頭髮	N;INAN;GEN;FEM;PL	N
волос	髮型	волос	髮型	N;INAN;GEN;FEM;PL	N
волос	發	волос	發	N;INAN;GEN;FEM;PL	N
покрытия	封面	покрытие	封面	N;INAN;NOM;NEUT;PL	N
покрытия	掩護	покрытие	掩護	N;INAN;NOM;NEUT;PL	N
покрытия	塗料	покрытие	塗料	N;INAN;NOM;NEUT;PL	N
ферма	農場	ферма	農場	N;INAN;NOM;FEM;SG	N
произносится	發音	произносить	發音	V;IPFV;IND;SG;3;PRS;FIN;MID	V
условие	條件	условие	條件	N;INAN;NOM;NEUT;SG	N
условие	狀況	условие	狀況	N;INAN;NOM;NEUT;SG	N
объединять	結合	объединять	結合	V;IPFV;NFIN;ACT	V
древесины	木	древесина	木	N;INAN;NOM;FEM;PL	N
древесины	木材	древесина	木材	N;INAN;NOM;FEM;PL	N
древесины	木頭	древесина	木頭	N;INAN;NOM;FEM;PL	N
уменьшить	減少	уменьшить	減少	V;PFV;NFIN;ACT	V
уменьшить	減少	уменьшить	減少	V;PFV;NFIN;ACT	V
уменьшить	降低	уменьшить	降低	V;PFV;NFIN;ACT	V
уменьшить	收縮	уменьшить	收縮	V;PFV;NFIN;ACT	V
уменьшить	縮小	уменьшить	縮小	V;PFV;NFIN;ACT	V
геолог	地質	геолог	地質	N;ANIM;NOM;MASC;SG	N
азота	氮	азот	氮	N;INAN;GEN;MASC;SG	N
мозг	腦子	мозг	腦子	N;INAN;NOM;MASC;SG	N
мозг	大腦	мозг	大腦	N;INAN;NOM;MASC;SG	N
мозг	腦	мозг	腦	N;INAN;NOM;MASC;SG	N
мозг	腦	мозг	腦	N;INAN;NOM;MASC;SG	N
мозг	腦子	мозг	腦子	N;INAN;NOM;MASC;SG	N
мозг	頭腦	мозг	頭腦	N;INAN;NOM;MASC;SG	N
мозг	腦	мозг	腦	N;INAN;NOM;MASC;SG	N
мозг	大腦	мозг	大腦	N;INAN;NOM;MASC;SG	N
мозг	腦	мозг	腦	N;INAN;NOM;MASC;SG	N
бред	譫	бред	譫	N;INAN;NOM;MASC;SG	N
бред	妄想	бред	妄想	N;INAN;NOM;MASC;SG	N
богатых	豐富	богатый	豐富	ADJ;GEN;PL	ADJ
богатых	富裕	богатый	富裕	ADJ;GEN;PL	ADJ
биология	生物	биология	生物	N;INAN;NOM;FEM;SG	N
биология	生物	биология	生物	N;INAN;NOM;FEM;SG	N
акулы	鯊魚	акула	鯊魚	N;ANIM;NOM;FEM;PL	N
акулы	鯊	акула	鯊	N;ANIM;NOM;FEM;PL	N
акулы	鯊魚	акула	鯊魚	N;ANIM;NOM;FEM;PL	N
диалектов	方言	диалект	方言	N;INAN;GEN;MASC;PL	N
сложность	困難	сложность	困難	N;INAN;NOM;FEM;SG	N
сложность	難度	сложность	難度	N;INAN;NOM;FEM;SG	N
расписание	附表	расписание	附表	N;INAN;NOM;NEUT;SG	N
разрыв	分手	разрыв	分手	N;INAN;NOM;MASC;SG	N
разрыв	間隙	разрыв	間隙	N;INAN;NOM;MASC;SG	N
разрыв	缺口	разрыв	缺口	N;INAN;NOM;MASC;SG	N
разрыв	差距	разрыв	差距	N;INAN;NOM;MASC;SG	N
подписания	簽名	подписание	簽名	N;INAN;NOM;NEUT;PL	N
водитель	司機	водитель	司機	N;ANIM;NOM;MASC;SG	N
монахов	僧侶	монах	僧侶	N;ANIM;GEN;MASC;PL	N
завоевать	征服	завоевать	征服	V;PFV;NFIN;ACT	V
вино	酒	вино	酒	N;INAN;NOM;NEUT;SG	N
вино	葡萄	вино	葡萄	N;INAN;NOM;NEUT;SG	N
бокс	拳擊	бокс	拳擊	N;INAN;NOM;MASC;SG	N
формируется	形成	формироваться	形成	V;IPFV;IND;SG;3;PRS;FIN;MID	V
желающие	許願	желать	許願	V;IPFV;NOM;PL;PRS;V.PTCP;ACT	V
охлаждения	冷卻	охлаждение	冷卻	N;INAN;NOM;NEUT;PL	N
охлаждения	制冷	охлаждение	制冷	N;INAN;NOM;NEUT;PL	N
охлаждения	冷藏	охлаждение	冷藏	N;INAN;NOM;NEUT;PL	N
охлаждения	制冷	охлаждение	制冷	N;INAN;NOM;NEUT;PL	N
арсенал	武庫	арсенал	武庫	N;INAN;NOM;MASC;SG	N
отбор	甄選	отбор	甄選	N;INAN;NOM;MASC;SG	N
заменена	取代	заменить	取代	V;PFV;FEM;SG;PST;V.PTCP;PASS	V
автономии	自主	автономия	自主	N;INAN;NOM;FEM;PL	N
мадам	夫人	мада	夫人	N;ANIM;DAT;FEM;PL	N
молока	乳	молоко	乳	N;INAN;GEN;NEUT;SG	N
молока	牛奶	молоко	牛奶	N;INAN;GEN;NEUT;SG	N
молока	奶	молоко	奶	N;INAN;GEN;NEUT;SG	N
специалиста	專家	специалист	專家	N;ANIM;ACC;MASC;SG	N
словари	詞典	словарь	詞典	N;INAN;NOM;MASC;PL	N
словари	字典	словарь	字典	N;INAN;NOM;MASC;PL	N
длительность	期限	длительность	期限	N;INAN;NOM;FEM;SG	N
мера	度量	мера	度量	N;INAN;NOM;FEM;SG	N
мера	計量	мера	計量	N;INAN;NOM;FEM;SG	N
мера	量度	мера	量度	N;INAN;NOM;FEM;SG	N
фазы	階段	фаза	階段	N;INAN;NOM;FEM;PL	N
рекорды	紀錄	рекорд	紀錄	N;INAN;NOM;MASC;PL	N
меню	選單	меню	選單	N;INAN;NOM;NEUT;SG	N
меню	選單	меню	選單	N;INAN;NOM;NEUT;SG	N
хлеба	麵	хлеб	麵	N;INAN;GEN;MASC;SG	N
куча	堆堆	куча	堆堆	N;INAN;NOM;FEM;SG	N
куча	堆	куча	堆	N;INAN;NOM;FEM;SG	N
владельцев	業	владелец	業	N;ANIM;GEN;MASC;PL	N
кислот	酸	кислота	酸	N;INAN;GEN;FEM;PL	N
сорока	四十	сорок	四十	NUM;NOM	NUM
соблюдать	觀察	соблюдать	觀察	V;IPFV;NFIN;ACT	V
голода	飢餓	голод	飢餓	N;INAN;GEN;MASC;SG	N
голода	飢餓	голод	飢餓	N;INAN;GEN;MASC;SG	N
ассамблеи	集會	ассамблея	集會	N;INAN;NOM;FEM;PL	N
баскетбол	籃球	баскетбол	籃球	N;INAN;NOM;MASC;SG	N
гектаров	公頃	гектар	公頃	N;INAN;GEN;MASC;PL	N
предпочтение	偏好	предпочтение	偏好	N;INAN;NOM;NEUT;SG	N
предпочтение	喜好	предпочтение	喜好	N;INAN;NOM;NEUT;SG	N
предпочтение	偏好	предпочтение	偏好	N;INAN;NOM;NEUT;SG	N
общение	通訊	общение	通訊	N;INAN;NOM;NEUT;SG	N
встретились	遇見	встретиться	遇見	V;PFV;IND;PL;PST;FIN;MID	V
луч	光束	луч	光束	N;INAN;NOM;MASC;SG	N
противоречия	矛盾	противоречие	矛盾	N;INAN;NOM;NEUT;PL	N
противоречия	矛盾	противоречие	矛盾	N;INAN;NOM;NEUT;PL	N
цветок	花	цветок	花	N;INAN;NOM;MASC;SG	N
цветок	花兒	цветок	花兒	N;INAN;NOM;MASC;SG	N
цветок	花朵	цветок	花朵	N;INAN;NOM;MASC;SG	N
частная	私人	частный	私人	ADJ;NOM;FEM;SG	ADJ
калия	鉀	калий	鉀	N;INAN;GEN;MASC;SG	N
ленте	動態	лента	動態	N;INAN;DAT;FEM;SG	N
ленте	飼料	лента	飼料	N;INAN;DAT;FEM;SG	N
прокурор	檢察	прокурор	檢察	N;ANIM;NOM;MASC;SG	N
коммуне	公社	коммун	公社	N;INAN;DAT;FEM;SG	N
чай	茶葉	чай	茶葉	N;INAN;NOM;MASC;SG	N
чай	茶	чай	茶	N;INAN;NOM;MASC;SG	N
этапы	階段	этап	階段	N;INAN;NOM;MASC;PL	N
этапы	階段	этап	階段	N;INAN;NOM;MASC;PL	N
этапы	步驟	этап	步驟	N;INAN;NOM;MASC;PL	N
этапы	里程	этап	里程	N;INAN;NOM;MASC;PL	N
родственники	親屬	родственник	親屬	N;ANIM;NOM;MASC;PL	N
родственники	親戚	родственник	親戚	N;ANIM;NOM;MASC;PL	N
доверие	信心	доверие	信心	N;INAN;NOM;NEUT;SG	N
доверие	自信	доверие	自信	N;INAN;NOM;NEUT;SG	N
доверие	信任	доверие	信任	N;INAN;NOM;NEUT;SG	N
доверие	信託	доверие	信託	N;INAN;NOM;NEUT;SG	N
интерьер	內政	интерьер	內政	N;INAN;NOM;MASC;SG	N
интерьер	內部	интерьер	內部	N;INAN;NOM;MASC;SG	N
интерьер	內地	интерьер	內地	N;INAN;NOM;MASC;SG	N
блоки	區塊	блок	區塊	N;INAN;NOM;MASC;PL	N
блоки	積木	блок	積木	N;INAN;NOM;MASC;PL	N
хью	休	хия	休	N;ANIM;NOM;MASC;SG	N
склоне	坡	склон	坡	N;INAN;ESS;MASC;SG	N
склоне	斜坡	склон	斜坡	N;INAN;ESS;MASC;SG	N
сер	先生	сер	先生	N;INAN;NOM;MASC;SG	N
нос	鼻	нос	鼻	N;INAN;NOM;MASC;SG	N
нос	鼻子	нос	鼻子	N;INAN;NOM;MASC;SG	N
произношение	讀音	произношение	讀音	N;INAN;NOM;NEUT;SG	N
ионизации	電離	ионизация	電離	N;INAN;NOM;FEM;PL	N
кукол	娃娃	кукла	娃娃	N;INAN;GEN;FEM;PL	N
кукол	洋	кукла	洋	N;INAN;GEN;FEM;PL	N
кукол	玩偶	кукла	玩偶	N;INAN;GEN;FEM;PL	N
зерна	糧食	зерно	糧食	N;INAN;NOM;NEUT;PL	N
зерна	穀物	зерно	穀物	N;INAN;NOM;NEUT;PL	N
зерна	糧	зерно	糧	N;INAN;NOM;NEUT;PL	N
зерна	穀物	зерно	穀物	N;INAN;NOM;NEUT;PL	N
дракон	龍	дракон	龍	N;ANIM;NOM;MASC;SG	N
дракон	神龍	дракон	神龍	N;ANIM;NOM;MASC;SG	N
монархии	君主	монархия	君主	N;INAN;NOM;FEM;PL	N
монархии	君主	монархия	君主	N;INAN;NOM;FEM;PL	N
монархии	君主	монархия	君主	N;INAN;NOM;FEM;PL	N
девочек	女孩	девочка	女孩	N;ANIM;GEN;FEM;PL	N
девочек	女生	девочка	女生	N;ANIM;GEN;FEM;PL	N
девочек	女	девочка	女	N;ANIM;GEN;FEM;PL	N
поставки	裝運	поставка	裝運	N;INAN;NOM;FEM;PL	N
поставки	用品	поставка	用品	N;INAN;NOM;FEM;PL	N
грудь	胸	грудь	胸	N;INAN;NOM;FEM;SG	N
грудь	胸部	грудь	胸部	N;INAN;NOM;FEM;SG	N
грудь	胸膛	грудь	胸膛	N;INAN;NOM;FEM;SG	N
грудь	胸口	грудь	胸口	N;INAN;NOM;FEM;SG	N
грудь	胸	грудь	胸	N;INAN;NOM;FEM;SG	N
грудь	胸部	грудь	胸部	N;INAN;NOM;FEM;SG	N
грудь	乳房	грудь	乳房	N;INAN;NOM;FEM;SG	N
грудь	乳房	грудь	乳房	N;INAN;NOM;FEM;SG	N
бросил	廢棄	бросить	廢棄	V;PFV;MASC;IND;SG;PST;FIN;ACT	V
бросил	遺棄	бросить	遺棄	V;PFV;MASC;IND;SG;PST;FIN;ACT	V
самолет	飛機	самолет	飛機	N;INAN;NOM;MASC;SG	N
самолет	平面	самолет	平面	N;INAN;NOM;MASC;SG	N
самолет	飛機	самолет	飛機	N;INAN;NOM;MASC;SG	N
самолет	飛機	самолет	飛機	N;INAN;NOM;MASC;SG	N
союзники	盟友	союзник	盟友	N;ANIM;NOM;MASC;PL	N
союзники	盟軍	союзник	盟軍	N;ANIM;NOM;MASC;PL	N
союзники	盟國	союзник	盟國	N;ANIM;NOM;MASC;PL	N
союзники	同盟	союзник	同盟	N;ANIM;NOM;MASC;PL	N
заговора	陰謀	заговор	陰謀	N;INAN;GEN;MASC;SG	N
противники	對手	противник	對手	N;ANIM;NOM;MASC;PL	N
хотела	通緝	хотеть	通緝	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V
чудо	奇蹟	чудо	奇蹟	N;INAN;NOM;NEUT;SG	N
чудо	奇跡	чудо	奇跡	N;INAN;NOM;NEUT;SG	N
юристы	律師	юрист	律師	N;ANIM;NOM;MASC;PL	N
рак	癌症	рак	癌症	N;INAN;NOM;MASC;SG	N
рак	癌	рак	癌	N;INAN;NOM;MASC;SG	N
доходы	收入	доход	收入	N;INAN;NOM;MASC;PL	N
доходы	收益	доход	收益	N;INAN;NOM;MASC;PL	N
доходы	稅	доход	稅	N;INAN;NOM;MASC;PL	N
доходы	收入	доход	收入	N;INAN;NOM;MASC;PL	N
доходы	收入	доход	收入	N;INAN;NOM;MASC;PL	N
доходы	收入	доход	收入	N;INAN;NOM;MASC;PL	N
потребления	消費	потребление	消費	N;INAN;GEN;NEUT;SG	N
университеты	大學	университет	大學	N;INAN;NOM;MASC;PL	N
вместимость	容量	вместимость	容量	N;INAN;NOM;FEM;SG	N
вместимость	能力	вместимость	能力	N;INAN;NOM;FEM;SG	N
заговор	陰謀	заговор	陰謀	N;INAN;NOM;MASC;SG	N
заговор	劇情	заговор	劇情	N;INAN;NOM;MASC;SG	N
заговор	陰謀	заговор	陰謀	N;INAN;NOM;MASC;SG	N
монтаж	剪輯	монтаж	剪輯	N;INAN;NOM;MASC;SG	N
монтаж	編輯	монтаж	編輯	N;INAN;NOM;MASC;SG	N
программирование	程式	программирование	程式	N;INAN;NOM;NEUT;SG	N
вселенная	宇宙	вселенная	宇宙	N;INAN;NOM;FEM;SG	N
панели	小組	панель	小組	N;INAN;NOM;FEM;PL	N
панели	面板	панель	面板	N;INAN;NOM;FEM;PL	N
бизнесмен	商人	бизнесмен	商人	N;ANIM;NOM;MASC;SG	N
резерва	儲備	резерв	儲備	N;INAN;GEN;MASC;SG	N
бич	沙灘	бич	沙灘	N;INAN;NOM;MASC;SG	N
бич	海灘	бич	海灘	N;INAN;NOM;MASC;SG	N
удобно	舒服	удобный	舒服	ADJ;NEUT;SG	ADJ
удобно	舒適	удобный	舒適	ADJ;NEUT;SG	ADJ
удобно	舒服	удобный	舒服	ADJ;NEUT;SG	ADJ
удобно	舒適	удобный	舒適	ADJ;NEUT;SG	ADJ
послание	留言	послание	留言	N;INAN;NOM;NEUT;SG	N
послание	訊息	послание	訊息	N;INAN;NOM;NEUT;SG	N
послание	信件	послание	信件	N;INAN;NOM;NEUT;SG	N
препарат	藥物	препарат	藥物	N;INAN;NOM;MASC;SG	N
скрипка	琴	скрипка	琴	N;INAN;NOM;FEM;SG	N
скрипка	提琴	скрипка	提琴	N;INAN;NOM;FEM;SG	N
молекулы	分子	молекула	分子	N;INAN;NOM;FEM;PL	N
молекулы	分子	молекула	分子	N;INAN;NOM;FEM;PL	N
допускается	允許	допускать	允許	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
допускается	允許	допускать	允許	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
допускается	獲准	допускать	獲准	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
формах	表格	форма	表格	N;INAN;ESS;FEM;PL	N
собраний	集會	собрание	集會	N;INAN;GEN;NEUT;PL	N
терминологии	術語	терминология	術語	N;INAN;NOM;FEM;SG	N
вены	血管	вена	血管	N;INAN;NOM;FEM;PL	N
вены	靜脈	вена	靜脈	N;INAN;NOM;FEM;PL	N
бонус	獎金	бонус	獎金	N;INAN;NOM;MASC;SG	N
бонус	紅利	бонус	紅利	N;INAN;NOM;MASC;SG	N
бонус	獎勵	бонус	獎勵	N;INAN;NOM;MASC;SG	N
гнездо	窩	гнездо	窩	N;INAN;NOM;NEUT;SG	N
гнездо	巢穴	гнездо	巢穴	N;INAN;NOM;NEUT;SG	N
гнездо	巢	гнездо	巢	N;INAN;NOM;NEUT;SG	N
специальность	專長	специальность	專長	N;INAN;NOM;FEM;SG	N
специальность	專業	специальность	專業	N;INAN;NOM;FEM;SG	N
специальность	專長	специальность	專長	N;INAN;NOM;FEM;SG	N
важная	重要	важный	重要	ADJ;NOM;FEM;SG	ADJ
массе	質量	масса	質量	N;INAN;DAT;FEM;SG	N
массе	彌撒	масса	彌撒	N;INAN;DAT;FEM;SG	N
порты	港口	порт	港口	N;INAN;NOM;MASC;PL	N
розы	玫瑰	роза	玫瑰	N;INAN;NOM;FEM;PL	N
розы	玫瑰	роза	玫瑰	N;INAN;NOM;FEM;PL	N
национальностей	民族	национальность	民族	N;INAN;GEN;FEM;PL	N
батарей	電池	батарея	電池	N;INAN;GEN;FEM;PL	N
виконт	子	виконт	子	N;ANIM;NOM;MASC;SG	N
виконт	子	виконт	子	N;ANIM;NOM;MASC;SG	N
самолета	飛機	самолет	飛機	N;INAN;GEN;MASC;SG	N
разрушение	毀滅	разрушение	毀滅	N;INAN;NOM;NEUT;SG	N
колонна	柱	колонна	柱	N;INAN;NOM;FEM;SG	N
колонна	專欄	колонна	專欄	N;INAN;NOM;FEM;SG	N
колонна	欄	колонна	欄	N;INAN;NOM;FEM;SG	N
колонна	船隊	колонна	船隊	N;INAN;NOM;FEM;SG	N
колонна	車隊	колонна	車隊	N;INAN;NOM;FEM;SG	N
объявления	廣告	объявление	廣告	N;INAN;NOM;NEUT;PL	N
предположения	假設	предположение	假設	N;INAN;NOM;NEUT;PL	N
предположения	假設	предположение	假設	N;INAN;NOM;NEUT;PL	N
полости	腔	полость	腔	N;INAN;NOM;FEM;PL	N
перемещения	位	перемещение	位	N;INAN;NOM;NEUT;PL	N
ссылаясь	回顧	ссылаться	回顧	V;IPFV;PRS;V.CVB;MID	V
профсоюзов	工會	профсоюз	工會	N;INAN;GEN;MASC;PL	N
забыл	遺忘	забыть	遺忘	V;PFV;MASC;IND;SG;PST;FIN;ACT	V
методики	方法	методика	方法	N;INAN;NOM;FEM;PL	N
долг	職責	долг	職責	N;INAN;NOM;MASC;SG	N
долг	債務	долг	債務	N;INAN;NOM;MASC;SG	N
беременности	孕期	беременность	孕期	N;INAN;NOM;FEM;SG	N
равнины	平原	равнина	平原	N;INAN;NOM;FEM;PL	N
металл	金屬	металл	金屬	N;INAN;NOM;MASC;SG	N
уход	關愛	уход	關愛	N;INAN;NOM;MASC;SG	N
уход	愛心	уход	愛心	N;INAN;NOM;MASC;SG	N
уход	關心	уход	關心	N;INAN;NOM;MASC;SG	N
уход	護理	уход	護理	N;INAN;NOM;MASC;SG	N
уход	關心	уход	關心	N;INAN;NOM;MASC;SG	N
скалы	崖	скала	崖	N;INAN;NOM;FEM;PL	N
скалы	懸崖	скала	懸崖	N;INAN;NOM;FEM;PL	N
скалы	崖	скала	崖	N;INAN;NOM;FEM;PL	N
скалы	岩	скала	岩	N;INAN;NOM;FEM;PL	N
скалы	岩石	скала	岩石	N;INAN;NOM;FEM;PL	N
перечислены	上市	перечислить	上市	V;PFV;PL;PST;V.PTCP;PASS	V
расти	成長	расти	成長	V;IPFV;NFIN;ACT	V
расти	生長	расти	生長	V;IPFV;NFIN;ACT	V
моды	時裝	мода	時裝	N;INAN;NOM;FEM;PL	N
моды	時尚	мода	時尚	N;INAN;NOM;FEM;PL	N
применить	適用	применить	適用	V;PFV;NFIN;ACT	V
преподавания	教書	преподавание	教書	N;INAN;GEN;NEUT;SG	N
преподавания	教學	преподавание	教學	N;INAN;GEN;NEUT;SG	N
преподавания	教	преподавание	教	N;INAN;GEN;NEUT;SG	N
зарегистрировано	註冊	регистрировать	註冊	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V
рекомендую	推薦	рекомендая	推薦	V;IPFV;IND;SG;1;PRS;FIN;ACT	V
комбинации	組合	комбинация	組合	N;INAN;NOM;FEM;PL	N
указатель	索引	указатель	索引	N;INAN;NOM;MASC;SG	N
указатель	指數	указатель	指數	N;INAN;NOM;MASC;SG	N
указатель	指針	указатель	指針	N;INAN;NOM;MASC;SG	N
рог	牛角	рог	牛角	N;INAN;NOM;MASC;SG	N
рог	喇叭	рог	喇叭	N;INAN;NOM;MASC;SG	N
рог	號角	рог	號角	N;INAN;NOM;MASC;SG	N
поместье	莊園	поместье	莊園	N;INAN;NOM;NEUT;SG	N
поместье	產業	поместье	產業	N;INAN;NOM;NEUT;SG	N
поместье	邨	поместье	邨	N;INAN;NOM;NEUT;SG	N
различие	區分	различие	區分	N;INAN;NOM;NEUT;SG	N
различие	區別	различие	區別	N;INAN;NOM;NEUT;SG	N
различие	差額	различие	差額	N;INAN;NOM;NEUT;SG	N
различие	區別	различие	區別	N;INAN;NOM;NEUT;SG	N
различие	差別	различие	差別	N;INAN;NOM;NEUT;SG	N
различие	差異	различие	差異	N;INAN;NOM;NEUT;SG	N
зла	惡	зло	惡	N;INAN;GEN;NEUT;SG	N
зла	邪惡	зло	邪惡	N;INAN;GEN;NEUT;SG	N
окружение	環境	окружение	環境	N;INAN;NOM;NEUT;SG	N
порода	品種	порода	品種	N;INAN;NOM;FEM;SG	N
альманах	年	альманах	年	N;INAN;NOM;MASC;SG	N
жертву	犧牲	жертва	犧牲	N;INAN;ACC;FEM;SG	N
коалиция	聯盟	коалиция	聯盟	N;INAN;NOM;FEM;SG	N
коалиция	聯軍	коалиция	聯軍	N;INAN;NOM;FEM;SG	N
спорить	爭論	спорить	爭論	V;IPFV;NFIN;ACT	V
пропаганда	宣傳	пропаганда	宣傳	N;INAN;NOM;FEM;SG	N
зубы	牙	зуб	牙	N;INAN;NOM;MASC;PL	N
зубы	牙齒	зуб	牙齒	N;INAN;NOM;MASC;PL	N
треки	曲目	трек	曲目	N;INAN;NOM;MASC;PL	N
треки	軌道	трек	軌道	N;INAN;NOM;MASC;PL	N
кучу	堆	куча	堆	N;INAN;ACC;FEM;SG	N
ущелье	峽谷	ущелье	峽谷	N;INAN;NOM;NEUT;SG	N
ущелье	山溝	ущелье	山溝	N;INAN;NOM;NEUT;SG	N
шахматы	象棋	шахматы	象棋	N;INAN;NOM;FEM;PL	N
шахматы	西洋	шахматы	西洋	N;INAN;NOM;FEM;PL	N
фактором	因子	фактор	因子	N;INAN;INS;MASC;SG	N
фактором	因數	фактор	因數	N;INAN;INS;MASC;SG	N
животное	動物	животное	動物	N;ANIM;NOM;NEUT;SG	N
дракона	龍	дракон	龍	N;ANIM;ACC;MASC;SG	N
дракона	神龍	дракон	神龍	N;ANIM;ACC;MASC;SG	N
углерода	碳	углерод	碳	N;INAN;GEN;MASC;SG	N
углерода	炭	углерод	炭	N;INAN;GEN;MASC;SG	N
свидетелей	證人	свидетель	證人	N;ANIM;GEN;MASC;PL	N
легион	軍團	легион	軍團	N;INAN;NOM;MASC;SG	N
взвод	班長	взвод	班長	N;INAN;NOM;MASC;SG	N
взвод	小隊	взвод	小隊	N;INAN;NOM;MASC;SG	N
взвод	排	взвод	排	N;INAN;NOM;MASC;SG	N
богатства	財富	богатство	財富	N;INAN;NOM;NEUT;PL	N
богатства	財富	богатство	財富	N;INAN;NOM;NEUT;PL	N
организм	機體	организм	機體	N;INAN;NOM;MASC;SG	N
обряд	儀式	обряд	儀式	N;INAN;NOM;MASC;SG	N
обряд	禮	обряд	禮	N;INAN;NOM;MASC;SG	N
личинки	蛆	личинка	蛆	N;ANIM;NOM;FEM;PL	N
личинки	幼蟲	личинка	幼蟲	N;ANIM;NOM;FEM;PL	N
личинки	前鋒	личинка	前鋒	N;ANIM;NOM;FEM;PL	N
панорама	全景	панорам	全景	N;INAN;NOM;FEM;SG	N
исключить	排除	исключить	排除	V;PFV;NFIN;ACT	V
исключить	刪除	исключить	刪除	V;PFV;NFIN;ACT	V
исключить	刪去	исключить	刪去	V;PFV;NFIN;ACT	V
опер	歌劇	опера	歌劇	N;INAN;GEN;FEM;PL	N
монахи	僧侶	монах	僧侶	N;ANIM;NOM;MASC;PL	N
белок	蛋白質	белок	蛋白質	N;INAN;NOM;MASC;SG	N
белок	蛋白	белок	蛋白	N;INAN;NOM;MASC;SG	N
завершена	完成	завершить	完成	V;PFV;FEM;SG;PST;V.PTCP;PASS	V
