como	hogyan	como	hogyan	ADV	ADV
exemplares	példányok	exemplar	példány	N;MASC;PL	N;NOM;PL
requisitos	előírások	requisito	előírás	N;MASC;PL	N;NOM;PL
requisitos	követelmények	requisito	követelmény	N;MASC;PL	N;NOM;PL
turma	óra	turma	óra	N;FEM;SG	N;NOM;SG
turma	osztály	turma	osztály	N;FEM;SG	N;NOM;SG
post	poszt	post	poszt	N;MASC;SG	N;NOM;SG
post	bejegyzést	post	bejegyzés	N;MASC;SG	N;ACC;SG
post	bejegyzésre	post	bejegyzés	N;MASC;SG	N;ON+ALL;SG
post	bejegyzés	post	bejegyzés	N;MASC;SG	N;NOM;SG
juntar	csatlakozz	juntar	csatlakozz	V;NFIN	V;DEF;IND;SG;3;PRS;FIN;ACT
ian	lan	ian	lan	N;MASC;SG	N;NOM;SG
ian	lan	ian	lan	N;MASC;SG	N;NOM;SG
seções	szakaszok	seção	szakasz	N;FEM;PL	N;NOM;PL
avanço	áttörés	avanço	áttörés	N;MASC;SG	N;NOM;SG
avanço	előleg	avanço	előleg	N;MASC;SG	N;NOM;SG
soldado	katona	soldado	katona	N;MASC;SG	N;NOM;SG
abordagem	megközelítése	abordagem	megközelítés	N;FEM;SG	N;NOM;SG
abordagem	megközelítés	abordagem	megközelítés	N;FEM;SG	N;NOM;SG
hit	ütés	hit	ütés	N;MASC;SG	N;NOM;SG
hit	találat	hit	találat	N;MASC;SG	N;NOM;SG
bell	harang	bell	harang	N;MASC;SG	N;NOM;SG
transferido	letöltöttem	transferir	letöltöt	V;MASC;SG;V.PTCP	V;INDF;IND;SG;1;PST;FIN;ACT
transferido	átadott	transferir	átadott	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
planalto	fennsík	planalto	fennsík	N;MASC;SG	N;NOM;SG
tripulação	legénység	tripulação	legénység	N;FEM;SG	N;NOM;SG
tripulação	személyzet	tripulação	személyzet	N;FEM;SG	N;NOM;SG
identificar	azonosítani	identificar	azonosít	V;NFIN	V;NFIN;ACT
nobres	nemesek	nobre	nemes	N;MASC;PL	N;NOM;PL
satélites	műholdak	satélite	műhold	N;MASC;PL	N;NOM;PL
golfo	öböl	golfo	öböl	N;MASC;SG	N;NOM;SG
civilização	civilizációt	civilização	civilizáció	N;FEM;SG	N;ACC;SG
civilização	civilizáció	civilização	civilizáció	N;FEM;SG	N;NOM;SG
civilização	civilizáció	civilização	civilizáció	N;FEM;SG	N;NOM;SG
rochas	kövek	rocha	köv	N;FEM;PL	N;NOM;PL
rochas	sziklák	rocha	szik	N;FEM;PL	N;NOM;PL
alfabeto	ábécé	alfabeto	ábéc	N;MASC;SG	N;NOM;SG
vereador	tanácsnok	vereador	tanácsnok	N;MASC;SG	N;NOM;SG
vereador	tanácsos	vereador	tanácsos	N;MASC;SG	N;NOM;SG
vereador	tanácsos	vereador	tanácsos	N;MASC;SG	N;NOM;SG
ciclismo	kerékpár	ciclismo	kerékpár	N;MASC;SG	N;NOM;SG
ciclismo	kerékpározás	ciclismo	kerékpározás	N;MASC;SG	N;NOM;SG
anjos	angyalok	anjo	angyal	N;MASC;PL	N;NOM;PL
construções	szerkezetek	construção	szerkezet	N;FEM;PL	N;NOM;PL
ordenou	rendelt	ordenar	rendelt	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
ordenou	elrendelt	ordenar	elrendelt	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
merece	megérdemli	merecer	megérdemli	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
regente	régens	regente	régens	N;MASC;SG	N;NOM;SG
secundário	középfokú	secundário	középfokú	N;MASC;SG	N;NOM;SG
longitude	hosszúság	longitude	hosszúság	N;FEM;SG	N;NOM;SG
cliente	vendég	cliente	vendég	N;MASC;SG	N;NOM;SG
cliente	kliens	cliente	kliens	N;MASC;SG	N;NOM;SG
dispositivos	eszközök	dispositivo	eszköz	N;MASC;PL	N;NOM;PL
dispositivos	berendezések	dispositivo	berendezés	N;MASC;PL	N;NOM;PL
dispositivos	készülékek	dispositivo	készülék	N;MASC;PL	N;NOM;PL
descendente	leszármazottja	descendente	le+származott	N;MASC;SG	N;NOM;SG
potter	potter	potter	potter	N;MASC;SG	N;NOM;SG
senso	érzék	senso	érez	N;MASC;SG	N;NOM;SG
senso	értelem	senso	értel	N;MASC;SG	N;NOM;SG
adolescente	tinédzser	adolescente	tinédzser	N;MASC;SG	N;NOM;SG
adolescente	tini	adolescente	tini	N;MASC;SG	N;NOM;SG
adolescente	tinédzser	adolescente	tinédzser	N;MASC;SG	N;NOM;SG
adolescente	tizenéves	adolescente	tizenéves	N;MASC;SG	N;NOM;SG
adolescente	tini	adolescente	tini	N;MASC;SG	N;NOM;SG
adolescente	serdülő	adolescente	serdülő	N;MASC;SG	N;NOM;SG
cortes	vágások	corte	vágás	N;MASC;PL	N;NOM;PL
módulo	modul	módulo	modul	N;MASC;SG	N;NOM;SG
socos	ütések	soco	ütés	N;MASC;PL	N;NOM;PL
socos	ütéseket	soco	ütés	N;MASC;PL	N;ACC;PL
especialistas	szakértők	especialista	szakértő	N;PL	N;NOM;PL
especialistas	szakemberek	especialista	szakember	N;PL	N;NOM;PL
especialistas	szakértők	especialista	szakértő	N;PL	N;NOM;PL
acusações	díjak	acusação	díj	N;FEM;PL	N;NOM;PL
acusações	vádak	acusação	vád	N;FEM;PL	N;NOM;PL
acusações	vádak	acusação	vád	N;FEM;PL	N;NOM;PL
partiu	tört	partir	tört	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
partiu	eltört	partir	eltört	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
partiu	összetört	partir	összetört	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
partiu	eltörte	partir	el+tör	V;IND;SG;3;PST;FIN	V;DEF;IND;SG;3;PST;FIN;ACT
vilão	gazember	vilão	gazember	N;MASC;SG	N;NOM;SG
botânica	botanika	botânica	botanika	N;FEM;SG	N;NOM;SG
botânica	botanikus	botânica	botanikus	N;FEM;SG	N;NOM;SG
botânica	botanikus	botânica	botanikus	N;FEM;SG	N;NOM;SG
elétrico	villamos	elétrico	villamos	N;MASC;SG	N;NOM;SG
elétrico	villany	elétrico	villany	N;MASC;SG	N;NOM;SG
espiral	spirál	espiral	spirál	N;FEM;SG	N;NOM;SG
transmitido	továbbított	transmitir	továbbított	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
transmitido	közvetített	transmitir	közvetít	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
jardins	kertek	jardin	ker	N;MASC;PL	N;NOM;PL
hóquei	jégkorong	hóquei	jégkorong	N;MASC;SG	N;NOM;SG
albuquerque	albuquerque	albuquerque	albutuerőue	N;MASC;SG	N;NOM;SG
manifestações	megnyilvánulásai	manifestação	megnyilvánulás	N;FEM;PL	N;NOM;PL
manifestações	tüntetések	manifestação	tüntetés	N;FEM;PL	N;NOM;PL
rosto	arcát	rosto	arca	N;MASC;SG	N;ACC;SG
rosto	arc	rosto	arc	N;MASC;SG	N;NOM;SG
rosto	arca	rosto	az	N;MASC;SG	N;NOM;SG
entregue	szállított	entregar	szállított	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
entregue	leszállított	entregar	leszállított	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
etapas	szakaszok	etapa	szakasz	N;FEM;PL	N;NOM;PL
etapas	lépcsők	etapa	lépcső	N;FEM;PL	N;NOM;PL
etapas	lépések	etapa	lépés	N;FEM;PL	N;NOM;PL
etapas	lépéseket	etapa	lépés	N;FEM;PL	N;ACC;PL
entrega	kézbesítés	entrega	kézbesítés	N;FEM;SG	N;NOM;SG
entrega	szállítás	entrega	szállítás	N;FEM;SG	N;NOM;SG
entrega	teljesítés	entrega	teljesítés	N;FEM;SG	N;NOM;SG
entrega	szállítási	entrega	szállítási	N;FEM;SG	N;NOM;SG
vermelhos	vörösek	vermelho	vörös	N;MASC;PL	N;NOM;PL
vermelhos	vörösök	vermelho	vörös	N;MASC;PL	N;NOM;PL
cavalos	lovak	cavalo	lovak	N;MASC;PL	N;NOM;PL
cavalos	lovakat	cavalo	lovak	N;MASC;PL	N;ACC;PL
observar	megfigyelni	observar	megfigyel	V;NFIN	V;NFIN;ACT
observar	megfigyelni	observar	megfigyel	V;NFIN	V;NFIN;ACT
atração	vonzalom	atração	vonzalom	N;FEM;SG	N;NOM;SG
latitude	szélesség	latitude	szélesség	N;FEM;SG	N;NOM;SG
riqueza	gazdagság	riqueza	gazdagság	N;FEM;SG	N;NOM;SG
riqueza	gazdagság	riqueza	gazdagság	N;FEM;SG	N;NOM;SG
riqueza	jólét	riqueza	jólét	N;FEM;SG	N;NOM;SG
riqueza	vagyon	riqueza	vagyon	N;FEM;SG	N;NOM;SG
union	szakszervezet	union	szakszervezet	N;MASC;SG	N;NOM;SG
escapar	megszökni	escapar	meg+szök	V;NFIN	V;NFIN;ACT
escapar	megszökni	escapar	meg+szök	V;NFIN	V;NFIN;ACT
tomás	tamás	tomás	tamás	N;MASC;SG	N;NOM;SG
aparições	jelenések	aparição	jelenés	N;FEM;PL	N;NOM;PL
rendimento	hozam	rendimento	hozam	N;MASC;SG	N;NOM;SG
rendimento	jövedelem	rendimento	jövedel	N;MASC;SG	N;NOM;SG
rendimento	bevétel	rendimento	bevétel	N;MASC;SG	N;NOM;SG
rendimento	jövedelme	rendimento	jövedelem	N;MASC;SG	N;NOM;SG
fundos	pénzeszközök	fundo	pénzeszköz	N;MASC;PL	N;NOM;PL
fundos	alapok	fundo	alap	N;MASC;PL	N;NOM;PL
resolveu	megoldott	resolver	megoldott	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
resolveu	megoldani	resolver	meg+old	V;IND;SG;3;PST;FIN	V;NFIN;ACT
resolveu	megoldódott	resolver	megoldódik	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
resolveu	megoldott	resolver	megoldott	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
resolveu	megoldotta	resolver	megold	V;IND;SG;3;PST;FIN	V;DEF;IND;SG;3;PST;FIN;ACT
historia	történelme	historia	történelem	N;FEM;SG	N;NOM;SG
historia	történelem	historia	történel	N;FEM;SG	N;NOM;SG
adequado	helyénvaló	adequado	helyénvaló	ADJ;MASC;SG	ADJ;NOM;SG
adequado	alkalmas	adequado	alkalmas	ADJ;MASC;SG	ADJ;NOM;SG
talento	tehetségét	talento	tehetség	N;MASC;SG	N;ACC;SG
intensidade	intenzitás	intensidade	intenzitás	N;FEM;SG	N;NOM;SG
intensidade	intenzitása	intensidade	intenzitás	N;FEM;SG	N;NOM;SG
concluiu	kötött	concluir	köt	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
concluiu	megkötött	concluir	megkötött	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
aprender	tanulok	aprender	tanul	V;NFIN	V;INDF;IND;SG;1;PRS;FIN;ACT
aprender	tanul	aprender	tanul	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
aprender	tanulni	aprender	tanul	V;NFIN	V;NFIN;ACT
aprender	tanuljon	aprender	tanul	V;NFIN	V;INDF;IMP;SG;3;PRS;FIN;ACT
aprender	tanul	aprender	tanul	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
integrar	integrálni	integrar	integrál	V;NFIN	V;NFIN;ACT
angel	angyal	angel	angyal	N;MASC;SG	N;NOM;SG
angel	angyalka	angel	angyalk	N;MASC;SG	N;NOM;SG
eva	éva	eva	év	N;FEM;SG	N;NOM;SG
eva	éva	eva	év	N;FEM;SG	N;NOM;SG
provar	bizonyítani	provar	bizonyít	V;NFIN	V;NFIN;ACT
provar	bizonyítani	provar	bizonyít	V;NFIN	V;NFIN;ACT
exércitos	házigazdák	exército	házigazda	N;MASC;PL	N;NOM;PL
exércitos	szervezők	exército	szervező	N;MASC;PL	N;NOM;PL
escultura	szobor	escultura	szobor	N;FEM;SG	N;NOM;SG
escultura	faragás	escultura	faragás	N;FEM;SG	N;NOM;SG
áudio	audio	áudio	audio	N;MASC;SG	N;NOM;SG
áudio	hang	áudio	hang	N;MASC;SG	N;NOM;SG
rapper	rapper	rapper	rapper	N;MASC;SG	N;NOM;SG
shift	műszak	shift	műszak	N;MASC;SG	N;NOM;SG
shift	váltás	shift	váltás	N;MASC;SG	N;NOM;SG
condenado	elítélt	condenar	elítélt	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
condenado	elítélt	condenar	elítélt	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
condenado	elítélte	condenar	elítél	V;MASC;SG;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
condenado	elítélt	condenar	elítélt	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
condenado	elítélt	condenar	elítélt	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
fechado	bezárt	fechar	bezárt	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
fechado	zárt	fechar	zárt	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
estatísticas	statisztikák	estatística	statisztika	N;FEM;PL	N;NOM;PL
estatísticas	statisztikák	estatística	statisztika	N;FEM;PL	N;NOM;PL
estatísticas	elemzések	estatística	elemzés	N;FEM;PL	N;NOM;PL
limitado	korlátolt	limitar	korlátolt	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
repórter	újságíró	repórter	újságíró	N;MASC;SG	N;NOM;SG
repórter	riporter	repórter	riporter	N;MASC;SG	N;NOM;SG
mental	mentális	mental	mentális	N;MASC;SG	N;NOM;SG
mesquita	mecset	mesquita	mecset	N;FEM;SG	N;NOM;SG
barco	csónak	barco	csó	N;MASC;SG	N;NOM;SG
barco	hajó	barco	hajó	N;MASC;SG	N;NOM;SG
roupa	szerelés	roupa	szerelés	N;FEM;SG	N;NOM;SG
roupa	ruha	roupa	ruha	N;FEM;SG	N;NOM;SG
roupa	ruházata	roupa	ruházat	N;FEM;SG	N;NOM;SG
roupa	ruházat	roupa	ruházat	N;FEM;SG	N;NOM;SG
roupa	ruha	roupa	ruha	N;FEM;SG	N;NOM;SG
roupa	ruha	roupa	ruha	N;FEM;SG	N;NOM;SG
roupa	ruhát	roupa	ruha	N;FEM;SG	N;ACC;SG
bolsa	táska	bolsa	tás	N;FEM;SG	N;NOM;SG
bolsa	zacskó	bolsa	zacskó	N;FEM;SG	N;NOM;SG
bolsa	táskát	bolsa	táska	N;FEM;SG	N;ACC;SG
bolsa	zsák	bolsa	zsák	N;FEM;SG	N;NOM;SG
bolsa	táska	bolsa	tás	N;FEM;SG	N;NOM;SG
bolsa	ösztöndíj	bolsa	ösztöndíj	N;FEM;SG	N;NOM;SG
bolsa	ösztöndíjat	bolsa	ösztöndíj	N;FEM;SG	N;ACC;SG
transformou	átalakított	transformar	átalakított	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
transformou	átváltozott	transformar	átváltozott	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
financeiro	pénzügyi	financeiro	pénzügyi	ADJ;MASC;SG	ADJ;NOM;SG
objectivo	objektív	objectivo	objektív	N;MASC;SG	N;NOM;SG
objectivo	cél	objectivo	cél	N;MASC;SG	N;NOM;SG
objectivo	célkitűzés	objectivo	célkitűzés	N;MASC;SG	N;NOM;SG
objectivo	cél	objectivo	cél	N;MASC;SG	N;NOM;SG
explicação	magyarázat	explicação	magyarázat	N;FEM;SG	N;NOM;SG
explicação	magyarázatot	explicação	magyarázat	N;FEM;SG	N;ACC;SG
mostrado	megjelenített	mostrar	megjelenített	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
seminário	szemináriumon	seminário	szeminárium	N;MASC;SG	N;ON+ESS;SG
seminário	szeminárium	seminário	szeminárium	N;MASC;SG	N;NOM;SG
leitor	olvasó	leitor	olvasó	N;MASC;SG	N;NOM;SG
penal	bűnöző	penal	bűnöző	N;MASC;SG	N;NOM;SG
crédito	kredit	crédito	kredi	N;MASC;SG	N;NOM;SG
luísa	louisa	luísa	louisa	N;FEM;SG	N;NOM;SG
bancos	bankokkal	banco	bank	N;MASC;PL	N;INS;PL
bancos	bankok	banco	bank	N;MASC;PL	N;NOM;PL
bancos	ülések	banco	ülés	N;MASC;PL	N;NOM;PL
espectadores	nézők	espectador	néző	N;MASC;PL	N;NOM;PL
espectadores	nézők	espectador	néző	N;MASC;PL	N;NOM;PL
gado	állatállomány	gado	állatállomány	N;MASC;SG	N;NOM;SG
gado	szarvasmarha	gado	szarvasmar	N;MASC;SG	N;NOM;SG
opcional	választható	opcional	választható	ADJ;MASC;SG	ADJ;NOM;SG
filtro	szűrés	filtro	szűrés	N;MASC;SG	N;NOM;SG
filtro	szűrő	filtro	szűrő	N;MASC;SG	N;NOM;SG
estágio	gyakornoki	estágio	gyakornoki	N;MASC;SG	N;NOM;SG
estágio	gyakorlat	estágio	gyakorlat	N;MASC;SG	N;NOM;SG
carneiro	kos	carneiro	kos	N;MASC;SG	N;NOM;SG
carneiro	ram	carneiro	ram	N;MASC;SG	N;NOM;SG
carneiro	kos	carneiro	kos	N;MASC;SG	N;NOM;SG
duquesa	hercegnő	duquesa	hercegnő	N;FEM;SG	N;NOM;SG
jornada	utazás	jornada	utazás	N;FEM;SG	N;NOM;SG
abandonou	elhagyott	abandonar	el+hagyott	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
abandonou	elhagyatott	abandonar	elhagyatott	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
row	sort	row	sor	N;MASC;SG	N;ACC;SG
guy	pasi	guy	pasi	N;MASC;SG	N;NOM;SG
guy	srác	guy	srác	N;MASC;SG	N;NOM;SG
organizar	szervezni	organizar	szervez	V;NFIN	V;NFIN;ACT
organizar	szervez	organizar	szervez	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
organizar	gondoskodjon	organizar	gondoskodik	V;NFIN	V;INDF;IMP;SG;3;PRS;FIN;ACT
marinho	tengerész	marinho	tengerész	N;MASC;SG	N;NOM;SG
marinho	tengerészgyalogos	marinho	tengerészgyalogos	N;MASC;SG	N;NOM;SG
biologia	biológia	biologia	biológia	N;FEM;SG	N;NOM;SG
conhecimentos	ismeretek	conhecimento	ismeret	N;MASC;PL	N;NOM;PL
assassinado	megölte	assassinar	megöl	V;MASC;SG;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
linux	linux	linux	linux	N;MASC;SG	N;NOM;SG
colunas	oszlopok	coluna	oszlop	N;FEM;PL	N;NOM;PL
diálogo	párbeszédre	diálogo	párbeszéd	N;MASC;SG	N;ON+ALL;SG
diálogo	párbeszéd	diálogo	párbeszéd	N;MASC;SG	N;NOM;SG
nasa	nasa	nasa	nasa	N;FEM;SG	N;NOM;SG
party	buli	party	buli	N;MASC;SG	N;NOM;SG
verdes	zöldek	verdes	zöld	N;MASC;PL	N;NOM;PL
legend	legendája	legend	legenda	N;MASC;SG	N;NOM;SG
sofre	szenved	sofrer	szenved	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
sofre	szenved	sofrer	szenved	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
cai	elesik	cair	elesik	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
móveis	bútorok	móvel	bútor	N;MASC;PL	N;NOM;PL
compilação	válogatás	compilação	válogatás	N;FEM;SG	N;NOM;SG
compilação	összeállítás	compilação	összeállítás	N;FEM;SG	N;NOM;SG
cooperação	együttműködés	cooperação	együttműködés	N;FEM;SG	N;NOM;SG
variáveis	változók	variável	változó	N;MASC;PL	N;NOM;PL
cérebro	agya	cérebro	agya	N;MASC;SG	N;NOM;SG
secundária	középfokú	secundário	középfokú	N;FEM;SG	N;NOM;SG
arquidiocese	érsekség	arquidiocese	érsekség	N;FEM;SG	N;NOM;SG
clipe	tárat	clipe	tárat	N;MASC;SG	N;ACC;SG
clipe	tár	clipe	tár	N;MASC;SG	N;NOM;SG
desenvolve	fejleszti	desenvolver	fejleszt	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
desenvolve	fejlődik	desenvolver	fejlődik	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
paciente	páciens	paciente	páciens	N;MASC;SG	N;NOM;SG
paciente	beteg	paciente	beteg	N;MASC;SG	N;NOM;SG
avaliar	értékeli	avaliar	értékeli	V;NFIN	V;DEF;IND;SG;3;PRS;FIN;ACT
avaliar	értékelje	avaliar	értékel	V;NFIN	V;DEF;IND;SG;3;PRS;FIN;ACT
avaliar	értékeli	avaliar	értékeli	V;NFIN	V;DEF;IND;SG;3;PRS;FIN;ACT
exílio	száműzetés	exílio	száműzetés	N;MASC;SG	N;NOM;SG
químico	kémiai	químico	kémiai	N;MASC;SG	N;NOM;SG
químico	vegyész	químico	vegyész	N;MASC;SG	N;NOM;SG
aumenta	növelje	aumentar	növel	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
aumenta	növeli	aumentar	növel	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
conexão	kapcsolat	conexão	kapcsolat	N;FEM;SG	N;NOM;SG
conexão	kapcsolódás	conexão	kapcsolódás	N;FEM;SG	N;NOM;SG
conexão	csatlakozás	conexão	csatlakozás	N;FEM;SG	N;NOM;SG
conexão	kapcsolódás	conexão	kapcsolódás	N;FEM;SG	N;NOM;SG
conexão	csatlakozás	conexão	csatlakozás	N;FEM;SG	N;NOM;SG
conexão	kapcsolódás	conexão	kapcsolódás	N;FEM;SG	N;NOM;SG
conexão	kapcsolatot	conexão	kapcsolat	N;FEM;SG	N;ACC;SG
documentação	dokumentáció	documentação	dokumentáció	N;FEM;SG	N;NOM;SG
síndrome	szindróma	síndrome	szindróma	N;FEM;SG	N;NOM;SG
gene	gén	gene	gén	N;MASC;SG	N;NOM;SG
radiação	sugárzás	radiação	sugárzás	N;FEM;SG	N;NOM;SG
fórum	fórum	fórum	fórum	N;MASC;SG	N;NOM;SG
fórum	fórumon	fórum	fórum	N;MASC;SG	N;ON+ESS;SG
une	egyesíti	unir	egyesít	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
anjo	angyal	anjo	angyal	N;MASC;SG	N;NOM;SG
anjo	angyalka	anjo	angyalk	N;MASC;SG	N;NOM;SG
positivo	pozitív	positivo	pozitív	ADJ;MASC;SG	ADJ;NOM;SG
furacão	hurrikán	furacão	hurrika	N;MASC;SG	N;ON+ESS;SG
federais	szövetségiek	federal	szövetségi	N;MASC;PL	N;NOM;PL
nba	nba	nba	nb	N;FEM;SG	N;NOM;SG
compreensão	megértés	compreensão	megértés	N;FEM;SG	N;NOM;SG
compreensão	megértést	compreensão	megértés	N;FEM;SG	N;ACC;SG
item	tárgy	item	tárgy	N;MASC;SG	N;NOM;SG
item	tétel	item	tétel	N;MASC;SG	N;NOM;SG
item	elem	item	elem	N;MASC;SG	N;NOM;SG
organismos	szervezetek	organismo	szervezet	N;MASC;PL	N;NOM;PL
organismos	élőlények	organismo	élőlény	N;MASC;PL	N;NOM;PL
impostos	adók	imposto	adó	N;MASC;PL	N;NOM;PL
impostos	adók	imposto	adó	N;MASC;PL	N;NOM;PL
fabricação	előállítás	fabricação	előállítás	N;FEM;SG	N;NOM;SG
fabricação	gyártás	fabricação	gyártás	N;FEM;SG	N;NOM;SG
fabricação	előállítás	fabricação	előállítás	N;FEM;SG	N;NOM;SG
fabricação	gyártás	fabricação	gyártás	N;FEM;SG	N;NOM;SG
sugestão	javaslat	sugestão	javaslat	N;FEM;SG	N;NOM;SG
sugestão	tipp	sugestão	tipp	N;FEM;SG	N;NOM;SG
abre	nyit	abrir	nyit	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
preferência	előnyben	preferência	előny	N;FEM;SG	N;IN+ESS;SG
preferência	előnyben	preferência	előny	N;FEM;SG	N;IN+ESS;SG
investimentos	befektetések	investimento	befektetés	N;MASC;PL	N;NOM;PL
investimentos	beruházások	investimento	beruházás	N;MASC;PL	N;NOM;PL
investimentos	beruházások	investimento	beruházás	N;MASC;PL	N;NOM;PL
investimentos	befektetések	investimento	befektetés	N;MASC;PL	N;NOM;PL
aprovada	engedélyezett	aprovar	engedélyezett	V;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
aprovada	jóváhagyott	aprovar	jóváhagyott	V;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
previsto	megjósolta	prever	meg+jósol	V;MASC;SG;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
oferta	ajánlat	oferta	ajánlat	N;FEM;SG	N;NOM;SG
oferta	ajánlatot	oferta	ajánlat	N;FEM;SG	N;ACC;SG
confirmou	megerősített	confirmar	meg+erősít	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
confirmou	megerősítette	confirmar	meg+erősít	V;IND;SG;3;PST;FIN	V;DEF;IND;SG;3;PST;FIN;ACT
confirmou	igazolt	confirmar	igazolt	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
paisagem	díszlet	paisagem	díszlet	N;FEM;SG	N;NOM;SG
paisagem	táj	paisagem	táj	N;FEM;SG	N;NOM;SG
paisagem	táj	paisagem	táj	N;FEM;SG	N;NOM;SG
stewart	stewart	stewart	stewart	N;MASC;SG	N;NOM;SG
comprar	vegyél	comprar	vegyél	V;NFIN	V;INDF;IMP;SG;1;PRS;FIN;ACT
comprar	venni	comprar	vesz	V;NFIN	V;NFIN;ACT
comprar	vásárol	comprar	vásárol	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
comprar	megvásárolni	comprar	meg+vásárol	V;NFIN	V;NFIN;ACT
comprar	venni	comprar	vesz	V;NFIN	V;NFIN;ACT
esquema	séma	esquema	séma	N;MASC;SG	N;NOM;SG
esquema	csalás	esquema	csalás	N;MASC;SG	N;NOM;SG
esquema	átverés	esquema	átverés	N;MASC;SG	N;NOM;SG
esquema	séma	esquema	séma	N;MASC;SG	N;NOM;SG
forçado	kényszerített	forçar	kényszerít	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
forçado	erőltetett	forçar	erőltet	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
leitores	olvasók	leitor	olvasó	N;MASC;PL	N;NOM;PL
correntes	láncok	corrente	lánc	N;MASC;PL	N;NOM;PL
correntes	áramlatok	corrente	áramlat	N;MASC;PL	N;NOM;PL
gerar	generálni	gerar	generál	V;NFIN	V;NFIN;ACT
apresentadora	műsorvezető	apresentador	műsorvezető	N;FEM;SG	N;NOM;SG
nogueira	dió	nogueiro	dió	N;FEM;SG	N;NOM;SG
prússia	poroszország	prússia	poroszország	N;FEM;SG	N;NOM;SG
sock	zokni	sock	zok	N;MASC;SG	N;NOM;SG
cálculo	számítási	cálculo	számítási	N;MASC;SG	N;NOM;SG
cálculo	számítás	cálculo	számítás	N;MASC;SG	N;NOM;SG
