yang	זה	yang	זה	PRO	PRO;MASC;SG;3
jendral	גנרלים	jendral	גנרלי	N	N;MASC;PL
jendral	כללי	jendral	כלל	N	N;MASC;PL
jendral	גנרל	jendral	גנרל	N	N;MASC;SG
truk	משאית	truk	משאית	N;SG	N;FEM;SG
truk	משאית	truk	משאית	N;SG	N;FEM;SG
truk	משאית	truk	משאית	N;SG	N;FEM;SG
alkohol	אלכוהול	alkohol	אלכוהול	N;SG	N;MASC;SG
alkohol	אלכוהוליסט	alkohol	אלכוהוליסט	N;SG	N;MASC;SG
misionaris	מיסיונרים	misionaris	מיסיונר	N	N;MASC;PL
misionaris	מיסיונרית	misionaris	מיסיונרי	N	N;FEM;SG
berfokus	ממקד	berfokus	ממקד	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
kerugian	אובדן	kerugian	אובדן	N;SG	N;MASC;SG
kerugian	אבדן	kerugian	None	N;SG	N
kerugian	הפסד	kerugian	הפסד	N;SG	N;MASC;SG
kerugian	אבידה	kerugian	אבידה	N;SG	N;FEM;SG
kerugian	נחיתות	kerugian	נחיתות	N;SG	N;FEM;SG
kerugian	חיסרון	kerugian	חיסרון	N;SG	N;MASC;SG
seputar	בסביבה	seputar	בסביבה		
seputar	מסביב	seputar	מסביב		
panen	קצירת	panen	קצירה	N;SG	N;FEM;SG
publikasi	פרסום	publikasi	פרסום	N	N;MASC;SG
publikasi	פרסום	publikasi	פרסום	N	N;MASC;SG
publikasi	פרסומים	publikasi	פרסום	N	N;MASC;PL
seminar	סמינרים	seminar	סמינר	N	N;MASC;PL
tembakan	יריה	tembakan	יריה	N;SG	N;FEM;SG
tembakan	ירייה	tembakan	ירייה	N;SG	N;FEM;SG
mingguan	שבועי	mingguan	שבועי	N;SG	N;MASC;SG
berkontribusi	לתרום	berkontribusi	תרם	V;SG;ACT	V;NFIN;ACT
plastik	ניילון	plastik	ניילון	N	N;MASC;SG
kontemporer	עכשווית	kontemporer	עכשווי	N	N;FEM;SG
mitos	מיתוסים	mitos	מיתוס	N	N;MASC;PL
mitos	מיתוס	mitos	מיתוס	N	N;MASC;SG
penyelenggara	אירוח	penselenggara	אירוח	N;SG	N;MASC;SG
penyelenggara	פונדקאי	penselenggara	פונדקאי	N;SG	N
penyelenggara	מארגן	penselenggara	מארגן	N;SG	N;MASC;SG
potensial	פוטנציאל	potensial	פוטנציאל	N;SG	N;MASC;SG
segmen	קטע	segmen	קטע	N;SG	N;MASC;SG
lembut	רך	lembut	רך	ADJ;SG	ADJ;MASC;SG
lembut	עדין	lembut	עדין	ADJ;SG	ADJ;MASC;SG
mengancam	מאיימת	menancam	איים	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
mengancam	איימה	menancam	איים	V;SG;ACT	V;FEM;SG;3;PST;ACT
residence	מגורים	residence	מגורים	N	N;MASC;PL
pewaris	יורש	penwaris	הורש	N;SG	N;MASC;SG
pewaris	המורשת	penwaris	המורשה	N;SG	N;FEM;SG
pewaris	מורשת	penwaris	מורשת	N;SG	N;FEM;SG
base	בסיסים	base	בסיס	N	N;MASC;PL
base	בסיס	base	בסיס	N	N;MASC;SG
pembayaran	תשלום	penbayaran	תשלום	N;SG	N;MASC;SG
didefinisikan	מוגדר	didefinisikan	הוגדר	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
peduli	אכפתי	peduli	אכפתי	ADJ;SG	ADJ;MASC;SG
peduli	מודאג	peduli	מודאג	ADJ;SG	ADJ;MASC;SG
memecahkan	פתרתי	menpecahkan	פתרתי	V;SG;ACT	V;SG;1;PST;ACT
memecahkan	לפתור	menpecahkan	פתר	V;SG;ACT	V;NFIN;ACT
ditahan	מוחזק	ditahan	מוחזק	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
ditahan	מתעכב	ditahan	התעכב	V;SG;PASS	V;MASC;SG;V.PTCP
ditahan	מתעכבת	ditahan	התעכב	V;SG;PASS	V;FEM;SG;V.PTCP
berlayar	להפליג	berlayar	הפליג	V;SG;ACT	V;NFIN;ACT
memicu	עורר	menpicu	עורר	V;SG;ACT	V;MASC;SG;3;PST;ACT
respon	תשובה	respon	תשובה	N;SG	N;FEM;SG
respon	תגובה	respon	תגובה	N;SG	N;FEM;SG
display	תצוגה	display	תצוגה	N	N;FEM;SG
tanya	שאלי	tanya	שאל		
vitamin	ויטמינים	vitamin	ויטמינים	N	N;MASC;PL
string	חוטים	string	חטה	N	N;MASC;PL
string	מיתרים	string	מיתר	N	N;MASC;PL
string	מחרוזת	string	מחרוזת	N	N;FEM;SG
string	מחרוזת	string	מחרוזת	N	N;FEM;SG
belahan	המיספרות	belahan	המיספרות	N;SG	N;FEM;SG
pembantaian	טבח	penbantaian	טבח	N;SG	N;MASC;SG
pembantaian	טבח	penbantaian	טבח	N;SG	N;MASC;SG
akurat	מדוייק	akurat	מדוייק	ADJ;SG	ADJ
akurat	מדויק	akurat	מדויק	ADJ;SG	ADJ;MASC;SG
akurat	מדויקת	akurat	מדויק	ADJ;SG	ADJ;FEM;SG
waduk	סכר	waduk	סכר	N;SG	N;MASC;SG
campur	תערובת	campur	תערובת	N;SG;ACT	N;FEM;SG
silinder	גליל	silinder	גליל	N;SG	N;MASC;SG
katanya	אמרה	kata	אמרה	N;SG	N;FEM;SG
sarang	הכוורת	sarang	הכוורה	N;SG	N;FEM;SG
sarang	כוורת	sarang	כוורה	N;SG	N;FEM;SG
teratas	עליון	teratas	עליון	ADJ;RL;SG	ADJ;MASC;SG
personal	אישי	personal	אישי	ADJ;SG	ADJ;MASC;SG
terowongan	מנהרה	terowongan	מנהרה	N;SG	N;FEM;SG
terowongan	מנהרה	terowongan	מנהרה	N;SG	N;FEM;SG
subur	שופע	subur	שופע	ADJ;SG	ADJ;MASC;SG
konsonan	עיצורים	konsonan	עיצורים	N	N;MASC;PL
waktunya	זמן	waktu	זמן	N;SG	N;MASC;SG
waktunya	עת	waktu	עת	N;SG	N;FEM;SG
leher	נק	leher	נק	N;SG	N
konservatif	שמרני	konservatif	שמרני	ADJ;SG	ADJ;MASC;SG
konservatif	שמרן	konservatif	שמרן	ADJ;SG	ADJ;MASC;SG
kenapa	למה	kenapa	למה	ADV	ADV
kenapa	מדוע	kenapa	מדוע	ADV	ADV
ekspresi	ביטוי	ekspresi	ביטוי	N;SG	N;MASC;SG
ekspresi	הבעה	ekspresi	הבעה	N;SG	N;FEM;SG
rumit	מסובך	rumit	מסובך	ADJ;SG	ADJ;MASC;SG
rumit	מסובך	rumit	מסובך	ADJ;SG	ADJ;MASC;SG
rumit	מסובכת	rumit	מסובך	ADJ;SG	ADJ;FEM;SG
penerapan	יישום	penterapan	יישום	N;SG	N;MASC;SG
penerapan	מימוש	penterapan	מימוש	N;SG	N;MASC;SG
praktis	מעשית	praktis	מעשי	ADJ;SG	ADJ;FEM;SG
mal	קניונים	mal	קניון	N	N;MASC;PL
tawar	מציאה	tawar	מציאה	N;SG	N;FEM;SG
pertukaran	החלפה	pertukaran	החלפה	N;SG	N;FEM;SG
pemakaian	שימוש	penpakaian	שימוש	N;SG	N;MASC;SG
penangkapan	מעצר	pentangkapan	מעצר	N;SG	N;MASC;SG
penangkapan	תפיסה	pentangkapan	תפיסה	N;SG	N;FEM;SG
poster	כרזה	poster	כרזה	N;SG	N;FEM;SG
intelektual	אינטלקטואלי	intelektual	אינטלקטואלי	ADJ;SG	ADJ;MASC;SG
abjad	האלפבית	abjad	האלפבית	N;SG	N;FEM;SG
oposisi	התנגדות	oposisi	התנגדות	N;SG	N;FEM;SG
norma	נורמה	norma	נורמה	N;SG	N;FEM;SG
norma	נורמה	norma	נורמה	N;SG	N;FEM;SG
pentingnya	חשיבות	penting	חשיבות	N;SG	N;FEM;SG
pipa	צנרת	pipa	צנרת	N;SG	N;FEM;SG
pipa	מקטרת	pipa	קיטר	N;SG	N;FEM;SG
pipa	צינור	pipa	צינור	N;SG	N;MASC;SG
pipa	צנרת	pipa	צנרת	N;SG	N;FEM;SG
gravitasi	כבידה	gravitasi	כבידה	N	N;FEM;SG
genetik	גנטי	genetik	גנטי	N;SG	N;MASC;SG
genetik	גנטיקה	genetik	גנטיקה	N;SG	N;FEM;SG
genetik	גנטיקה	genetik	גנטיקה	N;SG	N;FEM;SG
rumus	נוסחה	rumus	נוסחה	N;SG	N;FEM;SG
akrab	מוכרת	akrab	מוכר	ADJ;SG	ADJ;FEM;SG
kepribadian	אישיות	kepribadian	אישיות	N;SG	N;FEM;SG
kepribadian	אישיות	kepribadian	אישיות	N;SG	N;FEM;SG
aspal	מדרכה	aspal	מדרכה	N;SG	N;FEM;SG
grafis	ציורי	grafis	ציורי	N	N;PSSD;MASC;PL
grafis	גרפיקה	grafis	גרפיקה	N	N;FEM;SG
bahagia	מרוצה	bahagia	מרוצה	ADJ;SG	ADJ;MASC;SG
bahagia	מאושר	bahagia	מאושר	ADJ;SG	ADJ;MASC;SG
pemeliharaan	תחזוקה	penpeliharaan	תחזוקה	N;SG	N;FEM;SG
pemeliharaan	אחזקה	penpeliharaan	אחזקה	N;SG	N;FEM;SG
pembuangan	סילוק	penbuangan	סילוק	N;SG	N;MASC;SG
pintar	מחוכם	pintar	חוכם	ADJ;SG	ADJ;MASC;SG
artileri	ארטילריה	artileri	ארטילריה	N;SG	N
lempeng	צלחת	lempeng	צלחת	N	N;FEM;SG
persaingan	תחרות	persaingan	תחרות	N;SG	N;FEM;SG
menekan	לוחץ	mentekan	לוחץ	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
menekan	לדכא	mentekan	דיכא	V;SG;ACT	V;NFIN;ACT
tawaran	הצעה	tawaran	הצעה	N;SG	N;FEM;SG
tawaran	ההצעה	tawaran	ההצעה	N;SG	N;FEM;SG
brothers	אחים	brothers	אח	N	N;PL
mencuri	לגנוב	mencuri	גנב	V;SG;ACT	V;NFIN;ACT
mewah	יוקרה	mewah	יוקרה	N;SG	N;FEM;SG
berkomunikasi	לתקשר	berkomunikasi	התקשר	V;SG;ACT	V;NFIN;ACT
intelijen	תבונה	intelijen	תבונה	N;SG	N;FEM;SG
intelijen	אינטליגנציה	intelijen	אינטליגנציה	N;SG	N;FEM;SG
membatasi	מגביל	menbatasi	הגביל	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
pakai	להשתמש	pakai	השתמש	V;SG;ACT	V;NFIN
pakai	השתמש	pakai	השתמש	V;SG;ACT	V;MASC;SG;3;PST
pakai	תלבש	pakai	תלבש	V;SG;ACT	V;FEM;SG;3;FUT;ACT
pakai	ללבוש	pakai	לבש	V;SG;ACT	V;NFIN;ACT
basah	רטוב	basah	רטוב	ADJ;SG	ADJ;MASC;SG
tegangan	מתח	tegangan	מתח	N;SG	N;MASC;SG
resimen	חטיבה	resimen	חטיבה	N	N;FEM;SG
resimen	חטיבות	resimen	חטיבה	N	N;FEM;PL
mengusir	להדוף	menusir	הדף	V;SG;ACT	V;NFIN;ACT
mengusir	לגרש	menusir	גירש	V;SG;ACT	V;NFIN;ACT
pupuk	דשנים	pupuk	דשן	N	N;MASC;PL
chapter	פרק	chapter	פרק	N	N;MASC;SG
penciptaan	הבריאה	penciptaan	הבריא	N;SG	N;FEM;SG
penciptaan	יצירה	penciptaan	יצירה	N;SG	N;FEM;SG
penyelidikan	חקירה	penselidikan	חקירה	N;SG	N;FEM;SG
penyelidikan	חקירה	penselidikan	חקירה	N;SG	N;FEM;SG
pidana	פושע	pidana	פושע	N	N;MASC;SG
pidana	פושעת	pidana	פושע	N	N;FEM;SG
pidana	פשע	pidana	פשע	N	N;MASC;SG
letusan	התפרצות	letusan	התפרצות	N;SG	N;FEM;SG
bendungan	סכר	bendungan	סכר	N;SG	N;MASC;SG
tolong	אנא	tolong	אנא		
tolong	בבקשה	tolong	בבקשה		
didesain	מעוצב	didesain	מעוצב	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
didesain	עוצב	didesain	עוצב	V;SG;PASS	V;MASC;SG;3;PST;PASS
didesain	מעוצבת	didesain	מעוצב	V;SG;PASS	V;FEM;SG;V.PTCP;PASS
didesain	מתוכנן	didesain	תוכנן	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
didesain	תוכנן	didesain	תוכנן	V;SG;PASS	V;MASC;SG;3;PST;PASS
berputar	מסתובב	berputar	מסתובב	V;SG;ACT	V;MASC;SG;V.PTCP
berputar	מסתובבת	berputar	מסתובב	V;SG;ACT	V;FEM;SG;V.PTCP
berputar	מסתובב	berputar	מסתובב	V;SG;ACT	V;MASC;SG;V.PTCP
berputar	מסתובבת	berputar	מסתובב	V;SG;ACT	V;FEM;SG;V.PTCP
pengeboman	פיגועים	pengeboman	פיגוע	N	N;MASC;PL
pengeboman	הפיגועים	pengeboman	הפיגוע	N	N
pengeboman	פיגוע	pengeboman	פיגוע	N	N;MASC;SG
pengeboman	הפצצת	pengeboman	הפצצה	N	N;PSSD;FEM;SG
seterusnya	הלאה	seterusnya	הלאה	ADV	ADV
seterusnya	הלאה	seterusnya	הלאה	ADV	ADV
mengadopsi	לאמץ	menadopsi	אימץ	V;SG;ACT	V;NFIN;ACT
kastil	טירה	kastil	טירה	N	N;FEM;SG
kastil	טירות	kastil	טירה	N	N;FEM;PL
kastil	טירה	kastil	טירה	N	N;FEM;SG
kastil	הטירה	kastil	הטירה	N	N;FEM;SG
kastil	טירת	kastil	טירה	N	N;PSSD;FEM;SG
sinema	קולנוע	sinema	קולנוע	N;SG	N;MASC;SG
gulungan	לחמנייה	gulungan	לחמנייה	N;SG	N;FEM;SG
gulungan	מגילה	gulungan	הגיל	N;SG	N;FEM;SG
diizinkan	מותרת	diizinkan	הותר	V;SG;PASS	V;FEM;SG;V.PTCP
diizinkan	מורשה	diizinkan	מורשה	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
diizinkan	מותרת	diizinkan	הותר	V;SG;PASS	V;FEM;SG;V.PTCP
disukai	מועדפת	disukai	הועדף	V;SG;PASS	V;FEM;SG;V.PTCP;PASS
disukai	מועדף	disukai	הועדף	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
pelayaran	הפלגה	penlayaran	הפלגה	N;SG	N;FEM;SG
pelayaran	שיט	penlayaran	שיט	N;SG	N;MASC;SG
pelayaran	שייט	penlayaran	שייט	N;SG	N;MASC;SG
pelayaran	שייט	penlayaran	שייט	N;SG	N;MASC;SG
pelayaran	שיוט	penlayaran	שיוט	N;SG	N;MASC;SG
permulaan	התחלה	permulaan	התחלה	N;SG	N;FEM;SG
mencintai	לאהוב	mencintai	אהב	V;SG;ACT	V;NFIN;ACT
mencintai	אוהב	mencintai	אהב	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
mencintai	אוהבת	mencintai	אהב	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
religius	דת	religius	דת	N	N;FEM;SG
religius	דתי	religius	דתי	N	N;MASC;SG
religius	דתית	religius	דתי	N	N;FEM;SG
religius	דתיים	religius	דתי	N	N;MASC;PL
ditunjukkan	מוצג	ditunjukkan	הוצג	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
menyajikan	מציג	mensajikan	הציג	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
menghitung	ספירה	menhitung	ספירה	N;SG;ACT	N;FEM;SG
menghitung	מחשבת	menhitung	מחשבה	N;SG;ACT	N;FEM;SG
menghitung	סופרת	menhitung	סופר	N;SG;ACT	N;FEM;SG
menghitung	ספירה	menhitung	ספירה	N;SG;ACT	N;FEM;SG
perolehan	רכישה	perolehan	רכישה	N;SG	N;FEM;SG
kawah	לוע	kawah	לוע	N;SG	N;MASC;SG
keterampilan	מיומנות	keterampilan	מיומנות	N;SG	N;FEM;SG
koordinasi	תיאום	koordinasi	תיאום	N;SG	N;MASC;SG
koordinasi	תיאום	koordinasi	תיאום	N;SG	N;MASC;SG
nyaman	נוחה	nyaman	נוח	ADJ;SG	ADJ;FEM;SG
nyaman	נוח	nyaman	נוח	ADJ;SG	ADJ;MASC;SG
nyaman	נוחה	nyaman	נוח	ADJ;SG	ADJ;FEM;SG
nyaman	נוח	nyaman	נוח	ADJ;SG	ADJ;MASC;SG
nyaman	נוחה	nyaman	נוח	ADJ;SG	ADJ;FEM;SG
nyaman	נוח	nyaman	נוח	ADJ;SG	ADJ;MASC;SG
ramah	ידידותי	ramah	ידידותי	ADJ;SG	ADJ;MASC;SG
ramah	חברותית	ramah	חברותי	ADJ;SG	ADJ;FEM;SG
ramah	חברותי	ramah	חברותי	ADJ;SG	ADJ;MASC;SG
efisien	יעיל	efisien	יעיל	ADJ;SG	ADJ;MASC;SG
efisien	יעילה	efisien	יעיל	ADJ;SG	ADJ;FEM;SG
pagar	גדר	pagar	גדר	N;SG	N;FEM;SG
memadai	הולמת	memadai	הולם	ADJ;SG	ADJ;FEM;SG
dibatalkan	בוטל	dibatalkan	בוטל	V;SG;PASS	V;MASC;SG;3;PST;PASS
dibatalkan	בוטלה	dibatalkan	בוטל	V;SG;PASS	V;FEM;SG;3;PST;PASS
dibatalkan	בוטל	dibatalkan	בוטל	V;SG;PASS	V;MASC;SG;3;PST;PASS
dibatalkan	בוטלה	dibatalkan	בוטל	V;SG;PASS	V;FEM;SG;3;PST;PASS
dibatalkan	בוטל	dibatalkan	בוטל	V;SG;PASS	V;MASC;SG;3;PST;PASS
dibatalkan	בוטלה	dibatalkan	בוטל	V;SG;PASS	V;FEM;SG;3;PST;PASS
terikat	מחויב	terikat	מחויב	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
menembus	חודרת	mentembus	חודר	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
menembus	חודר	mentembus	חודר	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
menembus	לחדור	mentembus	חדר	V;SG;ACT	V;NFIN;ACT
pemisahan	הפרדה	penpisahan	הפרדה	N;SG	N;FEM;SG
perluasan	הרחבה	perluasan	הרחבה	N;SG	N;FEM;SG
perluasan	התרחבות	perluasan	התרחבות	N;SG	N;FEM;SG
perluasan	התפשטות	perluasan	התפשטות	N;SG	N;FEM;SG
meyakinkan	משכנעת	menyakinkan	שכנע	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
meyakinkan	משכנע	menyakinkan	שכנע	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
meyakinkan	לשכנע	menyakinkan	שכנע	V;SG;ACT	V;NFIN;ACT
meyakinkan	שכנע	menyakinkan	שכנע	V;SG;ACT	V;MASC;SG;3;PST;ACT
lingkup	כדור	lingkup	כדור	N;SG	N;MASC;SG
lingkup	ספירה	lingkup	ספירה	N;SG	N;FEM;SG
lingkup	כוונת	lingkup	כוונה	N;SG	N;FEM;SG
lingkup	היקף	lingkup	היקף	N;SG	N;MASC;SG
mayat	גווייה	mayat	גווייה	N;SG	N;FEM;SG
mayat	גופה	mayat	גופה	N;SG	N;FEM;SG
mayat	גווייה	mayat	גווייה	N;SG	N;FEM;SG
terlepas	מנותק	terlepas	נותק	V;RL;SG	V;MASC;SG;V.PTCP;PASS
terlepas	מנותקת	terlepas	הנותק	V;RL;SG	V;FEM;SG;V.PTCP;PASS
libur	חג	libur	חג	N;SG	N;MASC;SG
libur	חופשה	libur	חופשה	N;SG	N;FEM;SG
pengembang	מפתח	penkembang	מפתח	N;SG	N;MASC;SG
amal	צדקה	amal	צדקה	N;SG	N;FEM;SG
amal	צדקה	amal	צדקה	N;SG	N;FEM;SG
paman	הדוד	paman	הדוד		
inovasi	חדשנות	inovasi	חדשנות	N;SG	N;FEM;SG
otomotif	מכונית	otomotif	מכונית	N;SG	N;FEM;SG
otomotif	רכב	otomotif	רכב	N;SG	N;MASC;SG
sumbangan	תרומה	sumbangan	תרומה	N;SG	N;FEM;SG
sumbangan	תרמה	sumbangan	תרמה	N;SG	N;FEM;SG
perlengkapan	ציוד	perlengkapan	ציוד	N;SG	N;MASC;SG
perlengkapan	אספקה	perlengkapan	אספקה	N;SG	N;FEM;SG
spesifikasi	מפרט	spesifikasi	פירט	N	N;MASC;SG
spesifikasi	מפרט	spesifikasi	פירט	N	N;MASC;SG
spesifikasi	מפרט	spesifikasi	פירט	N	N;MASC;SG
sia	sia	sia	sia		
keunggulan	מצוינות	keunggulan	מצוין	N;SG	N;FEM;SG
keunggulan	הצטיינות	keunggulan	הצטיינות	N;SG	N;FEM;SG
keunggulan	יתרון	keunggulan	יתרון	N;SG	N;MASC;SG
keunggulan	עליונות	keunggulan	עליונות	N;SG	N;FEM;SG
penyelesaian	סיום	penselesaian	סיום	N;SG	N;MASC;SG
penyelesaian	השלמת	penselesaian	השלמה	N;SG	N;PSSD;FEM;SG
penyelesaian	השלמה	penselesaian	השלמה	N;SG	N;FEM;SG
penyelesaian	הסדר	penselesaian	הסדר	N;SG	N;MASC;SG
penyelesaian	יישוב	penselesaian	יישוב	N;SG	N;MASC;SG
minoritas	מיעוט	minoritas	מיעוט	N;SG	N;MASC;SG
varietas	גיוון	varietas	גיוון	N;SG	N;MASC;SG
pengepungan	מצור	penkepungan	מצור	N;SG	N;MASC;SG
gila	מטורפת	gila	מטורף	ADJ;SG	ADJ;FEM;SG
gila	מטורפת	gila	מטורף	ADJ;SG	ADJ;FEM;SG
akal	תושייה	akal	תושייה	N;SG	N;FEM;SG
akal	הגיון	akal	הגיון	N;SG	N;MASC;SG
teritori	טריטוריה	teritori	טריטוריה	N;SG	N;FEM;SG
jangkauan	טווח	jangkauan	טווח	N;SG	N;MASC;SG
jangkauan	תפוצה	jangkauan	תפוצה	N;SG	N;FEM;SG
ideologi	אידיאולוגיה	ideologi	אידיאולוגיה	N	N;FEM;SG
ideologi	אידיאולוגיות	ideologi	אידיאולוגיה	N	N;FEM;PL
berkunjung	ביקר	berkunjung	ביקר	V;SG;ACT	V;MASC;SG;3;PST;ACT
berkunjung	ביקרה	berkunjung	ביקר	V;SG;ACT	V;FEM;SG;3;PST;ACT
berkunjung	מבקרת	berkunjung	מבקר	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
klien	לקוחה	klien	לקוח	N;SG	N;FEM;SG
klien	לקוח	klien	לקוח	N;SG	N;MASC;SG
sponsor	חסות	sponsor	חסות	N;SG	N;FEM;SG
sponsor	חסות	sponsor	חסות	N;SG	N;FEM;SG
dihadiri	השתתף	dihadiri	השתתף	V;SG;PASS	V;MASC;SG;3;PST
rangers	סיירים	rangers	סייר	N	N;MASC;PL
ketakutan	פחד	ketakutan	פחד	N;SG	N;MASC;SG
ketakutan	חשש	ketakutan	חשש	N;SG	N;MASC;SG
penglihatan	חיזיון	penlihatan	חיזיון	N;SG	N;MASC;SG
penglihatan	ראייה	penlihatan	ראייה	N;SG	N;FEM;SG
penyerangan	תקיפות	penserangan	תקיפות	N;SG	N;FEM;SG
penyerangan	התקפה	penserangan	התקפה	N;SG	N;FEM;SG
penyerangan	התקף	penserangan	התקף	N;SG	N;MASC;SG
penyerangan	פיגוע	penserangan	פיגוע	N;SG	N;MASC;SG
penyerangan	תקיפה	penserangan	תקיפה	N;SG	N;FEM;SG
penyerangan	תקיפה	penserangan	תקיפה	N;SG	N;FEM;SG
memohon	התחננה	menmohon	התחנן	V;SG;ACT	V;FEM;SG;3;PST
memohon	התחנן	menmohon	התחנן	V;SG;ACT	V;MASC;SG;3;PST
memohon	מתחננת	menmohon	התחנן	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
memohon	מתחנן	menmohon	התחנן	V;SG;ACT	V;MASC;SG;V.PTCP
memohon	להתחנן	menmohon	התחנן	V;SG;ACT	V;NFIN
memohon	מתחננת	menmohon	התחנן	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
memohon	התחנן	menmohon	התחנן	V;SG;ACT	V;MASC;SG;3;PST
merencanakan	זומם	menrencanakan	זומם	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
merencanakan	זוממת	menrencanakan	זמם	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
merencanakan	מתכנן	menrencanakan	תכנן	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
merencanakan	מתכננת	menrencanakan	תכנן	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
merencanakan	תכנן	menrencanakan	תכנן	V;SG;ACT	V;MASC;SG;3;PST;ACT
instruksi	הוראה	instruksi	הוראה	N;SG	N;FEM;SG
instruksi	הדרכה	instruksi	הדרכה	N;SG	N;FEM;SG
inspirasi	השראה	inspirasi	השראה	N	N;FEM;SG
inspirasi	השראה	inspirasi	השראה	N	N;FEM;SG
inspirasi	השראה	inspirasi	השראה	N	N;FEM;SG
pengantar	הכרות	penantar	הכרה	N;SG	N;FEM;SG
pengantar	ההיכרות	penantar	ההיכרות	N;SG	N;FEM;SG
pengantar	היכרות	penantar	היכרות	N;SG	N;FEM;SG
dikembalikan	הוחזר	dikembalikan	הוחזר	V;SG;PASS	V;MASC;SG;3;PST;PASS
dikembalikan	חזר	dikembalikan	חזר	V;SG;PASS	V;MASC;SG;3;PST
dikembalikan	הוחזר	dikembalikan	הוחזר	V;SG;PASS	V;MASC;SG;3;PST;PASS
dikembalikan	יוחזר	dikembalikan	הוחזר	V;SG;PASS	V;MASC;SG;3;FUT;PASS
teratur	מאורגן	teratur	מאורגן	ADJ;SG	ADJ;MASC;SG
teratur	מסודרת	teratur	מסודר	ADJ;SG	ADJ;FEM;SG
blackberry	אוכמניות	blackberry	אוכמני	N	N;FEM;PL
didapatkan	הושג	didapatkan	הושג	V;SG;PASS	V;MASC;SG;3;PST;PASS
ritus	טקסים	ritus	טקס	N	N;MASC;PL
keseimbangan	איזון	keseimbangan	איזון	N;SG	N;MASC;SG
berjanji	מבטיחה	berjanji	הבטיח	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
berjanji	מבטיח	berjanji	הבטיח	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
berjanji	הבטיח	berjanji	הבטיח	V;SG;ACT	V;MASC;SG;3;PST;ACT
sabuk	חגורה	sabuk	חגורה	N;SG	N;FEM;SG
lapis	שכבה	lapis	שכבה	N;SG;ACT	N;FEM;SG
perdebatan	דיון	perdebatan	דיון	N;SG	N;MASC;SG
perdebatan	ויכוח	perdebatan	ויכוח	N;SG	N;MASC;SG
perdebatan	עימות	perdebatan	עימות	N;SG	N;FEM;SG
pengamat	משקיף	pengamat	משקיף	N;SG	N;MASC;SG
detektif	בלש	detektif	בלש	N;SG	N;MASC;SG
penaklukan	כיבוש	pentaklukan	כיבוש	N;SG	N;MASC;SG
misa	המסה	misa	המסה	N	N;FEM;SG
misa	מסה	misa	מסה	N	N;FEM;SG
bendahara	גזבר	bendahara	גזבר	N;SG	N;MASC;SG
dibuang	מגורש	dibuang	מגורש	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
dibuang	הושלך	dibuang	הושלך	V;SG;PASS	V;MASC;SG;3;PST;PASS
dibuang	מושלך	dibuang	הושלך	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
dibuang	הוסר	dibuang	הוסר	V;SG;PASS	V;MASC;SG;3;PST;PASS
dibuang	הוסרה	dibuang	הוסרה	V;SG;PASS	V;FEM;SG;3;PST;PASS
konvensional	קונבנציונלי	konvensional	קונבנציונלי	ADJ;SG	ADJ
menjamin	מתחייב	menjamin	התחייב	V;SG;ACT	V;MASC;SG;V.PTCP
akting	משחק	akting	משחק	N;SG	N;MASC;SG
ikon	סמלים	ikon	סמל	N	N;MASC;PL
ikon	סמל	ikon	סמל	N	N;MASC;SG
radikal	קיצוני	radikal	קיצוני	N;SG	N;MASC;SG
nol	אפס	nol	אפס		
nol	null	nol	null		
rokok	סיגריה	rokok	סיגריה	N;SG	N;FEM;SG
rokok	סיגריה	rokok	סיגריה	N;SG	N;FEM;SG
deskripsi	תיאור	deskripsi	תיאור	N;SG	N;MASC;SG
mendominasi	שולט	mendominasi	שלט	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
