vir	pre	vir	pre	ADP	ADP;ACC
bates	aktíva	bate	aktíva	N;PL	N;NOM;NEUT;PL
bates	aktív	bate	aktívum	N;PL	N;GEN;NEUT;PL
betekenisse	významy	betekenis	význam	N;PL	N;INAN;NOM;MASC;PL
herroep	pripomenúť	herroep	pripomenúť	V;PRS	V;PFV;POS;NFIN
herroep	zrušiť	herroep	zrušiť	V;PRS	V;PFV;POS;NFIN
herroep	zapamätať	herroep	zapamätať	V;PRS	V;PFV;POS;NFIN
herroep	pamätať	herroep	pamätať	V;PRS	V;IPFV;POS;NFIN
herroep	pamätajte	herroep	pamätať	V;PRS	V;IPFV;IMP;PL;2;POS;FIN
herroep	odvolať	herroep	odvolať	V;PRS	V;PFV;POS;NFIN
bekostig	dovoliť	bekostig	dovoliť	V;PRS	V;PFV;POS;NFIN
wol	vlna	wol	vlna	N;SG	N;NOM;FEM;SG
wol	vlnu	wol	vln	N;SG	N;ACC;FEM;SG
verenigings	združenia	vereniging	združenie	N;PL	N;NOM;NEUT;PL
verenigings	asociácie	vereniging	asociácia	N;PL	N;NOM;FEM;PL
verenigings	združení	vereniging	združenie	N;PL	N;NOM;NEUT;PL
indeks	index	indeks	index	N;SG	N;INAN;NOM;MASC;SG
inskrywing	vstup	inskrywing	vstup	N;SG	N;INAN;NOM;MASC;SG
restaurante	reštaurácie	restaurant	reštaurácia	N;PL	N;NOM;FEM;PL
voortgaan	pokračovať	voortgaan	pokračovať	V;PRS	V;IPFV;POS;NFIN
voortgaan	obnoviť	voortgaan	obnoviť	V;PRS	V;PFV;POS;NFIN
integrasie	integrácia	integrasie	integrácia	N;SG	N;NOM;FEM;SG
integrasie	začlenenie	integrasie	začlenenie	N;SG	N;NOM;NEUT;SG
integrasie	integráciu	integrasie	integrácia	N;SG	N;ACC;FEM;SG
waardering	ocenenie	waardering	ocenenie	N;SG	N;NOM;NEUT;SG
waardering	uznanie	waardering	uznanie	N;SG	N;NOM;NEUT;SG
waardering	zhodnotenie	waardering	zhodnotenie	N;SG	N;NOM;NEUT;SG
waardering	zhodnocovanie	waardering	zhodnocovanie	N;SG	N;NOM;NEUT;SG
meetkunde	geometria	meetkund	geometria	N;SG	N;NOM;FEM;SG
nooi	pozvať	nooi	pozvať	V;PRS	V;PFV;POS;NFIN
kenners	odborníci	kenners	odborník	N;PL	N;ANIM;NOM;MASC;PL
kenners	odborníkov	kenners	odborník	N;PL	N;ANIM;ACC;MASC;PL
kenners	expertov	kenners	expert	N;PL	N;INAN;GEN;MASC;PL
kenners	experti	kenners	expert	N;PL	N;ANIM;NOM;MASC;PL
gevlekte	zachytené	gevlek	zachytený	ADJ;NOM	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
skuilnaam	pseudonym	skuilnaam	pseudon	N;SG	N;ANIM;NOM;MASC;SG
trappe	schodov	trap	schod	N;PL	N;INAN;GEN;MASC;PL
trappe	schody	trap	schod	N;PL	N;INAN;NOM;MASC;PL
trappe	schodoch	trap	schod	N;PL	N;INAN;INS;MASC;PL
trappe	pasce	trap	pasca	N;PL	N;NOM;FEM;PL
muis	myš	muis	myš	N;SG	N;NOM;FEM;SG
muis	myška	muis	myška	N;SG	N;NOM;FEM;SG
muis	myši	muis	myš	N;SG	N;VOC;FEM;SG
kameras	kamery	kamera	kamera	N;PL	N;NOM;FEM;PL
veldslag	bitka	veldslag	bitka	N;SG	N;NOM;FEM;SG
veldslag	súboj	veldslag	súboj	N;SG	N;INAN;NOM;MASC;SG
tenks	nádrže	tenks	nádrža	N;PL	N;NOM;FEM;PL
tenks	tanky	tenks	tanka	N;PL	N;INAN;NOM;MASC;PL
tenks	cisterny	tenks	cisterny	N;PL	N;NOM;FEM;PL
voorkant	front	voorkant	front	N;SG	N;INAN;NOM;MASC;SG
waardeer	oceniť	waardeer	oceniť	V;PRS	V;PFV;POS;NFIN
waardeer	vážim	waardeer	vážiť	V;PRS	V;IPFV;IND;SG;1;POS;PRS;FIN
spandeer	míňať	spandeer	míňať	V;PRS	V;IPFV;POS;NFIN
spandeer	minú	spandeer	minúť	V;PRS	V;PFV;IND;PL;3;POS;PRS;FIN
spandeer	stráviť	spandeer	stráviť	V;PRS	V;PFV;POS;NFIN
spandeer	minúť	spandeer	minúť	V;PRS	V;PFV;POS;NFIN
wiele	kolieska	wiel	koliesky	N;PL	N;NOM;NEUT;PL
wiele	kolesá	wiel	koleso	N;PL	N;NOM;NEUT;PL
berekening	výpočtu	berekening	výpočet	N;SG	N;INAN;GEN;MASC;SG
berekening	výpočet	berekening	výpočet	N;SG	N;INAN;NOM;MASC;SG
spraak	prejav	spraak	prejav	N;SG	N;INAN;NOM;MASC;SG
spraak	príhovor	spraak	príhovor	N;SG	N;INAN;NOM;MASC;SG
spraak	vystúpenie	spraak	vystúpenie	N;SG	N;NOM;NEUT;SG
spraak	reč	spraak	reč	N;SG	N;NOM;FEM;SG
aanslag	pohroma	aanslag	pohroma	N;SG	N;NOM;FEM;SG
kombuis	kuchyňa	kombuis	kuchyňa	N;SG	N;NOM;FEM;SG
kombuis	kuchyni	kombuis	kuchyňa	N;SG	N;DAT;FEM;SG
kombuis	kuchyne	kombuis	kuchyňa	N;SG	N;GEN;FEM;SG
skilders	maliarov	skilder	maliar	N;PL	N;ANIM;ACC;MASC;PL
masjiene	stroje	masjien	stroj	N;PL	N;INAN;NOM;MASC;PL
woonstel	byte	woonstel	byt	N;SG	N;INAN;ESS;MASC;SG
woonstel	byt	woonstel	byt	N;SG	N;INAN;NOM;MASC;SG
woonstel	bytom	woonstel	byt	N;SG	N;INAN;INS;MASC;SG
woonstel	bytu	woonstel	byt	N;SG	N;INAN;GEN;MASC;SG
woonstel	apartmán	woonstel	apartmán	N;SG	N;INAN;NOM;MASC;SG
portaal	brána	portaal	brána	N;SG	N;NOM;FEM;SG
gedood	zabil	dood	zabiť	V;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
gedood	zabili	dood	zabiť	V;PST;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
gedood	zabila	dood	zabiť	V;PST;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
grepe	bajtov	greep	bajt	N;PL	N;INAN;GEN;MASC;PL
grepe	bytov	greep	byt	N;PL	N;INAN;GEN;MASC;PL
orals	všade	orals	všade	ADV	ADV
subspesie	poddruh	subspesie	poddruh	N;SG	N;INAN;NOM;MASC;SG
inflasie	inflácia	inflasie	inflácia	N;SG	N;NOM;FEM;SG
inflasie	infláciu	inflasie	inflácia	N;SG	N;ACC;FEM;SG
logika	logika	logika	logika	N;SG	N;NOM;FEM;SG
logika	logiku	logika	logik	N;SG	N;ACC;FEM;SG
gelowe	náboženstvá	geloof	náboženstvo	N;PL	N;NOM;NEUT;PL
gelowe	náboženstiev	geloof	náboženstvo	N;PL	N;GEN;NEUT;PL
skoonheid	kráska	skoonheid	kráska	N;SG	N;NOM;FEM;SG
skoonheid	krása	skoonheid	krása	N;SG	N;NOM;FEM;SG
insluiting	zaradenie	insluiting	zaradenie	N;SG	N;NOM;NEUT;SG
insluiting	začlenenie	insluiting	začlenenie	N;SG	N;NOM;NEUT;SG
insluiting	zahrnutie	insluiting	zahrnutie	N;SG	N;NOM;NEUT;SG
warmte	teplo	warmte	teplo	N;SG	N;NOM;NEUT;SG
hersien	preskúmať	hersien	preskúmať	V;PRS	V;PFV;POS;NFIN
hersien	skontrolovať	hersien	skontrolovať	V;PRS	V;PFV;POS;NFIN
demografie	demografia	demografie	demografia	N;SG	N;NOM;FEM;SG
genres	žánre	genres	žánry	N;PL	N;INAN;NOM;MASC;PL
oortuigings	viery	oortuiging	viera	N;PL	N;NOM;FEM;PL
oortuigings	presvedčenia	oortuiging	presvedčenie	N;PL	N;NOM;NEUT;PL
heuning	zlatko	heuning	zlatko	N;SG	N;NOM;NEUT;SG
heuning	miláčik	heuning	miláčik	N;SG	N;ANIM;NOM;MASC;SG
heuning	med	heuning	med	N;SG	N;INAN;NOM;MASC;SG
verbeterde	rozšírené	verbeter	rozšírený	ADJ;NOM	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
bediener	démon	bediener	démon	N;SG	N;ANIM;NOM;MASC;SG
bediener	hosť	bediener	hosť	N;SG	N;ANIM;NOM;MASC;SG
bediener	hostiteľa	bediener	hostiteľ	N;SG	N;ANIM;ACC;MASC;SG
bediener	host	bediener	host	N;SG	N;INAN;NOM;MASC;SG
bediener	hostiteľ	bediener	hostiteľ	N;SG	N;ANIM;NOM;MASC;SG
bediener	server	bediener	server	N;SG	N;INAN;NOM;MASC;SG
langdurige	trvalý	langdurig	trvalý	ADJ;NOM	ADJ;INAN;NOM;MASC;SG
langdurige	trvalé	langdurig	trvalý	ADJ;NOM	ADJ;NOM;NEUT;SG
vergoeding	náhrada	vergoeding	náhrada	N;SG	N;NOM;FEM;SG
vergoeding	odškodnenie	vergoeding	odškodnenie	N;SG	N;NOM;NEUT;SG
vergoeding	kompenzácia	vergoeding	kompenzácia	N;SG	N;NOM;FEM;SG
vergoeding	odmeňovanie	vergoeding	odmeňovanie	N;SG	N;NOM;NEUT;SG
vergoeding	odmena	vergoeding	odmena	N;SG	N;NOM;FEM;SG
balans	zostatok	balans	zostatok	N;SG	N;INAN;NOM;MASC;SG
balans	rovnováha	balans	rovnováhať	N;SG	N;NOM;FEM;SG
balans	vyváženie	balans	vyváženie	N;SG	N;NOM;NEUT;SG
balans	saldo	balans	saldo	N;SG	N;INAN;NOM;MASC;SG
balans	rovnováhu	balans	rovnováha	N;SG	N;ACC;FEM;SG
balans	vyváženosť	balans	vyváženosť	N;SG	N;NOM;FEM;SG
balans	vyrovnávanie	balans	vyrovnávanie	N;SG	N;NOM;NEUT;SG
balans	vyváženie	balans	vyváženie	N;SG	N;NOM;NEUT;SG
balans	vyvažovanie	balans	vyvažovanie	N;SG	N;NOM;NEUT;SG
agent	agentka	agent	agentka	N;SG	N;NOM;FEM;SG
agent	agenta	agent	agenta	N;SG	N;ANIM;ACC;MASC;SG
agent	agent	agent	agent	N;SG	N;ANIM;NOM;MASC;SG
resensies	recenzie	resensie	recenzia	N;PL	N;NOM;FEM;PL
resensies	preskúmania	resensie	preskúmanie	N;PL	N;NOM;NEUT;PL
resensies	prehľady	resensie	prehľad	N;PL	N;INAN;NOM;MASC;PL
resensies	hodnotenia	resensie	hodnotenie	N;PL	N;NOM;NEUT;PL
enigiemand	kohokoľvek	enigiemand	kohokoľvek	PRO	PRO;ANIM;ACC;MASC;SG
enigiemand	ktokoľvek	enigiemand	ktokoľvek	PRO	PRO;ANIM;NOM;MASC;SG
enigiemand	niekto	enigiemand	niekto	PRO	PRO;ANIM;NOM;MASC;SG
kommunisme	komunizmus	kommunisme	komunizmus	N;SG	N;INAN;NOM;MASC;SG
stellings	nastavenia	stelling	nastavenie	N;PL	N;NOM;NEUT;PL
toewyding	venovanie	toewyding	venovanie	N;SG	N;NOM;NEUT;SG
toewyding	oddanosť	toewyding	oddanosť	N;SG	N;NOM;FEM;SG
bepaling	určovanie	bepaling	určovanie	N;SG	N;NOM;NEUT;SG
bepaling	odhodlanie	bepaling	odhodlanie	N;SG	N;NOM;NEUT;SG
bepaling	určenie	bepaling	určenie	N;SG	N;NOM;NEUT;SG
bepaling	stanovenie	bepaling	stanovenie	N;SG	N;NOM;NEUT;SG
onderbreek	prerušiť	onderbreek	prerušiť	V;PRS	V;PFV;POS;NFIN
onderbreek	pozastaviť	onderbreek	pozastaviť	V;PRS	V;PFV;POS;NFIN
volksmoord	genocídu	volksmoord	genocíd	N;SG	N;ACC;FEM;SG
volksmoord	genocída	volksmoord	genocíd	N;SG	N;NOM;FEM;SG
slagoffer	obeť	slagoffer	obeť	N;SG	N;NOM;FEM;SG
slagoffer	obeťou	slagoffer	obeť	N;SG	N;INS;FEM;SG
uitsonderings	štýly	uitsondering	štýl	N;PL	N;INAN;NOM;MASC;PL
uitsonderings	výnimky	uitsondering	výnimka	N;PL	N;NOM;FEM;PL
skerm	obrazovka	skerm	obrazovka	N;SG	N;NOM;FEM;SG
skerm	obrazovku	skerm	obrazovka	N;SG	N;ACC;FEM;SG
solo	sólo	solo	sólo	N;SG	N;NOM;NEUT;SG
bok	kozie	bok	koziesť	N;SG	N;NOM;NEUT;SG
bok	koza	bok	koza	N;SG	N;NOM;FEM;SG
horings	rohov	horing	roh	N;PL	N;INAN;GEN;MASC;PL
horings	rohy	horing	roh	N;PL	N;INAN;NOM;MASC;PL
howe	súdy	hof	súd	N;PL	N;INAN;NOM;MASC;PL
howe	súdov	hof	súd	N;PL	N;INAN;GEN;MASC;PL
laboratorium	laboratórium	laboratorium	laboratórium	N;SG	N;NOM;NEUT;SG
laboratorium	laboratórium	laboratorium	laboratórium	N;SG	N;NOM;NEUT;SG
sfeer	guľa	sfeer	guľa	N;SG	N;NOM;FEM;SG
deurbraak	zlom	deurbraak	zlom	N;SG	N;INS;NEUT;SG
deurbraak	prielom	deurbraak	priel	N;SG	N;INAN;NOM;MASC;SG
kombineer	spojiť	kombineer	spojiť	V;PRS	V;PFV;POS;NFIN
kombineer	skombinovať	kombineer	skombinovať	V;PRS	V;IPFV;POS;NFIN
kombineer	kombinovať	kombineer	kombinovať	V;PRS	V;IPFV;POS;NFIN
elite	elity	elite	elity	N;PL	N;NOM;FEM;PL
enigiets	čokoľvek	enigiets	čokoľvek	PRO	PRO;NOM;NEUT;SG
woonstelle	apartmány	woonstel	apartmán	N;PL	N;INAN;NOM;MASC;PL
woonstelle	byty	woonstel	byt	N;PL	N;INAN;NOM;MASC;PL
woonstelle	bytov	woonstel	byt	N;PL	N;INAN;GEN;MASC;PL
oproep	volať	oproep	volať	V;PRS	V;IPFV;POS;NFIN
oproep	zavolať	oproep	zavolať	V;PRS	V;PFV;POS;NFIN
oproep	volajte	oproep	volať	V;PRS	V;IPFV;IMP;PL;2;POS;FIN
opsomming	clanok	opsomming	clanok	N;SG	N;INAN;NOM;MASC;SG
opsomming	súhrn	opsomming	súhrn	N;SG	N;INAN;NOM;MASC;SG
opsomming	zhrnutie	opsomming	zhrnutie	N;SG	N;NOM;NEUT;SG
argumente	tvrdenia	argument	tvrdenie	N;PL	N;NOM;NEUT;PL
argumente	argumentov	argument	argument	N;PL	N;INAN;GEN;MASC;PL
argumente	argumenty	argument	argument	N;PL	N;INAN;NOM;MASC;PL
terminaal	terminál	terminaal	terminál	N;SG	N;INAN;NOM;MASC;SG
terminaal	terminálu	terminaal	terminál	N;SG	N;INAN;GEN;MASC;SG
heers	vládnuť	heers	vládnuť	V;PRS	V;IPFV;POS;NFIN
lirieke	textov	liriek	text	N;PL	N;INAN;GEN;MASC;PL
lirieke	texty	liriek	text	N;PL	N;INAN;NOM;MASC;PL
afsonderlik	oddelene	afsonderlik	oddelene	ADV	ADV
afsonderlik	samostatne	afsonderlik	samostatne	ADV	ADV
gimnastiek	gymnastiku	gimnastiek	gymnastika	N;SG	N;ACC;FEM;SG
herstelwerk	oprava	herstelwerk	oprava	N;SG	N;NOM;FEM;SG
herstelwerk	opravu	herstelwerk	oprava	N;SG	N;ACC;FEM;SG
ineenstorting	zrútenie	ineenstorting	zrútenie	N;SG	N;NOM;NEUT;SG
ineenstorting	kolaps	ineenstorting	kolaps	N;SG	N;INAN;NOM;MASC;SG
ervarings	zážitky	ervaring	zážitok	N;PL	N;INAN;NOM;MASC;PL
ervarings	skúsenosti	ervaring	skúsenosť	N;PL	N;NOM;FEM;PL
voorneme	zámer	voorneme	zámer	N;SG	N;INAN;NOM;MASC;SG
voorneme	úmysel	voorneme	úmysel	N;SG	N;INAN;NOM;MASC;SG
birmingham	birmingham	birmingham	birmingha	N;SG	N;INAN;NOM;MASC;SG
kopieë	kópie	kopie	kópia	N;PL	N;NOM;FEM;PL
kontras	kontrast	kontras	kontrast	N;SG	N;INAN;NOM;MASC;SG
soliede	tuhé	soliede	tuhý	N;PL	N;INAN;NOM;MASC;PL
diverse	rôznorodé	divers	rôznorodý	ADJ;NOM	ADJ;NOM;NEUT;SG
diverse	rozmanité	divers	rozmanitý	ADJ;NOM	ADJ;NOM;NEUT;SG
diverse	rozličné	divers	rozličný	ADJ;NOM	ADJ;NOM;NEUT;SG
diverse	rôzne	divers	rôzny	ADJ;NOM	ADJ;NOM;NEUT;SG
etage	etapa	etag	etap	N;SG	N;NOM;FEM;SG
etage	javisko	etag	javisko	N;SG	N;NOM;NEUT;SG
etage	fáze	etag	fáza	N;SG	N;DAT;FEM;SG
etage	fáza	etag	fáza	N;SG	N;NOM;FEM;SG
etage	pódium	etag	pódium	N;SG	N;NOM;NEUT;SG
etage	štádium	etag	štádium	N;SG	N;NOM;NEUT;SG
justisie	spravodlivosť	justisie	spravodlivosť	N;SG	N;NOM;FEM;SG
justisie	justice	justisie	justice	N;SG	N;NOM;FEM;SG
protokol	protokolu	protokol	protokol	N;SG	N;INAN;GEN;MASC;SG
protokol	protokol	protokol	protoknúť	N;SG	N;INAN;NOM;MASC;SG
positief	pozitívne	positief	pozitívne	ADV	ADV
agtervoegsel	prípona	agtervoegsel	prípon	N;SG	N;NOM;FEM;SG
demografiese	demografické	demografies	demografický	ADJ;NOM	ADJ;NOM;NEUT;SG
rhône	rhône	rhône	rhôňa	N;SG	N;NOM;FEM;SG
anatolië	anatólie	anatolië	anatólie	N;PL	N;NOM;FEM;PL
opvoering	výkonnosť	opvoering	výkonnosť	N;SG	N;NOM;FEM;SG
opvoering	predstavenie	opvoering	predstavenie	N;SG	N;NOM;NEUT;SG
opvoering	výkon	opvoering	výkon	N;SG	N;INAN;NOM;MASC;SG
opvoering	plnenie	opvoering	plnenie	N;SG	N;NOM;NEUT;SG
opvoering	vystúpenie	opvoering	vystúpenie	N;SG	N;NOM;NEUT;SG
kliek	kliknúť	kliek	kliknúť	V;PRS	V;PFV;POS;NFIN
fondament	nadácia	fondament	nadácia	N;SG	N;NOM;FEM;SG
fondament	základ	fondament	základ	N;SG	N;INAN;NOM;MASC;SG
verduideliking	vysvetlenie	verduideliking	vysvetlenie	N;SG	N;NOM;NEUT;SG
voorrade	zásoby	voorrade	zásob	N;PL	N;NOM;FEM;PL
voorrade	dodávky	voorrade	dodávka	N;PL	N;NOM;FEM;PL
koshuis	bratstvo	koshuis	bratstvo	N;SG	N;NOM;NEUT;SG
koshuis	hostel	koshuis	hosteľ	N;SG	N;INAN;NOM;MASC;SG
kontinente	kontinentoch	kontinent	kontinent	N;PL	N;INAN;ESS;MASC;PL
reptiele	plazy	reptiel	plaz	N;PL	N;INAN;NOM;MASC;PL
minuut	minútu	minuut	minúta	N;SG	N;ACC;FEM;SG
minuut	minúta	minuut	minúta	N;SG	N;NOM;FEM;SG
voorraad	zásobovanie	voorraad	zásobovanie	N;SG	N;NOM;NEUT;SG
krater	kráter	kraat	kráter	N;SG	N;INAN;NOM;MASC;SG
resolusie	rozlíšenie	resolusie	rozlíšenie	N;SG	N;NOM;NEUT;SG
resolusie	rezolúcia	resolusie	rezolúcia	N;SG	N;NOM;FEM;SG
resolusie	uznesenie	resolusie	uznesenie	N;SG	N;NOM;NEUT;SG
skatting	odhadom	skatting	odhad	N;SG	N;INAN;INS;MASC;SG
skatting	odhad	skatting	odhad	N;SG	N;INAN;NOM;MASC;SG
skatting	odhad	skatting	odhad	N;SG	N;INAN;NOM;MASC;SG
horing	roh	horing	roh	N;SG	N;INAN;NOM;MASC;SG
horing	trúba	horing	trúba	N;SG	N;NOM;FEM;SG
bevryding	oslobodenie	bevryding	oslobodenie	N;SG	N;NOM;NEUT;SG
begroting	rozpočet	begroting	rozpočet	N;SG	N;INAN;NOM;MASC;SG
begroting	rozpočtu	begroting	rozpočet	N;SG	N;INAN;GEN;MASC;SG
herschel	herschel	herschel	herschieť	N;SG	N;ANIM;NOM;MASC;SG
analitiese	analytická	analities	analytický	ADJ;NOM	ADJ;NOM;FEM;SG
analitiese	analytické	analities	analytický	ADJ;NOM	ADJ;NOM;NEUT;SG
analitiese	analytický	analities	analytický	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
analitiese	analytická	analities	analytický	ADJ;NOM	ADJ;NOM;FEM;SG
tsjeggiese	česká	tsjeggies	česká	ADJ;NOM	ADJ;NOM;FEM;SG
tsjeggiese	české	tsjeggies	český	ADJ;NOM	ADJ;NOM;NEUT;SG
tsjeggiese	český	tsjeggies	český	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
sessie	relácia	sessie	relácia	N;SG	N;NOM;FEM;SG
sessie	sedenie	sessie	sedenie	N;SG	N;NOM;NEUT;SG
sessie	zasadnutie	sessie	zasadnutie	N;SG	N;NOM;NEUT;SG
documenta	documenta	documenta	documenta	N;SG	N;INAN;NOM;MASC;SG
vurige	ohnivý	vurige	ohnivý	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
informele	príležitostné	informeel	príležitostný	ADJ;NOM	ADJ;NOM;NEUT;SG
etiek	etiku	etiek	etika	N;SG	N;ACC;FEM;SG
skyn	svieti	skyn	svietiť	V;PRS	V;IPFV;IND;SG;3;POS;PRS;FIN
skyn	svietiť	skyn	svietiť	V;PRS	V;IPFV;POS;NFIN
skyn	žiariť	skyn	žiariť	V;PRS	V;IPFV;POS;NFIN
huishoudings	domácností	huishouding	domácnosť	N;PL	N;GEN;FEM;PL
huishoudings	domácnostiach	huishouding	domácnosť	N;PL	N;GEN;FEM;PL
huishoudings	domácnosti	huishouding	domácnosť	N;PL	N;NOM;FEM;PL
komponiste	skladateľov	komponiste	skladateľ	N;PL	N;ANIM;GEN;MASC;PL
ruimtes	medzery	ruimte	medzer	N;PL	N;NOM;FEM;PL
ruimtes	priestory	ruimte	priestor	N;PL	N;INAN;NOM;MASC;PL
ruimtes	škvrny	ruimte	škvrna	N;PL	N;NOM;FEM;PL
variasie	odchýlka	variasie	odchýlka	N;SG	N;NOM;FEM;SG
dankbaarheid	poďakovanie	dankbaarheid	poďakovanie	N;SG	N;NOM;NEUT;SG
dankbaarheid	vďačnosť	dankbaarheid	vďačnosť	N;SG	N;NOM;FEM;SG
bote	člny	bote	člna	N;PL	N;INAN;NOM;MASC;PL
bote	člnov	bote	čln	N;PL	N;INAN;GEN;MASC;PL
bote	lode	bote	loď	N;PL	N;NOM;FEM;PL
asteroïde	asteroid	astero	asteroid	N;SG	N;ANIM;NOM;MASC;SG
herken	rozoznať	herken	rozoznať	V;PRS	V;PFV;POS;NFIN
herken	rozpoznať	herken	rozpoznať	V;PRS	V;PFV;POS;NFIN
herken	uznávať	herken	uznávať	V;PRS	V;IPFV;POS;NFIN
herken	rozpoznať	herken	rozpoznať	V;PRS	V;PFV;POS;NFIN
herken	uznať	herken	uznať	V;PRS	V;PFV;POS;NFIN
gedetailleerde	detailné	detailleer	detailný	ADJ;NOM	ADJ;NOM;NEUT;SG
gedetailleerde	podrobné	detailleer	podrobný	ADJ;NOM	ADJ;NOM;NEUT;SG
gedetailleerde	podrobná	detailleer	podrobný	ADJ;NOM	ADJ;NOM;FEM;SG
rotasie	rotácia	rotasie	rotácia	N;SG	N;NOM;FEM;SG
rotasie	striedanie	rotasie	striedanie	N;SG	N;NOM;NEUT;SG
vulkane	sopky	vulkane	sopka	N;PL	N;NOM;FEM;PL
pokal	pokal	pokal	pokať	N;SG	N;INAN;NOM;MASC;SG
markplein	trhu	markplein	trh	N;SG	N;INAN;GEN;MASC;SG
markplein	trh	markplein	trh	N;SG	N;INAN;NOM;MASC;SG
markplein	market	markplein	market	N;SG	N;INAN;NOM;MASC;SG
markplein	trhu	markplein	trh	N;SG	N;INAN;GEN;MASC;SG
gedeeltelike	čiastočný	gedeeltelik	čiastočný	ADJ;NOM	ADJ;INAN;NOM;MASC;SG
gedeeltelike	čiastočná	gedeeltelik	čiastočný	ADJ;NOM	ADJ;NOM;FEM;SG
gedeeltelike	čiastkové	gedeeltelik	čiastkový	ADJ;NOM	ADJ;NOM;NEUT;SG
gedeeltelike	čiastočné	gedeeltelik	čiastočný	ADJ;NOM	ADJ;NOM;NEUT;SG
aangewese	určené	aanwys	určený	ADJ;NOM	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
aangewese	určený	aanwys	určený	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
vitamien	vitamín	vitamien	vitamín	N;SG	N;NOM;FEM;SG
vitamien	vitamínu	vitamien	vitamín	N;SG	N;INAN;GEN;MASC;SG
seël	pečať	seël	pečať	N;SG	N;NOM;FEM;SG
seël	tesnenie	seël	tesnenie	N;SG	N;NOM;NEUT;SG
skelet	kostra	skelet	kostra	N;SG	N;NOM;FEM;SG
skelet	kostru	skelet	kostra	N;SG	N;ACC;FEM;SG
gebak	pečenie	gebak	pečenie	N;SG	N;NOM;NEUT;SG
geantwoord	odpovedal	geantwoord	odpovedať	V;PST;V.PTCP	V;ANIM;MASC;SG;POS;PST;V.PTCP
geantwoord	odpovedala	geantwoord	odpovedať	V;PST;V.PTCP	V;FEM;SG;POS;PST;V.PTCP
geantwoord	odpovedali	geantwoord	odpovedať	V;PST;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
geantwoord	odpovedali	geantwoord	odpovedať	V;PST;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
geantwoord	odpovedal	geantwoord	odpovedať	V;PST;V.PTCP	V;ANIM;MASC;SG;POS;PST;V.PTCP
geantwoord	reagovala	geantwoord	reagovať	V;PST;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
geantwoord	reagoval	geantwoord	reagovať	V;PST;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
geantwoord	reagovali	geantwoord	reagovať	V;PST;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
australopithecus	australopitek	australopithecus	australopitek	N;SG	N;INAN;NOM;MASC;SG
aankom	doraziť	aankom	doraziť	V;PRS	V;PFV;POS;NFIN
besoedeling	znečisťovanie	besoedeling	znečisťovanie	N;SG	N;NOM;NEUT;SG
besoedeling	znečistenie	besoedeling	znečistenie	N;SG	N;NOM;NEUT;SG
bewerings	obvinenia	bewering	obvinenie	N;PL	N;NOM;NEUT;PL
bewerings	tvrdenia	bewering	tvrdenie	N;PL	N;NOM;NEUT;PL
groottes	rozmery	grootte	rozmer	N;PL	N;INAN;NOM;MASC;PL
groottes	veľkosti	grootte	veľkosť	N;PL	N;NOM;FEM;PL
negatief	negatívne	negatief	negatívne	ADV	ADV
maltese	maltské	maltees	maltský	ADJ;NOM	ADJ;NOM;NEUT;SG
pianis	klavirista	pianis	klavirista	N;SG	N;ANIM;NOM;MASC;SG
geologie	geológia	geologie	geológia	N;SG	N;NOM;FEM;SG
gehoop	dúfajúc	gehoop	dúfať	V;PRS	V;IPFV;POS;V.CVB
gehoop	dúfajú	gehoop	dúfať	V;PRS	V;IPFV;IND;PL;3;POS;PRS;FIN
rapporteer	hlásiť	rapporteer	hlásiť	V;PRS	V;IPFV;POS;NFIN
rapporteer	nahlásiť	rapporteer	nahlásiť	V;PRS	V;PFV;POS;NFIN
pikkewyne	tučniaky	pikkewyne	tučniaky	N;PL	N;INAN;NOM;MASC;PL
atol	atolu	atol	atol	N;SG	N;INAN;GEN;MASC;SG
ikoon	ikonu	ikoon	ikona	N;SG	N;ACC;FEM;SG
ikoon	ikona	ikoon	ikona	N;SG	N;NOM;FEM;SG
jaag	naháňa	jaag	naháňať	V;PRS	V;IPFV;IND;SG;3;POS;PRS;FIN
organisme	organizmus	organisme	organizmus	N;SG	N;INAN;NOM;MASC;SG
organisme	organizmu	organisme	organizmus	N;SG	N;INAN;GEN;MASC;SG
konstitusionele	ústavné	konstitusioneel	ústavný	ADJ;NOM	ADJ;NOM;NEUT;SG
