kategória	kategorie	kategória	kategorie	N;NOM;FEM;SG	N;NOM;FEM;SG
povinnosti	zölle	povinnosť	zöllen	N;NOM;FEM;PL	N;NOM
štvrtá	vierter	štvrť	viert	ADJ;NOM;FEM;SG	ADJ
štvrtá	vierte	štvrť	viert	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
štvrtá	viertes	štvrť	viert	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
umelecká	künstlerisch	umelecký	künstlerisch	ADJ;NOM;FEM;SG	ADJ
umelecká	künstlerischen	umelecký	künstlerisch	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
potvrdenie	bestätigung	potvrdenie	Bestätigung	N;NOM;NEUT;SG	N;NOM;FEM;SG
potvrdenie	validierung	potvrdenie	validierung	N;NOM;NEUT;SG	N;NOM;FEM;SG
potvrdenie	bestätigung	potvrdenie	Bestätigung	N;NOM;NEUT;SG	N;NOM;FEM;SG
potvrdenie	bestätigung	potvrdenie	Bestätigung	N;NOM;NEUT;SG	N;NOM;FEM;SG
potvrdenie	zeugnis	potvrdenie	zeugnis	N;NOM;NEUT;SG	N;NOM;NEUT;SG
potvrdenie	urkunde	potvrdenie	urkunde	N;NOM;NEUT;SG	N
potvrdenie	bestätigung	potvrdenie	Bestätigung	N;NOM;NEUT;SG	N;NOM;FEM;SG
napísať	schreiben	napísať	schreiben	V;PFV;POS;NFIN	V;NFIN
napísať	schreibe	napísať	schreibe	V;PFV;POS;NFIN	V;IND;SG;3;PRS;FIN
napísať	verfassen	napísať	verfassen	V;PFV;POS;NFIN	V;NFIN
napísať	schreib	napísať	schreib	V;PFV;POS;NFIN	V;IND;SG;2;FIN
napísať	komponieren	napísať	komponieren	V;PFV;POS;NFIN	V;NFIN
napísať	zusammenstellen	napísať	zusammenstellen	V;PFV;POS;NFIN	V;NFIN
napísať	verfassen	napísať	verfassen	V;PFV;POS;NFIN	V;NFIN
tvár	gesichts	tvár	gesichts	N;NOM;FEM;SG	N;NOM;NEUT;SG
kríza	krise	kríza	krise	N;NOM;FEM;SG	N;NOM;FEM;SG
kríza	wirtschaftskrise	kríza	wirtschaftskrise	N;NOM;FEM;SG	N;NOM;FEM;SG
vnútorný	interner	vnútorný	intern	ADJ;ANIM;NOM;MASC;SG	ADJ
vnútorný	intern	vnútorný	intern	ADJ;ANIM;NOM;MASC;SG	ADJ
vnútorný	inneres	vnútorný	inner	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
vnútorný	innerer	vnútorný	inner	ADJ;ANIM;NOM;MASC;SG	ADJ
vnútorný	inneren	vnútorný	inner	ADJ;ANIM;NOM;MASC;SG	ADJ
drží	hält	držať	halten	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
drží	halten	držať	halten	V;IPFV;IND;SG;3;POS;PRS;FIN	V;NFIN
vyrábať	produzieren	vyrábať	produzieren	V;IPFV;POS;NFIN	V;NFIN
klasická	klassisch	klasický	klassisch	ADJ;NOM;FEM;SG	ADJ
klasická	klassiker	klasický	klassik	ADJ;NOM;FEM;SG	ADJ
klasická	klassisch	klasický	klassisch	ADJ;NOM;FEM;SG	ADJ
klasická	klassiker	klasický	klassik	ADJ;NOM;FEM;SG	ADJ
latinskej	lateinisch	latinský	lateinisch	ADJ;GEN;FEM;SG	ADJ
latinskej	latein	latinský	latein	ADJ;GEN;FEM;SG	ADJ
vlak	bahnhof	vlak	bahnhof	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
vlak	zug	vlak	zug	N;INAN;NOM;MASC;SG	N;SG
jednota	einheit	jednota	einheit	N;NOM;FEM;SG	N;NOM;FEM;SG
špecifické	spezifisch	špecifický	spezifisch	ADJ;NOM;NEUT;SG	ADJ
špecifické	spezifischen	špecifický	spezifisch	ADJ;NOM;NEUT;SG	ADJ
scéna	szene	scéna	szen	N;NOM;FEM;SG	N;SG
zaujímavosti	sehenswürdigkeiten	zaujímavosť	sehenswürdigkeiten	N;NOM;FEM;PL	N;NOM;FEM;PL
dostupný	vorhanden	dostupný	vorhanden	ADJ;ANIM;NOM;MASC;SG	ADJ
dostupný	verfügbar	dostupný	verfügbar	ADJ;ANIM;NOM;MASC;SG	ADJ
dostupný	erhältlich	dostupný	erhältlich	ADJ;ANIM;NOM;MASC;SG	ADJ
mlyn	windmühle	mlyn	windmühle	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
viem	wissen	vedieť	wissen	V;IPFV;IND;SG;1;POS;PRS;FIN	V;NFIN
viem	kennen	vedieť	kennen	V;IPFV;IND;SG;1;POS;PRS;FIN	V;NFIN
typicky	normalerweise	typicky	normalerweise	ADV	ADV
typicky	üblicherweise	typicky	üblicherweise	ADV	ADV
typicky	typischerweise	typicky	typischerweise	ADV	ADV
hdp	bip	hdp	bip	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
pevné	massiv	pevný	massiv	ADJ;NOM;NEUT;SG	ADJ
pevné	solide	pevný	solide	ADJ;NOM;NEUT;SG	ADJ;NOM
pevné	festen	pevný	fest	ADJ;NOM;NEUT;SG	ADJ
zelené	grün	zelený	grün	ADJ;NOM;NEUT;SG	ADJ
zelené	grünen	zelený	grün	ADJ;NOM;NEUT;SG	ADJ
široká	breiten	široký	breit	ADJ;NOM;FEM;SG	ADJ;SG
široká	breiter	široký	breit	ADJ;NOM;FEM;SG	ADJ
široká	breit	široký	breit	ADJ;NOM;FEM;SG	ADJ
široká	breiten	široký	breit	ADJ;NOM;FEM;SG	ADJ;SG
široká	breiter	široký	breit	ADJ;NOM;FEM;SG	ADJ
široká	breite	široký	breit	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
široká	breit	široký	breit	ADJ;NOM;FEM;SG	ADJ
zástupcovia	agenten	zástupca	agent	N;ANIM;NOM;MASC;PL	N;PL
zástupcovia	vertretungen	zástupca	vertretungen	N;ANIM;NOM;MASC;PL	N;NOM;FEM;PL
moderný	modernen	moderný	modern	ADJ;ANIM;NOM;MASC;SG	ADJ
moderný	modern	moderný	modern	ADJ;ANIM;NOM;MASC;SG	ADJ
moderný	moderner	moderný	modern	ADJ;ANIM;NOM;MASC;SG	ADJ
moderný	moderne	moderný	modern	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
moderný	modernes	moderný	modern	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
mandát	mandat	mandát	mandat	N;INAN;NOM;MASC;SG	N;NOM;SG
mandát	auftrag	mandát	auftragen	N;INAN;NOM;MASC;SG	N;MASC;SG
prejavy	manifestationen	prejav	manifestationen	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
kontroly	steuerungen	kontrola	steuerung	N;NOM;FEM;PL	N;NOM;FEM;PL
dánska	dänisch	dánsky	dänisch	ADJ;NOM;FEM;SG	ADJ
dánska	dänischer	dánsky	dänisch	ADJ;NOM;FEM;SG	ADJ
dánska	dänischen	dánsky	dänisch	ADJ;NOM;FEM;SG	ADJ;MASC
milión	million	milión	Million	NUM;NOM;NEUT;SG	NUM
diskusiu	diskussion	diskusia	diskussion	N;ACC;FEM;SG	N
opevnenia	festungen	opevnenie	festehen	N;NOM;NEUT;PL	N;NOM;FEM;PL
opevnenia	befestigungsanlagen	opevnenie	befestigungsanlagen	N;NOM;NEUT;PL	N;NOM;FEM;PL
spôsoby	manieren	spôsob	manieren	N;INAN;NOM;MASC;PL	N;PL
dosiahnutie	verwirklichung	dosiahnutie	verwirklichung	N;NOM;NEUT;SG	N;NOM;FEM;SG
dosiahnutie	leistung	dosiahnutie	leistung	N;NOM;NEUT;SG	N;NOM;FEM;SG
grafické	grafischen	grafický	grafisch	ADJ;NOM;NEUT;SG	ADJ
grafické	grafisch	grafický	grafisch	ADJ;NOM;NEUT;SG	ADJ
romány	romane	román	roman	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
vlasti	heimat	vlasť	heimat	N;DAT;FEM;SG	N;FEM;SG
vlasti	heimat	vlasť	heimat	N;DAT;FEM;SG	N;FEM;SG
polície	polizisten	polícia	polizist	N;NOM;FEM;PL	N;PL
výrazné	unverwechselbaren	výrazný	unverwechselbaren	ADJ;NOM;NEUT;SG	ADJ
výrazné	charakteristisch	výrazný	charakteristisch	ADJ;NOM;NEUT;SG	ADJ
výrazné	ausdrucksstark	výrazný	ausdrucksstark	ADJ;NOM;NEUT;SG	ADJ
výrazné	signifikante	výrazný	signifikante	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
výrazné	erheblich	výrazný	erheblich	ADJ;NOM;NEUT;SG	ADJ
výrazné	signifikant	výrazný	signifikant	ADJ;NOM;NEUT;SG	ADJ
výrazné	ausgesprochen	výrazný	ausgesprochen	ADJ;NOM;NEUT;SG	ADJ
výrazné	ausgeprägt	výrazný	ausprägen	ADJ;NOM;NEUT;SG	ADJ
zelený	grün	zelený	grün	ADJ;ANIM;NOM;MASC;SG	ADJ
zelený	grünen	zelený	grün	ADJ;ANIM;NOM;MASC;SG	ADJ
ročné	jährlich	ročný	jährlich	ADJ;NOM;NEUT;SG	ADJ
ročné	jährlichen	ročný	jährlich	ADJ;NOM;NEUT;SG	ADJ
ročné	jährlich	ročný	jährlich	ADJ;NOM;NEUT;SG	ADJ
ročné	jährlichen	ročný	jährlich	ADJ;NOM;NEUT;SG	ADJ
zabrániť	verhüten	zabrániť	verhüten	V;PFV;POS;NFIN	V;NFIN
zabrániť	vermeiden	zabrániť	vermeiden	V;PFV;POS;NFIN	V;NFIN
zabrániť	verhindern	zabrániť	verhindern	V;PFV;POS;NFIN	V;NFIN
zabrániť	vorbeugen	zabrániť	vorbeugen	V;PFV;POS;NFIN	V;NFIN
zabrániť	vermeiden	zabrániť	vermeiden	V;PFV;POS;NFIN	V;NFIN
zabrániť	meiden	zabrániť	meiden	V;PFV;POS;NFIN	V;NFIN
typická	typisches	typický	typisch	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
typická	typischer	typický	typisch	ADJ;NOM;FEM;SG	ADJ
typická	typisch	typický	typisch	ADJ;NOM;FEM;SG	ADJ
typická	typischen	typický	typisch	ADJ;NOM;FEM;SG	ADJ
vnútorná	innenraum	vnútorný	innenraum	ADJ;NOM;FEM;SG	ADJ
vnútorná	interner	vnútorný	intern	ADJ;NOM;FEM;SG	ADJ
vnútorná	intern	vnútorný	intern	ADJ;NOM;FEM;SG	ADJ
vnútorná	inneres	vnútorný	inner	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
vnútorná	innerer	vnútorný	inner	ADJ;NOM;FEM;SG	ADJ
vnútorná	inneren	vnútorný	inner	ADJ;NOM;FEM;SG	ADJ
verejný	öffentlicher	verejný	öffentlich	ADJ;ANIM;NOM;MASC;SG	ADJ
verejný	öffentlichkeit	verejný	öffentlichkeit	ADJ;ANIM;NOM;MASC;SG	ADJ
verejný	öffentlich	verejný	öffentlich	ADJ;ANIM;NOM;MASC;SG	ADJ
indický	indischen	indický	indisch	ADJ;ANIM;NOM;MASC;SG	ADJ;MASC
indický	indischer	indický	indisch	ADJ;ANIM;NOM;MASC;SG	ADJ
príprava	aufbereitung	príprava	aufbereitung	N;NOM;FEM;SG	N;NOM;FEM;SG
príprava	vorbereitung	príprava	vorbereitung	N;NOM;FEM;SG	N;NOM;FEM;SG
príprava	zubereitung	príprava	zubereitung	N;NOM;FEM;SG	N;SG
príprava	vorbereitung	príprava	vorbereitung	N;NOM;FEM;SG	N;NOM;FEM;SG
chaty	hütten	chaty	hüben	N;NOM;FEM;PL	N;PL
španielske	spanisch	španielsky	spanisch	ADJ;NOM;NEUT;SG	ADJ
španielske	spanischer	španielsky	spanisch	ADJ;NOM;NEUT;SG	ADJ
povesť	ruf	povesť	ruf	N;NOM;FEM;SG	N;NOM;MASC;SG
pevne	fest	pevne	fest	ADV	ADV
staroveké	antike	staroveký	antik	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
staroveké	antiken	staroveký	antik	ADJ;NOM;NEUT;SG	ADJ;NOM
kúpil	gekauft	kúpiť	kaufen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
kúpil	kaufte	kúpiť	kaufen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
turistický	touristik	turistický	touristik	ADJ;INAN;NOM;MASC;SG	ADJ
turistický	touristischen	turistický	touristisch	ADJ;INAN;NOM;MASC;SG	ADJ
ovplyvnil	beeinflusst	ovplyvniť	beeinflussen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
ovplyvnil	beeinflußt	ovplyvniť	beeinflußen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
nahradené	überholt	nahradený	überholt	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;V.PTCP
prirodzený	natürlichen	prirodzený	natürlich	ADJ;INAN;NOM;MASC;SG	ADJ
prirodzený	natürliches	prirodzený	natürlich	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
prirodzený	natürlicher	prirodzený	natürlich	ADJ;INAN;NOM;MASC;SG	ADJ
hrubý	gross	hrubý	groß	ADJ;ANIM;NOM;MASC;SG	ADJ
hrubý	brutto	hrubý	brutto	ADJ;ANIM;NOM;MASC;SG	ADJ
hrubý	eklig	hrubý	eklig	ADJ;ANIM;NOM;MASC;SG	ADJ
hrubý	dicken	hrubý	dick	ADJ;ANIM;NOM;MASC;SG	ADJ
hrubý	dick	hrubý	dick	ADJ;ANIM;NOM;MASC;SG	ADJ
hrubý	dicker	hrubý	dicker	ADJ;ANIM;NOM;MASC;SG	ADJ
hrubý	unhöflich	hrubý	unhöflich	ADJ;ANIM;NOM;MASC;SG	ADJ
hrubý	unfreundlich	hrubý	unfreundlich	ADJ;ANIM;NOM;MASC;SG	ADJ
hrubý	unverschämt	hrubý	unverschämt	ADJ;ANIM;NOM;MASC;SG	ADJ
hrubý	rüde	hrubý	rüde	ADJ;ANIM;NOM;MASC;SG	ADJ
absolútne	absolut	absolútny	absolut	ADV	ADV
absolútne	unbedingt	absolútny	unbedingt	ADV	ADV
absolútne	absolut	absolútny	absolut	ADV	ADV
hľadanie	suche	hľadanie	suchen	N;NOM;NEUT;SG	N;NOM;FEM;SG
stáli	standen	stáť	stehen	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;IND;PL;3;PST;FIN
ročná	jährlich	ročný	jährlich	ADJ;NOM;FEM;SG	ADJ
ročná	jährlichen	ročný	jährlich	ADJ;NOM;FEM;SG	ADJ
popisuje	beschrieben	popisovať	beschreiben	V;IPFV;IND;SG;3;POS;PRS;FIN	V;V.PTCP
popisuje	beschreibt	popisovať	beschreiben	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
niekoho	jemand	niekto	jemand	PRO;ANIM;NOM;MASC;SG	PRO;NOM;INDF;SG
niekoho	jemand	niekto	jemand	PRO;ANIM;NOM;MASC;SG	PRO;NOM;INDF;SG
zničená	zerstörte	zničený	zerstört	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG
zničená	versaut	zničený	versauen	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ
business	geschäft	business	schäfen	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
zodpovednosť	haftung	zodpovednosť	haftung	N;NOM;FEM;SG	N;SG
rokovania	beitrittsverhandlungen	rokovanie	beitrittsverhandlungen	N;NOM;NEUT;PL	N;NOM;FEM;PL
rokovania	verhandlung	rokovanie	verhandlung	N;NOM;NEUT;PL	N
rokovania	verhandlung	rokovanie	verhandlung	N;NOM;NEUT;PL	N
rokovania	beitrittsverhandlungen	rokovanie	beitrittsverhandlungen	N;NOM;NEUT;PL	N;NOM;FEM;PL
rýchly	schneller	rýchly	schnell	ADJ;ANIM;NOM;MASC;SG	ADJ
rýchly	rasch	rýchly	rasch	ADJ;ANIM;NOM;MASC;SG	ADJ
rýchly	schnell	rýchly	schnell	ADJ;ANIM;NOM;MASC;SG	ADJ
rýchly	rasch	rýchly	rasch	ADJ;ANIM;NOM;MASC;SG	ADJ
rýchly	schneller	rýchly	schnell	ADJ;ANIM;NOM;MASC;SG	ADJ
rýchly	schnell	rýchly	schnell	ADJ;ANIM;NOM;MASC;SG	ADJ
rýchly	schnellen	rýchly	schnell	ADJ;ANIM;NOM;MASC;SG	ADJ
meny	währungen	mena	währung	N;NOM;FEM;PL	N;NOM;PL
meny	währungen	mena	währung	N;NOM;FEM;PL	N;NOM;PL
zloženia	kompositionen	zloženie	komposition	N;NOM;NEUT;PL	N;NOM;FEM;PL
priame	direkten	priamy	direkt	ADJ;NOM;NEUT;SG	ADJ
priame	direkt	priamy	direkt	ADJ;NOM;NEUT;SG	ADJ
priame	direkter	priamy	direkt	ADJ;NOM;NEUT;SG	ADJ
priame	direktes	priamy	direkt	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
zložený	verbund	zložený	verbinden	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ
zložený	zusammengesetzte	zložený	zusammengesetzt	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG
zložený	verbindung	zložený	verbindung	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ
zložený	zusammengesetzte	zložený	zusammengesetzt	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG
krátka	kurzer	krátka	kurz	ADJ;NOM;FEM;SG	ADJ
krátka	kurz	krátka	kurz	ADJ;NOM;FEM;SG	ADJ
zúčastnila	teilgenommen	zúčastniť	teilnehmen	V;PFV;FEM;SG;POS;PST;V.PTCP	V;V.PTCP
zúčastnila	besucht	zúčastniť	besuchen	V;PFV;FEM;SG;POS;PST;V.PTCP	V;V.PTCP
zúčastnila	besuchte	zúčastniť	besuchen	V;PFV;FEM;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
zúčastnila	teilgenommen	zúčastniť	teilnehmen	V;PFV;FEM;SG;POS;PST;V.PTCP	V;V.PTCP
parlamentných	parlamentarischer	parlamentný	parlamentarischer	ADJ;GEN;MASC;PL	ADJ
správny	zutreffend	správny	zutreffend	ADJ;INAN;NOM;MASC;SG	ADJ
správny	korrekt	správny	korrekt	ADJ;INAN;NOM;MASC;SG	ADJ
priemyselné	industriell	priemyselný	industriell	ADJ;NOM;NEUT;SG	ADJ
živý	lebendig	živý	lebendig	ADJ;ANIM;NOM;MASC;SG	ADJ
živý	lebend	živý	lebend	ADJ;ANIM;NOM;MASC;SG	ADJ
manažment	geschäftsführung	manažment	geschäftsführung	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
manažment	unternehmensführung	manažment	unternehmensführung	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
príchod	ankunft	príchod	ankunft	N;INAN;NOM;MASC;SG	N;FEM;SG
príchod	anreise	príchod	anreis	N;INAN;NOM;MASC;SG	N;NOM;SG
priniesla	gebracht	priniesť	bringen	V;PFV;FEM;SG;POS;PST;V.PTCP	V;V.PTCP
priniesla	brachte	priniesť	bringen	V;PFV;FEM;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
priniesla	mitgebracht	priniesť	mitbringen	V;PFV;FEM;SG;POS;PST;V.PTCP	V;V.PTCP
nariadenie	verordnung	nariadenie	verordnung	N;NOM;NEUT;SG	N;NOM;SG
nariadenie	regulierung	nariadenie	Regulierung	N;NOM;NEUT;SG	N;NOM;FEM;SG
nariadenie	verordnung	nariadenie	verordnung	N;NOM;NEUT;SG	N;NOM;SG
sklon	steigung	sklon	steigung	N;INAN;NOM;MASC;SG	N;SG
sklon	steigung	sklon	steigung	N;INAN;NOM;MASC;SG	N;SG
sklon	hang	sklon	hang	N;INAN;NOM;MASC;SG	N
ukončenie	fertigstellung	ukončenie	fertigstellung	N;NOM;NEUT;SG	N;NOM;FEM;SG
ukončenie	auflösung	ukončenie	auflösung	N;NOM;NEUT;SG	N;NOM;FEM;SG
verejná	öffentlicher	verejný	öffentlich	ADJ;NOM;FEM;SG	ADJ
verejná	öffentlichkeit	verejný	öffentlichkeit	ADJ;NOM;FEM;SG	ADJ
verejná	öffentlich	verejný	öffentlich	ADJ;NOM;FEM;SG	ADJ
zložená	verbund	zložený	verbinden	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ
zložená	zusammengesetzte	zložený	zusammengesetzt	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG
židovský	jüdischen	židovský	jüdisch	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
židovský	jüdisch	židovský	jüdisch	ADJ;ANIM;NOM;MASC;SG	ADJ
židovský	jüdischer	židovský	jüdisch	ADJ;ANIM;NOM;MASC;SG	ADJ
magnetické	magnetischen	magnetický	magnetisch	ADJ;NOM;NEUT;SG	ADJ
magnetické	magnetfeld	magnetický	magnetfeld	ADJ;NOM;NEUT;SG	ADJ
ihneď	sofort	ihneď	sofort	ADV	ADV
ihneď	sofort	ihneď	sofort	ADV	ADV
alternatívne	alternativ	alternatívne	alternativ	ADJ;NOM;NEUT;SG	ADJ
alternatívne	alternativen	alternatívne	alternativ	ADJ;NOM;NEUT;SG	ADJ
alternatívne	alternativer	alternatívne	alternativ	ADJ;NOM;NEUT;SG	ADJ
alternatívne	alternativ	alternatívne	alternativ	ADJ;NOM;NEUT;SG	ADJ
alternatívne	stellvertreter	alternatívne	stellvertreter	ADJ;NOM;NEUT;SG	ADJ
alternatívne	abwechselnd	alternatívne	abwechselnd	ADJ;NOM;NEUT;SG	ADJ
odstrániť	entfernen	odstrániť	entfernen	V;PFV;POS;NFIN	V;NFIN
odstrániť	entferne	odstrániť	entfernen	V;PFV;POS;NFIN	V;SG;FIN
odstrániť	löschen	odstrániť	löschen	V;PFV;POS;NFIN	V;NFIN
odstrániť	entfernen	odstrániť	entfernen	V;PFV;POS;NFIN	V;NFIN
odstrániť	lösche	odstrániť	lösche	V;PFV;POS;NFIN	V;SG;FIN
ťah	schub	ťah	schaben	N;INAN;NOM;MASC;SG	N
mol	mol	môl	mol		
čínska	chinesischer	čínsky	chinesisch	ADJ;NOM;FEM;SG	ADJ
čínska	chinesisch	čínsky	chinesisch	ADJ;NOM;FEM;SG	ADJ
centrálna	zentral	centrálny	zentral	ADJ;NOM;FEM;SG	ADJ
ľahké	leichter	ľahký	leicht	ADJ;NOM;NEUT;SG	ADJ
ľahké	leicht	ľahký	leicht	ADJ;NOM;NEUT;SG	ADJ
opatrenia	sicherheitsvorkehrungen	opatrenie	sicherheitsvorkehrungen	N;NOM;NEUT;PL	N;NOM;FEM;PL
silná	mächtig	silný	mächtig	ADJ;NOM;FEM;SG	ADJ
silná	kraftvoll	silný	kraftvoll	ADJ;NOM;FEM;SG	ADJ
silná	mächtigen	silný	mächtig	ADJ;NOM;FEM;SG	ADJ
silná	stark	silný	stark	ADJ;NOM;FEM;SG	ADJ
možný	möglichen	možný	möglich	ADJ;ANIM;NOM;MASC;SG	ADJ
možný	möglicher	možný	möglich	ADJ;ANIM;NOM;MASC;SG	ADJ
možný	möglich	možný	möglich	ADJ;ANIM;NOM;MASC;SG	ADJ
definuje	definiert	definovať	definieren	V;IPFV;IND;SG;3;POS;PRS;FIN	V;V.PTCP
definuje	definieren	definovať	definieren	V;IPFV;IND;SG;3;POS;PRS;FIN	V;NFIN
štatút	status	štatút	status	N;INAN;NOM;MASC;SG	N
štatút	satzung	štatút	satzung	N;INAN;NOM;MASC;SG	N
štatút	satzung	štatút	satzung	N;INAN;NOM;MASC;SG	N
prax	übung	prax	übung	N;NOM;FEM;SG	N;NOM;SG
prax	praxis	prax	praxis	N;NOM;FEM;SG	N;NOM;SG
nebezpečenstvo	gefährdung	nebezpečenstvo	gefährdung	N;NOM;NEUT;SG	N;FEM;SG
nebezpečenstvo	gefährdung	nebezpečenstvo	gefährdung	N;NOM;NEUT;SG	N;FEM;SG
nebezpečenstvo	gefährdung	nebezpečenstvo	gefährdung	N;NOM;NEUT;SG	N;FEM;SG
koncepcie	konzepte	koncepcia	konzepn	N;NOM;FEM;PL	N;NOM;PL
chuť	aroma	chuť	aroma	N;NOM;FEM;SG	N;SG
chuť	aroma	chuť	aroma	N;NOM;FEM;SG	N;SG
prejsť	bestanden	prejsť	bestehen	V;PFV;POS;NFIN	V;V.PTCP
prejsť	weitergeben	prejsť	weitergeben	V;PFV;POS;NFIN	V;NFIN
prejsť	übergeben	prejsť	übergeben	V;PFV;POS;NFIN	V;V.PTCP
prejsť	vergehen	prejsť	vergehen	V;PFV;POS;NFIN	V;V.PTCP
zlé	schlecht	zlý	schlecht	ADJ;NOM;NEUT;SG	ADJ
zlé	schlimm	zlý	schlimm	ADJ;NOM;NEUT;SG	ADJ
zlé	schlechten	zlý	schlecht	ADJ;NOM;NEUT;SG	ADJ
chcela	gewünscht	chcieť	wünschen	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;V.PTCP
chcela	gesucht	chcieť	suchen	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;V.PTCP
chcela	gewollt	chcieť	wollen	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;V.PTCP
valley	tal	valli	tal	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
normy	standards	norma	standards	N;NOM;FEM;PL	N;NOM
ťažký	schwerer	ťažký	schwer	ADJ;ANIM;NOM;MASC;SG	ADJ
ťažký	schwer	ťažký	schwer	ADJ;ANIM;NOM;MASC;SG	ADJ
ťažký	schweren	ťažký	schwer	ADJ;ANIM;NOM;MASC;SG	ADJ;SG
motív	funktion	motív	Funktion	N;INAN;NOM;MASC;SG	N;SG
zastúpenie	darstellung	zastúpenie	darstellung	N;NOM;NEUT;SG	N;NOM;FEM;SG
zastúpenie	vertretung	zastúpenie	vertretung	N;NOM;NEUT;SG	N;FEM;SG
rozlíšenie	auflösung	rozlíšenie	auflösung	N;NOM;NEUT;SG	N;NOM;FEM;SG
rozlíšenie	entschließung	rozlíšenie	Entschließung	N;NOM;NEUT;SG	N;FEM;SG
čítanie	lesung	čítanie	lesung	N;NOM;NEUT;SG	N;SG
prípady	fälle	prípad	fallen	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
prípady	fallbeispiele	prípad	fallbeispiele	N;INAN;NOM;MASC;PL	N;NOM;PL
odmeny	prämien	odmena	prämien	N;NOM;FEM;PL	N;NOM
kongres	kongresses	kongres	kongreß	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
zlepšenie	verbesserung	zlepšenie	verbesserung	N;NOM;NEUT;SG	N;NOM;FEM;SG
zlepšenie	verbesserung	zlepšenie	verbesserung	N;NOM;NEUT;SG	N;NOM;FEM;SG
zlepšenie	verbesserung	zlepšenie	verbesserung	N;NOM;NEUT;SG	N;NOM;FEM;SG
kvalita	qualität	kvalita	qualität	N;NOM;FEM;SG	N
duša	geistes	duša	geist	N;NOM;FEM;SG	N;NOM;NEUT;SG
kombinácia	kombination	kombinácia	kombination	N;NOM;FEM;SG	N;SG
kombinácia	kombination	kombinácia	kombination	N;NOM;FEM;SG	N;SG
výchova	erziehung	výchova	erziehung	N;NOM;FEM;SG	N;NOM;FEM;SG
výchova	ausbildung	výchova	ausbildung	N;NOM;FEM;SG	N;FEM;SG
výchova	erziehung	výchova	erziehung	N;NOM;FEM;SG	N;NOM;FEM;SG
deviatich	neun	devať	neun	NUM;GEN;MASC;PL	NUM
klasický	klassisch	klasický	klassisch	ADJ;ANIM;NOM;MASC;SG	ADJ
klasický	klassiker	klasický	klassik	ADJ;ANIM;NOM;MASC;SG	ADJ
