partigiani	partisaner	partigiano	partisan	N;MASC;PL	N;INDF;MASC+FEM;PL
irene	irene	irena	ir	N;FEM;SG	N;INDF;MASC+FEM;SG
songs	sange	songs	sang	N;MASC	N;INDF;MASC+FEM;PL
soap	sæbe	soap	sæbe	N;FEM	N;INDF;MASC+FEM;SG
gatti	katte	gatto	katte	N;MASC;PL	N;INDF;MASC+FEM;PL
cameron	cameron	cameron	cameron	N;MASC;SG	N;INDF;MASC+FEM;SG
evidenti	indlysende	evidente	indlysende	ADJ;PL	ADJ
naturalista	naturalist	naturalista	naturalist	N;SG	N;INDF;MASC+FEM;SG
suonato	spillet	suonare	spille	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
suonato	afspillet	suonare	afspil	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
suonato	spillede	suonare	spille	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
cintura	bælte	cintura	bælte	N;FEM;SG	N;INDF;NEUT;SG
cintura	sele	cintura	sel	N;FEM;SG	N;INDF;MASC+FEM;SG
cintura	bæltet	cintura	bælte	N;FEM;SG	N;DEF;NEUT;SG
gorizia	gorizia	gorizia	gorizia	N;FEM;SG	N;INDF;MASC+FEM;SG
procedimento	proceduren	procedimento	procedur	N;MASC;SG	N;DEF;MASC+FEM;SG
procedimento	fremgangsmåde	procedimento	fremgangsmåde	N;MASC;SG	N;INDF;MASC+FEM;SG
procedimento	procedure	procedimento	procedur	N;MASC;SG	N;INDF;MASC+FEM;SG
uccisione	aflivning	uccisione	aflivning	N;FEM;SG	N;INDF;MASC+FEM;SG
uccisione	drab	uccisione	drab	N;FEM;SG	N;INDF;NEUT;SG
parchi	parker	parco	park	N;MASC;PL	N;INDF;MASC+FEM;PL
sottostante	underliggende	sottostante	underliggende	ADJ;SG	ADJ
sottostante	tilgrundliggende	sottostante	tilgrundliggende	ADJ;SG	ADJ
sottostante	bagvedliggende	sottostante	bagvedliggende	ADJ;SG	ADJ
trovati	fundne	trovare	fundne	V;MASC;PL;PST;V.PTCP	V;NFIN;ACT
trovati	fandt	trovare	finde	V;MASC;PL;PST;V.PTCP	V;IND;PST;FIN;ACT
distanze	afstande	distanza	afstand	N;FEM;PL	N;INDF;MASC+FEM;PL
distanze	afstandene	distanza	afstand	N;FEM;PL	N;DEF;MASC+FEM;PL
abbandona	opgiver	abbandonare	opgive	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
abbandona	opgive	abbandonare	opgive	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
certezza	vished	certezza	vished	N;FEM;SG	N;INDF;MASC+FEM;SG
cook	kogning	cook	kogning	N;MASC;SG	N;INDF;MASC+FEM;SG
cook	kok	cook	kok	N;MASC;SG	N;INDF;MASC+FEM;SG
materie	emner	materia	emne	N;FEM;PL	N;INDF;NEUT;PL
birra	øl	birra	øl	N;FEM;SG	N;INDF;MASC+FEM;SG
birra	bajer	birra	baje	N;FEM;SG	N;INDF;MASC+FEM;SG
birra	øl	birra	øl	N;FEM;SG	N;INDF;MASC+FEM;SG
fallito	mislykket	fallire	mislykke	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
fallito	fejlede	fallire	fejle	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
fallito	mislykkedes	fallire	mislykkes	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
fallito	fejlet	fallire	fejle	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
sviluppi	udviklinger	sviluppo	udvikling	N;MASC;PL	N;INDF;MASC+FEM;PL
esplicitamente	udtrykkeligt	esplicitamente	udtrykkeligt	ADV	ADV
stanze	lokaler	stanza	lokale	N;FEM;PL	N;INDF;NEUT;PL
stanze	værelser	stanza	værelse	N;FEM;PL	N;INDF;MASC+FEM;PL
dita	fingrene	dito	finger	N;FEM;PL	N;DEF;MASC+FEM;PL
dita	fingre	dito	finger	N;FEM;PL	N;INDF;MASC+FEM;PL
continuando	fortsættes	continuare	fortsætte	V;V.MSDR	V;IND;PRS;FIN;PASS
continuando	fortsætter	continuare	fortsætte	V;V.MSDR	V;IND;PRS;FIN;ACT
altopiano	højland	altopiare	højland	N;MASC;SG	N;INDF;NEUT;SG
altopiano	highland	altopiare	highland	N;MASC;SG	N;INDF;MASC+FEM;SG
altopiano	plateau	altopiare	plateau	N;MASC;SG	N;INDF;NEUT;SG
screenshot	screenshots	screenshot	screenshot	N;MASC	N;INDF;NEUT;SG
screenshot	skærmbillede	screenshot	skærmbillet	N;MASC	N;INDF;NEUT;SG
rivolto	adresseret	rivolgere	adressere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
rivolto	rettet	rivolgere	rette	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
confessa	tilstår	confessare	tilstå	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
confessa	tilstå	confessare	tilstå	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
confessa	tilstår	confessare	tilstå	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
elegante	elegant	elegante	elegant	ADJ;SG	ADJ;INDF;SG
operaio	arbejdstager	operaio	arbejdstage	N;MASC;SG	N;INDF;MASC+FEM;SG
volare	flyver	volare	flyve	V;NFIN	V;IND;PRS;FIN;ACT
volare	flyv	volare	flyv	V;NFIN	V;IMP
volare	flyve	volare	flyve	V;NFIN	V;NFIN;ACT
volare	flyve	volare	flyve	V;NFIN	V;NFIN;ACT
volare	flyver	volare	flyve	V;NFIN	V;IND;PRS;FIN;ACT
democratici	demokrater	democratico	demokrat	N;MASC;PL	N;INDF;MASC+FEM;PL
democratici	demokraterne	democratico	demokrat	N;MASC;PL	N;DEF;MASC+FEM;PL
democratici	demokrater	democratico	demokrat	N;MASC;PL	N;INDF;MASC+FEM;PL
organizzati	organiserede	organizzare	organisere	V;MASC;PL;PST;V.PTCP	V;PL;PST;V.PTCP
organizzati	organiserede	organizzare	organisere	V;MASC;PL;PST;V.PTCP	V;PL;PST;V.PTCP
giuridico	lovligt	giuridico	lovlig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
giuridico	juridisk	giuridico	juridisk	ADJ;MASC;SG	ADJ;INDF;SG
ambientali	miljømæssige	ambientale	miljømæssig	ADJ;PL	ADJ;PL
sentimento	fornemmelse	sentimento	fornemmelse	N;MASC;SG	N;INDF;MASC+FEM;SG
sentimento	følelse	sentimento	følelse	N;MASC;SG	N;INDF;MASC+FEM;SG
tubi	piber	tubo	pibe	N;MASC;PL	N;INDF;MASC+FEM;PL
tubi	slanger	tubo	slang	N;MASC;PL	N;INDF;MASC+FEM;PL
scafo	skrog	scafo	skrog	N;MASC;SG	N;INDF;NEUT;SG
scafo	skroget	scafo	skroge	N;MASC;SG	N;DEF;NEUT;SG
positivi	positive	positivo	positiv	ADJ;MASC;PL	ADJ;PL
money	penge	money	penge	N	N;INDF;MASC+FEM;PL
sopravvivere	overleve	sopravvivere	overleve	V;NFIN	V;NFIN;ACT
sopravvivere	overlever	sopravvivere	overleve	V;NFIN	V;IND;PRS;FIN;ACT
sopravvivere	overlever	sopravvivere	overleve	V;NFIN	V;IND;PRS;FIN;ACT
sopravvivere	overleve	sopravvivere	overleve	V;NFIN	V;NFIN;ACT
ricercatori	forskere	ricercatore	forsker	N;MASC;PL	N;INDF;MASC+FEM;PL
ricercatori	forskerne	ricercatore	forsker	N;MASC;PL	N;DEF;MASC+FEM;PL
cifre	tal	cifra	tal	N;FEM;PL	N;INDF;NEUT;PL
cifre	tallene	cifra	tal	N;FEM;PL	N;DEF;NEUT;PL
cifre	figurer	cifra	figur	N;FEM;PL	N;INDF;MASC+FEM;PL
consorzio	konsortiet	consorzio	konsorti	N;MASC;SG	N;DEF;NEUT;SG
consorzio	konsortium	consorzio	konsortium	N;MASC;SG	N;INDF;NEUT;SG
mensile	månedlig	mensile	månedlig	ADJ;SG	ADJ;INDF;MASC+FEM;SG
inviare	sende	inviare	sende	V;NFIN	V;NFIN;ACT
inviare	send	inviare	send	V;NFIN	V;IMP
inviare	sender	inviare	sende	V;NFIN	V;IND;PRS;FIN;ACT
rookie	rekrut	rookie	rekrut	N;MASC	N;INDF;MASC+FEM;SG
rookie	nybegynder	rookie	nybegynde	N;MASC	N;INDF;MASC+FEM;SG
vasi	krukker	vaso	krukke	N;MASC;PL	N;INDF;MASC+FEM;PL
vasi	gryder	vaso	gryde	N;MASC;PL	N;INDF;MASC+FEM;PL
vasi	potter	vaso	potte	N;MASC;PL	N;INDF;MASC+FEM;PL
vasi	vaser	vaso	vase	N;MASC;PL	N;INDF;MASC+FEM;PL
provenienza	herkomst	provenienza	herkomst	N;FEM;SG	N;INDF;MASC+FEM;SG
picture	billed	pictura	billed	N	N;INDF;NEUT;SG
picture	billede	pictura	billede	N	N;INDF;NEUT;SG
giocata	spillet	giocare	spille	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
giocata	afspillet	giocare	afspil	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
giocata	spillede	giocare	spille	V;FEM;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
stili	styles	stile	styles	N;MASC;PL	N;INDF;MASC+FEM;PL
stili	stile	stile	stile	N;MASC;PL	N;INDF;MASC+FEM;PL
costanza	constance	costanza	constance	N;FEM;SG	N;INDF;MASC+FEM;SG
superfici	overflader	superfice	overflade	N;FEM;PL	N;INDF;MASC+FEM;PL
superfici	flader	superfice	flade	N;FEM;PL	N;INDF;MASC+FEM;PL
legenda	legenden	legenda	legende	N;FEM;SG	N;DEF;MASC+FEM;SG
legenda	sagn	legenda	sagn	N;FEM;SG	N;INDF;NEUT;SG
succede	sker	succedere	ske	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
povertà	fattigdom	povertà	fattigdom	N;FEM	N;INDF;MASC+FEM;SG
povertà	fattigdommen	povertà	fattigdom	N;FEM	N;DEF;MASC+FEM;SG
fibre	fibre	fibra	fibre	N;FEM;PL	N;INDF;MASC+FEM;PL
fibre	fibre	fibra	fibre	N;FEM;PL	N;INDF;MASC+FEM;PL
fibre	fibre	fibra	fibre	N;FEM;PL	N;INDF;MASC+FEM;PL
avellino	avellino	avellino	avellino	N;MASC;SG	N;INDF;MASC+FEM;SG
crociata	korstog	crociata	korstog	N;FEM;SG	N;INDF;NEUT;SG
crociata	korstog	crociata	korstog	N;FEM;SG	N;INDF;NEUT;SG
aggiunti	tilføjede	aggiunto	tilføje	V;MASC;PL;PST;V.PTCP	V;IND;PST;FIN;ACT
concorrenza	konkurrencen	concorrenza	konkurrence	N;FEM;SG	N;DEF;MASC+FEM;SG
concorrenza	konkurrence	concorrenza	konkurrence	N;FEM;SG	N;INDF;MASC+FEM;SG
veloci	hurtige	veloce	hurtig	ADJ;PL	ADJ;PL
veloci	hurtige	veloce	hurtig	ADJ;PL	ADJ;PL
annualmente	årligt	annualmente	årligt	ADV	ADV
annualmente	årligt	annualmente	årligt	ADV	ADV
caduto	faldt	cadere	falde	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
caduto	faldet	cadere	falde	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
caduto	væltede	cadere	vælte	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
caduto	faldet	cadere	falde	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
contenute	indeholdte	contenere	indeholde	V;FEM;PL;PST;V.PTCP	V;IND;PST;FIN;ACT
contenute	indeholdt	contenere	indeholde	V;FEM;PL;PST;V.PTCP	V;PST;V.PTCP
leslie	leslie	leslia	leslie	N;FEM;SG	N;INDF;MASC+FEM;SG
animato	animeret	animare	animere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
sorgenti	fjedre	sorgente	fjedre	N;FEM;PL	N;INDF;MASC+FEM;PL
sorgenti	kilder	sorgente	kilde	N;FEM;PL	N;INDF;MASC+FEM;PL
jedi	jedi	jedi	jedi	N	N;INDF;MASC+FEM;SG
annunziata	annunziata	annunziare	annunziata	N;FEM;SG	N;INDF;MASC+FEM;SG
competenze	kvalifikationer	competenza	kvalifikation	N;FEM;PL	N;INDF;MASC+FEM;PL
competenze	færdigheder	competenza	færdighed	N;FEM;PL	N;INDF;MASC+FEM;PL
quartetto	kvartetten	quartetto	kvartet	N;MASC;SG	N;DEF;MASC+FEM;SG
funzionario	embedsmand	funzionario	embedsmand	N;MASC;SG	N;INDF;MASC+FEM;SG
funzionario	tjenestemand	funzionario	tjenestemand	N;MASC;SG	N;INDF;MASC+FEM;SG
productions	produktioner	productions	produktion	N;MASC	N;INDF;MASC+FEM;PL
stadi	stadioner	stadio	stadion	N;MASC;PL	N;INDF;MASC+FEM;PL
stadi	stadier	stadio	stadie	N;MASC;PL	N;INDF;MASC+FEM;PL
stadi	etaper	stadio	etape	N;MASC;PL	N;INDF;MASC+FEM;PL
stadi	faser	stadio	fase	N;MASC;PL	N;INDF;MASC+FEM;PL
prezzi	priser	prezzo	pris	N;MASC;PL	N;INDF;MASC+FEM;PL
prezzi	priserne	prezzo	pris	N;MASC;PL	N;DEF;MASC+FEM;PL
sacri	hellige	sacro	hellig	ADJ;MASC;PL	ADJ;PL
enzima	enzym	enzima	enzym	N;MASC;SG	N;INDF;NEUT;SG
enzima	enzymet	enzima	enzym	N;MASC;SG	N;DEF;NEUT;SG
scelti	valgte	scegliere	vælge	V;MASC;PL;PST;V.PTCP	V;IND;PST;FIN;ACT
poetessa	poet	poetessa	poet	N;FEM;SG	N;INDF;MASC+FEM;SG
poetessa	digter	poetessa	digte	N;FEM;SG	N;INDF;MASC+FEM;SG
gang	slænget	gang	slænge	N	N;DEF;NEUT;SG
gang	banden	gang	band	N	N;DEF;MASC+FEM;SG
gang	bande	gang	bande	N	N;INDF;MASC+FEM;SG
gang	bander	gang	bande	N	N;INDF;MASC+FEM;PL
gang	banderne	gang	band	N	N;DEF;MASC+FEM;PL
lana	uld	lana	uld	N;FEM;SG	N;INDF;MASC+FEM;SG
adiacenti	tilstødende	adiacente	tilstødende	ADJ;PL	ADJ
adiacenti	tilstødende	adiacente	tilstødende	ADJ;PL	ADJ
disastro	katastrofe	disastro	katastrofe	N;MASC;SG	N;INDF;MASC+FEM;SG
disastro	katastrofen	disastro	katastrofe	N;MASC;SG	N;DEF;MASC+FEM;SG
costanzo	costanzo	costanzo	costanzo	N;MASC;SG	N;INDF;MASC+FEM;SG
testimoni	vidner	testimonio	vidne	N;MASC;PL	N;INDF;NEUT;PL
testimoni	vidnerne	testimonio	vidne	N;MASC;PL	N;DEF;NEUT;PL
testimoni	vidner	testimonio	vidne	N;MASC;PL	N;INDF;NEUT;PL
diffusi	udbredte	diffondere	udbrede	V;MASC;PL;PST;V.PTCP	V;PL;PST;V.PTCP
signoria	herredømme	signoria	herredømme	N;FEM;SG	N;INDF;NEUT;SG
coltivazione	dyrkning	coltivazione	dyrkning	N;FEM;SG	N;INDF;MASC+FEM;SG
tronco	overkrop	tronco	overkrop	N;MASC;SG	N;INDF;MASC+FEM;SG
tronco	torso	tronco	torso	N;MASC;SG	N;INDF;MASC+FEM;SG
registri	registrene	registro	register	N;MASC;PL	N;DEF;MASC+FEM;PL
registri	registre	registro	register	N;MASC;PL	N;INDF;MASC+FEM;PL
registri	registre	registro	register	N;MASC;PL	N;INDF;MASC+FEM;PL
considerazioni	overvejelser	considerazione	overvejelse	N;FEM;PL	N;INDF;MASC+FEM;PL
considerazioni	betragtninger	considerazione	betragtning	N;FEM;PL	N;INDF;MASC+FEM;PL
straordinario	ekstraordinært	straordinario	ekstraordinært	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
straordinario	ekstraordinær	straordinario	ekstraordinær	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
camere	lokaler	camera	lokale	N;FEM;PL	N;INDF;NEUT;PL
camere	værelser	camera	værelse	N;FEM;PL	N;INDF;MASC+FEM;PL
vicinanza	nærhed	vicinanza	nærhed	N;FEM;SG	N;INDF;MASC+FEM;SG
vicinanza	nærhed	vicinanza	nærhed	N;FEM;SG	N;INDF;MASC+FEM;SG
qualifiche	kvalifikationer	qualifica	kvalifikation	N;FEM;PL	N;INDF;MASC+FEM;PL
consecutivi	fortløbende	consecutivo	fortløbende	ADJ;MASC;PL	ADJ
archeologia	arkæologi	archeologia	arkæologi	N;FEM;SG	N;INDF;MASC+FEM;SG
apprezzato	påskønnet	apprezzare	påskønne	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
solido	solid	solido	solid	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
solido	solidt	solido	solid	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
straniera	udlænding	straniero	udlænding	N;FEM;SG	N;INDF;MASC+FEM;SG
muri	vægge	muro	vægge	N;MASC;PL	N;INDF;MASC+FEM;PL
muri	væggene	muro	væg	N;MASC;PL	N;DEF;MASC+FEM;PL
muri	mure	muro	mur	N;MASC;PL	N;INDF;MASC+FEM;PL
servito	tjent	servire	tjene	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
servito	serveret	servire	servere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
servito	forkyndt	servire	forkynde	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
servito	afsonet	servire	afson	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
muso	snuden	muso	snude	N;MASC;SG	N;DEF;MASC+FEM;SG
muso	snude	muso	snude	N;MASC;SG	N;INDF;MASC+FEM;SG
kenneth	kenneth	kenneth	kenneth	N;MASC;SG	N;INDF;NEUT;SG
controllato	styrede	controllare	styre	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
controllato	styret	controllare	styre	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
controllato	kontrolleret	controllare	kontrollere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
controllato	markeret	controllare	markere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
controllato	tjekket	controllare	tjekke	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
controllato	tjekkede	controllare	tjekke	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
controllato	checket	controllare	checket	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
controllato	kontrolleret	controllare	kontrollere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
marta	martha	marta	martha	N;FEM;SG	N;INDF;MASC+FEM;SG
architettonico	arkitektonisk	architettonico	arkitektonisk	ADJ;MASC;SG	ADJ;INDF;SG
grammy	grammy	grammy	grammy	N;MASC	N;INDF;MASC+FEM;SG
abbigliamento	beklædning	abbigliamento	beklædning	N;MASC;SG	N;INDF;MASC+FEM;SG
abbigliamento	beklædning	abbigliamento	beklædning	N;MASC;SG	N;INDF;MASC+FEM;SG
abbigliamento	tøj	abbigliamento	tøj	N;MASC;SG	N;INDF;NEUT;SG
abbigliamento	påklædning	abbigliamento	påklædning	N;MASC;SG	N;INDF;MASC+FEM;SG
abbigliamento	tøjet	abbigliamento	tøj	N;MASC;SG	N;DEF;NEUT;SG
abbigliamento	tøj	abbigliamento	tøj	N;MASC;SG	N;INDF;NEUT;SG
serpente	slange	serpente	slang	N;MASC;SG	N;INDF;MASC+FEM;SG
serpente	slangen	serpente	slang	N;MASC;SG	N;DEF;MASC+FEM;SG
serpente	snog	serpente	snå	N;MASC;SG	N;INDF;MASC+FEM;SG
serpente	slange	serpente	slang	N;MASC;SG	N;INDF;MASC+FEM;SG
felicità	lykken	felicità	lykke	N;FEM	N;DEF;MASC+FEM;SG
felicità	glæde	felicità	glæde	N;FEM	N;INDF;MASC+FEM;SG
felicità	lykke	felicità	lykke	N;FEM	N;INDF;MASC+FEM;SG
particolarità	særegenheder	particolarità	særegenhed	N;FEM	N;INDF;MASC+FEM;PL
illustrato	illustreret	illustrare	illustrere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
straordinaria	ekstraordinært	straordinario	ekstraordinært	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
straordinaria	ekstraordinær	straordinario	ekstraordinær	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
peggio	dårligere	peggio	dårlig	ADV	ADV;CMPR
rare	sjældne	raro	sjælden	ADJ;FEM;PL	ADJ;PL
bosnia	bosnien	bosnia	bosni	N;FEM;SG	N;DEF;MASC+FEM;SG
artistiche	kunstneriske	artistico	kunstnerisk	ADJ;FEM;PL	ADJ;PL
cornice	rammen	cornice	ramme	N;FEM;SG	N;DEF;MASC+FEM;SG
cornice	ramme	cornice	ramme	N;FEM;SG	N;INDF;MASC+FEM;SG
vivente	levende	vivente	levende	ADJ;SG	ADJ
capitan	kaptajn	capitano	kaptajn	N;SG	N;INDF;MASC+FEM;SG
nona	niende	nono	nie	ADJ;FEM;SG	ADJ
lapide	gravsten	lapide	gravst	N;FEM;SG	N;DEF;MASC+FEM;SG
lapide	gravsten	lapide	gravst	N;FEM;SG	N;DEF;MASC+FEM;SG
urss	ussr	urss	ussr	N;FEM	N;INDF;MASC+FEM;SG
urss	sovjetunionen	urss	sovjetunion	N;FEM	N;DEF;MASC+FEM;SG
celebrato	hyldet	celebrare	hylde	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
celebrato	fejret	celebrare	fejre	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
celebrato	fejrede	celebrare	fejre	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
hits	hits	hits	hits	N;MASC	N;INDF;NEUT;SG
sapienza	visdom	sapienza	visdom	N;FEM;SG	N;INDF;MASC+FEM;SG
sapienza	klogskab	sapienza	klogskab	N;FEM;SG	N;INDF;MASC+FEM;SG
offerto	tilbudte	offrire	tilbudt	V;MASC;SG;PST;V.PTCP	V;SG;PST;V.PTCP
offerto	tilbudt	offrire	tilbudt	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
offerto	udbudt	offrire	udbudt	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
vampiro	vampyr	vampiro	vampyr	N;MASC;SG	N;INDF;MASC+FEM;SG
strisce	strimler	striscia	strimmel	N;FEM;PL	N;INDF;MASC+FEM;PL
strisce	striber	striscia	stribe	N;FEM;PL	N;INDF;MASC+FEM;PL
maturità	modenhed	maturità	modenhed	N;FEM	N;INDF;MASC+FEM;SG
maturità	løbetid	maturità	løbetid	N;FEM	N;INDF;MASC+FEM;SG
recitazione	skuespil	recitazione	skuespil	N;FEM;SG	N;INDF;NEUT;SG
drive	drive	drive	drive	N	N;INDF;MASC+FEM;SG
dottorato	doktorgrad	dottorare	doktorgrad	N;MASC;SG	N;INDF;MASC+FEM;SG
dottorato	phd	dottorare	phd	N;MASC;SG	N;INDF;MASC+FEM;SG
miracolo	mirakel	miracolo	mirakel	N;MASC;SG	N;INDF;NEUT;SG
miracolo	miraklet	miracolo	mirakle	N;MASC;SG	N;DEF;NEUT;SG
corda	reb	corda	reb	N;FEM;SG	N;INDF;NEUT;SG
corda	tov	corda	tov	N;FEM;SG	N;INDF;NEUT;SG
corda	rebet	corda	rebet	N;FEM;SG	N;DEF;NEUT;SG
corda	akkord	corda	akkord	N;FEM;SG	N;INDF;MASC+FEM;SG
ninja	ninjaer	ninja	ninja	N	N;INDF;MASC+FEM;PL
triangolo	trekanten	triangolo	trekant	N;MASC;SG	N;DEF;MASC+FEM;SG
triangolo	trekant	triangolo	trekant	N;MASC;SG	N;INDF;MASC+FEM;SG
datata	datede	datare	datet	V;FEM;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
datata	datet	datare	dat	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
datata	dateret	datare	dateret	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
annessione	indlemmelse	annessione	indlemmelse	N;FEM;SG	N;INDF;MASC+FEM;SG
annessione	annektering	annessione	annektering	N;FEM;SG	N;INDF;MASC+FEM;SG
gallerie	gallerier	galleria	galleri	N;FEM;PL	N;INDF;NEUT;PL
gallerie	tunnellerne	galleria	tunnel	N;FEM;PL	N;DEF;MASC+FEM;PL
gallerie	tunnelerne	galleria	tunnel	N;FEM;PL	N;DEF;MASC+FEM;PL
gallerie	tunneller	galleria	tunnel	N;FEM;PL	N;INDF;MASC+FEM;PL
gallerie	tunneler	galleria	tunnel	N;FEM;PL	N;INDF;MASC+FEM;PL
confermata	konfirmeret	confermare	konfirmere	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
confermata	bekræftede	confermare	bekræfte	V;FEM;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
confermata	bekræftet	confermare	bekræfte	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
cittadella	kastellet	cittadella	kastel	N;FEM;SG	N;DEF;NEUT;SG
fortunato	heldig	fortunato	heldig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
fortunato	heldigt	fortunato	heldigt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
human	menneske	human	menneske	N	N;INDF;NEUT;SG
trophy	trofæ	trophy	trofæ	N;MASC	N;INDF;NEUT;SG
trophy	pokal	trophy	pokal	N;MASC	N;INDF;MASC+FEM;SG
inviati	sendte	inviare	sende	V;MASC;PL;PST;V.PTCP	V;IND;PST;FIN;ACT
carnevale	karneval	carnevale	karneval	N;MASC;SG	N;INDF;NEUT;SG
carnevale	tivoli	carnevale	tivoli	N;MASC;SG	N;INDF;MASC+FEM;SG
impulso	pulsen	impulso	puls	N;MASC;SG	N;DEF;MASC+FEM;SG
impulso	impuls	impulso	impuls	N;MASC;SG	N;INDF;MASC+FEM;SG
impulso	puls	impulso	puls	N;MASC;SG	N;INDF;MASC+FEM;SG
impulso	impuls	impulso	impuls	N;MASC;SG	N;INDF;MASC+FEM;SG
impulso	indskydelse	impulso	indskydelse	N;MASC;SG	N;INDF;MASC+FEM;SG
asiatico	asiatisk	asiatico	asiatisk	ADJ;MASC;SG	ADJ;INDF;SG
asiatico	asiat	asiatico	asiat	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
eco	øko	eco	øko	N;FEM;SG	N;INDF;MASC+FEM;SG
eco	ekko	eco	ekko	N;FEM;SG	N;INDF;NEUT;SG
ricognizione	rekognoscering	ricognizione	rekognoscering	N;FEM;SG	N;INDF;MASC+FEM;SG
ricognizione	rekognoscering	ricognizione	rekognoscering	N;FEM;SG	N;INDF;MASC+FEM;SG
mind	sind	mind	sind	N;MASC	N;INDF;NEUT;SG
mind	sindet	mind	sinde	N;MASC	N;DEF;NEUT;SG
lento	langsom	lento	langsom	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
pacific	stillehavet	pacifico	stillehavet	N;MASC	N;DEF;NEUT;SG
illustratore	illustrator	illustratore	illustrator	N;MASC;SG	N;INDF;MASC+FEM;SG
venduta	solgte	vendere	sælge	V;FEM;SG;PST;V.PTCP	V;PST;FIN;ACT
venduta	solgt	vendere	sælge	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
mars	mars	mars	mars	N	N;INDF;MASC+FEM;SG
jonas	jonas	jonas	jonas	N;MASC;SG	N;INDF;MASC+FEM;SG
public	offentlighed	public	offentlighed	N	N;INDF;MASC+FEM;SG
public	offentligheden	public	offentlighed	N	N;DEF;MASC+FEM;SG
