bija	είχε	būt	έχω	V;FH;IND;3;POS;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;ACT
jautājumi	ερωτήματα	jautājums	έρωτημα	N;NOM;MASC;PL	N;NOM;NEUT;PL
jautājumi	ερωτήσεις	jautājums	ερώτηση	N;NOM;MASC;PL	N;NOM;FEM;PL
jautājumi	απορίες	jautājums	απορία	N;NOM;MASC;PL	N;NOM;FEM;PL
apcietināts	συνελήφθη	apcietināt	συνελήφος	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
gāze	αέριο	gāze	αέριο	N;NOM;FEM;SG	N;NOM;NEUT;SG
gāze	βενζίνη	gāze	βενζίνη	N;NOM;FEM;SG	N;NOM;FEM;SG
izejas	έξοδοι	izeja	έξοδος	N;NOM;FEM;PL	N;NOM;MASC;PL
izejas	εξόδους	izeja	έξοδος	N;NOM;FEM;PL	N;NOM;FEM;PL
radīts	δημιουργήθηκε	radīt	δημιουργώ	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
radīts	δημιούργησε	radīt	δημιουργώ	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
ragu	κέρας	rags	κέρας	N;ACC;MASC;SG	N;ACC;NEUT;SG
ietekmējis	επηρεάσει	ietekmēt	επηρεάζω	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;FIN;ACT
ietekmējis	επηρεάστηκε	ietekmēt	επηρεάζω	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
nauda	χρήμα	nauda	χρήμα	N;NOM;FEM;SG	N;NOM;NEUT;SG
nauda	μετρητά	nauda	μετρητά	N;NOM;FEM;SG	N;NOM;NEUT;SG
musulmaņi	μουσουλμάνοι	musulmanis	μουσουλμάνος	N;NOM;MASC;PL	N;NOM;MASC;PL
musulmaņi	μουσουλμάνοι	musulmanis	μουσουλμάνος	N;NOM;MASC;PL	N;NOM;MASC;PL
vēders	στομάχι	vēders	στομάχι	N;NOM;MASC;SG	N;NOM;NEUT;SG
vēders	κοιλιά	vēders	κοιλιός	N;NOM;MASC;SG	N;NOM;FEM;SG
vēders	κοιλία	vēders	κοιλία	N;NOM;MASC;SG	N;NOM;FEM;SG
deviņas	εννέα	deviņi	εννέα	NUM;NOM;FEM;PL	NUM;NOM;NEUT;PL
deviņas	εννιά	deviņi	εννιά	NUM;NOM;FEM;PL	NUM;NOM;MASC;PL
neietilpst	αποκλείει	neietilpt	αποκλείω	V;FH;IND;3;NEG;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
vilciena	αμαξοστοιχίας	vilciens	αμαξοστοιχία	N;GEN;MASC;SG	N;GEN;FEM;SG
partneri	συνέταιροι	partneris	συνέταιρος	N;NOM;MASC;PL	N;NOM;MASC;PL
partneri	εταίροι	partneris	εταίρος	N;NOM;MASC;PL	N;NOM;MASC;PL
partneri	συνεργάτες	partneris	συνεργάτης	N;NOM;MASC;PL	N;NOM;MASC;PL
atzīt	παραδεχτώ	atzīt	παράδεχος	V;POS;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
mīlestība	αγαπη	mīlestība	αγαπη	N;NOM;FEM;SG	N;NOM;FEM;SG
mīlestība	έρωτας	mīlestība	έρωτο	N;NOM;FEM;SG	N;NOM;MASC;SG
mīlestība	αγάπη	mīlestība	αγάπη	N;NOM;FEM;SG	N;NOM;FEM;SG
izvietojums	διακανονισμός	izvietojums	διακανονισμός	N;NOM;MASC;SG	N;NOM;MASC;SG
izvietojums	διαρρύθμιση	izvietojums	διαρρύθμιση	N;NOM;MASC;SG	N;NOM;FEM;SG
vērsta	σκηνοθέτησε	vērst	σκηνοθετώ	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
vērsta	επικεντρώθηκε	vērst	επικεντρώνω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
vērsta	συγκεντρωμένη	vērst	συγκεντρώνω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
vērsta	συγκεντρωμένος	vērst	συγκεντρωμένος	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
lauva	λιοντάρι	lauva	λιοντάρι	N;NOM;FEM;SG	N;NOM;NEUT;SG
lauva	λέων	lauva	λέος	N;NOM;FEM;SG	N;NOM;MASC;SG
mācība	μάθημα	mācība	μάθημα	N;NOM;FEM;SG	N;NOM;NEUT;SG
traumas	κακώσεις	trauma	κάκωση	N;NOM;FEM;PL	N;NOM;FEM;PL
traumas	κακώσεις	trauma	κάκωση	N;NOM;FEM;PL	N;NOM;FEM;PL
traumas	τραυματισμοί	trauma	τραυματισμός	N;NOM;FEM;PL	N;NOM;MASC;PL
traumas	τραύματα	trauma	τραύμα	N;NOM;FEM;PL	N;NOM;NEUT;PL
meitene	κοπέλα	meitene	κοπέλα	N;NOM;FEM;SG	N;NOM;FEM;SG
meitene	κορίτσι	meitene	κορίτσι	N;NOM;FEM;SG	N;NOM;NEUT;SG
suņi	σκύλοι	suns	σκύλος	N;NOM;MASC;PL	N;NOM;MASC;PL
suņi	σκύλους	suns	σκύλος	N;NOM;MASC;PL	N;NOM;MASC;PL
suņi	σκυλιά	suns	σκυλιά	N;NOM;MASC;PL	N;NOM;NEUT;PL
procesi	διεργασίες	process	διεργασία	N;NOM;MASC;PL	N;NOM;FEM;PL
tatāru	τατάρ	tatārs	τατάρ	N;GEN;MASC;SG	N
subjekts	οντότητα	subjekts	οντότητα	N;NOM;MASC;SG	N;NOM;FEM;SG
subjekts	υποκείμενο	subjekts	υποκείμενο	N;NOM;MASC;SG	N;NOM;NEUT;SG
subjekts	θέμα	subjekts	θέμα	N;NOM;MASC;SG	N;NOM;NEUT;SG
indiāņi	ινδιάνοι	indiāns	ινδιάνος	N;NOM;MASC;PL	N;NOM;MASC;PL
teksti	κείμενα	teksts	κείμενο	N;NOM;MASC;PL	N;NOM;NEUT;PL
teksti	στίχοι	teksts	στίχος	N;NOM;MASC;PL	N;NOM;MASC;PL
kolekcija	συλλογη	kolekcija	συλλογή	N;NOM;FEM;SG	N;NOM;FEM;SG
kolekcija	συλλογή	kolekcija	συλλογή	N;NOM;FEM;SG	N;NOM;FEM;SG
tēma	θεμα	tēma	θεμα	N;NOM;FEM;SG	N;NOM;NEUT;SG
tēma	θεμα	tēma	θεμα	N;NOM;FEM;SG	N;NOM;NEUT;SG
tēma	θέμα	tēma	θέμα	N;NOM;FEM;SG	N;NOM;NEUT;SG
tēma	υποκείμενο	tēma	υποκείμενο	N;NOM;FEM;SG	N;NOM;NEUT;SG
tēma	θέμα	tēma	θέμα	N;NOM;FEM;SG	N;NOM;NEUT;SG
kušanas	τήξη	kušana	τήξη	N;NOM;FEM;SG	N;NOM;FEM;SG
kušanas	λιώσιμο	kušana	λιώσιμος	N;NOM;FEM;SG	N;NOM;NEUT;SG
ierosināja	πρότεινε	ierosināt	προτείνω	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
novērst	αποτρέψει	novērst	αποτρέπω	V;POS;NFIN	V;PFV;IND;SG;3;FIN;ACT
reģioni	περιοχές	reģions	περιοχή	N;NOM;MASC;PL	N;NOM;FEM;PL
reģioni	περιφέρειες	reģions	περιφέρεια	N;NOM;MASC;PL	N;NOM;FEM;PL
balstīts	βασισμένο	balstīt	βασίζω	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
balstīts	βασισμένη	balstīt	βασίζω	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
leopolds	λέοπολντ	leopolds	λέοπολντ	N;NOM;MASC;SG	N;NOM;MASC;SG
tikmēr	εντωμεταξύ	tikmēr	εντωμεταξύ	ADV	ADV
meitenes	κορίτσια	meitene	κορίτσι	N;NOM;FEM;PL	N;NOM;NEUT;PL
gredzens	δακτύλιο	gredzens	δακτύλιο	N;NOM;MASC;SG	N;NOM;NEUT;SG
gredzens	δακτύλιος	gredzens	δακτύλιος	N;NOM;MASC;SG	N;NOM;MASC;SG
gredzens	δαχτυλίδι	gredzens	δαχτυλίδι	N;NOM;MASC;SG	N;NOM;NEUT;SG
sakari	επικοινωνίες	sakars	επικοινωνία	N;NOM;MASC;PL	N;NOM;FEM;PL
pārveidota	τροποποιημένο	pārveidot	τροποποιώ	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
pārveidota	τροποποιήθηκε	pārveidot	τροποποιώ	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
pārveidota	τροποποιημένη	pārveidot	τροποποιώ	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
pārveidota	τροποποιημένος	pārveidot	τροποποιημένος	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
klosteri	μοναστήρια	klosteris	μοναστήρι	N;NOM;MASC;PL	N;NOM;NEUT;PL
projekti	προσχέδια	projekts	προσχέδιο	N;NOM;MASC;PL	N;NOM;NEUT;PL
projekti	σχέδια	projekts	σχέδιο	N;NOM;MASC;PL	N;NOM;NEUT;PL
projekti	έργα	projekts	έργο	N;NOM;MASC;PL	N;NOM;NEUT;PL
projekti	εργα	projekts	έργο	N;NOM;MASC;PL	N;NOM;NEUT;PL
ragi	κέρατα	rags	κέρατος	N;NOM;MASC;PL	N;NOM;NEUT;PL
antenas	κεραίες	antena	κεραίος	N;NOM;FEM;PL	N;NOM;FEM;PL
antenas	κεραίες	antena	κεραίος	N;NOM;FEM;PL	N;NOM;FEM;PL
grāds	πτυχίο	grāds	πτυχίο	N;NOM;MASC;SG	N;NOM;NEUT;SG
grāds	βαθμός	grāds	βαθμός	N;NOM;MASC;SG	N;NOM;MASC;SG
programmatūra	λογισμικό	programmatūra	λογισμικός	N;NOM;FEM;SG	N;NOM;NEUT;SG
profesionāla	επαγγελματικό	profesionāla	επαγγελματικός	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
profesionāla	επαγγελματική	profesionāla	επαγγελματικός	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
vietnes	τοποθεσίες	vietne	τοποθεσία	N;NOM;FEM;PL	N;NOM;FEM;PL
vietnes	χώροι	vietne	χώρος	N;NOM;FEM;PL	N;NOM;MASC;PL
orķestris	ορχήστρα	orķestris	ορχήστρα	N;NOM;MASC;SG	N;NOM;FEM;SG
briedis	ελάφι	briedis	ελάφι	N;NOM;MASC;SG	N;NOM;NEUT;SG
elektriskās	ηλεκτρικές	elektriska	ηλεκτρικός	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL
bērnības	παιδικά	bērnība	παιδικά	N;NOM;FEM;PL	N;NOM;NEUT;PL
kritiķis	κριτικός	kritiķis	κριτικός	N;NOM;MASC;SG	N;NOM;MASC;SG
izplatību	εξάπλωση	izplatība	εξάπλωση	N;ACC;FEM;SG	N;ACC;FEM;SG
ikp	αεπ	ikp	αεπ	N	N
virsraksts	επικεφαλίδα	virsraksts	επικεφαλίδα	N;NOM;MASC;SG	N;NOM;FEM;SG
virsraksts	λεζάντα	virsraksts	λεζάντα	N;NOM;MASC;SG	N;NOM;FEM;SG
virsraksts	επικεφαλίδα	virsraksts	επικεφαλίδα	N;NOM;MASC;SG	N;NOM;FEM;SG
vārna	κοράκι	vārns	κοράκι	N;NOM;FEM;SG	N;NOM;NEUT;SG
administrācijas	διοικήσεις	administrācija	διοίκηση	N;NOM;FEM;PL	N;NOM;FEM;PL
neatkarīga	ανεξάρτητο	neatkarīga	ανεξάρτητος	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
neatkarīga	ανεξάρτητος	neatkarīga	ανεξάρτητος	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
neatkarīga	ανεξάρτητη	neatkarīga	ανεξάρτητος	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
stāvu	απότομο	stāvēt	απότομο	N;ACC;MASC;SG	N;ACC;NEUT;SG
betona	σκυροδέματος	betons	σκύροδεμα	N;GEN;MASC;SG	N;GEN;NEUT;SG
mēneši	μήνες	mēnesis	μήνας	N;NOM;MASC;PL	N;NOM;MASC;PL
lieliski	υπέροχα	lieliski	υπέροχος	ADV	ADV
augļi	καρποί	auglis	καρπός	N;NOM;MASC;PL	N;NOM;MASC;PL
augļi	φρούτα	auglis	φρούτα	N;NOM;MASC;PL	N;NOM;NEUT;PL
augļi	καρποί	auglis	καρπός	N;NOM;MASC;PL	N;NOM;MASC;PL
augļi	φρούτα	auglis	φρούτα	N;NOM;MASC;PL	N;NOM;NEUT;PL
kritiķi	επικριτές	kritiķis	επικριτής	N;NOM;MASC;PL	N;NOM;MASC;PL
kritiķi	κριτικοί	kritiķis	κριτικός	N;NOM;MASC;PL	N;NOM;MASC;PL
precējusies	παντρεμένος	precēties	παντρεμένος	V;PFV;NOM;INDF;FEM;SG;REFL;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
precējusies	παντρεμένη	precēties	παντρένω	V;PFV;NOM;INDF;FEM;SG;REFL;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
precējusies	παντρεύτηκε	precēties	παντρέω	V;PFV;NOM;INDF;FEM;SG;REFL;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
precējusies	παντρεύτηκα	precēties	παντρεύτεκα	V;PFV;NOM;INDF;FEM;SG;REFL;PST;V.PTCP	V;PFV;IND;SG;1;PST;FIN;PASS
ierobežota	περιορισμένη	ierobežot	περιορίζω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
ierobežota	περιορισμένο	ierobežot	περιορίζω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
ierobežota	περιορισμένος	ierobežot	περιορισμένος	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
ierobežota	περιορισμένη	ierobežot	περιορίζω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
ierobežota	περιορισμένος	ierobežot	περιορισμένος	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
ierobežota	περιορισμένο	ierobežot	περιορίζω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
nagi	νύχια	nags	νύχιος	N;NOM;MASC;PL	N;NOM;NEUT;PL
nagi	οπλές	nags	οπλός	N;NOM;MASC;PL	N;NOM;FEM;PL
nagi	νύχια	nags	νύχιος	N;NOM;MASC;PL	N;NOM;NEUT;PL
nagi	καρφιά	nags	καρφιά	N;NOM;MASC;PL	N;NOM;NEUT;PL
nagi	νύχια	nags	νύχιος	N;NOM;MASC;PL	N;NOM;NEUT;PL
motors	κινητήρας	motors	κινητήρας	N;NOM;MASC;SG	N;NOM;MASC;SG
motors	μηχανή	motors	μηχανή	N;NOM;MASC;SG	N;NOM;FEM;SG
laivu	βάρκα	laiva	βάρκα	N;ACC;FEM;SG	N;ACC;FEM;SG
koledžas	κολέγια	koledža	κολέγιος	N;NOM;FEM;PL	N;NOM;NEUT;PL
koledžas	κολλέγια	koledža	κολλέγιο	N;NOM;FEM;PL	N;NOM;NEUT;PL
saistās	δεσμεύουν	saistīties	δεσμεύω	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
saistās	δένει	saistīties	δένω	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
kalendārs	ημερολόγιο	kalendārs	ημερολόγιο	N;NOM;MASC;SG	N;NOM;NEUT;SG
pieredze	πείρα	pieredze	πείρα	N;NOM;FEM;SG	N;NOM;FEM;SG
aprakstīta	περιγράφηκε	aprakstīt	περιγράφω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
pamati	βάσεις	pamats	βάση	N;NOM;MASC;PL	N;NOM;FEM;PL
pamati	θεμέλια	pamats	θεμέλιο	N;NOM;MASC;PL	N;NOM;NEUT;PL
lido	πετάξει	lidot	πετώ	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;NFIN;ACT
lido	πετώντας	lidot	πετώ	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;V.CVB;ACT
lido	πετάει	lidot	πετώ	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
norādīt	προσδιορίζει	norādīt	προσδιορίζω	V;POS;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
asaris	πέρκα	asars	πέρκα	N;NOM;MASC;SG	N;NOM;FEM;SG
komunistiskā	κομμουνιστικό	komunistiska	κομμουνιστικός	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
komunistiskā	κομμουνιστική	komunistiska	κομμουνιστικός	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
disks	δίσκος	disks	δίσκος	N;NOM;MASC;SG	N;NOM;MASC;SG
disks	δισκέτα	disks	δισκέτα	N;NOM;MASC;SG	N;NOM;FEM;SG
disks	δίσκος	disks	δίσκος	N;NOM;MASC;SG	N;NOM;MASC;SG
disks	οδήγηση	disks	οδήγηση	N;NOM;MASC;SG	N;NOM;FEM;SG
draud	απειλεί	draudāt	απειλώ	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
uzbrukt	επιτίθεται	uzbrukt	επιτίθεμαι	V;POS;NFIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
svārstības	διακυμάνσεις	svārstība	διακύμανση	N;NOM;FEM;PL	N;NOM;FEM;PL
vecums	ηλικία	vecums	ηλικία	N;NOM;MASC;SG	N;NOM;FEM;SG
vecums	ηλικια	vecums	ηλικια	N;NOM;MASC;SG	N;NOM;FEM;SG
kādēļ	γιατι	kādēļ	γιατι	ADV	ADV
oilers	όιλερς	oilers	όιλερς	N;NOM;MASC;SG	N
bloks	τετράγωνο	bloks	τετράγωνος	N;NOM;MASC;SG	N;NOM;NEUT;SG
bloks	μπλοκάρισμα	bloks	μπλοκάρισμα	N;NOM;MASC;SG	N;NOM;NEUT;SG
bloks	μπλοκ	bloks	μπλοκ	N;NOM;MASC;SG	N;NOM;NEUT;SG
vienotā	ενιαία	vienots	ενιαίος	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
fāze	φαση	fāze	φαση	N;NOM;FEM;SG	N;NOM;FEM;SG
bites	μέλισσες	bite	μέλισσα	N;NOM;FEM;PL	N;NOM;FEM;PL
maksimālā	μέγιστος	maksimāls	μέγιστος	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
straumes	ρεύματα	straume	ρεύμα	N;NOM;FEM;PL	N;NOM;NEUT;PL
bildes	φωτογραφιες	bilde	φωτογραφιά	N;NOM;FEM;PL	N;NOM;FEM;PL
bildes	φωτογραφίες	bilde	φωτογραφία	N;NOM;FEM;PL	N;NOM;FEM;PL
bildes	φωτογραφιες	bilde	φωτογραφιά	N;NOM;FEM;PL	N;NOM;FEM;PL
bildes	φωτογραφίες	bilde	φωτογραφία	N;NOM;FEM;PL	N;NOM;FEM;PL
bildes	εικόνες	bilde	εικόνα	N;NOM;FEM;PL	N;NOM;FEM;PL
vilcieni	τραίνα	vilciens	τραίνω	N;NOM;MASC;PL	N;NOM;NEUT;PL
vilcieni	τρένα	vilciens	τρένος	N;NOM;MASC;PL	N;NOM;NEUT;PL
vilcieni	αμαξοστοιχίες	vilciens	αμαξοστοιχία	N;NOM;MASC;PL	N;NOM;FEM;PL
dokumenti	έγγραφα	dokuments	έγγραφο	N;NOM;MASC;PL	N;NOM;NEUT;PL
muitas	τελωνεία	muita	τελωνεία	N;NOM;FEM;PL	N;NOM;NEUT;PL
ieroči	όπλα	ieroce	όπλο	N;NOM;MASC;PL	N;NOM;NEUT;PL
ieroči	οπλα	ieroce	οπλά	N;NOM;MASC;PL	N;NOM;NEUT;PL
ieroči	μπράτσα	ieroce	μπράτσα	N;NOM;MASC;PL	N;NOM;NEUT;PL
ieroči	όπλα	ieroce	όπλο	N;NOM;MASC;PL	N;NOM;NEUT;PL
ieroči	οπλα	ieroce	οπλά	N;NOM;MASC;PL	N;NOM;NEUT;PL
ieroči	χέρια	ieroce	χέρι	N;NOM;MASC;PL	N;NOM;NEUT;PL
pilsonību	υπηκοότητα	pilsonība	υπηκοότητα	N;ACC;FEM;SG	N;ACC;FEM;SG
astoņi	οκτώ	astoņi	οκτώ	NUM;NOM;MASC;PL	NUM;NOM;MASC;PL
astoņi	οχτώ	astoņi	οχτώ	NUM;NOM;MASC;PL	NUM;NOM;MASC;PL
publikācijas	δημοσιεύσεις	publikācija	δημοσίευση	N;NOM;FEM;PL	N;NOM;FEM;PL
publikācijas	εκδόσεις	publikācija	έκδοση	N;NOM;FEM;PL	N;NOM;FEM;PL
redz	βλέπει	redzēt	βλέπω	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
upīte	ρυάκι	upīte	ρυάκι	N;NOM;FEM;SG	N;NOM;NEUT;SG
kodols	πυρήνας	kodols	πυρήνας	N;NOM;MASC;SG	N;NOM;MASC;SG
kodols	πυρήνας	kodols	πυρήνας	N;NOM;MASC;SG	N;NOM;MASC;SG
kontrole	έλεγχος	kontrole	έλεγχος	N;NOM;FEM;SG	N;NOM;MASC;SG
kontrole	ελεγχος	kontrole	ελεγχος	N;NOM;FEM;SG	N;NOM;MASC;SG
pildīt	εκτελέσει	pildīt	εκτελώ	V;POS;NFIN	V;PFV;IND;SG;3;FIN;ACT
interese	συμφέρον	interese	συμφέρον	N;NOM;FEM;SG	N;NOM;NEUT;SG
interese	τόκος	interese	τόκος	N;NOM;FEM;SG	N;NOM;MASC;SG
viesnīcas	ξενοδοχεία	viesnīca	ξενοδοχείο	N;NOM;FEM;PL	N;NOM;NEUT;PL
virknes	χορδές	virkne	χορδή	N;NOM;FEM;PL	N;NOM;FEM;PL
pārcelta	μετακόμισε	pārcelt	μετακομίζω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
pārcelta	μεταφέρθηκε	pārcelt	μεταφέρω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
pārcelta	κινήθηκε	pārcelt	κινώ	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
pārcelta	μετακινήθηκε	pārcelt	μετακινώ	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
pārcelta	συγκινημένος	pārcelt	συγκινημένος	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
kāpu	ντουν	kāpa	ντουν	N;ACC;FEM;SG	N
avāriju	συντριβή	avārija	συντριβός	N;ACC;FEM;SG	N;ACC;FEM;SG
avāriju	κρας	avārija	κρας	N;ACC;FEM;SG	N;NEUT;SG
dzinēji	μηχανές	dzinējs	μηχανής	N;NOM;MASC;PL	N;NOM;FEM;PL
dzinēji	κινητήρες	dzinējs	κινητήρας	N;NOM;MASC;PL	N;NOM;MASC;PL
apgabali	συνοικίες	apgabali	συνοικία	N;NOM;MASC;PL	N;NOM;FEM;PL
apgabali	κομητείες	apgabali	κομητεία	N;NOM;MASC;PL	N;NOM;FEM;PL
apgabali	περιοχές	apgabali	περιοχή	N;NOM;MASC;PL	N;NOM;FEM;PL
vērsās	προσέγγισε	vērsties	προσέγω	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
pilsoņi	πολίτες	pilsonis	πολίτης	N;NOM;MASC;PL	N;NOM;MASC;PL
pilsoņi	υπήκοοι	pilsonis	υπήκοοι	N;NOM;MASC;PL	N;NOM;MASC;PL
tab	καρτέλα	tab	καρτέλα	N	N;NOM;FEM;SG
pārsvaru	επικράτηση	pārsvars	επικράτηση	N;ACC;MASC;SG	N;ACC;FEM;SG
pārsvaru	υπεροχή	pārsvars	υπεροχή	N;ACC;MASC;SG	N;ACC;FEM;SG
pārsvaru	κυριαρχία	pārsvars	κυριαρχία	N;ACC;MASC;SG	N;ACC;FEM;SG
uguni	φωτιά	uguns	φωτιό	N;ACC;FEM;SG	N;ACC;FEM;SG
balsošana	ψηφοφορία	balsošana	ψηφοφορία	N;NOM;FEM;SG	N;NOM;FEM;SG
balsošana	ψήφος	balsošana	ψήφος	N;NOM;FEM;SG	N;NOM;FEM;SG
balsošana	ψηφοφορία	balsošana	ψηφοφορία	N;NOM;FEM;SG	N;NOM;FEM;SG
pievienojas	ενώνει	pievienoties	ενώνω	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
derības	στοιχήματα	derības	στοίχημα	N;NOM;FEM;PL	N;NOM;NEUT;PL
derības	στοιχήματα	derības	στοίχημα	N;NOM;FEM;PL	N;NOM;NEUT;PL
nominācijas	υποψηφιότητες	nominācija	υποψηφιότητα	N;NOM;FEM;PL	N;NOM;FEM;PL
produkts	προϊόν	produkts	προϊόν	N;NOM;MASC;SG	N;NOM;NEUT;SG
grīdas	όροφοι	grīda	όροφος	N;NOM;FEM;PL	N;NOM;MASC;PL
grīdas	πατώματα	grīda	πάτωμα	N;NOM;FEM;PL	N;NOM;NEUT;PL
grīdas	ορόφους	grīda	όροφος	N;NOM;FEM;PL	N;NOM;MASC;PL
kodi	κώδικες	kods	κώδικας	N;NOM;MASC;PL	N;NOM;MASC;PL
ieguve	εκχύλιση	ieguve	εκχύλιση	N;NOM;FEM;SG	N;NOM;FEM;SG
ieguve	εξόρυξη	ieguve	εξόρυξη	N;NOM;FEM;SG	N;NOM;FEM;SG
ieguve	εξόρυξη	ieguve	εξόρυξη	N;NOM;FEM;SG	N;NOM;FEM;SG
ieguve	συγκομιδή	ieguve	συγκομιδός	N;NOM;FEM;SG	N;NOM;FEM;SG
rozes	τριαντάφυλλα	roze	τριαντάφυλλα	N;NOM;FEM;PL	N;NOM;NEUT;PL
radinieki	συγγενείς	radinieks	συγγένης	N;NOM;MASC;PL	N;NOM;MASC;PL
filmēšanas	γύρισμα	filmēšana	γύρισμα	N;NOM;FEM;SG	N;NOM;NEUT;SG
lāči	αρκούδες	lācis	αρκούδα	N;NOM;MASC;PL	N;NOM;FEM;PL
atrasta	βρεθηκε	atrast	βρίσκω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
atrasta	βρήκα	atrast	βρήκα	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;1;PST;FIN;ACT
