年	ano	年	ano	N	N
化妝	maquillaxe	化妝	maquillaxe	N	N
盒子	caixa	盒子	caixa	N	N
盒子	palco	盒子	palco	N	N
液態	líquido	液態	líquido	N	N
法郎	francos	法郎	franco	N	N
百分	cento	百分	cento	N	N
動議	movemento	動議	movemento	N	N
路障	barreira	路障	barreira	N	N
路障	barreiras	路障	barreira	N	N
禮堂	auditorio	禮堂	auditorio	N	N
藥品	medicinas	藥品	medicina	N	N
藥品	medicina	藥品	medicina	N	N
藥品	na	藥品	na	N	N
藥品	médicos	藥品	médico	N	N
藥品	menciña	藥品	menciña	N	N
藥品	medicamentos	藥品	medicamento	N	N
藥品	fármacos	藥品	fármaco	N	N
藥品	drogas	藥品	droga	N	N
藥品	medicamentos	藥品	medicamento	N	N
藥品	medicamento	藥品	medicamento	N	N
藥品	medicación	藥品	medicación	N	N
藥品	menciña	藥品	menciña	N	N
清新	fresco	清新	fresco	N	N
清新	fresca	清新	frescar	N	N
清新	frescos	清新	fresco	N	N
清新	frescas	清新	fresca	N	N
吃	comer	吃	comer	V	V
吃	come	吃	comer	V	V
吃	comen	吃	comer	V	V
階梯	escaleiras	階梯	escaleira	N	N
階梯	escaleira	階梯	escaleira	N	N
煙火	artificio	煙火	artificio	N	N
屏障	barreira	屏障	barreira	N	N
姿勢	postura	姿勢	postura	N	N
孤兒	orfos	孤兒	orfo	N	N
週	xoves	週	xove	N	N
魔術	mago	魔術	mago	N	N
最深	profundo	最深	profundo	ADJ	ADJ
最深	profunda	最深	profundo	ADJ	ADJ
葬禮	funeral	葬禮	funeral	N	N
葬禮	enterro	葬禮	enterro	N	N
電子	correo	電子	correo	N	N
跡象	sinais	跡象	sinal	N	N
喇叭	corno	喇叭	corno	N	N
不平	desigual	不平	desigual	ADJ	ADJ
不平	desiguais	不平	desigual	ADJ	ADJ
廉價	barato	廉價	barato	N	N
收養	adopte	收養	adoptar	V	V
音訊	audio	音訊	audio	N	N
叛逆	rebelión	叛逆	rebelión	N	N
叛逆	rebeldes	叛逆	rebelde	N	N
外甥	sobriño	外甥	sobriño	N	N
密封	foca	密封	foca	N	N
密封	selo	密封	selo	N	N
警衛	garda	警衛	garda	N	N
彌撒	foxas	彌撒	foxa	N	N
彌撒	masa	彌撒	masa	N	N
彌撒	masas	彌撒	masa	N	N
彌撒	misa	彌撒	misa	N	N
撞球	piscina	撞球	piscina	N	N
讀取	lin	讀取	lin	V	V
讀取	ler	讀取	ler	V	V
讀取	lendo	讀取	lendo	V	V
讀取	ler	讀取	ler	V	V
體力	fortaleza	體力	fortalezar	N	N
體力	forzas	體力	forza	N	N
體力	forza	體力	forza	N	N
平均	estadounidense	平均	estadounidense	ADJ	ADJ
大腦	cerebrais	大腦	cerebral	N	N
大腦	cerebro	大腦	cerebro	N	N
大腦	cerebro	大腦	cerebro	N	N
大腦	cerebros	大腦	cerebro	N	N
孤獨	soidade	孤獨	soidade	N	N
單字	palabra	單字	palabra	N	N
更低	inferior	更低	inferior	ADJ	ADJ
天命	destino	天命	destino	N	N
服從	obedecer	服從	obedecer	V	V
轉讓	transferir	轉讓	transferir	V	V
早餐	almorzo	早餐	almorzo	N	N
肉體	carne	肉體	carne	N	N
動力	dinámica	動力	dinámica	N	N
動力	dinámicas	動力	dinámica	N	N
靈活	flexibles	靈活	flexible	ADJ	ADJ
凍結	conxelar	凍結	conxelar	V	V
雄心	ambición	雄心	ambición	N	N
航運	despachos	航運	despacho	N	N
填寫	cubrir	填寫	cubrir	V	V
填寫	encher	填寫	encher	V	V
陸戰	marines	陸戰	marine	N	N
戰地	campo	戰地	campo	N	N
戰地	batalla	戰地	batalla	N	N
進食	comer	進食	comer	V	V
進食	comendo	進食	comer	V	V
多餘	máis	多餘	máis	ADV	ADV
受害	da	受害	da	V	V
堅強	forte	堅強	forte	ADJ	ADJ
堅強	fortes	堅強	forte	ADJ	ADJ
政客	políticos	政客	político	N	N
電阻	resistencia	電阻	resistencia	N	N
必要	necesidade	必要	necesidade	N	N
身份	identidade	身份	identidade	N	N
平房	cabana	平房	cabanar	N	N
薪水	soldo	薪水	soldo	N	N
薪水	salario	薪水	salario	N	N
後果	consecuencia	後果	consecuencia	N	N
後果	consecuencias	後果	consecuencia	N	N
薪資	soldo	薪資	soldo	N	N
薪資	salario	薪資	salario	N	N
大	xenerosa	大	xeneroso	ADJ	ADJ
元老	senado	元老	senado	N	N
配方	fórmula	配方	fórmula	N	N
素質	calidade	素質	calidade	N	N
素質	cualidades	素質	cualidade	N	N
伯父	tío	伯父	tío	N	N
椅子	cadeira	椅子	cadeira	N	N
慾望	desexo	慾望	desexo	N	N
聖徒	santos	聖徒	santo	N	N
肥胖	obesidade	肥胖	obesidade	N	N
墜落	namorarse	墜落	namorarse	V	V
墜落	caendo	墜落	caendo	V	V
墜落	ardendo	墜落	arder	V	V
漂	flotante	漂	flotante	N	N
寫信	escribir	寫信	escribir	V	V
寫信	escribe	寫信	escribir	V	V
寫信	escribo	寫信	escribir	V	V
傷心	tristes	傷心	triste	N	N
衣物	roupa	衣物	roupa	N	N
衣物	roupa	衣物	roupa	N	N
衣物	roupas	衣物	roupa	N	N
今夜	noite	今夜	noite	N	N
從來	nunca	從來	nunca	ADV	ADV
鴉片	opio	鴉片	opio	N	N
愛滋	sida	愛滋	sida	N	N
國度	reino	國度	reino	N	N
國度	ceos	國度	ceos	N	N
玩偶	boneca	玩偶	bonecar	N	N
寫入	escribir	寫入	escribir	V	V
寫入	escribe	寫入	escribir	V	V
寫入	escribo	寫入	escribir	V	V
寫入	escribir	寫入	escribir	V	V
寫入	escribía	寫入	escribir	V	V
寫入	facendo	寫入	facer	V	V
寫入	escrita	寫入	escribir	V	V
寫入	escribe	寫入	escribir	V	V
有色	cor	有色	cor	N	N
貧困	pobreza	貧困	pobreza	N	N
粉末	tocador	粉末	tocador	N	N
親密	íntimo	親密	íntimo	N	N
火腿	xamón	火腿	xamón	N	N
暴徒	turba	暴徒	turba	N	N
士氣	moral	士氣	moral	N	N
倚	insistir	倚	insistir	V	V
職能	función	職能	función	N	N
女	ás	女	á	N	N
女	rapazas	女	rapaz	N	N
女	mozas	女	mozo	N	N
女	nenas	女	neno	N	N
暴行	brutalidade	暴行	brutalidade	N	N
蘑菇	cogomelos	蘑菇	cogomelo	N	N
氧氣	osíxeno	氧氣	osíxeno	N	N
獲釋	liberado	獲釋	liberado	V	V
獲釋	liberados	獲釋	liberar	V	V
獲釋	editaron	獲釋	editar	V	V
弱點	debilidade	弱點	debilidade	N	N
午	almorzo	午	almorzo	N	N
午	comida	午	comida	N	N
匙	culler	匙	culler	N	N
蝸牛	caracois	蝸牛	caracois	N	N
奮鬥	loita	奮鬥	loita	N	N
蜂蜜	cariño	蜂蜜	cariño	N	N
蜂蜜	rula	蜂蜜	rula	N	N
油畫	cadro	油畫	cadro	N	N
油畫	pintura	油畫	pintura	N	N
油畫	pinturas	油畫	pintura	N	N
油畫	cadros	油畫	cadro	N	N
俯衝	inmersión	俯衝	inmersión	N	N
烹飪	cociña	烹飪	cociñar	N	N
烹飪	comida	烹飪	comida	N	N
檸檬	limón	檸檬	limón	N	N
旅途	viaxe	旅途	viaxe	N	N
群組	grupo	群組	grupo	N	N
群組	dous	群組	dous	N	N
群組	grupos	群組	grupo	N	N
天國	ceo	天國	ceo	N	N
天國	deus	天國	daus	N	N
天國	ceos	天國	ceos	N	N
喝酒	beber	喝酒	beber	V	V
量度	medida	量度	medida	N	N
竿	polo	竿	polo	N	N
竿	poste	竿	postar	N	N
變異	mutante	變異	mutante	N	N
變異	mutación	變異	mutación	N	N
變異	variación	變異	variación	N	N
欄位	campo	欄位	campo	N	N
欄位	campos	欄位	campo	N	N
欄位	terreo	欄位	terreo	N	N
欄位	foxa	欄位	foxa	N	N
欄位	campos	欄位	campo	N	N
欄位	campo	欄位	campo	N	N
欄位	leiras	欄位	leira	N	N
為	por	為	por	ADP	ADP
顆	partículas	顆	partícula	N	N
顆	partículas	顆	partícula	N	N
顆	partícula	顆	partícula	N	N
清單	lista	清單	lista	N	N
清單	listaxe	清單	listaxe	N	N
奶油	manteiga	奶油	manteiga	N	N
審訊	ensaio	審訊	ensaio	N	N
審訊	xuízo	審訊	xuízo	N	N
審訊	proceso	審訊	proceso	N	N
萃取	extraer	萃取	extraer	V	V
萃取	extraen	萃取	extraer	V	V
壓迫	da	壓迫	da	V	V
填補	cubrir	填補	cubrir	V	V
填補	encher	填補	encher	V	V
營地	campo	營地	campo	N	N
營地	campamento	營地	campamento	N	N
營地	acampamento	營地	acampamento	N	N
營地	campos	營地	campo	N	N
透鏡	lentes	透鏡	lente	N	N
透鏡	lente	透鏡	lente	N	N
舅舅	tío	舅舅	tío	N	N
融化	derreter	融化	derreter	V	V
邂逅	encontro	邂逅	encontro	N	N
現況	posición	現況	posición	N	N
現況	statu	現況	statu	N	N
現況	status	現況	status	N	N
鬍子	barba	鬍子	barba	N	N
鬍子	home	鬍子	home	N	N
強	violación	強	violación	N	N
棕櫚	palma	棕櫚	palma	N	N
棕櫚	palmas	棕櫚	palma	N	N
和睦	harmonía	和睦	harmonía	N	N
浴室	baño	浴室	baño	N	N
僱員	empregados	僱員	empregado	N	N
牛角	corno	牛角	corno	N	N
自豪	orgullo	自豪	orgullo	N	N
致電	chamada	致電	chamar	V	V
致電	chamamos	致電	chamar	V	V
致電	chamar	致電	chamar	V	V
報仇	vingar	報仇	vingar	V	V
刑罰	castigo	刑罰	castigo	N	N
山洞	das	山洞	das	N	N
山洞	cavernas	山洞	caverna	N	N
山洞	cova	山洞	cova	N	N
山洞	cavernas	山洞	caverna	N	N
山洞	covas	山洞	cova	N	N
課室	clase	課室	clase	N	N
藝術	arte	藝術	arte	N	N
畫廊	galería	畫廊	galería	N	N
畫廊	louvre	畫廊	louvrer	N	N
稅務	impostos	稅務	imposto	N	N
稅務	impostos	稅務	imposto	N	N
印章	filatelia	印章	filatelia	N	N
印章	selo	印章	selo	N	N
印章	foca	印章	foca	N	N
印章	selo	印章	selo	N	N
丸子	pelotas	丸子	pelota	N	N
丸子	collóns	丸子	collón	N	N
丸子	ovos	丸子	ovo	N	N
負荷	carguen	負荷	carguen	V	V
嘴	boca	嘴	boca	N	N
威士忌	whisky	威士忌	whisky	N	N
威士忌	whisky	威士忌	whisky	N	N
威士忌	botellas	威士忌	botella	N	N
熱火	calefacción	熱火	calefacción	N	N
熱火	calor	熱火	calor	N	N
土豆	patacas	土豆	pataca	N	N
彈簧	primavera	彈簧	primavera	N	N
狹義	estreito	狹義	estreito	N	N
崇高	nobre	崇高	nobre	N	N
遺忘	esquezamos	遺忘	esquecer	V	V
遺忘	esqueceu	遺忘	esquecer	V	V
遺忘	esqueciches	遺忘	esqueciches	V	V
遺忘	esquecín	遺忘	esquecín	V	V
控制	controlar	控制	controlar	V	V
錘	martelo	錘	martelo	N	N
劫掠	saqueo	劫掠	saqueo	N	N
盲人	cegas	盲人	cega	N	N
盲人	cega	盲人	cega	N	N
盲人	cego	盲人	cego	N	N
盲人	cegos	盲人	cego	N	N
火藥	tocador	火藥	tocador	N	N
遺失	perdeu	遺失	perder	V	V
遺失	perderon	遺失	perder	V	V
遺失	perdín	遺失	perder	V	V
遺失	perdemos	遺失	perder	V	V
遺失	perdido	遺失	perdido	V	V
遺失	desaparecidos	遺失	desaparecer	V	V
遺失	faltan	遺失	faltar	V	V
遺失	perdidos	遺失	perdido	V	V
遺失	faltaba	遺失	faltar	V	V
心智	mentais	心智	mental	N	N
羊毛	la	羊毛	la	N	N
泥土	chan	泥土	chan	N	N
泥土	terra	泥土	terra	N	N
泥土	terra	泥土	terra	N	N
價值	valores	價值	valor	N	N
畫像	retrato	畫像	retrato	N	N
畫像	retratos	畫像	retrato	N	N
所有	os	所有	o	DET	DET
園藝	xardín	園藝	xardír	N	N
園藝	horta	園藝	horta	N	N
信使	mensaxeiro	信使	mensaxeiro	N	N
盔甲	armadura	盔甲	armadura	N	N
盔甲	armadura	盔甲	armadura	N	N
釘	cravo	釘	cravo	N	N
脖子	pescozo	脖子	pescozo	N	N
脖子	par	脖子	par	N	N
脖子	caluga	脖子	caluga	N	N
開車	conducir	開車	conducir	V	V
沙子	area	沙子	area	N	N
含義	significado	含義	significado	N	N
含義	sentido	含義	sentido	N	N
古蘭	corán	古蘭	corán	N	N
美德	virtude	美德	virtude	N	N
教訓	lección	教訓	lección	N	N
男	mozo	男	mozo	N	N
橘色	laranxa	橘色	laranxir	N	N
下雨	chuvia	下雨	chuvia	N	N
下雨	choiva	下雨	choiva	N	N
下雨	razas	下雨	raza	N	N
墳	foxas	墳	foxa	N	N
墳	tumbas	墳	tumba	N	N
墳	tumba	墳	tumbar	N	N
江河	río	江河	río	N	N
手錶	coidado	手錶	coidado	N	N
手錶	reloxos	手錶	reloxo	N	N
本能	instinto	本能	instinto	N	N
冷凍	xeado	冷凍	xear	N	N
冷凍	conxelación	冷凍	conxelación	N	N
賺取	gañar	賺取	gañar	V	V
賺取	gañaba	賺取	gañar	V	V
罪惡	pecado	罪惡	pecado	N	N
罪惡	pecados	罪惡	pecar	N	N
罪惡	pecado	罪惡	pecado	N	N
漂浮	flotante	漂浮	flotante	N	N
笑容	sorriso	笑容	sorriso	N	N
年長	vella	年長	vella	N	N
年長	vello	年長	vello	N	N
年長	ancián	年長	ancián	N	N
年長	maiores	年長	maior	N	N
遊記	viaxa	遊記	viaxa	V	V
飢餓	famentos	飢餓	famento	N	N
飢餓	fame	飢餓	fame	N	N
飢餓	fame	飢餓	fame	N	N
極地	polar	極地	polar	N	N
極地	polares	極地	polar	N	N
舒服	cómodo	舒服	cómodo	ADJ	ADJ
無論	de	無論	de	ADP	ADP
裝載	carguen	裝載	carguen	V	V
假	finxilo	假	finxilo	N	N
視力	vista	視力	vista	N	N
視力	vista	視力	vista	N	N
視力	visión	視力	visión	N	N
煙草	tabaco	煙草	tabaco	N	N
農夫	agricultores	農夫	agricultor	N	N
農夫	granxeiro	農夫	granxeiro	N	N
傷口	ferida	傷口	ferida	N	N
傷口	feridas	傷口	ferida	N	N
展覽	exposicións	展覽	exposición	N	N
展覽	exposición	展覽	exposición	N	N
前	fronteira	前	fronteira	N	N
負傷	feridos	負傷	ferido	N	N
負傷	ferido	負傷	ferido	N	N
牆壁	parede	牆壁	parede	N	N
牆壁	muro	牆壁	muro	N	N
牆壁	paredes	牆壁	parede	N	N
牆壁	muros	牆壁	muro	N	N
牆壁	defensas	牆壁	defensa	N	N
今後	futuro	今後	futuro	N	N
雞蛋	ovos	雞蛋	ovo	N	N
雞蛋	ovo	雞蛋	ovo	N	N
激勵	inspiración	激勵	inspiración	N	N
大米	arroz	大米	arroz	N	N
抓到	atrapado	抓到	atrapar	V	V
抓到	colleran	抓到	coller	V	V
圍牆	parede	圍牆	parede	N	N
圍牆	muro	圍牆	muro	N	N
圍牆	perista	圍牆	perista	N	N
擔憂	preocupa	擔憂	preocupo	V	V
擔憂	preocupados	擔憂	preocupar	V	V
擔憂	preocupado	擔憂	preocupar	V	V
擔憂	preocupada	擔憂	preocupar	V	V
通緝	quería	通緝	querer	V	V
通緝	quixen	通緝	quixir	V	V
園林	xardín	園林	xardír	N	N
園林	horta	園林	horta	N	N
腳踏	bicicleta	腳踏	bicicleta	N	N
腳踏	bicicleta	腳踏	bicicleta	N	N
鞋子	zapatos	鞋子	zapato	N	N
鞋子	botas	鞋子	bota	N	N
鞋子	tenis	鞋子	tenis	N	N
鞋子	zapato	鞋子	zapato	N	N
視角	perspectiva	視角	perspectiva	N	N
憎恨	odio	憎恨	odio	N	N
露營	acampando	露營	acampar	V	V
陌生	descoñecido	陌生	descoñecido	N	N
抗拒	resistir	抗拒	resistir	V	V
抗拒	resista	抗拒	resista	V	V
海藻	algas	海藻	alga	N	N
褲	pantalóns	褲	pantalón	N	N
褲	pantalón	褲	pantalón	N	N
褲	pantalóns	褲	pantalón	N	N
褲	ruta	褲	ruta	N	N
褲	pantalón	褲	pantalón	N	N
褲	brancos	褲	branco	N	N
宴會	festa	宴會	festa	N	N
宴會	partido	宴會	partido	N	N
打電	chamada	打電	chamar	V	V
打電	chamamos	打電	chamar	V	V
打電	chamar	打電	chamar	V	V
車輪	roda	車輪	roda	N	N
車輪	rodas	車輪	roda	N	N
車輪	raís	車輪	raes	N	N
悲痛	dor	悲痛	dor	N	N
悲痛	pena	悲痛	pena	N	N
頭腦	mente	頭腦	mente	N	N
頭腦	cerebro	頭腦	cerebro	N	N
頭腦	cerebros	頭腦	cerebro	N	N
嚴肅	seria	嚴肅	seria	ADJ	ADJ
嚴肅	grave	嚴肅	grave	ADJ	ADJ
笑話	broma	笑話	broma	N	N
笑話	chiste	笑話	chistir	N	N
笑話	bromas	笑話	broma	N	N
笑話	gracia	笑話	gracia	N	N
笑話	conto	笑話	conto	N	N
吸煙	cigarros	吸煙	cigarro	N	N
吸煙	fume	吸煙	fumir	N	N
吸煙	fumo	吸煙	fumo	N	N
仁慈	misericordia	仁慈	misericordia	N	N
仁慈	piedade	仁慈	piedade	N	N
愚蠢	parvo	愚蠢	parvo	N	N
科長	xefe	科長	xefar	N	N
村子	aldea	村子	aldea	N	N
村子	pobo	村子	pobo	N	N
村子	vila	村子	vila	N	N
海浪	ondas	海浪	onda	N	N
趨向	coa	趨向	coar	V	V
性	sexo	性	sexo	N	N
劑量	dose	劑量	dose	N	N
觸	tocar	觸	tocar	V	V
田地	campos	田地	campo	N	N
田地	campo	田地	campo	N	N
田地	leiras	田地	leira	N	N
骷髏	cranio	骷髏	cranio	N	N
散步	camiñando	散步	camiñar	V	V
散步	andar	散步	andar	V	V
散步	andando	散步	andar	V	V
散步	subindo	散步	subir	V	V
散步	camiñaba	散步	camiñar	V	V
散步	camiñar	散步	camiñar	V	V
散步	andar	散步	andar	V	V
散步	camiñar	散步	camiñar	V	V
稅	impostos	稅	imposto	N	N
稅	impostos	稅	imposto	N	N
肩膀	ombro	肩膀	ombro	N	N
肩膀	ombreiro	肩膀	ombreiro	N	N
肩膀	ombros	肩膀	ombro	N	N
價錢	prezos	價錢	prezo	N	N
價錢	prezo	價錢	prezo	N	N
價錢	precio	價錢	precio	N	N
價錢	caché	價錢	caché	N	N
價錢	valor	價錢	valor	N	N
借款	préstamo	借款	préstamo	N	N
軍	brazos	軍	brazo	N	N
軍	armas	軍	arma	N	N
線	liñas	線	liña	N	N
線	trincheiras	線	trincheira	N	N
線	frases	線	frase	N	N
床上	cama	床上	cama	N	N
肝臟	fígado	肝臟	fígado	N	N
醜	fea	醜	fear	N	N
醜	feo	醜	feo	N	N
槌	martelo	槌	martelo	N	N
腰帶	cinto	腰帶	cinto	N	N
咖啡	café	咖啡	café	N	N
咖啡	cafetaría	咖啡	cafetaría	N	N
套	traxe	套	traxar	N	N
足跡	pegada	足跡	pegada	N	N
足跡	pegadas	足跡	pegar	N	N
洗衣	roupa	洗衣	roupa	N	N
半數	media	半數	media	N	N
半數	metade	半數	metade	N	N
半數	medio	半數	medio	N	N
動脈	arterias	動脈	arteria	N	N
頻譜	espectro	頻譜	espectro	N	N
尊嚴	dignidade	尊嚴	dignidade	N	N
浮動	aboiando	浮動	aboiar	V	V
驚奇	sorpresa	驚奇	sorpresa	N	N
驚奇	sorprendeuse	驚奇	sorprendeuse	N	N
墊	chabola	墊	chabolar	N	N
無辜	inocente	無辜	inocente	ADJ	ADJ
無辜	inocentes	無辜	inocente	ADJ	ADJ
聲譽	reputación	聲譽	reputación	N	N
聲譽	sona	聲譽	sona	N	N
汽水	soda	汽水	soda	N	N
被	acusado	被	acusar	V;PASS	V
被	imputado	被	imputar	V;PASS	V
被	calar	被	calar	V;PASS	V
被	acusada	被	acusado	V;PASS	V
檢舉	informar	檢舉	informar	V	V
視	ven	視	ver	V	V
視	ver	視	ver	V	V
訪客	visitantes	訪客	visitante	N	N
私營	raso	私營	raso	N	N
驕傲	orgullo	驕傲	orgullo	N	N
盜賊	ladróns	盜賊	ladrón	N	N
暈	esvaecemento	暈	esvaecemento	N	N
肺部	pulmóns	肺部	pulmón	N	N
樂手	músicos	樂手	músico	N	N
餐館	restaurante	餐館	restaurante	N	N
驚喜	sorpresa	驚喜	sorpresa	N	N
聲望	reputación	聲望	reputación	N	N
聲望	sona	聲望	sona	N	N
強壯	forte	強壯	forte	ADJ	ADJ
強壯	fortes	強壯	forte	ADJ	ADJ
偏見	prexuízos	偏見	prexuízo	N	N
騎馬	pantalóns	騎馬	pantalón	N	N
騎馬	volta	騎馬	volta	N	N
裸體	espido	裸體	espido	N	N
仙子	fadas	仙子	facer	N	N
仙子	fada	仙子	fada	N	N
仙子	marica	仙子	maricar	N	N
仙子	lesbianas	仙子	lesbiana	N	N
最年	vello	最年	vello	N	N
平靜	tranquila	平靜	tranquila	ADJ	ADJ
平靜	tranquilo	平靜	tranquilo	ADJ	ADJ
高尚	nobre	高尚	nobre	N	N
窗戶	fiestra	窗戶	fiestra	N	N
窗戶	xanela	窗戶	xanela	N	N
窗戶	pola	窗戶	pola	N	N
天賦	talento	天賦	talento	N	N
天賦	agasallo	天賦	agasallo	N	N
刑期	frases	刑期	frase	N	N
刑期	oración	刑期	oración	N	N
刑期	frase	刑期	frase	N	N
刑期	sentenza	刑期	sentenza	N	N
刑期	sentencia	刑期	sentencia	N	N
刑期	punto	刑期	punto	N	N
店鋪	tenda	店鋪	tenda	N	N
店鋪	delegados	店鋪	delegado	N	N
農作	cultivos	農作	cultivo	N	N
農作	cultivos	農作	cultivo	N	N
半球	hemisferio	半球	hemisferio	N	N
跑步	correr	跑步	correr	V	V
跑步	correndo	跑步	correr	V	V
跑步	correr	跑步	correr	V	V
跑步	corre	跑步	currir	V	V
模範	modelo	模範	modelo	N	N
開局	abrir	開局	abrir	V	V
青春	adolescencia	青春	adolescencia	N	N
手掌	palmas	手掌	palma	N	N
微粒	partículas	微粒	partícula	N	N
微粒	partículas	微粒	partícula	N	N
微粒	partícula	微粒	partícula	N	N
面試	entrevista	面試	entrevista	N	N
面試	entrevisto	面試	entrevisto	N	N
面試	entrevistas	面試	entrevista	N	N
頭骨	cranio	頭骨	cranio	N	N
陌生	estraños	陌生	estraño	ADJ	ADJ
陌生	forasteiros	陌生	forasteiro	ADJ	ADJ
陌生	estraño	陌生	estraño	ADJ	ADJ
煙霧	fume	煙霧	fumir	N	N
煙霧	fumo	煙霧	fumo	N	N
夕陽	solpor	夕陽	solpor	N	N
簡短	curto	簡短	curto	ADJ	ADJ
簡短	curta	簡短	curto	ADJ	ADJ
簡短	breve	簡短	breve	ADJ	ADJ
水底	auga	水底	auga	N	N
馬車	fantasma	馬車	fantasma	N	N
拇	polgar	拇	polgar	N	N
感官	sentidos	感官	sentir	N	N
感官	sentido	感官	sentido	N	N
走路	camiñando	走路	camiñar	V	V
走路	andar	走路	andar	V	V
走路	andando	走路	andar	V	V
走路	subindo	走路	subir	V	V
走路	camiñaba	走路	camiñar	V	V
走路	camiñar	走路	camiñar	V	V
走路	andar	走路	andar	V	V
走路	camiñar	走路	camiñar	V	V
慈悲	compaixón	慈悲	compaixón	N	N
慈悲	misericordia	慈悲	misericordia	N	N
慈悲	piedade	慈悲	piedade	N	N
薪金	soldo	薪金	soldo	N	N
薪金	salario	薪金	salario	N	N
羈	custodia	羈	custodia	N	N
打架	loita	打架	loita	N	N
打架	combate	打架	combate	N	N
打架	loita	打架	loita	N	N
奇跡	milagre	奇跡	milagre	N	N
精緻	delicado	精緻	delicar	ADJ	ADJ
精緻	delicada	精緻	delicado	ADJ	ADJ
半夜	noite	半夜	noite	N	N
半夜	ano	半夜	ano	N	N
半夜	reloxo	半夜	reloxo	N	N
半夜	doce	半夜	doce	N	N
半夜	media	半夜	media	N	N
半夜	á	半夜	á	N	N
物價	prezos	物價	prezo	N	N
橡	oak	橡	oak	N	N
橡	carballo	橡	carballo	N	N
導覽	xira	導覽	xira	N	N
提琴	violín	提琴	violín	N	N
引文	cita	引文	cita	N	N
恐怖	terrorismo	恐怖	terrorismo	N	N
散播	estendeu	散播	estender	V	V
日刊	revista	日刊	revista	N	N
優雅	elegancia	優雅	elegancia	N	N
蚊子	mosquitos	蚊子	mosquito	N	N
臀部	hurra	臀部	hurra	N	N
深層	fondo	深層	fondo	N	N
深層	profundidade	深層	profundidade	N	N
隱私	raso	隱私	raso	N	N
隱私	privacidade	隱私	privacidade	N	N
專制	ditadura	專制	ditadura	N	N
魔法	mago	魔法	mago	N	N
奴役	escravitude	奴役	escravitude	N	N
工程	enxeñería	工程	enxeñería	N	N
臉部	cara	臉部	cara	N	N
臉部	rostro	臉部	rostro	N	N
火柴	mistos	火柴	misto	N	N
火柴	partidos	火柴	partido	N	N
船隊	negro	船隊	negro	N	N
船隊	frota	船隊	frota	N	N
外套	chaqueta	外套	chaqueta	N	N
外套	abrigo	外套	abrigo	N	N
外套	chaqueta	外套	chaqueta	N	N
閱兵	procesión	閱兵	procesión	N	N
卵巢	ovario	卵巢	ovario	N	N
因數	factor	因數	factor	N	N
益智	crebacabezas	益智	crebacabezas	N	N
益智	puzzle	益智	puzzle	N	N
衝動	pulo	衝動	pulo	N	N
技藝	habilidade	技藝	habilidade	N	N
儲蓄	aforros	儲蓄	aforro	N	N
儲蓄	aforro	儲蓄	aforro	N	N
單詞	palabra	單詞	palabra	N	N
金髮	loira	金髮	loira	N	N
正午	mediodía	正午	mediodía	N	N
笨	estúpido	笨	estúpido	ADJ	ADJ
笨	estúpida	笨	estúpido	ADJ	ADJ
笨	estúpidos	笨	estúpido	ADJ	ADJ
笨	estúpidas	笨	estúpido	ADJ	ADJ
笨	parvadas	笨	parvar	ADJ	ADJ
發球	servir	發球	servir	V	V
發球	serven	發球	servir	V	V
觀光	turistas	觀光	turista	N	N
犯規	falta	犯規	falta	N	N
茶葉	té	茶葉	té	N	N
櫟	oak	櫟	oak	N	N
櫟	carballo	櫟	carballo	N	N
鎮長	alcalde	鎮長	alcalde	N	N
鎮長	alcaldesa	鎮長	alcaldesa	N	N
下	o	下	o	DET	DET
怒	ira	怒	ir	N	N
怒	rabia	怒	rabia	N	N
怒	odio	怒	odio	N	N
縱向	verticais	縱向	vertical	N	N
縱向	vertical	縱向	vertical	N	N
透視	perspectiva	透視	perspectiva	N	N
餘額	equilibrio	餘額	equilibrio	N	N
餘額	balance	餘額	balance	N	N
演戲	actuando	演戲	actuar	V	V
演戲	actuar	演戲	actuar	V	V
腦	cerebrais	腦	cerebral	N	N
腦	cerebro	腦	cerebro	N	N
腦	cerebro	腦	cerebro	N	N
腦	cerebros	腦	cerebro	N	N
綠地	verde	綠地	verde	N	N
綠地	verdes	綠地	verde	N	N
師兄	irmán	師兄	irmán	N	N
孕婦	preñado	孕婦	preñar	N	N
報刊	xornais	報刊	xornal	N	N
報刊	prensa	報刊	prensa	N	N
今晚	noite	今晚	noite	N	N
留下	quedar	留下	quedar	V	V
留下	ficar	留下	ficar	V	V
留下	queda	留下	quedar	V	V
賺	gañar	賺	gañar	V	V
橡樹	oak	橡樹	oak	N	N
橡樹	carballo	橡樹	carballo	N	N
虛假	finxilo	虛假	finxilo	N	N
球體	esfera	球體	esfera	N	N
球體	esferas	球體	esfera	N	N
盲目	cegas	盲目	cega	N	N
盲目	cega	盲目	cega	N	N
盲目	cego	盲目	cego	N	N
盲目	cegos	盲目	cego	N	N
洞口	buraco	洞口	buraco	N	N
洞口	burato	洞口	burato	N	N
洞口	furado	洞口	furar	N	N
怪異	raro	怪異	raro	ADJ	ADJ
熱量	calefacción	熱量	calefacción	N	N
熱量	calor	熱量	calor	N	N
熱量	calorías	熱量	caloría	N	N
舞弊	fraude	舞弊	fraude	N	N
引誘	deixes	引誘	deixar	V	V
淹沒	afogar	淹沒	afogar	V	V
指甲	cravo	指甲	cravo	N	N
