το	la	ο	el	DET;NOM;DEF;NEUT;SG	DET;DEF;FEM;SG
κλάση	classe	κλάση	classe	N;NOM;FEM;SG	N;FEM;SG
λείπει	falta	λείπω	faltar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
συμπεράσματα	conclusions	συμπέρασμα	conclusió	N;NOM;NEUT;PL	N;FEM;PL
φήμες	rumors	φήμη	rumor	N;NOM;FEM;PL	N;MASC;PL
βασίλεια	regnes	βασίλεια	regna	N;NOM;NEUT;PL	N;MASC;PL
μεγέθη	talles	μεγέθη	talla	N;NOM;NEUT;PL	N;FEM;PL
μεγέθη	mides	μεγέθη	mida	N;NOM;NEUT;PL	N;FEM;PL
ταχύτητες	engranatges	ταχύτητα	engranatge	N;NOM;FEM;PL	N;MASC;PL
ταχύτητες	velocitats	ταχύτητα	velocitat	N;NOM;FEM;PL	N;FEM;PL
περιστασιακά	ocasionalment	περιστασιακός	ocasionalment	ADV	ADV
φυλών	races	φυλό	raça	N;GEN;FEM;PL	N;FEM;PL
πρόκληση	repte	πρόκληση	repte	N;ACC;FEM;SG	N;MASC;SG
πρόκληση	desafiament	πρόκληση	desafiament	N;ACC;FEM;SG	N;MASC;SG
λιμάνια	ports	λιμάνια	port	N;NOM;NEUT;PL	N;MASC;PL
φυσικούς	físics	φυσικός	físic	ADJ;ACC;MASC;PL	ADJ;MASC;PL
ολλανδική	neerlandès	ολλανδικός	neerlandès	ADJ;NOM;FEM;SG	ADJ;MASC;SG
ολλανδική	holandès	ολλανδικός	holandès	ADJ;NOM;FEM;SG	ADJ;MASC;SG
τάφοι	tombs	τάφος	tombs	N;NOM;NEUT;PL	N;MASC;PL
τάφοι	tombes	τάφος	tomba	N;NOM;NEUT;PL	N;FEM;PL
κόκκινα	rojos	κόκκινος	roig	ADJ;NOM;NEUT;PL	ADJ;MASC;PL
κόκκινα	vermells	κόκκινος	vermell	ADJ;NOM;NEUT;PL	ADJ;MASC;PL
γέφυρες	ponts	γέφυρα	pont	N;NOM;FEM;PL	N;MASC;PL
φιλελεύθερο	liberal	φιλελεύθερος	liberal	ADJ;NOM;NEUT;SG	ADJ;SG
αρχηγοί	líders	αρχηγός	líder	N;NOM;MASC;PL	N;PL
αρχηγοί	dirigents	αρχηγός	dirigent	N;NOM;MASC;PL	N;PL
διαθέσιμη	disponible	διαθέσιμος	disponible	ADJ;NOM;FEM;SG	ADJ;SG
παρεκκλήσι	capella	παρεκκλήσι	capella	N;NOM;NEUT;SG	N;FEM;SG
αεροπλάνο	avió	αεροπλάνο	avió	N;NOM;NEUT;SG	N;MASC;SG
αεροπλάνο	avió	αεροπλάνο	avió	N;NOM;NEUT;SG	N;MASC;SG
έρημο	desert	έρημος	desert	N;ACC;MASC;SG	N;MASC;SG
εργαζομένων	obrers	εργαζόμενος	obrer	N;GEN;MASC;PL	N;MASC;PL
εργαζομένων	treballadors	εργαζόμενος	treballador	N;GEN;MASC;PL	N;MASC;PL
συνωμοσία	conspiració	συνωμοσία	conspiració	N;NOM;FEM;SG	N;FEM;SG
στέγη	teulada	στέγος	teulada	N;NOM;FEM;SG	N;FEM;SG
στέγη	sostre	στέγος	sostre	N;NOM;FEM;SG	N;MASC;SG
αυστριακή	austríac	αυστριακός	austríac	ADJ;NOM;FEM;SG	ADJ;MASC;SG
τάσης	tensió	τάση	tensió	N;GEN;FEM;SG	N;FEM;SG
διαχωρισμό	segregació	διαχωρισμός	segregació	N;ACC;MASC;SG	N;FEM;SG
αντιπροσωπεύουν	representar	αντιπροσωπεύω	representar	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;NFIN
αντιπροσωπεύουν	representen	αντιπροσωπεύω	representar	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
πιθανότητες	probabilitats	πιθανότητα	probabilitat	N;NOM;FEM;PL	N;FEM;PL
πιθανότητες	possibilitats	πιθανότητα	possibilitat	N;NOM;FEM;PL	N;FEM;PL
διαδηλωτές	manifestants	διαδηλωτής	manifestant	N;NOM;MASC;PL	N;PL
λέσχη	club	λέσχω	club	N;NOM;FEM;SG	N;MASC;SG
κήπος	jardí	κήπος	jardí	N;NOM;MASC;SG	N;MASC;SG
εξαφάνιση	desaparició	εξαφάνιση	desaparició	N;ACC;FEM;SG	N;FEM;SG
εξαφάνιση	extinció	εξαφάνιση	extinció	N;ACC;FEM;SG	N;FEM;SG
αζώτου	nitrogen	άζωτο	nitrogen	N;GEN;NEUT;SG	N;MASC;SG
μάθησης	aprenentatge	μάθηση	aprenentatge	N;GEN;FEM;SG	N;MASC;SG
κοιμητήριο	cementiri	κοιμητήριο	cementiri	N;NOM;NEUT;SG	N;MASC;SG
εμπόδια	barreres	εμπόδιο	barrera	N;NOM;NEUT;PL	N;FEM;PL
εμπόδια	obstacles	εμπόδιο	obstacle	N;NOM;NEUT;PL	N;MASC;PL
αρχικός	inicial	αρχικός	inicial	ADJ;NOM;MASC;SG	ADJ;SG
αρχικός	original	αρχικός	original	ADJ;NOM;MASC;SG	ADJ;SG
βελτιώσεις	millores	βελτίωση	millora	N;NOM;FEM;PL	N;FEM;PL
υγρασία	humitat	υγρασία	humitat	N;NOM;FEM;SG	N;FEM;SG
άμεσο	directa	άμεσος	directe	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
άμεσο	immediata	άμεσος	immediat	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
άμεσο	immediat	άμεσος	immediat	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
πακέτο	envàs	πακέτος	envàs	N;NOM;NEUT;SG	N;MASC;SG
πακέτο	paquet	πακέτος	paquet	N;NOM;NEUT;SG	N;MASC;SG
αυστηρή	estricte	αυστηρή	estricte	ADJ;NOM;FEM;SG	ADJ;MASC;SG
μόνιμος	permanent	μόνιμος	permanent	ADJ;NOM;MASC;SG	ADJ;SG
διόρθωση	correcció	διόρθωση	correcció	N;ACC;FEM;SG	N;FEM;SG
πλεονεκτήματα	prestacions	πλεονέκτημα	prestació	N;NOM;NEUT;PL	N;FEM;PL
πλεονεκτήματα	beneficis	πλεονέκτημα	benefici	N;NOM;NEUT;PL	N;MASC;PL
πλεονεκτήματα	avantatges	πλεονέκτημα	avantatge	N;NOM;NEUT;PL	N;MASC;PL
επιτυχώς	satisfactòriament	επιτυχώς	satisfactòriament	ADV	ADV
ραντάρ	radar	ραντάρ	radar	N;NOM;NEUT;SG	N;MASC;SG
επίτροπος	comissari	επίτροπος	comissari	N;NOM;MASC;SG	N;MASC;SG
καταστατικό	estatut	καταστατικό	estatut	N;NOM;NEUT;SG	N;MASC;SG
εκρήξεις	explosions	έκρηξη	explosió	N;NOM;FEM;PL	N;FEM;PL
κινεζική	xinès	κινεζικός	xinès	ADJ;NOM;FEM;SG	ADJ;MASC;SG
απαίτηση	exigència	απαίτηση	exigència	N;ACC;FEM;SG	N;FEM;SG
απαίτηση	demanda	απαίτηση	demanda	N;ACC;FEM;SG	N;FEM;SG
όμηρος	ostatge	όμηρος	ostatge	N;NOM;MASC;SG	N;MASC;SG
όμηρος	hostatge	όμηρος	hostatge	N;NOM;MASC;SG	N;MASC;SG
έρωτας	amor	έρωτο	amor	N;NOM;MASC;SG	N;MASC;SG
συνδυάζει	combina	συνδυάζω	combinar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
γενετική	genètica	γενετικός	genètic	ADJ;NOM;FEM;SG	ADJ;FEM;SG
χτύπημα	hit	χτύπημα	hit	N;NOM;NEUT;SG	N;MASC;SG
επίβλεψη	supervisió	επίβλεψη	supervisió	N;ACC;FEM;SG	N;FEM;SG
ενορία	parròquia	ενορία	parròquia	N;NOM;FEM;SG	N;FEM;SG
παράθυρα	finestres	παράθυρα	finestra	N;NOM;NEUT;PL	N;FEM;PL
πανηγύρι	fira	πανηγύρι	fira	N;NOM;NEUT;SG	N;FEM;SG
αξιοπιστία	credibilitat	αξιοπιστία	credibilitat	N;ACC;FEM;SG	N;FEM;SG
αξιοπιστία	fiabilitat	αξιοπιστία	fiabilitat	N;ACC;FEM;SG	N;FEM;SG
κομήτης	cometa	κόμητος	cometa	N;NOM;MASC;SG	N;MASC;SG
περιεκτικότητα	contingut	περιεκτικότητα	contingut	N;NOM;FEM;SG	N;MASC;SG
ανάκτηση	recuperació	ανάκτηση	recuperació	N;ACC;FEM;SG	N;FEM;SG
κομήτη	cometa	κόμητος	cometa	N;NOM;MASC;SG	N;MASC;SG
διακοπές	vacances	διακοπή	vacança	N;NOM;FEM;PL	N;FEM;PL
διακοπές	festes	διακοπή	festa	N;NOM;FEM;PL	N;FEM;PL
διακοπές	festius	διακοπή	festiu	N;NOM;FEM;PL	N;MASC;PL
διακοπές	vacances	διακοπή	vacança	N;NOM;FEM;PL	N;FEM;PL
εισόδημα	ingrés	εισόδημα	ingrés	N;NOM;NEUT;SG	N;MASC;SG
φεβρουάριος	febrer	φεβρουάριος	febrer	N;NOM;MASC;SG	N
διαδρομές	itineraris	διαδρομή	itinerari	N;NOM;FEM;PL	N;MASC;PL
διαδρομές	camins	διαδρομή	camí	N;NOM;FEM;PL	N;MASC;PL
διαδρομές	trajectes	διαδρομή	trajecte	N;NOM;FEM;PL	N;MASC;PL
διαδρομές	rutes	διαδρομή	ruta	N;NOM;FEM;PL	N;FEM;PL
εισιτήρια	bitllets	εισιτήριο	bitllet	N;NOM;NEUT;PL	N;MASC;PL
εισιτήρια	entrades	εισιτήριο	entrada	N;NOM;NEUT;PL	N;FEM;PL
ακαδημαϊκή	acadèmica	ακαδημαϊκός	acadèmic	ADJ;NOM;FEM;SG	ADJ;FEM;SG
ακαδημαϊκή	acadèmic	ακαδημαϊκός	acadèmic	ADJ;NOM;FEM;SG	ADJ;MASC;SG
ενοποίηση	unificació	ενοποίηση	unificació	N;ACC;FEM;SG	N;FEM;SG
ενοποίηση	consolidació	ενοποίηση	consolidació	N;ACC;FEM;SG	N;FEM;SG
ενοποίηση	integració	ενοποίηση	integració	N;ACC;FEM;SG	N;FEM;SG
βροχή	pluja	βροχή	pluja	N;ACC;FEM;SG	N;FEM;SG
λόφος	turó	λόφος	turó	N;NOM;MASC;SG	N;MASC;SG
δώρα	regals	δώρα	regal	N;NOM;NEUT;PL	N;MASC;PL
ομοιότητες	similituds	ομοιότητα	similitud	N;NOM;FEM;PL	N;FEM;PL
τείνει	tendeix	τείμαι	tendir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
επένδυση	inversió	επένδυση	inversió	N;ACC;FEM;SG	N;FEM;SG
πρόσοψη	façana	πρόσοψη	façana	N;NOM;FEM;SG	N;FEM;SG
έντασης	intensitat	ένταση	intensitat	N;GEN;FEM;SG	N;FEM;SG
συναντήσεις	reunions	συνάντηση	reunió	N;NOM;FEM;PL	N;FEM;PL
διδακτορική	doctoral	διδακτορικός	doctoral	ADJ;NOM;FEM;SG	ADJ;SG
περιγραφές	descripcions	περιγραφή	descripció	N;NOM;FEM;PL	N;FEM;PL
οξεία	aguda	οξεία	aguda	ADJ;NOM;FEM;SG	ADJ;FEM;SG
εισέβαλε	envair	εισβάλλω	envair	V;IPFV;IND;SG;3;PST;FIN;ACT	V;NFIN
φίλη	amistat	φίλος	amistat	N;NOM;FEM;SG	N;FEM;SG
φίλη	amic	φίλος	amic	N;NOM;FEM;SG	N;MASC;SG
φρούτα	fruites	φρούτα	fruita	N;NOM;NEUT;PL	N;FEM;PL
φρούτα	fruits	φρούτα	fruit	N;NOM;NEUT;PL	N;MASC;PL
περιβάλλοντα	entorns	περιβάλλον	entorn	N;NOM;NEUT;PL	N;MASC;PL
γιορτές	festes	γιορτής	festa	N;NOM;FEM;PL	N;FEM;PL
γιορτές	festius	γιορτής	festiu	N;NOM;FEM;PL	N;MASC;PL
γιορτές	vacances	γιορτής	vacança	N;NOM;FEM;PL	N;FEM;PL
αριθμητικά	numèricament	αριθμητικός	numèricament	ADV	ADV
αυτοκράτειρα	emperadriu	αυτοκράτειρα	emperadriu	N;NOM;FEM;SG	N;FEM;SG
σερβική	serbi	σερβικός	serbi	ADJ;NOM;FEM;SG	ADJ;MASC;SG
ειδήσεις	notícies	είδηση	notícia	N;NOM;FEM;PL	N;FEM;PL
αργή	lent	αργή	lent	ADJ;NOM;FEM;SG	ADJ;MASC;SG
αρνητικό	negatiu	αρνητικός	negatiu	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
άρμα	boia	άρμα	boia	N;NOM;NEUT;SG	N;FEM;SG
προσαρμογή	ajust	προσαρμογή	ajust	N;NOM;FEM;SG	N;MASC;SG
προσαρμογή	ajustament	προσαρμογή	ajustament	N;NOM;FEM;SG	N;MASC;SG
προσαρμογή	ajust	προσαρμογή	ajust	N;NOM;FEM;SG	N;MASC;SG
προσαρμογή	adaptació	προσαρμογή	adaptació	N;NOM;FEM;SG	N;FEM;SG
νομούς	prefectures	νομός	prefectura	N;ACC;MASC;PL	N;FEM;PL
περιπέτεια	aventura	περιπέτεια	aventura	N;NOM;FEM;SG	N;FEM;SG
θερμική	tèrmic	θερμικός	tèrmic	ADJ;NOM;FEM;SG	ADJ;MASC;SG
θερμική	tèrmica	θερμικός	tèrmic	ADJ;NOM;FEM;SG	ADJ;FEM;SG
διάνυσμα	vector	διάνυσμα	vector	N;NOM;NEUT;SG	N;MASC;SG
συνασπισμό	coalició	συνασπισμός	coalició	N;ACC;MASC;SG	N;FEM;SG
τομή	intersecció	τομή	intersecció	N;NOM;FEM;SG	N;FEM;SG
δημοφιλείς	populars	δημοφιλέας	popular	ADJ;NOM;FEM;PL	ADJ;PL
λεία	botí	λέγω	botí	N;NOM;FEM;SG	N;MASC;SG
κατευθύνσεις	indicacions	κατεύθυνση	indicació	N;NOM;FEM;PL	N;FEM;PL
κατευθύνσεις	direccions	κατεύθυνση	direcció	N;NOM;FEM;PL	N;FEM;PL
πρωταγωνιστή	protagonista	πρωταγωνιστής	protagonista	N;ACC;MASC;SG	N;SG
λωρίδες	carrils	λωρίδα	carril	N;NOM;FEM;PL	N;MASC;PL
λωρίδες	ratlles	λωρίδα	ratlla	N;NOM;FEM;PL	N;FEM;PL
σταδιακή	gradual	σταδιακός	gradual	ADJ;NOM;FEM;SG	ADJ;SG
σταδιακή	esglaonada	σταδιακός	esglaonat	ADJ;NOM;FEM;SG	ADJ;FEM;SG;V.PTCP
επιτάχυνση	acceleració	επιτάχυνση	acceleració	N;ACC;FEM;SG	N;FEM;SG
επέτειο	aniversari	επέτειο	aniversari	N;ACC;FEM;SG	N;MASC;SG
καταστολή	repressió	καταστολή	repressió	N;ACC;FEM;SG	N;FEM;SG
καταστολή	sedació	καταστολή	sedació	N;ACC;FEM;SG	N;FEM;SG
πελάτες	clients	πελάτης	client	N;NOM;MASC;PL	N;MASC;PL
πελάτες	clients	πελάτης	client	N;NOM;MASC;PL	N;MASC;PL
δημοσιεύσεις	publicacions	δημοσίευση	publicació	N;NOM;FEM;PL	N;FEM;PL
αντοχή	durabilitat	αντοχή	durabilitat	N;ACC;FEM;SG	N;FEM;SG
αντοχή	resistència	αντοχή	resistència	N;ACC;FEM;SG	N;FEM;SG
αγόρια	nois	αγόρι	noi	N;NOM;NEUT;PL	N;MASC;PL
αγόρια	boys	αγόρι	boy	N;NOM;NEUT;PL	N;MASC;PL
επεξεργαστή	processador	επεξεργαστής	processador	N;ACC;MASC;SG	N;MASC;SG
θρίλερ	thriller	θρίλερ	thriller	N;NOM;NEUT;SG	N;MASC;SG
κοινός	comú	κοινός	comú	ADJ;NOM;MASC;SG	ADJ;MASC;SG
θύελλα	tempesta	θύελλα	tempesta	N;NOM;FEM;SG	N;FEM;SG
ξεπεράσει	superar	ξεπερνώ	superar	V;PFV;NFIN;ACT	V;NFIN
ακολουθείται	seguí	ακολουθώ	seguí	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN
θέρμανση	calefacció	θέρμανση	calefacció	N;NOM;FEM;SG	N;FEM;SG
πρόληψη	prevenció	πρόληψη	prevenció	N;ACC;FEM;SG	N;FEM;SG
αναθεώρηση	revisió	αναθεώρηση	revisió	N;NOM;FEM;SG	N;FEM;SG
αναθεώρηση	revisió	αναθεώρηση	revisió	N;NOM;FEM;SG	N;FEM;SG
προεδρικό	presidencial	προεδρικός	presidencial	ADJ;NOM;NEUT;SG	ADJ;SG
ανεπάρκεια	deficiència	ανεπάρκεια	deficiència	N;NOM;FEM;SG	N;FEM;SG
καταλόγου	directori	κατάλογος	directori	N;GEN;MASC;SG	N;MASC;SG
εξαγωγή	exportació	εξαγωγή	exportació	N;NOM;FEM;SG	N;FEM;SG
εξαγωγή	exportació	εξαγωγή	exportació	N;NOM;FEM;SG	N;FEM;SG
καθυστέρηση	retard	καθυστέρηση	retard	N;ACC;FEM;SG	N;MASC;SG
καθυστέρηση	endarreriment	καθυστέρηση	endarreriment	N;ACC;FEM;SG	N;MASC;SG
συνομοσπονδία	confederació	συνομοσπονδία	confederació	N;NOM;FEM;SG	N;FEM;SG
αποκάλυψε	revelar	αποκαλύπτω	revelar	V;PFV;IND;SG;3;PST;FIN;ACT	V;NFIN
διαφωνίες	controvèrsies	διαφωνία	controvèrsia	N;NOM;FEM;PL	N;FEM;PL
επιβατών	passatgers	επιβάτης	passatger	N;GEN;MASC;PL	N;MASC;PL
αγροτικές	rurals	αγροτικός	rural	ADJ;NOM;FEM;PL	ADJ;PL
προστάτης	pròstata	προστάτης	pròstata	N;NOM;MASC;SG	N;FEM;SG
κατάστημα	botiga	κατάστημα	botiga	N;NOM;NEUT;SG	N;FEM;SG
κατάστημα	botiga	κατάστημα	botiga	N;NOM;NEUT;SG	N;FEM;SG
συντονισμού	coordinació	συντονισμός	coordinació	N;GEN;MASC;SG	N;FEM;SG
επηρεάζουν	afecten	επηρεάζω	afectar	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
επηρεάζουν	afectar	επηρεάζω	afectar	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;NFIN
τσάρος	tsar	τσάρος	tsar	N;NOM;MASC;SG	N;MASC;SG
ξένοι	estranys	ξένος	estrany	ADJ;NOM;MASC;PL	ADJ;MASC;PL
ξένοι	desconeguts	ξένος	desconegut	ADJ;NOM;MASC;PL	ADJ;MASC;PL;V.PTCP
ξένοι	estrangers	ξένος	estranger	ADJ;NOM;MASC;PL	ADJ;MASC;PL
χούντα	junta	χούντα	junta	N;NOM;FEM;SG	N;FEM;SG
ξεκάθαρα	clarament	ξεκάθαρα	clarament	ADV	ADV
αγαθά	mercaderies	αγαθό	mercaderia	N;NOM;NEUT;PL	N;FEM;PL
αγαθά	béns	αγαθό	bé	N;NOM;NEUT;PL	N;MASC;PL
απειλές	amenaces	απειλή	amenaça	N;NOM;FEM;PL	N;FEM;PL
περίοδοι	períodes	περίοδος	període	N;NOM;FEM;PL	N;MASC;PL
πόρτες	portes	πόρτης	porta	N;NOM;FEM;PL	N;FEM;PL
αυτοβιογραφία	autobiografia	αυτοβιογραφία	autobiografia	N;NOM;FEM;SG	N;FEM;SG
πυρηνική	nuclear	πυρηνικός	nuclear	ADJ;NOM;FEM;SG	ADJ;SG
υπολογιστής	calculadora	υπολογιστής	calculadora	N;NOM;MASC;SG	N;FEM;SG
υπολογιστής	ordinador	υπολογιστής	ordinador	N;NOM;MASC;SG	N;MASC;SG
εγγραφή	gravació	εγγραφή	gravació	N;NOM;FEM;SG	N;FEM;SG
εγγραφή	enregistrament	εγγραφή	enregistrament	N;NOM;FEM;SG	N;MASC;SG
εγγραφή	matriculació	εγγραφή	matriculació	N;NOM;FEM;SG	N;FEM;SG
εγγραφή	inscripció	εγγραφή	inscripció	N;NOM;FEM;SG	N;FEM;SG
ταχεία	accelerat	ταχύς	accelerar	ADJ;NOM;FEM;SG	ADJ;MASC;SG;V.PTCP
εξωτερικός	extern	εξωτερικός	extern	ADJ;NOM;MASC;SG	ADJ;MASC;SG
εξωτερικός	externa	εξωτερικός	extern	ADJ;NOM;MASC;SG	ADJ;FEM;SG
άξονας	eix	άξονας	eix	N;NOM;MASC;SG	N;MASC;SG
παρατήρησε	observar	παρατηρώ	observar	V;PFV;IND;SG;3;PST;FIN;ACT	V;NFIN
αντιπρόσωπος	representant	αντιπρόσωπος	representant	N;NOM;MASC;SG	N;SG
αναγνωρίσει	reconeixen	αναγνωρίζω	reconèixer	V;PFV;NFIN;ACT	V;IND;PL;3;PRS;FIN
αναγνωρίσει	identificar	αναγνωρίζω	identificar	V;PFV;NFIN;ACT	V;NFIN
εισαγωγής	importació	εισαγωγή	importació	N;GEN;FEM;SG	N;FEM;SG
βακτήρια	bacteris	βακτήριο	bacteri	N;NOM;NEUT;PL	N;MASC;PL
επιτροπές	comissions	επιτροπή	comissió	N;NOM;FEM;PL	N;FEM;PL
επιτροπές	comitès	επιτροπή	comitè	N;NOM;FEM;PL	N;MASC;PL
επιτροπές	comissions	επιτροπή	comissió	N;NOM;FEM;PL	N;FEM;PL
καρκίνος	càncer	καρκίνος	càncer	N;NOM;MASC;SG	N;MASC;SG
ονοματολογία	nomenclatura	ονοματολογία	nomenclatura	N;NOM;FEM;SG	N;FEM;SG
πιλότος	pilot	πιλότος	pilot	N;NOM;MASC;SG	N;MASC;SG
στόχοι	finalitats	στόχος	finalitat	N;NOM;MASC;PL	N;FEM;PL
στόχοι	objectius	στόχος	objectiu	N;NOM;MASC;PL	N;MASC;PL
εκτελεστική	executiva	εκτελεστικός	executiu	ADJ;NOM;FEM;SG	ADJ;FEM;SG
ισχύς	validesa	ισχύς	validesa	N;NOM;FEM;SG	N;FEM;SG
ισχύς	potència	ισχύς	potència	N;NOM;FEM;SG	N;FEM;SG
συμφωνεί	acorda	συμφωνώ	acordar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
χωρίζει	separa	χωρίζω	separar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
χωρίζει	divideix	χωρίζω	dividir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
οροπέδιο	altiplà	οροπέδιο	altiplà	N;NOM;NEUT;SG	N;MASC;SG
εκδίκηση	venjança	εκδίκηση	venjança	N;ACC;FEM;SG	N;FEM;SG
εκδίκηση	venjança	εκδίκηση	venjança	N;ACC;FEM;SG	N;FEM;SG
οδύσσεια	odissea	οδύσσεια	odissea	N;NOM;FEM;SG	N;FEM;SG
αποθήκευσης	emmagatzematge	αποθήκευση	emmagatzematge	N;GEN;FEM;SG	N;MASC;SG
αποθήκευσης	emmagatzemament	αποθήκευση	emmagatzemament	N;GEN;FEM;SG	N;MASC;SG
ταξιδεύει	viatja	ταξιδεύω	viatjar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ετυμολογία	etimologia	ετυμολογία	etimologia	N;NOM;FEM;SG	N;FEM;SG
παλαιολόγος	paleòleg	παλαιολόγος	paleòleg	N;NOM;MASC;SG	N;MASC;SG
μάθημα	lliçó	μάθημα	lliçó	N;NOM;NEUT;SG	N;FEM;SG
μάθημα	classe	μάθημα	classe	N;NOM;NEUT;SG	N;FEM;SG
ρητά	explícitament	ρητά	explícitament	ADV	ADV
ερασιτεχνικό	aficionat	ερασιτεχνικός	aficionat	ADJ;NOM;NEUT;SG	ADJ;MASC;SG;V.PTCP
προτεραιότητα	prioritat	προτεραιότητα	prioritat	N;ACC;FEM;SG	N;FEM;SG
κατοικούν	habitar	κατοικώ	habitar	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;NFIN
γυμνό	nuesa	γυμνό	nuesa	N;NOM;NEUT;SG	N;FEM;SG
μετα	després	μετα	després	ADV	ADV
ορίζοντα	horitzó	ορίζω	horitzó	N;ACC;NEUT;SG	N;MASC;SG
ινδική	indi	ινδικός	indi	ADJ;NOM;FEM;SG	ADJ;MASC;SG
κινηματογράφος	cinema	κινηματογράφος	cinema	N;NOM;MASC;SG	N;MASC;SG
αδελφές	germanes	αδελφή	germana	N;NOM;FEM;PL	N;FEM;PL
απλός	simple	απλός	simple	ADJ;NOM;MASC;SG	ADJ;SG
απλός	senzill	απλός	senzill	ADJ;NOM;MASC;SG	ADJ;MASC;SG
πουλί	ocell	πουλί	ocell	N;NOM;NEUT;SG	N;MASC;SG
επανειλημμένα	repetidament	επανειλημμένα	repetidament	ADV	ADV
πάγκο	banca	πάγκο	banca	N;ACC;MASC;SG	N;FEM;SG
μορίων	molècules	μορίο	molècula	N;GEN;NEUT;PL	N;FEM;PL
δωμάτια	habitacions	δωμάτι	habitació	N;NOM;NEUT;PL	N;FEM;PL
δωμάτια	sales	δωμάτι	sala	N;NOM;NEUT;PL	N;FEM;PL
προστάτη	pròstata	προστάτης	pròstata	N;ACC;MASC;SG	N;FEM;SG
ζήτηση	demanda	ζήτηση	demanda	N;ACC;FEM;SG	N;FEM;SG
συγκεντρώνει	reuneix	συγκεντρώνω	reunir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ιππείς	genets	ιππές	genets	N;NOM;MASC;PL	N;MASC;PL
ιππείς	genets	ιππές	genets	N;NOM;MASC;PL	N;MASC;PL
κυριαρχεί	domina	κυριαρχώ	dominar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
τοίχους	murs	τοίχος	mur	N;NOM;MASC;PL	N;MASC;PL
τοίχους	parets	τοίχος	paret	N;NOM;MASC;PL	N;FEM;PL
οδηγοί	controladors	οδηγός	controlador	N;NOM;MASC;PL	N;MASC;PL
οδηγοί	conductors	οδηγός	conductor	N;NOM;MASC;PL	N;MASC;PL
οδηγοί	xofers	οδηγός	xofer	N;NOM;MASC;PL	N;MASC;PL
οδηγοί	guies	οδηγός	guia	N;NOM;MASC;PL	N;FEM;PL
μισή	meitat	μισός	meitat	N;ACC;FEM;SG	N;FEM;SG
ιδρυτές	fundadors	ιδρυτής	fundador	N;NOM;MASC;PL	N;MASC;PL
πάρκα	parcs	πάρκα	parc	N;NOM;NEUT;PL	N;MASC;PL
σταθερότητα	estabilitat	σταθερότητα	estabilitat	N;ACC;FEM;SG	N;FEM;SG
άρχοντα	senyor	άρχω	senyor	N;ACC;MASC;SG	N;MASC;SG
πολυάριθμες	nombroses	πολύαριθμος	nombrós	ADJ;NOM;FEM;PL	ADJ;FEM;PL
πολυάριθμες	nombrosos	πολύαριθμος	nombrós	ADJ;NOM;FEM;PL	ADJ;MASC;PL
καταλυτική	catalítica	καταλυτικός	catalític	ADJ;NOM;FEM;SG	ADJ;FEM;SG
ευαγγέλιο	evangeli	ευαγγέλιο	evangeli	N;NOM;NEUT;SG	N;MASC;SG
γύρους	rondes	γύρος	ronda	N;ACC;MASC;PL	N;FEM;PL
γραμμάρια	grams	γραμμάριο	gram	N;NOM;NEUT;PL	N;MASC;PL
υποστηρικτής	defensora	υποστηρικτής	defensora	N;NOM;MASC;SG	N;FEM;SG
πολιτιστικός	cultural	πολιτιστικός	cultural	ADJ;NOM;MASC;SG	ADJ;SG
ικανός	capaç	ικανός	capaç	ADJ;NOM;MASC;SG	ADJ;SG
λεωφόρος	avinguda	λεωφόρος	avinguda	N;NOM;FEM;SG	N;FEM;SG
λεωφόρος	autopista	λεωφόρος	autopista	N;NOM;FEM;SG	N;FEM;SG
άπειρο	infinitat	άπειρο	infinitat	N;NOM;NEUT;SG	N;FEM;SG
λευκός	blanc	λευκός	blanc	ADJ;NOM;MASC;SG	ADJ;MASC;SG
τακτικό	tàctic	τακτικός	tàctic	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
κοσμήματα	joies	κόσμημα	joia	N;NOM;NEUT;PL	N;FEM;PL
