partigiani	partyzantów	partigiano	partyzant	N;MASC;PL	N;ACC;MASC;PL
servito	służył	servire	służyć	V;MASC;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
muso	ryj	muso	ryj	N;MASC;SG	N;NOM;MASC;SG
muso	pysk	muso	pysk	N;MASC;SG	N;NOM;MASC;SG
apparente	widocznej	apparente	widoczny	ADJ;SG	ADJ;GEN;FEM;SG
kenneth	kenneth	kenneth	kenneth	N;MASC;SG	N;NOM;MASC;SG
stabilisce	ustanawia	stabilire	ustanawiać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
randy	randy	randy	randa	N	N;NOM;MASC;SG
controllato	sprawdził	controllare	sprawdzić	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
architettonico	architektoniczne	architettonico	architektoniczny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
grammy	grammy	grammy	grać	N;MASC	N;ACC;FEM;SG
grammy	grammy	grammy	grać	N;MASC	N;ACC;FEM;SG
abbigliamento	odzież	abbigliamento	odzież	N;MASC;SG	N;NOM;FEM;SG
abbigliamento	ubranie	abbigliamento	ubranie	N;MASC;SG	N;NOM;NEUT;SG
abbigliamento	odzież	abbigliamento	odzież	N;MASC;SG	N;NOM;FEM;SG
abbigliamento	ubranie	abbigliamento	ubranie	N;MASC;SG	N;NOM;NEUT;SG
serpente	węża	serpente	wąż	N;MASC;SG	N;ACC;MASC;SG
serpente	wąż	serpente	wąż	N;MASC;SG	N;NOM;MASC;SG
serpente	węża	serpente	wąż	N;MASC;SG	N;ACC;MASC;SG
serpente	wąż	serpente	wąż	N;MASC;SG	N;NOM;MASC;SG
felicità	szczęście	felicità	szczęście	N;FEM	N;NOM;NEUT;SG
felicità	szczęścia	felicità	szczęście	N;FEM	N;GEN;NEUT;SG
particolarità	osobliwości	particolarità	osobliwość	N;FEM	N;ACC;FEM;PL
straordinaria	nadzwyczajne	straordinario	nadzwyczajny	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
straordinaria	niezwykła	straordinario	niezwykły	ADJ;FEM;SG	ADJ;NOM;FEM;SG
straordinaria	nadzwyczajny	straordinario	nadzwyczajny	ADJ;FEM;SG	ADJ;NOM;MASC;SG
straordinaria	niezwykłe	straordinario	niezwykłe	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
interessati	zainteresowanych	interessato	zainteresować	ADJ;MASC;PL	ADJ;PFV;ACC;MASC;PL;POS;V.PTCP;PASS
interessati	zainteresowani	interessato	zainteresować	ADJ;MASC;PL	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
peggio	najgorzej	peggio	zły	ADV	ADV;RL
peggio	gorzej	peggio	źle	ADV	ADV;CMPR
cornice	klatka	cornice	klatka	N;FEM;SG	N;NOM;FEM;SG
cornice	ramka	cornice	ramka	N;FEM;SG	N;NOM;FEM;SG
vivente	żyjący	vivente	żyć	ADJ;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
capitan	kapitan	capitano	kapitan	N;SG	N;NOM;MASC;SG
nona	dziewiąty	nono	dziewić	ADJ;FEM;SG	ADJ;NOM;MASC;SG
lapide	nagrobek	lapide	nagrobek	N;FEM;SG	N;ACC;MASC;SG
lapide	nagrobek	lapide	nagrobek	N;FEM;SG	N;ACC;MASC;SG
hits	trafień	hits	trafień	N;MASC	N;GEN;NEUT;PL
hits	trafienia	hits	trafić	N;MASC	N;NOM;NEUT;SG
sapienza	mądrości	sapienza	mądrość	N;FEM;SG	N;GEN;FEM;SG
sapienza	mądrość	sapienza	mądrość	N;FEM;SG	N;NOM;FEM;SG
vampiro	wampirem	vampiro	wampir	N;MASC;SG	N;INS;MASC;SG
vampiro	wampir	vampiro	wampir	N;MASC;SG	N;NOM;MASC;SG
strisce	paski	striscia	pask	N;FEM;PL	N;NOM;MASC;PL
strisce	paski	striscia	pask	N;FEM;PL	N;NOM;MASC;PL
maturità	dojrzałości	maturità	dojrzałość	N;FEM	N;GEN;FEM;SG
maturità	dojrzałość	maturità	dojrzałość	N;FEM	N;NOM;FEM;SG
recitazione	aktorstwo	recitazione	aktorstwo	N;FEM;SG	N;NOM;NEUT;SG
drive	napęd	drive	napęd	N	N;NOM;MASC;SG
dottorato	doktorat	dottorare	doktorat	N;MASC;SG	N;ACC;MASC;SG
dottorato	doktorat	dottorare	doktorat	N;MASC;SG	N;ACC;MASC;SG
miracolo	cud	miracolo	cud	N;MASC;SG	N;NOM;MASC;SG
corda	lina	corda	lina	N;FEM;SG	N;NOM;FEM;SG
corda	sznur	corda	sznur	N;FEM;SG	N;NOM;MASC;SG
triangolo	trójkąt	triangolo	trójkąt	N;MASC;SG	N;ACC;MASC;SG
incinta	ciąży	incinto	ciąża	N;FEM;SG	N;GEN;FEM;SG
annessione	aneksji	annessione	aneksja	N;FEM;SG	N;GEN;FEM;SG
gallerie	tunele	galleria	tunel	N;FEM;PL	N;NOM;MASC;PL
confermata	potwierdzono	confermare	potwierdzić	V;FEM;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
human	człowiek	human	człowiek	N	N;NOM;MASC;SG
human	człowieka	human	człowiek	N	N;ACC;MASC;SG
afelio	aphelium	afelio	aphelium	N;MASC;SG	N;NOM;NEUT;SG
vestiti	ubrania	vestito	ubranie	N;MASC;PL	N;NOM;NEUT;PL
trophy	trofea	trophy	trofe	N;MASC	N;NOM;MASC;PL
trophy	trofeum	trophy	trofeum	N;MASC	N;ACC;MASC;SG
inviati	wysłano	inviare	wysłać	V;MASC;PL;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
carnevale	karnawał	carnevale	karnawał	N;MASC;SG	N;NOM;MASC;SG
impulso	impuls	impulso	impuls	N;MASC;SG	N;NOM;MASC;SG
impulso	puls	impulso	puls	N;MASC;SG	N;NOM;MASC;SG
impulso	tętno	impulso	tętno	N;MASC;SG	N;NOM;NEUT;SG
impulso	impuls	impulso	impuls	N;MASC;SG	N;NOM;MASC;SG
ricognizione	rozpoznanie	ricognizione	rozpoznać	N;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ricognizione	zwiad	ricognizione	zwiad	N;FEM;SG	N;NOM;MASC;SG
ricognizione	rozpoznanie	ricognizione	rozpoznać	N;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ricognizione	zwiad	ricognizione	zwiad	N;FEM;SG	N;NOM;MASC;SG
ricognizione	rekonesans	ricognizione	rekonesans	N;FEM;SG	N;NOM;MASC;SG
mind	umysłu	mind	umysł	N;MASC	N;GEN;MASC;SG
mind	umysł	mind	umysł	N;MASC	N;NOM;MASC;SG
pacific	pacyfiku	pacifico	pacyfik	N;MASC	N;GEN;MASC;SG
pacific	pacific	pacifico	pacifica	N;MASC	N;NOM;MASC;SG
pacific	pacyfik	pacifico	pacyfik	N;MASC	N;NOM;MASC;SG
illustratore	ilustrator	illustratore	ilustrator	N;MASC;SG	N;NOM;MASC;SG
venduta	sprzedano	vendere	sprzedać	V;FEM;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
public	społeczeństwo	public	społeczeństwo	N	N;NOM;NEUT;SG
fortificazioni	fortyfikacje	fortificazione	fortyfikacja	N;FEM;PL	N;NOM;FEM;PL
thailandia	tajlandia	thailandia	tajlandia	N;FEM;SG	N;NOM;FEM;SG
thailandia	tajlandii	thailandia	tajlandia	N;FEM;SG	N;GEN;FEM;SG
radiazione	promieniowanie	radiazione	promieniować	N;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
radiazione	promieniowania	radiazione	promieniować	N;FEM;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
vario	zróżnicowane	vario	zróżnicować	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
vario	różne	vario	różny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
sopravvivenza	przeżycie	sopravvivenza	przeżycie	N;FEM;SG	N;NOM;NEUT;SG
sopravvivenza	przeżycia	sopravvivenza	przeżycie	N;FEM;SG	N;NOM;NEUT;SG
sopravvivenza	przetrwanie	sopravvivenza	przetrwanie	N;FEM;SG	N;NOM;NEUT;SG
xavier	xavier	xavier	xavier	N;MASC;SG	N;NOM;MASC;SG
visitatori	gości	visitatore	gość	N;MASC;PL	N;ACC;MASC;PL
visitatori	goście	visitatore	gość	N;MASC;PL	N;NOM;MASC;PL
roberta	roberta	roberto	robert	N;FEM;SG	N;ACC;MASC;SG
saltare	pominąć	saltare	pominąć	V;NFIN	V;PFV;NFIN;ACT
saltare	skacze	saltare	skakać	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
stoccarda	stuttgart	stoccardare	stuttgart	N;FEM;SG	N;NOM;MASC;SG
galli	kurki	galle	kurka	N;MASC;PL	N;NOM;FEM;PL
atlantic	atlantyku	atlantic	atlantyk	N;MASC	N;GEN;MASC;SG
nutre	żywi	nutrire	żywić	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
seguaci	wyznawców	seguace	wyznawca	N;MASC;PL	N;ACC;MASC;PL
butler	lokaj	butlere	lokaj	N;MASC;SG	N;NOM;MASC;SG
sospeso	zawiesił	sospendere	zawiesić	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
apostoli	posłańcy	apostolo	posłanka	N;MASC;PL	N;NOM;MASC;PL
apostoli	posłańców	apostolo	posłaniec	N;MASC;PL	N;ACC;MASC;PL
vendute	sprzedano	vendere	sprzedać	V;FEM;PL;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
volti	twarze	volto	twarz	N;MASC;PL	N;NOM;FEM;PL
cooperazione	współpracę	cooperazione	współpraca	N;FEM;SG	N;ACC;FEM;SG
cooperazione	współpraca	cooperazione	współpracać	N;FEM;SG	N;NOM;FEM;SG
egiziano	egipski	egiziare	egipski	ADJ;MASC;SG	ADJ;NOM;MASC;SG
rilascio	zwolnienie	rilascio	zwolnienie	N;MASC;SG	N;NOM;NEUT;SG;V.MSDR
rilascio	uwolnienie	rilascio	uwolnić	N;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
afghanistan	afganistanu	afghanistan	afganistan	N;SG	N;GEN;MASC;SG
armistizio	rozejm	armistizio	rozejm	N;MASC;SG	N;NOM;MASC;SG
armistizio	rozejm	armistizio	rozejm	N;MASC;SG	N;NOM;MASC;SG
missile	rakietę	missile	rakieta	N;MASC;SG	N;ACC;FEM;SG
missile	rakieta	missile	rakieta	N;MASC;SG	N;NOM;FEM;SG
missile	pocisk	missile	pocisk	N;MASC;SG	N;NOM;MASC;SG
missile	rakieta	missile	rakieta	N;MASC;SG	N;NOM;FEM;SG
pugno	cios	pugno	cios	N;MASC;SG	N;NOM;MASC;SG
pugno	pięścią	pugno	pięść	N;MASC;SG	N;INS;FEM;SG
pensione	renta	pensione	renta	N;FEM;SG	N;NOM;FEM;SG
pensione	emerytura	pensione	emerytura	N;FEM;SG	N;NOM;FEM;SG
pensione	renty	pensione	renta	N;FEM;SG	N;ACC;FEM;SG
pensione	pensjonat	pensione	pensjonat	N;FEM;SG	N;NOM;MASC;SG
saudita	saudyjskiej	saudire	saudyjski	ADJ;FEM;SG	ADJ;GEN;FEM;SG
depositi	depozytów	deposito	depozyt	N;MASC;PL	N;GEN;MASC;PL
depositi	depozyty	deposito	depozyt	N;MASC;PL	N;NOM;MASC;PL
corruzione	przekupstwo	corruzione	przekupstwo	N;FEM;SG	N;NOM;NEUT;SG
corruzione	korupcja	corruzione	korupcja	N;FEM;SG	N;NOM;FEM;SG
corruzione	zepsucie	corruzione	zepsucie	N;FEM;SG	N;NOM;NEUT;SG
corruzione	korupcję	corruzione	korupcja	N;FEM;SG	N;ACC;FEM;SG
corruzione	korupcji	corruzione	korupcja	N;FEM;SG	N;GEN;FEM;SG
chiedendo	pyta	chiedere	pytać	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN;ACT
direttiva	dyrektywa	direttiva	dyrektywa	N;FEM;SG	N;NOM;FEM;SG
direttiva	dyrektywy	direttiva	dyrektywa	N;FEM;SG	N;ACC;FEM;SG
avviato	rozpoczęto	avviare	rozpocząć	V;MASC;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
avviato	zaczął	avviare	zacząć	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
avviato	wszczęła	avviare	wszcząć	V;MASC;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
spettro	duchu	spettro	duch	N;MASC;SG	N;ACC;MASC;SG
spettro	duch	spettro	duch	N;MASC;SG	N;NOM;MASC;SG
genera	generuje	generare	generować	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
genera	wygenerować	generare	wygenerować	V;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
genera	generować	generare	generować	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN;ACT
genera	generuje	generare	generować	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
illuminazione	oświetlenia	illuminazione	oświetlenie	N;FEM;SG	N;GEN;NEUT;SG
illuminazione	oświetlenie	illuminazione	oświetlenie	N;FEM;SG	N;NOM;NEUT;SG
illuminazione	oświetlenia	illuminazione	oświetlenie	N;FEM;SG	N;GEN;NEUT;SG
illuminazione	oświetlenie	illuminazione	oświetlenie	N;FEM;SG	N;NOM;NEUT;SG
incrociatori	krążowniki	incrociatore	krążownik	N;MASC;PL	N;NOM;MASC;PL
singapore	singapuru	singapore	singapur	N;MASC;SG	N;GEN;MASC;SG
fisher	fishera	fisher	fisher	N;MASC	N;ACC;MASC;SG
minacce	pogróżki	minaccia	pogróżka	N;FEM;PL	N;NOM;FEM;PL
dovere	obowiązek	dovere	obowiązek	N;MASC;SG	N;NOM;MASC;SG
mezzogiorno	południe	mezzogiorno	południe	N;MASC;SG	N;NOM;NEUT;SG
mangiare	jeść	mangiare	jeść	V;NFIN	V;IPFV;NFIN;ACT
mangiare	jem	mangiare	on	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
mangiare	jedz	mangiare	jeść	V;NFIN	V;IPFV;IMP;SG;2;FIN;ACT
mangiare	jeść	mangiare	jeść	V;NFIN	V;IPFV;NFIN;ACT
trappola	pułapka	trappola	pułapka	N;FEM;SG	N;NOM;FEM;SG
trappola	pułapkę	trappola	pułapka	N;FEM;SG	N;ACC;FEM;SG
bucarest	bukareszcie	bucarest	bukareszt	N;MASC;SG	N;NOM;MASC;SG
cortina	cortina	cortina	cortina	N;FEM;SG	N;NOM;MASC;SG
meccanismi	mechanizmy	meccanismo	mechanizm	N;MASC;PL	N;NOM;MASC;PL
meccanismi	mechanizmów	meccanismo	mechanizm	N;MASC;PL	N;GEN;MASC;PL
fattoria	farmie	fattoria	farma	N;FEM;SG	N;DAT;FEM;SG
fattoria	gospodarstwa	fattoria	gospodarstwo	N;FEM;SG	N;NOM;NEUT;SG
fattoria	gospodarstwo	fattoria	gospodarstwo	N;FEM;SG	N;NOM;NEUT;SG
allestimento	inscenizacja	allestimento	inscenizacja	N;MASC;SG	N;NOM;FEM;SG
allestimento	przycinanie	allestimento	przycinać	N;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
marinai	marynarze	marinaio	marynarz	N;MASC;PL	N;NOM;MASC;PL
marinai	marynarzy	marinaio	marynarz	N;MASC;PL	N;GEN;MASC;PL
marinai	marynarze	marinaio	marynarz	N;MASC;PL	N;NOM;MASC;PL
marinai	marynarzy	marinaio	marynarz	N;MASC;PL	N;GEN;MASC;PL
camp	obozy	camp	obóz	N	N;NOM;MASC;PL
camp	obozu	camp	obóz	N	N;GEN;MASC;SG
camp	obóz	camp	obóz	N	N;NOM;MASC;SG
barriera	bariera	barriera	bariera	N;FEM;SG	N;NOM;FEM;SG
petrolio	oleju	petrolio	olej	N;MASC;SG	N;GEN;MASC;SG
petrolio	olej	petrolio	olej	N;MASC;SG	N;NOM;MASC;SG
petrolio	naftowa	petrolio	naftowy	N;MASC;SG	N;NOM;FEM;SG
protestante	protestancki	protestante	protestancki	ADJ;SG	ADJ;NOM;MASC;SG
primario	podstawowy	primario	podstawowy	ADJ;MASC;SG	ADJ;NOM;MASC;SG
primario	pierwotne	primario	pierwotny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
primario	podstawowej	primario	podstawowy	ADJ;MASC;SG	ADJ;GEN;FEM;SG
primario	podstawowe	primario	podstawowy	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
amata	kochał	amato	kochać	V;FEM;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
lipsia	lipsku	lipsia	lipski	N;FEM;SG	N;DAT;NEUT;SG
orazio	horacy	orazio	horak	N;MASC;SG	N;NOM;MASC;SG
orazio	horacy	orazio	horak	N;MASC;SG	N;NOM;MASC;SG
orazio	horace	orazio	horak	N;MASC;SG	N;NOM;MASC;SG
elite	elita	elite	elita	N	N;NOM;FEM;SG
incisione	nacięcie	incisione	nacięcie	N;FEM;SG	N;NOM;NEUT;SG
stand	stoiska	stand	stoisko	N;MASC	N;NOM;NEUT;SG
stand	stoisko	stand	stoisko	N;MASC	N;NOM;NEUT;SG
stand	stoisko	stand	stoisko	N;MASC	N;NOM;NEUT;SG
sacramento	sacramento	sacramento	sacramento	N;MASC;SG	N;NOM;MASC;SG
sacramento	sakrament	sacramento	sakrament	N;MASC;SG	N;NOM;MASC;SG
disposizioni	postanowienia	disposizione	postanowienie	N;FEM;PL	N;NOM;NEUT;PL
disposizioni	przepisy	disposizione	przepis	N;FEM;PL	N;NOM;MASC;PL
carburante	paliwo	carburante	paliwo	N;MASC;SG	N;NOM;NEUT;SG
rabbia	złość	rabbia	złość	N;FEM;SG	N;NOM;FEM;SG
rabbia	gniew	rabbia	gniew	N;FEM;SG	N;NOM;MASC;SG
rabbia	wściekłość	rabbia	wściekłość	N;FEM;SG	N;NOM;FEM;SG
rabbia	złość	rabbia	złość	N;FEM;SG	N;NOM;FEM;SG
rabbia	gniew	rabbia	gniew	N;FEM;SG	N;NOM;MASC;SG
rabbia	szał	rabbia	szać	N;FEM;SG	N;NOM;MASC;SG
rabbia	wściekłości	rabbia	wściekłość	N;FEM;SG	N;GEN;FEM;SG
erroneamente	omyłkowo	erroneamente	omyłkowo	ADV	ADV
erroneamente	niesłusznie	erroneamente	niesłusznie	ADV	ADV
erroneamente	błędnie	erroneamente	błędnie	ADV	ADV
seven	siódemka	seven	siódemka	N	N;NOM;FEM;SG
giovedì	czwartek	giovedì	czwartek	N;MASC	N;NOM;MASC;SG
manhattan	manhattanie	manhattan	manhattan	N;FEM;SG	N;ACC;MASC;SG
manhattan	manhattanu	manhattan	manhattan	N;FEM;SG	N;GEN;MASC;SG
finanziario	finansowe	finanziario	finansowy	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
finanziario	finansowy	finanziario	finansowy	ADJ;MASC;SG	ADJ;NOM;MASC;SG
finanziario	finansowa	finanziario	finansowy	ADJ;MASC;SG	ADJ;NOM;FEM;SG
dignità	godność	dignità	godność	N;FEM	N;ACC;FEM;SG
dignità	godności	dignità	godność	N;FEM	N;GEN;FEM;SG
cacciatori	myśliwych	cacciatore	myśliwy	N;MASC;PL	N;ACC;MASC;PL
cacciatori	łowcy	cacciatore	łowiec	N;MASC;PL	N;NOM;MASC;PL
cacciatori	myśliwi	cacciatore	myśliwy	N;MASC;PL	N;NOM;MASC;PL
romanico	romańskie	romanico	romański	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
cavità	ubytków	cavità	ubytek	N;FEM	N;GEN;MASC;PL
espressioni	wyrażeń	espressione	wyrażenie	N;FEM;PL	N;GEN;NEUT;PL
violenta	gwałtowne	violento	gwałtowny	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
violenta	brutalny	violento	brutalny	ADJ;FEM;SG	ADJ;NOM;MASC;SG
violenta	gwałtowny	violento	gwałtowny	ADJ;FEM;SG	ADJ;NOM;MASC;SG
debito	długu	debito	dług	N;MASC;SG	N;GEN;MASC;SG
debito	dług	debito	dług	N;MASC;SG	N;NOM;MASC;SG
debito	zadłużenie	debito	zadłużenie	N;MASC;SG	N;NOM;NEUT;SG
assumendo	zakładając	assumere	zakładać	V;V.MSDR	V;IPFV;PRS;V.CVB;ACT
assumendo	przyjmując	assumere	przyjmować	V;V.MSDR	V;IPFV;PRS;V.CVB;ACT
hank	hanka	hank	hanka	N	N;NOM;FEM;SG
falco	sokół	falco	sokół	N;MASC;SG	N;NOM;MASC;SG
falco	jastrząb	falco	jastrząć	N;MASC;SG	N;NOM;MASC;SG
ristampa	reedycja	ristampare	reedycja	N;FEM;SG	N;NOM;FEM;SG
madame	pani	madame	pani	N;FEM;SG	N;NOM;FEM;SG
daniela	daniela	daniela	danielać	N;FEM;SG	N;NOM;FEM;SG
storm	burza	storm	burza	N	N;NOM;FEM;SG
storm	sztorm	storm	sztorm	N	N;NOM;MASC;SG
fretta	pośpiech	fretta	pośpiech	N;FEM;SG	N;NOM;MASC;SG
fretta	pośpiech	fretta	pośpiech	N;FEM;SG	N;NOM;MASC;SG
portaerei	przewoźnik	portare	przewoźnik	N;FEM;SG	N;NOM;MASC;SG
portaerei	przewoźnika	portare	przewoźnik	N;FEM;SG	N;ACC;MASC;SG
portaerei	nośnik	portare	nośnik	N;FEM;SG	N;NOM;MASC;SG
battesimo	chrzest	battesimo	chrzest	N;MASC;SG	N;NOM;MASC;SG
battesimo	chrzest	battesimo	chrzest	N;MASC;SG	N;NOM;MASC;SG
interazione	współdziałanie	interazione	współdziałanie	N;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
interazione	interakcji	interazione	interakcja	N;FEM;SG	N;GEN;FEM;SG
islamica	islamskiej	islamico	islamski	ADJ;FEM;SG	ADJ;GEN;FEM;SG
diagnosi	rozpoznanie	diagnosi	rozpoznać	N;FEM	N;PFV;NOM;NEUT;SG;POS;V.MSDR
diagnosi	diagnoza	diagnosi	diagnoza	N;FEM	N;NOM;FEM;SG
diagnosi	diagnostyka	diagnosi	diagnostyka	N;FEM	N;NOM;FEM;SG
diagnosi	diagnozy	diagnosi	diagnoza	N;FEM	N;GEN;FEM;SG
diagnosi	diagnostyka	diagnosi	diagnostyka	N;FEM	N;NOM;FEM;SG
africana	afrykańskie	africano	afrykański	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
africana	afrykański	africano	afrykański	ADJ;FEM;SG	ADJ;NOM;MASC;SG
africana	afrykańska	africano	afrykański	ADJ;FEM;SG	ADJ;NOM;FEM;SG
prestazione	wykonanie	prestazione	wykonać	N;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
prestazione	skuteczność	prestazione	skuteczność	N;FEM;SG	N;NOM;FEM;SG
prestazione	występ	prestazione	występ	N;FEM;SG	N;ACC;MASC;SG
prestazione	wydajność	prestazione	wydajność	N;FEM;SG	N;ACC;FEM;SG
prestazione	wydajności	prestazione	wydajność	N;FEM;SG	N;GEN;FEM;SG
medioevale	średniowieczne	medioevale	średniowieczny	ADJ;SG	ADJ;NOM;NEUT;SG
ferita	rany	ferito	rana	N;FEM;SG	N;ACC;FEM;SG
reliquie	relikwie	reliquia	relikwia	N;FEM;PL	N;NOM;FEM;PL
dolci	słodycze	dolce	słodycz	N;PL	N;NOM;MASC;PL
dolci	ciastka	dolce	ciastka	N;PL	N;NOM;NEUT;PL
dolci	desery	dolce	deser	N;PL	N;NOM;MASC;PL
shanghai	szanghaju	shanghaio	szanghaj	N;MASC	N;GEN;MASC;SG
malcolm	malcolm	malcolm	malcol	N;MASC;SG	N;NOM;MASC;SG
malcolm	malcolma	malcolm	malcolm	N;MASC;SG	N;ACC;MASC;SG
pole	polak	pole	polak	N;FEM;SG	N;NOM;MASC;SG
pole	biegun	pole	bieguny	N;FEM;SG	N;NOM;MASC;SG
pole	pole	pole	pole	N;FEM;SG	N;NOM;NEUT;SG
pole	słup	pole	słup	N;FEM;SG	N;NOM;MASC;SG
espressa	wyrażony	espresso	wyrazić	ADJ;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
espressa	wyrażona	espresso	wyraż	ADJ;FEM;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
espressa	wyrażone	espresso	wyrazić	ADJ;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
quotidiani	gazet	quotidiano	gazeta	N;MASC;PL	N;GEN;FEM;PL
quotidiani	gazety	quotidiano	gazeta	N;MASC;PL	N;ACC;FEM;PL
improvviso	nagła	improvviso	nagły	ADJ;MASC;SG	ADJ;NOM;FEM;SG
censura	cenzurę	censurare	cenzura	N;FEM;SG	N;ACC;FEM;SG
censura	naganę	censurare	naganić	N;FEM;SG	N;ACC;FEM;SG
censura	cenzury	censurare	cenzura	N;FEM;SG	N;GEN;FEM;SG
browser	przeglądarki	browser	przeglądarka	N;MASC	N;GEN;FEM;SG
browser	przeglądarek	browser	przeglądarka	N;MASC	N;GEN;FEM;PL
browser	przeglądarka	browser	przeglądarka	N;MASC	N;NOM;FEM;SG
browser	przeglądarkę	browser	przeglądarka	N;MASC	N;ACC;FEM;SG
browser	przeglądarki	browser	przeglądarka	N;MASC	N;GEN;FEM;SG
browser	przeglądarce	browser	przeglądarka	N;MASC	N;DAT;FEM;SG
ombre	cienie	ombra	cień	N;FEM;PL	N;NOM;MASC;PL
alonso	alonso	alonso	alonso	N;MASC;SG	N;NOM;MASC;SG
margini	marginesy	margine	margines	N;MASC;PL	N;NOM;MASC;PL
incrocio	skrzyżowania	incrocio	skrzyżowanie	N;MASC;SG	N;NOM;NEUT;SG
incrocio	skrzyżowaniu	incrocio	skrzyżowanie	N;MASC;SG	N;DAT;NEUT;SG
incrocio	skrzyżowanie	incrocio	skrzyżowanie	N;MASC;SG	N;NOM;NEUT;SG
eastern	wschód	eastern	wschód	N;SG	N;NOM;MASC;SG
gilles	gilles	gilles	gilles	N;MASC;SG	N;NOM;MASC;SG
pakistan	pakistanu	pakistan	pakistan	N;SG	N;GEN;MASC;SG
rod	pręt	rod	pręt	N;MASC	N;NOM;MASC;SG
invisibile	niewidoczne	invisibile	niewidoczny	ADJ;SG	ADJ;NOM;NEUT;SG
invisibile	niewidzialna	invisibile	niewidzialny	ADJ;SG	ADJ;NOM;FEM;SG
invisibile	niewidzialny	invisibile	niewidzialny	ADJ;SG	ADJ;NOM;MASC;SG
invisibile	niewidoczny	invisibile	niewidoczny	ADJ;SG	ADJ;NOM;MASC;SG
invisibile	niewidzialne	invisibile	niewidzialny	ADJ;SG	ADJ;NOM;NEUT;SG
invisibile	niewidoczne	invisibile	niewidoczny	ADJ;SG	ADJ;NOM;NEUT;SG
invisibile	niewidoczny	invisibile	niewidoczny	ADJ;SG	ADJ;NOM;MASC;SG
invisibile	niewidocznym	invisibile	niewidoczny	ADJ;SG	ADJ;INS;MASC;SG
invisibile	niewidzialne	invisibile	niewidzialny	ADJ;SG	ADJ;NOM;NEUT;SG
mammiferi	ssaków	mammifero	ssak	N;MASC;PL	N;GEN;MASC;PL
mammiferi	ssaki	mammifero	ssak	N;MASC;PL	N;NOM;MASC;PL
mammiferi	ssaki	mammifero	ssak	N;MASC;PL	N;NOM;MASC;PL
biologia	biologii	biologia	biologia	N;FEM;SG	N;GEN;FEM;SG
biologia	biologia	biologia	biologia	N;FEM;SG	N;NOM;FEM;SG
propulsione	napęd	propulsione	napęd	N;FEM;SG	N;NOM;MASC;SG
sonata	sonata	sonato	sonat	N;FEM;SG	N;NOM;FEM;SG
