dari	от	dari	от	ADP	ADP
dikelilingi	обграден	dikelilingi	обградя	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
dikelilingi	заобиколен	dikelilingi	заобиколя	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
beban	натоварване	beban	натоварване	N;SG	N;INDF;NEUT;SG
beban	зареждане	beban	зареждане	N;SG	N;INDF;NEUT;SG
beban	товар	beban	товар	N;SG	N;INDF;MASC;SG
beban	бреме	beban	бреме	N;SG	N;INDF;NEUT;SG
beban	тежест	beban	тежест	N;SG	N;INDF;FEM;SG
beban	разход	beban	разход	N;SG	N;INDF;MASC;SG
utusan	пратеник	utusan	пратеник	N;SG	N;INDF;MASC;SG
utusan	пратеник	utusan	пратеник	N;SG	N;INDF;MASC;SG
dicapai	постигнато	dicapai	постигна	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
dicapai	достигната	dicapai	достигна	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
dicapai	изпълнена	dicapai	изпълня-(се)	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
dicapai	постигнато	dicapai	постигна	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
dicapai	постигната	dicapai	постигна	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
dicapai	постигнат	dicapai	постигна	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
senat	сенат	senat	сенат	N;SG	N;INDF;MASC;SG
senat	сената	senat	сенат	N;SG	N;DEF;FEM;SG
senat	сенатът	senat	сенат	N;SG	N;DEF;MASC;SG
tenis	тенис	tenis	тенис	N;SG	N;INDF;MASC;SG
atlet	спортист	atlet	спортист	N;SG	N;INDF;MASC;SG
atlet	атлет	atlet	атлет	N;SG	N;INDF;MASC;SG
atlet	джок	atlet	джок	N;SG	N;INDF;MASC;SG
pengacara	адвокат	pengacara	адвокат	N;SG	N;INDF;MASC;SG
pengacara	адвокатка	pengacara	адвокатка	N;SG	N;INDF;FEM;SG
pengacara	адвокат	pengacara	адвокат	N;SG	N;INDF;MASC;SG
pengacara	юрист	pengacara	юрист	N;SG	N;INDF;MASC;SG
menghilangkan	елиминира	menhilangkan	елиминирам	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
menghilangkan	елиминира	menhilangkan	елиминирам	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
katedral	катедралата	katedral	катедрала	N	N;DEF;FEM;SG
katedral	катедрала	katedral	катедрал	N	N;INDF;FEM;SG
katedral	duomo	katedral	duomo	N	N;INDF;MASC;SG
katedral	катедрали	katedral	катедрал	N	N;INDF;MASC;PL
pedoman	ръководство	pedoman	ръководство	N;SG	N;INDF;NEUT;SG
pedoman	гид	pedoman	гид	N;SG	N;INDF;MASC;SG
pedoman	пътеводител	pedoman	пътеводител	N;SG	N;INDF;MASC;SG
pedoman	водач	pedoman	водач	N;SG	N;INDF;MASC;SG
kamus	речници	kamus	речник	N	N;INDF;MASC;PL
kamus	речник	kamus	речник	N	N;INDF;MASC;SG
pelaksana	изпълнител	penlaksana	изпълнител	N;SG	N;INDF;MASC;SG
jurnalis	журналист	jurnalis	журналист	N;SG	N;INDF;MASC;SG
jurnalis	журналистка	jurnalis	журналистка	N;SG	N;INDF;FEM;SG
kolom	колона	kolom	колона	N;SG	N;INDF;FEM;SG
kolom	полето	kolom	поле	N;SG	N;DEF;NEUT;SG
kolom	поле	kolom	поле	N;SG	N;INDF;NEUT;SG
kolom	фийлдс	kolom	фийлдс	N;SG	N;INDF;MASC;SG
peranan	роля	peranan	роля	N;SG	N;INDF;FEM;SG
indeks	индекс	indeks	индекс	N;SG	N;INDF;MASC;SG
indeks	показател	indeks	показател	N;SG	N;INDF;MASC;SG
manual	наръчници	manual	наръчник	N	N;INDF;MASC;PL
manual	ръководство	manual	ръководство	N	N;INDF;NEUT;SG
manual	ръчен	manual	ръчен	N	N;INDF;MASC;SG
mengajarkan	преподава	menajarkan	преподавам	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
tipis	тънък	tipis	тънък	ADJ;SG	ADJ;INDF;MASC;SG
tipis	слаб	tipis	слаб	ADJ;SG	ADJ;INDF;MASC;SG
tipis	слаба	tipis	слаб	ADJ;SG	ADJ;INDF;FEM;SG
doktrin	доктрина	doktrin	доктрина	N;SG	N;INDF;FEM;SG
pengaturan	постановка	penaturan	постановка	N;SG	N;INDF;FEM;SG
pengaturan	настройка	penaturan	настройка	N;SG	N;INDF;FEM;SG
pengaturan	настройка	penaturan	настройка	N;SG	N;INDF;FEM;SG
pengaturan	подредба	penaturan	подредба	N;SG	N;INDF;FEM;SG
pengaturan	уговорка	penaturan	уговорка	N;SG	N;INDF;FEM;SG
pengaturan	споразумение	penaturan	споразумение	N;SG	N;INDF;NEUT;SG
sampah	боклук	sampah	боклук	N;SG	N;INDF;MASC;SG
sampah	боклук	sampah	боклук	N;SG	N;INDF;MASC;SG
sampah	боклук	sampah	боклук	N;SG	N;INDF;MASC;SG
tali	въже	tali	въже	N;SG	N;INDF;NEUT;SG
tali	ремък	tali	ремък	N;SG	N;INDF;MASC;SG
tali	каишка	tali	каишка	N;SG	N;INDF;FEM;SG
tangkis	бадминтон	tangkis	бадминтон	N;SG	N;INDF;MASC;SG
koalisi	коалиция	koalisi	коалиция	N;SG	N;INDF;FEM;SG
koalisi	коалицията	koalisi	коалиция	N;SG	N;DEF;FEM;SG
dihitung	изчислено	dihitung	изчисля	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
dihitung	изчислено	dihitung	изчисля	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
dihitung	изчислен	dihitung	изчисля-(се)	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
dihitung	изчислена	dihitung	изчисля	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
finalis	финалист	finalis	финалист	N;SG	N;INDF;MASC;SG
sore	вечер	sore	вечер	N;SG	N;INDF;FEM;SG
sore	вечерта	sore	вечер	N;SG	N;DEF;FEM;SG
boneka	кукла	boneka	кукло	N;SG	N;INDF;FEM;SG
boneka	марионетка	boneka	марионетка	N;SG	N;INDF;FEM;SG
boneka	кукла	boneka	кукло	N;SG	N;INDF;FEM;SG
keluaran	продукция	keluaran	продукция	N;SG	N;INDF;FEM;SG
keluaran	изход	keluaran	изход	N;SG	N;INDF;MASC;SG
keluaran	изход	keluaran	изход	N;SG	N;INDF;MASC;SG
arsitek	архитект	arsitek	архитект	N;SG	N;INDF;MASC;SG
ladang	фермата	ladang	ферма	N;SG	N;DEF;FEM;SG
ladang	ферма	ladang	ферма	N;SG	N;INDF;FEM;SG
ladang	стопанство	ladang	стопанство	N;SG	N;INDF;NEUT;SG
jejak	пътека	jejak	пътека	N;SG	N;INDF;FEM;SG
jejak	следа	jejak	следа	N;SG	N;INDF;FEM;SG
jejak	диря	jejak	диря	N;SG	N;INDF;FEM;SG
jejak	трейс	jejak	трейс	N;SG	N;INDF;FEM;SG
pengambilan	взимане	penambilan	взимане	N;SG	N;INDF;NEUT;SG
pengambilan	пикап	penambilan	пикап	N;SG	N;INDF;MASC;SG
pengambilan	възвръщане	penambilan	възвръщане	N;SG	N;INDF;NEUT;SG
dipegang	държана	dipegang	държана	V;SG;PASS	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
dipegang	държан	dipegang	държа-(се)	V;SG;PASS	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
persyaratan	изискване	persyaratan	изискване	N;SG	N;INDF;NEUT;SG
peternakan	добитък	peternakan	добитък	N;SG	N;INDF;MASC;SG
peternakan	фермата	peternakan	ферма	N;SG	N;DEF;FEM;SG
peternakan	ферма	peternakan	ферма	N;SG	N;INDF;FEM;SG
peternakan	стопанство	peternakan	стопанство	N;SG	N;INDF;NEUT;SG
peternakan	ранчото	peternakan	ранчо	N;SG	N;DEF;NEUT;SG
peternakan	ранчо	peternakan	ранчо	N;SG	N;INDF;NEUT;SG
peternakan	отглеждане	peternakan	отглеждане	N;SG	N;INDF;NEUT;SG
peternakan	земеделие	peternakan	земеделие	N;SG	N;INDF;NEUT;SG
diajukan	представено	diajukan	представя-(се)	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
diajukan	подадена	diajukan	подам-(се)	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
diajukan	представена	diajukan	представя-(се)	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
diajukan	подадено	diajukan	подам-(се)	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
diajukan	подадена	diajukan	подам-(се)	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
diajukan	подадено	diajukan	подам-(се)	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
direkam	записано	direkam	запиша-(се)	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
direkam	записан	direkam	запиша-(се)	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
direkam	записана	direkam	запиша-(се)	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
menyanyi	пея	mennyanyi	пея	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
menyanyi	пее	mennyanyi	пея	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
temperatur	температурата	temperatur	температура	N	N;DEF;FEM;SG
temperatur	температура	temperatur	температура	N	N;INDF;FEM;SG
temperatur	температурите	temperatur	температура	N	N;DEF;FEM;PL
temperatur	температури	temperatur	температура	N	N;INDF;FEM;PL
membagi	раздели	menbagi	разделя-(се)	V;SG;ACT	V;PFV;IMP;SG;2;FIN
membagi	разделяй	menbagi	разделям-(се)	V;SG;ACT	V;IPFV;IMP;SG;2;FIN
janji	назначаване	janji	назначаване	N;SG	N;INDF;NEUT;SG
permanen	постоянен	permanen	постоянен	ADJ;SG	ADJ;INDF;MASC;SG
permanen	постоянна	permanen	постоянен	ADJ;SG	ADJ;INDF;FEM;SG
kargo	товари	kargo	товар	N	N;INDF;MASC;PL
kargo	товар	kargo	товар	N	N;INDF;MASC;SG
sihir	магия	sihir	магия	N;SG	N;INDF;FEM;SG
sihir	магьосничество	sihir	магьосничество	N;SG	N;INDF;NEUT;SG
sihir	вълшебство	sihir	вълшебство	N;SG	N;INDF;NEUT;SG
sihir	магия	sihir	магия	N;SG	N;INDF;FEM;SG
sihir	магьосничество	sihir	магьосничество	N;SG	N;INDF;NEUT;SG
tingkatan	равнище	tingkatan	равнище	N;SG	N;INDF;NEUT;SG
tingkatan	ниво	tingkatan	ниво	N;SG	N;INDF;NEUT;SG
diserang	атакуван	diserang	атакувам	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
yakin	уверен	yakin	уверен	ADJ;SG	ADJ;INDF;MASC;SG
yakin	уверена	yakin	уверя-(се)	ADJ;SG	ADJ;INDF;FEM;SG
tikus	гризач	tikus	гризач	N;SG	N;INDF;MASC;SG
tikus	плъх	tikus	плъх	N;SG	N;INDF;MASC;SG
tikus	маус	tikus	маус	N;SG	N;INDF;MASC;SG
tikus	мишка	tikus	мишка	N;SG	N;INDF;FEM;SG
hidangan	блюдо	hidangan	блюдо	N;SG	N;INDF;NEUT;SG
hidangan	ястие	hidangan	ястие	N;SG	N;INDF;NEUT;SG
dibesarkan	отгледана	dibesarkan	отгледам	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
dibesarkan	повдигнат	dibesarkan	повдигна-(се)	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
dibesarkan	отгледан	dibesarkan	отгледам	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
kakek	дядо	kakek	дядо	N;SG	N;INDF;MASC;SG
kakek	дядо	kakek	дядо	N;SG	N;INDF;MASC;SG
kabur	замъглено	kabur	замъгля-(се)	V;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
kabur	замъглено	kabur	замъгля-(се)	V;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
aset	актив	aset	актив	N;SG	N;INDF;MASC;SG
magister	магистър	magister	магистър	N	N;INDF;MASC;SG
pemasaran	маркетинг	penpasaran	маркетинг	N;SG	N;INDF;MASC;SG
insinyur	инжинер	insinyur	инжинер	N;SG	N;INDF;MASC;SG
insinyur	инженер	insinyur	инженер	N;SG	N;INDF;MASC;SG
kedutaan	посолство	kedutaan	посолство	N;SG	N;INDF;NEUT;SG
kedutaan	посолството	kedutaan	посолство	N;SG	N;DEF;NEUT;SG
adil	справедлив	adil	справедлив	ADJ;SG	ADJ;INDF;MASC;SG
adil	справедлива	adil	справедлив	ADJ;SG	ADJ;INDF;FEM;SG
lensa	леща	lensa	лещ	N;SG	N;INDF;FEM;SG
revisi	ревизия	revisi	ревизия	N;SG	N;INDF;FEM;SG
revisi	преработка	revisi	преработка	N;SG	N;INDF;FEM;SG
revisi	преразглеждане	revisi	преразглеждане	N;SG	N;INDF;NEUT;SG
harimau	тигре	harimau	тигре	N	N;INDF;MASC;SG
harimau	тигър	harimau	тигър	N	N;INDF;MASC;SG
harimau	тигрите	harimau	тигра	N	N;DEF;FEM;PL
harimau	тигри	harimau	тигра	N	N;INDF;FEM;PL
sensor	датчик	sensor	датчик	N;SG	N;INDF;MASC;SG
sensor	сензор	sensor	сензор	N;SG	N;INDF;MASC;SG
sensor	цензура	sensor	цензура	N;SG	N;INDF;FEM;SG
engine	двигатели	engine	двигател	N	N;INDF;MASC;PL
engine	двигател	engine	двигател	N	N;INDF;MASC;SG
kenyataan	факт	kenyataan	факт	N;SG	N;INDF;MASC;SG
kenyataan	реалност	kenyataan	реалност	N;SG	N;INDF;FEM;SG
kenyataan	действителността	kenyataan	действителност	N;SG	N;DEF;FEM;SG
kenyataan	реалността	kenyataan	реалност	N;SG	N;DEF;FEM;SG
kenyataan	действителност	kenyataan	действителност	N;SG	N;INDF;FEM;SG
memperluas	разшири	menperluas	разширя-(се)	V;SG;ACT	V;PFV;IMP;SG;2;FIN
tebing	каньон	tebing	каньон	N	N;INDF;MASC;SG
tebing	каньона	tebing	каньон	N	N;DEF;MASC;SG
tebing	скали	tebing	скала	N	N;INDF;FEM;PL
tebing	скала	tebing	скала	N	N;INDF;FEM;SG
remix	ремикс	remix	ремикс	N	N;INDF;MASC;SG
guitar	китарата	guitar	китар	N	N;DEF;FEM;SG
guitar	китара	guitar	китар	N	N;INDF;FEM;SG
kepausan	папството	kepausan	папство	N;SG	N;DEF;NEUT;SG
diameter	диаметър	diameter	диаметър	N;SG	N;INDF;MASC;SG
gitaris	китарист	gitaris	китарист	N	N;INDF;MASC;SG
gitaris	китаристи	gitaris	китарист	N	N;INDF;MASC;PL
sampul	прикритие	sampul	прикритие	N;SG	N;INDF;NEUT;SG
sampul	корица	sampul	корица	N;SG	N;INDF;FEM;SG
sampul	покритие	sampul	покритие	N;SG	N;INDF;NEUT;SG
sampul	покриване	sampul	покриване	N;SG	N;INDF;NEUT;SG
pengawas	ръководител	penawas	ръководител	N;SG	N;INDF;MASC;SG
kedalaman	дълбочина	kedalaman	дълбочина	N;SG	N;INDF;FEM;SG
sepatu	обувка	sepatu	обувка	N;SG	N;INDF;FEM;SG
sepatu	обувката	sepatu	обувка	N;SG	N;DEF;FEM;SG
protes	протест	protes	протест	N;SG	N;INDF;MASC;SG
merayakan	празнува	menrayakan	празнувам	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
wadah	кораб	wadah	кораб	N;SG	N;INDF;MASC;SG
wadah	съд	wadah	съд	N;SG	N;INDF;MASC;SG
wadah	съд	wadah	съд	N;SG	N;INDF;MASC;SG
wadah	контейнер	wadah	контейнер	N;SG	N;INDF;MASC;SG
paduan	сплав	paduan	сплав	N;SG	N;INDF;FEM;SG
blogspot	blogspot	blogspot	blogspot	N	N;INDF;MASC;SG
dibedakan	изтъкнат	dibedakan	изтъкна	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
libya	либия	libya	либия	N;SG	N;INDF;FEM;SG
libya	либия	libya	либия	N;SG	N;INDF;FEM;SG
penilaian	рейтинг	pennilaian	рейтинг	N;SG	N;INDF;MASC;SG
penilaian	квалификация	pennilaian	квалификация	N;SG	N;INDF;FEM;SG
penilaian	преценка	pennilaian	преценка	N;SG	N;INDF;FEM;SG
penilaian	оценяване	pennilaian	оценяване	N;SG	N;INDF;NEUT;SG
penilaian	оценка	pennilaian	оценка	N;SG	N;INDF;FEM;SG
klip	клип	klip	клип	N;SG	N;INDF;MASC;SG
klip	пълнител	klip	пълнител	N;SG	N;INDF;MASC;SG
dianugerahi	възложена	dianugerahi	възложа	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
lengan	ръка	lengan	ръка	N;SG	N;INDF;FEM;SG
lengan	ръкав	lengan	ръкав	N;SG	N;INDF;MASC;SG
lengan	ръкава	lengan	ръкав	N;SG	N;DEF;MASC;SG
lengan	оръжие	lengan	оръжие	N;SG	N;INDF;NEUT;SG
penetapan	назначение	pentetapan	назначение	N;SG	N;INDF;NEUT;SG
penetapan	задача	pentetapan	задача	N;SG	N;INDF;FEM;SG
musikal	мюзикъл	musikal	мюзикъл	N	N;INDF;MASC;SG
musikal	мюзикъли	musikal	мюзикъл	N	N;INDF;MASC;PL
goreng	пържене	goreng	пържене	N;SG	N;INDF;NEUT;SG
goreng	пържен	goreng	пържен	N;SG	N;INDF;MASC;SG
goreng	пържено	goreng	пържено	N;SG	N;INDF;NEUT;SG
goreng	пържена	goreng	пържен	N;SG	N;INDF;FEM;SG
selam	гмуркане	selam	гмуркане	N;SG	N;INDF;NEUT;SG
selam	подводница	selam	подводница	N;SG	N;INDF;FEM;SG
selam	подводницата	selam	подводница	N;SG	N;DEF;FEM;SG
cerdas	интелигентен	cerdas	интелигентен	ADJ;SG	ADJ;INDF;MASC;SG
cerdas	интелигентна	cerdas	интелигентен	ADJ;SG	ADJ;INDF;FEM;SG
cerdas	умна	cerdas	умна	ADJ;SG	ADJ;INDF;FEM;SG
cerdas	умен	cerdas	умен	ADJ;SG	ADJ;INDF;MASC;SG
cedera	контузен	cedera	контузен	N;SG	N;INDF;MASC;SG
cedera	нараняване	cedera	нараняване	N;SG	N;INDF;NEUT;SG
cedera	контузия	cedera	контузия	N;SG	N;INDF;FEM;SG
cedera	травма	cedera	травма	N;SG	N;INDF;FEM;SG
cedera	вреда	cedera	вреда	N;SG	N;INDF;FEM;SG
minat	интерес	minat	интерес	N;SG	N;INDF;MASC;SG
minat	лихва	minat	лихва	N;SG	N;INDF;FEM;SG
transmisi	трансмисия	transmisi	трансмисия	N;SG	N;INDF;FEM;SG
transmisi	предаване	transmisi	предаване	N;SG	N;INDF;NEUT;SG
transmisi	пренос	transmisi	пренос	N;SG	N;INDF;MASC;SG
disiplin	дисциплина	disiplin	дисциплина	N;SG	N;INDF;FEM;SG
dipisahkan	разделен	dipisahkan	разделя-(се)	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
marinir	пехотинци	marinir	пехотинец	N	N;INDF;MASC;PL
marinir	пехотинец	marinir	пехотинец	N	N;INDF;MASC;SG
manfaat	полза	manfaat	полза	N;SG	N;INDF;FEM;SG
dibatasi	ограничено	dibatasi	огранича	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
dibatasi	ограничена	dibatasi	огранича-(се)	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
dibatasi	ограничен	dibatasi	огранича-(се)	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
dibatasi	ограничено	dibatasi	огранича	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
dibatasi	ограничена	dibatasi	огранича-(се)	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
dibatasi	ограничен	dibatasi	огранича-(се)	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
protokol	протокол	protokol	протокол	N;SG	N;INDF;MASC;SG
protokol	протоколът	protokol	протокол	N;SG	N;DEF;MASC;SG
penerimaan	допускане	penterimaan	допускане	N;SG	N;INDF;NEUT;SG
penerimaan	приемане	penterimaan	приемане	N;SG	N;INDF;NEUT;SG
penerimaan	прием	penterimaan	прием	N;SG	N;INDF;MASC;SG
penerimaan	приемане	penterimaan	приемане	N;SG	N;INDF;NEUT;SG
penerimaan	рецепция	penterimaan	рецепция	N;SG	N;INDF;FEM;SG
infrastruktur	инфраструктура	infrastruktur	инфраструктура	N;SG	N;INDF;FEM;SG
dihuni	населен	dihuni	населен	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
dihuni	населена	dihuni	населя	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
dihuni	населено	dihuni	населя	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
dihuni	населен	dihuni	населен	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
dihuni	населена	dihuni	населя	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
misteri	мистерия	misteri	мистерия	N;SG	N;INDF;FEM;SG
misteri	мистерията	misteri	мистерия	N;SG	N;DEF;FEM;SG
misteri	загадка	misteri	загадка	N;SG	N;INDF;FEM;SG
rentang	диапазон	rentang	диапазон	N;SG	N;INDF;MASC;SG
rentang	обхват	rentang	обхват	N;SG	N;INDF;MASC;SG
rentang	обсег	rentang	обсег	N;SG	N;INDF;MASC;SG
rentang	калибриране	rentang	калибриране	N;SG	N;INDF;NEUT;SG
ensiklopedia	енциклопедия	ensiklopedia	енциклопедия	N	N;INDF;FEM;SG
ensiklopedia	енциклопедии	ensiklopedia	енциклопедия	N	N;INDF;FEM;PL
melanggar	нарушава	menlanggar	нарушавам-(се)	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
melanggar	нарушил	menlanggar	наруша-(се)	V;SG;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
alur	парцел	alur	парцел	N;SG	N;INDF;MASC;SG
alur	сюжет	alur	сюжет	N;SG	N;INDF;MASC;SG
alur	заговор	alur	заговор	N;SG	N;INDF;MASC;SG
alur	поток	alur	поток	N;SG	N;INDF;MASC;SG
dibebaskan	освободен	dibebaskan	освободя-(се)	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
dibebaskan	освободена	dibebaskan	освободя-(се)	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
studios	студия	studios	студия	N	N;INDF;NEUT;PL
kerangka	рамка	kerangka	рамка	N;SG	N;INDF;FEM;SG
kerangka	скелета	kerangka	скелет	N;SG	N;DEF;MASC;SG
kerangka	скелет	kerangka	скелет	N;SG	N;INDF;MASC;SG
kewajiban	мито	kewajiban	мито	N;SG	N;INDF;NEUT;SG
kewajiban	дълг	kewajiban	дълг	N;SG	N;INDF;MASC;SG
kewajiban	задължение	kewajiban	задължение	N;SG	N;INDF;NEUT;SG
kewajiban	задължение	kewajiban	задължение	N;SG	N;INDF;NEUT;SG
bahaya	опасност	bahaya	опасност	N;SG	N;INDF;FEM;SG
bahaya	опасност	bahaya	опасност	N;SG	N;INDF;FEM;SG
bahaya	опастност	bahaya	опастност	N;SG	N;INDF;FEM;SG
survei	проучване	survei	проучване	N;SG	N;INDF;NEUT;SG
survei	анкета	survei	анкета	N;SG	N;INDF;FEM;SG
survei	изследване	survei	изследване	N;SG	N;INDF;NEUT;SG
budget	бюджет	budget	бюджет	N;SG	N;INDF;MASC;SG
telinga	ухо	telinga	ухо	N;SG	N;INDF;NEUT;SG
telinga	ухото	telinga	ухо	N;SG	N;DEF;NEUT;SG
motif	мотив	motif	мотив	N;SG	N;INDF;MASC;SG
menyetujui	одобри	mensetujui	одобря	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
solusi	разтвор	solusi	разтвор	N;SG	N;INDF;MASC;SG
solusi	решение	solusi	решение	N;SG	N;INDF;NEUT;SG
perbankan	банкиране	perbankan	банкиране	N;SG	N;INDF;NEUT;SG
dikaitkan	свързан	dikaitkan	свържа	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
dikaitkan	монтирана	dikaitkan	монтирам	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
dikaitkan	монтирано	dikaitkan	монтирам	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
dikaitkan	монтиран	dikaitkan	монтирам	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
khalifah	халифа	khalifah	халифа	N	N;DEF;MASC;SG
khalifah	халифа	khalifah	халифа	N	N;DEF;MASC;SG
instrumental	инструментали	instrumental	инструментал	N	N;INDF;MASC;PL
informatika	информатика	informatika	информатика	N;SG	N;INDF;FEM;SG
kudeta	преврат	kudeta	преврам	N;SG	N;INDF;MASC;SG
penerus	наследник	penterus	наследник	N;SG	N;INDF;MASC;SG
arkeologi	археология	arkeologi	археология	N;SG	N;INDF;FEM;SG
arkeologi	археологията	arkeologi	археология	N;SG	N;DEF;FEM;SG
arkeologi	археология	arkeologi	археология	N;SG	N;INDF;FEM;SG
geologi	геология	geologi	геология	N	N;INDF;FEM;SG
kursus	курс	kursus	курс	N;SG	N;INDF;MASC;SG
dihukum	наказан	dihukum	накажа	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
dihukum	наказана	dihukum	накажа	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
dihukum	осъдена	dihukum	осъдя	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
dihukum	осъден	dihukum	осъдя	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
dihukum	осъждан	dihukum	осъждам	V;SG;PASS	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
dihukum	осъден	dihukum	осъдя	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
dihukum	наказан	dihukum	накажа	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
dihukum	наказана	dihukum	накажа	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
kenaikan	издигане	kenaikan	издигане	N;SG	N;INDF;NEUT;SG
kenaikan	възнесение	kenaikan	възнесение	N;SG	N;INDF;NEUT;SG
penjajahan	професия	penjajahan	професия	N;SG	N;INDF;FEM;SG
penjajahan	окупация	penjajahan	окупация	N;SG	N;INDF;FEM;SG
renang	плуване	renang	плуване	N;SG	N;INDF;NEUT;SG
renang	плуване	renang	плуване	N;SG	N;INDF;NEUT;SG
kelebihan	екстра	kelebihan	екстра	N;SG	N;INDF;MASC;SG
kelebihan	излишък	kelebihan	излишък	N;SG	N;INDF;MASC;SG
dibeli	купена	dibeli	купен	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
dibeli	купен	dibeli	купен	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
dibeli	купена	dibeli	купен	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
dibeli	купен	dibeli	купен	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
dialog	диалог	dialog	диалог	N;SG	N;INDF;MASC;SG
dialog	диалог	dialog	диалог	N;SG	N;INDF;MASC;SG
surah	сура	surah	сура	N	N;INDF;FEM;SG
properti	имот	properti	имот	N;SG	N;INDF;MASC;SG
properti	собственост	properti	собственост	N;SG	N;INDF;FEM;SG
