hän	sy	hän	sy	PRO;NOM;SG;3	PRO;NOM;SG;3
materiaalia	beeldmateriaal	materiaali	beeldmateriaal	N;PRT;SG	N;SG
materiaalia	rots	materiaali	rots	N;PRT;SG	N;SG
materiaalia	materiaal	materiaali	materiaal	N;PRT;SG	N;SG
sinä	jy	sinä	jy	PRO;NOM;SG;2	PRO;NOM;SG;2
taisteli	gestry	taistella	stry	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
kokoonpano	opstelling	kokoonpano	opstelling	N;NOM;SG	N;SG
kokoonpano	gemeente	kokoonpano	gemeent	N;NOM;SG	N;SG
kokoonpano	samestelling	kokoonpano	samestelling	N;NOM;SG	N;SG
kokoonpano	komposisie	kokoonpano	komposisie	N;NOM;SG	N;SG
kuun	maan	kuu	maan	N;GEN;SG	N;SG
laitos	instituut	laitos	instituut	N;NOM;SG	N;SG
roll	rol	roll	rol	N;NOM;SG	N;SG
jaa	deel	jaa	deel	V;IMP;SG;2;FIN;ACT	V;PRS
studio	ateljee	studio	ateljee	N;NOM;SG	N;SG
sekuntia	sekonde	sekunti	sekond	N;PRT;SG	N;SG
tehdas	plant	tehdas	plant	N;NOM;SG	N;SG
tehdas	fabriek	tehdas	fabriek	N;NOM;SG	N;SG
tutki	verken	tutkia	verken	V;IMP;SG;2;FIN;ACT	V;PRS
helppo	maklike	helppo	maklik	ADJ;NOM;SG	ADJ;NOM
dynastian	dinastie	dynastia	dinastie	N;GEN;SG	N;SG
yritykset	besighede	yritys	besigheid	N;NOM;PL	N;PL
yritykset	maatskappye	yritys	maatskappy	N;NOM;PL	N;PL
yritykset	korporasies	yritys	korporasie	N;NOM;PL	N;PL
yritykset	ondernemings	yritys	onderneming	N;NOM;PL	N;PL
eläinten	diere	eläin	dier	N;GEN;PL	N;PL
tukholmassa	stockholm	tukholma	stockholm	N;IN+ESS;SG	N;SG
matkusti	gekom	matkustaa	kom	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
kalifornian	kalifornië	kalifornia	kalifornië	N;GEN;SG	N;SG
teho	krag	teho	krag	N;NOM;SG	N;SG
teho	elektrisiteit	teho	elektrisiteit	N;NOM;SG	N;SG
alankomaat	nederlande	alan#komaat	nederland	N;NOM;SG	N;SG
avoin	deursigtige	avoin	deursigtig	ADJ;NOM;SG	ADJ;NOM
lukea	lees	lukea	lees	V;SG;NFIN;ACT	V;PRS
lukea	gelees	lukea	gelees	V;SG;NFIN;ACT	V;PST;V.PTCP
paluu	terugkeer	paluu	terugkeer	N;NOM;SG	N;SG
säätiön	fondament	säätiö	fondament	N;GEN;SG	N;SG
yhteiskunnan	samelewing	yhteis#kunta	samelewing	N;GEN;SG	N;SG
yhteiskunnan	gemeenskap	yhteis#kunta	gemeenskap	N;GEN;SG	N;SG
yhteiskunnan	geselskap	yhteis#kunta	geselskap	N;GEN;SG	N;SG
serie	serie	serie	serie	N;NOM;SG	N;SG
nousu	bestyging	nousu	bestyging	N;NOM;SG	N;SG
nousu	opkoms	nousu	opkoms	N;NOM;SG	N;SG
sijainti	ligging	sijainti	ligging	N;NOM;SG	N;SG
sillan	brug	silla	brug	N;GEN;SG	N;SG
kehittynyt	ontwikkel	kehittyä	ontwikkel	V;NOM;SG;V.PTCP;ACT	V;PRS
kehittynyt	gevorderd	kehittyä	gevorderd	V;NOM;SG;V.PTCP;ACT	V;PST
myyty	verkoop	myydä	verkoop	V;NOM;SG;V.PTCP;PASS	V;PRS
käynyt	besoek	käydä	besoek	V;NOM;SG;V.PTCP;ACT	V;PRS
insinööri	ingenieur	insinööri	ingenieur	N;NOM;SG	N;SG
menestystä	sukses	menestys	sukses	N;PRT;SG	N;SG
tähtien	sterre	tähtien	sterr	N;GEN;PL	N;PL
merkki	handelsmerk	merkki	handelsmerk	N;NOM;SG	N;SG
merkki	markus	merkki	markus	N;NOM;SG	N;SG
merkki	mark	merkki	mark	N;NOM;SG	N;SG
berliinissä	berlyn	berliini	berlyn	N;IN+ESS;SG	N;SG
yksikkö	eenheid	yksikkö	eenheid	N;NOM;SG	N;SG
kutsua	nooi	kutsua	nooi	V;SG;NFIN;ACT	V;PRS
autoa	motor	auto	motor	N;PRT;SG	N;SG
autoa	motorvoertuig	auto	motorvoertuig	N;PRT;SG	N;SG
työt	werksgeleenthede	työ	werksgeleentheid	N;NOM;PL	N;PL
työt	werke	työ	werk	N;NOM;PL	N;PL
työt	betrekkings	työ	betrekking	N;NOM;PL	N;PL
työt	poste	työ	pos	N;NOM;PL	N;PL
tehtäviä	take	tehtävä	taak	N;PRT;PL	N;PL
tekstiä	teksboodskap	teksti	teksboodskap	N;PRT;SG	N;SG
tekstiä	teks	teksti	teks	N;PRT;SG	N;SG
nostaa	lig	nostaa	lig	V;IND;SG;3;PRS;FIN;ACT	V;PRS
maailmanlaajuisesti	wêreldwyd	maailman#laajuisesti	wêreldwyd	ADV	ADV
löytynyt	gekry	löytyä	kry	V;NOM;SG;V.PTCP;ACT	V;PST;V.PTCP
löytynyt	gevind	löytyä	vind	V;NOM;SG;V.PTCP;ACT	V;PST;V.PTCP
neuvosto	raad	neuvosto	raad	N;NOM;SG	N;SG
tekijät	skrywers	tekijä	skrywer	N;NOM;PL	N;PL
tekijät	outeurs	tekijä	outeur	N;NOM;PL	N;PL
tekijät	bydraers	tekijä	bydraer	N;NOM;PL	N;PL
tekijät	faktore	tekijä	faktor	N;NOM;PL	N;PL
katsoi	gekyk	katsoa	gekyk	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
valtakunta	koninkryk	valta#kunta	koninkryk	N;NOM;SG	N;SG
aktiivinen	onaktiewe	aktiivinen	onaktief	ADJ;NOM;SG	ADJ;NOM
kuvanveistäjä	beeldhouer	kuva#veistäjä	beeldhouer	N;NOM;SG	N;SG
kohde	voorwerp	kohde	voorwerp	N;NOM;SG	N;SG
energia	energie	energia	energie	N;NOM;SG	N;SG
hävittäjä	torpedojaer	hävittäjä	torpedojaer	N;NOM;SG	N;SG
ostaa	aankoop	ostaa	aankoop	V;SG;FIN;ACT	V;PRS
ostaa	koop	ostaa	koop	V;SG;FIN;ACT	V;PRS
naisia	vroue	nainen	vrou	N;PRT;PL	N;PL
naisia	vrouens	nainen	vrou	N;PRT;PL	N;PL
lauluja	liedere	laulu	lied	N;PRT;PL	N;PL
lauluja	liedjies	laulu	liedjies	N;PRT;PL	N;PL
ottaen	vat	ottaa	vat	V;INS;SG;NFIN;ACT	V;PRS
kallio	rock	kallio	rock	N;NOM;SG	N;SG
tieteen	wetenskap	tiede	wetenskap	N;GEN;SG	N;SG
ratkaisu	oplossing	ratkaisu	oplossing	N;NOM;SG	N;SG
kiven	klip	kivi	klip	N;GEN;SG	N;SG
suora	direkte	suora	direk	ADJ;NOM;SG	ADJ;NOM
koira	hond	koira	hond	N;NOM;SG	N;SG
yhteys	konneksie	yhteys	konneksie	N;NOM;SG	N;SG
liitetty	geassosieer	liittää	assosieer	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
liitetty	aangeheg	liittää	aanheg	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
liitetty	verbind	liittää	verbind	V;NOM;SG;V.PTCP;PASS	V;PRS
miljoona	miljoen	miljoona	miljoen	NUM;NOM;SG	NUM
kasvi	plant	kasvi	plant	N;NOM;SG	N;SG
massa	massa	massa	massa	N;NOM;SG	N;SG
massa	pulp	massa	pulp	N;NOM;SG	N;SG
rautatie	spoorweg	rauta#tie	spoorweg	N;NOM;SG	N;SG
rautatie	spoorlyn	rauta#tie	spoorlyn	N;NOM;SG	N;SG
rautatie	spoorweg	rauta#tie	spoorweg	N;NOM;SG	N;SG
ajettiin	gedryf	ajaa	dryf	V;IND;PST;FIN;PASS	V;PST;V.PTCP
rakkaus	liefde	rakkaus	liefde	N;NOM;SG	N;SG
otetaan	neem	ottaa	neem	V;IND;PRS;FIN;PASS	V;PRS
otetaan	tree	ottaa	tree	V;IND;PRS;FIN;PASS	V;PRS
otetaan	vat	ottaa	vat	V;IND;PRS;FIN;PASS	V;PRS
ilmoittaa	aankondig	ilmoittaa	aankondig	V;IND;SG;3;PRS;FIN;ACT	V;PRS
haudattu	begrawe	haudata	begrawe	V;NOM;SG;V.PTCP;PASS	V;PRS
moottorin	masjien	moottori	masjien	N;GEN;SG	N;SG
moottorin	enjin	moottori	enjin	N;GEN;SG	N;SG
moottorin	motor	moottori	motor	N;GEN;SG	N;SG
kaupan	winkel	kauppa	winkel	N;GEN;SG	N;SG
rajaa	grens	raja	grens	N;PRT;SG	N;SG
rajaa	snoei	raja	snoei	N;PRT;SG	N;SG
pelit	speletjies	peli	speletjies	N;NOM;PL	N;PL
pelit	wedstryde	peli	wedstryde	N;NOM;PL	N;PL
päivitetty	opgegradeer	päivittää	opgegradeer	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
päivitetty	opgedateer	päivittää	opdateer	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
päivitetty	gewysig	päivittää	wysig	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
päivitetty	bygewerk	päivittää	bywerk	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
suunnittelija	ontwerper	suunnittelija	ontwerper	N;NOM;SG	N;SG
äänen	klank	ääni	klank	N;GEN;SG	N;SG
kuuluisa	bekende	kuuluisa	bekend	ADJ;NOM;SG	ADJ;NOM
kivi	klip	kivi	klip	N;NOM;SG	N;SG
kivi	rock	kivi	rock	N;NOM;SG	N;SG
säilyttää	handhaaf	säilyttää	handhaaf	V;SG;NFIN;ACT	V;PRS
säilyttää	onderhou	säilyttää	onderhou	V;SG;NFIN;ACT	V;PRS
päähenkilö	hoofkarakter	pää#henkilö	hoofkarakter	N;NOM;SG	N;SG
vaihtaa	ruil	vaihtaa	ruil	V;SG;NFIN;ACT	V;PRS
vaihtaa	ruil	vaihtaa	ruil	V;SG;NFIN;ACT	V;PRS
vaihtaa	uitruil	vaihtaa	uitruil	V;SG;NFIN;ACT	V;PRS
laiva	skip	laiva	skip	N;NOM;SG	N;SG
laiva	boot	laiva	boot	N;NOM;SG	N;SG
samanaikaisesti	gelyktydig	samanaikaisesti	gelyktydig	ADV	ADV
reitti	roete	reitti	roet	N;NOM;SG	N;SG
keskittynyt	gefokusde	keskittyä	fokus	V;NOM;SG;V.PTCP;ACT	V;PST;V.PTCP
jotakin	iets	jokin	iets	PRO;PRT;SG	PRO
parlamentti	parlement	parlamentti	parlement	N;NOM;SG	N;SG
yhteisö	samelewing	yhteisö	samelewing	N;NOM;SG	N;SG
yhteisö	gemeenskap	yhteisö	gemeenskap	N;NOM;SG	N;SG
perinteinen	tradisionele	perinteinen	tradisioneel	ADJ;NOM;SG	ADJ;NOM
laulaa	eer	laulaa	eer	V;IND;SG;3;PRS;FIN;ACT	V;PRS
laulaa	sing	laulaa	sing	V;IND;SG;3;PRS;FIN;ACT	V;PRS
laulaa	sing	laulaa	sing	V;IND;SG;3;PRS;FIN;ACT	V;PRS
autojen	motors	auto	motors	N;GEN;PL	N;PL
autojen	karre	auto	karr	N;GEN;PL	N;PL
autojen	motorvoertuie	auto	motorvoertuig	N;GEN;PL	N;PL
katsojaa	aansig	katsoja	aansig	N;PRT;SG	N;SG
katsojaa	kyker	katsoja	kyker	N;PRT;SG	N;SG
argentiinan	argentinië	argentiina	argentinië	N;GEN;SG	N;SG
kuljettaja	aandrywer	kuljettaja	aandrywer	N;NOM;SG	N;SG
hyväksyttiin	goedgekeur	hyväksyä	goedkeur	V;IND;PST;FIN;PASS	V;PST;V.PTCP
hyväksyttiin	aangeneem	hyväksyä	aanneem	V;IND;PST;FIN;PASS	V;PST;V.PTCP
julkaista	publiseer	julkaista	publiseer	V;SG;NFIN;ACT	V;PRS
julkaisun	plasing	julkaisu	plasing	N;GEN;SG	N;SG
tapahtuman	geleentheid	tapahtuma	geleentheid	N;GEN;SG	N;SG
vaikkakin	hoewel	vaikka	hoewel	CONJ	CONJ
vaikkakin	alhoewel	vaikka	alhoewel	CONJ	CONJ
lintu	voël	lintu	voël	N;NOM;SG	N;SG
selkeästi	duidelik	selkeästi	duidelik	ADV	ADV
kirjoitetaan	skryf	kirjoittaa	skryf	V;IND;PRS;FIN;PASS	V;PRS
kaupunkien	dorpe	kaupunki	dorpe	N;GEN;PL	N;PL
kaupunkien	stede	kaupunki	stede	N;GEN;PL	N;PL
kirjoittaja	skrywer	kirjoittaja	skrywer	N;NOM;SG	N;SG
kirjoittaja	outeur	kirjoittaja	outeur	N;NOM;SG	N;SG
kirjoittaja	skrywer	kirjoittaja	skrywer	N;NOM;SG	N;SG
kirjoittaja	outeur	kirjoittaja	outeur	N;NOM;SG	N;SG
lintujen	voëls	lintu	voël	N;GEN;PL	N;PL
uskonto	religie	uskonto	religie	N;NOM;SG	N;SG
uskonto	godsdiens	uskonto	godsdiens	N;NOM;SG	N;SG
arena	arena	arena	arena	N;NOM;SG	N;SG
arvioitu	geskatte	arvioida	geskat	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
idea	idee	idea	idee	N;NOM;SG	N;SG
fysiikan	fisika	fysiikka	fisika	N;GEN;SG	N;SG
esimerkkejä	voorbeelde	esi#merkki	voorbeeld	N;PRT;PL	N;PL
yritysten	maatskappye	yritys	maatskappy	N;GEN;PL	N;PL
yritysten	ondernemings	yritys	onderneming	N;GEN;PL	N;PL
yritysten	besighede	yritys	besigheid	N;GEN;PL	N;PL
vaikutusta	impak	vaikutus	impak	N;PRT;SG	N;SG
vaikutusta	effek	vaikutus	effek	N;PRT;SG	N;SG
pelaajia	spelers	pelaaja	speler	N;PRT;PL	N;PL
suunnilleen	ongeveer	suunnilleen	ongeveer	ADV	ADV
miehiä	mans	mies	man	N;PRT;PL	N;PL
miehiä	manne	mies	man	N;PRT;PL	N;PL
society	samelewing	societty	samelewing	N;NOM;SG	N;SG
society	gemeenskap	societty	gemeenskap	N;NOM;SG	N;SG
society	geselskap	societty	geselskap	N;NOM;SG	N;SG
kirjallisuutta	letterkunde	kirjallisuus	letterkund	N;PRT;SG	N;SG
kirjallisuutta	literatuur	kirjallisuus	literatuur	N;PRT;SG	N;SG
esittely	bekendstelling	esittely	bekendstelling	N;NOM;SG	N;SG
esittely	inleiding	esittely	inleiding	N;NOM;SG	N;SG
esittely	demonstrasie	esittely	demonstrasie	N;NOM;SG	N;SG
esittely	bekendstelling	esittely	bekendstelling	N;NOM;SG	N;SG
esittely	voorlegging	esittely	voorlegging	N;NOM;SG	N;SG
nykyiset	bestaande	nykyinen	bestaan	ADJ;NOM;PL	ADJ;NOM
museum	museum	museum	museum	N;NOM;SG	N;SG
puolueet	partytjies	puolue	partytjie	N;NOM;PL	N;PL
puolueet	partye	puolue	party	N;NOM;PL	N;PL
pianisti	pianis	pianisti	pianis	N;NOM;SG	N;SG
muuttunut	gewysig	muuttua	wysig	V;NOM;SG;V.PTCP;ACT	V;PST;V.PTCP
levinnyt	sprei	levitä	sprei	V;NOM;SG;V.PTCP;ACT	V;PRS
nopeus	spoed	nopeus	spoed	N;NOM;SG	N;SG
alusten	vaartuie	alus	vaartuig	N;GEN;PL	N;PL
tuotteita	produkte	tuote	produk	N;PRT;PL	N;PL
tapahtumien	gebeure	tapahtuma	gebeure	N;GEN;PL	N;PL
tapahtumien	aktiwiteite	tapahtuma	aktiwiteit	N;GEN;PL	N;PL
tapahtumien	geleenthede	tapahtuma	geleentheid	N;GEN;PL	N;PL
säätiö	fondament	säätiö	fondament	N;NOM;SG	N;SG
saapuivat	gearriveer	saapua	arriveer	V;IND;PL;3;PST;FIN;ACT	V;PST;V.PTCP
saapuivat	aangekom	saapua	aankom	V;IND;PL;3;PST;FIN;ACT	V;PST;V.PTCP
latvian	letland	latvi	letland	N;GEN;SG	N;SG
budjetti	begroting	budjetti	begroting	N;NOM;SG	N;SG
vaihe	fase	vaihe	fase	N;NOM;SG	N;SG
vaihe	stap	vaihe	stap	N;NOM;SG	N;SG
vaihe	stadium	vaihe	stadium	N;NOM;SG	N;SG
vaihe	etage	vaihe	etag	N;NOM;SG	N;SG
päiväys	datum	päiväys	datum	N;NOM;SG	N;SG
patsas	standbeeld	patsas	standbeeld	N;NOM;SG	N;SG
edustaja	verteenwoordiger	edustaja	verteenwoordiger	N;NOM;SG	N;SG
maalaus	skildery	maalaus	skildery	N;NOM;SG	N;SG
auttoi	gehelp	auttaa	help	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
erillinen	diskrete	erillinen	diskreet	ADJ;NOM;SG	ADJ;NOM
erillinen	afsonderlike	erillinen	afsonderlik	ADJ;NOM;SG	ADJ;NOM
roolin	rol	rooli	rol	N;GEN;SG	N;SG
kirjallisuus	letterkunde	kirjallisuus	letterkund	N;NOM;SG	N;SG
kirjallisuus	literatuur	kirjallisuus	literatuur	N;NOM;SG	N;SG
ehdotti	voorgestel	ehdottaa	voorstel	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
turkki	turkse	turkki	turks	N;NOM;SG	N;SG
palkintoja	toekennings	palkinta	toekenning	N;PRT;PL	N;PL
palkintoja	toekenings	palkinta	toekening	N;PRT;PL	N;PL
palkintoja	trofeë	palkinta	trofee	N;PRT;PL	N;PL
tarjosi	aangebied	tarjota	aanbied	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
havaittu	gehandhaaf	havaita	gehandhaaf	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
havaittu	waargeneem	havaita	waarneneem	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
havaittu	bespeur	havaita	bespeur	V;NOM;SG;V.PTCP;PASS	V;PRS
piirikunnan	provinsie	piiri#kunta	provinsie	N;GEN;SG	N;SG
todellinen	werklike	todellinen	werklik	ADJ;NOM;SG	ADJ;NOM
muistomerkki	monument	muisto#merkki	monument	N;NOM;SG	N;SG
etsiä	vind	etsiä	vind	V;SG;NFIN;ACT	V;PRS
meri	oseaan	meri	oseaan	N;NOM;SG	N;SG
kasvien	plante	kasvi	plant	N;GEN;PL	N;PL
ilmasto	klimaat	ilmasto	klimaat	N;NOM;SG	N;SG
sanomalehti	koerant	sanoma#lehti	koerant	N;NOM;SG	N;SG
kaudet	seisoene	kausi	seisoen	N;NOM;PL	N;PL
kaudet	tydperke	kausi	tydperk	N;NOM;PL	N;PL
kaudet	periodes	kausi	periode	N;NOM;PL	N;PL
tarkasti	noukeurig	tarkasti	noukeurig	ADV	ADV
silmät	oë	silmä	oog	N;NOM;PL	N;PL
energiaa	energie	energia	energie	N;PRT;SG	N;SG
selittää	verduidelik	selittää	verduidelik	V;IND;SG;3;PRS;FIN;ACT	V;PRS
näyttelijät	akteurs	näyttelijä	akteur	N;NOM;PL	N;PL
tarkka	presiese	tarkka	presies	ADJ;NOM;SG	ADJ;NOM
tarkka	presiese	tarkka	presies	ADJ;NOM;SG	ADJ;NOM
vuori	berg	vuori	berg	N;NOM;SG	N;SG
määritelty	gedefinieer	määritellä	definieer	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
määritelty	omskryf	määritellä	omskryf	V;NOM;SG;V.PTCP;PASS	V;PRS
määritelty	gedefinieër	määritellä	definieër	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
määritelty	gespesifiseer	määritellä	spesifiseer	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
määritelty	spesifiseer	määritellä	spesifiseer	V;NOM;SG;V.PTCP;PASS	V;PRS
suosiota	gewildheid	suosio	gewildheid	N;PRT;SG	N;SG
pekingin	peking	pekinki	peking	N;GEN;SG	N;SG
jakson	episode	jakso	episode	N;GEN;SG	N;SG
sotilaat	soldiers	sotala	soldier	N;NOM;PL	N;PL
tukee	ondersteun	tukea	ondersteun	V;IND;SG;3;PRS;FIN;ACT	V;PRS
siirretty	geskuif	siirtää	skuif	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
siirretty	verhuis	siirtää	verhuis	V;NOM;SG;V.PTCP;PASS	V;PRS
siirretty	oorgedra	siirtää	oordra	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
tukholma	stockholm	tukholma	stockholm	N;NOM;SG	N;SG
association	vereniging	association	vereniging	N;GEN;SG	N;SG
association	assosiasie	association	assosiasie	N;GEN;SG	N;SG
laski	afgeneem	laskea	afneem	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
perustuslain	grondwet	perustus#laki	grondwet	N;GEN;SG	N;SG
kustannus	koste	kustannus	koste	N;NOM;SG	N;SG
veljekset	broers	veli	broers	N;NOM;PL	N;PL
maksaa	betaal	maksaa	betaal	V;IND;SG;3;PRS;FIN;ACT	V;PRS
edustajat	verteenwoordigers	edustaja	verteenwoordiger	N;NOM;PL	N;PL
edustajat	afgevaardigdes	edustaja	afvaardigde	N;NOM;PL	N;PL
aseita	wapens	ase	wapens	N;PRT;PL	N;PL
aseita	vuurwapens	ase	vuurwapens	N;PRT;PL	N;PL
osoitti	gewys	osoittaa	wys	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
arviolta	beraamde	arvio	beraam	N;AT+ABL;SG	N;SG
ravintola	restourant	ravintola	restourant	N;NOM;SG	N;SG
ravintola	restaurant	ravintola	restaurant	N;NOM;SG	N;SG
pitkälle	ver	pitkälle	ver	ADV	ADV
suunnittelu	beplanning	suunnittelu	beplanning	N;NOM;SG	N;SG
ministeri	minister	ministeri	minister	N;NOM;SG	N;SG
viikko	week	viikko	week	N;NOM;SG	N;SG
viikko	vakansie	viikko	vakansie	N;NOM;SG	N;SG
tilastot	statistieke	tilasto	statistiek	N;NOM;PL	N;PL
tilastot	statistieke	tilasto	statistiek	N;NOM;PL	N;PL
barcelona	barcelona	barcelo	barcelona	N;NOM;SG	N;SG
temppeli	tempel	temppeli	tempel	N;NOM;SG	N;SG
väitti	opgeëis	väittää	opsis	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
väitti	geëis	väittää	eis	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
asettaa	gestel	asettaa	stel	V;IND;SG;FIN;ACT	V;PST;V.PTCP
asettaa	instel	asettaa	instel	V;IND;SG;FIN;ACT	V;PRS
asettaa	stel	asettaa	stel	V;IND;SG;FIN;ACT	V;PRS
käyttäjiä	gebruikers	käyttäjä	gebruiker	N;PRT;PL	N;PL
elokuvista	flieks	elo#kuva	flieks	N;IN+ABL;PL	N;PL
elokuvista	rolprente	elo#kuva	rolprent	N;IN+ABL;PL	N;PL
vakavasti	erg	vakavasti	erg	ADV	ADV
syntyneet	gebore	syntyä	gebore	V;NOM;PL;V.PTCP;ACT	V;PRS
rykmentin	regiment	rykmentti	regiment	N;GEN;SG	N;SG
tietosanakirja	ensiklopedie	tieto#sana#kirja	ensiklopedie	N;NOM;SG	N;SG
college	kollege	college	kollege	N;NOM;SG	N;SG
kilpailuihin	kompetisies	kilpailu	kompetisie	N;IN+ALL;PL	N;PL
elossa	lewendig	elossa	lewendig	ADV	ADV
kalenteri	kalender	kalenteri	kalender	N;NOM;SG	N;SG
tehdyt	gemaak	tehdä	maak	V;NOM;PL;V.PTCP;PASS	V;PST;V.PTCP
palata	opgelewer	palata	oplewer	V;SG;NFIN;ACT	V;PST;V.PTCP
teoria	teorie	teoria	teorie	N;NOM;SG	N;SG
pormestari	burgemeester	pormestari	burgemeester	N;NOM;SG	N;SG
avasi	oopgemaak	avata	oopmaak	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
kapellimestari	geleier	kapelli#mestari	leier	N;NOM;SG	N;SG
ase	wapen	ase	wapen	N;NOM;SG	N;SG
pelejä	speletjies	peli	speletjies	N;PRT;PL	N;PL
pelejä	wedstryde	peli	wedstryde	N;PRT;PL	N;PL
barcelonan	barcelona	barcelona	barcelona	N;GEN;SG	N;SG
historiasta	geskiedenis	historia	geskiedenis	N;IN+ABL;SG	N;SG
valinta	seleksie	valinta	seleksie	N;NOM;SG	N;SG
vähentää	verminder	vähentää	verminder	V;IND;SG;3;PRS;FIN;ACT	V;PRS
vähentää	verminder	vähentää	verminder	V;IND;SG;3;PRS;FIN;ACT	V;PRS
kreikka	griekse	kreikka	grieks	N;NOM;SG	N;SG
kreikka	griekeland	kreikka	griekeland	N;NOM;SG	N;SG
hotelli	hotel	hotelli	hotel	N;NOM;SG	N;SG
vaalit	verkiesings	vaali	verkiesing	N;NOM;PL	N;PL
edistää	bevorder	edistää	bevorder	V;IND;SG;3;PRS;FIN;ACT	V;PRS
edistää	promoveer	edistää	promoveer	V;IND;SG;3;PRS;FIN;ACT	V;PRS
edistää	bemark	edistää	bemark	V;IND;SG;3;PRS;FIN;ACT	V;PRS
ranta	strand	ranta	strand	N;NOM;SG	N;SG
urheilijat	atlete	urheilija	atleet	N;NOM;PL	N;PL
loppui	geëindig	loppua	geëindig	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
talouden	ekonomie	talous	ekonomie	N;GEN;SG	N;SG
hinta	prys	hinta	prys	N;NOM;SG	N;SG
hinta	koste	hinta	koste	N;NOM;SG	N;SG
tutkia	verken	tutkia	verken	V;SG;NFIN;ACT	V;PRS
palkintoa	prys	palkinto	prys	N;PRT;SG	N;SG
palkintoa	toekenning	palkinto	toekenning	N;PRT;SG	N;SG
lajien	spesies	laji	spesie	N;GEN;PL	N;PL
ortodoksinen	ortodokse	ortodoksinen	ortodokse	ADJ;NOM;SG	ADJ;NOM
hyötyä	voordeel	hyöty	voordeel	N;PRT;SG	N;SG
tehtävät	take	tehtävä	taak	N;NOM;PL	N;PL
tarinoita	berigte	tarina	berigte	N;PRT;PL	N;PL
tarinoita	stories	tarina	stories	N;PRT;PL	N;PL
lopettaa	bedank	lopettaa	bedank	V;SG;NFIN;ACT	V;PRS
lopettaa	sluit	lopettaa	sluit	V;SG;NFIN;ACT	V;PRS
paikallinen	plaaslike	paikallinen	plaaslik	ADJ;NOM;SG	ADJ;NOM
tuoda	bring	tuoda	bring	V;SG;NFIN;ACT	V;PRS
käytettävä	gebruik	käyttää	gebruik	V;NOM;SG;V.PTCP;PASS	V;PRS
tasa	gelykheid	tasa	gelykheid	N;NOM;SG	N;SG
tasa	gelyke	tasa	gelyk	N;NOM;SG	N;SG
koneet	masjiene	kone	masjien	N;NOM;PL	N;PL
ruokaa	kos	ruoka	kos	N;PRT;SG	N;SG
ruokaa	voedsel	ruoka	voedsel	N;PRT;SG	N;SG
rotu	ras	rotu	ras	N;NOM;SG	N;SG
instituutti	instituut	instituutti	instituut	N;NOM;SG	N;SG
kaupunkeja	stede	kaupunki	stede	N;PRT;PL	N;PL
muokata	verander	muokata	verander	V;SG;NFIN;ACT	V;PRS
muokata	wysig	muokata	wysig	V;SG;NFIN;ACT	V;PRS
kartta	kaart	kartta	kaart	N;NOM;SG	N;SG
merkkejä	karakters	merkki	karakter	N;PRT;PL	N;PL
merkkejä	tekens	merkki	tekens	N;PRT;PL	N;PL
kemian	chemie	kemia	chemie	N;GEN;SG	N;SG
esiintyä	presteer	esiintyä	presteer	V;SG;NFIN;ACT	V;PRS
suunnitelman	plan	suunnitelma	plan	N;GEN;SG	N;SG
korjata	regmaak	korjata	regmaak	V;SG;NFIN;ACT	V;PRS
hylättiin	afgekeur	hylätä	afkeur	V;IND;PST;FIN;PASS	V;PST;V.PTCP
laivastoon	vloot	laivasto	vloot	N;IN+ALL;SG	N;SG
sivuston	webwerf	sivusto	webwerf	N;GEN;SG	N;SG
sivuston	webtuiste	sivusto	webtuiste	N;GEN;SG	N;SG
sveitsi	sweedse	sveitsi	sweeds	N;NOM;SG	N;SG
hahmot	vorms	hahmo	vorm	N;NOM;PL	N;PL
hahmot	karakters	hahmo	karakter	N;NOM;PL	N;PL
autoja	motors	auto	motors	N;PRT;PL	N;PL
