les	the	le	the	DET;DEF;PL	DET;DEF
théorème	theorem	théorème	theorem	N;MASC;SG	N;SG
télé	television	télé	television	N;FEM;SG	N;SG
expériences	experiments	expérience	experiment	N;FEM;PL	N;PL
expériences	experiences	expérience	experience	N;FEM;PL	N;PL
concurrence	competition	concurrence	competition	N;FEM;SG	N;SG
étudié	studied	étudier	study	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
massacre	massacre	massacre	massacre	N;MASC;SG	N;SG
potentiel	potential	potentiel	potential	N;MASC;SG	N;SG
annuel	annual	annuel	annual	ADJ;MASC;SG	ADJ
représenter	represent	représenter	represent	V;NFIN	V;IMP;FIN
représenter	representing	représenter	represent	V;NFIN	V;V.MSDR
dialogue	dialogue	dialogue	dialogue	N;MASC;SG	N;SG
dialogue	dialog	dialogue	dialog	N;MASC;SG	N;SG
présidente	chairperson	président	chairperson	N;FEM;SG	N;SG
présidente	chairwoman	président	chairwoman	N;FEM;SG	N;SG
évidemment	obviously	évidemment	obviously	ADV	ADV
annuelle	annual	annuel	annual	ADJ;FEM;SG	ADJ
grotte	cave	grotte	cave	N;FEM;SG	N;SG
grotte	grotto	grotte	grotto	N;FEM;SG	N;SG
pain	bread	pain	bread	N;MASC;SG	N;SG
toit	rooftop	toit	rooftop	N;MASC;SG	N;SG
toit	roof	toit	roof	N;MASC;SG	N;SG
entraineur	trainer	entraîneur	trainer	N;MASC;SG	N;SG
entraineur	coach	entraîneur	coach	N;MASC;SG	N;SG
personnels	personal	personnel	personal	ADJ;MASC;PL	ADJ
suivie	followed	suivre	follow	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
réduction	discount	réduction	discount	N;FEM;SG	N;SG
réduction	reduction	réduction	reduction	N;FEM;SG	N;SG
tension	tension	tension	tension	N;FEM;SG	N;SG
tension	voltage	tension	voltage	N;FEM;SG	N;SG
chaînes	channels	chaîne	channel	N;FEM;PL	N;PL
chaînes	chains	chaîne	chain	N;FEM;PL	N;PL
chaînes	strings	chaîne	string	N;FEM;PL	N;PL
soumis	submitted	soumettre	submit	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
intégration	integration	intégration	integration	N;FEM;SG	N;SG
rythme	pace	rythme	pace	N;MASC;SG	N;SG
rythme	rhythm	rythme	rhythm	N;MASC;SG	N;SG
intervient	intervenes	intervenir	intervene	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
arriver	arriving	arriver	arrive	V;NFIN	V;V.MSDR
arriver	arrive	arriver	arrive	V;NFIN	V;IMP;FIN
écart	deviation	écart	deviation	N;MASC;SG	N;SG
écart	variance	écart	variance	N;MASC;SG	N;SG
écart	gap	écart	gap	N;MASC;SG	N;SG
montré	shown	montrer	show	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
montré	showed	montrer	show	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN
montré	demonstrated	montrer	demonstrate	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
rupture	breakup	rupture	breakup	N;FEM;SG	N;SG
rupture	breaking	rupture	breaking	N;FEM;SG	N;SG
rupture	rupture	rupture	rupture	N;FEM;SG	N;SG
rupture	break	rupture	break	N;FEM;SG	N;SG
vague	wave	vague	wave	N;FEM;SG	N;SG
décor	decoration	décor	decoration	N;MASC;SG	N;SG
décor	decor	décor	decor	N;MASC;SG	N;SG
maintien	retention	maintien	retention	N;MASC;SG	N;SG
signal	signal	signal	signal	N;MASC;SG	N;SG
placée	placed	placer	place	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
suicide	suicide	suicide	suicide	N;MASC;SG	N;SG
accords	agreements	accord	agreement	N;MASC;PL	N;PL
accords	chords	accord	chord	N;MASC;PL	N;PL
refus	refusal	refus	refusal	N;MASC;SG	N;SG
refus	rejection	refus	rejection	N;MASC;SG	N;SG
refus	denial	refus	denial	N;MASC;SG	N;SG
périodes	periods	période	period	N;FEM;PL	N;PL
mentionné	mentioned	mentionner	mention	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
indiquer	indicate	indiquer	indicate	V;NFIN	V;IMP;FIN
crédit	credit	crédit	credit	N;MASC;SG	N;SG
librairie	bookshop	librairie	bookshop	N;FEM;SG	N;SG
librairie	library	librairie	library	N;FEM;SG	N;SG
librairie	bookstore	librairie	bookstore	N;FEM;SG	N;SG
audio	audio	audio	audio	N;MASC;SG	N;SG
fuite	leak	fuite	leak	N;FEM;SG	N;SG
fuite	leakage	fuite	leakage	N;FEM;SG	N;SG
dôme	dome	dôme	dome	N;MASC;SG	N;SG
associée	associated	associer	associate	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
reproduction	breeding	reproduction	breeding	N;FEM;SG	N;SG
reproduction	reproduction	reproduction	reproduction	N;FEM;SG	N;SG
parcs	parks	parc	park	N;MASC;PL	N;PL
entendu	heard	entendre	hear	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
hasard	coincidence	hasard	coincidence	N;MASC;SG	N;SG
hasard	chance	hasard	chance	N;MASC;SG	N;SG
dispositif	device	dispositif	device	N;MASC;SG	N;SG
habitant	inhabitant	habitant	inhabitant	N;MASC;SG	N;SG
acier	steel	acier	steel	N;MASC;SG	N;SG
réélu	reelected	réélire	reelect	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
traditions	traditions	tradition	tradition	N;FEM;PL	N;PL
formant	forming	former	form	V;PRS;V.PTCP	V;V.MSDR
générique	generic	générique	generic	ADJ;MASC;SG	ADJ
civilisation	civilization	civilisation	civilization	N;FEM;SG	N;SG
civilisation	civilisation	civilisation	civilisation	N;FEM;SG	N;SG
consacre	dedicates	consacrer	dedicate	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
consacre	devotes	consacrer	devotes	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
occuper	occupy	occuper	occupy	V;NFIN	V;IMP;FIN
réellement	truly	réellement	truly	ADV	ADV
réellement	really	réellement	really	ADV	ADV
silence	silence	silence	silence	N;MASC;SG	N;SG
admis	admitted	admettre	admit	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN
détruite	destroyed	détruire	destroy	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
définit	defines	définir	define	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
publier	publish	publier	publish	V;NFIN	V;IMP;FIN
arguments	arguments	argument	argument	N;MASC;PL	N;PL
contribue	contributes	contribuer	contribute	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
lait	milk	lait	milk	N;MASC;SG	N;SG
institute	institute	instituter	institute	N;MASC;SG	N;SG
antenne	aerial	antenne	aerial	N;FEM;SG	N;SG
antenne	antenna	antenne	antenna	N;FEM;SG	N;SG
charbon	coal	charbon	coal	N;MASC;SG	N;SG
charbon	charcoal	charbon	charcoal	N;MASC;SG	N;SG
archéologie	archeology	archéologie	archeology	N;FEM;SG	N;SG
archéologie	archaeology	archéologie	archaeology	N;FEM;SG	N;SG
agir	acting	agir	act	V;NFIN	V;V.MSDR
financement	financing	financement	financing	N;MASC;SG	N;SG
financement	funding	financement	funding	N;MASC;SG	N;SG
financement	finance	financement	finance	N;MASC;SG	N;SG
financement	fundraising	financement	fundraising	N;MASC;SG	N;SG
soutenir	supporting	soutenir	support	V;NFIN	V;V.MSDR
traducteur	translator	traducteur	translator	N;MASC;SG	N;SG
ambassade	embassy	ambassade	embassy	N;FEM;SG	N;SG
propositions	proposals	proposition	proposal	N;FEM;PL	N;PL
propositions	propositions	proposition	proposition	N;FEM;PL	N;PL
dur	tough	dur	tough	ADJ;MASC;SG	ADJ
dur	hard	dur	hard	ADJ;MASC;SG	ADJ
dur	badass	dur	badass	ADJ;MASC;SG	ADJ
dénomination	name	dénomination	name	N;FEM;SG	N;SG
dénomination	designation	dénomination	designation	N;FEM;SG	N;SG
dénomination	denomination	dénomination	denomination	N;FEM;SG	N;SG
constante	constant	constant	constant	ADJ;FEM;SG	ADJ
inclus	included	inclure	include	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
journalistes	reporters	journaliste	reporter	N;MASC;PL	N;PL
journalistes	journalists	journaliste	journalist	N;MASC;PL	N;PL
légère	slight	léger	slight	ADJ;FEM;SG	ADJ
légère	mild	léger	mild	ADJ;FEM;SG	ADJ
légère	lightweight	léger	lightweight	ADJ;FEM;SG	ADJ
incluant	including	inclure	include	V;PRS;V.PTCP	V;V.MSDR
marbre	marble	marbre	marble	N;MASC;SG	N;SG
trait	trait	trait	trait	N;MASC;SG	N;SG
clients	customers	client	customer	N;MASC;PL	N;PL
clients	clients	client	client	N;MASC;PL	N;PL
souvenirs	memories	souvenir	memory	N;MASC;PL	N;PL
souvenirs	souvenirs	souvenir	souvenir	N;MASC;PL	N;PL
étendue	extended	étendre	extend	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
insectes	insects	insecte	insect	N;MASC;PL	N;PL
insectes	bugs	insecte	bug	N;MASC;PL	N;PL
prisonnier	prisoner	prisonnier	prisoner	N;MASC;SG	N;SG
prisonnier	inmate	prisonnier	inmate	N;MASC;SG	N;SG
interdiction	prohibition	interdiction	prohibition	N;FEM;SG	N;SG
interdiction	ban	interdiction	ban	N;FEM;SG	N;SG
transition	transition	transition	transition	N;FEM;SG	N;SG
durable	sustainable	durable	sustainable	ADJ;MASC;SG	ADJ
durable	durable	durable	durable	ADJ;MASC;SG	ADJ
intelligence	intelligence	intelligence	intelligence	N;FEM;SG	N;SG
précédents	previous	précédent	previous	ADJ;MASC;PL	ADJ
photographies	photographs	photographie	photograph	N;FEM;PL	N;PL
photographies	photos	photographie	photo	N;FEM;PL	N;PL
payer	paying	payer	pay	V;NFIN	V;V.MSDR
payer	pay	payer	pay	V;NFIN	V;IMP;FIN
formée	formed	former	form	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
libéré	liberated	libérer	liberate	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
libéré	released	libérer	release	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
libéré	freed	libérer	freed	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
chaleur	heat	chaleur	heat	N;FEM;SG	N;SG
chaleur	warmth	chaleur	warmth	N;FEM;SG	N;SG
blog	blog	blog	blog	N;MASC;SG	N;SG
ingénieurs	engineers	ingénieur	engineer	N;MASC;PL	N;PL
municipales	municipal	municipale	municipal	ADJ;FEM;PL	ADJ
variétés	varieties	variété	variety	N;FEM;PL	N;PL
urgence	urgency	urgence	urgency	N;FEM;SG	N;SG
urgence	emergency	urgence	emergency	N;FEM;SG	N;SG
qualifie	qualifies	qualifier	qualify	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
capacités	capacities	capacité	capacity	N;FEM;PL	N;PL
capacités	capabilities	capacité	capability	N;FEM;PL	N;PL
présidents	presidents	président	president	N;MASC;PL	N;PL
présidents	chairpersons	président	chairperson	N;MASC;PL	N;PL
présidents	chairmen	président	chairme	N;MASC;PL	N;PL
étages	floors	étage	floor	N;MASC;PL	N;PL
beauté	beauty	beauté	beauty	N;FEM;SG	N;SG
indépendants	independent	indépendant	independent	ADJ;MASC;PL	ADJ
achat	purchasing	achat	purchase	N;MASC;SG	N;SG
achat	buying	achat	buying	N;MASC;SG	N;SG
camps	camps	camp	camp	N;MASC;PL	N;PL
marques	brands	marque	brand	N;FEM;PL	N;PL
marques	marques	marque	marque	N;FEM;PL	N;PL
marques	trademarks	marque	trademark	N;FEM;PL	N;PL
marques	marks	marque	mark	N;FEM;PL	N;PL
réponses	responses	réponse	response	N;FEM;PL	N;PL
réponses	answers	réponse	answer	N;FEM;PL	N;PL
réponses	replies	réponse	reply	N;FEM;PL	N;PL
admin	admin	admin	admin	N;MASC;SG	N;SG
solutions	solutions	solution	solution	N;FEM;PL	N;PL
inauguré	inaugurated	inaugurer	inaugurate	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
apparaître	appearing	apparaître	appear	V;NFIN	V;V.MSDR
apparaître	appear	apparaître	appear	V;NFIN	V;IMP;FIN
traiter	treat	traiter	treat	V;NFIN	V;IMP;FIN
graves	serious	grave	serious	ADJ;MASC;PL	ADJ
graves	severe	grave	severe	ADJ;MASC;PL	ADJ
testament	testament	testament	testament	N;MASC;SG	N;SG
prévue	planned	prévoir	plan	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
contribuer	contributing	contribuer	contribute	V;NFIN	V;V.MSDR
contribuer	contribute	contribuer	contribute	V;NFIN	V;IMP;FIN
décoration	decoration	décoration	decoration	N;FEM;SG	N;SG
décoration	decorating	décoration	decorate	N;FEM;SG	N;SG
fermé	closed	fermer	close	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
développée	developed	développer	develop	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
alphabet	alphabet	alphabet	alphabet	N;MASC;SG	N;SG
supplémentaire	additional	supplémentaire	additional	ADJ;MASC;SG	ADJ
supplémentaire	extra	supplémentaire	extra	ADJ;MASC;SG	ADJ
supplémentaire	supplementary	supplémentaire	supplementary	ADJ;MASC;SG	ADJ
supplémentaire	supplemental	supplémentaire	supplemental	ADJ;MASC;SG	ADJ
schéma	diagram	schéma	diagram	N;MASC;SG	N;SG
schéma	pattern	schéma	pattern	N;MASC;SG	N;SG
schéma	schema	schéma	schema	N;MASC;SG	N;SG
contribué	contributed	contribuer	contribute	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
campus	campus	campus	campus	N;MASC;SG	N;SG
représentée	represented	représenter	represent	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
pie	pie	pie	pie	N;MASC;SG	N;SG
pie	magpie	pie	magpie	N;MASC;SG	N;SG
resté	stayed	rester	stay	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN
resté	remained	rester	remain	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN
solide	solid	solide	solid	ADJ;MASC;SG	ADJ
masculine	masculine	masculin	masculine	ADJ;FEM;SG	ADJ
charges	charges	charge	charge	N;FEM;PL	N;PL
charges	loads	charge	load	N;FEM;PL	N;PL
bureaux	offices	bureau	office	N;MASC;PL	N;PL
atmosphère	atmosphere	atmosphère	atmosphere	N;FEM;SG	N;SG
réelle	real	réel	real	ADJ;FEM;SG	ADJ
ajout	addition	ajout	addition	N;MASC;SG	N;SG
réception	receipt	réception	receipt	N;FEM;SG	N;SG
réception	reception	réception	reception	N;FEM;SG	N;SG
mourir	die	mourir	die	V;NFIN	V;IMP;FIN
financier	financial	financier	financial	ADJ;MASC;SG	ADJ
personnelles	personal	personnel	personal	ADJ;FEM;PL	ADJ
témoin	witness	témoin	witness	N;MASC;SG	N;SG
conte	tale	conte	tale	N;MASC;SG	N;SG
règlement	regulation	règlement	regulation	N;MASC;SG	N;SG
shorts	shorts	short	short	N;MASC;PL	N;PL
horreur	horror	horreur	horror	N;FEM;SG	N;SG
manifeste	manifesto	manifeste	manifesto	N;MASC;SG	N;SG
pirates	pirates	pirate	pirate	N;MASC;PL	N;PL
pirates	hackers	pirate	hacker	N;MASC;PL	N;PL
fenêtre	window	fenêtre	window	N;FEM;SG	N;SG
assaut	assault	assaut	assault	N;MASC;SG	N;SG
délégation	delegation	délégation	delegation	N;FEM;SG	N;SG
acquisition	acquisition	acquisition	acquisition	N;FEM;SG	N;SG
inclut	include	inclure	include	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN
inclut	includes	inclure	include	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
évènements	events	évènement	event	N;MASC;PL	N;PL
défini	defined	définir	define	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
clés	keys	clé	key	N;FEM;PL	N;PL
certainement	certainly	certainement	certainly	ADV	ADV
certainement	definitely	certainement	definitely	ADV	ADV
revues	magazines	revue	magazine	N;FEM;PL	N;PL
revues	journals	revue	journal	N;FEM;PL	N;PL
morale	moral	moral	moral	ADJ;FEM;SG	ADJ
préfère	prefers	préférer	prefer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
préfère	prefer	préférer	prefer	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN
nobel	nobel	nobel	nobel	N;MASC;SG	N;SG
adultes	adults	adulte	adult	N;MASC;PL	N;PL
spectacles	performances	spectacle	performance	N;MASC;PL	N;PL
spectacles	shows	spectacle	show	N;MASC;PL	N;PL
emblème	emblem	emblème	emblem	N;MASC;SG	N;SG
littéralement	literally	littéralement	literally	ADV	ADV
trace	trace	trace	trace	N;FEM;SG	N;SG
ours	bear	ours	bear	N;MASC;SG	N;SG
portraits	portraits	portrait	portrait	N;MASC;PL	N;PL
limité	restricted	limiter	restrict	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
chevaliers	knights	chevalier	knights	N;MASC;PL	N;PL
chevaliers	chevaliers	chevalier	chevalier	N;MASC;PL	N;PL
bla	bla	bla	bla		
normes	standards	norme	standard	N;FEM;PL	N;PL
navale	naval	naval	naval	ADJ;FEM;SG	ADJ
récits	tales	récit	tale	N;MASC;PL	N;PL
pauvres	poor	pauvre	poor	ADJ;MASC;PL	ADJ
refuge	refuge	refuge	refuge	N;MASC;SG	N;SG
nourriture	food	nourriture	food	N;FEM;SG	N;SG
facteurs	factors	facteur	factor	N;MASC;PL	N;PL
balle	ball	balle	ball	N;FEM;SG	N;SG
balle	bullet	balle	bullet	N;FEM;SG	N;SG
dynamique	dynamic	dynamique	dynamic	ADJ;MASC;SG	ADJ
partenaire	partner	partenaire	partner	N;MASC;SG	N;SG
branches	branches	branche	branch	N;FEM;PL	N;PL
démission	resignation	démission	resignation	N;FEM;SG	N;SG
batailles	battles	bataille	battle	N;FEM;PL	N;PL
assassiné	murdered	assassiner	murder	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
assassiné	assassinated	assassiner	assassinate	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
illustré	illustrated	illustrer	illustrate	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
management	management	management	management	N;MASC;SG	N;SG
consulter	consult	consulter	consult	V;NFIN	V;IMP;FIN
intéressant	interesting	intéressant	interesting	ADJ;MASC;SG	ADJ
biais	bias	biais	bias	N;MASC;SG	N;SG
identique	identical	identique	identical	ADJ;MASC;SG	ADJ
identique	same	identique	same	ADJ;MASC;SG	ADJ
clôture	closure	clôture	closure	N;FEM;SG	N;SG
clôture	closing	clôture	closing	N;FEM;SG	N;SG
clôture	fence	clôture	fence	N;FEM;SG	N;SG
varie	varies	varier	vary	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
fournit	provides	fournir	provide	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
traités	processed	traiter	process	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP
respecter	respecting	respecter	respect	V;NFIN	V;V.MSDR
apparemment	apparently	apparemment	apparently	ADV	ADV
trio	threesome	trio	threesome	N;MASC;SG	N;SG
trio	trio	trio	trio	N;MASC;SG	N;SG
communistes	communists	communiste	communist	N;MASC;PL	N;PL
lourd	heavy	lourd	heavy	ADJ;MASC;SG	ADJ
sérieux	serious	sérieux	serious	ADJ;MASC;SG	ADJ
obligatoire	obligatory	obligatoire	obligatory	ADJ;MASC;SG	ADJ
obligatoire	mandatory	obligatoire	mandatory	ADJ;MASC;SG	ADJ
obligatoire	compulsory	obligatoire	compulsory	ADJ;MASC;SG	ADJ
fermée	closed	fermer	close	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
reconnue	recognised	reconnaître	recognise	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
reconnue	acknowledged	reconnaître	acknowledge	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
reconnue	recognized	reconnaître	recognize	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
explosion	blast	explosion	blast	N;FEM;SG	N;SG
explosion	explosion	explosion	explosion	N;FEM;SG	N;SG
honoré	honoured	honorer	honour	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
honoré	honored	honorer	honor	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
esclaves	slaves	esclave	slave	N;MASC;PL	N;PL
médecins	physicians	médecin	physician	N;MASC;PL	N;PL
médecins	doctors	médecin	doctor	N;MASC;PL	N;PL
désir	desire	désir	desire	N;MASC;SG	N;SG
désir	longing	désir	longing	N;MASC;SG	N;SG
désir	lust	désir	lust	N;MASC;SG	N;SG
physiques	physical	physique	physical	ADJ;MASC;PL	ADJ
culturels	cultural	culturel	cultural	ADJ;MASC;PL	ADJ
sec	dry	sec	dry	ADJ;MASC;SG	ADJ
divisé	divided	diviser	divide	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
indice	index	indice	index	N;MASC;SG	N;SG
indice	clue	indice	clue	N;MASC;SG	N;SG
indice	hint	indice	hint	N;MASC;SG	N;SG
comtesse	countess	comtesse	countess	N;FEM;SG	N;SG
paysans	peasants	paysan	peasant	N;MASC;PL	N;PL
parisienne	parisian	parisien	parisian	ADJ;FEM;SG	ADJ
noyau	kernel	noyau	kernel	N;MASC;SG	N;SG
noyau	nucleus	noyau	nucleus	N;MASC;SG	N;SG
germanique	germanic	germanique	germanic	ADJ;MASC;SG	ADJ
flux	stream	flux	stream	N;MASC;SG	N;SG
flux	flow	flux	flow	N;MASC;SG	N;SG
flux	flux	flux	flux	N;MASC;SG	N;SG
forts	strong	fort	strong	ADJ;MASC;PL	ADJ
motifs	motives	motif	motive	N;MASC;PL	N;PL
fleur	blossom	fleur	blossom	N;FEM;SG	N;SG
fleur	flower	fleur	flower	N;FEM;SG	N;SG
dizaines	tens	dizaine	ten	N;FEM;PL	N;PL
dizaines	dozens	dizaine	dozen	N;FEM;PL	N;PL
séance	session	séance	session	N;FEM;SG	N;SG
turc	turkish	turc	turkish	ADJ;MASC;SG	ADJ
réserves	reservations	réserve	reservation	N;FEM;PL	N;PL
réserves	reserves	réserve	reserve	N;FEM;PL	N;PL
tirer	shoot	tirer	shoot	V;NFIN	V;IMP;FIN
tirer	pull	tirer	pull	V;NFIN	V;IMP;FIN
envoyer	send	envoyer	send	V;NFIN	V;IMP;FIN
définir	set	définir	set	V;NFIN	V;FIN
définir	defining	définir	define	V;NFIN	V;V.MSDR
définir	define	définir	define	V;NFIN	V;IMP;FIN
micro	microphone	micro	microphone	N;MASC;SG	N;SG
micro	mic	micro	mic	N;MASC;SG	N;SG
oriental	oriental	oriental	oriental	ADJ;MASC;SG	ADJ
oriental	eastern	oriental	eastern	ADJ;MASC;SG	ADJ
géant	giant	géant	giant	N;MASC;SG	N;SG
paradis	heaven	paradis	heaven	N;MASC;SG	N;SG
paradis	paradise	paradis	paradise	N;MASC;SG	N;SG
relégué	relegated	reléguer	relegate	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
marqués	marked	marquer	mark	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP
édifices	buildings	édifice	building	N;MASC;PL	N;PL
entendre	hear	entendre	hear	V;NFIN	V;IMP;FIN
tempête	storm	tempête	storm	N;FEM;SG	N;SG
abréviations	abbreviations	abréviation	abbreviation	N;FEM;PL	N;PL
embouchure	mouth	embouchure	mouth	N;FEM;SG	N;SG
embouchure	mouthpiece	embouchure	mouthpiece	N;FEM;SG	N;SG
embouchure	embouchure	embouchure	embouchure	N;FEM;SG	N;SG
bonheur	happiness	bonheur	happiness	N;MASC;SG	N;SG
moine	monk	moine	monk	N;MASC;SG	N;SG
arm	arm	arm	arm	N;MASC;SG	N;SG
négociations	negotiations	négociation	negotiation	N;FEM;PL	N;PL
congrégation	congregation	congrégation	congregation	N;FEM;SG	N;SG
conclusion	conclusion	conclusion	conclusion	N;FEM;SG	N;SG
accent	accent	accent	accent	N;MASC;SG	N;SG
efficacité	efficiency	efficacité	efficiency	N;FEM;SG	N;SG
efficacité	effectiveness	efficacité	effectiveness	N;FEM;SG	N;SG
efficacité	efficacy	efficacité	efficacy	N;FEM;SG	N;SG
cuivre	copper	cuivre	copper	N;MASC;SG	N;SG
cuivre	brass	cuivre	brass	N;MASC;SG	N;SG
concile	synod	concile	synod	N;MASC;SG	N;SG
considérés	considered	considérer	consider	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP
grosse	big	gros	big	ADJ;FEM;SG	ADJ
viande	meat	viande	meat	N;FEM;SG	N;SG
indiqué	indicated	indiquer	indicate	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
communications	communications	communication	communication	N;FEM;PL	N;PL
romancier	novelist	romancier	novelist	N;MASC;SG	N;SG
probable	likely	probable	likely	ADJ;MASC;SG	ADJ
probable	probable	probable	probable	ADJ;MASC;SG	ADJ
escalier	stairway	escalier	stairway	N;MASC;SG	N;SG
escalier	staircase	escalier	staircase	N;MASC;SG	N;SG
escalier	stair	escalier	stair	N;MASC;SG	N;SG
argentin	argentinean	argentin	argentinean	ADJ;MASC;SG	ADJ
argentin	argentinian	argentin	argentinian	ADJ;MASC;SG	ADJ
argentin	argentine	argentin	argentine	ADJ;MASC;SG	ADJ
récupérer	retrieve	récupérer	retrieve	V;NFIN	V;IMP;FIN
récupérer	recover	récupérer	recover	V;NFIN	V;IMP;FIN
récupérer	reclaim	récupérer	reclaim	V;NFIN	V;IMP;FIN
chante	sings	chanter	sing	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
talent	talent	talent	talent	N;MASC;SG	N;SG
natation	swim	natation	swim	N;FEM;SG	N;SG
natation	swimming	natation	swim	N;FEM;SG	N;SG
apprendre	learn	apprendre	learn	V;NFIN	V;IMP;FIN
sols	floors	sol	floor	N;MASC;PL	N;PL
sols	soils	sol	soil	N;MASC;PL	N;PL
détruire	destroying	détruire	destroy	V;NFIN	V;V.MSDR
détruire	destroy	détruire	destroy	V;NFIN	V;IMP;FIN
ardenne	ardennes	ardenner	ardenne	N;FEM;SG	N;SG
client	customer	client	customer	N;MASC;SG	N;SG
client	client	client	client	N;MASC;SG	N;SG
syndrome	syndrome	syndrome	syndrome	N;MASC;SG	N;SG
restes	remains	reste	remains	N;MASC;PL	N;PL
restes	leftovers	reste	leftover	N;MASC;PL	N;PL
prêtres	priests	prêtre	priest	N;MASC;PL	N;PL
alcool	alcohol	alcool	alcohol	N;MASC;SG	N;SG
passages	crossings	passage	crossing	N;MASC;PL	N;PL
passages	passages	passage	passage	N;MASC;PL	N;PL
passages	passageways	passage	passageways	N;MASC;PL	N;PL
inspiration	inspiration	inspiration	inspiration	N;FEM;SG	N;SG
retiré	removed	retirer	remove	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
retiré	withdrawn	retirer	withdraw	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
sombre	dark	sombre	dark	ADJ;MASC;SG	ADJ
lourds	heavy	lourd	heavy	ADJ;MASC;PL	ADJ
habituellement	usually	habituellement	usually	ADV	ADV
habituellement	typically	habituellement	typically	ADV	ADV
vainqueurs	winners	vainqueur	winner	N;MASC;PL	N;PL
vainqueurs	victors	vainqueur	victor	N;MASC;PL	N;PL
nécessite	requires	nécessiter	require	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
nécessite	require	nécessiter	require	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN
racine	root	racine	root	N;FEM;SG	N;SG
fidèle	faithful	fidèle	faithful	ADJ;MASC;SG	ADJ
fidèle	loyal	fidèle	loyal	ADJ;MASC;SG	ADJ
lecteurs	readers	lecteur	reader	N;MASC;PL	N;PL
roux	rufous	roux	rufous	ADJ;MASC;SG	ADJ
roux	red	roux	red	ADJ;MASC;SG	ADJ
illustration	illustration	illustration	illustration	N;FEM;SG	N;SG
intégrer	integrate	intégrer	integrate	V;NFIN	V;IMP;FIN
