bir	ایک.	bir	ایک.		
çukur	رخنہ.	çukur	رخنہ.		
çukur	رخنہ.	çukur	رخنہ.		
candan	سچّا	candan	سچّا		
çalışıyorum	کارکردگی.	çalış	کارکردگی.	V;PROG;IND;SG;1;POS;INFM;PRS	V;SG;FIN;ACT
bağış	معطی	bağış	معطی		
bağış	دان.	bağış	دان.		
zar	غشا.	zar	غشا.		
şaman	عامل.	şaman	عامل.		
canım	حیرت	can	حیرت	N;NOM;SG;3	N;NOM;MASC;SG;3
canım	خوف	can	خوف	N;NOM;SG;3	N;NOM;MASC;SG;3
canım	حیرت	can	حیرت	N;NOM;SG;3	N;NOM;MASC;SG;3
canım	خوف	can	خوف	N;NOM;SG;3	N;NOM;MASC;SG;3
lodge	اعتراض	lodge	اعتراض	N;NOM;SG;3	N;NOM;MASC;SG;3
kafası	فرد	kafa	فرد	N;NOM;SG;3	N;NOM;MASC;SG;3
kafası	اسم	kafa	اسم	N;NOM;SG;3	N;NOM;MASC;SG;3
kafası	سربراہ	kafa	سربراہ	N;NOM;SG;3	N;NOM;MASC;SG;3
kafası	فرد	kafa	فرد	N;NOM;SG;3	N;NOM;MASC;SG;3
kafası	اسم	kafa	اسم	N;NOM;SG;3	N;NOM;MASC;SG;3
keyfi	زبردستی	keyif	زبردستی	N;NOM;SG;3	N;NOM;MASC;SG;3
düşme	برسنا	düş	برسنا		
düşme	جھکنا.	düş	جھکنا.		
düşme	سم.	düş	سم.		
düşme	برسنا	düş	برسنا		
düşme	جھکنا.	düş	جھکنا.		
düşme	سم.	düş	سم.		
hükümdarlık	اقتدار	hükümdarlık	اقتدار	N;NOM;SG;3	N;NOM;MASC;SG;3
hükümdarlık	حکومت	hükümdarlık	حکومت	N;NOM;SG;3	N;NOM;FEM;SG;3
hükümdarlık	اقتدار	hükümdarlık	اقتدار	N;NOM;SG;3	N;NOM;MASC;SG;3
hükümdarlık	حکومت	hükümdarlık	حکومت	N;NOM;SG;3	N;NOM;FEM;SG;3
hükümdarlık	بادشاہی	hükümdarlık	بادشاہی	N;NOM;SG;3	N;NOM;MASC;SG;3
basitçe	محض	basitçe	محض		
basitçe	فقط.	basitçe	فقط.		
hırsız	سارق	hırsız	سارق		
hırsız	سارق	hırsız	سارق		
hırsız	ڈاکو.	hırsız	ڈاکو.		
yün	صوف	yün	صوف		
yün	سمور	yün	سمور		
güneşi	آفتاب	güneş	آفتاب	N;NOM;SG;3	N;NOM;MASC;SG;3
pound	پیسنا	pound	پیسنا		
yahoo	گنوار	yahoo	گنوار		
yahoo	اُجڈ	yahoo	وجج		
verin	کہنا	ver	کہہ	V;PFV;IMP;PL;2;POS;PRS	V;MASC;NFIN
şebeke	جنگلہ	şebek	جنگلہ		
basamak	کھانچا	basamak	کھانچا		
salgın	بلا	salgın	بلا		
salgın	بلا	salgın	بلا		
tüylü	سمور	tüylü	سمور		
veba	بلا	veba	بلا		
veba	بلا	veba	بلا		
boşa	بیکار	boşa	بیکار		
boşa	پھکنا.	boşa	پھکنا.		
boşa	گھلاؤ	boşa	گھلاؤ		
düş	واہمہ	düş	واہمہ		
düş	آدرش	düş	آدرش		
göksel	سماوی	göksel	سماوی		
cansız	بودا	cansız	بودا		
sufi	عارف.	suf	عارف.		
kocaman	گراں	kocaman	گراں		
diz	زانو.	i	زانو.		
yassı	(	yass	(		
yassı	عین	yass	عین		
yassı	(	yass	(		
yassı	عین	yass	عین		
kulübe	(	kulübe	(		
kumanda	قدرت	kumanda	قدرت	N;NOM;SG;3	N;NOM;MASC;SG;3
kumanda	قابو	kumanda	قابو	N;NOM;SG;3	N;NOM;MASC;SG;3
kumanda	پڑتال	kumanda	پڑتال	N;NOM;SG;3	N;NOM;MASC;SG;3
kumanda	اختیار	kumanda	اختیار	N;NOM;SG;3	N;NOM;MASC;SG;3
kumanda	تصدیق	kumanda	تصدیق	N;NOM;SG;3	N;NOM;MASC;SG;3
kumanda	قبضہ	kumanda	قبضہ	N;NOM;SG;3	N;NOM;MASC;SG;3
kumanda	قابو	kumanda	قابو	N;NOM;SG;3	N;NOM;MASC;SG;3
kumanda	گرفت	kumanda	گرفت	N;NOM;SG;3	N;NOM;MASC;SG;3
arkadaşım	دوست	arkadaş	دوست	N;NOM;SG;3	N;NOM;MASC;SG;3
tat	مذاق-	tat	مذاق-		
tat	مذاق-	tat	مذاق-		
yukarda	اوپر	yukar	پر		
özü	ست	öz	ست		
özü	ملخص	öz	ملخص		
özü	(	öz	(		
özü	ملخص	öz	ملخص		
özü	(	öz	(		
özü	ست	öz	ست		
matrix	سانچا	matrix	سانچا		
neşeli	مگن	neşel	مگن		
kurbağa	غوک.	kurbak	غوک.		
sınırsız	(	sınırsız	(		
yıldızlı	ستارہ	yıldızlı	ستارہ	N;NOM;SG;3	N;NOM;MASC;SG;3
yıldızlı	ستارہ	yıldızlı	ستارہ	N;NOM;SG;3	N;NOM;MASC;SG;3
block	انگھڑ	block	انگھڑ		
block	ٹھس	block	ٹھس		
çimen	چراگاہ.	çimen	چراگاہ.		
grev	(	grev	(		
aleti	کل.	aleti	کل.		
aleti	کل.	aleti	کل.		
kumar	قمار	kumar	قمار		
kızgın	برہم.	kızgın	برہم.		
karışıklık	ترتیب	karışıklık	ترتیب	N;NOM;SG;3	N;NOM;FEM;SG;3
rüşvet	on	rüşvet	on		
zihin	خیال	zih	خیال	N;NOM;SG;3	N;NOM;MASC;SG;3
zihin	تعلق	zih	تعلق	N;NOM;SG;3	N;NOM;MASC;SG;3
zihin	شخص	zih	شخص	N;NOM;SG;3	N;NOM;MASC;SG;3
zihin	ذہن	zih	ذہن	N;NOM;SG;3	N;NOM;MASC;SG;3
zihin	یادداشت	zih	یادداشت	N;NOM;SG;3	N;NOM;FEM;SG;3
zihin	عقل	zih	عقل	N;NOM;SG;3	N;NOM;MASC;SG;3
zihin	چوکسی	zih	چوکسی	N;NOM;SG;3	N;NOM;MASC;SG;3
zihin	مقصد	zih	مقصد	N;NOM;SG;3	N;NOM;MASC;SG;3
zihin	نگہداشت	zih	نگہداشت	N;NOM;SG;3	N;NOM;MASC;SG;3
manevra	out	manevra	out		
kolaylık	سہولت	kolaylık	سہولت	N;NOM;SG;3	N;NOM;MASC;SG;3
kolaylık	شرمندگی	kolaylık	شرمندگی	N;NOM;SG;3	N;NOM;FEM;SG;3
kolaylık	بہبود	kolaylık	بہبود	N;NOM;SG;3	N;NOM;MASC;SG;3
kolaylık	موزونیت	kolaylık	موزونیت	N;NOM;SG;3	N;NOM;MASC;SG;3
kolaylık	بہتری	kolaylık	بہتری	N;NOM;SG;3	N;NOM;MASC;SG;3
kolaylık	افادیت	kolaylık	افادیت	N;NOM;SG;3	N;NOM;MASC;SG;3
kolaylık	خوبی	kolaylık	خوبی	N;NOM;SG;3	N;NOM;MASC;SG;3
kolaylık	سہولت	kolaylık	سہولت	N;NOM;SG;3	N;NOM;MASC;SG;3
kolaylık	بہبود	kolaylık	بہبود	N;NOM;SG;3	N;NOM;MASC;SG;3
kolaylık	موزونیت	kolaylık	موزونیت	N;NOM;SG;3	N;NOM;MASC;SG;3
kolaylık	بہتری	kolaylık	بہتری	N;NOM;SG;3	N;NOM;MASC;SG;3
kolaylık	افادیت	kolaylık	افادیت	N;NOM;SG;3	N;NOM;MASC;SG;3
kolaylık	خوبی	kolaylık	خوبی	N;NOM;SG;3	N;NOM;MASC;SG;3
kolaylık	سہولت	kolaylık	سہولت	N;NOM;SG;3	N;NOM;MASC;SG;3
hangisi	کسے	hangi	کوے		
komşusu	پڑوسی	komşu	پڑوسی	ADJ;NOM;SG;3	ADJ
komşusu	ہمسایہ	komşu	ہمسایہ	ADJ;NOM;SG;3	ADJ
yürek	کنہہ	yürek	کنہہ		
yürek	خلاصہ.	yürek	خلاصہ.		
yürek	کیفیت.	yürek	کیفیت.		
berber	تراشنا	berber	تراشنا		
berber	تراشنا	berber	تراشنا		
berber	مشاط	berber	مشاط		
samimi	ذاتی	samim	ذاتی	ADJ	ADJ
samimi	لازمی	samim	لازمی	ADJ	ADJ
samimi	فطری	samim	فطری	ADJ	ADJ
samimi	ذاتی	samim	ذاتی	ADJ	ADJ
samimi	لازمی	samim	لازمی	ADJ	ADJ
samimi	مانوس	samim	مانوس	ADJ	ADJ
samimi	فطری	samim	فطری	ADJ	ADJ
samimi	ایماندار	samim	ایماندار	ADJ	ADJ
samimi	ایماندار	samim	ایماندار	ADJ	ADJ
heyecan	تہیج	heyecan	تہیج		
çal	on	çal	on		
çal	on	çal	on		
çal	in	çal	in		
çal	(	çal	(		
kaset	فیتہ	kaset	فیتہ		
söyleşi	ملاقات	söyleşi	ملاقات	N;NOM;SG;3	N;NOM;FEM;SG;3
wan	(	wan	(		
wan	فق	wan	فق		
doğruluk	صداقت	doğruluk	صداقت	N;NOM;SG;3	N;NOM;MASC;SG;3
doğruluk	صداقت	doğruluk	صداقت	N;NOM;SG;3	N;NOM;MASC;SG;3
doğruluk	صحت	doğruluk	صحت	N;NOM;SG;3	N;NOM;FEM;SG;3
emlak	وصف	emlak	وصف	N;NOM;SG;3	N;NOM;MASC;SG;3
emlak	خصوصیت	emlak	خصوصیت	N;NOM;SG;3	N;NOM;MASC;SG;3
emlak	مکان	emlak	مکان	N;NOM;SG;3	N;NOM;MASC;SG;3
emlak	ملکیت	emlak	ملکیت	N;NOM;SG;3	N;NOM;MASC;SG;3
emlak	چائے	emlak	چائے	N;NOM;SG;3	N;NOM;MASC;SG;3
emlak	ربڑ	emlak	ربڑ	N;NOM;SG;3	N;NOM;MASC;SG;3
gm	(	gm	(		
karşılaştırma	مشابہت	karşılaş	مشابہت	N;NOM;SG;3	N;NOM;MASC;SG;3
karşılaştırma	موازنہ	karşılaş	موازنہ	N;NOM;SG;3	N;NOM;MASC;SG;3
karşılaştırma	مقابلہ	karşılaş	مقابلہ	N;NOM;SG;3	N;NOM;MASC;SG;3
promosyon	اشتہار.	promosyon	اشتہار.		
nüfuz	مکا.	nüfuz	مکا.		
ayar	موقع	ayar	موقع	N;NOM;SG;3	N;NOM;MASC;SG;3
ayar	محل	ayar	محل	N;NOM;SG;3	N;NOM;MASC;SG;3
ayar	ماحول	ayar	ماحول	N;NOM;SG;3	N;NOM;MASC;SG;3
materyal	مسالا	materyal	مسالا		
materyal	مسالا	materyal	مسالا		
adımı	اندازِپا.	adım	اندازِپا.	N;NOM;SG;3	N;NOM;MASC;SG;3
terzi	درزن.	terzi	درزن.		
iner	برسنا	iner	برسنا		
iner	درجے	iner	درجہ		
ebe	دائی.	ebe	دائی.		
arkadaşlık	دوستی	arkadaşlık	دوستی	N;NOM;SG;3	N;NOM;FEM;SG;3
şarj	بساہونا	şarj	بساہونا		
sunum	خطاب.	sun	خطاب.		
sunum	کھیل.	sun	کھیل.		
ölüler	بند	ölü	بند	ADJ;NOM;PL;3	ADJ
ölüler	جامد	ölü	جامد	ADJ;NOM;PL;3	ADJ
ölüler	قطعی	ölü	قطعی	ADJ;NOM;PL;3	ADJ
ölüler	مردہ	ölü	مردہ	ADJ;NOM;PL;3	ADJ
ölüler	متروک	ölü	متروک	ADJ;NOM;PL;3	ADJ
ölüler	مکمل	ölü	مکمل	ADJ;NOM;PL;3	ADJ
ölüler	سست	ölü	سست	ADJ;NOM;PL;3	ADJ
ölüler	بند	ölü	بند	ADJ;NOM;PL;3	ADJ
ölüler	جامد	ölü	جامد	ADJ;NOM;PL;3	ADJ
ölüler	قطعی	ölü	قطعی	ADJ;NOM;PL;3	ADJ
ölüler	مردہ	ölü	مردہ	ADJ;NOM;PL;3	ADJ
ölüler	متروک	ölü	متروک	ADJ;NOM;PL;3	ADJ
ölüler	مکمل	ölü	مکمل	ADJ;NOM;PL;3	ADJ
ölüler	سست	ölü	سست	ADJ;NOM;PL;3	ADJ
şöhret	(	şöhret	(		
şöhret	for	şöhret	for		
çeşitliliği	تنوع	çeşitlilik	تنوع	N;NOM;SG;3	N;NOM;MASC;SG;3
çeşitliliği	تنوع	çeşitlilik	تنوع	N;NOM;SG;3	N;NOM;MASC;SG;3
eksi	بدون	eksi	بدون		
eksi	بدون	eksi	بدون		
easy	(	easy	(		
easy	(	easy	(		
diploma	نسبت	diplom	نسبت	N;NOM;SG;3	N;NOM;MASC;SG;3
yakınlık	قربت	yakınlık	قربت	N;NOM;SG;3	N;NOM;MASC;SG;3
yakınlık	قربت	yakınlık	قربت	N;NOM;SG;3	N;NOM;MASC;SG;3
yakınlık	تعلق	yakınlık	تعلق	N;NOM;SG;3	N;NOM;MASC;SG;3
yakınlık	رشتہ	yakınlık	رشتہ	N;NOM;SG;3	N;NOM;MASC;SG;3
yakınlık	یگانگت	yakınlık	یگانگت	N;NOM;SG;3	N;NOM;MASC;SG;3
tanıklık	شہادت	tanıklık	شہادت	N;NOM;SG;3	N;NOM;MASC;SG;3
tasarruf	بچت	tasarruf	بچت	N;NOM;SG;3	N;NOM;FEM;SG;3
tasarruf	کفایت	tasarruf	کفایت	N;NOM;SG;3	N;NOM;MASC;SG;3
tasarruf	سختی	tasarruf	سختی	N;NOM;SG;3	N;NOM;MASC;SG;3
ace	یکہ	ace	یکہ		
turna	کرین	tur	کرین		
ithalat	مدّعا	ithalat	مدّعا		
kayın	زان	kayın	زان		
kafatası	کھوپڑی	kafata	کھوپڑی	N;NOM;SG;3	N;NOM;MASC;SG;3
kafatası	کھوپڑی	kafata	کھوپڑی	N;NOM;SG;3	N;NOM;MASC;SG;3
kafatası	سر	kafata	سر	N;NOM;SG;3	N;NOM;MASC;SG;3
kafatası	کھوپڑی	kafata	کھوپڑی	N;NOM;SG;3	N;NOM;MASC;SG;3
kontrat	(	kontrat	(		
felç	وار	felç	وار		
felç	ضرب	felç	ضرب		
kokusu	خوشبو	koku	خوشبو	N;NOM;SG;3	N;NOM;FEM;SG;3
kokusu	بدبو	koku	بدبو	N;NOM;SG;3	N;NOM;MASC;SG;3
kokusu	خوشبو	koku	خوشبو	N;NOM;SG;3	N;NOM;FEM;SG;3
kokusu	بدبو	koku	بدبو	N;NOM;SG;3	N;NOM;MASC;SG;3
kokusu	خوشبو	koku	خوشبو	N;NOM;SG;3	N;NOM;FEM;SG;3
çöp	ٹکڑا.	çöp	ٹکڑا.		
çöp	ٹکڑا.	çöp	ٹکڑا.		
çöp	کچرا.	çöp	کچرا.		
rehberlik	مشورہ	rehberlik	مشورہ	N;NOM;SG;3	N;NOM;MASC;SG;3
rehberlik	ہدایت	rehberlik	ہدایت	N;NOM;SG;3	N;NOM;FEM;SG;3
derinden	اونچا	derin	اونچا	ADJ;AT+ABL;SG;3	ADJ;MASC;SG
derinden	شدید	derin	شدید	ADJ;AT+ABL;SG;3	ADJ
derinden	اونچا	derin	اونچا	ADJ;AT+ABL;SG;3	ADJ;MASC;SG
derinden	شدید	derin	شدید	ADJ;AT+ABL;SG;3	ADJ
şov	out	şov	out		
şov	(	şov	(		
şov	out	şov	out		
şov	(	şov	(		
iplik	رشتہ	iplik	رشتہ	N;NOM;SG;3	N;NOM;MASC;SG;3
iplik	رشتہ	iplik	رشتہ	N;NOM;SG;3	N;NOM;MASC;SG;3
ihtiyar	کہنہ	ihtiyar	کہنہ		
kervan	کارواں.	kervan	کارواں		
kervan	کارواں.	kervan	کارواں		
iyilik	مہربانی	iyilik	مہربانی	N;NOM;SG;3	N;NOM;MASC;SG;3
iyilik	اعانت	iyilik	اعانت	N;NOM;SG;3	N;NOM;MASC;SG;3
iyilik	نوازش	iyilik	نوازش	N;NOM;SG;3	N;NOM;MASC;SG;3
iyilik	معافی	iyilik	معافی	N;NOM;SG;3	N;NOM;MASC;SG;3
iyilik	مہربانی	iyilik	مہربانی	N;NOM;SG;3	N;NOM;MASC;SG;3
iyilik	پسندیدگی	iyilik	پسندیدگی	N;NOM;SG;3	N;NOM;MASC;SG;3
iyilik	مدد	iyilik	مدد	N;NOM;SG;3	N;NOM;MASC;SG;3
iyilik	نرمی	iyilik	نرمی	N;NOM;SG;3	N;NOM;MASC;SG;3
iyilik	طرفداری	iyilik	طرفداری	N;NOM;SG;3	N;NOM;MASC;SG;3
iyilik	رخصت	iyilik	رخصت	N;NOM;SG;3	N;NOM;FEM;SG;3
iyilik	خوشنودی	iyilik	خوشنودی	N;NOM;SG;3	N;NOM;MASC;SG;3
iyilik	اعانت	iyilik	اعانت	N;NOM;SG;3	N;NOM;MASC;SG;3
iyilik	نوازش	iyilik	نوازش	N;NOM;SG;3	N;NOM;MASC;SG;3
iyilik	معافی	iyilik	معافی	N;NOM;SG;3	N;NOM;MASC;SG;3
iyilik	مہربانی	iyilik	مہربانی	N;NOM;SG;3	N;NOM;MASC;SG;3
iyilik	پسندیدگی	iyilik	پسندیدگی	N;NOM;SG;3	N;NOM;MASC;SG;3
iyilik	مدد	iyilik	مدد	N;NOM;SG;3	N;NOM;MASC;SG;3
iyilik	نرمی	iyilik	نرمی	N;NOM;SG;3	N;NOM;MASC;SG;3
iyilik	طرفداری	iyilik	طرفداری	N;NOM;SG;3	N;NOM;MASC;SG;3
iyilik	رخصت	iyilik	رخصت	N;NOM;SG;3	N;NOM;FEM;SG;3
iyilik	پاسداری	iyilik	پاسداری	N;NOM;SG;3	N;NOM;MASC;SG;3
iyilik	خوشنودی	iyilik	خوشنودی	N;NOM;SG;3	N;NOM;MASC;SG;3
iyilik	فیاضی	iyilik	فیاضی	N;NOM;SG;3	N;NOM;MASC;SG;3
iyilik	مہربانی	iyilik	مہربانی	N;NOM;SG;3	N;NOM;MASC;SG;3
iyilik	خوبی	iyilik	خوبی	N;NOM;SG;3	N;NOM;MASC;SG;3
iyilik	بھلائی	iyilik	بھلائی	N;NOM;SG;3	N;NOM;FEM;SG;3
iyilik	فیاضی	iyilik	فیاضی	N;NOM;SG;3	N;NOM;MASC;SG;3
iyilik	مہربانی	iyilik	مہربانی	N;NOM;SG;3	N;NOM;MASC;SG;3
iyilik	خوبی	iyilik	خوبی	N;NOM;SG;3	N;NOM;MASC;SG;3
iyilik	نیکی	iyilik	نیکی	N;NOM;SG;3	N;NOM;MASC;SG;3
sürtünme	فرک.	sürt	فرک.		
eğilim	جھکائو	eğ	جھکائو		
mat	غبی	mat	غبی		
mat	کاگ	mat	کاگ		
mat	کاگ	mat	کاگ		
snoop	ٹوہ.	snoop	ٹوہ.		
seçmeler	گانے	seç	گا	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN;ACT
iblis	دیو.	iblis	دیو.		
sürat	کامیابی	sürat	کامیابی	N;NOM;SG;3	N;NOM;FEM;SG;3
şahane	لغو	şahane	لغو		
şahane	لغو	şahane	لغو		
fırın	گلخن	fırın	گلخن		
laf	شبد	laf	شبد		
yaratılış	ایجاد	yarat	ایجاد	N;NOM;SG;3	N;NOM;MASC;SG;3
yaratılış	ایجاد	yarat	ایجاد	N;NOM;SG;3	N;NOM;MASC;SG;3
yaratılış	تخلیق	yarat	تخلیق	N;NOM;SG;3	N;NOM;MASC;SG;3
yaratılış	پیدائش	yarat	پیدائش	N;NOM;SG;3	N;NOM;MASC;SG;3
yaratılış	پیدائش	yarat	پیدائش	N;NOM;SG;3	N;NOM;MASC;SG;3
yaratılış	تکوین	yarat	تکوین	N;NOM;SG;3	N;NOM;MASC;SG;3
voltaj	وولٹیج	voltaj	وولٹیج	N;NOM;SG;3	N;NOM;FEM;SG;3
istemci	گاہک.	istemci	گاہک.		
chance	وار	chance	وار		
kira	غار.	kira	غار.		
kira	درّہ	kira	درّہ		
kira	بغارہ	kira	بغارہ		
mina	(	mina	(		
işın	out	iş	out		
işın	(	iş	(		
işın	کرن	iş	کرن		
imkânsız	محال	imkınsız	محال	ADJ	ADJ
kötülük	شرارت	kötülük	شرارت	N;NOM;SG;3	N;NOM;FEM;SG;3
kötülük	فساد	kötülük	فساد	N;NOM;SG;3	N;NOM;MASC;SG;3
kötülük	برائی	kötülük	برائی	N;NOM;SG;3	N;NOM;FEM;SG;3
kötülük	منحوس	kötülük	منحوس	N;NOM;SG;3	N;SG
kötülük	برائی	kötülük	برائی	N;NOM;SG;3	N;NOM;FEM;SG;3
kötülük	منحوس	kötülük	منحوس	N;NOM;SG;3	N;SG
iskele	گھاٹ.	iskel	گھاٹ.		
iskele	ڈھانچا	iskel	ڈھانچا		
itme	گھسانا	it	گھسانا		
itme	مدّعا	it	مدّعا		
içerikler	مشمولات	içerik	مشمولات	N;NOM;PL;3	N;NOM;MASC;PL;3
içerikler	اشیا	içerik	شےء	N;NOM;PL;3	N;NOM;MASC;PL;3
kal	at	kal	at		
kal	in	kal	in		
kal	for	kal	for		
kal	(	kal	(		
mağaza	دکان	mağaz	دکان	N;NOM;SG;3	N;NOM;MASC;SG;3
mağaza	ذخیرہ	mağaz	ذخیرہ	N;NOM;SG;3	N;NOM;MASC;SG;3
bahane	حیلہ	bahan	حیلہ		
bahane	بہانہ.	bahan	بہانہ.		
nazik	معتدل	nazik	معتدل	ADJ	ADJ
nazik	پُرسکون	nazik	پُرسکون	ADJ	ADJ
nazik	پُرتپاک.	nazik	پُرتپاک.	ADJ	ADJ
nazik	شریفانہ	nazik	شریفانہ	ADJ	ADJ
nazik	معتدل	nazik	معتدل	ADJ	ADJ
nazik	پُرسکون	nazik	پُرسکون	ADJ	ADJ
nazik	پُرتپاک.	nazik	پُرتپاک.	ADJ	ADJ
nazik	شریفانہ	nazik	شریفانہ	ADJ	ADJ
nazik	مانوس	nazik	مانوس	ADJ	ADJ
nazik	مانوس	nazik	مانوس	ADJ	ADJ
nazik	پُرتپاک.	nazik	پُرتپاک.	ADJ	ADJ
nazik	پُرتپاک.	nazik	پُرتپاک.	ADJ	ADJ
kalibre	مرتبہ	kalibre	مرتبہ	N;NOM;SG;3	N;NOM;MASC;SG;3
uygarlık	تہذیب	uygarlık	تہذیب	N;NOM;SG;3	N;NOM;MASC;SG;3
testere	مثل	testere	مثل		
yoksulluk	غربت	yoksulluk	غربت	N;NOM;SG;3	N;NOM;FEM;SG;3
yoksulluk	کمتری	yoksulluk	کمتری	N;NOM;SG;3	N;NOM;MASC;SG;3
yoksulluk	کمتری	yoksulluk	کمتری	N;NOM;SG;3	N;NOM;MASC;SG;3
wing	کار	wing	کار		
fat	قلیل	fat	قلیل		
fat	فراواں	fat	فراواں		
fat	قلیل	fat	قلیل		
fat	فربہ	fat	فربہ		
fat	فراواں	fat	فراواں		
avlu	چوک	avlu	چوک	N;NOM;SG;3	N;NOM;MASC;SG;3
avlu	احاطہ	avlu	احاطہ	N;NOM;SG;3	N;NOM;MASC;SG;3
itibar	(	itibar	(		
itibar	for	itibar	for		
şık	(	şık	(		
belirsizlik	ابہام	belirsizlik	ابہام	N;NOM;SG;3	N;NOM;MASC;SG;3
belirsizlik	ایہام	belirsizlik	ایہام	N;NOM;SG;3	N;NOM;MASC;SG;3
belirsizlik	ایہام	belirsizlik	ایہام	N;NOM;SG;3	N;NOM;MASC;SG;3
sat	for	sat	for		
yanık	چرکا	yanık	چرکا		
çerçevesi	جسم	çerçeve	جسم	N;NOM;SG;3	N;NOM;MASC;SG;3
çerçevesi	وضع	çerçeve	وضع	N;NOM;SG;3	N;NOM;MASC;SG;3
çerçevesi	قالب	çerçeve	قالب	N;NOM;SG;3	N;NOM;MASC;SG;3
çerçevesi	کھڑکی	çerçeve	کھڑکی	N;NOM;SG;3	N;NOM;FEM;SG;3
çerçevesi	تعمیر	çerçeve	تعمیر	N;NOM;SG;3	N;NOM;FEM;SG;3
çerçevesi	گاڑی	çerçeve	گاڑی	N;NOM;SG;3	N;NOM;FEM;SG;3
çerçevesi	ساخت	çerçeve	ساخت	N;NOM;SG;3	N;NOM;MASC;SG;3
çerçevesi	کیفیت	çerçeve	کیفیت	N;NOM;SG;3	N;NOM;FEM;SG;3
çerçevesi	جسم	çerçeve	جسم	N;NOM;SG;3	N;NOM;MASC;SG;3
çerçevesi	وضع	çerçeve	وضع	N;NOM;SG;3	N;NOM;MASC;SG;3
çerçevesi	قالب	çerçeve	قالب	N;NOM;SG;3	N;NOM;MASC;SG;3
çerçevesi	کھڑکی	çerçeve	کھڑکی	N;NOM;SG;3	N;NOM;FEM;SG;3
çerçevesi	تعمیر	çerçeve	تعمیر	N;NOM;SG;3	N;NOM;FEM;SG;3
çerçevesi	گاڑی	çerçeve	گاڑی	N;NOM;SG;3	N;NOM;FEM;SG;3
çerçevesi	ساخت	çerçeve	ساخت	N;NOM;SG;3	N;NOM;MASC;SG;3
çerçevesi	کیفیت	çerçeve	کیفیت	N;NOM;SG;3	N;NOM;FEM;SG;3
düzenleyici	بستہ	düzenleyici	بستہ		
gizlilik	اجتناب	gizlilik	اجتناب	N;NOM;SG;3	N;NOM;MASC;SG;3
gizlilik	اجتناب	gizlilik	اجتناب	N;NOM;SG;3	N;NOM;MASC;SG;3
gör	پانا	gör	پانا	V;PFV;IMP;SG;2;POS;PRS	V;SG;NFIN;ACT
gör	سوچنا	gör	سوچ	V;PFV;IMP;SG;2;POS;PRS	V;MASC;SG;NFIN;ACT
gör	ملنا	gör	مل	V;PFV;IMP;SG;2;POS;PRS	V;MASC;SG;NFIN;ACT
gör	دیکھنا	gör	دیکھ	V;PFV;IMP;SG;2;POS;PRS	V;NFIN
gör	دیکھنا	gör	دیکھ	V;PFV;IMP;SG;2;POS;PRS	V;NFIN
reyting	جھاڑ.	reyting	جھاڑ.		
büyür	اپجنا.	büyür	اپجنا.		
büyür	بالغ.	büyür	بالغ.		
büyür	اپجنا.	büyür	اپجنا.		
büyür	بالغ.	büyür	بالغ.		
tempo	گت	tempo	گت		
rahim	کوکھ.-	rahim	کوکھ.-		
rahim	کوکھ.-	rahim	کوکھ.-		
rahim	دھرن	rahim	دھرن		
konuş	(	konuş	(		
kardeşim	برادر	kardeş	برادر	N;NOM;SG;3	N;NOM;MASC;SG;3
kardeşim	برادر	kardeş	برادر	N;NOM;SG;3	N;NOM;MASC;SG;3
kardeşim	بھائی	kardeş	بھائی	N;NOM;SG;3	N;NOM;MASC;SG;3
bozukluk	انتشار	bozukluk	انتشار	N;NOM;SG;3	N;NOM;MASC;SG;3
eklenti	اضافہ	ekle	اضافہ	N;NOM;SG;3	N;NOM;MASC;SG;3
eklenti	وسعت	ekle	وسعت	N;NOM;SG;3	N;NOM;MASC;SG;3
eklenti	توسیع	ekle	توسیع	N;NOM;SG;3	N;NOM;MASC;SG;3
kene	قرض.	kene	قرض.		
şişman	قلیل	şişman	قلیل		
şişman	فراواں	şişman	فراواں		
şişman	قلیل	şişman	قلیل		
şişman	فربہ	şişman	فربہ		
şişman	فراواں	şişman	فراواں		
woo	(	woo	(		
cidden	واقعی	cidden	واقعی		
sefa	دعا.	sefa	دعا.		
yağma	رقم.	yağ	رقم.		
kapsamı	مقصد	kapsam	مقصد	N;NOM;SG;3	N;NOM;MASC;SG;3
minik	قدرے	minik	قدرے		
minik	قدرے	minik	قدرے		
acele	بعجلت	acele	بعجلت		
acele	on	acele	on		
acele	(	acele	(		
isı	تپ	isı	تپ		
isı	غضب.	isı	غضب.		
isı	تپ	isı	تپ		
isı	غضب.	isı	غضب.		
ilgisiz	بیگانہ	ilgisiz	بیگانہ	ADJ	ADJ
bedensel	جسمانی	bedensel	جسمانی	ADJ	ADJ
transit	گزرنا.	transit	گزرنا.		
pompa	up	pompa	up		
pompa	out	pompa	out		
çene	ذقن	çen	ذقن		
hamle	لپک	hamle	لپک		
hamle	جھپٹ	hamle	جھپٹ		
hamle	جھپاکا.	hamle	جھپاکا.		
kin	بغض.	kin	بغض.		
kin	بغض.	kin	بغض.		
sorunsuz	متوازن.	sorunsuz	متوازن.	ADJ	ADJ
sorunsuz	یکساں	sorunsuz	یکساں	ADJ	ADJ
sorunsuz	معتدل	sorunsuz	معتدل	ADJ	ADJ
sorunsuz	متوازن.	sorunsuz	متوازن.	ADJ	ADJ
