une	ένας	un	ένας	DET;INDF;FEM;SG	DET;NOM;INDF;MASC;SG
masque	μάσκα	masque	μάσκα	N;MASC;SG	N;NOM;FEM;SG
ouvrier	εργαζόμενος	ouvrier	εργαζόμενος	N;MASC;SG	N;NOM;MASC;SG
ouvrier	εργάτη	ouvrier	εργάτος	N;MASC;SG	N;NOM;MASC;SG
ouvrier	εργάτης	ouvrier	εργάτης	N;MASC;SG	N;NOM;MASC;SG
gloire	φήμη	gloire	φήμη	N;FEM;SG	N;ACC;FEM;SG
gloire	δόξα	gloire	δίχομαι	N;FEM;SG	N;ACC;FEM;SG
gloire	δοξα	gloire	δοξα	N;FEM;SG	N
gloire	δόξα	gloire	δίχομαι	N;FEM;SG	N;ACC;FEM;SG
archive	αρχειοθέτηση	archive	αρχειοθέτηση	N;FEM;SG	N;ACC;FEM;SG
archive	αρχείο	archive	αρχείο	N;FEM;SG	N;NOM;NEUT;SG
protégé	προστατευμένο	protéger	προστατεύω	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
protégé	προστατευμένη	protéger	προστατεύω	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
protégé	προστατευμένος	protéger	προστατευμένος	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
protégé	προστατευμένη	protéger	προστατεύω	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
tâche	καθήκον	tâche	καθήκον	N;FEM;SG	N;NOM;NEUT;SG
fidèles	πιστοί	fidèle	πιστός	ADJ;MASC;PL	ADJ;NOM;MASC;PL
fidèles	πιστοί	fidèle	πιστός	ADJ;MASC;PL	ADJ;NOM;MASC;PL
causes	αιτίες	cause	αιτία	N;FEM;PL	N;NOM;FEM;PL
causes	αίτια	cause	αίτιο	N;FEM;PL	N;NOM;NEUT;PL
papillon	πεταλούδα	papillon	πεταλούδα	N;MASC;SG	N;NOM;FEM;SG
comparaison	σύγκριση	comparaison	σύγκριση	N;FEM;SG	N;NOM;FEM;SG
panneaux	πινακίδες	panneau	πινακίδα	N;MASC;PL	N;NOM;FEM;PL
panneaux	σημάδια	panneau	σημάδιο	N;MASC;PL	N;NOM;NEUT;PL
automatiquement	αυτομάτως	automatiquement	αυτομάτως	ADV	ADV
automatiquement	αυτόματα	automatiquement	αυτόματα	ADV	ADV
accepté	συμφώνησε	accepter	συμφωνώ	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
pousse	μεγαλώνει	pousser	μεγαλώνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
pousse	φυτρώνει	pousser	φυτρώνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
procureur	εισαγγελέας	procureur	εισαγγελέας	N;MASC;SG	N;NOM;MASC;SG
procureur	εισαγγελέα	procureur	εισαγγελέας	N;MASC;SG	N;GEN;MASC;SG
procureur	κατήγορος	procureur	κατήγορος	N;MASC;SG	N;NOM;MASC;SG
médicale	ιατρικό	médical	ιατρικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
médicale	ιατρική	médical	ιατρικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
caisse	κιβώτιο	caisse	κιβώτιος	N;FEM;SG	N;NOM;NEUT;SG
génétique	γενετικό	génétique	γενετικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
génétique	γενετική	génétique	γενετικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
génétique	γενετική	génétique	γενετικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
ballon	μπαλόνι	ballon	μπαλόνι	N;MASC;SG	N;NOM;NEUT;SG
ballon	αερόστατο	ballon	αερόστατος	N;MASC;SG	N;NOM;NEUT;SG
ballon	μπαλάκι	ballon	μπαλάκι	N;MASC;SG	N;NOM;NEUT;SG
ballon	μπάλα	ballon	μπάλα	N;MASC;SG	N;NOM;FEM;SG
endroits	τοποθεσίες	endroit	τοποθεσία	N;MASC;PL	N;NOM;FEM;PL
endroits	τόποι	endroit	τόπος	N;MASC;PL	N;NOM;MASC;PL
endroits	μέρη	endroit	μέρος	N;MASC;PL	N;NOM;NEUT;PL
choc	σοκ	choc	σοκ	N;MASC;SG	N
ondes	δονήσεις	onde	δόνηση	N;FEM;PL	N;NOM;FEM;PL
ondes	κύματα	onde	κύμα	N;FEM;PL	N;NOM;NEUT;PL
romantique	ρομαντικό	romantique	ρομαντικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
romantique	ρομαντική	romantique	ρομαντικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
romantique	ρομαντικός	romantique	ρομαντικός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
quotidienne	καθημερινή	quotidien	καθημερινός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
quotidienne	ημερήσια	quotidien	ημερήσιος	ADJ;FEM;SG	ADJ;NOM;FEM;SG
quotidienne	καθημερινή	quotidien	καθημερινός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
islamique	ισλαμική	islamique	ισλαμικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
islamique	ισλαμικό	islamique	ισλαμικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
entouré	περικυκλωμένος	entourer	περικυκλωμένος	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
anonyme	ανώνυμη	anonyme	ανώνυμη	ADJ;MASC;SG	ADJ;NOM;FEM;SG
applique	ισχύει	appliquer	ισχύω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
assurance	ασφάλιση	assurance	ασφάλιση	N;FEM;SG	N;ACC;FEM;SG
assurance	ασφάλεια	assurance	ασφάλεια	N;FEM;SG	N;NOM;FEM;SG
audience	κοινό	audience	κοινό	N;FEM;SG	N;NOM;NEUT;SG
audience	ακροατήριο	audience	ακροατήριο	N;FEM;SG	N;NOM;NEUT;SG
audience	κοινο	audience	κοινο	N;FEM;SG	N;NOM;NEUT;SG
audience	ακρόαση	audience	ακρόαση	N;FEM;SG	N;ACC;FEM;SG
audience	ακοή	audience	ακοή	N;FEM;SG	N;NOM;FEM;SG
phil	φίλ	phil	φίλ	N;MASC;SG	N
manager	διαχειριστής	manager	διαχειριστής	N;MASC;SG	N;NOM;MASC;SG
manager	διευθυντής	manager	διευθυντής	N;MASC;SG	N;NOM;MASC;SG
cinématographique	κινηματογραφικό	cinématographique	κινηματογραφικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
littoral	ακτογραμμή	littoral	ακτογραμμή	N;MASC;SG	N;NOM;FEM;SG
module	ενότητα	module	ενότητα	N;MASC;SG	N;NOM;FEM;SG
enterré	θάφτηκε	enterrer	θαφτάνω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
enterré	θαμμένος	enterrer	θαμμένος	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
enterré	θαμμένο	enterrer	θαμμένο	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
enterré	θαμμένη	enterrer	θαμμένος	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
théories	θεωρεία	théorie	θεωρείο	N;FEM;PL	N;NOM;FEM;PL
théories	θεωρίες	théorie	θεωρία	N;FEM;PL	N;NOM;FEM;PL
hot	ζέστη	hot	ζέστη	N;MASC;SG	N;NOM;FEM;SG
hot	ζεστό	hot	ζεστός	N;MASC;SG	N;NOM;NEUT;SG
hot	καυτό	hot	καυτός	N;MASC;SG	N;NOM;NEUT;SG
hot	καυτή	hot	καυτός	N;MASC;SG	N;NOM;FEM;SG
disant	λέγοντας	dire	λέγω	V;PRS;V.PTCP	V;IPFV;V.CVB;ACT
diversité	ποικιλία	diversité	ποικιλία	N;FEM;SG	N;NOM;FEM;SG
diversité	ποικιλομορφία	diversité	ποικιλομορφία	N;FEM;SG	N;NOM;FEM;SG
diversité	πολυμορφία	diversité	πολυμορφία	N;FEM;SG	N;NOM;FEM;SG
résoudre	λύσει	résoudre	λύνω	V;NFIN	V;PFV;NFIN;ACT
sculptures	γλυπτά	sculpture	γλυπτά	N;FEM;PL	N;NOM;NEUT;PL
sculptures	γλυπτά	sculpture	γλυπτά	N;FEM;PL	N;NOM;NEUT;PL
investissement	επένδυση	investissement	επένδυση	N;MASC;SG	N;ACC;FEM;SG
investissement	επένδυση	investissement	επένδυση	N;MASC;SG	N;ACC;FEM;SG
absolument	απολύτως	absolument	απόλυτα	ADV	ADV
incident	περιστατικό	incident	περιστατικό	N;MASC;SG	N;NOM;NEUT;SG
incident	συμβάν	incident	συμβάν	N;MASC;SG	N;NOM;NEUT;SG
chêne	βελανιδιά	chêne	βελανιδία	N;MASC;SG	N;NOM;FEM;SG
transformé	μεταμορφωθεί	transformer	μεταμορφώνω	V;MASC;SG;PST;V.PTCP	V;PFV;NFIN;PASS
transformé	μεταμορφώθηκε	transformer	μεταμορφώνω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
concerto	κονσέρτο	concerto	κονσέρτο	N;MASC;SG	N;NOM;NEUT;SG
adversaires	αντιπάλους	adversaire	αντίπαλος	N;MASC;PL	N;ACC;MASC;PL
compagnon	συντροφιά	compagnon	συντροφιά	N;MASC;SG	N;NOM;FEM;SG
compagnon	σύντροφος	compagnon	σύντροφος	N;MASC;SG	N;NOM;MASC;SG
chroniques	χρόνια	chronique	χρόνος	N;FEM;PL	N;NOM;NEUT;PL
tue	σκοτώνει	tuer	σκοτώνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
tue	σκοτώσει	tuer	σκοτώνω	V;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
radical	ριζοσπαστικό	radical	ριζοσπαστικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
radical	ριζοσπαστική	radical	ριζοσπαστικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
radical	ριζική	radical	ριζικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
partenariat	συνεταιρισμός	partenariat	συνεταιρισμός	N;MASC;SG	N;NOM;MASC;SG
partenariat	σύμπραξη	partenariat	σύμπραξη	N;MASC;SG	N;ACC;FEM;SG
réfugiés	πρόσφυγες	réfugié	πρόσφυγας	N;MASC;PL	N;NOM;MASC;PL
berger	σέπερντ	berger	σέπερντ	N;MASC;SG	N
berger	ποιμένας	berger	ποιμένας	N;MASC;SG	N;NOM;MASC;SG
cache	κρύψει	cacher	κρύπτω	V;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
cache	κρύβει	cacher	κρύβω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
égale	ίσης	égal	ίσος	ADJ;FEM;SG	ADJ;GEN;FEM;SG
œufs	αβγά	œuf	αβγά	N;MASC;PL	N;NOM;NEUT;PL
œufs	αυγά	œuf	αυγά	N;MASC;PL	N;NOM;NEUT;PL
tentatives	απόπειρες	tentative	απόπειρας	N;FEM;PL	N;NOM;FEM;PL
tentatives	προσπάθειες	tentative	προσπάθεια	N;FEM;PL	N;NOM;FEM;PL
emma	έμμα	emma	έμμα	N;FEM;SG	N;NOM;FEM;SG
emma	εμα	emma	εμα	N;FEM;SG	N
miles	μίλια	mile	μίλιος	N;MASC;PL	N;NOM;NEUT;PL
miles	χιλιόμετρα	mile	χιλιόμετρο	N;MASC;PL	N;NOM;NEUT;PL
demandes	εφαρμογές	demande	εφαρμογή	N;FEM;PL	N;NOM;FEM;PL
demandes	αιτήσεις	demande	αίτηση	N;FEM;PL	N;NOM;FEM;PL
demandes	αιτήματα	demande	αίτημα	N;FEM;PL	N;NOM;NEUT;PL
demandes	αιτήσεις	demande	αίτηση	N;FEM;PL	N;NOM;FEM;PL
doublé	διπλασιάστηκε	doubler	διπλασιάζω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
boxe	πυγμαχία	boxe	πυγμαχία	N;FEM;SG	N;NOM;FEM;SG
pair	ζευγάρι	pair	ζευγάρι	N;MASC;SG	N;NOM;NEUT;SG
pair	ζεύγος	pair	ζεύγος	N;MASC;SG	N;NOM;NEUT;SG
tarn	ταρν	tarn	εγώ	N;MASC;SG	N
compagnons	συντρόφους	compagnon	σύντροφος	N;MASC;PL	N;ACC;MASC;PL
compagnons	σύντροφοι	compagnon	σύντροφος	N;MASC;PL	N;NOM;MASC;PL
challenge	πρόκληση	challenge	πρόκληση	N;MASC;SG	N;ACC;FEM;SG
adolphe	αδόλφος	adolphe	αδόλφος	N;MASC;SG	N;NOM;MASC;SG
adolphe	αδόλφος	adolphe	αδόλφος	N;MASC;SG	N;NOM;MASC;SG
serpent	φίδι	serpent	φίδι	N;MASC;SG	N;NOM;NEUT;SG
serpent	φίδι	serpent	φίδι	N;MASC;SG	N;NOM;NEUT;SG
serpent	ερπετό	serpent	ερπετός	N;MASC;SG	N;NOM;NEUT;SG
jeudi	πέμπτη	jeudi	πέμπτη	N;MASC;SG	N;ACC;FEM;SG
livret	φυλλάδιο	livret	φυλλάδιο	N;MASC;SG	N;NOM;NEUT;SG
livret	βιβλιάριο	livret	βιβλιάριο	N;MASC;SG	N;NOM;NEUT;SG
livret	λιμπρέτο	livret	λιμπρέτος	N;MASC;SG	N;NOM;NEUT;SG
média	μμε	média	μμε	N;MASC;SG	N
amont	ανάντη	amont	ανάντης	N;MASC;SG	N
individuelle	ατομική	individuel	ατομικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
individuelle	ατομικό	individuel	ατομικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
métropolitaine	μητροπολιτική	métropolitain	μητροπολιτικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
foyer	φουαγιέ	foyer	φουαγία	N;MASC;SG	N;NOM;NEUT;SG
foyer	τζάκι	foyer	τζάκι	N;MASC;SG	N;NOM;NEUT;SG
invite	προτροπή	invite	προτροπή	N;FEM;SG	N;ACC;FEM;SG
invite	πρόσκληση	invite	πρόσκληση	N;FEM;SG	N;ACC;FEM;SG
anges	άγγελοι	ange	άγγελος	N;MASC;PL	N;NOM;MASC;PL
anges	αγγέλους	ange	άγγελος	N;MASC;PL	N;ACC;MASC;PL
rencontrer	συναντήσω	rencontrer	συναντώ	V;NFIN	V;PFV;IND;SG;1;FIN;ACT
étang	λιμνούλα	étang	λιμνούλα	N;MASC;SG	N;NOM;FEM;SG
étang	λίμνη	étang	λίμνη	N;MASC;SG	N;NOM;FEM;SG
attente	αναμονή	attente	αναμονή	N;FEM;SG	N;NOM;FEM;SG
restant	παραμένοντας	rester	παραμένω	V;PRS;V.PTCP	V;IPFV;V.CVB;ACT
restant	απομένουν	rester	απομένω	V;PRS;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;ACT
restant	απομένει	rester	απομένω	V;PRS;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
rassemble	συγκεντρώνει	rassembler	συγκεντρώνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
symboles	σύμβολα	symbole	σύμβολα	N;MASC;PL	N;NOM;NEUT;PL
vols	πτήσεις	vol	πτήση	N;MASC;PL	N;NOM;FEM;PL
voûte	θησαυροφυλάκιο	voûte	θησαυροφυλάκιο	N;FEM;SG	N;NOM;NEUT;SG
voûte	κρύπτη	voûte	κρύπτης	N;FEM;SG	N;NOM;FEM;SG
voûte	αψίδα	voûte	αψίδα	N;FEM;SG	N;NOM;FEM;SG
méridionale	νότιο	méridional	νότιος	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
méridionale	νότιος	méridional	νότιος	ADJ;FEM;SG	ADJ;NOM;MASC;SG
racines	ρίζες	racine	ρίζη	N;FEM;PL	N;NOM;FEM;PL
accueilli	καλωσόρισε	accueillir	καλωσορίζω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
accueilli	χαιρέτισε	accueillir	χαιρετίζω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
accueilli	φιλοξένησε	accueillir	φιλοξενώ	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
équipé	τοποθετηθεί	équiper	τοποθετώ	V;MASC;SG;PST;V.PTCP	V;PFV;NFIN;PASS
équipé	εξοπλισμένο	équiper	εξοπλίζω	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
feux	φωτιές	feu	φωτιός	N;MASC;PL	N;NOM;FEM;PL
feux	πυρκαγιές	feu	πυρκαγιά	N;MASC;PL	N;NOM;FEM;PL
feux	φανοί	feu	φανός	N;MASC;PL	N;NOM;MASC;PL
feux	λάμπες	feu	λάμπα	N;MASC;PL	N;NOM;FEM;PL
feux	λαμπτήρες	feu	λαμπτήρας	N;MASC;PL	N;NOM;MASC;PL
parfait	τέλειος	parfait	τέλειος	ADJ;MASC;SG	ADJ;NOM;MASC;SG
parfait	τέλειο	parfait	τέλειο	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
parfait	τέλεια	parfait	τέλεια	ADJ;MASC;SG	ADJ;NOM;FEM;SG
roumain	ρουμανικό	roumain	ρουμανικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
roumain	ρουμανική	roumain	ρουμανικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
affluents	παραπόταμοι	affluent	παράποταμος	N;MASC;PL	N;NOM;MASC;PL
gardes	φρουροί	garde	φρουρός	N;MASC;PL	N;NOM;MASC;PL
gardes	φύλακες	garde	φύλακας	N;MASC;PL	N;NOM;MASC;PL
évolué	εξελίχθηκε	évoluer	εκελίχνω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
évolué	εξελιχθεί	évoluer	εξελίχομαι	V;MASC;SG;PST;V.PTCP	V;PFV;NFIN;PASS
romane	ρομανική	roman	ρομανικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
vents	άνεμοι	vent	άνεμος	N;MASC;PL	N;NOM;MASC;PL
vents	ανέμους	vent	άνεμος	N;MASC;PL	N;ACC;MASC;PL
circulaire	κυκλική	circulaire	κυκλικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
circulaire	κυκλικό	circulaire	κυκλικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
décennies	δεκαετιών	décennie	δεκαετία	N;FEM;PL	N;GEN;FEM;PL
décennies	δεκαετίες	décennie	δεκαετία	N;FEM;PL	N;NOM;FEM;PL
assistance	συνδρομή	assistance	συνδρομή	N;FEM;SG	N;ACC;FEM;SG
assistance	βοήθεια	assistance	βοήθεια	N;FEM;SG	N;ACC;FEM;SG
assistance	στήριξη	assistance	στήριξη	N;FEM;SG	N;ACC;FEM;SG
assistance	υποστήριξη	assistance	υποστήριξη	N;FEM;SG	N;ACC;FEM;SG
esthétique	αισθητική	esthétique	αισθητικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
esthétique	αισθητική	esthétique	αισθητικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
coloniale	αποικιακό	colonial	αποικιακός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
permanente	μόνιμο	permanent	μόνιμο	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
permanente	μόνιμος	permanent	μόνιμος	ADJ;FEM;SG	ADJ;NOM;MASC;SG
permanente	μόνιμη	permanent	μόνιμος	ADJ;FEM;SG	ADJ;NOM;FEM;SG
citation	απόσπασμα	citation	απόσπασμα	N;FEM;SG	N;NOM;NEUT;SG
citation	παράθεση	citation	παράθεση	N;FEM;SG	N;NOM;FEM;SG
citation	μνεία	citation	μνείο	N;FEM;SG	N;NOM;FEM;SG
citation	παράθεση	citation	παράθεση	N;FEM;SG	N;NOM;FEM;SG
citation	παράθεση	citation	παράθεση	N;FEM;SG	N;NOM;FEM;SG
appliquer	ισχύουν	appliquer	ισχύω	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
appliquer	επιβάλει	appliquer	επιβάζω	V;NFIN	V;PFV;IND;SG;3;FIN;ACT
traditionnellement	παραδοσιακά	traditionnellement	παραδοσιακός	ADV	ADV
âges	ηλικίες	âge	ηλικία	N;MASC;PL	N;NOM;FEM;PL
offrir	προσφέροντας	offrir	προσφέρω	V;NFIN	V;IPFV;V.CVB;ACT
crédité	πιστωθεί	créditer	πιστώνω	V;MASC;SG;PST;V.PTCP	V;PFV;NFIN;PASS
tests	εξετάσεις	test	εξέταση	N;MASC;PL	N;NOM;FEM;PL
tests	δοκιμασίες	test	δοκιμασία	N;MASC;PL	N;NOM;FEM;PL
tests	δοκιμές	test	δοκιμή	N;MASC;PL	N;NOM;FEM;PL
tests	δοκιμές	test	δοκιμή	N;MASC;PL	N;NOM;FEM;PL
neutralité	ουδετερότητα	neutralité	ουδετερότητα	N;FEM;SG	N;ACC;FEM;SG
neutralité	ουδέτερο	neutralité	ούδετερος	N;FEM;SG	N;NOM;NEUT;SG
sépare	χωρίζει	séparer	χωρίζω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
bière	μπύρα	bière	μπύρα	N;FEM;SG	N;NOM;FEM;SG
bière	μπίρα	bière	μπίρα	N;FEM;SG	N;NOM;FEM;SG
faibles	αδύναμοι	faible	αδύναμος	ADJ;MASC;PL	ADJ;NOM;MASC;PL
élue	εκλεγμένος	élire	εκλέγω	V;FEM;SG;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
élue	εκλεγεί	élire	εκλέγω	V;FEM;SG;PST;V.PTCP	V;PFV;NFIN;ACT
élue	εξελέγη	élire	εκλέγω	V;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
industries	βιομηχανίες	industrie	βιομηχανία	N;FEM;PL	N;NOM;FEM;PL
destin	πεπρωμένο	destin	πεπρωμένος	N;MASC;SG	N;NOM;NEUT;SG
destin	μοίρα	destin	μοίρα	N;MASC;SG	N;NOM;FEM;SG
destin	μοίρα	destin	μοίρα	N;MASC;SG	N;NOM;FEM;SG
destin	πεπρωμένο	destin	πεπρωμένος	N;MASC;SG	N;NOM;NEUT;SG
précédentes	προηγούμενες	précédent	προηγούμενος	ADJ;FEM;PL	ADJ;NOM;FEM;PL
invention	επινόηση	invention	επινόηση	N;FEM;SG	N;NOM;FEM;SG
invention	εφεύρεση	invention	εφεύρεση	N;FEM;SG	N;ACC;FEM;SG
podium	βάθρο	podium	βάθρο	N;MASC;SG	N;NOM;NEUT;SG
podium	εξέδρα	podium	εξέδρα	N;MASC;SG	N;NOM;FEM;SG
professeurs	καθηγητές	professeur	καθηγητής	N;MASC;PL	N;NOM;MASC;PL
professeurs	διδάσκοντες	professeur	διδάσκων	N;MASC;PL	N;NOM;MASC;PL
professeurs	δασκάλους	professeur	δάσκαλος	N;MASC;PL	N;ACC;MASC;PL
professeurs	δάσκαλοι	professeur	δάσκαλος	N;MASC;PL	N;NOM;MASC;PL
professeurs	καθηγητές	professeur	καθηγητής	N;MASC;PL	N;NOM;MASC;PL
emplois	δουλειές	emploi	δουλειή	N;MASC;PL	N;NOM;FEM;PL
emplois	εργασίες	emploi	εργασία	N;MASC;PL	N;NOM;FEM;PL
occupée	απασχολημένη	occuper	απασχολώ	V;FEM;SG;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
occupée	απασχολημένος	occuper	απασχολημένος	V;FEM;SG;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
confusion	σύγχυση	confusion	σύγχυση	N;FEM;SG	N;ACC;FEM;SG
confusion	μπερδεμένο	confusion	μπερδεμένο	N;FEM;SG	N;NOM;NEUT;SG
confusion	σύγχυση	confusion	σύγχυση	N;FEM;SG	N;ACC;FEM;SG
paroisses	ενορίες	paroisse	ενορία	N;FEM;PL	N;NOM;FEM;PL
clergé	κλήρου	clergé	κλήρου	N;MASC;SG	N;GEN;MASC;SG
spécialement	συγκεκριμένα	spécialement	συγκεκριμένα	ADV	ADV
spécialement	ειδικά	spécialement	ειδικά	ADV	ADV
spécialement	ιδιαίτερα	spécialement	ιδιαίτερα	ADV	ADV
mosquée	τζαμί	mosquée	τζαμί	N;FEM;SG	N;NOM;NEUT;SG
mosquée	τέμενος	mosquée	τέμενος	N;FEM;SG	N;NOM;NEUT;SG
personnellement	προσωπικά	personnellement	προσωπικά	ADV	ADV
personnellement	προσωπικα	personnellement	προσωπικά	ADV	ADV
étrange	περίεργο	étrange	περίεργος	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
étrange	περίεργο	étrange	περίεργος	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
crimes	εγκλήματα	crime	έγκλημα	N;MASC;PL	N;NOM;NEUT;PL
autrichienne	αυστριακός	autrichien	αυστριακός	ADJ;FEM;SG	ADJ;NOM;MASC;SG
autrichienne	αυστριακό	autrichien	αυστριακός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
autrichienne	αυστριακή	autrichien	αυστριακός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
nobles	ευγενείς	noble	ευγενής	ADJ;MASC;PL	ADJ;NOM;MASC;PL
nobles	ευγενείς	noble	ευγενής	ADJ;MASC;PL	ADJ;NOM;MASC;PL
exprimer	εκφράσω	exprimer	εκφράζω	V;NFIN	V;PFV;IND;SG;1;FIN;ACT
exprimer	εκφράζοντας	exprimer	εκφράζω	V;NFIN	V;IPFV;V.CVB;ACT
maintenance	συντήρησης	maintenance	συντήρηση	N;FEM;SG	N;GEN;FEM;SG
maintenance	συντήρηση	maintenance	συντήρηση	N;FEM;SG	N;NOM;FEM;SG
maintenance	διατήρηση	maintenance	διατήρηση	N;FEM;SG	N;ACC;FEM;SG
vicomte	υποκόμη	vicomte	υποκόμαι	N;MASC;SG	N
vicomte	υποκόμη	vicomte	υποκόμαι	N;MASC;SG	N
session	συνεδρία	session	συνεδρία	N;FEM;SG	N;NOM;FEM;SG
sorbonne	σορβόννη	sorbonne	σορβόννη	N;FEM;SG	N;NOM;FEM;SG
vallées	κοιλάδες	vallée	κοιλάδα	N;FEM;PL	N;NOM;FEM;PL
indienne	ινδικό	indien	ινδικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
indienne	ινδός	indien	ινδός	ADJ;FEM;SG	ADJ;NOM;MASC;SG
indienne	ινδική	indien	ινδικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
suites	σουίτες	suite	σουίτης	N;FEM;PL	N;NOM;FEM;PL
alentours	περιβάλλοντα	alentours	περιβάλλον	N;MASC;PL	N;NOM;NEUT;PL
contrôler	ελέγχει	contrôler	ελέγχω	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
chœurs	χορωδίες	chœur	χορωδία	N;MASC;PL	N;NOM;FEM;PL
colons	άποικοι	colon	άποικος	N;MASC;PL	N;NOM;MASC;PL
colons	άποικοι	colon	άποικος	N;MASC;PL	N;NOM;MASC;PL
arsenal	οπλοστάσιο	arsenal	οπλοστάσιο	N;MASC;SG	N;NOM;NEUT;SG
récentes	πρόσφατες	récent	πρόσφατα	ADJ;FEM;PL	ADJ;NOM;FEM;PL
armement	οπλισμό	armement	οπλισμός	N;MASC;SG	N;ACC;MASC;SG
exprime	εκφράζει	exprimer	εκφράζω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
